context: Act 5 Bring Back Love response:	-Damn it! -Search thoroughly!
context: It's an easy fight.\What the hell are you doing? Reorganize the formations!\If you charge all at once, that crappy barricade should drop like nothing.\Sh-Shit! They coated the arrows with shit.\What the...?! Water! Wash yourself with water. Or else you could get tetanus.\Water... There is no water!\They threw shit into the well.\Our water ration is almost gone... response:	Th-They planned this from the beginning...
context: What the hell are you doing? Reorganize the formations!\If you charge all at once, that crappy barricade should drop like nothing.\Sh-Shit! They coated the arrows with shit.\What the...?! Water! Wash yourself with water. Or else you could get tetanus.\Water... There is no water!\They threw shit into the well.\Our water ration is almost gone...\Th-They planned this from the beginning... response:	It was for this reason that they threw shit into the well.
context: If you charge all at once, that crappy barricade should drop like nothing.\Sh-Shit! They coated the arrows with shit.\What the...?! Water! Wash yourself with water. Or else you could get tetanus.\Water... There is no water!\They threw shit into the well.\Our water ration is almost gone...\Th-They planned this from the beginning...\It was for this reason that they threw shit into the well. response:	The entire village was a trap!
context: Sh-Shit! They coated the arrows with shit.\What the...?! Water! Wash yourself with water. Or else you could get tetanus.\Water... There is no water!\They threw shit into the well.\Our water ration is almost gone...\Th-They planned this from the beginning...\It was for this reason that they threw shit into the well.\The entire village was a trap! response:	It was a trap.
context: What the...?! Water! Wash yourself with water. Or else you could get tetanus.\Water... There is no water!\They threw shit into the well.\Our water ration is almost gone...\Th-They planned this from the beginning...\It was for this reason that they threw shit into the well.\The entire village was a trap!\It was a trap. response:	The village... The village was not really abandoned!
context: Water... There is no water!\They threw shit into the well.\Our water ration is almost gone...\Th-They planned this from the beginning...\It was for this reason that they threw shit into the well.\The entire village was a trap!\It was a trap.\The village... The village was not really abandoned! response:	Take aim!
context: They threw shit into the well.\Our water ration is almost gone...\Th-They planned this from the beginning...\It was for this reason that they threw shit into the well.\The entire village was a trap!\It was a trap.\The village... The village was not really abandoned!\Take aim! response:	Shoot!
context: Our water ration is almost gone...\Th-They planned this from the beginning...\It was for this reason that they threw shit into the well.\The entire village was a trap!\It was a trap.\The village... The village was not really abandoned!\Take aim!\Shoot! response:	What the hell?!
context: Th-They planned this from the beginning...\It was for this reason that they threw shit into the well.\The entire village was a trap!\It was a trap.\The village... The village was not really abandoned!\Take aim!\Shoot!\What the hell?! response:	Don't panic! We overwhelmingly outnumber them.
context: It was for this reason that they threw shit into the well.\The entire village was a trap!\It was a trap.\The village... The village was not really abandoned!\Take aim!\Shoot!\What the hell?!\Don't panic! We overwhelmingly outnumber them. response:	If we can close in on them...
context: The entire village was a trap!\It was a trap.\The village... The village was not really abandoned!\Take aim!\Shoot!\What the hell?!\Don't panic! We overwhelmingly outnumber them.\If we can close in on them... response:	What a cry! It sounds just like a monkey's yelling.
context: It was a trap.\The village... The village was not really abandoned!\Take aim!\Shoot!\What the hell?!\Don't panic! We overwhelmingly outnumber them.\If we can close in on them...\What a cry! It sounds just like a monkey's yelling. response:	That's no human battle cry.
context: The village... The village was not really abandoned!\Take aim!\Shoot!\What the hell?!\Don't panic! We overwhelmingly outnumber them.\If we can close in on them...\What a cry! It sounds just like a monkey's yelling.\That's no human battle cry. response:	I'm going to take the commander's head.
context: Take aim!\Shoot!\What the hell?!\Don't panic! We overwhelmingly outnumber them.\If we can close in on them...\What a cry! It sounds just like a monkey's yelling.\That's no human battle cry.\I'm going to take the commander's head. response:	You wouldn't mind if your head became my trophy...
context: Shoot!\What the hell?!\Don't panic! We overwhelmingly outnumber them.\If we can close in on them...\What a cry! It sounds just like a monkey's yelling.\That's no human battle cry.\I'm going to take the commander's head.\You wouldn't mind if your head became my trophy... response:	Wh-What?! What the...?!
context: What the hell?!\Don't panic! We overwhelmingly outnumber them.\If we can close in on them...\What a cry! It sounds just like a monkey's yelling.\That's no human battle cry.\I'm going to take the commander's head.\You wouldn't mind if your head became my trophy...\Wh-What?! What the...?! response:	Got it!
context: Don't panic! We overwhelmingly outnumber them.\If we can close in on them...\What a cry! It sounds just like a monkey's yelling.\That's no human battle cry.\I'm going to take the commander's head.\You wouldn't mind if your head became my trophy...\Wh-What?! What the...?!\Got it! response:	This man... Toyohisa...
context: If we can close in on them...\What a cry! It sounds just like a monkey's yelling.\That's no human battle cry.\I'm going to take the commander's head.\You wouldn't mind if your head became my trophy...\Wh-What?! What the...?!\Got it!\This man... Toyohisa... response:	He found the perfect time to attack, take the commander's head, and destroy the army.
context: What a cry! It sounds just like a monkey's yelling.\That's no human battle cry.\I'm going to take the commander's head.\You wouldn't mind if your head became my trophy...\Wh-What?! What the...?!\Got it!\This man... Toyohisa...\He found the perfect time to attack, take the commander's head, and destroy the army. response:	It seems he is a natural-born fighter.
context: That's no human battle cry.\I'm going to take the commander's head.\You wouldn't mind if your head became my trophy...\Wh-What?! What the...?!\Got it!\This man... Toyohisa...\He found the perfect time to attack, take the commander's head, and destroy the army.\It seems he is a natural-born fighter. response:	W-We... won!
context: I'm going to take the commander's head.\You wouldn't mind if your head became my trophy...\Wh-What?! What the...?!\Got it!\This man... Toyohisa...\He found the perfect time to attack, take the commander's head, and destroy the army.\It seems he is a natural-born fighter.\W-We... won! response:	We won!
context: You wouldn't mind if your head became my trophy...\Wh-What?! What the...?!\Got it!\This man... Toyohisa...\He found the perfect time to attack, take the commander's head, and destroy the army.\It seems he is a natural-born fighter.\W-We... won!\We won! response:	We did it! We won!
context: Wh-What?! What the...?!\Got it!\This man... Toyohisa...\He found the perfect time to attack, take the commander's head, and destroy the army.\It seems he is a natural-born fighter.\W-We... won!\We won!\We did it! We won! response:	We won!
context: Got it!\This man... Toyohisa...\He found the perfect time to attack, take the commander's head, and destroy the army.\It seems he is a natural-born fighter.\W-We... won!\We won!\We did it! We won!\We won! response:	We did it...
context: This man... Toyohisa...\He found the perfect time to attack, take the commander's head, and destroy the army.\It seems he is a natural-born fighter.\W-We... won!\We won!\We did it! We won!\We won!\We did it... response:	Not so fast!
context: He found the perfect time to attack, take the commander's head, and destroy the army.\It seems he is a natural-born fighter.\W-We... won!\We won!\We did it! We won!\We won!\We did it...\Not so fast! response:	It's not over yet!
context: It seems he is a natural-born fighter.\W-We... won!\We won!\We did it! We won!\We won!\We did it...\Not so fast!\It's not over yet! response:	I told you we would take down the lord's castle.
context: W-We... won!\We won!\We did it! We won!\We won!\We did it...\Not so fast!\It's not over yet!\I told you we would take down the lord's castle. response:	You kept saying, take down, but do you have a plan for that?
context: We won!\We did it! We won!\We won!\We did it...\Not so fast!\It's not over yet!\I told you we would take down the lord's castle.\You kept saying, take down, but do you have a plan for that? response:	-Nope. -Ahh... As I thought.
context: We did it! We won!\We won!\We did it...\Not so fast!\It's not over yet!\I told you we would take down the lord's castle.\You kept saying, take down, but do you have a plan for that?\-Nope. -Ahh... As I thought. response:	When you attack an enemy, you need to keep after them till you crush the root of their power.
context: We won!\We did it...\Not so fast!\It's not over yet!\I told you we would take down the lord's castle.\You kept saying, take down, but do you have a plan for that?\-Nope. -Ahh... As I thought.\When you attack an enemy, you need to keep after them till you crush the root of their power. response:	I was taught to attack them until we destroy them all.
context: We did it...\Not so fast!\It's not over yet!\I told you we would take down the lord's castle.\You kept saying, take down, but do you have a plan for that?\-Nope. -Ahh... As I thought.\When you attack an enemy, you need to keep after them till you crush the root of their power.\I was taught to attack them until we destroy them all. response:	That was the teaching of my father, my uncle, my other uncles,
context: Not so fast!\It's not over yet!\I told you we would take down the lord's castle.\You kept saying, take down, but do you have a plan for that?\-Nope. -Ahh... As I thought.\When you attack an enemy, you need to keep after them till you crush the root of their power.\I was taught to attack them until we destroy them all.\That was the teaching of my father, my uncle, my other uncles, response:	my grandfather, and my great-grandfather.
context: It's not over yet!\I told you we would take down the lord's castle.\You kept saying, take down, but do you have a plan for that?\-Nope. -Ahh... As I thought.\When you attack an enemy, you need to keep after them till you crush the root of their power.\I was taught to attack them until we destroy them all.\That was the teaching of my father, my uncle, my other uncles,\my grandfather, and my great-grandfather. response:	Your entire clan is moronic. As I thought, you were a bunch of freaks.
context: I told you we would take down the lord's castle.\You kept saying, take down, but do you have a plan for that?\-Nope. -Ahh... As I thought.\When you attack an enemy, you need to keep after them till you crush the root of their power.\I was taught to attack them until we destroy them all.\That was the teaching of my father, my uncle, my other uncles,\my grandfather, and my great-grandfather.\Your entire clan is moronic. As I thought, you were a bunch of freaks. response:	What did you say?!
context: You kept saying, take down, but do you have a plan for that?\-Nope. -Ahh... As I thought.\When you attack an enemy, you need to keep after them till you crush the root of their power.\I was taught to attack them until we destroy them all.\That was the teaching of my father, my uncle, my other uncles,\my grandfather, and my great-grandfather.\Your entire clan is moronic. As I thought, you were a bunch of freaks.\What did you say?! response:	Calm down. I have an idea.
context: -Nope. -Ahh... As I thought.\When you attack an enemy, you need to keep after them till you crush the root of their power.\I was taught to attack them until we destroy them all.\That was the teaching of my father, my uncle, my other uncles,\my grandfather, and my great-grandfather.\Your entire clan is moronic. As I thought, you were a bunch of freaks.\What did you say?!\Calm down. I have an idea. response:	Besides, the soldiers who ran...
context: When you attack an enemy, you need to keep after them till you crush the root of their power.\I was taught to attack them until we destroy them all.\That was the teaching of my father, my uncle, my other uncles,\my grandfather, and my great-grandfather.\Your entire clan is moronic. As I thought, you were a bunch of freaks.\What did you say?!\Calm down. I have an idea.\Besides, the soldiers who ran... response:	Damn it! We've been scattered.
context: I was taught to attack them until we destroy them all.\That was the teaching of my father, my uncle, my other uncles,\my grandfather, and my great-grandfather.\Your entire clan is moronic. As I thought, you were a bunch of freaks.\What did you say?!\Calm down. I have an idea.\Besides, the soldiers who ran...\Damn it! We've been scattered. response:	Shit! They did it again! It's a trap!
context: That was the teaching of my father, my uncle, my other uncles,\my grandfather, and my great-grandfather.\Your entire clan is moronic. As I thought, you were a bunch of freaks.\What did you say?!\Calm down. I have an idea.\Besides, the soldiers who ran...\Damn it! We've been scattered.\Shit! They did it again! It's a trap! response:	They coated it with shit again... Damn bastards!
context: my grandfather, and my great-grandfather.\Your entire clan is moronic. As I thought, you were a bunch of freaks.\What did you say?!\Calm down. I have an idea.\Besides, the soldiers who ran...\Damn it! We've been scattered.\Shit! They did it again! It's a trap!\They coated it with shit again... Damn bastards! response:	-Run! -Shit!
context: Your entire clan is moronic. As I thought, you were a bunch of freaks.\What did you say?!\Calm down. I have an idea.\Besides, the soldiers who ran...\Damn it! We've been scattered.\Shit! They did it again! It's a trap!\They coated it with shit again... Damn bastards!\-Run! -Shit! response:	This is just like him. Such... Such tactics...
context: What did you say?!\Calm down. I have an idea.\Besides, the soldiers who ran...\Damn it! We've been scattered.\Shit! They did it again! It's a trap!\They coated it with shit again... Damn bastards!\-Run! -Shit!\This is just like him. Such... Such tactics... response:	Such conduct is against warrior code. It's unfair, isn't it?!
context: Calm down. I have an idea.\Besides, the soldiers who ran...\Damn it! We've been scattered.\Shit! They did it again! It's a trap!\They coated it with shit again... Damn bastards!\-Run! -Shit!\This is just like him. Such... Such tactics...\Such conduct is against warrior code. It's unfair, isn't it?! response:	Unfair? Warrior code?
context: Besides, the soldiers who ran...\Damn it! We've been scattered.\Shit! They did it again! It's a trap!\They coated it with shit again... Damn bastards!\-Run! -Shit!\This is just like him. Such... Such tactics...\Such conduct is against warrior code. It's unfair, isn't it?!\Unfair? Warrior code? response:	What is unfairness?
context: Damn it! We've been scattered.\Shit! They did it again! It's a trap!\They coated it with shit again... Damn bastards!\-Run! -Shit!\This is just like him. Such... Such tactics...\Such conduct is against warrior code. It's unfair, isn't it?!\Unfair? Warrior code?\What is unfairness? response:	There is no injustice or code of honor on the battlefield.
context: Shit! They did it again! It's a trap!\They coated it with shit again... Damn bastards!\-Run! -Shit!\This is just like him. Such... Such tactics...\Such conduct is against warrior code. It's unfair, isn't it?!\Unfair? Warrior code?\What is unfairness?\There is no injustice or code of honor on the battlefield. response:	You are naIve, Yoichi.
context: They coated it with shit again... Damn bastards!\-Run! -Shit!\This is just like him. Such... Such tactics...\Such conduct is against warrior code. It's unfair, isn't it?!\Unfair? Warrior code?\What is unfairness?\There is no injustice or code of honor on the battlefield.\You are naIve, Yoichi. response:	The Taira clan, the Minamoto clan, and my stupid brothers in Kamakura are all credulous.
context: -Run! -Shit!\This is just like him. Such... Such tactics...\Such conduct is against warrior code. It's unfair, isn't it?!\Unfair? Warrior code?\What is unfairness?\There is no injustice or code of honor on the battlefield.\You are naIve, Yoichi.\The Taira clan, the Minamoto clan, and my stupid brothers in Kamakura are all credulous. response:	Don't ask anything else. Just do as I say.
context: This is just like him. Such... Such tactics...\Such conduct is against warrior code. It's unfair, isn't it?!\Unfair? Warrior code?\What is unfairness?\There is no injustice or code of honor on the battlefield.\You are naIve, Yoichi.\The Taira clan, the Minamoto clan, and my stupid brothers in Kamakura are all credulous.\Don't ask anything else. Just do as I say. response:	Forget it!
context: Such conduct is against warrior code. It's unfair, isn't it?!\Unfair? Warrior code?\What is unfairness?\There is no injustice or code of honor on the battlefield.\You are naIve, Yoichi.\The Taira clan, the Minamoto clan, and my stupid brothers in Kamakura are all credulous.\Don't ask anything else. Just do as I say.\Forget it! response:	Forget about him!
context: Unfair? Warrior code?\What is unfairness?\There is no injustice or code of honor on the battlefield.\You are naIve, Yoichi.\The Taira clan, the Minamoto clan, and my stupid brothers in Kamakura are all credulous.\Don't ask anything else. Just do as I say.\Forget it!\Forget about him! response:	Forget about that monster!
context: What is unfairness?\There is no injustice or code of honor on the battlefield.\You are naIve, Yoichi.\The Taira clan, the Minamoto clan, and my stupid brothers in Kamakura are all credulous.\Don't ask anything else. Just do as I say.\Forget it!\Forget about him!\Forget about that monster! response:	All right. Is everyone here?!
context: There is no injustice or code of honor on the battlefield.\You are naIve, Yoichi.\The Taira clan, the Minamoto clan, and my stupid brothers in Kamakura are all credulous.\Don't ask anything else. Just do as I say.\Forget it!\Forget about him!\Forget about that monster!\All right. Is everyone here?! response:	Where are they?!
context: You are naIve, Yoichi.\The Taira clan, the Minamoto clan, and my stupid brothers in Kamakura are all credulous.\Don't ask anything else. Just do as I say.\Forget it!\Forget about him!\Forget about that monster!\All right. Is everyone here?!\Where are they?! response:	Not even a single soldier has been back yet!
context: The Taira clan, the Minamoto clan, and my stupid brothers in Kamakura are all credulous.\Don't ask anything else. Just do as I say.\Forget it!\Forget about him!\Forget about that monster!\All right. Is everyone here?!\Where are they?!\Not even a single soldier has been back yet! response:	They haven't even checked in.
context: Don't ask anything else. Just do as I say.\Forget it!\Forget about him!\Forget about that monster!\All right. Is everyone here?!\Where are they?!\Not even a single soldier has been back yet!\They haven't even checked in. response:	As I suspected, the Elves didn't just flee the village! It wasn't simple civil unrest.
context: Forget it!\Forget about him!\Forget about that monster!\All right. Is everyone here?!\Where are they?!\Not even a single soldier has been back yet!\They haven't even checked in.\As I suspected, the Elves didn't just flee the village! It wasn't simple civil unrest. response:	Even so, we've sent out most of the soldiers stationed here.
context: Forget about him!\Forget about that monster!\All right. Is everyone here?!\Where are they?!\Not even a single soldier has been back yet!\They haven't even checked in.\As I suspected, the Elves didn't just flee the village! It wasn't simple civil unrest.\Even so, we've sent out most of the soldiers stationed here. response:	Do you think that was the right move?
context: Forget about that monster!\All right. Is everyone here?!\Where are they?!\Not even a single soldier has been back yet!\They haven't even checked in.\As I suspected, the Elves didn't just flee the village! It wasn't simple civil unrest.\Even so, we've sent out most of the soldiers stationed here.\Do you think that was the right move? response:	The status of the mainland war continues to deteriorate.
context: All right. Is everyone here?!\Where are they?!\Not even a single soldier has been back yet!\They haven't even checked in.\As I suspected, the Elves didn't just flee the village! It wasn't simple civil unrest.\Even so, we've sent out most of the soldiers stationed here.\Do you think that was the right move?\The status of the mainland war continues to deteriorate. response:	We've been oppressing demihumans in all our occupied territories.
context: Where are they?!\Not even a single soldier has been back yet!\They haven't even checked in.\As I suspected, the Elves didn't just flee the village! It wasn't simple civil unrest.\Even so, we've sent out most of the soldiers stationed here.\Do you think that was the right move?\The status of the mainland war continues to deteriorate.\We've been oppressing demihumans in all our occupied territories. response:	It is only a matter of time before not only the Elves but also the others explode in anger!
context: Not even a single soldier has been back yet!\They haven't even checked in.\As I suspected, the Elves didn't just flee the village! It wasn't simple civil unrest.\Even so, we've sent out most of the soldiers stationed here.\Do you think that was the right move?\The status of the mainland war continues to deteriorate.\We've been oppressing demihumans in all our occupied territories.\It is only a matter of time before not only the Elves but also the others explode in anger! response:	We'll get bogged down if we keep sending small forces.
context: They haven't even checked in.\As I suspected, the Elves didn't just flee the village! It wasn't simple civil unrest.\Even so, we've sent out most of the soldiers stationed here.\Do you think that was the right move?\The status of the mainland war continues to deteriorate.\We've been oppressing demihumans in all our occupied territories.\It is only a matter of time before not only the Elves but also the others explode in anger!\We'll get bogged down if we keep sending small forces. response:	We must crush them all at once through shock and awe.
context: As I suspected, the Elves didn't just flee the village! It wasn't simple civil unrest.\Even so, we've sent out most of the soldiers stationed here.\Do you think that was the right move?\The status of the mainland war continues to deteriorate.\We've been oppressing demihumans in all our occupied territories.\It is only a matter of time before not only the Elves but also the others explode in anger!\We'll get bogged down if we keep sending small forces.\We must crush them all at once through shock and awe. response:	Before rebellion spreads among the Elves throughout the territories,
context: Even so, we've sent out most of the soldiers stationed here.\Do you think that was the right move?\The status of the mainland war continues to deteriorate.\We've been oppressing demihumans in all our occupied territories.\It is only a matter of time before not only the Elves but also the others explode in anger!\We'll get bogged down if we keep sending small forces.\We must crush them all at once through shock and awe.\Before rebellion spreads among the Elves throughout the territories, response:	we must destroy one or two of their villages just to teach them a lesson.
context: Do you think that was the right move?\The status of the mainland war continues to deteriorate.\We've been oppressing demihumans in all our occupied territories.\It is only a matter of time before not only the Elves but also the others explode in anger!\We'll get bogged down if we keep sending small forces.\We must crush them all at once through shock and awe.\Before rebellion spreads among the Elves throughout the territories,\we must destroy one or two of their villages just to teach them a lesson. response:	If necessary, we may have to hang our female Elf hostages.
context: The status of the mainland war continues to deteriorate.\We've been oppressing demihumans in all our occupied territories.\It is only a matter of time before not only the Elves but also the others explode in anger!\We'll get bogged down if we keep sending small forces.\We must crush them all at once through shock and awe.\Before rebellion spreads among the Elves throughout the territories,\we must destroy one or two of their villages just to teach them a lesson.\If necessary, we may have to hang our female Elf hostages. response:	Lord...
context: We've been oppressing demihumans in all our occupied territories.\It is only a matter of time before not only the Elves but also the others explode in anger!\We'll get bogged down if we keep sending small forces.\We must crush them all at once through shock and awe.\Before rebellion spreads among the Elves throughout the territories,\we must destroy one or two of their villages just to teach them a lesson.\If necessary, we may have to hang our female Elf hostages.\Lord... response:	The soldiers... The soldiers have just returned.
context: It is only a matter of time before not only the Elves but also the others explode in anger!\We'll get bogged down if we keep sending small forces.\We must crush them all at once through shock and awe.\Before rebellion spreads among the Elves throughout the territories,\we must destroy one or two of their villages just to teach them a lesson.\If necessary, we may have to hang our female Elf hostages.\Lord...\The soldiers... The soldiers have just returned. response:	Ohh... Perfect! They're finally back!
context: We'll get bogged down if we keep sending small forces.\We must crush them all at once through shock and awe.\Before rebellion spreads among the Elves throughout the territories,\we must destroy one or two of their villages just to teach them a lesson.\If necessary, we may have to hang our female Elf hostages.\Lord...\The soldiers... The soldiers have just returned.\Ohh... Perfect! They're finally back! response:	Open the gate! Open the gate!
context: We must crush them all at once through shock and awe.\Before rebellion spreads among the Elves throughout the territories,\we must destroy one or two of their villages just to teach them a lesson.\If necessary, we may have to hang our female Elf hostages.\Lord...\The soldiers... The soldiers have just returned.\Ohh... Perfect! They're finally back!\Open the gate! Open the gate! response:	Reporting on the ongoing status of our troops!
context: Before rebellion spreads among the Elves throughout the territories,\we must destroy one or two of their villages just to teach them a lesson.\If necessary, we may have to hang our female Elf hostages.\Lord...\The soldiers... The soldiers have just returned.\Ohh... Perfect! They're finally back!\Open the gate! Open the gate!\Reporting on the ongoing status of our troops! response:	The main subjugation force is currently on patrol, continuing their assignment!
context: we must destroy one or two of their villages just to teach them a lesson.\If necessary, we may have to hang our female Elf hostages.\Lord...\The soldiers... The soldiers have just returned.\Ohh... Perfect! They're finally back!\Open the gate! Open the gate!\Reporting on the ongoing status of our troops!\The main subjugation force is currently on patrol, continuing their assignment! response:	Request to open the gate!
context: If necessary, we may have to hang our female Elf hostages.\Lord...\The soldiers... The soldiers have just returned.\Ohh... Perfect! They're finally back!\Open the gate! Open the gate!\Reporting on the ongoing status of our troops!\The main subjugation force is currently on patrol, continuing their assignment!\Request to open the gate! response:	Ready? Smile.
context: Lord...\The soldiers... The soldiers have just returned.\Ohh... Perfect! They're finally back!\Open the gate! Open the gate!\Reporting on the ongoing status of our troops!\The main subjugation force is currently on patrol, continuing their assignment!\Request to open the gate!\Ready? Smile. response:	Keep walking. Keep smiling. Don't run.
context: The soldiers... The soldiers have just returned.\Ohh... Perfect! They're finally back!\Open the gate! Open the gate!\Reporting on the ongoing status of our troops!\The main subjugation force is currently on patrol, continuing their assignment!\Request to open the gate!\Ready? Smile.\Keep walking. Keep smiling. Don't run. response:	Slowly... Slowly.
context: Ohh... Perfect! They're finally back!\Open the gate! Open the gate!\Reporting on the ongoing status of our troops!\The main subjugation force is currently on patrol, continuing their assignment!\Request to open the gate!\Ready? Smile.\Keep walking. Keep smiling. Don't run.\Slowly... Slowly. response:	Report. Report to me.
context: Open the gate! Open the gate!\Reporting on the ongoing status of our troops!\The main subjugation force is currently on patrol, continuing their assignment!\Request to open the gate!\Ready? Smile.\Keep walking. Keep smiling. Don't run.\Slowly... Slowly.\Report. Report to me. response:	How was it? Was it a rebellion, as we thought?!
context: Reporting on the ongoing status of our troops!\The main subjugation force is currently on patrol, continuing their assignment!\Request to open the gate!\Ready? Smile.\Keep walking. Keep smiling. Don't run.\Slowly... Slowly.\Report. Report to me.\How was it? Was it a rebellion, as we thought?! response:	Uh-huh... Therefore...
context: The main subjugation force is currently on patrol, continuing their assignment!\Request to open the gate!\Ready? Smile.\Keep walking. Keep smiling. Don't run.\Slowly... Slowly.\Report. Report to me.\How was it? Was it a rebellion, as we thought?!\Uh-huh... Therefore... response:	Drifters... Elves...!
context: Request to open the gate!\Ready? Smile.\Keep walking. Keep smiling. Don't run.\Slowly... Slowly.\Report. Report to me.\How was it? Was it a rebellion, as we thought?!\Uh-huh... Therefore...\Drifters... Elves...! response:	We will be taking over.
context: Ready? Smile.\Keep walking. Keep smiling. Don't run.\Slowly... Slowly.\Report. Report to me.\How was it? Was it a rebellion, as we thought?!\Uh-huh... Therefore...\Drifters... Elves...!\We will be taking over. response:	Wh...
context: Keep walking. Keep smiling. Don't run.\Slowly... Slowly.\Report. Report to me.\How was it? Was it a rebellion, as we thought?!\Uh-huh... Therefore...\Drifters... Elves...!\We will be taking over.\Wh... response:	It's hot!
context: Slowly... Slowly.\Report. Report to me.\How was it? Was it a rebellion, as we thought?!\Uh-huh... Therefore...\Drifters... Elves...!\We will be taking over.\Wh...\It's hot! response:	It was too bulky!
context: Report. Report to me.\How was it? Was it a rebellion, as we thought?!\Uh-huh... Therefore...\Drifters... Elves...!\We will be taking over.\Wh...\It's hot!\It was too bulky! response:	Where are those women confined?
context: How was it? Was it a rebellion, as we thought?!\Uh-huh... Therefore...\Drifters... Elves...!\We will be taking over.\Wh...\It's hot!\It was too bulky!\Where are those women confined? response:	The tower. They are inside the tower.
context: Uh-huh... Therefore...\Drifters... Elves...!\We will be taking over.\Wh...\It's hot!\It was too bulky!\Where are those women confined?\The tower. They are inside the tower. response:	Let's go.
context: Drifters... Elves...!\We will be taking over.\Wh...\It's hot!\It was too bulky!\Where are those women confined?\The tower. They are inside the tower.\Let's go. response:	What happened to the soldiers?! My... My soldiers?!
context: We will be taking over.\Wh...\It's hot!\It was too bulky!\Where are those women confined?\The tower. They are inside the tower.\Let's go.\What happened to the soldiers?! My... My soldiers?! response:	Ahh, them? Well...
context: Wh...\It's hot!\It was too bulky!\Where are those women confined?\The tower. They are inside the tower.\Let's go.\What happened to the soldiers?! My... My soldiers?!\Ahh, them? Well... response:	I'm sorry, but most of them are dead.
context: It's hot!\It was too bulky!\Where are those women confined?\The tower. They are inside the tower.\Let's go.\What happened to the soldiers?! My... My soldiers?!\Ahh, them? Well...\I'm sorry, but most of them are dead. response:	And as for the rest, Yoichi is hunting them down in the forest.
context: It was too bulky!\Where are those women confined?\The tower. They are inside the tower.\Let's go.\What happened to the soldiers?! My... My soldiers?!\Ahh, them? Well...\I'm sorry, but most of them are dead.\And as for the rest, Yoichi is hunting them down in the forest. response:	But don't worry.
context: Where are those women confined?\The tower. They are inside the tower.\Let's go.\What happened to the soldiers?! My... My soldiers?!\Ahh, them? Well...\I'm sorry, but most of them are dead.\And as for the rest, Yoichi is hunting them down in the forest.\But don't worry. response:	In the end, you'll be with them, mixed with soil and shit,
context: The tower. They are inside the tower.\Let's go.\What happened to the soldiers?! My... My soldiers?!\Ahh, them? Well...\I'm sorry, but most of them are dead.\And as for the rest, Yoichi is hunting them down in the forest.\But don't worry.\In the end, you'll be with them, mixed with soil and shit, response:	and I'll make sure you reincarnate into black powder.
context: Let's go.\What happened to the soldiers?! My... My soldiers?!\Ahh, them? Well...\I'm sorry, but most of them are dead.\And as for the rest, Yoichi is hunting them down in the forest.\But don't worry.\In the end, you'll be with them, mixed with soil and shit,\and I'll make sure you reincarnate into black powder. response:	What the hell?!
context: What happened to the soldiers?! My... My soldiers?!\Ahh, them? Well...\I'm sorry, but most of them are dead.\And as for the rest, Yoichi is hunting them down in the forest.\But don't worry.\In the end, you'll be with them, mixed with soil and shit,\and I'll make sure you reincarnate into black powder.\What the hell?! response:	I surrender!
context: Ahh, them? Well...\I'm sorry, but most of them are dead.\And as for the rest, Yoichi is hunting them down in the forest.\But don't worry.\In the end, you'll be with them, mixed with soil and shit,\and I'll make sure you reincarnate into black powder.\What the hell?!\I surrender! response:	I surrender to you!
context: I'm sorry, but most of them are dead.\And as for the rest, Yoichi is hunting them down in the forest.\But don't worry.\In the end, you'll be with them, mixed with soil and shit,\and I'll make sure you reincarnate into black powder.\What the hell?!\I surrender!\I surrender to you! response:	This...
context: And as for the rest, Yoichi is hunting them down in the forest.\But don't worry.\In the end, you'll be with them, mixed with soil and shit,\and I'll make sure you reincarnate into black powder.\What the hell?!\I surrender!\I surrender to you!\This... response:	Wh-Why?
context: But don't worry.\In the end, you'll be with them, mixed with soil and shit,\and I'll make sure you reincarnate into black powder.\What the hell?!\I surrender!\I surrender to you!\This...\Wh-Why? response:	He already laid down his sword.
context: In the end, you'll be with them, mixed with soil and shit,\and I'll make sure you reincarnate into black powder.\What the hell?!\I surrender!\I surrender to you!\This...\Wh-Why?\He already laid down his sword. response:	Whether you kill your enemy should depend on their actions.
context: and I'll make sure you reincarnate into black powder.\What the hell?!\I surrender!\I surrender to you!\This...\Wh-Why?\He already laid down his sword.\Whether you kill your enemy should depend on their actions. response:	It would be a shame to take the head of one who surrendered!
context: What the hell?!\I surrender!\I surrender to you!\This...\Wh-Why?\He already laid down his sword.\Whether you kill your enemy should depend on their actions.\It would be a shame to take the head of one who surrendered! response:	Even so... But we-
context: I surrender!\I surrender to you!\This...\Wh-Why?\He already laid down his sword.\Whether you kill your enemy should depend on their actions.\It would be a shame to take the head of one who surrendered!\Even so... But we- response:	It would be a disgrace!
context: I surrender to you!\This...\Wh-Why?\He already laid down his sword.\Whether you kill your enemy should depend on their actions.\It would be a shame to take the head of one who surrendered!\Even so... But we-\It would be a disgrace! response:	Saving the women is our priority right now.
context: This...\Wh-Why?\He already laid down his sword.\Whether you kill your enemy should depend on their actions.\It would be a shame to take the head of one who surrendered!\Even so... But we-\It would be a disgrace!\Saving the women is our priority right now. response:	Ready?
context: Wh-Why?\He already laid down his sword.\Whether you kill your enemy should depend on their actions.\It would be a shame to take the head of one who surrendered!\Even so... But we-\It would be a disgrace!\Saving the women is our priority right now.\Ready? response:	Let's go.
