context: You look really good! response:	Thank you, Kero-chan
context: Good night, Sakura.\Good night, Kero-chan\Sakura-san. Sakura-san. Come'\The Clow key?\Come'\O Key which hides the forces of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract. response:	Release.
context: Good night, Kero-chan\Sakura-san. Sakura-san. Come'\The Clow key?\Come'\O Key which hides the forces of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release. response:	Dream?
context: Sakura-san. Sakura-san. Come'\The Clow key?\Come'\O Key which hides the forces of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release.\Dream? response:	This is my very idea. Call it.
context: The Clow key?\Come'\O Key which hides the forces of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release.\Dream?\This is my very idea. Call it. response:	Wants me to call it.
context: Come'\O Key which hides the forces of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release.\Dream?\This is my very idea. Call it.\Wants me to call it. response:	O Key which hides the forces of stars,
context: O Key which hides the forces of the stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release.\Dream?\This is my very idea. Call it.\Wants me to call it.\O Key which hides the forces of stars, response:	reveal thy true form before me.
context: reveal thy true form before me.\I, Sakura, command thee under contract.\Release.\Dream?\This is my very idea. Call it.\Wants me to call it.\O Key which hides the forces of stars,\reveal thy true form before me. response:	I, Sakura, command thee under contract.
context: I, Sakura, command thee under contract.\Release.\Dream?\This is my very idea. Call it.\Wants me to call it.\O Key which hides the forces of stars,\reveal thy true form before me.\I, Sakura, command thee under contract. response:	Dream!
context: Release.\Dream?\This is my very idea. Call it.\Wants me to call it.\O Key which hides the forces of stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Dream! response:	Am I flying?
context: Dream?\This is my very idea. Call it.\Wants me to call it.\O Key which hides the forces of stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Dream!\Am I flying? response:	It's the moon tower?
context: This is my very idea. Call it.\Wants me to call it.\O Key which hides the forces of stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Dream!\Am I flying?\It's the moon tower? response:	What?
context: Wants me to call it.\O Key which hides the forces of stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Dream!\Am I flying?\It's the moon tower?\What? response:	The sun, the moon.
context: O Key which hides the forces of stars,\reveal thy true form before me.\I, Sakura, command thee under contract.\Dream!\Am I flying?\It's the moon tower?\What?\The sun, the moon. response:	They're both gone!
context: reveal thy true form before me.\I, Sakura, command thee under contract.\Dream!\Am I flying?\It's the moon tower?\What?\The sun, the moon.\They're both gone! response:	Who is it?
context: I, Sakura, command thee under contract.\Dream!\Am I flying?\It's the moon tower?\What?\The sun, the moon.\They're both gone!\Who is it? response:	Who are they?
context: Dream!\Am I flying?\It's the moon tower?\What?\The sun, the moon.\They're both gone!\Who is it?\Who are they? response:	I want to come here to fight.
context: Am I flying?\It's the moon tower?\What?\The sun, the moon.\They're both gone!\Who is it?\Who are they?\I want to come here to fight. response:	I think this won't be a problem for you.
context: It's the moon tower?\What?\The sun, the moon.\They're both gone!\Who is it?\Who are they?\I want to come here to fight.\I think this won't be a problem for you. response:	I know, I've seen him before. You are' You are'
context: What?\The sun, the moon.\They're both gone!\Who is it?\Who are they?\I want to come here to fight.\I think this won't be a problem for you.\I know, I've seen him before. You are' You are' response:	Sakura! Sakura! Whats wrong with you?
context: The sun, the moon.\They're both gone!\Who is it?\Who are they?\I want to come here to fight.\I think this won't be a problem for you.\I know, I've seen him before. You are' You are'\Sakura! Sakura! Whats wrong with you? response:	Sakura! Are you ok?
context: They're both gone!\Who is it?\Who are they?\I want to come here to fight.\I think this won't be a problem for you.\I know, I've seen him before. You are' You are'\Sakura! Sakura! Whats wrong with you?\Sakura! Are you ok? response:	Did you have your dream?
context: Who is it?\Who are they?\I want to come here to fight.\I think this won't be a problem for you.\I know, I've seen him before. You are' You are'\Sakura! Sakura! Whats wrong with you?\Sakura! Are you ok?\Did you have your dream? response:	I'm fine, I just had a strange dream.
context: Who are they?\I want to come here to fight.\I think this won't be a problem for you.\I know, I've seen him before. You are' You are'\Sakura! Sakura! Whats wrong with you?\Sakura! Are you ok?\Did you have your dream?\I'm fine, I just had a strange dream. response:	Thank you for worrying about me.
context: I want to come here to fight.\I think this won't be a problem for you.\I know, I've seen him before. You are' You are'\Sakura! Sakura! Whats wrong with you?\Sakura! Are you ok?\Did you have your dream?\I'm fine, I just had a strange dream.\Thank you for worrying about me. response:	If you're fine then that's good'
context: I think this won't be a problem for you.\I know, I've seen him before. You are' You are'\Sakura! Sakura! Whats wrong with you?\Sakura! Are you ok?\Did you have your dream?\I'm fine, I just had a strange dream.\Thank you for worrying about me.\If you're fine then that's good' response:	What's this?
context: I know, I've seen him before. You are' You are'\Sakura! Sakura! Whats wrong with you?\Sakura! Are you ok?\Did you have your dream?\I'm fine, I just had a strange dream.\Thank you for worrying about me.\If you're fine then that's good'\What's this? response:	Isn't that the star staff?
context: Sakura! Sakura! Whats wrong with you?\Sakura! Are you ok?\Did you have your dream?\I'm fine, I just had a strange dream.\Thank you for worrying about me.\If you're fine then that's good'\What's this?\Isn't that the star staff? response:	How?
context: Sakura! Are you ok?\Did you have your dream?\I'm fine, I just had a strange dream.\Thank you for worrying about me.\If you're fine then that's good'\What's this?\Isn't that the star staff?\How? response:	It's not just that, look at your left hand!
context: Did you have your dream?\I'm fine, I just had a strange dream.\Thank you for worrying about me.\If you're fine then that's good'\What's this?\Isn't that the star staff?\How?\It's not just that, look at your left hand! response:	Clow Card? No, you put it there yourself.
context: I'm fine, I just had a strange dream.\Thank you for worrying about me.\If you're fine then that's good'\What's this?\Isn't that the star staff?\How?\It's not just that, look at your left hand!\Clow Card? No, you put it there yourself. response:	I think it was when you were sleeping.
context: Thank you for worrying about me.\If you're fine then that's good'\What's this?\Isn't that the star staff?\How?\It's not just that, look at your left hand!\Clow Card? No, you put it there yourself.\I think it was when you were sleeping. response:	Dream? This is what I used in my dream'
context: If you're fine then that's good'\What's this?\Isn't that the star staff?\How?\It's not just that, look at your left hand!\Clow Card? No, you put it there yourself.\I think it was when you were sleeping.\Dream? This is what I used in my dream' response:	So, dream gave you that dream,
context: What's this?\Isn't that the star staff?\How?\It's not just that, look at your left hand!\Clow Card? No, you put it there yourself.\I think it was when you were sleeping.\Dream? This is what I used in my dream'\So, dream gave you that dream, response:	that wasn't a normal dream.
context: Isn't that the star staff?\How?\It's not just that, look at your left hand!\Clow Card? No, you put it there yourself.\I think it was when you were sleeping.\Dream? This is what I used in my dream'\So, dream gave you that dream,\that wasn't a normal dream. response:	What did you dream about?
context: How?\It's not just that, look at your left hand!\Clow Card? No, you put it there yourself.\I think it was when you were sleeping.\Dream? This is what I used in my dream'\So, dream gave you that dream,\that wasn't a normal dream.\What did you dream about? response:	It was about'
context: It's not just that, look at your left hand!\Clow Card? No, you put it there yourself.\I think it was when you were sleeping.\Dream? This is what I used in my dream'\So, dream gave you that dream,\that wasn't a normal dream.\What did you dream about?\It was about' response:	I was flying over the city.
context: Clow Card? No, you put it there yourself.\I think it was when you were sleeping.\Dream? This is what I used in my dream'\So, dream gave you that dream,\that wasn't a normal dream.\What did you dream about?\It was about'\I was flying over the city. response:	I was flying and I saw a lot of different places.
context: I think it was when you were sleeping.\Dream? This is what I used in my dream'\So, dream gave you that dream,\that wasn't a normal dream.\What did you dream about?\It was about'\I was flying over the city.\I was flying and I saw a lot of different places. response:	But, when I got to the moon tower the sky became dark.
context: Dream? This is what I used in my dream'\So, dream gave you that dream,\that wasn't a normal dream.\What did you dream about?\It was about'\I was flying over the city.\I was flying and I saw a lot of different places.\But, when I got to the moon tower the sky became dark. response:	The sun and the moon were covered.
context: So, dream gave you that dream,\that wasn't a normal dream.\What did you dream about?\It was about'\I was flying over the city.\I was flying and I saw a lot of different places.\But, when I got to the moon tower the sky became dark.\The sun and the moon were covered. response:	Then it was all dark.
context: that wasn't a normal dream.\What did you dream about?\It was about'\I was flying over the city.\I was flying and I saw a lot of different places.\But, when I got to the moon tower the sky became dark.\The sun and the moon were covered.\Then it was all dark. response:	Then on top of the tower I saw somebody.
context: What did you dream about?\It was about'\I was flying over the city.\I was flying and I saw a lot of different places.\But, when I got to the moon tower the sky became dark.\The sun and the moon were covered.\Then it was all dark.\Then on top of the tower I saw somebody. response:	Who?
context: It was about'\I was flying over the city.\I was flying and I saw a lot of different places.\But, when I got to the moon tower the sky became dark.\The sun and the moon were covered.\Then it was all dark.\Then on top of the tower I saw somebody.\Who? response:	It was too dark, I couldn't see their faces.
context: I was flying over the city.\I was flying and I saw a lot of different places.\But, when I got to the moon tower the sky became dark.\The sun and the moon were covered.\Then it was all dark.\Then on top of the tower I saw somebody.\Who?\It was too dark, I couldn't see their faces. response:	There was a person with long hair and wings.
context: I was flying and I saw a lot of different places.\But, when I got to the moon tower the sky became dark.\The sun and the moon were covered.\Then it was all dark.\Then on top of the tower I saw somebody.\Who?\It was too dark, I couldn't see their faces.\There was a person with long hair and wings. response:	There was also a very huge dog.
context: But, when I got to the moon tower the sky became dark.\The sun and the moon were covered.\Then it was all dark.\Then on top of the tower I saw somebody.\Who?\It was too dark, I couldn't see their faces.\There was a person with long hair and wings.\There was also a very huge dog. response:	That sounds just like me. That's not all, was there a Yue shaped person?
context: The sun and the moon were covered.\Then it was all dark.\Then on top of the tower I saw somebody.\Who?\It was too dark, I couldn't see their faces.\There was a person with long hair and wings.\There was also a very huge dog.\That sounds just like me. That's not all, was there a Yue shaped person? response:	Then there was still a boy with a dark face.
context: Then it was all dark.\Then on top of the tower I saw somebody.\Who?\It was too dark, I couldn't see their faces.\There was a person with long hair and wings.\There was also a very huge dog.\That sounds just like me. That's not all, was there a Yue shaped person?\Then there was still a boy with a dark face. response:	I think I've seen him before.
context: Then on top of the tower I saw somebody.\Who?\It was too dark, I couldn't see their faces.\There was a person with long hair and wings.\There was also a very huge dog.\That sounds just like me. That's not all, was there a Yue shaped person?\Then there was still a boy with a dark face.\I think I've seen him before. response:	But, I don't know'
context: Who?\It was too dark, I couldn't see their faces.\There was a person with long hair and wings.\There was also a very huge dog.\That sounds just like me. That's not all, was there a Yue shaped person?\Then there was still a boy with a dark face.\I think I've seen him before.\But, I don't know' response:	This isn't a normal dream'
context: It was too dark, I couldn't see their faces.\There was a person with long hair and wings.\There was also a very huge dog.\That sounds just like me. That's not all, was there a Yue shaped person?\Then there was still a boy with a dark face.\I think I've seen him before.\But, I don't know'\This isn't a normal dream' response:	You said you don't know who that person is.
context: There was a person with long hair and wings.\There was also a very huge dog.\That sounds just like me. That's not all, was there a Yue shaped person?\Then there was still a boy with a dark face.\I think I've seen him before.\But, I don't know'\This isn't a normal dream'\You said you don't know who that person is. response:	But he was probably a very important person
context: There was also a very huge dog.\That sounds just like me. That's not all, was there a Yue shaped person?\Then there was still a boy with a dark face.\I think I've seen him before.\But, I don't know'\This isn't a normal dream'\You said you don't know who that person is.\But he was probably a very important person response:	telling you there is no problem.
context: That sounds just like me. That's not all, was there a Yue shaped person?\Then there was still a boy with a dark face.\I think I've seen him before.\But, I don't know'\This isn't a normal dream'\You said you don't know who that person is.\But he was probably a very important person\telling you there is no problem. response:	Sakura,
context: Then there was still a boy with a dark face.\I think I've seen him before.\But, I don't know'\This isn't a normal dream'\You said you don't know who that person is.\But he was probably a very important person\telling you there is no problem.\Sakura, response:	in your dream was there anything very scary?
context: I think I've seen him before.\But, I don't know'\This isn't a normal dream'\You said you don't know who that person is.\But he was probably a very important person\telling you there is no problem.\Sakura,\in your dream was there anything very scary? response:	No.
context: But, I don't know'\This isn't a normal dream'\You said you don't know who that person is.\But he was probably a very important person\telling you there is no problem.\Sakura,\in your dream was there anything very scary?\No. response:	So it's like that, don't worry!
context: This isn't a normal dream'\You said you don't know who that person is.\But he was probably a very important person\telling you there is no problem.\Sakura,\in your dream was there anything very scary?\No.\So it's like that, don't worry! response:	Because you are the powerful Sakura!
context: You said you don't know who that person is.\But he was probably a very important person\telling you there is no problem.\Sakura,\in your dream was there anything very scary?\No.\So it's like that, don't worry!\Because you are the powerful Sakura! response:	It'll surely be alright right?
context: But he was probably a very important person\telling you there is no problem.\Sakura,\in your dream was there anything very scary?\No.\So it's like that, don't worry!\Because you are the powerful Sakura!\It'll surely be alright right? response:	Of course! You still have me!
context: telling you there is no problem.\Sakura,\in your dream was there anything very scary?\No.\So it's like that, don't worry!\Because you are the powerful Sakura!\It'll surely be alright right?\Of course! You still have me! response:	Do you think that
context: Sakura,\in your dream was there anything very scary?\No.\So it's like that, don't worry!\Because you are the powerful Sakura!\It'll surely be alright right?\Of course! You still have me!\Do you think that response:	I will see these people in my dream again?
context: in your dream was there anything very scary?\No.\So it's like that, don't worry!\Because you are the powerful Sakura!\It'll surely be alright right?\Of course! You still have me!\Do you think that\I will see these people in my dream again? response:	At the moon tower'
context: No.\So it's like that, don't worry!\Because you are the powerful Sakura!\It'll surely be alright right?\Of course! You still have me!\Do you think that\I will see these people in my dream again?\At the moon tower' response:	I think that you might.
