context: The beach! response:	Take this!
context: Yosuke, these are Ohana and Tsurugi.\They work at Kissuiso.\H-Hi.\Nice to meet you.\Kissuiso?\It's an inn in Yunosagi.\Never heard of it.\Mind if we take a look around here? response:	Not at all. Feel free.
context: They work at Kissuiso.\H-Hi.\Nice to meet you.\Kissuiso?\It's an inn in Yunosagi.\Never heard of it.\Mind if we take a look around here?\Not at all. Feel free. response:	So you carry all the dirty plates around in this?
context: H-Hi.\Nice to meet you.\Kissuiso?\It's an inn in Yunosagi.\Never heard of it.\Mind if we take a look around here?\Not at all. Feel free.\So you carry all the dirty plates around in this? response:	It's the same as the one we use.
context: Nice to meet you.\Kissuiso?\It's an inn in Yunosagi.\Never heard of it.\Mind if we take a look around here?\Not at all. Feel free.\So you carry all the dirty plates around in this?\It's the same as the one we use. response:	It was installed last year to reduce our labor costs.
context: Kissuiso?\It's an inn in Yunosagi.\Never heard of it.\Mind if we take a look around here?\Not at all. Feel free.\So you carry all the dirty plates around in this?\It's the same as the one we use.\It was installed last year to reduce our labor costs. response:	It's really made our jobs a lot easier.
context: It's an inn in Yunosagi.\Never heard of it.\Mind if we take a look around here?\Not at all. Feel free.\So you carry all the dirty plates around in this?\It's the same as the one we use.\It was installed last year to reduce our labor costs.\It's really made our jobs a lot easier. response:	It can carry so many plates,
context: Never heard of it.\Mind if we take a look around here?\Not at all. Feel free.\So you carry all the dirty plates around in this?\It's the same as the one we use.\It was installed last year to reduce our labor costs.\It's really made our jobs a lot easier.\It can carry so many plates, response:	so we only need to employ part-time waitresses who work short hours.
context: Mind if we take a look around here?\Not at all. Feel free.\So you carry all the dirty plates around in this?\It's the same as the one we use.\It was installed last year to reduce our labor costs.\It's really made our jobs a lot easier.\It can carry so many plates,\so we only need to employ part-time waitresses who work short hours. response:	Wow! You're already thinking about the management at such a young age!
context: Not at all. Feel free.\So you carry all the dirty plates around in this?\It's the same as the one we use.\It was installed last year to reduce our labor costs.\It's really made our jobs a lot easier.\It can carry so many plates,\so we only need to employ part-time waitresses who work short hours.\Wow! You're already thinking about the management at such a young age! response:	Well, yeah.
context: So you carry all the dirty plates around in this?\It's the same as the one we use.\It was installed last year to reduce our labor costs.\It's really made our jobs a lot easier.\It can carry so many plates,\so we only need to employ part-time waitresses who work short hours.\Wow! You're already thinking about the management at such a young age!\Well, yeah. response:	Oh, that's right, are you free now, Yuina?
context: It's the same as the one we use.\It was installed last year to reduce our labor costs.\It's really made our jobs a lot easier.\It can carry so many plates,\so we only need to employ part-time waitresses who work short hours.\Wow! You're already thinking about the management at such a young age!\Well, yeah.\Oh, that's right, are you free now, Yuina? response:	Huh? Sure.
context: It was installed last year to reduce our labor costs.\It's really made our jobs a lot easier.\It can carry so many plates,\so we only need to employ part-time waitresses who work short hours.\Wow! You're already thinking about the management at such a young age!\Well, yeah.\Oh, that's right, are you free now, Yuina?\Huh? Sure. response:	Good, let's go outside then.
context: It's really made our jobs a lot easier.\It can carry so many plates,\so we only need to employ part-time waitresses who work short hours.\Wow! You're already thinking about the management at such a young age!\Well, yeah.\Oh, that's right, are you free now, Yuina?\Huh? Sure.\Good, let's go outside then. response:	Hey, I'm leaving the rest to you.
context: It can carry so many plates,\so we only need to employ part-time waitresses who work short hours.\Wow! You're already thinking about the management at such a young age!\Well, yeah.\Oh, that's right, are you free now, Yuina?\Huh? Sure.\Good, let's go outside then.\Hey, I'm leaving the rest to you. response:	Okay...
context: so we only need to employ part-time waitresses who work short hours.\Wow! You're already thinking about the management at such a young age!\Well, yeah.\Oh, that's right, are you free now, Yuina?\Huh? Sure.\Good, let's go outside then.\Hey, I'm leaving the rest to you.\Okay... response:	Sorry about this, guys.
context: Wow! You're already thinking about the management at such a young age!\Well, yeah.\Oh, that's right, are you free now, Yuina?\Huh? Sure.\Good, let's go outside then.\Hey, I'm leaving the rest to you.\Okay...\Sorry about this, guys. response:	The moon is really nice tonight...
context: Well, yeah.\Oh, that's right, are you free now, Yuina?\Huh? Sure.\Good, let's go outside then.\Hey, I'm leaving the rest to you.\Okay...\Sorry about this, guys.\The moon is really nice tonight... response:	That head clerk...
context: Oh, that's right, are you free now, Yuina?\Huh? Sure.\Good, let's go outside then.\Hey, I'm leaving the rest to you.\Okay...\Sorry about this, guys.\The moon is really nice tonight...\That head clerk... response:	I get what you mean, but it's none of your business.
context: Huh? Sure.\Good, let's go outside then.\Hey, I'm leaving the rest to you.\Okay...\Sorry about this, guys.\The moon is really nice tonight...\That head clerk...\I get what you mean, but it's none of your business. response:	What are you doing?
context: Good, let's go outside then.\Hey, I'm leaving the rest to you.\Okay...\Sorry about this, guys.\The moon is really nice tonight...\That head clerk...\I get what you mean, but it's none of your business.\What are you doing? response:	That's...
context: Hey, I'm leaving the rest to you.\Okay...\Sorry about this, guys.\The moon is really nice tonight...\That head clerk...\I get what you mean, but it's none of your business.\What are you doing?\That's... response:	Bath.
context: Okay...\Sorry about this, guys.\The moon is really nice tonight...\That head clerk...\I get what you mean, but it's none of your business.\What are you doing?\That's...\Bath. response:	I'm sure it was around here!
context: Sorry about this, guys.\The moon is really nice tonight...\That head clerk...\I get what you mean, but it's none of your business.\What are you doing?\That's...\Bath.\I'm sure it was around here! response:	Huh?
context: The moon is really nice tonight...\That head clerk...\I get what you mean, but it's none of your business.\What are you doing?\That's...\Bath.\I'm sure it was around here!\Huh? response:	Ohana?
context: That head clerk...\I get what you mean, but it's none of your business.\What are you doing?\That's...\Bath.\I'm sure it was around here!\Huh?\Ohana? response:	Nakochi.
context: I get what you mean, but it's none of your business.\What are you doing?\That's...\Bath.\I'm sure it was around here!\Huh?\Ohana?\Nakochi. response:	What are you doing here?
context: What are you doing?\That's...\Bath.\I'm sure it was around here!\Huh?\Ohana?\Nakochi.\What are you doing here? response:	Well, I thought you were a kappa...
context: That's...\Bath.\I'm sure it was around here!\Huh?\Ohana?\Nakochi.\What are you doing here?\Well, I thought you were a kappa... response:	It's been a while since I've been out on the beach at night!
context: Bath.\I'm sure it was around here!\Huh?\Ohana?\Nakochi.\What are you doing here?\Well, I thought you were a kappa...\It's been a while since I've been out on the beach at night! response:	We used to play out here a lot when we were kids.
context: I'm sure it was around here!\Huh?\Ohana?\Nakochi.\What are you doing here?\Well, I thought you were a kappa...\It's been a while since I've been out on the beach at night!\We used to play out here a lot when we were kids. response:	We took fireworks with us, remember?
context: Huh?\Ohana?\Nakochi.\What are you doing here?\Well, I thought you were a kappa...\It's been a while since I've been out on the beach at night!\We used to play out here a lot when we were kids.\We took fireworks with us, remember? response:	I remember studying the dialect out here!
context: Ohana?\Nakochi.\What are you doing here?\Well, I thought you were a kappa...\It's been a while since I've been out on the beach at night!\We used to play out here a lot when we were kids.\We took fireworks with us, remember?\I remember studying the dialect out here! response:	The Miyazaki dialect!
context: Nakochi.\What are you doing here?\Well, I thought you were a kappa...\It's been a while since I've been out on the beach at night!\We used to play out here a lot when we were kids.\We took fireworks with us, remember?\I remember studying the dialect out here!\The Miyazaki dialect! response:	Yeah, I remember that.
context: What are you doing here?\Well, I thought you were a kappa...\It's been a while since I've been out on the beach at night!\We used to play out here a lot when we were kids.\We took fireworks with us, remember?\I remember studying the dialect out here!\The Miyazaki dialect!\Yeah, I remember that. response:	Nankurunaisa!
context: Well, I thought you were a kappa...\It's been a while since I've been out on the beach at night!\We used to play out here a lot when we were kids.\We took fireworks with us, remember?\I remember studying the dialect out here!\The Miyazaki dialect!\Yeah, I remember that.\Nankurunaisa! response:	That's Okinawan dialect!
context: It's been a while since I've been out on the beach at night!\We used to play out here a lot when we were kids.\We took fireworks with us, remember?\I remember studying the dialect out here!\The Miyazaki dialect!\Yeah, I remember that.\Nankurunaisa!\That's Okinawan dialect! response:	I wonder if they came out here to swim.
context: We used to play out here a lot when we were kids.\We took fireworks with us, remember?\I remember studying the dialect out here!\The Miyazaki dialect!\Yeah, I remember that.\Nankurunaisa!\That's Okinawan dialect!\I wonder if they came out here to swim. response:	You're probably the only one who would, Nakochi.
context: We took fireworks with us, remember?\I remember studying the dialect out here!\The Miyazaki dialect!\Yeah, I remember that.\Nankurunaisa!\That's Okinawan dialect!\I wonder if they came out here to swim.\You're probably the only one who would, Nakochi. response:	I'm amazed.
context: I remember studying the dialect out here!\The Miyazaki dialect!\Yeah, I remember that.\Nankurunaisa!\That's Okinawan dialect!\I wonder if they came out here to swim.\You're probably the only one who would, Nakochi.\I'm amazed. response:	You've gotten so pretty.
context: The Miyazaki dialect!\Yeah, I remember that.\Nankurunaisa!\That's Okinawan dialect!\I wonder if they came out here to swim.\You're probably the only one who would, Nakochi.\I'm amazed.\You've gotten so pretty. response:	You're pretty handsome yourself in that head clerk outfit.
context: Yeah, I remember that.\Nankurunaisa!\That's Okinawan dialect!\I wonder if they came out here to swim.\You're probably the only one who would, Nakochi.\I'm amazed.\You've gotten so pretty.\You're pretty handsome yourself in that head clerk outfit. response:	I've got a lot to learn still.
context: Nankurunaisa!\That's Okinawan dialect!\I wonder if they came out here to swim.\You're probably the only one who would, Nakochi.\I'm amazed.\You've gotten so pretty.\You're pretty handsome yourself in that head clerk outfit.\I've got a lot to learn still. response:	I need to work a lot harder to make our inn
context: That's Okinawan dialect!\I wonder if they came out here to swim.\You're probably the only one who would, Nakochi.\I'm amazed.\You've gotten so pretty.\You're pretty handsome yourself in that head clerk outfit.\I've got a lot to learn still.\I need to work a lot harder to make our inn response:	the best in Japan.
context: I wonder if they came out here to swim.\You're probably the only one who would, Nakochi.\I'm amazed.\You've gotten so pretty.\You're pretty handsome yourself in that head clerk outfit.\I've got a lot to learn still.\I need to work a lot harder to make our inn\the best in Japan. response:	That's a big dream right there.
context: You're probably the only one who would, Nakochi.\I'm amazed.\You've gotten so pretty.\You're pretty handsome yourself in that head clerk outfit.\I've got a lot to learn still.\I need to work a lot harder to make our inn\the best in Japan.\That's a big dream right there. response:	Hey, I'm also gonna need your help!
context: I'm amazed.\You've gotten so pretty.\You're pretty handsome yourself in that head clerk outfit.\I've got a lot to learn still.\I need to work a lot harder to make our inn\the best in Japan.\That's a big dream right there.\Hey, I'm also gonna need your help! response:	I'm gonna become Yo's wife,
context: You've gotten so pretty.\You're pretty handsome yourself in that head clerk outfit.\I've got a lot to learn still.\I need to work a lot harder to make our inn\the best in Japan.\That's a big dream right there.\Hey, I'm also gonna need your help!\I'm gonna become Yo's wife, response:	and also the best waitress in Japan!
context: You're pretty handsome yourself in that head clerk outfit.\I've got a lot to learn still.\I need to work a lot harder to make our inn\the best in Japan.\That's a big dream right there.\Hey, I'm also gonna need your help!\I'm gonna become Yo's wife,\and also the best waitress in Japan! response:	Isn't that what you said?
context: I've got a lot to learn still.\I need to work a lot harder to make our inn\the best in Japan.\That's a big dream right there.\Hey, I'm also gonna need your help!\I'm gonna become Yo's wife,\and also the best waitress in Japan!\Isn't that what you said? response:	I think I remember that!
context: I need to work a lot harder to make our inn\the best in Japan.\That's a big dream right there.\Hey, I'm also gonna need your help!\I'm gonna become Yo's wife,\and also the best waitress in Japan!\Isn't that what you said?\I think I remember that! response:	Promises made during your childhood
context: the best in Japan.\That's a big dream right there.\Hey, I'm also gonna need your help!\I'm gonna become Yo's wife,\and also the best waitress in Japan!\Isn't that what you said?\I think I remember that!\Promises made during your childhood response:	are nice and cute, don't you think?
context: That's a big dream right there.\Hey, I'm also gonna need your help!\I'm gonna become Yo's wife,\and also the best waitress in Japan!\Isn't that what you said?\I think I remember that!\Promises made during your childhood\are nice and cute, don't you think? response:	I really believed that everything I promised
context: Hey, I'm also gonna need your help!\I'm gonna become Yo's wife,\and also the best waitress in Japan!\Isn't that what you said?\I think I remember that!\Promises made during your childhood\are nice and cute, don't you think?\I really believed that everything I promised response:	back then would come true!
context: I'm gonna become Yo's wife,\and also the best waitress in Japan!\Isn't that what you said?\I think I remember that!\Promises made during your childhood\are nice and cute, don't you think?\I really believed that everything I promised\back then would come true! response:	I plan on making it come true, though.
context: and also the best waitress in Japan!\Isn't that what you said?\I think I remember that!\Promises made during your childhood\are nice and cute, don't you think?\I really believed that everything I promised\back then would come true!\I plan on making it come true, though. response:	Along with the dream of making our inn the best in Japan.
context: Isn't that what you said?\I think I remember that!\Promises made during your childhood\are nice and cute, don't you think?\I really believed that everything I promised\back then would come true!\I plan on making it come true, though.\Along with the dream of making our inn the best in Japan. response:	Say, Yuina...
context: I think I remember that!\Promises made during your childhood\are nice and cute, don't you think?\I really believed that everything I promised\back then would come true!\I plan on making it come true, though.\Along with the dream of making our inn the best in Japan.\Say, Yuina... response:	How about coming here after you graduate?
context: Promises made during your childhood\are nice and cute, don't you think?\I really believed that everything I promised\back then would come true!\I plan on making it come true, though.\Along with the dream of making our inn the best in Japan.\Say, Yuina...\How about coming here after you graduate? response:	I'll make this inn better than Fukuya.
context: are nice and cute, don't you think?\I really believed that everything I promised\back then would come true!\I plan on making it come true, though.\Along with the dream of making our inn the best in Japan.\Say, Yuina...\How about coming here after you graduate?\I'll make this inn better than Fukuya. response:	I'll be the CEO, and you'll be Madam Manager.
context: I really believed that everything I promised\back then would come true!\I plan on making it come true, though.\Along with the dream of making our inn the best in Japan.\Say, Yuina...\How about coming here after you graduate?\I'll make this inn better than Fukuya.\I'll be the CEO, and you'll be Madam Manager. response:	Together, we'll make this inn even better!
context: back then would come true!\I plan on making it come true, though.\Along with the dream of making our inn the best in Japan.\Say, Yuina...\How about coming here after you graduate?\I'll make this inn better than Fukuya.\I'll be the CEO, and you'll be Madam Manager.\Together, we'll make this inn even better! response:	I'll... be Madam Manager?
context: I plan on making it come true, though.\Along with the dream of making our inn the best in Japan.\Say, Yuina...\How about coming here after you graduate?\I'll make this inn better than Fukuya.\I'll be the CEO, and you'll be Madam Manager.\Together, we'll make this inn even better!\I'll... be Madam Manager? response:	I'm going to be working at an inn?
context: Along with the dream of making our inn the best in Japan.\Say, Yuina...\How about coming here after you graduate?\I'll make this inn better than Fukuya.\I'll be the CEO, and you'll be Madam Manager.\Together, we'll make this inn even better!\I'll... be Madam Manager?\I'm going to be working at an inn? response:	Hey, Yosuke?
context: Say, Yuina...\How about coming here after you graduate?\I'll make this inn better than Fukuya.\I'll be the CEO, and you'll be Madam Manager.\Together, we'll make this inn even better!\I'll... be Madam Manager?\I'm going to be working at an inn?\Hey, Yosuke? response:	Do you like working at an inn?
context: How about coming here after you graduate?\I'll make this inn better than Fukuya.\I'll be the CEO, and you'll be Madam Manager.\Together, we'll make this inn even better!\I'll... be Madam Manager?\I'm going to be working at an inn?\Hey, Yosuke?\Do you like working at an inn? response:	What do you mean?
context: I'll make this inn better than Fukuya.\I'll be the CEO, and you'll be Madam Manager.\Together, we'll make this inn even better!\I'll... be Madam Manager?\I'm going to be working at an inn?\Hey, Yosuke?\Do you like working at an inn?\What do you mean? response:	Do you?
context: I'll be the CEO, and you'll be Madam Manager.\Together, we'll make this inn even better!\I'll... be Madam Manager?\I'm going to be working at an inn?\Hey, Yosuke?\Do you like working at an inn?\What do you mean?\Do you? response:	Well... I guess.
context: Together, we'll make this inn even better!\I'll... be Madam Manager?\I'm going to be working at an inn?\Hey, Yosuke?\Do you like working at an inn?\What do you mean?\Do you?\Well... I guess. response:	Right.
context: I'll... be Madam Manager?\I'm going to be working at an inn?\Hey, Yosuke?\Do you like working at an inn?\What do you mean?\Do you?\Well... I guess.\Right. response:	Huh?
context: I'm going to be working at an inn?\Hey, Yosuke?\Do you like working at an inn?\What do you mean?\Do you?\Well... I guess.\Right.\Huh? response:	Okay, I better bathe!
context: Hey, Yosuke?\Do you like working at an inn?\What do you mean?\Do you?\Well... I guess.\Right.\Huh?\Okay, I better bathe! response:	See you tomorrow!
context: Do you like working at an inn?\What do you mean?\Do you?\Well... I guess.\Right.\Huh?\Okay, I better bathe!\See you tomorrow! response:	Hey! What about your answer?!
context: What do you mean?\Do you?\Well... I guess.\Right.\Huh?\Okay, I better bathe!\See you tomorrow!\Hey! What about your answer?! response:	I'll save it for a later date!
context: Do you?\Well... I guess.\Right.\Huh?\Okay, I better bathe!\See you tomorrow!\Hey! What about your answer?!\I'll save it for a later date! response:	Jeez...
context: Well... I guess.\Right.\Huh?\Okay, I better bathe!\See you tomorrow!\Hey! What about your answer?!\I'll save it for a later date!\Jeez... response:	She's as mysterious as ever.
context: Right.\Huh?\Okay, I better bathe!\See you tomorrow!\Hey! What about your answer?!\I'll save it for a later date!\Jeez...\She's as mysterious as ever. response:	Do I like working at an inn?
context: Huh?\Okay, I better bathe!\See you tomorrow!\Hey! What about your answer?!\I'll save it for a later date!\Jeez...\She's as mysterious as ever.\Do I like working at an inn? response:	Come in.
context: Okay, I better bathe!\See you tomorrow!\Hey! What about your answer?!\I'll save it for a later date!\Jeez...\She's as mysterious as ever.\Do I like working at an inn?\Come in. response:	What is it?
context: See you tomorrow!\Hey! What about your answer?!\I'll save it for a later date!\Jeez...\She's as mysterious as ever.\Do I like working at an inn?\Come in.\What is it? response:	Do you have a moment?
context: Hey! What about your answer?!\I'll save it for a later date!\Jeez...\She's as mysterious as ever.\Do I like working at an inn?\Come in.\What is it?\Do you have a moment? response:	Have you finished cleaning?
context: I'll save it for a later date!\Jeez...\She's as mysterious as ever.\Do I like working at an inn?\Come in.\What is it?\Do you have a moment?\Have you finished cleaning? response:	No, not yet.
context: Jeez...\She's as mysterious as ever.\Do I like working at an inn?\Come in.\What is it?\Do you have a moment?\Have you finished cleaning?\No, not yet. response:	I need to talk to you about something.
context: She's as mysterious as ever.\Do I like working at an inn?\Come in.\What is it?\Do you have a moment?\Have you finished cleaning?\No, not yet.\I need to talk to you about something. response:	Then, finish cleaning first.
context: Do I like working at an inn?\Come in.\What is it?\Do you have a moment?\Have you finished cleaning?\No, not yet.\I need to talk to you about something.\Then, finish cleaning first. response:	I told you. The schedules are absolute.
context: Come in.\What is it?\Do you have a moment?\Have you finished cleaning?\No, not yet.\I need to talk to you about something.\Then, finish cleaning first.\I told you. The schedules are absolute. response:	I need you to follow the manual I handed you.
context: What is it?\Do you have a moment?\Have you finished cleaning?\No, not yet.\I need to talk to you about something.\Then, finish cleaning first.\I told you. The schedules are absolute.\I need you to follow the manual I handed you. response:	I'm in charge of the futons this morning!
context: Do you have a moment?\Have you finished cleaning?\No, not yet.\I need to talk to you about something.\Then, finish cleaning first.\I told you. The schedules are absolute.\I need you to follow the manual I handed you.\I'm in charge of the futons this morning! response:	Huh?
context: Have you finished cleaning?\No, not yet.\I need to talk to you about something.\Then, finish cleaning first.\I told you. The schedules are absolute.\I need you to follow the manual I handed you.\I'm in charge of the futons this morning!\Huh? response:	We're on a field trip, remember?
context: No, not yet.\I need to talk to you about something.\Then, finish cleaning first.\I told you. The schedules are absolute.\I need you to follow the manual I handed you.\I'm in charge of the futons this morning!\Huh?\We're on a field trip, remember? response:	I could've slept longer...
context: I need to talk to you about something.\Then, finish cleaning first.\I told you. The schedules are absolute.\I need you to follow the manual I handed you.\I'm in charge of the futons this morning!\Huh?\We're on a field trip, remember?\I could've slept longer... response:	What should I do until breakfast?
context: Then, finish cleaning first.\I told you. The schedules are absolute.\I need you to follow the manual I handed you.\I'm in charge of the futons this morning!\Huh?\We're on a field trip, remember?\I could've slept longer...\What should I do until breakfast? response:	Just go back to sleep.
context: I told you. The schedules are absolute.\I need you to follow the manual I handed you.\I'm in charge of the futons this morning!\Huh?\We're on a field trip, remember?\I could've slept longer...\What should I do until breakfast?\Just go back to sleep. response:	I'm already awake.
context: I need you to follow the manual I handed you.\I'm in charge of the futons this morning!\Huh?\We're on a field trip, remember?\I could've slept longer...\What should I do until breakfast?\Just go back to sleep.\I'm already awake. response:	Are you getting up already?
context: I'm in charge of the futons this morning!\Huh?\We're on a field trip, remember?\I could've slept longer...\What should I do until breakfast?\Just go back to sleep.\I'm already awake.\Are you getting up already? response:	Oh... sorry for waking you.
context: Huh?\We're on a field trip, remember?\I could've slept longer...\What should I do until breakfast?\Just go back to sleep.\I'm already awake.\Are you getting up already?\Oh... sorry for waking you. response:	Employees at an inn wake early, don't they?
context: We're on a field trip, remember?\I could've slept longer...\What should I do until breakfast?\Just go back to sleep.\I'm already awake.\Are you getting up already?\Oh... sorry for waking you.\Employees at an inn wake early, don't they? response:	So where did you go last night?
context: I could've slept longer...\What should I do until breakfast?\Just go back to sleep.\I'm already awake.\Are you getting up already?\Oh... sorry for waking you.\Employees at an inn wake early, don't they?\So where did you go last night? response:	I was with a kappa.
context: What should I do until breakfast?\Just go back to sleep.\I'm already awake.\Are you getting up already?\Oh... sorry for waking you.\Employees at an inn wake early, don't they?\So where did you go last night?\I was with a kappa. response:	Kappa?
context: Just go back to sleep.\I'm already awake.\Are you getting up already?\Oh... sorry for waking you.\Employees at an inn wake early, don't they?\So where did you go last night?\I was with a kappa.\Kappa? response:	Oh... it's nothing.
context: I'm already awake.\Are you getting up already?\Oh... sorry for waking you.\Employees at an inn wake early, don't they?\So where did you go last night?\I was with a kappa.\Kappa?\Oh... it's nothing. response:	You're so funny, Ohana!
context: Are you getting up already?\Oh... sorry for waking you.\Employees at an inn wake early, don't they?\So where did you go last night?\I was with a kappa.\Kappa?\Oh... it's nothing.\You're so funny, Ohana! response:	I'm starving.
context: Oh... sorry for waking you.\Employees at an inn wake early, don't they?\So where did you go last night?\I was with a kappa.\Kappa?\Oh... it's nothing.\You're so funny, Ohana!\I'm starving. response:	Huh?
context: Employees at an inn wake early, don't they?\So where did you go last night?\I was with a kappa.\Kappa?\Oh... it's nothing.\You're so funny, Ohana!\I'm starving.\Huh? response:	What's the meaning of this?
context: So where did you go last night?\I was with a kappa.\Kappa?\Oh... it's nothing.\You're so funny, Ohana!\I'm starving.\Huh?\What's the meaning of this? response:	We've already decided.
context: I was with a kappa.\Kappa?\Oh... it's nothing.\You're so funny, Ohana!\I'm starving.\Huh?\What's the meaning of this?\We've already decided. response:	What's wrong, Yosuke?
context: Kappa?\Oh... it's nothing.\You're so funny, Ohana!\I'm starving.\Huh?\What's the meaning of this?\We've already decided.\What's wrong, Yosuke? response:	Yuina.
context: Oh... it's nothing.\You're so funny, Ohana!\I'm starving.\Huh?\What's the meaning of this?\We've already decided.\What's wrong, Yosuke?\Yuina. response:	The part-timers suddenly decided to quit.
context: You're so funny, Ohana!\I'm starving.\Huh?\What's the meaning of this?\We've already decided.\What's wrong, Yosuke?\Yuina.\The part-timers suddenly decided to quit. response:	What?
context: I'm starving.\Huh?\What's the meaning of this?\We've already decided.\What's wrong, Yosuke?\Yuina.\The part-timers suddenly decided to quit.\What? response:	You can't just quit on us like that!
context: Huh?\What's the meaning of this?\We've already decided.\What's wrong, Yosuke?\Yuina.\The part-timers suddenly decided to quit.\What?\You can't just quit on us like that! response:	It wasn't sudden at all.
context: What's the meaning of this?\We've already decided.\What's wrong, Yosuke?\Yuina.\The part-timers suddenly decided to quit.\What?\You can't just quit on us like that!\It wasn't sudden at all. response:	I tried to tell the head clerk last night,
context: We've already decided.\What's wrong, Yosuke?\Yuina.\The part-timers suddenly decided to quit.\What?\You can't just quit on us like that!\It wasn't sudden at all.\I tried to tell the head clerk last night, response:	but he didn't want to listen.
context: What's wrong, Yosuke?\Yuina.\The part-timers suddenly decided to quit.\What?\You can't just quit on us like that!\It wasn't sudden at all.\I tried to tell the head clerk last night,\but he didn't want to listen. response:	The head clerk made us do all the work
context: Yuina.\The part-timers suddenly decided to quit.\What?\You can't just quit on us like that!\It wasn't sudden at all.\I tried to tell the head clerk last night,\but he didn't want to listen.\The head clerk made us do all the work response:	while he went to chat with his girlfriend.
context: The part-timers suddenly decided to quit.\What?\You can't just quit on us like that!\It wasn't sudden at all.\I tried to tell the head clerk last night,\but he didn't want to listen.\The head clerk made us do all the work\while he went to chat with his girlfriend. response:	Isn't that right?
context: What?\You can't just quit on us like that!\It wasn't sudden at all.\I tried to tell the head clerk last night,\but he didn't want to listen.\The head clerk made us do all the work\while he went to chat with his girlfriend.\Isn't that right? response:	Yeah, it's unbelievable.
context: You can't just quit on us like that!\It wasn't sudden at all.\I tried to tell the head clerk last night,\but he didn't want to listen.\The head clerk made us do all the work\while he went to chat with his girlfriend.\Isn't that right?\Yeah, it's unbelievable. response:	I can't work here any more.
context: It wasn't sudden at all.\I tried to tell the head clerk last night,\but he didn't want to listen.\The head clerk made us do all the work\while he went to chat with his girlfriend.\Isn't that right?\Yeah, it's unbelievable.\I can't work here any more. response:	I don't really enjoy it.
context: I tried to tell the head clerk last night,\but he didn't want to listen.\The head clerk made us do all the work\while he went to chat with his girlfriend.\Isn't that right?\Yeah, it's unbelievable.\I can't work here any more.\I don't really enjoy it. response:	Really, it's a lot of work for little pay.
context: but he didn't want to listen.\The head clerk made us do all the work\while he went to chat with his girlfriend.\Isn't that right?\Yeah, it's unbelievable.\I can't work here any more.\I don't really enjoy it.\Really, it's a lot of work for little pay. response:	Yeah, screw this place.
context: The head clerk made us do all the work\while he went to chat with his girlfriend.\Isn't that right?\Yeah, it's unbelievable.\I can't work here any more.\I don't really enjoy it.\Really, it's a lot of work for little pay.\Yeah, screw this place. response:	We don't like the head clerk's attitude either.
context: while he went to chat with his girlfriend.\Isn't that right?\Yeah, it's unbelievable.\I can't work here any more.\I don't really enjoy it.\Really, it's a lot of work for little pay.\Yeah, screw this place.\We don't like the head clerk's attitude either. response:	Wait!
context: Isn't that right?\Yeah, it's unbelievable.\I can't work here any more.\I don't really enjoy it.\Really, it's a lot of work for little pay.\Yeah, screw this place.\We don't like the head clerk's attitude either.\Wait! response:	Spouting all this rubbish...
context: Yeah, it's unbelievable.\I can't work here any more.\I don't really enjoy it.\Really, it's a lot of work for little pay.\Yeah, screw this place.\We don't like the head clerk's attitude either.\Wait!\Spouting all this rubbish... response:	You can't blame them.
context: I can't work here any more.\I don't really enjoy it.\Really, it's a lot of work for little pay.\Yeah, screw this place.\We don't like the head clerk's attitude either.\Wait!\Spouting all this rubbish...\You can't blame them. response:	Working in an inn is hard.
context: I don't really enjoy it.\Really, it's a lot of work for little pay.\Yeah, screw this place.\We don't like the head clerk's attitude either.\Wait!\Spouting all this rubbish...\You can't blame them.\Working in an inn is hard. response:	People who aren't interested aren't going to keep working.
context: Really, it's a lot of work for little pay.\Yeah, screw this place.\We don't like the head clerk's attitude either.\Wait!\Spouting all this rubbish...\You can't blame them.\Working in an inn is hard.\People who aren't interested aren't going to keep working. response:	Even if someone's being paid,
context: Yeah, screw this place.\We don't like the head clerk's attitude either.\Wait!\Spouting all this rubbish...\You can't blame them.\Working in an inn is hard.\People who aren't interested aren't going to keep working.\Even if someone's being paid, response:	they can't keep doing something they don't like doing.
context: We don't like the head clerk's attitude either.\Wait!\Spouting all this rubbish...\You can't blame them.\Working in an inn is hard.\People who aren't interested aren't going to keep working.\Even if someone's being paid,\they can't keep doing something they don't like doing. response:	You can only fest up something you like doing.
context: Wait!\Spouting all this rubbish...\You can't blame them.\Working in an inn is hard.\People who aren't interested aren't going to keep working.\Even if someone's being paid,\they can't keep doing something they don't like doing.\You can only fest up something you like doing. response:	Hey, there are lots of things I want to do.
context: Spouting all this rubbish...\You can't blame them.\Working in an inn is hard.\People who aren't interested aren't going to keep working.\Even if someone's being paid,\they can't keep doing something they don't like doing.\You can only fest up something you like doing.\Hey, there are lots of things I want to do. response:	I'm going to pick the one I want to do the most and make it my career.
context: You can't blame them.\Working in an inn is hard.\People who aren't interested aren't going to keep working.\Even if someone's being paid,\they can't keep doing something they don't like doing.\You can only fest up something you like doing.\Hey, there are lots of things I want to do.\I'm going to pick the one I want to do the most and make it my career. response:	Yuina...
context: Working in an inn is hard.\People who aren't interested aren't going to keep working.\Even if someone's being paid,\they can't keep doing something they don't like doing.\You can only fest up something you like doing.\Hey, there are lots of things I want to do.\I'm going to pick the one I want to do the most and make it my career.\Yuina... response:	Running an inn is not on that list.
