context: What's going on? response:	W-Who are you?!
context: I have many more questions I want to ask her... like about the Sekirei Plan.\The Sekirei Plan.\That's the game that releases 108 Sekireis into the capital\and lets them fight with their chosen Ashikabis until there is only one left.\The game master is Hiroto Minaka,\a monster who rules the giant global conglomerate MBI.\As long as we stay in here, Shintou Teito, which is MBI's stronghold,\Sekireis and their Ashikabis cannot escape from the Sekirei Plan's system. response:	Letting the released Sekireis emerge was more important than fighting until now, but...
context: The Sekirei Plan.\That's the game that releases 108 Sekireis into the capital\and lets them fight with their chosen Ashikabis until there is only one left.\The game master is Hiroto Minaka,\a monster who rules the giant global conglomerate MBI.\As long as we stay in here, Shintou Teito, which is MBI's stronghold,\Sekireis and their Ashikabis cannot escape from the Sekirei Plan's system.\Letting the released Sekireis emerge was more important than fighting until now, but... response:	Most Sekireis have already emerged at this point in time, so...
context: That's the game that releases 108 Sekireis into the capital\and lets them fight with their chosen Ashikabis until there is only one left.\The game master is Hiroto Minaka,\a monster who rules the giant global conglomerate MBI.\As long as we stay in here, Shintou Teito, which is MBI's stronghold,\Sekireis and their Ashikabis cannot escape from the Sekirei Plan's system.\Letting the released Sekireis emerge was more important than fighting until now, but...\Most Sekireis have already emerged at this point in time, so... response:	The main event of the game finally starts.
context: and lets them fight with their chosen Ashikabis until there is only one left.\The game master is Hiroto Minaka,\a monster who rules the giant global conglomerate MBI.\As long as we stay in here, Shintou Teito, which is MBI's stronghold,\Sekireis and their Ashikabis cannot escape from the Sekirei Plan's system.\Letting the released Sekireis emerge was more important than fighting until now, but...\Most Sekireis have already emerged at this point in time, so...\The main event of the game finally starts. response:	The main event?
context: The game master is Hiroto Minaka,\a monster who rules the giant global conglomerate MBI.\As long as we stay in here, Shintou Teito, which is MBI's stronghold,\Sekireis and their Ashikabis cannot escape from the Sekirei Plan's system.\Letting the released Sekireis emerge was more important than fighting until now, but...\Most Sekireis have already emerged at this point in time, so...\The main event of the game finally starts.\The main event? response:	In other words, the battle royale between Sekireis to survive.
context: a monster who rules the giant global conglomerate MBI.\As long as we stay in here, Shintou Teito, which is MBI's stronghold,\Sekireis and their Ashikabis cannot escape from the Sekirei Plan's system.\Letting the released Sekireis emerge was more important than fighting until now, but...\Most Sekireis have already emerged at this point in time, so...\The main event of the game finally starts.\The main event?\In other words, the battle royale between Sekireis to survive. response:	And the Ashikabi who's the partner of the last one remaining
context: As long as we stay in here, Shintou Teito, which is MBI's stronghold,\Sekireis and their Ashikabis cannot escape from the Sekirei Plan's system.\Letting the released Sekireis emerge was more important than fighting until now, but...\Most Sekireis have already emerged at this point in time, so...\The main event of the game finally starts.\The main event?\In other words, the battle royale between Sekireis to survive.\And the Ashikabi who's the partner of the last one remaining response:	will be awarded a lavish reward from MBI.
context: Sekireis and their Ashikabis cannot escape from the Sekirei Plan's system.\Letting the released Sekireis emerge was more important than fighting until now, but...\Most Sekireis have already emerged at this point in time, so...\The main event of the game finally starts.\The main event?\In other words, the battle royale between Sekireis to survive.\And the Ashikabi who's the partner of the last one remaining\will be awarded a lavish reward from MBI. response:	Matsu-san.
context: Letting the released Sekireis emerge was more important than fighting until now, but...\Most Sekireis have already emerged at this point in time, so...\The main event of the game finally starts.\The main event?\In other words, the battle royale between Sekireis to survive.\And the Ashikabi who's the partner of the last one remaining\will be awarded a lavish reward from MBI.\Matsu-san. response:	Can I... do anything?
context: Most Sekireis have already emerged at this point in time, so...\The main event of the game finally starts.\The main event?\In other words, the battle royale between Sekireis to survive.\And the Ashikabi who's the partner of the last one remaining\will be awarded a lavish reward from MBI.\Matsu-san.\Can I... do anything? response:	I couldn't care less about the reward or whatever...
context: The main event of the game finally starts.\The main event?\In other words, the battle royale between Sekireis to survive.\And the Ashikabi who's the partner of the last one remaining\will be awarded a lavish reward from MBI.\Matsu-san.\Can I... do anything?\I couldn't care less about the reward or whatever... response:	But...
context: The main event?\In other words, the battle royale between Sekireis to survive.\And the Ashikabi who's the partner of the last one remaining\will be awarded a lavish reward from MBI.\Matsu-san.\Can I... do anything?\I couldn't care less about the reward or whatever...\But... response:	Can a guy like me do anything to prevent everyone from disappearing like that?
context: In other words, the battle royale between Sekireis to survive.\And the Ashikabi who's the partner of the last one remaining\will be awarded a lavish reward from MBI.\Matsu-san.\Can I... do anything?\I couldn't care less about the reward or whatever...\But...\Can a guy like me do anything to prevent everyone from disappearing like that? response:	Don't worry. I, Matsu, am here for you.
context: And the Ashikabi who's the partner of the last one remaining\will be awarded a lavish reward from MBI.\Matsu-san.\Can I... do anything?\I couldn't care less about the reward or whatever...\But...\Can a guy like me do anything to prevent everyone from disappearing like that?\Don't worry. I, Matsu, am here for you. response:	Matsu-san...
context: will be awarded a lavish reward from MBI.\Matsu-san.\Can I... do anything?\I couldn't care less about the reward or whatever...\But...\Can a guy like me do anything to prevent everyone from disappearing like that?\Don't worry. I, Matsu, am here for you.\Matsu-san... response:	After all, Mina-tan, you're the Ashikabi who made even me emerge.
context: Matsu-san.\Can I... do anything?\I couldn't care less about the reward or whatever...\But...\Can a guy like me do anything to prevent everyone from disappearing like that?\Don't worry. I, Matsu, am here for you.\Matsu-san...\After all, Mina-tan, you're the Ashikabi who made even me emerge. response:	Be more confident about yourself.
context: Can I... do anything?\I couldn't care less about the reward or whatever...\But...\Can a guy like me do anything to prevent everyone from disappearing like that?\Don't worry. I, Matsu, am here for you.\Matsu-san...\After all, Mina-tan, you're the Ashikabi who made even me emerge.\Be more confident about yourself. response:	Oh, right!
context: I couldn't care less about the reward or whatever...\But...\Can a guy like me do anything to prevent everyone from disappearing like that?\Don't worry. I, Matsu, am here for you.\Matsu-san...\After all, Mina-tan, you're the Ashikabi who made even me emerge.\Be more confident about yourself.\Oh, right! response:	So, that woman told you she'd kill you?
context: But...\Can a guy like me do anything to prevent everyone from disappearing like that?\Don't worry. I, Matsu, am here for you.\Matsu-san...\After all, Mina-tan, you're the Ashikabi who made even me emerge.\Be more confident about yourself.\Oh, right!\So, that woman told you she'd kill you? response:	Her appearance?
context: Can a guy like me do anything to prevent everyone from disappearing like that?\Don't worry. I, Matsu, am here for you.\Matsu-san...\After all, Mina-tan, you're the Ashikabi who made even me emerge.\Be more confident about yourself.\Oh, right!\So, that woman told you she'd kill you?\Her appearance? response:	Uh... Long hair, black dress, and a scary face.
context: Don't worry. I, Matsu, am here for you.\Matsu-san...\After all, Mina-tan, you're the Ashikabi who made even me emerge.\Be more confident about yourself.\Oh, right!\So, that woman told you she'd kill you?\Her appearance?\Uh... Long hair, black dress, and a scary face. response:	You met Kusano-tan in a dream, right?
context: Matsu-san...\After all, Mina-tan, you're the Ashikabi who made even me emerge.\Be more confident about yourself.\Oh, right!\So, that woman told you she'd kill you?\Her appearance?\Uh... Long hair, black dress, and a scary face.\You met Kusano-tan in a dream, right? response:	Yup.
context: After all, Mina-tan, you're the Ashikabi who made even me emerge.\Be more confident about yourself.\Oh, right!\So, that woman told you she'd kill you?\Her appearance?\Uh... Long hair, black dress, and a scary face.\You met Kusano-tan in a dream, right?\Yup. response:	There is nothing strange about a Sekirei who is reacting to a specific Ashikabi like that
context: Be more confident about yourself.\Oh, right!\So, that woman told you she'd kill you?\Her appearance?\Uh... Long hair, black dress, and a scary face.\You met Kusano-tan in a dream, right?\Yup.\There is nothing strange about a Sekirei who is reacting to a specific Ashikabi like that response:	being connected with him unconsciously.
context: Oh, right!\So, that woman told you she'd kill you?\Her appearance?\Uh... Long hair, black dress, and a scary face.\You met Kusano-tan in a dream, right?\Yup.\There is nothing strange about a Sekirei who is reacting to a specific Ashikabi like that\being connected with him unconsciously. response:	Especially when you are an Ashikabi who's already made three emerge.
context: So, that woman told you she'd kill you?\Her appearance?\Uh... Long hair, black dress, and a scary face.\You met Kusano-tan in a dream, right?\Yup.\There is nothing strange about a Sekirei who is reacting to a specific Ashikabi like that\being connected with him unconsciously.\Especially when you are an Ashikabi who's already made three emerge. response:	Wh-What do you mean?
context: Her appearance?\Uh... Long hair, black dress, and a scary face.\You met Kusano-tan in a dream, right?\Yup.\There is nothing strange about a Sekirei who is reacting to a specific Ashikabi like that\being connected with him unconsciously.\Especially when you are an Ashikabi who's already made three emerge.\Wh-What do you mean? response:	An Ashikabi gains more power as he gains more Sekireis.
context: Uh... Long hair, black dress, and a scary face.\You met Kusano-tan in a dream, right?\Yup.\There is nothing strange about a Sekirei who is reacting to a specific Ashikabi like that\being connected with him unconsciously.\Especially when you are an Ashikabi who's already made three emerge.\Wh-What do you mean?\An Ashikabi gains more power as he gains more Sekireis. response:	Thus, it's now highly possible that stronger Sekireis will react to you.
context: You met Kusano-tan in a dream, right?\Yup.\There is nothing strange about a Sekirei who is reacting to a specific Ashikabi like that\being connected with him unconsciously.\Especially when you are an Ashikabi who's already made three emerge.\Wh-What do you mean?\An Ashikabi gains more power as he gains more Sekireis.\Thus, it's now highly possible that stronger Sekireis will react to you. response:	Is that so?
context: Yup.\There is nothing strange about a Sekirei who is reacting to a specific Ashikabi like that\being connected with him unconsciously.\Especially when you are an Ashikabi who's already made three emerge.\Wh-What do you mean?\An Ashikabi gains more power as he gains more Sekireis.\Thus, it's now highly possible that stronger Sekireis will react to you.\Is that so? response:	Mina-tan, can this be the girl you saw in the dream?
context: There is nothing strange about a Sekirei who is reacting to a specific Ashikabi like that\being connected with him unconsciously.\Especially when you are an Ashikabi who's already made three emerge.\Wh-What do you mean?\An Ashikabi gains more power as he gains more Sekireis.\Thus, it's now highly possible that stronger Sekireis will react to you.\Is that so?\Mina-tan, can this be the girl you saw in the dream? response:	Tsukiumi Mina-tan, can this be the girl you saw in the dream?
context: being connected with him unconsciously.\Especially when you are an Ashikabi who's already made three emerge.\Wh-What do you mean?\An Ashikabi gains more power as he gains more Sekireis.\Thus, it's now highly possible that stronger Sekireis will react to you.\Is that so?\Mina-tan, can this be the girl you saw in the dream?\Tsukiumi Mina-tan, can this be the girl you saw in the dream? response:	Mina-tan, can this be the girl you saw in the dream?
context: Especially when you are an Ashikabi who's already made three emerge.\Wh-What do you mean?\An Ashikabi gains more power as he gains more Sekireis.\Thus, it's now highly possible that stronger Sekireis will react to you.\Is that so?\Mina-tan, can this be the girl you saw in the dream?\Tsukiumi Mina-tan, can this be the girl you saw in the dream?\Mina-tan, can this be the girl you saw in the dream? response:	Ah, yes, yes. She's the one!
context: Wh-What do you mean?\An Ashikabi gains more power as he gains more Sekireis.\Thus, it's now highly possible that stronger Sekireis will react to you.\Is that so?\Mina-tan, can this be the girl you saw in the dream?\Tsukiumi Mina-tan, can this be the girl you saw in the dream?\Mina-tan, can this be the girl you saw in the dream?\Ah, yes, yes. She's the one! response:	That's bad.
context: An Ashikabi gains more power as he gains more Sekireis.\Thus, it's now highly possible that stronger Sekireis will react to you.\Is that so?\Mina-tan, can this be the girl you saw in the dream?\Tsukiumi Mina-tan, can this be the girl you saw in the dream?\Mina-tan, can this be the girl you saw in the dream?\Ah, yes, yes. She's the one!\That's bad. response:	To be frank, this person is really dangerous.
context: Thus, it's now highly possible that stronger Sekireis will react to you.\Is that so?\Mina-tan, can this be the girl you saw in the dream?\Tsukiumi Mina-tan, can this be the girl you saw in the dream?\Mina-tan, can this be the girl you saw in the dream?\Ah, yes, yes. She's the one!\That's bad.\To be frank, this person is really dangerous. response:	The worst!
context: Is that so?\Mina-tan, can this be the girl you saw in the dream?\Tsukiumi Mina-tan, can this be the girl you saw in the dream?\Mina-tan, can this be the girl you saw in the dream?\Ah, yes, yes. She's the one!\That's bad.\To be frank, this person is really dangerous.\The worst! response:	Number 09, Tsukiumi.
context: Mina-tan, can this be the girl you saw in the dream?\Tsukiumi Mina-tan, can this be the girl you saw in the dream?\Mina-tan, can this be the girl you saw in the dream?\Ah, yes, yes. She's the one!\That's bad.\To be frank, this person is really dangerous.\The worst!\Number 09, Tsukiumi. response:	She's a Sekirei with water powers,
context: Tsukiumi Mina-tan, can this be the girl you saw in the dream?\Mina-tan, can this be the girl you saw in the dream?\Ah, yes, yes. She's the one!\That's bad.\To be frank, this person is really dangerous.\The worst!\Number 09, Tsukiumi.\She's a Sekirei with water powers, response:	and she's infamous for her hatred toward Ashikabi.
context: Mina-tan, can this be the girl you saw in the dream?\Ah, yes, yes. She's the one!\That's bad.\To be frank, this person is really dangerous.\The worst!\Number 09, Tsukiumi.\She's a Sekirei with water powers,\and she's infamous for her hatred toward Ashikabi. response:	Huh?
context: Ah, yes, yes. She's the one!\That's bad.\To be frank, this person is really dangerous.\The worst!\Number 09, Tsukiumi.\She's a Sekirei with water powers,\and she's infamous for her hatred toward Ashikabi.\Huh? response:	If she did react to you...
context: That's bad.\To be frank, this person is really dangerous.\The worst!\Number 09, Tsukiumi.\She's a Sekirei with water powers,\and she's infamous for her hatred toward Ashikabi.\Huh?\If she did react to you... response:	It would have hurt her pride badly.
context: To be frank, this person is really dangerous.\The worst!\Number 09, Tsukiumi.\She's a Sekirei with water powers,\and she's infamous for her hatred toward Ashikabi.\Huh?\If she did react to you...\It would have hurt her pride badly. response:	I shall kill thee!
context: The worst!\Number 09, Tsukiumi.\She's a Sekirei with water powers,\and she's infamous for her hatred toward Ashikabi.\Huh?\If she did react to you...\It would have hurt her pride badly.\I shall kill thee! response:	What should I do?!
context: Number 09, Tsukiumi.\She's a Sekirei with water powers,\and she's infamous for her hatred toward Ashikabi.\Huh?\If she did react to you...\It would have hurt her pride badly.\I shall kill thee!\What should I do?! response:	To survive the game, we must strengthen our party, but...
context: She's a Sekirei with water powers,\and she's infamous for her hatred toward Ashikabi.\Huh?\If she did react to you...\It would have hurt her pride badly.\I shall kill thee!\What should I do?!\To survive the game, we must strengthen our party, but... response:	Number 09 the Ashikabi hater, of all people?
context: and she's infamous for her hatred toward Ashikabi.\Huh?\If she did react to you...\It would have hurt her pride badly.\I shall kill thee!\What should I do?!\To survive the game, we must strengthen our party, but...\Number 09 the Ashikabi hater, of all people? response:	You'll be fine.
context: Huh?\If she did react to you...\It would have hurt her pride badly.\I shall kill thee!\What should I do?!\To survive the game, we must strengthen our party, but...\Number 09 the Ashikabi hater, of all people?\You'll be fine. response:	Musubi-chan!
context: If she did react to you...\It would have hurt her pride badly.\I shall kill thee!\What should I do?!\To survive the game, we must strengthen our party, but...\Number 09 the Ashikabi hater, of all people?\You'll be fine.\Musubi-chan! response:	Minato-san will be fine.
context: It would have hurt her pride badly.\I shall kill thee!\What should I do?!\To survive the game, we must strengthen our party, but...\Number 09 the Ashikabi hater, of all people?\You'll be fine.\Musubi-chan!\Minato-san will be fine. response:	Musubi-chan...
context: I shall kill thee!\What should I do?!\To survive the game, we must strengthen our party, but...\Number 09 the Ashikabi hater, of all people?\You'll be fine.\Musubi-chan!\Minato-san will be fine.\Musubi-chan... response:	What's that?
context: What should I do?!\To survive the game, we must strengthen our party, but...\Number 09 the Ashikabi hater, of all people?\You'll be fine.\Musubi-chan!\Minato-san will be fine.\Musubi-chan...\What's that? response:	The landlady is... really strong.
context: To survive the game, we must strengthen our party, but...\Number 09 the Ashikabi hater, of all people?\You'll be fine.\Musubi-chan!\Minato-san will be fine.\Musubi-chan...\What's that?\The landlady is... really strong. response:	Ouch.
context: Number 09 the Ashikabi hater, of all people?\You'll be fine.\Musubi-chan!\Minato-san will be fine.\Musubi-chan...\What's that?\The landlady is... really strong.\Ouch. response:	I'll go looking for the person in the dream.
context: You'll be fine.\Musubi-chan!\Minato-san will be fine.\Musubi-chan...\What's that?\The landlady is... really strong.\Ouch.\I'll go looking for the person in the dream. response:	I'll get her to join us somehow.
context: Musubi-chan!\Minato-san will be fine.\Musubi-chan...\What's that?\The landlady is... really strong.\Ouch.\I'll go looking for the person in the dream.\I'll get her to join us somehow. response:	I'll do my best.
context: Minato-san will be fine.\Musubi-chan...\What's that?\The landlady is... really strong.\Ouch.\I'll go looking for the person in the dream.\I'll get her to join us somehow.\I'll do my best. response:	Kill, Kill, Kill, Kill... I'll do my best.
context: Musubi-chan...\What's that?\The landlady is... really strong.\Ouch.\I'll go looking for the person in the dream.\I'll get her to join us somehow.\I'll do my best.\Kill, Kill, Kill, Kill... I'll do my best. response:	Kill, Kill, Kill, Kill... But you might get killed.
context: What's that?\The landlady is... really strong.\Ouch.\I'll go looking for the person in the dream.\I'll get her to join us somehow.\I'll do my best.\Kill, Kill, Kill, Kill... I'll do my best.\Kill, Kill, Kill, Kill... But you might get killed. response:	Kill, Kill, Kill, Kill... Matsu-san!
context: The landlady is... really strong.\Ouch.\I'll go looking for the person in the dream.\I'll get her to join us somehow.\I'll do my best.\Kill, Kill, Kill, Kill... I'll do my best.\Kill, Kill, Kill, Kill... But you might get killed.\Kill, Kill, Kill, Kill... Matsu-san! response:	Matsu-san!
context: Ouch.\I'll go looking for the person in the dream.\I'll get her to join us somehow.\I'll do my best.\Kill, Kill, Kill, Kill... I'll do my best.\Kill, Kill, Kill, Kill... But you might get killed.\Kill, Kill, Kill, Kill... Matsu-san!\Matsu-san! response:	Minato-san, I'm sure you can come to an understanding with her.
context: I'll go looking for the person in the dream.\I'll get her to join us somehow.\I'll do my best.\Kill, Kill, Kill, Kill... I'll do my best.\Kill, Kill, Kill, Kill... But you might get killed.\Kill, Kill, Kill, Kill... Matsu-san!\Matsu-san!\Minato-san, I'm sure you can come to an understanding with her. response:	With your words and... fists!
context: I'll get her to join us somehow.\I'll do my best.\Kill, Kill, Kill, Kill... I'll do my best.\Kill, Kill, Kill, Kill... But you might get killed.\Kill, Kill, Kill, Kill... Matsu-san!\Matsu-san!\Minato-san, I'm sure you can come to an understanding with her.\With your words and... fists! response:	What do you mean, fists?
context: I'll do my best.\Kill, Kill, Kill, Kill... I'll do my best.\Kill, Kill, Kill, Kill... But you might get killed.\Kill, Kill, Kill, Kill... Matsu-san!\Matsu-san!\Minato-san, I'm sure you can come to an understanding with her.\With your words and... fists!\What do you mean, fists? response:	I got it.
context: Kill, Kill, Kill, Kill... I'll do my best.\Kill, Kill, Kill, Kill... But you might get killed.\Kill, Kill, Kill, Kill... Matsu-san!\Matsu-san!\Minato-san, I'm sure you can come to an understanding with her.\With your words and... fists!\What do you mean, fists?\I got it. response:	As a start, I'll search for her with the surveillance satellites from here.
context: Kill, Kill, Kill, Kill... But you might get killed.\Kill, Kill, Kill, Kill... Matsu-san!\Matsu-san!\Minato-san, I'm sure you can come to an understanding with her.\With your words and... fists!\What do you mean, fists?\I got it.\As a start, I'll search for her with the surveillance satellites from here. response:	Capital Map As a start, I'll search for her with the surveillance satellites from here.
context: Kill, Kill, Kill, Kill... Matsu-san!\Matsu-san!\Minato-san, I'm sure you can come to an understanding with her.\With your words and... fists!\What do you mean, fists?\I got it.\As a start, I'll search for her with the surveillance satellites from here.\Capital Map As a start, I'll search for her with the surveillance satellites from here. response:	Capital Map Musubi-tan, you'll look where the satellites can't reach, using your physical strength.
context: Matsu-san!\Minato-san, I'm sure you can come to an understanding with her.\With your words and... fists!\What do you mean, fists?\I got it.\As a start, I'll search for her with the surveillance satellites from here.\Capital Map As a start, I'll search for her with the surveillance satellites from here.\Capital Map Musubi-tan, you'll look where the satellites can't reach, using your physical strength. response:	Capital Map Yes!
context: Minato-san, I'm sure you can come to an understanding with her.\With your words and... fists!\What do you mean, fists?\I got it.\As a start, I'll search for her with the surveillance satellites from here.\Capital Map As a start, I'll search for her with the surveillance satellites from here.\Capital Map Musubi-tan, you'll look where the satellites can't reach, using your physical strength.\Capital Map Yes! response:	Yes!
context: With your words and... fists!\What do you mean, fists?\I got it.\As a start, I'll search for her with the surveillance satellites from here.\Capital Map As a start, I'll search for her with the surveillance satellites from here.\Capital Map Musubi-tan, you'll look where the satellites can't reach, using your physical strength.\Capital Map Yes!\Yes! response:	Mina-tan, you make yourself appear as bait.
context: What do you mean, fists?\I got it.\As a start, I'll search for her with the surveillance satellites from here.\Capital Map As a start, I'll search for her with the surveillance satellites from here.\Capital Map Musubi-tan, you'll look where the satellites can't reach, using your physical strength.\Capital Map Yes!\Yes!\Mina-tan, you make yourself appear as bait. response:	Bait?!
context: I got it.\As a start, I'll search for her with the surveillance satellites from here.\Capital Map As a start, I'll search for her with the surveillance satellites from here.\Capital Map Musubi-tan, you'll look where the satellites can't reach, using your physical strength.\Capital Map Yes!\Yes!\Mina-tan, you make yourself appear as bait.\Bait?! response:	Sekireis know when the Ashikabi they're reacting to is nearby.
context: As a start, I'll search for her with the surveillance satellites from here.\Capital Map As a start, I'll search for her with the surveillance satellites from here.\Capital Map Musubi-tan, you'll look where the satellites can't reach, using your physical strength.\Capital Map Yes!\Yes!\Mina-tan, you make yourself appear as bait.\Bait?!\Sekireis know when the Ashikabi they're reacting to is nearby. response:	If number 09 lives up to her reputation,
context: Capital Map As a start, I'll search for her with the surveillance satellites from here.\Capital Map Musubi-tan, you'll look where the satellites can't reach, using your physical strength.\Capital Map Yes!\Yes!\Mina-tan, you make yourself appear as bait.\Bait?!\Sekireis know when the Ashikabi they're reacting to is nearby.\If number 09 lives up to her reputation, response:	she will come to kill you.
context: Capital Map Musubi-tan, you'll look where the satellites can't reach, using your physical strength.\Capital Map Yes!\Yes!\Mina-tan, you make yourself appear as bait.\Bait?!\Sekireis know when the Ashikabi they're reacting to is nearby.\If number 09 lives up to her reputation,\she will come to kill you. response:	I see... she'll come to kill me, huh?
context: Capital Map Yes!\Yes!\Mina-tan, you make yourself appear as bait.\Bait?!\Sekireis know when the Ashikabi they're reacting to is nearby.\If number 09 lives up to her reputation,\she will come to kill you.\I see... she'll come to kill me, huh? response:	So, Kusano-tan, you'll guard him, please.
context: Yes!\Mina-tan, you make yourself appear as bait.\Bait?!\Sekireis know when the Ashikabi they're reacting to is nearby.\If number 09 lives up to her reputation,\she will come to kill you.\I see... she'll come to kill me, huh?\So, Kusano-tan, you'll guard him, please. response:	Guard me?
context: Mina-tan, you make yourself appear as bait.\Bait?!\Sekireis know when the Ashikabi they're reacting to is nearby.\If number 09 lives up to her reputation,\she will come to kill you.\I see... she'll come to kill me, huh?\So, Kusano-tan, you'll guard him, please.\Guard me? response:	Now then!
context: Bait?!\Sekireis know when the Ashikabi they're reacting to is nearby.\If number 09 lives up to her reputation,\she will come to kill you.\I see... she'll come to kill me, huh?\So, Kusano-tan, you'll guard him, please.\Guard me?\Now then! response:	It's called the Thrilling Kill-or-Be-Killed Sekirei Hunting Mission of Love!
context: Sekireis know when the Ashikabi they're reacting to is nearby.\If number 09 lives up to her reputation,\she will come to kill you.\I see... she'll come to kill me, huh?\So, Kusano-tan, you'll guard him, please.\Guard me?\Now then!\It's called the Thrilling Kill-or-Be-Killed Sekirei Hunting Mission of Love! response:	Now let's go!
context: If number 09 lives up to her reputation,\she will come to kill you.\I see... she'll come to kill me, huh?\So, Kusano-tan, you'll guard him, please.\Guard me?\Now then!\It's called the Thrilling Kill-or-Be-Killed Sekirei Hunting Mission of Love!\Now let's go! response:	Kill-or-be-killed, huh?
context: she will come to kill you.\I see... she'll come to kill me, huh?\So, Kusano-tan, you'll guard him, please.\Guard me?\Now then!\It's called the Thrilling Kill-or-Be-Killed Sekirei Hunting Mission of Love!\Now let's go!\Kill-or-be-killed, huh? response:	Ku-chan!
context: I see... she'll come to kill me, huh?\So, Kusano-tan, you'll guard him, please.\Guard me?\Now then!\It's called the Thrilling Kill-or-Be-Killed Sekirei Hunting Mission of Love!\Now let's go!\Kill-or-be-killed, huh?\Ku-chan! response:	Good job, youngster!
context: So, Kusano-tan, you'll guard him, please.\Guard me?\Now then!\It's called the Thrilling Kill-or-Be-Killed Sekirei Hunting Mission of Love!\Now let's go!\Kill-or-be-killed, huh?\Ku-chan!\Good job, youngster! response:	S-Seo-san!
context: Guard me?\Now then!\It's called the Thrilling Kill-or-Be-Killed Sekirei Hunting Mission of Love!\Now let's go!\Kill-or-be-killed, huh?\Ku-chan!\Good job, youngster!\S-Seo-san! response:	This feeling...
context: Now then!\It's called the Thrilling Kill-or-Be-Killed Sekirei Hunting Mission of Love!\Now let's go!\Kill-or-be-killed, huh?\Ku-chan!\Good job, youngster!\S-Seo-san!\This feeling... response:	It's getting stronger every day.
context: It's called the Thrilling Kill-or-Be-Killed Sekirei Hunting Mission of Love!\Now let's go!\Kill-or-be-killed, huh?\Ku-chan!\Good job, youngster!\S-Seo-san!\This feeling...\It's getting stronger every day. response:	Damn you! A plague on thee, Ashikabi!
context: Now let's go!\Kill-or-be-killed, huh?\Ku-chan!\Good job, youngster!\S-Seo-san!\This feeling...\It's getting stronger every day.\Damn you! A plague on thee, Ashikabi! response:	I'll find thee for sure and kill thee with my own hands!
context: Kill-or-be-killed, huh?\Ku-chan!\Good job, youngster!\S-Seo-san!\This feeling...\It's getting stronger every day.\Damn you! A plague on thee, Ashikabi!\I'll find thee for sure and kill thee with my own hands! response:	What do you feel?
context: Ku-chan!\Good job, youngster!\S-Seo-san!\This feeling...\It's getting stronger every day.\Damn you! A plague on thee, Ashikabi!\I'll find thee for sure and kill thee with my own hands!\What do you feel? response:	You are a pre-emerged Sekirei, aren't you?
context: Good job, youngster!\S-Seo-san!\This feeling...\It's getting stronger every day.\Damn you! A plague on thee, Ashikabi!\I'll find thee for sure and kill thee with my own hands!\What do you feel?\You are a pre-emerged Sekirei, aren't you? response:	I've heard of you: Twin Sekireis who target only pre-emerged Sekireis.
context: S-Seo-san!\This feeling...\It's getting stronger every day.\Damn you! A plague on thee, Ashikabi!\I'll find thee for sure and kill thee with my own hands!\What do you feel?\You are a pre-emerged Sekirei, aren't you?\I've heard of you: Twin Sekireis who target only pre-emerged Sekireis. response:	Despicable villains! Do ye want to win like that?!
context: This feeling...\It's getting stronger every day.\Damn you! A plague on thee, Ashikabi!\I'll find thee for sure and kill thee with my own hands!\What do you feel?\You are a pre-emerged Sekirei, aren't you?\I've heard of you: Twin Sekireis who target only pre-emerged Sekireis.\Despicable villains! Do ye want to win like that?! response:	What did you call me?!
context: It's getting stronger every day.\Damn you! A plague on thee, Ashikabi!\I'll find thee for sure and kill thee with my own hands!\What do you feel?\You are a pre-emerged Sekirei, aren't you?\I've heard of you: Twin Sekireis who target only pre-emerged Sekireis.\Despicable villains! Do ye want to win like that?!\What did you call me?! response:	No, we aren't interested in those things.
context: Damn you! A plague on thee, Ashikabi!\I'll find thee for sure and kill thee with my own hands!\What do you feel?\You are a pre-emerged Sekirei, aren't you?\I've heard of you: Twin Sekireis who target only pre-emerged Sekireis.\Despicable villains! Do ye want to win like that?!\What did you call me?!\No, we aren't interested in those things. response:	We only want to get Sekireis out of this game before they emerge.
context: I'll find thee for sure and kill thee with my own hands!\What do you feel?\You are a pre-emerged Sekirei, aren't you?\I've heard of you: Twin Sekireis who target only pre-emerged Sekireis.\Despicable villains! Do ye want to win like that?!\What did you call me?!\No, we aren't interested in those things.\We only want to get Sekireis out of this game before they emerge. response:	Very well! I was feeling irritated anyway.
context: What do you feel?\You are a pre-emerged Sekirei, aren't you?\I've heard of you: Twin Sekireis who target only pre-emerged Sekireis.\Despicable villains! Do ye want to win like that?!\What did you call me?!\No, we aren't interested in those things.\We only want to get Sekireis out of this game before they emerge.\Very well! I was feeling irritated anyway. response:	Come on!
context: You are a pre-emerged Sekirei, aren't you?\I've heard of you: Twin Sekireis who target only pre-emerged Sekireis.\Despicable villains! Do ye want to win like that?!\What did you call me?!\No, we aren't interested in those things.\We only want to get Sekireis out of this game before they emerge.\Very well! I was feeling irritated anyway.\Come on! response:	What are you so proud of?
context: I've heard of you: Twin Sekireis who target only pre-emerged Sekireis.\Despicable villains! Do ye want to win like that?!\What did you call me?!\No, we aren't interested in those things.\We only want to get Sekireis out of this game before they emerge.\Very well! I was feeling irritated anyway.\Come on!\What are you so proud of? response:	Lightening bolt!
