context: See ya. response:	S-See you later?
context: The fact that Manaka was the first one to take the first step out of here.\Akiyoshi, Ukita, Kamon...\Kihara Tsumugu.\Kihara-kun, Kihara-kun, Kihara-kun...\Now Hii-kun won't get angry.\Kihara-kun...\If they got your DNA, it sucks to be them.\You idiot! You saw the footage! It was super cute! response:	Oh, man...
context: Akiyoshi, Ukita, Kamon...\Kihara Tsumugu.\Kihara-kun, Kihara-kun, Kihara-kun...\Now Hii-kun won't get angry.\Kihara-kun...\If they got your DNA, it sucks to be them.\You idiot! You saw the footage! It was super cute!\Oh, man... response:	H-Hey, Akari...
context: Kihara Tsumugu.\Kihara-kun, Kihara-kun, Kihara-kun...\Now Hii-kun won't get angry.\Kihara-kun...\If they got your DNA, it sucks to be them.\You idiot! You saw the footage! It was super cute!\Oh, man...\H-Hey, Akari... response:	Today, you...
context: Kihara-kun, Kihara-kun, Kihara-kun...\Now Hii-kun won't get angry.\Kihara-kun...\If they got your DNA, it sucks to be them.\You idiot! You saw the footage! It was super cute!\Oh, man...\H-Hey, Akari...\Today, you... response:	And this is our baby!
context: Now Hii-kun won't get angry.\Kihara-kun...\If they got your DNA, it sucks to be them.\You idiot! You saw the footage! It was super cute!\Oh, man...\H-Hey, Akari...\Today, you...\And this is our baby! response:	How cute!
context: Kihara-kun...\If they got your DNA, it sucks to be them.\You idiot! You saw the footage! It was super cute!\Oh, man...\H-Hey, Akari...\Today, you...\And this is our baby!\How cute! response:	Oh, how cute. Does she look more like you?
context: If they got your DNA, it sucks to be them.\You idiot! You saw the footage! It was super cute!\Oh, man...\H-Hey, Akari...\Today, you...\And this is our baby!\How cute!\Oh, how cute. Does she look more like you? response:	Aw, it's a girl... I'm envious.
context: You idiot! You saw the footage! It was super cute!\Oh, man...\H-Hey, Akari...\Today, you...\And this is our baby!\How cute!\Oh, how cute. Does she look more like you?\Aw, it's a girl... I'm envious. response:	Well, she might have her father's eyes.
context: Oh, man...\H-Hey, Akari...\Today, you...\And this is our baby!\How cute!\Oh, how cute. Does she look more like you?\Aw, it's a girl... I'm envious.\Well, she might have her father's eyes. response:	Huh?
context: H-Hey, Akari...\Today, you...\And this is our baby!\How cute!\Oh, how cute. Does she look more like you?\Aw, it's a girl... I'm envious.\Well, she might have her father's eyes.\Huh? response:	I wanted a younger sister.
context: Today, you...\And this is our baby!\How cute!\Oh, how cute. Does she look more like you?\Aw, it's a girl... I'm envious.\Well, she might have her father's eyes.\Huh?\I wanted a younger sister. response:	Lately, she started mimicking me. Did you know?
context: And this is our baby!\How cute!\Oh, how cute. Does she look more like you?\Aw, it's a girl... I'm envious.\Well, she might have her father's eyes.\Huh?\I wanted a younger sister.\Lately, she started mimicking me. Did you know? response:	I was totally bummed when you came out.
context: How cute!\Oh, how cute. Does she look more like you?\Aw, it's a girl... I'm envious.\Well, she might have her father's eyes.\Huh?\I wanted a younger sister.\Lately, she started mimicking me. Did you know?\I was totally bummed when you came out. response:	I didn't, but what does she do?
context: Oh, how cute. Does she look more like you?\Aw, it's a girl... I'm envious.\Well, she might have her father's eyes.\Huh?\I wanted a younger sister.\Lately, she started mimicking me. Did you know?\I was totally bummed when you came out.\I didn't, but what does she do? response:	What was that?!
context: Aw, it's a girl... I'm envious.\Well, she might have her father's eyes.\Huh?\I wanted a younger sister.\Lately, she started mimicking me. Did you know?\I was totally bummed when you came out.\I didn't, but what does she do?\What was that?! response:	I really am envious...
context: Well, she might have her father's eyes.\Huh?\I wanted a younger sister.\Lately, she started mimicking me. Did you know?\I was totally bummed when you came out.\I didn't, but what does she do?\What was that?!\I really am envious... response:	If I say me, she'll say me back, and if I say mo, she'll say mo.
context: Huh?\I wanted a younger sister.\Lately, she started mimicking me. Did you know?\I was totally bummed when you came out.\I didn't, but what does she do?\What was that?!\I really am envious...\If I say me, she'll say me back, and if I say mo, she'll say mo. response:	But if I say memo...
context: I wanted a younger sister.\Lately, she started mimicking me. Did you know?\I was totally bummed when you came out.\I didn't, but what does she do?\What was that?!\I really am envious...\If I say me, she'll say me back, and if I say mo, she'll say mo.\But if I say memo... response:	If you end up with someone from the surface,
context: Lately, she started mimicking me. Did you know?\I was totally bummed when you came out.\I didn't, but what does she do?\What was that?!\I really am envious...\If I say me, she'll say me back, and if I say mo, she'll say mo.\But if I say memo...\If you end up with someone from the surface, response:	you'll be banished from the village.
context: I was totally bummed when you came out.\I didn't, but what does she do?\What was that?!\I really am envious...\If I say me, she'll say me back, and if I say mo, she'll say mo.\But if I say memo...\If you end up with someone from the surface,\you'll be banished from the village. response:	Your baby will continue to grow.
context: I didn't, but what does she do?\What was that?!\I really am envious...\If I say me, she'll say me back, and if I say mo, she'll say mo.\But if I say memo...\If you end up with someone from the surface,\you'll be banished from the village.\Your baby will continue to grow. response:	It's a lot of work, but every day is a lot of fun!
context: What was that?!\I really am envious...\If I say me, she'll say me back, and if I say mo, she'll say mo.\But if I say memo...\If you end up with someone from the surface,\you'll be banished from the village.\Your baby will continue to grow.\It's a lot of work, but every day is a lot of fun! response:	Spoken like a true mother.
context: I really am envious...\If I say me, she'll say me back, and if I say mo, she'll say mo.\But if I say memo...\If you end up with someone from the surface,\you'll be banished from the village.\Your baby will continue to grow.\It's a lot of work, but every day is a lot of fun!\Spoken like a true mother. response:	What happened to the girl from Shioshishio?
context: If I say me, she'll say me back, and if I say mo, she'll say mo.\But if I say memo...\If you end up with someone from the surface,\you'll be banished from the village.\Your baby will continue to grow.\It's a lot of work, but every day is a lot of fun!\Spoken like a true mother.\What happened to the girl from Shioshishio? response:	Oh...
context: But if I say memo...\If you end up with someone from the surface,\you'll be banished from the village.\Your baby will continue to grow.\It's a lot of work, but every day is a lot of fun!\Spoken like a true mother.\What happened to the girl from Shioshishio?\Oh... response:	She's fine.
context: If you end up with someone from the surface,\you'll be banished from the village.\Your baby will continue to grow.\It's a lot of work, but every day is a lot of fun!\Spoken like a true mother.\What happened to the girl from Shioshishio?\Oh...\She's fine. response:	I see.
context: you'll be banished from the village.\Your baby will continue to grow.\It's a lot of work, but every day is a lot of fun!\Spoken like a true mother.\What happened to the girl from Shioshishio?\Oh...\She's fine.\I see. response:	A guy from the surface, huh...
context: Your baby will continue to grow.\It's a lot of work, but every day is a lot of fun!\Spoken like a true mother.\What happened to the girl from Shioshishio?\Oh...\She's fine.\I see.\A guy from the surface, huh... response:	I just... wanted to protect her.
context: It's a lot of work, but every day is a lot of fun!\Spoken like a true mother.\What happened to the girl from Shioshishio?\Oh...\She's fine.\I see.\A guy from the surface, huh...\I just... wanted to protect her. response:	I wanted to protect her like Ena does.
context: Spoken like a true mother.\What happened to the girl from Shioshishio?\Oh...\She's fine.\I see.\A guy from the surface, huh...\I just... wanted to protect her.\I wanted to protect her like Ena does. response:	I wanted to protect her from everything that could hurt her.
context: What happened to the girl from Shioshishio?\Oh...\She's fine.\I see.\A guy from the surface, huh...\I just... wanted to protect her.\I wanted to protect her like Ena does.\I wanted to protect her from everything that could hurt her. response:	And yet...
context: Oh...\She's fine.\I see.\A guy from the surface, huh...\I just... wanted to protect her.\I wanted to protect her like Ena does.\I wanted to protect her from everything that could hurt her.\And yet... response:	She wants to cast off all of that?
context: She's fine.\I see.\A guy from the surface, huh...\I just... wanted to protect her.\I wanted to protect her like Ena does.\I wanted to protect her from everything that could hurt her.\And yet...\She wants to cast off all of that? response:	Cast off everything...
context: I see.\A guy from the surface, huh...\I just... wanted to protect her.\I wanted to protect her like Ena does.\I wanted to protect her from everything that could hurt her.\And yet...\She wants to cast off all of that?\Cast off everything... response:	And go to the world outside...
context: A guy from the surface, huh...\I just... wanted to protect her.\I wanted to protect her like Ena does.\I wanted to protect her from everything that could hurt her.\And yet...\She wants to cast off all of that?\Cast off everything...\And go to the world outside... response:	I wonder how big the kimono should be.
context: I just... wanted to protect her.\I wanted to protect her like Ena does.\I wanted to protect her from everything that could hurt her.\And yet...\She wants to cast off all of that?\Cast off everything...\And go to the world outside...\I wonder how big the kimono should be. response:	Oh, um...
context: I wanted to protect her like Ena does.\I wanted to protect her from everything that could hurt her.\And yet...\She wants to cast off all of that?\Cast off everything...\And go to the world outside...\I wonder how big the kimono should be.\Oh, um... response:	Tsumu
context: I wanted to protect her from everything that could hurt her.\And yet...\She wants to cast off all of that?\Cast off everything...\And go to the world outside...\I wonder how big the kimono should be.\Oh, um...\Tsumu response:	Kihara-kun!
context: And yet...\She wants to cast off all of that?\Cast off everything...\And go to the world outside...\I wonder how big the kimono should be.\Oh, um...\Tsumu\Kihara-kun! response:	What's up?
context: She wants to cast off all of that?\Cast off everything...\And go to the world outside...\I wonder how big the kimono should be.\Oh, um...\Tsumu\Kihara-kun!\What's up? response:	U-Um...
context: Cast off everything...\And go to the world outside...\I wonder how big the kimono should be.\Oh, um...\Tsumu\Kihara-kun!\What's up?\U-Um... response:	We were wondering how wide the Ojoushi-sama is around the waist.
context: And go to the world outside...\I wonder how big the kimono should be.\Oh, um...\Tsumu\Kihara-kun!\What's up?\U-Um...\We were wondering how wide the Ojoushi-sama is around the waist. response:	One sec.
context: I wonder how big the kimono should be.\Oh, um...\Tsumu\Kihara-kun!\What's up?\U-Um...\We were wondering how wide the Ojoushi-sama is around the waist.\One sec. response:	I wonder why it still sounds pervy...
context: Oh, um...\Tsumu\Kihara-kun!\What's up?\U-Um...\We were wondering how wide the Ojoushi-sama is around the waist.\One sec.\I wonder why it still sounds pervy... response:	even when I use his last name.
context: Tsumu\Kihara-kun!\What's up?\U-Um...\We were wondering how wide the Ojoushi-sama is around the waist.\One sec.\I wonder why it still sounds pervy...\even when I use his last name. response:	Oh... It's n-nothing.
context: Kihara-kun!\What's up?\U-Um...\We were wondering how wide the Ojoushi-sama is around the waist.\One sec.\I wonder why it still sounds pervy...\even when I use his last name.\Oh... It's n-nothing. response:	How's he doing today?
context: What's up?\U-Um...\We were wondering how wide the Ojoushi-sama is around the waist.\One sec.\I wonder why it still sounds pervy...\even when I use his last name.\Oh... It's n-nothing.\How's he doing today? response:	He... seems to be sleeping today.
context: U-Um...\We were wondering how wide the Ojoushi-sama is around the waist.\One sec.\I wonder why it still sounds pervy...\even when I use his last name.\Oh... It's n-nothing.\How's he doing today?\He... seems to be sleeping today. response:	I see.
context: We were wondering how wide the Ojoushi-sama is around the waist.\One sec.\I wonder why it still sounds pervy...\even when I use his last name.\Oh... It's n-nothing.\How's he doing today?\He... seems to be sleeping today.\I see. response:	65 centimeters.
context: One sec.\I wonder why it still sounds pervy...\even when I use his last name.\Oh... It's n-nothing.\How's he doing today?\He... seems to be sleeping today.\I see.\65 centimeters. response:	Th-Thanks.
context: I wonder why it still sounds pervy...\even when I use his last name.\Oh... It's n-nothing.\How's he doing today?\He... seems to be sleeping today.\I see.\65 centimeters.\Th-Thanks. response:	So Manaka really does...
context: even when I use his last name.\Oh... It's n-nothing.\How's he doing today?\He... seems to be sleeping today.\I see.\65 centimeters.\Th-Thanks.\So Manaka really does... response:	Not to mention,
context: Oh... It's n-nothing.\How's he doing today?\He... seems to be sleeping today.\I see.\65 centimeters.\Th-Thanks.\So Manaka really does...\Not to mention, response:	if Manaka were to disappear,
context: How's he doing today?\He... seems to be sleeping today.\I see.\65 centimeters.\Th-Thanks.\So Manaka really does...\Not to mention,\if Manaka were to disappear, response:	the one next to Hikari would be you.
context: He... seems to be sleeping today.\I see.\65 centimeters.\Th-Thanks.\So Manaka really does...\Not to mention,\if Manaka were to disappear,\the one next to Hikari would be you. response:	I'm awful... What am I thinking?
context: I see.\65 centimeters.\Th-Thanks.\So Manaka really does...\Not to mention,\if Manaka were to disappear,\the one next to Hikari would be you.\I'm awful... What am I thinking? response:	This is...
context: 65 centimeters.\Th-Thanks.\So Manaka really does...\Not to mention,\if Manaka were to disappear,\the one next to Hikari would be you.\I'm awful... What am I thinking?\This is... response:	They apparently used to keep carp there.
context: Th-Thanks.\So Manaka really does...\Not to mention,\if Manaka were to disappear,\the one next to Hikari would be you.\I'm awful... What am I thinking?\This is...\They apparently used to keep carp there. response:	Oh! I-I'm sorry.
context: So Manaka really does...\Not to mention,\if Manaka were to disappear,\the one next to Hikari would be you.\I'm awful... What am I thinking?\This is...\They apparently used to keep carp there.\Oh! I-I'm sorry. response:	There was still garbage.
context: Not to mention,\if Manaka were to disappear,\the one next to Hikari would be you.\I'm awful... What am I thinking?\This is...\They apparently used to keep carp there.\Oh! I-I'm sorry.\There was still garbage. response:	It's a little small for four people to get in.
context: if Manaka were to disappear,\the one next to Hikari would be you.\I'm awful... What am I thinking?\This is...\They apparently used to keep carp there.\Oh! I-I'm sorry.\There was still garbage.\It's a little small for four people to get in. response:	Four people?
context: the one next to Hikari would be you.\I'm awful... What am I thinking?\This is...\They apparently used to keep carp there.\Oh! I-I'm sorry.\There was still garbage.\It's a little small for four people to get in.\Four people? response:	Oh!
context: I'm awful... What am I thinking?\This is...\They apparently used to keep carp there.\Oh! I-I'm sorry.\There was still garbage.\It's a little small for four people to get in.\Four people?\Oh! response:	I'm sure it'd be annoying always having to consider the time while you work.
context: This is...\They apparently used to keep carp there.\Oh! I-I'm sorry.\There was still garbage.\It's a little small for four people to get in.\Four people?\Oh!\I'm sure it'd be annoying always having to consider the time while you work. response:	Sensei said it'd be fine to use as well.
context: They apparently used to keep carp there.\Oh! I-I'm sorry.\There was still garbage.\It's a little small for four people to get in.\Four people?\Oh!\I'm sure it'd be annoying always having to consider the time while you work.\Sensei said it'd be fine to use as well. response:	What? You're going to make a watering hole for us?
context: Oh! I-I'm sorry.\There was still garbage.\It's a little small for four people to get in.\Four people?\Oh!\I'm sure it'd be annoying always having to consider the time while you work.\Sensei said it'd be fine to use as well.\What? You're going to make a watering hole for us? response:	Would it be a bother?
context: There was still garbage.\It's a little small for four people to get in.\Four people?\Oh!\I'm sure it'd be annoying always having to consider the time while you work.\Sensei said it'd be fine to use as well.\What? You're going to make a watering hole for us?\Would it be a bother? response:	N-No! Not at all, thank you!
context: It's a little small for four people to get in.\Four people?\Oh!\I'm sure it'd be annoying always having to consider the time while you work.\Sensei said it'd be fine to use as well.\What? You're going to make a watering hole for us?\Would it be a bother?\N-No! Not at all, thank you! response:	That's good.
context: Four people?\Oh!\I'm sure it'd be annoying always having to consider the time while you work.\Sensei said it'd be fine to use as well.\What? You're going to make a watering hole for us?\Would it be a bother?\N-No! Not at all, thank you!\That's good. response:	The girl with the really round eyes...
context: Oh!\I'm sure it'd be annoying always having to consider the time while you work.\Sensei said it'd be fine to use as well.\What? You're going to make a watering hole for us?\Would it be a bother?\N-No! Not at all, thank you!\That's good.\The girl with the really round eyes... response:	You mean Manaka?
context: I'm sure it'd be annoying always having to consider the time while you work.\Sensei said it'd be fine to use as well.\What? You're going to make a watering hole for us?\Would it be a bother?\N-No! Not at all, thank you!\That's good.\The girl with the really round eyes...\You mean Manaka? response:	I hope her fish is happy about it, too.
context: Sensei said it'd be fine to use as well.\What? You're going to make a watering hole for us?\Would it be a bother?\N-No! Not at all, thank you!\That's good.\The girl with the really round eyes...\You mean Manaka?\I hope her fish is happy about it, too. response:	Fish?
context: What? You're going to make a watering hole for us?\Would it be a bother?\N-No! Not at all, thank you!\That's good.\The girl with the really round eyes...\You mean Manaka?\I hope her fish is happy about it, too.\Fish? response:	Please don't... be so kind to Manaka anymore.
context: Would it be a bother?\N-No! Not at all, thank you!\That's good.\The girl with the really round eyes...\You mean Manaka?\I hope her fish is happy about it, too.\Fish?\Please don't... be so kind to Manaka anymore. response:	Manaka has...
context: N-No! Not at all, thank you!\That's good.\The girl with the really round eyes...\You mean Manaka?\I hope her fish is happy about it, too.\Fish?\Please don't... be so kind to Manaka anymore.\Manaka has... response:	Hikari.
context: That's good.\The girl with the really round eyes...\You mean Manaka?\I hope her fish is happy about it, too.\Fish?\Please don't... be so kind to Manaka anymore.\Manaka has...\Hikari. response:	Curse me, please!
context: The girl with the really round eyes...\You mean Manaka?\I hope her fish is happy about it, too.\Fish?\Please don't... be so kind to Manaka anymore.\Manaka has...\Hikari.\Curse me, please! response:	Exactly why do you want to be cursed?
context: You mean Manaka?\I hope her fish is happy about it, too.\Fish?\Please don't... be so kind to Manaka anymore.\Manaka has...\Hikari.\Curse me, please!\Exactly why do you want to be cursed? response:	Um, w-well...
context: I hope her fish is happy about it, too.\Fish?\Please don't... be so kind to Manaka anymore.\Manaka has...\Hikari.\Curse me, please!\Exactly why do you want to be cursed?\Um, w-well... response:	because it hurts to lie.
context: Fish?\Please don't... be so kind to Manaka anymore.\Manaka has...\Hikari.\Curse me, please!\Exactly why do you want to be cursed?\Um, w-well...\because it hurts to lie. response:	Why are you lying?
context: Please don't... be so kind to Manaka anymore.\Manaka has...\Hikari.\Curse me, please!\Exactly why do you want to be cursed?\Um, w-well...\because it hurts to lie.\Why are you lying? response:	Well um...
context: Manaka has...\Hikari.\Curse me, please!\Exactly why do you want to be cursed?\Um, w-well...\because it hurts to lie.\Why are you lying?\Well um... response:	I'm not sure...
context: Hikari.\Curse me, please!\Exactly why do you want to be cursed?\Um, w-well...\because it hurts to lie.\Why are you lying?\Well um...\I'm not sure... response:	You've always had someone protecting you.
context: Curse me, please!\Exactly why do you want to be cursed?\Um, w-well...\because it hurts to lie.\Why are you lying?\Well um...\I'm not sure...\You've always had someone protecting you. response:	Hikari, Chisaki, and Kaname...
context: Exactly why do you want to be cursed?\Um, w-well...\because it hurts to lie.\Why are you lying?\Well um...\I'm not sure...\You've always had someone protecting you.\Hikari, Chisaki, and Kaname... response:	You should have just kept stumbling along behind them.
context: Um, w-well...\because it hurts to lie.\Why are you lying?\Well um...\I'm not sure...\You've always had someone protecting you.\Hikari, Chisaki, and Kaname...\You should have just kept stumbling along behind them. response:	And now you're trying to go somewhere they can't protect you...
context: because it hurts to lie.\Why are you lying?\Well um...\I'm not sure...\You've always had someone protecting you.\Hikari, Chisaki, and Kaname...\You should have just kept stumbling along behind them.\And now you're trying to go somewhere they can't protect you... response:	You may need a small lie or two to protect yourself.
context: Why are you lying?\Well um...\I'm not sure...\You've always had someone protecting you.\Hikari, Chisaki, and Kaname...\You should have just kept stumbling along behind them.\And now you're trying to go somewhere they can't protect you...\You may need a small lie or two to protect yourself. response:	Huh?
context: Well um...\I'm not sure...\You've always had someone protecting you.\Hikari, Chisaki, and Kaname...\You should have just kept stumbling along behind them.\And now you're trying to go somewhere they can't protect you...\You may need a small lie or two to protect yourself.\Huh? response:	Please don't!
context: I'm not sure...\You've always had someone protecting you.\Hikari, Chisaki, and Kaname...\You should have just kept stumbling along behind them.\And now you're trying to go somewhere they can't protect you...\You may need a small lie or two to protect yourself.\Huh?\Please don't! response:	Stop...
context: You've always had someone protecting you.\Hikari, Chisaki, and Kaname...\You should have just kept stumbling along behind them.\And now you're trying to go somewhere they can't protect you...\You may need a small lie or two to protect yourself.\Huh?\Please don't!\Stop... response:	Just get over here, Akari.
context: Hikari, Chisaki, and Kaname...\You should have just kept stumbling along behind them.\And now you're trying to go somewhere they can't protect you...\You may need a small lie or two to protect yourself.\Huh?\Please don't!\Stop...\Just get over here, Akari. response:	You're gonna have to tell us everything in front of Uroko-sama.
context: You should have just kept stumbling along behind them.\And now you're trying to go somewhere they can't protect you...\You may need a small lie or two to protect yourself.\Huh?\Please don't!\Stop...\Just get over here, Akari.\You're gonna have to tell us everything in front of Uroko-sama. response:	Let go of me! I'll tell my dad myself!
context: And now you're trying to go somewhere they can't protect you...\You may need a small lie or two to protect yourself.\Huh?\Please don't!\Stop...\Just get over here, Akari.\You're gonna have to tell us everything in front of Uroko-sama.\Let go of me! I'll tell my dad myself! response:	What's going on?!
context: You may need a small lie or two to protect yourself.\Huh?\Please don't!\Stop...\Just get over here, Akari.\You're gonna have to tell us everything in front of Uroko-sama.\Let go of me! I'll tell my dad myself!\What's going on?! response:	Akari?!
context: Huh?\Please don't!\Stop...\Just get over here, Akari.\You're gonna have to tell us everything in front of Uroko-sama.\Let go of me! I'll tell my dad myself!\What's going on?!\Akari?! response:	Oh, Hii-kun!
context: Please don't!\Stop...\Just get over here, Akari.\You're gonna have to tell us everything in front of Uroko-sama.\Let go of me! I'll tell my dad myself!\What's going on?!\Akari?!\Oh, Hii-kun! response:	This doesn't concern you two.
context: Stop...\Just get over here, Akari.\You're gonna have to tell us everything in front of Uroko-sama.\Let go of me! I'll tell my dad myself!\What's going on?!\Akari?!\Oh, Hii-kun!\This doesn't concern you two. response:	Just stay out of
context: Just get over here, Akari.\You're gonna have to tell us everything in front of Uroko-sama.\Let go of me! I'll tell my dad myself!\What's going on?!\Akari?!\Oh, Hii-kun!\This doesn't concern you two.\Just stay out of response:	Wait. It's about time they know too.
context: You're gonna have to tell us everything in front of Uroko-sama.\Let go of me! I'll tell my dad myself!\What's going on?!\Akari?!\Oh, Hii-kun!\This doesn't concern you two.\Just stay out of\Wait. It's about time they know too. response:	What?
context: Let go of me! I'll tell my dad myself!\What's going on?!\Akari?!\Oh, Hii-kun!\This doesn't concern you two.\Just stay out of\Wait. It's about time they know too.\What? response:	Just what happens when you break the rules of this village.
context: What's going on?!\Akari?!\Oh, Hii-kun!\This doesn't concern you two.\Just stay out of\Wait. It's about time they know too.\What?\Just what happens when you break the rules of this village. response:	What happens? What are you talking about?!
context: Akari?!\Oh, Hii-kun!\This doesn't concern you two.\Just stay out of\Wait. It's about time they know too.\What?\Just what happens when you break the rules of this village.\What happens? What are you talking about?! response:	What's the matter?
context: Oh, Hii-kun!\This doesn't concern you two.\Just stay out of\Wait. It's about time they know too.\What?\Just what happens when you break the rules of this village.\What happens? What are you talking about?!\What's the matter? response:	Dad...
context: This doesn't concern you two.\Just stay out of\Wait. It's about time they know too.\What?\Just what happens when you break the rules of this village.\What happens? What are you talking about?!\What's the matter?\Dad... response:	So you've come, Chief Priest.
context: Just stay out of\Wait. It's about time they know too.\What?\Just what happens when you break the rules of this village.\What happens? What are you talking about?!\What's the matter?\Dad...\So you've come, Chief Priest. response:	Akari is seeing a guy on the surface.
context: Wait. It's about time they know too.\What?\Just what happens when you break the rules of this village.\What happens? What are you talking about?!\What's the matter?\Dad...\So you've come, Chief Priest.\Akari is seeing a guy on the surface. response:	Someone saw them.
context: What?\Just what happens when you break the rules of this village.\What happens? What are you talking about?!\What's the matter?\Dad...\So you've come, Chief Priest.\Akari is seeing a guy on the surface.\Someone saw them. response:	I'd like you to leave for today.
context: Just what happens when you break the rules of this village.\What happens? What are you talking about?!\What's the matter?\Dad...\So you've come, Chief Priest.\Akari is seeing a guy on the surface.\Someone saw them.\I'd like you to leave for today. response:	Chief Priest...
context: What happens? What are you talking about?!\What's the matter?\Dad...\So you've come, Chief Priest.\Akari is seeing a guy on the surface.\Someone saw them.\I'd like you to leave for today.\Chief Priest... response:	I will talk to Akari myself.
context: What's the matter?\Dad...\So you've come, Chief Priest.\Akari is seeing a guy on the surface.\Someone saw them.\I'd like you to leave for today.\Chief Priest...\I will talk to Akari myself. response:	Chief Priest, this is a problem.
context: Dad...\So you've come, Chief Priest.\Akari is seeing a guy on the surface.\Someone saw them.\I'd like you to leave for today.\Chief Priest...\I will talk to Akari myself.\Chief Priest, this is a problem. response:	If someone from your family ends up leaving for the surface,
context: So you've come, Chief Priest.\Akari is seeing a guy on the surface.\Someone saw them.\I'd like you to leave for today.\Chief Priest...\I will talk to Akari myself.\Chief Priest, this is a problem.\If someone from your family ends up leaving for the surface, response:	it's going to look really bad.
context: Akari is seeing a guy on the surface.\Someone saw them.\I'd like you to leave for today.\Chief Priest...\I will talk to Akari myself.\Chief Priest, this is a problem.\If someone from your family ends up leaving for the surface,\it's going to look really bad. response:	Yes, I know that.
context: Someone saw them.\I'd like you to leave for today.\Chief Priest...\I will talk to Akari myself.\Chief Priest, this is a problem.\If someone from your family ends up leaving for the surface,\it's going to look really bad.\Yes, I know that. response:	You guys, leave.
context: I'd like you to leave for today.\Chief Priest...\I will talk to Akari myself.\Chief Priest, this is a problem.\If someone from your family ends up leaving for the surface,\it's going to look really bad.\Yes, I know that.\You guys, leave. response:	Huh? B-But...
context: Chief Priest...\I will talk to Akari myself.\Chief Priest, this is a problem.\If someone from your family ends up leaving for the surface,\it's going to look really bad.\Yes, I know that.\You guys, leave.\Huh? B-But... response:	Akari...
context: I will talk to Akari myself.\Chief Priest, this is a problem.\If someone from your family ends up leaving for the surface,\it's going to look really bad.\Yes, I know that.\You guys, leave.\Huh? B-But...\Akari... response:	You're so cute.
context: Chief Priest, this is a problem.\If someone from your family ends up leaving for the surface,\it's going to look really bad.\Yes, I know that.\You guys, leave.\Huh? B-But...\Akari...\You're so cute. response:	You've got horrible taste in guys!
context: If someone from your family ends up leaving for the surface,\it's going to look really bad.\Yes, I know that.\You guys, leave.\Huh? B-But...\Akari...\You're so cute.\You've got horrible taste in guys! response:	You can say that again.
context: it's going to look really bad.\Yes, I know that.\You guys, leave.\Huh? B-But...\Akari...\You're so cute.\You've got horrible taste in guys!\You can say that again. response:	Did you just fart, Uroko-sama?
context: Yes, I know that.\You guys, leave.\Huh? B-But...\Akari...\You're so cute.\You've got horrible taste in guys!\You can say that again.\Did you just fart, Uroko-sama? response:	Akari's crying because of you!
context: You guys, leave.\Huh? B-But...\Akari...\You're so cute.\You've got horrible taste in guys!\You can say that again.\Did you just fart, Uroko-sama?\Akari's crying because of you! response:	Episode 3: The Legend of the Sea
context: Huh? B-But...\Akari...\You're so cute.\You've got horrible taste in guys!\You can say that again.\Did you just fart, Uroko-sama?\Akari's crying because of you!\Episode 3: The Legend of the Sea response:	A storm's coming.
