context: What's that? response:	A tatami?
context: since he wasn't able to forget about her.\Impassionate is a decorative word for gods that implies great force.\The red river can be interpreted as an autumn scene or a suicide,\but I believe that the crimson leaves represent a love that never faded.\the red that is the Tatsuta River\When you look at it that way, the card with its black letters\becomes deep red, don't you think?\Incredible... response:	Huh?
context: Impassionate is a decorative word for gods that implies great force.\The red river can be interpreted as an autumn scene or a suicide,\but I believe that the crimson leaves represent a love that never faded.\the red that is the Tatsuta River\When you look at it that way, the card with its black letters\becomes deep red, don't you think?\Incredible...\Huh? response:	Incredible!
context: The red river can be interpreted as an autumn scene or a suicide,\but I believe that the crimson leaves represent a love that never faded.\the red that is the Tatsuta River\When you look at it that way, the card with its black letters\becomes deep red, don't you think?\Incredible...\Huh?\Incredible! response:	Incredible!
context: but I believe that the crimson leaves represent a love that never faded.\the red that is the Tatsuta River\When you look at it that way, the card with its black letters\becomes deep red, don't you think?\Incredible...\Huh?\Incredible!\Incredible! response:	Incredible! Incredible! Incredible!
context: the red that is the Tatsuta River\When you look at it that way, the card with its black letters\becomes deep red, don't you think?\Incredible...\Huh?\Incredible!\Incredible!\Incredible! Incredible! Incredible! response:	Teach me more, Kana-chan!
context: When you look at it that way, the card with its black letters\becomes deep red, don't you think?\Incredible...\Huh?\Incredible!\Incredible!\Incredible! Incredible! Incredible!\Teach me more, Kana-chan! response:	Huh?
context: becomes deep red, don't you think?\Incredible...\Huh?\Incredible!\Incredible!\Incredible! Incredible! Incredible!\Teach me more, Kana-chan!\Huh? response:	Starting from The Autumn Paddy!
context: Incredible...\Huh?\Incredible!\Incredible!\Incredible! Incredible! Incredible!\Teach me more, Kana-chan!\Huh?\Starting from The Autumn Paddy! response:	Huh?
context: Huh?\Incredible!\Incredible!\Incredible! Incredible! Incredible!\Teach me more, Kana-chan!\Huh?\Starting from The Autumn Paddy!\Huh? response:	All one hundred poems?
context: Incredible!\Incredible!\Incredible! Incredible! Incredible!\Teach me more, Kana-chan!\Huh?\Starting from The Autumn Paddy!\Huh?\All one hundred poems? response:	Uh-huh!
context: Incredible!\Incredible! Incredible! Incredible!\Teach me more, Kana-chan!\Huh?\Starting from The Autumn Paddy!\Huh?\All one hundred poems?\Uh-huh! response:	This poem is supposed to have been written by Emperor Tenji.
context: Incredible! Incredible! Incredible!\Teach me more, Kana-chan!\Huh?\Starting from The Autumn Paddy!\Huh?\All one hundred poems?\Uh-huh!\This poem is supposed to have been written by Emperor Tenji. response:	Huh? It wasn't?
context: Teach me more, Kana-chan!\Huh?\Starting from The Autumn Paddy!\Huh?\All one hundred poems?\Uh-huh!\This poem is supposed to have been written by Emperor Tenji.\Huh? It wasn't? response:	Yes, it's believed that this was
context: Huh?\Starting from The Autumn Paddy!\Huh?\All one hundred poems?\Uh-huh!\This poem is supposed to have been written by Emperor Tenji.\Huh? It wasn't?\Yes, it's believed that this was response:	edited from an anonymous poem
context: Starting from The Autumn Paddy!\Huh?\All one hundred poems?\Uh-huh!\This poem is supposed to have been written by Emperor Tenji.\Huh? It wasn't?\Yes, it's believed that this was\edited from an anonymous poem response:	in the Collection of Ten Thousand Leaves.
context: Huh?\All one hundred poems?\Uh-huh!\This poem is supposed to have been written by Emperor Tenji.\Huh? It wasn't?\Yes, it's believed that this was\edited from an anonymous poem\in the Collection of Ten Thousand Leaves. response:	Oh...
context: All one hundred poems?\Uh-huh!\This poem is supposed to have been written by Emperor Tenji.\Huh? It wasn't?\Yes, it's believed that this was\edited from an anonymous poem\in the Collection of Ten Thousand Leaves.\Oh... response:	Fujiwara no Teika, the person who compiled the Hundred Poets,
context: Uh-huh!\This poem is supposed to have been written by Emperor Tenji.\Huh? It wasn't?\Yes, it's believed that this was\edited from an anonymous poem\in the Collection of Ten Thousand Leaves.\Oh...\Fujiwara no Teika, the person who compiled the Hundred Poets, response:	would have known that...
context: This poem is supposed to have been written by Emperor Tenji.\Huh? It wasn't?\Yes, it's believed that this was\edited from an anonymous poem\in the Collection of Ten Thousand Leaves.\Oh...\Fujiwara no Teika, the person who compiled the Hundred Poets,\would have known that... response:	The autumn paddy shacks have rough thatching
context: Huh? It wasn't?\Yes, it's believed that this was\edited from an anonymous poem\in the Collection of Ten Thousand Leaves.\Oh...\Fujiwara no Teika, the person who compiled the Hundred Poets,\would have known that...\The autumn paddy shacks have rough thatching response:	as my sleeves are wet with dew
context: Yes, it's believed that this was\edited from an anonymous poem\in the Collection of Ten Thousand Leaves.\Oh...\Fujiwara no Teika, the person who compiled the Hundred Poets,\would have known that...\The autumn paddy shacks have rough thatching\as my sleeves are wet with dew response:	A paddy shack is a small cabin for farmers.
context: edited from an anonymous poem\in the Collection of Ten Thousand Leaves.\Oh...\Fujiwara no Teika, the person who compiled the Hundred Poets,\would have known that...\The autumn paddy shacks have rough thatching\as my sleeves are wet with dew\A paddy shack is a small cabin for farmers. response:	When the farmers rest under the rough roof of sedge and straw,
context: in the Collection of Ten Thousand Leaves.\Oh...\Fujiwara no Teika, the person who compiled the Hundred Poets,\would have known that...\The autumn paddy shacks have rough thatching\as my sleeves are wet with dew\A paddy shack is a small cabin for farmers.\When the farmers rest under the rough roof of sedge and straw, response:	they wake up to discover that their sleeves are wet with dew.
context: Oh...\Fujiwara no Teika, the person who compiled the Hundred Poets,\would have known that...\The autumn paddy shacks have rough thatching\as my sleeves are wet with dew\A paddy shack is a small cabin for farmers.\When the farmers rest under the rough roof of sedge and straw,\they wake up to discover that their sleeves are wet with dew. response:	So Fujiwara no Teika may have started with this poem
context: Fujiwara no Teika, the person who compiled the Hundred Poets,\would have known that...\The autumn paddy shacks have rough thatching\as my sleeves are wet with dew\A paddy shack is a small cabin for farmers.\When the farmers rest under the rough roof of sedge and straw,\they wake up to discover that their sleeves are wet with dew.\So Fujiwara no Teika may have started with this poem response:	to convey the idea of an ideal emperor
context: would have known that...\The autumn paddy shacks have rough thatching\as my sleeves are wet with dew\A paddy shack is a small cabin for farmers.\When the farmers rest under the rough roof of sedge and straw,\they wake up to discover that their sleeves are wet with dew.\So Fujiwara no Teika may have started with this poem\to convey the idea of an ideal emperor response:	who understood the hard work of the farmers.
context: The autumn paddy shacks have rough thatching\as my sleeves are wet with dew\A paddy shack is a small cabin for farmers.\When the farmers rest under the rough roof of sedge and straw,\they wake up to discover that their sleeves are wet with dew.\So Fujiwara no Teika may have started with this poem\to convey the idea of an ideal emperor\who understood the hard work of the farmers. response:	Oh...
context: as my sleeves are wet with dew\A paddy shack is a small cabin for farmers.\When the farmers rest under the rough roof of sedge and straw,\they wake up to discover that their sleeves are wet with dew.\So Fujiwara no Teika may have started with this poem\to convey the idea of an ideal emperor\who understood the hard work of the farmers.\Oh... response:	Next one!
context: A paddy shack is a small cabin for farmers.\When the farmers rest under the rough roof of sedge and straw,\they wake up to discover that their sleeves are wet with dew.\So Fujiwara no Teika may have started with this poem\to convey the idea of an ideal emperor\who understood the hard work of the farmers.\Oh...\Next one! response:	So spring ends please!
context: When the farmers rest under the rough roof of sedge and straw,\they wake up to discover that their sleeves are wet with dew.\So Fujiwara no Teika may have started with this poem\to convey the idea of an ideal emperor\who understood the hard work of the farmers.\Oh...\Next one!\So spring ends please! response:	In the past, when people unpacked their winter clothes,
context: they wake up to discover that their sleeves are wet with dew.\So Fujiwara no Teika may have started with this poem\to convey the idea of an ideal emperor\who understood the hard work of the farmers.\Oh...\Next one!\So spring ends please!\In the past, when people unpacked their winter clothes, response:	they would hang their summer clothes out to dry.
context: So Fujiwara no Teika may have started with this poem\to convey the idea of an ideal emperor\who understood the hard work of the farmers.\Oh...\Next one!\So spring ends please!\In the past, when people unpacked their winter clothes,\they would hang their summer clothes out to dry. response:	The green mountains and white clothes...
context: to convey the idea of an ideal emperor\who understood the hard work of the farmers.\Oh...\Next one!\So spring ends please!\In the past, when people unpacked their winter clothes,\they would hang their summer clothes out to dry.\The green mountains and white clothes... response:	There is only a brief pause between the verses...
context: who understood the hard work of the farmers.\Oh...\Next one!\So spring ends please!\In the past, when people unpacked their winter clothes,\they would hang their summer clothes out to dry.\The green mountains and white clothes...\There is only a brief pause between the verses... response:	As the slightest breeze will make the slender bamboo shake...
context: Oh...\Next one!\So spring ends please!\In the past, when people unpacked their winter clothes,\they would hang their summer clothes out to dry.\The green mountains and white clothes...\There is only a brief pause between the verses...\As the slightest breeze will make the slender bamboo shake... response:	Mugwort was used for moxibustion.
context: Next one!\So spring ends please!\In the past, when people unpacked their winter clothes,\they would hang their summer clothes out to dry.\The green mountains and white clothes...\There is only a brief pause between the verses...\As the slightest breeze will make the slender bamboo shake...\Mugwort was used for moxibustion. response:	Oh! Hence the burning feelings part!
context: So spring ends please!\In the past, when people unpacked their winter clothes,\they would hang their summer clothes out to dry.\The green mountains and white clothes...\There is only a brief pause between the verses...\As the slightest breeze will make the slender bamboo shake...\Mugwort was used for moxibustion.\Oh! Hence the burning feelings part! response:	When I must hide mugwort = moxibustion
context: In the past, when people unpacked their winter clothes,\they would hang their summer clothes out to dry.\The green mountains and white clothes...\There is only a brief pause between the verses...\As the slightest breeze will make the slender bamboo shake...\Mugwort was used for moxibustion.\Oh! Hence the burning feelings part!\When I must hide mugwort = moxibustion response:	I never knew...
context: they would hang their summer clothes out to dry.\The green mountains and white clothes...\There is only a brief pause between the verses...\As the slightest breeze will make the slender bamboo shake...\Mugwort was used for moxibustion.\Oh! Hence the burning feelings part!\When I must hide mugwort = moxibustion\I never knew... response:	The false rooster's crow is an expression from
context: The green mountains and white clothes...\There is only a brief pause between the verses...\As the slightest breeze will make the slender bamboo shake...\Mugwort was used for moxibustion.\Oh! Hence the burning feelings part!\When I must hide mugwort = moxibustion\I never knew...\The false rooster's crow is an expression from response:	I never knew!
context: There is only a brief pause between the verses...\As the slightest breeze will make the slender bamboo shake...\Mugwort was used for moxibustion.\Oh! Hence the burning feelings part!\When I must hide mugwort = moxibustion\I never knew...\The false rooster's crow is an expression from\I never knew! response:	the Records of the Grand Historian.
context: As the slightest breeze will make the slender bamboo shake...\Mugwort was used for moxibustion.\Oh! Hence the burning feelings part!\When I must hide mugwort = moxibustion\I never knew...\The false rooster's crow is an expression from\I never knew!\the Records of the Grand Historian. response:	Here, shadow actually means light. So the moonlight is...
context: Mugwort was used for moxibustion.\Oh! Hence the burning feelings part!\When I must hide mugwort = moxibustion\I never knew...\The false rooster's crow is an expression from\I never knew!\the Records of the Grand Historian.\Here, shadow actually means light. So the moonlight is... response:	There is a rich and colorful world behind each card!
context: Oh! Hence the burning feelings part!\When I must hide mugwort = moxibustion\I never knew...\The false rooster's crow is an expression from\I never knew!\the Records of the Grand Historian.\Here, shadow actually means light. So the moonlight is...\There is a rich and colorful world behind each card! response:	Here, the autumn scenery is green instead of red,
context: When I must hide mugwort = moxibustion\I never knew...\The false rooster's crow is an expression from\I never knew!\the Records of the Grand Historian.\Here, shadow actually means light. So the moonlight is...\There is a rich and colorful world behind each card!\Here, the autumn scenery is green instead of red, response:	which means these are evergreens...
context: I never knew...\The false rooster's crow is an expression from\I never knew!\the Records of the Grand Historian.\Here, shadow actually means light. So the moonlight is...\There is a rich and colorful world behind each card!\Here, the autumn scenery is green instead of red,\which means these are evergreens... response:	I never knew!
context: The false rooster's crow is an expression from\I never knew!\the Records of the Grand Historian.\Here, shadow actually means light. So the moonlight is...\There is a rich and colorful world behind each card!\Here, the autumn scenery is green instead of red,\which means these are evergreens...\I never knew! response:	I had no idea!
context: I never knew!\the Records of the Grand Historian.\Here, shadow actually means light. So the moonlight is...\There is a rich and colorful world behind each card!\Here, the autumn scenery is green instead of red,\which means these are evergreens...\I never knew!\I had no idea! response:	Yamamori Masao Higashiyama Culture and Modern Japan
context: the Records of the Grand Historian.\Here, shadow actually means light. So the moonlight is...\There is a rich and colorful world behind each card!\Here, the autumn scenery is green instead of red,\which means these are evergreens...\I never knew!\I had no idea!\Yamamori Masao Higashiyama Culture and Modern Japan response:	Yamamori Masao Higashiyama Culture and Modern Japan
context: Here, shadow actually means light. So the moonlight is...\There is a rich and colorful world behind each card!\Here, the autumn scenery is green instead of red,\which means these are evergreens...\I never knew!\I had no idea!\Yamamori Masao Higashiyama Culture and Modern Japan\Yamamori Masao Higashiyama Culture and Modern Japan response:	She's always reading old books by herself.
context: There is a rich and colorful world behind each card!\Here, the autumn scenery is green instead of red,\which means these are evergreens...\I never knew!\I had no idea!\Yamamori Masao Higashiyama Culture and Modern Japan\Yamamori Masao Higashiyama Culture and Modern Japan\She's always reading old books by herself. response:	A classical literature geek?
context: Here, the autumn scenery is green instead of red,\which means these are evergreens...\I never knew!\I had no idea!\Yamamori Masao Higashiyama Culture and Modern Japan\Yamamori Masao Higashiyama Culture and Modern Japan\She's always reading old books by herself.\A classical literature geek? response:	She was born in the wrong age.
context: which means these are evergreens...\I never knew!\I had no idea!\Yamamori Masao Higashiyama Culture and Modern Japan\Yamamori Masao Higashiyama Culture and Modern Japan\She's always reading old books by herself.\A classical literature geek?\She was born in the wrong age. response:	Explanation for Ogura Hundred Poets
context: I never knew!\I had no idea!\Yamamori Masao Higashiyama Culture and Modern Japan\Yamamori Masao Higashiyama Culture and Modern Japan\She's always reading old books by herself.\A classical literature geek?\She was born in the wrong age.\Explanation for Ogura Hundred Poets response:	Teach me, Kana-chan!
context: I had no idea!\Yamamori Masao Higashiyama Culture and Modern Japan\Yamamori Masao Higashiyama Culture and Modern Japan\She's always reading old books by herself.\A classical literature geek?\She was born in the wrong age.\Explanation for Ogura Hundred Poets\Teach me, Kana-chan! response:	Teach me more!
context: Yamamori Masao Higashiyama Culture and Modern Japan\Yamamori Masao Higashiyama Culture and Modern Japan\She's always reading old books by herself.\A classical literature geek?\She was born in the wrong age.\Explanation for Ogura Hundred Poets\Teach me, Kana-chan!\Teach me more! response:	Naniwa Bay, now the flower blooms, but for winter
context: Yamamori Masao Higashiyama Culture and Modern Japan\She's always reading old books by herself.\A classical literature geek?\She was born in the wrong age.\Explanation for Ogura Hundred Poets\Teach me, Kana-chan!\Teach me more!\Naniwa Bay, now the flower blooms, but for winter response:	Here comes spring, now the flower blooms
context: She's always reading old books by herself.\A classical literature geek?\She was born in the wrong age.\Explanation for Ogura Hundred Poets\Teach me, Kana-chan!\Teach me more!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms response:	Like the sound of someone knocking on my door...
context: A classical literature geek?\She was born in the wrong age.\Explanation for Ogura Hundred Poets\Teach me, Kana-chan!\Teach me more!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Like the sound of someone knocking on my door... response:	The night was young...
context: She was born in the wrong age.\Explanation for Ogura Hundred Poets\Teach me, Kana-chan!\Teach me more!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Like the sound of someone knocking on my door...\The night was young... response:	Though I prayed
context: Explanation for Ogura Hundred Poets\Teach me, Kana-chan!\Teach me more!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Like the sound of someone knocking on my door...\The night was young...\Though I prayed response:	Before, I only recognized the cards by sound...
context: Teach me, Kana-chan!\Teach me more!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Like the sound of someone knocking on my door...\The night was young...\Though I prayed\Before, I only recognized the cards by sound... response:	but you can also recognize them by their meaning!
context: Teach me more!\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Like the sound of someone knocking on my door...\The night was young...\Though I prayed\Before, I only recognized the cards by sound...\but you can also recognize them by their meaning! response:	Look!
context: Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Like the sound of someone knocking on my door...\The night was young...\Though I prayed\Before, I only recognized the cards by sound...\but you can also recognize them by their meaning!\Look! response:	Every card is a different color!
context: Here comes spring, now the flower blooms\Like the sound of someone knocking on my door...\The night was young...\Though I prayed\Before, I only recognized the cards by sound...\but you can also recognize them by their meaning!\Look!\Every card is a different color! response:	I win!
context: Like the sound of someone knocking on my door...\The night was young...\Though I prayed\Before, I only recognized the cards by sound...\but you can also recognize them by their meaning!\Look!\Every card is a different color!\I win! response:	Oh, man...
context: The night was young...\Though I prayed\Before, I only recognized the cards by sound...\but you can also recognize them by their meaning!\Look!\Every card is a different color!\I win!\Oh, man... response:	You're on a roll today.
context: Though I prayed\Before, I only recognized the cards by sound...\but you can also recognize them by their meaning!\Look!\Every card is a different color!\I win!\Oh, man...\You're on a roll today. response:	Have you been doing drills or something?
context: Before, I only recognized the cards by sound...\but you can also recognize them by their meaning!\Look!\Every card is a different color!\I win!\Oh, man...\You're on a roll today.\Have you been doing drills or something? response:	Kana-chan.
context: but you can also recognize them by their meaning!\Look!\Every card is a different color!\I win!\Oh, man...\You're on a roll today.\Have you been doing drills or something?\Kana-chan. response:	The person who taught me karuta
context: Look!\Every card is a different color!\I win!\Oh, man...\You're on a roll today.\Have you been doing drills or something?\Kana-chan.\The person who taught me karuta response:	said that I should become friends with the cards.
context: Every card is a different color!\I win!\Oh, man...\You're on a roll today.\Have you been doing drills or something?\Kana-chan.\The person who taught me karuta\said that I should become friends with the cards. response:	You're already friends with all one hundred cards.
context: I win!\Oh, man...\You're on a roll today.\Have you been doing drills or something?\Kana-chan.\The person who taught me karuta\said that I should become friends with the cards.\You're already friends with all one hundred cards. response:	You can become strong.
context: Oh, man...\You're on a roll today.\Have you been doing drills or something?\Kana-chan.\The person who taught me karuta\said that I should become friends with the cards.\You're already friends with all one hundred cards.\You can become strong. response:	O-On one condition...
context: You're on a roll today.\Have you been doing drills or something?\Kana-chan.\The person who taught me karuta\said that I should become friends with the cards.\You're already friends with all one hundred cards.\You can become strong.\O-On one condition... response:	Okay! Relax and smile!
context: Have you been doing drills or something?\Kana-chan.\The person who taught me karuta\said that I should become friends with the cards.\You're already friends with all one hundred cards.\You can become strong.\O-On one condition...\Okay! Relax and smile! response:	P-Promise?
context: Kana-chan.\The person who taught me karuta\said that I should become friends with the cards.\You're already friends with all one hundred cards.\You can become strong.\O-On one condition...\Okay! Relax and smile!\P-Promise? response:	Promise that you'll join the karuta club?
context: The person who taught me karuta\said that I should become friends with the cards.\You're already friends with all one hundred cards.\You can become strong.\O-On one condition...\Okay! Relax and smile!\P-Promise?\Promise that you'll join the karuta club? response:	No changing your mind!
context: said that I should become friends with the cards.\You're already friends with all one hundred cards.\You can become strong.\O-On one condition...\Okay! Relax and smile!\P-Promise?\Promise that you'll join the karuta club?\No changing your mind! response:	And during matches, we all have to wear hakama.
context: You're already friends with all one hundred cards.\You can become strong.\O-On one condition...\Okay! Relax and smile!\P-Promise?\Promise that you'll join the karuta club?\No changing your mind!\And during matches, we all have to wear hakama. response:	Wh-What if we don't have one?
context: You can become strong.\O-On one condition...\Okay! Relax and smile!\P-Promise?\Promise that you'll join the karuta club?\No changing your mind!\And during matches, we all have to wear hakama.\Wh-What if we don't have one? response:	We can rent them.
context: O-On one condition...\Okay! Relax and smile!\P-Promise?\Promise that you'll join the karuta club?\No changing your mind!\And during matches, we all have to wear hakama.\Wh-What if we don't have one?\We can rent them. response:	Wait, stop!
context: Okay! Relax and smile!\P-Promise?\Promise that you'll join the karuta club?\No changing your mind!\And during matches, we all have to wear hakama.\Wh-What if we don't have one?\We can rent them.\Wait, stop! response:	But why were you trying so hard to recruit me?
context: P-Promise?\Promise that you'll join the karuta club?\No changing your mind!\And during matches, we all have to wear hakama.\Wh-What if we don't have one?\We can rent them.\Wait, stop!\But why were you trying so hard to recruit me? response:	You don't need other people to play karuta.
context: Promise that you'll join the karuta club?\No changing your mind!\And during matches, we all have to wear hakama.\Wh-What if we don't have one?\We can rent them.\Wait, stop!\But why were you trying so hard to recruit me?\You don't need other people to play karuta. response:	Well, I guess we can practice.
context: No changing your mind!\And during matches, we all have to wear hakama.\Wh-What if we don't have one?\We can rent them.\Wait, stop!\But why were you trying so hard to recruit me?\You don't need other people to play karuta.\Well, I guess we can practice. response:	We can start with how to place the cards...
context: And during matches, we all have to wear hakama.\Wh-What if we don't have one?\We can rent them.\Wait, stop!\But why were you trying so hard to recruit me?\You don't need other people to play karuta.\Well, I guess we can practice.\We can start with how to place the cards... response:	First, can we do something about this room?
context: Wh-What if we don't have one?\We can rent them.\Wait, stop!\But why were you trying so hard to recruit me?\You don't need other people to play karuta.\Well, I guess we can practice.\We can start with how to place the cards...\First, can we do something about this room? response:	Huh?
context: We can rent them.\Wait, stop!\But why were you trying so hard to recruit me?\You don't need other people to play karuta.\Well, I guess we can practice.\We can start with how to place the cards...\First, can we do something about this room?\Huh? response:	A house left to the weeds...
context: Wait, stop!\But why were you trying so hard to recruit me?\You don't need other people to play karuta.\Well, I guess we can practice.\We can start with how to place the cards...\First, can we do something about this room?\Huh?\A house left to the weeds... response:	As I said the other day,
context: But why were you trying so hard to recruit me?\You don't need other people to play karuta.\Well, I guess we can practice.\We can start with how to place the cards...\First, can we do something about this room?\Huh?\A house left to the weeds...\As I said the other day, response:	only members of the imperial court dabble in poetry.
context: You don't need other people to play karuta.\Well, I guess we can practice.\We can start with how to place the cards...\First, can we do something about this room?\Huh?\A house left to the weeds...\As I said the other day,\only members of the imperial court dabble in poetry. response:	This dusty room is not appropriate for-
context: Well, I guess we can practice.\We can start with how to place the cards...\First, can we do something about this room?\Huh?\A house left to the weeds...\As I said the other day,\only members of the imperial court dabble in poetry.\This dusty room is not appropriate for- response:	Okay, let's!
context: We can start with how to place the cards...\First, can we do something about this room?\Huh?\A house left to the weeds...\As I said the other day,\only members of the imperial court dabble in poetry.\This dusty room is not appropriate for-\Okay, let's! response:	Can't we just keep the tatami mats clean?
context: First, can we do something about this room?\Huh?\A house left to the weeds...\As I said the other day,\only members of the imperial court dabble in poetry.\This dusty room is not appropriate for-\Okay, let's!\Can't we just keep the tatami mats clean? response:	Okay, let's go borrow the cleaning stuff.
context: Huh?\A house left to the weeds...\As I said the other day,\only members of the imperial court dabble in poetry.\This dusty room is not appropriate for-\Okay, let's!\Can't we just keep the tatami mats clean?\Okay, let's go borrow the cleaning stuff. response:	Yes!
context: A house left to the weeds...\As I said the other day,\only members of the imperial court dabble in poetry.\This dusty room is not appropriate for-\Okay, let's!\Can't we just keep the tatami mats clean?\Okay, let's go borrow the cleaning stuff.\Yes! response:	Come on! Hurry up, Taichi!
context: As I said the other day,\only members of the imperial court dabble in poetry.\This dusty room is not appropriate for-\Okay, let's!\Can't we just keep the tatami mats clean?\Okay, let's go borrow the cleaning stuff.\Yes!\Come on! Hurry up, Taichi! response:	Yeah, yeah...
context: only members of the imperial court dabble in poetry.\This dusty room is not appropriate for-\Okay, let's!\Can't we just keep the tatami mats clean?\Okay, let's go borrow the cleaning stuff.\Yes!\Come on! Hurry up, Taichi!\Yeah, yeah... response:	I want to play karuta with Arata again.
context: This dusty room is not appropriate for-\Okay, let's!\Can't we just keep the tatami mats clean?\Okay, let's go borrow the cleaning stuff.\Yes!\Come on! Hurry up, Taichi!\Yeah, yeah...\I want to play karuta with Arata again. response:	I want him to know that karuta is fun...
context: Okay, let's!\Can't we just keep the tatami mats clean?\Okay, let's go borrow the cleaning stuff.\Yes!\Come on! Hurry up, Taichi!\Yeah, yeah...\I want to play karuta with Arata again.\I want him to know that karuta is fun... response:	That it's fun when you're with friends.
context: Can't we just keep the tatami mats clean?\Okay, let's go borrow the cleaning stuff.\Yes!\Come on! Hurry up, Taichi!\Yeah, yeah...\I want to play karuta with Arata again.\I want him to know that karuta is fun...\That it's fun when you're with friends. response:	Then we'll start with how to place the cards.
context: Okay, let's go borrow the cleaning stuff.\Yes!\Come on! Hurry up, Taichi!\Yeah, yeah...\I want to play karuta with Arata again.\I want him to know that karuta is fun...\That it's fun when you're with friends.\Then we'll start with how to place the cards. response:	Yes!
context: Yes!\Come on! Hurry up, Taichi!\Yeah, yeah...\I want to play karuta with Arata again.\I want him to know that karuta is fun...\That it's fun when you're with friends.\Then we'll start with how to place the cards.\Yes! response:	Our new friend, Kana-chan taught me something new.
context: Come on! Hurry up, Taichi!\Yeah, yeah...\I want to play karuta with Arata again.\I want him to know that karuta is fun...\That it's fun when you're with friends.\Then we'll start with how to place the cards.\Yes!\Our new friend, Kana-chan taught me something new. response:	Chihaya furu is a poem about deep red love!
