context: Interviews with Monster Girls response:	Oh, you're awake.
context: I see.\Well, I'm...\I'm neither a child nor your student.\Sure, I know that.\Are waves not forming because this is a pool?\Interviews with Monster Girls\What're you doing?\C'mon, play with us! response:	Sorry, we need a break.
context: Well, I'm...\I'm neither a child nor your student.\Sure, I know that.\Are waves not forming because this is a pool?\Interviews with Monster Girls\What're you doing?\C'mon, play with us!\Sorry, we need a break. response:	Okay.
context: I'm neither a child nor your student.\Sure, I know that.\Are waves not forming because this is a pool?\Interviews with Monster Girls\What're you doing?\C'mon, play with us!\Sorry, we need a break.\Okay. response:	With all that playing, I don't know how they never tire.
context: Sure, I know that.\Are waves not forming because this is a pool?\Interviews with Monster Girls\What're you doing?\C'mon, play with us!\Sorry, we need a break.\Okay.\With all that playing, I don't know how they never tire. response:	Right?
context: Are waves not forming because this is a pool?\Interviews with Monster Girls\What're you doing?\C'mon, play with us!\Sorry, we need a break.\Okay.\With all that playing, I don't know how they never tire.\Right? response:	These days, I get tired so easily.
context: Interviews with Monster Girls\What're you doing?\C'mon, play with us!\Sorry, we need a break.\Okay.\With all that playing, I don't know how they never tire.\Right?\These days, I get tired so easily. response:	Maybe I'm getting out of shape.
context: What're you doing?\C'mon, play with us!\Sorry, we need a break.\Okay.\With all that playing, I don't know how they never tire.\Right?\These days, I get tired so easily.\Maybe I'm getting out of shape. response:	Go for it, Yuki-chan!
context: C'mon, play with us!\Sorry, we need a break.\Okay.\With all that playing, I don't know how they never tire.\Right?\These days, I get tired so easily.\Maybe I'm getting out of shape.\Go for it, Yuki-chan! response:	I got this!
context: Sorry, we need a break.\Okay.\With all that playing, I don't know how they never tire.\Right?\These days, I get tired so easily.\Maybe I'm getting out of shape.\Go for it, Yuki-chan!\I got this! response:	Hey! Having fun?
context: Okay.\With all that playing, I don't know how they never tire.\Right?\These days, I get tired so easily.\Maybe I'm getting out of shape.\Go for it, Yuki-chan!\I got this!\Hey! Having fun? response:	Yes! Aren't you going to swim?
context: With all that playing, I don't know how they never tire.\Right?\These days, I get tired so easily.\Maybe I'm getting out of shape.\Go for it, Yuki-chan!\I got this!\Hey! Having fun?\Yes! Aren't you going to swim? response:	Nah...
context: Right?\These days, I get tired so easily.\Maybe I'm getting out of shape.\Go for it, Yuki-chan!\I got this!\Hey! Having fun?\Yes! Aren't you going to swim?\Nah... response:	There!
context: These days, I get tired so easily.\Maybe I'm getting out of shape.\Go for it, Yuki-chan!\I got this!\Hey! Having fun?\Yes! Aren't you going to swim?\Nah...\There! response:	Screw it all!
context: Maybe I'm getting out of shape.\Go for it, Yuki-chan!\I got this!\Hey! Having fun?\Yes! Aren't you going to swim?\Nah...\There!\Screw it all! response:	I can't join that...
context: Go for it, Yuki-chan!\I got this!\Hey! Having fun?\Yes! Aren't you going to swim?\Nah...\There!\Screw it all!\I can't join that... response:	Oops, sorry!
context: I got this!\Hey! Having fun?\Yes! Aren't you going to swim?\Nah...\There!\Screw it all!\I can't join that...\Oops, sorry! response:	No problem.
context: Hey! Having fun?\Yes! Aren't you going to swim?\Nah...\There!\Screw it all!\I can't join that...\Oops, sorry!\No problem. response:	Kyouko, you can talk while you play with us? That's amazing.
context: Yes! Aren't you going to swim?\Nah...\There!\Screw it all!\I can't join that...\Oops, sorry!\No problem.\Kyouko, you can talk while you play with us? That's amazing. response:	Yukki!
context: Nah...\There!\Screw it all!\I can't join that...\Oops, sorry!\No problem.\Kyouko, you can talk while you play with us? That's amazing.\Yukki! response:	Coming!
context: There!\Screw it all!\I can't join that...\Oops, sorry!\No problem.\Kyouko, you can talk while you play with us? That's amazing.\Yukki!\Coming! response:	This is fun. Like watching a craftsman at work.
context: Screw it all!\I can't join that...\Oops, sorry!\No problem.\Kyouko, you can talk while you play with us? That's amazing.\Yukki!\Coming!\This is fun. Like watching a craftsman at work. response:	All I'm doing is moving my body.
context: I can't join that...\Oops, sorry!\No problem.\Kyouko, you can talk while you play with us? That's amazing.\Yukki!\Coming!\This is fun. Like watching a craftsman at work.\All I'm doing is moving my body. response:	The only thing is that when it's far away,
context: Oops, sorry!\No problem.\Kyouko, you can talk while you play with us? That's amazing.\Yukki!\Coming!\This is fun. Like watching a craftsman at work.\All I'm doing is moving my body.\The only thing is that when it's far away, response:	it starts to feel like it isn't my body.
context: No problem.\Kyouko, you can talk while you play with us? That's amazing.\Yukki!\Coming!\This is fun. Like watching a craftsman at work.\All I'm doing is moving my body.\The only thing is that when it's far away,\it starts to feel like it isn't my body. response:	Sort of like playing a video game, I guess.
context: Kyouko, you can talk while you play with us? That's amazing.\Yukki!\Coming!\This is fun. Like watching a craftsman at work.\All I'm doing is moving my body.\The only thing is that when it's far away,\it starts to feel like it isn't my body.\Sort of like playing a video game, I guess. response:	Item Swimsuit
context: Yukki!\Coming!\This is fun. Like watching a craftsman at work.\All I'm doing is moving my body.\The only thing is that when it's far away,\it starts to feel like it isn't my body.\Sort of like playing a video game, I guess.\Item Swimsuit response:	I get it.
context: Coming!\This is fun. Like watching a craftsman at work.\All I'm doing is moving my body.\The only thing is that when it's far away,\it starts to feel like it isn't my body.\Sort of like playing a video game, I guess.\Item Swimsuit\I get it. response:	If there were a game tournament like that, you'd definitely place first.
context: This is fun. Like watching a craftsman at work.\All I'm doing is moving my body.\The only thing is that when it's far away,\it starts to feel like it isn't my body.\Sort of like playing a video game, I guess.\Item Swimsuit\I get it.\If there were a game tournament like that, you'd definitely place first. response:	You think so?
context: All I'm doing is moving my body.\The only thing is that when it's far away,\it starts to feel like it isn't my body.\Sort of like playing a video game, I guess.\Item Swimsuit\I get it.\If there were a game tournament like that, you'd definitely place first.\You think so? response:	There are only two other dullahans in the world.
context: The only thing is that when it's far away,\it starts to feel like it isn't my body.\Sort of like playing a video game, I guess.\Item Swimsuit\I get it.\If there were a game tournament like that, you'd definitely place first.\You think so?\There are only two other dullahans in the world. response:	Even if you placed last, you'd still get bronze.
context: it starts to feel like it isn't my body.\Sort of like playing a video game, I guess.\Item Swimsuit\I get it.\If there were a game tournament like that, you'd definitely place first.\You think so?\There are only two other dullahans in the world.\Even if you placed last, you'd still get bronze. response:	That's true!
context: Sort of like playing a video game, I guess.\Item Swimsuit\I get it.\If there were a game tournament like that, you'd definitely place first.\You think so?\There are only two other dullahans in the world.\Even if you placed last, you'd still get bronze.\That's true! response:	Don't you think that
context: Item Swimsuit\I get it.\If there were a game tournament like that, you'd definitely place first.\You think so?\There are only two other dullahans in the world.\Even if you placed last, you'd still get bronze.\That's true!\Don't you think that response:	legends of dullahans are a little different than those of other demis?
context: I get it.\If there were a game tournament like that, you'd definitely place first.\You think so?\There are only two other dullahans in the world.\Even if you placed last, you'd still get bronze.\That's true!\Don't you think that\legends of dullahans are a little different than those of other demis? response:	Like, how were dullahans associated with an image of a knight on horseback?
context: If there were a game tournament like that, you'd definitely place first.\You think so?\There are only two other dullahans in the world.\Even if you placed last, you'd still get bronze.\That's true!\Don't you think that\legends of dullahans are a little different than those of other demis?\Like, how were dullahans associated with an image of a knight on horseback? response:	That's true. Not many other demis
context: You think so?\There are only two other dullahans in the world.\Even if you placed last, you'd still get bronze.\That's true!\Don't you think that\legends of dullahans are a little different than those of other demis?\Like, how were dullahans associated with an image of a knight on horseback?\That's true. Not many other demis response:	have legends that specify classes or jobs, like a knight.
context: There are only two other dullahans in the world.\Even if you placed last, you'd still get bronze.\That's true!\Don't you think that\legends of dullahans are a little different than those of other demis?\Like, how were dullahans associated with an image of a knight on horseback?\That's true. Not many other demis\have legends that specify classes or jobs, like a knight. response:	I tried giving it some thought.
context: Even if you placed last, you'd still get bronze.\That's true!\Don't you think that\legends of dullahans are a little different than those of other demis?\Like, how were dullahans associated with an image of a knight on horseback?\That's true. Not many other demis\have legends that specify classes or jobs, like a knight.\I tried giving it some thought. response:	Maybe long ago, a great dullahan was an accomplished knight,
context: That's true!\Don't you think that\legends of dullahans are a little different than those of other demis?\Like, how were dullahans associated with an image of a knight on horseback?\That's true. Not many other demis\have legends that specify classes or jobs, like a knight.\I tried giving it some thought.\Maybe long ago, a great dullahan was an accomplished knight, response:	and his image was the one that stayed most vivid through history.
context: Don't you think that\legends of dullahans are a little different than those of other demis?\Like, how were dullahans associated with an image of a knight on horseback?\That's true. Not many other demis\have legends that specify classes or jobs, like a knight.\I tried giving it some thought.\Maybe long ago, a great dullahan was an accomplished knight,\and his image was the one that stayed most vivid through history. response:	I see...
context: legends of dullahans are a little different than those of other demis?\Like, how were dullahans associated with an image of a knight on horseback?\That's true. Not many other demis\have legends that specify classes or jobs, like a knight.\I tried giving it some thought.\Maybe long ago, a great dullahan was an accomplished knight,\and his image was the one that stayed most vivid through history.\I see... response:	If there were a dullahan knight of such strength and vitality,
context: Like, how were dullahans associated with an image of a knight on horseback?\That's true. Not many other demis\have legends that specify classes or jobs, like a knight.\I tried giving it some thought.\Maybe long ago, a great dullahan was an accomplished knight,\and his image was the one that stayed most vivid through history.\I see...\If there were a dullahan knight of such strength and vitality, response:	I'm sure he'd be a legend.
context: That's true. Not many other demis\have legends that specify classes or jobs, like a knight.\I tried giving it some thought.\Maybe long ago, a great dullahan was an accomplished knight,\and his image was the one that stayed most vivid through history.\I see...\If there were a dullahan knight of such strength and vitality,\I'm sure he'd be a legend. response:	And if it started with him, the image's specificity makes sense.
context: have legends that specify classes or jobs, like a knight.\I tried giving it some thought.\Maybe long ago, a great dullahan was an accomplished knight,\and his image was the one that stayed most vivid through history.\I see...\If there were a dullahan knight of such strength and vitality,\I'm sure he'd be a legend.\And if it started with him, the image's specificity makes sense. response:	When you think of it that way, the other legends fit, as well.
context: I tried giving it some thought.\Maybe long ago, a great dullahan was an accomplished knight,\and his image was the one that stayed most vivid through history.\I see...\If there were a dullahan knight of such strength and vitality,\I'm sure he'd be a legend.\And if it started with him, the image's specificity makes sense.\When you think of it that way, the other legends fit, as well. response:	Dullahans are known as harbingers of death,
context: Maybe long ago, a great dullahan was an accomplished knight,\and his image was the one that stayed most vivid through history.\I see...\If there were a dullahan knight of such strength and vitality,\I'm sure he'd be a legend.\And if it started with him, the image's specificity makes sense.\When you think of it that way, the other legends fit, as well.\Dullahans are known as harbingers of death, response:	which means a dullahan is the last thing you see.
context: and his image was the one that stayed most vivid through history.\I see...\If there were a dullahan knight of such strength and vitality,\I'm sure he'd be a legend.\And if it started with him, the image's specificity makes sense.\When you think of it that way, the other legends fit, as well.\Dullahans are known as harbingers of death,\which means a dullahan is the last thing you see. response:	Maybe the idea that they throw a basin of blood on those who stand at their door
context: I see...\If there were a dullahan knight of such strength and vitality,\I'm sure he'd be a legend.\And if it started with him, the image's specificity makes sense.\When you think of it that way, the other legends fit, as well.\Dullahans are known as harbingers of death,\which means a dullahan is the last thing you see.\Maybe the idea that they throw a basin of blood on those who stand at their door response:	was what the deaths of people killed by dullahans looked like.
context: If there were a dullahan knight of such strength and vitality,\I'm sure he'd be a legend.\And if it started with him, the image's specificity makes sense.\When you think of it that way, the other legends fit, as well.\Dullahans are known as harbingers of death,\which means a dullahan is the last thing you see.\Maybe the idea that they throw a basin of blood on those who stand at their door\was what the deaths of people killed by dullahans looked like. response:	I've also heard that those
context: I'm sure he'd be a legend.\And if it started with him, the image's specificity makes sense.\When you think of it that way, the other legends fit, as well.\Dullahans are known as harbingers of death,\which means a dullahan is the last thing you see.\Maybe the idea that they throw a basin of blood on those who stand at their door\was what the deaths of people killed by dullahans looked like.\I've also heard that those response:	who see a dullahan have their eyes lashed out, and so on.
context: And if it started with him, the image's specificity makes sense.\When you think of it that way, the other legends fit, as well.\Dullahans are known as harbingers of death,\which means a dullahan is the last thing you see.\Maybe the idea that they throw a basin of blood on those who stand at their door\was what the deaths of people killed by dullahans looked like.\I've also heard that those\who see a dullahan have their eyes lashed out, and so on. response:	Now that I think about it, all the legends are like that.
context: When you think of it that way, the other legends fit, as well.\Dullahans are known as harbingers of death,\which means a dullahan is the last thing you see.\Maybe the idea that they throw a basin of blood on those who stand at their door\was what the deaths of people killed by dullahans looked like.\I've also heard that those\who see a dullahan have their eyes lashed out, and so on.\Now that I think about it, all the legends are like that. response:	Got it!
context: Dullahans are known as harbingers of death,\which means a dullahan is the last thing you see.\Maybe the idea that they throw a basin of blood on those who stand at their door\was what the deaths of people killed by dullahans looked like.\I've also heard that those\who see a dullahan have their eyes lashed out, and so on.\Now that I think about it, all the legends are like that.\Got it! response:	There!
context: which means a dullahan is the last thing you see.\Maybe the idea that they throw a basin of blood on those who stand at their door\was what the deaths of people killed by dullahans looked like.\I've also heard that those\who see a dullahan have their eyes lashed out, and so on.\Now that I think about it, all the legends are like that.\Got it!\There! response:	But aren't there are also other stories?
context: Maybe the idea that they throw a basin of blood on those who stand at their door\was what the deaths of people killed by dullahans looked like.\I've also heard that those\who see a dullahan have their eyes lashed out, and so on.\Now that I think about it, all the legends are like that.\Got it!\There!\But aren't there are also other stories? response:	Like that dullahans can't cross a flowing stream.
context: was what the deaths of people killed by dullahans looked like.\I've also heard that those\who see a dullahan have their eyes lashed out, and so on.\Now that I think about it, all the legends are like that.\Got it!\There!\But aren't there are also other stories?\Like that dullahans can't cross a flowing stream. response:	What do you think that one means?
context: I've also heard that those\who see a dullahan have their eyes lashed out, and so on.\Now that I think about it, all the legends are like that.\Got it!\There!\But aren't there are also other stories?\Like that dullahans can't cross a flowing stream.\What do you think that one means? response:	That must be
context: who see a dullahan have their eyes lashed out, and so on.\Now that I think about it, all the legends are like that.\Got it!\There!\But aren't there are also other stories?\Like that dullahans can't cross a flowing stream.\What do you think that one means?\That must be response:	for the same reason I'm staying here, beside the pool.
context: Now that I think about it, all the legends are like that.\Got it!\There!\But aren't there are also other stories?\Like that dullahans can't cross a flowing stream.\What do you think that one means?\That must be\for the same reason I'm staying here, beside the pool. response:	Yeah, that's true.
context: Got it!\There!\But aren't there are also other stories?\Like that dullahans can't cross a flowing stream.\What do you think that one means?\That must be\for the same reason I'm staying here, beside the pool.\Yeah, that's true. response:	It's scary to think what would happen if you dropped your head in the water.
context: There!\But aren't there are also other stories?\Like that dullahans can't cross a flowing stream.\What do you think that one means?\That must be\for the same reason I'm staying here, beside the pool.\Yeah, that's true.\It's scary to think what would happen if you dropped your head in the water. response:	In a pool, it would only be a bit dangerous,
context: But aren't there are also other stories?\Like that dullahans can't cross a flowing stream.\What do you think that one means?\That must be\for the same reason I'm staying here, beside the pool.\Yeah, that's true.\It's scary to think what would happen if you dropped your head in the water.\In a pool, it would only be a bit dangerous, response:	but if it happened in a running stream...
context: Like that dullahans can't cross a flowing stream.\What do you think that one means?\That must be\for the same reason I'm staying here, beside the pool.\Yeah, that's true.\It's scary to think what would happen if you dropped your head in the water.\In a pool, it would only be a bit dangerous,\but if it happened in a running stream... response:	It'd be over. No way out.
context: What do you think that one means?\That must be\for the same reason I'm staying here, beside the pool.\Yeah, that's true.\It's scary to think what would happen if you dropped your head in the water.\In a pool, it would only be a bit dangerous,\but if it happened in a running stream...\It'd be over. No way out. response:	I guess that means
context: That must be\for the same reason I'm staying here, beside the pool.\Yeah, that's true.\It's scary to think what would happen if you dropped your head in the water.\In a pool, it would only be a bit dangerous,\but if it happened in a running stream...\It'd be over. No way out.\I guess that means response:	even dullahans wouldn't chance pursuing anyone into a river.
context: for the same reason I'm staying here, beside the pool.\Yeah, that's true.\It's scary to think what would happen if you dropped your head in the water.\In a pool, it would only be a bit dangerous,\but if it happened in a running stream...\It'd be over. No way out.\I guess that means\even dullahans wouldn't chance pursuing anyone into a river. response:	I like that legend. It's one I can relate to.
context: Yeah, that's true.\It's scary to think what would happen if you dropped your head in the water.\In a pool, it would only be a bit dangerous,\but if it happened in a running stream...\It'd be over. No way out.\I guess that means\even dullahans wouldn't chance pursuing anyone into a river.\I like that legend. It's one I can relate to. response:	Macchi...
context: It's scary to think what would happen if you dropped your head in the water.\In a pool, it would only be a bit dangerous,\but if it happened in a running stream...\It'd be over. No way out.\I guess that means\even dullahans wouldn't chance pursuing anyone into a river.\I like that legend. It's one I can relate to.\Macchi... response:	You're so busy talking, your body's stopped moving.
context: In a pool, it would only be a bit dangerous,\but if it happened in a running stream...\It'd be over. No way out.\I guess that means\even dullahans wouldn't chance pursuing anyone into a river.\I like that legend. It's one I can relate to.\Macchi...\You're so busy talking, your body's stopped moving. response:	Oops... Sorry.
context: but if it happened in a running stream...\It'd be over. No way out.\I guess that means\even dullahans wouldn't chance pursuing anyone into a river.\I like that legend. It's one I can relate to.\Macchi...\You're so busy talking, your body's stopped moving.\Oops... Sorry. response:	So anyway, so anyway! Listening to you guys made me think...
context: It'd be over. No way out.\I guess that means\even dullahans wouldn't chance pursuing anyone into a river.\I like that legend. It's one I can relate to.\Macchi...\You're so busy talking, your body's stopped moving.\Oops... Sorry.\So anyway, so anyway! Listening to you guys made me think... response:	You've never gone underwater, have you?
context: I guess that means\even dullahans wouldn't chance pursuing anyone into a river.\I like that legend. It's one I can relate to.\Macchi...\You're so busy talking, your body's stopped moving.\Oops... Sorry.\So anyway, so anyway! Listening to you guys made me think...\You've never gone underwater, have you? response:	Gone underwater... You mean my head?
context: even dullahans wouldn't chance pursuing anyone into a river.\I like that legend. It's one I can relate to.\Macchi...\You're so busy talking, your body's stopped moving.\Oops... Sorry.\So anyway, so anyway! Listening to you guys made me think...\You've never gone underwater, have you?\Gone underwater... You mean my head? response:	Yeah.
context: I like that legend. It's one I can relate to.\Macchi...\You're so busy talking, your body's stopped moving.\Oops... Sorry.\So anyway, so anyway! Listening to you guys made me think...\You've never gone underwater, have you?\Gone underwater... You mean my head?\Yeah. response:	You're right, I haven't.
context: Macchi...\You're so busy talking, your body's stopped moving.\Oops... Sorry.\So anyway, so anyway! Listening to you guys made me think...\You've never gone underwater, have you?\Gone underwater... You mean my head?\Yeah.\You're right, I haven't. response:	Aw, what a waste!
context: You're so busy talking, your body's stopped moving.\Oops... Sorry.\So anyway, so anyway! Listening to you guys made me think...\You've never gone underwater, have you?\Gone underwater... You mean my head?\Yeah.\You're right, I haven't.\Aw, what a waste! response:	Everything looks really pretty underwater.
context: Oops... Sorry.\So anyway, so anyway! Listening to you guys made me think...\You've never gone underwater, have you?\Gone underwater... You mean my head?\Yeah.\You're right, I haven't.\Aw, what a waste!\Everything looks really pretty underwater. response:	I can't believe you've never seen it!
context: So anyway, so anyway! Listening to you guys made me think...\You've never gone underwater, have you?\Gone underwater... You mean my head?\Yeah.\You're right, I haven't.\Aw, what a waste!\Everything looks really pretty underwater.\I can't believe you've never seen it! response:	What a terrible waste!
context: You've never gone underwater, have you?\Gone underwater... You mean my head?\Yeah.\You're right, I haven't.\Aw, what a waste!\Everything looks really pretty underwater.\I can't believe you've never seen it!\What a terrible waste! response:	I'm starting to feel a little nervous...
context: Gone underwater... You mean my head?\Yeah.\You're right, I haven't.\Aw, what a waste!\Everything looks really pretty underwater.\I can't believe you've never seen it!\What a terrible waste!\I'm starting to feel a little nervous... response:	Who is Sensei talking to?
context: Yeah.\You're right, I haven't.\Aw, what a waste!\Everything looks really pretty underwater.\I can't believe you've never seen it!\What a terrible waste!\I'm starting to feel a little nervous...\Who is Sensei talking to? response:	Macchi's dad.
context: You're right, I haven't.\Aw, what a waste!\Everything looks really pretty underwater.\I can't believe you've never seen it!\What a terrible waste!\I'm starting to feel a little nervous...\Who is Sensei talking to?\Macchi's dad. response:	Sensei wanted to ask permission for her to go in the water.
context: Aw, what a waste!\Everything looks really pretty underwater.\I can't believe you've never seen it!\What a terrible waste!\I'm starting to feel a little nervous...\Who is Sensei talking to?\Macchi's dad.\Sensei wanted to ask permission for her to go in the water. response:	Is it really necessary, just for a few seconds under?
context: Everything looks really pretty underwater.\I can't believe you've never seen it!\What a terrible waste!\I'm starting to feel a little nervous...\Who is Sensei talking to?\Macchi's dad.\Sensei wanted to ask permission for her to go in the water.\Is it really necessary, just for a few seconds under? response:	It's very important.
context: I can't believe you've never seen it!\What a terrible waste!\I'm starting to feel a little nervous...\Who is Sensei talking to?\Macchi's dad.\Sensei wanted to ask permission for her to go in the water.\Is it really necessary, just for a few seconds under?\It's very important. response:	Even if you know you'll get permission,
context: What a terrible waste!\I'm starting to feel a little nervous...\Who is Sensei talking to?\Macchi's dad.\Sensei wanted to ask permission for her to go in the water.\Is it really necessary, just for a few seconds under?\It's very important.\Even if you know you'll get permission, response:	contacting him to ask is very important.
context: I'm starting to feel a little nervous...\Who is Sensei talking to?\Macchi's dad.\Sensei wanted to ask permission for her to go in the water.\Is it really necessary, just for a few seconds under?\It's very important.\Even if you know you'll get permission,\contacting him to ask is very important. response:	Sensei, what are you doing with only your head above water?
context: Who is Sensei talking to?\Macchi's dad.\Sensei wanted to ask permission for her to go in the water.\Is it really necessary, just for a few seconds under?\It's very important.\Even if you know you'll get permission,\contacting him to ask is very important.\Sensei, what are you doing with only your head above water? response:	I'm still embarrassed to be seen in my swimsuit...
context: Macchi's dad.\Sensei wanted to ask permission for her to go in the water.\Is it really necessary, just for a few seconds under?\It's very important.\Even if you know you'll get permission,\contacting him to ask is very important.\Sensei, what are you doing with only your head above water?\I'm still embarrassed to be seen in my swimsuit... response:	That's done!
context: Sensei wanted to ask permission for her to go in the water.\Is it really necessary, just for a few seconds under?\It's very important.\Even if you know you'll get permission,\contacting him to ask is very important.\Sensei, what are you doing with only your head above water?\I'm still embarrassed to be seen in my swimsuit...\That's done! response:	We're ready to go!
context: Is it really necessary, just for a few seconds under?\It's very important.\Even if you know you'll get permission,\contacting him to ask is very important.\Sensei, what are you doing with only your head above water?\I'm still embarrassed to be seen in my swimsuit...\That's done!\We're ready to go! response:	I'll hold your head, Machi.
context: It's very important.\Even if you know you'll get permission,\contacting him to ask is very important.\Sensei, what are you doing with only your head above water?\I'm still embarrassed to be seen in my swimsuit...\That's done!\We're ready to go!\I'll hold your head, Machi. response:	Okay.
context: Even if you know you'll get permission,\contacting him to ask is very important.\Sensei, what are you doing with only your head above water?\I'm still embarrassed to be seen in my swimsuit...\That's done!\We're ready to go!\I'll hold your head, Machi.\Okay. response:	Everyone ready?
context: contacting him to ask is very important.\Sensei, what are you doing with only your head above water?\I'm still embarrassed to be seen in my swimsuit...\That's done!\We're ready to go!\I'll hold your head, Machi.\Okay.\Everyone ready? response:	Yeah!
context: Sensei, what are you doing with only your head above water?\I'm still embarrassed to be seen in my swimsuit...\That's done!\We're ready to go!\I'll hold your head, Machi.\Okay.\Everyone ready?\Yeah! response:	Okay, here we go.
context: I'm still embarrassed to be seen in my swimsuit...\That's done!\We're ready to go!\I'll hold your head, Machi.\Okay.\Everyone ready?\Yeah!\Okay, here we go. response:	One, two...
context: That's done!\We're ready to go!\I'll hold your head, Machi.\Okay.\Everyone ready?\Yeah!\Okay, here we go.\One, two... response:	How was that? Could you see?
context: We're ready to go!\I'll hold your head, Machi.\Okay.\Everyone ready?\Yeah!\Okay, here we go.\One, two...\How was that? Could you see? response:	It was so pretty!
context: I'll hold your head, Machi.\Okay.\Everyone ready?\Yeah!\Okay, here we go.\One, two...\How was that? Could you see?\It was so pretty! response:	Yeah? I didn't really get that, but good for you.
context: Okay.\Everyone ready?\Yeah!\Okay, here we go.\One, two...\How was that? Could you see?\It was so pretty!\Yeah? I didn't really get that, but good for you. response:	Macchi, go under with me next!
context: Everyone ready?\Yeah!\Okay, here we go.\One, two...\How was that? Could you see?\It was so pretty!\Yeah? I didn't really get that, but good for you.\Macchi, go under with me next! response:	Then me!
context: Yeah!\Okay, here we go.\One, two...\How was that? Could you see?\It was so pretty!\Yeah? I didn't really get that, but good for you.\Macchi, go under with me next!\Then me! response:	Sure!
context: Okay, here we go.\One, two...\How was that? Could you see?\It was so pretty!\Yeah? I didn't really get that, but good for you.\Macchi, go under with me next!\Then me!\Sure! response:	Hey, take it easy. Too much too soon is dangerous.
context: One, two...\How was that? Could you see?\It was so pretty!\Yeah? I didn't really get that, but good for you.\Macchi, go under with me next!\Then me!\Sure!\Hey, take it easy. Too much too soon is dangerous. response:	You guys, come underwater with us.
context: How was that? Could you see?\It was so pretty!\Yeah? I didn't really get that, but good for you.\Macchi, go under with me next!\Then me!\Sure!\Hey, take it easy. Too much too soon is dangerous.\You guys, come underwater with us. response:	It's really pretty.
context: It was so pretty!\Yeah? I didn't really get that, but good for you.\Macchi, go under with me next!\Then me!\Sure!\Hey, take it easy. Too much too soon is dangerous.\You guys, come underwater with us.\It's really pretty. response:	Uh... No...
context: Yeah? I didn't really get that, but good for you.\Macchi, go under with me next!\Then me!\Sure!\Hey, take it easy. Too much too soon is dangerous.\You guys, come underwater with us.\It's really pretty.\Uh... No... response:	Okay, let's do it!
context: Macchi, go under with me next!\Then me!\Sure!\Hey, take it easy. Too much too soon is dangerous.\You guys, come underwater with us.\It's really pretty.\Uh... No...\Okay, let's do it! response:	Yuki, get her other side.
context: Then me!\Sure!\Hey, take it easy. Too much too soon is dangerous.\You guys, come underwater with us.\It's really pretty.\Uh... No...\Okay, let's do it!\Yuki, get her other side. response:	Sh-Shizuka?
context: Sure!\Hey, take it easy. Too much too soon is dangerous.\You guys, come underwater with us.\It's really pretty.\Uh... No...\Okay, let's do it!\Yuki, get her other side.\Sh-Shizuka? response:	Okay!
context: Hey, take it easy. Too much too soon is dangerous.\You guys, come underwater with us.\It's really pretty.\Uh... No...\Okay, let's do it!\Yuki, get her other side.\Sh-Shizuka?\Okay! response:	Here we go! One, two...
context: You guys, come underwater with us.\It's really pretty.\Uh... No...\Okay, let's do it!\Yuki, get her other side.\Sh-Shizuka?\Okay!\Here we go! One, two... response:	Wha... Yuki? No... Wait, wait!
context: It's really pretty.\Uh... No...\Okay, let's do it!\Yuki, get her other side.\Sh-Shizuka?\Okay!\Here we go! One, two...\Wha... Yuki? No... Wait, wait! response:	You can't get away now!
context: Uh... No...\Okay, let's do it!\Yuki, get her other side.\Sh-Shizuka?\Okay!\Here we go! One, two...\Wha... Yuki? No... Wait, wait!\You can't get away now! response:	Go!
context: Okay, let's do it!\Yuki, get her other side.\Sh-Shizuka?\Okay!\Here we go! One, two...\Wha... Yuki? No... Wait, wait!\You can't get away now!\Go! response:	Oh, you're still here?
context: Yuki, get her other side.\Sh-Shizuka?\Okay!\Here we go! One, two...\Wha... Yuki? No... Wait, wait!\You can't get away now!\Go!\Oh, you're still here? response:	You got sunburned.
context: Sh-Shizuka?\Okay!\Here we go! One, two...\Wha... Yuki? No... Wait, wait!\You can't get away now!\Go!\Oh, you're still here?\You got sunburned. response:	Will you be okay?
context: Okay!\Here we go! One, two...\Wha... Yuki? No... Wait, wait!\You can't get away now!\Go!\Oh, you're still here?\You got sunburned.\Will you be okay? response:	I'll be fine. After a day's rest, it'll be better.
context: Here we go! One, two...\Wha... Yuki? No... Wait, wait!\You can't get away now!\Go!\Oh, you're still here?\You got sunburned.\Will you be okay?\I'll be fine. After a day's rest, it'll be better. response:	Is that why you suggested a Saturday?
context: Wha... Yuki? No... Wait, wait!\You can't get away now!\Go!\Oh, you're still here?\You got sunburned.\Will you be okay?\I'll be fine. After a day's rest, it'll be better.\Is that why you suggested a Saturday? response:	You were worried about me?
context: You can't get away now!\Go!\Oh, you're still here?\You got sunburned.\Will you be okay?\I'll be fine. After a day's rest, it'll be better.\Is that why you suggested a Saturday?\You were worried about me? response:	Well, sure.
context: Go!\Oh, you're still here?\You got sunburned.\Will you be okay?\I'll be fine. After a day's rest, it'll be better.\Is that why you suggested a Saturday?\You were worried about me?\Well, sure. response:	Sensei, thanks.
context: Oh, you're still here?\You got sunburned.\Will you be okay?\I'll be fine. After a day's rest, it'll be better.\Is that why you suggested a Saturday?\You were worried about me?\Well, sure.\Sensei, thanks. response:	Since I planned this,
context: You got sunburned.\Will you be okay?\I'll be fine. After a day's rest, it'll be better.\Is that why you suggested a Saturday?\You were worried about me?\Well, sure.\Sensei, thanks.\Since I planned this, response:	you prioritized my wanting to have fun, right?
