context: Doctor! Doctor Koike! response:	How are you feeling?
context: Secret Sauce - Have a good day Yu\Most likely, it was your favorite food in the past.\Ayumi, after your mother was no longer around, saw that,\and was probably recreating that taste for all this time.\A good thing\So that was... the last omelet rice...\Dammit... it's sweet, and tastes horrible...\but what is this? response:	It's not healthy for you to scarf down food.
context: Most likely, it was your favorite food in the past.\Ayumi, after your mother was no longer around, saw that,\and was probably recreating that taste for all this time.\A good thing\So that was... the last omelet rice...\Dammit... it's sweet, and tastes horrible...\but what is this?\It's not healthy for you to scarf down food. response:	Please eat slowly.
context: Ayumi, after your mother was no longer around, saw that,\and was probably recreating that taste for all this time.\A good thing\So that was... the last omelet rice...\Dammit... it's sweet, and tastes horrible...\but what is this?\It's not healthy for you to scarf down food.\Please eat slowly. response:	Yeah...
context: and was probably recreating that taste for all this time.\A good thing\So that was... the last omelet rice...\Dammit... it's sweet, and tastes horrible...\but what is this?\It's not healthy for you to scarf down food.\Please eat slowly.\Yeah... response:	Here, have some tea.
context: A good thing\So that was... the last omelet rice...\Dammit... it's sweet, and tastes horrible...\but what is this?\It's not healthy for you to scarf down food.\Please eat slowly.\Yeah...\Here, have some tea. response:	And take this, too.
context: So that was... the last omelet rice...\Dammit... it's sweet, and tastes horrible...\but what is this?\It's not healthy for you to scarf down food.\Please eat slowly.\Yeah...\Here, have some tea.\And take this, too. response:	Hey, Tomori...
context: Dammit... it's sweet, and tastes horrible...\but what is this?\It's not healthy for you to scarf down food.\Please eat slowly.\Yeah...\Here, have some tea.\And take this, too.\Hey, Tomori... response:	Yes.
context: but what is this?\It's not healthy for you to scarf down food.\Please eat slowly.\Yeah...\Here, have some tea.\And take this, too.\Hey, Tomori...\Yes. response:	What should I do from here on..?
context: It's not healthy for you to scarf down food.\Please eat slowly.\Yeah...\Here, have some tea.\And take this, too.\Hey, Tomori...\Yes.\What should I do from here on..? response:	How about you return to the student council once again?
context: Please eat slowly.\Yeah...\Here, have some tea.\And take this, too.\Hey, Tomori...\Yes.\What should I do from here on..?\How about you return to the student council once again? response:	But you and I...
context: Yeah...\Here, have some tea.\And take this, too.\Hey, Tomori...\Yes.\What should I do from here on..?\How about you return to the student council once again?\But you and I... response:	We promised we would never have anything to do with each other again.
context: Here, have some tea.\And take this, too.\Hey, Tomori...\Yes.\What should I do from here on..?\How about you return to the student council once again?\But you and I...\We promised we would never have anything to do with each other again. response:	What are you talking about?
context: And take this, too.\Hey, Tomori...\Yes.\What should I do from here on..?\How about you return to the student council once again?\But you and I...\We promised we would never have anything to do with each other again.\What are you talking about? response:	After I ate this... you said that's what would happen.
context: Hey, Tomori...\Yes.\What should I do from here on..?\How about you return to the student council once again?\But you and I...\We promised we would never have anything to do with each other again.\What are you talking about?\After I ate this... you said that's what would happen. response:	You didn't eat just one bite. You ate it all.
context: Yes.\What should I do from here on..?\How about you return to the student council once again?\But you and I...\We promised we would never have anything to do with each other again.\What are you talking about?\After I ate this... you said that's what would happen.\You didn't eat just one bite. You ate it all. response:	I watched, thinking, Wow, you really want to have something to do with me.
context: What should I do from here on..?\How about you return to the student council once again?\But you and I...\We promised we would never have anything to do with each other again.\What are you talking about?\After I ate this... you said that's what would happen.\You didn't eat just one bite. You ate it all.\I watched, thinking, Wow, you really want to have something to do with me. response:	Nothing less from you...
context: How about you return to the student council once again?\But you and I...\We promised we would never have anything to do with each other again.\What are you talking about?\After I ate this... you said that's what would happen.\You didn't eat just one bite. You ate it all.\I watched, thinking, Wow, you really want to have something to do with me.\Nothing less from you... response:	Fine. I'll go back to the student council.
context: But you and I...\We promised we would never have anything to do with each other again.\What are you talking about?\After I ate this... you said that's what would happen.\You didn't eat just one bite. You ate it all.\I watched, thinking, Wow, you really want to have something to do with me.\Nothing less from you...\Fine. I'll go back to the student council. response:	I'm glad.
