context: Signs response:	Are you looking for something, Ivica?
context: No way!\The Scub shouldn't show up twice at the same place!\Wait, look!\There's more than one pillar!\This is why I told you to leave the first one alone.\This was most certainly unexpected.\I don't mind.\Protecting mankind from emerging unknown creatures response:	is the job of our company, Generation Blue and our team Pied Piper.
context: The Scub shouldn't show up twice at the same place!\Wait, look!\There's more than one pillar!\This is why I told you to leave the first one alone.\This was most certainly unexpected.\I don't mind.\Protecting mankind from emerging unknown creatures\is the job of our company, Generation Blue and our team Pied Piper. response:	You'll dispatch your team of aces for us?
context: Wait, look!\There's more than one pillar!\This is why I told you to leave the first one alone.\This was most certainly unexpected.\I don't mind.\Protecting mankind from emerging unknown creatures\is the job of our company, Generation Blue and our team Pied Piper.\You'll dispatch your team of aces for us? response:	This is quite the exceptional case.
context: There's more than one pillar!\This is why I told you to leave the first one alone.\This was most certainly unexpected.\I don't mind.\Protecting mankind from emerging unknown creatures\is the job of our company, Generation Blue and our team Pied Piper.\You'll dispatch your team of aces for us?\This is quite the exceptional case. response:	But because of that, I would like to discuss the price as well...
context: This is why I told you to leave the first one alone.\This was most certainly unexpected.\I don't mind.\Protecting mankind from emerging unknown creatures\is the job of our company, Generation Blue and our team Pied Piper.\You'll dispatch your team of aces for us?\This is quite the exceptional case.\But because of that, I would like to discuss the price as well... response:	We've yet to sign a contract and he's moving in?
context: This was most certainly unexpected.\I don't mind.\Protecting mankind from emerging unknown creatures\is the job of our company, Generation Blue and our team Pied Piper.\You'll dispatch your team of aces for us?\This is quite the exceptional case.\But because of that, I would like to discuss the price as well...\We've yet to sign a contract and he's moving in? response:	What's the chief thinking?
context: I don't mind.\Protecting mankind from emerging unknown creatures\is the job of our company, Generation Blue and our team Pied Piper.\You'll dispatch your team of aces for us?\This is quite the exceptional case.\But because of that, I would like to discuss the price as well...\We've yet to sign a contract and he's moving in?\What's the chief thinking? response:	And even if we rushed there now, we wouldn't make it to the Secret in time.
context: Protecting mankind from emerging unknown creatures\is the job of our company, Generation Blue and our team Pied Piper.\You'll dispatch your team of aces for us?\This is quite the exceptional case.\But because of that, I would like to discuss the price as well...\We've yet to sign a contract and he's moving in?\What's the chief thinking?\And even if we rushed there now, we wouldn't make it to the Secret in time. response:	Don't be so edgy.
context: is the job of our company, Generation Blue and our team Pied Piper.\You'll dispatch your team of aces for us?\This is quite the exceptional case.\But because of that, I would like to discuss the price as well...\We've yet to sign a contract and he's moving in?\What's the chief thinking?\And even if we rushed there now, we wouldn't make it to the Secret in time.\Don't be so edgy. response:	I can't!
context: You'll dispatch your team of aces for us?\This is quite the exceptional case.\But because of that, I would like to discuss the price as well...\We've yet to sign a contract and he's moving in?\What's the chief thinking?\And even if we rushed there now, we wouldn't make it to the Secret in time.\Don't be so edgy.\I can't! response:	What are you going to do if something happens to the kids in a pointless fight?
context: This is quite the exceptional case.\But because of that, I would like to discuss the price as well...\We've yet to sign a contract and he's moving in?\What's the chief thinking?\And even if we rushed there now, we wouldn't make it to the Secret in time.\Don't be so edgy.\I can't!\What are you going to do if something happens to the kids in a pointless fight? response:	At the moment, I'm more worried about the children of Iwato Island.
context: But because of that, I would like to discuss the price as well...\We've yet to sign a contract and he's moving in?\What's the chief thinking?\And even if we rushed there now, we wouldn't make it to the Secret in time.\Don't be so edgy.\I can't!\What are you going to do if something happens to the kids in a pointless fight?\At the moment, I'm more worried about the children of Iwato Island. response:	That's true...
context: We've yet to sign a contract and he's moving in?\What's the chief thinking?\And even if we rushed there now, we wouldn't make it to the Secret in time.\Don't be so edgy.\I can't!\What are you going to do if something happens to the kids in a pointless fight?\At the moment, I'm more worried about the children of Iwato Island.\That's true... response:	Oh God!
context: What's the chief thinking?\And even if we rushed there now, we wouldn't make it to the Secret in time.\Don't be so edgy.\I can't!\What are you going to do if something happens to the kids in a pointless fight?\At the moment, I'm more worried about the children of Iwato Island.\That's true...\Oh God! response:	Grandpa! Naru!
context: And even if we rushed there now, we wouldn't make it to the Secret in time.\Don't be so edgy.\I can't!\What are you going to do if something happens to the kids in a pointless fight?\At the moment, I'm more worried about the children of Iwato Island.\That's true...\Oh God!\Grandpa! Naru! response:	All circuits are busy now.
context: Don't be so edgy.\I can't!\What are you going to do if something happens to the kids in a pointless fight?\At the moment, I'm more worried about the children of Iwato Island.\That's true...\Oh God!\Grandpa! Naru!\All circuits are busy now. response:	I can't get through.
context: I can't!\What are you going to do if something happens to the kids in a pointless fight?\At the moment, I'm more worried about the children of Iwato Island.\That's true...\Oh God!\Grandpa! Naru!\All circuits are busy now.\I can't get through. response:	What about the internet?
context: What are you going to do if something happens to the kids in a pointless fight?\At the moment, I'm more worried about the children of Iwato Island.\That's true...\Oh God!\Grandpa! Naru!\All circuits are busy now.\I can't get through.\What about the internet? response:	The internet doesn't work?
context: At the moment, I'm more worried about the children of Iwato Island.\That's true...\Oh God!\Grandpa! Naru!\All circuits are busy now.\I can't get through.\What about the internet?\The internet doesn't work? response:	Don't just stand there! Run!
context: That's true...\Oh God!\Grandpa! Naru!\All circuits are busy now.\I can't get through.\What about the internet?\The internet doesn't work?\Don't just stand there! Run! response:	Hurry up and run!
context: Oh God!\Grandpa! Naru!\All circuits are busy now.\I can't get through.\What about the internet?\The internet doesn't work?\Don't just stand there! Run!\Hurry up and run! response:	Where to?
context: Grandpa! Naru!\All circuits are busy now.\I can't get through.\What about the internet?\The internet doesn't work?\Don't just stand there! Run!\Hurry up and run!\Where to? response:	Just get away from the Scub! Can't you see it?
context: All circuits are busy now.\I can't get through.\What about the internet?\The internet doesn't work?\Don't just stand there! Run!\Hurry up and run!\Where to?\Just get away from the Scub! Can't you see it? response:	A G-Monster could show up any second!
context: I can't get through.\What about the internet?\The internet doesn't work?\Don't just stand there! Run!\Hurry up and run!\Where to?\Just get away from the Scub! Can't you see it?\A G-Monster could show up any second! response:	G-Monster?
context: What about the internet?\The internet doesn't work?\Don't just stand there! Run!\Hurry up and run!\Where to?\Just get away from the Scub! Can't you see it?\A G-Monster could show up any second!\G-Monster? response:	That's the same one from yesterday!
context: The internet doesn't work?\Don't just stand there! Run!\Hurry up and run!\Where to?\Just get away from the Scub! Can't you see it?\A G-Monster could show up any second!\G-Monster?\That's the same one from yesterday! response:	No way... No way...
context: Don't just stand there! Run!\Hurry up and run!\Where to?\Just get away from the Scub! Can't you see it?\A G-Monster could show up any second!\G-Monster?\That's the same one from yesterday!\No way... No way... response:	No way... This can't be...
context: Hurry up and run!\Where to?\Just get away from the Scub! Can't you see it?\A G-Monster could show up any second!\G-Monster?\That's the same one from yesterday!\No way... No way...\No way... This can't be... response:	No way... This can't be true!
context: Where to?\Just get away from the Scub! Can't you see it?\A G-Monster could show up any second!\G-Monster?\That's the same one from yesterday!\No way... No way...\No way... This can't be...\No way... This can't be true! response:	Right? Right, Grandpa?
context: Just get away from the Scub! Can't you see it?\A G-Monster could show up any second!\G-Monster?\That's the same one from yesterday!\No way... No way...\No way... This can't be...\No way... This can't be true!\Right? Right, Grandpa? response:	Naru!
context: A G-Monster could show up any second!\G-Monster?\That's the same one from yesterday!\No way... No way...\No way... This can't be...\No way... This can't be true!\Right? Right, Grandpa?\Naru! response:	We couldn't make up, after all.
context: G-Monster?\That's the same one from yesterday!\No way... No way...\No way... This can't be...\No way... This can't be true!\Right? Right, Grandpa?\Naru!\We couldn't make up, after all. response:	That thing... That damned thing!
context: That's the same one from yesterday!\No way... No way...\No way... This can't be...\No way... This can't be true!\Right? Right, Grandpa?\Naru!\We couldn't make up, after all.\That thing... That damned thing! response:	What the hell's wrong with this thing?
context: No way... No way...\No way... This can't be...\No way... This can't be true!\Right? Right, Grandpa?\Naru!\We couldn't make up, after all.\That thing... That damned thing!\What the hell's wrong with this thing? response:	Wait, why is this... glowing?
context: No way... This can't be...\No way... This can't be true!\Right? Right, Grandpa?\Naru!\We couldn't make up, after all.\That thing... That damned thing!\What the hell's wrong with this thing?\Wait, why is this... glowing? response:	This is...
context: No way... This can't be true!\Right? Right, Grandpa?\Naru!\We couldn't make up, after all.\That thing... That damned thing!\What the hell's wrong with this thing?\Wait, why is this... glowing?\This is... response:	Mama...
context: Right? Right, Grandpa?\Naru!\We couldn't make up, after all.\That thing... That damned thing!\What the hell's wrong with this thing?\Wait, why is this... glowing?\This is...\Mama... response:	We've been looking for you.
context: Naru!\We couldn't make up, after all.\That thing... That damned thing!\What the hell's wrong with this thing?\Wait, why is this... glowing?\This is...\Mama...\We've been looking for you. response:	You had it after all, foreigner.
context: We couldn't make up, after all.\That thing... That damned thing!\What the hell's wrong with this thing?\Wait, why is this... glowing?\This is...\Mama...\We've been looking for you.\You had it after all, foreigner. response:	Give it back.
context: That thing... That damned thing!\What the hell's wrong with this thing?\Wait, why is this... glowing?\This is...\Mama...\We've been looking for you.\You had it after all, foreigner.\Give it back. response:	That's ours.
context: What the hell's wrong with this thing?\Wait, why is this... glowing?\This is...\Mama...\We've been looking for you.\You had it after all, foreigner.\Give it back.\That's ours. response:	Let it go!
context: Wait, why is this... glowing?\This is...\Mama...\We've been looking for you.\You had it after all, foreigner.\Give it back.\That's ours.\Let it go! response:	You little...
context: This is...\Mama...\We've been looking for you.\You had it after all, foreigner.\Give it back.\That's ours.\Let it go!\You little... response:	You can't have it.
context: Mama...\We've been looking for you.\You had it after all, foreigner.\Give it back.\That's ours.\Let it go!\You little...\You can't have it. response:	What?
context: We've been looking for you.\You had it after all, foreigner.\Give it back.\That's ours.\Let it go!\You little...\You can't have it.\What? response:	I made a promise.
context: You had it after all, foreigner.\Give it back.\That's ours.\Let it go!\You little...\You can't have it.\What?\I made a promise. response:	What?
context: Give it back.\That's ours.\Let it go!\You little...\You can't have it.\What?\I made a promise.\What? response:	I don't know what this is, but I'm not handing it over.
context: That's ours.\Let it go!\You little...\You can't have it.\What?\I made a promise.\What?\I don't know what this is, but I'm not handing it over. response:	Not a chance!
context: Let it go!\You little...\You can't have it.\What?\I made a promise.\What?\I don't know what this is, but I'm not handing it over.\Not a chance! response:	I'm not handing it over to anyone!
context: You little...\You can't have it.\What?\I made a promise.\What?\I don't know what this is, but I'm not handing it over.\Not a chance!\I'm not handing it over to anyone! response:	To be continued!
context: You can't have it.\What?\I made a promise.\What?\I don't know what this is, but I'm not handing it over.\Not a chance!\I'm not handing it over to anyone!\To be continued! response:	Next time on Eureka Seven AO.
context: What?\I made a promise.\What?\I don't know what this is, but I'm not handing it over.\Not a chance!\I'm not handing it over to anyone!\To be continued!\Next time on Eureka Seven AO. response:	Within the light he discovered through fate,
context: I made a promise.\What?\I don't know what this is, but I'm not handing it over.\Not a chance!\I'm not handing it over to anyone!\To be continued!\Next time on Eureka Seven AO.\Within the light he discovered through fate, response:	he found the feelings his mother left for him.
context: What?\I don't know what this is, but I'm not handing it over.\Not a chance!\I'm not handing it over to anyone!\To be continued!\Next time on Eureka Seven AO.\Within the light he discovered through fate,\he found the feelings his mother left for him. response:	When Ao finds himself in the midst of a battle,
context: I don't know what this is, but I'm not handing it over.\Not a chance!\I'm not handing it over to anyone!\To be continued!\Next time on Eureka Seven AO.\Within the light he discovered through fate,\he found the feelings his mother left for him.\When Ao finds himself in the midst of a battle, response:	he encounters an anthropomorphic weapon.
context: Not a chance!\I'm not handing it over to anyone!\To be continued!\Next time on Eureka Seven AO.\Within the light he discovered through fate,\he found the feelings his mother left for him.\When Ao finds himself in the midst of a battle,\he encounters an anthropomorphic weapon. response:	What does he see in this vibrating storm of destruction?
context: I'm not handing it over to anyone!\To be continued!\Next time on Eureka Seven AO.\Within the light he discovered through fate,\he found the feelings his mother left for him.\When Ao finds himself in the midst of a battle,\he encounters an anthropomorphic weapon.\What does he see in this vibrating storm of destruction? response:	Eureka Seven AO episode 2: Call It What You Want.
context: To be continued!\Next time on Eureka Seven AO.\Within the light he discovered through fate,\he found the feelings his mother left for him.\When Ao finds himself in the midst of a battle,\he encounters an anthropomorphic weapon.\What does he see in this vibrating storm of destruction?\Eureka Seven AO episode 2: Call It What You Want. response:	Listen to the voice of the children of the stars.
context: Next time on Eureka Seven AO.\Within the light he discovered through fate,\he found the feelings his mother left for him.\When Ao finds himself in the midst of a battle,\he encounters an anthropomorphic weapon.\What does he see in this vibrating storm of destruction?\Eureka Seven AO episode 2: Call It What You Want.\Listen to the voice of the children of the stars. response:	Incoming call
context: Within the light he discovered through fate,\he found the feelings his mother left for him.\When Ao finds himself in the midst of a battle,\he encounters an anthropomorphic weapon.\What does he see in this vibrating storm of destruction?\Eureka Seven AO episode 2: Call It What You Want.\Listen to the voice of the children of the stars.\Incoming call response:	Naru
context: he found the feelings his mother left for him.\When Ao finds himself in the midst of a battle,\he encounters an anthropomorphic weapon.\What does he see in this vibrating storm of destruction?\Eureka Seven AO episode 2: Call It What You Want.\Listen to the voice of the children of the stars.\Incoming call\Naru response:	Born Slippy
context: When Ao finds himself in the midst of a battle,\he encounters an anthropomorphic weapon.\What does he see in this vibrating storm of destruction?\Eureka Seven AO episode 2: Call It What You Want.\Listen to the voice of the children of the stars.\Incoming call\Naru\Born Slippy response:	Iwato Central Hospital
context: he encounters an anthropomorphic weapon.\What does he see in this vibrating storm of destruction?\Eureka Seven AO episode 2: Call It What You Want.\Listen to the voice of the children of the stars.\Incoming call\Naru\Born Slippy\Iwato Central Hospital response:	Fukai Clinic
context: What does he see in this vibrating storm of destruction?\Eureka Seven AO episode 2: Call It What You Want.\Listen to the voice of the children of the stars.\Incoming call\Naru\Born Slippy\Iwato Central Hospital\Fukai Clinic response:	Connection Error
context: Eureka Seven AO episode 2: Call It What You Want.\Listen to the voice of the children of the stars.\Incoming call\Naru\Born Slippy\Iwato Central Hospital\Fukai Clinic\Connection Error response:	Preview
context: Listen to the voice of the children of the stars.\Incoming call\Naru\Born Slippy\Iwato Central Hospital\Fukai Clinic\Connection Error\Preview response:	takanaru shinzou no koe wa
context: Incoming call\Naru\Born Slippy\Iwato Central Hospital\Fukai Clinic\Connection Error\Preview\takanaru shinzou no koe wa response:	itsu shika kokochi yoku najinde ite
context: Naru\Born Slippy\Iwato Central Hospital\Fukai Clinic\Connection Error\Preview\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite response:	kaze ga tsuyoku fuiteite mo
context: Born Slippy\Iwato Central Hospital\Fukai Clinic\Connection Error\Preview\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo response:	me wo tsumuranaide itsu datte mae wo muku yo
context: Iwato Central Hospital\Fukai Clinic\Connection Error\Preview\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo response:	nakitaku nattara omoidashite
context: Fukai Clinic\Connection Error\Preview\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite response:	damatte chikaiatta yakusoku wo
context: Connection Error\Preview\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo response:	tabidatsu hinadori no uta
context: Preview\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta response:	ima mo mada umaku tobenai keredo
context: takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo response:	meguri meguru toki wo koe
context: itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe response:	hitazura ni tsunaida te wo tadotte
context: kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte response:	kotoba wa
context: me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa response:	sora ni kieteku bakari da toshite mo
context: nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo response:	chirabaru hikari no naka de
context: damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de response:	mayowazu ni kimi wo sagashidaseru kara
context: tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara response:	takanaru shinzou no koe wa
context: ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\takanaru shinzou no koe wa response:	itsu shika kokochi yoku najinde ite
context: meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite response:	kaze ga tsuyoku fuiteite mo
context: hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo response:	me wo tsumuranaide itsu datte mae wo muku yo
context: kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo response:	nakitaku nattara omoidashite
context: sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite response:	damatte chikaiatta yakusoku wo
context: chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo response:	tabidatsu hinadori no uta
context: mayowazu ni kimi wo sagashidaseru kara\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta response:	ima mo mada umaku tobenai keredo
context: takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo response:	meguri meguru toki wo koe
context: itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe response:	hitazura ni tsunaida te wo tadotte
context: kaze ga tsuyoku fuiteite mo\me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte response:	kotoba wa
context: me wo tsumuranaide itsu datte mae wo muku yo\nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa response:	sora ni kieteku bakari da toshite mo
context: nakitaku nattara omoidashite\damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo response:	chirabaru hikari no naka de
context: damatte chikaiatta yakusoku wo\tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de response:	mayowazu ni kimi wo sagashidaseru kara
context: tabidatsu hinadori no uta\ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara response:	My heart is racing and beating loud
context: ima mo mada umaku tobenai keredo\meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\My heart is racing and beating loud response:	But that feels cozily familliar
context: meguri meguru toki wo koe\hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\My heart is racing and beating loud\But that feels cozily familliar response:	Even if the wind is blowing hard
context: hitazura ni tsunaida te wo tadotte\kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\My heart is racing and beating loud\But that feels cozily familliar\Even if the wind is blowing hard response:	Don't close your eyes and always look on ahead
context: kotoba wa\sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\My heart is racing and beating loud\But that feels cozily familliar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead response:	If you feel like crying, remember
context: sora ni kieteku bakari da toshite mo\chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\My heart is racing and beating loud\But that feels cozily familliar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember response:	The promise we made together
context: chirabaru hikari no naka de\mayowazu ni kimi wo sagashidaseru kara\My heart is racing and beating loud\But that feels cozily familliar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember\The promise we made together response:	The young birds in the sky sing
context: mayowazu ni kimi wo sagashidaseru kara\My heart is racing and beating loud\But that feels cozily familliar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember\The promise we made together\The young birds in the sky sing response:	Though they still can't fly well
context: My heart is racing and beating loud\But that feels cozily familliar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember\The promise we made together\The young birds in the sky sing\Though they still can't fly well response:	Even if we go beyond the edge of time
context: But that feels cozily familliar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember\The promise we made together\The young birds in the sky sing\Though they still can't fly well\Even if we go beyond the edge of time response:	I'll only follow you as we hold hands
context: Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember\The promise we made together\The young birds in the sky sing\Though they still can't fly well\Even if we go beyond the edge of time\I'll only follow you as we hold hands response:	So I never let you go! My words
context: Don't close your eyes and always look on ahead\If you feel like crying, remember\The promise we made together\The young birds in the sky sing\Though they still can't fly well\Even if we go beyond the edge of time\I'll only follow you as we hold hands\So I never let you go! My words response:	may get lost in the infinity of the sky,
context: If you feel like crying, remember\The promise we made together\The young birds in the sky sing\Though they still can't fly well\Even if we go beyond the edge of time\I'll only follow you as we hold hands\So I never let you go! My words\may get lost in the infinity of the sky, response:	but among the glittering light
context: The promise we made together\The young birds in the sky sing\Though they still can't fly well\Even if we go beyond the edge of time\I'll only follow you as we hold hands\So I never let you go! My words\may get lost in the infinity of the sky,\but among the glittering light response:	I can still find you without hesitation
context: The young birds in the sky sing\Though they still can't fly well\Even if we go beyond the edge of time\I'll only follow you as we hold hands\So I never let you go! My words\may get lost in the infinity of the sky,\but among the glittering light\I can still find you without hesitation response:	My heart is racing and beating loud
context: Though they still can't fly well\Even if we go beyond the edge of time\I'll only follow you as we hold hands\So I never let you go! My words\may get lost in the infinity of the sky,\but among the glittering light\I can still find you without hesitation\My heart is racing and beating loud response:	But that feels cozily familiar
context: Even if we go beyond the edge of time\I'll only follow you as we hold hands\So I never let you go! My words\may get lost in the infinity of the sky,\but among the glittering light\I can still find you without hesitation\My heart is racing and beating loud\But that feels cozily familiar response:	Even if the wind is blowing hard
context: I'll only follow you as we hold hands\So I never let you go! My words\may get lost in the infinity of the sky,\but among the glittering light\I can still find you without hesitation\My heart is racing and beating loud\But that feels cozily familiar\Even if the wind is blowing hard response:	Don't close your eyes and always look on ahead
context: So I never let you go! My words\may get lost in the infinity of the sky,\but among the glittering light\I can still find you without hesitation\My heart is racing and beating loud\But that feels cozily familiar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead response:	If you feel like crying, remember
context: may get lost in the infinity of the sky,\but among the glittering light\I can still find you without hesitation\My heart is racing and beating loud\But that feels cozily familiar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember response:	the promise we made together
context: but among the glittering light\I can still find you without hesitation\My heart is racing and beating loud\But that feels cozily familiar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember\the promise we made together response:	The young birds in the sky sing
context: I can still find you without hesitation\My heart is racing and beating loud\But that feels cozily familiar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember\the promise we made together\The young birds in the sky sing response:	though they still can't fly well
context: My heart is racing and beating loud\But that feels cozily familiar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember\the promise we made together\The young birds in the sky sing\though they still can't fly well response:	Even if we go beyond the edge of time
context: But that feels cozily familiar\Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember\the promise we made together\The young birds in the sky sing\though they still can't fly well\Even if we go beyond the edge of time response:	I'll only follow you as we hold hands
context: Even if the wind is blowing hard\Don't close your eyes and always look on ahead\If you feel like crying, remember\the promise we made together\The young birds in the sky sing\though they still can't fly well\Even if we go beyond the edge of time\I'll only follow you as we hold hands response:	So I never let you go! My words
context: Don't close your eyes and always look on ahead\If you feel like crying, remember\the promise we made together\The young birds in the sky sing\though they still can't fly well\Even if we go beyond the edge of time\I'll only follow you as we hold hands\So I never let you go! My words response:	may get lost in the infinity of the sky,
context: If you feel like crying, remember\the promise we made together\The young birds in the sky sing\though they still can't fly well\Even if we go beyond the edge of time\I'll only follow you as we hold hands\So I never let you go! My words\may get lost in the infinity of the sky, response:	but among the glittering light
context: the promise we made together\The young birds in the sky sing\though they still can't fly well\Even if we go beyond the edge of time\I'll only follow you as we hold hands\So I never let you go! My words\may get lost in the infinity of the sky,\but among the glittering light response:	I can still find you without hesitation
