context: Signs response:	Opening
context: I get it now.\Thank you!\I'm really sorry! I'll come next time for sure!\Yeah. Later.\So when did you move in?\I thought the only person up there was some office lady living on her own.\I changed residences the day before yesterday.\Takanashi Tooka is my sister. response:	I see.
context: Thank you!\I'm really sorry! I'll come next time for sure!\Yeah. Later.\So when did you move in?\I thought the only person up there was some office lady living on her own.\I changed residences the day before yesterday.\Takanashi Tooka is my sister.\I see. response:	So you moved in with your sister.
context: I'm really sorry! I'll come next time for sure!\Yeah. Later.\So when did you move in?\I thought the only person up there was some office lady living on her own.\I changed residences the day before yesterday.\Takanashi Tooka is my sister.\I see.\So you moved in with your sister. response:	Or rather, that's what we lead others to believe.
context: Yeah. Later.\So when did you move in?\I thought the only person up there was some office lady living on her own.\I changed residences the day before yesterday.\Takanashi Tooka is my sister.\I see.\So you moved in with your sister.\Or rather, that's what we lead others to believe. response:	But she's actually a powerful sorceress who oversees the Deep Horizon.
context: So when did you move in?\I thought the only person up there was some office lady living on her own.\I changed residences the day before yesterday.\Takanashi Tooka is my sister.\I see.\So you moved in with your sister.\Or rather, that's what we lead others to believe.\But she's actually a powerful sorceress who oversees the Deep Horizon. response:	An enemy.
context: I thought the only person up there was some office lady living on her own.\I changed residences the day before yesterday.\Takanashi Tooka is my sister.\I see.\So you moved in with your sister.\Or rather, that's what we lead others to believe.\But she's actually a powerful sorceress who oversees the Deep Horizon.\An enemy. response:	Oh, please.
context: I changed residences the day before yesterday.\Takanashi Tooka is my sister.\I see.\So you moved in with your sister.\Or rather, that's what we lead others to believe.\But she's actually a powerful sorceress who oversees the Deep Horizon.\An enemy.\Oh, please. response:	When she awakens her powers, I'm no match for her.
context: Takanashi Tooka is my sister.\I see.\So you moved in with your sister.\Or rather, that's what we lead others to believe.\But she's actually a powerful sorceress who oversees the Deep Horizon.\An enemy.\Oh, please.\When she awakens her powers, I'm no match for her. response:	Even if I use my Wicked Eye.
context: I see.\So you moved in with your sister.\Or rather, that's what we lead others to believe.\But she's actually a powerful sorceress who oversees the Deep Horizon.\An enemy.\Oh, please.\When she awakens her powers, I'm no match for her.\Even if I use my Wicked Eye. response:	She's scary!
context: So you moved in with your sister.\Or rather, that's what we lead others to believe.\But she's actually a powerful sorceress who oversees the Deep Horizon.\An enemy.\Oh, please.\When she awakens her powers, I'm no match for her.\Even if I use my Wicked Eye.\She's scary! response:	How scary can she be?
context: Or rather, that's what we lead others to believe.\But she's actually a powerful sorceress who oversees the Deep Horizon.\An enemy.\Oh, please.\When she awakens her powers, I'm no match for her.\Even if I use my Wicked Eye.\She's scary!\How scary can she be? response:	Fear not, Rikka! Victory is ours!
context: But she's actually a powerful sorceress who oversees the Deep Horizon.\An enemy.\Oh, please.\When she awakens her powers, I'm no match for her.\Even if I use my Wicked Eye.\She's scary!\How scary can she be?\Fear not, Rikka! Victory is ours! response:	I'm not surprised she gets mad at you with all the nonsense you keep going on about.
context: An enemy.\Oh, please.\When she awakens her powers, I'm no match for her.\Even if I use my Wicked Eye.\She's scary!\How scary can she be?\Fear not, Rikka! Victory is ours!\I'm not surprised she gets mad at you with all the nonsense you keep going on about. response:	Help me, Yuuta.
context: Oh, please.\When she awakens her powers, I'm no match for her.\Even if I use my Wicked Eye.\She's scary!\How scary can she be?\Fear not, Rikka! Victory is ours!\I'm not surprised she gets mad at you with all the nonsense you keep going on about.\Help me, Yuuta. response:	With the power of the Dark Flame Master,
context: When she awakens her powers, I'm no match for her.\Even if I use my Wicked Eye.\She's scary!\How scary can she be?\Fear not, Rikka! Victory is ours!\I'm not surprised she gets mad at you with all the nonsense you keep going on about.\Help me, Yuuta.\With the power of the Dark Flame Master, response:	we could break through the Overseers' barrier and find the Deep Horizon!
context: Even if I use my Wicked Eye.\She's scary!\How scary can she be?\Fear not, Rikka! Victory is ours!\I'm not surprised she gets mad at you with all the nonsense you keep going on about.\Help me, Yuuta.\With the power of the Dark Flame Master,\we could break through the Overseers' barrier and find the Deep Horizon! response:	Forget that name!
context: She's scary!\How scary can she be?\Fear not, Rikka! Victory is ours!\I'm not surprised she gets mad at you with all the nonsense you keep going on about.\Help me, Yuuta.\With the power of the Dark Flame Master,\we could break through the Overseers' barrier and find the Deep Horizon!\Forget that name! response:	I've come up with a new attack for you!
context: How scary can she be?\Fear not, Rikka! Victory is ours!\I'm not surprised she gets mad at you with all the nonsense you keep going on about.\Help me, Yuuta.\With the power of the Dark Flame Master,\we could break through the Overseers' barrier and find the Deep Horizon!\Forget that name!\I've come up with a new attack for you! response:	Judgment Lucifer!
context: Fear not, Rikka! Victory is ours!\I'm not surprised she gets mad at you with all the nonsense you keep going on about.\Help me, Yuuta.\With the power of the Dark Flame Master,\we could break through the Overseers' barrier and find the Deep Horizon!\Forget that name!\I've come up with a new attack for you!\Judgment Lucifer! response:	How was it?
context: I'm not surprised she gets mad at you with all the nonsense you keep going on about.\Help me, Yuuta.\With the power of the Dark Flame Master,\we could break through the Overseers' barrier and find the Deep Horizon!\Forget that name!\I've come up with a new attack for you!\Judgment Lucifer!\How was it? response:	You're wearing roller shoes? Are you five or something?
context: Help me, Yuuta.\With the power of the Dark Flame Master,\we could break through the Overseers' barrier and find the Deep Horizon!\Forget that name!\I've come up with a new attack for you!\Judgment Lucifer!\How was it?\You're wearing roller shoes? Are you five or something? response:	They have superior mobility.
context: With the power of the Dark Flame Master,\we could break through the Overseers' barrier and find the Deep Horizon!\Forget that name!\I've come up with a new attack for you!\Judgment Lucifer!\How was it?\You're wearing roller shoes? Are you five or something?\They have superior mobility. response:	And if I'm wearing these and the enemy attacks...
context: we could break through the Overseers' barrier and find the Deep Horizon!\Forget that name!\I've come up with a new attack for you!\Judgment Lucifer!\How was it?\You're wearing roller shoes? Are you five or something?\They have superior mobility.\And if I'm wearing these and the enemy attacks... response:	I broke a few of my ribs... But it works!
context: Forget that name!\I've come up with a new attack for you!\Judgment Lucifer!\How was it?\You're wearing roller shoes? Are you five or something?\They have superior mobility.\And if I'm wearing these and the enemy attacks...\I broke a few of my ribs... But it works! response:	And it's cool!
context: I've come up with a new attack for you!\Judgment Lucifer!\How was it?\You're wearing roller shoes? Are you five or something?\They have superior mobility.\And if I'm wearing these and the enemy attacks...\I broke a few of my ribs... But it works!\And it's cool! response:	Stop it! We're in public!
context: Judgment Lucifer!\How was it?\You're wearing roller shoes? Are you five or something?\They have superior mobility.\And if I'm wearing these and the enemy attacks...\I broke a few of my ribs... But it works!\And it's cool!\Stop it! We're in public! response:	Which would you like? My treat.
context: How was it?\You're wearing roller shoes? Are you five or something?\They have superior mobility.\And if I'm wearing these and the enemy attacks...\I broke a few of my ribs... But it works!\And it's cool!\Stop it! We're in public!\Which would you like? My treat. response:	Wait.
context: You're wearing roller shoes? Are you five or something?\They have superior mobility.\And if I'm wearing these and the enemy attacks...\I broke a few of my ribs... But it works!\And it's cool!\Stop it! We're in public!\Which would you like? My treat.\Wait. response:	Hey, Takanashi...
context: They have superior mobility.\And if I'm wearing these and the enemy attacks...\I broke a few of my ribs... But it works!\And it's cool!\Stop it! We're in public!\Which would you like? My treat.\Wait.\Hey, Takanashi... response:	Left! Right! Left! Right!
context: And if I'm wearing these and the enemy attacks...\I broke a few of my ribs... But it works!\And it's cool!\Stop it! We're in public!\Which would you like? My treat.\Wait.\Hey, Takanashi...\Left! Right! Left! Right! response:	The train...
context: I broke a few of my ribs... But it works!\And it's cool!\Stop it! We're in public!\Which would you like? My treat.\Wait.\Hey, Takanashi...\Left! Right! Left! Right!\The train... response:	Okay! Insert the coin now!
context: And it's cool!\Stop it! We're in public!\Which would you like? My treat.\Wait.\Hey, Takanashi...\Left! Right! Left! Right!\The train...\Okay! Insert the coin now! response:	Huh?
context: Stop it! We're in public!\Which would you like? My treat.\Wait.\Hey, Takanashi...\Left! Right! Left! Right!\The train...\Okay! Insert the coin now!\Huh? response:	And now B, A!
context: Which would you like? My treat.\Wait.\Hey, Takanashi...\Left! Right! Left! Right!\The train...\Okay! Insert the coin now!\Huh?\And now B, A! response:	What do you mean, B, A?
context: Wait.\Hey, Takanashi...\Left! Right! Left! Right!\The train...\Okay! Insert the coin now!\Huh?\And now B, A!\What do you mean, B, A? response:	A mana potion.
context: Hey, Takanashi...\Left! Right! Left! Right!\The train...\Okay! Insert the coin now!\Huh?\And now B, A!\What do you mean, B, A?\A mana potion. response:	The Overseers are pulling the strings from the shadows.
context: Left! Right! Left! Right!\The train...\Okay! Insert the coin now!\Huh?\And now B, A!\What do you mean, B, A?\A mana potion.\The Overseers are pulling the strings from the shadows. response:	The train already left, dammit!
context: The train...\Okay! Insert the coin now!\Huh?\And now B, A!\What do you mean, B, A?\A mana potion.\The Overseers are pulling the strings from the shadows.\The train already left, dammit! response:	You win! Yay!
context: Okay! Insert the coin now!\Huh?\And now B, A!\What do you mean, B, A?\A mana potion.\The Overseers are pulling the strings from the shadows.\The train already left, dammit!\You win! Yay! response:	Do you accept my powers now?
context: Huh?\And now B, A!\What do you mean, B, A?\A mana potion.\The Overseers are pulling the strings from the shadows.\The train already left, dammit!\You win! Yay!\Do you accept my powers now? response:	Nah. You looked pretty surprised too.
context: And now B, A!\What do you mean, B, A?\A mana potion.\The Overseers are pulling the strings from the shadows.\The train already left, dammit!\You win! Yay!\Do you accept my powers now?\Nah. You looked pretty surprised too. response:	By the way, B and A stand for banana and apple.
context: What do you mean, B, A?\A mana potion.\The Overseers are pulling the strings from the shadows.\The train already left, dammit!\You win! Yay!\Do you accept my powers now?\Nah. You looked pretty surprised too.\By the way, B and A stand for banana and apple. response:	It differs by the season, so be careful.
context: A mana potion.\The Overseers are pulling the strings from the shadows.\The train already left, dammit!\You win! Yay!\Do you accept my powers now?\Nah. You looked pretty surprised too.\By the way, B and A stand for banana and apple.\It differs by the season, so be careful. response:	Yeah, whatever.
context: The Overseers are pulling the strings from the shadows.\The train already left, dammit!\You win! Yay!\Do you accept my powers now?\Nah. You looked pretty surprised too.\By the way, B and A stand for banana and apple.\It differs by the season, so be careful.\Yeah, whatever. response:	We finally made it.
context: The train already left, dammit!\You win! Yay!\Do you accept my powers now?\Nah. You looked pretty surprised too.\By the way, B and A stand for banana and apple.\It differs by the season, so be careful.\Yeah, whatever.\We finally made it. response:	Could you stop wasting my time?
context: You win! Yay!\Do you accept my powers now?\Nah. You looked pretty surprised too.\By the way, B and A stand for banana and apple.\It differs by the season, so be careful.\Yeah, whatever.\We finally made it.\Could you stop wasting my time? response:	Yuuta!
context: Do you accept my powers now?\Nah. You looked pretty surprised too.\By the way, B and A stand for banana and apple.\It differs by the season, so be careful.\Yeah, whatever.\We finally made it.\Could you stop wasting my time?\Yuuta! response:	You must see this!
context: Nah. You looked pretty surprised too.\By the way, B and A stand for banana and apple.\It differs by the season, so be careful.\Yeah, whatever.\We finally made it.\Could you stop wasting my time?\Yuuta!\You must see this! response:	They meant to deliver these to Ms. Takanashi,
context: By the way, B and A stand for banana and apple.\It differs by the season, so be careful.\Yeah, whatever.\We finally made it.\Could you stop wasting my time?\Yuuta!\You must see this!\They meant to deliver these to Ms. Takanashi, response:	but she wasn't at home, so they asked me to take care of it for her.
context: It differs by the season, so be careful.\Yeah, whatever.\We finally made it.\Could you stop wasting my time?\Yuuta!\You must see this!\They meant to deliver these to Ms. Takanashi,\but she wasn't at home, so they asked me to take care of it for her. response:	And they call themselves movers?
context: Yeah, whatever.\We finally made it.\Could you stop wasting my time?\Yuuta!\You must see this!\They meant to deliver these to Ms. Takanashi,\but she wasn't at home, so they asked me to take care of it for her.\And they call themselves movers? response:	Are these all yours?
context: We finally made it.\Could you stop wasting my time?\Yuuta!\You must see this!\They meant to deliver these to Ms. Takanashi,\but she wasn't at home, so they asked me to take care of it for her.\And they call themselves movers?\Are these all yours? response:	I returned home late due to the Overseers' interference.
context: Could you stop wasting my time?\Yuuta!\You must see this!\They meant to deliver these to Ms. Takanashi,\but she wasn't at home, so they asked me to take care of it for her.\And they call themselves movers?\Are these all yours?\I returned home late due to the Overseers' interference. response:	I should've been home by three according to pl
context: Yuuta!\You must see this!\They meant to deliver these to Ms. Takanashi,\but she wasn't at home, so they asked me to take care of it for her.\And they call themselves movers?\Are these all yours?\I returned home late due to the Overseers' interference.\I should've been home by three according to pl response:	Yuuta, who is she?
context: You must see this!\They meant to deliver these to Ms. Takanashi,\but she wasn't at home, so they asked me to take care of it for her.\And they call themselves movers?\Are these all yours?\I returned home late due to the Overseers' interference.\I should've been home by three according to pl\Yuuta, who is she? response:	Ms. Takanashi's little sister.
context: They meant to deliver these to Ms. Takanashi,\but she wasn't at home, so they asked me to take care of it for her.\And they call themselves movers?\Are these all yours?\I returned home late due to the Overseers' interference.\I should've been home by three according to pl\Yuuta, who is she?\Ms. Takanashi's little sister. response:	They'll be living together.
context: but she wasn't at home, so they asked me to take care of it for her.\And they call themselves movers?\Are these all yours?\I returned home late due to the Overseers' interference.\I should've been home by three according to pl\Yuuta, who is she?\Ms. Takanashi's little sister.\They'll be living together. response:	I see...
context: And they call themselves movers?\Are these all yours?\I returned home late due to the Overseers' interference.\I should've been home by three according to pl\Yuuta, who is she?\Ms. Takanashi's little sister.\They'll be living together.\I see... response:	Why do you have so much stuff?
context: Are these all yours?\I returned home late due to the Overseers' interference.\I should've been home by three according to pl\Yuuta, who is she?\Ms. Takanashi's little sister.\They'll be living together.\I see...\Why do you have so much stuff? response:	It's way too much for one person.
context: I returned home late due to the Overseers' interference.\I should've been home by three according to pl\Yuuta, who is she?\Ms. Takanashi's little sister.\They'll be living together.\I see...\Why do you have so much stuff?\It's way too much for one person. response:	They are all precious treasures.
context: I should've been home by three according to pl\Yuuta, who is she?\Ms. Takanashi's little sister.\They'll be living together.\I see...\Why do you have so much stuff?\It's way too much for one person.\They are all precious treasures. response:	Don't tell me it's all junk like that!
context: Yuuta, who is she?\Ms. Takanashi's little sister.\They'll be living together.\I see...\Why do you have so much stuff?\It's way too much for one person.\They are all precious treasures.\Don't tell me it's all junk like that! response:	I'll go and get dinner ready.
context: Ms. Takanashi's little sister.\They'll be living together.\I see...\Why do you have so much stuff?\It's way too much for one person.\They are all precious treasures.\Don't tell me it's all junk like that!\I'll go and get dinner ready. response:	There are many useful items here.
context: They'll be living together.\I see...\Why do you have so much stuff?\It's way too much for one person.\They are all precious treasures.\Don't tell me it's all junk like that!\I'll go and get dinner ready.\There are many useful items here. response:	Oh, it's spring-loaded.
context: I see...\Why do you have so much stuff?\It's way too much for one person.\They are all precious treasures.\Don't tell me it's all junk like that!\I'll go and get dinner ready.\There are many useful items here.\Oh, it's spring-loaded. response:	It can be used as a weapon...
context: Why do you have so much stuff?\It's way too much for one person.\They are all precious treasures.\Don't tell me it's all junk like that!\I'll go and get dinner ready.\There are many useful items here.\Oh, it's spring-loaded.\It can be used as a weapon... response:	Gungnir!
context: It's way too much for one person.\They are all precious treasures.\Don't tell me it's all junk like that!\I'll go and get dinner ready.\There are many useful items here.\Oh, it's spring-loaded.\It can be used as a weapon...\Gungnir! response:	And when defending...
context: They are all precious treasures.\Don't tell me it's all junk like that!\I'll go and get dinner ready.\There are many useful items here.\Oh, it's spring-loaded.\It can be used as a weapon...\Gungnir!\And when defending... response:	Schwarz Shoot!
context: Don't tell me it's all junk like that!\I'll go and get dinner ready.\There are many useful items here.\Oh, it's spring-loaded.\It can be used as a weapon...\Gungnir!\And when defending...\Schwarz Shoot! response:	Schwarz Shoot!
context: I'll go and get dinner ready.\There are many useful items here.\Oh, it's spring-loaded.\It can be used as a weapon...\Gungnir!\And when defending...\Schwarz Shoot!\Schwarz Shoot! response:	All right! I get it!
context: There are many useful items here.\Oh, it's spring-loaded.\It can be used as a weapon...\Gungnir!\And when defending...\Schwarz Shoot!\Schwarz Shoot!\All right! I get it! response:	Here.
context: Oh, it's spring-loaded.\It can be used as a weapon...\Gungnir!\And when defending...\Schwarz Shoot!\Schwarz Shoot!\All right! I get it!\Here. response:	Take your stuff with you.
context: It can be used as a weapon...\Gungnir!\And when defending...\Schwarz Shoot!\Schwarz Shoot!\All right! I get it!\Here.\Take your stuff with you. response:	Understood.
context: Gungnir!\And when defending...\Schwarz Shoot!\Schwarz Shoot!\All right! I get it!\Here.\Take your stuff with you.\Understood. response:	That's the last one.
context: And when defending...\Schwarz Shoot!\Schwarz Shoot!\All right! I get it!\Here.\Take your stuff with you.\Understood.\That's the last one. response:	Thanks. I appreciate your help.
context: Schwarz Shoot!\Schwarz Shoot!\All right! I get it!\Here.\Take your stuff with you.\Understood.\That's the last one.\Thanks. I appreciate your help. response:	As you should.
context: Schwarz Shoot!\All right! I get it!\Here.\Take your stuff with you.\Understood.\That's the last one.\Thanks. I appreciate your help.\As you should. response:	Where's your sister?
context: All right! I get it!\Here.\Take your stuff with you.\Understood.\That's the last one.\Thanks. I appreciate your help.\As you should.\Where's your sister? response:	She's always late.
context: Here.\Take your stuff with you.\Understood.\That's the last one.\Thanks. I appreciate your help.\As you should.\Where's your sister?\She's always late. response:	Ah, another Takanashi?
context: Take your stuff with you.\Understood.\That's the last one.\Thanks. I appreciate your help.\As you should.\Where's your sister?\She's always late.\Ah, another Takanashi? response:	You're just as pretty as your sister!
context: Understood.\That's the last one.\Thanks. I appreciate your help.\As you should.\Where's your sister?\She's always late.\Ah, another Takanashi?\You're just as pretty as your sister! response:	Good luck, Yuuta!
context: That's the last one.\Thanks. I appreciate your help.\As you should.\Where's your sister?\She's always late.\Ah, another Takanashi?\You're just as pretty as your sister!\Good luck, Yuuta! response:	What for?
context: Thanks. I appreciate your help.\As you should.\Where's your sister?\She's always late.\Ah, another Takanashi?\You're just as pretty as your sister!\Good luck, Yuuta!\What for? response:	Umm, what happened to your eye?
context: As you should.\Where's your sister?\She's always late.\Ah, another Takanashi?\You're just as pretty as your sister!\Good luck, Yuuta!\What for?\Umm, what happened to your eye? response:	Don't worry about it.
context: Where's your sister?\She's always late.\Ah, another Takanashi?\You're just as pretty as your sister!\Good luck, Yuuta!\What for?\Umm, what happened to your eye?\Don't worry about it. response:	There's nothing wrong with it or anything.
context: She's always late.\Ah, another Takanashi?\You're just as pretty as your sister!\Good luck, Yuuta!\What for?\Umm, what happened to your eye?\Don't worry about it.\There's nothing wrong with it or anything. response:	The Wicked Eye harnesses darkness using sacred powe
context: Ah, another Takanashi?\You're just as pretty as your sister!\Good luck, Yuuta!\What for?\Umm, what happened to your eye?\Don't worry about it.\There's nothing wrong with it or anything.\The Wicked Eye harnesses darkness using sacred powe response:	Spare us the backstory, please.
context: You're just as pretty as your sister!\Good luck, Yuuta!\What for?\Umm, what happened to your eye?\Don't worry about it.\There's nothing wrong with it or anything.\The Wicked Eye harnesses darkness using sacred powe\Spare us the backstory, please. response:	Very well.
context: Good luck, Yuuta!\What for?\Umm, what happened to your eye?\Don't worry about it.\There's nothing wrong with it or anything.\The Wicked Eye harnesses darkness using sacred powe\Spare us the backstory, please.\Very well. response:	Perish!
context: What for?\Umm, what happened to your eye?\Don't worry about it.\There's nothing wrong with it or anything.\The Wicked Eye harnesses darkness using sacred powe\Spare us the backstory, please.\Very well.\Perish! response:	Yumeha, don't take that out around h Ow!
context: Umm, what happened to your eye?\Don't worry about it.\There's nothing wrong with it or anything.\The Wicked Eye harnesses darkness using sacred powe\Spare us the backstory, please.\Very well.\Perish!\Yumeha, don't take that out around h Ow! response:	It's so cool!
context: Don't worry about it.\There's nothing wrong with it or anything.\The Wicked Eye harnesses darkness using sacred powe\Spare us the backstory, please.\Very well.\Perish!\Yumeha, don't take that out around h Ow!\It's so cool! response:	Is not!
context: There's nothing wrong with it or anything.\The Wicked Eye harnesses darkness using sacred powe\Spare us the backstory, please.\Very well.\Perish!\Yumeha, don't take that out around h Ow!\It's so cool!\Is not! response:	It's so cool!
context: The Wicked Eye harnesses darkness using sacred powe\Spare us the backstory, please.\Very well.\Perish!\Yumeha, don't take that out around h Ow!\It's so cool!\Is not!\It's so cool! response:	If you slung that over your back, it'd be perfect!
context: Spare us the backstory, please.\Very well.\Perish!\Yumeha, don't take that out around h Ow!\It's so cool!\Is not!\It's so cool!\If you slung that over your back, it'd be perfect! response:	Perfect?
context: Very well.\Perish!\Yumeha, don't take that out around h Ow!\It's so cool!\Is not!\It's so cool!\If you slung that over your back, it'd be perfect!\Perfect? response:	Yuuta did that before.
context: Perish!\Yumeha, don't take that out around h Ow!\It's so cool!\Is not!\It's so cool!\If you slung that over your back, it'd be perfect!\Perfect?\Yuuta did that before. response:	He wore a black coat, had that on his back...
context: Yumeha, don't take that out around h Ow!\It's so cool!\Is not!\It's so cool!\If you slung that over your back, it'd be perfect!\Perfect?\Yuuta did that before.\He wore a black coat, had that on his back... response:	Kuzuha!
context: It's so cool!\Is not!\It's so cool!\If you slung that over your back, it'd be perfect!\Perfect?\Yuuta did that before.\He wore a black coat, had that on his back...\Kuzuha! response:	He certainly had some strange ideas back then.
context: Is not!\It's so cool!\If you slung that over your back, it'd be perfect!\Perfect?\Yuuta did that before.\He wore a black coat, had that on his back...\Kuzuha!\He certainly had some strange ideas back then. response:	Always chanting spells or whatever those were before meals...
context: It's so cool!\If you slung that over your back, it'd be perfect!\Perfect?\Yuuta did that before.\He wore a black coat, had that on his back...\Kuzuha!\He certainly had some strange ideas back then.\Always chanting spells or whatever those were before meals... response:	Mom, isn't it time you left for your night shift?
context: If you slung that over your back, it'd be perfect!\Perfect?\Yuuta did that before.\He wore a black coat, had that on his back...\Kuzuha!\He certainly had some strange ideas back then.\Always chanting spells or whatever those were before meals...\Mom, isn't it time you left for your night shift? response:	Yessir...
context: Perfect?\Yuuta did that before.\He wore a black coat, had that on his back...\Kuzuha!\He certainly had some strange ideas back then.\Always chanting spells or whatever those were before meals...\Mom, isn't it time you left for your night shift?\Yessir... response:	Oh, jeez.
context: Yuuta did that before.\He wore a black coat, had that on his back...\Kuzuha!\He certainly had some strange ideas back then.\Always chanting spells or whatever those were before meals...\Mom, isn't it time you left for your night shift?\Yessir...\Oh, jeez. response:	I told them it was trash, and they just go rummaging through it anyway...
context: He wore a black coat, had that on his back...\Kuzuha!\He certainly had some strange ideas back then.\Always chanting spells or whatever those were before meals...\Mom, isn't it time you left for your night shift?\Yessir...\Oh, jeez.\I told them it was trash, and they just go rummaging through it anyway... response:	Trash?
context: Kuzuha!\He certainly had some strange ideas back then.\Always chanting spells or whatever those were before meals...\Mom, isn't it time you left for your night shift?\Yessir...\Oh, jeez.\I told them it was trash, and they just go rummaging through it anyway...\Trash? response:	Yeah.
context: He certainly had some strange ideas back then.\Always chanting spells or whatever those were before meals...\Mom, isn't it time you left for your night shift?\Yessir...\Oh, jeez.\I told them it was trash, and they just go rummaging through it anyway...\Trash?\Yeah. response:	That's the life of the Dark Flame Master.
context: Always chanting spells or whatever those were before meals...\Mom, isn't it time you left for your night shift?\Yessir...\Oh, jeez.\I told them it was trash, and they just go rummaging through it anyway...\Trash?\Yeah.\That's the life of the Dark Flame Master. response:	Like I said, I left that all behind me.
context: Mom, isn't it time you left for your night shift?\Yessir...\Oh, jeez.\I told them it was trash, and they just go rummaging through it anyway...\Trash?\Yeah.\That's the life of the Dark Flame Master.\Like I said, I left that all behind me. response:	Why?
context: Yessir...\Oh, jeez.\I told them it was trash, and they just go rummaging through it anyway...\Trash?\Yeah.\That's the life of the Dark Flame Master.\Like I said, I left that all behind me.\Why? response:	It's embarrassing.
context: Oh, jeez.\I told them it was trash, and they just go rummaging through it anyway...\Trash?\Yeah.\That's the life of the Dark Flame Master.\Like I said, I left that all behind me.\Why?\It's embarrassing. response:	It's cool.
context: I told them it was trash, and they just go rummaging through it anyway...\Trash?\Yeah.\That's the life of the Dark Flame Master.\Like I said, I left that all behind me.\Why?\It's embarrassing.\It's cool. response:	It's not. Not even slightly.
context: Trash?\Yeah.\That's the life of the Dark Flame Master.\Like I said, I left that all behind me.\Why?\It's embarrassing.\It's cool.\It's not. Not even slightly. response:	That stuff's all totally pointless.
context: Yeah.\That's the life of the Dark Flame Master.\Like I said, I left that all behind me.\Why?\It's embarrassing.\It's cool.\It's not. Not even slightly.\That stuff's all totally pointless. response:	There's no such thing as the Flames of Darkness or the Power of the Dark Dragon.
context: That's the life of the Dark Flame Master.\Like I said, I left that all behind me.\Why?\It's embarrassing.\It's cool.\It's not. Not even slightly.\That stuff's all totally pointless.\There's no such thing as the Flames of Darkness or the Power of the Dark Dragon. response:	It's all so stupid.
context: Like I said, I left that all behind me.\Why?\It's embarrassing.\It's cool.\It's not. Not even slightly.\That stuff's all totally pointless.\There's no such thing as the Flames of Darkness or the Power of the Dark Dragon.\It's all so stupid. response:	No. The power is real.
context: Why?\It's embarrassing.\It's cool.\It's not. Not even slightly.\That stuff's all totally pointless.\There's no such thing as the Flames of Darkness or the Power of the Dark Dragon.\It's all so stupid.\No. The power is real. response:	It isn't.
context: It's embarrassing.\It's cool.\It's not. Not even slightly.\That stuff's all totally pointless.\There's no such thing as the Flames of Darkness or the Power of the Dark Dragon.\It's all so stupid.\No. The power is real.\It isn't. response:	It is.
context: It's cool.\It's not. Not even slightly.\That stuff's all totally pointless.\There's no such thing as the Flames of Darkness or the Power of the Dark Dragon.\It's all so stupid.\No. The power is real.\It isn't.\It is. response:	Come on
context: It's not. Not even slightly.\That stuff's all totally pointless.\There's no such thing as the Flames of Darkness or the Power of the Dark Dragon.\It's all so stupid.\No. The power is real.\It isn't.\It is.\Come on response:	It is.
context: That stuff's all totally pointless.\There's no such thing as the Flames of Darkness or the Power of the Dark Dragon.\It's all so stupid.\No. The power is real.\It isn't.\It is.\Come on\It is. response:	So please,
context: There's no such thing as the Flames of Darkness or the Power of the Dark Dragon.\It's all so stupid.\No. The power is real.\It isn't.\It is.\Come on\It is.\So please, response:	don't throw it away.
context: It's all so stupid.\No. The power is real.\It isn't.\It is.\Come on\It is.\So please,\don't throw it away. response:	Vanish into the embrace of dark flames!
context: No. The power is real.\It isn't.\It is.\Come on\It is.\So please,\don't throw it away.\Vanish into the embrace of dark flames! response:	Don't get me wrong.
context: It isn't.\It is.\Come on\It is.\So please,\don't throw it away.\Vanish into the embrace of dark flames!\Don't get me wrong. response:	I just thought they'd be too valuable to just throw away.
context: It is.\Come on\It is.\So please,\don't throw it away.\Vanish into the embrace of dark flames!\Don't get me wrong.\I just thought they'd be too valuable to just throw away. response:	I'll make some money by putting them up for auction instead.
context: Come on\It is.\So please,\don't throw it away.\Vanish into the embrace of dark flames!\Don't get me wrong.\I just thought they'd be too valuable to just throw away.\I'll make some money by putting them up for auction instead. response:	Okay.
context: It is.\So please,\don't throw it away.\Vanish into the embrace of dark flames!\Don't get me wrong.\I just thought they'd be too valuable to just throw away.\I'll make some money by putting them up for auction instead.\Okay. response:	Let's go inside.
context: So please,\don't throw it away.\Vanish into the embrace of dark flames!\Don't get me wrong.\I just thought they'd be too valuable to just throw away.\I'll make some money by putting them up for auction instead.\Okay.\Let's go inside. response:	You'll catch a cold if you stand out here too long.
context: don't throw it away.\Vanish into the embrace of dark flames!\Don't get me wrong.\I just thought they'd be too valuable to just throw away.\I'll make some money by putting them up for auction instead.\Okay.\Let's go inside.\You'll catch a cold if you stand out here too long. response:	Okay.
context: Vanish into the embrace of dark flames!\Don't get me wrong.\I just thought they'd be too valuable to just throw away.\I'll make some money by putting them up for auction instead.\Okay.\Let's go inside.\You'll catch a cold if you stand out here too long.\Okay. response:	Though I said that,
context: Don't get me wrong.\I just thought they'd be too valuable to just throw away.\I'll make some money by putting them up for auction instead.\Okay.\Let's go inside.\You'll catch a cold if you stand out here too long.\Okay.\Though I said that, response:	spring was actually quite warm this year.
context: I just thought they'd be too valuable to just throw away.\I'll make some money by putting them up for auction instead.\Okay.\Let's go inside.\You'll catch a cold if you stand out here too long.\Okay.\Though I said that,\spring was actually quite warm this year. response:	eighth grader syndrome
