context: Did you wait long? response:	No, I just came too.
context: Do you still plan on desecrating our hill? Human!\Ruby-san!\What's that!?\These guys are a swarm of magical plant monsters that will ambush or devour humans.\Ruby-san, you're mistaken!\Tsukune-san isn't a human that's here to desecrate this hill!\Stand down, Yukari-chan!\Tsukune-san is my friend! response:	Devour him!
context: Ruby-san!\What's that!?\These guys are a swarm of magical plant monsters that will ambush or devour humans.\Ruby-san, you're mistaken!\Tsukune-san isn't a human that's here to desecrate this hill!\Stand down, Yukari-chan!\Tsukune-san is my friend!\Devour him! response:	Yukari-chan, don't get in my way!
context: What's that!?\These guys are a swarm of magical plant monsters that will ambush or devour humans.\Ruby-san, you're mistaken!\Tsukune-san isn't a human that's here to desecrate this hill!\Stand down, Yukari-chan!\Tsukune-san is my friend!\Devour him!\Yukari-chan, don't get in my way! response:	I won't let you do this!
context: These guys are a swarm of magical plant monsters that will ambush or devour humans.\Ruby-san, you're mistaken!\Tsukune-san isn't a human that's here to desecrate this hill!\Stand down, Yukari-chan!\Tsukune-san is my friend!\Devour him!\Yukari-chan, don't get in my way!\I won't let you do this! response:	Why not?
context: Ruby-san, you're mistaken!\Tsukune-san isn't a human that's here to desecrate this hill!\Stand down, Yukari-chan!\Tsukune-san is my friend!\Devour him!\Yukari-chan, don't get in my way!\I won't let you do this!\Why not? response:	Tsukune-san is my friend!
context: Tsukune-san isn't a human that's here to desecrate this hill!\Stand down, Yukari-chan!\Tsukune-san is my friend!\Devour him!\Yukari-chan, don't get in my way!\I won't let you do this!\Why not?\Tsukune-san is my friend! response:	He's not even a witch!
context: Stand down, Yukari-chan!\Tsukune-san is my friend!\Devour him!\Yukari-chan, don't get in my way!\I won't let you do this!\Why not?\Tsukune-san is my friend!\He's not even a witch! response:	But... He's my precious friend!
context: Tsukune-san is my friend!\Devour him!\Yukari-chan, don't get in my way!\I won't let you do this!\Why not?\Tsukune-san is my friend!\He's not even a witch!\But... He's my precious friend! response:	That's why I definitely won't let you do such things to him!
context: Devour him!\Yukari-chan, don't get in my way!\I won't let you do this!\Why not?\Tsukune-san is my friend!\He's not even a witch!\But... He's my precious friend!\That's why I definitely won't let you do such things to him! response:	Yukari-chan...
context: Yukari-chan, don't get in my way!\I won't let you do this!\Why not?\Tsukune-san is my friend!\He's not even a witch!\But... He's my precious friend!\That's why I definitely won't let you do such things to him!\Yukari-chan... response:	Friends?
context: I won't let you do this!\Why not?\Tsukune-san is my friend!\He's not even a witch!\But... He's my precious friend!\That's why I definitely won't let you do such things to him!\Yukari-chan...\Friends? response:	I don't understand.
context: Why not?\Tsukune-san is my friend!\He's not even a witch!\But... He's my precious friend!\That's why I definitely won't let you do such things to him!\Yukari-chan...\Friends?\I don't understand. response:	I don't accept this! Nothing in this world can compare to the strength of bonds between witches.
context: Tsukune-san is my friend!\He's not even a witch!\But... He's my precious friend!\That's why I definitely won't let you do such things to him!\Yukari-chan...\Friends?\I don't understand.\I don't accept this! Nothing in this world can compare to the strength of bonds between witches. response:	If there is something, then let me eliminate it!
context: He's not even a witch!\But... He's my precious friend!\That's why I definitely won't let you do such things to him!\Yukari-chan...\Friends?\I don't understand.\I don't accept this! Nothing in this world can compare to the strength of bonds between witches.\If there is something, then let me eliminate it! response:	Tsukune-san!
context: But... He's my precious friend!\That's why I definitely won't let you do such things to him!\Yukari-chan...\Friends?\I don't understand.\I don't accept this! Nothing in this world can compare to the strength of bonds between witches.\If there is something, then let me eliminate it!\Tsukune-san! response:	Could it be...
context: That's why I definitely won't let you do such things to him!\Yukari-chan...\Friends?\I don't understand.\I don't accept this! Nothing in this world can compare to the strength of bonds between witches.\If there is something, then let me eliminate it!\Tsukune-san!\Could it be... response:	that the people who disappeared were all...
context: Yukari-chan...\Friends?\I don't understand.\I don't accept this! Nothing in this world can compare to the strength of bonds between witches.\If there is something, then let me eliminate it!\Tsukune-san!\Could it be...\that the people who disappeared were all... response:	I can't... My powers are drained!
context: Friends?\I don't understand.\I don't accept this! Nothing in this world can compare to the strength of bonds between witches.\If there is something, then let me eliminate it!\Tsukune-san!\Could it be...\that the people who disappeared were all...\I can't... My powers are drained! response:	You're just an immature brat.
context: I don't understand.\I don't accept this! Nothing in this world can compare to the strength of bonds between witches.\If there is something, then let me eliminate it!\Tsukune-san!\Could it be...\that the people who disappeared were all...\I can't... My powers are drained!\You're just an immature brat. response:	I can do it too.
context: I don't accept this! Nothing in this world can compare to the strength of bonds between witches.\If there is something, then let me eliminate it!\Tsukune-san!\Could it be...\that the people who disappeared were all...\I can't... My powers are drained!\You're just an immature brat.\I can do it too. response:	I'm not just a child anymore!
context: If there is something, then let me eliminate it!\Tsukune-san!\Could it be...\that the people who disappeared were all...\I can't... My powers are drained!\You're just an immature brat.\I can do it too.\I'm not just a child anymore! response:	This week's winner has been decided!
context: Tsukune-san!\Could it be...\that the people who disappeared were all...\I can't... My powers are drained!\You're just an immature brat.\I can do it too.\I'm not just a child anymore!\This week's winner has been decided! response:	Hey, Moka-san didn't transform this time...
context: Could it be...\that the people who disappeared were all...\I can't... My powers are drained!\You're just an immature brat.\I can do it too.\I'm not just a child anymore!\This week's winner has been decided!\Hey, Moka-san didn't transform this time... response:	What is this?!
context: that the people who disappeared were all...\I can't... My powers are drained!\You're just an immature brat.\I can do it too.\I'm not just a child anymore!\This week's winner has been decided!\Hey, Moka-san didn't transform this time...\What is this?! response:	Monsters?
context: I can't... My powers are drained!\You're just an immature brat.\I can do it too.\I'm not just a child anymore!\This week's winner has been decided!\Hey, Moka-san didn't transform this time...\What is this?!\Monsters? response:	Yukari-chan defeated them all by herself?
context: You're just an immature brat.\I can do it too.\I'm not just a child anymore!\This week's winner has been decided!\Hey, Moka-san didn't transform this time...\What is this?!\Monsters?\Yukari-chan defeated them all by herself? response:	Yukari-chan!
context: I can do it too.\I'm not just a child anymore!\This week's winner has been decided!\Hey, Moka-san didn't transform this time...\What is this?!\Monsters?\Yukari-chan defeated them all by herself?\Yukari-chan! response:	Hey, get a grip!
context: I'm not just a child anymore!\This week's winner has been decided!\Hey, Moka-san didn't transform this time...\What is this?!\Monsters?\Yukari-chan defeated them all by herself?\Yukari-chan!\Hey, get a grip! response:	I'm all right... just a little exhaused, that's all...
context: This week's winner has been decided!\Hey, Moka-san didn't transform this time...\What is this?!\Monsters?\Yukari-chan defeated them all by herself?\Yukari-chan!\Hey, get a grip!\I'm all right... just a little exhaused, that's all... response:	You idiot! Why are you so reckless?
context: Hey, Moka-san didn't transform this time...\What is this?!\Monsters?\Yukari-chan defeated them all by herself?\Yukari-chan!\Hey, get a grip!\I'm all right... just a little exhaused, that's all...\You idiot! Why are you so reckless? response:	Kurumu-san...?
context: What is this?!\Monsters?\Yukari-chan defeated them all by herself?\Yukari-chan!\Hey, get a grip!\I'm all right... just a little exhaused, that's all...\You idiot! Why are you so reckless?\Kurumu-san...? response:	The scolding can wait.
context: Monsters?\Yukari-chan defeated them all by herself?\Yukari-chan!\Hey, get a grip!\I'm all right... just a little exhaused, that's all...\You idiot! Why are you so reckless?\Kurumu-san...?\The scolding can wait. response:	Let's bring her back to the tent first.
context: Yukari-chan defeated them all by herself?\Yukari-chan!\Hey, get a grip!\I'm all right... just a little exhaused, that's all...\You idiot! Why are you so reckless?\Kurumu-san...?\The scolding can wait.\Let's bring her back to the tent first. response:	Climb on...
context: Yukari-chan!\Hey, get a grip!\I'm all right... just a little exhaused, that's all...\You idiot! Why are you so reckless?\Kurumu-san...?\The scolding can wait.\Let's bring her back to the tent first.\Climb on... response:	Ruby-san.
context: Hey, get a grip!\I'm all right... just a little exhaused, that's all...\You idiot! Why are you so reckless?\Kurumu-san...?\The scolding can wait.\Let's bring her back to the tent first.\Climb on...\Ruby-san. response:	I can't be together with you.
context: I'm all right... just a little exhaused, that's all...\You idiot! Why are you so reckless?\Kurumu-san...?\The scolding can wait.\Let's bring her back to the tent first.\Climb on...\Ruby-san.\I can't be together with you. response:	That's because I have friends that are important to me...
context: You idiot! Why are you so reckless?\Kurumu-san...?\The scolding can wait.\Let's bring her back to the tent first.\Climb on...\Ruby-san.\I can't be together with you.\That's because I have friends that are important to me... response:	I'm sorry.
context: Kurumu-san...?\The scolding can wait.\Let's bring her back to the tent first.\Climb on...\Ruby-san.\I can't be together with you.\That's because I have friends that are important to me...\I'm sorry. response:	Wait up! Didn't I say not to exert yourself and let me carry you?
context: The scolding can wait.\Let's bring her back to the tent first.\Climb on...\Ruby-san.\I can't be together with you.\That's because I have friends that are important to me...\I'm sorry.\Wait up! Didn't I say not to exert yourself and let me carry you? response:	I'm fine!
context: Let's bring her back to the tent first.\Climb on...\Ruby-san.\I can't be together with you.\That's because I have friends that are important to me...\I'm sorry.\Wait up! Didn't I say not to exert yourself and let me carry you?\I'm fine! response:	A witch's self-regeneration is very powerful.
context: Climb on...\Ruby-san.\I can't be together with you.\That's because I have friends that are important to me...\I'm sorry.\Wait up! Didn't I say not to exert yourself and let me carry you?\I'm fine!\A witch's self-regeneration is very powerful. response:	Geez!
context: Ruby-san.\I can't be together with you.\That's because I have friends that are important to me...\I'm sorry.\Wait up! Didn't I say not to exert yourself and let me carry you?\I'm fine!\A witch's self-regeneration is very powerful.\Geez! response:	You're not honest with yourself at all!
context: I can't be together with you.\That's because I have friends that are important to me...\I'm sorry.\Wait up! Didn't I say not to exert yourself and let me carry you?\I'm fine!\A witch's self-regeneration is very powerful.\Geez!\You're not honest with yourself at all! response:	Who's the one not being honest?
context: That's because I have friends that are important to me...\I'm sorry.\Wait up! Didn't I say not to exert yourself and let me carry you?\I'm fine!\A witch's self-regeneration is very powerful.\Geez!\You're not honest with yourself at all!\Who's the one not being honest? response:	Yukari-chan looks like she's fine now.
context: I'm sorry.\Wait up! Didn't I say not to exert yourself and let me carry you?\I'm fine!\A witch's self-regeneration is very powerful.\Geez!\You're not honest with yourself at all!\Who's the one not being honest?\Yukari-chan looks like she's fine now. response:	It's great that you're both okay.
context: Wait up! Didn't I say not to exert yourself and let me carry you?\I'm fine!\A witch's self-regeneration is very powerful.\Geez!\You're not honest with yourself at all!\Who's the one not being honest?\Yukari-chan looks like she's fine now.\It's great that you're both okay. response:	After you left to find her, you didn't come back either...
context: I'm fine!\A witch's self-regeneration is very powerful.\Geez!\You're not honest with yourself at all!\Who's the one not being honest?\Yukari-chan looks like she's fine now.\It's great that you're both okay.\After you left to find her, you didn't come back either... response:	I was worried that something happened to you two...
context: A witch's self-regeneration is very powerful.\Geez!\You're not honest with yourself at all!\Who's the one not being honest?\Yukari-chan looks like she's fine now.\It's great that you're both okay.\After you left to find her, you didn't come back either...\I was worried that something happened to you two... response:	Moka-san.
context: Geez!\You're not honest with yourself at all!\Who's the one not being honest?\Yukari-chan looks like she's fine now.\It's great that you're both okay.\After you left to find her, you didn't come back either...\I was worried that something happened to you two...\Moka-san. response:	Tsukune.
context: You're not honest with yourself at all!\Who's the one not being honest?\Yukari-chan looks like she's fine now.\It's great that you're both okay.\After you left to find her, you didn't come back either...\I was worried that something happened to you two...\Moka-san.\Tsukune. response:	Ever since summer vacation started, we're finally alone...
context: Who's the one not being honest?\Yukari-chan looks like she's fine now.\It's great that you're both okay.\After you left to find her, you didn't come back either...\I was worried that something happened to you two...\Moka-san.\Tsukune.\Ever since summer vacation started, we're finally alone... response:	T-Tsukune...
context: Yukari-chan looks like she's fine now.\It's great that you're both okay.\After you left to find her, you didn't come back either...\I was worried that something happened to you two...\Moka-san.\Tsukune.\Ever since summer vacation started, we're finally alone...\T-Tsukune... response:	I must bring Yukari-chan back no matter what.
context: It's great that you're both okay.\After you left to find her, you didn't come back either...\I was worried that something happened to you two...\Moka-san.\Tsukune.\Ever since summer vacation started, we're finally alone...\T-Tsukune...\I must bring Yukari-chan back no matter what. response:	That's because it's my...
context: After you left to find her, you didn't come back either...\I was worried that something happened to you two...\Moka-san.\Tsukune.\Ever since summer vacation started, we're finally alone...\T-Tsukune...\I must bring Yukari-chan back no matter what.\That's because it's my... response:	and also my Master's wish!
context: I was worried that something happened to you two...\Moka-san.\Tsukune.\Ever since summer vacation started, we're finally alone...\T-Tsukune...\I must bring Yukari-chan back no matter what.\That's because it's my...\and also my Master's wish! response:	Tsukune...
context: Moka-san.\Tsukune.\Ever since summer vacation started, we're finally alone...\T-Tsukune...\I must bring Yukari-chan back no matter what.\That's because it's my...\and also my Master's wish!\Tsukune... response:	No...
context: Tsukune.\Ever since summer vacation started, we're finally alone...\T-Tsukune...\I must bring Yukari-chan back no matter what.\That's because it's my...\and also my Master's wish!\Tsukune...\No... response:	No!!!
context: Ever since summer vacation started, we're finally alone...\T-Tsukune...\I must bring Yukari-chan back no matter what.\That's because it's my...\and also my Master's wish!\Tsukune...\No...\No!!! response:	Moka-san! Tsukune-san!
context: T-Tsukune...\I must bring Yukari-chan back no matter what.\That's because it's my...\and also my Master's wish!\Tsukune...\No...\No!!!\Moka-san! Tsukune-san! response:	You dare... You dare do that to Tsukune!
context: I must bring Yukari-chan back no matter what.\That's because it's my...\and also my Master's wish!\Tsukune...\No...\No!!!\Moka-san! Tsukune-san!\You dare... You dare do that to Tsukune! response:	I made shaved ice for you guys.
context: That's because it's my...\and also my Master's wish!\Tsukune...\No...\No!!!\Moka-san! Tsukune-san!\You dare... You dare do that to Tsukune!\I made shaved ice for you guys. response:	It's cold and my head is freezing!
context: and also my Master's wish!\Tsukune...\No...\No!!!\Moka-san! Tsukune-san!\You dare... You dare do that to Tsukune!\I made shaved ice for you guys.\It's cold and my head is freezing! response:	Brain freeze!
context: Tsukune...\No...\No!!!\Moka-san! Tsukune-san!\You dare... You dare do that to Tsukune!\I made shaved ice for you guys.\It's cold and my head is freezing!\Brain freeze! response:	This isn't the time for that!
context: No...\No!!!\Moka-san! Tsukune-san!\You dare... You dare do that to Tsukune!\I made shaved ice for you guys.\It's cold and my head is freezing!\Brain freeze!\This isn't the time for that! response:	Next week's situation will be more serious!
context: No!!!\Moka-san! Tsukune-san!\You dare... You dare do that to Tsukune!\I made shaved ice for you guys.\It's cold and my head is freezing!\Brain freeze!\This isn't the time for that!\Next week's situation will be more serious! response:	Next week, Sunflower and A Vampire,
context: Moka-san! Tsukune-san!\You dare... You dare do that to Tsukune!\I made shaved ice for you guys.\It's cold and my head is freezing!\Brain freeze!\This isn't the time for that!\Next week's situation will be more serious!\Next week, Sunflower and A Vampire, response:	and a kapucchu for you!
