context: It's something very precious to me. response:	Serinuma-san, I like you.
context: Huh? Wai\What's the meaning of this?\The offers we made the other day? She means when we asked her out, right?\And if she gives us an answer after the dates, then...\The dates will decide who wins the fight.\Day 1\Igarashi Yusuke\Wanna go to the aquarium? response:	Go
context: What's the meaning of this?\The offers we made the other day? She means when we asked her out, right?\And if she gives us an answer after the dates, then...\The dates will decide who wins the fight.\Day 1\Igarashi Yusuke\Wanna go to the aquarium?\Go response:	Don't go
context: The offers we made the other day? She means when we asked her out, right?\And if she gives us an answer after the dates, then...\The dates will decide who wins the fight.\Day 1\Igarashi Yusuke\Wanna go to the aquarium?\Go\Don't go response:	Wow! Amazing!
context: And if she gives us an answer after the dates, then...\The dates will decide who wins the fight.\Day 1\Igarashi Yusuke\Wanna go to the aquarium?\Go\Don't go\Wow! Amazing! response:	It's so pretty! Look, a shark! Isn't it big?
context: The dates will decide who wins the fight.\Day 1\Igarashi Yusuke\Wanna go to the aquarium?\Go\Don't go\Wow! Amazing!\It's so pretty! Look, a shark! Isn't it big? response:	Oh, that fish looks so funny!
context: Day 1\Igarashi Yusuke\Wanna go to the aquarium?\Go\Don't go\Wow! Amazing!\It's so pretty! Look, a shark! Isn't it big?\Oh, that fish looks so funny! response:	Oh, you mean the Asian sheepshead wrasse?
context: Igarashi Yusuke\Wanna go to the aquarium?\Go\Don't go\Wow! Amazing!\It's so pretty! Look, a shark! Isn't it big?\Oh, that fish looks so funny!\Oh, you mean the Asian sheepshead wrasse? response:	They're females when they're young, but mature into males as they age.
context: Wanna go to the aquarium?\Go\Don't go\Wow! Amazing!\It's so pretty! Look, a shark! Isn't it big?\Oh, that fish looks so funny!\Oh, you mean the Asian sheepshead wrasse?\They're females when they're young, but mature into males as they age. response:	Amazing. I'm surprised you know all that.
context: Go\Don't go\Wow! Amazing!\It's so pretty! Look, a shark! Isn't it big?\Oh, that fish looks so funny!\Oh, you mean the Asian sheepshead wrasse?\They're females when they're young, but mature into males as they age.\Amazing. I'm surprised you know all that. response:	But of course.
context: Don't go\Wow! Amazing!\It's so pretty! Look, a shark! Isn't it big?\Oh, that fish looks so funny!\Oh, you mean the Asian sheepshead wrasse?\They're females when they're young, but mature into males as they age.\Amazing. I'm surprised you know all that.\But of course. response:	Actually, I just Googled it the other day.
context: Wow! Amazing!\It's so pretty! Look, a shark! Isn't it big?\Oh, that fish looks so funny!\Oh, you mean the Asian sheepshead wrasse?\They're females when they're young, but mature into males as they age.\Amazing. I'm surprised you know all that.\But of course.\Actually, I just Googled it the other day. response:	Oh, is that it?
context: It's so pretty! Look, a shark! Isn't it big?\Oh, that fish looks so funny!\Oh, you mean the Asian sheepshead wrasse?\They're females when they're young, but mature into males as they age.\Amazing. I'm surprised you know all that.\But of course.\Actually, I just Googled it the other day.\Oh, is that it? response:	Ask me anything!
context: Oh, that fish looks so funny!\Oh, you mean the Asian sheepshead wrasse?\They're females when they're young, but mature into males as they age.\Amazing. I'm surprised you know all that.\But of course.\Actually, I just Googled it the other day.\Oh, is that it?\Ask me anything! response:	Can you really answer anything?
context: Oh, you mean the Asian sheepshead wrasse?\They're females when they're young, but mature into males as they age.\Amazing. I'm surprised you know all that.\But of course.\Actually, I just Googled it the other day.\Oh, is that it?\Ask me anything!\Can you really answer anything? response:	All right then, how about that
context: They're females when they're young, but mature into males as they age.\Amazing. I'm surprised you know all that.\But of course.\Actually, I just Googled it the other day.\Oh, is that it?\Ask me anything!\Can you really answer anything?\All right then, how about that response:	Are you all right?
context: Amazing. I'm surprised you know all that.\But of course.\Actually, I just Googled it the other day.\Oh, is that it?\Ask me anything!\Can you really answer anything?\All right then, how about that\Are you all right? response:	Thank you.
context: But of course.\Actually, I just Googled it the other day.\Oh, is that it?\Ask me anything!\Can you really answer anything?\All right then, how about that\Are you all right?\Thank you. response:	Igarashi-kun is very engaging in conversation.
context: Actually, I just Googled it the other day.\Oh, is that it?\Ask me anything!\Can you really answer anything?\All right then, how about that\Are you all right?\Thank you.\Igarashi-kun is very engaging in conversation. response:	He's very considerate and kind.
context: Oh, is that it?\Ask me anything!\Can you really answer anything?\All right then, how about that\Are you all right?\Thank you.\Igarashi-kun is very engaging in conversation.\He's very considerate and kind. response:	He's really easy to get along with.
context: Ask me anything!\Can you really answer anything?\All right then, how about that\Are you all right?\Thank you.\Igarashi-kun is very engaging in conversation.\He's very considerate and kind.\He's really easy to get along with. response:	And...
context: Can you really answer anything?\All right then, how about that\Are you all right?\Thank you.\Igarashi-kun is very engaging in conversation.\He's very considerate and kind.\He's really easy to get along with.\And... response:	Let's ride the Ferris wheel.
context: All right then, how about that\Are you all right?\Thank you.\Igarashi-kun is very engaging in conversation.\He's very considerate and kind.\He's really easy to get along with.\And...\Let's ride the Ferris wheel. response:	Look at all the lights! It's so beautiful.
context: Are you all right?\Thank you.\Igarashi-kun is very engaging in conversation.\He's very considerate and kind.\He's really easy to get along with.\And...\Let's ride the Ferris wheel.\Look at all the lights! It's so beautiful. response:	Yeah, you really are beautiful.
context: Thank you.\Igarashi-kun is very engaging in conversation.\He's very considerate and kind.\He's really easy to get along with.\And...\Let's ride the Ferris wheel.\Look at all the lights! It's so beautiful.\Yeah, you really are beautiful. response:	And, at times, he says things that are really embarrassing.
context: Igarashi-kun is very engaging in conversation.\He's very considerate and kind.\He's really easy to get along with.\And...\Let's ride the Ferris wheel.\Look at all the lights! It's so beautiful.\Yeah, you really are beautiful.\And, at times, he says things that are really embarrassing. response:	Day 2
context: He's very considerate and kind.\He's really easy to get along with.\And...\Let's ride the Ferris wheel.\Look at all the lights! It's so beautiful.\Yeah, you really are beautiful.\And, at times, he says things that are really embarrassing.\Day 2 response:	Nanashima Nozomu
context: He's really easy to get along with.\And...\Let's ride the Ferris wheel.\Look at all the lights! It's so beautiful.\Yeah, you really are beautiful.\And, at times, he says things that are really embarrassing.\Day 2\Nanashima Nozomu response:	Let's go to Usami Land!
context: And...\Let's ride the Ferris wheel.\Look at all the lights! It's so beautiful.\Yeah, you really are beautiful.\And, at times, he says things that are really embarrassing.\Day 2\Nanashima Nozomu\Let's go to Usami Land! response:	Go
context: Let's ride the Ferris wheel.\Look at all the lights! It's so beautiful.\Yeah, you really are beautiful.\And, at times, he says things that are really embarrassing.\Day 2\Nanashima Nozomu\Let's go to Usami Land!\Go response:	Don't go
context: Look at all the lights! It's so beautiful.\Yeah, you really are beautiful.\And, at times, he says things that are really embarrassing.\Day 2\Nanashima Nozomu\Let's go to Usami Land!\Go\Don't go response:	Th-This is awkward. I gotta say something! Something!
context: Yeah, you really are beautiful.\And, at times, he says things that are really embarrassing.\Day 2\Nanashima Nozomu\Let's go to Usami Land!\Go\Don't go\Th-This is awkward. I gotta say something! Something! response:	Nanashima-kun?
context: And, at times, he says things that are really embarrassing.\Day 2\Nanashima Nozomu\Let's go to Usami Land!\Go\Don't go\Th-This is awkward. I gotta say something! Something!\Nanashima-kun? response:	Thank you very much. Have fun!
context: Day 2\Nanashima Nozomu\Let's go to Usami Land!\Go\Don't go\Th-This is awkward. I gotta say something! Something!\Nanashima-kun?\Thank you very much. Have fun! response:	Here.
context: Nanashima Nozomu\Let's go to Usami Land!\Go\Don't go\Th-This is awkward. I gotta say something! Something!\Nanashima-kun?\Thank you very much. Have fun!\Here. response:	Gotta have all the fun you can when you come to a place like this!
context: Let's go to Usami Land!\Go\Don't go\Th-This is awkward. I gotta say something! Something!\Nanashima-kun?\Thank you very much. Have fun!\Here.\Gotta have all the fun you can when you come to a place like this! response:	Let's have a blast!
context: Go\Don't go\Th-This is awkward. I gotta say something! Something!\Nanashima-kun?\Thank you very much. Have fun!\Here.\Gotta have all the fun you can when you come to a place like this!\Let's have a blast! response:	So Cute!
context: Don't go\Th-This is awkward. I gotta say something! Something!\Nanashima-kun?\Thank you very much. Have fun!\Here.\Gotta have all the fun you can when you come to a place like this!\Let's have a blast!\So Cute! response:	Hehe
context: Th-This is awkward. I gotta say something! Something!\Nanashima-kun?\Thank you very much. Have fun!\Here.\Gotta have all the fun you can when you come to a place like this!\Let's have a blast!\So Cute!\Hehe response:	Giggle
context: Nanashima-kun?\Thank you very much. Have fun!\Here.\Gotta have all the fun you can when you come to a place like this!\Let's have a blast!\So Cute!\Hehe\Giggle response:	Y-You're right!
context: Thank you very much. Have fun!\Here.\Gotta have all the fun you can when you come to a place like this!\Let's have a blast!\So Cute!\Hehe\Giggle\Y-You're right! response:	First, we gotta hit the Usami Coaster!
context: Here.\Gotta have all the fun you can when you come to a place like this!\Let's have a blast!\So Cute!\Hehe\Giggle\Y-You're right!\First, we gotta hit the Usami Coaster! response:	Nanashima-kun was a little constrained at first,
context: Gotta have all the fun you can when you come to a place like this!\Let's have a blast!\So Cute!\Hehe\Giggle\Y-You're right!\First, we gotta hit the Usami Coaster!\Nanashima-kun was a little constrained at first, response:	but he loosened up, and was his usual self.
context: Let's have a blast!\So Cute!\Hehe\Giggle\Y-You're right!\First, we gotta hit the Usami Coaster!\Nanashima-kun was a little constrained at first,\but he loosened up, and was his usual self. response:	He really knows how to have a good time.
context: So Cute!\Hehe\Giggle\Y-You're right!\First, we gotta hit the Usami Coaster!\Nanashima-kun was a little constrained at first,\but he loosened up, and was his usual self.\He really knows how to have a good time. response:	And I had so much fun!
context: Hehe\Giggle\Y-You're right!\First, we gotta hit the Usami Coaster!\Nanashima-kun was a little constrained at first,\but he loosened up, and was his usual self.\He really knows how to have a good time.\And I had so much fun! response:	You're not Mommy!
context: Giggle\Y-You're right!\First, we gotta hit the Usami Coaster!\Nanashima-kun was a little constrained at first,\but he loosened up, and was his usual self.\He really knows how to have a good time.\And I had so much fun!\You're not Mommy! response:	Wah!
context: Y-You're right!\First, we gotta hit the Usami Coaster!\Nanashima-kun was a little constrained at first,\but he loosened up, and was his usual self.\He really knows how to have a good time.\And I had so much fun!\You're not Mommy!\Wah! response:	Wh-What do I do?
context: First, we gotta hit the Usami Coaster!\Nanashima-kun was a little constrained at first,\but he loosened up, and was his usual self.\He really knows how to have a good time.\And I had so much fun!\You're not Mommy!\Wah!\Wh-What do I do? response:	What's the matter? Where're your mommy and daddy?
context: Nanashima-kun was a little constrained at first,\but he loosened up, and was his usual self.\He really knows how to have a good time.\And I had so much fun!\You're not Mommy!\Wah!\Wh-What do I do?\What's the matter? Where're your mommy and daddy? response:	Do you want some popcorn?
context: but he loosened up, and was his usual self.\He really knows how to have a good time.\And I had so much fun!\You're not Mommy!\Wah!\Wh-What do I do?\What's the matter? Where're your mommy and daddy?\Do you want some popcorn? response:	She won't stop crying!
context: He really knows how to have a good time.\And I had so much fun!\You're not Mommy!\Wah!\Wh-What do I do?\What's the matter? Where're your mommy and daddy?\Do you want some popcorn?\She won't stop crying! response:	Nanashima-kun, what kind of face is that?!
context: And I had so much fun!\You're not Mommy!\Wah!\Wh-What do I do?\What's the matter? Where're your mommy and daddy?\Do you want some popcorn?\She won't stop crying!\Nanashima-kun, what kind of face is that?! response:	Stop! You're making my tummy hurt!
context: You're not Mommy!\Wah!\Wh-What do I do?\What's the matter? Where're your mommy and daddy?\Do you want some popcorn?\She won't stop crying!\Nanashima-kun, what kind of face is that?!\Stop! You're making my tummy hurt! response:	Eri!
context: Wah!\Wh-What do I do?\What's the matter? Where're your mommy and daddy?\Do you want some popcorn?\She won't stop crying!\Nanashima-kun, what kind of face is that?!\Stop! You're making my tummy hurt!\Eri! response:	Mommy!
context: Wh-What do I do?\What's the matter? Where're your mommy and daddy?\Do you want some popcorn?\She won't stop crying!\Nanashima-kun, what kind of face is that?!\Stop! You're making my tummy hurt!\Eri!\Mommy! response:	Ecchan! I looked everywhere for you!
context: What's the matter? Where're your mommy and daddy?\Do you want some popcorn?\She won't stop crying!\Nanashima-kun, what kind of face is that?!\Stop! You're making my tummy hurt!\Eri!\Mommy!\Ecchan! I looked everywhere for you! response:	Mommy!
context: Do you want some popcorn?\She won't stop crying!\Nanashima-kun, what kind of face is that?!\Stop! You're making my tummy hurt!\Eri!\Mommy!\Ecchan! I looked everywhere for you!\Mommy! response:	What a relief.
context: She won't stop crying!\Nanashima-kun, what kind of face is that?!\Stop! You're making my tummy hurt!\Eri!\Mommy!\Ecchan! I looked everywhere for you!\Mommy!\What a relief. response:	Sorry about this. And thank you so much.
context: Nanashima-kun, what kind of face is that?!\Stop! You're making my tummy hurt!\Eri!\Mommy!\Ecchan! I looked everywhere for you!\Mommy!\What a relief.\Sorry about this. And thank you so much. response:	Bye bye!
context: Stop! You're making my tummy hurt!\Eri!\Mommy!\Ecchan! I looked everywhere for you!\Mommy!\What a relief.\Sorry about this. And thank you so much.\Bye bye! response:	Don't get lost again.
context: Eri!\Mommy!\Ecchan! I looked everywhere for you!\Mommy!\What a relief.\Sorry about this. And thank you so much.\Bye bye!\Don't get lost again. response:	Oh, for some reason, I'm feeling a bit...
context: Mommy!\Ecchan! I looked everywhere for you!\Mommy!\What a relief.\Sorry about this. And thank you so much.\Bye bye!\Don't get lost again.\Oh, for some reason, I'm feeling a bit... response:	You're amazing, Nanashima-kun.
context: Ecchan! I looked everywhere for you!\Mommy!\What a relief.\Sorry about this. And thank you so much.\Bye bye!\Don't get lost again.\Oh, for some reason, I'm feeling a bit...\You're amazing, Nanashima-kun. response:	Huh?
context: Mommy!\What a relief.\Sorry about this. And thank you so much.\Bye bye!\Don't get lost again.\Oh, for some reason, I'm feeling a bit...\You're amazing, Nanashima-kun.\Huh? response:	I can't believe you made her laugh when she was crying so much.
context: What a relief.\Sorry about this. And thank you so much.\Bye bye!\Don't get lost again.\Oh, for some reason, I'm feeling a bit...\You're amazing, Nanashima-kun.\Huh?\I can't believe you made her laugh when she was crying so much. response:	Oh. Well, you know I have a little sister.
context: Sorry about this. And thank you so much.\Bye bye!\Don't get lost again.\Oh, for some reason, I'm feeling a bit...\You're amazing, Nanashima-kun.\Huh?\I can't believe you made her laugh when she was crying so much.\Oh. Well, you know I have a little sister. response:	Oh, you mean Kirari-chan?
context: Bye bye!\Don't get lost again.\Oh, for some reason, I'm feeling a bit...\You're amazing, Nanashima-kun.\Huh?\I can't believe you made her laugh when she was crying so much.\Oh. Well, you know I have a little sister.\Oh, you mean Kirari-chan? response:	Yup. And she's adored my arsenal of funny faces since she was tiny.
context: Don't get lost again.\Oh, for some reason, I'm feeling a bit...\You're amazing, Nanashima-kun.\Huh?\I can't believe you made her laugh when she was crying so much.\Oh. Well, you know I have a little sister.\Oh, you mean Kirari-chan?\Yup. And she's adored my arsenal of funny faces since she was tiny. response:	I wonder if this is what you call gap moe?
context: Oh, for some reason, I'm feeling a bit...\You're amazing, Nanashima-kun.\Huh?\I can't believe you made her laugh when she was crying so much.\Oh. Well, you know I have a little sister.\Oh, you mean Kirari-chan?\Yup. And she's adored my arsenal of funny faces since she was tiny.\I wonder if this is what you call gap moe? response:	Day 3
context: You're amazing, Nanashima-kun.\Huh?\I can't believe you made her laugh when she was crying so much.\Oh. Well, you know I have a little sister.\Oh, you mean Kirari-chan?\Yup. And she's adored my arsenal of funny faces since she was tiny.\I wonder if this is what you call gap moe?\Day 3 response:	Shinomiya Hayato
context: Huh?\I can't believe you made her laugh when she was crying so much.\Oh. Well, you know I have a little sister.\Oh, you mean Kirari-chan?\Yup. And she's adored my arsenal of funny faces since she was tiny.\I wonder if this is what you call gap moe?\Day 3\Shinomiya Hayato response:	Do you know about the alpaca park?
context: I can't believe you made her laugh when she was crying so much.\Oh. Well, you know I have a little sister.\Oh, you mean Kirari-chan?\Yup. And she's adored my arsenal of funny faces since she was tiny.\I wonder if this is what you call gap moe?\Day 3\Shinomiya Hayato\Do you know about the alpaca park? response:	Yeah! I wanna go!
context: Oh. Well, you know I have a little sister.\Oh, you mean Kirari-chan?\Yup. And she's adored my arsenal of funny faces since she was tiny.\I wonder if this is what you call gap moe?\Day 3\Shinomiya Hayato\Do you know about the alpaca park?\Yeah! I wanna go! response:	What's that? Not interested.
context: Oh, you mean Kirari-chan?\Yup. And she's adored my arsenal of funny faces since she was tiny.\I wonder if this is what you call gap moe?\Day 3\Shinomiya Hayato\Do you know about the alpaca park?\Yeah! I wanna go!\What's that? Not interested. response:	They're so fluffy. What a view!
context: Yup. And she's adored my arsenal of funny faces since she was tiny.\I wonder if this is what you call gap moe?\Day 3\Shinomiya Hayato\Do you know about the alpaca park?\Yeah! I wanna go!\What's that? Not interested.\They're so fluffy. What a view! response:	Hey. I've got food for you.
context: I wonder if this is what you call gap moe?\Day 3\Shinomiya Hayato\Do you know about the alpaca park?\Yeah! I wanna go!\What's that? Not interested.\They're so fluffy. What a view!\Hey. I've got food for you. response:	Oh, no.
context: Day 3\Shinomiya Hayato\Do you know about the alpaca park?\Yeah! I wanna go!\What's that? Not interested.\They're so fluffy. What a view!\Hey. I've got food for you.\Oh, no. response:	I spilled it.
context: Shinomiya Hayato\Do you know about the alpaca park?\Yeah! I wanna go!\What's that? Not interested.\They're so fluffy. What a view!\Hey. I've got food for you.\Oh, no.\I spilled it. response:	Munch Munch
context: Do you know about the alpaca park?\Yeah! I wanna go!\What's that? Not interested.\They're so fluffy. What a view!\Hey. I've got food for you.\Oh, no.\I spilled it.\Munch Munch response:	Your hair! Shinomiya-kun, it's eating your hair!
context: Yeah! I wanna go!\What's that? Not interested.\They're so fluffy. What a view!\Hey. I've got food for you.\Oh, no.\I spilled it.\Munch Munch\Your hair! Shinomiya-kun, it's eating your hair! response:	S-Stop it!
context: What's that? Not interested.\They're so fluffy. What a view!\Hey. I've got food for you.\Oh, no.\I spilled it.\Munch Munch\Your hair! Shinomiya-kun, it's eating your hair!\S-Stop it! response:	Shinomiya-kun is the kind of guy you can't leave alone.
context: They're so fluffy. What a view!\Hey. I've got food for you.\Oh, no.\I spilled it.\Munch Munch\Your hair! Shinomiya-kun, it's eating your hair!\S-Stop it!\Shinomiya-kun is the kind of guy you can't leave alone. response:	Did I lose any hair?
context: Hey. I've got food for you.\Oh, no.\I spilled it.\Munch Munch\Your hair! Shinomiya-kun, it's eating your hair!\S-Stop it!\Shinomiya-kun is the kind of guy you can't leave alone.\Did I lose any hair? response:	You're fine, you're fine!
context: Oh, no.\I spilled it.\Munch Munch\Your hair! Shinomiya-kun, it's eating your hair!\S-Stop it!\Shinomiya-kun is the kind of guy you can't leave alone.\Did I lose any hair?\You're fine, you're fine! response:	Please don't laugh at me.
context: I spilled it.\Munch Munch\Your hair! Shinomiya-kun, it's eating your hair!\S-Stop it!\Shinomiya-kun is the kind of guy you can't leave alone.\Did I lose any hair?\You're fine, you're fine!\Please don't laugh at me. response:	Sorry.
context: Munch Munch\Your hair! Shinomiya-kun, it's eating your hair!\S-Stop it!\Shinomiya-kun is the kind of guy you can't leave alone.\Did I lose any hair?\You're fine, you're fine!\Please don't laugh at me.\Sorry. response:	If I had a little brother, I think it'd feel just like this.
context: Your hair! Shinomiya-kun, it's eating your hair!\S-Stop it!\Shinomiya-kun is the kind of guy you can't leave alone.\Did I lose any hair?\You're fine, you're fine!\Please don't laugh at me.\Sorry.\If I had a little brother, I think it'd feel just like this. response:	You two over there! Run! It's a wild alpaca!
context: S-Stop it!\Shinomiya-kun is the kind of guy you can't leave alone.\Did I lose any hair?\You're fine, you're fine!\Please don't laugh at me.\Sorry.\If I had a little brother, I think it'd feel just like this.\You two over there! Run! It's a wild alpaca! response:	Look out, Senpai!
context: Shinomiya-kun is the kind of guy you can't leave alone.\Did I lose any hair?\You're fine, you're fine!\Please don't laugh at me.\Sorry.\If I had a little brother, I think it'd feel just like this.\You two over there! Run! It's a wild alpaca!\Look out, Senpai! response:	Shinomiya-kun! Are you okay?!
context: Did I lose any hair?\You're fine, you're fine!\Please don't laugh at me.\Sorry.\If I had a little brother, I think it'd feel just like this.\You two over there! Run! It's a wild alpaca!\Look out, Senpai!\Shinomiya-kun! Are you okay?! response:	It felt so soft!
context: You're fine, you're fine!\Please don't laugh at me.\Sorry.\If I had a little brother, I think it'd feel just like this.\You two over there! Run! It's a wild alpaca!\Look out, Senpai!\Shinomiya-kun! Are you okay?!\It felt so soft! response:	I-I see.
context: Please don't laugh at me.\Sorry.\If I had a little brother, I think it'd feel just like this.\You two over there! Run! It's a wild alpaca!\Look out, Senpai!\Shinomiya-kun! Are you okay?!\It felt so soft!\I-I see. response:	I'm sorry. This one charges any couple he sees.
context: Sorry.\If I had a little brother, I think it'd feel just like this.\You two over there! Run! It's a wild alpaca!\Look out, Senpai!\Shinomiya-kun! Are you okay?!\It felt so soft!\I-I see.\I'm sorry. This one charges any couple he sees. response:	We're completely fine.
context: If I had a little brother, I think it'd feel just like this.\You two over there! Run! It's a wild alpaca!\Look out, Senpai!\Shinomiya-kun! Are you okay?!\It felt so soft!\I-I see.\I'm sorry. This one charges any couple he sees.\We're completely fine. response:	Or more like, a couple?
context: You two over there! Run! It's a wild alpaca!\Look out, Senpai!\Shinomiya-kun! Are you okay?!\It felt so soft!\I-I see.\I'm sorry. This one charges any couple he sees.\We're completely fine.\Or more like, a couple? response:	But sometimes, you can rely on him just a little.
context: Look out, Senpai!\Shinomiya-kun! Are you okay?!\It felt so soft!\I-I see.\I'm sorry. This one charges any couple he sees.\We're completely fine.\Or more like, a couple?\But sometimes, you can rely on him just a little. response:	Day 4
context: Shinomiya-kun! Are you okay?!\It felt so soft!\I-I see.\I'm sorry. This one charges any couple he sees.\We're completely fine.\Or more like, a couple?\But sometimes, you can rely on him just a little.\Day 4 response:	Nishina Shima
context: It felt so soft!\I-I see.\I'm sorry. This one charges any couple he sees.\We're completely fine.\Or more like, a couple?\But sometimes, you can rely on him just a little.\Day 4\Nishina Shima response:	Shall we go somewhere good to eat?
context: I-I see.\I'm sorry. This one charges any couple he sees.\We're completely fine.\Or more like, a couple?\But sometimes, you can rely on him just a little.\Day 4\Nishina Shima\Shall we go somewhere good to eat? response:	Go
context: I'm sorry. This one charges any couple he sees.\We're completely fine.\Or more like, a couple?\But sometimes, you can rely on him just a little.\Day 4\Nishina Shima\Shall we go somewhere good to eat?\Go response:	Don't go
context: We're completely fine.\Or more like, a couple?\But sometimes, you can rely on him just a little.\Day 4\Nishina Shima\Shall we go somewhere good to eat?\Go\Don't go response:	Okinawa
context: Or more like, a couple?\But sometimes, you can rely on him just a little.\Day 4\Nishina Shima\Shall we go somewhere good to eat?\Go\Don't go\Okinawa response:	This is our restaurant. I've reserved the whole place, so feel free to relax.
context: But sometimes, you can rely on him just a little.\Day 4\Nishina Shima\Shall we go somewhere good to eat?\Go\Don't go\Okinawa\This is our restaurant. I've reserved the whole place, so feel free to relax. response:	Borrowed her dress from Shima-chan.
context: Day 4\Nishina Shima\Shall we go somewhere good to eat?\Go\Don't go\Okinawa\This is our restaurant. I've reserved the whole place, so feel free to relax.\Borrowed her dress from Shima-chan. response:	R-Right.
context: Nishina Shima\Shall we go somewhere good to eat?\Go\Don't go\Okinawa\This is our restaurant. I've reserved the whole place, so feel free to relax.\Borrowed her dress from Shima-chan.\R-Right. response:	Shima-chan is a celebrity. Every single thing she does is elegant.
context: Shall we go somewhere good to eat?\Go\Don't go\Okinawa\This is our restaurant. I've reserved the whole place, so feel free to relax.\Borrowed her dress from Shima-chan.\R-Right.\Shima-chan is a celebrity. Every single thing she does is elegant. response:	Sometimes it feels like we live in two separate worlds.
context: Go\Don't go\Okinawa\This is our restaurant. I've reserved the whole place, so feel free to relax.\Borrowed her dress from Shima-chan.\R-Right.\Shima-chan is a celebrity. Every single thing she does is elegant.\Sometimes it feels like we live in two separate worlds. response:	When I see such beautiful scenery...
context: Don't go\Okinawa\This is our restaurant. I've reserved the whole place, so feel free to relax.\Borrowed her dress from Shima-chan.\R-Right.\Shima-chan is a celebrity. Every single thing she does is elegant.\Sometimes it feels like we live in two separate worlds.\When I see such beautiful scenery... response:	It makes me want to put out an Akane x Lord honeymoon book!
context: Okinawa\This is our restaurant. I've reserved the whole place, so feel free to relax.\Borrowed her dress from Shima-chan.\R-Right.\Shima-chan is a celebrity. Every single thing she does is elegant.\Sometimes it feels like we live in two separate worlds.\When I see such beautiful scenery...\It makes me want to put out an Akane x Lord honeymoon book! response:	I want to see that! So bad! So bad!
context: This is our restaurant. I've reserved the whole place, so feel free to relax.\Borrowed her dress from Shima-chan.\R-Right.\Shima-chan is a celebrity. Every single thing she does is elegant.\Sometimes it feels like we live in two separate worlds.\When I see such beautiful scenery...\It makes me want to put out an Akane x Lord honeymoon book!\I want to see that! So bad! So bad! response:	They'd start at the venue stage,
context: Borrowed her dress from Shima-chan.\R-Right.\Shima-chan is a celebrity. Every single thing she does is elegant.\Sometimes it feels like we live in two separate worlds.\When I see such beautiful scenery...\It makes me want to put out an Akane x Lord honeymoon book!\I want to see that! So bad! So bad!\They'd start at the venue stage, response:	and then, they wouldn't be able to leave their room for a whole day!
context: R-Right.\Shima-chan is a celebrity. Every single thing she does is elegant.\Sometimes it feels like we live in two separate worlds.\When I see such beautiful scenery...\It makes me want to put out an Akane x Lord honeymoon book!\I want to see that! So bad! So bad!\They'd start at the venue stage,\and then, they wouldn't be able to leave their room for a whole day! response:	You know it!
context: Shima-chan is a celebrity. Every single thing she does is elegant.\Sometimes it feels like we live in two separate worlds.\When I see such beautiful scenery...\It makes me want to put out an Akane x Lord honeymoon book!\I want to see that! So bad! So bad!\They'd start at the venue stage,\and then, they wouldn't be able to leave their room for a whole day!\You know it! response:	Akane-chan would try to leave, and the lord wouldn't let him!
context: Sometimes it feels like we live in two separate worlds.\When I see such beautiful scenery...\It makes me want to put out an Akane x Lord honeymoon book!\I want to see that! So bad! So bad!\They'd start at the venue stage,\and then, they wouldn't be able to leave their room for a whole day!\You know it!\Akane-chan would try to leave, and the lord wouldn't let him! response:	The lord trying to use his last chance with him!
context: When I see such beautiful scenery...\It makes me want to put out an Akane x Lord honeymoon book!\I want to see that! So bad! So bad!\They'd start at the venue stage,\and then, they wouldn't be able to leave their room for a whole day!\You know it!\Akane-chan would try to leave, and the lord wouldn't let him!\The lord trying to use his last chance with him! response:	And Akane-chan would be all about fulfilling his lord's wishes!
context: It makes me want to put out an Akane x Lord honeymoon book!\I want to see that! So bad! So bad!\They'd start at the venue stage,\and then, they wouldn't be able to leave their room for a whole day!\You know it!\Akane-chan would try to leave, and the lord wouldn't let him!\The lord trying to use his last chance with him!\And Akane-chan would be all about fulfilling his lord's wishes! response:	Squeal Squeal
context: I want to see that! So bad! So bad!\They'd start at the venue stage,\and then, they wouldn't be able to leave their room for a whole day!\You know it!\Akane-chan would try to leave, and the lord wouldn't let him!\The lord trying to use his last chance with him!\And Akane-chan would be all about fulfilling his lord's wishes!\Squeal Squeal response:	And Akane wouldn't be aware of the fact that this would be their last time alone!
context: They'd start at the venue stage,\and then, they wouldn't be able to leave their room for a whole day!\You know it!\Akane-chan would try to leave, and the lord wouldn't let him!\The lord trying to use his last chance with him!\And Akane-chan would be all about fulfilling his lord's wishes!\Squeal Squeal\And Akane wouldn't be aware of the fact that this would be their last time alone! response:	Oh, gosh! A tragedy! That really gets to me!
context: and then, they wouldn't be able to leave their room for a whole day!\You know it!\Akane-chan would try to leave, and the lord wouldn't let him!\The lord trying to use his last chance with him!\And Akane-chan would be all about fulfilling his lord's wishes!\Squeal Squeal\And Akane wouldn't be aware of the fact that this would be their last time alone!\Oh, gosh! A tragedy! That really gets to me! response:	We're soulmates, after all. She's so fun to be around!
context: You know it!\Akane-chan would try to leave, and the lord wouldn't let him!\The lord trying to use his last chance with him!\And Akane-chan would be all about fulfilling his lord's wishes!\Squeal Squeal\And Akane wouldn't be aware of the fact that this would be their last time alone!\Oh, gosh! A tragedy! That really gets to me!\We're soulmates, after all. She's so fun to be around! response:	Day 5
