context: I declare love to be forbidden! response:	Who is that guy?
context: What's the matter, Shush?\Oh my god! Who is that?\I think he's cool!\Smells good.\Are you all right? We can take a break if you want.\Are you still mad about the last fight?\You play with peoples' feelings. I'm not listening to you.\Please forgive me. My whole life is but being played with. response:	By an Abductor called disease.
context: Oh my god! Who is that?\I think he's cool!\Smells good.\Are you all right? We can take a break if you want.\Are you still mad about the last fight?\You play with peoples' feelings. I'm not listening to you.\Please forgive me. My whole life is but being played with.\By an Abductor called disease. response:	Three bungee jumping tickets, please.
context: I think he's cool!\Smells good.\Are you all right? We can take a break if you want.\Are you still mad about the last fight?\You play with peoples' feelings. I'm not listening to you.\Please forgive me. My whole life is but being played with.\By an Abductor called disease.\Three bungee jumping tickets, please. response:	I have to do it too?
context: Smells good.\Are you all right? We can take a break if you want.\Are you still mad about the last fight?\You play with peoples' feelings. I'm not listening to you.\Please forgive me. My whole life is but being played with.\By an Abductor called disease.\Three bungee jumping tickets, please.\I have to do it too? response:	It's training.
context: Are you all right? We can take a break if you want.\Are you still mad about the last fight?\You play with peoples' feelings. I'm not listening to you.\Please forgive me. My whole life is but being played with.\By an Abductor called disease.\Three bungee jumping tickets, please.\I have to do it too?\It's training. response:	You can stay back if you're scared.
context: Are you still mad about the last fight?\You play with peoples' feelings. I'm not listening to you.\Please forgive me. My whole life is but being played with.\By an Abductor called disease.\Three bungee jumping tickets, please.\I have to do it too?\It's training.\You can stay back if you're scared. response:	We'll just have fun together!
context: You play with peoples' feelings. I'm not listening to you.\Please forgive me. My whole life is but being played with.\By an Abductor called disease.\Three bungee jumping tickets, please.\I have to do it too?\It's training.\You can stay back if you're scared.\We'll just have fun together! response:	Quit it!
context: Please forgive me. My whole life is but being played with.\By an Abductor called disease.\Three bungee jumping tickets, please.\I have to do it too?\It's training.\You can stay back if you're scared.\We'll just have fun together!\Quit it! response:	That's so cool!
context: By an Abductor called disease.\Three bungee jumping tickets, please.\I have to do it too?\It's training.\You can stay back if you're scared.\We'll just have fun together!\Quit it!\That's so cool! response:	Fine. I know when I'm a third wheel.
context: Three bungee jumping tickets, please.\I have to do it too?\It's training.\You can stay back if you're scared.\We'll just have fun together!\Quit it!\That's so cool!\Fine. I know when I'm a third wheel. response:	Enjoy, you two.
context: I have to do it too?\It's training.\You can stay back if you're scared.\We'll just have fun together!\Quit it!\That's so cool!\Fine. I know when I'm a third wheel.\Enjoy, you two. response:	Mikono, wait!
context: It's training.\You can stay back if you're scared.\We'll just have fun together!\Quit it!\That's so cool!\Fine. I know when I'm a third wheel.\Enjoy, you two.\Mikono, wait! response:	Mikono, wait! I
context: You can stay back if you're scared.\We'll just have fun together!\Quit it!\That's so cool!\Fine. I know when I'm a third wheel.\Enjoy, you two.\Mikono, wait!\Mikono, wait! I response:	You're such a creep, Amata!
context: We'll just have fun together!\Quit it!\That's so cool!\Fine. I know when I'm a third wheel.\Enjoy, you two.\Mikono, wait!\Mikono, wait! I\You're such a creep, Amata! response:	You've been flying for Zessica all day!
context: Quit it!\That's so cool!\Fine. I know when I'm a third wheel.\Enjoy, you two.\Mikono, wait!\Mikono, wait! I\You're such a creep, Amata!\You've been flying for Zessica all day! response:	I thought I was the only one...
context: That's so cool!\Fine. I know when I'm a third wheel.\Enjoy, you two.\Mikono, wait!\Mikono, wait! I\You're such a creep, Amata!\You've been flying for Zessica all day!\I thought I was the only one... response:	What was that last thing?
context: Fine. I know when I'm a third wheel.\Enjoy, you two.\Mikono, wait!\Mikono, wait! I\You're such a creep, Amata!\You've been flying for Zessica all day!\I thought I was the only one...\What was that last thing? response:	Go away!
context: Enjoy, you two.\Mikono, wait!\Mikono, wait! I\You're such a creep, Amata!\You've been flying for Zessica all day!\I thought I was the only one...\What was that last thing?\Go away! response:	Mikono!
context: Mikono, wait!\Mikono, wait! I\You're such a creep, Amata!\You've been flying for Zessica all day!\I thought I was the only one...\What was that last thing?\Go away!\Mikono! response:	A fiery sunset...
context: Mikono, wait! I\You're such a creep, Amata!\You've been flying for Zessica all day!\I thought I was the only one...\What was that last thing?\Go away!\Mikono!\A fiery sunset... response:	Just like in...
context: You're such a creep, Amata!\You've been flying for Zessica all day!\I thought I was the only one...\What was that last thing?\Go away!\Mikono!\A fiery sunset...\Just like in... response:	Skies of Aquaria!
context: You've been flying for Zessica all day!\I thought I was the only one...\What was that last thing?\Go away!\Mikono!\A fiery sunset...\Just like in...\Skies of Aquaria! response:	This song!
context: I thought I was the only one...\What was that last thing?\Go away!\Mikono!\A fiery sunset...\Just like in...\Skies of Aquaria!\This song! response:	Why does this feel so nostalgic?
context: What was that last thing?\Go away!\Mikono!\A fiery sunset...\Just like in...\Skies of Aquaria!\This song!\Why does this feel so nostalgic? response:	I met you just a few days ago.
context: Go away!\Mikono!\A fiery sunset...\Just like in...\Skies of Aquaria!\This song!\Why does this feel so nostalgic?\I met you just a few days ago. response:	But I feel it's been a very long time.
context: Mikono!\A fiery sunset...\Just like in...\Skies of Aquaria!\This song!\Why does this feel so nostalgic?\I met you just a few days ago.\But I feel it's been a very long time. response:	It's weird...
context: A fiery sunset...\Just like in...\Skies of Aquaria!\This song!\Why does this feel so nostalgic?\I met you just a few days ago.\But I feel it's been a very long time.\It's weird... response:	I don't think it's weird.
context: Just like in...\Skies of Aquaria!\This song!\Why does this feel so nostalgic?\I met you just a few days ago.\But I feel it's been a very long time.\It's weird...\I don't think it's weird. response:	I think we were destined to meet.
context: Skies of Aquaria!\This song!\Why does this feel so nostalgic?\I met you just a few days ago.\But I feel it's been a very long time.\It's weird...\I don't think it's weird.\I think we were destined to meet. response:	Are you okay?
context: This song!\Why does this feel so nostalgic?\I met you just a few days ago.\But I feel it's been a very long time.\It's weird...\I don't think it's weird.\I think we were destined to meet.\Are you okay? response:	I can't believe I said that!
context: Why does this feel so nostalgic?\I met you just a few days ago.\But I feel it's been a very long time.\It's weird...\I don't think it's weird.\I think we were destined to meet.\Are you okay?\I can't believe I said that! response:	Forget it! Forget the whole thing!
context: I met you just a few days ago.\But I feel it's been a very long time.\It's weird...\I don't think it's weird.\I think we were destined to meet.\Are you okay?\I can't believe I said that!\Forget it! Forget the whole thing! response:	Do I have to?
context: But I feel it's been a very long time.\It's weird...\I don't think it's weird.\I think we were destined to meet.\Are you okay?\I can't believe I said that!\Forget it! Forget the whole thing!\Do I have to? response:	I don't want to forget it!
context: It's weird...\I don't think it's weird.\I think we were destined to meet.\Are you okay?\I can't believe I said that!\Forget it! Forget the whole thing!\Do I have to?\I don't want to forget it! response:	Mikono...
context: I don't think it's weird.\I think we were destined to meet.\Are you okay?\I can't believe I said that!\Forget it! Forget the whole thing!\Do I have to?\I don't want to forget it!\Mikono... response:	This is bad! Mikono's love index is shooting up!
context: I think we were destined to meet.\Are you okay?\I can't believe I said that!\Forget it! Forget the whole thing!\Do I have to?\I don't want to forget it!\Mikono...\This is bad! Mikono's love index is shooting up! response:	Oh no!
context: Are you okay?\I can't believe I said that!\Forget it! Forget the whole thing!\Do I have to?\I don't want to forget it!\Mikono...\This is bad! Mikono's love index is shooting up!\Oh no! response:	They're almost in love!
context: I can't believe I said that!\Forget it! Forget the whole thing!\Do I have to?\I don't want to forget it!\Mikono...\This is bad! Mikono's love index is shooting up!\Oh no!\They're almost in love! response:	Mister Donar! Stop them!
context: Forget it! Forget the whole thing!\Do I have to?\I don't want to forget it!\Mikono...\This is bad! Mikono's love index is shooting up!\Oh no!\They're almost in love!\Mister Donar! Stop them! response:	Damn it! They're out of dart range!
context: Do I have to?\I don't want to forget it!\Mikono...\This is bad! Mikono's love index is shooting up!\Oh no!\They're almost in love!\Mister Donar! Stop them!\Damn it! They're out of dart range! response:	Amata!
context: I don't want to forget it!\Mikono...\This is bad! Mikono's love index is shooting up!\Oh no!\They're almost in love!\Mister Donar! Stop them!\Damn it! They're out of dart range!\Amata! response:	Stop! Amata, Mikono! Don't do this!
context: Mikono...\This is bad! Mikono's love index is shooting up!\Oh no!\They're almost in love!\Mister Donar! Stop them!\Damn it! They're out of dart range!\Amata!\Stop! Amata, Mikono! Don't do this! response:	The scent of forbidden love is as sweet as honey.
context: This is bad! Mikono's love index is shooting up!\Oh no!\They're almost in love!\Mister Donar! Stop them!\Damn it! They're out of dart range!\Amata!\Stop! Amata, Mikono! Don't do this!\The scent of forbidden love is as sweet as honey. response:	But honey is sure to attract ants...
context: Oh no!\They're almost in love!\Mister Donar! Stop them!\Damn it! They're out of dart range!\Amata!\Stop! Amata, Mikono! Don't do this!\The scent of forbidden love is as sweet as honey.\But honey is sure to attract ants... response:	Found you.
context: They're almost in love!\Mister Donar! Stop them!\Damn it! They're out of dart range!\Amata!\Stop! Amata, Mikono! Don't do this!\The scent of forbidden love is as sweet as honey.\But honey is sure to attract ants...\Found you. response:	You stink.
context: Mister Donar! Stop them!\Damn it! They're out of dart range!\Amata!\Stop! Amata, Mikono! Don't do this!\The scent of forbidden love is as sweet as honey.\But honey is sure to attract ants...\Found you.\You stink. response:	You stink deliciously.
context: Damn it! They're out of dart range!\Amata!\Stop! Amata, Mikono! Don't do this!\The scent of forbidden love is as sweet as honey.\But honey is sure to attract ants...\Found you.\You stink.\You stink deliciously. response:	Mikono!
context: Amata!\Stop! Amata, Mikono! Don't do this!\The scent of forbidden love is as sweet as honey.\But honey is sure to attract ants...\Found you.\You stink.\You stink deliciously.\Mikono! response:	This is...
context: Stop! Amata, Mikono! Don't do this!\The scent of forbidden love is as sweet as honey.\But honey is sure to attract ants...\Found you.\You stink.\You stink deliciously.\Mikono!\This is... response:	It's not love.
context: The scent of forbidden love is as sweet as honey.\But honey is sure to attract ants...\Found you.\You stink.\You stink deliciously.\Mikono!\This is...\It's not love. response:	This is...
context: But honey is sure to attract ants...\Found you.\You stink.\You stink deliciously.\Mikono!\This is...\It's not love.\This is... response:	a forbidden meeting.
context: Found you.\You stink.\You stink deliciously.\Mikono!\This is...\It's not love.\This is...\a forbidden meeting. response:	Mikono!
context: You stink.\You stink deliciously.\Mikono!\This is...\It's not love.\This is...\a forbidden meeting.\Mikono! response:	Mikono!
context: You stink deliciously.\Mikono!\This is...\It's not love.\This is...\a forbidden meeting.\Mikono!\Mikono! response:	Let us talk about seven days from now.
context: Mikono!\This is...\It's not love.\This is...\a forbidden meeting.\Mikono!\Mikono!\Let us talk about seven days from now. response:	The upcoming scherzando battle
context: This is...\It's not love.\This is...\a forbidden meeting.\Mikono!\Mikono!\Let us talk about seven days from now.\The upcoming scherzando battle response:	will be the dal segno into darkness.
context: It's not love.\This is...\a forbidden meeting.\Mikono!\Mikono!\Let us talk about seven days from now.\The upcoming scherzando battle\will be the dal segno into darkness. response:	Isn't that right, my friend?
context: This is...\a forbidden meeting.\Mikono!\Mikono!\Let us talk about seven days from now.\The upcoming scherzando battle\will be the dal segno into darkness.\Isn't that right, my friend? response:	Next time on Aquarion Evol: The Agitato of Life.
context: a forbidden meeting.\Mikono!\Mikono!\Let us talk about seven days from now.\The upcoming scherzando battle\will be the dal segno into darkness.\Isn't that right, my friend?\Next time on Aquarion Evol: The Agitato of Life. response:	Danger Zone
context: Mikono!\Mikono!\Let us talk about seven days from now.\The upcoming scherzando battle\will be the dal segno into darkness.\Isn't that right, my friend?\Next time on Aquarion Evol: The Agitato of Life.\Danger Zone response:	Forbidden
context: Mikono!\Let us talk about seven days from now.\The upcoming scherzando battle\will be the dal segno into darkness.\Isn't that right, my friend?\Next time on Aquarion Evol: The Agitato of Life.\Danger Zone\Forbidden response:	Meeting
context: Let us talk about seven days from now.\The upcoming scherzando battle\will be the dal segno into darkness.\Isn't that right, my friend?\Next time on Aquarion Evol: The Agitato of Life.\Danger Zone\Forbidden\Meeting response:	The Order Against Love
context: The upcoming scherzando battle\will be the dal segno into darkness.\Isn't that right, my friend?\Next time on Aquarion Evol: The Agitato of Life.\Danger Zone\Forbidden\Meeting\The Order Against Love response:	Love Forbidden
context: will be the dal segno into darkness.\Isn't that right, my friend?\Next time on Aquarion Evol: The Agitato of Life.\Danger Zone\Forbidden\Meeting\The Order Against Love\Love Forbidden response:	Danger Zone
context: Isn't that right, my friend?\Next time on Aquarion Evol: The Agitato of Life.\Danger Zone\Forbidden\Meeting\The Order Against Love\Love Forbidden\Danger Zone response:	Danger Zone
context: Next time on Aquarion Evol: The Agitato of Life.\Danger Zone\Forbidden\Meeting\The Order Against Love\Love Forbidden\Danger Zone\Danger Zone response:	Next Time
context: Danger Zone\Forbidden\Meeting\The Order Against Love\Love Forbidden\Danger Zone\Danger Zone\Next Time response:	The Agitato of Life
context: Forbidden\Meeting\The Order Against Love\Love Forbidden\Danger Zone\Danger Zone\Next Time\The Agitato of Life response:	osore
context: Meeting\The Order Against Love\Love Forbidden\Danger Zone\Danger Zone\Next Time\The Agitato of Life\osore response:	living your life don't give up now keep moving on
context: The Order Against Love\Love Forbidden\Danger Zone\Danger Zone\Next Time\The Agitato of Life\osore\living your life don't give up now keep moving on response:	kimi wo dakishimeru nandomo nandomo nandomo
context: Love Forbidden\Danger Zone\Danger Zone\Next Time\The Agitato of Life\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo response:	ashita boku wa kimi ni deau darou
context: Danger Zone\Danger Zone\Next Time\The Agitato of Life\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou response:	wazukana hoshiakari wo tayori ni
context: Danger Zone\Next Time\The Agitato of Life\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni response:	boku ni wa kimi ga wakaru yo wakaru yo
context: Next Time\The Agitato of Life\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo response:	sen'oku no toki wo koe futari hiraku densetsu no tobira
context: The Agitato of Life\osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira response:	naraku no ao tobikoete
context: osore\living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete response:	kimi to hai ni naru tame
context: living your life don't give up now keep moving on\kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame response:	nagaki rinne wo kanashimi tsurete tabi shitekitanda
context: kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda response:	zenryoku de mikansei kimi no tonari de
context: ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de response:	kawaita kokoro hodoke chi wo nagasu kedo
context: wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo response:	soba ni iru yo zutto yorisotte zutto
context: boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto response:	futari hikari no fune ni noru
context: sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru response:	kaze no hajimari no oto kanadeyou
context: naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou response:	Even if you're scared
context: kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared response:	Just live your life, don't give up now, keep moving on
context: nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on response:	And I'll come for you over and over and over again
context: zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again response:	We'll find each other soon enough
context: kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough response:	By the faintest glimmer of starlight
context: soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight response:	I know you, I know you
context: futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you response:	It's been billions of years, but now we can open the door to our legend
context: kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend response:	I crossed over the deep blue void
context: Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void response:	so I could burn to ash along with you
context: Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you response:	I've had a long journey on the vast wheel of fate, gathering sorrows along the way
context: And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way response:	I'm not perfect, but I'm giving all I have
context: We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have response:	If I open my fragile heart to you, I know I'll bleed...
context: By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed... response:	But I'll always be with you, always be in your arms
context: I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms response:	We'll get on a shining ship of light
context: It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light response:	And call forth the wind with our voices
context: I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices response:	kaze ni ubawareta wake janai
context: so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai response:	katamichi bun no yuuki de bokura
context: I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura response:	higeki wo ukeireru
context: I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru response:	kokoro ga koko ni atta hazu no kuudou
context: If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou response:	motto boku ga ookikereba
context: But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba response:	kimi wo mirai wo sukueta darou ka
context: We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka response:	taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai
context: And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai response:	sonna anata ga haguretadayou sora
context: kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora response:	anata ijou no hito ni deaenai
context: katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai response:	tsuki ni aragau nagai furea
context: higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea response:	hajimaru mo sezu owaru monogatari
context: kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari response:	kizutsukiuru yawarakasa
context: motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa response:	tojikometa senritsu kanaderu hodo
context: kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo response:	utau hodo kowareru hodo ni
context: taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni response:	anata ga koishii
context: sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii response:	We weren't spirited away on the wind
context: anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind response:	We knew we could never return, and found the courage
context: tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage response:	to accept the hardship
context: hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship response:	There's an emptiness where my heart used to be
context: kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship\There's an emptiness where my heart used to be response:	If only I was stronger
context: tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship\There's an emptiness where my heart used to be\If only I was stronger response:	I could have saved you, and our future...
context: utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship\There's an emptiness where my heart used to be\If only I was stronger\I could have saved you, and our future... response:	I only know of one way to keep the people I love
context: anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship\There's an emptiness where my heart used to be\If only I was stronger\I could have saved you, and our future...\I only know of one way to keep the people I love response:	And you left me and disappeared into the sky
