context: It's a pleasant Sunday. response:	I hope you're having a good time.
context: Wait here.\I'll go get everyone.\I don't want to be alone with you anyway.\Neither do I.\Never mind.\Go get them for me.\Ichika!\Good. response:	Nino's waiting.
context: I'll go get everyone.\I don't want to be alone with you anyway.\Neither do I.\Never mind.\Go get them for me.\Ichika!\Good.\Nino's waiting. response:	Let's go back to the shop.
context: I don't want to be alone with you anyway.\Neither do I.\Never mind.\Go get them for me.\Ichika!\Good.\Nino's waiting.\Let's go back to the shop. response:	Who are you?
context: Neither do I.\Never mind.\Go get them for me.\Ichika!\Good.\Nino's waiting.\Let's go back to the shop.\Who are you? response:	Who are you?
context: Never mind.\Go get them for me.\Ichika!\Good.\Nino's waiting.\Let's go back to the shop.\Who are you?\Who are you? response:	What's your relationship with Ichika-chan?
context: Go get them for me.\Ichika!\Good.\Nino's waiting.\Let's go back to the shop.\Who are you?\Who are you?\What's your relationship with Ichika-chan? response:	Relationship?
context: Ichika!\Good.\Nino's waiting.\Let's go back to the shop.\Who are you?\Who are you?\What's your relationship with Ichika-chan?\Relationship? response:	I'm her...
context: Good.\Nino's waiting.\Let's go back to the shop.\Who are you?\Who are you?\What's your relationship with Ichika-chan?\Relationship?\I'm her... response:	Uh...
context: Nino's waiting.\Let's go back to the shop.\Who are you?\Who are you?\What's your relationship with Ichika-chan?\Relationship?\I'm her...\Uh... response:	Friend?
context: Let's go back to the shop.\Who are you?\Who are you?\What's your relationship with Ichika-chan?\Relationship?\I'm her...\Uh...\Friend? response:	Teacher?
context: Who are you?\Who are you?\What's your relationship with Ichika-chan?\Relationship?\I'm her...\Uh...\Friend?\Teacher? response:	Associate?
context: Who are you?\What's your relationship with Ichika-chan?\Relationship?\I'm her...\Uh...\Friend?\Teacher?\Associate? response:	Acquaintance?
context: What's your relationship with Ichika-chan?\Relationship?\I'm her...\Uh...\Friend?\Teacher?\Associate?\Acquaintance? response:	Right.
context: Relationship?\I'm her...\Uh...\Friend?\Teacher?\Associate?\Acquaintance?\Right. response:	I'm her acquaintance.
context: I'm her...\Uh...\Friend?\Teacher?\Associate?\Acquaintance?\Right.\I'm her acquaintance. response:	I'm her acquaintance!
context: Uh...\Friend?\Teacher?\Associate?\Acquaintance?\Right.\I'm her acquaintance.\I'm her acquaintance! response:	What are you doing, Ichika?
context: Friend?\Teacher?\Associate?\Acquaintance?\Right.\I'm her acquaintance.\I'm her acquaintance!\What are you doing, Ichika? response:	Futaro.
context: Teacher?\Associate?\Acquaintance?\Right.\I'm her acquaintance.\I'm her acquaintance!\What are you doing, Ichika?\Futaro. response:	Ichi
context: Associate?\Acquaintance?\Right.\I'm her acquaintance.\I'm her acquaintance!\What are you doing, Ichika?\Futaro.\Ichi response:	Miku.
context: Acquaintance?\Right.\I'm her acquaintance.\I'm her acquaintance!\What are you doing, Ichika?\Futaro.\Ichi\Miku. response:	Thank goodness.
context: Right.\I'm her acquaintance.\I'm her acquaintance!\What are you doing, Ichika?\Futaro.\Ichi\Miku.\Thank goodness. response:	I'm surprised you managed to find me.
context: I'm her acquaintance.\I'm her acquaintance!\What are you doing, Ichika?\Futaro.\Ichi\Miku.\Thank goodness.\I'm surprised you managed to find me. response:	Well, you were sticking out like a sore thumb.
context: I'm her acquaintance!\What are you doing, Ichika?\Futaro.\Ichi\Miku.\Thank goodness.\I'm surprised you managed to find me.\Well, you were sticking out like a sore thumb. response:	Oh, right.
context: What are you doing, Ichika?\Futaro.\Ichi\Miku.\Thank goodness.\I'm surprised you managed to find me.\Well, you were sticking out like a sore thumb.\Oh, right. response:	I have to go after Ichika.
context: Futaro.\Ichi\Miku.\Thank goodness.\I'm surprised you managed to find me.\Well, you were sticking out like a sore thumb.\Oh, right.\I have to go after Ichika. response:	Come with me.
context: Ichi\Miku.\Thank goodness.\I'm surprised you managed to find me.\Well, you were sticking out like a sore thumb.\Oh, right.\I have to go after Ichika.\Come with me. response:	Wait.
context: Miku.\Thank goodness.\I'm surprised you managed to find me.\Well, you were sticking out like a sore thumb.\Oh, right.\I have to go after Ichika.\Come with me.\Wait. response:	Ow...
context: Thank goodness.\I'm surprised you managed to find me.\Well, you were sticking out like a sore thumb.\Oh, right.\I have to go after Ichika.\Come with me.\Wait.\Ow... response:	Someone stepped on my foot.
context: I'm surprised you managed to find me.\Well, you were sticking out like a sore thumb.\Oh, right.\I have to go after Ichika.\Come with me.\Wait.\Ow...\Someone stepped on my foot. response:	You go ahead, Futaro.
context: Well, you were sticking out like a sore thumb.\Oh, right.\I have to go after Ichika.\Come with me.\Wait.\Ow...\Someone stepped on my foot.\You go ahead, Futaro. response:	Hop on my back.
context: Oh, right.\I have to go after Ichika.\Come with me.\Wait.\Ow...\Someone stepped on my foot.\You go ahead, Futaro.\Hop on my back. response:	Miku, can you see Ichika from up there?
context: I have to go after Ichika.\Come with me.\Wait.\Ow...\Someone stepped on my foot.\You go ahead, Futaro.\Hop on my back.\Miku, can you see Ichika from up there? response:	Ichika?
context: Come with me.\Wait.\Ow...\Someone stepped on my foot.\You go ahead, Futaro.\Hop on my back.\Miku, can you see Ichika from up there?\Ichika? response:	I can't.
context: Wait.\Ow...\Someone stepped on my foot.\You go ahead, Futaro.\Hop on my back.\Miku, can you see Ichika from up there?\Ichika?\I can't. response:	You aren't actually going to chase after her like this, are you?
context: Ow...\Someone stepped on my foot.\You go ahead, Futaro.\Hop on my back.\Miku, can you see Ichika from up there?\Ichika?\I can't.\You aren't actually going to chase after her like this, are you? response:	You're heavy, so I can't chase after her.
context: Someone stepped on my foot.\You go ahead, Futaro.\Hop on my back.\Miku, can you see Ichika from up there?\Ichika?\I can't.\You aren't actually going to chase after her like this, are you?\You're heavy, so I can't chase after her. response:	Does that help?
context: You go ahead, Futaro.\Hop on my back.\Miku, can you see Ichika from up there?\Ichika?\I can't.\You aren't actually going to chase after her like this, are you?\You're heavy, so I can't chase after her.\Does that help? response:	Thanks.
context: Hop on my back.\Miku, can you see Ichika from up there?\Ichika?\I can't.\You aren't actually going to chase after her like this, are you?\You're heavy, so I can't chase after her.\Does that help?\Thanks. response:	Huh? Is she angry?
context: Miku, can you see Ichika from up there?\Ichika?\I can't.\You aren't actually going to chase after her like this, are you?\You're heavy, so I can't chase after her.\Does that help?\Thanks.\Huh? Is she angry? response:	Want me to buy you some takoyaki, Raiha-chan?
context: Ichika?\I can't.\You aren't actually going to chase after her like this, are you?\You're heavy, so I can't chase after her.\Does that help?\Thanks.\Huh? Is she angry?\Want me to buy you some takoyaki, Raiha-chan? response:	Oh, there's yakisoba over there.
context: I can't.\You aren't actually going to chase after her like this, are you?\You're heavy, so I can't chase after her.\Does that help?\Thanks.\Huh? Is she angry?\Want me to buy you some takoyaki, Raiha-chan?\Oh, there's yakisoba over there. response:	And okonomiyaki that way!
context: You aren't actually going to chase after her like this, are you?\You're heavy, so I can't chase after her.\Does that help?\Thanks.\Huh? Is she angry?\Want me to buy you some takoyaki, Raiha-chan?\Oh, there's yakisoba over there.\And okonomiyaki that way! response:	Yotsuba-san, we have to stay here.
context: You're heavy, so I can't chase after her.\Does that help?\Thanks.\Huh? Is she angry?\Want me to buy you some takoyaki, Raiha-chan?\Oh, there's yakisoba over there.\And okonomiyaki that way!\Yotsuba-san, we have to stay here. response:	Here.
context: Does that help?\Thanks.\Huh? Is she angry?\Want me to buy you some takoyaki, Raiha-chan?\Oh, there's yakisoba over there.\And okonomiyaki that way!\Yotsuba-san, we have to stay here.\Here. response:	This'll keep you going.
context: Thanks.\Huh? Is she angry?\Want me to buy you some takoyaki, Raiha-chan?\Oh, there's yakisoba over there.\And okonomiyaki that way!\Yotsuba-san, we have to stay here.\Here.\This'll keep you going. response:	I owe you.
context: Huh? Is she angry?\Want me to buy you some takoyaki, Raiha-chan?\Oh, there's yakisoba over there.\And okonomiyaki that way!\Yotsuba-san, we have to stay here.\Here.\This'll keep you going.\I owe you. response:	So, did you really see Ichika?
context: Want me to buy you some takoyaki, Raiha-chan?\Oh, there's yakisoba over there.\And okonomiyaki that way!\Yotsuba-san, we have to stay here.\Here.\This'll keep you going.\I owe you.\So, did you really see Ichika? response:	Yeah.
context: Oh, there's yakisoba over there.\And okonomiyaki that way!\Yotsuba-san, we have to stay here.\Here.\This'll keep you going.\I owe you.\So, did you really see Ichika?\Yeah. response:	She definitely noticed me,
context: And okonomiyaki that way!\Yotsuba-san, we have to stay here.\Here.\This'll keep you going.\I owe you.\So, did you really see Ichika?\Yeah.\She definitely noticed me, response:	but she took off with some dude with a mustache.
context: Yotsuba-san, we have to stay here.\Here.\This'll keep you going.\I owe you.\So, did you really see Ichika?\Yeah.\She definitely noticed me,\but she took off with some dude with a mustache. response:	Any idea who it might have been?
context: Here.\This'll keep you going.\I owe you.\So, did you really see Ichika?\Yeah.\She definitely noticed me,\but she took off with some dude with a mustache.\Any idea who it might have been? response:	No.
context: This'll keep you going.\I owe you.\So, did you really see Ichika?\Yeah.\She definitely noticed me,\but she took off with some dude with a mustache.\Any idea who it might have been?\No. response:	I think I've seen her getting out of some mustachioed man's car.
context: I owe you.\So, did you really see Ichika?\Yeah.\She definitely noticed me,\but she took off with some dude with a mustache.\Any idea who it might have been?\No.\I think I've seen her getting out of some mustachioed man's car. response:	Say what?
context: So, did you really see Ichika?\Yeah.\She definitely noticed me,\but she took off with some dude with a mustache.\Any idea who it might have been?\No.\I think I've seen her getting out of some mustachioed man's car.\Say what? response:	I hope there's nothing sketchy going on between them.
context: Yeah.\She definitely noticed me,\but she took off with some dude with a mustache.\Any idea who it might have been?\No.\I think I've seen her getting out of some mustachioed man's car.\Say what?\I hope there's nothing sketchy going on between them. response:	Well, not that I care.
context: She definitely noticed me,\but she took off with some dude with a mustache.\Any idea who it might have been?\No.\I think I've seen her getting out of some mustachioed man's car.\Say what?\I hope there's nothing sketchy going on between them.\Well, not that I care. response:	Forty minutes left.
context: but she took off with some dude with a mustache.\Any idea who it might have been?\No.\I think I've seen her getting out of some mustachioed man's car.\Say what?\I hope there's nothing sketchy going on between them.\Well, not that I care.\Forty minutes left. response:	What is she up to?
context: Any idea who it might have been?\No.\I think I've seen her getting out of some mustachioed man's car.\Say what?\I hope there's nothing sketchy going on between them.\Well, not that I care.\Forty minutes left.\What is she up to? response:	The fireworks are going to be over before you five get together.
context: No.\I think I've seen her getting out of some mustachioed man's car.\Say what?\I hope there's nothing sketchy going on between them.\Well, not that I care.\Forty minutes left.\What is she up to?\The fireworks are going to be over before you five get together. response:	You're being helpful, even though this has nothing to do with studying.
context: I think I've seen her getting out of some mustachioed man's car.\Say what?\I hope there's nothing sketchy going on between them.\Well, not that I care.\Forty minutes left.\What is she up to?\The fireworks are going to be over before you five get together.\You're being helpful, even though this has nothing to do with studying. response:	I wouldn't expect that from you.
context: Say what?\I hope there's nothing sketchy going on between them.\Well, not that I care.\Forty minutes left.\What is she up to?\The fireworks are going to be over before you five get together.\You're being helpful, even though this has nothing to do with studying.\I wouldn't expect that from you. response:	That's rude.
context: I hope there's nothing sketchy going on between them.\Well, not that I care.\Forty minutes left.\What is she up to?\The fireworks are going to be over before you five get together.\You're being helpful, even though this has nothing to do with studying.\I wouldn't expect that from you.\That's rude. response:	I'm invested in this now.
context: Well, not that I care.\Forty minutes left.\What is she up to?\The fireworks are going to be over before you five get together.\You're being helpful, even though this has nothing to do with studying.\I wouldn't expect that from you.\That's rude.\I'm invested in this now. response:	Besides, I watched you all desperately do your homework for this.
context: Forty minutes left.\What is she up to?\The fireworks are going to be over before you five get together.\You're being helpful, even though this has nothing to do with studying.\I wouldn't expect that from you.\That's rude.\I'm invested in this now.\Besides, I watched you all desperately do your homework for this. response:	Can you walk?
context: What is she up to?\The fireworks are going to be over before you five get together.\You're being helpful, even though this has nothing to do with studying.\I wouldn't expect that from you.\That's rude.\I'm invested in this now.\Besides, I watched you all desperately do your homework for this.\Can you walk? response:	Yeah.
context: The fireworks are going to be over before you five get together.\You're being helpful, even though this has nothing to do with studying.\I wouldn't expect that from you.\That's rude.\I'm invested in this now.\Besides, I watched you all desperately do your homework for this.\Can you walk?\Yeah. response:	Pardon us.
context: You're being helpful, even though this has nothing to do with studying.\I wouldn't expect that from you.\That's rude.\I'm invested in this now.\Besides, I watched you all desperately do your homework for this.\Can you walk?\Yeah.\Pardon us. response:	We're surveying people who came to see the the fireworks today.
context: I wouldn't expect that from you.\That's rude.\I'm invested in this now.\Besides, I watched you all desperately do your homework for this.\Can you walk?\Yeah.\Pardon us.\We're surveying people who came to see the the fireworks today. response:	What is the relationship between the two of you?
context: That's rude.\I'm invested in this now.\Besides, I watched you all desperately do your homework for this.\Can you walk?\Yeah.\Pardon us.\We're surveying people who came to see the the fireworks today.\What is the relationship between the two of you? response:	What's your relationship with Ichika-chan?
context: I'm invested in this now.\Besides, I watched you all desperately do your homework for this.\Can you walk?\Yeah.\Pardon us.\We're surveying people who came to see the the fireworks today.\What is the relationship between the two of you?\What's your relationship with Ichika-chan? response:	Oh, I guess there was no need to ask.
context: Besides, I watched you all desperately do your homework for this.\Can you walk?\Yeah.\Pardon us.\We're surveying people who came to see the the fireworks today.\What is the relationship between the two of you?\What's your relationship with Ichika-chan?\Oh, I guess there was no need to ask. response:	The two of them are a couple.
context: Can you walk?\Yeah.\Pardon us.\We're surveying people who came to see the the fireworks today.\What is the relationship between the two of you?\What's your relationship with Ichika-chan?\Oh, I guess there was no need to ask.\The two of them are a couple. response:	Right.
context: Yeah.\Pardon us.\We're surveying people who came to see the the fireworks today.\What is the relationship between the two of you?\What's your relationship with Ichika-chan?\Oh, I guess there was no need to ask.\The two of them are a couple.\Right. response:	W-We aren't in a relationship.
context: Pardon us.\We're surveying people who came to see the the fireworks today.\What is the relationship between the two of you?\What's your relationship with Ichika-chan?\Oh, I guess there was no need to ask.\The two of them are a couple.\Right.\W-We aren't in a relationship. response:	But that's clearly what it looks like.
context: We're surveying people who came to see the the fireworks today.\What is the relationship between the two of you?\What's your relationship with Ichika-chan?\Oh, I guess there was no need to ask.\The two of them are a couple.\Right.\W-We aren't in a relationship.\But that's clearly what it looks like. response:	Th-This is...
context: What is the relationship between the two of you?\What's your relationship with Ichika-chan?\Oh, I guess there was no need to ask.\The two of them are a couple.\Right.\W-We aren't in a relationship.\But that's clearly what it looks like.\Th-This is... response:	It's not like that.
context: What's your relationship with Ichika-chan?\Oh, I guess there was no need to ask.\The two of them are a couple.\Right.\W-We aren't in a relationship.\But that's clearly what it looks like.\Th-This is...\It's not like that. response:	The two of us are friends.
context: Oh, I guess there was no need to ask.\The two of them are a couple.\Right.\W-We aren't in a relationship.\But that's clearly what it looks like.\Th-This is...\It's not like that.\The two of us are friends. response:	We're just acquaintances.
context: The two of them are a couple.\Right.\W-We aren't in a relationship.\But that's clearly what it looks like.\Th-This is...\It's not like that.\The two of us are friends.\We're just acquaintances. response:	Or should I just say schoolmates?
context: Right.\W-We aren't in a relationship.\But that's clearly what it looks like.\Th-This is...\It's not like that.\The two of us are friends.\We're just acquaintances.\Or should I just say schoolmates? response:	I guess that isn't quite enough.
context: W-We aren't in a relationship.\But that's clearly what it looks like.\Th-This is...\It's not like that.\The two of us are friends.\We're just acquaintances.\Or should I just say schoolmates?\I guess that isn't quite enough. response:	I-I see.
context: But that's clearly what it looks like.\Th-This is...\It's not like that.\The two of us are friends.\We're just acquaintances.\Or should I just say schoolmates?\I guess that isn't quite enough.\I-I see. response:	Close acquaintances?
context: Th-This is...\It's not like that.\The two of us are friends.\We're just acquaintances.\Or should I just say schoolmates?\I guess that isn't quite enough.\I-I see.\Close acquaintances? response:	A client?
context: It's not like that.\The two of us are friends.\We're just acquaintances.\Or should I just say schoolmates?\I guess that isn't quite enough.\I-I see.\Close acquaintances?\A client? response:	Pardon us.
context: The two of us are friends.\We're just acquaintances.\Or should I just say schoolmates?\I guess that isn't quite enough.\I-I see.\Close acquaintances?\A client?\Pardon us. response:	Futaro.
context: We're just acquaintances.\Or should I just say schoolmates?\I guess that isn't quite enough.\I-I see.\Close acquaintances?\A client?\Pardon us.\Futaro. response:	Huh?
context: Or should I just say schoolmates?\I guess that isn't quite enough.\I-I see.\Close acquaintances?\A client?\Pardon us.\Futaro.\Huh? response:	Wh-What?
context: I guess that isn't quite enough.\I-I see.\Close acquaintances?\A client?\Pardon us.\Futaro.\Huh?\Wh-What? response:	Nothing.
context: I-I see.\Close acquaintances?\A client?\Pardon us.\Futaro.\Huh?\Wh-What?\Nothing. response:	Never mind.
context: Close acquaintances?\A client?\Pardon us.\Futaro.\Huh?\Wh-What?\Nothing.\Never mind. response:	Futaro.
context: A client?\Pardon us.\Futaro.\Huh?\Wh-What?\Nothing.\Never mind.\Futaro. response:	Look.
context: Pardon us.\Futaro.\Huh?\Wh-What?\Nothing.\Never mind.\Futaro.\Look. response:	Wait here.
context: Futaro.\Huh?\Wh-What?\Nothing.\Never mind.\Futaro.\Look.\Wait here. response:	I'll go get her.
context: Huh?\Wh-What?\Nothing.\Never mind.\Futaro.\Look.\Wait here.\I'll go get her. response:	Itsuki!
context: Wh-What?\Nothing.\Never mind.\Futaro.\Look.\Wait here.\I'll go get her.\Itsuki! response:	Oh, it's you.
context: Nothing.\Never mind.\Futaro.\Look.\Wait here.\I'll go get her.\Itsuki!\Oh, it's you. response:	Couldn't you hide your disappointment a little?
context: Never mind.\Futaro.\Look.\Wait here.\I'll go get her.\Itsuki!\Oh, it's you.\Couldn't you hide your disappointment a little? response:	Miku's resting over there.
context: Futaro.\Look.\Wait here.\I'll go get her.\Itsuki!\Oh, it's you.\Couldn't you hide your disappointment a little?\Miku's resting over there. response:	Let's meet up with her.
context: Look.\Wait here.\I'll go get her.\Itsuki!\Oh, it's you.\Couldn't you hide your disappointment a little?\Miku's resting over there.\Let's meet up with her. response:	Sure.
context: Wait here.\I'll go get her.\Itsuki!\Oh, it's you.\Couldn't you hide your disappointment a little?\Miku's resting over there.\Let's meet up with her.\Sure. response:	Now we're just missing Ichika.
context: I'll go get her.\Itsuki!\Oh, it's you.\Couldn't you hide your disappointment a little?\Miku's resting over there.\Let's meet up with her.\Sure.\Now we're just missing Ichika. response:	Can I ask you something?
context: Itsuki!\Oh, it's you.\Couldn't you hide your disappointment a little?\Miku's resting over there.\Let's meet up with her.\Sure.\Now we're just missing Ichika.\Can I ask you something? response:	What's our relationship?
context: Oh, it's you.\Couldn't you hide your disappointment a little?\Miku's resting over there.\Let's meet up with her.\Sure.\Now we're just missing Ichika.\Can I ask you something?\What's our relationship? response:	What's with that creepy question?
context: Couldn't you hide your disappointment a little?\Miku's resting over there.\Let's meet up with her.\Sure.\Now we're just missing Ichika.\Can I ask you something?\What's our relationship?\What's with that creepy question? response:	Let's see...
context: Miku's resting over there.\Let's meet up with her.\Sure.\Now we're just missing Ichika.\Can I ask you something?\What's our relationship?\What's with that creepy question?\Let's see... response:	At the very most,
context: Let's meet up with her.\Sure.\Now we're just missing Ichika.\Can I ask you something?\What's our relationship?\What's with that creepy question?\Let's see...\At the very most, response:	we're complete strangers.
context: Sure.\Now we're just missing Ichika.\Can I ask you something?\What's our relationship?\What's with that creepy question?\Let's see...\At the very most,\we're complete strangers. response:	At the very most?!
context: Now we're just missing Ichika.\Can I ask you something?\What's our relationship?\What's with that creepy question?\Let's see...\At the very most,\we're complete strangers.\At the very most?! response:	Besides, you don't need to ask me.
context: Can I ask you something?\What's our relationship?\What's with that creepy question?\Let's see...\At the very most,\we're complete strangers.\At the very most?!\Besides, you don't need to ask me. response:	You already have the answer to that question.
context: What's our relationship?\What's with that creepy question?\Let's see...\At the very most,\we're complete strangers.\At the very most?!\Besides, you don't need to ask me.\You already have the answer to that question. response:	Never mind that. We need to find Ichika.
context: What's with that creepy question?\Let's see...\At the very most,\we're complete strangers.\At the very most?!\Besides, you don't need to ask me.\You already have the answer to that question.\Never mind that. We need to find Ichika. response:	Where has she gone?
context: Let's see...\At the very most,\we're complete strangers.\At the very most?!\Besides, you don't need to ask me.\You already have the answer to that question.\Never mind that. We need to find Ichika.\Where has she gone? response:	Thank goodness.
context: At the very most,\we're complete strangers.\At the very most?!\Besides, you don't need to ask me.\You already have the answer to that question.\Never mind that. We need to find Ichika.\Where has she gone?\Thank goodness. response:	You found Itsuki-chan.
context: we're complete strangers.\At the very most?!\Besides, you don't need to ask me.\You already have the answer to that question.\Never mind that. We need to find Ichika.\Where has she gone?\Thank goodness.\You found Itsuki-chan. response:	Ichi
context: At the very most?!\Besides, you don't need to ask me.\You already have the answer to that question.\Never mind that. We need to find Ichika.\Where has she gone?\Thank goodness.\You found Itsuki-chan.\Ichi response:	Over here.
context: Besides, you don't need to ask me.\You already have the answer to that question.\Never mind that. We need to find Ichika.\Where has she gone?\Thank goodness.\You found Itsuki-chan.\Ichi\Over here. response:	Did you see the fireworks? Aren't they awesome?
context: You already have the answer to that question.\Never mind that. We need to find Ichika.\Where has she gone?\Thank goodness.\You found Itsuki-chan.\Ichi\Over here.\Did you see the fireworks? Aren't they awesome? response:	Hey, where are we going? Aren't you going to watch with the others?
context: Never mind that. We need to find Ichika.\Where has she gone?\Thank goodness.\You found Itsuki-chan.\Ichi\Over here.\Did you see the fireworks? Aren't they awesome?\Hey, where are we going? Aren't you going to watch with the others? response:	Just come with me.
context: Where has she gone?\Thank goodness.\You found Itsuki-chan.\Ichi\Over here.\Did you see the fireworks? Aren't they awesome?\Hey, where are we going? Aren't you going to watch with the others?\Just come with me. response:	Uesugi-kun?!
context: Thank goodness.\You found Itsuki-chan.\Ichi\Over here.\Did you see the fireworks? Aren't they awesome?\Hey, where are we going? Aren't you going to watch with the others?\Just come with me.\Uesugi-kun?! response:	Anyway, don't tell anyone about what happened earlier.
context: You found Itsuki-chan.\Ichi\Over here.\Did you see the fireworks? Aren't they awesome?\Hey, where are we going? Aren't you going to watch with the others?\Just come with me.\Uesugi-kun?!\Anyway, don't tell anyone about what happened earlier. response:	I can't watch the fireworks with the rest of you.
context: Ichi\Over here.\Did you see the fireworks? Aren't they awesome?\Hey, where are we going? Aren't you going to watch with the others?\Just come with me.\Uesugi-kun?!\Anyway, don't tell anyone about what happened earlier.\I can't watch the fireworks with the rest of you. response:	Fireworks Show Ends In
context: Over here.\Did you see the fireworks? Aren't they awesome?\Hey, where are we going? Aren't you going to watch with the others?\Just come with me.\Uesugi-kun?!\Anyway, don't tell anyone about what happened earlier.\I can't watch the fireworks with the rest of you.\Fireworks Show Ends In response:	Next Time on The Quintessential Quintuplets
context: Did you see the fireworks? Aren't they awesome?\Hey, where are we going? Aren't you going to watch with the others?\Just come with me.\Uesugi-kun?!\Anyway, don't tell anyone about what happened earlier.\I can't watch the fireworks with the rest of you.\Fireworks Show Ends In\Next Time on The Quintessential Quintuplets response:	05 Five Fifths
context: Hey, where are we going? Aren't you going to watch with the others?\Just come with me.\Uesugi-kun?!\Anyway, don't tell anyone about what happened earlier.\I can't watch the fireworks with the rest of you.\Fireworks Show Ends In\Next Time on The Quintessential Quintuplets\05 Five Fifths response:	Quintuplet Trivia!
context: Just come with me.\Uesugi-kun?!\Anyway, don't tell anyone about what happened earlier.\I can't watch the fireworks with the rest of you.\Fireworks Show Ends In\Next Time on The Quintessential Quintuplets\05 Five Fifths\Quintuplet Trivia! response:	I shall be announcing the sum of the quintuplets' breast sizes.
context: Uesugi-kun?!\Anyway, don't tell anyone about what happened earlier.\I can't watch the fireworks with the rest of you.\Fireworks Show Ends In\Next Time on The Quintessential Quintuplets\05 Five Fifths\Quintuplet Trivia!\I shall be announcing the sum of the quintuplets' breast sizes. response:	What's wrong with this robot?
context: Anyway, don't tell anyone about what happened earlier.\I can't watch the fireworks with the rest of you.\Fireworks Show Ends In\Next Time on The Quintessential Quintuplets\05 Five Fifths\Quintuplet Trivia!\I shall be announcing the sum of the quintuplets' breast sizes.\What's wrong with this robot? response:	Eighty-eight times five makes 444 centimeters, right?
context: I can't watch the fireworks with the rest of you.\Fireworks Show Ends In\Next Time on The Quintessential Quintuplets\05 Five Fifths\Quintuplet Trivia!\I shall be announcing the sum of the quintuplets' breast sizes.\What's wrong with this robot?\Eighty-eight times five makes 444 centimeters, right? response:	Four hundred forty-one centimeters.
context: Fireworks Show Ends In\Next Time on The Quintessential Quintuplets\05 Five Fifths\Quintuplet Trivia!\I shall be announcing the sum of the quintuplets' breast sizes.\What's wrong with this robot?\Eighty-eight times five makes 444 centimeters, right?\Four hundred forty-one centimeters. response:	Four hundred forty- one centimeters?
context: Next Time on The Quintessential Quintuplets\05 Five Fifths\Quintuplet Trivia!\I shall be announcing the sum of the quintuplets' breast sizes.\What's wrong with this robot?\Eighty-eight times five makes 444 centimeters, right?\Four hundred forty-one centimeters.\Four hundred forty- one centimeters? response:	Okay, that's enough of that!
