context: It's just my imagination, right? response:	Next Wednesday?
context: I just don't know the best way to handle this.\Best, eh?\I don't think anyone knows that.\What's up with him, damn it!\Um, Kuuga-kun. You'll be singing a new song in the next live, right?\Oh, yeah.\I'm really looking forward to it.\Okay. response:	What kind of song is it?
context: Best, eh?\I don't think anyone knows that.\What's up with him, damn it!\Um, Kuuga-kun. You'll be singing a new song in the next live, right?\Oh, yeah.\I'm really looking forward to it.\Okay.\What kind of song is it? response:	I don't know.
context: I don't think anyone knows that.\What's up with him, damn it!\Um, Kuuga-kun. You'll be singing a new song in the next live, right?\Oh, yeah.\I'm really looking forward to it.\Okay.\What kind of song is it?\I don't know. response:	Ah, I'm sorry. I shouldn't be asking this, right?
context: What's up with him, damn it!\Um, Kuuga-kun. You'll be singing a new song in the next live, right?\Oh, yeah.\I'm really looking forward to it.\Okay.\What kind of song is it?\I don't know.\Ah, I'm sorry. I shouldn't be asking this, right? response:	Hey.
context: Um, Kuuga-kun. You'll be singing a new song in the next live, right?\Oh, yeah.\I'm really looking forward to it.\Okay.\What kind of song is it?\I don't know.\Ah, I'm sorry. I shouldn't be asking this, right?\Hey. response:	Yes!
context: Oh, yeah.\I'm really looking forward to it.\Okay.\What kind of song is it?\I don't know.\Ah, I'm sorry. I shouldn't be asking this, right?\Hey.\Yes! response:	You think you can do anything about this?
context: I'm really looking forward to it.\Okay.\What kind of song is it?\I don't know.\Ah, I'm sorry. I shouldn't be asking this, right?\Hey.\Yes!\You think you can do anything about this? response:	You're close friends with her, right?
context: Okay.\What kind of song is it?\I don't know.\Ah, I'm sorry. I shouldn't be asking this, right?\Hey.\Yes!\You think you can do anything about this?\You're close friends with her, right? response:	Yes.
context: What kind of song is it?\I don't know.\Ah, I'm sorry. I shouldn't be asking this, right?\Hey.\Yes!\You think you can do anything about this?\You're close friends with her, right?\Yes. response:	Then bring her to our concert.
context: I don't know.\Ah, I'm sorry. I shouldn't be asking this, right?\Hey.\Yes!\You think you can do anything about this?\You're close friends with her, right?\Yes.\Then bring her to our concert. response:	Misaki's busy with many things.
context: Ah, I'm sorry. I shouldn't be asking this, right?\Hey.\Yes!\You think you can do anything about this?\You're close friends with her, right?\Yes.\Then bring her to our concert.\Misaki's busy with many things. response:	She's the Student Council President, too.
context: Hey.\Yes!\You think you can do anything about this?\You're close friends with her, right?\Yes.\Then bring her to our concert.\Misaki's busy with many things.\She's the Student Council President, too. response:	Really? Misaki-chan's the president?
context: Yes!\You think you can do anything about this?\You're close friends with her, right?\Yes.\Then bring her to our concert.\Misaki's busy with many things.\She's the Student Council President, too.\Really? Misaki-chan's the president? response:	That's so cool.
context: You think you can do anything about this?\You're close friends with her, right?\Yes.\Then bring her to our concert.\Misaki's busy with many things.\She's the Student Council President, too.\Really? Misaki-chan's the president?\That's so cool. response:	She's cute, stylish, and the Student Council President as well.
context: You're close friends with her, right?\Yes.\Then bring her to our concert.\Misaki's busy with many things.\She's the Student Council President, too.\Really? Misaki-chan's the president?\That's so cool.\She's cute, stylish, and the Student Council President as well. response:	That's pretty awesome.
context: Yes.\Then bring her to our concert.\Misaki's busy with many things.\She's the Student Council President, too.\Really? Misaki-chan's the president?\That's so cool.\She's cute, stylish, and the Student Council President as well.\That's pretty awesome. response:	Hey.
context: Then bring her to our concert.\Misaki's busy with many things.\She's the Student Council President, too.\Really? Misaki-chan's the president?\That's so cool.\She's cute, stylish, and the Student Council President as well.\That's pretty awesome.\Hey. response:	You think it'd help if her best friend Sakura-chan begged her?
context: Misaki's busy with many things.\She's the Student Council President, too.\Really? Misaki-chan's the president?\That's so cool.\She's cute, stylish, and the Student Council President as well.\That's pretty awesome.\Hey.\You think it'd help if her best friend Sakura-chan begged her? response:	Or perhaps not?
context: She's the Student Council President, too.\Really? Misaki-chan's the president?\That's so cool.\She's cute, stylish, and the Student Council President as well.\That's pretty awesome.\Hey.\You think it'd help if her best friend Sakura-chan begged her?\Or perhaps not? response:	Misaki.
context: Really? Misaki-chan's the president?\That's so cool.\She's cute, stylish, and the Student Council President as well.\That's pretty awesome.\Hey.\You think it'd help if her best friend Sakura-chan begged her?\Or perhaps not?\Misaki. response:	You think you can come to the concert with me?
context: That's so cool.\She's cute, stylish, and the Student Council President as well.\That's pretty awesome.\Hey.\You think it'd help if her best friend Sakura-chan begged her?\Or perhaps not?\Misaki.\You think you can come to the concert with me? response:	I'll help out with your work at the student council, so...
context: She's cute, stylish, and the Student Council President as well.\That's pretty awesome.\Hey.\You think it'd help if her best friend Sakura-chan begged her?\Or perhaps not?\Misaki.\You think you can come to the concert with me?\I'll help out with your work at the student council, so... response:	Sakura?
context: That's pretty awesome.\Hey.\You think it'd help if her best friend Sakura-chan begged her?\Or perhaps not?\Misaki.\You think you can come to the concert with me?\I'll help out with your work at the student council, so...\Sakura? response:	You see, Kuuga-kun really wants you to come.
context: Hey.\You think it'd help if her best friend Sakura-chan begged her?\Or perhaps not?\Misaki.\You think you can come to the concert with me?\I'll help out with your work at the student council, so...\Sakura?\You see, Kuuga-kun really wants you to come. response:	While you were gone, we kept talking about you.
context: You think it'd help if her best friend Sakura-chan begged her?\Or perhaps not?\Misaki.\You think you can come to the concert with me?\I'll help out with your work at the student council, so...\Sakura?\You see, Kuuga-kun really wants you to come.\While you were gone, we kept talking about you. response:	Kuuga-kun really does...
context: Or perhaps not?\Misaki.\You think you can come to the concert with me?\I'll help out with your work at the student council, so...\Sakura?\You see, Kuuga-kun really wants you to come.\While you were gone, we kept talking about you.\Kuuga-kun really does... response:	I heard you're the Student Council President, Misaki-chan.
context: Misaki.\You think you can come to the concert with me?\I'll help out with your work at the student council, so...\Sakura?\You see, Kuuga-kun really wants you to come.\While you were gone, we kept talking about you.\Kuuga-kun really does...\I heard you're the Student Council President, Misaki-chan. response:	Someone who works hard and diligently needs a break.
context: You think you can come to the concert with me?\I'll help out with your work at the student council, so...\Sakura?\You see, Kuuga-kun really wants you to come.\While you were gone, we kept talking about you.\Kuuga-kun really does...\I heard you're the Student Council President, Misaki-chan.\Someone who works hard and diligently needs a break. response:	If you can't come to the concert, how about we go to an amusement park?
context: I'll help out with your work at the student council, so...\Sakura?\You see, Kuuga-kun really wants you to come.\While you were gone, we kept talking about you.\Kuuga-kun really does...\I heard you're the Student Council President, Misaki-chan.\Someone who works hard and diligently needs a break.\If you can't come to the concert, how about we go to an amusement park? response:	You're the type that appears diligent but is actually a party animal, right?
context: Sakura?\You see, Kuuga-kun really wants you to come.\While you were gone, we kept talking about you.\Kuuga-kun really does...\I heard you're the Student Council President, Misaki-chan.\Someone who works hard and diligently needs a break.\If you can't come to the concert, how about we go to an amusement park?\You're the type that appears diligent but is actually a party animal, right? response:	I wonder if smart girls become good taking care of guys, too.
context: You see, Kuuga-kun really wants you to come.\While you were gone, we kept talking about you.\Kuuga-kun really does...\I heard you're the Student Council President, Misaki-chan.\Someone who works hard and diligently needs a break.\If you can't come to the concert, how about we go to an amusement park?\You're the type that appears diligent but is actually a party animal, right?\I wonder if smart girls become good taking care of guys, too. response:	Hey, Kuuga!
context: While you were gone, we kept talking about you.\Kuuga-kun really does...\I heard you're the Student Council President, Misaki-chan.\Someone who works hard and diligently needs a break.\If you can't come to the concert, how about we go to an amusement park?\You're the type that appears diligent but is actually a party animal, right?\I wonder if smart girls become good taking care of guys, too.\Hey, Kuuga! response:	Was that guy someone you like to party with, too?
context: Kuuga-kun really does...\I heard you're the Student Council President, Misaki-chan.\Someone who works hard and diligently needs a break.\If you can't come to the concert, how about we go to an amusement park?\You're the type that appears diligent but is actually a party animal, right?\I wonder if smart girls become good taking care of guys, too.\Hey, Kuuga!\Was that guy someone you like to party with, too? response:	You two really had to put on a show there.
context: I heard you're the Student Council President, Misaki-chan.\Someone who works hard and diligently needs a break.\If you can't come to the concert, how about we go to an amusement park?\You're the type that appears diligent but is actually a party animal, right?\I wonder if smart girls become good taking care of guys, too.\Hey, Kuuga!\Was that guy someone you like to party with, too?\You two really had to put on a show there. response:	Stop it...
context: Someone who works hard and diligently needs a break.\If you can't come to the concert, how about we go to an amusement park?\You're the type that appears diligent but is actually a party animal, right?\I wonder if smart girls become good taking care of guys, too.\Hey, Kuuga!\Was that guy someone you like to party with, too?\You two really had to put on a show there.\Stop it... response:	Oh, I don't hear an excuse, so did I hit the jackpot?
context: If you can't come to the concert, how about we go to an amusement park?\You're the type that appears diligent but is actually a party animal, right?\I wonder if smart girls become good taking care of guys, too.\Hey, Kuuga!\Was that guy someone you like to party with, too?\You two really had to put on a show there.\Stop it...\Oh, I don't hear an excuse, so did I hit the jackpot? response:	Please...
context: You're the type that appears diligent but is actually a party animal, right?\I wonder if smart girls become good taking care of guys, too.\Hey, Kuuga!\Was that guy someone you like to party with, too?\You two really had to put on a show there.\Stop it...\Oh, I don't hear an excuse, so did I hit the jackpot?\Please... response:	I never knew that Seika's President was a party animal.
context: I wonder if smart girls become good taking care of guys, too.\Hey, Kuuga!\Was that guy someone you like to party with, too?\You two really had to put on a show there.\Stop it...\Oh, I don't hear an excuse, so did I hit the jackpot?\Please...\I never knew that Seika's President was a party animal. response:	Stop it!
context: Hey, Kuuga!\Was that guy someone you like to party with, too?\You two really had to put on a show there.\Stop it...\Oh, I don't hear an excuse, so did I hit the jackpot?\Please...\I never knew that Seika's President was a party animal.\Stop it! response:	Please...
context: Was that guy someone you like to party with, too?\You two really had to put on a show there.\Stop it...\Oh, I don't hear an excuse, so did I hit the jackpot?\Please...\I never knew that Seika's President was a party animal.\Stop it!\Please... response:	Don't talk about Misaki like that!
context: You two really had to put on a show there.\Stop it...\Oh, I don't hear an excuse, so did I hit the jackpot?\Please...\I never knew that Seika's President was a party animal.\Stop it!\Please...\Don't talk about Misaki like that! response:	Sakura-chan.
context: Stop it...\Oh, I don't hear an excuse, so did I hit the jackpot?\Please...\I never knew that Seika's President was a party animal.\Stop it!\Please...\Don't talk about Misaki like that!\Sakura-chan. response:	Do you hate me now?
context: Oh, I don't hear an excuse, so did I hit the jackpot?\Please...\I never knew that Seika's President was a party animal.\Stop it!\Please...\Don't talk about Misaki like that!\Sakura-chan.\Do you hate me now? response:	Hey, Kuuga.
context: Please...\I never knew that Seika's President was a party animal.\Stop it!\Please...\Don't talk about Misaki like that!\Sakura-chan.\Do you hate me now?\Hey, Kuuga. response:	I always tell you to take better care of your fans.
context: I never knew that Seika's President was a party animal.\Stop it!\Please...\Don't talk about Misaki like that!\Sakura-chan.\Do you hate me now?\Hey, Kuuga.\I always tell you to take better care of your fans. response:	Yeah yeah, sales activity, right?
context: Stop it!\Please...\Don't talk about Misaki like that!\Sakura-chan.\Do you hate me now?\Hey, Kuuga.\I always tell you to take better care of your fans.\Yeah yeah, sales activity, right? response:	Things like that make me sick.
context: Please...\Don't talk about Misaki like that!\Sakura-chan.\Do you hate me now?\Hey, Kuuga.\I always tell you to take better care of your fans.\Yeah yeah, sales activity, right?\Things like that make me sick. response:	This is your way of being considerate?
context: Don't talk about Misaki like that!\Sakura-chan.\Do you hate me now?\Hey, Kuuga.\I always tell you to take better care of your fans.\Yeah yeah, sales activity, right?\Things like that make me sick.\This is your way of being considerate? response:	I've never seen such a horrible sense of consideration.
context: Sakura-chan.\Do you hate me now?\Hey, Kuuga.\I always tell you to take better care of your fans.\Yeah yeah, sales activity, right?\Things like that make me sick.\This is your way of being considerate?\I've never seen such a horrible sense of consideration. response:	I can't even comprehend it.
context: Do you hate me now?\Hey, Kuuga.\I always tell you to take better care of your fans.\Yeah yeah, sales activity, right?\Things like that make me sick.\This is your way of being considerate?\I've never seen such a horrible sense of consideration.\I can't even comprehend it. response:	Sakura was looking forward to this day so much.
context: Hey, Kuuga.\I always tell you to take better care of your fans.\Yeah yeah, sales activity, right?\Things like that make me sick.\This is your way of being considerate?\I've never seen such a horrible sense of consideration.\I can't even comprehend it.\Sakura was looking forward to this day so much. response:	And to trample on her feelings like this...
context: I always tell you to take better care of your fans.\Yeah yeah, sales activity, right?\Things like that make me sick.\This is your way of being considerate?\I've never seen such a horrible sense of consideration.\I can't even comprehend it.\Sakura was looking forward to this day so much.\And to trample on her feelings like this... response:	What? Do you dislike me now, too, Misaki-chan?
context: Yeah yeah, sales activity, right?\Things like that make me sick.\This is your way of being considerate?\I've never seen such a horrible sense of consideration.\I can't even comprehend it.\Sakura was looking forward to this day so much.\And to trample on her feelings like this...\What? Do you dislike me now, too, Misaki-chan? response:	I hate you.
context: Things like that make me sick.\This is your way of being considerate?\I've never seen such a horrible sense of consideration.\I can't even comprehend it.\Sakura was looking forward to this day so much.\And to trample on her feelings like this...\What? Do you dislike me now, too, Misaki-chan?\I hate you. response:	I absolutely despise you!
context: This is your way of being considerate?\I've never seen such a horrible sense of consideration.\I can't even comprehend it.\Sakura was looking forward to this day so much.\And to trample on her feelings like this...\What? Do you dislike me now, too, Misaki-chan?\I hate you.\I absolutely despise you! response:	I'll never let you have Sakura!
context: I've never seen such a horrible sense of consideration.\I can't even comprehend it.\Sakura was looking forward to this day so much.\And to trample on her feelings like this...\What? Do you dislike me now, too, Misaki-chan?\I hate you.\I absolutely despise you!\I'll never let you have Sakura! response:	I'm sorry.
context: I can't even comprehend it.\Sakura was looking forward to this day so much.\And to trample on her feelings like this...\What? Do you dislike me now, too, Misaki-chan?\I hate you.\I absolutely despise you!\I'll never let you have Sakura!\I'm sorry. response:	No, I will yell at you!
context: Sakura was looking forward to this day so much.\And to trample on her feelings like this...\What? Do you dislike me now, too, Misaki-chan?\I hate you.\I absolutely despise you!\I'll never let you have Sakura!\I'm sorry.\No, I will yell at you! response:	What do you think you were doing, yelling so loudly in a cafe!
context: And to trample on her feelings like this...\What? Do you dislike me now, too, Misaki-chan?\I hate you.\I absolutely despise you!\I'll never let you have Sakura!\I'm sorry.\No, I will yell at you!\What do you think you were doing, yelling so loudly in a cafe! response:	Even if you were angry, think of the trouble you caused to the people around us!
context: What? Do you dislike me now, too, Misaki-chan?\I hate you.\I absolutely despise you!\I'll never let you have Sakura!\I'm sorry.\No, I will yell at you!\What do you think you were doing, yelling so loudly in a cafe!\Even if you were angry, think of the trouble you caused to the people around us! response:	You need more patience, Misaki-san!
context: I hate you.\I absolutely despise you!\I'll never let you have Sakura!\I'm sorry.\No, I will yell at you!\What do you think you were doing, yelling so loudly in a cafe!\Even if you were angry, think of the trouble you caused to the people around us!\You need more patience, Misaki-san! response:	I'm sorry.
context: I absolutely despise you!\I'll never let you have Sakura!\I'm sorry.\No, I will yell at you!\What do you think you were doing, yelling so loudly in a cafe!\Even if you were angry, think of the trouble you caused to the people around us!\You need more patience, Misaki-san!\I'm sorry. response:	And you, Sakura-san. Did you forget what I told you before?
context: I'll never let you have Sakura!\I'm sorry.\No, I will yell at you!\What do you think you were doing, yelling so loudly in a cafe!\Even if you were angry, think of the trouble you caused to the people around us!\You need more patience, Misaki-san!\I'm sorry.\And you, Sakura-san. Did you forget what I told you before? response:	I told you that you're easily tricked, so you should choose men more carefully!
context: I'm sorry.\No, I will yell at you!\What do you think you were doing, yelling so loudly in a cafe!\Even if you were angry, think of the trouble you caused to the people around us!\You need more patience, Misaki-san!\I'm sorry.\And you, Sakura-san. Did you forget what I told you before?\I told you that you're easily tricked, so you should choose men more carefully! response:	I thought I had!
context: No, I will yell at you!\What do you think you were doing, yelling so loudly in a cafe!\Even if you were angry, think of the trouble you caused to the people around us!\You need more patience, Misaki-san!\I'm sorry.\And you, Sakura-san. Did you forget what I told you before?\I told you that you're easily tricked, so you should choose men more carefully!\I thought I had! response:	Develop a better eye for men then!
context: What do you think you were doing, yelling so loudly in a cafe!\Even if you were angry, think of the trouble you caused to the people around us!\You need more patience, Misaki-san!\I'm sorry.\And you, Sakura-san. Did you forget what I told you before?\I told you that you're easily tricked, so you should choose men more carefully!\I thought I had!\Develop a better eye for men then! response:	I've never seen such a wild Shizuko before.
context: Even if you were angry, think of the trouble you caused to the people around us!\You need more patience, Misaki-san!\I'm sorry.\And you, Sakura-san. Did you forget what I told you before?\I told you that you're easily tricked, so you should choose men more carefully!\I thought I had!\Develop a better eye for men then!\I've never seen such a wild Shizuko before. response:	I sat through such a stressful environment.
context: You need more patience, Misaki-san!\I'm sorry.\And you, Sakura-san. Did you forget what I told you before?\I told you that you're easily tricked, so you should choose men more carefully!\I thought I had!\Develop a better eye for men then!\I've never seen such a wild Shizuko before.\I sat through such a stressful environment. response:	I was at my limits, too.
context: I'm sorry.\And you, Sakura-san. Did you forget what I told you before?\I told you that you're easily tricked, so you should choose men more carefully!\I thought I had!\Develop a better eye for men then!\I've never seen such a wild Shizuko before.\I sat through such a stressful environment.\I was at my limits, too. response:	Shizuko isn't kind at all!
context: And you, Sakura-san. Did you forget what I told you before?\I told you that you're easily tricked, so you should choose men more carefully!\I thought I had!\Develop a better eye for men then!\I've never seen such a wild Shizuko before.\I sat through such a stressful environment.\I was at my limits, too.\Shizuko isn't kind at all! response:	Because I know you won't learn if I'm nice to you!
context: I told you that you're easily tricked, so you should choose men more carefully!\I thought I had!\Develop a better eye for men then!\I've never seen such a wild Shizuko before.\I sat through such a stressful environment.\I was at my limits, too.\Shizuko isn't kind at all!\Because I know you won't learn if I'm nice to you! response:	Shizuko, let her off the hook now, yeah?
context: I thought I had!\Develop a better eye for men then!\I've never seen such a wild Shizuko before.\I sat through such a stressful environment.\I was at my limits, too.\Shizuko isn't kind at all!\Because I know you won't learn if I'm nice to you!\Shizuko, let her off the hook now, yeah? response:	Misaki.
context: Develop a better eye for men then!\I've never seen such a wild Shizuko before.\I sat through such a stressful environment.\I was at my limits, too.\Shizuko isn't kind at all!\Because I know you won't learn if I'm nice to you!\Shizuko, let her off the hook now, yeah?\Misaki. response:	Ah, well um...
context: I've never seen such a wild Shizuko before.\I sat through such a stressful environment.\I was at my limits, too.\Shizuko isn't kind at all!\Because I know you won't learn if I'm nice to you!\Shizuko, let her off the hook now, yeah?\Misaki.\Ah, well um... response:	Next time, I'll choose someone who will pat my head like this.
context: I sat through such a stressful environment.\I was at my limits, too.\Shizuko isn't kind at all!\Because I know you won't learn if I'm nice to you!\Shizuko, let her off the hook now, yeah?\Misaki.\Ah, well um...\Next time, I'll choose someone who will pat my head like this. response:	I hope Sakura will find a good person soon.
context: I was at my limits, too.\Shizuko isn't kind at all!\Because I know you won't learn if I'm nice to you!\Shizuko, let her off the hook now, yeah?\Misaki.\Ah, well um...\Next time, I'll choose someone who will pat my head like this.\I hope Sakura will find a good person soon. response:	Choose someone who will pat my head, eh?
context: Shizuko isn't kind at all!\Because I know you won't learn if I'm nice to you!\Shizuko, let her off the hook now, yeah?\Misaki.\Ah, well um...\Next time, I'll choose someone who will pat my head like this.\I hope Sakura will find a good person soon.\Choose someone who will pat my head, eh? response:	You're finally back.
context: Because I know you won't learn if I'm nice to you!\Shizuko, let her off the hook now, yeah?\Misaki.\Ah, well um...\Next time, I'll choose someone who will pat my head like this.\I hope Sakura will find a good person soon.\Choose someone who will pat my head, eh?\You're finally back. response:	You took your sweet time, Prez.
context: Shizuko, let her off the hook now, yeah?\Misaki.\Ah, well um...\Next time, I'll choose someone who will pat my head like this.\I hope Sakura will find a good person soon.\Choose someone who will pat my head, eh?\You're finally back.\You took your sweet time, Prez. response:	Is something wrong with your head?
context: Misaki.\Ah, well um...\Next time, I'll choose someone who will pat my head like this.\I hope Sakura will find a good person soon.\Choose someone who will pat my head, eh?\You're finally back.\You took your sweet time, Prez.\Is something wrong with your head? response:	It's nothing.
context: Ah, well um...\Next time, I'll choose someone who will pat my head like this.\I hope Sakura will find a good person soon.\Choose someone who will pat my head, eh?\You're finally back.\You took your sweet time, Prez.\Is something wrong with your head?\It's nothing. response:	Why are you waiting?
context: Next time, I'll choose someone who will pat my head like this.\I hope Sakura will find a good person soon.\Choose someone who will pat my head, eh?\You're finally back.\You took your sweet time, Prez.\Is something wrong with your head?\It's nothing.\Why are you waiting? response:	Don't let it bother you. I'm just a stalker.
context: I hope Sakura will find a good person soon.\Choose someone who will pat my head, eh?\You're finally back.\You took your sweet time, Prez.\Is something wrong with your head?\It's nothing.\Why are you waiting?\Don't let it bother you. I'm just a stalker. response:	Since I'm a stalker, maybe I'll follow you to your home.
context: Choose someone who will pat my head, eh?\You're finally back.\You took your sweet time, Prez.\Is something wrong with your head?\It's nothing.\Why are you waiting?\Don't let it bother you. I'm just a stalker.\Since I'm a stalker, maybe I'll follow you to your home. response:	Don't you dare!
context: You're finally back.\You took your sweet time, Prez.\Is something wrong with your head?\It's nothing.\Why are you waiting?\Don't let it bother you. I'm just a stalker.\Since I'm a stalker, maybe I'll follow you to your home.\Don't you dare! response:	Don't I always tell you to grow up a little?
context: You took your sweet time, Prez.\Is something wrong with your head?\It's nothing.\Why are you waiting?\Don't let it bother you. I'm just a stalker.\Since I'm a stalker, maybe I'll follow you to your home.\Don't you dare!\Don't I always tell you to grow up a little? response:	Kou-chan, you sound like my dad.
context: Is something wrong with your head?\It's nothing.\Why are you waiting?\Don't let it bother you. I'm just a stalker.\Since I'm a stalker, maybe I'll follow you to your home.\Don't you dare!\Don't I always tell you to grow up a little?\Kou-chan, you sound like my dad. response:	By the way...
context: It's nothing.\Why are you waiting?\Don't let it bother you. I'm just a stalker.\Since I'm a stalker, maybe I'll follow you to your home.\Don't you dare!\Don't I always tell you to grow up a little?\Kou-chan, you sound like my dad.\By the way... response:	What's wrong with them?
context: Why are you waiting?\Don't let it bother you. I'm just a stalker.\Since I'm a stalker, maybe I'll follow you to your home.\Don't you dare!\Don't I always tell you to grow up a little?\Kou-chan, you sound like my dad.\By the way...\What's wrong with them? response:	Would you please depart already, Masters?!
context: Don't let it bother you. I'm just a stalker.\Since I'm a stalker, maybe I'll follow you to your home.\Don't you dare!\Don't I always tell you to grow up a little?\Kou-chan, you sound like my dad.\By the way...\What's wrong with them?\Would you please depart already, Masters?! response:	Shizuko! You will come with me to the next Umemishi live, right?
context: Since I'm a stalker, maybe I'll follow you to your home.\Don't you dare!\Don't I always tell you to grow up a little?\Kou-chan, you sound like my dad.\By the way...\What's wrong with them?\Would you please depart already, Masters?!\Shizuko! You will come with me to the next Umemishi live, right? response:	Huh?! Sakura-san, you still haven't learned?
context: Don't you dare!\Don't I always tell you to grow up a little?\Kou-chan, you sound like my dad.\By the way...\What's wrong with them?\Would you please depart already, Masters?!\Shizuko! You will come with me to the next Umemishi live, right?\Huh?! Sakura-san, you still haven't learned? response:	If it's not interesting again, I will leave at once, okay?
context: Don't I always tell you to grow up a little?\Kou-chan, you sound like my dad.\By the way...\What's wrong with them?\Would you please depart already, Masters?!\Shizuko! You will come with me to the next Umemishi live, right?\Huh?! Sakura-san, you still haven't learned?\If it's not interesting again, I will leave at once, okay? response:	So you will go with me?
context: Kou-chan, you sound like my dad.\By the way...\What's wrong with them?\Would you please depart already, Masters?!\Shizuko! You will come with me to the next Umemishi live, right?\Huh?! Sakura-san, you still haven't learned?\If it's not interesting again, I will leave at once, okay?\So you will go with me? response:	I'm so happy!
context: By the way...\What's wrong with them?\Would you please depart already, Masters?!\Shizuko! You will come with me to the next Umemishi live, right?\Huh?! Sakura-san, you still haven't learned?\If it's not interesting again, I will leave at once, okay?\So you will go with me?\I'm so happy! response:	Misaki!
context: What's wrong with them?\Would you please depart already, Masters?!\Shizuko! You will come with me to the next Umemishi live, right?\Huh?! Sakura-san, you still haven't learned?\If it's not interesting again, I will leave at once, okay?\So you will go with me?\I'm so happy!\Misaki! response:	Sakura and Shizuko. What are you doing?
context: Would you please depart already, Masters?!\Shizuko! You will come with me to the next Umemishi live, right?\Huh?! Sakura-san, you still haven't learned?\If it's not interesting again, I will leave at once, okay?\So you will go with me?\I'm so happy!\Misaki!\Sakura and Shizuko. What are you doing? response:	We wanted to try the preview, but it's harder than I thought.
context: Shizuko! You will come with me to the next Umemishi live, right?\Huh?! Sakura-san, you still haven't learned?\If it's not interesting again, I will leave at once, okay?\So you will go with me?\I'm so happy!\Misaki!\Sakura and Shizuko. What are you doing?\We wanted to try the preview, but it's harder than I thought. response:	We were waiting for you to show up.
context: Huh?! Sakura-san, you still haven't learned?\If it's not interesting again, I will leave at once, okay?\So you will go with me?\I'm so happy!\Misaki!\Sakura and Shizuko. What are you doing?\We wanted to try the preview, but it's harder than I thought.\We were waiting for you to show up. response:	So Misaki, would you go to the next Umemishi-
context: If it's not interesting again, I will leave at once, okay?\So you will go with me?\I'm so happy!\Misaki!\Sakura and Shizuko. What are you doing?\We wanted to try the preview, but it's harder than I thought.\We were waiting for you to show up.\So Misaki, would you go to the next Umemishi- response:	Sorry, Sakura. We'll talk about that later.
context: So you will go with me?\I'm so happy!\Misaki!\Sakura and Shizuko. What are you doing?\We wanted to try the preview, but it's harder than I thought.\We were waiting for you to show up.\So Misaki, would you go to the next Umemishi-\Sorry, Sakura. We'll talk about that later. response:	Hey, Usui-san is glancing over at us.
context: I'm so happy!\Misaki!\Sakura and Shizuko. What are you doing?\We wanted to try the preview, but it's harder than I thought.\We were waiting for you to show up.\So Misaki, would you go to the next Umemishi-\Sorry, Sakura. We'll talk about that later.\Hey, Usui-san is glancing over at us. response:	It looks like he wants attention.
context: Misaki!\Sakura and Shizuko. What are you doing?\We wanted to try the preview, but it's harder than I thought.\We were waiting for you to show up.\So Misaki, would you go to the next Umemishi-\Sorry, Sakura. We'll talk about that later.\Hey, Usui-san is glancing over at us.\It looks like he wants attention. response:	I feel like it'll be more trouble.
