context: So you can fish at this park, supposedly. response:	I'd like to try my rod out here.
context: Amakusa...\You're right.\Our hym*ns have the same shape.\Aren't you guys supposed to be student council presidents?!\Chemistry\Would you like take part in a fun experiment by the chemistry club?\Arts and Crafts\We're making hand puppets! response:	The idea behind this fair is to have fun doing things.
context: You're right.\Our hym*ns have the same shape.\Aren't you guys supposed to be student council presidents?!\Chemistry\Would you like take part in a fun experiment by the chemistry club?\Arts and Crafts\We're making hand puppets!\The idea behind this fair is to have fun doing things. response:	You've sure thought about this.
context: Our hym*ns have the same shape.\Aren't you guys supposed to be student council presidents?!\Chemistry\Would you like take part in a fun experiment by the chemistry club?\Arts and Crafts\We're making hand puppets!\The idea behind this fair is to have fun doing things.\You've sure thought about this. response:	Um, you don't really have to look into my eyes.
context: Aren't you guys supposed to be student council presidents?!\Chemistry\Would you like take part in a fun experiment by the chemistry club?\Arts and Crafts\We're making hand puppets!\The idea behind this fair is to have fun doing things.\You've sure thought about this.\Um, you don't really have to look into my eyes. response:	Nurse's office
context: Chemistry\Would you like take part in a fun experiment by the chemistry club?\Arts and Crafts\We're making hand puppets!\The idea behind this fair is to have fun doing things.\You've sure thought about this.\Um, you don't really have to look into my eyes.\Nurse's office response:	Yay, yay.
context: Would you like take part in a fun experiment by the chemistry club?\Arts and Crafts\We're making hand puppets!\The idea behind this fair is to have fun doing things.\You've sure thought about this.\Um, you don't really have to look into my eyes.\Nurse's office\Yay, yay. response:	Yay
context: Arts and Crafts\We're making hand puppets!\The idea behind this fair is to have fun doing things.\You've sure thought about this.\Um, you don't really have to look into my eyes.\Nurse's office\Yay, yay.\Yay response:	I don't think there's anything you want in there.
context: We're making hand puppets!\The idea behind this fair is to have fun doing things.\You've sure thought about this.\Um, you don't really have to look into my eyes.\Nurse's office\Yay, yay.\Yay\I don't think there's anything you want in there. response:	Cooking
context: The idea behind this fair is to have fun doing things.\You've sure thought about this.\Um, you don't really have to look into my eyes.\Nurse's office\Yay, yay.\Yay\I don't think there's anything you want in there.\Cooking response:	We're doing a cooking class.
context: You've sure thought about this.\Um, you don't really have to look into my eyes.\Nurse's office\Yay, yay.\Yay\I don't think there's anything you want in there.\Cooking\We're doing a cooking class. response:	That sounds fun.
context: Um, you don't really have to look into my eyes.\Nurse's office\Yay, yay.\Yay\I don't think there's anything you want in there.\Cooking\We're doing a cooking class.\That sounds fun. response:	Want to give it a try?
context: Nurse's office\Yay, yay.\Yay\I don't think there's anything you want in there.\Cooking\We're doing a cooking class.\That sounds fun.\Want to give it a try? response:	Cooking class
context: Yay, yay.\Yay\I don't think there's anything you want in there.\Cooking\We're doing a cooking class.\That sounds fun.\Want to give it a try?\Cooking class response:	All right. Let's do this.
context: Yay\I don't think there's anything you want in there.\Cooking\We're doing a cooking class.\That sounds fun.\Want to give it a try?\Cooking class\All right. Let's do this. response:	Uh...
context: I don't think there's anything you want in there.\Cooking\We're doing a cooking class.\That sounds fun.\Want to give it a try?\Cooking class\All right. Let's do this.\Uh... response:	Huh?
context: Cooking\We're doing a cooking class.\That sounds fun.\Want to give it a try?\Cooking class\All right. Let's do this.\Uh...\Huh? response:	What's wrong?
context: We're doing a cooking class.\That sounds fun.\Want to give it a try?\Cooking class\All right. Let's do this.\Uh...\Huh?\What's wrong? response:	There's no board...
context: That sounds fun.\Want to give it a try?\Cooking class\All right. Let's do this.\Uh...\Huh?\What's wrong?\There's no board... response:	You think so?
context: Want to give it a try?\Cooking class\All right. Let's do this.\Uh...\Huh?\What's wrong?\There's no board...\You think so? response:	I've been growing lately. I'm happy.
context: Cooking class\All right. Let's do this.\Uh...\Huh?\What's wrong?\There's no board...\You think so?\I've been growing lately. I'm happy. response:	What would you...
context: All right. Let's do this.\Uh...\Huh?\What's wrong?\There's no board...\You think so?\I've been growing lately. I'm happy.\What would you... response:	You wanna keep going, right?
context: Uh...\Huh?\What's wrong?\There's no board...\You think so?\I've been growing lately. I'm happy.\What would you...\You wanna keep going, right? response:	They had a lot of passion.
context: Huh?\What's wrong?\There's no board...\You think so?\I've been growing lately. I'm happy.\What would you...\You wanna keep going, right?\They had a lot of passion. response:	I'm all excited now.
context: What's wrong?\There's no board...\You think so?\I've been growing lately. I'm happy.\What would you...\You wanna keep going, right?\They had a lot of passion.\I'm all excited now. response:	Me, too.
context: There's no board...\You think so?\I've been growing lately. I'm happy.\What would you...\You wanna keep going, right?\They had a lot of passion.\I'm all excited now.\Me, too. response:	That's a chupacabra.
context: You think so?\I've been growing lately. I'm happy.\What would you...\You wanna keep going, right?\They had a lot of passion.\I'm all excited now.\Me, too.\That's a chupacabra. response:	What?!
context: I've been growing lately. I'm happy.\What would you...\You wanna keep going, right?\They had a lot of passion.\I'm all excited now.\Me, too.\That's a chupacabra.\What?! response:	I'm laughing so much my stomach hurts.
context: What would you...\You wanna keep going, right?\They had a lot of passion.\I'm all excited now.\Me, too.\That's a chupacabra.\What?!\I'm laughing so much my stomach hurts. response:	I thought my period came.
context: You wanna keep going, right?\They had a lot of passion.\I'm all excited now.\Me, too.\That's a chupacabra.\What?!\I'm laughing so much my stomach hurts.\I thought my period came. response:	I'm not sure that's a good thing.
context: They had a lot of passion.\I'm all excited now.\Me, too.\That's a chupacabra.\What?!\I'm laughing so much my stomach hurts.\I thought my period came.\I'm not sure that's a good thing. response:	Eiryou High School
context: I'm all excited now.\Me, too.\That's a chupacabra.\What?!\I'm laughing so much my stomach hurts.\I thought my period came.\I'm not sure that's a good thing.\Eiryou High School response:	Thank you for coming.
context: Me, too.\That's a chupacabra.\What?!\I'm laughing so much my stomach hurts.\I thought my period came.\I'm not sure that's a good thing.\Eiryou High School\Thank you for coming. response:	No, we had a great time.
context: That's a chupacabra.\What?!\I'm laughing so much my stomach hurts.\I thought my period came.\I'm not sure that's a good thing.\Eiryou High School\Thank you for coming.\No, we had a great time. response:	Taka-kun, Kotomi-chan,
context: What?!\I'm laughing so much my stomach hurts.\I thought my period came.\I'm not sure that's a good thing.\Eiryou High School\Thank you for coming.\No, we had a great time.\Taka-kun, Kotomi-chan, response:	see you again.
context: I'm laughing so much my stomach hurts.\I thought my period came.\I'm not sure that's a good thing.\Eiryou High School\Thank you for coming.\No, we had a great time.\Taka-kun, Kotomi-chan,\see you again. response:	Right!
context: I thought my period came.\I'm not sure that's a good thing.\Eiryou High School\Thank you for coming.\No, we had a great time.\Taka-kun, Kotomi-chan,\see you again.\Right! response:	I don't think I'm going to get used to that.
context: I'm not sure that's a good thing.\Eiryou High School\Thank you for coming.\No, we had a great time.\Taka-kun, Kotomi-chan,\see you again.\Right!\I don't think I'm going to get used to that. response:	Um..
context: Eiryou High School\Thank you for coming.\No, we had a great time.\Taka-kun, Kotomi-chan,\see you again.\Right!\I don't think I'm going to get used to that.\Um.. response:	Do you go to Tsuda's house a lot?
context: Thank you for coming.\No, we had a great time.\Taka-kun, Kotomi-chan,\see you again.\Right!\I don't think I'm going to get used to that.\Um..\Do you go to Tsuda's house a lot? response:	Hug.
context: No, we had a great time.\Taka-kun, Kotomi-chan,\see you again.\Right!\I don't think I'm going to get used to that.\Um..\Do you go to Tsuda's house a lot?\Hug. response:	Hug
context: Taka-kun, Kotomi-chan,\see you again.\Right!\I don't think I'm going to get used to that.\Um..\Do you go to Tsuda's house a lot?\Hug.\Hug response:	Huh?
context: see you again.\Right!\I don't think I'm going to get used to that.\Um..\Do you go to Tsuda's house a lot?\Hug.\Hug\Huh? response:	Why all of a sudden...
context: Right!\I don't think I'm going to get used to that.\Um..\Do you go to Tsuda's house a lot?\Hug.\Hug\Huh?\Why all of a sudden... response:	That's a secwet.
context: I don't think I'm going to get used to that.\Um..\Do you go to Tsuda's house a lot?\Hug.\Hug\Huh?\Why all of a sudden...\That's a secwet. response:	The secwet I want to know is why you
context: Um..\Do you go to Tsuda's house a lot?\Hug.\Hug\Huh?\Why all of a sudden...\That's a secwet.\The secwet I want to know is why you response:	do this to me every single time.
context: Do you go to Tsuda's house a lot?\Hug.\Hug\Huh?\Why all of a sudden...\That's a secwet.\The secwet I want to know is why you\do this to me every single time. response:	You're sure aggressive.
context: Hug.\Hug\Huh?\Why all of a sudden...\That's a secwet.\The secwet I want to know is why you\do this to me every single time.\You're sure aggressive. response:	She's holding me...
context: Hug\Huh?\Why all of a sudden...\That's a secwet.\The secwet I want to know is why you\do this to me every single time.\You're sure aggressive.\She's holding me... response:	I wasn't always like this.
context: Huh?\Why all of a sudden...\That's a secwet.\The secwet I want to know is why you\do this to me every single time.\You're sure aggressive.\She's holding me...\I wasn't always like this. response:	I wasn't outgoing when I was a kid.
context: Why all of a sudden...\That's a secwet.\The secwet I want to know is why you\do this to me every single time.\You're sure aggressive.\She's holding me...\I wasn't always like this.\I wasn't outgoing when I was a kid. response:	I thought that was just who I was,
context: That's a secwet.\The secwet I want to know is why you\do this to me every single time.\You're sure aggressive.\She's holding me...\I wasn't always like this.\I wasn't outgoing when I was a kid.\I thought that was just who I was, response:	and continued down that bad path.
context: The secwet I want to know is why you\do this to me every single time.\You're sure aggressive.\She's holding me...\I wasn't always like this.\I wasn't outgoing when I was a kid.\I thought that was just who I was,\and continued down that bad path. response:	But then I became a high school student,
context: do this to me every single time.\You're sure aggressive.\She's holding me...\I wasn't always like this.\I wasn't outgoing when I was a kid.\I thought that was just who I was,\and continued down that bad path.\But then I became a high school student, response:	and thought I needed to change.
context: You're sure aggressive.\She's holding me...\I wasn't always like this.\I wasn't outgoing when I was a kid.\I thought that was just who I was,\and continued down that bad path.\But then I became a high school student,\and thought I needed to change. response:	That's when I decided to act like this.
context: She's holding me...\I wasn't always like this.\I wasn't outgoing when I was a kid.\I thought that was just who I was,\and continued down that bad path.\But then I became a high school student,\and thought I needed to change.\That's when I decided to act like this. response:	I see.
context: I wasn't always like this.\I wasn't outgoing when I was a kid.\I thought that was just who I was,\and continued down that bad path.\But then I became a high school student,\and thought I needed to change.\That's when I decided to act like this.\I see. response:	That's a nice story.
context: I wasn't outgoing when I was a kid.\I thought that was just who I was,\and continued down that bad path.\But then I became a high school student,\and thought I needed to change.\That's when I decided to act like this.\I see.\That's a nice story. response:	But I don't think it'd be wrong to become a bad girl.
context: I thought that was just who I was,\and continued down that bad path.\But then I became a high school student,\and thought I needed to change.\That's when I decided to act like this.\I see.\That's a nice story.\But I don't think it'd be wrong to become a bad girl. response:	She wasn't talking about that.
context: and continued down that bad path.\But then I became a high school student,\and thought I needed to change.\That's when I decided to act like this.\I see.\That's a nice story.\But I don't think it'd be wrong to become a bad girl.\She wasn't talking about that. response:	I need more motivation to get out of bed.
context: But then I became a high school student,\and thought I needed to change.\That's when I decided to act like this.\I see.\That's a nice story.\But I don't think it'd be wrong to become a bad girl.\She wasn't talking about that.\I need more motivation to get out of bed. response:	Maybe I'll change under the covers.
context: and thought I needed to change.\That's when I decided to act like this.\I see.\That's a nice story.\But I don't think it'd be wrong to become a bad girl.\She wasn't talking about that.\I need more motivation to get out of bed.\Maybe I'll change under the covers. response:	Shift
context: That's when I decided to act like this.\I see.\That's a nice story.\But I don't think it'd be wrong to become a bad girl.\She wasn't talking about that.\I need more motivation to get out of bed.\Maybe I'll change under the covers.\Shift response:	I wouldn't want someone to see me doing this.
context: I see.\That's a nice story.\But I don't think it'd be wrong to become a bad girl.\She wasn't talking about that.\I need more motivation to get out of bed.\Maybe I'll change under the covers.\Shift\I wouldn't want someone to see me doing this. response:	I mean, it's not like someone would reel back if they saw me naked!
context: That's a nice story.\But I don't think it'd be wrong to become a bad girl.\She wasn't talking about that.\I need more motivation to get out of bed.\Maybe I'll change under the covers.\Shift\I wouldn't want someone to see me doing this.\I mean, it's not like someone would reel back if they saw me naked! response:	Throw
context: But I don't think it'd be wrong to become a bad girl.\She wasn't talking about that.\I need more motivation to get out of bed.\Maybe I'll change under the covers.\Shift\I wouldn't want someone to see me doing this.\I mean, it's not like someone would reel back if they saw me naked!\Throw response:	Oh.
context: She wasn't talking about that.\I need more motivation to get out of bed.\Maybe I'll change under the covers.\Shift\I wouldn't want someone to see me doing this.\I mean, it's not like someone would reel back if they saw me naked!\Throw\Oh. response:	That's a lot of snow.
context: I need more motivation to get out of bed.\Maybe I'll change under the covers.\Shift\I wouldn't want someone to see me doing this.\I mean, it's not like someone would reel back if they saw me naked!\Throw\Oh.\That's a lot of snow. response:	That's going to make this morning hard.
context: Maybe I'll change under the covers.\Shift\I wouldn't want someone to see me doing this.\I mean, it's not like someone would reel back if they saw me naked!\Throw\Oh.\That's a lot of snow.\That's going to make this morning hard. response:	Hm?
context: Shift\I wouldn't want someone to see me doing this.\I mean, it's not like someone would reel back if they saw me naked!\Throw\Oh.\That's a lot of snow.\That's going to make this morning hard.\Hm? response:	Prez, good morning.
context: I wouldn't want someone to see me doing this.\I mean, it's not like someone would reel back if they saw me naked!\Throw\Oh.\That's a lot of snow.\That's going to make this morning hard.\Hm?\Prez, good morning. response:	So you're awake, Tsuda.
context: I mean, it's not like someone would reel back if they saw me naked!\Throw\Oh.\That's a lot of snow.\That's going to make this morning hard.\Hm?\Prez, good morning.\So you're awake, Tsuda. response:	We should go to school early because of the snow.
context: Throw\Oh.\That's a lot of snow.\That's going to make this morning hard.\Hm?\Prez, good morning.\So you're awake, Tsuda.\We should go to school early because of the snow. response:	Yes, I know.
context: Oh.\That's a lot of snow.\That's going to make this morning hard.\Hm?\Prez, good morning.\So you're awake, Tsuda.\We should go to school early because of the snow.\Yes, I know. response:	We need to have a snowball fight!
context: That's a lot of snow.\That's going to make this morning hard.\Hm?\Prez, good morning.\So you're awake, Tsuda.\We should go to school early because of the snow.\Yes, I know.\We need to have a snowball fight! response:	Before it melts!
context: That's going to make this morning hard.\Hm?\Prez, good morning.\So you're awake, Tsuda.\We should go to school early because of the snow.\Yes, I know.\We need to have a snowball fight!\Before it melts! response:	Okay, I guess I didn't know.
context: Hm?\Prez, good morning.\So you're awake, Tsuda.\We should go to school early because of the snow.\Yes, I know.\We need to have a snowball fight!\Before it melts!\Okay, I guess I didn't know. response:	Seitokai Yakuindomo
context: Prez, good morning.\So you're awake, Tsuda.\We should go to school early because of the snow.\Yes, I know.\We need to have a snowball fight!\Before it melts!\Okay, I guess I didn't know.\Seitokai Yakuindomo response:	Play with the snow, Santa's Heirs!
context: So you're awake, Tsuda.\We should go to school early because of the snow.\Yes, I know.\We need to have a snowball fight!\Before it melts!\Okay, I guess I didn't know.\Seitokai Yakuindomo\Play with the snow, Santa's Heirs! response:	Okay, we need to shovel the snow away before the ending ceremony.
context: We should go to school early because of the snow.\Yes, I know.\We need to have a snowball fight!\Before it melts!\Okay, I guess I didn't know.\Seitokai Yakuindomo\Play with the snow, Santa's Heirs!\Okay, we need to shovel the snow away before the ending ceremony. response:	This is going to be hard.
context: Yes, I know.\We need to have a snowball fight!\Before it melts!\Okay, I guess I didn't know.\Seitokai Yakuindomo\Play with the snow, Santa's Heirs!\Okay, we need to shovel the snow away before the ending ceremony.\This is going to be hard. response:	Tsuda, what job do we do?
context: We need to have a snowball fight!\Before it melts!\Okay, I guess I didn't know.\Seitokai Yakuindomo\Play with the snow, Santa's Heirs!\Okay, we need to shovel the snow away before the ending ceremony.\This is going to be hard.\Tsuda, what job do we do? response:	We're the student council.
context: Before it melts!\Okay, I guess I didn't know.\Seitokai Yakuindomo\Play with the snow, Santa's Heirs!\Okay, we need to shovel the snow away before the ending ceremony.\This is going to be hard.\Tsuda, what job do we do?\We're the student council. response:	That's right.
context: Okay, I guess I didn't know.\Seitokai Yakuindomo\Play with the snow, Santa's Heirs!\Okay, we need to shovel the snow away before the ending ceremony.\This is going to be hard.\Tsuda, what job do we do?\We're the student council.\That's right. response:	Our job is to pave the way.
context: Seitokai Yakuindomo\Play with the snow, Santa's Heirs!\Okay, we need to shovel the snow away before the ending ceremony.\This is going to be hard.\Tsuda, what job do we do?\We're the student council.\That's right.\Our job is to pave the way. response:	Blush.
context: Play with the snow, Santa's Heirs!\Okay, we need to shovel the snow away before the ending ceremony.\This is going to be hard.\Tsuda, what job do we do?\We're the student council.\That's right.\Our job is to pave the way.\Blush. response:	You didn't have to say it if you were just going to get embarrassed.
context: Okay, we need to shovel the snow away before the ending ceremony.\This is going to be hard.\Tsuda, what job do we do?\We're the student council.\That's right.\Our job is to pave the way.\Blush.\You didn't have to say it if you were just going to get embarrassed. response:	I'm red because it's cold.
context: This is going to be hard.\Tsuda, what job do we do?\We're the student council.\That's right.\Our job is to pave the way.\Blush.\You didn't have to say it if you were just going to get embarrassed.\I'm red because it's cold. response:	All right.
context: Tsuda, what job do we do?\We're the student council.\That's right.\Our job is to pave the way.\Blush.\You didn't have to say it if you were just going to get embarrassed.\I'm red because it's cold.\All right. response:	You guys are here.
context: We're the student council.\That's right.\Our job is to pave the way.\Blush.\You didn't have to say it if you were just going to get embarrassed.\I'm red because it's cold.\All right.\You guys are here. response:	Let's get this done.
context: That's right.\Our job is to pave the way.\Blush.\You didn't have to say it if you were just going to get embarrassed.\I'm red because it's cold.\All right.\You guys are here.\Let's get this done. response:	Why are you acting like a teacher?
context: Our job is to pave the way.\Blush.\You didn't have to say it if you were just going to get embarrassed.\I'm red because it's cold.\All right.\You guys are here.\Let's get this done.\Why are you acting like a teacher? response:	I am a teacher.
context: Blush.\You didn't have to say it if you were just going to get embarrassed.\I'm red because it's cold.\All right.\You guys are here.\Let's get this done.\Why are you acting like a teacher?\I am a teacher. response:	It's cold out.
context: You didn't have to say it if you were just going to get embarrassed.\I'm red because it's cold.\All right.\You guys are here.\Let's get this done.\Why are you acting like a teacher?\I am a teacher.\It's cold out. response:	It's cold.
context: I'm red because it's cold.\All right.\You guys are here.\Let's get this done.\Why are you acting like a teacher?\I am a teacher.\It's cold out.\It's cold. response:	I want to drink something warm.
context: All right.\You guys are here.\Let's get this done.\Why are you acting like a teacher?\I am a teacher.\It's cold out.\It's cold.\I want to drink something warm. response:	I've gotta pee.
context: You guys are here.\Let's get this done.\Why are you acting like a teacher?\I am a teacher.\It's cold out.\It's cold.\I want to drink something warm.\I've gotta pee. response:	Looks like we both have something to gain here.
context: Let's get this done.\Why are you acting like a teacher?\I am a teacher.\It's cold out.\It's cold.\I want to drink something warm.\I've gotta pee.\Looks like we both have something to gain here. response:	No, I don't think so.
context: Why are you acting like a teacher?\I am a teacher.\It's cold out.\It's cold.\I want to drink something warm.\I've gotta pee.\Looks like we both have something to gain here.\No, I don't think so. response:	It's slippery, so be careful.
context: I am a teacher.\It's cold out.\It's cold.\I want to drink something warm.\I've gotta pee.\Looks like we both have something to gain here.\No, I don't think so.\It's slippery, so be careful. response:	It feels so cold in my butt.
context: It's cold out.\It's cold.\I want to drink something warm.\I've gotta pee.\Looks like we both have something to gain here.\No, I don't think so.\It's slippery, so be careful.\It feels so cold in my butt. response:	I must have misheard her.
context: It's cold.\I want to drink something warm.\I've gotta pee.\Looks like we both have something to gain here.\No, I don't think so.\It's slippery, so be careful.\It feels so cold in my butt.\I must have misheard her. response:	I remember when I was playing in the snow and made a snowman.
context: I want to drink something warm.\I've gotta pee.\Looks like we both have something to gain here.\No, I don't think so.\It's slippery, so be careful.\It feels so cold in my butt.\I must have misheard her.\I remember when I was playing in the snow and made a snowman. response:	I guess I had snowball fights.
context: I've gotta pee.\Looks like we both have something to gain here.\No, I don't think so.\It's slippery, so be careful.\It feels so cold in my butt.\I must have misheard her.\I remember when I was playing in the snow and made a snowman.\I guess I had snowball fights. response:	Riding sleds, for me.
context: Looks like we both have something to gain here.\No, I don't think so.\It's slippery, so be careful.\It feels so cold in my butt.\I must have misheard her.\I remember when I was playing in the snow and made a snowman.\I guess I had snowball fights.\Riding sleds, for me. response:	I made shaved ice.
context: No, I don't think so.\It's slippery, so be careful.\It feels so cold in my butt.\I must have misheard her.\I remember when I was playing in the snow and made a snowman.\I guess I had snowball fights.\Riding sleds, for me.\I made shaved ice. response:	I did that.
context: It's slippery, so be careful.\It feels so cold in my butt.\I must have misheard her.\I remember when I was playing in the snow and made a snowman.\I guess I had snowball fights.\Riding sleds, for me.\I made shaved ice.\I did that. response:	I peed on it and pretended it was lemon flavored.
context: It feels so cold in my butt.\I must have misheard her.\I remember when I was playing in the snow and made a snowman.\I guess I had snowball fights.\Riding sleds, for me.\I made shaved ice.\I did that.\I peed on it and pretended it was lemon flavored. response:	I didn't do that.
context: I must have misheard her.\I remember when I was playing in the snow and made a snowman.\I guess I had snowball fights.\Riding sleds, for me.\I made shaved ice.\I did that.\I peed on it and pretended it was lemon flavored.\I didn't do that. response:	Oh, yeah.
context: I remember when I was playing in the snow and made a snowman.\I guess I had snowball fights.\Riding sleds, for me.\I made shaved ice.\I did that.\I peed on it and pretended it was lemon flavored.\I didn't do that.\Oh, yeah. response:	Winter break starts tomorrow.
context: I guess I had snowball fights.\Riding sleds, for me.\I made shaved ice.\I did that.\I peed on it and pretended it was lemon flavored.\I didn't do that.\Oh, yeah.\Winter break starts tomorrow. response:	I can finally head back to my parents' place.
context: Riding sleds, for me.\I made shaved ice.\I did that.\I peed on it and pretended it was lemon flavored.\I didn't do that.\Oh, yeah.\Winter break starts tomorrow.\I can finally head back to my parents' place. response:	It's scary living alone,
context: I made shaved ice.\I did that.\I peed on it and pretended it was lemon flavored.\I didn't do that.\Oh, yeah.\Winter break starts tomorrow.\I can finally head back to my parents' place.\It's scary living alone, response:	so that'll be nice.
context: I did that.\I peed on it and pretended it was lemon flavored.\I didn't do that.\Oh, yeah.\Winter break starts tomorrow.\I can finally head back to my parents' place.\It's scary living alone,\so that'll be nice. response:	I guess you have another side, Yokoshima-sensei.
context: I peed on it and pretended it was lemon flavored.\I didn't do that.\Oh, yeah.\Winter break starts tomorrow.\I can finally head back to my parents' place.\It's scary living alone,\so that'll be nice.\I guess you have another side, Yokoshima-sensei. response:	That was surprising.
context: I didn't do that.\Oh, yeah.\Winter break starts tomorrow.\I can finally head back to my parents' place.\It's scary living alone,\so that'll be nice.\I guess you have another side, Yokoshima-sensei.\That was surprising. response:	I do.
context: Oh, yeah.\Winter break starts tomorrow.\I can finally head back to my parents' place.\It's scary living alone,\so that'll be nice.\I guess you have another side, Yokoshima-sensei.\That was surprising.\I do. response:	I especially get scared at night.
context: Winter break starts tomorrow.\I can finally head back to my parents' place.\It's scary living alone,\so that'll be nice.\I guess you have another side, Yokoshima-sensei.\That was surprising.\I do.\I especially get scared at night. response:	Restless, not knowing if I'll be alone for another year...
context: I can finally head back to my parents' place.\It's scary living alone,\so that'll be nice.\I guess you have another side, Yokoshima-sensei.\That was surprising.\I do.\I especially get scared at night.\Restless, not knowing if I'll be alone for another year... response:	I don't know what to say.
context: It's scary living alone,\so that'll be nice.\I guess you have another side, Yokoshima-sensei.\That was surprising.\I do.\I especially get scared at night.\Restless, not knowing if I'll be alone for another year...\I don't know what to say. response:	I guess this'll do.
context: so that'll be nice.\I guess you have another side, Yokoshima-sensei.\That was surprising.\I do.\I especially get scared at night.\Restless, not knowing if I'll be alone for another year...\I don't know what to say.\I guess this'll do. response:	It turned out well.
context: I guess you have another side, Yokoshima-sensei.\That was surprising.\I do.\I especially get scared at night.\Restless, not knowing if I'll be alone for another year...\I don't know what to say.\I guess this'll do.\It turned out well. response:	So this year's about to come to an end.
context: That was surprising.\I do.\I especially get scared at night.\Restless, not knowing if I'll be alone for another year...\I don't know what to say.\I guess this'll do.\It turned out well.\So this year's about to come to an end. response:	A year passes by pretty fast.
context: I do.\I especially get scared at night.\Restless, not knowing if I'll be alone for another year...\I don't know what to say.\I guess this'll do.\It turned out well.\So this year's about to come to an end.\A year passes by pretty fast. response:	I think we say this every year.
context: I especially get scared at night.\Restless, not knowing if I'll be alone for another year...\I don't know what to say.\I guess this'll do.\It turned out well.\So this year's about to come to an end.\A year passes by pretty fast.\I think we say this every year. response:	We could probably shorten it down.
context: Restless, not knowing if I'll be alone for another year...\I don't know what to say.\I guess this'll do.\It turned out well.\So this year's about to come to an end.\A year passes by pretty fast.\I think we say this every year.\We could probably shorten it down. response:	Done already?
context: I don't know what to say.\I guess this'll do.\It turned out well.\So this year's about to come to an end.\A year passes by pretty fast.\I think we say this every year.\We could probably shorten it down.\Done already? response:	So soon...
context: I guess this'll do.\It turned out well.\So this year's about to come to an end.\A year passes by pretty fast.\I think we say this every year.\We could probably shorten it down.\Done already?\So soon... response:	Why are you saying that while looking at me?
context: It turned out well.\So this year's about to come to an end.\A year passes by pretty fast.\I think we say this every year.\We could probably shorten it down.\Done already?\So soon...\Why are you saying that while looking at me? response:	It's going to be pretty cold going home.
context: So this year's about to come to an end.\A year passes by pretty fast.\I think we say this every year.\We could probably shorten it down.\Done already?\So soon...\Why are you saying that while looking at me?\It's going to be pretty cold going home. response:	I'd like to eat some stew.
context: A year passes by pretty fast.\I think we say this every year.\We could probably shorten it down.\Done already?\So soon...\Why are you saying that while looking at me?\It's going to be pretty cold going home.\I'd like to eat some stew. response:	Suzu Head
context: I think we say this every year.\We could probably shorten it down.\Done already?\So soon...\Why are you saying that while looking at me?\It's going to be pretty cold going home.\I'd like to eat some stew.\Suzu Head response:	Takatoshi Head
context: We could probably shorten it down.\Done already?\So soon...\Why are you saying that while looking at me?\It's going to be pretty cold going home.\I'd like to eat some stew.\Suzu Head\Takatoshi Head response:	That'd be nice.
context: Done already?\So soon...\Why are you saying that while looking at me?\It's going to be pretty cold going home.\I'd like to eat some stew.\Suzu Head\Takatoshi Head\That'd be nice. response:	Some oden, or something.
context: So soon...\Why are you saying that while looking at me?\It's going to be pretty cold going home.\I'd like to eat some stew.\Suzu Head\Takatoshi Head\That'd be nice.\Some oden, or something. response:	Tofu stew...
context: Why are you saying that while looking at me?\It's going to be pretty cold going home.\I'd like to eat some stew.\Suzu Head\Takatoshi Head\That'd be nice.\Some oden, or something.\Tofu stew... response:	Takatoshi Head
context: It's going to be pretty cold going home.\I'd like to eat some stew.\Suzu Head\Takatoshi Head\That'd be nice.\Some oden, or something.\Tofu stew...\Takatoshi Head response:	Aria Head
context: I'd like to eat some stew.\Suzu Head\Takatoshi Head\That'd be nice.\Some oden, or something.\Tofu stew...\Takatoshi Head\Aria Head response:	Maybe some sukiyaki.
context: Suzu Head\Takatoshi Head\That'd be nice.\Some oden, or something.\Tofu stew...\Takatoshi Head\Aria Head\Maybe some sukiyaki. response:	All right.
context: Takatoshi Head\That'd be nice.\Some oden, or something.\Tofu stew...\Takatoshi Head\Aria Head\Maybe some sukiyaki.\All right. response:	Let's all have surprise stew party.
context: That'd be nice.\Some oden, or something.\Tofu stew...\Takatoshi Head\Aria Head\Maybe some sukiyaki.\All right.\Let's all have surprise stew party. response:	Huh? That's what you want to do?
context: Some oden, or something.\Tofu stew...\Takatoshi Head\Aria Head\Maybe some sukiyaki.\All right.\Let's all have surprise stew party.\Huh? That's what you want to do? response:	The broth's a bit strong.
context: Tofu stew...\Takatoshi Head\Aria Head\Maybe some sukiyaki.\All right.\Let's all have surprise stew party.\Huh? That's what you want to do?\The broth's a bit strong. response:	Oh, well.
context: Takatoshi Head\Aria Head\Maybe some sukiyaki.\All right.\Let's all have surprise stew party.\Huh? That's what you want to do?\The broth's a bit strong.\Oh, well. response:	I wanted to make this dangerous.
context: Aria Head\Maybe some sukiyaki.\All right.\Let's all have surprise stew party.\Huh? That's what you want to do?\The broth's a bit strong.\Oh, well.\I wanted to make this dangerous. response:	Don't put that in!
context: Maybe some sukiyaki.\All right.\Let's all have surprise stew party.\Huh? That's what you want to do?\The broth's a bit strong.\Oh, well.\I wanted to make this dangerous.\Don't put that in! response:	I know we're doing a surprise stew party,
context: All right.\Let's all have surprise stew party.\Huh? That's what you want to do?\The broth's a bit strong.\Oh, well.\I wanted to make this dangerous.\Don't put that in!\I know we're doing a surprise stew party, response:	but how about we only put things in that will actually taste decent.
