context: There we go... response:	Make sure you listen to your uncle.
context: It's frozen.\You'll slip.\Be careful.\Thank you.\It's cold today.\Haven't you been a little out of it lately?\Actually, you've always been that way, but...\I want to response:	see Gin.
context: You'll slip.\Be careful.\Thank you.\It's cold today.\Haven't you been a little out of it lately?\Actually, you've always been that way, but...\I want to\see Gin. response:	I want to
context: Be careful.\Thank you.\It's cold today.\Haven't you been a little out of it lately?\Actually, you've always been that way, but...\I want to\see Gin.\I want to response:	touch Gin.
context: Thank you.\It's cold today.\Haven't you been a little out of it lately?\Actually, you've always been that way, but...\I want to\see Gin.\I want to\touch Gin. response:	Is that your new uniform?
context: It's cold today.\Haven't you been a little out of it lately?\Actually, you've always been that way, but...\I want to\see Gin.\I want to\touch Gin.\Is that your new uniform? response:	Yeah.
context: Haven't you been a little out of it lately?\Actually, you've always been that way, but...\I want to\see Gin.\I want to\touch Gin.\Is that your new uniform?\Yeah. response:	Time really flies, doesn't it?
context: Actually, you've always been that way, but...\I want to\see Gin.\I want to\touch Gin.\Is that your new uniform?\Yeah.\Time really flies, doesn't it? response:	You're already in high school, huh.
context: I want to\see Gin.\I want to\touch Gin.\Is that your new uniform?\Yeah.\Time really flies, doesn't it?\You're already in high school, huh. response:	Yup.
context: see Gin.\I want to\touch Gin.\Is that your new uniform?\Yeah.\Time really flies, doesn't it?\You're already in high school, huh.\Yup. response:	You don't come running at me anymore these days.
context: I want to\touch Gin.\Is that your new uniform?\Yeah.\Time really flies, doesn't it?\You're already in high school, huh.\Yup.\You don't come running at me anymore these days. response:	I learned my lesson after all those beatings.
context: touch Gin.\Is that your new uniform?\Yeah.\Time really flies, doesn't it?\You're already in high school, huh.\Yup.\You don't come running at me anymore these days.\I learned my lesson after all those beatings. response:	I'm looking forward to it.
context: Is that your new uniform?\Yeah.\Time really flies, doesn't it?\You're already in high school, huh.\Yup.\You don't come running at me anymore these days.\I learned my lesson after all those beatings.\I'm looking forward to it. response:	In three years, when I graduate, I plan on looking for a job here.
context: Yeah.\Time really flies, doesn't it?\You're already in high school, huh.\Yup.\You don't come running at me anymore these days.\I learned my lesson after all those beatings.\I'm looking forward to it.\In three years, when I graduate, I plan on looking for a job here. response:	Then I can be with you more.
context: Time really flies, doesn't it?\You're already in high school, huh.\Yup.\You don't come running at me anymore these days.\I learned my lesson after all those beatings.\I'm looking forward to it.\In three years, when I graduate, I plan on looking for a job here.\Then I can be with you more. response:	In autumn,
context: You're already in high school, huh.\Yup.\You don't come running at me anymore these days.\I learned my lesson after all those beatings.\I'm looking forward to it.\In three years, when I graduate, I plan on looking for a job here.\Then I can be with you more.\In autumn, response:	winter,
context: Yup.\You don't come running at me anymore these days.\I learned my lesson after all those beatings.\I'm looking forward to it.\In three years, when I graduate, I plan on looking for a job here.\Then I can be with you more.\In autumn,\winter, response:	spring...
context: You don't come running at me anymore these days.\I learned my lesson after all those beatings.\I'm looking forward to it.\In three years, when I graduate, I plan on looking for a job here.\Then I can be with you more.\In autumn,\winter,\spring... response:	Always.
context: I learned my lesson after all those beatings.\I'm looking forward to it.\In three years, when I graduate, I plan on looking for a job here.\Then I can be with you more.\In autumn,\winter,\spring...\Always. response:	Right?
context: I'm looking forward to it.\In three years, when I graduate, I plan on looking for a job here.\Then I can be with you more.\In autumn,\winter,\spring...\Always.\Right? response:	Hotaru.
context: In three years, when I graduate, I plan on looking for a job here.\Then I can be with you more.\In autumn,\winter,\spring...\Always.\Right?\Hotaru. response:	Let me tell you about myself.
context: Then I can be with you more.\In autumn,\winter,\spring...\Always.\Right?\Hotaru.\Let me tell you about myself. response:	I'm not a spirit.
context: In autumn,\winter,\spring...\Always.\Right?\Hotaru.\Let me tell you about myself.\I'm not a spirit. response:	But,
context: winter,\spring...\Always.\Right?\Hotaru.\Let me tell you about myself.\I'm not a spirit.\But, response:	I'm no longer human.
context: spring...\Always.\Right?\Hotaru.\Let me tell you about myself.\I'm not a spirit.\But,\I'm no longer human. response:	It seems like I was once a human,
context: Always.\Right?\Hotaru.\Let me tell you about myself.\I'm not a spirit.\But,\I'm no longer human.\It seems like I was once a human, response:	but when I was a baby,
context: Right?\Hotaru.\Let me tell you about myself.\I'm not a spirit.\But,\I'm no longer human.\It seems like I was once a human,\but when I was a baby, response:	I was abandoned in this forest.
context: Hotaru.\Let me tell you about myself.\I'm not a spirit.\But,\I'm no longer human.\It seems like I was once a human,\but when I was a baby,\I was abandoned in this forest. response:	I'd only just been abandoned, so I cried helplessly
context: Let me tell you about myself.\I'm not a spirit.\But,\I'm no longer human.\It seems like I was once a human,\but when I was a baby,\I was abandoned in this forest.\I'd only just been abandoned, so I cried helplessly response:	as if to call back the parents who left me.
context: I'm not a spirit.\But,\I'm no longer human.\It seems like I was once a human,\but when I was a baby,\I was abandoned in this forest.\I'd only just been abandoned, so I cried helplessly\as if to call back the parents who left me. response:	They say I didn't stop crying for a long time.
context: But,\I'm no longer human.\It seems like I was once a human,\but when I was a baby,\I was abandoned in this forest.\I'd only just been abandoned, so I cried helplessly\as if to call back the parents who left me.\They say I didn't stop crying for a long time. response:	I should've died then,
context: I'm no longer human.\It seems like I was once a human,\but when I was a baby,\I was abandoned in this forest.\I'd only just been abandoned, so I cried helplessly\as if to call back the parents who left me.\They say I didn't stop crying for a long time.\I should've died then, response:	but the mountain god appeared and cast a spell that allowed me to continue living.
context: It seems like I was once a human,\but when I was a baby,\I was abandoned in this forest.\I'd only just been abandoned, so I cried helplessly\as if to call back the parents who left me.\They say I didn't stop crying for a long time.\I should've died then,\but the mountain god appeared and cast a spell that allowed me to continue living. response:	So that I never move on.
context: but when I was a baby,\I was abandoned in this forest.\I'd only just been abandoned, so I cried helplessly\as if to call back the parents who left me.\They say I didn't stop crying for a long time.\I should've died then,\but the mountain god appeared and cast a spell that allowed me to continue living.\So that I never move on. response:	I'm like a ghost.
context: I was abandoned in this forest.\I'd only just been abandoned, so I cried helplessly\as if to call back the parents who left me.\They say I didn't stop crying for a long time.\I should've died then,\but the mountain god appeared and cast a spell that allowed me to continue living.\So that I never move on.\I'm like a ghost. response:	Hotaru.
context: I'd only just been abandoned, so I cried helplessly\as if to call back the parents who left me.\They say I didn't stop crying for a long time.\I should've died then,\but the mountain god appeared and cast a spell that allowed me to continue living.\So that I never move on.\I'm like a ghost.\Hotaru. response:	It's okay if you forget about me.
context: as if to call back the parents who left me.\They say I didn't stop crying for a long time.\I should've died then,\but the mountain god appeared and cast a spell that allowed me to continue living.\So that I never move on.\I'm like a ghost.\Hotaru.\It's okay if you forget about me. response:	A body that's maintained by magic is very weak.
context: They say I didn't stop crying for a long time.\I should've died then,\but the mountain god appeared and cast a spell that allowed me to continue living.\So that I never move on.\I'm like a ghost.\Hotaru.\It's okay if you forget about me.\A body that's maintained by magic is very weak. response:	If it touches a real human body,
context: I should've died then,\but the mountain god appeared and cast a spell that allowed me to continue living.\So that I never move on.\I'm like a ghost.\Hotaru.\It's okay if you forget about me.\A body that's maintained by magic is very weak.\If it touches a real human body, response:	the spell will break and the body will disappear.
context: but the mountain god appeared and cast a spell that allowed me to continue living.\So that I never move on.\I'm like a ghost.\Hotaru.\It's okay if you forget about me.\A body that's maintained by magic is very weak.\If it touches a real human body,\the spell will break and the body will disappear. response:	It's such a fragile thing.
context: So that I never move on.\I'm like a ghost.\Hotaru.\It's okay if you forget about me.\A body that's maintained by magic is very weak.\If it touches a real human body,\the spell will break and the body will disappear.\It's such a fragile thing. response:	How long can you-
context: I'm like a ghost.\Hotaru.\It's okay if you forget about me.\A body that's maintained by magic is very weak.\If it touches a real human body,\the spell will break and the body will disappear.\It's such a fragile thing.\How long can you- response:	Something that disappears when touched...
context: Hotaru.\It's okay if you forget about me.\A body that's maintained by magic is very weak.\If it touches a real human body,\the spell will break and the body will disappear.\It's such a fragile thing.\How long can you-\Something that disappears when touched... response:	It's just like snow, isn't it?
context: It's okay if you forget about me.\A body that's maintained by magic is very weak.\If it touches a real human body,\the spell will break and the body will disappear.\It's such a fragile thing.\How long can you-\Something that disappears when touched...\It's just like snow, isn't it? response:	Gin,
context: A body that's maintained by magic is very weak.\If it touches a real human body,\the spell will break and the body will disappear.\It's such a fragile thing.\How long can you-\Something that disappears when touched...\It's just like snow, isn't it?\Gin, response:	I thought of you during winter.
context: If it touches a real human body,\the spell will break and the body will disappear.\It's such a fragile thing.\How long can you-\Something that disappears when touched...\It's just like snow, isn't it?\Gin,\I thought of you during winter. response:	Even during autumn
context: the spell will break and the body will disappear.\It's such a fragile thing.\How long can you-\Something that disappears when touched...\It's just like snow, isn't it?\Gin,\I thought of you during winter.\Even during autumn response:	and spring.
context: It's such a fragile thing.\How long can you-\Something that disappears when touched...\It's just like snow, isn't it?\Gin,\I thought of you during winter.\Even during autumn\and spring. response:	Gin,
context: How long can you-\Something that disappears when touched...\It's just like snow, isn't it?\Gin,\I thought of you during winter.\Even during autumn\and spring.\Gin, response:	don't forget about me.
context: Something that disappears when touched...\It's just like snow, isn't it?\Gin,\I thought of you during winter.\Even during autumn\and spring.\Gin,\don't forget about me. response:	Don't forget.
context: It's just like snow, isn't it?\Gin,\I thought of you during winter.\Even during autumn\and spring.\Gin,\don't forget about me.\Don't forget. response:	Time might separate us some day.
context: Gin,\I thought of you during winter.\Even during autumn\and spring.\Gin,\don't forget about me.\Don't forget.\Time might separate us some day. response:	But,
context: I thought of you during winter.\Even during autumn\and spring.\Gin,\don't forget about me.\Don't forget.\Time might separate us some day.\But, response:	even still,
context: Even during autumn\and spring.\Gin,\don't forget about me.\Don't forget.\Time might separate us some day.\But,\even still, response:	until then,
context: and spring.\Gin,\don't forget about me.\Don't forget.\Time might separate us some day.\But,\even still,\until then, response:	let's stay together.
context: Gin,\don't forget about me.\Don't forget.\Time might separate us some day.\But,\even still,\until then,\let's stay together. response:	Spirit festival?
context: don't forget about me.\Don't forget.\Time might separate us some day.\But,\even still,\until then,\let's stay together.\Spirit festival? response:	No, a summer festival held by the spirits.
context: Don't forget.\Time might separate us some day.\But,\even still,\until then,\let's stay together.\Spirit festival?\No, a summer festival held by the spirits. response:	There's not much of a difference.
context: Time might separate us some day.\But,\even still,\until then,\let's stay together.\Spirit festival?\No, a summer festival held by the spirits.\There's not much of a difference. response:	The nuance is completely different!
context: But,\even still,\until then,\let's stay together.\Spirit festival?\No, a summer festival held by the spirits.\There's not much of a difference.\The nuance is completely different! response:	Nuance?
context: even still,\until then,\let's stay together.\Spirit festival?\No, a summer festival held by the spirits.\There's not much of a difference.\The nuance is completely different!\Nuance? response:	When you were little,
context: until then,\let's stay together.\Spirit festival?\No, a summer festival held by the spirits.\There's not much of a difference.\The nuance is completely different!\Nuance?\When you were little, response:	I thought you might get scared, so I didn't invite you.
context: let's stay together.\Spirit festival?\No, a summer festival held by the spirits.\There's not much of a difference.\The nuance is completely different!\Nuance?\When you were little,\I thought you might get scared, so I didn't invite you. response:	But tonight,
context: Spirit festival?\No, a summer festival held by the spirits.\There's not much of a difference.\The nuance is completely different!\Nuance?\When you were little,\I thought you might get scared, so I didn't invite you.\But tonight, response:	can you sneak out of your house?
context: No, a summer festival held by the spirits.\There's not much of a difference.\The nuance is completely different!\Nuance?\When you were little,\I thought you might get scared, so I didn't invite you.\But tonight,\can you sneak out of your house? response:	I've wanted to go with you for a long time.
context: There's not much of a difference.\The nuance is completely different!\Nuance?\When you were little,\I thought you might get scared, so I didn't invite you.\But tonight,\can you sneak out of your house?\I've wanted to go with you for a long time. response:	I-I want to go!
context: The nuance is completely different!\Nuance?\When you were little,\I thought you might get scared, so I didn't invite you.\But tonight,\can you sneak out of your house?\I've wanted to go with you for a long time.\I-I want to go! response:	Meet me at eight at our usual place.
context: Nuance?\When you were little,\I thought you might get scared, so I didn't invite you.\But tonight,\can you sneak out of your house?\I've wanted to go with you for a long time.\I-I want to go!\Meet me at eight at our usual place. response:	But a festival filled with spirits sounds a little unnerving...
context: When you were little,\I thought you might get scared, so I didn't invite you.\But tonight,\can you sneak out of your house?\I've wanted to go with you for a long time.\I-I want to go!\Meet me at eight at our usual place.\But a festival filled with spirits sounds a little unnerving... response:	On top of that, it's at night.
context: I thought you might get scared, so I didn't invite you.\But tonight,\can you sneak out of your house?\I've wanted to go with you for a long time.\I-I want to go!\Meet me at eight at our usual place.\But a festival filled with spirits sounds a little unnerving...\On top of that, it's at night. response:	Don't worry.
context: But tonight,\can you sneak out of your house?\I've wanted to go with you for a long time.\I-I want to go!\Meet me at eight at our usual place.\But a festival filled with spirits sounds a little unnerving...\On top of that, it's at night.\Don't worry. response:	On the outside, it's not very different from a human festival.
context: can you sneak out of your house?\I've wanted to go with you for a long time.\I-I want to go!\Meet me at eight at our usual place.\But a festival filled with spirits sounds a little unnerving...\On top of that, it's at night.\Don't worry.\On the outside, it's not very different from a human festival. response:	It's supposed to mimic human festivals, after all.
context: I've wanted to go with you for a long time.\I-I want to go!\Meet me at eight at our usual place.\But a festival filled with spirits sounds a little unnerving...\On top of that, it's at night.\Don't worry.\On the outside, it's not very different from a human festival.\It's supposed to mimic human festivals, after all. response:	And I'll protect you, Hotaru.
context: I-I want to go!\Meet me at eight at our usual place.\But a festival filled with spirits sounds a little unnerving...\On top of that, it's at night.\Don't worry.\On the outside, it's not very different from a human festival.\It's supposed to mimic human festivals, after all.\And I'll protect you, Hotaru. response:	When you say things that, it makes me want to glomp you.
context: Meet me at eight at our usual place.\But a festival filled with spirits sounds a little unnerving...\On top of that, it's at night.\Don't worry.\On the outside, it's not very different from a human festival.\It's supposed to mimic human festivals, after all.\And I'll protect you, Hotaru.\When you say things that, it makes me want to glomp you. response:	Do it.
context: But a festival filled with spirits sounds a little unnerving...\On top of that, it's at night.\Don't worry.\On the outside, it's not very different from a human festival.\It's supposed to mimic human festivals, after all.\And I'll protect you, Hotaru.\When you say things that, it makes me want to glomp you.\Do it. response:	Seriously.
context: On top of that, it's at night.\Don't worry.\On the outside, it's not very different from a human festival.\It's supposed to mimic human festivals, after all.\And I'll protect you, Hotaru.\When you say things that, it makes me want to glomp you.\Do it.\Seriously. response:	Wait!
context: Don't worry.\On the outside, it's not very different from a human festival.\It's supposed to mimic human festivals, after all.\And I'll protect you, Hotaru.\When you say things that, it makes me want to glomp you.\Do it.\Seriously.\Wait! response:	Wait!
context: On the outside, it's not very different from a human festival.\It's supposed to mimic human festivals, after all.\And I'll protect you, Hotaru.\When you say things that, it makes me want to glomp you.\Do it.\Seriously.\Wait!\Wait! response:	It's true.
context: It's supposed to mimic human festivals, after all.\And I'll protect you, Hotaru.\When you say things that, it makes me want to glomp you.\Do it.\Seriously.\Wait!\Wait!\It's true. response:	It's just like a human festival.
context: And I'll protect you, Hotaru.\When you say things that, it makes me want to glomp you.\Do it.\Seriously.\Wait!\Wait!\It's true.\It's just like a human festival. response:	Are they all disguised as humans?
context: When you say things that, it makes me want to glomp you.\Do it.\Seriously.\Wait!\Wait!\It's true.\It's just like a human festival.\Are they all disguised as humans? response:	That's right.
context: Do it.\Seriously.\Wait!\Wait!\It's true.\It's just like a human festival.\Are they all disguised as humans?\That's right. response:	Impressive, isn't it?
context: Seriously.\Wait!\Wait!\It's true.\It's just like a human festival.\Are they all disguised as humans?\That's right.\Impressive, isn't it? response:	I've heard that sometimes even humans unknowingly mix in.
context: Wait!\Wait!\It's true.\It's just like a human festival.\Are they all disguised as humans?\That's right.\Impressive, isn't it?\I've heard that sometimes even humans unknowingly mix in. response:	Like Iwa and her friends, huh?
context: Wait!\It's true.\It's just like a human festival.\Are they all disguised as humans?\That's right.\Impressive, isn't it?\I've heard that sometimes even humans unknowingly mix in.\Like Iwa and her friends, huh? response:	Who?
context: It's true.\It's just like a human festival.\Are they all disguised as humans?\That's right.\Impressive, isn't it?\I've heard that sometimes even humans unknowingly mix in.\Like Iwa and her friends, huh?\Who? response:	Hotaru.
context: It's just like a human festival.\Are they all disguised as humans?\That's right.\Impressive, isn't it?\I've heard that sometimes even humans unknowingly mix in.\Like Iwa and her friends, huh?\Who?\Hotaru. response:	Tie this around your wrist.
context: Are they all disguised as humans?\That's right.\Impressive, isn't it?\I've heard that sometimes even humans unknowingly mix in.\Like Iwa and her friends, huh?\Who?\Hotaru.\Tie this around your wrist. response:	You'll get lost.
context: That's right.\Impressive, isn't it?\I've heard that sometimes even humans unknowingly mix in.\Like Iwa and her friends, huh?\Who?\Hotaru.\Tie this around your wrist.\You'll get lost. response:	It's just like going on a date!
context: Impressive, isn't it?\I've heard that sometimes even humans unknowingly mix in.\Like Iwa and her friends, huh?\Who?\Hotaru.\Tie this around your wrist.\You'll get lost.\It's just like going on a date! response:	This is a date.
context: I've heard that sometimes even humans unknowingly mix in.\Like Iwa and her friends, huh?\Who?\Hotaru.\Tie this around your wrist.\You'll get lost.\It's just like going on a date!\This is a date. response:	Shall we go?
context: Like Iwa and her friends, huh?\Who?\Hotaru.\Tie this around your wrist.\You'll get lost.\It's just like going on a date!\This is a date.\Shall we go? response:	Yeah.
context: Who?\Hotaru.\Tie this around your wrist.\You'll get lost.\It's just like going on a date!\This is a date.\Shall we go?\Yeah. response:	Here you go.
context: Hotaru.\Tie this around your wrist.\You'll get lost.\It's just like going on a date!\This is a date.\Shall we go?\Yeah.\Here you go. response:	Weird.
context: Tie this around your wrist.\You'll get lost.\It's just like going on a date!\This is a date.\Shall we go?\Yeah.\Here you go.\Weird. response:	Ew, a couple!
context: You'll get lost.\It's just like going on a date!\This is a date.\Shall we go?\Yeah.\Here you go.\Weird.\Ew, a couple! response:	Hey!
context: It's just like going on a date!\This is a date.\Shall we go?\Yeah.\Here you go.\Weird.\Ew, a couple!\Hey! response:	Look!
context: This is a date.\Shall we go?\Yeah.\Here you go.\Weird.\Ew, a couple!\Hey!\Look! response:	That kid has a tail!
context: Shall we go?\Yeah.\Here you go.\Weird.\Ew, a couple!\Hey!\Look!\That kid has a tail! response:	I-I'm sorry!
context: Yeah.\Here you go.\Weird.\Ew, a couple!\Hey!\Look!\That kid has a tail!\I-I'm sorry! response:	Wow, that was so weird!
context: Here you go.\Weird.\Ew, a couple!\Hey!\Look!\That kid has a tail!\I-I'm sorry!\Wow, that was so weird! response:	Everyone went all out with their disguises, didn't they?
context: Weird.\Ew, a couple!\Hey!\Look!\That kid has a tail!\I-I'm sorry!\Wow, that was so weird!\Everyone went all out with their disguises, didn't they? response:	It was like a mimicking competition!
context: Ew, a couple!\Hey!\Look!\That kid has a tail!\I-I'm sorry!\Wow, that was so weird!\Everyone went all out with their disguises, didn't they?\It was like a mimicking competition! response:	Is it like this every year?
context: Hey!\Look!\That kid has a tail!\I-I'm sorry!\Wow, that was so weird!\Everyone went all out with their disguises, didn't they?\It was like a mimicking competition!\Is it like this every year? response:	Yeah, every time summer comes around...
context: Look!\That kid has a tail!\I-I'm sorry!\Wow, that was so weird!\Everyone went all out with their disguises, didn't they?\It was like a mimicking competition!\Is it like this every year?\Yeah, every time summer comes around... response:	Hotaru,
context: That kid has a tail!\I-I'm sorry!\Wow, that was so weird!\Everyone went all out with their disguises, didn't they?\It was like a mimicking competition!\Is it like this every year?\Yeah, every time summer comes around...\Hotaru, response:	I can no longer wait for summer to come around.
context: I-I'm sorry!\Wow, that was so weird!\Everyone went all out with their disguises, didn't they?\It was like a mimicking competition!\Is it like this every year?\Yeah, every time summer comes around...\Hotaru,\I can no longer wait for summer to come around. response:	When I'm away from you, even though I can't be around crowds, I want to go see you.
context: Wow, that was so weird!\Everyone went all out with their disguises, didn't they?\It was like a mimicking competition!\Is it like this every year?\Yeah, every time summer comes around...\Hotaru,\I can no longer wait for summer to come around.\When I'm away from you, even though I can't be around crowds, I want to go see you. response:	That mask...
context: Everyone went all out with their disguises, didn't they?\It was like a mimicking competition!\Is it like this every year?\Yeah, every time summer comes around...\Hotaru,\I can no longer wait for summer to come around.\When I'm away from you, even though I can't be around crowds, I want to go see you.\That mask... response:	Have it.
context: It was like a mimicking competition!\Is it like this every year?\Yeah, every time summer comes around...\Hotaru,\I can no longer wait for summer to come around.\When I'm away from you, even though I can't be around crowds, I want to go see you.\That mask...\Have it. response:	He probably won't come to that place next summer.
context: Is it like this every year?\Yeah, every time summer comes around...\Hotaru,\I can no longer wait for summer to come around.\When I'm away from you, even though I can't be around crowds, I want to go see you.\That mask...\Have it.\He probably won't come to that place next summer. response:	This is definitely our last...
context: Yeah, every time summer comes around...\Hotaru,\I can no longer wait for summer to come around.\When I'm away from you, even though I can't be around crowds, I want to go see you.\That mask...\Have it.\He probably won't come to that place next summer.\This is definitely our last... response:	Wait!
context: Hotaru,\I can no longer wait for summer to come around.\When I'm away from you, even though I can't be around crowds, I want to go see you.\That mask...\Have it.\He probably won't come to that place next summer.\This is definitely our last...\Wait! response:	Watch out!
context: I can no longer wait for summer to come around.\When I'm away from you, even though I can't be around crowds, I want to go see you.\That mask...\Have it.\He probably won't come to that place next summer.\This is definitely our last...\Wait!\Watch out! response:	Are you okay?
context: When I'm away from you, even though I can't be around crowds, I want to go see you.\That mask...\Have it.\He probably won't come to that place next summer.\This is definitely our last...\Wait!\Watch out!\Are you okay? response:	Yeah.
context: That mask...\Have it.\He probably won't come to that place next summer.\This is definitely our last...\Wait!\Watch out!\Are you okay?\Yeah. response:	Thank you!
context: Have it.\He probably won't come to that place next summer.\This is definitely our last...\Wait!\Watch out!\Are you okay?\Yeah.\Thank you! response:	Be careful, okay?
context: He probably won't come to that place next summer.\This is definitely our last...\Wait!\Watch out!\Are you okay?\Yeah.\Thank you!\Be careful, okay? response:	Gin?
context: This is definitely our last...\Wait!\Watch out!\Are you okay?\Yeah.\Thank you!\Be careful, okay?\Gin? response:	Was that boy a human?
context: Wait!\Watch out!\Are you okay?\Yeah.\Thank you!\Be careful, okay?\Gin?\Was that boy a human? response:	Gin!
context: Watch out!\Are you okay?\Yeah.\Thank you!\Be careful, okay?\Gin?\Was that boy a human?\Gin! response:	Come here, Hotaru!
context: Are you okay?\Yeah.\Thank you!\Be careful, okay?\Gin?\Was that boy a human?\Gin!\Come here, Hotaru! response:	I can finally touch you.
context: Yeah.\Thank you!\Be careful, okay?\Gin?\Was that boy a human?\Gin!\Come here, Hotaru!\I can finally touch you. response:	I love you.
context: Thank you!\Be careful, okay?\Gin?\Was that boy a human?\Gin!\Come here, Hotaru!\I can finally touch you.\I love you. response:	Yeah.
context: Be careful, okay?\Gin?\Was that boy a human?\Gin!\Come here, Hotaru!\I can finally touch you.\I love you.\Yeah. response:	I love you, too.
context: Gin?\Was that boy a human?\Gin!\Come here, Hotaru!\I can finally touch you.\I love you.\Yeah.\I love you, too. response:	Deep green.
context: Was that boy a human?\Gin!\Come here, Hotaru!\I can finally touch you.\I love you.\Yeah.\I love you, too.\Deep green. response:	This is the mountain god's forest.
context: Gin!\Come here, Hotaru!\I can finally touch you.\I love you.\Yeah.\I love you, too.\Deep green.\This is the mountain god's forest. response:	Hotaru.
context: Come here, Hotaru!\I can finally touch you.\I love you.\Yeah.\I love you, too.\Deep green.\This is the mountain god's forest.\Hotaru. response:	Thank you.
context: I can finally touch you.\I love you.\Yeah.\I love you, too.\Deep green.\This is the mountain god's forest.\Hotaru.\Thank you. response:	We wanted to be with Gin forever, but...
context: I love you.\Yeah.\I love you, too.\Deep green.\This is the mountain god's forest.\Hotaru.\Thank you.\We wanted to be with Gin forever, but... response:	Gin wanted to touch a human.
context: Yeah.\I love you, too.\Deep green.\This is the mountain god's forest.\Hotaru.\Thank you.\We wanted to be with Gin forever, but...\Gin wanted to touch a human. response:	He finally got to be hugged by a human.
context: I love you, too.\Deep green.\This is the mountain god's forest.\Hotaru.\Thank you.\We wanted to be with Gin forever, but...\Gin wanted to touch a human.\He finally got to be hugged by a human. response:	I probably won't be able to
context: Deep green.\This is the mountain god's forest.\Hotaru.\Thank you.\We wanted to be with Gin forever, but...\Gin wanted to touch a human.\He finally got to be hugged by a human.\I probably won't be able to response:	look forward to summer for a long time.
context: This is the mountain god's forest.\Hotaru.\Thank you.\We wanted to be with Gin forever, but...\Gin wanted to touch a human.\He finally got to be hugged by a human.\I probably won't be able to\look forward to summer for a long time. response:	My chest will hurt.
context: Hotaru.\Thank you.\We wanted to be with Gin forever, but...\Gin wanted to touch a human.\He finally got to be hugged by a human.\I probably won't be able to\look forward to summer for a long time.\My chest will hurt. response:	My tears will be overflowing.
context: Thank you.\We wanted to be with Gin forever, but...\Gin wanted to touch a human.\He finally got to be hugged by a human.\I probably won't be able to\look forward to summer for a long time.\My chest will hurt.\My tears will be overflowing. response:	But this warmth in my hands and
context: We wanted to be with Gin forever, but...\Gin wanted to touch a human.\He finally got to be hugged by a human.\I probably won't be able to\look forward to summer for a long time.\My chest will hurt.\My tears will be overflowing.\But this warmth in my hands and response:	these summer memories will live on in my heart.
context: Gin wanted to touch a human.\He finally got to be hugged by a human.\I probably won't be able to\look forward to summer for a long time.\My chest will hurt.\My tears will be overflowing.\But this warmth in my hands and\these summer memories will live on in my heart. response:	So, let's go.
context: He finally got to be hugged by a human.\I probably won't be able to\look forward to summer for a long time.\My chest will hurt.\My tears will be overflowing.\But this warmth in my hands and\these summer memories will live on in my heart.\So, let's go. response:	Let us go.
context: I probably won't be able to\look forward to summer for a long time.\My chest will hurt.\My tears will be overflowing.\But this warmth in my hands and\these summer memories will live on in my heart.\So, let's go.\Let us go. response:	J The cicadas laugh out in song J
context: look forward to summer for a long time.\My chest will hurt.\My tears will be overflowing.\But this warmth in my hands and\these summer memories will live on in my heart.\So, let's go.\Let us go.\J The cicadas laugh out in song J response:	J to the red evening sunset J
context: My chest will hurt.\My tears will be overflowing.\But this warmth in my hands and\these summer memories will live on in my heart.\So, let's go.\Let us go.\J The cicadas laugh out in song J\J to the red evening sunset J response:	J The way back home is long J
context: My tears will be overflowing.\But this warmth in my hands and\these summer memories will live on in my heart.\So, let's go.\Let us go.\J The cicadas laugh out in song J\J to the red evening sunset J\J The way back home is long J response:	J but I promised to come here again tomorrow J
context: But this warmth in my hands and\these summer memories will live on in my heart.\So, let's go.\Let us go.\J The cicadas laugh out in song J\J to the red evening sunset J\J The way back home is long J\J but I promised to come here again tomorrow J response:	J The summer is in full bloom J
context: these summer memories will live on in my heart.\So, let's go.\Let us go.\J The cicadas laugh out in song J\J to the red evening sunset J\J The way back home is long J\J but I promised to come here again tomorrow J\J The summer is in full bloom J response:	J making you look more beautiful than ever J
context: So, let's go.\Let us go.\J The cicadas laugh out in song J\J to the red evening sunset J\J The way back home is long J\J but I promised to come here again tomorrow J\J The summer is in full bloom J\J making you look more beautiful than ever J response:	J I thought the tale would never end J
context: Let us go.\J The cicadas laugh out in song J\J to the red evening sunset J\J The way back home is long J\J but I promised to come here again tomorrow J\J The summer is in full bloom J\J making you look more beautiful than ever J\J I thought the tale would never end J response:	J but I realize now that something comes after J
context: J The cicadas laugh out in song J\J to the red evening sunset J\J The way back home is long J\J but I promised to come here again tomorrow J\J The summer is in full bloom J\J making you look more beautiful than ever J\J I thought the tale would never end J\J but I realize now that something comes after J response:	J The crows too took flight J
context: J to the red evening sunset J\J The way back home is long J\J but I promised to come here again tomorrow J\J The summer is in full bloom J\J making you look more beautiful than ever J\J I thought the tale would never end J\J but I realize now that something comes after J\J The crows too took flight J response:	J and went somewhere far, far away J
context: J The way back home is long J\J but I promised to come here again tomorrow J\J The summer is in full bloom J\J making you look more beautiful than ever J\J I thought the tale would never end J\J but I realize now that something comes after J\J The crows too took flight J\J and went somewhere far, far away J response:	J The summer flies by J
context: J but I promised to come here again tomorrow J\J The summer is in full bloom J\J making you look more beautiful than ever J\J I thought the tale would never end J\J but I realize now that something comes after J\J The crows too took flight J\J and went somewhere far, far away J\J The summer flies by J response:	J to hide away its treasures till next year J
