context: Young Master, why don't you take a break now? response:	I'll be fine.
context: Got it!\Please... Come again next year...\Wow! I can't believe you did it!\Actually, I think I'm more shocked than you are.\Here you go.\You wouldn't know what to do with a whole bunch of them.\So just take two for now.\I'll show you how to take care of them another time. response:	Okay! Thanks!
context: Please... Come again next year...\Wow! I can't believe you did it!\Actually, I think I'm more shocked than you are.\Here you go.\You wouldn't know what to do with a whole bunch of them.\So just take two for now.\I'll show you how to take care of them another time.\Okay! Thanks! response:	No, no.
context: Wow! I can't believe you did it!\Actually, I think I'm more shocked than you are.\Here you go.\You wouldn't know what to do with a whole bunch of them.\So just take two for now.\I'll show you how to take care of them another time.\Okay! Thanks!\No, no. response:	Huh?
context: Actually, I think I'm more shocked than you are.\Here you go.\You wouldn't know what to do with a whole bunch of them.\So just take two for now.\I'll show you how to take care of them another time.\Okay! Thanks!\No, no.\Huh? response:	Looks like there's a huge crowd gathering over there.
context: Here you go.\You wouldn't know what to do with a whole bunch of them.\So just take two for now.\I'll show you how to take care of them another time.\Okay! Thanks!\No, no.\Huh?\Looks like there's a huge crowd gathering over there. response:	Crap! I forgot about the charms going on sale!
context: You wouldn't know what to do with a whole bunch of them.\So just take two for now.\I'll show you how to take care of them another time.\Okay! Thanks!\No, no.\Huh?\Looks like there's a huge crowd gathering over there.\Crap! I forgot about the charms going on sale! response:	Alas, it's finally show time.
context: So just take two for now.\I'll show you how to take care of them another time.\Okay! Thanks!\No, no.\Huh?\Looks like there's a huge crowd gathering over there.\Crap! I forgot about the charms going on sale!\Alas, it's finally show time. response:	Onodera-san, if you'll excuse me, I'll be going now.
context: I'll show you how to take care of them another time.\Okay! Thanks!\No, no.\Huh?\Looks like there's a huge crowd gathering over there.\Crap! I forgot about the charms going on sale!\Alas, it's finally show time.\Onodera-san, if you'll excuse me, I'll be going now. response:	What?
context: Okay! Thanks!\No, no.\Huh?\Looks like there's a huge crowd gathering over there.\Crap! I forgot about the charms going on sale!\Alas, it's finally show time.\Onodera-san, if you'll excuse me, I'll be going now.\What? response:	Let's go, Honda! Open up a path for me!
context: No, no.\Huh?\Looks like there's a huge crowd gathering over there.\Crap! I forgot about the charms going on sale!\Alas, it's finally show time.\Onodera-san, if you'll excuse me, I'll be going now.\What?\Let's go, Honda! Open up a path for me! response:	As you wish!
context: Huh?\Looks like there's a huge crowd gathering over there.\Crap! I forgot about the charms going on sale!\Alas, it's finally show time.\Onodera-san, if you'll excuse me, I'll be going now.\What?\Let's go, Honda! Open up a path for me!\As you wish! response:	Tachibana-san is something else.
context: Looks like there's a huge crowd gathering over there.\Crap! I forgot about the charms going on sale!\Alas, it's finally show time.\Onodera-san, if you'll excuse me, I'll be going now.\What?\Let's go, Honda! Open up a path for me!\As you wish!\Tachibana-san is something else. response:	In so many ways.
context: Crap! I forgot about the charms going on sale!\Alas, it's finally show time.\Onodera-san, if you'll excuse me, I'll be going now.\What?\Let's go, Honda! Open up a path for me!\As you wish!\Tachibana-san is something else.\In so many ways. response:	But to be able pursue her love so aggressively...
context: Alas, it's finally show time.\Onodera-san, if you'll excuse me, I'll be going now.\What?\Let's go, Honda! Open up a path for me!\As you wish!\Tachibana-san is something else.\In so many ways.\But to be able pursue her love so aggressively... response:	I think I'm a little... jealous.
context: Onodera-san, if you'll excuse me, I'll be going now.\What?\Let's go, Honda! Open up a path for me!\As you wish!\Tachibana-san is something else.\In so many ways.\But to be able pursue her love so aggressively...\I think I'm a little... jealous. response:	All right! I'm gonna do whatever I can to get one too!
context: What?\Let's go, Honda! Open up a path for me!\As you wish!\Tachibana-san is something else.\In so many ways.\But to be able pursue her love so aggressively...\I think I'm a little... jealous.\All right! I'm gonna do whatever I can to get one too! response:	Sorry, Chitoge,
context: Let's go, Honda! Open up a path for me!\As you wish!\Tachibana-san is something else.\In so many ways.\But to be able pursue her love so aggressively...\I think I'm a little... jealous.\All right! I'm gonna do whatever I can to get one too!\Sorry, Chitoge, response:	but there's something I really want to buy over there,
context: As you wish!\Tachibana-san is something else.\In so many ways.\But to be able pursue her love so aggressively...\I think I'm a little... jealous.\All right! I'm gonna do whatever I can to get one too!\Sorry, Chitoge,\but there's something I really want to buy over there, response:	so would you wait for me around here?
context: Tachibana-san is something else.\In so many ways.\But to be able pursue her love so aggressively...\I think I'm a little... jealous.\All right! I'm gonna do whatever I can to get one too!\Sorry, Chitoge,\but there's something I really want to buy over there,\so would you wait for me around here? response:	Wait for you where?
context: In so many ways.\But to be able pursue her love so aggressively...\I think I'm a little... jealous.\All right! I'm gonna do whatever I can to get one too!\Sorry, Chitoge,\but there's something I really want to buy over there,\so would you wait for me around here?\Wait for you where? response:	We'll definitely get separated in this huge crowd.
context: But to be able pursue her love so aggressively...\I think I'm a little... jealous.\All right! I'm gonna do whatever I can to get one too!\Sorry, Chitoge,\but there's something I really want to buy over there,\so would you wait for me around here?\Wait for you where?\We'll definitely get separated in this huge crowd. response:	Yeah, you're right.
context: I think I'm a little... jealous.\All right! I'm gonna do whatever I can to get one too!\Sorry, Chitoge,\but there's something I really want to buy over there,\so would you wait for me around here?\Wait for you where?\We'll definitely get separated in this huge crowd.\Yeah, you're right. response:	No way around it! Come on!
context: All right! I'm gonna do whatever I can to get one too!\Sorry, Chitoge,\but there's something I really want to buy over there,\so would you wait for me around here?\Wait for you where?\We'll definitely get separated in this huge crowd.\Yeah, you're right.\No way around it! Come on! response:	Now we won't get separated even if we dive into the crowd, right?
context: Sorry, Chitoge,\but there's something I really want to buy over there,\so would you wait for me around here?\Wait for you where?\We'll definitely get separated in this huge crowd.\Yeah, you're right.\No way around it! Come on!\Now we won't get separated even if we dive into the crowd, right? response:	I'll go with you.
context: but there's something I really want to buy over there,\so would you wait for me around here?\Wait for you where?\We'll definitely get separated in this huge crowd.\Yeah, you're right.\No way around it! Come on!\Now we won't get separated even if we dive into the crowd, right?\I'll go with you. response:	After all, you're my free pass to everything.
context: so would you wait for me around here?\Wait for you where?\We'll definitely get separated in this huge crowd.\Yeah, you're right.\No way around it! Come on!\Now we won't get separated even if we dive into the crowd, right?\I'll go with you.\After all, you're my free pass to everything. response:	Come on! Let's get moving!
context: Wait for you where?\We'll definitely get separated in this huge crowd.\Yeah, you're right.\No way around it! Come on!\Now we won't get separated even if we dive into the crowd, right?\I'll go with you.\After all, you're my free pass to everything.\Come on! Let's get moving! response:	A-All right!
context: We'll definitely get separated in this huge crowd.\Yeah, you're right.\No way around it! Come on!\Now we won't get separated even if we dive into the crowd, right?\I'll go with you.\After all, you're my free pass to everything.\Come on! Let's get moving!\A-All right! response:	Damn it why do I feel so self-conscious?
context: Yeah, you're right.\No way around it! Come on!\Now we won't get separated even if we dive into the crowd, right?\I'll go with you.\After all, you're my free pass to everything.\Come on! Let's get moving!\A-All right!\Damn it why do I feel so self-conscious? response:	Ugh, there's too many people!
context: No way around it! Come on!\Now we won't get separated even if we dive into the crowd, right?\I'll go with you.\After all, you're my free pass to everything.\Come on! Let's get moving!\A-All right!\Damn it why do I feel so self-conscious?\Ugh, there's too many people! response:	I'm here to buy a relationship charm because I'm in love with Onodera, you know!
context: Now we won't get separated even if we dive into the crowd, right?\I'll go with you.\After all, you're my free pass to everything.\Come on! Let's get moving!\A-All right!\Damn it why do I feel so self-conscious?\Ugh, there's too many people!\I'm here to buy a relationship charm because I'm in love with Onodera, you know! response:	Are you okay, Chitoge? Make sure you don't let go, okay?
context: I'll go with you.\After all, you're my free pass to everything.\Come on! Let's get moving!\A-All right!\Damn it why do I feel so self-conscious?\Ugh, there's too many people!\I'm here to buy a relationship charm because I'm in love with Onodera, you know!\Are you okay, Chitoge? Make sure you don't let go, okay? response:	This is no time for my heart to start pounding!
context: After all, you're my free pass to everything.\Come on! Let's get moving!\A-All right!\Damn it why do I feel so self-conscious?\Ugh, there's too many people!\I'm here to buy a relationship charm because I'm in love with Onodera, you know!\Are you okay, Chitoge? Make sure you don't let go, okay?\This is no time for my heart to start pounding! response:	Almost there... Almost there...
context: Come on! Let's get moving!\A-All right!\Damn it why do I feel so self-conscious?\Ugh, there's too many people!\I'm here to buy a relationship charm because I'm in love with Onodera, you know!\Are you okay, Chitoge? Make sure you don't let go, okay?\This is no time for my heart to start pounding!\Almost there... Almost there... response:	All right! I did it! I bought one!
context: A-All right!\Damn it why do I feel so self-conscious?\Ugh, there's too many people!\I'm here to buy a relationship charm because I'm in love with Onodera, you know!\Are you okay, Chitoge? Make sure you don't let go, okay?\This is no time for my heart to start pounding!\Almost there... Almost there...\All right! I did it! I bought one! response:	Hey...
context: Damn it why do I feel so self-conscious?\Ugh, there's too many people!\I'm here to buy a relationship charm because I'm in love with Onodera, you know!\Are you okay, Chitoge? Make sure you don't let go, okay?\This is no time for my heart to start pounding!\Almost there... Almost there...\All right! I did it! I bought one!\Hey... response:	Did you buy one yet? C'mon we have to hurry
context: Ugh, there's too many people!\I'm here to buy a relationship charm because I'm in love with Onodera, you know!\Are you okay, Chitoge? Make sure you don't let go, okay?\This is no time for my heart to start pounding!\Almost there... Almost there...\All right! I did it! I bought one!\Hey...\Did you buy one yet? C'mon we have to hurry response:	Chitoge!
context: I'm here to buy a relationship charm because I'm in love with Onodera, you know!\Are you okay, Chitoge? Make sure you don't let go, okay?\This is no time for my heart to start pounding!\Almost there... Almost there...\All right! I did it! I bought one!\Hey...\Did you buy one yet? C'mon we have to hurry\Chitoge! response:	Oh, crap! Where did she go?
context: Are you okay, Chitoge? Make sure you don't let go, okay?\This is no time for my heart to start pounding!\Almost there... Almost there...\All right! I did it! I bought one!\Hey...\Did you buy one yet? C'mon we have to hurry\Chitoge!\Oh, crap! Where did she go? response:	Hey, there she is!
context: This is no time for my heart to start pounding!\Almost there... Almost there...\All right! I did it! I bought one!\Hey...\Did you buy one yet? C'mon we have to hurry\Chitoge!\Oh, crap! Where did she go?\Hey, there she is! response:	C'mon, didn't I tell you to hold on?
context: Almost there... Almost there...\All right! I did it! I bought one!\Hey...\Did you buy one yet? C'mon we have to hurry\Chitoge!\Oh, crap! Where did she go?\Hey, there she is!\C'mon, didn't I tell you to hold on? response:	Ch-Chitoge turned into Onodera!
context: All right! I did it! I bought one!\Hey...\Did you buy one yet? C'mon we have to hurry\Chitoge!\Oh, crap! Where did she go?\Hey, there she is!\C'mon, didn't I tell you to hold on?\Ch-Chitoge turned into Onodera! response:	What's going on here?
context: Hey...\Did you buy one yet? C'mon we have to hurry\Chitoge!\Oh, crap! Where did she go?\Hey, there she is!\C'mon, didn't I tell you to hold on?\Ch-Chitoge turned into Onodera!\What's going on here? response:	Where's that bean sprout?
context: Did you buy one yet? C'mon we have to hurry\Chitoge!\Oh, crap! Where did she go?\Hey, there she is!\C'mon, didn't I tell you to hold on?\Ch-Chitoge turned into Onodera!\What's going on here?\Where's that bean sprout? response:	I-Ichijou-kun!
context: Chitoge!\Oh, crap! Where did she go?\Hey, there she is!\C'mon, didn't I tell you to hold on?\Ch-Chitoge turned into Onodera!\What's going on here?\Where's that bean sprout?\I-Ichijou-kun! response:	What are you doing here?
context: Oh, crap! Where did she go?\Hey, there she is!\C'mon, didn't I tell you to hold on?\Ch-Chitoge turned into Onodera!\What's going on here?\Where's that bean sprout?\I-Ichijou-kun!\What are you doing here? response:	And what about you, Onodera?
context: Hey, there she is!\C'mon, didn't I tell you to hold on?\Ch-Chitoge turned into Onodera!\What's going on here?\Where's that bean sprout?\I-Ichijou-kun!\What are you doing here?\And what about you, Onodera? response:	Is that a relationship charm?
context: C'mon, didn't I tell you to hold on?\Ch-Chitoge turned into Onodera!\What's going on here?\Where's that bean sprout?\I-Ichijou-kun!\What are you doing here?\And what about you, Onodera?\Is that a relationship charm? response:	So you came here to buy one!
context: Ch-Chitoge turned into Onodera!\What's going on here?\Where's that bean sprout?\I-Ichijou-kun!\What are you doing here?\And what about you, Onodera?\Is that a relationship charm?\So you came here to buy one! response:	Um... Well...
context: What's going on here?\Where's that bean sprout?\I-Ichijou-kun!\What are you doing here?\And what about you, Onodera?\Is that a relationship charm?\So you came here to buy one!\Um... Well... response:	How about you, Onodera?
context: Where's that bean sprout?\I-Ichijou-kun!\What are you doing here?\And what about you, Onodera?\Is that a relationship charm?\So you came here to buy one!\Um... Well...\How about you, Onodera? response:	Did you come here to buy one of these, too?
context: I-Ichijou-kun!\What are you doing here?\And what about you, Onodera?\Is that a relationship charm?\So you came here to buy one!\Um... Well...\How about you, Onodera?\Did you come here to buy one of these, too? response:	No, no... I'm not here for anything.
context: What are you doing here?\And what about you, Onodera?\Is that a relationship charm?\So you came here to buy one!\Um... Well...\How about you, Onodera?\Did you come here to buy one of these, too?\No, no... I'm not here for anything. response:	I just happened to get swept up in this crowd.
context: And what about you, Onodera?\Is that a relationship charm?\So you came here to buy one!\Um... Well...\How about you, Onodera?\Did you come here to buy one of these, too?\No, no... I'm not here for anything.\I just happened to get swept up in this crowd. response:	Huh? Come to think of it, where's Chitoge-chan?
context: Is that a relationship charm?\So you came here to buy one!\Um... Well...\How about you, Onodera?\Did you come here to buy one of these, too?\No, no... I'm not here for anything.\I just happened to get swept up in this crowd.\Huh? Come to think of it, where's Chitoge-chan? response:	Weren't you two together?
context: So you came here to buy one!\Um... Well...\How about you, Onodera?\Did you come here to buy one of these, too?\No, no... I'm not here for anything.\I just happened to get swept up in this crowd.\Huh? Come to think of it, where's Chitoge-chan?\Weren't you two together? response:	Huh? Oh... well...
context: Um... Well...\How about you, Onodera?\Did you come here to buy one of these, too?\No, no... I'm not here for anything.\I just happened to get swept up in this crowd.\Huh? Come to think of it, where's Chitoge-chan?\Weren't you two together?\Huh? Oh... well... response:	We were together till a second ago, but then we got separated in this crowd.
context: How about you, Onodera?\Did you come here to buy one of these, too?\No, no... I'm not here for anything.\I just happened to get swept up in this crowd.\Huh? Come to think of it, where's Chitoge-chan?\Weren't you two together?\Huh? Oh... well...\We were together till a second ago, but then we got separated in this crowd. response:	Seriously... Is she gonna be okay on her own?
context: Did you come here to buy one of these, too?\No, no... I'm not here for anything.\I just happened to get swept up in this crowd.\Huh? Come to think of it, where's Chitoge-chan?\Weren't you two together?\Huh? Oh... well...\We were together till a second ago, but then we got separated in this crowd.\Seriously... Is she gonna be okay on her own? response:	Hey, bean sprout! Where are you?
context: No, no... I'm not here for anything.\I just happened to get swept up in this crowd.\Huh? Come to think of it, where's Chitoge-chan?\Weren't you two together?\Huh? Oh... well...\We were together till a second ago, but then we got separated in this crowd.\Seriously... Is she gonna be okay on her own?\Hey, bean sprout! Where are you? response:	Jeez, can you believe that bean sprout?
context: I just happened to get swept up in this crowd.\Huh? Come to think of it, where's Chitoge-chan?\Weren't you two together?\Huh? Oh... well...\We were together till a second ago, but then we got separated in this crowd.\Seriously... Is she gonna be okay on her own?\Hey, bean sprout! Where are you?\Jeez, can you believe that bean sprout? response:	And he was even nagging me so hard to hold on!
context: Huh? Come to think of it, where's Chitoge-chan?\Weren't you two together?\Huh? Oh... well...\We were together till a second ago, but then we got separated in this crowd.\Seriously... Is she gonna be okay on her own?\Hey, bean sprout! Where are you?\Jeez, can you believe that bean sprout?\And he was even nagging me so hard to hold on! response:	Now that I look again, there seem to be a lot of girls in yukatas.
context: Weren't you two together?\Huh? Oh... well...\We were together till a second ago, but then we got separated in this crowd.\Seriously... Is she gonna be okay on her own?\Hey, bean sprout! Where are you?\Jeez, can you believe that bean sprout?\And he was even nagging me so hard to hold on!\Now that I look again, there seem to be a lot of girls in yukatas. response:	Anyway, let's get out of this crowd.
context: Huh? Oh... well...\We were together till a second ago, but then we got separated in this crowd.\Seriously... Is she gonna be okay on her own?\Hey, bean sprout! Where are you?\Jeez, can you believe that bean sprout?\And he was even nagging me so hard to hold on!\Now that I look again, there seem to be a lot of girls in yukatas.\Anyway, let's get out of this crowd. response:	It's impossible to look for her like this.
context: We were together till a second ago, but then we got separated in this crowd.\Seriously... Is she gonna be okay on her own?\Hey, bean sprout! Where are you?\Jeez, can you believe that bean sprout?\And he was even nagging me so hard to hold on!\Now that I look again, there seem to be a lot of girls in yukatas.\Anyway, let's get out of this crowd.\It's impossible to look for her like this. response:	Okay.
context: Seriously... Is she gonna be okay on her own?\Hey, bean sprout! Where are you?\Jeez, can you believe that bean sprout?\And he was even nagging me so hard to hold on!\Now that I look again, there seem to be a lot of girls in yukatas.\Anyway, let's get out of this crowd.\It's impossible to look for her like this.\Okay. response:	But seriously, the second I bought that relationship charm...
context: Hey, bean sprout! Where are you?\Jeez, can you believe that bean sprout?\And he was even nagging me so hard to hold on!\Now that I look again, there seem to be a lot of girls in yukatas.\Anyway, let's get out of this crowd.\It's impossible to look for her like this.\Okay.\But seriously, the second I bought that relationship charm... response:	Who would've thought I'd be alone with Onodera?
context: Jeez, can you believe that bean sprout?\And he was even nagging me so hard to hold on!\Now that I look again, there seem to be a lot of girls in yukatas.\Anyway, let's get out of this crowd.\It's impossible to look for her like this.\Okay.\But seriously, the second I bought that relationship charm...\Who would've thought I'd be alone with Onodera? response:	Is this the power of the relationship charm?
context: And he was even nagging me so hard to hold on!\Now that I look again, there seem to be a lot of girls in yukatas.\Anyway, let's get out of this crowd.\It's impossible to look for her like this.\Okay.\But seriously, the second I bought that relationship charm...\Who would've thought I'd be alone with Onodera?\Is this the power of the relationship charm? response:	No way, right?
context: Now that I look again, there seem to be a lot of girls in yukatas.\Anyway, let's get out of this crowd.\It's impossible to look for her like this.\Okay.\But seriously, the second I bought that relationship charm...\Who would've thought I'd be alone with Onodera?\Is this the power of the relationship charm?\No way, right? response:	I'm actually kinda glad, even though I feel bad for Chitoge.
context: Anyway, let's get out of this crowd.\It's impossible to look for her like this.\Okay.\But seriously, the second I bought that relationship charm...\Who would've thought I'd be alone with Onodera?\Is this the power of the relationship charm?\No way, right?\I'm actually kinda glad, even though I feel bad for Chitoge. response:	Why the hell should I feel bad for her?
context: It's impossible to look for her like this.\Okay.\But seriously, the second I bought that relationship charm...\Who would've thought I'd be alone with Onodera?\Is this the power of the relationship charm?\No way, right?\I'm actually kinda glad, even though I feel bad for Chitoge.\Why the hell should I feel bad for her? response:	She's got nothing to do with us!
context: Okay.\But seriously, the second I bought that relationship charm...\Who would've thought I'd be alone with Onodera?\Is this the power of the relationship charm?\No way, right?\I'm actually kinda glad, even though I feel bad for Chitoge.\Why the hell should I feel bad for her?\She's got nothing to do with us! response:	I couldn't buy a relationship charm, but I got to be alone with Ichijou-kun.
context: But seriously, the second I bought that relationship charm...\Who would've thought I'd be alone with Onodera?\Is this the power of the relationship charm?\No way, right?\I'm actually kinda glad, even though I feel bad for Chitoge.\Why the hell should I feel bad for her?\She's got nothing to do with us!\I couldn't buy a relationship charm, but I got to be alone with Ichijou-kun. response:	I'm just a little bit happy.
context: Who would've thought I'd be alone with Onodera?\Is this the power of the relationship charm?\No way, right?\I'm actually kinda glad, even though I feel bad for Chitoge.\Why the hell should I feel bad for her?\She's got nothing to do with us!\I couldn't buy a relationship charm, but I got to be alone with Ichijou-kun.\I'm just a little bit happy. response:	To be honest, I'd love it if this could last for a while.
context: Is this the power of the relationship charm?\No way, right?\I'm actually kinda glad, even though I feel bad for Chitoge.\Why the hell should I feel bad for her?\She's got nothing to do with us!\I couldn't buy a relationship charm, but I got to be alone with Ichijou-kun.\I'm just a little bit happy.\To be honest, I'd love it if this could last for a while. response:	I'm so sorry
context: No way, right?\I'm actually kinda glad, even though I feel bad for Chitoge.\Why the hell should I feel bad for her?\She's got nothing to do with us!\I couldn't buy a relationship charm, but I got to be alone with Ichijou-kun.\I'm just a little bit happy.\To be honest, I'd love it if this could last for a while.\I'm so sorry response:	Ichijou-kun, you dropped your relationship charm.
context: I'm actually kinda glad, even though I feel bad for Chitoge.\Why the hell should I feel bad for her?\She's got nothing to do with us!\I couldn't buy a relationship charm, but I got to be alone with Ichijou-kun.\I'm just a little bit happy.\To be honest, I'd love it if this could last for a while.\I'm so sorry\Ichijou-kun, you dropped your relationship charm. response:	Hey, my bad.
context: Why the hell should I feel bad for her?\She's got nothing to do with us!\I couldn't buy a relationship charm, but I got to be alone with Ichijou-kun.\I'm just a little bit happy.\To be honest, I'd love it if this could last for a while.\I'm so sorry\Ichijou-kun, you dropped your relationship charm.\Hey, my bad. response:	Whoa, it totally fell apart.
context: She's got nothing to do with us!\I couldn't buy a relationship charm, but I got to be alone with Ichijou-kun.\I'm just a little bit happy.\To be honest, I'd love it if this could last for a while.\I'm so sorry\Ichijou-kun, you dropped your relationship charm.\Hey, my bad.\Whoa, it totally fell apart. response:	O-Oh my gosh!
context: I couldn't buy a relationship charm, but I got to be alone with Ichijou-kun.\I'm just a little bit happy.\To be honest, I'd love it if this could last for a while.\I'm so sorry\Ichijou-kun, you dropped your relationship charm.\Hey, my bad.\Whoa, it totally fell apart.\O-Oh my gosh! response:	Are you all right?
context: I'm just a little bit happy.\To be honest, I'd love it if this could last for a while.\I'm so sorry\Ichijou-kun, you dropped your relationship charm.\Hey, my bad.\Whoa, it totally fell apart.\O-Oh my gosh!\Are you all right? response:	Yeah.
context: To be honest, I'd love it if this could last for a while.\I'm so sorry\Ichijou-kun, you dropped your relationship charm.\Hey, my bad.\Whoa, it totally fell apart.\O-Oh my gosh!\Are you all right?\Yeah. response:	S-Sorry! I must be heavy.
context: I'm so sorry\Ichijou-kun, you dropped your relationship charm.\Hey, my bad.\Whoa, it totally fell apart.\O-Oh my gosh!\Are you all right?\Yeah.\S-Sorry! I must be heavy. response:	I did eat some cotton candy just now.
context: Ichijou-kun, you dropped your relationship charm.\Hey, my bad.\Whoa, it totally fell apart.\O-Oh my gosh!\Are you all right?\Yeah.\S-Sorry! I must be heavy.\I did eat some cotton candy just now. response:	No, you're totally fine.
context: Hey, my bad.\Whoa, it totally fell apart.\O-Oh my gosh!\Are you all right?\Yeah.\S-Sorry! I must be heavy.\I did eat some cotton candy just now.\No, you're totally fine. response:	I never dreamed this would happen!
context: Whoa, it totally fell apart.\O-Oh my gosh!\Are you all right?\Yeah.\S-Sorry! I must be heavy.\I did eat some cotton candy just now.\No, you're totally fine.\I never dreamed this would happen! response:	I'm overjoyed and embarrassed at the same time!
context: O-Oh my gosh!\Are you all right?\Yeah.\S-Sorry! I must be heavy.\I did eat some cotton candy just now.\No, you're totally fine.\I never dreamed this would happen!\I'm overjoyed and embarrassed at the same time! response:	All right. Now these should hold together for the rest of the night.
context: Are you all right?\Yeah.\S-Sorry! I must be heavy.\I did eat some cotton candy just now.\No, you're totally fine.\I never dreamed this would happen!\I'm overjoyed and embarrassed at the same time!\All right. Now these should hold together for the rest of the night. response:	Thanks.
context: Yeah.\S-Sorry! I must be heavy.\I did eat some cotton candy just now.\No, you're totally fine.\I never dreamed this would happen!\I'm overjoyed and embarrassed at the same time!\All right. Now these should hold together for the rest of the night.\Thanks. response:	Okay, I'd better go look for Chitoge.
context: S-Sorry! I must be heavy.\I did eat some cotton candy just now.\No, you're totally fine.\I never dreamed this would happen!\I'm overjoyed and embarrassed at the same time!\All right. Now these should hold together for the rest of the night.\Thanks.\Okay, I'd better go look for Chitoge. response:	Okay.
context: I did eat some cotton candy just now.\No, you're totally fine.\I never dreamed this would happen!\I'm overjoyed and embarrassed at the same time!\All right. Now these should hold together for the rest of the night.\Thanks.\Okay, I'd better go look for Chitoge.\Okay. response:	Huh?
context: No, you're totally fine.\I never dreamed this would happen!\I'm overjoyed and embarrassed at the same time!\All right. Now these should hold together for the rest of the night.\Thanks.\Okay, I'd better go look for Chitoge.\Okay.\Huh? response:	What's wrong?
context: I never dreamed this would happen!\I'm overjoyed and embarrassed at the same time!\All right. Now these should hold together for the rest of the night.\Thanks.\Okay, I'd better go look for Chitoge.\Okay.\Huh?\What's wrong? response:	It's gone! Your relationship charm's gone!
context: I'm overjoyed and embarrassed at the same time!\All right. Now these should hold together for the rest of the night.\Thanks.\Okay, I'd better go look for Chitoge.\Okay.\Huh?\What's wrong?\It's gone! Your relationship charm's gone! response:	It was here till just a second ago.
context: All right. Now these should hold together for the rest of the night.\Thanks.\Okay, I'd better go look for Chitoge.\Okay.\Huh?\What's wrong?\It's gone! Your relationship charm's gone!\It was here till just a second ago. response:	Look! Over there!
context: Thanks.\Okay, I'd better go look for Chitoge.\Okay.\Huh?\What's wrong?\It's gone! Your relationship charm's gone!\It was here till just a second ago.\Look! Over there! response:	Crap!
context: Okay, I'd better go look for Chitoge.\Okay.\Huh?\What's wrong?\It's gone! Your relationship charm's gone!\It was here till just a second ago.\Look! Over there!\Crap! response:	Hey! Where do you think you're going with that?
context: Okay.\Huh?\What's wrong?\It's gone! Your relationship charm's gone!\It was here till just a second ago.\Look! Over there!\Crap!\Hey! Where do you think you're going with that? response:	Ichijou-kun!
context: Huh?\What's wrong?\It's gone! Your relationship charm's gone!\It was here till just a second ago.\Look! Over there!\Crap!\Hey! Where do you think you're going with that?\Ichijou-kun! response:	Hey! It stopped!
context: What's wrong?\It's gone! Your relationship charm's gone!\It was here till just a second ago.\Look! Over there!\Crap!\Hey! Where do you think you're going with that?\Ichijou-kun!\Hey! It stopped! response:	Now's my chance!
context: It's gone! Your relationship charm's gone!\It was here till just a second ago.\Look! Over there!\Crap!\Hey! Where do you think you're going with that?\Ichijou-kun!\Hey! It stopped!\Now's my chance! response:	I had my hopes set on procuring a relationship charm, yet they were sold out.
context: It was here till just a second ago.\Look! Over there!\Crap!\Hey! Where do you think you're going with that?\Ichijou-kun!\Hey! It stopped!\Now's my chance!\I had my hopes set on procuring a relationship charm, yet they were sold out. response:	What a pity.
context: Look! Over there!\Crap!\Hey! Where do you think you're going with that?\Ichijou-kun!\Hey! It stopped!\Now's my chance!\I had my hopes set on procuring a relationship charm, yet they were sold out.\What a pity. response:	Tachibana!
context: Crap!\Hey! Where do you think you're going with that?\Ichijou-kun!\Hey! It stopped!\Now's my chance!\I had my hopes set on procuring a relationship charm, yet they were sold out.\What a pity.\Tachibana! response:	Oh, if it isn't you, Raku-sama!
context: Hey! Where do you think you're going with that?\Ichijou-kun!\Hey! It stopped!\Now's my chance!\I had my hopes set on procuring a relationship charm, yet they were sold out.\What a pity.\Tachibana!\Oh, if it isn't you, Raku-sama! response:	I'm so delighted to see you on such a night!
context: Ichijou-kun!\Hey! It stopped!\Now's my chance!\I had my hopes set on procuring a relationship charm, yet they were sold out.\What a pity.\Tachibana!\Oh, if it isn't you, Raku-sama!\I'm so delighted to see you on such a night! response:	Listen to me, Tachibana! Don't you dare move a muscle!
context: Hey! It stopped!\Now's my chance!\I had my hopes set on procuring a relationship charm, yet they were sold out.\What a pity.\Tachibana!\Oh, if it isn't you, Raku-sama!\I'm so delighted to see you on such a night!\Listen to me, Tachibana! Don't you dare move a muscle! response:	Well, look at you, Raku-sama!
context: Now's my chance!\I had my hopes set on procuring a relationship charm, yet they were sold out.\What a pity.\Tachibana!\Oh, if it isn't you, Raku-sama!\I'm so delighted to see you on such a night!\Listen to me, Tachibana! Don't you dare move a muscle!\Well, look at you, Raku-sama! response:	Have you finally decided to switch over from that woman to me?
context: I had my hopes set on procuring a relationship charm, yet they were sold out.\What a pity.\Tachibana!\Oh, if it isn't you, Raku-sama!\I'm so delighted to see you on such a night!\Listen to me, Tachibana! Don't you dare move a muscle!\Well, look at you, Raku-sama!\Have you finally decided to switch over from that woman to me? response:	Of course, I'm always open to...
context: What a pity.\Tachibana!\Oh, if it isn't you, Raku-sama!\I'm so delighted to see you on such a night!\Listen to me, Tachibana! Don't you dare move a muscle!\Well, look at you, Raku-sama!\Have you finally decided to switch over from that woman to me?\Of course, I'm always open to... response:	Now, listen! Stay absolutely still...
context: Tachibana!\Oh, if it isn't you, Raku-sama!\I'm so delighted to see you on such a night!\Listen to me, Tachibana! Don't you dare move a muscle!\Well, look at you, Raku-sama!\Have you finally decided to switch over from that woman to me?\Of course, I'm always open to...\Now, listen! Stay absolutely still... response:	But... But Raku-sama, that would be...
