context: German below this response:	German above this
context: When I was young, she often told me about them.\That is not what happened!\A demon brought the world to ruin!\We don't care. Just tell us what she's saying.\She wanted to see the Angel of the Apocalypse that brought divine retribution upon the world.\She says that's why she came.\A call to march?\This code is... response:	First Royal Guard Battalion, Ninth Independent Mobile Division.
context: That is not what happened!\A demon brought the world to ruin!\We don't care. Just tell us what she's saying.\She wanted to see the Angel of the Apocalypse that brought divine retribution upon the world.\She says that's why she came.\A call to march?\This code is...\First Royal Guard Battalion, Ninth Independent Mobile Division. response:	Ninth? Isn't that Colonel Hopkins'?
context: A demon brought the world to ruin!\We don't care. Just tell us what she's saying.\She wanted to see the Angel of the Apocalypse that brought divine retribution upon the world.\She says that's why she came.\A call to march?\This code is...\First Royal Guard Battalion, Ninth Independent Mobile Division.\Ninth? Isn't that Colonel Hopkins'? response:	Is he famous?
context: We don't care. Just tell us what she's saying.\She wanted to see the Angel of the Apocalypse that brought divine retribution upon the world.\She says that's why she came.\A call to march?\This code is...\First Royal Guard Battalion, Ninth Independent Mobile Division.\Ninth? Isn't that Colonel Hopkins'?\Is he famous? response:	They call him the Demon of Binnenland.
context: She wanted to see the Angel of the Apocalypse that brought divine retribution upon the world.\She says that's why she came.\A call to march?\This code is...\First Royal Guard Battalion, Ninth Independent Mobile Division.\Ninth? Isn't that Colonel Hopkins'?\Is he famous?\They call him the Demon of Binnenland. response:	They say he revived ancient weapons and wiped out three whole towns in a single night.
context: She says that's why she came.\A call to march?\This code is...\First Royal Guard Battalion, Ninth Independent Mobile Division.\Ninth? Isn't that Colonel Hopkins'?\Is he famous?\They call him the Demon of Binnenland.\They say he revived ancient weapons and wiped out three whole towns in a single night. response:	Don't worry. He doesn't know you're here.
context: A call to march?\This code is...\First Royal Guard Battalion, Ninth Independent Mobile Division.\Ninth? Isn't that Colonel Hopkins'?\Is he famous?\They call him the Demon of Binnenland.\They say he revived ancient weapons and wiped out three whole towns in a single night.\Don't worry. He doesn't know you're here. response:	Don't worry.
context: This code is...\First Royal Guard Battalion, Ninth Independent Mobile Division.\Ninth? Isn't that Colonel Hopkins'?\Is he famous?\They call him the Demon of Binnenland.\They say he revived ancient weapons and wiped out three whole towns in a single night.\Don't worry. He doesn't know you're here.\Don't worry. response:	Regardless, you don't have much time to think.
context: First Royal Guard Battalion, Ninth Independent Mobile Division.\Ninth? Isn't that Colonel Hopkins'?\Is he famous?\They call him the Demon of Binnenland.\They say he revived ancient weapons and wiped out three whole towns in a single night.\Don't worry. He doesn't know you're here.\Don't worry.\Regardless, you don't have much time to think. response:	You girls need to figure out what to do, and fast.
context: Ninth? Isn't that Colonel Hopkins'?\Is he famous?\They call him the Demon of Binnenland.\They say he revived ancient weapons and wiped out three whole towns in a single night.\Don't worry. He doesn't know you're here.\Don't worry.\Regardless, you don't have much time to think.\You girls need to figure out what to do, and fast. response:	Are you going to hand her over, or-
context: Is he famous?\They call him the Demon of Binnenland.\They say he revived ancient weapons and wiped out three whole towns in a single night.\Don't worry. He doesn't know you're here.\Don't worry.\Regardless, you don't have much time to think.\You girls need to figure out what to do, and fast.\Are you going to hand her over, or- response:	There is nothing to think about.
context: They call him the Demon of Binnenland.\They say he revived ancient weapons and wiped out three whole towns in a single night.\Don't worry. He doesn't know you're here.\Don't worry.\Regardless, you don't have much time to think.\You girls need to figure out what to do, and fast.\Are you going to hand her over, or-\There is nothing to think about. response:	We are Helvetian soldiers.
context: They say he revived ancient weapons and wiped out three whole towns in a single night.\Don't worry. He doesn't know you're here.\Don't worry.\Regardless, you don't have much time to think.\You girls need to figure out what to do, and fast.\Are you going to hand her over, or-\There is nothing to think about.\We are Helvetian soldiers. response:	It looks like we failed this test.
context: Don't worry. He doesn't know you're here.\Don't worry.\Regardless, you don't have much time to think.\You girls need to figure out what to do, and fast.\Are you going to hand her over, or-\There is nothing to think about.\We are Helvetian soldiers.\It looks like we failed this test. response:	You didn't make it in time, Rio.
context: Don't worry.\Regardless, you don't have much time to think.\You girls need to figure out what to do, and fast.\Are you going to hand her over, or-\There is nothing to think about.\We are Helvetian soldiers.\It looks like we failed this test.\You didn't make it in time, Rio. response:	Stop right there!
context: Regardless, you don't have much time to think.\You girls need to figure out what to do, and fast.\Are you going to hand her over, or-\There is nothing to think about.\We are Helvetian soldiers.\It looks like we failed this test.\You didn't make it in time, Rio.\Stop right there! response:	Rio said she didn't want anyone else to suffer.
context: You girls need to figure out what to do, and fast.\Are you going to hand her over, or-\There is nothing to think about.\We are Helvetian soldiers.\It looks like we failed this test.\You didn't make it in time, Rio.\Stop right there!\Rio said she didn't want anyone else to suffer. response:	That's why she would do everything she could!
context: Are you going to hand her over, or-\There is nothing to think about.\We are Helvetian soldiers.\It looks like we failed this test.\You didn't make it in time, Rio.\Stop right there!\Rio said she didn't want anyone else to suffer.\That's why she would do everything she could! response:	That's why she went!
context: There is nothing to think about.\We are Helvetian soldiers.\It looks like we failed this test.\You didn't make it in time, Rio.\Stop right there!\Rio said she didn't want anyone else to suffer.\That's why she would do everything she could!\That's why she went! response:	I don't want to.
context: We are Helvetian soldiers.\It looks like we failed this test.\You didn't make it in time, Rio.\Stop right there!\Rio said she didn't want anyone else to suffer.\That's why she would do everything she could!\That's why she went!\I don't want to. response:	We're all the same!
context: It looks like we failed this test.\You didn't make it in time, Rio.\Stop right there!\Rio said she didn't want anyone else to suffer.\That's why she would do everything she could!\That's why she went!\I don't want to.\We're all the same! response:	We're all a part of this!
context: You didn't make it in time, Rio.\Stop right there!\Rio said she didn't want anyone else to suffer.\That's why she would do everything she could!\That's why she went!\I don't want to.\We're all the same!\We're all a part of this! response:	The following is an order from the Commander of Platoon 1121.
context: Stop right there!\Rio said she didn't want anyone else to suffer.\That's why she would do everything she could!\That's why she went!\I don't want to.\We're all the same!\We're all a part of this!\The following is an order from the Commander of Platoon 1121. response:	This order is my own decision. I will take full responsibility for it.
context: Rio said she didn't want anyone else to suffer.\That's why she would do everything she could!\That's why she went!\I don't want to.\We're all the same!\We're all a part of this!\The following is an order from the Commander of Platoon 1121.\This order is my own decision. I will take full responsibility for it. response:	Do you all understand?
context: That's why she would do everything she could!\That's why she went!\I don't want to.\We're all the same!\We're all a part of this!\The following is an order from the Commander of Platoon 1121.\This order is my own decision. I will take full responsibility for it.\Do you all understand? response:	Platoon 1121 Commander, Lieutenant Filicia Heidemann.
context: That's why she went!\I don't want to.\We're all the same!\We're all a part of this!\The following is an order from the Commander of Platoon 1121.\This order is my own decision. I will take full responsibility for it.\Do you all understand?\Platoon 1121 Commander, Lieutenant Filicia Heidemann. response:	Several days ago, a Roman scout was captured in Treize.
context: I don't want to.\We're all the same!\We're all a part of this!\The following is an order from the Commander of Platoon 1121.\This order is my own decision. I will take full responsibility for it.\Do you all understand?\Platoon 1121 Commander, Lieutenant Filicia Heidemann.\Several days ago, a Roman scout was captured in Treize. response:	Unfortunately, due to an accident during interrogation, we were unable to confirm several details.
context: We're all the same!\We're all a part of this!\The following is an order from the Commander of Platoon 1121.\This order is my own decision. I will take full responsibility for it.\Do you all understand?\Platoon 1121 Commander, Lieutenant Filicia Heidemann.\Several days ago, a Roman scout was captured in Treize.\Unfortunately, due to an accident during interrogation, we were unable to confirm several details. response:	Immediately following, we heard reports of Roman forces in this area.
context: We're all a part of this!\The following is an order from the Commander of Platoon 1121.\This order is my own decision. I will take full responsibility for it.\Do you all understand?\Platoon 1121 Commander, Lieutenant Filicia Heidemann.\Several days ago, a Roman scout was captured in Treize.\Unfortunately, due to an accident during interrogation, we were unable to confirm several details.\Immediately following, we heard reports of Roman forces in this area. response:	Do you know anything about this?
context: The following is an order from the Commander of Platoon 1121.\This order is my own decision. I will take full responsibility for it.\Do you all understand?\Platoon 1121 Commander, Lieutenant Filicia Heidemann.\Several days ago, a Roman scout was captured in Treize.\Unfortunately, due to an accident during interrogation, we were unable to confirm several details.\Immediately following, we heard reports of Roman forces in this area.\Do you know anything about this? response:	I do not, Colonel.
context: This order is my own decision. I will take full responsibility for it.\Do you all understand?\Platoon 1121 Commander, Lieutenant Filicia Heidemann.\Several days ago, a Roman scout was captured in Treize.\Unfortunately, due to an accident during interrogation, we were unable to confirm several details.\Immediately following, we heard reports of Roman forces in this area.\Do you know anything about this?\I do not, Colonel. response:	Understood.
context: Do you all understand?\Platoon 1121 Commander, Lieutenant Filicia Heidemann.\Several days ago, a Roman scout was captured in Treize.\Unfortunately, due to an accident during interrogation, we were unable to confirm several details.\Immediately following, we heard reports of Roman forces in this area.\Do you know anything about this?\I do not, Colonel.\Understood. response:	As of this moment, command of Fortress 1121 has been transferred to the Ninth Independent Mobile Division.
context: Platoon 1121 Commander, Lieutenant Filicia Heidemann.\Several days ago, a Roman scout was captured in Treize.\Unfortunately, due to an accident during interrogation, we were unable to confirm several details.\Immediately following, we heard reports of Roman forces in this area.\Do you know anything about this?\I do not, Colonel.\Understood.\As of this moment, command of Fortress 1121 has been transferred to the Ninth Independent Mobile Division. response:	Don't start shouting now.
context: Several days ago, a Roman scout was captured in Treize.\Unfortunately, due to an accident during interrogation, we were unable to confirm several details.\Immediately following, we heard reports of Roman forces in this area.\Do you know anything about this?\I do not, Colonel.\Understood.\As of this moment, command of Fortress 1121 has been transferred to the Ninth Independent Mobile Division.\Don't start shouting now. response:	I'm sorry.
context: Unfortunately, due to an accident during interrogation, we were unable to confirm several details.\Immediately following, we heard reports of Roman forces in this area.\Do you know anything about this?\I do not, Colonel.\Understood.\As of this moment, command of Fortress 1121 has been transferred to the Ninth Independent Mobile Division.\Don't start shouting now.\I'm sorry. response:	A'ishah just told me about the legend of the Maidens of the Fire, but...
context: Immediately following, we heard reports of Roman forces in this area.\Do you know anything about this?\I do not, Colonel.\Understood.\As of this moment, command of Fortress 1121 has been transferred to the Ninth Independent Mobile Division.\Don't start shouting now.\I'm sorry.\A'ishah just told me about the legend of the Maidens of the Fire, but... response:	It's different. According to her-
context: Do you know anything about this?\I do not, Colonel.\Understood.\As of this moment, command of Fortress 1121 has been transferred to the Ninth Independent Mobile Division.\Don't start shouting now.\I'm sorry.\A'ishah just told me about the legend of the Maidens of the Fire, but...\It's different. According to her- response:	I want a complete search!
context: I do not, Colonel.\Understood.\As of this moment, command of Fortress 1121 has been transferred to the Ninth Independent Mobile Division.\Don't start shouting now.\I'm sorry.\A'ishah just told me about the legend of the Maidens of the Fire, but...\It's different. According to her-\I want a complete search! response:	Found her?
context: Understood.\As of this moment, command of Fortress 1121 has been transferred to the Ninth Independent Mobile Division.\Don't start shouting now.\I'm sorry.\A'ishah just told me about the legend of the Maidens of the Fire, but...\It's different. According to her-\I want a complete search!\Found her? response:	How about over there?
context: As of this moment, command of Fortress 1121 has been transferred to the Ninth Independent Mobile Division.\Don't start shouting now.\I'm sorry.\A'ishah just told me about the legend of the Maidens of the Fire, but...\It's different. According to her-\I want a complete search!\Found her?\How about over there? response:	Not here either!
context: Don't start shouting now.\I'm sorry.\A'ishah just told me about the legend of the Maidens of the Fire, but...\It's different. According to her-\I want a complete search!\Found her?\How about over there?\Not here either! response:	Find her!
context: I'm sorry.\A'ishah just told me about the legend of the Maidens of the Fire, but...\It's different. According to her-\I want a complete search!\Found her?\How about over there?\Not here either!\Find her! response:	Open this door!
context: A'ishah just told me about the legend of the Maidens of the Fire, but...\It's different. According to her-\I want a complete search!\Found her?\How about over there?\Not here either!\Find her!\Open this door! response:	She must be here!
context: It's different. According to her-\I want a complete search!\Found her?\How about over there?\Not here either!\Find her!\Open this door!\She must be here! response:	Put a guard at every gate!
context: I want a complete search!\Found her?\How about over there?\Not here either!\Find her!\Open this door!\She must be here!\Put a guard at every gate! response:	She says that she still doesn't know your name.
context: Found her?\How about over there?\Not here either!\Find her!\Open this door!\She must be here!\Put a guard at every gate!\She says that she still doesn't know your name. response:	Noel-
context: How about over there?\Not here either!\Find her!\Open this door!\She must be here!\Put a guard at every gate!\She says that she still doesn't know your name.\Noel- response:	The Invisible Death?
context: Not here either!\Find her!\Open this door!\She must be here!\Put a guard at every gate!\She says that she still doesn't know your name.\Noel-\The Invisible Death? response:	Oh? A rat, I think?
context: Find her!\Open this door!\She must be here!\Put a guard at every gate!\She says that she still doesn't know your name.\Noel-\The Invisible Death?\Oh? A rat, I think? response:	Miss Noel!
context: Open this door!\She must be here!\Put a guard at every gate!\She says that she still doesn't know your name.\Noel-\The Invisible Death?\Oh? A rat, I think?\Miss Noel! response:	Hello?
context: She must be here!\Put a guard at every gate!\She says that she still doesn't know your name.\Noel-\The Invisible Death?\Oh? A rat, I think?\Miss Noel!\Hello? response:	This is Fortress 1121.
context: Put a guard at every gate!\She says that she still doesn't know your name.\Noel-\The Invisible Death?\Oh? A rat, I think?\Miss Noel!\Hello?\This is Fortress 1121. response:	A large contingent of Roman forces has appeared on the border between Seize and Nomansland?
context: She says that she still doesn't know your name.\Noel-\The Invisible Death?\Oh? A rat, I think?\Miss Noel!\Hello?\This is Fortress 1121.\A large contingent of Roman forces has appeared on the border between Seize and Nomansland? response:	Next time: Echo Through the Blue Sky
