context: The Stardia materials shop we'd been planning is finally opening! response:	Upsy-daisy.
context: Yours are bigger than mine, huh?\So I won't tell you!\Sh-She's really your master?\Master, could you just tell us?\But I don't wanna...\I'm sure even you must have faced difficulties in some of your battles.\Maybe, maybe not. I think there were.\And I think it was when I was fighting in your town, Noir. response:	In my town?
context: So I won't tell you!\Sh-She's really your master?\Master, could you just tell us?\But I don't wanna...\I'm sure even you must have faced difficulties in some of your battles.\Maybe, maybe not. I think there were.\And I think it was when I was fighting in your town, Noir.\In my town? response:	Actually, why not just ignore that thing?
context: Sh-She's really your master?\Master, could you just tell us?\But I don't wanna...\I'm sure even you must have faced difficulties in some of your battles.\Maybe, maybe not. I think there were.\And I think it was when I was fighting in your town, Noir.\In my town?\Actually, why not just ignore that thing? response:	Huh?
context: Master, could you just tell us?\But I don't wanna...\I'm sure even you must have faced difficulties in some of your battles.\Maybe, maybe not. I think there were.\And I think it was when I was fighting in your town, Noir.\In my town?\Actually, why not just ignore that thing?\Huh? response:	I'm happy that you're fighting for me, but you should back down on this one.
context: But I don't wanna...\I'm sure even you must have faced difficulties in some of your battles.\Maybe, maybe not. I think there were.\And I think it was when I was fighting in your town, Noir.\In my town?\Actually, why not just ignore that thing?\Huh?\I'm happy that you're fighting for me, but you should back down on this one. response:	Why are you so nice to me, Master?
context: I'm sure even you must have faced difficulties in some of your battles.\Maybe, maybe not. I think there were.\And I think it was when I was fighting in your town, Noir.\In my town?\Actually, why not just ignore that thing?\Huh?\I'm happy that you're fighting for me, but you should back down on this one.\Why are you so nice to me, Master? response:	Hm?
context: Maybe, maybe not. I think there were.\And I think it was when I was fighting in your town, Noir.\In my town?\Actually, why not just ignore that thing?\Huh?\I'm happy that you're fighting for me, but you should back down on this one.\Why are you so nice to me, Master?\Hm? response:	You gave me your very important set of skills, and you give me useful information.
context: And I think it was when I was fighting in your town, Noir.\In my town?\Actually, why not just ignore that thing?\Huh?\I'm happy that you're fighting for me, but you should back down on this one.\Why are you so nice to me, Master?\Hm?\You gave me your very important set of skills, and you give me useful information. response:	I haven't actually done anything for you.
context: In my town?\Actually, why not just ignore that thing?\Huh?\I'm happy that you're fighting for me, but you should back down on this one.\Why are you so nice to me, Master?\Hm?\You gave me your very important set of skills, and you give me useful information.\I haven't actually done anything for you. response:	Well...
context: Actually, why not just ignore that thing?\Huh?\I'm happy that you're fighting for me, but you should back down on this one.\Why are you so nice to me, Master?\Hm?\You gave me your very important set of skills, and you give me useful information.\I haven't actually done anything for you.\Well... response:	Coming down here into this dungeon and meeting you
context: Huh?\I'm happy that you're fighting for me, but you should back down on this one.\Why are you so nice to me, Master?\Hm?\You gave me your very important set of skills, and you give me useful information.\I haven't actually done anything for you.\Well...\Coming down here into this dungeon and meeting you response:	has greatly changed my life.
context: I'm happy that you're fighting for me, but you should back down on this one.\Why are you so nice to me, Master?\Hm?\You gave me your very important set of skills, and you give me useful information.\I haven't actually done anything for you.\Well...\Coming down here into this dungeon and meeting you\has greatly changed my life. response:	If I hadn't met you, I wouldn't have been able to protect Emma.
context: Why are you so nice to me, Master?\Hm?\You gave me your very important set of skills, and you give me useful information.\I haven't actually done anything for you.\Well...\Coming down here into this dungeon and meeting you\has greatly changed my life.\If I hadn't met you, I wouldn't have been able to protect Emma. response:	So... I'm going to defeat that thing, no matter what.
context: Hm?\You gave me your very important set of skills, and you give me useful information.\I haven't actually done anything for you.\Well...\Coming down here into this dungeon and meeting you\has greatly changed my life.\If I hadn't met you, I wouldn't have been able to protect Emma.\So... I'm going to defeat that thing, no matter what. response:	I'm going to check Master's records tomorrow.
context: You gave me your very important set of skills, and you give me useful information.\I haven't actually done anything for you.\Well...\Coming down here into this dungeon and meeting you\has greatly changed my life.\If I hadn't met you, I wouldn't have been able to protect Emma.\So... I'm going to defeat that thing, no matter what.\I'm going to check Master's records tomorrow. response:	Then we should be able to determine the fake's weaknesses.
context: I haven't actually done anything for you.\Well...\Coming down here into this dungeon and meeting you\has greatly changed my life.\If I hadn't met you, I wouldn't have been able to protect Emma.\So... I'm going to defeat that thing, no matter what.\I'm going to check Master's records tomorrow.\Then we should be able to determine the fake's weaknesses. response:	One of my parents' friends is a historian. I'll try talking to them.
context: Well...\Coming down here into this dungeon and meeting you\has greatly changed my life.\If I hadn't met you, I wouldn't have been able to protect Emma.\So... I'm going to defeat that thing, no matter what.\I'm going to check Master's records tomorrow.\Then we should be able to determine the fake's weaknesses.\One of my parents' friends is a historian. I'll try talking to them. response:	Sure.
context: Coming down here into this dungeon and meeting you\has greatly changed my life.\If I hadn't met you, I wouldn't have been able to protect Emma.\So... I'm going to defeat that thing, no matter what.\I'm going to check Master's records tomorrow.\Then we should be able to determine the fake's weaknesses.\One of my parents' friends is a historian. I'll try talking to them.\Sure. response:	Thanks.
context: has greatly changed my life.\If I hadn't met you, I wouldn't have been able to protect Emma.\So... I'm going to defeat that thing, no matter what.\I'm going to check Master's records tomorrow.\Then we should be able to determine the fake's weaknesses.\One of my parents' friends is a historian. I'll try talking to them.\Sure.\Thanks. response:	Opening Soon
context: If I hadn't met you, I wouldn't have been able to protect Emma.\So... I'm going to defeat that thing, no matter what.\I'm going to check Master's records tomorrow.\Then we should be able to determine the fake's weaknesses.\One of my parents' friends is a historian. I'll try talking to them.\Sure.\Thanks.\Opening Soon response:	This is definitely the best!
context: So... I'm going to defeat that thing, no matter what.\I'm going to check Master's records tomorrow.\Then we should be able to determine the fake's weaknesses.\One of my parents' friends is a historian. I'll try talking to them.\Sure.\Thanks.\Opening Soon\This is definitely the best! response:	It'd look perfect on this wall right here!
context: I'm going to check Master's records tomorrow.\Then we should be able to determine the fake's weaknesses.\One of my parents' friends is a historian. I'll try talking to them.\Sure.\Thanks.\Opening Soon\This is definitely the best!\It'd look perfect on this wall right here! response:	Yeah, no.
context: Then we should be able to determine the fake's weaknesses.\One of my parents' friends is a historian. I'll try talking to them.\Sure.\Thanks.\Opening Soon\This is definitely the best!\It'd look perfect on this wall right here!\Yeah, no. response:	And I don't think Noir would like your painting staring at him all day.
context: One of my parents' friends is a historian. I'll try talking to them.\Sure.\Thanks.\Opening Soon\This is definitely the best!\It'd look perfect on this wall right here!\Yeah, no.\And I don't think Noir would like your painting staring at him all day. response:	Noir and I have been destined for each other since our past lives.
context: Sure.\Thanks.\Opening Soon\This is definitely the best!\It'd look perfect on this wall right here!\Yeah, no.\And I don't think Noir would like your painting staring at him all day.\Noir and I have been destined for each other since our past lives. response:	I knew the moment we met!
context: Thanks.\Opening Soon\This is definitely the best!\It'd look perfect on this wall right here!\Yeah, no.\And I don't think Noir would like your painting staring at him all day.\Noir and I have been destined for each other since our past lives.\I knew the moment we met! response:	Yeah, that's a lie.
context: Opening Soon\This is definitely the best!\It'd look perfect on this wall right here!\Yeah, no.\And I don't think Noir would like your painting staring at him all day.\Noir and I have been destined for each other since our past lives.\I knew the moment we met!\Yeah, that's a lie. response:	Hey...
context: This is definitely the best!\It'd look perfect on this wall right here!\Yeah, no.\And I don't think Noir would like your painting staring at him all day.\Noir and I have been destined for each other since our past lives.\I knew the moment we met!\Yeah, that's a lie.\Hey... response:	I just got back.
context: It'd look perfect on this wall right here!\Yeah, no.\And I don't think Noir would like your painting staring at him all day.\Noir and I have been destined for each other since our past lives.\I knew the moment we met!\Yeah, that's a lie.\Hey...\I just got back. response:	Noir!
context: Yeah, no.\And I don't think Noir would like your painting staring at him all day.\Noir and I have been destined for each other since our past lives.\I knew the moment we met!\Yeah, that's a lie.\Hey...\I just got back.\Noir! response:	What's the matter? You look exhausted.
context: And I don't think Noir would like your painting staring at him all day.\Noir and I have been destined for each other since our past lives.\I knew the moment we met!\Yeah, that's a lie.\Hey...\I just got back.\Noir!\What's the matter? You look exhausted. response:	Well, you see...
context: Noir and I have been destined for each other since our past lives.\I knew the moment we met!\Yeah, that's a lie.\Hey...\I just got back.\Noir!\What's the matter? You look exhausted.\Well, you see... response:	Oh! You must be low on LP!
context: I knew the moment we met!\Yeah, that's a lie.\Hey...\I just got back.\Noir!\What's the matter? You look exhausted.\Well, you see...\Oh! You must be low on LP! response:	In that case, leave it to us.
context: Yeah, that's a lie.\Hey...\I just got back.\Noir!\What's the matter? You look exhausted.\Well, you see...\Oh! You must be low on LP!\In that case, leave it to us. response:	I don't mind taking it all off for you, Noir.
context: Hey...\I just got back.\Noir!\What's the matter? You look exhausted.\Well, you see...\Oh! You must be low on LP!\In that case, leave it to us.\I don't mind taking it all off for you, Noir. response:	Maybe not right now...
context: I just got back.\Noir!\What's the matter? You look exhausted.\Well, you see...\Oh! You must be low on LP!\In that case, leave it to us.\I don't mind taking it all off for you, Noir.\Maybe not right now... response:	I just had a great idea.
context: Noir!\What's the matter? You look exhausted.\Well, you see...\Oh! You must be low on LP!\In that case, leave it to us.\I don't mind taking it all off for you, Noir.\Maybe not right now...\I just had a great idea. response:	Whisper, whisper, whisper.
context: What's the matter? You look exhausted.\Well, you see...\Oh! You must be low on LP!\In that case, leave it to us.\I don't mind taking it all off for you, Noir.\Maybe not right now...\I just had a great idea.\Whisper, whisper, whisper. response:	So I'll be in front and you can be in back, whisper, whisper, whisper.
context: Well, you see...\Oh! You must be low on LP!\In that case, leave it to us.\I don't mind taking it all off for you, Noir.\Maybe not right now...\I just had a great idea.\Whisper, whisper, whisper.\So I'll be in front and you can be in back, whisper, whisper, whisper. response:	I see.
context: Oh! You must be low on LP!\In that case, leave it to us.\I don't mind taking it all off for you, Noir.\Maybe not right now...\I just had a great idea.\Whisper, whisper, whisper.\So I'll be in front and you can be in back, whisper, whisper, whisper.\I see. response:	U-Um, what are you...
context: In that case, leave it to us.\I don't mind taking it all off for you, Noir.\Maybe not right now...\I just had a great idea.\Whisper, whisper, whisper.\So I'll be in front and you can be in back, whisper, whisper, whisper.\I see.\U-Um, what are you... response:	Here!
context: I don't mind taking it all off for you, Noir.\Maybe not right now...\I just had a great idea.\Whisper, whisper, whisper.\So I'll be in front and you can be in back, whisper, whisper, whisper.\I see.\U-Um, what are you...\Here! response:	This is Lola and Luna's special Pretty Girl Sandwich.
context: Maybe not right now...\I just had a great idea.\Whisper, whisper, whisper.\So I'll be in front and you can be in back, whisper, whisper, whisper.\I see.\U-Um, what are you...\Here!\This is Lola and Luna's special Pretty Girl Sandwich. response:	Don't you just want to gobble us up?
context: I just had a great idea.\Whisper, whisper, whisper.\So I'll be in front and you can be in back, whisper, whisper, whisper.\I see.\U-Um, what are you...\Here!\This is Lola and Luna's special Pretty Girl Sandwich.\Don't you just want to gobble us up? response:	Olivia Servant.
context: Whisper, whisper, whisper.\So I'll be in front and you can be in back, whisper, whisper, whisper.\I see.\U-Um, what are you...\Here!\This is Lola and Luna's special Pretty Girl Sandwich.\Don't you just want to gobble us up?\Olivia Servant. response:	An extremely powerful adventurer who uses mysterious skills against her enemies.
context: So I'll be in front and you can be in back, whisper, whisper, whisper.\I see.\U-Um, what are you...\Here!\This is Lola and Luna's special Pretty Girl Sandwich.\Don't you just want to gobble us up?\Olivia Servant.\An extremely powerful adventurer who uses mysterious skills against her enemies. response:	When she came to this land, she battled with the cleric Littorine,
context: I see.\U-Um, what are you...\Here!\This is Lola and Luna's special Pretty Girl Sandwich.\Don't you just want to gobble us up?\Olivia Servant.\An extremely powerful adventurer who uses mysterious skills against her enemies.\When she came to this land, she battled with the cleric Littorine, response:	and though the battle was fierce, Olivia won.
context: U-Um, what are you...\Here!\This is Lola and Luna's special Pretty Girl Sandwich.\Don't you just want to gobble us up?\Olivia Servant.\An extremely powerful adventurer who uses mysterious skills against her enemies.\When she came to this land, she battled with the cleric Littorine,\and though the battle was fierce, Olivia won. response:	The cleric Littorine.
context: Here!\This is Lola and Luna's special Pretty Girl Sandwich.\Don't you just want to gobble us up?\Olivia Servant.\An extremely powerful adventurer who uses mysterious skills against her enemies.\When she came to this land, she battled with the cleric Littorine,\and though the battle was fierce, Olivia won.\The cleric Littorine. response:	She possesses the Sacrifice skill and was able to torment Olivia Servant.
context: This is Lola and Luna's special Pretty Girl Sandwich.\Don't you just want to gobble us up?\Olivia Servant.\An extremely powerful adventurer who uses mysterious skills against her enemies.\When she came to this land, she battled with the cleric Littorine,\and though the battle was fierce, Olivia won.\The cleric Littorine.\She possesses the Sacrifice skill and was able to torment Olivia Servant. response:	This must be it!
context: Don't you just want to gobble us up?\Olivia Servant.\An extremely powerful adventurer who uses mysterious skills against her enemies.\When she came to this land, she battled with the cleric Littorine,\and though the battle was fierce, Olivia won.\The cleric Littorine.\She possesses the Sacrifice skill and was able to torment Olivia Servant.\This must be it! response:	Sacrifice... That must be a pretty rare skill.
context: Olivia Servant.\An extremely powerful adventurer who uses mysterious skills against her enemies.\When she came to this land, she battled with the cleric Littorine,\and though the battle was fierce, Olivia won.\The cleric Littorine.\She possesses the Sacrifice skill and was able to torment Olivia Servant.\This must be it!\Sacrifice... That must be a pretty rare skill. response:	Sacrifice
context: An extremely powerful adventurer who uses mysterious skills against her enemies.\When she came to this land, she battled with the cleric Littorine,\and though the battle was fierce, Olivia won.\The cleric Littorine.\She possesses the Sacrifice skill and was able to torment Olivia Servant.\This must be it!\Sacrifice... That must be a pretty rare skill.\Sacrifice response:	By sacrificing skills learned, physical and magical abilities are
context: When she came to this land, she battled with the cleric Littorine,\and though the battle was fierce, Olivia won.\The cleric Littorine.\She possesses the Sacrifice skill and was able to torment Olivia Servant.\This must be it!\Sacrifice... That must be a pretty rare skill.\Sacrifice\By sacrificing skills learned, physical and magical abilities are response:	increased for a few minutes.hhh The higher the skill levels, the more powerful the user becomes.
context: and though the battle was fierce, Olivia won.\The cleric Littorine.\She possesses the Sacrifice skill and was able to torment Olivia Servant.\This must be it!\Sacrifice... That must be a pretty rare skill.\Sacrifice\By sacrificing skills learned, physical and magical abilities are\increased for a few minutes.hhh The higher the skill levels, the more powerful the user becomes. response:	Sacrificing learned skills to level up other abilities...
context: The cleric Littorine.\She possesses the Sacrifice skill and was able to torment Olivia Servant.\This must be it!\Sacrifice... That must be a pretty rare skill.\Sacrifice\By sacrificing skills learned, physical and magical abilities are\increased for a few minutes.hhh The higher the skill levels, the more powerful the user becomes.\Sacrificing learned skills to level up other abilities... response:	It doesn't enhance the other abilities for long,
context: She possesses the Sacrifice skill and was able to torment Olivia Servant.\This must be it!\Sacrifice... That must be a pretty rare skill.\Sacrifice\By sacrificing skills learned, physical and magical abilities are\increased for a few minutes.hhh The higher the skill levels, the more powerful the user becomes.\Sacrificing learned skills to level up other abilities...\It doesn't enhance the other abilities for long, response:	and I'll probably have to do it on the spot.
context: This must be it!\Sacrifice... That must be a pretty rare skill.\Sacrifice\By sacrificing skills learned, physical and magical abilities are\increased for a few minutes.hhh The higher the skill levels, the more powerful the user becomes.\Sacrificing learned skills to level up other abilities...\It doesn't enhance the other abilities for long,\and I'll probably have to do it on the spot. response:	But this is the only way to deal with the fake.
context: Sacrifice... That must be a pretty rare skill.\Sacrifice\By sacrificing skills learned, physical and magical abilities are\increased for a few minutes.hhh The higher the skill levels, the more powerful the user becomes.\Sacrificing learned skills to level up other abilities...\It doesn't enhance the other abilities for long,\and I'll probably have to do it on the spot.\But this is the only way to deal with the fake. response:	Noir Stardia
context: Sacrifice\By sacrificing skills learned, physical and magical abilities are\increased for a few minutes.hhh The higher the skill levels, the more powerful the user becomes.\Sacrificing learned skills to level up other abilities...\It doesn't enhance the other abilities for long,\and I'll probably have to do it on the spot.\But this is the only way to deal with the fake.\Noir Stardia response:	LP. 13700
context: By sacrificing skills learned, physical and magical abilities are\increased for a few minutes.hhh The higher the skill levels, the more powerful the user becomes.\Sacrificing learned skills to level up other abilities...\It doesn't enhance the other abilities for long,\and I'll probably have to do it on the spot.\But this is the only way to deal with the fake.\Noir Stardia\LP. 13700 response:	LP. 3700
context: increased for a few minutes.hhh The higher the skill levels, the more powerful the user becomes.\Sacrificing learned skills to level up other abilities...\It doesn't enhance the other abilities for long,\and I'll probably have to do it on the spot.\But this is the only way to deal with the fake.\Noir Stardia\LP. 13700\LP. 3700 response:	Get Creative and create the skill hhhhhhhhhhhhhhhhhh
context: Sacrificing learned skills to level up other abilities...\It doesn't enhance the other abilities for long,\and I'll probably have to do it on the spot.\But this is the only way to deal with the fake.\Noir Stardia\LP. 13700\LP. 3700\Get Creative and create the skill hhhhhhhhhhhhhhhhhh response:	I'd like to level up more before I face them again.
context: It doesn't enhance the other abilities for long,\and I'll probably have to do it on the spot.\But this is the only way to deal with the fake.\Noir Stardia\LP. 13700\LP. 3700\Get Creative and create the skill hhhhhhhhhhhhhhhhhh\I'd like to level up more before I face them again. response:	I-Is that...
context: and I'll probably have to do it on the spot.\But this is the only way to deal with the fake.\Noir Stardia\LP. 13700\LP. 3700\Get Creative and create the skill hhhhhhhhhhhhhhhhhh\I'd like to level up more before I face them again.\I-Is that... response:	It's Noir Stardia!
context: But this is the only way to deal with the fake.\Noir Stardia\LP. 13700\LP. 3700\Get Creative and create the skill hhhhhhhhhhhhhhhhhh\I'd like to level up more before I face them again.\I-Is that...\It's Noir Stardia! response:	Wh-What are you doing here?!
context: Noir Stardia\LP. 13700\LP. 3700\Get Creative and create the skill hhhhhhhhhhhhhhhhhh\I'd like to level up more before I face them again.\I-Is that...\It's Noir Stardia!\Wh-What are you doing here?! response:	My job is to eliminate any intruders that come to the 15th floor,
context: LP. 13700\LP. 3700\Get Creative and create the skill hhhhhhhhhhhhhhhhhh\I'd like to level up more before I face them again.\I-Is that...\It's Noir Stardia!\Wh-What are you doing here?!\My job is to eliminate any intruders that come to the 15th floor, response:	but I don't really care about that anymore.
context: LP. 3700\Get Creative and create the skill hhhhhhhhhhhhhhhhhh\I'd like to level up more before I face them again.\I-Is that...\It's Noir Stardia!\Wh-What are you doing here?!\My job is to eliminate any intruders that come to the 15th floor,\but I don't really care about that anymore. response:	She copied Master's personality, so she's too uninhibited.
context: Get Creative and create the skill hhhhhhhhhhhhhhhhhh\I'd like to level up more before I face them again.\I-Is that...\It's Noir Stardia!\Wh-What are you doing here?!\My job is to eliminate any intruders that come to the 15th floor,\but I don't really care about that anymore.\She copied Master's personality, so she's too uninhibited. response:	That must be why she just followed her desires and came here.
context: I'd like to level up more before I face them again.\I-Is that...\It's Noir Stardia!\Wh-What are you doing here?!\My job is to eliminate any intruders that come to the 15th floor,\but I don't really care about that anymore.\She copied Master's personality, so she's too uninhibited.\That must be why she just followed her desires and came here. response:	So hey, why do you want to save your master, anyway?
context: I-Is that...\It's Noir Stardia!\Wh-What are you doing here?!\My job is to eliminate any intruders that come to the 15th floor,\but I don't really care about that anymore.\She copied Master's personality, so she's too uninhibited.\That must be why she just followed her desires and came here.\So hey, why do you want to save your master, anyway? response:	Why wouldn't I?!
context: It's Noir Stardia!\Wh-What are you doing here?!\My job is to eliminate any intruders that come to the 15th floor,\but I don't really care about that anymore.\She copied Master's personality, so she's too uninhibited.\That must be why she just followed her desires and came here.\So hey, why do you want to save your master, anyway?\Why wouldn't I?! response:	Being stuck there for 200 years is just too painful!
context: Wh-What are you doing here?!\My job is to eliminate any intruders that come to the 15th floor,\but I don't really care about that anymore.\She copied Master's personality, so she's too uninhibited.\That must be why she just followed her desires and came here.\So hey, why do you want to save your master, anyway?\Why wouldn't I?!\Being stuck there for 200 years is just too painful! response:	I want Master to be free!
context: My job is to eliminate any intruders that come to the 15th floor,\but I don't really care about that anymore.\She copied Master's personality, so she's too uninhibited.\That must be why she just followed her desires and came here.\So hey, why do you want to save your master, anyway?\Why wouldn't I?!\Being stuck there for 200 years is just too painful!\I want Master to be free! response:	Well, yeah. She's more than just bound there.
context: but I don't really care about that anymore.\She copied Master's personality, so she's too uninhibited.\That must be why she just followed her desires and came here.\So hey, why do you want to save your master, anyway?\Why wouldn't I?!\Being stuck there for 200 years is just too painful!\I want Master to be free!\Well, yeah. She's more than just bound there. response:	The pain's pretty intense, too.
context: She copied Master's personality, so she's too uninhibited.\That must be why she just followed her desires and came here.\So hey, why do you want to save your master, anyway?\Why wouldn't I?!\Being stuck there for 200 years is just too painful!\I want Master to be free!\Well, yeah. She's more than just bound there.\The pain's pretty intense, too. response:	I make her suffer excruciating pain regularly
context: That must be why she just followed her desires and came here.\So hey, why do you want to save your master, anyway?\Why wouldn't I?!\Being stuck there for 200 years is just too painful!\I want Master to be free!\Well, yeah. She's more than just bound there.\The pain's pretty intense, too.\I make her suffer excruciating pain regularly response:	and collect information from how she reacts.
context: So hey, why do you want to save your master, anyway?\Why wouldn't I?!\Being stuck there for 200 years is just too painful!\I want Master to be free!\Well, yeah. She's more than just bound there.\The pain's pretty intense, too.\I make her suffer excruciating pain regularly\and collect information from how she reacts. response:	B-But that's...
context: Why wouldn't I?!\Being stuck there for 200 years is just too painful!\I want Master to be free!\Well, yeah. She's more than just bound there.\The pain's pretty intense, too.\I make her suffer excruciating pain regularly\and collect information from how she reacts.\B-But that's... response:	You mad? Aw, you're adorable!
context: Being stuck there for 200 years is just too painful!\I want Master to be free!\Well, yeah. She's more than just bound there.\The pain's pretty intense, too.\I make her suffer excruciating pain regularly\and collect information from how she reacts.\B-But that's...\You mad? Aw, you're adorable! response:	Screw you!
context: I want Master to be free!\Well, yeah. She's more than just bound there.\The pain's pretty intense, too.\I make her suffer excruciating pain regularly\and collect information from how she reacts.\B-But that's...\You mad? Aw, you're adorable!\Screw you! response:	I'll sacrifice Passive Defense, Blinding Light, and Night Vision to create...
context: Well, yeah. She's more than just bound there.\The pain's pretty intense, too.\I make her suffer excruciating pain regularly\and collect information from how she reacts.\B-But that's...\You mad? Aw, you're adorable!\Screw you!\I'll sacrifice Passive Defense, Blinding Light, and Night Vision to create... response:	Sacrifice!
context: The pain's pretty intense, too.\I make her suffer excruciating pain regularly\and collect information from how she reacts.\B-But that's...\You mad? Aw, you're adorable!\Screw you!\I'll sacrifice Passive Defense, Blinding Light, and Night Vision to create...\Sacrifice! response:	I-Is this the effect of Sacrifice?
context: I make her suffer excruciating pain regularly\and collect information from how she reacts.\B-But that's...\You mad? Aw, you're adorable!\Screw you!\I'll sacrifice Passive Defense, Blinding Light, and Night Vision to create...\Sacrifice!\I-Is this the effect of Sacrifice? response:	Wait, isn't that skill
context: and collect information from how she reacts.\B-But that's...\You mad? Aw, you're adorable!\Screw you!\I'll sacrifice Passive Defense, Blinding Light, and Night Vision to create...\Sacrifice!\I-Is this the effect of Sacrifice?\Wait, isn't that skill response:	I can do this!
context: B-But that's...\You mad? Aw, you're adorable!\Screw you!\I'll sacrifice Passive Defense, Blinding Light, and Night Vision to create...\Sacrifice!\I-Is this the effect of Sacrifice?\Wait, isn't that skill\I can do this! response:	You're mine!
context: You mad? Aw, you're adorable!\Screw you!\I'll sacrifice Passive Defense, Blinding Light, and Night Vision to create...\Sacrifice!\I-Is this the effect of Sacrifice?\Wait, isn't that skill\I can do this!\You're mine! response:	Damn, you're fast!
context: Screw you!\I'll sacrifice Passive Defense, Blinding Light, and Night Vision to create...\Sacrifice!\I-Is this the effect of Sacrifice?\Wait, isn't that skill\I can do this!\You're mine!\Damn, you're fast! response:	Is that what you thought I'd say?
context: I'll sacrifice Passive Defense, Blinding Light, and Night Vision to create...\Sacrifice!\I-Is this the effect of Sacrifice?\Wait, isn't that skill\I can do this!\You're mine!\Damn, you're fast!\Is that what you thought I'd say? response:	Huh? I felt Noir's consciousness just now...
context: Sacrifice!\I-Is this the effect of Sacrifice?\Wait, isn't that skill\I can do this!\You're mine!\Damn, you're fast!\Is that what you thought I'd say?\Huh? I felt Noir's consciousness just now... response:	That wasn't a fatal blow...
context: I-Is this the effect of Sacrifice?\Wait, isn't that skill\I can do this!\You're mine!\Damn, you're fast!\Is that what you thought I'd say?\Huh? I felt Noir's consciousness just now...\That wasn't a fatal blow... response:	This isn't enough for me to... lose!
context: Wait, isn't that skill\I can do this!\You're mine!\Damn, you're fast!\Is that what you thought I'd say?\Huh? I felt Noir's consciousness just now...\That wasn't a fatal blow...\This isn't enough for me to... lose! response:	Wh-What... My body...
context: I can do this!\You're mine!\Damn, you're fast!\Is that what you thought I'd say?\Huh? I felt Noir's consciousness just now...\That wasn't a fatal blow...\This isn't enough for me to... lose!\Wh-What... My body... response:	You need to use Discerning Eye!
context: You're mine!\Damn, you're fast!\Is that what you thought I'd say?\Huh? I felt Noir's consciousness just now...\That wasn't a fatal blow...\This isn't enough for me to... lose!\Wh-What... My body...\You need to use Discerning Eye! response:	I Got Creative and made it!
context: Damn, you're fast!\Is that what you thought I'd say?\Huh? I felt Noir's consciousness just now...\That wasn't a fatal blow...\This isn't enough for me to... lose!\Wh-What... My body...\You need to use Discerning Eye!\I Got Creative and made it! response:	Wait...
context: Is that what you thought I'd say?\Huh? I felt Noir's consciousness just now...\That wasn't a fatal blow...\This isn't enough for me to... lose!\Wh-What... My body...\You need to use Discerning Eye!\I Got Creative and made it!\Wait... response:	Skills Skills Skills
context: Huh? I felt Noir's consciousness just now...\That wasn't a fatal blow...\This isn't enough for me to... lose!\Wh-What... My body...\You need to use Discerning Eye!\I Got Creative and made it!\Wait...\Skills Skills Skills response:	Th-That sword... It has a lightning attribute?!
context: That wasn't a fatal blow...\This isn't enough for me to... lose!\Wh-What... My body...\You need to use Discerning Eye!\I Got Creative and made it!\Wait...\Skills Skills Skills\Th-That sword... It has a lightning attribute?! response:	This is honestly a pain, so I'm going to end it now.
context: This isn't enough for me to... lose!\Wh-What... My body...\You need to use Discerning Eye!\I Got Creative and made it!\Wait...\Skills Skills Skills\Th-That sword... It has a lightning attribute?!\This is honestly a pain, so I'm going to end it now. response:	Noir...
context: Wh-What... My body...\You need to use Discerning Eye!\I Got Creative and made it!\Wait...\Skills Skills Skills\Th-That sword... It has a lightning attribute?!\This is honestly a pain, so I'm going to end it now.\Noir... response:	Don't go dying on me.
context: You need to use Discerning Eye!\I Got Creative and made it!\Wait...\Skills Skills Skills\Th-That sword... It has a lightning attribute?!\This is honestly a pain, so I'm going to end it now.\Noir...\Don't go dying on me. response:	I win!
context: I Got Creative and made it!\Wait...\Skills Skills Skills\Th-That sword... It has a lightning attribute?!\This is honestly a pain, so I'm going to end it now.\Noir...\Don't go dying on me.\I win! response:	Next time, A Battle I Can't Lose.
context: Wait...\Skills Skills Skills\Th-That sword... It has a lightning attribute?!\This is honestly a pain, so I'm going to end it now.\Noir...\Don't go dying on me.\I win!\Next time, A Battle I Can't Lose. response:	Illustration: Hino Tomoyuki
