context: Why are you still alive? response:	Are you trying to atone?
context: I'm not sure.\What are you doing out here?!\Hey!\Wh-What is this thing?!\What is that?\Oh, you're awake?\Would you like something to eat?\You're just gonna go back to sleep?! response:	What are you doing here?
context: What are you doing out here?!\Hey!\Wh-What is this thing?!\What is that?\Oh, you're awake?\Would you like something to eat?\You're just gonna go back to sleep?!\What are you doing here? response:	This is my apartment.
context: Hey!\Wh-What is this thing?!\What is that?\Oh, you're awake?\Would you like something to eat?\You're just gonna go back to sleep?!\What are you doing here?\This is my apartment. response:	Then what am I doing here?
context: Wh-What is this thing?!\What is that?\Oh, you're awake?\Would you like something to eat?\You're just gonna go back to sleep?!\What are you doing here?\This is my apartment.\Then what am I doing here? response:	I carried you here!
context: What is that?\Oh, you're awake?\Would you like something to eat?\You're just gonna go back to sleep?!\What are you doing here?\This is my apartment.\Then what am I doing here?\I carried you here! response:	You abducted me?
context: Oh, you're awake?\Would you like something to eat?\You're just gonna go back to sleep?!\What are you doing here?\This is my apartment.\Then what am I doing here?\I carried you here!\You abducted me? response:	I saved you!
context: Would you like something to eat?\You're just gonna go back to sleep?!\What are you doing here?\This is my apartment.\Then what am I doing here?\I carried you here!\You abducted me?\I saved you! response:	It's yours if you want it.
context: You're just gonna go back to sleep?!\What are you doing here?\This is my apartment.\Then what am I doing here?\I carried you here!\You abducted me?\I saved you!\It's yours if you want it. response:	But man, that weapon is something else!
context: What are you doing here?\This is my apartment.\Then what am I doing here?\I carried you here!\You abducted me?\I saved you!\It's yours if you want it.\But man, that weapon is something else! response:	Even I was able to defeat a demon.
context: This is my apartment.\Then what am I doing here?\I carried you here!\You abducted me?\I saved you!\It's yours if you want it.\But man, that weapon is something else!\Even I was able to defeat a demon. response:	You used it?
context: Then what am I doing here?\I carried you here!\You abducted me?\I saved you!\It's yours if you want it.\But man, that weapon is something else!\Even I was able to defeat a demon.\You used it? response:	We were in a tight spot.
context: I carried you here!\You abducted me?\I saved you!\It's yours if you want it.\But man, that weapon is something else!\Even I was able to defeat a demon.\You used it?\We were in a tight spot. response:	Here, this is the demon I defeated.
context: You abducted me?\I saved you!\It's yours if you want it.\But man, that weapon is something else!\Even I was able to defeat a demon.\You used it?\We were in a tight spot.\Here, this is the demon I defeated. response:	This sucks.
context: I saved you!\It's yours if you want it.\But man, that weapon is something else!\Even I was able to defeat a demon.\You used it?\We were in a tight spot.\Here, this is the demon I defeated.\This sucks. response:	Then don't eat it!
context: It's yours if you want it.\But man, that weapon is something else!\Even I was able to defeat a demon.\You used it?\We were in a tight spot.\Here, this is the demon I defeated.\This sucks.\Then don't eat it! response:	Sheesh!
context: But man, that weapon is something else!\Even I was able to defeat a demon.\You used it?\We were in a tight spot.\Here, this is the demon I defeated.\This sucks.\Then don't eat it!\Sheesh! response:	There must be something wrong with your taste buds.
context: Even I was able to defeat a demon.\You used it?\We were in a tight spot.\Here, this is the demon I defeated.\This sucks.\Then don't eat it!\Sheesh!\There must be something wrong with your taste buds. response:	What are you doing?
context: You used it?\We were in a tight spot.\Here, this is the demon I defeated.\This sucks.\Then don't eat it!\Sheesh!\There must be something wrong with your taste buds.\What are you doing? response:	It grows stronger when you feed it demons.
context: We were in a tight spot.\Here, this is the demon I defeated.\This sucks.\Then don't eat it!\Sheesh!\There must be something wrong with your taste buds.\What are you doing?\It grows stronger when you feed it demons. response:	So that's why you've been going around and defeating demons?
context: Here, this is the demon I defeated.\This sucks.\Then don't eat it!\Sheesh!\There must be something wrong with your taste buds.\What are you doing?\It grows stronger when you feed it demons.\So that's why you've been going around and defeating demons? response:	Is it all so you can defeat Kuriyama-san?
context: This sucks.\Then don't eat it!\Sheesh!\There must be something wrong with your taste buds.\What are you doing?\It grows stronger when you feed it demons.\So that's why you've been going around and defeating demons?\Is it all so you can defeat Kuriyama-san? response:	What will defeating her accomplish?
context: Then don't eat it!\Sheesh!\There must be something wrong with your taste buds.\What are you doing?\It grows stronger when you feed it demons.\So that's why you've been going around and defeating demons?\Is it all so you can defeat Kuriyama-san?\What will defeating her accomplish? response:	If I defeat Kuriyama Mirai...
context: Sheesh!\There must be something wrong with your taste buds.\What are you doing?\It grows stronger when you feed it demons.\So that's why you've been going around and defeating demons?\Is it all so you can defeat Kuriyama-san?\What will defeating her accomplish?\If I defeat Kuriyama Mirai... response:	I will get to keep this.
context: There must be something wrong with your taste buds.\What are you doing?\It grows stronger when you feed it demons.\So that's why you've been going around and defeating demons?\Is it all so you can defeat Kuriyama-san?\What will defeating her accomplish?\If I defeat Kuriyama Mirai...\I will get to keep this. response:	It isn't yours?
context: What are you doing?\It grows stronger when you feed it demons.\So that's why you've been going around and defeating demons?\Is it all so you can defeat Kuriyama-san?\What will defeating her accomplish?\If I defeat Kuriyama Mirai...\I will get to keep this.\It isn't yours? response:	I'm borrowing it...
context: It grows stronger when you feed it demons.\So that's why you've been going around and defeating demons?\Is it all so you can defeat Kuriyama-san?\What will defeating her accomplish?\If I defeat Kuriyama Mirai...\I will get to keep this.\It isn't yours?\I'm borrowing it... response:	under the condition that I use it to kill Kuriyama Mirai.
context: So that's why you've been going around and defeating demons?\Is it all so you can defeat Kuriyama-san?\What will defeating her accomplish?\If I defeat Kuriyama Mirai...\I will get to keep this.\It isn't yours?\I'm borrowing it...\under the condition that I use it to kill Kuriyama Mirai. response:	Who gave it to you?
context: Is it all so you can defeat Kuriyama-san?\What will defeating her accomplish?\If I defeat Kuriyama Mirai...\I will get to keep this.\It isn't yours?\I'm borrowing it...\under the condition that I use it to kill Kuriyama Mirai.\Who gave it to you? response:	A man?
context: What will defeating her accomplish?\If I defeat Kuriyama Mirai...\I will get to keep this.\It isn't yours?\I'm borrowing it...\under the condition that I use it to kill Kuriyama Mirai.\Who gave it to you?\A man? response:	You don't know?!
context: If I defeat Kuriyama Mirai...\I will get to keep this.\It isn't yours?\I'm borrowing it...\under the condition that I use it to kill Kuriyama Mirai.\Who gave it to you?\A man?\You don't know?! response:	My older sister's goal was to become a respectable Exterminator.
context: I will get to keep this.\It isn't yours?\I'm borrowing it...\under the condition that I use it to kill Kuriyama Mirai.\Who gave it to you?\A man?\You don't know?!\My older sister's goal was to become a respectable Exterminator. response:	For me to realize that goal, I need this power.
context: It isn't yours?\I'm borrowing it...\under the condition that I use it to kill Kuriyama Mirai.\Who gave it to you?\A man?\You don't know?!\My older sister's goal was to become a respectable Exterminator.\For me to realize that goal, I need this power. response:	Can you handle that?
context: I'm borrowing it...\under the condition that I use it to kill Kuriyama Mirai.\Who gave it to you?\A man?\You don't know?!\My older sister's goal was to become a respectable Exterminator.\For me to realize that goal, I need this power.\Can you handle that? response:	As that weapon grows stronger,
context: under the condition that I use it to kill Kuriyama Mirai.\Who gave it to you?\A man?\You don't know?!\My older sister's goal was to become a respectable Exterminator.\For me to realize that goal, I need this power.\Can you handle that?\As that weapon grows stronger, response:	won't it require more power from the Exterminator who wields it?
context: Who gave it to you?\A man?\You don't know?!\My older sister's goal was to become a respectable Exterminator.\For me to realize that goal, I need this power.\Can you handle that?\As that weapon grows stronger,\won't it require more power from the Exterminator who wields it? response:	When I held it earlier, it drained a massive amount of my energy.
context: A man?\You don't know?!\My older sister's goal was to become a respectable Exterminator.\For me to realize that goal, I need this power.\Can you handle that?\As that weapon grows stronger,\won't it require more power from the Exterminator who wields it?\When I held it earlier, it drained a massive amount of my energy. response:	Senpai! It's me, Mirai!
context: You don't know?!\My older sister's goal was to become a respectable Exterminator.\For me to realize that goal, I need this power.\Can you handle that?\As that weapon grows stronger,\won't it require more power from the Exterminator who wields it?\When I held it earlier, it drained a massive amount of my energy.\Senpai! It's me, Mirai! response:	K-Kuriyama-san?
context: My older sister's goal was to become a respectable Exterminator.\For me to realize that goal, I need this power.\Can you handle that?\As that weapon grows stronger,\won't it require more power from the Exterminator who wields it?\When I held it earlier, it drained a massive amount of my energy.\Senpai! It's me, Mirai!\K-Kuriyama-san? response:	Stop! Do you plan on trashing my home?
context: For me to realize that goal, I need this power.\Can you handle that?\As that weapon grows stronger,\won't it require more power from the Exterminator who wields it?\When I held it earlier, it drained a massive amount of my energy.\Senpai! It's me, Mirai!\K-Kuriyama-san?\Stop! Do you plan on trashing my home? response:	I don't care.
context: Can you handle that?\As that weapon grows stronger,\won't it require more power from the Exterminator who wields it?\When I held it earlier, it drained a massive amount of my energy.\Senpai! It's me, Mirai!\K-Kuriyama-san?\Stop! Do you plan on trashing my home?\I don't care. response:	Yeah, well I care!
context: As that weapon grows stronger,\won't it require more power from the Exterminator who wields it?\When I held it earlier, it drained a massive amount of my energy.\Senpai! It's me, Mirai!\K-Kuriyama-san?\Stop! Do you plan on trashing my home?\I don't care.\Yeah, well I care! response:	Senpai?
context: won't it require more power from the Exterminator who wields it?\When I held it earlier, it drained a massive amount of my energy.\Senpai! It's me, Mirai!\K-Kuriyama-san?\Stop! Do you plan on trashing my home?\I don't care.\Yeah, well I care!\Senpai? response:	U-Uh, sorry! I was in the bath. Gimme a sec!
context: When I held it earlier, it drained a massive amount of my energy.\Senpai! It's me, Mirai!\K-Kuriyama-san?\Stop! Do you plan on trashing my home?\I don't care.\Yeah, well I care!\Senpai?\U-Uh, sorry! I was in the bath. Gimme a sec! response:	Give that back.
context: Senpai! It's me, Mirai!\K-Kuriyama-san?\Stop! Do you plan on trashing my home?\I don't care.\Yeah, well I care!\Senpai?\U-Uh, sorry! I was in the bath. Gimme a sec!\Give that back. response:	Senpai?
context: K-Kuriyama-san?\Stop! Do you plan on trashing my home?\I don't care.\Yeah, well I care!\Senpai?\U-Uh, sorry! I was in the bath. Gimme a sec!\Give that back.\Senpai? response:	Hide in here!
context: Stop! Do you plan on trashing my home?\I don't care.\Yeah, well I care!\Senpai?\U-Uh, sorry! I was in the bath. Gimme a sec!\Give that back.\Senpai?\Hide in here! response:	You don't want to fight when you're completely exhausted, do you?
context: I don't care.\Yeah, well I care!\Senpai?\U-Uh, sorry! I was in the bath. Gimme a sec!\Give that back.\Senpai?\Hide in here!\You don't want to fight when you're completely exhausted, do you? response:	Sorry! Is there a problem?
context: Yeah, well I care!\Senpai?\U-Uh, sorry! I was in the bath. Gimme a sec!\Give that back.\Senpai?\Hide in here!\You don't want to fight when you're completely exhausted, do you?\Sorry! Is there a problem? response:	No, I found this and thought you might have forgotten it.
context: Senpai?\U-Uh, sorry! I was in the bath. Gimme a sec!\Give that back.\Senpai?\Hide in here!\You don't want to fight when you're completely exhausted, do you?\Sorry! Is there a problem?\No, I found this and thought you might have forgotten it. response:	Oh, I didn't even notice! Thank
context: U-Uh, sorry! I was in the bath. Gimme a sec!\Give that back.\Senpai?\Hide in here!\You don't want to fight when you're completely exhausted, do you?\Sorry! Is there a problem?\No, I found this and thought you might have forgotten it.\Oh, I didn't even notice! Thank response:	Do you have a guest? Is someone visiting?
context: Give that back.\Senpai?\Hide in here!\You don't want to fight when you're completely exhausted, do you?\Sorry! Is there a problem?\No, I found this and thought you might have forgotten it.\Oh, I didn't even notice! Thank\Do you have a guest? Is someone visiting? response:	No, no one's
context: Senpai?\Hide in here!\You don't want to fight when you're completely exhausted, do you?\Sorry! Is there a problem?\No, I found this and thought you might have forgotten it.\Oh, I didn't even notice! Thank\Do you have a guest? Is someone visiting?\No, no one's response:	Ah, look, it's not what you think.
context: Hide in here!\You don't want to fight when you're completely exhausted, do you?\Sorry! Is there a problem?\No, I found this and thought you might have forgotten it.\Oh, I didn't even notice! Thank\Do you have a guest? Is someone visiting?\No, no one's\Ah, look, it's not what you think. response:	Th-Those are...
context: You don't want to fight when you're completely exhausted, do you?\Sorry! Is there a problem?\No, I found this and thought you might have forgotten it.\Oh, I didn't even notice! Thank\Do you have a guest? Is someone visiting?\No, no one's\Ah, look, it's not what you think.\Th-Those are... response:	Senpai, aren't you an only child?
context: Sorry! Is there a problem?\No, I found this and thought you might have forgotten it.\Oh, I didn't even notice! Thank\Do you have a guest? Is someone visiting?\No, no one's\Ah, look, it's not what you think.\Th-Those are...\Senpai, aren't you an only child? response:	You don't have any little sisters,
context: No, I found this and thought you might have forgotten it.\Oh, I didn't even notice! Thank\Do you have a guest? Is someone visiting?\No, no one's\Ah, look, it's not what you think.\Th-Those are...\Senpai, aren't you an only child?\You don't have any little sisters, response:	little brothers, cousins, or second cousins, do you?
context: Oh, I didn't even notice! Thank\Do you have a guest? Is someone visiting?\No, no one's\Ah, look, it's not what you think.\Th-Those are...\Senpai, aren't you an only child?\You don't have any little sisters,\little brothers, cousins, or second cousins, do you? response:	Judging by their size, those shoes belong to a young lady, don't they?
context: Do you have a guest? Is someone visiting?\No, no one's\Ah, look, it's not what you think.\Th-Those are...\Senpai, aren't you an only child?\You don't have any little sisters,\little brothers, cousins, or second cousins, do you?\Judging by their size, those shoes belong to a young lady, don't they? response:	Don't jump to conclusions!
context: No, no one's\Ah, look, it's not what you think.\Th-Those are...\Senpai, aren't you an only child?\You don't have any little sisters,\little brothers, cousins, or second cousins, do you?\Judging by their size, those shoes belong to a young lady, don't they?\Don't jump to conclusions! response:	When a high school boy lives by himself,
context: Ah, look, it's not what you think.\Th-Those are...\Senpai, aren't you an only child?\You don't have any little sisters,\little brothers, cousins, or second cousins, do you?\Judging by their size, those shoes belong to a young lady, don't they?\Don't jump to conclusions!\When a high school boy lives by himself, response:	it may be normal for him to do stuff like this.
context: Th-Those are...\Senpai, aren't you an only child?\You don't have any little sisters,\little brothers, cousins, or second cousins, do you?\Judging by their size, those shoes belong to a young lady, don't they?\Don't jump to conclusions!\When a high school boy lives by himself,\it may be normal for him to do stuff like this. response:	But I still don't think it's appropriate!
context: Senpai, aren't you an only child?\You don't have any little sisters,\little brothers, cousins, or second cousins, do you?\Judging by their size, those shoes belong to a young lady, don't they?\Don't jump to conclusions!\When a high school boy lives by himself,\it may be normal for him to do stuff like this.\But I still don't think it's appropriate! response:	I'm really not sure if it's appropriate or not!
context: You don't have any little sisters,\little brothers, cousins, or second cousins, do you?\Judging by their size, those shoes belong to a young lady, don't they?\Don't jump to conclusions!\When a high school boy lives by himself,\it may be normal for him to do stuff like this.\But I still don't think it's appropriate!\I'm really not sure if it's appropriate or not! response:	You get flamed because you always post without thinking about what you're writing first!
context: little brothers, cousins, or second cousins, do you?\Judging by their size, those shoes belong to a young lady, don't they?\Don't jump to conclusions!\When a high school boy lives by himself,\it may be normal for him to do stuff like this.\But I still don't think it's appropriate!\I'm really not sure if it's appropriate or not!\You get flamed because you always post without thinking about what you're writing first! response:	Who is it?
context: Judging by their size, those shoes belong to a young lady, don't they?\Don't jump to conclusions!\When a high school boy lives by himself,\it may be normal for him to do stuff like this.\But I still don't think it's appropriate!\I'm really not sure if it's appropriate or not!\You get flamed because you always post without thinking about what you're writing first!\Who is it? response:	I bet it's Mitsuki-senpai! It is, isn't it?
context: Don't jump to conclusions!\When a high school boy lives by himself,\it may be normal for him to do stuff like this.\But I still don't think it's appropriate!\I'm really not sure if it's appropriate or not!\You get flamed because you always post without thinking about what you're writing first!\Who is it?\I bet it's Mitsuki-senpai! It is, isn't it? response:	You two are making fun of me behind my back, right?!
context: When a high school boy lives by himself,\it may be normal for him to do stuff like this.\But I still don't think it's appropriate!\I'm really not sure if it's appropriate or not!\You get flamed because you always post without thinking about what you're writing first!\Who is it?\I bet it's Mitsuki-senpai! It is, isn't it?\You two are making fun of me behind my back, right?! response:	We are not!
context: it may be normal for him to do stuff like this.\But I still don't think it's appropriate!\I'm really not sure if it's appropriate or not!\You get flamed because you always post without thinking about what you're writing first!\Who is it?\I bet it's Mitsuki-senpai! It is, isn't it?\You two are making fun of me behind my back, right?!\We are not! response:	There's no way it'd be Mitsuki!
context: But I still don't think it's appropriate!\I'm really not sure if it's appropriate or not!\You get flamed because you always post without thinking about what you're writing first!\Who is it?\I bet it's Mitsuki-senpai! It is, isn't it?\You two are making fun of me behind my back, right?!\We are not!\There's no way it'd be Mitsuki! response:	So it's Ayaka-san? Or Ai-chan?
context: I'm really not sure if it's appropriate or not!\You get flamed because you always post without thinking about what you're writing first!\Who is it?\I bet it's Mitsuki-senpai! It is, isn't it?\You two are making fun of me behind my back, right?!\We are not!\There's no way it'd be Mitsuki!\So it's Ayaka-san? Or Ai-chan? response:	You mustn't! They're demons, you know!
context: You get flamed because you always post without thinking about what you're writing first!\Who is it?\I bet it's Mitsuki-senpai! It is, isn't it?\You two are making fun of me behind my back, right?!\We are not!\There's no way it'd be Mitsuki!\So it's Ayaka-san? Or Ai-chan?\You mustn't! They're demons, you know! response:	Reel in your imagination and get it under control!
context: Who is it?\I bet it's Mitsuki-senpai! It is, isn't it?\You two are making fun of me behind my back, right?!\We are not!\There's no way it'd be Mitsuki!\So it's Ayaka-san? Or Ai-chan?\You mustn't! They're demons, you know!\Reel in your imagination and get it under control! response:	N-Ninomiya-sensei?!
context: I bet it's Mitsuki-senpai! It is, isn't it?\You two are making fun of me behind my back, right?!\We are not!\There's no way it'd be Mitsuki!\So it's Ayaka-san? Or Ai-chan?\You mustn't! They're demons, you know!\Reel in your imagination and get it under control!\N-Ninomiya-sensei?! response:	No way!
context: You two are making fun of me behind my back, right?!\We are not!\There's no way it'd be Mitsuki!\So it's Ayaka-san? Or Ai-chan?\You mustn't! They're demons, you know!\Reel in your imagination and get it under control!\N-Ninomiya-sensei?!\No way! response:	Then could it be...
context: We are not!\There's no way it'd be Mitsuki!\So it's Ayaka-san? Or Ai-chan?\You mustn't! They're demons, you know!\Reel in your imagination and get it under control!\N-Ninomiya-sensei?!\No way!\Then could it be... response:	H-Hiromi-senpai?!
context: There's no way it'd be Mitsuki!\So it's Ayaka-san? Or Ai-chan?\You mustn't! They're demons, you know!\Reel in your imagination and get it under control!\N-Ninomiya-sensei?!\No way!\Then could it be...\H-Hiromi-senpai?! response:	Akkey, does he think your waist is more than just warm?!
context: So it's Ayaka-san? Or Ai-chan?\You mustn't! They're demons, you know!\Reel in your imagination and get it under control!\N-Ninomiya-sensei?!\No way!\Then could it be...\H-Hiromi-senpai?!\Akkey, does he think your waist is more than just warm?! response:	How obscene! How unpleasant!
context: You mustn't! They're demons, you know!\Reel in your imagination and get it under control!\N-Ninomiya-sensei?!\No way!\Then could it be...\H-Hiromi-senpai?!\Akkey, does he think your waist is more than just warm?!\How obscene! How unpleasant! response:	How unpleasantly obscene!
context: Reel in your imagination and get it under control!\N-Ninomiya-sensei?!\No way!\Then could it be...\H-Hiromi-senpai?!\Akkey, does he think your waist is more than just warm?!\How obscene! How unpleasant!\How unpleasantly obscene! response:	Give me a break.
context: N-Ninomiya-sensei?!\No way!\Then could it be...\H-Hiromi-senpai?!\Akkey, does he think your waist is more than just warm?!\How obscene! How unpleasant!\How unpleasantly obscene!\Give me a break. response:	Then who is it?
context: No way!\Then could it be...\H-Hiromi-senpai?!\Akkey, does he think your waist is more than just warm?!\How obscene! How unpleasant!\How unpleasantly obscene!\Give me a break.\Then who is it? response:	It's Sakura.
context: Then could it be...\H-Hiromi-senpai?!\Akkey, does he think your waist is more than just warm?!\How obscene! How unpleasant!\How unpleasantly obscene!\Give me a break.\Then who is it?\It's Sakura. response:	Sakura?
context: H-Hiromi-senpai?!\Akkey, does he think your waist is more than just warm?!\How obscene! How unpleasant!\How unpleasantly obscene!\Give me a break.\Then who is it?\It's Sakura.\Sakura? response:	Two sheep, three sheep, four sheep...
context: Akkey, does he think your waist is more than just warm?!\How obscene! How unpleasant!\How unpleasantly obscene!\Give me a break.\Then who is it?\It's Sakura.\Sakura?\Two sheep, three sheep, four sheep... response:	Calm down!
context: How obscene! How unpleasant!\How unpleasantly obscene!\Give me a break.\Then who is it?\It's Sakura.\Sakura?\Two sheep, three sheep, four sheep...\Calm down! response:	Please don't interrupt me.
context: How unpleasantly obscene!\Give me a break.\Then who is it?\It's Sakura.\Sakura?\Two sheep, three sheep, four sheep...\Calm down!\Please don't interrupt me. response:	Eleven sheep... Um, uh...
context: Give me a break.\Then who is it?\It's Sakura.\Sakura?\Two sheep, three sheep, four sheep...\Calm down!\Please don't interrupt me.\Eleven sheep... Um, uh... response:	She was injured and fell unconscious.
context: Then who is it?\It's Sakura.\Sakura?\Two sheep, three sheep, four sheep...\Calm down!\Please don't interrupt me.\Eleven sheep... Um, uh...\She was injured and fell unconscious. response:	I was just making sure she was okay!
context: It's Sakura.\Sakura?\Two sheep, three sheep, four sheep...\Calm down!\Please don't interrupt me.\Eleven sheep... Um, uh...\She was injured and fell unconscious.\I was just making sure she was okay! response:	Sakura...
context: Sakura?\Two sheep, three sheep, four sheep...\Calm down!\Please don't interrupt me.\Eleven sheep... Um, uh...\She was injured and fell unconscious.\I was just making sure she was okay!\Sakura... response:	Kuriyama Mirai...
context: Two sheep, three sheep, four sheep...\Calm down!\Please don't interrupt me.\Eleven sheep... Um, uh...\She was injured and fell unconscious.\I was just making sure she was okay!\Sakura...\Kuriyama Mirai... response:	Good morning.
context: Calm down!\Please don't interrupt me.\Eleven sheep... Um, uh...\She was injured and fell unconscious.\I was just making sure she was okay!\Sakura...\Kuriyama Mirai...\Good morning. response:	Today I'd like to introduce our new transfer student.
context: Please don't interrupt me.\Eleven sheep... Um, uh...\She was injured and fell unconscious.\I was just making sure she was okay!\Sakura...\Kuriyama Mirai...\Good morning.\Today I'd like to introduce our new transfer student. response:	Inami Sakura
context: Eleven sheep... Um, uh...\She was injured and fell unconscious.\I was just making sure she was okay!\Sakura...\Kuriyama Mirai...\Good morning.\Today I'd like to introduce our new transfer student.\Inami Sakura response:	I'm Sakura Inami.
context: She was injured and fell unconscious.\I was just making sure she was okay!\Sakura...\Kuriyama Mirai...\Good morning.\Today I'd like to introduce our new transfer student.\Inami Sakura\I'm Sakura Inami. response:	Akkey...
context: I was just making sure she was okay!\Sakura...\Kuriyama Mirai...\Good morning.\Today I'd like to introduce our new transfer student.\Inami Sakura\I'm Sakura Inami.\Akkey... response:	Actually, maybe I should refer to you as Creepy instead.
context: Sakura...\Kuriyama Mirai...\Good morning.\Today I'd like to introduce our new transfer student.\Inami Sakura\I'm Sakura Inami.\Akkey...\Actually, maybe I should refer to you as Creepy instead. response:	I already told you, I'm just keeping watch!
context: Kuriyama Mirai...\Good morning.\Today I'd like to introduce our new transfer student.\Inami Sakura\I'm Sakura Inami.\Akkey...\Actually, maybe I should refer to you as Creepy instead.\I already told you, I'm just keeping watch! response:	Besides, I'm not a fan of girls when they're by the pool.
context: Good morning.\Today I'd like to introduce our new transfer student.\Inami Sakura\I'm Sakura Inami.\Akkey...\Actually, maybe I should refer to you as Creepy instead.\I already told you, I'm just keeping watch!\Besides, I'm not a fan of girls when they're by the pool. response:	Why not?
context: Today I'd like to introduce our new transfer student.\Inami Sakura\I'm Sakura Inami.\Akkey...\Actually, maybe I should refer to you as Creepy instead.\I already told you, I'm just keeping watch!\Besides, I'm not a fan of girls when they're by the pool.\Why not? response:	Because the bespectacled beauty, Kuriyama-san,
context: Inami Sakura\I'm Sakura Inami.\Akkey...\Actually, maybe I should refer to you as Creepy instead.\I already told you, I'm just keeping watch!\Besides, I'm not a fan of girls when they're by the pool.\Why not?\Because the bespectacled beauty, Kuriyama-san, response:	has to take off her glasses, along with all of the other bespectacled first-year beauties!
context: I'm Sakura Inami.\Akkey...\Actually, maybe I should refer to you as Creepy instead.\I already told you, I'm just keeping watch!\Besides, I'm not a fan of girls when they're by the pool.\Why not?\Because the bespectacled beauty, Kuriyama-san,\has to take off her glasses, along with all of the other bespectacled first-year beauties! response:	But they have those water-proof glasses.
context: Akkey...\Actually, maybe I should refer to you as Creepy instead.\I already told you, I'm just keeping watch!\Besides, I'm not a fan of girls when they're by the pool.\Why not?\Because the bespectacled beauty, Kuriyama-san,\has to take off her glasses, along with all of the other bespectacled first-year beauties!\But they have those water-proof glasses. response:	Those are goggles!
context: Actually, maybe I should refer to you as Creepy instead.\I already told you, I'm just keeping watch!\Besides, I'm not a fan of girls when they're by the pool.\Why not?\Because the bespectacled beauty, Kuriyama-san,\has to take off her glasses, along with all of the other bespectacled first-year beauties!\But they have those water-proof glasses.\Those are goggles! response:	It truly upsets me whenever I hear people comparing those things to glasses!
context: I already told you, I'm just keeping watch!\Besides, I'm not a fan of girls when they're by the pool.\Why not?\Because the bespectacled beauty, Kuriyama-san,\has to take off her glasses, along with all of the other bespectacled first-year beauties!\But they have those water-proof glasses.\Those are goggles!\It truly upsets me whenever I hear people comparing those things to glasses! response:	An Exterminator gave it to her?
context: Besides, I'm not a fan of girls when they're by the pool.\Why not?\Because the bespectacled beauty, Kuriyama-san,\has to take off her glasses, along with all of the other bespectacled first-year beauties!\But they have those water-proof glasses.\Those are goggles!\It truly upsets me whenever I hear people comparing those things to glasses!\An Exterminator gave it to her? response:	Yeah.
context: Why not?\Because the bespectacled beauty, Kuriyama-san,\has to take off her glasses, along with all of the other bespectacled first-year beauties!\But they have those water-proof glasses.\Those are goggles!\It truly upsets me whenever I hear people comparing those things to glasses!\An Exterminator gave it to her?\Yeah. response:	In an attempt to compensate for her lack of supernatural powers,
context: Because the bespectacled beauty, Kuriyama-san,\has to take off her glasses, along with all of the other bespectacled first-year beauties!\But they have those water-proof glasses.\Those are goggles!\It truly upsets me whenever I hear people comparing those things to glasses!\An Exterminator gave it to her?\Yeah.\In an attempt to compensate for her lack of supernatural powers, response:	I think she decided to use that.
context: has to take off her glasses, along with all of the other bespectacled first-year beauties!\But they have those water-proof glasses.\Those are goggles!\It truly upsets me whenever I hear people comparing those things to glasses!\An Exterminator gave it to her?\Yeah.\In an attempt to compensate for her lack of supernatural powers,\I think she decided to use that. response:	So she's willing to go that far.
context: But they have those water-proof glasses.\Those are goggles!\It truly upsets me whenever I hear people comparing those things to glasses!\An Exterminator gave it to her?\Yeah.\In an attempt to compensate for her lack of supernatural powers,\I think she decided to use that.\So she's willing to go that far. response:	Mirai-chan!
context: Those are goggles!\It truly upsets me whenever I hear people comparing those things to glasses!\An Exterminator gave it to her?\Yeah.\In an attempt to compensate for her lack of supernatural powers,\I think she decided to use that.\So she's willing to go that far.\Mirai-chan! response:	Huh? What is it?
context: It truly upsets me whenever I hear people comparing those things to glasses!\An Exterminator gave it to her?\Yeah.\In an attempt to compensate for her lack of supernatural powers,\I think she decided to use that.\So she's willing to go that far.\Mirai-chan!\Huh? What is it? response:	Sakura-san seems to be doing okay, doesn't she?
context: An Exterminator gave it to her?\Yeah.\In an attempt to compensate for her lack of supernatural powers,\I think she decided to use that.\So she's willing to go that far.\Mirai-chan!\Huh? What is it?\Sakura-san seems to be doing okay, doesn't she? response:	Everyone said that she seemed cold,
context: Yeah.\In an attempt to compensate for her lack of supernatural powers,\I think she decided to use that.\So she's willing to go that far.\Mirai-chan!\Huh? What is it?\Sakura-san seems to be doing okay, doesn't she?\Everyone said that she seemed cold, response:	but once they tried talking to her, they found it she wasn't all that bad.
context: In an attempt to compensate for her lack of supernatural powers,\I think she decided to use that.\So she's willing to go that far.\Mirai-chan!\Huh? What is it?\Sakura-san seems to be doing okay, doesn't she?\Everyone said that she seemed cold,\but once they tried talking to her, they found it she wasn't all that bad. response:	That's how she is.
context: I think she decided to use that.\So she's willing to go that far.\Mirai-chan!\Huh? What is it?\Sakura-san seems to be doing okay, doesn't she?\Everyone said that she seemed cold,\but once they tried talking to her, they found it she wasn't all that bad.\That's how she is. response:	Sakura!
context: So she's willing to go that far.\Mirai-chan!\Huh? What is it?\Sakura-san seems to be doing okay, doesn't she?\Everyone said that she seemed cold,\but once they tried talking to her, they found it she wasn't all that bad.\That's how she is.\Sakura! response:	We're heading out right now.
context: Mirai-chan!\Huh? What is it?\Sakura-san seems to be doing okay, doesn't she?\Everyone said that she seemed cold,\but once they tried talking to her, they found it she wasn't all that bad.\That's how she is.\Sakura!\We're heading out right now. response:	I'll be waiting. I'll make dinner.
