context: Shisuda Municipal Elementary School response:	My name is Gouda Takeo.
context: Don't worry about it.\You're always baking for us.\No, please!\Letting things like this slide doesn't feel right.\Oh, okay.\Thanks, then.\It's going to be okay!\You two make a great couple, Yamato. response:	Well, thanks for the cake.
context: You're always baking for us.\No, please!\Letting things like this slide doesn't feel right.\Oh, okay.\Thanks, then.\It's going to be okay!\You two make a great couple, Yamato.\Well, thanks for the cake. response:	Oh, um...
context: No, please!\Letting things like this slide doesn't feel right.\Oh, okay.\Thanks, then.\It's going to be okay!\You two make a great couple, Yamato.\Well, thanks for the cake.\Oh, um... response:	Well, uh...
context: Letting things like this slide doesn't feel right.\Oh, okay.\Thanks, then.\It's going to be okay!\You two make a great couple, Yamato.\Well, thanks for the cake.\Oh, um...\Well, uh... response:	Can I text you again?
context: Oh, okay.\Thanks, then.\It's going to be okay!\You two make a great couple, Yamato.\Well, thanks for the cake.\Oh, um...\Well, uh...\Can I text you again? response:	Like, when I want to ask you what kind of cakes you like and stuff...
context: Thanks, then.\It's going to be okay!\You two make a great couple, Yamato.\Well, thanks for the cake.\Oh, um...\Well, uh...\Can I text you again?\Like, when I want to ask you what kind of cakes you like and stuff... response:	It's going to be okay!
context: It's going to be okay!\You two make a great couple, Yamato.\Well, thanks for the cake.\Oh, um...\Well, uh...\Can I text you again?\Like, when I want to ask you what kind of cakes you like and stuff...\It's going to be okay! response:	I get you, Yamato!
context: You two make a great couple, Yamato.\Well, thanks for the cake.\Oh, um...\Well, uh...\Can I text you again?\Like, when I want to ask you what kind of cakes you like and stuff...\It's going to be okay!\I get you, Yamato! response:	Sure!
context: Well, thanks for the cake.\Oh, um...\Well, uh...\Can I text you again?\Like, when I want to ask you what kind of cakes you like and stuff...\It's going to be okay!\I get you, Yamato!\Sure! response:	I've got your back!
context: Oh, um...\Well, uh...\Can I text you again?\Like, when I want to ask you what kind of cakes you like and stuff...\It's going to be okay!\I get you, Yamato!\Sure!\I've got your back! response:	Suna, give her your info, too!
context: Well, uh...\Can I text you again?\Like, when I want to ask you what kind of cakes you like and stuff...\It's going to be okay!\I get you, Yamato!\Sure!\I've got your back!\Suna, give her your info, too! response:	Huh, why?
context: Can I text you again?\Like, when I want to ask you what kind of cakes you like and stuff...\It's going to be okay!\I get you, Yamato!\Sure!\I've got your back!\Suna, give her your info, too!\Huh, why? response:	I mean is that okay?
context: Like, when I want to ask you what kind of cakes you like and stuff...\It's going to be okay!\I get you, Yamato!\Sure!\I've got your back!\Suna, give her your info, too!\Huh, why?\I mean is that okay? response:	I guess, sure.
context: It's going to be okay!\I get you, Yamato!\Sure!\I've got your back!\Suna, give her your info, too!\Huh, why?\I mean is that okay?\I guess, sure. response:	Oh, okay then...
context: I get you, Yamato!\Sure!\I've got your back!\Suna, give her your info, too!\Huh, why?\I mean is that okay?\I guess, sure.\Oh, okay then... response:	Did you get it?
context: Sure!\I've got your back!\Suna, give her your info, too!\Huh, why?\I mean is that okay?\I guess, sure.\Oh, okay then...\Did you get it? response:	Yeah.
context: I've got your back!\Suna, give her your info, too!\Huh, why?\I mean is that okay?\I guess, sure.\Oh, okay then...\Did you get it?\Yeah. response:	Okay, see you later.
context: Suna, give her your info, too!\Huh, why?\I mean is that okay?\I guess, sure.\Oh, okay then...\Did you get it?\Yeah.\Okay, see you later. response:	Sure.
context: Huh, why?\I mean is that okay?\I guess, sure.\Oh, okay then...\Did you get it?\Yeah.\Okay, see you later.\Sure. response:	Yamato!
context: I mean is that okay?\I guess, sure.\Oh, okay then...\Did you get it?\Yeah.\Okay, see you later.\Sure.\Yamato! response:	See you later!
context: I guess, sure.\Oh, okay then...\Did you get it?\Yeah.\Okay, see you later.\Sure.\Yamato!\See you later! response:	Yeah, till next time!
context: Oh, okay then...\Did you get it?\Yeah.\Okay, see you later.\Sure.\Yamato!\See you later!\Yeah, till next time! response:	Take care on your way home!
context: Did you get it?\Yeah.\Okay, see you later.\Sure.\Yamato!\See you later!\Yeah, till next time!\Take care on your way home! response:	Dude, not so loud.
context: Yeah.\Okay, see you later.\Sure.\Yamato!\See you later!\Yeah, till next time!\Take care on your way home!\Dude, not so loud. response:	Okay!
context: Okay, see you later.\Sure.\Yamato!\See you later!\Yeah, till next time!\Take care on your way home!\Dude, not so loud.\Okay! response:	Yamato!
context: Sure.\Yamato!\See you later!\Yeah, till next time!\Take care on your way home!\Dude, not so loud.\Okay!\Yamato! response:	Takeo-kun...
context: Yamato!\See you later!\Yeah, till next time!\Take care on your way home!\Dude, not so loud.\Okay!\Yamato!\Takeo-kun... response:	Go... Hurry!
context: See you later!\Yeah, till next time!\Take care on your way home!\Dude, not so loud.\Okay!\Yamato!\Takeo-kun...\Go... Hurry! response:	You've got this.
context: Yeah, till next time!\Take care on your way home!\Dude, not so loud.\Okay!\Yamato!\Takeo-kun...\Go... Hurry!\You've got this. response:	I see...
context: Take care on your way home!\Dude, not so loud.\Okay!\Yamato!\Takeo-kun...\Go... Hurry!\You've got this.\I see... response:	It never works because, in this kind of situation, I go to the falling beam...
context: Dude, not so loud.\Okay!\Yamato!\Takeo-kun...\Go... Hurry!\You've got this.\I see...\It never works because, in this kind of situation, I go to the falling beam... response:	That's why...
context: Okay!\Yamato!\Takeo-kun...\Go... Hurry!\You've got this.\I see...\It never works because, in this kind of situation, I go to the falling beam...\That's why... response:	I can't be the knight in shining armor...
context: Yamato!\Takeo-kun...\Go... Hurry!\You've got this.\I see...\It never works because, in this kind of situation, I go to the falling beam...\That's why...\I can't be the knight in shining armor... response:	Well, that's okay.
context: Takeo-kun...\Go... Hurry!\You've got this.\I see...\It never works because, in this kind of situation, I go to the falling beam...\That's why...\I can't be the knight in shining armor...\Well, that's okay. response:	At least she'll be okay.
context: Go... Hurry!\You've got this.\I see...\It never works because, in this kind of situation, I go to the falling beam...\That's why...\I can't be the knight in shining armor...\Well, that's okay.\At least she'll be okay. response:	That's all... that matters, right?
context: You've got this.\I see...\It never works because, in this kind of situation, I go to the falling beam...\That's why...\I can't be the knight in shining armor...\Well, that's okay.\At least she'll be okay.\That's all... that matters, right? response:	Be more careful, will you?
context: I see...\It never works because, in this kind of situation, I go to the falling beam...\That's why...\I can't be the knight in shining armor...\Well, that's okay.\At least she'll be okay.\That's all... that matters, right?\Be more careful, will you? response:	If it'd landed on anyone else,
context: It never works because, in this kind of situation, I go to the falling beam...\That's why...\I can't be the knight in shining armor...\Well, that's okay.\At least she'll be okay.\That's all... that matters, right?\Be more careful, will you?\If it'd landed on anyone else, response:	they'd be dead.
context: That's why...\I can't be the knight in shining armor...\Well, that's okay.\At least she'll be okay.\That's all... that matters, right?\Be more careful, will you?\If it'd landed on anyone else,\they'd be dead. response:	Secure the cables, quick!
context: I can't be the knight in shining armor...\Well, that's okay.\At least she'll be okay.\That's all... that matters, right?\Be more careful, will you?\If it'd landed on anyone else,\they'd be dead.\Secure the cables, quick! response:	Suna, you...
context: Well, that's okay.\At least she'll be okay.\That's all... that matters, right?\Be more careful, will you?\If it'd landed on anyone else,\they'd be dead.\Secure the cables, quick!\Suna, you... response:	I'm... actually...
context: At least she'll be okay.\That's all... that matters, right?\Be more careful, will you?\If it'd landed on anyone else,\they'd be dead.\Secure the cables, quick!\Suna, you...\I'm... actually... response:	pretty strong...
context: That's all... that matters, right?\Be more careful, will you?\If it'd landed on anyone else,\they'd be dead.\Secure the cables, quick!\Suna, you...\I'm... actually...\pretty strong... response:	Takeo-kun, you're bleeding!
context: Be more careful, will you?\If it'd landed on anyone else,\they'd be dead.\Secure the cables, quick!\Suna, you...\I'm... actually...\pretty strong...\Takeo-kun, you're bleeding! response:	Oh, it's nothing.
context: If it'd landed on anyone else,\they'd be dead.\Secure the cables, quick!\Suna, you...\I'm... actually...\pretty strong...\Takeo-kun, you're bleeding!\Oh, it's nothing. response:	Wait!
context: they'd be dead.\Secure the cables, quick!\Suna, you...\I'm... actually...\pretty strong...\Takeo-kun, you're bleeding!\Oh, it's nothing.\Wait! response:	Do I have it?
context: Secure the cables, quick!\Suna, you...\I'm... actually...\pretty strong...\Takeo-kun, you're bleeding!\Oh, it's nothing.\Wait!\Do I have it? response:	I think I do!
context: Suna, you...\I'm... actually...\pretty strong...\Takeo-kun, you're bleeding!\Oh, it's nothing.\Wait!\Do I have it?\I think I do! response:	Yay!
context: I'm... actually...\pretty strong...\Takeo-kun, you're bleeding!\Oh, it's nothing.\Wait!\Do I have it?\I think I do!\Yay! response:	I do!
context: pretty strong...\Takeo-kun, you're bleeding!\Oh, it's nothing.\Wait!\Do I have it?\I think I do!\Yay!\I do! response:	Now that I think about it, you're always helping me...
context: Takeo-kun, you're bleeding!\Oh, it's nothing.\Wait!\Do I have it?\I think I do!\Yay!\I do!\Now that I think about it, you're always helping me... response:	Thank you.
context: Oh, it's nothing.\Wait!\Do I have it?\I think I do!\Yay!\I do!\Now that I think about it, you're always helping me...\Thank you. response:	Takeo...
context: Wait!\Do I have it?\I think I do!\Yay!\I do!\Now that I think about it, you're always helping me...\Thank you.\Takeo... response:	Takeo.
context: Do I have it?\I think I do!\Yay!\I do!\Now that I think about it, you're always helping me...\Thank you.\Takeo...\Takeo. response:	Takeo!
context: I think I do!\Yay!\I do!\Now that I think about it, you're always helping me...\Thank you.\Takeo...\Takeo.\Takeo! response:	You've walked into a pole.
context: Yay!\I do!\Now that I think about it, you're always helping me...\Thank you.\Takeo...\Takeo.\Takeo!\You've walked into a pole. response:	Perm Haircut
context: I do!\Now that I think about it, you're always helping me...\Thank you.\Takeo...\Takeo.\Takeo!\You've walked into a pole.\Perm Haircut response:	Good Evening
context: Now that I think about it, you're always helping me...\Thank you.\Takeo...\Takeo.\Takeo!\You've walked into a pole.\Perm Haircut\Good Evening response:	That isn't a person.
context: Thank you.\Takeo...\Takeo.\Takeo!\You've walked into a pole.\Perm Haircut\Good Evening\That isn't a person. response:	Takeo, you're stuck.
context: Takeo...\Takeo.\Takeo!\You've walked into a pole.\Perm Haircut\Good Evening\That isn't a person.\Takeo, you're stuck. response:	Dude, you'll die for real.
context: Takeo.\Takeo!\You've walked into a pole.\Perm Haircut\Good Evening\That isn't a person.\Takeo, you're stuck.\Dude, you'll die for real. response:	Hey, Takeo!
context: Takeo!\You've walked into a pole.\Perm Haircut\Good Evening\That isn't a person.\Takeo, you're stuck.\Dude, you'll die for real.\Hey, Takeo! response:	Pig Gorilla!
context: You've walked into a pole.\Perm Haircut\Good Evening\That isn't a person.\Takeo, you're stuck.\Dude, you'll die for real.\Hey, Takeo!\Pig Gorilla! response:	Old-Man Face!
context: Perm Haircut\Good Evening\That isn't a person.\Takeo, you're stuck.\Dude, you'll die for real.\Hey, Takeo!\Pig Gorilla!\Old-Man Face! response:	Yamato-san.
context: Good Evening\That isn't a person.\Takeo, you're stuck.\Dude, you'll die for real.\Hey, Takeo!\Pig Gorilla!\Old-Man Face!\Yamato-san. response:	Those cakes were really good.
context: That isn't a person.\Takeo, you're stuck.\Dude, you'll die for real.\Hey, Takeo!\Pig Gorilla!\Old-Man Face!\Yamato-san.\Those cakes were really good. response:	Were they?
context: Takeo, you're stuck.\Dude, you'll die for real.\Hey, Takeo!\Pig Gorilla!\Old-Man Face!\Yamato-san.\Those cakes were really good.\Were they? response:	Yeah.
context: Dude, you'll die for real.\Hey, Takeo!\Pig Gorilla!\Old-Man Face!\Yamato-san.\Those cakes were really good.\Were they?\Yeah. response:	I see.
context: Hey, Takeo!\Pig Gorilla!\Old-Man Face!\Yamato-san.\Those cakes were really good.\Were they?\Yeah.\I see. response:	I see...
context: Pig Gorilla!\Old-Man Face!\Yamato-san.\Those cakes were really good.\Were they?\Yeah.\I see.\I see... response:	Yamato Rinko Incoming Call
context: Old-Man Face!\Yamato-san.\Those cakes were really good.\Were they?\Yeah.\I see.\I see...\Yamato Rinko Incoming Call response:	Damn.
context: Yamato-san.\Those cakes were really good.\Were they?\Yeah.\I see.\I see...\Yamato Rinko Incoming Call\Damn. response:	I have to keep my crap together.
context: Those cakes were really good.\Were they?\Yeah.\I see.\I see...\Yamato Rinko Incoming Call\Damn.\I have to keep my crap together. response:	I decided to cheer them on.
context: Were they?\Yeah.\I see.\I see...\Yamato Rinko Incoming Call\Damn.\I have to keep my crap together.\I decided to cheer them on. response:	To help Yamato with her relationship!
context: Yeah.\I see.\I see...\Yamato Rinko Incoming Call\Damn.\I have to keep my crap together.\I decided to cheer them on.\To help Yamato with her relationship! response:	Hello?
context: I see.\I see...\Yamato Rinko Incoming Call\Damn.\I have to keep my crap together.\I decided to cheer them on.\To help Yamato with her relationship!\Hello? response:	Oh, Takeo-kun?
context: I see...\Yamato Rinko Incoming Call\Damn.\I have to keep my crap together.\I decided to cheer them on.\To help Yamato with her relationship!\Hello?\Oh, Takeo-kun? response:	Yeah.
context: Yamato Rinko Incoming Call\Damn.\I have to keep my crap together.\I decided to cheer them on.\To help Yamato with her relationship!\Hello?\Oh, Takeo-kun?\Yeah. response:	Are you doing okay?
context: Damn.\I have to keep my crap together.\I decided to cheer them on.\To help Yamato with her relationship!\Hello?\Oh, Takeo-kun?\Yeah.\Are you doing okay? response:	Yeah, I'm okay.
context: I have to keep my crap together.\I decided to cheer them on.\To help Yamato with her relationship!\Hello?\Oh, Takeo-kun?\Yeah.\Are you doing okay?\Yeah, I'm okay. response:	Thank goodness.
context: I decided to cheer them on.\To help Yamato with her relationship!\Hello?\Oh, Takeo-kun?\Yeah.\Are you doing okay?\Yeah, I'm okay.\Thank goodness. response:	Thanks so much for helping me today.
context: To help Yamato with her relationship!\Hello?\Oh, Takeo-kun?\Yeah.\Are you doing okay?\Yeah, I'm okay.\Thank goodness.\Thanks so much for helping me today. response:	No, thank you.
context: Hello?\Oh, Takeo-kun?\Yeah.\Are you doing okay?\Yeah, I'm okay.\Thank goodness.\Thanks so much for helping me today.\No, thank you. response:	The cake was great.
context: Oh, Takeo-kun?\Yeah.\Are you doing okay?\Yeah, I'm okay.\Thank goodness.\Thanks so much for helping me today.\No, thank you.\The cake was great. response:	Please bake one again.
context: Yeah.\Are you doing okay?\Yeah, I'm okay.\Thank goodness.\Thanks so much for helping me today.\No, thank you.\The cake was great.\Please bake one again. response:	Sure.
context: Are you doing okay?\Yeah, I'm okay.\Thank goodness.\Thanks so much for helping me today.\No, thank you.\The cake was great.\Please bake one again.\Sure. response:	Oh, and, well...
context: Yeah, I'm okay.\Thank goodness.\Thanks so much for helping me today.\No, thank you.\The cake was great.\Please bake one again.\Sure.\Oh, and, well... response:	Next time, could it be without Sunakawa-kun?
context: Thank goodness.\Thanks so much for helping me today.\No, thank you.\The cake was great.\Please bake one again.\Sure.\Oh, and, well...\Next time, could it be without Sunakawa-kun? response:	Huh?
context: Thanks so much for helping me today.\No, thank you.\The cake was great.\Please bake one again.\Sure.\Oh, and, well...\Next time, could it be without Sunakawa-kun?\Huh? response:	Oh...
context: No, thank you.\The cake was great.\Please bake one again.\Sure.\Oh, and, well...\Next time, could it be without Sunakawa-kun?\Huh?\Oh... response:	Okay, sure.
context: The cake was great.\Please bake one again.\Sure.\Oh, and, well...\Next time, could it be without Sunakawa-kun?\Huh?\Oh...\Okay, sure. response:	Then how about next weekend?
context: Please bake one again.\Sure.\Oh, and, well...\Next time, could it be without Sunakawa-kun?\Huh?\Oh...\Okay, sure.\Then how about next weekend? response:	In front of the park fountain again?
context: Sure.\Oh, and, well...\Next time, could it be without Sunakawa-kun?\Huh?\Oh...\Okay, sure.\Then how about next weekend?\In front of the park fountain again? response:	Come to think of it,
context: Oh, and, well...\Next time, could it be without Sunakawa-kun?\Huh?\Oh...\Okay, sure.\Then how about next weekend?\In front of the park fountain again?\Come to think of it, response:	I haven't really asked Yamato about her feelings yet.
context: Next time, could it be without Sunakawa-kun?\Huh?\Oh...\Okay, sure.\Then how about next weekend?\In front of the park fountain again?\Come to think of it,\I haven't really asked Yamato about her feelings yet. response:	After seeing Suna so many times, I'm sure they're solid.
context: Huh?\Oh...\Okay, sure.\Then how about next weekend?\In front of the park fountain again?\Come to think of it,\I haven't really asked Yamato about her feelings yet.\After seeing Suna so many times, I'm sure they're solid. response:	Yamato Rinko Call Ended 02m 30s
context: Oh...\Okay, sure.\Then how about next weekend?\In front of the park fountain again?\Come to think of it,\I haven't really asked Yamato about her feelings yet.\After seeing Suna so many times, I'm sure they're solid.\Yamato Rinko Call Ended 02m 30s response:	She's finally ready to ask for advice with her relationship.
context: Okay, sure.\Then how about next weekend?\In front of the park fountain again?\Come to think of it,\I haven't really asked Yamato about her feelings yet.\After seeing Suna so many times, I'm sure they're solid.\Yamato Rinko Call Ended 02m 30s\She's finally ready to ask for advice with her relationship. response:	My Blue Ogre
context: Then how about next weekend?\In front of the park fountain again?\Come to think of it,\I haven't really asked Yamato about her feelings yet.\After seeing Suna so many times, I'm sure they're solid.\Yamato Rinko Call Ended 02m 30s\She's finally ready to ask for advice with her relationship.\My Blue Ogre response:	Next time: My Blue Ogre.
