context: What are you doing?! response:	You looked cold, so I thought I'd be a blanket for you.
context: Tohru has firmly declared she won't regret such foolishness.\And that human, Kobayashi, drove away the Emperor of Demise.\I grew curious as to why they would go so far to keep up the act.\So, I decided to try playing the game a bit myself to learn more.\That's the only reason I let you give me a nickname.\Get!! Unique Skill\Siegfried dropped Gram.\Please press any button to response:	It finally dropped!
context: And that human, Kobayashi, drove away the Emperor of Demise.\I grew curious as to why they would go so far to keep up the act.\So, I decided to try playing the game a bit myself to learn more.\That's the only reason I let you give me a nickname.\Get!! Unique Skill\Siegfried dropped Gram.\Please press any button to\It finally dropped! response:	Great! This is great!
context: I grew curious as to why they would go so far to keep up the act.\So, I decided to try playing the game a bit myself to learn more.\That's the only reason I let you give me a nickname.\Get!! Unique Skill\Siegfried dropped Gram.\Please press any button to\It finally dropped!\Great! This is great! response:	Takiya!
context: So, I decided to try playing the game a bit myself to learn more.\That's the only reason I let you give me a nickname.\Get!! Unique Skill\Siegfried dropped Gram.\Please press any button to\It finally dropped!\Great! This is great!\Takiya! response:	I'm in a good mood now,
context: That's the only reason I let you give me a nickname.\Get!! Unique Skill\Siegfried dropped Gram.\Please press any button to\It finally dropped!\Great! This is great!\Takiya!\I'm in a good mood now, response:	so if you beat me I'll play along with you and your family or whatever.
context: Get!! Unique Skill\Siegfried dropped Gram.\Please press any button to\It finally dropped!\Great! This is great!\Takiya!\I'm in a good mood now,\so if you beat me I'll play along with you and your family or whatever. response:	Huh?
context: Siegfried dropped Gram.\Please press any button to\It finally dropped!\Great! This is great!\Takiya!\I'm in a good mood now,\so if you beat me I'll play along with you and your family or whatever.\Huh? response:	But I can't beat you in strength.
context: Please press any button to\It finally dropped!\Great! This is great!\Takiya!\I'm in a good mood now,\so if you beat me I'll play along with you and your family or whatever.\Huh?\But I can't beat you in strength. response:	Who said it had to be in strength?
context: It finally dropped!\Great! This is great!\Takiya!\I'm in a good mood now,\so if you beat me I'll play along with you and your family or whatever.\Huh?\But I can't beat you in strength.\Who said it had to be in strength? response:	I'm not going to lose!
context: Great! This is great!\Takiya!\I'm in a good mood now,\so if you beat me I'll play along with you and your family or whatever.\Huh?\But I can't beat you in strength.\Who said it had to be in strength?\I'm not going to lose! response:	You dare to challenge me, human?!
context: Takiya!\I'm in a good mood now,\so if you beat me I'll play along with you and your family or whatever.\Huh?\But I can't beat you in strength.\Who said it had to be in strength?\I'm not going to lose!\You dare to challenge me, human?! response:	You'll never be able to defeat me!
context: I'm in a good mood now,\so if you beat me I'll play along with you and your family or whatever.\Huh?\But I can't beat you in strength.\Who said it had to be in strength?\I'm not going to lose!\You dare to challenge me, human?!\You'll never be able to defeat me! response:	Ah, stop!
context: so if you beat me I'll play along with you and your family or whatever.\Huh?\But I can't beat you in strength.\Who said it had to be in strength?\I'm not going to lose!\You dare to challenge me, human?!\You'll never be able to defeat me!\Ah, stop! response:	Don't use instakill combos!
context: Huh?\But I can't beat you in strength.\Who said it had to be in strength?\I'm not going to lose!\You dare to challenge me, human?!\You'll never be able to defeat me!\Ah, stop!\Don't use instakill combos! response:	Weak humans will use any means necessary!
context: But I can't beat you in strength.\Who said it had to be in strength?\I'm not going to lose!\You dare to challenge me, human?!\You'll never be able to defeat me!\Ah, stop!\Don't use instakill combos!\Weak humans will use any means necessary! response:	What you think is cool is just my outward appearance.
context: Who said it had to be in strength?\I'm not going to lose!\You dare to challenge me, human?!\You'll never be able to defeat me!\Ah, stop!\Don't use instakill combos!\Weak humans will use any means necessary!\What you think is cool is just my outward appearance. response:	So, being a cool guy starts with creating your outward appearance.
context: I'm not going to lose!\You dare to challenge me, human?!\You'll never be able to defeat me!\Ah, stop!\Don't use instakill combos!\Weak humans will use any means necessary!\What you think is cool is just my outward appearance.\So, being a cool guy starts with creating your outward appearance. response:	Huh?!
context: You dare to challenge me, human?!\You'll never be able to defeat me!\Ah, stop!\Don't use instakill combos!\Weak humans will use any means necessary!\What you think is cool is just my outward appearance.\So, being a cool guy starts with creating your outward appearance.\Huh?! response:	Uncanny Relationships (One Side Is a Dragon)
context: You'll never be able to defeat me!\Ah, stop!\Don't use instakill combos!\Weak humans will use any means necessary!\What you think is cool is just my outward appearance.\So, being a cool guy starts with creating your outward appearance.\Huh?!\Uncanny Relationships (One Side Is a Dragon) response:	Episode 6
context: Ah, stop!\Don't use instakill combos!\Weak humans will use any means necessary!\What you think is cool is just my outward appearance.\So, being a cool guy starts with creating your outward appearance.\Huh?!\Uncanny Relationships (One Side Is a Dragon)\Episode 6 response:	The other day I went as far as where the rivers meet.
context: Don't use instakill combos!\Weak humans will use any means necessary!\What you think is cool is just my outward appearance.\So, being a cool guy starts with creating your outward appearance.\Huh?!\Uncanny Relationships (One Side Is a Dragon)\Episode 6\The other day I went as far as where the rivers meet. response:	If that's true, it's worthy of praise.
context: Weak humans will use any means necessary!\What you think is cool is just my outward appearance.\So, being a cool guy starts with creating your outward appearance.\Huh?!\Uncanny Relationships (One Side Is a Dragon)\Episode 6\The other day I went as far as where the rivers meet.\If that's true, it's worthy of praise. response:	It is true!
context: What you think is cool is just my outward appearance.\So, being a cool guy starts with creating your outward appearance.\Huh?!\Uncanny Relationships (One Side Is a Dragon)\Episode 6\The other day I went as far as where the rivers meet.\If that's true, it's worthy of praise.\It is true! response:	I have pictures, too!
context: So, being a cool guy starts with creating your outward appearance.\Huh?!\Uncanny Relationships (One Side Is a Dragon)\Episode 6\The other day I went as far as where the rivers meet.\If that's true, it's worthy of praise.\It is true!\I have pictures, too! response:	Nice, that's a great photo.
context: Huh?!\Uncanny Relationships (One Side Is a Dragon)\Episode 6\The other day I went as far as where the rivers meet.\If that's true, it's worthy of praise.\It is true!\I have pictures, too!\Nice, that's a great photo. response:	Right?! Incredible, right?!
context: Uncanny Relationships (One Side Is a Dragon)\Episode 6\The other day I went as far as where the rivers meet.\If that's true, it's worthy of praise.\It is true!\I have pictures, too!\Nice, that's a great photo.\Right?! Incredible, right?! response:	Stop!
context: Episode 6\The other day I went as far as where the rivers meet.\If that's true, it's worthy of praise.\It is true!\I have pictures, too!\Nice, that's a great photo.\Right?! Incredible, right?!\Stop! response:	You're so annoying, Hachisuka.
context: The other day I went as far as where the rivers meet.\If that's true, it's worthy of praise.\It is true!\I have pictures, too!\Nice, that's a great photo.\Right?! Incredible, right?!\Stop!\You're so annoying, Hachisuka. response:	Even caterpillars can go there.
context: If that's true, it's worthy of praise.\It is true!\I have pictures, too!\Nice, that's a great photo.\Right?! Incredible, right?!\Stop!\You're so annoying, Hachisuka.\Even caterpillars can go there. response:	What's that, Saikawa?!
context: It is true!\I have pictures, too!\Nice, that's a great photo.\Right?! Incredible, right?!\Stop!\You're so annoying, Hachisuka.\Even caterpillars can go there.\What's that, Saikawa?! response:	You saying you can make it there, too?!
context: I have pictures, too!\Nice, that's a great photo.\Right?! Incredible, right?!\Stop!\You're so annoying, Hachisuka.\Even caterpillars can go there.\What's that, Saikawa?!\You saying you can make it there, too?! response:	Of course!
context: Nice, that's a great photo.\Right?! Incredible, right?!\Stop!\You're so annoying, Hachisuka.\Even caterpillars can go there.\What's that, Saikawa?!\You saying you can make it there, too?!\Of course! response:	You better go there, then!
context: Right?! Incredible, right?!\Stop!\You're so annoying, Hachisuka.\Even caterpillars can go there.\What's that, Saikawa?!\You saying you can make it there, too?!\Of course!\You better go there, then! response:	Bring back pictures as proof, too!
context: Stop!\You're so annoying, Hachisuka.\Even caterpillars can go there.\What's that, Saikawa?!\You saying you can make it there, too?!\Of course!\You better go there, then!\Bring back pictures as proof, too! response:	That's a piece of cake.
context: You're so annoying, Hachisuka.\Even caterpillars can go there.\What's that, Saikawa?!\You saying you can make it there, too?!\Of course!\You better go there, then!\Bring back pictures as proof, too!\That's a piece of cake. response:	What do I do?
context: Even caterpillars can go there.\What's that, Saikawa?!\You saying you can make it there, too?!\Of course!\You better go there, then!\Bring back pictures as proof, too!\That's a piece of cake.\What do I do? response:	Why did I have to say that?
context: What's that, Saikawa?!\You saying you can make it there, too?!\Of course!\You better go there, then!\Bring back pictures as proof, too!\That's a piece of cake.\What do I do?\Why did I have to say that? response:	Let's go together.
context: You saying you can make it there, too?!\Of course!\You better go there, then!\Bring back pictures as proof, too!\That's a piece of cake.\What do I do?\Why did I have to say that?\Let's go together. response:	But we'll have to walk a long way to reach where the rivers meet.
context: Of course!\You better go there, then!\Bring back pictures as proof, too!\That's a piece of cake.\What do I do?\Why did I have to say that?\Let's go together.\But we'll have to walk a long way to reach where the rivers meet. response:	That's fine.
context: You better go there, then!\Bring back pictures as proof, too!\That's a piece of cake.\What do I do?\Why did I have to say that?\Let's go together.\But we'll have to walk a long way to reach where the rivers meet.\That's fine. response:	Let's go together.
context: Bring back pictures as proof, too!\That's a piece of cake.\What do I do?\Why did I have to say that?\Let's go together.\But we'll have to walk a long way to reach where the rivers meet.\That's fine.\Let's go together. response:	Kanna-san!
context: That's a piece of cake.\What do I do?\Why did I have to say that?\Let's go together.\But we'll have to walk a long way to reach where the rivers meet.\That's fine.\Let's go together.\Kanna-san! response:	Here, Kanna.
context: What do I do?\Why did I have to say that?\Let's go together.\But we'll have to walk a long way to reach where the rivers meet.\That's fine.\Let's go together.\Kanna-san!\Here, Kanna. response:	Your lunch and tea.
context: Why did I have to say that?\Let's go together.\But we'll have to walk a long way to reach where the rivers meet.\That's fine.\Let's go together.\Kanna-san!\Here, Kanna.\Your lunch and tea. response:	Here, candy from the candy shop.
context: Let's go together.\But we'll have to walk a long way to reach where the rivers meet.\That's fine.\Let's go together.\Kanna-san!\Here, Kanna.\Your lunch and tea.\Here, candy from the candy shop. response:	Thank you, Lady Tohru, Ilulu.
context: But we'll have to walk a long way to reach where the rivers meet.\That's fine.\Let's go together.\Kanna-san!\Here, Kanna.\Your lunch and tea.\Here, candy from the candy shop.\Thank you, Lady Tohru, Ilulu. response:	Have fun.
context: That's fine.\Let's go together.\Kanna-san!\Here, Kanna.\Your lunch and tea.\Here, candy from the candy shop.\Thank you, Lady Tohru, Ilulu.\Have fun. response:	Mmm.
context: Let's go together.\Kanna-san!\Here, Kanna.\Your lunch and tea.\Here, candy from the candy shop.\Thank you, Lady Tohru, Ilulu.\Have fun.\Mmm. response:	Saikawa.
context: Kanna-san!\Here, Kanna.\Your lunch and tea.\Here, candy from the candy shop.\Thank you, Lady Tohru, Ilulu.\Have fun.\Mmm.\Saikawa. response:	Kanna-san!
context: Here, Kanna.\Your lunch and tea.\Here, candy from the candy shop.\Thank you, Lady Tohru, Ilulu.\Have fun.\Mmm.\Saikawa.\Kanna-san! response:	Feels kind of grown-up, heading out somewhere by ourselves.
context: Your lunch and tea.\Here, candy from the candy shop.\Thank you, Lady Tohru, Ilulu.\Have fun.\Mmm.\Saikawa.\Kanna-san!\Feels kind of grown-up, heading out somewhere by ourselves. response:	Georgie lent me this.
context: Here, candy from the candy shop.\Thank you, Lady Tohru, Ilulu.\Have fun.\Mmm.\Saikawa.\Kanna-san!\Feels kind of grown-up, heading out somewhere by ourselves.\Georgie lent me this. response:	She said to use it to contact her if anything happens.
context: Thank you, Lady Tohru, Ilulu.\Have fun.\Mmm.\Saikawa.\Kanna-san!\Feels kind of grown-up, heading out somewhere by ourselves.\Georgie lent me this.\She said to use it to contact her if anything happens. response:	With this, we're all set to take photos as proof, too!
context: Have fun.\Mmm.\Saikawa.\Kanna-san!\Feels kind of grown-up, heading out somewhere by ourselves.\Georgie lent me this.\She said to use it to contact her if anything happens.\With this, we're all set to take photos as proof, too! response:	Tch.
context: Mmm.\Saikawa.\Kanna-san!\Feels kind of grown-up, heading out somewhere by ourselves.\Georgie lent me this.\She said to use it to contact her if anything happens.\With this, we're all set to take photos as proof, too!\Tch. response:	Skip, skip, love, love, skip.
context: Saikawa.\Kanna-san!\Feels kind of grown-up, heading out somewhere by ourselves.\Georgie lent me this.\She said to use it to contact her if anything happens.\With this, we're all set to take photos as proof, too!\Tch.\Skip, skip, love, love, skip. response:	Let's only step on the white parts.
context: Kanna-san!\Feels kind of grown-up, heading out somewhere by ourselves.\Georgie lent me this.\She said to use it to contact her if anything happens.\With this, we're all set to take photos as proof, too!\Tch.\Skip, skip, love, love, skip.\Let's only step on the white parts. response:	If you fall, you're dead.
context: Feels kind of grown-up, heading out somewhere by ourselves.\Georgie lent me this.\She said to use it to contact her if anything happens.\With this, we're all set to take photos as proof, too!\Tch.\Skip, skip, love, love, skip.\Let's only step on the white parts.\If you fall, you're dead. response:	Saikawa, you died.
context: Georgie lent me this.\She said to use it to contact her if anything happens.\With this, we're all set to take photos as proof, too!\Tch.\Skip, skip, love, love, skip.\Let's only step on the white parts.\If you fall, you're dead.\Saikawa, you died. response:	I'm immortal!
context: She said to use it to contact her if anything happens.\With this, we're all set to take photos as proof, too!\Tch.\Skip, skip, love, love, skip.\Let's only step on the white parts.\If you fall, you're dead.\Saikawa, you died.\I'm immortal! response:	Not fair!
context: With this, we're all set to take photos as proof, too!\Tch.\Skip, skip, love, love, skip.\Let's only step on the white parts.\If you fall, you're dead.\Saikawa, you died.\I'm immortal!\Not fair! response:	Is too fair!
context: Tch.\Skip, skip, love, love, skip.\Let's only step on the white parts.\If you fall, you're dead.\Saikawa, you died.\I'm immortal!\Not fair!\Is too fair! response:	Not fair!
context: Skip, skip, love, love, skip.\Let's only step on the white parts.\If you fall, you're dead.\Saikawa, you died.\I'm immortal!\Not fair!\Is too fair!\Not fair! response:	Is too fair!
context: Let's only step on the white parts.\If you fall, you're dead.\Saikawa, you died.\I'm immortal!\Not fair!\Is too fair!\Not fair!\Is too fair! response:	Hey, Kanna-san.
context: If you fall, you're dead.\Saikawa, you died.\I'm immortal!\Not fair!\Is too fair!\Not fair!\Is too fair!\Hey, Kanna-san. response:	Pass!
context: Saikawa, you died.\I'm immortal!\Not fair!\Is too fair!\Not fair!\Is too fair!\Hey, Kanna-san.\Pass! response:	Saikawa!
context: I'm immortal!\Not fair!\Is too fair!\Not fair!\Is too fair!\Hey, Kanna-san.\Pass!\Saikawa! response:	Nirvana!
context: Not fair!\Is too fair!\Not fair!\Is too fair!\Hey, Kanna-san.\Pass!\Saikawa!\Nirvana! response:	One, two, and three!
context: Is too fair!\Not fair!\Is too fair!\Hey, Kanna-san.\Pass!\Saikawa!\Nirvana!\One, two, and three! response:	Your lunch looks so good, Kanna-san.
context: Not fair!\Is too fair!\Hey, Kanna-san.\Pass!\Saikawa!\Nirvana!\One, two, and three!\Your lunch looks so good, Kanna-san. response:	Lady Tohru made it for me.
context: Is too fair!\Hey, Kanna-san.\Pass!\Saikawa!\Nirvana!\One, two, and three!\Your lunch looks so good, Kanna-san.\Lady Tohru made it for me. response:	Yours looks good, too, Saikawa.
context: Hey, Kanna-san.\Pass!\Saikawa!\Nirvana!\One, two, and three!\Your lunch looks so good, Kanna-san.\Lady Tohru made it for me.\Yours looks good, too, Saikawa. response:	Yes. Georgie's great at cooking!
context: Pass!\Saikawa!\Nirvana!\One, two, and three!\Your lunch looks so good, Kanna-san.\Lady Tohru made it for me.\Yours looks good, too, Saikawa.\Yes. Georgie's great at cooking! response:	Thank you for the food.
context: Saikawa!\Nirvana!\One, two, and three!\Your lunch looks so good, Kanna-san.\Lady Tohru made it for me.\Yours looks good, too, Saikawa.\Yes. Georgie's great at cooking!\Thank you for the food. response:	Ah, I dropped it!
context: Nirvana!\One, two, and three!\Your lunch looks so good, Kanna-san.\Lady Tohru made it for me.\Yours looks good, too, Saikawa.\Yes. Georgie's great at cooking!\Thank you for the food.\Ah, I dropped it! response:	K-Kanna-san, would you let me use your chopsticks with you?
context: One, two, and three!\Your lunch looks so good, Kanna-san.\Lady Tohru made it for me.\Yours looks good, too, Saikawa.\Yes. Georgie's great at cooking!\Thank you for the food.\Ah, I dropped it!\K-Kanna-san, would you let me use your chopsticks with you? response:	I'll lend you my spare chopsticks.
context: Your lunch looks so good, Kanna-san.\Lady Tohru made it for me.\Yours looks good, too, Saikawa.\Yes. Georgie's great at cooking!\Thank you for the food.\Ah, I dropped it!\K-Kanna-san, would you let me use your chopsticks with you?\I'll lend you my spare chopsticks. response:	Thank you!
context: Lady Tohru made it for me.\Yours looks good, too, Saikawa.\Yes. Georgie's great at cooking!\Thank you for the food.\Ah, I dropped it!\K-Kanna-san, would you let me use your chopsticks with you?\I'll lend you my spare chopsticks.\Thank you! response:	I'll use them with care!
context: Yours looks good, too, Saikawa.\Yes. Georgie's great at cooking!\Thank you for the food.\Ah, I dropped it!\K-Kanna-san, would you let me use your chopsticks with you?\I'll lend you my spare chopsticks.\Thank you!\I'll use them with care! response:	Tch!
context: Yes. Georgie's great at cooking!\Thank you for the food.\Ah, I dropped it!\K-Kanna-san, would you let me use your chopsticks with you?\I'll lend you my spare chopsticks.\Thank you!\I'll use them with care!\Tch! response:	I can use this!
context: Thank you for the food.\Ah, I dropped it!\K-Kanna-san, would you let me use your chopsticks with you?\I'll lend you my spare chopsticks.\Thank you!\I'll use them with care!\Tch!\I can use this! response:	Nice going, Georgie!
context: Ah, I dropped it!\K-Kanna-san, would you let me use your chopsticks with you?\I'll lend you my spare chopsticks.\Thank you!\I'll use them with care!\Tch!\I can use this!\Nice going, Georgie! response:	Kanna-san, want some potato straws?
context: K-Kanna-san, would you let me use your chopsticks with you?\I'll lend you my spare chopsticks.\Thank you!\I'll use them with care!\Tch!\I can use this!\Nice going, Georgie!\Kanna-san, want some potato straws? response:	I do!
context: I'll lend you my spare chopsticks.\Thank you!\I'll use them with care!\Tch!\I can use this!\Nice going, Georgie!\Kanna-san, want some potato straws?\I do! response:	Th-Then...
context: Thank you!\I'll use them with care!\Tch!\I can use this!\Nice going, Georgie!\Kanna-san, want some potato straws?\I do!\Th-Then... response:	Here, Fanna-fan!
context: I'll use them with care!\Tch!\I can use this!\Nice going, Georgie!\Kanna-san, want some potato straws?\I do!\Th-Then...\Here, Fanna-fan! response:	Saikawa, want some rolled omelets?
context: Tch!\I can use this!\Nice going, Georgie!\Kanna-san, want some potato straws?\I do!\Th-Then...\Here, Fanna-fan!\Saikawa, want some rolled omelets? response:	M-My heart is so full right now.
context: I can use this!\Nice going, Georgie!\Kanna-san, want some potato straws?\I do!\Th-Then...\Here, Fanna-fan!\Saikawa, want some rolled omelets?\M-My heart is so full right now. response:	That's a shame.
context: Nice going, Georgie!\Kanna-san, want some potato straws?\I do!\Th-Then...\Here, Fanna-fan!\Saikawa, want some rolled omelets?\M-My heart is so full right now.\That's a shame. response:	I ate some of it already, but it's really yummy.
context: Kanna-san, want some potato straws?\I do!\Th-Then...\Here, Fanna-fan!\Saikawa, want some rolled omelets?\M-My heart is so full right now.\That's a shame.\I ate some of it already, but it's really yummy. response:	You ate some?!
context: I do!\Th-Then...\Here, Fanna-fan!\Saikawa, want some rolled omelets?\M-My heart is so full right now.\That's a shame.\I ate some of it already, but it's really yummy.\You ate some?! response:	You ate some!
context: Th-Then...\Here, Fanna-fan!\Saikawa, want some rolled omelets?\M-My heart is so full right now.\That's a shame.\I ate some of it already, but it's really yummy.\You ate some?!\You ate some! response:	There are all kinds of people here.
context: Here, Fanna-fan!\Saikawa, want some rolled omelets?\M-My heart is so full right now.\That's a shame.\I ate some of it already, but it's really yummy.\You ate some?!\You ate some!\There are all kinds of people here. response:	I wonder why everyone's coming to the river.
context: Saikawa, want some rolled omelets?\M-My heart is so full right now.\That's a shame.\I ate some of it already, but it's really yummy.\You ate some?!\You ate some!\There are all kinds of people here.\I wonder why everyone's coming to the river. response:	I love rivers.
context: M-My heart is so full right now.\That's a shame.\I ate some of it already, but it's really yummy.\You ate some?!\You ate some!\There are all kinds of people here.\I wonder why everyone's coming to the river.\I love rivers. response:	It feels great to bathe in the water.
context: That's a shame.\I ate some of it already, but it's really yummy.\You ate some?!\You ate some!\There are all kinds of people here.\I wonder why everyone's coming to the river.\I love rivers.\It feels great to bathe in the water. response:	Bathe in the water?!
context: I ate some of it already, but it's really yummy.\You ate some?!\You ate some!\There are all kinds of people here.\I wonder why everyone's coming to the river.\I love rivers.\It feels great to bathe in the water.\Bathe in the water?! response:	Mmm.
context: You ate some?!\You ate some!\There are all kinds of people here.\I wonder why everyone's coming to the river.\I love rivers.\It feels great to bathe in the water.\Bathe in the water?!\Mmm. response:	Kanna-san bathing in the water!
context: You ate some!\There are all kinds of people here.\I wonder why everyone's coming to the river.\I love rivers.\It feels great to bathe in the water.\Bathe in the water?!\Mmm.\Kanna-san bathing in the water! response:	Kanna-san!
context: There are all kinds of people here.\I wonder why everyone's coming to the river.\I love rivers.\It feels great to bathe in the water.\Bathe in the water?!\Mmm.\Kanna-san bathing in the water!\Kanna-san! response:	Oh!
context: I wonder why everyone's coming to the river.\I love rivers.\It feels great to bathe in the water.\Bathe in the water?!\Mmm.\Kanna-san bathing in the water!\Kanna-san!\Oh! response:	Kanna-san's an angel!
context: I love rivers.\It feels great to bathe in the water.\Bathe in the water?!\Mmm.\Kanna-san bathing in the water!\Kanna-san!\Oh!\Kanna-san's an angel! response:	Huh?
context: It feels great to bathe in the water.\Bathe in the water?!\Mmm.\Kanna-san bathing in the water!\Kanna-san!\Oh!\Kanna-san's an angel!\Huh? response:	Huh?!
context: Bathe in the water?!\Mmm.\Kanna-san bathing in the water!\Kanna-san!\Oh!\Kanna-san's an angel!\Huh?\Huh?! response:	This feels so good!
context: Mmm.\Kanna-san bathing in the water!\Kanna-san!\Oh!\Kanna-san's an angel!\Huh?\Huh?!\This feels so good! response:	Lady Elma, you forgot your perception blocking.
context: Kanna-san bathing in the water!\Kanna-san!\Oh!\Kanna-san's an angel!\Huh?\Huh?!\This feels so good!\Lady Elma, you forgot your perception blocking. response:	Oh, no!
context: Kanna-san!\Oh!\Kanna-san's an angel!\Huh?\Huh?!\This feels so good!\Lady Elma, you forgot your perception blocking.\Oh, no! response:	Photo, photo evidence!
context: Oh!\Kanna-san's an angel!\Huh?\Huh?!\This feels so good!\Lady Elma, you forgot your perception blocking.\Oh, no!\Photo, photo evidence! response:	Kanna-san, move!
context: Kanna-san's an angel!\Huh?\Huh?!\This feels so good!\Lady Elma, you forgot your perception blocking.\Oh, no!\Photo, photo evidence!\Kanna-san, move! response:	So cute!
context: Huh?\Huh?!\This feels so good!\Lady Elma, you forgot your perception blocking.\Oh, no!\Photo, photo evidence!\Kanna-san, move!\So cute! response:	But right now...!
context: Huh?!\This feels so good!\Lady Elma, you forgot your perception blocking.\Oh, no!\Photo, photo evidence!\Kanna-san, move!\So cute!\But right now...! response:	Oh my?
context: This feels so good!\Lady Elma, you forgot your perception blocking.\Oh, no!\Photo, photo evidence!\Kanna-san, move!\So cute!\But right now...!\Oh my? response:	Huh? Where did it go?!
context: Lady Elma, you forgot your perception blocking.\Oh, no!\Photo, photo evidence!\Kanna-san, move!\So cute!\But right now...!\Oh my?\Huh? Where did it go?! response:	We did it, Kanna-san!
context: Oh, no!\Photo, photo evidence!\Kanna-san, move!\So cute!\But right now...!\Oh my?\Huh? Where did it go?!\We did it, Kanna-san! response:	We made it to where they meet!
context: Photo, photo evidence!\Kanna-san, move!\So cute!\But right now...!\Oh my?\Huh? Where did it go?!\We did it, Kanna-san!\We made it to where they meet! response:	Oh!
context: Kanna-san, move!\So cute!\But right now...!\Oh my?\Huh? Where did it go?!\We did it, Kanna-san!\We made it to where they meet!\Oh! response:	We need to take a photo for proof!
context: So cute!\But right now...!\Oh my?\Huh? Where did it go?!\We did it, Kanna-san!\We made it to where they meet!\Oh!\We need to take a photo for proof! response:	Want me to take it for you?
context: But right now...!\Oh my?\Huh? Where did it go?!\We did it, Kanna-san!\We made it to where they meet!\Oh!\We need to take a photo for proof!\Want me to take it for you? response:	Huh?
context: Oh my?\Huh? Where did it go?!\We did it, Kanna-san!\We made it to where they meet!\Oh!\We need to take a photo for proof!\Want me to take it for you?\Huh? response:	Oh...
context: Huh? Where did it go?!\We did it, Kanna-san!\We made it to where they meet!\Oh!\We need to take a photo for proof!\Want me to take it for you?\Huh?\Oh... response:	If you would, please.
context: We did it, Kanna-san!\We made it to where they meet!\Oh!\We need to take a photo for proof!\Want me to take it for you?\Huh?\Oh...\If you would, please. response:	Sure.
context: We made it to where they meet!\Oh!\We need to take a photo for proof!\Want me to take it for you?\Huh?\Oh...\If you would, please.\Sure. response:	Okay, here I go.
context: Oh!\We need to take a photo for proof!\Want me to take it for you?\Huh?\Oh...\If you would, please.\Sure.\Okay, here I go. response:	Oh!
context: We need to take a photo for proof!\Want me to take it for you?\Huh?\Oh...\If you would, please.\Sure.\Okay, here I go.\Oh! response:	Okay, Kanna-san!
context: Want me to take it for you?\Huh?\Oh...\If you would, please.\Sure.\Okay, here I go.\Oh!\Okay, Kanna-san! response:	Thank you very much.
context: Huh?\Oh...\If you would, please.\Sure.\Okay, here I go.\Oh!\Okay, Kanna-san!\Thank you very much. response:	Where did you two come from?
context: Oh...\If you would, please.\Sure.\Okay, here I go.\Oh!\Okay, Kanna-san!\Thank you very much.\Where did you two come from? response:	From Oborozuka.
context: If you would, please.\Sure.\Okay, here I go.\Oh!\Okay, Kanna-san!\Thank you very much.\Where did you two come from?\From Oborozuka. response:	My, you walked quite far.
context: Sure.\Okay, here I go.\Oh!\Okay, Kanna-san!\Thank you very much.\Where did you two come from?\From Oborozuka.\My, you walked quite far. response:	We thought we'd walk up to where the rivers meet.
context: Okay, here I go.\Oh!\Okay, Kanna-san!\Thank you very much.\Where did you two come from?\From Oborozuka.\My, you walked quite far.\We thought we'd walk up to where the rivers meet. response:	Oh?
context: Oh!\Okay, Kanna-san!\Thank you very much.\Where did you two come from?\From Oborozuka.\My, you walked quite far.\We thought we'd walk up to where the rivers meet.\Oh? response:	You know, long ago, this is where they changed the flow of the river.
context: Okay, Kanna-san!\Thank you very much.\Where did you two come from?\From Oborozuka.\My, you walked quite far.\We thought we'd walk up to where the rivers meet.\Oh?\You know, long ago, this is where they changed the flow of the river. response:	Oh!
context: Thank you very much.\Where did you two come from?\From Oborozuka.\My, you walked quite far.\We thought we'd walk up to where the rivers meet.\Oh?\You know, long ago, this is where they changed the flow of the river.\Oh! response:	Why did they change it?
context: Where did you two come from?\From Oborozuka.\My, you walked quite far.\We thought we'd walk up to where the rivers meet.\Oh?\You know, long ago, this is where they changed the flow of the river.\Oh!\Why did they change it? response:	To prevent floods from happening
context: From Oborozuka.\My, you walked quite far.\We thought we'd walk up to where the rivers meet.\Oh?\You know, long ago, this is where they changed the flow of the river.\Oh!\Why did they change it?\To prevent floods from happening response:	and to make it easier to grow rice.
context: My, you walked quite far.\We thought we'd walk up to where the rivers meet.\Oh?\You know, long ago, this is where they changed the flow of the river.\Oh!\Why did they change it?\To prevent floods from happening\and to make it easier to grow rice. response:	Later.
context: We thought we'd walk up to where the rivers meet.\Oh?\You know, long ago, this is where they changed the flow of the river.\Oh!\Why did they change it?\To prevent floods from happening\and to make it easier to grow rice.\Later. response:	Be careful now.
context: Oh?\You know, long ago, this is where they changed the flow of the river.\Oh!\Why did they change it?\To prevent floods from happening\and to make it easier to grow rice.\Later.\Be careful now. response:	Yes!
context: You know, long ago, this is where they changed the flow of the river.\Oh!\Why did they change it?\To prevent floods from happening\and to make it easier to grow rice.\Later.\Be careful now.\Yes! response:	What's the matter, Kanna-san?
context: Oh!\Why did they change it?\To prevent floods from happening\and to make it easier to grow rice.\Later.\Be careful now.\Yes!\What's the matter, Kanna-san? response:	Do you think I'll change, too?
context: Why did they change it?\To prevent floods from happening\and to make it easier to grow rice.\Later.\Be careful now.\Yes!\What's the matter, Kanna-san?\Do you think I'll change, too? response:	Well, of course you're going to get cuter and cuter!
context: To prevent floods from happening\and to make it easier to grow rice.\Later.\Be careful now.\Yes!\What's the matter, Kanna-san?\Do you think I'll change, too?\Well, of course you're going to get cuter and cuter! response:	I'm looking forward to it!
