context: Translation: MoeJoTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: The flames...\You'd be lucky to get off with just a curse for burning the shrine of a water deity.\Though, I wouldn't expect that to stop you.\Now, you don't actually plan on fighting me, do you?\You're but a fool compared to a true familiar like me.\You'd be lucky if I so much as acknowledged you.\Is there some kind of hierarchy for shrine familiars?\A water deity shrine? response:	This?
context: You'd be lucky to get off with just a curse for burning the shrine of a water deity.\Though, I wouldn't expect that to stop you.\Now, you don't actually plan on fighting me, do you?\You're but a fool compared to a true familiar like me.\You'd be lucky if I so much as acknowledged you.\Is there some kind of hierarchy for shrine familiars?\A water deity shrine?\This? response:	Both your deity and your shrine were washed away long ago!
context: Though, I wouldn't expect that to stop you.\Now, you don't actually plan on fighting me, do you?\You're but a fool compared to a true familiar like me.\You'd be lucky if I so much as acknowledged you.\Is there some kind of hierarchy for shrine familiars?\A water deity shrine?\This?\Both your deity and your shrine were washed away long ago! response:	This place is nothing more than an alternate plane you created to play out your fantasy as a familiar!
context: Now, you don't actually plan on fighting me, do you?\You're but a fool compared to a true familiar like me.\You'd be lucky if I so much as acknowledged you.\Is there some kind of hierarchy for shrine familiars?\A water deity shrine?\This?\Both your deity and your shrine were washed away long ago!\This place is nothing more than an alternate plane you created to play out your fantasy as a familiar! response:	Thanks to you, I had one hell of a time finding it.
context: You're but a fool compared to a true familiar like me.\You'd be lucky if I so much as acknowledged you.\Is there some kind of hierarchy for shrine familiars?\A water deity shrine?\This?\Both your deity and your shrine were washed away long ago!\This place is nothing more than an alternate plane you created to play out your fantasy as a familiar!\Thanks to you, I had one hell of a time finding it. response:	Now, are you ready to owe up to what you did to my master?
context: You'd be lucky if I so much as acknowledged you.\Is there some kind of hierarchy for shrine familiars?\A water deity shrine?\This?\Both your deity and your shrine were washed away long ago!\This place is nothing more than an alternate plane you created to play out your fantasy as a familiar!\Thanks to you, I had one hell of a time finding it.\Now, are you ready to owe up to what you did to my master? response:	Extinguish!
context: Is there some kind of hierarchy for shrine familiars?\A water deity shrine?\This?\Both your deity and your shrine were washed away long ago!\This place is nothing more than an alternate plane you created to play out your fantasy as a familiar!\Thanks to you, I had one hell of a time finding it.\Now, are you ready to owe up to what you did to my master?\Extinguish! response:	You're too late.
context: A water deity shrine?\This?\Both your deity and your shrine were washed away long ago!\This place is nothing more than an alternate plane you created to play out your fantasy as a familiar!\Thanks to you, I had one hell of a time finding it.\Now, are you ready to owe up to what you did to my master?\Extinguish!\You're too late. response:	My fires have already spread too far.
context: This?\Both your deity and your shrine were washed away long ago!\This place is nothing more than an alternate plane you created to play out your fantasy as a familiar!\Thanks to you, I had one hell of a time finding it.\Now, are you ready to owe up to what you did to my master?\Extinguish!\You're too late.\My fires have already spread too far. response:	You'd lost the moment I entered.
context: Both your deity and your shrine were washed away long ago!\This place is nothing more than an alternate plane you created to play out your fantasy as a familiar!\Thanks to you, I had one hell of a time finding it.\Now, are you ready to owe up to what you did to my master?\Extinguish!\You're too late.\My fires have already spread too far.\You'd lost the moment I entered. response:	And when Nanami was in my arms once more, you lost a second time.
context: This place is nothing more than an alternate plane you created to play out your fantasy as a familiar!\Thanks to you, I had one hell of a time finding it.\Now, are you ready to owe up to what you did to my master?\Extinguish!\You're too late.\My fires have already spread too far.\You'd lost the moment I entered.\And when Nanami was in my arms once more, you lost a second time. response:	The third time will be the last.
context: Thanks to you, I had one hell of a time finding it.\Now, are you ready to owe up to what you did to my master?\Extinguish!\You're too late.\My fires have already spread too far.\You'd lost the moment I entered.\And when Nanami was in my arms once more, you lost a second time.\The third time will be the last. response:	Mizuki-dono, the field's on fire!
context: Now, are you ready to owe up to what you did to my master?\Extinguish!\You're too late.\My fires have already spread too far.\You'd lost the moment I entered.\And when Nanami was in my arms once more, you lost a second time.\The third time will be the last.\Mizuki-dono, the field's on fire! response:	Mizuki, I won't die. I'm simply returning to the earth.
context: Extinguish!\You're too late.\My fires have already spread too far.\You'd lost the moment I entered.\And when Nanami was in my arms once more, you lost a second time.\The third time will be the last.\Mizuki-dono, the field's on fire!\Mizuki, I won't die. I'm simply returning to the earth. response:	But I'm worried for you.
context: You're too late.\My fires have already spread too far.\You'd lost the moment I entered.\And when Nanami was in my arms once more, you lost a second time.\The third time will be the last.\Mizuki-dono, the field's on fire!\Mizuki, I won't die. I'm simply returning to the earth.\But I'm worried for you. response:	Promise this tree that even when you're alone, you won't cry.
context: My fires have already spread too far.\You'd lost the moment I entered.\And when Nanami was in my arms once more, you lost a second time.\The third time will be the last.\Mizuki-dono, the field's on fire!\Mizuki, I won't die. I'm simply returning to the earth.\But I'm worried for you.\Promise this tree that even when you're alone, you won't cry. response:	Ah, I'm glad that you're okay.
context: You'd lost the moment I entered.\And when Nanami was in my arms once more, you lost a second time.\The third time will be the last.\Mizuki-dono, the field's on fire!\Mizuki, I won't die. I'm simply returning to the earth.\But I'm worried for you.\Promise this tree that even when you're alone, you won't cry.\Ah, I'm glad that you're okay. response:	I see. That's why this place exists.
context: And when Nanami was in my arms once more, you lost a second time.\The third time will be the last.\Mizuki-dono, the field's on fire!\Mizuki, I won't die. I'm simply returning to the earth.\But I'm worried for you.\Promise this tree that even when you're alone, you won't cry.\Ah, I'm glad that you're okay.\I see. That's why this place exists. response:	This entire shrine and even the plane around it were just a stage for that tree.
context: The third time will be the last.\Mizuki-dono, the field's on fire!\Mizuki, I won't die. I'm simply returning to the earth.\But I'm worried for you.\Promise this tree that even when you're alone, you won't cry.\Ah, I'm glad that you're okay.\I see. That's why this place exists.\This entire shrine and even the plane around it were just a stage for that tree. response:	T-That's right. This is the only thing I have left.
context: Mizuki-dono, the field's on fire!\Mizuki, I won't die. I'm simply returning to the earth.\But I'm worried for you.\Promise this tree that even when you're alone, you won't cry.\Ah, I'm glad that you're okay.\I see. That's why this place exists.\This entire shrine and even the plane around it were just a stage for that tree.\T-That's right. This is the only thing I have left. response:	This tree is all I have left that connects me to Yonomori-sama. It's precious to me!
context: Mizuki, I won't die. I'm simply returning to the earth.\But I'm worried for you.\Promise this tree that even when you're alone, you won't cry.\Ah, I'm glad that you're okay.\I see. That's why this place exists.\This entire shrine and even the plane around it were just a stage for that tree.\T-That's right. This is the only thing I have left.\This tree is all I have left that connects me to Yonomori-sama. It's precious to me! response:	You understand, don't you, Tomoe-kun? We're both familiars!
context: But I'm worried for you.\Promise this tree that even when you're alone, you won't cry.\Ah, I'm glad that you're okay.\I see. That's why this place exists.\This entire shrine and even the plane around it were just a stage for that tree.\T-That's right. This is the only thing I have left.\This tree is all I have left that connects me to Yonomori-sama. It's precious to me!\You understand, don't you, Tomoe-kun? We're both familiars! response:	Yes, I understand so well that it hurts.
context: Promise this tree that even when you're alone, you won't cry.\Ah, I'm glad that you're okay.\I see. That's why this place exists.\This entire shrine and even the plane around it were just a stage for that tree.\T-That's right. This is the only thing I have left.\This tree is all I have left that connects me to Yonomori-sama. It's precious to me!\You understand, don't you, Tomoe-kun? We're both familiars!\Yes, I understand so well that it hurts. response:	Tomoe?
context: Ah, I'm glad that you're okay.\I see. That's why this place exists.\This entire shrine and even the plane around it were just a stage for that tree.\T-That's right. This is the only thing I have left.\This tree is all I have left that connects me to Yonomori-sama. It's precious to me!\You understand, don't you, Tomoe-kun? We're both familiars!\Yes, I understand so well that it hurts.\Tomoe? response:	That's why I'm going to burn both you and that freaking log into ashes! You'll atone for your sins!
context: I see. That's why this place exists.\This entire shrine and even the plane around it were just a stage for that tree.\T-That's right. This is the only thing I have left.\This tree is all I have left that connects me to Yonomori-sama. It's precious to me!\You understand, don't you, Tomoe-kun? We're both familiars!\Yes, I understand so well that it hurts.\Tomoe?\That's why I'm going to burn both you and that freaking log into ashes! You'll atone for your sins! response:	No! Tomoe, don't!
context: This entire shrine and even the plane around it were just a stage for that tree.\T-That's right. This is the only thing I have left.\This tree is all I have left that connects me to Yonomori-sama. It's precious to me!\You understand, don't you, Tomoe-kun? We're both familiars!\Yes, I understand so well that it hurts.\Tomoe?\That's why I'm going to burn both you and that freaking log into ashes! You'll atone for your sins!\No! Tomoe, don't! response:	Stop!
context: T-That's right. This is the only thing I have left.\This tree is all I have left that connects me to Yonomori-sama. It's precious to me!\You understand, don't you, Tomoe-kun? We're both familiars!\Yes, I understand so well that it hurts.\Tomoe?\That's why I'm going to burn both you and that freaking log into ashes! You'll atone for your sins!\No! Tomoe, don't!\Stop! response:	Yonomori-sama likes this tree.
context: This tree is all I have left that connects me to Yonomori-sama. It's precious to me!\You understand, don't you, Tomoe-kun? We're both familiars!\Yes, I understand so well that it hurts.\Tomoe?\That's why I'm going to burn both you and that freaking log into ashes! You'll atone for your sins!\No! Tomoe, don't!\Stop!\Yonomori-sama likes this tree. response:	Let's live together and watch the buds.
context: You understand, don't you, Tomoe-kun? We're both familiars!\Yes, I understand so well that it hurts.\Tomoe?\That's why I'm going to burn both you and that freaking log into ashes! You'll atone for your sins!\No! Tomoe, don't!\Stop!\Yonomori-sama likes this tree.\Let's live together and watch the buds. response:	Forever...
context: Yes, I understand so well that it hurts.\Tomoe?\That's why I'm going to burn both you and that freaking log into ashes! You'll atone for your sins!\No! Tomoe, don't!\Stop!\Yonomori-sama likes this tree.\Let's live together and watch the buds.\Forever... response:	Tomoe, it's fine now.
context: Tomoe?\That's why I'm going to burn both you and that freaking log into ashes! You'll atone for your sins!\No! Tomoe, don't!\Stop!\Yonomori-sama likes this tree.\Let's live together and watch the buds.\Forever...\Tomoe, it's fine now. response:	Mizuki,
context: That's why I'm going to burn both you and that freaking log into ashes! You'll atone for your sins!\No! Tomoe, don't!\Stop!\Yonomori-sama likes this tree.\Let's live together and watch the buds.\Forever...\Tomoe, it's fine now.\Mizuki, response:	Tomoe's here now, so I have to leave.
context: No! Tomoe, don't!\Stop!\Yonomori-sama likes this tree.\Let's live together and watch the buds.\Forever...\Tomoe, it's fine now.\Mizuki,\Tomoe's here now, so I have to leave. response:	I'm sorry I can't stay with you,
context: Stop!\Yonomori-sama likes this tree.\Let's live together and watch the buds.\Forever...\Tomoe, it's fine now.\Mizuki,\Tomoe's here now, so I have to leave.\I'm sorry I can't stay with you, response:	but I promise that if you ever feel lonely, I'll come watch the buds with you.
context: Yonomori-sama likes this tree.\Let's live together and watch the buds.\Forever...\Tomoe, it's fine now.\Mizuki,\Tomoe's here now, so I have to leave.\I'm sorry I can't stay with you,\but I promise that if you ever feel lonely, I'll come watch the buds with you. response:	I promise...
context: Let's live together and watch the buds.\Forever...\Tomoe, it's fine now.\Mizuki,\Tomoe's here now, so I have to leave.\I'm sorry I can't stay with you,\but I promise that if you ever feel lonely, I'll come watch the buds with you.\I promise... response:	Tomoe, you seem upset.
context: Forever...\Tomoe, it's fine now.\Mizuki,\Tomoe's here now, so I have to leave.\I'm sorry I can't stay with you,\but I promise that if you ever feel lonely, I'll come watch the buds with you.\I promise...\Tomoe, you seem upset. response:	I'm not.
context: Tomoe, it's fine now.\Mizuki,\Tomoe's here now, so I have to leave.\I'm sorry I can't stay with you,\but I promise that if you ever feel lonely, I'll come watch the buds with you.\I promise...\Tomoe, you seem upset.\I'm not. response:	You seem awfully close to that snake.
context: Mizuki,\Tomoe's here now, so I have to leave.\I'm sorry I can't stay with you,\but I promise that if you ever feel lonely, I'll come watch the buds with you.\I promise...\Tomoe, you seem upset.\I'm not.\You seem awfully close to that snake. response:	You even promised to see him again, right in front of me.
context: Tomoe's here now, so I have to leave.\I'm sorry I can't stay with you,\but I promise that if you ever feel lonely, I'll come watch the buds with you.\I promise...\Tomoe, you seem upset.\I'm not.\You seem awfully close to that snake.\You even promised to see him again, right in front of me. response:	Do you think I'm some sort of prop?
context: I'm sorry I can't stay with you,\but I promise that if you ever feel lonely, I'll come watch the buds with you.\I promise...\Tomoe, you seem upset.\I'm not.\You seem awfully close to that snake.\You even promised to see him again, right in front of me.\Do you think I'm some sort of prop? response:	Yeah, he's angry.
context: but I promise that if you ever feel lonely, I'll come watch the buds with you.\I promise...\Tomoe, you seem upset.\I'm not.\You seem awfully close to that snake.\You even promised to see him again, right in front of me.\Do you think I'm some sort of prop?\Yeah, he's angry. response:	Well, I couldn't just ignore him.
context: I promise...\Tomoe, you seem upset.\I'm not.\You seem awfully close to that snake.\You even promised to see him again, right in front of me.\Do you think I'm some sort of prop?\Yeah, he's angry.\Well, I couldn't just ignore him. response:	If I were to die,
context: Tomoe, you seem upset.\I'm not.\You seem awfully close to that snake.\You even promised to see him again, right in front of me.\Do you think I'm some sort of prop?\Yeah, he's angry.\Well, I couldn't just ignore him.\If I were to die, response:	and you were left alone like Mizuki...
context: I'm not.\You seem awfully close to that snake.\You even promised to see him again, right in front of me.\Do you think I'm some sort of prop?\Yeah, he's angry.\Well, I couldn't just ignore him.\If I were to die,\and you were left alone like Mizuki... response:	The thought of that made me do it.
context: You seem awfully close to that snake.\You even promised to see him again, right in front of me.\Do you think I'm some sort of prop?\Yeah, he's angry.\Well, I couldn't just ignore him.\If I were to die,\and you were left alone like Mizuki...\The thought of that made me do it. response:	You're being ridiculous.
context: You even promised to see him again, right in front of me.\Do you think I'm some sort of prop?\Yeah, he's angry.\Well, I couldn't just ignore him.\If I were to die,\and you were left alone like Mizuki...\The thought of that made me do it.\You're being ridiculous. response:	Hmm?
context: Do you think I'm some sort of prop?\Yeah, he's angry.\Well, I couldn't just ignore him.\If I were to die,\and you were left alone like Mizuki...\The thought of that made me do it.\You're being ridiculous.\Hmm? response:	Were you hurt?
context: Yeah, he's angry.\Well, I couldn't just ignore him.\If I were to die,\and you were left alone like Mizuki...\The thought of that made me do it.\You're being ridiculous.\Hmm?\Were you hurt? response:	I'm fine, I just tripped.
context: Well, I couldn't just ignore him.\If I were to die,\and you were left alone like Mizuki...\The thought of that made me do it.\You're being ridiculous.\Hmm?\Were you hurt?\I'm fine, I just tripped. response:	I'm sorry.
context: If I were to die,\and you were left alone like Mizuki...\The thought of that made me do it.\You're being ridiculous.\Hmm?\Were you hurt?\I'm fine, I just tripped.\I'm sorry. response:	Huh?
context: and you were left alone like Mizuki...\The thought of that made me do it.\You're being ridiculous.\Hmm?\Were you hurt?\I'm fine, I just tripped.\I'm sorry.\Huh? response:	I left you alone...
context: The thought of that made me do it.\You're being ridiculous.\Hmm?\Were you hurt?\I'm fine, I just tripped.\I'm sorry.\Huh?\I left you alone... response:	She bleeds because of a little scrape.
context: You're being ridiculous.\Hmm?\Were you hurt?\I'm fine, I just tripped.\I'm sorry.\Huh?\I left you alone...\She bleeds because of a little scrape. response:	Geez, Tomoe, don't suddenly act so nice.
context: Hmm?\Were you hurt?\I'm fine, I just tripped.\I'm sorry.\Huh?\I left you alone...\She bleeds because of a little scrape.\Geez, Tomoe, don't suddenly act so nice. response:	She might die if she ever falls from a tree.
context: Were you hurt?\I'm fine, I just tripped.\I'm sorry.\Huh?\I left you alone...\She bleeds because of a little scrape.\Geez, Tomoe, don't suddenly act so nice.\She might die if she ever falls from a tree. response:	I might end up taking advantage of you!
context: I'm fine, I just tripped.\I'm sorry.\Huh?\I left you alone...\She bleeds because of a little scrape.\Geez, Tomoe, don't suddenly act so nice.\She might die if she ever falls from a tree.\I might end up taking advantage of you! response:	This fragile girl is the foundation upon which I exist. I'm in grave danger.
context: I'm sorry.\Huh?\I left you alone...\She bleeds because of a little scrape.\Geez, Tomoe, don't suddenly act so nice.\She might die if she ever falls from a tree.\I might end up taking advantage of you!\This fragile girl is the foundation upon which I exist. I'm in grave danger. response:	Are you listening?
context: Huh?\I left you alone...\She bleeds because of a little scrape.\Geez, Tomoe, don't suddenly act so nice.\She might die if she ever falls from a tree.\I might end up taking advantage of you!\This fragile girl is the foundation upon which I exist. I'm in grave danger.\Are you listening? response:	Ugh, she's a handful.
context: I left you alone...\She bleeds because of a little scrape.\Geez, Tomoe, don't suddenly act so nice.\She might die if she ever falls from a tree.\I might end up taking advantage of you!\This fragile girl is the foundation upon which I exist. I'm in grave danger.\Are you listening?\Ugh, she's a handful. response:	Let's go home.
context: She bleeds because of a little scrape.\Geez, Tomoe, don't suddenly act so nice.\She might die if she ever falls from a tree.\I might end up taking advantage of you!\This fragile girl is the foundation upon which I exist. I'm in grave danger.\Are you listening?\Ugh, she's a handful.\Let's go home. response:	I have to make sure that she doesn't break,
context: Geez, Tomoe, don't suddenly act so nice.\She might die if she ever falls from a tree.\I might end up taking advantage of you!\This fragile girl is the foundation upon which I exist. I'm in grave danger.\Are you listening?\Ugh, she's a handful.\Let's go home.\I have to make sure that she doesn't break, response:	and that I don't break her.
context: She might die if she ever falls from a tree.\I might end up taking advantage of you!\This fragile girl is the foundation upon which I exist. I'm in grave danger.\Are you listening?\Ugh, she's a handful.\Let's go home.\I have to make sure that she doesn't break,\and that I don't break her. response:	The deity of thunder attacks?
context: I might end up taking advantage of you!\This fragile girl is the foundation upon which I exist. I'm in grave danger.\Are you listening?\Ugh, she's a handful.\Let's go home.\I have to make sure that she doesn't break,\and that I don't break her.\The deity of thunder attacks? response:	Taking Nanami's deity seal, she attacks Tomoe!
context: This fragile girl is the foundation upon which I exist. I'm in grave danger.\Are you listening?\Ugh, she's a handful.\Let's go home.\I have to make sure that she doesn't break,\and that I don't break her.\The deity of thunder attacks?\Taking Nanami's deity seal, she attacks Tomoe! response:	What's happening? Tomoe shrank!
context: Are you listening?\Ugh, she's a handful.\Let's go home.\I have to make sure that she doesn't break,\and that I don't break her.\The deity of thunder attacks?\Taking Nanami's deity seal, she attacks Tomoe!\What's happening? Tomoe shrank! response:	How adorable! Wait, this isn't the time for that!
context: Ugh, she's a handful.\Let's go home.\I have to make sure that she doesn't break,\and that I don't break her.\The deity of thunder attacks?\Taking Nanami's deity seal, she attacks Tomoe!\What's happening? Tomoe shrank!\How adorable! Wait, this isn't the time for that! response:	Next time, The Deity Loses Her Home
context: Let's go home.\I have to make sure that she doesn't break,\and that I don't break her.\The deity of thunder attacks?\Taking Nanami's deity seal, she attacks Tomoe!\What's happening? Tomoe shrank!\How adorable! Wait, this isn't the time for that!\Next time, The Deity Loses Her Home response:	This seems to happen a lot.
context: I have to make sure that she doesn't break,\and that I don't break her.\The deity of thunder attacks?\Taking Nanami's deity seal, she attacks Tomoe!\What's happening? Tomoe shrank!\How adorable! Wait, this isn't the time for that!\Next time, The Deity Loses Her Home\This seems to happen a lot. response:	onnanoko hajimemashita
context: and that I don't break her.\The deity of thunder attacks?\Taking Nanami's deity seal, she attacks Tomoe!\What's happening? Tomoe shrank!\How adorable! Wait, this isn't the time for that!\Next time, The Deity Loses Her Home\This seems to happen a lot.\onnanoko hajimemashita response:	A tired girl starts her day
context: The deity of thunder attacks?\Taking Nanami's deity seal, she attacks Tomoe!\What's happening? Tomoe shrank!\How adorable! Wait, this isn't the time for that!\Next time, The Deity Loses Her Home\This seems to happen a lot.\onnanoko hajimemashita\A tired girl starts her day response:	tameiki wa bioron no shirabe ni nite
context: Taking Nanami's deity seal, she attacks Tomoe!\What's happening? Tomoe shrank!\How adorable! Wait, this isn't the time for that!\Next time, The Deity Loses Her Home\This seems to happen a lot.\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite response:	With a sigh like the moan of a violin
context: What's happening? Tomoe shrank!\How adorable! Wait, this isn't the time for that!\Next time, The Deity Loses Her Home\This seems to happen a lot.\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin response:	akai mi hajikechatta
context: How adorable! Wait, this isn't the time for that!\Next time, The Deity Loses Her Home\This seems to happen a lot.\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta response:	A cherry bursts in her mouth
context: Next time, The Deity Loses Her Home\This seems to happen a lot.\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth response:	mada anata wo shiranai
context: This seems to happen a lot.\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai response:	This was before we had met
context: onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met response:	konna koto hajimetette
context: A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette response:	This is the first time I've ever felt like this
context: tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this response:	manazashi wa aku no hana sakimidarete mo
context: With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo response:	I could see that your pretty eyes were filled with contempt
context: akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt response:	ie e to tsuzuku
context: A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku response:	But I had to go home
context: mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home response:	basu sutoppu demo anata wa tsurenai
context: This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai response:	Even at the bus stop, you gave me the cold shoulder
context: konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder response:	karameta hanabi myaku utsu
context: This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu response:	The fireworks in the sky pulse
context: manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse response:	koi no shiruetto
context: I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto response:	In a silhouette of love
context: ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love response:	karui mahou
context: But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love\karui mahou response:	With a little magic,
context: basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love\karui mahou\With a little magic, response:	usotsuki na kuchibiru
context: Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love\karui mahou\With a little magic,\usotsuki na kuchibiru response:	Two sets of lying lips
context: karameta hanabi myaku utsu\The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love\karui mahou\With a little magic,\usotsuki na kuchibiru\Two sets of lying lips response:	sou kasaneteru
context: The fireworks in the sky pulse\koi no shiruetto\In a silhouette of love\karui mahou\With a little magic,\usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru response:	Lock together
context: koi no shiruetto\In a silhouette of love\karui mahou\With a little magic,\usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru\Lock together response:	ano ne
context: In a silhouette of love\karui mahou\With a little magic,\usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru\Lock together\ano ne response:	You see
context: karui mahou\With a little magic,\usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru\Lock together\ano ne\You see response:	nee kamisama
context: With a little magic,\usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru\Lock together\ano ne\You see\nee kamisama response:	God...
context: usotsuki na kuchibiru\Two sets of lying lips\sou kasaneteru\Lock together\ano ne\You see\nee kamisama\God... response:	warui ko ni naritai yo
context: Two sets of lying lips\sou kasaneteru\Lock together\ano ne\You see\nee kamisama\God...\warui ko ni naritai yo response:	I'd like to be a naughty girl
context: sou kasaneteru\Lock together\ano ne\You see\nee kamisama\God...\warui ko ni naritai yo\I'd like to be a naughty girl response:	ii ko ni shiteru kara
context: Lock together\ano ne\You see\nee kamisama\God...\warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara response:	I'm tired of being good
context: ano ne\You see\nee kamisama\God...\warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good response:	onegai dayo
context: You see\nee kamisama\God...\warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good\onegai dayo response:	So, please
context: nee kamisama\God...\warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good\onegai dayo\So, please response:	zurui koto sasetoite
context: God...\warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good\onegai dayo\So, please\zurui koto sasetoite response:	It's for a good reason
context: warui ko ni naritai yo\I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good\onegai dayo\So, please\zurui koto sasetoite\It's for a good reason response:	ii koto shitai nara
context: I'd like to be a naughty girl\ii ko ni shiteru kara\I'm tired of being good\onegai dayo\So, please\zurui koto sasetoite\It's for a good reason\ii koto shitai nara response:	So let me be bad for once
context: ii ko ni shiteru kara\I'm tired of being good\onegai dayo\So, please\zurui koto sasetoite\It's for a good reason\ii koto shitai nara\So let me be bad for once response:	sukaato hirogaesu shite
context: I'm tired of being good\onegai dayo\So, please\zurui koto sasetoite\It's for a good reason\ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite response:	By flipping my skirt
context: onegai dayo\So, please\zurui koto sasetoite\It's for a good reason\ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt response:	sugu kaeru yo
context: So, please\zurui koto sasetoite\It's for a good reason\ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo response:	I'll be back soon
context: zurui koto sasetoite\It's for a good reason\ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo\I'll be back soon response:	doyoubi wa haresou da
context: It's for a good reason\ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo\I'll be back soon\doyoubi wa haresou da response:	It looks like Saturday is going to be sunny
context: ii koto shitai nara\So let me be bad for once\sukaato hirogaesu shite\By flipping my skirt\sugu kaeru yo\I'll be back soon\doyoubi wa haresou da\It looks like Saturday is going to be sunny response:	kamisama hajimemashita
