context: Signs response:	OP
context: Conventional weaponry is useless.\We've been telling everyone this for at least a decade, and they don't get it! Jeez.\Then what should we do?\The Secrets' reactions are slow compared to FP's and IFO's.\The only IFOs in the area are the two of ours...\There's three.\Our headquarters are negotiating a new contract with the Okinawan government.\But our analysis shows that the signals from the Scub Burst earlier are still present. response:	Therefore, our team Pied Piper will now engage and annihilate the Secret.
context: We've been telling everyone this for at least a decade, and they don't get it! Jeez.\Then what should we do?\The Secrets' reactions are slow compared to FP's and IFO's.\The only IFOs in the area are the two of ours...\There's three.\Our headquarters are negotiating a new contract with the Okinawan government.\But our analysis shows that the signals from the Scub Burst earlier are still present.\Therefore, our team Pied Piper will now engage and annihilate the Secret. response:	I'm sorry.
context: Then what should we do?\The Secrets' reactions are slow compared to FP's and IFO's.\The only IFOs in the area are the two of ours...\There's three.\Our headquarters are negotiating a new contract with the Okinawan government.\But our analysis shows that the signals from the Scub Burst earlier are still present.\Therefore, our team Pied Piper will now engage and annihilate the Secret.\I'm sorry. response:	Don't worry about it.
context: The Secrets' reactions are slow compared to FP's and IFO's.\The only IFOs in the area are the two of ours...\There's three.\Our headquarters are negotiating a new contract with the Okinawan government.\But our analysis shows that the signals from the Scub Burst earlier are still present.\Therefore, our team Pied Piper will now engage and annihilate the Secret.\I'm sorry.\Don't worry about it. response:	Zone mapping complete.
context: The only IFOs in the area are the two of ours...\There's three.\Our headquarters are negotiating a new contract with the Okinawan government.\But our analysis shows that the signals from the Scub Burst earlier are still present.\Therefore, our team Pied Piper will now engage and annihilate the Secret.\I'm sorry.\Don't worry about it.\Zone mapping complete. response:	Some parts are always outside of the zones. Be careful.
context: There's three.\Our headquarters are negotiating a new contract with the Okinawan government.\But our analysis shows that the signals from the Scub Burst earlier are still present.\Therefore, our team Pied Piper will now engage and annihilate the Secret.\I'm sorry.\Don't worry about it.\Zone mapping complete.\Some parts are always outside of the zones. Be careful. response:	Kyrie, let's go.
context: Our headquarters are negotiating a new contract with the Okinawan government.\But our analysis shows that the signals from the Scub Burst earlier are still present.\Therefore, our team Pied Piper will now engage and annihilate the Secret.\I'm sorry.\Don't worry about it.\Zone mapping complete.\Some parts are always outside of the zones. Be careful.\Kyrie, let's go. response:	Support cannons: full power.
context: But our analysis shows that the signals from the Scub Burst earlier are still present.\Therefore, our team Pied Piper will now engage and annihilate the Secret.\I'm sorry.\Don't worry about it.\Zone mapping complete.\Some parts are always outside of the zones. Be careful.\Kyrie, let's go.\Support cannons: full power. response:	Don't worry. It can't see you.
context: Therefore, our team Pied Piper will now engage and annihilate the Secret.\I'm sorry.\Don't worry about it.\Zone mapping complete.\Some parts are always outside of the zones. Be careful.\Kyrie, let's go.\Support cannons: full power.\Don't worry. It can't see you. response:	I'm at the feet of the Scub, after all.
context: I'm sorry.\Don't worry about it.\Zone mapping complete.\Some parts are always outside of the zones. Be careful.\Kyrie, let's go.\Support cannons: full power.\Don't worry. It can't see you.\I'm at the feet of the Scub, after all. response:	Let's try this again.
context: Don't worry about it.\Zone mapping complete.\Some parts are always outside of the zones. Be careful.\Kyrie, let's go.\Support cannons: full power.\Don't worry. It can't see you.\I'm at the feet of the Scub, after all.\Let's try this again. response:	Dammit!
context: Zone mapping complete.\Some parts are always outside of the zones. Be careful.\Kyrie, let's go.\Support cannons: full power.\Don't worry. It can't see you.\I'm at the feet of the Scub, after all.\Let's try this again.\Dammit! response:	Sorry! You've got two!
context: Some parts are always outside of the zones. Be careful.\Kyrie, let's go.\Support cannons: full power.\Don't worry. It can't see you.\I'm at the feet of the Scub, after all.\Let's try this again.\Dammit!\Sorry! You've got two! response:	I got it.
context: Kyrie, let's go.\Support cannons: full power.\Don't worry. It can't see you.\I'm at the feet of the Scub, after all.\Let's try this again.\Dammit!\Sorry! You've got two!\I got it. response:	I'm going to take them out, so watch out for the shots.
context: Support cannons: full power.\Don't worry. It can't see you.\I'm at the feet of the Scub, after all.\Let's try this again.\Dammit!\Sorry! You've got two!\I got it.\I'm going to take them out, so watch out for the shots. response:	Sorry! You okay?
context: Don't worry. It can't see you.\I'm at the feet of the Scub, after all.\Let's try this again.\Dammit!\Sorry! You've got two!\I got it.\I'm going to take them out, so watch out for the shots.\Sorry! You okay? response:	This is nothing.
context: I'm at the feet of the Scub, after all.\Let's try this again.\Dammit!\Sorry! You've got two!\I got it.\I'm going to take them out, so watch out for the shots.\Sorry! You okay?\This is nothing. response:	I wonder what's next.
context: Let's try this again.\Dammit!\Sorry! You've got two!\I got it.\I'm going to take them out, so watch out for the shots.\Sorry! You okay?\This is nothing.\I wonder what's next. response:	Here it comes.
context: Dammit!\Sorry! You've got two!\I got it.\I'm going to take them out, so watch out for the shots.\Sorry! You okay?\This is nothing.\I wonder what's next.\Here it comes. response:	Yeah.
context: Sorry! You've got two!\I got it.\I'm going to take them out, so watch out for the shots.\Sorry! You okay?\This is nothing.\I wonder what's next.\Here it comes.\Yeah. response:	It's an entire army.
context: I got it.\I'm going to take them out, so watch out for the shots.\Sorry! You okay?\This is nothing.\I wonder what's next.\Here it comes.\Yeah.\It's an entire army. response:	Didn't you say you're not going to pilot it? What's up with you?
context: I'm going to take them out, so watch out for the shots.\Sorry! You okay?\This is nothing.\I wonder what's next.\Here it comes.\Yeah.\It's an entire army.\Didn't you say you're not going to pilot it? What's up with you? response:	I'll fight the G-Monster.
context: Sorry! You okay?\This is nothing.\I wonder what's next.\Here it comes.\Yeah.\It's an entire army.\Didn't you say you're not going to pilot it? What's up with you?\I'll fight the G-Monster. response:	It's too big!
context: This is nothing.\I wonder what's next.\Here it comes.\Yeah.\It's an entire army.\Didn't you say you're not going to pilot it? What's up with you?\I'll fight the G-Monster.\It's too big! response:	If you consider yesterday's one to be a fighter, then this one's the mothership!
context: I wonder what's next.\Here it comes.\Yeah.\It's an entire army.\Didn't you say you're not going to pilot it? What's up with you?\I'll fight the G-Monster.\It's too big!\If you consider yesterday's one to be a fighter, then this one's the mothership! response:	Are you going to protect them? The retarded adults who treated you like shit?
context: Here it comes.\Yeah.\It's an entire army.\Didn't you say you're not going to pilot it? What's up with you?\I'll fight the G-Monster.\It's too big!\If you consider yesterday's one to be a fighter, then this one's the mothership!\Are you going to protect them? The retarded adults who treated you like shit? response:	I don't want to pilot it.
context: Yeah.\It's an entire army.\Didn't you say you're not going to pilot it? What's up with you?\I'll fight the G-Monster.\It's too big!\If you consider yesterday's one to be a fighter, then this one's the mothership!\Are you going to protect them? The retarded adults who treated you like shit?\I don't want to pilot it. response:	If I do, I'll be an alien.
context: It's an entire army.\Didn't you say you're not going to pilot it? What's up with you?\I'll fight the G-Monster.\It's too big!\If you consider yesterday's one to be a fighter, then this one's the mothership!\Are you going to protect them? The retarded adults who treated you like shit?\I don't want to pilot it.\If I do, I'll be an alien. response:	But if I don't, I'll regret it later.
context: Didn't you say you're not going to pilot it? What's up with you?\I'll fight the G-Monster.\It's too big!\If you consider yesterday's one to be a fighter, then this one's the mothership!\Are you going to protect them? The retarded adults who treated you like shit?\I don't want to pilot it.\If I do, I'll be an alien.\But if I don't, I'll regret it later. response:	Like your dad did.
context: I'll fight the G-Monster.\It's too big!\If you consider yesterday's one to be a fighter, then this one's the mothership!\Are you going to protect them? The retarded adults who treated you like shit?\I don't want to pilot it.\If I do, I'll be an alien.\But if I don't, I'll regret it later.\Like your dad did. response:	Ao...
context: It's too big!\If you consider yesterday's one to be a fighter, then this one's the mothership!\Are you going to protect them? The retarded adults who treated you like shit?\I don't want to pilot it.\If I do, I'll be an alien.\But if I don't, I'll regret it later.\Like your dad did.\Ao... response:	I don't want to apologize to a child!
context: If you consider yesterday's one to be a fighter, then this one's the mothership!\Are you going to protect them? The retarded adults who treated you like shit?\I don't want to pilot it.\If I do, I'll be an alien.\But if I don't, I'll regret it later.\Like your dad did.\Ao...\I don't want to apologize to a child! response:	Mama?
context: Are you going to protect them? The retarded adults who treated you like shit?\I don't want to pilot it.\If I do, I'll be an alien.\But if I don't, I'll regret it later.\Like your dad did.\Ao...\I don't want to apologize to a child!\Mama? response:	Don't move, Ao.
context: I don't want to pilot it.\If I do, I'll be an alien.\But if I don't, I'll regret it later.\Like your dad did.\Ao...\I don't want to apologize to a child!\Mama?\Don't move, Ao. response:	This will make Nirvash remember you.
context: If I do, I'll be an alien.\But if I don't, I'll regret it later.\Like your dad did.\Ao...\I don't want to apologize to a child!\Mama?\Don't move, Ao.\This will make Nirvash remember you. response:	Nirvash?
context: But if I don't, I'll regret it later.\Like your dad did.\Ao...\I don't want to apologize to a child!\Mama?\Don't move, Ao.\This will make Nirvash remember you.\Nirvash? response:	I see... you remembered me this entire time...
context: Like your dad did.\Ao...\I don't want to apologize to a child!\Mama?\Don't move, Ao.\This will make Nirvash remember you.\Nirvash?\I see... you remembered me this entire time... response:	To be continued!
context: Ao...\I don't want to apologize to a child!\Mama?\Don't move, Ao.\This will make Nirvash remember you.\Nirvash?\I see... you remembered me this entire time...\To be continued! response:	Next time on Eureka Seven AO.
context: I don't want to apologize to a child!\Mama?\Don't move, Ao.\This will make Nirvash remember you.\Nirvash?\I see... you remembered me this entire time...\To be continued!\Next time on Eureka Seven AO. response:	To protect the island, Ao throws himself in the battle to win.
context: Mama?\Don't move, Ao.\This will make Nirvash remember you.\Nirvash?\I see... you remembered me this entire time...\To be continued!\Next time on Eureka Seven AO.\To protect the island, Ao throws himself in the battle to win. response:	His determination shakes people one after another.
context: Don't move, Ao.\This will make Nirvash remember you.\Nirvash?\I see... you remembered me this entire time...\To be continued!\Next time on Eureka Seven AO.\To protect the island, Ao throws himself in the battle to win.\His determination shakes people one after another. response:	What will the boy do as beyond hope and despair, he loses a place to return to?
context: This will make Nirvash remember you.\Nirvash?\I see... you remembered me this entire time...\To be continued!\Next time on Eureka Seven AO.\To protect the island, Ao throws himself in the battle to win.\His determination shakes people one after another.\What will the boy do as beyond hope and despair, he loses a place to return to? response:	Eureka Seven AO, episode 4: Walk This Way.
context: Nirvash?\I see... you remembered me this entire time...\To be continued!\Next time on Eureka Seven AO.\To protect the island, Ao throws himself in the battle to win.\His determination shakes people one after another.\What will the boy do as beyond hope and despair, he loses a place to return to?\Eureka Seven AO, episode 4: Walk This Way. response:	Listen the voice of the children of the stars.
context: I see... you remembered me this entire time...\To be continued!\Next time on Eureka Seven AO.\To protect the island, Ao throws himself in the battle to win.\His determination shakes people one after another.\What will the boy do as beyond hope and despair, he loses a place to return to?\Eureka Seven AO, episode 4: Walk This Way.\Listen the voice of the children of the stars. response:	STILL FIGHTING
context: To be continued!\Next time on Eureka Seven AO.\To protect the island, Ao throws himself in the battle to win.\His determination shakes people one after another.\What will the boy do as beyond hope and despair, he loses a place to return to?\Eureka Seven AO, episode 4: Walk This Way.\Listen the voice of the children of the stars.\STILL FIGHTING response:	PREVIEW
context: Next time on Eureka Seven AO.\To protect the island, Ao throws himself in the battle to win.\His determination shakes people one after another.\What will the boy do as beyond hope and despair, he loses a place to return to?\Eureka Seven AO, episode 4: Walk This Way.\Listen the voice of the children of the stars.\STILL FIGHTING\PREVIEW response:	Sign: Jasmine Tea
context: To protect the island, Ao throws himself in the battle to win.\His determination shakes people one after another.\What will the boy do as beyond hope and despair, he loses a place to return to?\Eureka Seven AO, episode 4: Walk This Way.\Listen the voice of the children of the stars.\STILL FIGHTING\PREVIEW\Sign: Jasmine Tea response:	Chivalry
context: His determination shakes people one after another.\What will the boy do as beyond hope and despair, he loses a place to return to?\Eureka Seven AO, episode 4: Walk This Way.\Listen the voice of the children of the stars.\STILL FIGHTING\PREVIEW\Sign: Jasmine Tea\Chivalry response:	Signs: Alien! Foreigner! Get lost!
context: What will the boy do as beyond hope and despair, he loses a place to return to?\Eureka Seven AO, episode 4: Walk This Way.\Listen the voice of the children of the stars.\STILL FIGHTING\PREVIEW\Sign: Jasmine Tea\Chivalry\Signs: Alien! Foreigner! Get lost! response:	Escape
context: Eureka Seven AO, episode 4: Walk This Way.\Listen the voice of the children of the stars.\STILL FIGHTING\PREVIEW\Sign: Jasmine Tea\Chivalry\Signs: Alien! Foreigner! Get lost!\Escape response:	kono kaze ni
context: Listen the voice of the children of the stars.\STILL FIGHTING\PREVIEW\Sign: Jasmine Tea\Chivalry\Signs: Alien! Foreigner! Get lost!\Escape\kono kaze ni response:	namida wo nose
context: STILL FIGHTING\PREVIEW\Sign: Jasmine Tea\Chivalry\Signs: Alien! Foreigner! Get lost!\Escape\kono kaze ni\namida wo nose response:	kareru made supiido agete
context: PREVIEW\Sign: Jasmine Tea\Chivalry\Signs: Alien! Foreigner! Get lost!\Escape\kono kaze ni\namida wo nose\kareru made supiido agete response:	tobikoete yukeru
context: Sign: Jasmine Tea\Chivalry\Signs: Alien! Foreigner! Get lost!\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru response:	kitto kotae wa
context: Chivalry\Signs: Alien! Foreigner! Get lost!\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa response:	harukana ano sora no mukou
context: Signs: Alien! Foreigner! Get lost!\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou response:	kotae ga mitsukaranai koko de wa
context: Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa response:	tameiki wo tsuite sora wo miru
context: kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru response:	aoku somerareta hitomi no oku de kagayaiteru no wa
context: namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa response:	doko de mo yukeru, yume wo miteru
context: kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru response:	jibun na no sa
context: tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa response:	Escape
context: kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape response:	kono kaze ni
context: harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni response:	negai wo nosete
context: kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete response:	nobashita te wa asu wo egaku
context: tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku response:	mou kowaku nado nai
context: aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai response:	namida no ato
context: doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato response:	nijiiro ni somatte tondeyuku
context: jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku response:	ano sora no mukou
context: Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou response:	Escape
context: kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Escape response:	kono kaze ni
context: negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Escape\kono kaze ni response:	namida wo nose
context: nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Escape\kono kaze ni\namida wo nose response:	kareru made supiido agete
context: mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Escape\kono kaze ni\namida wo nose\kareru made supiido agete response:	tobikoete yukeru
context: namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru response:	kitto kotae wa
context: nijiiro ni somatte tondeyuku\ano sora no mukou\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa response:	harukana ano sora no mukou
context: ano sora no mukou\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou response:	kotae ga mitsukaranai koko de wa
context: Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa response:	tameiki wo tsuite sora wo miru
context: kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru response:	aoku somerareta hitomi no oku de kagayaiteru no wa
context: namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa response:	doko de mo yukeru, yume wo miteru
context: kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru response:	jibun na no sa
context: tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa response:	Escape
context: kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape response:	kono kaze ni
context: harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni response:	negai wo nosete
context: kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete response:	nobashita te wa asu wo egaku
context: tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku response:	mou kowaku nado nai
context: aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai response:	namida no ato
context: doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato response:	nijiiro ni somatte tondeyuku
context: jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku response:	ano sora no mukou
context: Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou response:	Let the wind
context: kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind response:	take away your tears
context: negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind\take away your tears response:	Speed up until they dry
context: nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind\take away your tears\Speed up until they dry response:	I can overcome this
context: mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind\take away your tears\Speed up until they dry\I can overcome this response:	The answer is
context: namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is response:	waiting beyond the distant sky
context: nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky response:	There's no answer here,
context: ano sora no mukou\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here, response:	so I sigh and look up at the sky
context: Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky response:	Shining deep within my eyes, reflecting its blue,
context: take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue, response:	is a dreamer who can overcome anything
context: Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything response:	It's me, myself
context: I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself response:	Let the wind
context: The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind response:	carry your dreams
context: waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams response:	My hands willl draw tomorrow
context: There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow response:	I'm not scared anymore
context: so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore response:	The memory of my tears
context: Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears response:	are dyed by rainbows and fly
context: is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly response:	far away beyond the sky
context: It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky response:	Let the wind
context: Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\Let the wind response:	take away your tears
context: carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\Let the wind\take away your tears response:	Speed up until they dry
context: My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\Let the wind\take away your tears\Speed up until they dry response:	I can overcome this
context: I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\Let the wind\take away your tears\Speed up until they dry\I can overcome this response:	The answer is
context: The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is response:	waiting beyond the distant sky
context: are dyed by rainbows and fly\far away beyond the sky\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky response:	There's no answer here,
context: far away beyond the sky\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here, response:	so I sigh and look up at the sky
context: Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky response:	Shining deep within my eyes, reflecting its blue,
context: take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue, response:	is a dreamer who can overcome anything
context: Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything response:	It's me, myself
context: I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself response:	Let the wind
context: The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind response:	carry your dreams
context: waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams response:	My hands willl draw tomorrow
context: There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow response:	I'm not scared anymore
context: so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore response:	The memory of my tears
context: Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears response:	are dyed by rainbows and fly
context: is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly response:	far away beyond the sky
context: It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky response:	takanaru shinzou no koe wa
context: Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\takanaru shinzou no koe wa response:	itsu shika kokochi yoku najinde ite
context: carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite response:	kaze ga tsuyoku fuiteite mo
context: My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\takanaru shinzou no koe wa\itsu shika kokochi yoku najinde ite\kaze ga tsuyoku fuiteite mo response:	me wo tsumuranaide itsu datte mae wo muku yo
