context: Why am I being so indecisive about this? response:	Well, I'll be going now, Ayumi.
context: It's fine. I'm done here already.\What do you mean\Hey! Stop!\Can you hold on a second?\Um, I don't need to erase this guy's memory, right?\I hope not...\- What is going on? - Let me out! Let me out!\- Shutting down B-block! - It hurts... response:	I repeat. There is an emergency situation in D-block.
context: What do you mean\Hey! Stop!\Can you hold on a second?\Um, I don't need to erase this guy's memory, right?\I hope not...\- What is going on? - Let me out! Let me out!\- Shutting down B-block! - It hurts...\I repeat. There is an emergency situation in D-block. response:	All employees arrange yourselves according to regulations.
context: Hey! Stop!\Can you hold on a second?\Um, I don't need to erase this guy's memory, right?\I hope not...\- What is going on? - Let me out! Let me out!\- Shutting down B-block! - It hurts...\I repeat. There is an emergency situation in D-block.\All employees arrange yourselves according to regulations. response:	Dammit! What's going on out there?
context: Can you hold on a second?\Um, I don't need to erase this guy's memory, right?\I hope not...\- What is going on? - Let me out! Let me out!\- Shutting down B-block! - It hurts...\I repeat. There is an emergency situation in D-block.\All employees arrange yourselves according to regulations.\Dammit! What's going on out there? response:	- I don't care who it is, just tell me..! - Help me... help me...
context: Um, I don't need to erase this guy's memory, right?\I hope not...\- What is going on? - Let me out! Let me out!\- Shutting down B-block! - It hurts...\I repeat. There is an emergency situation in D-block.\All employees arrange yourselves according to regulations.\Dammit! What's going on out there?\- I don't care who it is, just tell me..! - Help me... help me... response:	This voice! I can figure out the direction, too!
context: I hope not...\- What is going on? - Let me out! Let me out!\- Shutting down B-block! - It hurts...\I repeat. There is an emergency situation in D-block.\All employees arrange yourselves according to regulations.\Dammit! What's going on out there?\- I don't care who it is, just tell me..! - Help me... help me...\This voice! I can figure out the direction, too! response:	- Hey! Let me out of this place! - Mom, I'm scared...
context: - What is going on? - Let me out! Let me out!\- Shutting down B-block! - It hurts...\I repeat. There is an emergency situation in D-block.\All employees arrange yourselves according to regulations.\Dammit! What's going on out there?\- I don't care who it is, just tell me..! - Help me... help me...\This voice! I can figure out the direction, too!\- Hey! Let me out of this place! - Mom, I'm scared... response:	Big Brother, can you hear me? It's me, Yu!
context: - Shutting down B-block! - It hurts...\I repeat. There is an emergency situation in D-block.\All employees arrange yourselves according to regulations.\Dammit! What's going on out there?\- I don't care who it is, just tell me..! - Help me... help me...\This voice! I can figure out the direction, too!\- Hey! Let me out of this place! - Mom, I'm scared...\Big Brother, can you hear me? It's me, Yu! response:	Just kill me now...
context: I repeat. There is an emergency situation in D-block.\All employees arrange yourselves according to regulations.\Dammit! What's going on out there?\- I don't care who it is, just tell me..! - Help me... help me...\This voice! I can figure out the direction, too!\- Hey! Let me out of this place! - Mom, I'm scared...\Big Brother, can you hear me? It's me, Yu!\Just kill me now... response:	Yu? You took that kind of power? If they find out, it will make a huge mess!
context: All employees arrange yourselves according to regulations.\Dammit! What's going on out there?\- I don't care who it is, just tell me..! - Help me... help me...\This voice! I can figure out the direction, too!\- Hey! Let me out of this place! - Mom, I'm scared...\Big Brother, can you hear me? It's me, Yu!\Just kill me now...\Yu? You took that kind of power? If they find out, it will make a huge mess! response:	That's how big the current situation is. They're about to dissect Ayumi!
context: Dammit! What's going on out there?\- I don't care who it is, just tell me..! - Help me... help me...\This voice! I can figure out the direction, too!\- Hey! Let me out of this place! - Mom, I'm scared...\Big Brother, can you hear me? It's me, Yu!\Just kill me now...\Yu? You took that kind of power? If they find out, it will make a huge mess!\That's how big the current situation is. They're about to dissect Ayumi! response:	Ayumi? Why?
context: - I don't care who it is, just tell me..! - Help me... help me...\This voice! I can figure out the direction, too!\- Hey! Let me out of this place! - Mom, I'm scared...\Big Brother, can you hear me? It's me, Yu!\Just kill me now...\Yu? You took that kind of power? If they find out, it will make a huge mess!\That's how big the current situation is. They're about to dissect Ayumi!\Ayumi? Why? response:	She gained an ability powerful enough to destroy the facility!
context: This voice! I can figure out the direction, too!\- Hey! Let me out of this place! - Mom, I'm scared...\Big Brother, can you hear me? It's me, Yu!\Just kill me now...\Yu? You took that kind of power? If they find out, it will make a huge mess!\That's how big the current situation is. They're about to dissect Ayumi!\Ayumi? Why?\She gained an ability powerful enough to destroy the facility! response:	Even Ayumi, too...
context: - Hey! Let me out of this place! - Mom, I'm scared...\Big Brother, can you hear me? It's me, Yu!\Just kill me now...\Yu? You took that kind of power? If they find out, it will make a huge mess!\That's how big the current situation is. They're about to dissect Ayumi!\Ayumi? Why?\She gained an ability powerful enough to destroy the facility!\Even Ayumi, too... response:	I'll save you, Big Brother!
context: Big Brother, can you hear me? It's me, Yu!\Just kill me now...\Yu? You took that kind of power? If they find out, it will make a huge mess!\That's how big the current situation is. They're about to dissect Ayumi!\Ayumi? Why?\She gained an ability powerful enough to destroy the facility!\Even Ayumi, too...\I'll save you, Big Brother! response:	So, do your time-leap, and change this world for us!
context: Just kill me now...\Yu? You took that kind of power? If they find out, it will make a huge mess!\That's how big the current situation is. They're about to dissect Ayumi!\Ayumi? Why?\She gained an ability powerful enough to destroy the facility!\Even Ayumi, too...\I'll save you, Big Brother!\So, do your time-leap, and change this world for us! response:	How does he plan on coming over here? Dammit! Only if I could get light into my eyes..!
context: Yu? You took that kind of power? If they find out, it will make a huge mess!\That's how big the current situation is. They're about to dissect Ayumi!\Ayumi? Why?\She gained an ability powerful enough to destroy the facility!\Even Ayumi, too...\I'll save you, Big Brother!\So, do your time-leap, and change this world for us!\How does he plan on coming over here? Dammit! Only if I could get light into my eyes..! response:	What?
context: That's how big the current situation is. They're about to dissect Ayumi!\Ayumi? Why?\She gained an ability powerful enough to destroy the facility!\Even Ayumi, too...\I'll save you, Big Brother!\So, do your time-leap, and change this world for us!\How does he plan on coming over here? Dammit! Only if I could get light into my eyes..!\What? response:	What's wrong?
context: Ayumi? Why?\She gained an ability powerful enough to destroy the facility!\Even Ayumi, too...\I'll save you, Big Brother!\So, do your time-leap, and change this world for us!\How does he plan on coming over here? Dammit! Only if I could get light into my eyes..!\What?\What's wrong? response:	Shichino?
context: She gained an ability powerful enough to destroy the facility!\Even Ayumi, too...\I'll save you, Big Brother!\So, do your time-leap, and change this world for us!\How does he plan on coming over here? Dammit! Only if I could get light into my eyes..!\What?\What's wrong?\Shichino? response:	Dammit... why do I have to do this for a sister-complex guy like you!
context: Even Ayumi, too...\I'll save you, Big Brother!\So, do your time-leap, and change this world for us!\How does he plan on coming over here? Dammit! Only if I could get light into my eyes..!\What?\What's wrong?\Shichino?\Dammit... why do I have to do this for a sister-complex guy like you! response:	What the hell
context: I'll save you, Big Brother!\So, do your time-leap, and change this world for us!\How does he plan on coming over here? Dammit! Only if I could get light into my eyes..!\What?\What's wrong?\Shichino?\Dammit... why do I have to do this for a sister-complex guy like you!\What the hell response:	We don't have time!
context: So, do your time-leap, and change this world for us!\How does he plan on coming over here? Dammit! Only if I could get light into my eyes..!\What?\What's wrong?\Shichino?\Dammit... why do I have to do this for a sister-complex guy like you!\What the hell\We don't have time! response:	Take my power of permeation!
context: How does he plan on coming over here? Dammit! Only if I could get light into my eyes..!\What?\What's wrong?\Shichino?\Dammit... why do I have to do this for a sister-complex guy like you!\What the hell\We don't have time!\Take my power of permeation! response:	Are you sure?
context: What?\What's wrong?\Shichino?\Dammit... why do I have to do this for a sister-complex guy like you!\What the hell\We don't have time!\Take my power of permeation!\Are you sure? response:	I'm telling you, we have no time left!
context: What's wrong?\Shichino?\Dammit... why do I have to do this for a sister-complex guy like you!\What the hell\We don't have time!\Take my power of permeation!\Are you sure?\I'm telling you, we have no time left! response:	Got it!
context: Shichino?\Dammit... why do I have to do this for a sister-complex guy like you!\What the hell\We don't have time!\Take my power of permeation!\Are you sure?\I'm telling you, we have no time left!\Got it! response:	This way! Hurry up and go!
context: Dammit... why do I have to do this for a sister-complex guy like you!\What the hell\We don't have time!\Take my power of permeation!\Are you sure?\I'm telling you, we have no time left!\Got it!\This way! Hurry up and go! response:	I'm sorry! I'm sure my big brother will change this world, so..!
context: What the hell\We don't have time!\Take my power of permeation!\Are you sure?\I'm telling you, we have no time left!\Got it!\This way! Hurry up and go!\I'm sorry! I'm sure my big brother will change this world, so..! response:	What is this ability... It tires me out...
context: We don't have time!\Take my power of permeation!\Are you sure?\I'm telling you, we have no time left!\Got it!\This way! Hurry up and go!\I'm sorry! I'm sure my big brother will change this world, so..!\What is this ability... It tires me out... response:	What's wrong?
context: Take my power of permeation!\Are you sure?\I'm telling you, we have no time left!\Got it!\This way! Hurry up and go!\I'm sorry! I'm sure my big brother will change this world, so..!\What is this ability... It tires me out...\What's wrong? response:	I got Shichino's ability, too! I'll be right there, Big Brother!
context: Are you sure?\I'm telling you, we have no time left!\Got it!\This way! Hurry up and go!\I'm sorry! I'm sure my big brother will change this world, so..!\What is this ability... It tires me out...\What's wrong?\I got Shichino's ability, too! I'll be right there, Big Brother! response:	Big Brother!
context: I'm telling you, we have no time left!\Got it!\This way! Hurry up and go!\I'm sorry! I'm sure my big brother will change this world, so..!\What is this ability... It tires me out...\What's wrong?\I got Shichino's ability, too! I'll be right there, Big Brother!\Big Brother! response:	It's been a while, Yu.
context: Got it!\This way! Hurry up and go!\I'm sorry! I'm sure my big brother will change this world, so..!\What is this ability... It tires me out...\What's wrong?\I got Shichino's ability, too! I'll be right there, Big Brother!\Big Brother!\It's been a while, Yu. response:	But, I have to get going immediately.
context: This way! Hurry up and go!\I'm sorry! I'm sure my big brother will change this world, so..!\What is this ability... It tires me out...\What's wrong?\I got Shichino's ability, too! I'll be right there, Big Brother!\Big Brother!\It's been a while, Yu.\But, I have to get going immediately. response:	Right... I'm leaving you to do the rest, Big Brother.
context: I'm sorry! I'm sure my big brother will change this world, so..!\What is this ability... It tires me out...\What's wrong?\I got Shichino's ability, too! I'll be right there, Big Brother!\Big Brother!\It's been a while, Yu.\But, I have to get going immediately.\Right... I'm leaving you to do the rest, Big Brother. response:	Yeah, for the future...
context: What is this ability... It tires me out...\What's wrong?\I got Shichino's ability, too! I'll be right there, Big Brother!\Big Brother!\It's been a while, Yu.\But, I have to get going immediately.\Right... I'm leaving you to do the rest, Big Brother.\Yeah, for the future... response:	No, for everyone.
context: What's wrong?\I got Shichino's ability, too! I'll be right there, Big Brother!\Big Brother!\It's been a while, Yu.\But, I have to get going immediately.\Right... I'm leaving you to do the rest, Big Brother.\Yeah, for the future...\No, for everyone. response:	I'm going to change the world!
context: I got Shichino's ability, too! I'll be right there, Big Brother!\Big Brother!\It's been a while, Yu.\But, I have to get going immediately.\Right... I'm leaving you to do the rest, Big Brother.\Yeah, for the future...\No, for everyone.\I'm going to change the world! response:	Dispose of him!
context: Big Brother!\It's been a while, Yu.\But, I have to get going immediately.\Right... I'm leaving you to do the rest, Big Brother.\Yeah, for the future...\No, for everyone.\I'm going to change the world!\Dispose of him! response:	Please don't surprise me!
context: It's been a while, Yu.\But, I have to get going immediately.\Right... I'm leaving you to do the rest, Big Brother.\Yeah, for the future...\No, for everyone.\I'm going to change the world!\Dispose of him!\Please don't surprise me! response:	Where is this?
context: But, I have to get going immediately.\Right... I'm leaving you to do the rest, Big Brother.\Yeah, for the future...\No, for everyone.\I'm going to change the world!\Dispose of him!\Please don't surprise me!\Where is this? response:	A hospital. You collapsed during the gig.
context: Right... I'm leaving you to do the rest, Big Brother.\Yeah, for the future...\No, for everyone.\I'm going to change the world!\Dispose of him!\Please don't surprise me!\Where is this?\A hospital. You collapsed during the gig. response:	Do you remember that?
context: Yeah, for the future...\No, for everyone.\I'm going to change the world!\Dispose of him!\Please don't surprise me!\Where is this?\A hospital. You collapsed during the gig.\Do you remember that? response:	That's right... Ayumi is already...
context: No, for everyone.\I'm going to change the world!\Dispose of him!\Please don't surprise me!\Where is this?\A hospital. You collapsed during the gig.\Do you remember that?\That's right... Ayumi is already... response:	Did you have a bad dream or something?
context: I'm going to change the world!\Dispose of him!\Please don't surprise me!\Where is this?\A hospital. You collapsed during the gig.\Do you remember that?\That's right... Ayumi is already...\Did you have a bad dream or something? response:	Dream... was the thing I just saw really a dream..??
context: Dispose of him!\Please don't surprise me!\Where is this?\A hospital. You collapsed during the gig.\Do you remember that?\That's right... Ayumi is already...\Did you have a bad dream or something?\Dream... was the thing I just saw really a dream..?? response:	No, in the past Ayumi had said that she felt like we had
context: Please don't surprise me!\Where is this?\A hospital. You collapsed during the gig.\Do you remember that?\That's right... Ayumi is already...\Did you have a bad dream or something?\Dream... was the thing I just saw really a dream..??\No, in the past Ayumi had said that she felt like we had response:	one more member in our family...
context: Where is this?\A hospital. You collapsed during the gig.\Do you remember that?\That's right... Ayumi is already...\Did you have a bad dream or something?\Dream... was the thing I just saw really a dream..??\No, in the past Ayumi had said that she felt like we had\one more member in our family... response:	It's best if you don't get up yet.
context: A hospital. You collapsed during the gig.\Do you remember that?\That's right... Ayumi is already...\Did you have a bad dream or something?\Dream... was the thing I just saw really a dream..??\No, in the past Ayumi had said that she felt like we had\one more member in our family...\It's best if you don't get up yet. response:	I might have a big brother... no, there should be one out there...
context: Do you remember that?\That's right... Ayumi is already...\Did you have a bad dream or something?\Dream... was the thing I just saw really a dream..??\No, in the past Ayumi had said that she felt like we had\one more member in our family...\It's best if you don't get up yet.\I might have a big brother... no, there should be one out there... response:	What?
context: That's right... Ayumi is already...\Did you have a bad dream or something?\Dream... was the thing I just saw really a dream..??\No, in the past Ayumi had said that she felt like we had\one more member in our family...\It's best if you don't get up yet.\I might have a big brother... no, there should be one out there...\What? response:	Oh, so you remember now.
context: Did you have a bad dream or something?\Dream... was the thing I just saw really a dream..??\No, in the past Ayumi had said that she felt like we had\one more member in our family...\It's best if you don't get up yet.\I might have a big brother... no, there should be one out there...\What?\Oh, so you remember now. response:	Who is it?
context: Dream... was the thing I just saw really a dream..??\No, in the past Ayumi had said that she felt like we had\one more member in our family...\It's best if you don't get up yet.\I might have a big brother... no, there should be one out there...\What?\Oh, so you remember now.\Who is it? response:	One with the ability to find wielders of special abilities, is the quick way to put it.
context: No, in the past Ayumi had said that she felt like we had\one more member in our family...\It's best if you don't get up yet.\I might have a big brother... no, there should be one out there...\What?\Oh, so you remember now.\Who is it?\One with the ability to find wielders of special abilities, is the quick way to put it. response:	Oh, it's you! You're pretty handsome when you're dry!
context: one more member in our family...\It's best if you don't get up yet.\I might have a big brother... no, there should be one out there...\What?\Oh, so you remember now.\Who is it?\One with the ability to find wielders of special abilities, is the quick way to put it.\Oh, it's you! You're pretty handsome when you're dry! response:	You were there too, in my dream!
context: It's best if you don't get up yet.\I might have a big brother... no, there should be one out there...\What?\Oh, so you remember now.\Who is it?\One with the ability to find wielders of special abilities, is the quick way to put it.\Oh, it's you! You're pretty handsome when you're dry!\You were there too, in my dream! response:	I think this is the first time you've seen me looking like this...
context: I might have a big brother... no, there should be one out there...\What?\Oh, so you remember now.\Who is it?\One with the ability to find wielders of special abilities, is the quick way to put it.\Oh, it's you! You're pretty handsome when you're dry!\You were there too, in my dream!\I think this is the first time you've seen me looking like this... response:	Kumagami. You know about my big brother, don't you...
context: What?\Oh, so you remember now.\Who is it?\One with the ability to find wielders of special abilities, is the quick way to put it.\Oh, it's you! You're pretty handsome when you're dry!\You were there too, in my dream!\I think this is the first time you've seen me looking like this...\Kumagami. You know about my big brother, don't you... response:	Well, yeah.
context: Oh, so you remember now.\Who is it?\One with the ability to find wielders of special abilities, is the quick way to put it.\Oh, it's you! You're pretty handsome when you're dry!\You were there too, in my dream!\I think this is the first time you've seen me looking like this...\Kumagami. You know about my big brother, don't you...\Well, yeah. response:	Tell me everything.
context: Who is it?\One with the ability to find wielders of special abilities, is the quick way to put it.\Oh, it's you! You're pretty handsome when you're dry!\You were there too, in my dream!\I think this is the first time you've seen me looking like this...\Kumagami. You know about my big brother, don't you...\Well, yeah.\Tell me everything. response:	Calm down. That's what I planned to do by coming here.
context: One with the ability to find wielders of special abilities, is the quick way to put it.\Oh, it's you! You're pretty handsome when you're dry!\You were there too, in my dream!\I think this is the first time you've seen me looking like this...\Kumagami. You know about my big brother, don't you...\Well, yeah.\Tell me everything.\Calm down. That's what I planned to do by coming here. response:	If you quietly follow me, every question you have in your head will all melt away.
context: Oh, it's you! You're pretty handsome when you're dry!\You were there too, in my dream!\I think this is the first time you've seen me looking like this...\Kumagami. You know about my big brother, don't you...\Well, yeah.\Tell me everything.\Calm down. That's what I planned to do by coming here.\If you quietly follow me, every question you have in your head will all melt away. response:	And, that's when you're going to go rescue your little sister.
context: You were there too, in my dream!\I think this is the first time you've seen me looking like this...\Kumagami. You know about my big brother, don't you...\Well, yeah.\Tell me everything.\Calm down. That's what I planned to do by coming here.\If you quietly follow me, every question you have in your head will all melt away.\And, that's when you're going to go rescue your little sister. response:	What did you say just now?
context: I think this is the first time you've seen me looking like this...\Kumagami. You know about my big brother, don't you...\Well, yeah.\Tell me everything.\Calm down. That's what I planned to do by coming here.\If you quietly follow me, every question you have in your head will all melt away.\And, that's when you're going to go rescue your little sister.\What did you say just now? response:	You are going to go rescue your little sister, Yu Otosaka.
context: Kumagami. You know about my big brother, don't you...\Well, yeah.\Tell me everything.\Calm down. That's what I planned to do by coming here.\If you quietly follow me, every question you have in your head will all melt away.\And, that's when you're going to go rescue your little sister.\What did you say just now?\You are going to go rescue your little sister, Yu Otosaka. response:	How can I rescue someone who is already dead!
context: Well, yeah.\Tell me everything.\Calm down. That's what I planned to do by coming here.\If you quietly follow me, every question you have in your head will all melt away.\And, that's when you're going to go rescue your little sister.\What did you say just now?\You are going to go rescue your little sister, Yu Otosaka.\How can I rescue someone who is already dead! response:	At this point, don't you know what
context: Tell me everything.\Calm down. That's what I planned to do by coming here.\If you quietly follow me, every question you have in your head will all melt away.\And, that's when you're going to go rescue your little sister.\What did you say just now?\You are going to go rescue your little sister, Yu Otosaka.\How can I rescue someone who is already dead!\At this point, don't you know what response:	the ability your big brother Shunsuke had as well?
context: Calm down. That's what I planned to do by coming here.\If you quietly follow me, every question you have in your head will all melt away.\And, that's when you're going to go rescue your little sister.\What did you say just now?\You are going to go rescue your little sister, Yu Otosaka.\How can I rescue someone who is already dead!\At this point, don't you know what\the ability your big brother Shunsuke had as well? response:	Got it.
context: If you quietly follow me, every question you have in your head will all melt away.\And, that's when you're going to go rescue your little sister.\What did you say just now?\You are going to go rescue your little sister, Yu Otosaka.\How can I rescue someone who is already dead!\At this point, don't you know what\the ability your big brother Shunsuke had as well?\Got it. response:	Um, about Shunsuke... are you talking about THE Shunsuke?
context: And, that's when you're going to go rescue your little sister.\What did you say just now?\You are going to go rescue your little sister, Yu Otosaka.\How can I rescue someone who is already dead!\At this point, don't you know what\the ability your big brother Shunsuke had as well?\Got it.\Um, about Shunsuke... are you talking about THE Shunsuke? response:	Yeah, I am.
context: What did you say just now?\You are going to go rescue your little sister, Yu Otosaka.\How can I rescue someone who is already dead!\At this point, don't you know what\the ability your big brother Shunsuke had as well?\Got it.\Um, about Shunsuke... are you talking about THE Shunsuke?\Yeah, I am. response:	You were his little brother? You guys look nothing alike!
context: You are going to go rescue your little sister, Yu Otosaka.\How can I rescue someone who is already dead!\At this point, don't you know what\the ability your big brother Shunsuke had as well?\Got it.\Um, about Shunsuke... are you talking about THE Shunsuke?\Yeah, I am.\You were his little brother? You guys look nothing alike! response:	That doesn't matter, does it?
context: How can I rescue someone who is already dead!\At this point, don't you know what\the ability your big brother Shunsuke had as well?\Got it.\Um, about Shunsuke... are you talking about THE Shunsuke?\Yeah, I am.\You were his little brother? You guys look nothing alike!\That doesn't matter, does it? response:	Um, can I go see him as well? It's been a while now.
context: At this point, don't you know what\the ability your big brother Shunsuke had as well?\Got it.\Um, about Shunsuke... are you talking about THE Shunsuke?\Yeah, I am.\You were his little brother? You guys look nothing alike!\That doesn't matter, does it?\Um, can I go see him as well? It's been a while now. response:	How do you know him?
context: the ability your big brother Shunsuke had as well?\Got it.\Um, about Shunsuke... are you talking about THE Shunsuke?\Yeah, I am.\You were his little brother? You guys look nothing alike!\That doesn't matter, does it?\Um, can I go see him as well? It's been a while now.\How do you know him? response:	He is the one that guided my path after my big brother turned into a cripple.
context: Got it.\Um, about Shunsuke... are you talking about THE Shunsuke?\Yeah, I am.\You were his little brother? You guys look nothing alike!\That doesn't matter, does it?\Um, can I go see him as well? It's been a while now.\How do you know him?\He is the one that guided my path after my big brother turned into a cripple. response:	I have met the one person I can put my trust in,
context: Um, about Shunsuke... are you talking about THE Shunsuke?\Yeah, I am.\You were his little brother? You guys look nothing alike!\That doesn't matter, does it?\Um, can I go see him as well? It's been a while now.\How do you know him?\He is the one that guided my path after my big brother turned into a cripple.\I have met the one person I can put my trust in, response:	and that's how I'm here now.
context: Yeah, I am.\You were his little brother? You guys look nothing alike!\That doesn't matter, does it?\Um, can I go see him as well? It's been a while now.\How do you know him?\He is the one that guided my path after my big brother turned into a cripple.\I have met the one person I can put my trust in,\and that's how I'm here now. response:	So that person was my big brother...
context: You were his little brother? You guys look nothing alike!\That doesn't matter, does it?\Um, can I go see him as well? It's been a while now.\How do you know him?\He is the one that guided my path after my big brother turned into a cripple.\I have met the one person I can put my trust in,\and that's how I'm here now.\So that person was my big brother... response:	Fine. Follow me.
context: That doesn't matter, does it?\Um, can I go see him as well? It's been a while now.\How do you know him?\He is the one that guided my path after my big brother turned into a cripple.\I have met the one person I can put my trust in,\and that's how I'm here now.\So that person was my big brother...\Fine. Follow me. response:	Thank you very much.
context: Um, can I go see him as well? It's been a while now.\How do you know him?\He is the one that guided my path after my big brother turned into a cripple.\I have met the one person I can put my trust in,\and that's how I'm here now.\So that person was my big brother...\Fine. Follow me.\Thank you very much. response:	We have to walk from here.
context: How do you know him?\He is the one that guided my path after my big brother turned into a cripple.\I have met the one person I can put my trust in,\and that's how I'm here now.\So that person was my big brother...\Fine. Follow me.\Thank you very much.\We have to walk from here. response:	This is amazing!
context: He is the one that guided my path after my big brother turned into a cripple.\I have met the one person I can put my trust in,\and that's how I'm here now.\So that person was my big brother...\Fine. Follow me.\Thank you very much.\We have to walk from here.\This is amazing! response:	Money is the one thing we have plenty of.
context: I have met the one person I can put my trust in,\and that's how I'm here now.\So that person was my big brother...\Fine. Follow me.\Thank you very much.\We have to walk from here.\This is amazing!\Money is the one thing we have plenty of. response:	This place is..?
context: and that's how I'm here now.\So that person was my big brother...\Fine. Follow me.\Thank you very much.\We have to walk from here.\This is amazing!\Money is the one thing we have plenty of.\This place is..? response:	You could say it's a research facility for special abilities.
context: So that person was my big brother...\Fine. Follow me.\Thank you very much.\We have to walk from here.\This is amazing!\Money is the one thing we have plenty of.\This place is..?\You could say it's a research facility for special abilities. response:	Isn't that the enemy for all of us?
context: Fine. Follow me.\Thank you very much.\We have to walk from here.\This is amazing!\Money is the one thing we have plenty of.\This place is..?\You could say it's a research facility for special abilities.\Isn't that the enemy for all of us? response:	Not so. Stop yapping and follow me.
context: Thank you very much.\We have to walk from here.\This is amazing!\Money is the one thing we have plenty of.\This place is..?\You could say it's a research facility for special abilities.\Isn't that the enemy for all of us?\Not so. Stop yapping and follow me. response:	Amazing! Can I record this?
context: We have to walk from here.\This is amazing!\Money is the one thing we have plenty of.\This place is..?\You could say it's a research facility for special abilities.\Isn't that the enemy for all of us?\Not so. Stop yapping and follow me.\Amazing! Can I record this? response:	Of course not.
context: This is amazing!\Money is the one thing we have plenty of.\This place is..?\You could say it's a research facility for special abilities.\Isn't that the enemy for all of us?\Not so. Stop yapping and follow me.\Amazing! Can I record this?\Of course not. response:	It's quite a chore.
context: Money is the one thing we have plenty of.\This place is..?\You could say it's a research facility for special abilities.\Isn't that the enemy for all of us?\Not so. Stop yapping and follow me.\Amazing! Can I record this?\Of course not.\It's quite a chore. response:	This is the final stronghold for us, after all.
context: This place is..?\You could say it's a research facility for special abilities.\Isn't that the enemy for all of us?\Not so. Stop yapping and follow me.\Amazing! Can I record this?\Of course not.\It's quite a chore.\This is the final stronghold for us, after all. response:	Here, ahead of me, is my big brother...
context: You could say it's a research facility for special abilities.\Isn't that the enemy for all of us?\Not so. Stop yapping and follow me.\Amazing! Can I record this?\Of course not.\It's quite a chore.\This is the final stronghold for us, after all.\Here, ahead of me, is my big brother... response:	It's you, Yu. It's been a while.
context: Isn't that the enemy for all of us?\Not so. Stop yapping and follow me.\Amazing! Can I record this?\Of course not.\It's quite a chore.\This is the final stronghold for us, after all.\Here, ahead of me, is my big brother...\It's you, Yu. It's been a while. response:	I brought him.
context: Not so. Stop yapping and follow me.\Amazing! Can I record this?\Of course not.\It's quite a chore.\This is the final stronghold for us, after all.\Here, ahead of me, is my big brother...\It's you, Yu. It's been a while.\I brought him. response:	Yeah, thanks.
context: Amazing! Can I record this?\Of course not.\It's quite a chore.\This is the final stronghold for us, after all.\Here, ahead of me, is my big brother...\It's you, Yu. It's been a while.\I brought him.\Yeah, thanks. response:	Is it really... my big brother..?
context: Of course not.\It's quite a chore.\This is the final stronghold for us, after all.\Here, ahead of me, is my big brother...\It's you, Yu. It's been a while.\I brought him.\Yeah, thanks.\Is it really... my big brother..? response:	You still haven't remembered?
context: It's quite a chore.\This is the final stronghold for us, after all.\Here, ahead of me, is my big brother...\It's you, Yu. It's been a while.\I brought him.\Yeah, thanks.\Is it really... my big brother..?\You still haven't remembered? response:	It seems like he still hasn't regained the memory that Maedomori erased.
context: This is the final stronghold for us, after all.\Here, ahead of me, is my big brother...\It's you, Yu. It's been a while.\I brought him.\Yeah, thanks.\Is it really... my big brother..?\You still haven't remembered?\It seems like he still hasn't regained the memory that Maedomori erased. response:	I see.
context: Here, ahead of me, is my big brother...\It's you, Yu. It's been a while.\I brought him.\Yeah, thanks.\Is it really... my big brother..?\You still haven't remembered?\It seems like he still hasn't regained the memory that Maedomori erased.\I see. response:	Erased memories? What's that?
context: It's you, Yu. It's been a while.\I brought him.\Yeah, thanks.\Is it really... my big brother..?\You still haven't remembered?\It seems like he still hasn't regained the memory that Maedomori erased.\I see.\Erased memories? What's that? response:	That voice must be Nao. It's been quite a while.
context: I brought him.\Yeah, thanks.\Is it really... my big brother..?\You still haven't remembered?\It seems like he still hasn't regained the memory that Maedomori erased.\I see.\Erased memories? What's that?\That voice must be Nao. It's been quite a while. response:	Yes. I still walk down the path that you have guided me onto.
context: Yeah, thanks.\Is it really... my big brother..?\You still haven't remembered?\It seems like he still hasn't regained the memory that Maedomori erased.\I see.\Erased memories? What's that?\That voice must be Nao. It's been quite a while.\Yes. I still walk down the path that you have guided me onto. response:	As a result, you are helping out quite a bit. You are doing well.
context: Is it really... my big brother..?\You still haven't remembered?\It seems like he still hasn't regained the memory that Maedomori erased.\I see.\Erased memories? What's that?\That voice must be Nao. It's been quite a while.\Yes. I still walk down the path that you have guided me onto.\As a result, you are helping out quite a bit. You are doing well. response:	Thank you very much.
context: You still haven't remembered?\It seems like he still hasn't regained the memory that Maedomori erased.\I see.\Erased memories? What's that?\That voice must be Nao. It's been quite a while.\Yes. I still walk down the path that you have guided me onto.\As a result, you are helping out quite a bit. You are doing well.\Thank you very much. response:	What is it?
context: It seems like he still hasn't regained the memory that Maedomori erased.\I see.\Erased memories? What's that?\That voice must be Nao. It's been quite a while.\Yes. I still walk down the path that you have guided me onto.\As a result, you are helping out quite a bit. You are doing well.\Thank you very much.\What is it? response:	And what about you, Yu? I'm your big brother, you know?
context: I see.\Erased memories? What's that?\That voice must be Nao. It's been quite a while.\Yes. I still walk down the path that you have guided me onto.\As a result, you are helping out quite a bit. You are doing well.\Thank you very much.\What is it?\And what about you, Yu? I'm your big brother, you know? response:	This is the melodramatic rekindling! You're not going to embrace me or anything?
context: Erased memories? What's that?\That voice must be Nao. It's been quite a while.\Yes. I still walk down the path that you have guided me onto.\As a result, you are helping out quite a bit. You are doing well.\Thank you very much.\What is it?\And what about you, Yu? I'm your big brother, you know?\This is the melodramatic rekindling! You're not going to embrace me or anything? response:	I'm confused... I'm full of questions...
