context: During the two weeks that Nana was gone, response:	I took on extra work, so I'd be busy every day,
context: Is that so? Well, thank you very much for that.\Okay, then. Thank you, Nobu.\Good night.\I'm the worst.\Sorry for coming like this outta the blue.\I left my place without my cell phone and came here before returning,\so I couldn't call you.\This is what happens when I think cunning thoughts response:	and take advantage of someone's kindness
context: Okay, then. Thank you, Nobu.\Good night.\I'm the worst.\Sorry for coming like this outta the blue.\I left my place without my cell phone and came here before returning,\so I couldn't call you.\This is what happens when I think cunning thoughts\and take advantage of someone's kindness response:	by having him walk me home.
context: Good night.\I'm the worst.\Sorry for coming like this outta the blue.\I left my place without my cell phone and came here before returning,\so I couldn't call you.\This is what happens when I think cunning thoughts\and take advantage of someone's kindness\by having him walk me home. response:	I must've really hurt his feelings.
context: I'm the worst.\Sorry for coming like this outta the blue.\I left my place without my cell phone and came here before returning,\so I couldn't call you.\This is what happens when I think cunning thoughts\and take advantage of someone's kindness\by having him walk me home.\I must've really hurt his feelings. response:	What am I gonna do? I can't go to the studio anymore.
context: Sorry for coming like this outta the blue.\I left my place without my cell phone and came here before returning,\so I couldn't call you.\This is what happens when I think cunning thoughts\and take advantage of someone's kindness\by having him walk me home.\I must've really hurt his feelings.\What am I gonna do? I can't go to the studio anymore. response:	I won't be able to look him in the eye!
context: I left my place without my cell phone and came here before returning,\so I couldn't call you.\This is what happens when I think cunning thoughts\and take advantage of someone's kindness\by having him walk me home.\I must've really hurt his feelings.\What am I gonna do? I can't go to the studio anymore.\I won't be able to look him in the eye! response:	Oh, Takumi, want me to make you something?
context: so I couldn't call you.\This is what happens when I think cunning thoughts\and take advantage of someone's kindness\by having him walk me home.\I must've really hurt his feelings.\What am I gonna do? I can't go to the studio anymore.\I won't be able to look him in the eye!\Oh, Takumi, want me to make you something? response:	Are you hungry?
context: This is what happens when I think cunning thoughts\and take advantage of someone's kindness\by having him walk me home.\I must've really hurt his feelings.\What am I gonna do? I can't go to the studio anymore.\I won't be able to look him in the eye!\Oh, Takumi, want me to make you something?\Are you hungry? response:	No.
context: and take advantage of someone's kindness\by having him walk me home.\I must've really hurt his feelings.\What am I gonna do? I can't go to the studio anymore.\I won't be able to look him in the eye!\Oh, Takumi, want me to make you something?\Are you hungry?\No. response:	Then, do you want something to drink?
context: by having him walk me home.\I must've really hurt his feelings.\What am I gonna do? I can't go to the studio anymore.\I won't be able to look him in the eye!\Oh, Takumi, want me to make you something?\Are you hungry?\No.\Then, do you want something to drink? response:	There's cold beer.
context: I must've really hurt his feelings.\What am I gonna do? I can't go to the studio anymore.\I won't be able to look him in the eye!\Oh, Takumi, want me to make you something?\Are you hungry?\No.\Then, do you want something to drink?\There's cold beer. response:	Sure.
context: What am I gonna do? I can't go to the studio anymore.\I won't be able to look him in the eye!\Oh, Takumi, want me to make you something?\Are you hungry?\No.\Then, do you want something to drink?\There's cold beer.\Sure. response:	I mustn't let my guard down.
context: I won't be able to look him in the eye!\Oh, Takumi, want me to make you something?\Are you hungry?\No.\Then, do you want something to drink?\There's cold beer.\Sure.\I mustn't let my guard down. response:	To Takumi, I'm nothing but a convenient woman
context: Oh, Takumi, want me to make you something?\Are you hungry?\No.\Then, do you want something to drink?\There's cold beer.\Sure.\I mustn't let my guard down.\To Takumi, I'm nothing but a convenient woman response:	who will sleep with him when he wants to do it.
context: Are you hungry?\No.\Then, do you want something to drink?\There's cold beer.\Sure.\I mustn't let my guard down.\To Takumi, I'm nothing but a convenient woman\who will sleep with him when he wants to do it. response:	It's one thing to get involved once or twice,
context: No.\Then, do you want something to drink?\There's cold beer.\Sure.\I mustn't let my guard down.\To Takumi, I'm nothing but a convenient woman\who will sleep with him when he wants to do it.\It's one thing to get involved once or twice, response:	but this is the third time.
context: Then, do you want something to drink?\There's cold beer.\Sure.\I mustn't let my guard down.\To Takumi, I'm nothing but a convenient woman\who will sleep with him when he wants to do it.\It's one thing to get involved once or twice,\but this is the third time. response:	If I don't put a stop to this,
context: There's cold beer.\Sure.\I mustn't let my guard down.\To Takumi, I'm nothing but a convenient woman\who will sleep with him when he wants to do it.\It's one thing to get involved once or twice,\but this is the third time.\If I don't put a stop to this, response:	this pathetic relationship may continue on.
context: Sure.\I mustn't let my guard down.\To Takumi, I'm nothing but a convenient woman\who will sleep with him when he wants to do it.\It's one thing to get involved once or twice,\but this is the third time.\If I don't put a stop to this,\this pathetic relationship may continue on. response:	If I'm gonna end this, I've gotta do it now.
context: I mustn't let my guard down.\To Takumi, I'm nothing but a convenient woman\who will sleep with him when he wants to do it.\It's one thing to get involved once or twice,\but this is the third time.\If I don't put a stop to this,\this pathetic relationship may continue on.\If I'm gonna end this, I've gotta do it now. response:	Before it's too late.
context: To Takumi, I'm nothing but a convenient woman\who will sleep with him when he wants to do it.\It's one thing to get involved once or twice,\but this is the third time.\If I don't put a stop to this,\this pathetic relationship may continue on.\If I'm gonna end this, I've gotta do it now.\Before it's too late. response:	I just hafta tell him never to come here again.
context: who will sleep with him when he wants to do it.\It's one thing to get involved once or twice,\but this is the third time.\If I don't put a stop to this,\this pathetic relationship may continue on.\If I'm gonna end this, I've gotta do it now.\Before it's too late.\I just hafta tell him never to come here again. response:	But...
context: It's one thing to get involved once or twice,\but this is the third time.\If I don't put a stop to this,\this pathetic relationship may continue on.\If I'm gonna end this, I've gotta do it now.\Before it's too late.\I just hafta tell him never to come here again.\But... response:	am I able to say such a thing?
context: but this is the third time.\If I don't put a stop to this,\this pathetic relationship may continue on.\If I'm gonna end this, I've gotta do it now.\Before it's too late.\I just hafta tell him never to come here again.\But...\am I able to say such a thing? response:	I can't say it.
context: If I don't put a stop to this,\this pathetic relationship may continue on.\If I'm gonna end this, I've gotta do it now.\Before it's too late.\I just hafta tell him never to come here again.\But...\am I able to say such a thing?\I can't say it. response:	Why are you drinking on your own?
context: this pathetic relationship may continue on.\If I'm gonna end this, I've gotta do it now.\Before it's too late.\I just hafta tell him never to come here again.\But...\am I able to say such a thing?\I can't say it.\Why are you drinking on your own? response:	Give me some.
context: If I'm gonna end this, I've gotta do it now.\Before it's too late.\I just hafta tell him never to come here again.\But...\am I able to say such a thing?\I can't say it.\Why are you drinking on your own?\Give me some. response:	I know he's not that great a guy.
context: Before it's too late.\I just hafta tell him never to come here again.\But...\am I able to say such a thing?\I can't say it.\Why are you drinking on your own?\Give me some.\I know he's not that great a guy. response:	So why can't I... end it?
context: I just hafta tell him never to come here again.\But...\am I able to say such a thing?\I can't say it.\Why are you drinking on your own?\Give me some.\I know he's not that great a guy.\So why can't I... end it? response:	Don't!
context: But...\am I able to say such a thing?\I can't say it.\Why are you drinking on your own?\Give me some.\I know he's not that great a guy.\So why can't I... end it?\Don't! response:	What are you watching?!
context: am I able to say such a thing?\I can't say it.\Why are you drinking on your own?\Give me some.\I know he's not that great a guy.\So why can't I... end it?\Don't!\What are you watching?! response:	Erotic videos. I'm studying.
context: I can't say it.\Why are you drinking on your own?\Give me some.\I know he's not that great a guy.\So why can't I... end it?\Don't!\What are you watching?!\Erotic videos. I'm studying. response:	Cut it out. Not at a time like this.
context: Why are you drinking on your own?\Give me some.\I know he's not that great a guy.\So why can't I... end it?\Don't!\What are you watching?!\Erotic videos. I'm studying.\Cut it out. Not at a time like this. response:	Are you doing it to make fun of me?
context: Give me some.\I know he's not that great a guy.\So why can't I... end it?\Don't!\What are you watching?!\Erotic videos. I'm studying.\Cut it out. Not at a time like this.\Are you doing it to make fun of me? response:	I can't take it anymore.
context: I know he's not that great a guy.\So why can't I... end it?\Don't!\What are you watching?!\Erotic videos. I'm studying.\Cut it out. Not at a time like this.\Are you doing it to make fun of me?\I can't take it anymore. response:	Take what?
context: So why can't I... end it?\Don't!\What are you watching?!\Erotic videos. I'm studying.\Cut it out. Not at a time like this.\Are you doing it to make fun of me?\I can't take it anymore.\Take what? response:	What's the matter?
context: Don't!\What are you watching?!\Erotic videos. I'm studying.\Cut it out. Not at a time like this.\Are you doing it to make fun of me?\I can't take it anymore.\Take what?\What's the matter? response:	Nothing! It's none of your business!
context: What are you watching?!\Erotic videos. I'm studying.\Cut it out. Not at a time like this.\Are you doing it to make fun of me?\I can't take it anymore.\Take what?\What's the matter?\Nothing! It's none of your business! response:	Um, sorry. Please leave me alone.
context: Erotic videos. I'm studying.\Cut it out. Not at a time like this.\Are you doing it to make fun of me?\I can't take it anymore.\Take what?\What's the matter?\Nothing! It's none of your business!\Um, sorry. Please leave me alone. response:	Shin.
context: Cut it out. Not at a time like this.\Are you doing it to make fun of me?\I can't take it anymore.\Take what?\What's the matter?\Nothing! It's none of your business!\Um, sorry. Please leave me alone.\Shin. response:	A man and a woman are simply opposing creatures
context: Are you doing it to make fun of me?\I can't take it anymore.\Take what?\What's the matter?\Nothing! It's none of your business!\Um, sorry. Please leave me alone.\Shin.\A man and a woman are simply opposing creatures response:	driven toward each other by lust.
context: I can't take it anymore.\Take what?\What's the matter?\Nothing! It's none of your business!\Um, sorry. Please leave me alone.\Shin.\A man and a woman are simply opposing creatures\driven toward each other by lust. response:	Can they be connected by love?
context: Take what?\What's the matter?\Nothing! It's none of your business!\Um, sorry. Please leave me alone.\Shin.\A man and a woman are simply opposing creatures\driven toward each other by lust.\Can they be connected by love? response:	Sorry, I don't know either.
context: What's the matter?\Nothing! It's none of your business!\Um, sorry. Please leave me alone.\Shin.\A man and a woman are simply opposing creatures\driven toward each other by lust.\Can they be connected by love?\Sorry, I don't know either. response:	The truth is, I'm just a girl who wanted to get close
context: Nothing! It's none of your business!\Um, sorry. Please leave me alone.\Shin.\A man and a woman are simply opposing creatures\driven toward each other by lust.\Can they be connected by love?\Sorry, I don't know either.\The truth is, I'm just a girl who wanted to get close response:	to Trapnest's Takumi outta curiosity.
context: Um, sorry. Please leave me alone.\Shin.\A man and a woman are simply opposing creatures\driven toward each other by lust.\Can they be connected by love?\Sorry, I don't know either.\The truth is, I'm just a girl who wanted to get close\to Trapnest's Takumi outta curiosity. response:	I'm not as pure as Nana thinks.
context: Shin.\A man and a woman are simply opposing creatures\driven toward each other by lust.\Can they be connected by love?\Sorry, I don't know either.\The truth is, I'm just a girl who wanted to get close\to Trapnest's Takumi outta curiosity.\I'm not as pure as Nana thinks. response:	And I'm sure I'm different from the ideal Nobu pictures me as.
context: A man and a woman are simply opposing creatures\driven toward each other by lust.\Can they be connected by love?\Sorry, I don't know either.\The truth is, I'm just a girl who wanted to get close\to Trapnest's Takumi outta curiosity.\I'm not as pure as Nana thinks.\And I'm sure I'm different from the ideal Nobu pictures me as. response:	But Takumi understands me... me who's helplessly empty.
context: driven toward each other by lust.\Can they be connected by love?\Sorry, I don't know either.\The truth is, I'm just a girl who wanted to get close\to Trapnest's Takumi outta curiosity.\I'm not as pure as Nana thinks.\And I'm sure I'm different from the ideal Nobu pictures me as.\But Takumi understands me... me who's helplessly empty. response:	And me too.
context: Can they be connected by love?\Sorry, I don't know either.\The truth is, I'm just a girl who wanted to get close\to Trapnest's Takumi outta curiosity.\I'm not as pure as Nana thinks.\And I'm sure I'm different from the ideal Nobu pictures me as.\But Takumi understands me... me who's helplessly empty.\And me too. response:	I know Takumi is a pathetic man.
context: Sorry, I don't know either.\The truth is, I'm just a girl who wanted to get close\to Trapnest's Takumi outta curiosity.\I'm not as pure as Nana thinks.\And I'm sure I'm different from the ideal Nobu pictures me as.\But Takumi understands me... me who's helplessly empty.\And me too.\I know Takumi is a pathetic man. response:	Nana...
context: The truth is, I'm just a girl who wanted to get close\to Trapnest's Takumi outta curiosity.\I'm not as pure as Nana thinks.\And I'm sure I'm different from the ideal Nobu pictures me as.\But Takumi understands me... me who's helplessly empty.\And me too.\I know Takumi is a pathetic man.\Nana... response:	It's strange.
context: to Trapnest's Takumi outta curiosity.\I'm not as pure as Nana thinks.\And I'm sure I'm different from the ideal Nobu pictures me as.\But Takumi understands me... me who's helplessly empty.\And me too.\I know Takumi is a pathetic man.\Nana...\It's strange. response:	He lived in a world farthest away from mine.
context: I'm not as pure as Nana thinks.\And I'm sure I'm different from the ideal Nobu pictures me as.\But Takumi understands me... me who's helplessly empty.\And me too.\I know Takumi is a pathetic man.\Nana...\It's strange.\He lived in a world farthest away from mine. response:	But only Takumi...
context: And I'm sure I'm different from the ideal Nobu pictures me as.\But Takumi understands me... me who's helplessly empty.\And me too.\I know Takumi is a pathetic man.\Nana...\It's strange.\He lived in a world farthest away from mine.\But only Takumi... response:	will forgive me for who I am.
context: But Takumi understands me... me who's helplessly empty.\And me too.\I know Takumi is a pathetic man.\Nana...\It's strange.\He lived in a world farthest away from mine.\But only Takumi...\will forgive me for who I am. response:	As if he was the sole accomplice to my actions.
context: And me too.\I know Takumi is a pathetic man.\Nana...\It's strange.\He lived in a world farthest away from mine.\But only Takumi...\will forgive me for who I am.\As if he was the sole accomplice to my actions. response:	Thanks for your concerns about everything.
context: I know Takumi is a pathetic man.\Nana...\It's strange.\He lived in a world farthest away from mine.\But only Takumi...\will forgive me for who I am.\As if he was the sole accomplice to my actions.\Thanks for your concerns about everything. response:	THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Thanks for your concerns
context: Nana...\It's strange.\He lived in a world farthest away from mine.\But only Takumi...\will forgive me for who I am.\As if he was the sole accomplice to my actions.\Thanks for your concerns about everything.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Thanks for your concerns response:	THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF.
context: It's strange.\He lived in a world farthest away from mine.\But only Takumi...\will forgive me for who I am.\As if he was the sole accomplice to my actions.\Thanks for your concerns about everything.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Thanks for your concerns\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. response:	THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Takumi came by last night,
context: He lived in a world farthest away from mine.\But only Takumi...\will forgive me for who I am.\As if he was the sole accomplice to my actions.\Thanks for your concerns about everything.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Thanks for your concerns\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Takumi came by last night, response:	THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. and says he'll be with me
context: But only Takumi...\will forgive me for who I am.\As if he was the sole accomplice to my actions.\Thanks for your concerns about everything.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Thanks for your concerns\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Takumi came by last night,\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. and says he'll be with me response:	THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. until the end of his break.
context: will forgive me for who I am.\As if he was the sole accomplice to my actions.\Thanks for your concerns about everything.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Thanks for your concerns\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Takumi came by last night,\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. and says he'll be with me\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. until the end of his break. response:	But I have work. I should have taken the day off.
context: As if he was the sole accomplice to my actions.\Thanks for your concerns about everything.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Thanks for your concerns\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Takumi came by last night,\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. and says he'll be with me\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. until the end of his break.\But I have work. I should have taken the day off. response:	WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. But I have work. I should have taken the day off.
context: Thanks for your concerns about everything.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Thanks for your concerns\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Takumi came by last night,\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. and says he'll be with me\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. until the end of his break.\But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. But I have work. I should have taken the day off. response:	WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.
context: THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Thanks for your concerns\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Takumi came by last night,\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. and says he'll be with me\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. until the end of his break.\But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. response:	WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. What time do you think you can make it home, Nana?
context: THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF.\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. Takumi came by last night,\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. and says he'll be with me\THANKS FOR YOUR CONCERN ABOUT EVERYTHING. TAKUMI CAME BY LAST NIGHT, AND SAYS HE'LL BE WITH ME ALL DAY TOMORROW, UNTIL THE END OF HIS BREAK. BUT I HAVE WORK. I SHOULD HAVE TAKEN THE DAY OFF. until the end of his break.\But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. But I have work. I should have taken the day off.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.\WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK. What time do you think you can make it home, Nana? response:	WHAT TIME DO YOU THINK YOU CAN MAKE IT HOME, NANA? WITH THE LIVE CONCERT COMING UP, I DON'T WANT TO GET IN THE WAY OF YOUR PRACTICE, SO I WON'T BE DROPPING BY THE STUDIO. GOOD LUCK.
