context: There you go, making that face again, response:	biting onto your lips.
context: the memories from my encounters with them will never disappear.\Then how about you make an effort to be my bodyguard?\You promised, right, sensei?\And they will never go away.\Not a single one.\On that day where the sky was ablaze,\and rays of light were piercing through,\the evening rain had stopped, response:	I noticed the scent of summer.
context: Then how about you make an effort to be my bodyguard?\You promised, right, sensei?\And they will never go away.\Not a single one.\On that day where the sky was ablaze,\and rays of light were piercing through,\the evening rain had stopped,\I noticed the scent of summer. response:	Among the crowded, shining lights,
context: You promised, right, sensei?\And they will never go away.\Not a single one.\On that day where the sky was ablaze,\and rays of light were piercing through,\the evening rain had stopped,\I noticed the scent of summer.\Among the crowded, shining lights, response:	I turned my ear to my thoughts,
context: And they will never go away.\Not a single one.\On that day where the sky was ablaze,\and rays of light were piercing through,\the evening rain had stopped,\I noticed the scent of summer.\Among the crowded, shining lights,\I turned my ear to my thoughts, response:	and I could hear traces of my dear friends.
context: Not a single one.\On that day where the sky was ablaze,\and rays of light were piercing through,\the evening rain had stopped,\I noticed the scent of summer.\Among the crowded, shining lights,\I turned my ear to my thoughts,\and I could hear traces of my dear friends. response:	The summer evening sky
context: On that day where the sky was ablaze,\and rays of light were piercing through,\the evening rain had stopped,\I noticed the scent of summer.\Among the crowded, shining lights,\I turned my ear to my thoughts,\and I could hear traces of my dear friends.\The summer evening sky response:	and the vivid passing days were just the same,
context: and rays of light were piercing through,\the evening rain had stopped,\I noticed the scent of summer.\Among the crowded, shining lights,\I turned my ear to my thoughts,\and I could hear traces of my dear friends.\The summer evening sky\and the vivid passing days were just the same, response:	and so I laughed; it was just like
context: the evening rain had stopped,\I noticed the scent of summer.\Among the crowded, shining lights,\I turned my ear to my thoughts,\and I could hear traces of my dear friends.\The summer evening sky\and the vivid passing days were just the same,\and so I laughed; it was just like response:	my memory of that summer.
context: I noticed the scent of summer.\Among the crowded, shining lights,\I turned my ear to my thoughts,\and I could hear traces of my dear friends.\The summer evening sky\and the vivid passing days were just the same,\and so I laughed; it was just like\my memory of that summer. response:	Who are you?
context: Among the crowded, shining lights,\I turned my ear to my thoughts,\and I could hear traces of my dear friends.\The summer evening sky\and the vivid passing days were just the same,\and so I laughed; it was just like\my memory of that summer.\Who are you? response:	I'm Natori Shuuichi.
context: I turned my ear to my thoughts,\and I could hear traces of my dear friends.\The summer evening sky\and the vivid passing days were just the same,\and so I laughed; it was just like\my memory of that summer.\Who are you?\I'm Natori Shuuichi. response:	Could you help me out with an exorcism job, Natsume-kun?
context: and I could hear traces of my dear friends.\The summer evening sky\and the vivid passing days were just the same,\and so I laughed; it was just like\my memory of that summer.\Who are you?\I'm Natori Shuuichi.\Could you help me out with an exorcism job, Natsume-kun? response:	An exorcism?
context: The summer evening sky\and the vivid passing days were just the same,\and so I laughed; it was just like\my memory of that summer.\Who are you?\I'm Natori Shuuichi.\Could you help me out with an exorcism job, Natsume-kun?\An exorcism? response:	There seems to be some kind of aura coming from you.
context: and the vivid passing days were just the same,\and so I laughed; it was just like\my memory of that summer.\Who are you?\I'm Natori Shuuichi.\Could you help me out with an exorcism job, Natsume-kun?\An exorcism?\There seems to be some kind of aura coming from you. response:	Sorry for being so fabulous.
context: and so I laughed; it was just like\my memory of that summer.\Who are you?\I'm Natori Shuuichi.\Could you help me out with an exorcism job, Natsume-kun?\An exorcism?\There seems to be some kind of aura coming from you.\Sorry for being so fabulous. response:	His aura...
