context: Sugane, we're counting on you. response:	Okay.
context: We are protecting human lives on Earth from that dangerous object.\Yeah?\Sugane, you've come a long way.\Whoa, here it comes!\Summons from Lord JJ.\Whoa! What?\Wings of Six, gather at the Spiritual Precipice.\Oh! response:	JJ! Thanks for earlier!
context: Yeah?\Sugane, you've come a long way.\Whoa, here it comes!\Summons from Lord JJ.\Whoa! What?\Wings of Six, gather at the Spiritual Precipice.\Oh!\JJ! Thanks for earlier! response:	Watch your words!
context: Sugane, you've come a long way.\Whoa, here it comes!\Summons from Lord JJ.\Whoa! What?\Wings of Six, gather at the Spiritual Precipice.\Oh!\JJ! Thanks for earlier!\Watch your words! response:	He's a transcendent being who's bestowed our powers upon us.
context: Whoa, here it comes!\Summons from Lord JJ.\Whoa! What?\Wings of Six, gather at the Spiritual Precipice.\Oh!\JJ! Thanks for earlier!\Watch your words!\He's a transcendent being who's bestowed our powers upon us. response:	In other words, he is like a god.
context: Summons from Lord JJ.\Whoa! What?\Wings of Six, gather at the Spiritual Precipice.\Oh!\JJ! Thanks for earlier!\Watch your words!\He's a transcendent being who's bestowed our powers upon us.\In other words, he is like a god. response:	Wonderful scissors!
context: Whoa! What?\Wings of Six, gather at the Spiritual Precipice.\Oh!\JJ! Thanks for earlier!\Watch your words!\He's a transcendent being who's bestowed our powers upon us.\In other words, he is like a god.\Wonderful scissors! response:	Senpai, where are we?
context: Wings of Six, gather at the Spiritual Precipice.\Oh!\JJ! Thanks for earlier!\Watch your words!\He's a transcendent being who's bestowed our powers upon us.\In other words, he is like a god.\Wonderful scissors!\Senpai, where are we? response:	We're at the Spiritual Precipice.
context: Oh!\JJ! Thanks for earlier!\Watch your words!\He's a transcendent being who's bestowed our powers upon us.\In other words, he is like a god.\Wonderful scissors!\Senpai, where are we?\We're at the Spiritual Precipice. response:	It separates us from JJ, an insurmountable
context: JJ! Thanks for earlier!\Watch your words!\He's a transcendent being who's bestowed our powers upon us.\In other words, he is like a god.\Wonderful scissors!\Senpai, where are we?\We're at the Spiritual Precipice.\It separates us from JJ, an insurmountable response:	Hey, do you have a death wish?
context: Watch your words!\He's a transcendent being who's bestowed our powers upon us.\In other words, he is like a god.\Wonderful scissors!\Senpai, where are we?\We're at the Spiritual Precipice.\It separates us from JJ, an insurmountable\Hey, do you have a death wish? response:	Lord JJ, the G Team has assembled!
context: He's a transcendent being who's bestowed our powers upon us.\In other words, he is like a god.\Wonderful scissors!\Senpai, where are we?\We're at the Spiritual Precipice.\It separates us from JJ, an insurmountable\Hey, do you have a death wish?\Lord JJ, the G Team has assembled! response:	A wind of disquiet nears,
context: In other words, he is like a god.\Wonderful scissors!\Senpai, where are we?\We're at the Spiritual Precipice.\It separates us from JJ, an insurmountable\Hey, do you have a death wish?\Lord JJ, the G Team has assembled!\A wind of disquiet nears, response:	but it cannot sway us, as of yet.
context: Wonderful scissors!\Senpai, where are we?\We're at the Spiritual Precipice.\It separates us from JJ, an insurmountable\Hey, do you have a death wish?\Lord JJ, the G Team has assembled!\A wind of disquiet nears,\but it cannot sway us, as of yet. response:	For now, contend with the nameless chaos.
context: Senpai, where are we?\We're at the Spiritual Precipice.\It separates us from JJ, an insurmountable\Hey, do you have a death wish?\Lord JJ, the G Team has assembled!\A wind of disquiet nears,\but it cannot sway us, as of yet.\For now, contend with the nameless chaos. response:	However, chaos and threat may not be one and the same.
context: We're at the Spiritual Precipice.\It separates us from JJ, an insurmountable\Hey, do you have a death wish?\Lord JJ, the G Team has assembled!\A wind of disquiet nears,\but it cannot sway us, as of yet.\For now, contend with the nameless chaos.\However, chaos and threat may not be one and the same. response:	The judgement is yours to make.
context: It separates us from JJ, an insurmountable\Hey, do you have a death wish?\Lord JJ, the G Team has assembled!\A wind of disquiet nears,\but it cannot sway us, as of yet.\For now, contend with the nameless chaos.\However, chaos and threat may not be one and the same.\The judgement is yours to make. response:	What's this? A poem?
context: Hey, do you have a death wish?\Lord JJ, the G Team has assembled!\A wind of disquiet nears,\but it cannot sway us, as of yet.\For now, contend with the nameless chaos.\However, chaos and threat may not be one and the same.\The judgement is yours to make.\What's this? A poem? response:	The white-winged bird is not among you because it is lost.
context: Lord JJ, the G Team has assembled!\A wind of disquiet nears,\but it cannot sway us, as of yet.\For now, contend with the nameless chaos.\However, chaos and threat may not be one and the same.\The judgement is yours to make.\What's this? A poem?\The white-winged bird is not among you because it is lost. response:	Harden your resolve and await the next word.
context: A wind of disquiet nears,\but it cannot sway us, as of yet.\For now, contend with the nameless chaos.\However, chaos and threat may not be one and the same.\The judgement is yours to make.\What's this? A poem?\The white-winged bird is not among you because it is lost.\Harden your resolve and await the next word. response:	Gatcha!
context: but it cannot sway us, as of yet.\For now, contend with the nameless chaos.\However, chaos and threat may not be one and the same.\The judgement is yours to make.\What's this? A poem?\The white-winged bird is not among you because it is lost.\Harden your resolve and await the next word.\Gatcha! response:	Gatcha!
context: For now, contend with the nameless chaos.\However, chaos and threat may not be one and the same.\The judgement is yours to make.\What's this? A poem?\The white-winged bird is not among you because it is lost.\Harden your resolve and await the next word.\Gatcha!\Gatcha! response:	Fine, fine.
context: However, chaos and threat may not be one and the same.\The judgement is yours to make.\What's this? A poem?\The white-winged bird is not among you because it is lost.\Harden your resolve and await the next word.\Gatcha!\Gatcha!\Fine, fine. response:	Gatcha, Gatcha.
context: The judgement is yours to make.\What's this? A poem?\The white-winged bird is not among you because it is lost.\Harden your resolve and await the next word.\Gatcha!\Gatcha!\Fine, fine.\Gatcha, Gatcha. response:	Gatcha!
context: What's this? A poem?\The white-winged bird is not among you because it is lost.\Harden your resolve and await the next word.\Gatcha!\Gatcha!\Fine, fine.\Gatcha, Gatcha.\Gatcha! response:	Gatcha!
context: The white-winged bird is not among you because it is lost.\Harden your resolve and await the next word.\Gatcha!\Gatcha!\Fine, fine.\Gatcha, Gatcha.\Gatcha!\Gatcha! response:	See you, JJ!
context: Harden your resolve and await the next word.\Gatcha!\Gatcha!\Fine, fine.\Gatcha, Gatcha.\Gatcha!\Gatcha!\See you, JJ! response:	Ow!
context: Gatcha!\Gatcha!\Fine, fine.\Gatcha, Gatcha.\Gatcha!\Gatcha!\See you, JJ!\Ow! response:	Be more serious, newbie!
context: Gatcha!\Fine, fine.\Gatcha, Gatcha.\Gatcha!\Gatcha!\See you, JJ!\Ow!\Be more serious, newbie! response:	JJ?
context: Fine, fine.\Gatcha, Gatcha.\Gatcha!\Gatcha!\See you, JJ!\Ow!\Be more serious, newbie!\JJ? response:	To the north,
context: Gatcha, Gatcha.\Gatcha!\Gatcha!\See you, JJ!\Ow!\Be more serious, newbie!\JJ?\To the north, response:	beneath dragons racing in four directions,
context: Gatcha!\Gatcha!\See you, JJ!\Ow!\Be more serious, newbie!\JJ?\To the north,\beneath dragons racing in four directions, response:	the nameless chaos shall appear once more.
context: Gatcha!\See you, JJ!\Ow!\Be more serious, newbie!\JJ?\To the north,\beneath dragons racing in four directions,\the nameless chaos shall appear once more. response:	Let's go!
context: See you, JJ!\Ow!\Be more serious, newbie!\JJ?\To the north,\beneath dragons racing in four directions,\the nameless chaos shall appear once more.\Let's go! response:	H-He vanished!
context: Ow!\Be more serious, newbie!\JJ?\To the north,\beneath dragons racing in four directions,\the nameless chaos shall appear once more.\Let's go!\H-He vanished! response:	Senpai, I'm coming!
context: Be more serious, newbie!\JJ?\To the north,\beneath dragons racing in four directions,\the nameless chaos shall appear once more.\Let's go!\H-He vanished!\Senpai, I'm coming! response:	Senpai!
context: JJ?\To the north,\beneath dragons racing in four directions,\the nameless chaos shall appear once more.\Let's go!\H-He vanished!\Senpai, I'm coming!\Senpai! response:	You're going too fast!
context: To the north,\beneath dragons racing in four directions,\the nameless chaos shall appear once more.\Let's go!\H-He vanished!\Senpai, I'm coming!\Senpai!\You're going too fast! response:	What'd he mean by beneath dragons?
context: beneath dragons racing in four directions,\the nameless chaos shall appear once more.\Let's go!\H-He vanished!\Senpai, I'm coming!\Senpai!\You're going too fast!\What'd he mean by beneath dragons? response:	Dragons racing in four directions...
context: the nameless chaos shall appear once more.\Let's go!\H-He vanished!\Senpai, I'm coming!\Senpai!\You're going too fast!\What'd he mean by beneath dragons?\Dragons racing in four directions... response:	Oh, that must be it! Beneath that.
context: Let's go!\H-He vanished!\Senpai, I'm coming!\Senpai!\You're going too fast!\What'd he mean by beneath dragons?\Dragons racing in four directions...\Oh, that must be it! Beneath that. response:	Amnesia Effect!
context: H-He vanished!\Senpai, I'm coming!\Senpai!\You're going too fast!\What'd he mean by beneath dragons?\Dragons racing in four directions...\Oh, that must be it! Beneath that.\Amnesia Effect! response:	What?
context: Senpai, I'm coming!\Senpai!\You're going too fast!\What'd he mean by beneath dragons?\Dragons racing in four directions...\Oh, that must be it! Beneath that.\Amnesia Effect!\What? response:	This bus itself is probably the MESS.
context: Senpai!\You're going too fast!\What'd he mean by beneath dragons?\Dragons racing in four directions...\Oh, that must be it! Beneath that.\Amnesia Effect!\What?\This bus itself is probably the MESS. response:	Really?
context: You're going too fast!\What'd he mean by beneath dragons?\Dragons racing in four directions...\Oh, that must be it! Beneath that.\Amnesia Effect!\What?\This bus itself is probably the MESS.\Really? response:	They can camouflage themselves as all manner of things.
context: What'd he mean by beneath dragons?\Dragons racing in four directions...\Oh, that must be it! Beneath that.\Amnesia Effect!\What?\This bus itself is probably the MESS.\Really?\They can camouflage themselves as all manner of things. response:	Go, Bird!
context: Dragons racing in four directions...\Oh, that must be it! Beneath that.\Amnesia Effect!\What?\This bus itself is probably the MESS.\Really?\They can camouflage themselves as all manner of things.\Go, Bird! response:	Hey, newbie!
context: Oh, that must be it! Beneath that.\Amnesia Effect!\What?\This bus itself is probably the MESS.\Really?\They can camouflage themselves as all manner of things.\Go, Bird!\Hey, newbie! response:	If you can't act, just stay put!
context: Amnesia Effect!\What?\This bus itself is probably the MESS.\Really?\They can camouflage themselves as all manner of things.\Go, Bird!\Hey, newbie!\If you can't act, just stay put! response:	All right, let's give this a try!
context: What?\This bus itself is probably the MESS.\Really?\They can camouflage themselves as all manner of things.\Go, Bird!\Hey, newbie!\If you can't act, just stay put!\All right, let's give this a try! response:	Let's go, NOTE-chan!
context: This bus itself is probably the MESS.\Really?\They can camouflage themselves as all manner of things.\Go, Bird!\Hey, newbie!\If you can't act, just stay put!\All right, let's give this a try!\Let's go, NOTE-chan! response:	Go...
context: Really?\They can camouflage themselves as all manner of things.\Go, Bird!\Hey, newbie!\If you can't act, just stay put!\All right, let's give this a try!\Let's go, NOTE-chan!\Go... response:	Got it!
context: They can camouflage themselves as all manner of things.\Go, Bird!\Hey, newbie!\If you can't act, just stay put!\All right, let's give this a try!\Let's go, NOTE-chan!\Go...\Got it! response:	That's...
context: Go, Bird!\Hey, newbie!\If you can't act, just stay put!\All right, let's give this a try!\Let's go, NOTE-chan!\Go...\Got it!\That's... response:	Gatchaman
context: Hey, newbie!\If you can't act, just stay put!\All right, let's give this a try!\Let's go, NOTE-chan!\Go...\Got it!\That's...\Gatchaman response:	is here!
context: If you can't act, just stay put!\All right, let's give this a try!\Let's go, NOTE-chan!\Go...\Got it!\That's...\Gatchaman\is here! response:	Gatcha... They're here!
