context: Oh, this is fun, isn't it? response:	Now try that kapow-kapow.
context: Stop fighting the Corpses.\There's no need for you to fight the Corpses if that's how you feel.\I've decided.\I'm going to turn you human again.\Then I'm going to fill your belly with rice, just like your mother wanted.\Wait... uh... what are you talking about?!\You don't even know how to turn me human again.\Besides, you'll need to rebuild the rice paddies to grow the rice first. response:	You can't do that unless the Corpses are gone.
context: There's no need for you to fight the Corpses if that's how you feel.\I've decided.\I'm going to turn you human again.\Then I'm going to fill your belly with rice, just like your mother wanted.\Wait... uh... what are you talking about?!\You don't even know how to turn me human again.\Besides, you'll need to rebuild the rice paddies to grow the rice first.\You can't do that unless the Corpses are gone. response:	I'm saying I'm going to do all of that.
context: I've decided.\I'm going to turn you human again.\Then I'm going to fill your belly with rice, just like your mother wanted.\Wait... uh... what are you talking about?!\You don't even know how to turn me human again.\Besides, you'll need to rebuild the rice paddies to grow the rice first.\You can't do that unless the Corpses are gone.\I'm saying I'm going to do all of that. response:	That's impossible!
context: I'm going to turn you human again.\Then I'm going to fill your belly with rice, just like your mother wanted.\Wait... uh... what are you talking about?!\You don't even know how to turn me human again.\Besides, you'll need to rebuild the rice paddies to grow the rice first.\You can't do that unless the Corpses are gone.\I'm saying I'm going to do all of that.\That's impossible! response:	I'd be hard enough doing just one of them!
context: Then I'm going to fill your belly with rice, just like your mother wanted.\Wait... uh... what are you talking about?!\You don't even know how to turn me human again.\Besides, you'll need to rebuild the rice paddies to grow the rice first.\You can't do that unless the Corpses are gone.\I'm saying I'm going to do all of that.\That's impossible!\I'd be hard enough doing just one of them! response:	No, I've decided!
context: Wait... uh... what are you talking about?!\You don't even know how to turn me human again.\Besides, you'll need to rebuild the rice paddies to grow the rice first.\You can't do that unless the Corpses are gone.\I'm saying I'm going to do all of that.\That's impossible!\I'd be hard enough doing just one of them!\No, I've decided! response:	I'm turning you human again!
context: You don't even know how to turn me human again.\Besides, you'll need to rebuild the rice paddies to grow the rice first.\You can't do that unless the Corpses are gone.\I'm saying I'm going to do all of that.\That's impossible!\I'd be hard enough doing just one of them!\No, I've decided!\I'm turning you human again! response:	But if I'm not a Corpseless...
context: Besides, you'll need to rebuild the rice paddies to grow the rice first.\You can't do that unless the Corpses are gone.\I'm saying I'm going to do all of that.\That's impossible!\I'd be hard enough doing just one of them!\No, I've decided!\I'm turning you human again!\But if I'm not a Corpseless... response:	You won't have to.
context: You can't do that unless the Corpses are gone.\I'm saying I'm going to do all of that.\That's impossible!\I'd be hard enough doing just one of them!\No, I've decided!\I'm turning you human again!\But if I'm not a Corpseless...\You won't have to. response:	There won't be any Corpses left.
context: I'm saying I'm going to do all of that.\That's impossible!\I'd be hard enough doing just one of them!\No, I've decided!\I'm turning you human again!\But if I'm not a Corpseless...\You won't have to.\There won't be any Corpses left. response:	Oh, right.
context: That's impossible!\I'd be hard enough doing just one of them!\No, I've decided!\I'm turning you human again!\But if I'm not a Corpseless...\You won't have to.\There won't be any Corpses left.\Oh, right. response:	You're right.
context: I'd be hard enough doing just one of them!\No, I've decided!\I'm turning you human again!\But if I'm not a Corpseless...\You won't have to.\There won't be any Corpses left.\Oh, right.\You're right. response:	We're back!
context: No, I've decided!\I'm turning you human again!\But if I'm not a Corpseless...\You won't have to.\There won't be any Corpses left.\Oh, right.\You're right.\We're back! response:	Oh, daita-iron!
context: I'm turning you human again!\But if I'm not a Corpseless...\You won't have to.\There won't be any Corpses left.\Oh, right.\You're right.\We're back!\Oh, daita-iron! response:	Fantastic!
context: But if I'm not a Corpseless...\You won't have to.\There won't be any Corpses left.\Oh, right.\You're right.\We're back!\Oh, daita-iron!\Fantastic! response:	Wow, you're so good!
context: You won't have to.\There won't be any Corpses left.\Oh, right.\You're right.\We're back!\Oh, daita-iron!\Fantastic!\Wow, you're so good! response:	This is not what my sword should be used for...!
context: There won't be any Corpses left.\Oh, right.\You're right.\We're back!\Oh, daita-iron!\Fantastic!\Wow, you're so good!\This is not what my sword should be used for...! response:	What did you write?!
context: Oh, right.\You're right.\We're back!\Oh, daita-iron!\Fantastic!\Wow, you're so good!\This is not what my sword should be used for...!\What did you write?! response:	Hey, don't look!
context: You're right.\We're back!\Oh, daita-iron!\Fantastic!\Wow, you're so good!\This is not what my sword should be used for...!\What did you write?!\Hey, don't look! response:	Let's see now.
context: We're back!\Oh, daita-iron!\Fantastic!\Wow, you're so good!\This is not what my sword should be used for...!\What did you write?!\Hey, don't look!\Let's see now. response:	I hope I can live through this and survive.
context: Oh, daita-iron!\Fantastic!\Wow, you're so good!\This is not what my sword should be used for...!\What did you write?!\Hey, don't look!\Let's see now.\I hope I can live through this and survive. response:	What else are we going to be wishing for?
context: Fantastic!\Wow, you're so good!\This is not what my sword should be used for...!\What did you write?!\Hey, don't look!\Let's see now.\I hope I can live through this and survive.\What else are we going to be wishing for? response:	Alright, I wrote mine too!
context: Wow, you're so good!\This is not what my sword should be used for...!\What did you write?!\Hey, don't look!\Let's see now.\I hope I can live through this and survive.\What else are we going to be wishing for?\Alright, I wrote mine too! response:	My wish is to...
context: This is not what my sword should be used for...!\What did you write?!\Hey, don't look!\Let's see now.\I hope I can live through this and survive.\What else are we going to be wishing for?\Alright, I wrote mine too!\My wish is to... response:	Don't you think you're asking for too much?
context: What did you write?!\Hey, don't look!\Let's see now.\I hope I can live through this and survive.\What else are we going to be wishing for?\Alright, I wrote mine too!\My wish is to...\Don't you think you're asking for too much? response:	Then you're fine with just being alive?!
context: Hey, don't look!\Let's see now.\I hope I can live through this and survive.\What else are we going to be wishing for?\Alright, I wrote mine too!\My wish is to...\Don't you think you're asking for too much?\Then you're fine with just being alive?! response:	Not me!
context: Let's see now.\I hope I can live through this and survive.\What else are we going to be wishing for?\Alright, I wrote mine too!\My wish is to...\Don't you think you're asking for too much?\Then you're fine with just being alive?!\Not me! response:	I want more than just being alive!
context: I hope I can live through this and survive.\What else are we going to be wishing for?\Alright, I wrote mine too!\My wish is to...\Don't you think you're asking for too much?\Then you're fine with just being alive?!\Not me!\I want more than just being alive! response:	I want more!
context: What else are we going to be wishing for?\Alright, I wrote mine too!\My wish is to...\Don't you think you're asking for too much?\Then you're fine with just being alive?!\Not me!\I want more than just being alive!\I want more! response:	I have written mine as well.
context: Alright, I wrote mine too!\My wish is to...\Don't you think you're asking for too much?\Then you're fine with just being alive?!\Not me!\I want more than just being alive!\I want more!\I have written mine as well. response:	My wish is...
context: My wish is to...\Don't you think you're asking for too much?\Then you're fine with just being alive?!\Not me!\I want more than just being alive!\I want more!\I have written mine as well.\My wish is... response:	Was that a strange thing to wish for?
context: Don't you think you're asking for too much?\Then you're fine with just being alive?!\Not me!\I want more than just being alive!\I want more!\I have written mine as well.\My wish is...\Was that a strange thing to wish for? response:	No.
context: Then you're fine with just being alive?!\Not me!\I want more than just being alive!\I want more!\I have written mine as well.\My wish is...\Was that a strange thing to wish for?\No. response:	I'm sure your father would be proud.
context: Not me!\I want more than just being alive!\I want more!\I have written mine as well.\My wish is...\Was that a strange thing to wish for?\No.\I'm sure your father would be proud. response:	I thought so too!
context: I want more than just being alive!\I want more!\I have written mine as well.\My wish is...\Was that a strange thing to wish for?\No.\I'm sure your father would be proud.\I thought so too! response:	They're right.
context: I want more!\I have written mine as well.\My wish is...\Was that a strange thing to wish for?\No.\I'm sure your father would be proud.\I thought so too!\They're right. response:	We should dream big!
context: I have written mine as well.\My wish is...\Was that a strange thing to wish for?\No.\I'm sure your father would be proud.\I thought so too!\They're right.\We should dream big! response:	Precisely because times are hard!
context: My wish is...\Was that a strange thing to wish for?\No.\I'm sure your father would be proud.\I thought so too!\They're right.\We should dream big!\Precisely because times are hard! response:	Alright!
context: Was that a strange thing to wish for?\No.\I'm sure your father would be proud.\I thought so too!\They're right.\We should dream big!\Precisely because times are hard!\Alright! response:	I want to get rich and have three beautiful wives!
context: No.\I'm sure your father would be proud.\I thought so too!\They're right.\We should dream big!\Precisely because times are hard!\Alright!\I want to get rich and have three beautiful wives! response:	Three?!
context: I'm sure your father would be proud.\I thought so too!\They're right.\We should dream big!\Precisely because times are hard!\Alright!\I want to get rich and have three beautiful wives!\Three?! response:	Dream big, right?
context: I thought so too!\They're right.\We should dream big!\Precisely because times are hard!\Alright!\I want to get rich and have three beautiful wives!\Three?!\Dream big, right? response:	I want to become a teacher!
context: They're right.\We should dream big!\Precisely because times are hard!\Alright!\I want to get rich and have three beautiful wives!\Three?!\Dream big, right?\I want to become a teacher! response:	What did you write, Yukina-san?
context: We should dream big!\Precisely because times are hard!\Alright!\I want to get rich and have three beautiful wives!\Three?!\Dream big, right?\I want to become a teacher!\What did you write, Yukina-san? response:	I wished for my own Railfort.
context: Precisely because times are hard!\Alright!\I want to get rich and have three beautiful wives!\Three?!\Dream big, right?\I want to become a teacher!\What did you write, Yukina-san?\I wished for my own Railfort. response:	Could I ride on it too?
context: Alright!\I want to get rich and have three beautiful wives!\Three?!\Dream big, right?\I want to become a teacher!\What did you write, Yukina-san?\I wished for my own Railfort.\Could I ride on it too? response:	Nope.
context: I want to get rich and have three beautiful wives!\Three?!\Dream big, right?\I want to become a teacher!\What did you write, Yukina-san?\I wished for my own Railfort.\Could I ride on it too?\Nope. response:	What?
context: Three?!\Dream big, right?\I want to become a teacher!\What did you write, Yukina-san?\I wished for my own Railfort.\Could I ride on it too?\Nope.\What? response:	What did you write, Kurusu?
context: Dream big, right?\I want to become a teacher!\What did you write, Yukina-san?\I wished for my own Railfort.\Could I ride on it too?\Nope.\What?\What did you write, Kurusu? response:	Ayame-sama, you can't!
context: I want to become a teacher!\What did you write, Yukina-san?\I wished for my own Railfort.\Could I ride on it too?\Nope.\What?\What did you write, Kurusu?\Ayame-sama, you can't! response:	It will not come true if it's seen by others.
context: What did you write, Yukina-san?\I wished for my own Railfort.\Could I ride on it too?\Nope.\What?\What did you write, Kurusu?\Ayame-sama, you can't!\It will not come true if it's seen by others. response:	Is that true?
context: I wished for my own Railfort.\Could I ride on it too?\Nope.\What?\What did you write, Kurusu?\Ayame-sama, you can't!\It will not come true if it's seen by others.\Is that true? response:	I showed mine to everyone already.
context: Could I ride on it too?\Nope.\What?\What did you write, Kurusu?\Ayame-sama, you can't!\It will not come true if it's seen by others.\Is that true?\I showed mine to everyone already. response:	No...!
context: Nope.\What?\What did you write, Kurusu?\Ayame-sama, you can't!\It will not come true if it's seen by others.\Is that true?\I showed mine to everyone already.\No...! response:	That is...!
context: What?\What did you write, Kurusu?\Ayame-sama, you can't!\It will not come true if it's seen by others.\Is that true?\I showed mine to everyone already.\No...!\That is...! response:	What did you write, Nameless -chan?
context: What did you write, Kurusu?\Ayame-sama, you can't!\It will not come true if it's seen by others.\Is that true?\I showed mine to everyone already.\No...!\That is...!\What did you write, Nameless -chan? response:	I wished to eat a belly full of rice.
context: Ayame-sama, you can't!\It will not come true if it's seen by others.\Is that true?\I showed mine to everyone already.\No...!\That is...!\What did you write, Nameless -chan?\I wished to eat a belly full of rice. response:	Brother...
context: It will not come true if it's seen by others.\Is that true?\I showed mine to everyone already.\No...!\That is...!\What did you write, Nameless -chan?\I wished to eat a belly full of rice.\Brother... response:	Your brother was the one...
context: Is that true?\I showed mine to everyone already.\No...!\That is...!\What did you write, Nameless -chan?\I wished to eat a belly full of rice.\Brother...\Your brother was the one... response:	If that's the case...
context: I showed mine to everyone already.\No...!\That is...!\What did you write, Nameless -chan?\I wished to eat a belly full of rice.\Brother...\Your brother was the one...\If that's the case... response:	It's the Hunters!
context: No...!\That is...!\What did you write, Nameless -chan?\I wished to eat a belly full of rice.\Brother...\Your brother was the one...\If that's the case...\It's the Hunters! response:	Long live the Liberator!
context: That is...!\What did you write, Nameless -chan?\I wished to eat a belly full of rice.\Brother...\Your brother was the one...\If that's the case...\It's the Hunters!\Long live the Liberator! response:	Who are those people?
context: What did you write, Nameless -chan?\I wished to eat a belly full of rice.\Brother...\Your brother was the one...\If that's the case...\It's the Hunters!\Long live the Liberator!\Who are those people? response:	The Hunters.
context: I wished to eat a belly full of rice.\Brother...\Your brother was the one...\If that's the case...\It's the Hunters!\Long live the Liberator!\Who are those people?\The Hunters. response:	They're an independent force created to exterminate the Corpses.
context: Brother...\Your brother was the one...\If that's the case...\It's the Hunters!\Long live the Liberator!\Who are those people?\The Hunters.\They're an independent force created to exterminate the Corpses. response:	They have a long history of defeating the Corpses.
context: Your brother was the one...\If that's the case...\It's the Hunters!\Long live the Liberator!\Who are those people?\The Hunters.\They're an independent force created to exterminate the Corpses.\They have a long history of defeating the Corpses. response:	They rid the land of the Corpses...
context: If that's the case...\It's the Hunters!\Long live the Liberator!\Who are those people?\The Hunters.\They're an independent force created to exterminate the Corpses.\They have a long history of defeating the Corpses.\They rid the land of the Corpses... response:	It's Biba-sama!
context: It's the Hunters!\Long live the Liberator!\Who are those people?\The Hunters.\They're an independent force created to exterminate the Corpses.\They have a long history of defeating the Corpses.\They rid the land of the Corpses...\It's Biba-sama! response:	He is so beautiful!
context: Long live the Liberator!\Who are those people?\The Hunters.\They're an independent force created to exterminate the Corpses.\They have a long history of defeating the Corpses.\They rid the land of the Corpses...\It's Biba-sama!\He is so beautiful! response:	As expected of the Warlord's son!
context: Who are those people?\The Hunters.\They're an independent force created to exterminate the Corpses.\They have a long history of defeating the Corpses.\They rid the land of the Corpses...\It's Biba-sama!\He is so beautiful!\As expected of the Warlord's son! response:	Brother!
context: The Hunters.\They're an independent force created to exterminate the Corpses.\They have a long history of defeating the Corpses.\They rid the land of the Corpses...\It's Biba-sama!\He is so beautiful!\As expected of the Warlord's son!\Brother! response:	Nameless!
context: They're an independent force created to exterminate the Corpses.\They have a long history of defeating the Corpses.\They rid the land of the Corpses...\It's Biba-sama!\He is so beautiful!\As expected of the Warlord's son!\Brother!\Nameless! response:	I finally made it back to you!
context: They have a long history of defeating the Corpses.\They rid the land of the Corpses...\It's Biba-sama!\He is so beautiful!\As expected of the Warlord's son!\Brother!\Nameless!\I finally made it back to you! response:	You're safe?
context: They rid the land of the Corpses...\It's Biba-sama!\He is so beautiful!\As expected of the Warlord's son!\Brother!\Nameless!\I finally made it back to you!\You're safe? response:	Brother?
context: It's Biba-sama!\He is so beautiful!\As expected of the Warlord's son!\Brother!\Nameless!\I finally made it back to you!\You're safe?\Brother? response:	Nameless -chan's brother is...
context: He is so beautiful!\As expected of the Warlord's son!\Brother!\Nameless!\I finally made it back to you!\You're safe?\Brother?\Nameless -chan's brother is... response:	Are you alone?
context: As expected of the Warlord's son!\Brother!\Nameless!\I finally made it back to you!\You're safe?\Brother?\Nameless -chan's brother is...\Are you alone? response:	Where is Shimon?
context: Brother!\Nameless!\I finally made it back to you!\You're safe?\Brother?\Nameless -chan's brother is...\Are you alone?\Where is Shimon? response:	Aragane Station was attacked by the Corpses...
context: Nameless!\I finally made it back to you!\You're safe?\Brother?\Nameless -chan's brother is...\Are you alone?\Where is Shimon?\Aragane Station was attacked by the Corpses... response:	But he died honorably.
context: I finally made it back to you!\You're safe?\Brother?\Nameless -chan's brother is...\Are you alone?\Where is Shimon?\Aragane Station was attacked by the Corpses...\But he died honorably. response:	I see...
context: You're safe?\Brother?\Nameless -chan's brother is...\Are you alone?\Where is Shimon?\Aragane Station was attacked by the Corpses...\But he died honorably.\I see... response:	May karma smile upon him.
context: Brother?\Nameless -chan's brother is...\Are you alone?\Where is Shimon?\Aragane Station was attacked by the Corpses...\But he died honorably.\I see...\May karma smile upon him. response:	But I am glad you are alright.
context: Nameless -chan's brother is...\Are you alone?\Where is Shimon?\Aragane Station was attacked by the Corpses...\But he died honorably.\I see...\May karma smile upon him.\But I am glad you are alright. response:	I have so much to tell you, brother!
context: Are you alone?\Where is Shimon?\Aragane Station was attacked by the Corpses...\But he died honorably.\I see...\May karma smile upon him.\But I am glad you are alright.\I have so much to tell you, brother! response:	The Iron Fortress has...
context: Where is Shimon?\Aragane Station was attacked by the Corpses...\But he died honorably.\I see...\May karma smile upon him.\But I am glad you are alright.\I have so much to tell you, brother!\The Iron Fortress has... response:	I have...
context: Aragane Station was attacked by the Corpses...\But he died honorably.\I see...\May karma smile upon him.\But I am glad you are alright.\I have so much to tell you, brother!\The Iron Fortress has...\I have... response:	That's...
context: But he died honorably.\I see...\May karma smile upon him.\But I am glad you are alright.\I have so much to tell you, brother!\The Iron Fortress has...\I have...\That's... response:	I will remember that day
context: I see...\May karma smile upon him.\But I am glad you are alright.\I have so much to tell you, brother!\The Iron Fortress has...\I have...\That's...\I will remember that day response:	Losing myself
context: May karma smile upon him.\But I am glad you are alright.\I have so much to tell you, brother!\The Iron Fortress has...\I have...\That's...\I will remember that day\Losing myself response:	In steam
context: But I am glad you are alright.\I have so much to tell you, brother!\The Iron Fortress has...\I have...\That's...\I will remember that day\Losing myself\In steam response:	Countless mistakes are made
context: I have so much to tell you, brother!\The Iron Fortress has...\I have...\That's...\I will remember that day\Losing myself\In steam\Countless mistakes are made response:	When I can't see anything ahead
context: The Iron Fortress has...\I have...\That's...\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead response:	You said
context: I have...\That's...\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said response:	Ask your own burning blood
context: That's...\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood response:	Answer my beat
context: I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat response:	Corpseless of the Iron Fortress
context: Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress response:	Stand up
context: In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up response:	And slam everything onto the ground
context: Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground response:	My soul is devoted to my friend
context: When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend response:	Burn your life
context: You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life response:	Change the world
context: Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world response:	Even if the stars
context: Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars response:	That connect you make a sound
context: Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound response:	There are just dreams in the same rain
context: Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain response:	And lights are dried up
context: And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up response:	I am tired of getting answers
context: My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers response:	By mimicking others
context: Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others response:	Dawn without the sun
context: Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun response:	And broken morning
context: Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning response:	Smashed cry and dream The ideal only has its doors
context: That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors response:	City is uplifted and drown in noise
context: There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise response:	I will still sing and stop turning the rudder
context: And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder response:	To hush silence
context: I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder\To hush silence response:	Chapter Seven
context: By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder\To hush silence\Chapter Seven response:	Begging the Heavens
