context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: This way?\I guess I got a little ahead of myself.\I feel bad about cutting his hair.\I guess I'll go save him.\He probably has no idea that I'm the culprit.\What?\Huh?\What is this? response:	Huh?
context: I guess I got a little ahead of myself.\I feel bad about cutting his hair.\I guess I'll go save him.\He probably has no idea that I'm the culprit.\What?\Huh?\What is this?\Huh? response:	What is this?
context: I feel bad about cutting his hair.\I guess I'll go save him.\He probably has no idea that I'm the culprit.\What?\Huh?\What is this?\Huh?\What is this? response:	Huh?
context: I guess I'll go save him.\He probably has no idea that I'm the culprit.\What?\Huh?\What is this?\Huh?\What is this?\Huh? response:	Something's wrong!
context: He probably has no idea that I'm the culprit.\What?\Huh?\What is this?\Huh?\What is this?\Huh?\Something's wrong! response:	What is this?
context: What?\Huh?\What is this?\Huh?\What is this?\Huh?\Something's wrong!\What is this? response:	I can't move!
context: Huh?\What is this?\Huh?\What is this?\Huh?\Something's wrong!\What is this?\I can't move! response:	Huh?
context: What is this?\Huh?\What is this?\Huh?\Something's wrong!\What is this?\I can't move!\Huh? response:	My hair...
context: Huh?\What is this?\Huh?\Something's wrong!\What is this?\I can't move!\Huh?\My hair... response:	What?
context: What is this?\Huh?\Something's wrong!\What is this?\I can't move!\Huh?\My hair...\What? response:	What, what, what?
context: Huh?\Something's wrong!\What is this?\I can't move!\Huh?\My hair...\What?\What, what, what? response:	Run away!
context: Something's wrong!\What is this?\I can't move!\Huh?\My hair...\What?\What, what, what?\Run away! response:	Help me!
context: What is this?\I can't move!\Huh?\My hair...\What?\What, what, what?\Run away!\Help me! response:	My hair...
context: I can't move!\Huh?\My hair...\What?\What, what, what?\Run away!\Help me!\My hair... response:	Swim, Swim,
context: Huh?\My hair...\What?\What, what, what?\Run away!\Help me!\My hair...\Swim, Swim, response:	Sharky, Sharky, Chomp!
context: My hair...\What?\What, what, what?\Run away!\Help me!\My hair...\Swim, Swim,\Sharky, Sharky, Chomp! response:	Sharky, Sharky, Chomp!
context: What?\What, what, what?\Run away!\Help me!\My hair...\Swim, Swim,\Sharky, Sharky, Chomp!\Sharky, Sharky, Chomp! response:	If that happens, do this!
context: What, what, what?\Run away!\Help me!\My hair...\Swim, Swim,\Sharky, Sharky, Chomp!\Sharky, Sharky, Chomp!\If that happens, do this! response:	Chicchi is like this!
context: Run away!\Help me!\My hair...\Swim, Swim,\Sharky, Sharky, Chomp!\Sharky, Sharky, Chomp!\If that happens, do this!\Chicchi is like this! response:	What is this?
context: Help me!\My hair...\Swim, Swim,\Sharky, Sharky, Chomp!\Sharky, Sharky, Chomp!\If that happens, do this!\Chicchi is like this!\What is this? response:	Help me!
context: My hair...\Swim, Swim,\Sharky, Sharky, Chomp!\Sharky, Sharky, Chomp!\If that happens, do this!\Chicchi is like this!\What is this?\Help me! response:	My hair is...
context: Swim, Swim,\Sharky, Sharky, Chomp!\Sharky, Sharky, Chomp!\If that happens, do this!\Chicchi is like this!\What is this?\Help me!\My hair is... response:	Huh?
context: Sharky, Sharky, Chomp!\Sharky, Sharky, Chomp!\If that happens, do this!\Chicchi is like this!\What is this?\Help me!\My hair is...\Huh? response:	What is going on?
context: Sharky, Sharky, Chomp!\If that happens, do this!\Chicchi is like this!\What is this?\Help me!\My hair is...\Huh?\What is going on? response:	Help me!
context: If that happens, do this!\Chicchi is like this!\What is this?\Help me!\My hair is...\Huh?\What is going on?\Help me! response:	What happene -
context: Chicchi is like this!\What is this?\Help me!\My hair is...\Huh?\What is going on?\Help me!\What happene - response:	What was that just now?
context: What is this?\Help me!\My hair is...\Huh?\What is going on?\Help me!\What happene -\What was that just now? response:	Help me!
context: Help me!\My hair is...\Huh?\What is going on?\Help me!\What happene -\What was that just now?\Help me! response:	My hair...
context: My hair is...\Huh?\What is going on?\Help me!\What happene -\What was that just now?\Help me!\My hair... response:	What, what?
context: Huh?\What is going on?\Help me!\What happene -\What was that just now?\Help me!\My hair...\What, what? response:	Help me!
context: What is going on?\Help me!\What happene -\What was that just now?\Help me!\My hair...\What, what?\Help me! response:	Hair...
context: Help me!\What happene -\What was that just now?\Help me!\My hair...\What, what?\Help me!\Hair... response:	What's going on?
context: What happene -\What was that just now?\Help me!\My hair...\What, what?\Help me!\Hair...\What's going on? response:	Help me, please!
context: What was that just now?\Help me!\My hair...\What, what?\Help me!\Hair...\What's going on?\Help me, please! response:	Geez, that was dangerous...
context: Help me!\My hair...\What, what?\Help me!\Hair...\What's going on?\Help me, please!\Geez, that was dangerous... response:	This is weird!
context: My hair...\What, what?\Help me!\Hair...\What's going on?\Help me, please!\Geez, that was dangerous...\This is weird! response:	Save me!
context: What, what?\Help me!\Hair...\What's going on?\Help me, please!\Geez, that was dangerous...\This is weird!\Save me! response:	What's going on?
context: Help me!\Hair...\What's going on?\Help me, please!\Geez, that was dangerous...\This is weird!\Save me!\What's going on? response:	My hair...
context: Hair...\What's going on?\Help me, please!\Geez, that was dangerous...\This is weird!\Save me!\What's going on?\My hair... response:	Help me!
context: What's going on?\Help me, please!\Geez, that was dangerous...\This is weird!\Save me!\What's going on?\My hair...\Help me! response:	I'm heading out now!
context: Help me, please!\Geez, that was dangerous...\This is weird!\Save me!\What's going on?\My hair...\Help me!\I'm heading out now! response:	Today, I definitely won't respond!
context: Geez, that was dangerous...\This is weird!\Save me!\What's going on?\My hair...\Help me!\I'm heading out now!\Today, I definitely won't respond! response:	It's all Mai-chan's fault.
context: This is weird!\Save me!\What's going on?\My hair...\Help me!\I'm heading out now!\Today, I definitely won't respond!\It's all Mai-chan's fault. response:	She's always fooling around,
context: Save me!\What's going on?\My hair...\Help me!\I'm heading out now!\Today, I definitely won't respond!\It's all Mai-chan's fault.\She's always fooling around, response:	and I'm always responding to it!
context: What's going on?\My hair...\Help me!\I'm heading out now!\Today, I definitely won't respond!\It's all Mai-chan's fault.\She's always fooling around,\and I'm always responding to it! response:	At this rate, it'll be an endless loop of jokes and responses!
context: My hair...\Help me!\I'm heading out now!\Today, I definitely won't respond!\It's all Mai-chan's fault.\She's always fooling around,\and I'm always responding to it!\At this rate, it'll be an endless loop of jokes and responses! response:	We're supposed to be pure enough to put flowers to shame!
context: Help me!\I'm heading out now!\Today, I definitely won't respond!\It's all Mai-chan's fault.\She's always fooling around,\and I'm always responding to it!\At this rate, it'll be an endless loop of jokes and responses!\We're supposed to be pure enough to put flowers to shame! response:	And yet...
context: I'm heading out now!\Today, I definitely won't respond!\It's all Mai-chan's fault.\She's always fooling around,\and I'm always responding to it!\At this rate, it'll be an endless loop of jokes and responses!\We're supposed to be pure enough to put flowers to shame!\And yet... response:	I can't even have a normal conversation like a high school girl.
context: Today, I definitely won't respond!\It's all Mai-chan's fault.\She's always fooling around,\and I'm always responding to it!\At this rate, it'll be an endless loop of jokes and responses!\We're supposed to be pure enough to put flowers to shame!\And yet...\I can't even have a normal conversation like a high school girl. response:	From now on, I'm not going to respond to anything!
context: It's all Mai-chan's fault.\She's always fooling around,\and I'm always responding to it!\At this rate, it'll be an endless loop of jokes and responses!\We're supposed to be pure enough to put flowers to shame!\And yet...\I can't even have a normal conversation like a high school girl.\From now on, I'm not going to respond to anything! response:	My resolve is harder than diamond.
context: She's always fooling around,\and I'm always responding to it!\At this rate, it'll be an endless loop of jokes and responses!\We're supposed to be pure enough to put flowers to shame!\And yet...\I can't even have a normal conversation like a high school girl.\From now on, I'm not going to respond to anything!\My resolve is harder than diamond. response:	Oh, Yukko, good morning.
context: and I'm always responding to it!\At this rate, it'll be an endless loop of jokes and responses!\We're supposed to be pure enough to put flowers to shame!\And yet...\I can't even have a normal conversation like a high school girl.\From now on, I'm not going to respond to anything!\My resolve is harder than diamond.\Oh, Yukko, good morning. response:	Oh, Mai-chan, good mor -
context: At this rate, it'll be an endless loop of jokes and responses!\We're supposed to be pure enough to put flowers to shame!\And yet...\I can't even have a normal conversation like a high school girl.\From now on, I'm not going to respond to anything!\My resolve is harder than diamond.\Oh, Yukko, good morning.\Oh, Mai-chan, good mor - response:	Double glasses!
context: We're supposed to be pure enough to put flowers to shame!\And yet...\I can't even have a normal conversation like a high school girl.\From now on, I'm not going to respond to anything!\My resolve is harder than diamond.\Oh, Yukko, good morning.\Oh, Mai-chan, good mor -\Double glasses! response:	This is strong.
context: And yet...\I can't even have a normal conversation like a high school girl.\From now on, I'm not going to respond to anything!\My resolve is harder than diamond.\Oh, Yukko, good morning.\Oh, Mai-chan, good mor -\Double glasses!\This is strong. response:	Unlike the other days, today is strong!
context: I can't even have a normal conversation like a high school girl.\From now on, I'm not going to respond to anything!\My resolve is harder than diamond.\Oh, Yukko, good morning.\Oh, Mai-chan, good mor -\Double glasses!\This is strong.\Unlike the other days, today is strong! response:	But I won't give in!
context: From now on, I'm not going to respond to anything!\My resolve is harder than diamond.\Oh, Yukko, good morning.\Oh, Mai-chan, good mor -\Double glasses!\This is strong.\Unlike the other days, today is strong!\But I won't give in! response:	Because I will... We will change!
context: My resolve is harder than diamond.\Oh, Yukko, good morning.\Oh, Mai-chan, good mor -\Double glasses!\This is strong.\Unlike the other days, today is strong!\But I won't give in!\Because I will... We will change! response:	Mai-chan, selamat pagi!
context: Oh, Yukko, good morning.\Oh, Mai-chan, good mor -\Double glasses!\This is strong.\Unlike the other days, today is strong!\But I won't give in!\Because I will... We will change!\Mai-chan, selamat pagi! response:	All right, now is the time to engage in some flowery girls' talk.
context: Oh, Mai-chan, good mor -\Double glasses!\This is strong.\Unlike the other days, today is strong!\But I won't give in!\Because I will... We will change!\Mai-chan, selamat pagi!\All right, now is the time to engage in some flowery girls' talk. response:	Hey, Mai-chan, did you watch Muscle Elegy yesterday?
context: Double glasses!\This is strong.\Unlike the other days, today is strong!\But I won't give in!\Because I will... We will change!\Mai-chan, selamat pagi!\All right, now is the time to engage in some flowery girls' talk.\Hey, Mai-chan, did you watch Muscle Elegy yesterday? response:	W-Which one?!
context: This is strong.\Unlike the other days, today is strong!\But I won't give in!\Because I will... We will change!\Mai-chan, selamat pagi!\All right, now is the time to engage in some flowery girls' talk.\Hey, Mai-chan, did you watch Muscle Elegy yesterday?\W-Which one?! response:	Where are my glasses?
context: Unlike the other days, today is strong!\But I won't give in!\Because I will... We will change!\Mai-chan, selamat pagi!\All right, now is the time to engage in some flowery girls' talk.\Hey, Mai-chan, did you watch Muscle Elegy yesterday?\W-Which one?!\Where are my glasses? response:	This is some rapid-fire stupidity!
context: But I won't give in!\Because I will... We will change!\Mai-chan, selamat pagi!\All right, now is the time to engage in some flowery girls' talk.\Hey, Mai-chan, did you watch Muscle Elegy yesterday?\W-Which one?!\Where are my glasses?\This is some rapid-fire stupidity! response:	It's like she's waiting for me to respond!
context: Because I will... We will change!\Mai-chan, selamat pagi!\All right, now is the time to engage in some flowery girls' talk.\Hey, Mai-chan, did you watch Muscle Elegy yesterday?\W-Which one?!\Where are my glasses?\This is some rapid-fire stupidity!\It's like she's waiting for me to respond! response:	No!
context: Mai-chan, selamat pagi!\All right, now is the time to engage in some flowery girls' talk.\Hey, Mai-chan, did you watch Muscle Elegy yesterday?\W-Which one?!\Where are my glasses?\This is some rapid-fire stupidity!\It's like she's waiting for me to respond!\No! response:	You must not respond, Yukko!
context: All right, now is the time to engage in some flowery girls' talk.\Hey, Mai-chan, did you watch Muscle Elegy yesterday?\W-Which one?!\Where are my glasses?\This is some rapid-fire stupidity!\It's like she's waiting for me to respond!\No!\You must not respond, Yukko! response:	This is a trap!
context: Hey, Mai-chan, did you watch Muscle Elegy yesterday?\W-Which one?!\Where are my glasses?\This is some rapid-fire stupidity!\It's like she's waiting for me to respond!\No!\You must not respond, Yukko!\This is a trap! response:	What's wrong, Minakami?
context: W-Which one?!\Where are my glasses?\This is some rapid-fire stupidity!\It's like she's waiting for me to respond!\No!\You must not respond, Yukko!\This is a trap!\What's wrong, Minakami? response:	You've got two pairs of glasses on!
context: Where are my glasses?\This is some rapid-fire stupidity!\It's like she's waiting for me to respond!\No!\You must not respond, Yukko!\This is a trap!\What's wrong, Minakami?\You've got two pairs of glasses on! response:	Tanaka, you bastard!
context: This is some rapid-fire stupidity!\It's like she's waiting for me to respond!\No!\You must not respond, Yukko!\This is a trap!\What's wrong, Minakami?\You've got two pairs of glasses on!\Tanaka, you bastard! response:	He took my response!
context: It's like she's waiting for me to respond!\No!\You must not respond, Yukko!\This is a trap!\What's wrong, Minakami?\You've got two pairs of glasses on!\Tanaka, you bastard!\He took my response! response:	The response that only I can make!
context: No!\You must not respond, Yukko!\This is a trap!\What's wrong, Minakami?\You've got two pairs of glasses on!\Tanaka, you bastard!\He took my response!\The response that only I can make! response:	No, wait. It's not mine.
context: You must not respond, Yukko!\This is a trap!\What's wrong, Minakami?\You've got two pairs of glasses on!\Tanaka, you bastard!\He took my response!\The response that only I can make!\No, wait. It's not mine. response:	That wasn't my response.
context: This is a trap!\What's wrong, Minakami?\You've got two pairs of glasses on!\Tanaka, you bastard!\He took my response!\The response that only I can make!\No, wait. It's not mine.\That wasn't my response. response:	Oh, right.
context: What's wrong, Minakami?\You've got two pairs of glasses on!\Tanaka, you bastard!\He took my response!\The response that only I can make!\No, wait. It's not mine.\That wasn't my response.\Oh, right. response:	First period today is Language.
context: You've got two pairs of glasses on!\Tanaka, you bastard!\He took my response!\The response that only I can make!\No, wait. It's not mine.\That wasn't my response.\Oh, right.\First period today is Language. response:	Yeah, I heard Nakamura, the science teacher, collapsed again.
context: Tanaka, you bastard!\He took my response!\The response that only I can make!\No, wait. It's not mine.\That wasn't my response.\Oh, right.\First period today is Language.\Yeah, I heard Nakamura, the science teacher, collapsed again. response:	Oh, I wonder if she's all right.
context: He took my response!\The response that only I can make!\No, wait. It's not mine.\That wasn't my response.\Oh, right.\First period today is Language.\Yeah, I heard Nakamura, the science teacher, collapsed again.\Oh, I wonder if she's all right. response:	Oh, right.
context: The response that only I can make!\No, wait. It's not mine.\That wasn't my response.\Oh, right.\First period today is Language.\Yeah, I heard Nakamura, the science teacher, collapsed again.\Oh, I wonder if she's all right.\Oh, right. response:	First period today is Language.
context: No, wait. It's not mine.\That wasn't my response.\Oh, right.\First period today is Language.\Yeah, I heard Nakamura, the science teacher, collapsed again.\Oh, I wonder if she's all right.\Oh, right.\First period today is Language. response:	No, you just said th -
context: That wasn't my response.\Oh, right.\First period today is Language.\Yeah, I heard Nakamura, the science teacher, collapsed again.\Oh, I wonder if she's all right.\Oh, right.\First period today is Language.\No, you just said th - response:	That was close!
context: Oh, right.\First period today is Language.\Yeah, I heard Nakamura, the science teacher, collapsed again.\Oh, I wonder if she's all right.\Oh, right.\First period today is Language.\No, you just said th -\That was close! response:	Why did she say the same thing twice?!
context: First period today is Language.\Yeah, I heard Nakamura, the science teacher, collapsed again.\Oh, I wonder if she's all right.\Oh, right.\First period today is Language.\No, you just said th -\That was close!\Why did she say the same thing twice?! response:	That was frightening!
context: Yeah, I heard Nakamura, the science teacher, collapsed again.\Oh, I wonder if she's all right.\Oh, right.\First period today is Language.\No, you just said th -\That was close!\Why did she say the same thing twice?!\That was frightening! response:	This girl is frightening!
context: Oh, I wonder if she's all right.\Oh, right.\First period today is Language.\No, you just said th -\That was close!\Why did she say the same thing twice?!\That was frightening!\This girl is frightening! response:	All right, everyone stand up.
context: Oh, right.\First period today is Language.\No, you just said th -\That was close!\Why did she say the same thing twice?!\That was frightening!\This girl is frightening!\All right, everyone stand up. response:	Stand.
context: First period today is Language.\No, you just said th -\That was close!\Why did she say the same thing twice?!\That was frightening!\This girl is frightening!\All right, everyone stand up.\Stand. response:	Bow.
context: No, you just said th -\That was close!\Why did she say the same thing twice?!\That was frightening!\This girl is frightening!\All right, everyone stand up.\Stand.\Bow. response:	Take your seed.
context: That was close!\Why did she say the same thing twice?!\That was frightening!\This girl is frightening!\All right, everyone stand up.\Stand.\Bow.\Take your seed. response:	All right, I'll begin the lesson.
context: Why did she say the same thing twice?!\That was frightening!\This girl is frightening!\All right, everyone stand up.\Stand.\Bow.\Take your seed.\All right, I'll begin the lesson. response:	Take your seed...
context: That was frightening!\This girl is frightening!\All right, everyone stand up.\Stand.\Bow.\Take your seed.\All right, I'll begin the lesson.\Take your seed... response:	What does that even mean?!
context: This girl is frightening!\All right, everyone stand up.\Stand.\Bow.\Take your seed.\All right, I'll begin the lesson.\Take your seed...\What does that even mean?! response:	Open to page 82.
context: All right, everyone stand up.\Stand.\Bow.\Take your seed.\All right, I'll begin the lesson.\Take your seed...\What does that even mean?!\Open to page 82. response:	Everyone ignored it!
context: Stand.\Bow.\Take your seed.\All right, I'll begin the lesson.\Take your seed...\What does that even mean?!\Open to page 82.\Everyone ignored it! response:	Would anyone like to read?
context: Bow.\Take your seed.\All right, I'll begin the lesson.\Take your seed...\What does that even mean?!\Open to page 82.\Everyone ignored it!\Would anyone like to read? response:	Here.
context: Take your seed.\All right, I'll begin the lesson.\Take your seed...\What does that even mean?!\Open to page 82.\Everyone ignored it!\Would anyone like to read?\Here. response:	M-Mai-chan!
context: All right, I'll begin the lesson.\Take your seed...\What does that even mean?!\Open to page 82.\Everyone ignored it!\Would anyone like to read?\Here.\M-Mai-chan! response:	All right, Minakami.
context: Take your seed...\What does that even mean?!\Open to page 82.\Everyone ignored it!\Would anyone like to read?\Here.\M-Mai-chan!\All right, Minakami. response:	Okay.
context: What does that even mean?!\Open to page 82.\Everyone ignored it!\Would anyone like to read?\Here.\M-Mai-chan!\All right, Minakami.\Okay. response:	Silence surrounded the mountain as it began getting dark.
context: Open to page 82.\Everyone ignored it!\Would anyone like to read?\Here.\M-Mai-chan!\All right, Minakami.\Okay.\Silence surrounded the mountain as it began getting dark. response:	A natural calamity struck us from behind.
context: Everyone ignored it!\Would anyone like to read?\Here.\M-Mai-chan!\All right, Minakami.\Okay.\Silence surrounded the mountain as it began getting dark.\A natural calamity struck us from behind. response:	From the place where our journey began...
context: Would anyone like to read?\Here.\M-Mai-chan!\All right, Minakami.\Okay.\Silence surrounded the mountain as it began getting dark.\A natural calamity struck us from behind.\From the place where our journey began... response:	The fact that she's actually reading it means...
context: Here.\M-Mai-chan!\All right, Minakami.\Okay.\Silence surrounded the mountain as it began getting dark.\A natural calamity struck us from behind.\From the place where our journey began...\The fact that she's actually reading it means... response:	If she's actually reading it, then it means...
context: M-Mai-chan!\All right, Minakami.\Okay.\Silence surrounded the mountain as it began getting dark.\A natural calamity struck us from behind.\From the place where our journey began...\The fact that she's actually reading it means...\If she's actually reading it, then it means... response:	It means...
context: All right, Minakami.\Okay.\Silence surrounded the mountain as it began getting dark.\A natural calamity struck us from behind.\From the place where our journey began...\The fact that she's actually reading it means...\If she's actually reading it, then it means...\It means... response:	It means...
context: Okay.\Silence surrounded the mountain as it began getting dark.\A natural calamity struck us from behind.\From the place where our journey began...\The fact that she's actually reading it means...\If she's actually reading it, then it means...\It means...\It means... response:	You memorised it all!?
context: Silence surrounded the mountain as it began getting dark.\A natural calamity struck us from behind.\From the place where our journey began...\The fact that she's actually reading it means...\If she's actually reading it, then it means...\It means...\It means...\You memorised it all!? response:	Responding...
context: A natural calamity struck us from behind.\From the place where our journey began...\The fact that she's actually reading it means...\If she's actually reading it, then it means...\It means...\It means...\You memorised it all!?\Responding... response:	I'm sorry for shouting!
context: From the place where our journey began...\The fact that she's actually reading it means...\If she's actually reading it, then it means...\It means...\It means...\You memorised it all!?\Responding...\I'm sorry for shouting! response:	I'll go stand in the hall!
context: The fact that she's actually reading it means...\If she's actually reading it, then it means...\It means...\It means...\You memorised it all!?\Responding...\I'm sorry for shouting!\I'll go stand in the hall! response:	Yes.
context: If she's actually reading it, then it means...\It means...\It means...\You memorised it all!?\Responding...\I'm sorry for shouting!\I'll go stand in the hall!\Yes. response:	It's fine this way.
context: It means...\It means...\You memorised it all!?\Responding...\I'm sorry for shouting!\I'll go stand in the hall!\Yes.\It's fine this way. response:	This is my path,
context: It means...\You memorised it all!?\Responding...\I'm sorry for shouting!\I'll go stand in the hall!\Yes.\It's fine this way.\This is my path, response:	and...
context: You memorised it all!?\Responding...\I'm sorry for shouting!\I'll go stand in the hall!\Yes.\It's fine this way.\This is my path,\and... response:	Yukko.
context: Responding...\I'm sorry for shouting!\I'll go stand in the hall!\Yes.\It's fine this way.\This is my path,\and...\Yukko. response:	The truth is...
context: I'm sorry for shouting!\I'll go stand in the hall!\Yes.\It's fine this way.\This is my path,\and...\Yukko.\The truth is... response:	The glasses had no purpose!
context: I'll go stand in the hall!\Yes.\It's fine this way.\This is my path,\and...\Yukko.\The truth is...\The glasses had no purpose! response:	Professor, that's not good.
context: Yes.\It's fine this way.\This is my path,\and...\Yukko.\The truth is...\The glasses had no purpose!\Professor, that's not good. response:	If you don't sleep in your futon, you'll catch a cold.
context: It's fine this way.\This is my path,\and...\Yukko.\The truth is...\The glasses had no purpose!\Professor, that's not good.\If you don't sleep in your futon, you'll catch a cold. response:	Come on, Professor.
context: This is my path,\and...\Yukko.\The truth is...\The glasses had no purpose!\Professor, that's not good.\If you don't sleep in your futon, you'll catch a cold.\Come on, Professor. response:	Just a bit longer.
context: and...\Yukko.\The truth is...\The glasses had no purpose!\Professor, that's not good.\If you don't sleep in your futon, you'll catch a cold.\Come on, Professor.\Just a bit longer. response:	Just a bit longer?
context: Yukko.\The truth is...\The glasses had no purpose!\Professor, that's not good.\If you don't sleep in your futon, you'll catch a cold.\Come on, Professor.\Just a bit longer.\Just a bit longer? response:	I've been had!
context: The truth is...\The glasses had no purpose!\Professor, that's not good.\If you don't sleep in your futon, you'll catch a cold.\Come on, Professor.\Just a bit longer.\Just a bit longer?\I've been had! response:	Sakamoto-san.
context: The glasses had no purpose!\Professor, that's not good.\If you don't sleep in your futon, you'll catch a cold.\Come on, Professor.\Just a bit longer.\Just a bit longer?\I've been had!\Sakamoto-san. response:	Sakamoto-san, you should go to your bed, too.
context: Professor, that's not good.\If you don't sleep in your futon, you'll catch a cold.\Come on, Professor.\Just a bit longer.\Just a bit longer?\I've been had!\Sakamoto-san.\Sakamoto-san, you should go to your bed, too. response:	In the end, she'll bring it along.
context: If you don't sleep in your futon, you'll catch a cold.\Come on, Professor.\Just a bit longer.\Just a bit longer?\I've been had!\Sakamoto-san.\Sakamoto-san, you should go to your bed, too.\In the end, she'll bring it along. response:	I'm the three of spades!
context: Come on, Professor.\Just a bit longer.\Just a bit longer?\I've been had!\Sakamoto-san.\Sakamoto-san, you should go to your bed, too.\In the end, she'll bring it along.\I'm the three of spades! response:	I may be the weakest in Daifugou,
context: Just a bit longer.\Just a bit longer?\I've been had!\Sakamoto-san.\Sakamoto-san, you should go to your bed, too.\In the end, she'll bring it along.\I'm the three of spades!\I may be the weakest in Daifugou, response:	but if there's a reversion, I suddenly become the strongest!
context: Just a bit longer?\I've been had!\Sakamoto-san.\Sakamoto-san, you should go to your bed, too.\In the end, she'll bring it along.\I'm the three of spades!\I may be the weakest in Daifugou,\but if there's a reversion, I suddenly become the strongest! response:	If you're a man, you have to aim for that!
context: I've been had!\Sakamoto-san.\Sakamoto-san, you should go to your bed, too.\In the end, she'll bring it along.\I'm the three of spades!\I may be the weakest in Daifugou,\but if there's a reversion, I suddenly become the strongest!\If you're a man, you have to aim for that! response:	Next time on Nichijou: Episode 18.
context: Sakamoto-san.\Sakamoto-san, you should go to your bed, too.\In the end, she'll bring it along.\I'm the three of spades!\I may be the weakest in Daifugou,\but if there's a reversion, I suddenly become the strongest!\If you're a man, you have to aim for that!\Next time on Nichijou: Episode 18. response:	Look forward to it!
