context: Dragon Slayer's Secret Art! response:	Has she already mastered them both?!
context: Good.\Well then...\I owe you, Yajima-san.\Just this once.\Get out of here before you cause Makarov any trouble.\Yes.\I swear I'll be gone by the time the tournament is over.\That was the real thing. response:	I don't want Yajima-san to lose face here,
context: Well then...\I owe you, Yajima-san.\Just this once.\Get out of here before you cause Makarov any trouble.\Yes.\I swear I'll be gone by the time the tournament is over.\That was the real thing.\I don't want Yajima-san to lose face here, response:	but we won't let him get away!
context: I owe you, Yajima-san.\Just this once.\Get out of here before you cause Makarov any trouble.\Yes.\I swear I'll be gone by the time the tournament is over.\That was the real thing.\I don't want Yajima-san to lose face here,\but we won't let him get away! response:	Did I lose him?
context: Just this once.\Get out of here before you cause Makarov any trouble.\Yes.\I swear I'll be gone by the time the tournament is over.\That was the real thing.\I don't want Yajima-san to lose face here,\but we won't let him get away!\Did I lose him? response:	That magic was like Zeref's and yet it wasn't his.
context: Get out of here before you cause Makarov any trouble.\Yes.\I swear I'll be gone by the time the tournament is over.\That was the real thing.\I don't want Yajima-san to lose face here,\but we won't let him get away!\Did I lose him?\That magic was like Zeref's and yet it wasn't his. response:	Who are you?!
context: Yes.\I swear I'll be gone by the time the tournament is over.\That was the real thing.\I don't want Yajima-san to lose face here,\but we won't let him get away!\Did I lose him?\That magic was like Zeref's and yet it wasn't his.\Who are you?! response:	Maybe...
context: I swear I'll be gone by the time the tournament is over.\That was the real thing.\I don't want Yajima-san to lose face here,\but we won't let him get away!\Did I lose him?\That magic was like Zeref's and yet it wasn't his.\Who are you?!\Maybe... response:	Because you're father and son...
context: That was the real thing.\I don't want Yajima-san to lose face here,\but we won't let him get away!\Did I lose him?\That magic was like Zeref's and yet it wasn't his.\Who are you?!\Maybe...\Because you're father and son... response:	Silence!
context: I don't want Yajima-san to lose face here,\but we won't let him get away!\Did I lose him?\That magic was like Zeref's and yet it wasn't his.\Who are you?!\Maybe...\Because you're father and son...\Silence! response:	I've been waiting all this time for this day!
context: but we won't let him get away!\Did I lose him?\That magic was like Zeref's and yet it wasn't his.\Who are you?!\Maybe...\Because you're father and son...\Silence!\I've been waiting all this time for this day! response:	It was all to get Lumen Histoire!
context: Did I lose him?\That magic was like Zeref's and yet it wasn't his.\Who are you?!\Maybe...\Because you're father and son...\Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire! response:	Where is Lumen Histoire?! Where is it?!
context: That magic was like Zeref's and yet it wasn't his.\Who are you?!\Maybe...\Because you're father and son...\Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire!\Where is Lumen Histoire?! Where is it?! response:	Tell me, Laxus! You're my son, aren't you?!
context: Who are you?!\Maybe...\Because you're father and son...\Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?! response:	Gramps...
context: Maybe...\Because you're father and son...\Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Gramps... response:	What's Lumen Histoire?
context: Because you're father and son...\Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Gramps...\What's Lumen Histoire? response:	You heard this from Ivan?
context: Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Gramps...\What's Lumen Histoire?\You heard this from Ivan? response:	Heard about it? All I know is he wanted it badly.
context: I've been waiting all this time for this day!\It was all to get Lumen Histoire!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Gramps...\What's Lumen Histoire?\You heard this from Ivan?\Heard about it? All I know is he wanted it badly. response:	That brat will be the end of me...
context: It was all to get Lumen Histoire!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Gramps...\What's Lumen Histoire?\You heard this from Ivan?\Heard about it? All I know is he wanted it badly.\That brat will be the end of me... response:	He called it Fairy Tail's darkness.
context: Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Gramps...\What's Lumen Histoire?\You heard this from Ivan?\Heard about it? All I know is he wanted it badly.\That brat will be the end of me...\He called it Fairy Tail's darkness. response:	It's not darkness.
context: Tell me, Laxus! You're my son, aren't you?!\Gramps...\What's Lumen Histoire?\You heard this from Ivan?\Heard about it? All I know is he wanted it badly.\That brat will be the end of me...\He called it Fairy Tail's darkness.\It's not darkness. response:	First Master!
context: Gramps...\What's Lumen Histoire?\You heard this from Ivan?\Heard about it? All I know is he wanted it badly.\That brat will be the end of me...\He called it Fairy Tail's darkness.\It's not darkness.\First Master! response:	Lumen Histoire...
context: What's Lumen Histoire?\You heard this from Ivan?\Heard about it? All I know is he wanted it badly.\That brat will be the end of me...\He called it Fairy Tail's darkness.\It's not darkness.\First Master!\Lumen Histoire... response:	That's our guild's light.
context: You heard this from Ivan?\Heard about it? All I know is he wanted it badly.\That brat will be the end of me...\He called it Fairy Tail's darkness.\It's not darkness.\First Master!\Lumen Histoire...\That's our guild's light. response:	First Master, you mustn't!
context: Heard about it? All I know is he wanted it badly.\That brat will be the end of me...\He called it Fairy Tail's darkness.\It's not darkness.\First Master!\Lumen Histoire...\That's our guild's light.\First Master, you mustn't! response:	I know.
context: That brat will be the end of me...\He called it Fairy Tail's darkness.\It's not darkness.\First Master!\Lumen Histoire...\That's our guild's light.\First Master, you mustn't!\I know. response:	Only the master of this guild has the right to know about it.
context: He called it Fairy Tail's darkness.\It's not darkness.\First Master!\Lumen Histoire...\That's our guild's light.\First Master, you mustn't!\I know.\Only the master of this guild has the right to know about it. response:	Laxus, do you understand?
context: It's not darkness.\First Master!\Lumen Histoire...\That's our guild's light.\First Master, you mustn't!\I know.\Only the master of this guild has the right to know about it.\Laxus, do you understand? response:	If it ain't anything weird, then I won't bother looking into it.
context: First Master!\Lumen Histoire...\That's our guild's light.\First Master, you mustn't!\I know.\Only the master of this guild has the right to know about it.\Laxus, do you understand?\If it ain't anything weird, then I won't bother looking into it. response:	Thank you!
context: Lumen Histoire...\That's our guild's light.\First Master, you mustn't!\I know.\Only the master of this guild has the right to know about it.\Laxus, do you understand?\If it ain't anything weird, then I won't bother looking into it.\Thank you! response:	But where did Ivan get ahold of that information?
context: That's our guild's light.\First Master, you mustn't!\I know.\Only the master of this guild has the right to know about it.\Laxus, do you understand?\If it ain't anything weird, then I won't bother looking into it.\Thank you!\But where did Ivan get ahold of that information? response:	The second master...
context: First Master, you mustn't!\I know.\Only the master of this guild has the right to know about it.\Laxus, do you understand?\If it ain't anything weird, then I won't bother looking into it.\Thank you!\But where did Ivan get ahold of that information?\The second master... response:	It was likely Purehito.
context: I know.\Only the master of this guild has the right to know about it.\Laxus, do you understand?\If it ain't anything weird, then I won't bother looking into it.\Thank you!\But where did Ivan get ahold of that information?\The second master...\It was likely Purehito. response:	It's possible...
context: Only the master of this guild has the right to know about it.\Laxus, do you understand?\If it ain't anything weird, then I won't bother looking into it.\Thank you!\But where did Ivan get ahold of that information?\The second master...\It was likely Purehito.\It's possible... response:	I never imagined that Purehito would fall to the dark side.
context: Laxus, do you understand?\If it ain't anything weird, then I won't bother looking into it.\Thank you!\But where did Ivan get ahold of that information?\The second master...\It was likely Purehito.\It's possible...\I never imagined that Purehito would fall to the dark side. response:	And now, as a result of my shallow-brained selection...
context: If it ain't anything weird, then I won't bother looking into it.\Thank you!\But where did Ivan get ahold of that information?\The second master...\It was likely Purehito.\It's possible...\I never imagined that Purehito would fall to the dark side.\And now, as a result of my shallow-brained selection... response:	No.
context: Thank you!\But where did Ivan get ahold of that information?\The second master...\It was likely Purehito.\It's possible...\I never imagined that Purehito would fall to the dark side.\And now, as a result of my shallow-brained selection...\No. response:	It's not your fault, First Master.
context: But where did Ivan get ahold of that information?\The second master...\It was likely Purehito.\It's possible...\I never imagined that Purehito would fall to the dark side.\And now, as a result of my shallow-brained selection...\No.\It's not your fault, First Master. response:	It is my fault!
context: The second master...\It was likely Purehito.\It's possible...\I never imagined that Purehito would fall to the dark side.\And now, as a result of my shallow-brained selection...\No.\It's not your fault, First Master.\It is my fault! response:	First Master!
context: It was likely Purehito.\It's possible...\I never imagined that Purehito would fall to the dark side.\And now, as a result of my shallow-brained selection...\No.\It's not your fault, First Master.\It is my fault!\First Master! response:	G-Gramps! What do we do?!
context: It's possible...\I never imagined that Purehito would fall to the dark side.\And now, as a result of my shallow-brained selection...\No.\It's not your fault, First Master.\It is my fault!\First Master!\G-Gramps! What do we do?! response:	I'm not crying! Not at all!
context: I never imagined that Purehito would fall to the dark side.\And now, as a result of my shallow-brained selection...\No.\It's not your fault, First Master.\It is my fault!\First Master!\G-Gramps! What do we do?!\I'm not crying! Not at all! response:	I'm not... crying...
context: And now, as a result of my shallow-brained selection...\No.\It's not your fault, First Master.\It is my fault!\First Master!\G-Gramps! What do we do?!\I'm not crying! Not at all!\I'm not... crying... response:	Laxus!
context: No.\It's not your fault, First Master.\It is my fault!\First Master!\G-Gramps! What do we do?!\I'm not crying! Not at all!\I'm not... crying...\Laxus! response:	Go on, hold her!
context: It's not your fault, First Master.\It is my fault!\First Master!\G-Gramps! What do we do?!\I'm not crying! Not at all!\I'm not... crying...\Laxus!\Go on, hold her! response:	That hurdle's too high!
context: It is my fault!\First Master!\G-Gramps! What do we do?!\I'm not crying! Not at all!\I'm not... crying...\Laxus!\Go on, hold her!\That hurdle's too high! response:	Hey, hey, another battle in bathing suits!
context: First Master!\G-Gramps! What do we do?!\I'm not crying! Not at all!\I'm not... crying...\Laxus!\Go on, hold her!\That hurdle's too high!\Hey, hey, another battle in bathing suits! response:	Say, Natsu!
context: G-Gramps! What do we do?!\I'm not crying! Not at all!\I'm not... crying...\Laxus!\Go on, hold her!\That hurdle's too high!\Hey, hey, another battle in bathing suits!\Say, Natsu! response:	Just before, I saw a swimsuit that was laid out in the dressing room of another guild.
context: I'm not crying! Not at all!\I'm not... crying...\Laxus!\Go on, hold her!\That hurdle's too high!\Hey, hey, another battle in bathing suits!\Say, Natsu!\Just before, I saw a swimsuit that was laid out in the dressing room of another guild. response:	Yeah, so?
context: I'm not... crying...\Laxus!\Go on, hold her!\That hurdle's too high!\Hey, hey, another battle in bathing suits!\Say, Natsu!\Just before, I saw a swimsuit that was laid out in the dressing room of another guild.\Yeah, so? response:	It was just the bottoms!
context: Laxus!\Go on, hold her!\That hurdle's too high!\Hey, hey, another battle in bathing suits!\Say, Natsu!\Just before, I saw a swimsuit that was laid out in the dressing room of another guild.\Yeah, so?\It was just the bottoms! response:	Meaning a contestant went out there topless!
context: Go on, hold her!\That hurdle's too high!\Hey, hey, another battle in bathing suits!\Say, Natsu!\Just before, I saw a swimsuit that was laid out in the dressing room of another guild.\Yeah, so?\It was just the bottoms!\Meaning a contestant went out there topless! response:	Huh! That's wild!
context: That hurdle's too high!\Hey, hey, another battle in bathing suits!\Say, Natsu!\Just before, I saw a swimsuit that was laid out in the dressing room of another guild.\Yeah, so?\It was just the bottoms!\Meaning a contestant went out there topless!\Huh! That's wild! response:	That's not really the reaction I was looking for...
context: Hey, hey, another battle in bathing suits!\Say, Natsu!\Just before, I saw a swimsuit that was laid out in the dressing room of another guild.\Yeah, so?\It was just the bottoms!\Meaning a contestant went out there topless!\Huh! That's wild!\That's not really the reaction I was looking for... response:	Next time: Naval Battle!
context: Say, Natsu!\Just before, I saw a swimsuit that was laid out in the dressing room of another guild.\Yeah, so?\It was just the bottoms!\Meaning a contestant went out there topless!\Huh! That's wild!\That's not really the reaction I was looking for...\Next time: Naval Battle! response:	What kind of reaction did you expect?
context: Just before, I saw a swimsuit that was laid out in the dressing room of another guild.\Yeah, so?\It was just the bottoms!\Meaning a contestant went out there topless!\Huh! That's wild!\That's not really the reaction I was looking for...\Next time: Naval Battle!\What kind of reaction did you expect? response:	Wowie! Are you serious?! Like that...
context: Yeah, so?\It was just the bottoms!\Meaning a contestant went out there topless!\Huh! That's wild!\That's not really the reaction I was looking for...\Next time: Naval Battle!\What kind of reaction did you expect?\Wowie! Are you serious?! Like that... response:	Or I'm goin' to the front line!
context: It was just the bottoms!\Meaning a contestant went out there topless!\Huh! That's wild!\That's not really the reaction I was looking for...\Next time: Naval Battle!\What kind of reaction did you expect?\Wowie! Are you serious?! Like that...\Or I'm goin' to the front line! response:	What the hell is that?
