context: Sewing Machine Cafe response:	There.
context: The date and time of the raid were your idea!\I didn't tell them!\Jason did not report on today's operation.\What am I crying about?\Why...?\Did you say Jason?\I am Number 13: Jason.\Good for you; you were right. response:	I'm supposed to be happy?!
context: I didn't tell them!\Jason did not report on today's operation.\What am I crying about?\Why...?\Did you say Jason?\I am Number 13: Jason.\Good for you; you were right.\I'm supposed to be happy?! response:	What have you been plotting all this time?
context: Jason did not report on today's operation.\What am I crying about?\Why...?\Did you say Jason?\I am Number 13: Jason.\Good for you; you were right.\I'm supposed to be happy?!\What have you been plotting all this time? response:	That first man, the one who shot the devil and ran...
context: What am I crying about?\Why...?\Did you say Jason?\I am Number 13: Jason.\Good for you; you were right.\I'm supposed to be happy?!\What have you been plotting all this time?\That first man, the one who shot the devil and ran... response:	I suspect he was working for Kikuhara.
context: Why...?\Did you say Jason?\I am Number 13: Jason.\Good for you; you were right.\I'm supposed to be happy?!\What have you been plotting all this time?\That first man, the one who shot the devil and ran...\I suspect he was working for Kikuhara. response:	It may be that they've been watching me the whole time.
context: Did you say Jason?\I am Number 13: Jason.\Good for you; you were right.\I'm supposed to be happy?!\What have you been plotting all this time?\That first man, the one who shot the devil and ran...\I suspect he was working for Kikuhara.\It may be that they've been watching me the whole time. response:	I didn't think they were capable of setting such an annoying trap.
context: I am Number 13: Jason.\Good for you; you were right.\I'm supposed to be happy?!\What have you been plotting all this time?\That first man, the one who shot the devil and ran...\I suspect he was working for Kikuhara.\It may be that they've been watching me the whole time.\I didn't think they were capable of setting such an annoying trap. response:	The way things are going, normally, I'd expect the list to have been deleted.
context: Good for you; you were right.\I'm supposed to be happy?!\What have you been plotting all this time?\That first man, the one who shot the devil and ran...\I suspect he was working for Kikuhara.\It may be that they've been watching me the whole time.\I didn't think they were capable of setting such an annoying trap.\The way things are going, normally, I'd expect the list to have been deleted. response:	But Nine is copying the list right now!
context: I'm supposed to be happy?!\What have you been plotting all this time?\That first man, the one who shot the devil and ran...\I suspect he was working for Kikuhara.\It may be that they've been watching me the whole time.\I didn't think they were capable of setting such an annoying trap.\The way things are going, normally, I'd expect the list to have been deleted.\But Nine is copying the list right now! response:	Yes, he is. There was a list.
context: What have you been plotting all this time?\That first man, the one who shot the devil and ran...\I suspect he was working for Kikuhara.\It may be that they've been watching me the whole time.\I didn't think they were capable of setting such an annoying trap.\The way things are going, normally, I'd expect the list to have been deleted.\But Nine is copying the list right now!\Yes, he is. There was a list. response:	That's why I joined the CCC and Division 5, to find that list.
context: That first man, the one who shot the devil and ran...\I suspect he was working for Kikuhara.\It may be that they've been watching me the whole time.\I didn't think they were capable of setting such an annoying trap.\The way things are going, normally, I'd expect the list to have been deleted.\But Nine is copying the list right now!\Yes, he is. There was a list.\That's why I joined the CCC and Division 5, to find that list. response:	I'm an undercover agent.
context: I suspect he was working for Kikuhara.\It may be that they've been watching me the whole time.\I didn't think they were capable of setting such an annoying trap.\The way things are going, normally, I'd expect the list to have been deleted.\But Nine is copying the list right now!\Yes, he is. There was a list.\That's why I joined the CCC and Division 5, to find that list.\I'm an undercover agent. response:	I really work for...
context: It may be that they've been watching me the whole time.\I didn't think they were capable of setting such an annoying trap.\The way things are going, normally, I'd expect the list to have been deleted.\But Nine is copying the list right now!\Yes, he is. There was a list.\That's why I joined the CCC and Division 5, to find that list.\I'm an undercover agent.\I really work for... response:	Public Security General Affairs, Investigation Division 6, Section 11.
context: I didn't think they were capable of setting such an annoying trap.\The way things are going, normally, I'd expect the list to have been deleted.\But Nine is copying the list right now!\Yes, he is. There was a list.\That's why I joined the CCC and Division 5, to find that list.\I'm an undercover agent.\I really work for...\Public Security General Affairs, Investigation Division 6, Section 11. response:	And...
context: The way things are going, normally, I'd expect the list to have been deleted.\But Nine is copying the list right now!\Yes, he is. There was a list.\That's why I joined the CCC and Division 5, to find that list.\I'm an undercover agent.\I really work for...\Public Security General Affairs, Investigation Division 6, Section 11.\And... response:	there's one more undercover agent working for us, probably the one who left us the list.
context: But Nine is copying the list right now!\Yes, he is. There was a list.\That's why I joined the CCC and Division 5, to find that list.\I'm an undercover agent.\I really work for...\Public Security General Affairs, Investigation Division 6, Section 11.\And...\there's one more undercover agent working for us, probably the one who left us the list. response:	He infiltrated the CCC just like I did.
context: Yes, he is. There was a list.\That's why I joined the CCC and Division 5, to find that list.\I'm an undercover agent.\I really work for...\Public Security General Affairs, Investigation Division 6, Section 11.\And...\there's one more undercover agent working for us, probably the one who left us the list.\He infiltrated the CCC just like I did. response:	You know, Makimura.
context: That's why I joined the CCC and Division 5, to find that list.\I'm an undercover agent.\I really work for...\Public Security General Affairs, Investigation Division 6, Section 11.\And...\there's one more undercover agent working for us, probably the one who left us the list.\He infiltrated the CCC just like I did.\You know, Makimura. response:	What are you doing?
context: I'm an undercover agent.\I really work for...\Public Security General Affairs, Investigation Division 6, Section 11.\And...\there's one more undercover agent working for us, probably the one who left us the list.\He infiltrated the CCC just like I did.\You know, Makimura.\What are you doing? response:	I'm turning you in to HQ.
context: I really work for...\Public Security General Affairs, Investigation Division 6, Section 11.\And...\there's one more undercover agent working for us, probably the one who left us the list.\He infiltrated the CCC just like I did.\You know, Makimura.\What are you doing?\I'm turning you in to HQ. response:	Turning me in? You?
context: Public Security General Affairs, Investigation Division 6, Section 11.\And...\there's one more undercover agent working for us, probably the one who left us the list.\He infiltrated the CCC just like I did.\You know, Makimura.\What are you doing?\I'm turning you in to HQ.\Turning me in? You? response:	They'll arrest you, too, for the murders you committed at Cross Bar.
context: And...\there's one more undercover agent working for us, probably the one who left us the list.\He infiltrated the CCC just like I did.\You know, Makimura.\What are you doing?\I'm turning you in to HQ.\Turning me in? You?\They'll arrest you, too, for the murders you committed at Cross Bar. response:	I'm turning myself in, too.
context: there's one more undercover agent working for us, probably the one who left us the list.\He infiltrated the CCC just like I did.\You know, Makimura.\What are you doing?\I'm turning you in to HQ.\Turning me in? You?\They'll arrest you, too, for the murders you committed at Cross Bar.\I'm turning myself in, too. response:	E Squad investigated at Cross Bar.
context: He infiltrated the CCC just like I did.\You know, Makimura.\What are you doing?\I'm turning you in to HQ.\Turning me in? You?\They'll arrest you, too, for the murders you committed at Cross Bar.\I'm turning myself in, too.\E Squad investigated at Cross Bar. response:	They found bullets and a revolver with the manager's fingerprints.
context: You know, Makimura.\What are you doing?\I'm turning you in to HQ.\Turning me in? You?\They'll arrest you, too, for the murders you committed at Cross Bar.\I'm turning myself in, too.\E Squad investigated at Cross Bar.\They found bullets and a revolver with the manager's fingerprints. response:	And there was gunshot residue on the manager's right hand.
context: What are you doing?\I'm turning you in to HQ.\Turning me in? You?\They'll arrest you, too, for the murders you committed at Cross Bar.\I'm turning myself in, too.\E Squad investigated at Cross Bar.\They found bullets and a revolver with the manager's fingerprints.\And there was gunshot residue on the manager's right hand. response:	Get outside!
context: I'm turning you in to HQ.\Turning me in? You?\They'll arrest you, too, for the murders you committed at Cross Bar.\I'm turning myself in, too.\E Squad investigated at Cross Bar.\They found bullets and a revolver with the manager's fingerprints.\And there was gunshot residue on the manager's right hand.\Get outside! response:	Makimura would have been trying to get everyone in the bar to safety.
context: Turning me in? You?\They'll arrest you, too, for the murders you committed at Cross Bar.\I'm turning myself in, too.\E Squad investigated at Cross Bar.\They found bullets and a revolver with the manager's fingerprints.\And there was gunshot residue on the manager's right hand.\Get outside!\Makimura would have been trying to get everyone in the bar to safety. response:	That probably made the manager even more suspicious, so...
context: They'll arrest you, too, for the murders you committed at Cross Bar.\I'm turning myself in, too.\E Squad investigated at Cross Bar.\They found bullets and a revolver with the manager's fingerprints.\And there was gunshot residue on the manager's right hand.\Get outside!\Makimura would have been trying to get everyone in the bar to safety.\That probably made the manager even more suspicious, so... response:	Go! Now!
context: I'm turning myself in, too.\E Squad investigated at Cross Bar.\They found bullets and a revolver with the manager's fingerprints.\And there was gunshot residue on the manager's right hand.\Get outside!\Makimura would have been trying to get everyone in the bar to safety.\That probably made the manager even more suspicious, so...\Go! Now! response:	She carried a gun for self-defense, and she fired first.
context: E Squad investigated at Cross Bar.\They found bullets and a revolver with the manager's fingerprints.\And there was gunshot residue on the manager's right hand.\Get outside!\Makimura would have been trying to get everyone in the bar to safety.\That probably made the manager even more suspicious, so...\Go! Now!\She carried a gun for self-defense, and she fired first. response:	But then what about the employee?
context: They found bullets and a revolver with the manager's fingerprints.\And there was gunshot residue on the manager's right hand.\Get outside!\Makimura would have been trying to get everyone in the bar to safety.\That probably made the manager even more suspicious, so...\Go! Now!\She carried a gun for self-defense, and she fired first.\But then what about the employee? response:	Suicide.
context: And there was gunshot residue on the manager's right hand.\Get outside!\Makimura would have been trying to get everyone in the bar to safety.\That probably made the manager even more suspicious, so...\Go! Now!\She carried a gun for self-defense, and she fired first.\But then what about the employee?\Suicide. response:	It happens a lot with vampires who have seen death or injury caused by blood drinking.
context: Get outside!\Makimura would have been trying to get everyone in the bar to safety.\That probably made the manager even more suspicious, so...\Go! Now!\She carried a gun for self-defense, and she fired first.\But then what about the employee?\Suicide.\It happens a lot with vampires who have seen death or injury caused by blood drinking. response:	When they see someone they care about losing a lot of blood right in front of them,
context: Makimura would have been trying to get everyone in the bar to safety.\That probably made the manager even more suspicious, so...\Go! Now!\She carried a gun for self-defense, and she fired first.\But then what about the employee?\Suicide.\It happens a lot with vampires who have seen death or injury caused by blood drinking.\When they see someone they care about losing a lot of blood right in front of them, response:	they're so afraid of losing control that they kill themselves.
context: That probably made the manager even more suspicious, so...\Go! Now!\She carried a gun for self-defense, and she fired first.\But then what about the employee?\Suicide.\It happens a lot with vampires who have seen death or injury caused by blood drinking.\When they see someone they care about losing a lot of blood right in front of them,\they're so afraid of losing control that they kill themselves. response:	No, don't!
context: Go! Now!\She carried a gun for self-defense, and she fired first.\But then what about the employee?\Suicide.\It happens a lot with vampires who have seen death or injury caused by blood drinking.\When they see someone they care about losing a lot of blood right in front of them,\they're so afraid of losing control that they kill themselves.\No, don't! response:	Makimura was a double agent?
context: She carried a gun for self-defense, and she fired first.\But then what about the employee?\Suicide.\It happens a lot with vampires who have seen death or injury caused by blood drinking.\When they see someone they care about losing a lot of blood right in front of them,\they're so afraid of losing control that they kill themselves.\No, don't!\Makimura was a double agent? response:	And so was Ishimaru?
context: But then what about the employee?\Suicide.\It happens a lot with vampires who have seen death or injury caused by blood drinking.\When they see someone they care about losing a lot of blood right in front of them,\they're so afraid of losing control that they kill themselves.\No, don't!\Makimura was a double agent?\And so was Ishimaru? response:	Come with me. I'm taking you in.
context: Suicide.\It happens a lot with vampires who have seen death or injury caused by blood drinking.\When they see someone they care about losing a lot of blood right in front of them,\they're so afraid of losing control that they kill themselves.\No, don't!\Makimura was a double agent?\And so was Ishimaru?\Come with me. I'm taking you in. response:	Hilarious.
context: It happens a lot with vampires who have seen death or injury caused by blood drinking.\When they see someone they care about losing a lot of blood right in front of them,\they're so afraid of losing control that they kill themselves.\No, don't!\Makimura was a double agent?\And so was Ishimaru?\Come with me. I'm taking you in.\Hilarious. response:	This is Anzai. There are squad cars down there.
context: When they see someone they care about losing a lot of blood right in front of them,\they're so afraid of losing control that they kill themselves.\No, don't!\Makimura was a double agent?\And so was Ishimaru?\Come with me. I'm taking you in.\Hilarious.\This is Anzai. There are squad cars down there. response:	And it's not just the riot police.
context: they're so afraid of losing control that they kill themselves.\No, don't!\Makimura was a double agent?\And so was Ishimaru?\Come with me. I'm taking you in.\Hilarious.\This is Anzai. There are squad cars down there.\And it's not just the riot police. response:	Looks like the media's here, too.
context: No, don't!\Makimura was a double agent?\And so was Ishimaru?\Come with me. I'm taking you in.\Hilarious.\This is Anzai. There are squad cars down there.\And it's not just the riot police.\Looks like the media's here, too. response:	This is just speculation...
context: Makimura was a double agent?\And so was Ishimaru?\Come with me. I'm taking you in.\Hilarious.\This is Anzai. There are squad cars down there.\And it's not just the riot police.\Looks like the media's here, too.\This is just speculation... response:	but I feel like there's some other motive behind this trap.
context: And so was Ishimaru?\Come with me. I'm taking you in.\Hilarious.\This is Anzai. There are squad cars down there.\And it's not just the riot police.\Looks like the media's here, too.\This is just speculation...\but I feel like there's some other motive behind this trap. response:	If all he needed was the list, Makimura could have just taken the whole computer and left.
context: Come with me. I'm taking you in.\Hilarious.\This is Anzai. There are squad cars down there.\And it's not just the riot police.\Looks like the media's here, too.\This is just speculation...\but I feel like there's some other motive behind this trap.\If all he needed was the list, Makimura could have just taken the whole computer and left. response:	But maybe that's not all he needed.
context: Hilarious.\This is Anzai. There are squad cars down there.\And it's not just the riot police.\Looks like the media's here, too.\This is just speculation...\but I feel like there's some other motive behind this trap.\If all he needed was the list, Makimura could have just taken the whole computer and left.\But maybe that's not all he needed. response:	The list has accounting information. In other words, the flow of money.
context: This is Anzai. There are squad cars down there.\And it's not just the riot police.\Looks like the media's here, too.\This is just speculation...\but I feel like there's some other motive behind this trap.\If all he needed was the list, Makimura could have just taken the whole computer and left.\But maybe that's not all he needed.\The list has accounting information. In other words, the flow of money. response:	It only lists members that have a financial connection to the group.
context: And it's not just the riot police.\Looks like the media's here, too.\This is just speculation...\but I feel like there's some other motive behind this trap.\If all he needed was the list, Makimura could have just taken the whole computer and left.\But maybe that's not all he needed.\The list has accounting information. In other words, the flow of money.\It only lists members that have a financial connection to the group. response:	Is there someone involved that we won't find with just a list?
context: Looks like the media's here, too.\This is just speculation...\but I feel like there's some other motive behind this trap.\If all he needed was the list, Makimura could have just taken the whole computer and left.\But maybe that's not all he needed.\The list has accounting information. In other words, the flow of money.\It only lists members that have a financial connection to the group.\Is there someone involved that we won't find with just a list? response:	There is something behind the CCC.
context: This is just speculation...\but I feel like there's some other motive behind this trap.\If all he needed was the list, Makimura could have just taken the whole computer and left.\But maybe that's not all he needed.\The list has accounting information. In other words, the flow of money.\It only lists members that have a financial connection to the group.\Is there someone involved that we won't find with just a list?\There is something behind the CCC. response:	At first, I thought Zero One was pulling the strings.
context: but I feel like there's some other motive behind this trap.\If all he needed was the list, Makimura could have just taken the whole computer and left.\But maybe that's not all he needed.\The list has accounting information. In other words, the flow of money.\It only lists members that have a financial connection to the group.\Is there someone involved that we won't find with just a list?\There is something behind the CCC.\At first, I thought Zero One was pulling the strings. response:	A self-righteous politician or government official at worst.
context: If all he needed was the list, Makimura could have just taken the whole computer and left.\But maybe that's not all he needed.\The list has accounting information. In other words, the flow of money.\It only lists members that have a financial connection to the group.\Is there someone involved that we won't find with just a list?\There is something behind the CCC.\At first, I thought Zero One was pulling the strings.\A self-righteous politician or government official at worst. response:	But something doesn't add up.
context: But maybe that's not all he needed.\The list has accounting information. In other words, the flow of money.\It only lists members that have a financial connection to the group.\Is there someone involved that we won't find with just a list?\There is something behind the CCC.\At first, I thought Zero One was pulling the strings.\A self-righteous politician or government official at worst.\But something doesn't add up. response:	There's something bigger... like...
context: The list has accounting information. In other words, the flow of money.\It only lists members that have a financial connection to the group.\Is there someone involved that we won't find with just a list?\There is something behind the CCC.\At first, I thought Zero One was pulling the strings.\A self-righteous politician or government official at worst.\But something doesn't add up.\There's something bigger... like... response:	Maybe R2PC?
context: It only lists members that have a financial connection to the group.\Is there someone involved that we won't find with just a list?\There is something behind the CCC.\At first, I thought Zero One was pulling the strings.\A self-righteous politician or government official at worst.\But something doesn't add up.\There's something bigger... like...\Maybe R2PC? response:	And the government body over them, the Ministry of Health, Labor, and Welfare.
context: Is there someone involved that we won't find with just a list?\There is something behind the CCC.\At first, I thought Zero One was pulling the strings.\A self-righteous politician or government official at worst.\But something doesn't add up.\There's something bigger... like...\Maybe R2PC?\And the government body over them, the Ministry of Health, Labor, and Welfare. response:	Maybe what Makimura really wanted was to get everyone's attention.
context: There is something behind the CCC.\At first, I thought Zero One was pulling the strings.\A self-righteous politician or government official at worst.\But something doesn't add up.\There's something bigger... like...\Maybe R2PC?\And the government body over them, the Ministry of Health, Labor, and Welfare.\Maybe what Makimura really wanted was to get everyone's attention. response:	And that's why he called the police and the press?
context: At first, I thought Zero One was pulling the strings.\A self-righteous politician or government official at worst.\But something doesn't add up.\There's something bigger... like...\Maybe R2PC?\And the government body over them, the Ministry of Health, Labor, and Welfare.\Maybe what Makimura really wanted was to get everyone's attention.\And that's why he called the police and the press? response:	You shouldn't have done that.
context: A self-righteous politician or government official at worst.\But something doesn't add up.\There's something bigger... like...\Maybe R2PC?\And the government body over them, the Ministry of Health, Labor, and Welfare.\Maybe what Makimura really wanted was to get everyone's attention.\And that's why he called the police and the press?\You shouldn't have done that. response:	You can cause all the uproar you want.
context: But something doesn't add up.\There's something bigger... like...\Maybe R2PC?\And the government body over them, the Ministry of Health, Labor, and Welfare.\Maybe what Makimura really wanted was to get everyone's attention.\And that's why he called the police and the press?\You shouldn't have done that.\You can cause all the uproar you want. response:	Get people from all walks of life to notice the CCC.
context: There's something bigger... like...\Maybe R2PC?\And the government body over them, the Ministry of Health, Labor, and Welfare.\Maybe what Makimura really wanted was to get everyone's attention.\And that's why he called the police and the press?\You shouldn't have done that.\You can cause all the uproar you want.\Get people from all walks of life to notice the CCC. response:	But it won't solve the fundamental problem.
context: Maybe R2PC?\And the government body over them, the Ministry of Health, Labor, and Welfare.\Maybe what Makimura really wanted was to get everyone's attention.\And that's why he called the police and the press?\You shouldn't have done that.\You can cause all the uproar you want.\Get people from all walks of life to notice the CCC.\But it won't solve the fundamental problem. response:	I didn't stop F Squad or Section 11...
context: And the government body over them, the Ministry of Health, Labor, and Welfare.\Maybe what Makimura really wanted was to get everyone's attention.\And that's why he called the police and the press?\You shouldn't have done that.\You can cause all the uproar you want.\Get people from all walks of life to notice the CCC.\But it won't solve the fundamental problem.\I didn't stop F Squad or Section 11... response:	because I was betting on a one in a million chance.
context: Maybe what Makimura really wanted was to get everyone's attention.\And that's why he called the police and the press?\You shouldn't have done that.\You can cause all the uproar you want.\Get people from all walks of life to notice the CCC.\But it won't solve the fundamental problem.\I didn't stop F Squad or Section 11...\because I was betting on a one in a million chance. response:	The chance that they might get to the truth of this matter.
context: And that's why he called the police and the press?\You shouldn't have done that.\You can cause all the uproar you want.\Get people from all walks of life to notice the CCC.\But it won't solve the fundamental problem.\I didn't stop F Squad or Section 11...\because I was betting on a one in a million chance.\The chance that they might get to the truth of this matter. response:	But it seems I overestimated them.
context: You shouldn't have done that.\You can cause all the uproar you want.\Get people from all walks of life to notice the CCC.\But it won't solve the fundamental problem.\I didn't stop F Squad or Section 11...\because I was betting on a one in a million chance.\The chance that they might get to the truth of this matter.\But it seems I overestimated them. response:	It's not the MHLW?
context: You can cause all the uproar you want.\Get people from all walks of life to notice the CCC.\But it won't solve the fundamental problem.\I didn't stop F Squad or Section 11...\because I was betting on a one in a million chance.\The chance that they might get to the truth of this matter.\But it seems I overestimated them.\It's not the MHLW? response:	Or there's something else... something more than-
context: Get people from all walks of life to notice the CCC.\But it won't solve the fundamental problem.\I didn't stop F Squad or Section 11...\because I was betting on a one in a million chance.\The chance that they might get to the truth of this matter.\But it seems I overestimated them.\It's not the MHLW?\Or there's something else... something more than- response:	So you think you can solve this...
context: But it won't solve the fundamental problem.\I didn't stop F Squad or Section 11...\because I was betting on a one in a million chance.\The chance that they might get to the truth of this matter.\But it seems I overestimated them.\It's not the MHLW?\Or there's something else... something more than-\So you think you can solve this... response:	by cutting off the lizard's head instead of its tail?
context: I didn't stop F Squad or Section 11...\because I was betting on a one in a million chance.\The chance that they might get to the truth of this matter.\But it seems I overestimated them.\It's not the MHLW?\Or there's something else... something more than-\So you think you can solve this...\by cutting off the lizard's head instead of its tail? response:	But this lizard can regrow even its head.
context: because I was betting on a one in a million chance.\The chance that they might get to the truth of this matter.\But it seems I overestimated them.\It's not the MHLW?\Or there's something else... something more than-\So you think you can solve this...\by cutting off the lizard's head instead of its tail?\But this lizard can regrow even its head. response:	It's like grass; you mow it down, but you leave the roots, so it grows back.
context: The chance that they might get to the truth of this matter.\But it seems I overestimated them.\It's not the MHLW?\Or there's something else... something more than-\So you think you can solve this...\by cutting off the lizard's head instead of its tail?\But this lizard can regrow even its head.\It's like grass; you mow it down, but you leave the roots, so it grows back. response:	The roots are down in the ground where you can't see them.
context: But it seems I overestimated them.\It's not the MHLW?\Or there's something else... something more than-\So you think you can solve this...\by cutting off the lizard's head instead of its tail?\But this lizard can regrow even its head.\It's like grass; you mow it down, but you leave the roots, so it grows back.\The roots are down in the ground where you can't see them. response:	You can't pull them out, and you can't control them.
context: It's not the MHLW?\Or there's something else... something more than-\So you think you can solve this...\by cutting off the lizard's head instead of its tail?\But this lizard can regrow even its head.\It's like grass; you mow it down, but you leave the roots, so it grows back.\The roots are down in the ground where you can't see them.\You can't pull them out, and you can't control them. response:	On top of that, they all come together in a large mass to form a giant grassy field.
context: Or there's something else... something more than-\So you think you can solve this...\by cutting off the lizard's head instead of its tail?\But this lizard can regrow even its head.\It's like grass; you mow it down, but you leave the roots, so it grows back.\The roots are down in the ground where you can't see them.\You can't pull them out, and you can't control them.\On top of that, they all come together in a large mass to form a giant grassy field. response:	The enormous, uncontrollable...
context: So you think you can solve this...\by cutting off the lizard's head instead of its tail?\But this lizard can regrow even its head.\It's like grass; you mow it down, but you leave the roots, so it grows back.\The roots are down in the ground where you can't see them.\You can't pull them out, and you can't control them.\On top of that, they all come together in a large mass to form a giant grassy field.\The enormous, uncontrollable... response:	shared consciousness...
context: by cutting off the lizard's head instead of its tail?\But this lizard can regrow even its head.\It's like grass; you mow it down, but you leave the roots, so it grows back.\The roots are down in the ground where you can't see them.\You can't pull them out, and you can't control them.\On top of that, they all come together in a large mass to form a giant grassy field.\The enormous, uncontrollable...\shared consciousness... response:	forming society's roots.
context: But this lizard can regrow even its head.\It's like grass; you mow it down, but you leave the roots, so it grows back.\The roots are down in the ground where you can't see them.\You can't pull them out, and you can't control them.\On top of that, they all come together in a large mass to form a giant grassy field.\The enormous, uncontrollable...\shared consciousness...\forming society's roots. response:	In other words...
context: It's like grass; you mow it down, but you leave the roots, so it grows back.\The roots are down in the ground where you can't see them.\You can't pull them out, and you can't control them.\On top of that, they all come together in a large mass to form a giant grassy field.\The enormous, uncontrollable...\shared consciousness...\forming society's roots.\In other words... response:	I've seen that building. I think it's in my neighborhood. Scary! Looks like the devils are freaking out and killing people again. Anyway, here's a picture of the scene! it's the stereotype that devils are dangerous.
context: The roots are down in the ground where you can't see them.\You can't pull them out, and you can't control them.\On top of that, they all come together in a large mass to form a giant grassy field.\The enormous, uncontrollable...\shared consciousness...\forming society's roots.\In other words...\I've seen that building. I think it's in my neighborhood. Scary! Looks like the devils are freaking out and killing people again. Anyway, here's a picture of the scene! it's the stereotype that devils are dangerous. response:	All devils should die.
context: You can't pull them out, and you can't control them.\On top of that, they all come together in a large mass to form a giant grassy field.\The enormous, uncontrollable...\shared consciousness...\forming society's roots.\In other words...\I've seen that building. I think it's in my neighborhood. Scary! Looks like the devils are freaking out and killing people again. Anyway, here's a picture of the scene! it's the stereotype that devils are dangerous.\All devils should die. response:	As long as people accept this stereotype, it doesn't matter if you crush the CCC.
context: On top of that, they all come together in a large mass to form a giant grassy field.\The enormous, uncontrollable...\shared consciousness...\forming society's roots.\In other words...\I've seen that building. I think it's in my neighborhood. Scary! Looks like the devils are freaking out and killing people again. Anyway, here's a picture of the scene! it's the stereotype that devils are dangerous.\All devils should die.\As long as people accept this stereotype, it doesn't matter if you crush the CCC. response:	Someone else will be forced to step in and take their place.
context: The enormous, uncontrollable...\shared consciousness...\forming society's roots.\In other words...\I've seen that building. I think it's in my neighborhood. Scary! Looks like the devils are freaking out and killing people again. Anyway, here's a picture of the scene! it's the stereotype that devils are dangerous.\All devils should die.\As long as people accept this stereotype, it doesn't matter if you crush the CCC.\Someone else will be forced to step in and take their place. response:	That is why I choose to stay inside this box,
context: shared consciousness...\forming society's roots.\In other words...\I've seen that building. I think it's in my neighborhood. Scary! Looks like the devils are freaking out and killing people again. Anyway, here's a picture of the scene! it's the stereotype that devils are dangerous.\All devils should die.\As long as people accept this stereotype, it doesn't matter if you crush the CCC.\Someone else will be forced to step in and take their place.\That is why I choose to stay inside this box, response:	and use the CCC to fight against those at the top.
context: forming society's roots.\In other words...\I've seen that building. I think it's in my neighborhood. Scary! Looks like the devils are freaking out and killing people again. Anyway, here's a picture of the scene! it's the stereotype that devils are dangerous.\All devils should die.\As long as people accept this stereotype, it doesn't matter if you crush the CCC.\Someone else will be forced to step in and take their place.\That is why I choose to stay inside this box,\and use the CCC to fight against those at the top. response:	You can't build anything...
context: In other words...\I've seen that building. I think it's in my neighborhood. Scary! Looks like the devils are freaking out and killing people again. Anyway, here's a picture of the scene! it's the stereotype that devils are dangerous.\All devils should die.\As long as people accept this stereotype, it doesn't matter if you crush the CCC.\Someone else will be forced to step in and take their place.\That is why I choose to stay inside this box,\and use the CCC to fight against those at the top.\You can't build anything... response:	by committing murder.
context: I've seen that building. I think it's in my neighborhood. Scary! Looks like the devils are freaking out and killing people again. Anyway, here's a picture of the scene! it's the stereotype that devils are dangerous.\All devils should die.\As long as people accept this stereotype, it doesn't matter if you crush the CCC.\Someone else will be forced to step in and take their place.\That is why I choose to stay inside this box,\and use the CCC to fight against those at the top.\You can't build anything...\by committing murder. response:	This little chat has gone on long enough.
context: All devils should die.\As long as people accept this stereotype, it doesn't matter if you crush the CCC.\Someone else will be forced to step in and take their place.\That is why I choose to stay inside this box,\and use the CCC to fight against those at the top.\You can't build anything...\by committing murder.\This little chat has gone on long enough. response:	It's time we end it.
context: As long as people accept this stereotype, it doesn't matter if you crush the CCC.\Someone else will be forced to step in and take their place.\That is why I choose to stay inside this box,\and use the CCC to fight against those at the top.\You can't build anything...\by committing murder.\This little chat has gone on long enough.\It's time we end it. response:	Let's draw the curtain on this act.
context: Someone else will be forced to step in and take their place.\That is why I choose to stay inside this box,\and use the CCC to fight against those at the top.\You can't build anything...\by committing murder.\This little chat has gone on long enough.\It's time we end it.\Let's draw the curtain on this act. response:	Still there, eh?
context: That is why I choose to stay inside this box,\and use the CCC to fight against those at the top.\You can't build anything...\by committing murder.\This little chat has gone on long enough.\It's time we end it.\Let's draw the curtain on this act.\Still there, eh? response:	That little...
context: and use the CCC to fight against those at the top.\You can't build anything...\by committing murder.\This little chat has gone on long enough.\It's time we end it.\Let's draw the curtain on this act.\Still there, eh?\That little... response:	One down.
context: You can't build anything...\by committing murder.\This little chat has gone on long enough.\It's time we end it.\Let's draw the curtain on this act.\Still there, eh?\That little...\One down. response:	Anzai's been shot!
context: by committing murder.\This little chat has gone on long enough.\It's time we end it.\Let's draw the curtain on this act.\Still there, eh?\That little...\One down.\Anzai's been shot! response:	On the roof!
context: This little chat has gone on long enough.\It's time we end it.\Let's draw the curtain on this act.\Still there, eh?\That little...\One down.\Anzai's been shot!\On the roof! response:	A sniper hit Anzai!
context: It's time we end it.\Let's draw the curtain on this act.\Still there, eh?\That little...\One down.\Anzai's been shot!\On the roof!\A sniper hit Anzai! response:	Anzai? Anzai?
context: Let's draw the curtain on this act.\Still there, eh?\That little...\One down.\Anzai's been shot!\On the roof!\A sniper hit Anzai!\Anzai? Anzai? response:	Anzai! Hey! Anzai!
context: Still there, eh?\That little...\One down.\Anzai's been shot!\On the roof!\A sniper hit Anzai!\Anzai? Anzai?\Anzai! Hey! Anzai! response:	Am I... dying...?
context: That little...\One down.\Anzai's been shot!\On the roof!\A sniper hit Anzai!\Anzai? Anzai?\Anzai! Hey! Anzai!\Am I... dying...? response:	Anzai! Anzai, can you hear me?
context: One down.\Anzai's been shot!\On the roof!\A sniper hit Anzai!\Anzai? Anzai?\Anzai! Hey! Anzai!\Am I... dying...?\Anzai! Anzai, can you hear me? response:	Freeze!
context: Anzai's been shot!\On the roof!\A sniper hit Anzai!\Anzai? Anzai?\Anzai! Hey! Anzai!\Am I... dying...?\Anzai! Anzai, can you hear me?\Freeze! response:	Come in, Anzai! Answer me!
