context: Bra, Bra, Pig! response:	Lemme see, lemme see!
context: Ex-actly\The only reason it's tight is because of the extra fat you're carrying, you *** pig!\I really wanted say that, but she's so pitiful I just couldn't do it.\Mitsudomoe.\Tomorrow is parents day!\I'm gonna read my essay, it's called My dad!\Oh, I can't wait!\You're COMING? response:	Everyone's just gonna get the wrong idea and you'll be arrested, AGAIN.
context: The only reason it's tight is because of the extra fat you're carrying, you *** pig!\I really wanted say that, but she's so pitiful I just couldn't do it.\Mitsudomoe.\Tomorrow is parents day!\I'm gonna read my essay, it's called My dad!\Oh, I can't wait!\You're COMING?\Everyone's just gonna get the wrong idea and you'll be arrested, AGAIN. response:	I do end up going to jail constantly even though I never do anything wrong.
context: I really wanted say that, but she's so pitiful I just couldn't do it.\Mitsudomoe.\Tomorrow is parents day!\I'm gonna read my essay, it's called My dad!\Oh, I can't wait!\You're COMING?\Everyone's just gonna get the wrong idea and you'll be arrested, AGAIN.\I do end up going to jail constantly even though I never do anything wrong. response:	Arrested for delivering forgotten panties,
context: Mitsudomoe.\Tomorrow is parents day!\I'm gonna read my essay, it's called My dad!\Oh, I can't wait!\You're COMING?\Everyone's just gonna get the wrong idea and you'll be arrested, AGAIN.\I do end up going to jail constantly even though I never do anything wrong.\Arrested for delivering forgotten panties, response:	called over while out shopping,
context: Tomorrow is parents day!\I'm gonna read my essay, it's called My dad!\Oh, I can't wait!\You're COMING?\Everyone's just gonna get the wrong idea and you'll be arrested, AGAIN.\I do end up going to jail constantly even though I never do anything wrong.\Arrested for delivering forgotten panties,\called over while out shopping, response:	bringing them home from the park and accused of kidnapping.
context: I'm gonna read my essay, it's called My dad!\Oh, I can't wait!\You're COMING?\Everyone's just gonna get the wrong idea and you'll be arrested, AGAIN.\I do end up going to jail constantly even though I never do anything wrong.\Arrested for delivering forgotten panties,\called over while out shopping,\bringing them home from the park and accused of kidnapping. response:	If I'm walking alone at night, I get taken in for questioning every time.
context: Oh, I can't wait!\You're COMING?\Everyone's just gonna get the wrong idea and you'll be arrested, AGAIN.\I do end up going to jail constantly even though I never do anything wrong.\Arrested for delivering forgotten panties,\called over while out shopping,\bringing them home from the park and accused of kidnapping.\If I'm walking alone at night, I get taken in for questioning every time. response:	Please don't embarrass me at school, okay?
context: You're COMING?\Everyone's just gonna get the wrong idea and you'll be arrested, AGAIN.\I do end up going to jail constantly even though I never do anything wrong.\Arrested for delivering forgotten panties,\called over while out shopping,\bringing them home from the park and accused of kidnapping.\If I'm walking alone at night, I get taken in for questioning every time.\Please don't embarrass me at school, okay? response:	How can she say that to her fath-
context: Everyone's just gonna get the wrong idea and you'll be arrested, AGAIN.\I do end up going to jail constantly even though I never do anything wrong.\Arrested for delivering forgotten panties,\called over while out shopping,\bringing them home from the park and accused of kidnapping.\If I'm walking alone at night, I get taken in for questioning every time.\Please don't embarrass me at school, okay?\How can she say that to her fath- response:	No! Dad HAS to come!
context: I do end up going to jail constantly even though I never do anything wrong.\Arrested for delivering forgotten panties,\called over while out shopping,\bringing them home from the park and accused of kidnapping.\If I'm walking alone at night, I get taken in for questioning every time.\Please don't embarrass me at school, okay?\How can she say that to her fath-\No! Dad HAS to come! response:	Please please please!
context: Arrested for delivering forgotten panties,\called over while out shopping,\bringing them home from the park and accused of kidnapping.\If I'm walking alone at night, I get taken in for questioning every time.\Please don't embarrass me at school, okay?\How can she say that to her fath-\No! Dad HAS to come!\Please please please! response:	Maybe if you shave and wear a suit.
context: called over while out shopping,\bringing them home from the park and accused of kidnapping.\If I'm walking alone at night, I get taken in for questioning every time.\Please don't embarrass me at school, okay?\How can she say that to her fath-\No! Dad HAS to come!\Please please please!\Maybe if you shave and wear a suit. response:	I thought it made me look thinner...
context: bringing them home from the park and accused of kidnapping.\If I'm walking alone at night, I get taken in for questioning every time.\Please don't embarrass me at school, okay?\How can she say that to her fath-\No! Dad HAS to come!\Please please please!\Maybe if you shave and wear a suit.\I thought it made me look thinner... response:	Not one bit, it's just suspicious!
context: If I'm walking alone at night, I get taken in for questioning every time.\Please don't embarrass me at school, okay?\How can she say that to her fath-\No! Dad HAS to come!\Please please please!\Maybe if you shave and wear a suit.\I thought it made me look thinner...\Not one bit, it's just suspicious! response:	At any rate, if you show up like that I won't even speak to you!
context: Please don't embarrass me at school, okay?\How can she say that to her fath-\No! Dad HAS to come!\Please please please!\Maybe if you shave and wear a suit.\I thought it made me look thinner...\Not one bit, it's just suspicious!\At any rate, if you show up like that I won't even speak to you! response:	Why do you hate me...
context: How can she say that to her fath-\No! Dad HAS to come!\Please please please!\Maybe if you shave and wear a suit.\I thought it made me look thinner...\Not one bit, it's just suspicious!\At any rate, if you show up like that I won't even speak to you!\Why do you hate me... response:	Wanna take a bath?
context: No! Dad HAS to come!\Please please please!\Maybe if you shave and wear a suit.\I thought it made me look thinner...\Not one bit, it's just suspicious!\At any rate, if you show up like that I won't even speak to you!\Why do you hate me...\Wanna take a bath? response:	Goodbye, beard...
context: Please please please!\Maybe if you shave and wear a suit.\I thought it made me look thinner...\Not one bit, it's just suspicious!\At any rate, if you show up like that I won't even speak to you!\Why do you hate me...\Wanna take a bath?\Goodbye, beard... response:	Stop, you stupid fly!
context: Maybe if you shave and wear a suit.\I thought it made me look thinner...\Not one bit, it's just suspicious!\At any rate, if you show up like that I won't even speak to you!\Why do you hate me...\Wanna take a bath?\Goodbye, beard...\Stop, you stupid fly! response:	H-Hey...
context: I thought it made me look thinner...\Not one bit, it's just suspicious!\At any rate, if you show up like that I won't even speak to you!\Why do you hate me...\Wanna take a bath?\Goodbye, beard...\Stop, you stupid fly!\H-Hey... response:	You shaved yet?
context: Not one bit, it's just suspicious!\At any rate, if you show up like that I won't even speak to you!\Why do you hate me...\Wanna take a bath?\Goodbye, beard...\Stop, you stupid fly!\H-Hey...\You shaved yet? response:	Just about to start!
context: At any rate, if you show up like that I won't even speak to you!\Why do you hate me...\Wanna take a bath?\Goodbye, beard...\Stop, you stupid fly!\H-Hey...\You shaved yet?\Just about to start! response:	Aww, it got away.
context: Why do you hate me...\Wanna take a bath?\Goodbye, beard...\Stop, you stupid fly!\H-Hey...\You shaved yet?\Just about to start!\Aww, it got away. response:	Get ALL that cleaned up, don't leave a single hair!
context: Wanna take a bath?\Goodbye, beard...\Stop, you stupid fly!\H-Hey...\You shaved yet?\Just about to start!\Aww, it got away.\Get ALL that cleaned up, don't leave a single hair! response:	All cleaned up...ah ha!
context: Goodbye, beard...\Stop, you stupid fly!\H-Hey...\You shaved yet?\Just about to start!\Aww, it got away.\Get ALL that cleaned up, don't leave a single hair!\All cleaned up...ah ha! response:	Parents day
context: Stop, you stupid fly!\H-Hey...\You shaved yet?\Just about to start!\Aww, it got away.\Get ALL that cleaned up, don't leave a single hair!\All cleaned up...ah ha!\Parents day response:	Hello?!
context: H-Hey...\You shaved yet?\Just about to start!\Aww, it got away.\Get ALL that cleaned up, don't leave a single hair!\All cleaned up...ah ha!\Parents day\Hello?! response:	There, I shaved EVERYTHING just like Mitsuba wanted.
context: You shaved yet?\Just about to start!\Aww, it got away.\Get ALL that cleaned up, don't leave a single hair!\All cleaned up...ah ha!\Parents day\Hello?!\There, I shaved EVERYTHING just like Mitsuba wanted. response:	I'm a top-class dad no matter how you slice it!
context: Just about to start!\Aww, it got away.\Get ALL that cleaned up, don't leave a single hair!\All cleaned up...ah ha!\Parents day\Hello?!\There, I shaved EVERYTHING just like Mitsuba wanted.\I'm a top-class dad no matter how you slice it! response:	The black suit's very slimming and the sunglasses really look sharp!
context: Aww, it got away.\Get ALL that cleaned up, don't leave a single hair!\All cleaned up...ah ha!\Parents day\Hello?!\There, I shaved EVERYTHING just like Mitsuba wanted.\I'm a top-class dad no matter how you slice it!\The black suit's very slimming and the sunglasses really look sharp! response:	Is he a bodyguard or something?
context: Get ALL that cleaned up, don't leave a single hair!\All cleaned up...ah ha!\Parents day\Hello?!\There, I shaved EVERYTHING just like Mitsuba wanted.\I'm a top-class dad no matter how you slice it!\The black suit's very slimming and the sunglasses really look sharp!\Is he a bodyguard or something? response:	How scary!
context: All cleaned up...ah ha!\Parents day\Hello?!\There, I shaved EVERYTHING just like Mitsuba wanted.\I'm a top-class dad no matter how you slice it!\The black suit's very slimming and the sunglasses really look sharp!\Is he a bodyguard or something?\How scary! response:	I DID tell him to shave his BEARD, but why did he do his HEAD too?!
context: Parents day\Hello?!\There, I shaved EVERYTHING just like Mitsuba wanted.\I'm a top-class dad no matter how you slice it!\The black suit's very slimming and the sunglasses really look sharp!\Is he a bodyguard or something?\How scary!\I DID tell him to shave his BEARD, but why did he do his HEAD too?! response:	Forget talking, I can't even look at him!
context: Hello?!\There, I shaved EVERYTHING just like Mitsuba wanted.\I'm a top-class dad no matter how you slice it!\The black suit's very slimming and the sunglasses really look sharp!\Is he a bodyguard or something?\How scary!\I DID tell him to shave his BEARD, but why did he do his HEAD too?!\Forget talking, I can't even look at him! response:	So keep working hard, dad.
context: There, I shaved EVERYTHING just like Mitsuba wanted.\I'm a top-class dad no matter how you slice it!\The black suit's very slimming and the sunglasses really look sharp!\Is he a bodyguard or something?\How scary!\I DID tell him to shave his BEARD, but why did he do his HEAD too?!\Forget talking, I can't even look at him!\So keep working hard, dad. response:	That's it!
context: I'm a top-class dad no matter how you slice it!\The black suit's very slimming and the sunglasses really look sharp!\Is he a bodyguard or something?\How scary!\I DID tell him to shave his BEARD, but why did he do his HEAD too?!\Forget talking, I can't even look at him!\So keep working hard, dad.\That's it! response:	Next is Mitsuba-chan.
context: The black suit's very slimming and the sunglasses really look sharp!\Is he a bodyguard or something?\How scary!\I DID tell him to shave his BEARD, but why did he do his HEAD too?!\Forget talking, I can't even look at him!\So keep working hard, dad.\That's it!\Next is Mitsuba-chan. response:	Coming...
context: Is he a bodyguard or something?\How scary!\I DID tell him to shave his BEARD, but why did he do his HEAD too?!\Forget talking, I can't even look at him!\So keep working hard, dad.\That's it!\Next is Mitsuba-chan.\Coming... response:	I Love my Dad.
context: How scary!\I DID tell him to shave his BEARD, but why did he do his HEAD too?!\Forget talking, I can't even look at him!\So keep working hard, dad.\That's it!\Next is Mitsuba-chan.\Coming...\I Love my Dad. response:	Th-This is Futaba's, I must've taken it by mistake!
context: I DID tell him to shave his BEARD, but why did he do his HEAD too?!\Forget talking, I can't even look at him!\So keep working hard, dad.\That's it!\Next is Mitsuba-chan.\Coming...\I Love my Dad.\Th-This is Futaba's, I must've taken it by mistake! response:	H-Hey, Futaba!
context: Forget talking, I can't even look at him!\So keep working hard, dad.\That's it!\Next is Mitsuba-chan.\Coming...\I Love my Dad.\Th-This is Futaba's, I must've taken it by mistake!\H-Hey, Futaba! response:	Couldn't eat another bite...
context: So keep working hard, dad.\That's it!\Next is Mitsuba-chan.\Coming...\I Love my Dad.\Th-This is Futaba's, I must've taken it by mistake!\H-Hey, Futaba!\Couldn't eat another bite... response:	Something wrong?
context: That's it!\Next is Mitsuba-chan.\Coming...\I Love my Dad.\Th-This is Futaba's, I must've taken it by mistake!\H-Hey, Futaba!\Couldn't eat another bite...\Something wrong? response:	Um-Uhh, no...
context: Next is Mitsuba-chan.\Coming...\I Love my Dad.\Th-This is Futaba's, I must've taken it by mistake!\H-Hey, Futaba!\Couldn't eat another bite...\Something wrong?\Um-Uhh, no... response:	Uhh, I!
context: Coming...\I Love my Dad.\Th-This is Futaba's, I must've taken it by mistake!\H-Hey, Futaba!\Couldn't eat another bite...\Something wrong?\Um-Uhh, no...\Uhh, I! response:	I love my dad more than anything!
context: I Love my Dad.\Th-This is Futaba's, I must've taken it by mistake!\H-Hey, Futaba!\Couldn't eat another bite...\Something wrong?\Um-Uhh, no...\Uhh, I!\I love my dad more than anything! response:	He's strong, big, kind, and even though he's really scary when he's mad,
context: Th-This is Futaba's, I must've taken it by mistake!\H-Hey, Futaba!\Couldn't eat another bite...\Something wrong?\Um-Uhh, no...\Uhh, I!\I love my dad more than anything!\He's strong, big, kind, and even though he's really scary when he's mad, response:	we take a bath together every night! Sometimes we even sleep together!
context: H-Hey, Futaba!\Couldn't eat another bite...\Something wrong?\Um-Uhh, no...\Uhh, I!\I love my dad more than anything!\He's strong, big, kind, and even though he's really scary when he's mad,\we take a bath together every night! Sometimes we even sleep together! response:	Seriously?
context: Couldn't eat another bite...\Something wrong?\Um-Uhh, no...\Uhh, I!\I love my dad more than anything!\He's strong, big, kind, and even though he's really scary when he's mad,\we take a bath together every night! Sometimes we even sleep together!\Seriously? response:	Didn't expect that.
context: Something wrong?\Um-Uhh, no...\Uhh, I!\I love my dad more than anything!\He's strong, big, kind, and even though he's really scary when he's mad,\we take a bath together every night! Sometimes we even sleep together!\Seriously?\Didn't expect that. response:	When I grow up I wanna marry my dad!
context: Um-Uhh, no...\Uhh, I!\I love my dad more than anything!\He's strong, big, kind, and even though he's really scary when he's mad,\we take a bath together every night! Sometimes we even sleep together!\Seriously?\Didn't expect that.\When I grow up I wanna marry my dad! response:	That's all!
context: Uhh, I!\I love my dad more than anything!\He's strong, big, kind, and even though he's really scary when he's mad,\we take a bath together every night! Sometimes we even sleep together!\Seriously?\Didn't expect that.\When I grow up I wanna marry my dad!\That's all! response:	Wow, you were very straight about how much you love your father, good job...
context: I love my dad more than anything!\He's strong, big, kind, and even though he's really scary when he's mad,\we take a bath together every night! Sometimes we even sleep together!\Seriously?\Didn't expect that.\When I grow up I wanna marry my dad!\That's all!\Wow, you were very straight about how much you love your father, good job... response:	I'm...I'm such a fool, thinking she hated me...
context: He's strong, big, kind, and even though he's really scary when he's mad,\we take a bath together every night! Sometimes we even sleep together!\Seriously?\Didn't expect that.\When I grow up I wanna marry my dad!\That's all!\Wow, you were very straight about how much you love your father, good job...\I'm...I'm such a fool, thinking she hated me... response:	Mitsuba...
context: we take a bath together every night! Sometimes we even sleep together!\Seriously?\Didn't expect that.\When I grow up I wanna marry my dad!\That's all!\Wow, you were very straight about how much you love your father, good job...\I'm...I'm such a fool, thinking she hated me...\Mitsuba... response:	I love you too!
context: Seriously?\Didn't expect that.\When I grow up I wanna marry my dad!\That's all!\Wow, you were very straight about how much you love your father, good job...\I'm...I'm such a fool, thinking she hated me...\Mitsuba...\I love you too! response:	Next is Futaba-chan...Futaba-chan!
context: Didn't expect that.\When I grow up I wanna marry my dad!\That's all!\Wow, you were very straight about how much you love your father, good job...\I'm...I'm such a fool, thinking she hated me...\Mitsuba...\I love you too!\Next is Futaba-chan...Futaba-chan! response:	My dad is dirty, smelly and I hate him.
context: When I grow up I wanna marry my dad!\That's all!\Wow, you were very straight about how much you love your father, good job...\I'm...I'm such a fool, thinking she hated me...\Mitsuba...\I love you too!\Next is Futaba-chan...Futaba-chan!\My dad is dirty, smelly and I hate him. response:	He does nothing but laze around on his days off - he totally sucks.
context: That's all!\Wow, you were very straight about how much you love your father, good job...\I'm...I'm such a fool, thinking she hated me...\Mitsuba...\I love you too!\Next is Futaba-chan...Futaba-chan!\My dad is dirty, smelly and I hate him.\He does nothing but laze around on his days off - he totally sucks. response:	His farts stink and I wish he'd hold it once in a while.
context: Wow, you were very straight about how much you love your father, good job...\I'm...I'm such a fool, thinking she hated me...\Mitsuba...\I love you too!\Next is Futaba-chan...Futaba-chan!\My dad is dirty, smelly and I hate him.\He does nothing but laze around on his days off - he totally sucks.\His farts stink and I wish he'd hold it once in a while. response:	All done.
context: I'm...I'm such a fool, thinking she hated me...\Mitsuba...\I love you too!\Next is Futaba-chan...Futaba-chan!\My dad is dirty, smelly and I hate him.\He does nothing but laze around on his days off - he totally sucks.\His farts stink and I wish he'd hold it once in a while.\All done. response:	Daddy!
context: Mitsuba...\I love you too!\Next is Futaba-chan...Futaba-chan!\My dad is dirty, smelly and I hate him.\He does nothing but laze around on his days off - he totally sucks.\His farts stink and I wish he'd hold it once in a while.\All done.\Daddy! response:	Daddy!
context: I love you too!\Next is Futaba-chan...Futaba-chan!\My dad is dirty, smelly and I hate him.\He does nothing but laze around on his days off - he totally sucks.\His farts stink and I wish he'd hold it once in a while.\All done.\Daddy!\Daddy! response:	I love you daddy!
context: Next is Futaba-chan...Futaba-chan!\My dad is dirty, smelly and I hate him.\He does nothing but laze around on his days off - he totally sucks.\His farts stink and I wish he'd hold it once in a while.\All done.\Daddy!\Daddy!\I love you daddy! response:	Futaba...
context: My dad is dirty, smelly and I hate him.\He does nothing but laze around on his days off - he totally sucks.\His farts stink and I wish he'd hold it once in a while.\All done.\Daddy!\Daddy!\I love you daddy!\Futaba... response:	That's him!
context: He does nothing but laze around on his days off - he totally sucks.\His farts stink and I wish he'd hold it once in a while.\All done.\Daddy!\Daddy!\I love you daddy!\Futaba...\That's him! response:	Freeze!
context: His farts stink and I wish he'd hold it once in a while.\All done.\Daddy!\Daddy!\I love you daddy!\Futaba...\That's him!\Freeze! response:	Stop or we'll shoot!
context: All done.\Daddy!\Daddy!\I love you daddy!\Futaba...\That's him!\Freeze!\Stop or we'll shoot! response:	Wait, you've got it all wrong!
context: Daddy!\Daddy!\I love you daddy!\Futaba...\That's him!\Freeze!\Stop or we'll shoot!\Wait, you've got it all wrong! response:	I'm here for parents day!
context: Daddy!\I love you daddy!\Futaba...\That's him!\Freeze!\Stop or we'll shoot!\Wait, you've got it all wrong!\I'm here for parents day! response:	Like you could actually be someone's father!
context: I love you daddy!\Futaba...\That's him!\Freeze!\Stop or we'll shoot!\Wait, you've got it all wrong!\I'm here for parents day!\Like you could actually be someone's father! response:	Get up!
context: Futaba...\That's him!\Freeze!\Stop or we'll shoot!\Wait, you've got it all wrong!\I'm here for parents day!\Like you could actually be someone's father!\Get up! response:	Stop resisting!
context: That's him!\Freeze!\Stop or we'll shoot!\Wait, you've got it all wrong!\I'm here for parents day!\Like you could actually be someone's father!\Get up!\Stop resisting! response:	Just listen to me!
context: Freeze!\Stop or we'll shoot!\Wait, you've got it all wrong!\I'm here for parents day!\Like you could actually be someone's father!\Get up!\Stop resisting!\Just listen to me! response:	Futaba! Mitsuba! Hitoha!
context: Stop or we'll shoot!\Wait, you've got it all wrong!\I'm here for parents day!\Like you could actually be someone's father!\Get up!\Stop resisting!\Just listen to me!\Futaba! Mitsuba! Hitoha! response:	Huh? I thought I heard my dad...
context: Wait, you've got it all wrong!\I'm here for parents day!\Like you could actually be someone's father!\Get up!\Stop resisting!\Just listen to me!\Futaba! Mitsuba! Hitoha!\Huh? I thought I heard my dad... response:	It's time for field day!
context: I'm here for parents day!\Like you could actually be someone's father!\Get up!\Stop resisting!\Just listen to me!\Futaba! Mitsuba! Hitoha!\Huh? I thought I heard my dad...\It's time for field day! response:	Sugisaki and Yoshioka, you two need to get in the spirit.
context: Like you could actually be someone's father!\Get up!\Stop resisting!\Just listen to me!\Futaba! Mitsuba! Hitoha!\Huh? I thought I heard my dad...\It's time for field day!\Sugisaki and Yoshioka, you two need to get in the spirit. response:	The flying beads of sweat, the surges of youthful energy,
context: Get up!\Stop resisting!\Just listen to me!\Futaba! Mitsuba! Hitoha!\Huh? I thought I heard my dad...\It's time for field day!\Sugisaki and Yoshioka, you two need to get in the spirit.\The flying beads of sweat, the surges of youthful energy, response:	and the glory of victory!
context: Stop resisting!\Just listen to me!\Futaba! Mitsuba! Hitoha!\Huh? I thought I heard my dad...\It's time for field day!\Sugisaki and Yoshioka, you two need to get in the spirit.\The flying beads of sweat, the surges of youthful energy,\and the glory of victory! response:	Get pumped!
context: Just listen to me!\Futaba! Mitsuba! Hitoha!\Huh? I thought I heard my dad...\It's time for field day!\Sugisaki and Yoshioka, you two need to get in the spirit.\The flying beads of sweat, the surges of youthful energy,\and the glory of victory!\Get pumped! response:	Episode 6 Hats and Underwear Go on Your Head!
context: Futaba! Mitsuba! Hitoha!\Huh? I thought I heard my dad...\It's time for field day!\Sugisaki and Yoshioka, you two need to get in the spirit.\The flying beads of sweat, the surges of youthful energy,\and the glory of victory!\Get pumped!\Episode 6 Hats and Underwear Go on Your Head! response:	Business as usual.
context: Huh? I thought I heard my dad...\It's time for field day!\Sugisaki and Yoshioka, you two need to get in the spirit.\The flying beads of sweat, the surges of youthful energy,\and the glory of victory!\Get pumped!\Episode 6 Hats and Underwear Go on Your Head!\Business as usual. response:	That's Miya-chan for you.
