context: Yeesh. You're gonna make me drunk without even drinking anything. response:	So, did you find out anything?
context: I'm going to activate the Anti-Link amplitude limiter.\This is the end of me...\What's happening?!\Huh? Nothing...\Katja!\No... It can't be... Hey!\Katja! Open your eyes!\The Anti-Link is complete. response:	I found you, Will Neville.
context: This is the end of me...\What's happening?!\Huh? Nothing...\Katja!\No... It can't be... Hey!\Katja! Open your eyes!\The Anti-Link is complete.\I found you, Will Neville. response:	Not a bad job, being able to sleep for eternity in this moldy underground lair.
context: What's happening?!\Huh? Nothing...\Katja!\No... It can't be... Hey!\Katja! Open your eyes!\The Anti-Link is complete.\I found you, Will Neville.\Not a bad job, being able to sleep for eternity in this moldy underground lair. response:	However, there aren't many of your disciples left.
context: Huh? Nothing...\Katja!\No... It can't be... Hey!\Katja! Open your eyes!\The Anti-Link is complete.\I found you, Will Neville.\Not a bad job, being able to sleep for eternity in this moldy underground lair.\However, there aren't many of your disciples left. response:	The cruel, cursed vessels...
context: Katja!\No... It can't be... Hey!\Katja! Open your eyes!\The Anti-Link is complete.\I found you, Will Neville.\Not a bad job, being able to sleep for eternity in this moldy underground lair.\However, there aren't many of your disciples left.\The cruel, cursed vessels... response:	What? There's no need for concern.
context: No... It can't be... Hey!\Katja! Open your eyes!\The Anti-Link is complete.\I found you, Will Neville.\Not a bad job, being able to sleep for eternity in this moldy underground lair.\However, there aren't many of your disciples left.\The cruel, cursed vessels...\What? There's no need for concern. response:	I'll accept all of the nightmare that you saw.
context: Katja! Open your eyes!\The Anti-Link is complete.\I found you, Will Neville.\Not a bad job, being able to sleep for eternity in this moldy underground lair.\However, there aren't many of your disciples left.\The cruel, cursed vessels...\What? There's no need for concern.\I'll accept all of the nightmare that you saw. response:	Are you okay? Stay with me.
context: The Anti-Link is complete.\I found you, Will Neville.\Not a bad job, being able to sleep for eternity in this moldy underground lair.\However, there aren't many of your disciples left.\The cruel, cursed vessels...\What? There's no need for concern.\I'll accept all of the nightmare that you saw.\Are you okay? Stay with me. response:	I'm more worried about you, after fighting him...
context: I found you, Will Neville.\Not a bad job, being able to sleep for eternity in this moldy underground lair.\However, there aren't many of your disciples left.\The cruel, cursed vessels...\What? There's no need for concern.\I'll accept all of the nightmare that you saw.\Are you okay? Stay with me.\I'm more worried about you, after fighting him... response:	Never mind me! I don't know what the hell happened...
context: Not a bad job, being able to sleep for eternity in this moldy underground lair.\However, there aren't many of your disciples left.\The cruel, cursed vessels...\What? There's no need for concern.\I'll accept all of the nightmare that you saw.\Are you okay? Stay with me.\I'm more worried about you, after fighting him...\Never mind me! I don't know what the hell happened... response:	It seems that when the Anti-Link was activated, the biological link was severed.
context: However, there aren't many of your disciples left.\The cruel, cursed vessels...\What? There's no need for concern.\I'll accept all of the nightmare that you saw.\Are you okay? Stay with me.\I'm more worried about you, after fighting him...\Never mind me! I don't know what the hell happened...\It seems that when the Anti-Link was activated, the biological link was severed. response:	But I'm not cursed...
context: The cruel, cursed vessels...\What? There's no need for concern.\I'll accept all of the nightmare that you saw.\Are you okay? Stay with me.\I'm more worried about you, after fighting him...\Never mind me! I don't know what the hell happened...\It seems that when the Anti-Link was activated, the biological link was severed.\But I'm not cursed... response:	At the same time, though, it seems all of your magic has disappeared.
context: What? There's no need for concern.\I'll accept all of the nightmare that you saw.\Are you okay? Stay with me.\I'm more worried about you, after fighting him...\Never mind me! I don't know what the hell happened...\It seems that when the Anti-Link was activated, the biological link was severed.\But I'm not cursed...\At the same time, though, it seems all of your magic has disappeared. response:	Nico! Thank you for everything!
context: I'll accept all of the nightmare that you saw.\Are you okay? Stay with me.\I'm more worried about you, after fighting him...\Never mind me! I don't know what the hell happened...\It seems that when the Anti-Link was activated, the biological link was severed.\But I'm not cursed...\At the same time, though, it seems all of your magic has disappeared.\Nico! Thank you for everything! response:	Tell that to everyone else, too!
context: Are you okay? Stay with me.\I'm more worried about you, after fighting him...\Never mind me! I don't know what the hell happened...\It seems that when the Anti-Link was activated, the biological link was severed.\But I'm not cursed...\At the same time, though, it seems all of your magic has disappeared.\Nico! Thank you for everything!\Tell that to everyone else, too! response:	Right... It won't be 100 years from now.
context: I'm more worried about you, after fighting him...\Never mind me! I don't know what the hell happened...\It seems that when the Anti-Link was activated, the biological link was severed.\But I'm not cursed...\At the same time, though, it seems all of your magic has disappeared.\Nico! Thank you for everything!\Tell that to everyone else, too!\Right... It won't be 100 years from now. response:	I'm sure we'll be able to meet again sometime.
context: Never mind me! I don't know what the hell happened...\It seems that when the Anti-Link was activated, the biological link was severed.\But I'm not cursed...\At the same time, though, it seems all of your magic has disappeared.\Nico! Thank you for everything!\Tell that to everyone else, too!\Right... It won't be 100 years from now.\I'm sure we'll be able to meet again sometime. response:	You understand what he says.
context: It seems that when the Anti-Link was activated, the biological link was severed.\But I'm not cursed...\At the same time, though, it seems all of your magic has disappeared.\Nico! Thank you for everything!\Tell that to everyone else, too!\Right... It won't be 100 years from now.\I'm sure we'll be able to meet again sometime.\You understand what he says. response:	Yes. I couldn't pick up most of it,
context: But I'm not cursed...\At the same time, though, it seems all of your magic has disappeared.\Nico! Thank you for everything!\Tell that to everyone else, too!\Right... It won't be 100 years from now.\I'm sure we'll be able to meet again sometime.\You understand what he says.\Yes. I couldn't pick up most of it, response:	but he said thank you to you too, and Get your paws off of her!
context: At the same time, though, it seems all of your magic has disappeared.\Nico! Thank you for everything!\Tell that to everyone else, too!\Right... It won't be 100 years from now.\I'm sure we'll be able to meet again sometime.\You understand what he says.\Yes. I couldn't pick up most of it,\but he said thank you to you too, and Get your paws off of her! response:	P-Pardon me!
context: Nico! Thank you for everything!\Tell that to everyone else, too!\Right... It won't be 100 years from now.\I'm sure we'll be able to meet again sometime.\You understand what he says.\Yes. I couldn't pick up most of it,\but he said thank you to you too, and Get your paws off of her!\P-Pardon me! response:	So you're no longer a Celestial Wizard.
context: Tell that to everyone else, too!\Right... It won't be 100 years from now.\I'm sure we'll be able to meet again sometime.\You understand what he says.\Yes. I couldn't pick up most of it,\but he said thank you to you too, and Get your paws off of her!\P-Pardon me!\So you're no longer a Celestial Wizard. response:	I-I'm sorry...
context: Right... It won't be 100 years from now.\I'm sure we'll be able to meet again sometime.\You understand what he says.\Yes. I couldn't pick up most of it,\but he said thank you to you too, and Get your paws off of her!\P-Pardon me!\So you're no longer a Celestial Wizard.\I-I'm sorry... response:	It looks like I couldn't protect you in the end.
context: I'm sure we'll be able to meet again sometime.\You understand what he says.\Yes. I couldn't pick up most of it,\but he said thank you to you too, and Get your paws off of her!\P-Pardon me!\So you're no longer a Celestial Wizard.\I-I'm sorry...\It looks like I couldn't protect you in the end. response:	Oh, no. You did protect me. From a terrible curse...
context: You understand what he says.\Yes. I couldn't pick up most of it,\but he said thank you to you too, and Get your paws off of her!\P-Pardon me!\So you're no longer a Celestial Wizard.\I-I'm sorry...\It looks like I couldn't protect you in the end.\Oh, no. You did protect me. From a terrible curse... response:	I can live now
context: Yes. I couldn't pick up most of it,\but he said thank you to you too, and Get your paws off of her!\P-Pardon me!\So you're no longer a Celestial Wizard.\I-I'm sorry...\It looks like I couldn't protect you in the end.\Oh, no. You did protect me. From a terrible curse...\I can live now response:	thanks to no one but you.
context: but he said thank you to you too, and Get your paws off of her!\P-Pardon me!\So you're no longer a Celestial Wizard.\I-I'm sorry...\It looks like I couldn't protect you in the end.\Oh, no. You did protect me. From a terrible curse...\I can live now\thanks to no one but you. response:	Thank you.
context: P-Pardon me!\So you're no longer a Celestial Wizard.\I-I'm sorry...\It looks like I couldn't protect you in the end.\Oh, no. You did protect me. From a terrible curse...\I can live now\thanks to no one but you.\Thank you. response:	I-I...
context: So you're no longer a Celestial Wizard.\I-I'm sorry...\It looks like I couldn't protect you in the end.\Oh, no. You did protect me. From a terrible curse...\I can live now\thanks to no one but you.\Thank you.\I-I... response:	You too, live for the present.
context: I-I'm sorry...\It looks like I couldn't protect you in the end.\Oh, no. You did protect me. From a terrible curse...\I can live now\thanks to no one but you.\Thank you.\I-I...\You too, live for the present. response:	Letting yourself forever be caught up in the past
context: It looks like I couldn't protect you in the end.\Oh, no. You did protect me. From a terrible curse...\I can live now\thanks to no one but you.\Thank you.\I-I...\You too, live for the present.\Letting yourself forever be caught up in the past response:	only results in missing opportunities to learn important things, Mest.
context: Oh, no. You did protect me. From a terrible curse...\I can live now\thanks to no one but you.\Thank you.\I-I...\You too, live for the present.\Letting yourself forever be caught up in the past\only results in missing opportunities to learn important things, Mest. response:	What are you talking about?
context: I can live now\thanks to no one but you.\Thank you.\I-I...\You too, live for the present.\Letting yourself forever be caught up in the past\only results in missing opportunities to learn important things, Mest.\What are you talking about? response:	I'm not Mest. I'm Doranbolt!
context: thanks to no one but you.\Thank you.\I-I...\You too, live for the present.\Letting yourself forever be caught up in the past\only results in missing opportunities to learn important things, Mest.\What are you talking about?\I'm not Mest. I'm Doranbolt! response:	Yes.
context: Thank you.\I-I...\You too, live for the present.\Letting yourself forever be caught up in the past\only results in missing opportunities to learn important things, Mest.\What are you talking about?\I'm not Mest. I'm Doranbolt!\Yes. response:	Break loose from the past and learn with your own eyes and ears that they're safe.
context: I-I...\You too, live for the present.\Letting yourself forever be caught up in the past\only results in missing opportunities to learn important things, Mest.\What are you talking about?\I'm not Mest. I'm Doranbolt!\Yes.\Break loose from the past and learn with your own eyes and ears that they're safe. response:	That's the beginning of your new path.
context: You too, live for the present.\Letting yourself forever be caught up in the past\only results in missing opportunities to learn important things, Mest.\What are you talking about?\I'm not Mest. I'm Doranbolt!\Yes.\Break loose from the past and learn with your own eyes and ears that they're safe.\That's the beginning of your new path. response:	One thing bothers me...
context: Letting yourself forever be caught up in the past\only results in missing opportunities to learn important things, Mest.\What are you talking about?\I'm not Mest. I'm Doranbolt!\Yes.\Break loose from the past and learn with your own eyes and ears that they're safe.\That's the beginning of your new path.\One thing bothers me... response:	It's like Samuel said. I have a strange feeling that something is out of place, too.
context: only results in missing opportunities to learn important things, Mest.\What are you talking about?\I'm not Mest. I'm Doranbolt!\Yes.\Break loose from the past and learn with your own eyes and ears that they're safe.\That's the beginning of your new path.\One thing bothers me...\It's like Samuel said. I have a strange feeling that something is out of place, too. response:	For some reason...
context: What are you talking about?\I'm not Mest. I'm Doranbolt!\Yes.\Break loose from the past and learn with your own eyes and ears that they're safe.\That's the beginning of your new path.\One thing bothers me...\It's like Samuel said. I have a strange feeling that something is out of place, too.\For some reason... response:	This doesn't make sense! I haven't even been able to land one punch!
context: I'm not Mest. I'm Doranbolt!\Yes.\Break loose from the past and learn with your own eyes and ears that they're safe.\That's the beginning of your new path.\One thing bothers me...\It's like Samuel said. I have a strange feeling that something is out of place, too.\For some reason...\This doesn't make sense! I haven't even been able to land one punch! response:	And he wants us to attack him head on?!
context: Yes.\Break loose from the past and learn with your own eyes and ears that they're safe.\That's the beginning of your new path.\One thing bothers me...\It's like Samuel said. I have a strange feeling that something is out of place, too.\For some reason...\This doesn't make sense! I haven't even been able to land one punch!\And he wants us to attack him head on?! response:	This feeling that something is wrong... It's like Cana's divinations are backfiring...
context: Break loose from the past and learn with your own eyes and ears that they're safe.\That's the beginning of your new path.\One thing bothers me...\It's like Samuel said. I have a strange feeling that something is out of place, too.\For some reason...\This doesn't make sense! I haven't even been able to land one punch!\And he wants us to attack him head on?!\This feeling that something is wrong... It's like Cana's divinations are backfiring... response:	From the front or back, I'm gonna beat the crap outta you!
context: That's the beginning of your new path.\One thing bothers me...\It's like Samuel said. I have a strange feeling that something is out of place, too.\For some reason...\This doesn't make sense! I haven't even been able to land one punch!\And he wants us to attack him head on?!\This feeling that something is wrong... It's like Cana's divinations are backfiring...\From the front or back, I'm gonna beat the crap outta you! response:	Hey... Natsu, wait!
context: One thing bothers me...\It's like Samuel said. I have a strange feeling that something is out of place, too.\For some reason...\This doesn't make sense! I haven't even been able to land one punch!\And he wants us to attack him head on?!\This feeling that something is wrong... It's like Cana's divinations are backfiring...\From the front or back, I'm gonna beat the crap outta you!\Hey... Natsu, wait! response:	Zentopia was after the hand of the Infinity Clock
context: It's like Samuel said. I have a strange feeling that something is out of place, too.\For some reason...\This doesn't make sense! I haven't even been able to land one punch!\And he wants us to attack him head on?!\This feeling that something is wrong... It's like Cana's divinations are backfiring...\From the front or back, I'm gonna beat the crap outta you!\Hey... Natsu, wait!\Zentopia was after the hand of the Infinity Clock response:	that Lucy's dad left her.
context: For some reason...\This doesn't make sense! I haven't even been able to land one punch!\And he wants us to attack him head on?!\This feeling that something is wrong... It's like Cana's divinations are backfiring...\From the front or back, I'm gonna beat the crap outta you!\Hey... Natsu, wait!\Zentopia was after the hand of the Infinity Clock\that Lucy's dad left her. response:	But in the end, both we and Legion
context: This doesn't make sense! I haven't even been able to land one punch!\And he wants us to attack him head on?!\This feeling that something is wrong... It's like Cana's divinations are backfiring...\From the front or back, I'm gonna beat the crap outta you!\Hey... Natsu, wait!\Zentopia was after the hand of the Infinity Clock\that Lucy's dad left her.\But in the end, both we and Legion response:	were totally trashed by the new Oracion Seis.
context: And he wants us to attack him head on?!\This feeling that something is wrong... It's like Cana's divinations are backfiring...\From the front or back, I'm gonna beat the crap outta you!\Hey... Natsu, wait!\Zentopia was after the hand of the Infinity Clock\that Lucy's dad left her.\But in the end, both we and Legion\were totally trashed by the new Oracion Seis. response:	Natsu!
context: This feeling that something is wrong... It's like Cana's divinations are backfiring...\From the front or back, I'm gonna beat the crap outta you!\Hey... Natsu, wait!\Zentopia was after the hand of the Infinity Clock\that Lucy's dad left her.\But in the end, both we and Legion\were totally trashed by the new Oracion Seis.\Natsu! response:	It ain't over yet! In fact, I can do this all day, asshole!
context: From the front or back, I'm gonna beat the crap outta you!\Hey... Natsu, wait!\Zentopia was after the hand of the Infinity Clock\that Lucy's dad left her.\But in the end, both we and Legion\were totally trashed by the new Oracion Seis.\Natsu!\It ain't over yet! In fact, I can do this all day, asshole! response:	I'm gonna take you apart, I guarantee it!
context: Hey... Natsu, wait!\Zentopia was after the hand of the Infinity Clock\that Lucy's dad left her.\But in the end, both we and Legion\were totally trashed by the new Oracion Seis.\Natsu!\It ain't over yet! In fact, I can do this all day, asshole!\I'm gonna take you apart, I guarantee it! response:	Yeah! It has nothing to do with whether we have good battle chemistry or not!
context: Zentopia was after the hand of the Infinity Clock\that Lucy's dad left her.\But in the end, both we and Legion\were totally trashed by the new Oracion Seis.\Natsu!\It ain't over yet! In fact, I can do this all day, asshole!\I'm gonna take you apart, I guarantee it!\Yeah! It has nothing to do with whether we have good battle chemistry or not! response:	Amen!
context: that Lucy's dad left her.\But in the end, both we and Legion\were totally trashed by the new Oracion Seis.\Natsu!\It ain't over yet! In fact, I can do this all day, asshole!\I'm gonna take you apart, I guarantee it!\Yeah! It has nothing to do with whether we have good battle chemistry or not!\Amen! response:	I feel like we're overlooking something that's incredibly important.
context: But in the end, both we and Legion\were totally trashed by the new Oracion Seis.\Natsu!\It ain't over yet! In fact, I can do this all day, asshole!\I'm gonna take you apart, I guarantee it!\Yeah! It has nothing to do with whether we have good battle chemistry or not!\Amen!\I feel like we're overlooking something that's incredibly important. response:	I hope Natsu is okay...
context: were totally trashed by the new Oracion Seis.\Natsu!\It ain't over yet! In fact, I can do this all day, asshole!\I'm gonna take you apart, I guarantee it!\Yeah! It has nothing to do with whether we have good battle chemistry or not!\Amen!\I feel like we're overlooking something that's incredibly important.\I hope Natsu is okay... response:	It seems we've hit a dead end...
context: Natsu!\It ain't over yet! In fact, I can do this all day, asshole!\I'm gonna take you apart, I guarantee it!\Yeah! It has nothing to do with whether we have good battle chemistry or not!\Amen!\I feel like we're overlooking something that's incredibly important.\I hope Natsu is okay...\It seems we've hit a dead end... response:	Gildarts, what's that?
context: It ain't over yet! In fact, I can do this all day, asshole!\I'm gonna take you apart, I guarantee it!\Yeah! It has nothing to do with whether we have good battle chemistry or not!\Amen!\I feel like we're overlooking something that's incredibly important.\I hope Natsu is okay...\It seems we've hit a dead end...\Gildarts, what's that? response:	Someone's here.
context: I'm gonna take you apart, I guarantee it!\Yeah! It has nothing to do with whether we have good battle chemistry or not!\Amen!\I feel like we're overlooking something that's incredibly important.\I hope Natsu is okay...\It seems we've hit a dead end...\Gildarts, what's that?\Someone's here. response:	Looks like she's alive...
context: Yeah! It has nothing to do with whether we have good battle chemistry or not!\Amen!\I feel like we're overlooking something that's incredibly important.\I hope Natsu is okay...\It seems we've hit a dead end...\Gildarts, what's that?\Someone's here.\Looks like she's alive... response:	Who is it? And what's she doing hidden down here?
context: Amen!\I feel like we're overlooking something that's incredibly important.\I hope Natsu is okay...\It seems we've hit a dead end...\Gildarts, what's that?\Someone's here.\Looks like she's alive...\Who is it? And what's she doing hidden down here? response:	Um... After a major accident several years ago, it seems she was receiving treatment here.
context: I feel like we're overlooking something that's incredibly important.\I hope Natsu is okay...\It seems we've hit a dead end...\Gildarts, what's that?\Someone's here.\Looks like she's alive...\Who is it? And what's she doing hidden down here?\Um... After a major accident several years ago, it seems she was receiving treatment here. response:	But even if she recovers, this lacrima is designed to keep her in a comatose state.
context: I hope Natsu is okay...\It seems we've hit a dead end...\Gildarts, what's that?\Someone's here.\Looks like she's alive...\Who is it? And what's she doing hidden down here?\Um... After a major accident several years ago, it seems she was receiving treatment here.\But even if she recovers, this lacrima is designed to keep her in a comatose state. response:	Meaning that if she woke up, it would be inconvenient for someone?
context: It seems we've hit a dead end...\Gildarts, what's that?\Someone's here.\Looks like she's alive...\Who is it? And what's she doing hidden down here?\Um... After a major accident several years ago, it seems she was receiving treatment here.\But even if she recovers, this lacrima is designed to keep her in a comatose state.\Meaning that if she woke up, it would be inconvenient for someone? response:	So, what's her name?
context: Gildarts, what's that?\Someone's here.\Looks like she's alive...\Who is it? And what's she doing hidden down here?\Um... After a major accident several years ago, it seems she was receiving treatment here.\But even if she recovers, this lacrima is designed to keep her in a comatose state.\Meaning that if she woke up, it would be inconvenient for someone?\So, what's her name? response:	It says Michelle Lobster. It's no mistake. This is her.
context: Someone's here.\Looks like she's alive...\Who is it? And what's she doing hidden down here?\Um... After a major accident several years ago, it seems she was receiving treatment here.\But even if she recovers, this lacrima is designed to keep her in a comatose state.\Meaning that if she woke up, it would be inconvenient for someone?\So, what's her name?\It says Michelle Lobster. It's no mistake. This is her. response:	What? This girl is Michelle?!
context: Looks like she's alive...\Who is it? And what's she doing hidden down here?\Um... After a major accident several years ago, it seems she was receiving treatment here.\But even if she recovers, this lacrima is designed to keep her in a comatose state.\Meaning that if she woke up, it would be inconvenient for someone?\So, what's her name?\It says Michelle Lobster. It's no mistake. This is her.\What? This girl is Michelle?! response:	So it seems.
context: Who is it? And what's she doing hidden down here?\Um... After a major accident several years ago, it seems she was receiving treatment here.\But even if she recovers, this lacrima is designed to keep her in a comatose state.\Meaning that if she woke up, it would be inconvenient for someone?\So, what's her name?\It says Michelle Lobster. It's no mistake. This is her.\What? This girl is Michelle?!\So it seems. response:	She lost her family in an accident at the Lobster Plantation. She's their only daughter...
context: Um... After a major accident several years ago, it seems she was receiving treatment here.\But even if she recovers, this lacrima is designed to keep her in a comatose state.\Meaning that if she woke up, it would be inconvenient for someone?\So, what's her name?\It says Michelle Lobster. It's no mistake. This is her.\What? This girl is Michelle?!\So it seems.\She lost her family in an accident at the Lobster Plantation. She's their only daughter... response:	Michelle Lobster.
context: But even if she recovers, this lacrima is designed to keep her in a comatose state.\Meaning that if she woke up, it would be inconvenient for someone?\So, what's her name?\It says Michelle Lobster. It's no mistake. This is her.\What? This girl is Michelle?!\So it seems.\She lost her family in an accident at the Lobster Plantation. She's their only daughter...\Michelle Lobster. response:	Hey, wait a second.
context: Meaning that if she woke up, it would be inconvenient for someone?\So, what's her name?\It says Michelle Lobster. It's no mistake. This is her.\What? This girl is Michelle?!\So it seems.\She lost her family in an accident at the Lobster Plantation. She's their only daughter...\Michelle Lobster.\Hey, wait a second. response:	Then who the hell is that with Lucy?!
context: So, what's her name?\It says Michelle Lobster. It's no mistake. This is her.\What? This girl is Michelle?!\So it seems.\She lost her family in an accident at the Lobster Plantation. She's their only daughter...\Michelle Lobster.\Hey, wait a second.\Then who the hell is that with Lucy?! response:	What's that?! The sound of bells? Coming from the sky?
context: It says Michelle Lobster. It's no mistake. This is her.\What? This girl is Michelle?!\So it seems.\She lost her family in an accident at the Lobster Plantation. She's their only daughter...\Michelle Lobster.\Hey, wait a second.\Then who the hell is that with Lucy?!\What's that?! The sound of bells? Coming from the sky? response:	Natsu, Natsu! That must mean it's lunchtime!
context: What? This girl is Michelle?!\So it seems.\She lost her family in an accident at the Lobster Plantation. She's their only daughter...\Michelle Lobster.\Hey, wait a second.\Then who the hell is that with Lucy?!\What's that?! The sound of bells? Coming from the sky?\Natsu, Natsu! That must mean it's lunchtime! response:	I'm hungry!
context: So it seems.\She lost her family in an accident at the Lobster Plantation. She's their only daughter...\Michelle Lobster.\Hey, wait a second.\Then who the hell is that with Lucy?!\What's that?! The sound of bells? Coming from the sky?\Natsu, Natsu! That must mean it's lunchtime!\I'm hungry! response:	Huh? Lunchtime already?
context: She lost her family in an accident at the Lobster Plantation. She's their only daughter...\Michelle Lobster.\Hey, wait a second.\Then who the hell is that with Lucy?!\What's that?! The sound of bells? Coming from the sky?\Natsu, Natsu! That must mean it's lunchtime!\I'm hungry!\Huh? Lunchtime already? response:	Alright! Then let's go out to eat somewhere, Lucy's treat!
context: Michelle Lobster.\Hey, wait a second.\Then who the hell is that with Lucy?!\What's that?! The sound of bells? Coming from the sky?\Natsu, Natsu! That must mean it's lunchtime!\I'm hungry!\Huh? Lunchtime already?\Alright! Then let's go out to eat somewhere, Lucy's treat! response:	Aye, sir! Hey, there's a giant fish flying through the air!
context: Hey, wait a second.\Then who the hell is that with Lucy?!\What's that?! The sound of bells? Coming from the sky?\Natsu, Natsu! That must mean it's lunchtime!\I'm hungry!\Huh? Lunchtime already?\Alright! Then let's go out to eat somewhere, Lucy's treat!\Aye, sir! Hey, there's a giant fish flying through the air! response:	Then that'll be our lunch!
context: Then who the hell is that with Lucy?!\What's that?! The sound of bells? Coming from the sky?\Natsu, Natsu! That must mean it's lunchtime!\I'm hungry!\Huh? Lunchtime already?\Alright! Then let's go out to eat somewhere, Lucy's treat!\Aye, sir! Hey, there's a giant fish flying through the air!\Then that'll be our lunch! response:	Next time: Unleashed Despair!
context: What's that?! The sound of bells? Coming from the sky?\Natsu, Natsu! That must mean it's lunchtime!\I'm hungry!\Huh? Lunchtime already?\Alright! Then let's go out to eat somewhere, Lucy's treat!\Aye, sir! Hey, there's a giant fish flying through the air!\Then that'll be our lunch!\Next time: Unleashed Despair! response:	I wonder if we can eat that...
context: Natsu, Natsu! That must mean it's lunchtime!\I'm hungry!\Huh? Lunchtime already?\Alright! Then let's go out to eat somewhere, Lucy's treat!\Aye, sir! Hey, there's a giant fish flying through the air!\Then that'll be our lunch!\Next time: Unleashed Despair!\I wonder if we can eat that... response:	If you're fired up, you can eat most things, right?
context: I'm hungry!\Huh? Lunchtime already?\Alright! Then let's go out to eat somewhere, Lucy's treat!\Aye, sir! Hey, there's a giant fish flying through the air!\Then that'll be our lunch!\Next time: Unleashed Despair!\I wonder if we can eat that...\If you're fired up, you can eat most things, right? response:	I don't know... That obviously looks like it'd be tough to chew...
