context: E-E-Everyone... response:	X791, Port Hargeon.
context: Natsu...\Romeo...\Are you sure you didn't wanna go?\Even if they do find Tenroujima... who knows if everyone is still alive?\Don't be like that! You need to have faith!\We haven't heard from them in seven years.\Well, well... Looks like there are even less people in here than usual.\This isn't a guild so much as a, what? A club? response:	Teebo! We agreed that I'd pay you next month!
context: Romeo...\Are you sure you didn't wanna go?\Even if they do find Tenroujima... who knows if everyone is still alive?\Don't be like that! You need to have faith!\We haven't heard from them in seven years.\Well, well... Looks like there are even less people in here than usual.\This isn't a guild so much as a, what? A club?\Teebo! We agreed that I'd pay you next month! response:	My master doesn't agree with those terms.
context: Are you sure you didn't wanna go?\Even if they do find Tenroujima... who knows if everyone is still alive?\Don't be like that! You need to have faith!\We haven't heard from them in seven years.\Well, well... Looks like there are even less people in here than usual.\This isn't a guild so much as a, what? A club?\Teebo! We agreed that I'd pay you next month!\My master doesn't agree with those terms. response:	He said payments have to be made when they're due. Nothing I can do about it.
context: Even if they do find Tenroujima... who knows if everyone is still alive?\Don't be like that! You need to have faith!\We haven't heard from them in seven years.\Well, well... Looks like there are even less people in here than usual.\This isn't a guild so much as a, what? A club?\Teebo! We agreed that I'd pay you next month!\My master doesn't agree with those terms.\He said payments have to be made when they're due. Nothing I can do about it. response:	You can all go to hell.
context: Don't be like that! You need to have faith!\We haven't heard from them in seven years.\Well, well... Looks like there are even less people in here than usual.\This isn't a guild so much as a, what? A club?\Teebo! We agreed that I'd pay you next month!\My master doesn't agree with those terms.\He said payments have to be made when they're due. Nothing I can do about it.\You can all go to hell. response:	Romeo, don't!
context: We haven't heard from them in seven years.\Well, well... Looks like there are even less people in here than usual.\This isn't a guild so much as a, what? A club?\Teebo! We agreed that I'd pay you next month!\My master doesn't agree with those terms.\He said payments have to be made when they're due. Nothing I can do about it.\You can all go to hell.\Romeo, don't! response:	We don't have the money to pay you!
context: Well, well... Looks like there are even less people in here than usual.\This isn't a guild so much as a, what? A club?\Teebo! We agreed that I'd pay you next month!\My master doesn't agree with those terms.\He said payments have to be made when they're due. Nothing I can do about it.\You can all go to hell.\Romeo, don't!\We don't have the money to pay you! response:	I don't like your attitude, you little brat.
context: This isn't a guild so much as a, what? A club?\Teebo! We agreed that I'd pay you next month!\My master doesn't agree with those terms.\He said payments have to be made when they're due. Nothing I can do about it.\You can all go to hell.\Romeo, don't!\We don't have the money to pay you!\I don't like your attitude, you little brat. response:	Letting punks like you walk all over us...
context: Teebo! We agreed that I'd pay you next month!\My master doesn't agree with those terms.\He said payments have to be made when they're due. Nothing I can do about it.\You can all go to hell.\Romeo, don't!\We don't have the money to pay you!\I don't like your attitude, you little brat.\Letting punks like you walk all over us... response:	My dad and everyone else are cowards!
context: My master doesn't agree with those terms.\He said payments have to be made when they're due. Nothing I can do about it.\You can all go to hell.\Romeo, don't!\We don't have the money to pay you!\I don't like your attitude, you little brat.\Letting punks like you walk all over us...\My dad and everyone else are cowards! response:	I'm gonna fight!
context: He said payments have to be made when they're due. Nothing I can do about it.\You can all go to hell.\Romeo, don't!\We don't have the money to pay you!\I don't like your attitude, you little brat.\Letting punks like you walk all over us...\My dad and everyone else are cowards!\I'm gonna fight! response:	'Cause at this rate, Fairy Tail's name will be disgraced!
context: You can all go to hell.\Romeo, don't!\We don't have the money to pay you!\I don't like your attitude, you little brat.\Letting punks like you walk all over us...\My dad and everyone else are cowards!\I'm gonna fight!\'Cause at this rate, Fairy Tail's name will be disgraced! response:	Romeo!
context: Romeo, don't!\We don't have the money to pay you!\I don't like your attitude, you little brat.\Letting punks like you walk all over us...\My dad and everyone else are cowards!\I'm gonna fight!\'Cause at this rate, Fairy Tail's name will be disgraced!\Romeo! response:	That idiot!
context: We don't have the money to pay you!\I don't like your attitude, you little brat.\Letting punks like you walk all over us...\My dad and everyone else are cowards!\I'm gonna fight!\'Cause at this rate, Fairy Tail's name will be disgraced!\Romeo!\That idiot! response:	That name's been dragged through the mud long ago...
context: I don't like your attitude, you little brat.\Letting punks like you walk all over us...\My dad and everyone else are cowards!\I'm gonna fight!\'Cause at this rate, Fairy Tail's name will be disgraced!\Romeo!\That idiot!\That name's been dragged through the mud long ago... response:	No!!
context: Letting punks like you walk all over us...\My dad and everyone else are cowards!\I'm gonna fight!\'Cause at this rate, Fairy Tail's name will be disgraced!\Romeo!\That idiot!\That name's been dragged through the mud long ago...\No!! response:	You assholes will never make it back up to our level as long as you live!
context: My dad and everyone else are cowards!\I'm gonna fight!\'Cause at this rate, Fairy Tail's name will be disgraced!\Romeo!\That idiot!\That name's been dragged through the mud long ago...\No!!\You assholes will never make it back up to our level as long as you live! response:	Who the hell...?!
context: I'm gonna fight!\'Cause at this rate, Fairy Tail's name will be disgraced!\Romeo!\That idiot!\That name's been dragged through the mud long ago...\No!!\You assholes will never make it back up to our level as long as you live!\Who the hell...?! response:	We're home!
context: 'Cause at this rate, Fairy Tail's name will be disgraced!\Romeo!\That idiot!\That name's been dragged through the mud long ago...\No!!\You assholes will never make it back up to our level as long as you live!\Who the hell...?!\We're home! response:	Sorry it took us so long, everyone!
context: Romeo!\That idiot!\That name's been dragged through the mud long ago...\No!!\You assholes will never make it back up to our level as long as you live!\Who the hell...?!\We're home!\Sorry it took us so long, everyone! response:	What is this tiny guild?!
context: That idiot!\That name's been dragged through the mud long ago...\No!!\You assholes will never make it back up to our level as long as you live!\Who the hell...?!\We're home!\Sorry it took us so long, everyone!\What is this tiny guild?! response:	For real?!
context: That name's been dragged through the mud long ago...\No!!\You assholes will never make it back up to our level as long as you live!\Who the hell...?!\We're home!\Sorry it took us so long, everyone!\What is this tiny guild?!\For real?! response:	You're all so young!
context: No!!\You assholes will never make it back up to our level as long as you live!\Who the hell...?!\We're home!\Sorry it took us so long, everyone!\What is this tiny guild?!\For real?!\You're all so young! response:	You haven't changed in seven years!
context: You assholes will never make it back up to our level as long as you live!\Who the hell...?!\We're home!\Sorry it took us so long, everyone!\What is this tiny guild?!\For real?!\You're all so young!\You haven't changed in seven years! response:	What happened?!
context: Who the hell...?!\We're home!\Sorry it took us so long, everyone!\What is this tiny guild?!\For real?!\You're all so young!\You haven't changed in seven years!\What happened?! response:	Um...
context: We're home!\Sorry it took us so long, everyone!\What is this tiny guild?!\For real?!\You're all so young!\You haven't changed in seven years!\What happened?!\Um... response:	Natsu! Wake up! Come on!
context: Sorry it took us so long, everyone!\What is this tiny guild?!\For real?!\You're all so young!\You haven't changed in seven years!\What happened?!\Um...\Natsu! Wake up! Come on! response:	Open your eyes, you bastard!
context: What is this tiny guild?!\For real?!\You're all so young!\You haven't changed in seven years!\What happened?!\Um...\Natsu! Wake up! Come on!\Open your eyes, you bastard! response:	Shut up!
context: For real?!\You're all so young!\You haven't changed in seven years!\What happened?!\Um...\Natsu! Wake up! Come on!\Open your eyes, you bastard!\Shut up! response:	Natsu!
context: You're all so young!\You haven't changed in seven years!\What happened?!\Um...\Natsu! Wake up! Come on!\Open your eyes, you bastard!\Shut up!\Natsu! response:	What the hell is goin' on?!
context: You haven't changed in seven years!\What happened?!\Um...\Natsu! Wake up! Come on!\Open your eyes, you bastard!\Shut up!\Natsu!\What the hell is goin' on?! response:	What are you guys doin' here?
context: What happened?!\Um...\Natsu! Wake up! Come on!\Open your eyes, you bastard!\Shut up!\Natsu!\What the hell is goin' on?!\What are you guys doin' here? response:	And have you aged some?!
context: Um...\Natsu! Wake up! Come on!\Open your eyes, you bastard!\Shut up!\Natsu!\What the hell is goin' on?!\What are you guys doin' here?\And have you aged some?! response:	You haven't changed a bit!
context: Natsu! Wake up! Come on!\Open your eyes, you bastard!\Shut up!\Natsu!\What the hell is goin' on?!\What are you guys doin' here?\And have you aged some?!\You haven't changed a bit! response:	Droy, you got fa...
context: Open your eyes, you bastard!\Shut up!\Natsu!\What the hell is goin' on?!\What are you guys doin' here?\And have you aged some?!\You haven't changed a bit!\Droy, you got fa... response:	Huh? Is it morning already?
context: Shut up!\Natsu!\What the hell is goin' on?!\What are you guys doin' here?\And have you aged some?!\You haven't changed a bit!\Droy, you got fa...\Huh? Is it morning already? response:	Where's my fish?
context: Natsu!\What the hell is goin' on?!\What are you guys doin' here?\And have you aged some?!\You haven't changed a bit!\Droy, you got fa...\Huh? Is it morning already?\Where's my fish? response:	Happy!
context: What the hell is goin' on?!\What are you guys doin' here?\And have you aged some?!\You haven't changed a bit!\Droy, you got fa...\Huh? Is it morning already?\Where's my fish?\Happy! response:	Wait a second! We just got hit by Acnologia's attack and, uh...
context: What are you guys doin' here?\And have you aged some?!\You haven't changed a bit!\Droy, you got fa...\Huh? Is it morning already?\Where's my fish?\Happy!\Wait a second! We just got hit by Acnologia's attack and, uh... response:	Where's everyone else?!
context: And have you aged some?!\You haven't changed a bit!\Droy, you got fa...\Huh? Is it morning already?\Where's my fish?\Happy!\Wait a second! We just got hit by Acnologia's attack and, uh...\Where's everyone else?! response:	Over here.
context: You haven't changed a bit!\Droy, you got fa...\Huh? Is it morning already?\Where's my fish?\Happy!\Wait a second! We just got hit by Acnologia's attack and, uh...\Where's everyone else?!\Over here. response:	Who...?
context: Droy, you got fa...\Huh? Is it morning already?\Where's my fish?\Happy!\Wait a second! We just got hit by Acnologia's attack and, uh...\Where's everyone else?!\Over here.\Who...? response:	My name is Mavis.
context: Huh? Is it morning already?\Where's my fish?\Happy!\Wait a second! We just got hit by Acnologia's attack and, uh...\Where's everyone else?!\Over here.\Who...?\My name is Mavis. response:	The first master of Fairy Tail, Mavis Vermilion.
context: Where's my fish?\Happy!\Wait a second! We just got hit by Acnologia's attack and, uh...\Where's everyone else?!\Over here.\Who...?\My name is Mavis.\The first master of Fairy Tail, Mavis Vermilion. response:	At the time, I took the bond between you and the faith you have in one another,
context: Happy!\Wait a second! We just got hit by Acnologia's attack and, uh...\Where's everyone else?!\Over here.\Who...?\My name is Mavis.\The first master of Fairy Tail, Mavis Vermilion.\At the time, I took the bond between you and the faith you have in one another, response:	and converted it all to magic power.
context: Wait a second! We just got hit by Acnologia's attack and, uh...\Where's everyone else?!\Over here.\Who...?\My name is Mavis.\The first master of Fairy Tail, Mavis Vermilion.\At the time, I took the bond between you and the faith you have in one another,\and converted it all to magic power. response:	Your feelings activated Fairy Sphere, one of the Three Great Fairy Magics.
context: Where's everyone else?!\Over here.\Who...?\My name is Mavis.\The first master of Fairy Tail, Mavis Vermilion.\At the time, I took the bond between you and the faith you have in one another,\and converted it all to magic power.\Your feelings activated Fairy Sphere, one of the Three Great Fairy Magics. response:	It's Absolute Defense magic that protects the guild against all evil.
context: Over here.\Who...?\My name is Mavis.\The first master of Fairy Tail, Mavis Vermilion.\At the time, I took the bond between you and the faith you have in one another,\and converted it all to magic power.\Your feelings activated Fairy Sphere, one of the Three Great Fairy Magics.\It's Absolute Defense magic that protects the guild against all evil. response:	However, everyone was sealed away in a frozen state...
context: Who...?\My name is Mavis.\The first master of Fairy Tail, Mavis Vermilion.\At the time, I took the bond between you and the faith you have in one another,\and converted it all to magic power.\Your feelings activated Fairy Sphere, one of the Three Great Fairy Magics.\It's Absolute Defense magic that protects the guild against all evil.\However, everyone was sealed away in a frozen state... response:	Of all things... The founder protected us...
context: My name is Mavis.\The first master of Fairy Tail, Mavis Vermilion.\At the time, I took the bond between you and the faith you have in one another,\and converted it all to magic power.\Your feelings activated Fairy Sphere, one of the Three Great Fairy Magics.\It's Absolute Defense magic that protects the guild against all evil.\However, everyone was sealed away in a frozen state...\Of all things... The founder protected us... response:	No. I'm an astral body.
context: The first master of Fairy Tail, Mavis Vermilion.\At the time, I took the bond between you and the faith you have in one another,\and converted it all to magic power.\Your feelings activated Fairy Sphere, one of the Three Great Fairy Magics.\It's Absolute Defense magic that protects the guild against all evil.\However, everyone was sealed away in a frozen state...\Of all things... The founder protected us...\No. I'm an astral body. response:	It was all I could do to transform everyone's power into magic.
context: At the time, I took the bond between you and the faith you have in one another,\and converted it all to magic power.\Your feelings activated Fairy Sphere, one of the Three Great Fairy Magics.\It's Absolute Defense magic that protects the guild against all evil.\However, everyone was sealed away in a frozen state...\Of all things... The founder protected us...\No. I'm an astral body.\It was all I could do to transform everyone's power into magic. response:	Unwavering faith and a strong bond between you
context: and converted it all to magic power.\Your feelings activated Fairy Sphere, one of the Three Great Fairy Magics.\It's Absolute Defense magic that protects the guild against all evil.\However, everyone was sealed away in a frozen state...\Of all things... The founder protected us...\No. I'm an astral body.\It was all I could do to transform everyone's power into magic.\Unwavering faith and a strong bond between you response:	will even win a miracle over to your side.
context: Your feelings activated Fairy Sphere, one of the Three Great Fairy Magics.\It's Absolute Defense magic that protects the guild against all evil.\However, everyone was sealed away in a frozen state...\Of all things... The founder protected us...\No. I'm an astral body.\It was all I could do to transform everyone's power into magic.\Unwavering faith and a strong bond between you\will even win a miracle over to your side. response:	Fairy Tail has become a fine guild, hasn't it, 3rd Master?
context: It's Absolute Defense magic that protects the guild against all evil.\However, everyone was sealed away in a frozen state...\Of all things... The founder protected us...\No. I'm an astral body.\It was all I could do to transform everyone's power into magic.\Unwavering faith and a strong bond between you\will even win a miracle over to your side.\Fairy Tail has become a fine guild, hasn't it, 3rd Master? response:	And then she was gone...
context: However, everyone was sealed away in a frozen state...\Of all things... The founder protected us...\No. I'm an astral body.\It was all I could do to transform everyone's power into magic.\Unwavering faith and a strong bond between you\will even win a miracle over to your side.\Fairy Tail has become a fine guild, hasn't it, 3rd Master?\And then she was gone... response:	You've gotten big, huh, Romeo?
context: Of all things... The founder protected us...\No. I'm an astral body.\It was all I could do to transform everyone's power into magic.\Unwavering faith and a strong bond between you\will even win a miracle over to your side.\Fairy Tail has become a fine guild, hasn't it, 3rd Master?\And then she was gone...\You've gotten big, huh, Romeo? response:	Seven years have passed since then?! You gotta be kiddin' me!
context: No. I'm an astral body.\It was all I could do to transform everyone's power into magic.\Unwavering faith and a strong bond between you\will even win a miracle over to your side.\Fairy Tail has become a fine guild, hasn't it, 3rd Master?\And then she was gone...\You've gotten big, huh, Romeo?\Seven years have passed since then?! You gotta be kiddin' me! response:	And yet, it seems to be the truth.
context: It was all I could do to transform everyone's power into magic.\Unwavering faith and a strong bond between you\will even win a miracle over to your side.\Fairy Tail has become a fine guild, hasn't it, 3rd Master?\And then she was gone...\You've gotten big, huh, Romeo?\Seven years have passed since then?! You gotta be kiddin' me!\And yet, it seems to be the truth. response:	Then we all aged seven years without knowing it?
context: Unwavering faith and a strong bond between you\will even win a miracle over to your side.\Fairy Tail has become a fine guild, hasn't it, 3rd Master?\And then she was gone...\You've gotten big, huh, Romeo?\Seven years have passed since then?! You gotta be kiddin' me!\And yet, it seems to be the truth.\Then we all aged seven years without knowing it? response:	Time stopped in the bubble, so our ages are still the same.
context: will even win a miracle over to your side.\Fairy Tail has become a fine guild, hasn't it, 3rd Master?\And then she was gone...\You've gotten big, huh, Romeo?\Seven years have passed since then?! You gotta be kiddin' me!\And yet, it seems to be the truth.\Then we all aged seven years without knowing it?\Time stopped in the bubble, so our ages are still the same. response:	But everyone else is seven years older, right?
context: Fairy Tail has become a fine guild, hasn't it, 3rd Master?\And then she was gone...\You've gotten big, huh, Romeo?\Seven years have passed since then?! You gotta be kiddin' me!\And yet, it seems to be the truth.\Then we all aged seven years without knowing it?\Time stopped in the bubble, so our ages are still the same.\But everyone else is seven years older, right? response:	So what age should we say we are?!
context: And then she was gone...\You've gotten big, huh, Romeo?\Seven years have passed since then?! You gotta be kiddin' me!\And yet, it seems to be the truth.\Then we all aged seven years without knowing it?\Time stopped in the bubble, so our ages are still the same.\But everyone else is seven years older, right?\So what age should we say we are?! response:	Next time: The Seven-Year Gap
context: You've gotten big, huh, Romeo?\Seven years have passed since then?! You gotta be kiddin' me!\And yet, it seems to be the truth.\Then we all aged seven years without knowing it?\Time stopped in the bubble, so our ages are still the same.\But everyone else is seven years older, right?\So what age should we say we are?!\Next time: The Seven-Year Gap response:	Just say something like, I'm eternally young!
context: Seven years have passed since then?! You gotta be kiddin' me!\And yet, it seems to be the truth.\Then we all aged seven years without knowing it?\Time stopped in the bubble, so our ages are still the same.\But everyone else is seven years older, right?\So what age should we say we are?!\Next time: The Seven-Year Gap\Just say something like, I'm eternally young! response:	You expect Gramps to say that, too?!
context: And yet, it seems to be the truth.\Then we all aged seven years without knowing it?\Time stopped in the bubble, so our ages are still the same.\But everyone else is seven years older, right?\So what age should we say we are?!\Next time: The Seven-Year Gap\Just say something like, I'm eternally young!\You expect Gramps to say that, too?! response:	Yeah, that'd be kind of a stretch.
