context: Oh boy... response:	At least we're still alive.
context: I'm a bit jealous, though...\Are you conscious? Can you stand?\So foolish...\By your coming here, Inuyasha will lose you forever.\What're you saying?!\Inuyasha is trying so hard to save you! Yet you!\Kikyo...\No, Inuyasha! response:	Don't kill it!
context: Are you conscious? Can you stand?\So foolish...\By your coming here, Inuyasha will lose you forever.\What're you saying?!\Inuyasha is trying so hard to save you! Yet you!\Kikyo...\No, Inuyasha!\Don't kill it! response:	Inuyasha!
context: So foolish...\By your coming here, Inuyasha will lose you forever.\What're you saying?!\Inuyasha is trying so hard to save you! Yet you!\Kikyo...\No, Inuyasha!\Don't kill it!\Inuyasha! response:	Kikyo...!
context: By your coming here, Inuyasha will lose you forever.\What're you saying?!\Inuyasha is trying so hard to save you! Yet you!\Kikyo...\No, Inuyasha!\Don't kill it!\Inuyasha!\Kikyo...! response:	What?!
context: What're you saying?!\Inuyasha is trying so hard to save you! Yet you!\Kikyo...\No, Inuyasha!\Don't kill it!\Inuyasha!\Kikyo...!\What?! response:	The spell is broken!
context: Inuyasha is trying so hard to save you! Yet you!\Kikyo...\No, Inuyasha!\Don't kill it!\Inuyasha!\Kikyo...!\What?!\The spell is broken! response:	The miasma is disintegrating!
context: Kikyo...\No, Inuyasha!\Don't kill it!\Inuyasha!\Kikyo...!\What?!\The spell is broken!\The miasma is disintegrating! response:	Inuyasha!
context: No, Inuyasha!\Don't kill it!\Inuyasha!\Kikyo...!\What?!\The spell is broken!\The miasma is disintegrating!\Inuyasha! response:	Kagome!
context: Don't kill it!\Inuyasha!\Kikyo...!\What?!\The spell is broken!\The miasma is disintegrating!\Inuyasha!\Kagome! response:	Are you okay?
context: Inuyasha!\Kikyo...!\What?!\The spell is broken!\The miasma is disintegrating!\Inuyasha!\Kagome!\Are you okay? response:	Yes... but Kikyo was!
context: Kikyo...!\What?!\The spell is broken!\The miasma is disintegrating!\Inuyasha!\Kagome!\Are you okay?\Yes... but Kikyo was! response:	Look!
context: What?!\The spell is broken!\The miasma is disintegrating!\Inuyasha!\Kagome!\Are you okay?\Yes... but Kikyo was!\Look! response:	Naraku!
context: The spell is broken!\The miasma is disintegrating!\Inuyasha!\Kagome!\Are you okay?\Yes... but Kikyo was!\Look!\Naraku! response:	Since you destroyed his body, Kagome...
context: The miasma is disintegrating!\Inuyasha!\Kagome!\Are you okay?\Yes... but Kikyo was!\Look!\Naraku!\Since you destroyed his body, Kagome... response:	Naraku needed to create a new body for himself...
context: Inuyasha!\Kagome!\Are you okay?\Yes... but Kikyo was!\Look!\Naraku!\Since you destroyed his body, Kagome...\Naraku needed to create a new body for himself... response:	That's why he used the Fuko spell!
context: Kagome!\Are you okay?\Yes... but Kikyo was!\Look!\Naraku!\Since you destroyed his body, Kagome...\Naraku needed to create a new body for himself...\That's why he used the Fuko spell! response:	So the mountain miasma lured you...
context: Are you okay?\Yes... but Kikyo was!\Look!\Naraku!\Since you destroyed his body, Kagome...\Naraku needed to create a new body for himself...\That's why he used the Fuko spell!\So the mountain miasma lured you... response:	and you entered the cave upon which I had cast my spell.
context: Yes... but Kikyo was!\Look!\Naraku!\Since you destroyed his body, Kagome...\Naraku needed to create a new body for himself...\That's why he used the Fuko spell!\So the mountain miasma lured you...\and you entered the cave upon which I had cast my spell. response:	Inuyasha...
context: Look!\Naraku!\Since you destroyed his body, Kagome...\Naraku needed to create a new body for himself...\That's why he used the Fuko spell!\So the mountain miasma lured you...\and you entered the cave upon which I had cast my spell.\Inuyasha... response:	you could have fused into this body, too.
context: Naraku!\Since you destroyed his body, Kagome...\Naraku needed to create a new body for himself...\That's why he used the Fuko spell!\So the mountain miasma lured you...\and you entered the cave upon which I had cast my spell.\Inuyasha...\you could have fused into this body, too. response:	Is this the woman who broke the spell?
context: Since you destroyed his body, Kagome...\Naraku needed to create a new body for himself...\That's why he used the Fuko spell!\So the mountain miasma lured you...\and you entered the cave upon which I had cast my spell.\Inuyasha...\you could have fused into this body, too.\Is this the woman who broke the spell? response:	Thanks to her, I'm able to possess a new body.
context: Naraku needed to create a new body for himself...\That's why he used the Fuko spell!\So the mountain miasma lured you...\and you entered the cave upon which I had cast my spell.\Inuyasha...\you could have fused into this body, too.\Is this the woman who broke the spell?\Thanks to her, I'm able to possess a new body. response:	Don't be stupid!
context: That's why he used the Fuko spell!\So the mountain miasma lured you...\and you entered the cave upon which I had cast my spell.\Inuyasha...\you could have fused into this body, too.\Is this the woman who broke the spell?\Thanks to her, I'm able to possess a new body.\Don't be stupid! response:	The spell was broken...
context: So the mountain miasma lured you...\and you entered the cave upon which I had cast my spell.\Inuyasha...\you could have fused into this body, too.\Is this the woman who broke the spell?\Thanks to her, I'm able to possess a new body.\Don't be stupid!\The spell was broken... response:	so that Kikyo could save Inuyasha!
context: and you entered the cave upon which I had cast my spell.\Inuyasha...\you could have fused into this body, too.\Is this the woman who broke the spell?\Thanks to her, I'm able to possess a new body.\Don't be stupid!\The spell was broken...\so that Kikyo could save Inuyasha! response:	It looks like this woman is Kikyo...
context: Inuyasha...\you could have fused into this body, too.\Is this the woman who broke the spell?\Thanks to her, I'm able to possess a new body.\Don't be stupid!\The spell was broken...\so that Kikyo could save Inuyasha!\It looks like this woman is Kikyo... response:	the one who followed you in death fifty years ago.
context: you could have fused into this body, too.\Is this the woman who broke the spell?\Thanks to her, I'm able to possess a new body.\Don't be stupid!\The spell was broken...\so that Kikyo could save Inuyasha!\It looks like this woman is Kikyo...\the one who followed you in death fifty years ago. response:	You bastard!
context: Is this the woman who broke the spell?\Thanks to her, I'm able to possess a new body.\Don't be stupid!\The spell was broken...\so that Kikyo could save Inuyasha!\It looks like this woman is Kikyo...\the one who followed you in death fifty years ago.\You bastard! response:	Do not touch Kikyo...
context: Thanks to her, I'm able to possess a new body.\Don't be stupid!\The spell was broken...\so that Kikyo could save Inuyasha!\It looks like this woman is Kikyo...\the one who followed you in death fifty years ago.\You bastard!\Do not touch Kikyo... response:	with your filthy hands!
context: Don't be stupid!\The spell was broken...\so that Kikyo could save Inuyasha!\It looks like this woman is Kikyo...\the one who followed you in death fifty years ago.\You bastard!\Do not touch Kikyo...\with your filthy hands! response:	Inuyasha!
context: The spell was broken...\so that Kikyo could save Inuyasha!\It looks like this woman is Kikyo...\the one who followed you in death fifty years ago.\You bastard!\Do not touch Kikyo...\with your filthy hands!\Inuyasha! response:	Damn...damn it all!
context: so that Kikyo could save Inuyasha!\It looks like this woman is Kikyo...\the one who followed you in death fifty years ago.\You bastard!\Do not touch Kikyo...\with your filthy hands!\Inuyasha!\Damn...damn it all! response:	I don't understand...
context: It looks like this woman is Kikyo...\the one who followed you in death fifty years ago.\You bastard!\Do not touch Kikyo...\with your filthy hands!\Inuyasha!\Damn...damn it all!\I don't understand... response:	If it's true that Kikyo wanted to save Inuyasha...
context: the one who followed you in death fifty years ago.\You bastard!\Do not touch Kikyo...\with your filthy hands!\Inuyasha!\Damn...damn it all!\I don't understand...\If it's true that Kikyo wanted to save Inuyasha... response:	instead of breaking the spell...
context: You bastard!\Do not touch Kikyo...\with your filthy hands!\Inuyasha!\Damn...damn it all!\I don't understand...\If it's true that Kikyo wanted to save Inuyasha...\instead of breaking the spell... response:	why didn't she aim the arrow at the demon Kodoku?
context: Do not touch Kikyo...\with your filthy hands!\Inuyasha!\Damn...damn it all!\I don't understand...\If it's true that Kikyo wanted to save Inuyasha...\instead of breaking the spell...\why didn't she aim the arrow at the demon Kodoku? response:	Instead, Kikyo broke the spell...
context: with your filthy hands!\Inuyasha!\Damn...damn it all!\I don't understand...\If it's true that Kikyo wanted to save Inuyasha...\instead of breaking the spell...\why didn't she aim the arrow at the demon Kodoku?\Instead, Kikyo broke the spell... response:	and enabled me to possess a new body...
context: Inuyasha!\Damn...damn it all!\I don't understand...\If it's true that Kikyo wanted to save Inuyasha...\instead of breaking the spell...\why didn't she aim the arrow at the demon Kodoku?\Instead, Kikyo broke the spell...\and enabled me to possess a new body... response:	Naraku now possesses a new body.
context: Damn...damn it all!\I don't understand...\If it's true that Kikyo wanted to save Inuyasha...\instead of breaking the spell...\why didn't she aim the arrow at the demon Kodoku?\Instead, Kikyo broke the spell...\and enabled me to possess a new body...\Naraku now possesses a new body. response:	His renewed power seizes upon the dark side of our hearts.
context: I don't understand...\If it's true that Kikyo wanted to save Inuyasha...\instead of breaking the spell...\why didn't she aim the arrow at the demon Kodoku?\Instead, Kikyo broke the spell...\and enabled me to possess a new body...\Naraku now possesses a new body.\His renewed power seizes upon the dark side of our hearts. response:	Inuyasha's feelings for Kikyo...
context: If it's true that Kikyo wanted to save Inuyasha...\instead of breaking the spell...\why didn't she aim the arrow at the demon Kodoku?\Instead, Kikyo broke the spell...\and enabled me to possess a new body...\Naraku now possesses a new body.\His renewed power seizes upon the dark side of our hearts.\Inuyasha's feelings for Kikyo... response:	Miroku's weakness, his Wind Tunnel...
context: instead of breaking the spell...\why didn't she aim the arrow at the demon Kodoku?\Instead, Kikyo broke the spell...\and enabled me to possess a new body...\Naraku now possesses a new body.\His renewed power seizes upon the dark side of our hearts.\Inuyasha's feelings for Kikyo...\Miroku's weakness, his Wind Tunnel... response:	Sango, still troubled by Kohaku's phantom.
context: why didn't she aim the arrow at the demon Kodoku?\Instead, Kikyo broke the spell...\and enabled me to possess a new body...\Naraku now possesses a new body.\His renewed power seizes upon the dark side of our hearts.\Inuyasha's feelings for Kikyo...\Miroku's weakness, his Wind Tunnel...\Sango, still troubled by Kohaku's phantom. response:	Kikyo, are you going to save us?
context: Instead, Kikyo broke the spell...\and enabled me to possess a new body...\Naraku now possesses a new body.\His renewed power seizes upon the dark side of our hearts.\Inuyasha's feelings for Kikyo...\Miroku's weakness, his Wind Tunnel...\Sango, still troubled by Kohaku's phantom.\Kikyo, are you going to save us? response:	Those are the Sacred Jewel fragments that we've gathered!
context: and enabled me to possess a new body...\Naraku now possesses a new body.\His renewed power seizes upon the dark side of our hearts.\Inuyasha's feelings for Kikyo...\Miroku's weakness, his Wind Tunnel...\Sango, still troubled by Kohaku's phantom.\Kikyo, are you going to save us?\Those are the Sacred Jewel fragments that we've gathered! response:	What're you going to do with them?!
context: Naraku now possesses a new body.\His renewed power seizes upon the dark side of our hearts.\Inuyasha's feelings for Kikyo...\Miroku's weakness, his Wind Tunnel...\Sango, still troubled by Kohaku's phantom.\Kikyo, are you going to save us?\Those are the Sacred Jewel fragments that we've gathered!\What're you going to do with them?! response:	Next on Inuyasha: Kikyo, Captured by Naraku!
context: His renewed power seizes upon the dark side of our hearts.\Inuyasha's feelings for Kikyo...\Miroku's weakness, his Wind Tunnel...\Sango, still troubled by Kohaku's phantom.\Kikyo, are you going to save us?\Those are the Sacred Jewel fragments that we've gathered!\What're you going to do with them?!\Next on Inuyasha: Kikyo, Captured by Naraku! response:	Don't miss it!
