context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: What the heck is going on?\ANTIBODY MANUAL\HISTAMINE HANDLING MANUAL\IMMUNOREACTION\I've never seen numbers like this.\MAST CELL: Also known as Fat Cell. Releases chemical mediators, such as histamines and leukotrienes in reaction to the production of excessive IgE. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell. response:	Releases chemical mediators, such as histamines and leukotrienes
context: ANTIBODY MANUAL\HISTAMINE HANDLING MANUAL\IMMUNOREACTION\I've never seen numbers like this.\MAST CELL: Also known as Fat Cell. Releases chemical mediators, such as histamines and leukotrienes in reaction to the production of excessive IgE. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell.\Releases chemical mediators, such as histamines and leukotrienes response:	in reaction to the production of excessive IgE.
context: HISTAMINE HANDLING MANUAL\IMMUNOREACTION\I've never seen numbers like this.\MAST CELL: Also known as Fat Cell. Releases chemical mediators, such as histamines and leukotrienes in reaction to the production of excessive IgE. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell.\Releases chemical mediators, such as histamines and leukotrienes\in reaction to the production of excessive IgE. response:	Despite being known as Fat Cells, they have nothing to do with fat.
context: IMMUNOREACTION\I've never seen numbers like this.\MAST CELL: Also known as Fat Cell. Releases chemical mediators, such as histamines and leukotrienes in reaction to the production of excessive IgE. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell.\Releases chemical mediators, such as histamines and leukotrienes\in reaction to the production of excessive IgE.\Despite being known as Fat Cells, they have nothing to do with fat. response:	HISTAMINE HANDLING MANUAL
context: I've never seen numbers like this.\MAST CELL: Also known as Fat Cell. Releases chemical mediators, such as histamines and leukotrienes in reaction to the production of excessive IgE. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell.\Releases chemical mediators, such as histamines and leukotrienes\in reaction to the production of excessive IgE.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE HANDLING MANUAL response:	But it does say to produce histamines commensurate with the amount of IgE...
context: MAST CELL: Also known as Fat Cell. Releases chemical mediators, such as histamines and leukotrienes in reaction to the production of excessive IgE. Despite being known as Fat Cells, they have nothing to do with fat.\Mast Cell.\Also known as Fat Cell.\Releases chemical mediators, such as histamines and leukotrienes\in reaction to the production of excessive IgE.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE HANDLING MANUAL\But it does say to produce histamines commensurate with the amount of IgE... response:	Okay. Hold on a second. First, let's calm down.
context: Mast Cell.\Also known as Fat Cell.\Releases chemical mediators, such as histamines and leukotrienes\in reaction to the production of excessive IgE.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE HANDLING MANUAL\But it does say to produce histamines commensurate with the amount of IgE...\Okay. Hold on a second. First, let's calm down. response:	That's right. You'll be fine. You can do it if you try.
context: Also known as Fat Cell.\Releases chemical mediators, such as histamines and leukotrienes\in reaction to the production of excessive IgE.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE HANDLING MANUAL\But it does say to produce histamines commensurate with the amount of IgE...\Okay. Hold on a second. First, let's calm down.\That's right. You'll be fine. You can do it if you try. response:	No panicking allowed.
context: Releases chemical mediators, such as histamines and leukotrienes\in reaction to the production of excessive IgE.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE HANDLING MANUAL\But it does say to produce histamines commensurate with the amount of IgE...\Okay. Hold on a second. First, let's calm down.\That's right. You'll be fine. You can do it if you try.\No panicking allowed. response:	All I have to do is follow the manual.
context: in reaction to the production of excessive IgE.\Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE HANDLING MANUAL\But it does say to produce histamines commensurate with the amount of IgE...\Okay. Hold on a second. First, let's calm down.\That's right. You'll be fine. You can do it if you try.\No panicking allowed.\All I have to do is follow the manual. response:	Because that's my job!
context: Despite being known as Fat Cells, they have nothing to do with fat.\HISTAMINE HANDLING MANUAL\But it does say to produce histamines commensurate with the amount of IgE...\Okay. Hold on a second. First, let's calm down.\That's right. You'll be fine. You can do it if you try.\No panicking allowed.\All I have to do is follow the manual.\Because that's my job! response:	About this much, perhaps?
context: HISTAMINE HANDLING MANUAL\But it does say to produce histamines commensurate with the amount of IgE...\Okay. Hold on a second. First, let's calm down.\That's right. You'll be fine. You can do it if you try.\No panicking allowed.\All I have to do is follow the manual.\Because that's my job!\About this much, perhaps? response:	Well, at any rate,
context: But it does say to produce histamines commensurate with the amount of IgE...\Okay. Hold on a second. First, let's calm down.\That's right. You'll be fine. You can do it if you try.\No panicking allowed.\All I have to do is follow the manual.\Because that's my job!\About this much, perhaps?\Well, at any rate, response:	excessive use of IgE antibodies...
context: Okay. Hold on a second. First, let's calm down.\That's right. You'll be fine. You can do it if you try.\No panicking allowed.\All I have to do is follow the manual.\Because that's my job!\About this much, perhaps?\Well, at any rate,\excessive use of IgE antibodies... response:	How should I put it, that's not good, right?
context: That's right. You'll be fine. You can do it if you try.\No panicking allowed.\All I have to do is follow the manual.\Because that's my job!\About this much, perhaps?\Well, at any rate,\excessive use of IgE antibodies...\How should I put it, that's not good, right? response:	Most likely.
context: No panicking allowed.\All I have to do is follow the manual.\Because that's my job!\About this much, perhaps?\Well, at any rate,\excessive use of IgE antibodies...\How should I put it, that's not good, right?\Most likely. response:	Hey B Cell!
context: All I have to do is follow the manual.\Because that's my job!\About this much, perhaps?\Well, at any rate,\excessive use of IgE antibodies...\How should I put it, that's not good, right?\Most likely.\Hey B Cell! response:	Seems like it's not a good idea to use too much of that!
context: Because that's my job!\About this much, perhaps?\Well, at any rate,\excessive use of IgE antibodies...\How should I put it, that's not good, right?\Most likely.\Hey B Cell!\Seems like it's not a good idea to use too much of that! response:	I don't understand, but the legend says...
context: About this much, perhaps?\Well, at any rate,\excessive use of IgE antibodies...\How should I put it, that's not good, right?\Most likely.\Hey B Cell!\Seems like it's not a good idea to use too much of that!\I don't understand, but the legend says... response:	Huh? Legend?
context: Well, at any rate,\excessive use of IgE antibodies...\How should I put it, that's not good, right?\Most likely.\Hey B Cell!\Seems like it's not a good idea to use too much of that!\I don't understand, but the legend says...\Huh? Legend? response:	It'll be fine!
context: excessive use of IgE antibodies...\How should I put it, that's not good, right?\Most likely.\Hey B Cell!\Seems like it's not a good idea to use too much of that!\I don't understand, but the legend says...\Huh? Legend?\It'll be fine! response:	Hey, either way, no worries!
context: How should I put it, that's not good, right?\Most likely.\Hey B Cell!\Seems like it's not a good idea to use too much of that!\I don't understand, but the legend says...\Huh? Legend?\It'll be fine!\Hey, either way, no worries! response:	Look, the histamines are about to come into play!
context: Most likely.\Hey B Cell!\Seems like it's not a good idea to use too much of that!\I don't understand, but the legend says...\Huh? Legend?\It'll be fine!\Hey, either way, no worries!\Look, the histamines are about to come into play! response:	That'll cause inflammation and eliminate the allergens!
context: Hey B Cell!\Seems like it's not a good idea to use too much of that!\I don't understand, but the legend says...\Huh? Legend?\It'll be fine!\Hey, either way, no worries!\Look, the histamines are about to come into play!\That'll cause inflammation and eliminate the allergens! response:	It's retracting.
context: Seems like it's not a good idea to use too much of that!\I don't understand, but the legend says...\Huh? Legend?\It'll be fine!\Hey, either way, no worries!\Look, the histamines are about to come into play!\That'll cause inflammation and eliminate the allergens!\It's retracting. response:	They're just gonna change the nozzle probably.
context: I don't understand, but the legend says...\Huh? Legend?\It'll be fine!\Hey, either way, no worries!\Look, the histamines are about to come into play!\That'll cause inflammation and eliminate the allergens!\It's retracting.\They're just gonna change the nozzle probably. response:	HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.
context: Huh? Legend?\It'll be fine!\Hey, either way, no worries!\Look, the histamines are about to come into play!\That'll cause inflammation and eliminate the allergens!\It's retracting.\They're just gonna change the nozzle probably.\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury. response:	Histamine.
context: It'll be fine!\Hey, either way, no worries!\Look, the histamines are about to come into play!\That'll cause inflammation and eliminate the allergens!\It's retracting.\They're just gonna change the nozzle probably.\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine. response:	A chemical substance released by Mast Cells upon recognizing foreign substances or injury.
context: Hey, either way, no worries!\Look, the histamines are about to come into play!\That'll cause inflammation and eliminate the allergens!\It's retracting.\They're just gonna change the nozzle probably.\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury. response:	Is this that great rainfall?
context: Look, the histamines are about to come into play!\That'll cause inflammation and eliminate the allergens!\It's retracting.\They're just gonna change the nozzle probably.\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Is this that great rainfall? response:	It might be!
context: That'll cause inflammation and eliminate the allergens!\It's retracting.\They're just gonna change the nozzle probably.\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Is this that great rainfall?\It might be! response:	Cedar...
context: It's retracting.\They're just gonna change the nozzle probably.\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Is this that great rainfall?\It might be!\Cedar... response:	Cedar...
context: They're just gonna change the nozzle probably.\HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Is this that great rainfall?\It might be!\Cedar...\Cedar... response:	These guys just keep...
context: HISTAMINE: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Is this that great rainfall?\It might be!\Cedar...\Cedar...\These guys just keep... response:	So there was elevated use of the antibody because we'd been invaded
context: Histamine.\A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Is this that great rainfall?\It might be!\Cedar...\Cedar...\These guys just keep...\So there was elevated use of the antibody because we'd been invaded response:	by this many Cedar Pollen Allergens!
context: A chemical substance released by Mast Cells upon recognizing foreign substances or injury.\Is this that great rainfall?\It might be!\Cedar...\Cedar...\These guys just keep...\So there was elevated use of the antibody because we'd been invaded\by this many Cedar Pollen Allergens! response:	This looks bad!
context: Is this that great rainfall?\It might be!\Cedar...\Cedar...\These guys just keep...\So there was elevated use of the antibody because we'd been invaded\by this many Cedar Pollen Allergens!\This looks bad! response:	In that case, I need to release even more histamines!
context: It might be!\Cedar...\Cedar...\These guys just keep...\So there was elevated use of the antibody because we'd been invaded\by this many Cedar Pollen Allergens!\This looks bad!\In that case, I need to release even more histamines! response:	- Wait! Wait! - Stop it already!
context: Cedar...\Cedar...\These guys just keep...\So there was elevated use of the antibody because we'd been invaded\by this many Cedar Pollen Allergens!\This looks bad!\In that case, I need to release even more histamines!\- Wait! Wait! - Stop it already! response:	Is this the unprecedented catastrophe?
context: Cedar...\These guys just keep...\So there was elevated use of the antibody because we'd been invaded\by this many Cedar Pollen Allergens!\This looks bad!\In that case, I need to release even more histamines!\- Wait! Wait! - Stop it already!\Is this the unprecedented catastrophe? response:	N-No, it's not! This is nothing but the tip of the iceberg!
context: These guys just keep...\So there was elevated use of the antibody because we'd been invaded\by this many Cedar Pollen Allergens!\This looks bad!\In that case, I need to release even more histamines!\- Wait! Wait! - Stop it already!\Is this the unprecedented catastrophe?\N-No, it's not! This is nothing but the tip of the iceberg! response:	The really huge disaster is about to hit us now!
context: So there was elevated use of the antibody because we'd been invaded\by this many Cedar Pollen Allergens!\This looks bad!\In that case, I need to release even more histamines!\- Wait! Wait! - Stop it already!\Is this the unprecedented catastrophe?\N-No, it's not! This is nothing but the tip of the iceberg!\The really huge disaster is about to hit us now! response:	THE HISTAMINE'S JOB: Histamines dilate the vascular endothelial cells, allowing White Blood Cells to permeate the vessels at a higher rate.
context: by this many Cedar Pollen Allergens!\This looks bad!\In that case, I need to release even more histamines!\- Wait! Wait! - Stop it already!\Is this the unprecedented catastrophe?\N-No, it's not! This is nothing but the tip of the iceberg!\The really huge disaster is about to hit us now!\THE HISTAMINE'S JOB: Histamines dilate the vascular endothelial cells, allowing White Blood Cells to permeate the vessels at a higher rate. response:	The Histamine's Job.
context: This looks bad!\In that case, I need to release even more histamines!\- Wait! Wait! - Stop it already!\Is this the unprecedented catastrophe?\N-No, it's not! This is nothing but the tip of the iceberg!\The really huge disaster is about to hit us now!\THE HISTAMINE'S JOB: Histamines dilate the vascular endothelial cells, allowing White Blood Cells to permeate the vessels at a higher rate.\The Histamine's Job. response:	Histamines dilate the vascular endothelial cells,
context: In that case, I need to release even more histamines!\- Wait! Wait! - Stop it already!\Is this the unprecedented catastrophe?\N-No, it's not! This is nothing but the tip of the iceberg!\The really huge disaster is about to hit us now!\THE HISTAMINE'S JOB: Histamines dilate the vascular endothelial cells, allowing White Blood Cells to permeate the vessels at a higher rate.\The Histamine's Job.\Histamines dilate the vascular endothelial cells, response:	allowing White Blood Cells to permeate the vessels at a higher rate.
context: - Wait! Wait! - Stop it already!\Is this the unprecedented catastrophe?\N-No, it's not! This is nothing but the tip of the iceberg!\The really huge disaster is about to hit us now!\THE HISTAMINE'S JOB: Histamines dilate the vascular endothelial cells, allowing White Blood Cells to permeate the vessels at a higher rate.\The Histamine's Job.\Histamines dilate the vascular endothelial cells,\allowing White Blood Cells to permeate the vessels at a higher rate. response:	Captain, we're in trouble!
context: Is this the unprecedented catastrophe?\N-No, it's not! This is nothing but the tip of the iceberg!\The really huge disaster is about to hit us now!\THE HISTAMINE'S JOB: Histamines dilate the vascular endothelial cells, allowing White Blood Cells to permeate the vessels at a higher rate.\The Histamine's Job.\Histamines dilate the vascular endothelial cells,\allowing White Blood Cells to permeate the vessels at a higher rate.\Captain, we're in trouble! response:	We're being flooded by histamines nearby!
context: N-No, it's not! This is nothing but the tip of the iceberg!\The really huge disaster is about to hit us now!\THE HISTAMINE'S JOB: Histamines dilate the vascular endothelial cells, allowing White Blood Cells to permeate the vessels at a higher rate.\The Histamine's Job.\Histamines dilate the vascular endothelial cells,\allowing White Blood Cells to permeate the vessels at a higher rate.\Captain, we're in trouble!\We're being flooded by histamines nearby! response:	What? Make her stop them! Contact Mast Cell!
context: The really huge disaster is about to hit us now!\THE HISTAMINE'S JOB: Histamines dilate the vascular endothelial cells, allowing White Blood Cells to permeate the vessels at a higher rate.\The Histamine's Job.\Histamines dilate the vascular endothelial cells,\allowing White Blood Cells to permeate the vessels at a higher rate.\Captain, we're in trouble!\We're being flooded by histamines nearby!\What? Make her stop them! Contact Mast Cell! response:	The thing is, she's saying that to eliminate the Cedar Pollen Allergens, she can't afford to stop!
context: THE HISTAMINE'S JOB: Histamines dilate the vascular endothelial cells, allowing White Blood Cells to permeate the vessels at a higher rate.\The Histamine's Job.\Histamines dilate the vascular endothelial cells,\allowing White Blood Cells to permeate the vessels at a higher rate.\Captain, we're in trouble!\We're being flooded by histamines nearby!\What? Make her stop them! Contact Mast Cell!\The thing is, she's saying that to eliminate the Cedar Pollen Allergens, she can't afford to stop! response:	No way! At this rate...
context: The Histamine's Job.\Histamines dilate the vascular endothelial cells,\allowing White Blood Cells to permeate the vessels at a higher rate.\Captain, we're in trouble!\We're being flooded by histamines nearby!\What? Make her stop them! Contact Mast Cell!\The thing is, she's saying that to eliminate the Cedar Pollen Allergens, she can't afford to stop!\No way! At this rate... response:	It's no good, Captain! The histamines are flooding us...
context: Histamines dilate the vascular endothelial cells,\allowing White Blood Cells to permeate the vessels at a higher rate.\Captain, we're in trouble!\We're being flooded by histamines nearby!\What? Make her stop them! Contact Mast Cell!\The thing is, she's saying that to eliminate the Cedar Pollen Allergens, she can't afford to stop!\No way! At this rate...\It's no good, Captain! The histamines are flooding us... response:	The secretion center!
context: allowing White Blood Cells to permeate the vessels at a higher rate.\Captain, we're in trouble!\We're being flooded by histamines nearby!\What? Make her stop them! Contact Mast Cell!\The thing is, she's saying that to eliminate the Cedar Pollen Allergens, she can't afford to stop!\No way! At this rate...\It's no good, Captain! The histamines are flooding us...\The secretion center! response:	It short-circuited!
context: Captain, we're in trouble!\We're being flooded by histamines nearby!\What? Make her stop them! Contact Mast Cell!\The thing is, she's saying that to eliminate the Cedar Pollen Allergens, she can't afford to stop!\No way! At this rate...\It's no good, Captain! The histamines are flooding us...\The secretion center!\It short-circuited! response:	Bad news, Captain!
context: We're being flooded by histamines nearby!\What? Make her stop them! Contact Mast Cell!\The thing is, she's saying that to eliminate the Cedar Pollen Allergens, she can't afford to stop!\No way! At this rate...\It's no good, Captain! The histamines are flooding us...\The secretion center!\It short-circuited!\Bad news, Captain! response:	What is it now?
context: What? Make her stop them! Contact Mast Cell!\The thing is, she's saying that to eliminate the Cedar Pollen Allergens, she can't afford to stop!\No way! At this rate...\It's no good, Captain! The histamines are flooding us...\The secretion center!\It short-circuited!\Bad news, Captain!\What is it now? response:	Because of the damage to the secretion center...
context: The thing is, she's saying that to eliminate the Cedar Pollen Allergens, she can't afford to stop!\No way! At this rate...\It's no good, Captain! The histamines are flooding us...\The secretion center!\It short-circuited!\Bad news, Captain!\What is it now?\Because of the damage to the secretion center... response:	the Emergency Immune System is about to kick in!
context: No way! At this rate...\It's no good, Captain! The histamines are flooding us...\The secretion center!\It short-circuited!\Bad news, Captain!\What is it now?\Because of the damage to the secretion center...\the Emergency Immune System is about to kick in! response:	EMERGENCY IMMUNE SYSTEM= ALLERGIC REACTION CAUSED BY HISTAMINES When too many histamines have been released, this triggers allergic reactions such as flushing, itching, swelling, pain and bronchoconstriction.
context: It's no good, Captain! The histamines are flooding us...\The secretion center!\It short-circuited!\Bad news, Captain!\What is it now?\Because of the damage to the secretion center...\the Emergency Immune System is about to kick in!\EMERGENCY IMMUNE SYSTEM= ALLERGIC REACTION CAUSED BY HISTAMINES When too many histamines have been released, this triggers allergic reactions such as flushing, itching, swelling, pain and bronchoconstriction. response:	What?
context: The secretion center!\It short-circuited!\Bad news, Captain!\What is it now?\Because of the damage to the secretion center...\the Emergency Immune System is about to kick in!\EMERGENCY IMMUNE SYSTEM= ALLERGIC REACTION CAUSED BY HISTAMINES When too many histamines have been released, this triggers allergic reactions such as flushing, itching, swelling, pain and bronchoconstriction.\What? response:	Emergency Immune System, you say?
context: It short-circuited!\Bad news, Captain!\What is it now?\Because of the damage to the secretion center...\the Emergency Immune System is about to kick in!\EMERGENCY IMMUNE SYSTEM= ALLERGIC REACTION CAUSED BY HISTAMINES When too many histamines have been released, this triggers allergic reactions such as flushing, itching, swelling, pain and bronchoconstriction.\What?\Emergency Immune System, you say? response:	EMERGENCY
context: Bad news, Captain!\What is it now?\Because of the damage to the secretion center...\the Emergency Immune System is about to kick in!\EMERGENCY IMMUNE SYSTEM= ALLERGIC REACTION CAUSED BY HISTAMINES When too many histamines have been released, this triggers allergic reactions such as flushing, itching, swelling, pain and bronchoconstriction.\What?\Emergency Immune System, you say?\EMERGENCY response:	- Whoa! - Did they get them?
context: What is it now?\Because of the damage to the secretion center...\the Emergency Immune System is about to kick in!\EMERGENCY IMMUNE SYSTEM= ALLERGIC REACTION CAUSED BY HISTAMINES When too many histamines have been released, this triggers allergic reactions such as flushing, itching, swelling, pain and bronchoconstriction.\What?\Emergency Immune System, you say?\EMERGENCY\- Whoa! - Did they get them? response:	Hey! Look at that!
context: Because of the damage to the secretion center...\the Emergency Immune System is about to kick in!\EMERGENCY IMMUNE SYSTEM= ALLERGIC REACTION CAUSED BY HISTAMINES When too many histamines have been released, this triggers allergic reactions such as flushing, itching, swelling, pain and bronchoconstriction.\What?\Emergency Immune System, you say?\EMERGENCY\- Whoa! - Did they get them?\Hey! Look at that! response:	Th-That's...
context: the Emergency Immune System is about to kick in!\EMERGENCY IMMUNE SYSTEM= ALLERGIC REACTION CAUSED BY HISTAMINES When too many histamines have been released, this triggers allergic reactions such as flushing, itching, swelling, pain and bronchoconstriction.\What?\Emergency Immune System, you say?\EMERGENCY\- Whoa! - Did they get them?\Hey! Look at that!\Th-That's... response:	The massive eruption!
context: EMERGENCY IMMUNE SYSTEM= ALLERGIC REACTION CAUSED BY HISTAMINES When too many histamines have been released, this triggers allergic reactions such as flushing, itching, swelling, pain and bronchoconstriction.\What?\Emergency Immune System, you say?\EMERGENCY\- Whoa! - Did they get them?\Hey! Look at that!\Th-That's...\The massive eruption! response:	Sneezing.
context: What?\Emergency Immune System, you say?\EMERGENCY\- Whoa! - Did they get them?\Hey! Look at that!\Th-That's...\The massive eruption!\Sneezing. response:	SNEEZING: Histamines stimulate the sensory nerves in the nasal membrane. When this stimulation reaches the sneezing center, sneezes occur repetitively.
context: Emergency Immune System, you say?\EMERGENCY\- Whoa! - Did they get them?\Hey! Look at that!\Th-That's...\The massive eruption!\Sneezing.\SNEEZING: Histamines stimulate the sensory nerves in the nasal membrane. When this stimulation reaches the sneezing center, sneezes occur repetitively. response:	Histamines stimulate the sensory nerves in the nasal membrane.
context: EMERGENCY\- Whoa! - Did they get them?\Hey! Look at that!\Th-That's...\The massive eruption!\Sneezing.\SNEEZING: Histamines stimulate the sensory nerves in the nasal membrane. When this stimulation reaches the sneezing center, sneezes occur repetitively.\Histamines stimulate the sensory nerves in the nasal membrane. response:	When this stimulation reaches the sneezing center, sneezes occur repetitively.
context: - Whoa! - Did they get them?\Hey! Look at that!\Th-That's...\The massive eruption!\Sneezing.\SNEEZING: Histamines stimulate the sensory nerves in the nasal membrane. When this stimulation reaches the sneezing center, sneezes occur repetitively.\Histamines stimulate the sensory nerves in the nasal membrane.\When this stimulation reaches the sneezing center, sneezes occur repetitively. response:	Diastrophism?
context: Hey! Look at that!\Th-That's...\The massive eruption!\Sneezing.\SNEEZING: Histamines stimulate the sensory nerves in the nasal membrane. When this stimulation reaches the sneezing center, sneezes occur repetitively.\Histamines stimulate the sensory nerves in the nasal membrane.\When this stimulation reaches the sneezing center, sneezes occur repetitively.\Diastrophism? response:	The nasal membrane is swelling up like crazy!
context: Th-That's...\The massive eruption!\Sneezing.\SNEEZING: Histamines stimulate the sensory nerves in the nasal membrane. When this stimulation reaches the sneezing center, sneezes occur repetitively.\Histamines stimulate the sensory nerves in the nasal membrane.\When this stimulation reaches the sneezing center, sneezes occur repetitively.\Diastrophism?\The nasal membrane is swelling up like crazy! response:	NASAL CONGESTION: Histamines influence the blood vessels in the nasal membrane, causing inflammation and the like. As a result, the nasal membrane swells and bloats, causing nasal congestion.
context: The massive eruption!\Sneezing.\SNEEZING: Histamines stimulate the sensory nerves in the nasal membrane. When this stimulation reaches the sneezing center, sneezes occur repetitively.\Histamines stimulate the sensory nerves in the nasal membrane.\When this stimulation reaches the sneezing center, sneezes occur repetitively.\Diastrophism?\The nasal membrane is swelling up like crazy!\NASAL CONGESTION: Histamines influence the blood vessels in the nasal membrane, causing inflammation and the like. As a result, the nasal membrane swells and bloats, causing nasal congestion. response:	Nasal Congestion.
context: Sneezing.\SNEEZING: Histamines stimulate the sensory nerves in the nasal membrane. When this stimulation reaches the sneezing center, sneezes occur repetitively.\Histamines stimulate the sensory nerves in the nasal membrane.\When this stimulation reaches the sneezing center, sneezes occur repetitively.\Diastrophism?\The nasal membrane is swelling up like crazy!\NASAL CONGESTION: Histamines influence the blood vessels in the nasal membrane, causing inflammation and the like. As a result, the nasal membrane swells and bloats, causing nasal congestion.\Nasal Congestion. response:	Histamines influence the blood vessels in the nasal membrane,
context: SNEEZING: Histamines stimulate the sensory nerves in the nasal membrane. When this stimulation reaches the sneezing center, sneezes occur repetitively.\Histamines stimulate the sensory nerves in the nasal membrane.\When this stimulation reaches the sneezing center, sneezes occur repetitively.\Diastrophism?\The nasal membrane is swelling up like crazy!\NASAL CONGESTION: Histamines influence the blood vessels in the nasal membrane, causing inflammation and the like. As a result, the nasal membrane swells and bloats, causing nasal congestion.\Nasal Congestion.\Histamines influence the blood vessels in the nasal membrane, response:	causing inflammation and the like.
context: Histamines stimulate the sensory nerves in the nasal membrane.\When this stimulation reaches the sneezing center, sneezes occur repetitively.\Diastrophism?\The nasal membrane is swelling up like crazy!\NASAL CONGESTION: Histamines influence the blood vessels in the nasal membrane, causing inflammation and the like. As a result, the nasal membrane swells and bloats, causing nasal congestion.\Nasal Congestion.\Histamines influence the blood vessels in the nasal membrane,\causing inflammation and the like. response:	As a result, the nasal membrane swells and bloats, causing nasal congestion.
context: When this stimulation reaches the sneezing center, sneezes occur repetitively.\Diastrophism?\The nasal membrane is swelling up like crazy!\NASAL CONGESTION: Histamines influence the blood vessels in the nasal membrane, causing inflammation and the like. As a result, the nasal membrane swells and bloats, causing nasal congestion.\Nasal Congestion.\Histamines influence the blood vessels in the nasal membrane,\causing inflammation and the like.\As a result, the nasal membrane swells and bloats, causing nasal congestion. response:	TEARS
context: Diastrophism?\The nasal membrane is swelling up like crazy!\NASAL CONGESTION: Histamines influence the blood vessels in the nasal membrane, causing inflammation and the like. As a result, the nasal membrane swells and bloats, causing nasal congestion.\Nasal Congestion.\Histamines influence the blood vessels in the nasal membrane,\causing inflammation and the like.\As a result, the nasal membrane swells and bloats, causing nasal congestion.\TEARS response:	The tears are overflowing!
context: The nasal membrane is swelling up like crazy!\NASAL CONGESTION: Histamines influence the blood vessels in the nasal membrane, causing inflammation and the like. As a result, the nasal membrane swells and bloats, causing nasal congestion.\Nasal Congestion.\Histamines influence the blood vessels in the nasal membrane,\causing inflammation and the like.\As a result, the nasal membrane swells and bloats, causing nasal congestion.\TEARS\The tears are overflowing! response:	A great flood!
context: NASAL CONGESTION: Histamines influence the blood vessels in the nasal membrane, causing inflammation and the like. As a result, the nasal membrane swells and bloats, causing nasal congestion.\Nasal Congestion.\Histamines influence the blood vessels in the nasal membrane,\causing inflammation and the like.\As a result, the nasal membrane swells and bloats, causing nasal congestion.\TEARS\The tears are overflowing!\A great flood! response:	TEARS: Histamines stimulate the eyes' sensory nerves, triggering inflammation, such as bloodshot or itchy eyes. This also produces excessive tears.
context: Nasal Congestion.\Histamines influence the blood vessels in the nasal membrane,\causing inflammation and the like.\As a result, the nasal membrane swells and bloats, causing nasal congestion.\TEARS\The tears are overflowing!\A great flood!\TEARS: Histamines stimulate the eyes' sensory nerves, triggering inflammation, such as bloodshot or itchy eyes. This also produces excessive tears. response:	Tears.
context: Histamines influence the blood vessels in the nasal membrane,\causing inflammation and the like.\As a result, the nasal membrane swells and bloats, causing nasal congestion.\TEARS\The tears are overflowing!\A great flood!\TEARS: Histamines stimulate the eyes' sensory nerves, triggering inflammation, such as bloodshot or itchy eyes. This also produces excessive tears.\Tears. response:	Histamines stimulate the eyes' sensory nerves,
context: causing inflammation and the like.\As a result, the nasal membrane swells and bloats, causing nasal congestion.\TEARS\The tears are overflowing!\A great flood!\TEARS: Histamines stimulate the eyes' sensory nerves, triggering inflammation, such as bloodshot or itchy eyes. This also produces excessive tears.\Tears.\Histamines stimulate the eyes' sensory nerves, response:	triggering inflammation, such as bloodshot or itchy eyes.
context: As a result, the nasal membrane swells and bloats, causing nasal congestion.\TEARS\The tears are overflowing!\A great flood!\TEARS: Histamines stimulate the eyes' sensory nerves, triggering inflammation, such as bloodshot or itchy eyes. This also produces excessive tears.\Tears.\Histamines stimulate the eyes' sensory nerves,\triggering inflammation, such as bloodshot or itchy eyes. response:	This also produces excessive tears.
context: TEARS\The tears are overflowing!\A great flood!\TEARS: Histamines stimulate the eyes' sensory nerves, triggering inflammation, such as bloodshot or itchy eyes. This also produces excessive tears.\Tears.\Histamines stimulate the eyes' sensory nerves,\triggering inflammation, such as bloodshot or itchy eyes.\This also produces excessive tears. response:	Achoo! Achoo!
