context: Torrent response:	All right, now that Kiriyama has joined us, shall we continue?
context: You did your best!\I saw it!\I want him to stop.\He's always like this.\Insensitive, outspoken...\I just wish he would stop.\When he suddenly says things like this...\Hey. It's still cold outside, right? response:	How about we go for some oden? My treat, to celebrate you advancing.
context: I saw it!\I want him to stop.\He's always like this.\Insensitive, outspoken...\I just wish he would stop.\When he suddenly says things like this...\Hey. It's still cold outside, right?\How about we go for some oden? My treat, to celebrate you advancing. response:	That's okay. You don't...
context: I want him to stop.\He's always like this.\Insensitive, outspoken...\I just wish he would stop.\When he suddenly says things like this...\Hey. It's still cold outside, right?\How about we go for some oden? My treat, to celebrate you advancing.\That's okay. You don't... response:	Then you wanna go? To Mouseland?
context: He's always like this.\Insensitive, outspoken...\I just wish he would stop.\When he suddenly says things like this...\Hey. It's still cold outside, right?\How about we go for some oden? My treat, to celebrate you advancing.\That's okay. You don't...\Then you wanna go? To Mouseland? response:	Just us two guys!
context: Insensitive, outspoken...\I just wish he would stop.\When he suddenly says things like this...\Hey. It's still cold outside, right?\How about we go for some oden? My treat, to celebrate you advancing.\That's okay. You don't...\Then you wanna go? To Mouseland?\Just us two guys! response:	You wanna go? Right now?
context: I just wish he would stop.\When he suddenly says things like this...\Hey. It's still cold outside, right?\How about we go for some oden? My treat, to celebrate you advancing.\That's okay. You don't...\Then you wanna go? To Mouseland?\Just us two guys!\You wanna go? Right now? response:	No. Oden...
context: When he suddenly says things like this...\Hey. It's still cold outside, right?\How about we go for some oden? My treat, to celebrate you advancing.\That's okay. You don't...\Then you wanna go? To Mouseland?\Just us two guys!\You wanna go? Right now?\No. Oden... response:	Really, oden is good.
context: Hey. It's still cold outside, right?\How about we go for some oden? My treat, to celebrate you advancing.\That's okay. You don't...\Then you wanna go? To Mouseland?\Just us two guys!\You wanna go? Right now?\No. Oden...\Really, oden is good. response:	And so,
context: How about we go for some oden? My treat, to celebrate you advancing.\That's okay. You don't...\Then you wanna go? To Mouseland?\Just us two guys!\You wanna go? Right now?\No. Oden...\Really, oden is good.\And so, response:	my short spring vacation began.
context: That's okay. You don't...\Then you wanna go? To Mouseland?\Just us two guys!\You wanna go? Right now?\No. Oden...\Really, oden is good.\And so,\my short spring vacation began. response:	The Lion King Tournament, match three, day two.
context: Then you wanna go? To Mouseland?\Just us two guys!\You wanna go? Right now?\No. Oden...\Really, oden is good.\And so,\my short spring vacation began.\The Lion King Tournament, match three, day two. response:	Lion King Tournament Live Feed
context: Just us two guys!\You wanna go? Right now?\No. Oden...\Really, oden is good.\And so,\my short spring vacation began.\The Lion King Tournament, match three, day two.\Lion King Tournament Live Feed response:	Mr. Shimada is in a tight spot.
context: You wanna go? Right now?\No. Oden...\Really, oden is good.\And so,\my short spring vacation began.\The Lion King Tournament, match three, day two.\Lion King Tournament Live Feed\Mr. Shimada is in a tight spot. response:	At this rate, all he can do is persevere.
context: No. Oden...\Really, oden is good.\And so,\my short spring vacation began.\The Lion King Tournament, match three, day two.\Lion King Tournament Live Feed\Mr. Shimada is in a tight spot.\At this rate, all he can do is persevere. response:	On top of that, Mr. Shimada has expended more time.
context: Really, oden is good.\And so,\my short spring vacation began.\The Lion King Tournament, match three, day two.\Lion King Tournament Live Feed\Mr. Shimada is in a tight spot.\At this rate, all he can do is persevere.\On top of that, Mr. Shimada has expended more time. response:	One more loss and the next one will be do-or-die.
context: And so,\my short spring vacation began.\The Lion King Tournament, match three, day two.\Lion King Tournament Live Feed\Mr. Shimada is in a tight spot.\At this rate, all he can do is persevere.\On top of that, Mr. Shimada has expended more time.\One more loss and the next one will be do-or-die. response:	Straight losses... That's the one thing I don't want.
context: my short spring vacation began.\The Lion King Tournament, match three, day two.\Lion King Tournament Live Feed\Mr. Shimada is in a tight spot.\At this rate, all he can do is persevere.\On top of that, Mr. Shimada has expended more time.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want. response:	Mr. Shimada... Please... Please...
context: The Lion King Tournament, match three, day two.\Lion King Tournament Live Feed\Mr. Shimada is in a tight spot.\At this rate, all he can do is persevere.\On top of that, Mr. Shimada has expended more time.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\Mr. Shimada... Please... Please... response:	Coming!
context: Lion King Tournament Live Feed\Mr. Shimada is in a tight spot.\At this rate, all he can do is persevere.\On top of that, Mr. Shimada has expended more time.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\Mr. Shimada... Please... Please...\Coming! response:	Who could that be?
context: Mr. Shimada is in a tight spot.\At this rate, all he can do is persevere.\On top of that, Mr. Shimada has expended more time.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\Mr. Shimada... Please... Please...\Coming!\Who could that be? response:	Hina, and Momo, too.
context: At this rate, all he can do is persevere.\On top of that, Mr. Shimada has expended more time.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\Mr. Shimada... Please... Please...\Coming!\Who could that be?\Hina, and Momo, too. response:	Um, w-we came to pick up our empty boxes.
context: On top of that, Mr. Shimada has expended more time.\One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\Mr. Shimada... Please... Please...\Coming!\Who could that be?\Hina, and Momo, too.\Um, w-we came to pick up our empty boxes. response:	Tiny
context: One more loss and the next one will be do-or-die.\Straight losses... That's the one thing I don't want.\Mr. Shimada... Please... Please...\Coming!\Who could that be?\Hina, and Momo, too.\Um, w-we came to pick up our empty boxes.\Tiny response:	Glance Glance
context: Straight losses... That's the one thing I don't want.\Mr. Shimada... Please... Please...\Coming!\Who could that be?\Hina, and Momo, too.\Um, w-we came to pick up our empty boxes.\Tiny\Glance Glance response:	Um, hold on a second.
context: Mr. Shimada... Please... Please...\Coming!\Who could that be?\Hina, and Momo, too.\Um, w-we came to pick up our empty boxes.\Tiny\Glance Glance\Um, hold on a second. response:	I'll get you something to drink.
context: Coming!\Who could that be?\Hina, and Momo, too.\Um, w-we came to pick up our empty boxes.\Tiny\Glance Glance\Um, hold on a second.\I'll get you something to drink. response:	What should I serve guests?
context: Who could that be?\Hina, and Momo, too.\Um, w-we came to pick up our empty boxes.\Tiny\Glance Glance\Um, hold on a second.\I'll get you something to drink.\What should I serve guests? response:	I'm sure tea would be fine for adults,
context: Hina, and Momo, too.\Um, w-we came to pick up our empty boxes.\Tiny\Glance Glance\Um, hold on a second.\I'll get you something to drink.\What should I serve guests?\I'm sure tea would be fine for adults, response:	but what do I serve a middle school student and a kindergartener?
context: Um, w-we came to pick up our empty boxes.\Tiny\Glance Glance\Um, hold on a second.\I'll get you something to drink.\What should I serve guests?\I'm sure tea would be fine for adults,\but what do I serve a middle school student and a kindergartener? response:	You have hot tea with inari sushi!
context: Tiny\Glance Glance\Um, hold on a second.\I'll get you something to drink.\What should I serve guests?\I'm sure tea would be fine for adults,\but what do I serve a middle school student and a kindergartener?\You have hot tea with inari sushi! response:	Don't you have any chocolate? Serve me something sweet!
context: Glance Glance\Um, hold on a second.\I'll get you something to drink.\What should I serve guests?\I'm sure tea would be fine for adults,\but what do I serve a middle school student and a kindergartener?\You have hot tea with inari sushi!\Don't you have any chocolate? Serve me something sweet! response:	In a way, relatively easy to serve as a guest
context: Um, hold on a second.\I'll get you something to drink.\What should I serve guests?\I'm sure tea would be fine for adults,\but what do I serve a middle school student and a kindergartener?\You have hot tea with inari sushi!\Don't you have any chocolate? Serve me something sweet!\In a way, relatively easy to serve as a guest response:	You don't have any soda?
context: I'll get you something to drink.\What should I serve guests?\I'm sure tea would be fine for adults,\but what do I serve a middle school student and a kindergartener?\You have hot tea with inari sushi!\Don't you have any chocolate? Serve me something sweet!\In a way, relatively easy to serve as a guest\You don't have any soda? response:	Um... Thank you for the multi-tiered box of food.
context: What should I serve guests?\I'm sure tea would be fine for adults,\but what do I serve a middle school student and a kindergartener?\You have hot tea with inari sushi!\Don't you have any chocolate? Serve me something sweet!\In a way, relatively easy to serve as a guest\You don't have any soda?\Um... Thank you for the multi-tiered box of food. response:	It was delicious.
context: I'm sure tea would be fine for adults,\but what do I serve a middle school student and a kindergartener?\You have hot tea with inari sushi!\Don't you have any chocolate? Serve me something sweet!\In a way, relatively easy to serve as a guest\You don't have any soda?\Um... Thank you for the multi-tiered box of food.\It was delicious. response:	Did you eat all of it, Kiriyama?
context: but what do I serve a middle school student and a kindergartener?\You have hot tea with inari sushi!\Don't you have any chocolate? Serve me something sweet!\In a way, relatively easy to serve as a guest\You don't have any soda?\Um... Thank you for the multi-tiered box of food.\It was delicious.\Did you eat all of it, Kiriyama? response:	I-I did.
context: You have hot tea with inari sushi!\Don't you have any chocolate? Serve me something sweet!\In a way, relatively easy to serve as a guest\You don't have any soda?\Um... Thank you for the multi-tiered box of food.\It was delicious.\Did you eat all of it, Kiriyama?\I-I did. response:	Nom Nom Nom
context: Don't you have any chocolate? Serve me something sweet!\In a way, relatively easy to serve as a guest\You don't have any soda?\Um... Thank you for the multi-tiered box of food.\It was delicious.\Did you eat all of it, Kiriyama?\I-I did.\Nom Nom Nom response:	Even though she ate most of it...
context: In a way, relatively easy to serve as a guest\You don't have any soda?\Um... Thank you for the multi-tiered box of food.\It was delicious.\Did you eat all of it, Kiriyama?\I-I did.\Nom Nom Nom\Even though she ate most of it... response:	I managed to have two pieces.
context: You don't have any soda?\Um... Thank you for the multi-tiered box of food.\It was delicious.\Did you eat all of it, Kiriyama?\I-I did.\Nom Nom Nom\Even though she ate most of it...\I managed to have two pieces. response:	Um, the one with wasabi was really good.
context: Um... Thank you for the multi-tiered box of food.\It was delicious.\Did you eat all of it, Kiriyama?\I-I did.\Nom Nom Nom\Even though she ate most of it...\I managed to have two pieces.\Um, the one with wasabi was really good. response:	I see. That's good to hear.
context: It was delicious.\Did you eat all of it, Kiriyama?\I-I did.\Nom Nom Nom\Even though she ate most of it...\I managed to have two pieces.\Um, the one with wasabi was really good.\I see. That's good to hear. response:	Sis and I made that together.
context: Did you eat all of it, Kiriyama?\I-I did.\Nom Nom Nom\Even though she ate most of it...\I managed to have two pieces.\Um, the one with wasabi was really good.\I see. That's good to hear.\Sis and I made that together. response:	It turned out really well for Girls' Day, so we made some for you, too.
context: I-I did.\Nom Nom Nom\Even though she ate most of it...\I managed to have two pieces.\Um, the one with wasabi was really good.\I see. That's good to hear.\Sis and I made that together.\It turned out really well for Girls' Day, so we made some for you, too. response:	Grandpa likes wasabi, so we put that in for him.
context: Nom Nom Nom\Even though she ate most of it...\I managed to have two pieces.\Um, the one with wasabi was really good.\I see. That's good to hear.\Sis and I made that together.\It turned out really well for Girls' Day, so we made some for you, too.\Grandpa likes wasabi, so we put that in for him. response:	So...
context: Even though she ate most of it...\I managed to have two pieces.\Um, the one with wasabi was really good.\I see. That's good to hear.\Sis and I made that together.\It turned out really well for Girls' Day, so we made some for you, too.\Grandpa likes wasabi, so we put that in for him.\So... response:	When we last saw you,
context: I managed to have two pieces.\Um, the one with wasabi was really good.\I see. That's good to hear.\Sis and I made that together.\It turned out really well for Girls' Day, so we made some for you, too.\Grandpa likes wasabi, so we put that in for him.\So...\When we last saw you, response:	who was that person with you?
context: Um, the one with wasabi was really good.\I see. That's good to hear.\Sis and I made that together.\It turned out really well for Girls' Day, so we made some for you, too.\Grandpa likes wasabi, so we put that in for him.\So...\When we last saw you,\who was that person with you? response:	Stare Stare
context: I see. That's good to hear.\Sis and I made that together.\It turned out really well for Girls' Day, so we made some for you, too.\Grandpa likes wasabi, so we put that in for him.\So...\When we last saw you,\who was that person with you?\Stare Stare response:	Um... from that...
context: Sis and I made that together.\It turned out really well for Girls' Day, so we made some for you, too.\Grandpa likes wasabi, so we put that in for him.\So...\When we last saw you,\who was that person with you?\Stare Stare\Um... from that... response:	Um... How can I put it?
context: It turned out really well for Girls' Day, so we made some for you, too.\Grandpa likes wasabi, so we put that in for him.\So...\When we last saw you,\who was that person with you?\Stare Stare\Um... from that...\Um... How can I put it? response:	Uh... I was wondering if you were all right.
context: Grandpa likes wasabi, so we put that in for him.\So...\When we last saw you,\who was that person with you?\Stare Stare\Um... from that...\Um... How can I put it?\Uh... I was wondering if you were all right. response:	U-Um, because it looked like you were arguing with her.
context: So...\When we last saw you,\who was that person with you?\Stare Stare\Um... from that...\Um... How can I put it?\Uh... I was wondering if you were all right.\U-Um, because it looked like you were arguing with her. response:	I mean, it seemed like you were on the receiving end...
context: When we last saw you,\who was that person with you?\Stare Stare\Um... from that...\Um... How can I put it?\Uh... I was wondering if you were all right.\U-Um, because it looked like you were arguing with her.\I mean, it seemed like you were on the receiving end... response:	S-So I wondered if you were okay, and...
context: who was that person with you?\Stare Stare\Um... from that...\Um... How can I put it?\Uh... I was wondering if you were all right.\U-Um, because it looked like you were arguing with her.\I mean, it seemed like you were on the receiving end...\S-So I wondered if you were okay, and... response:	I-Is she a witch?
context: Stare Stare\Um... from that...\Um... How can I put it?\Uh... I was wondering if you were all right.\U-Um, because it looked like you were arguing with her.\I mean, it seemed like you were on the receiving end...\S-So I wondered if you were okay, and...\I-Is she a witch? response:	If I really were a witch, I wouldn't have such pathetic hardships.
context: Um... from that...\Um... How can I put it?\Uh... I was wondering if you were all right.\U-Um, because it looked like you were arguing with her.\I mean, it seemed like you were on the receiving end...\S-So I wondered if you were okay, and...\I-Is she a witch?\If I really were a witch, I wouldn't have such pathetic hardships. response:	No. No, she's not.
context: Um... How can I put it?\Uh... I was wondering if you were all right.\U-Um, because it looked like you were arguing with her.\I mean, it seemed like you were on the receiving end...\S-So I wondered if you were okay, and...\I-Is she a witch?\If I really were a witch, I wouldn't have such pathetic hardships.\No. No, she's not. response:	She's no witch.
context: Uh... I was wondering if you were all right.\U-Um, because it looked like you were arguing with her.\I mean, it seemed like you were on the receiving end...\S-So I wondered if you were okay, and...\I-Is she a witch?\If I really were a witch, I wouldn't have such pathetic hardships.\No. No, she's not.\She's no witch. response:	She's my...
context: U-Um, because it looked like you were arguing with her.\I mean, it seemed like you were on the receiving end...\S-So I wondered if you were okay, and...\I-Is she a witch?\If I really were a witch, I wouldn't have such pathetic hardships.\No. No, she's not.\She's no witch.\She's my... response:	older sister.
context: I mean, it seemed like you were on the receiving end...\S-So I wondered if you were okay, and...\I-Is she a witch?\If I really were a witch, I wouldn't have such pathetic hardships.\No. No, she's not.\She's no witch.\She's my...\older sister. response:	Older sister?
context: S-So I wondered if you were okay, and...\I-Is she a witch?\If I really were a witch, I wouldn't have such pathetic hardships.\No. No, she's not.\She's no witch.\She's my...\older sister.\Older sister? response:	Yeah. We're family, so sometimes we fight.
context: I-Is she a witch?\If I really were a witch, I wouldn't have such pathetic hardships.\No. No, she's not.\She's no witch.\She's my...\older sister.\Older sister?\Yeah. We're family, so sometimes we fight. response:	But it's all right. Because we're siblings.
context: If I really were a witch, I wouldn't have such pathetic hardships.\No. No, she's not.\She's no witch.\She's my...\older sister.\Older sister?\Yeah. We're family, so sometimes we fight.\But it's all right. Because we're siblings. response:	It's the same at your house, right, Momo?
context: No. No, she's not.\She's no witch.\She's my...\older sister.\Older sister?\Yeah. We're family, so sometimes we fight.\But it's all right. Because we're siblings.\It's the same at your house, right, Momo? response:	That's true! Akari and Hina are always fighting!
context: She's no witch.\She's my...\older sister.\Older sister?\Yeah. We're family, so sometimes we fight.\But it's all right. Because we're siblings.\It's the same at your house, right, Momo?\That's true! Akari and Hina are always fighting! response:	She really cries a lot!
context: She's my...\older sister.\Older sister?\Yeah. We're family, so sometimes we fight.\But it's all right. Because we're siblings.\It's the same at your house, right, Momo?\That's true! Akari and Hina are always fighting!\She really cries a lot! response:	Hey! Momo!
context: older sister.\Older sister?\Yeah. We're family, so sometimes we fight.\But it's all right. Because we're siblings.\It's the same at your house, right, Momo?\That's true! Akari and Hina are always fighting!\She really cries a lot!\Hey! Momo! response:	But still, really close!
context: Older sister?\Yeah. We're family, so sometimes we fight.\But it's all right. Because we're siblings.\It's the same at your house, right, Momo?\That's true! Akari and Hina are always fighting!\She really cries a lot!\Hey! Momo!\But still, really close! response:	Yeah. That's my point.
context: Yeah. We're family, so sometimes we fight.\But it's all right. Because we're siblings.\It's the same at your house, right, Momo?\That's true! Akari and Hina are always fighting!\She really cries a lot!\Hey! Momo!\But still, really close!\Yeah. That's my point. response:	We're home! Mystery solved!
context: But it's all right. Because we're siblings.\It's the same at your house, right, Momo?\That's true! Akari and Hina are always fighting!\She really cries a lot!\Hey! Momo!\But still, really close!\Yeah. That's my point.\We're home! Mystery solved! response:	Sis, that woman is Rei's sister!
context: It's the same at your house, right, Momo?\That's true! Akari and Hina are always fighting!\She really cries a lot!\Hey! Momo!\But still, really close!\Yeah. That's my point.\We're home! Mystery solved!\Sis, that woman is Rei's sister! response:	What a relief! I was worried over nothing.
context: That's true! Akari and Hina are always fighting!\She really cries a lot!\Hey! Momo!\But still, really close!\Yeah. That's my point.\We're home! Mystery solved!\Sis, that woman is Rei's sister!\What a relief! I was worried over nothing. response:	It was just an argument between siblings.
context: She really cries a lot!\Hey! Momo!\But still, really close!\Yeah. That's my point.\We're home! Mystery solved!\Sis, that woman is Rei's sister!\What a relief! I was worried over nothing.\It was just an argument between siblings. response:	Who would've figured?
context: Hey! Momo!\But still, really close!\Yeah. That's my point.\We're home! Mystery solved!\Sis, that woman is Rei's sister!\What a relief! I was worried over nothing.\It was just an argument between siblings.\Who would've figured? response:	Is that so.
context: But still, really close!\Yeah. That's my point.\We're home! Mystery solved!\Sis, that woman is Rei's sister!\What a relief! I was worried over nothing.\It was just an argument between siblings.\Who would've figured?\Is that so. response:	Huh...
context: Yeah. That's my point.\We're home! Mystery solved!\Sis, that woman is Rei's sister!\What a relief! I was worried over nothing.\It was just an argument between siblings.\Who would've figured?\Is that so.\Huh... response:	Oh no
context: We're home! Mystery solved!\Sis, that woman is Rei's sister!\What a relief! I was worried over nothing.\It was just an argument between siblings.\Who would've figured?\Is that so.\Huh...\Oh no response:	Wait, Hina, that's probably worse.
context: Sis, that woman is Rei's sister!\What a relief! I was worried over nothing.\It was just an argument between siblings.\Who would've figured?\Is that so.\Huh...\Oh no\Wait, Hina, that's probably worse. response:	Heap
context: What a relief! I was worried over nothing.\It was just an argument between siblings.\Who would've figured?\Is that so.\Huh...\Oh no\Wait, Hina, that's probably worse.\Heap response:	- Warm. - This is the best.
context: It was just an argument between siblings.\Who would've figured?\Is that so.\Huh...\Oh no\Wait, Hina, that's probably worse.\Heap\- Warm. - This is the best. response:	Cozy Cozy
context: Who would've figured?\Is that so.\Huh...\Oh no\Wait, Hina, that's probably worse.\Heap\- Warm. - This is the best.\Cozy Cozy response:	Let's watch Squirrely Teacher!
context: Is that so.\Huh...\Oh no\Wait, Hina, that's probably worse.\Heap\- Warm. - This is the best.\Cozy Cozy\Let's watch Squirrely Teacher! response:	Yeah, let's watch Squirrely Teacher!
context: Huh...\Oh no\Wait, Hina, that's probably worse.\Heap\- Warm. - This is the best.\Cozy Cozy\Let's watch Squirrely Teacher!\Yeah, let's watch Squirrely Teacher! response:	I'm hungry!
context: Oh no\Wait, Hina, that's probably worse.\Heap\- Warm. - This is the best.\Cozy Cozy\Let's watch Squirrely Teacher!\Yeah, let's watch Squirrely Teacher!\I'm hungry! response:	Teach us, Squirrely Teacher!
context: Wait, Hina, that's probably worse.\Heap\- Warm. - This is the best.\Cozy Cozy\Let's watch Squirrely Teacher!\Yeah, let's watch Squirrely Teacher!\I'm hungry!\Teach us, Squirrely Teacher! response:	Squirrely Teacher! Squirrely Teacher!
context: Heap\- Warm. - This is the best.\Cozy Cozy\Let's watch Squirrely Teacher!\Yeah, let's watch Squirrely Teacher!\I'm hungry!\Teach us, Squirrely Teacher!\Squirrely Teacher! Squirrely Teacher! response:	Mreow
context: - Warm. - This is the best.\Cozy Cozy\Let's watch Squirrely Teacher!\Yeah, let's watch Squirrely Teacher!\I'm hungry!\Teach us, Squirrely Teacher!\Squirrely Teacher! Squirrely Teacher!\Mreow response:	I'm hungry!
context: Cozy Cozy\Let's watch Squirrely Teacher!\Yeah, let's watch Squirrely Teacher!\I'm hungry!\Teach us, Squirrely Teacher!\Squirrely Teacher! Squirrely Teacher!\Mreow\I'm hungry! response:	Squirrely Teacher, please teach us something!
context: Let's watch Squirrely Teacher!\Yeah, let's watch Squirrely Teacher!\I'm hungry!\Teach us, Squirrely Teacher!\Squirrely Teacher! Squirrely Teacher!\Mreow\I'm hungry!\Squirrely Teacher, please teach us something! response:	Never mind that squirrel!
context: Yeah, let's watch Squirrely Teacher!\I'm hungry!\Teach us, Squirrely Teacher!\Squirrely Teacher! Squirrely Teacher!\Mreow\I'm hungry!\Squirrely Teacher, please teach us something!\Never mind that squirrel! response:	In fact, I'm so hungry, I could eat that squirrel!
context: I'm hungry!\Teach us, Squirrely Teacher!\Squirrely Teacher! Squirrely Teacher!\Mreow\I'm hungry!\Squirrely Teacher, please teach us something!\Never mind that squirrel!\In fact, I'm so hungry, I could eat that squirrel! response:	You shouldn't eat squirrels.
context: Teach us, Squirrely Teacher!\Squirrely Teacher! Squirrely Teacher!\Mreow\I'm hungry!\Squirrely Teacher, please teach us something!\Never mind that squirrel!\In fact, I'm so hungry, I could eat that squirrel!\You shouldn't eat squirrels. response:	Teacher knows everything
context: Squirrely Teacher! Squirrely Teacher!\Mreow\I'm hungry!\Squirrely Teacher, please teach us something!\Never mind that squirrel!\In fact, I'm so hungry, I could eat that squirrel!\You shouldn't eat squirrels.\Teacher knows everything response:	While eating some nuts...
context: Mreow\I'm hungry!\Squirrely Teacher, please teach us something!\Never mind that squirrel!\In fact, I'm so hungry, I could eat that squirrel!\You shouldn't eat squirrels.\Teacher knows everything\While eating some nuts... response:	They lived under the same roof for almost ten years...
context: I'm hungry!\Squirrely Teacher, please teach us something!\Never mind that squirrel!\In fact, I'm so hungry, I could eat that squirrel!\You shouldn't eat squirrels.\Teacher knows everything\While eating some nuts...\They lived under the same roof for almost ten years... response:	But when we saw them together...
context: Squirrely Teacher, please teach us something!\Never mind that squirrel!\In fact, I'm so hungry, I could eat that squirrel!\You shouldn't eat squirrels.\Teacher knows everything\While eating some nuts...\They lived under the same roof for almost ten years...\But when we saw them together... response:	I see... Rei...
context: Never mind that squirrel!\In fact, I'm so hungry, I could eat that squirrel!\You shouldn't eat squirrels.\Teacher knows everything\While eating some nuts...\They lived under the same roof for almost ten years...\But when we saw them together...\I see... Rei... response:	So that's why...
context: In fact, I'm so hungry, I could eat that squirrel!\You shouldn't eat squirrels.\Teacher knows everything\While eating some nuts...\They lived under the same roof for almost ten years...\But when we saw them together...\I see... Rei...\So that's why... response:	The third match of the Lion King Tournament.
context: You shouldn't eat squirrels.\Teacher knows everything\While eating some nuts...\They lived under the same roof for almost ten years...\But when we saw them together...\I see... Rei...\So that's why...\The third match of the Lion King Tournament. response:	After 113 moves,
context: Teacher knows everything\While eating some nuts...\They lived under the same roof for almost ten years...\But when we saw them together...\I see... Rei...\So that's why...\The third match of the Lion King Tournament.\After 113 moves, response:	Kai Shimada 8th-Dan...
context: While eating some nuts...\They lived under the same roof for almost ten years...\But when we saw them together...\I see... Rei...\So that's why...\The third match of the Lion King Tournament.\After 113 moves,\Kai Shimada 8th-Dan... response:	And at 5:00, I heard a familiar tune being broadcast throughout town.
context: They lived under the same roof for almost ten years...\But when we saw them together...\I see... Rei...\So that's why...\The third match of the Lion King Tournament.\After 113 moves,\Kai Shimada 8th-Dan...\And at 5:00, I heard a familiar tune being broadcast throughout town. response:	For the first time, I noticed that song is called Hometown.
context: But when we saw them together...\I see... Rei...\So that's why...\The third match of the Lion King Tournament.\After 113 moves,\Kai Shimada 8th-Dan...\And at 5:00, I heard a familiar tune being broadcast throughout town.\For the first time, I noticed that song is called Hometown. response:	Passing Time
context: I see... Rei...\So that's why...\The third match of the Lion King Tournament.\After 113 moves,\Kai Shimada 8th-Dan...\And at 5:00, I heard a familiar tune being broadcast throughout town.\For the first time, I noticed that song is called Hometown.\Passing Time response:	Next Episode Preview
context: So that's why...\The third match of the Lion King Tournament.\After 113 moves,\Kai Shimada 8th-Dan...\And at 5:00, I heard a familiar tune being broadcast throughout town.\For the first time, I noticed that song is called Hometown.\Passing Time\Next Episode Preview response:	Episode 19
context: The third match of the Lion King Tournament.\After 113 moves,\Kai Shimada 8th-Dan...\And at 5:00, I heard a familiar tune being broadcast throughout town.\For the first time, I noticed that song is called Hometown.\Passing Time\Next Episode Preview\Episode 19 response:	What's Master Souya like?
context: After 113 moves,\Kai Shimada 8th-Dan...\And at 5:00, I heard a familiar tune being broadcast throughout town.\For the first time, I noticed that song is called Hometown.\Passing Time\Next Episode Preview\Episode 19\What's Master Souya like? response:	He really pisses me off.
context: Kai Shimada 8th-Dan...\And at 5:00, I heard a familiar tune being broadcast throughout town.\For the first time, I noticed that song is called Hometown.\Passing Time\Next Episode Preview\Episode 19\What's Master Souya like?\He really pisses me off. response:	The way his skin is so shiny, or how fluffy he is...
context: And at 5:00, I heard a familiar tune being broadcast throughout town.\For the first time, I noticed that song is called Hometown.\Passing Time\Next Episode Preview\Episode 19\What's Master Souya like?\He really pisses me off.\The way his skin is so shiny, or how fluffy he is... response:	Um, Mr. Shimada...
context: For the first time, I noticed that song is called Hometown.\Passing Time\Next Episode Preview\Episode 19\What's Master Souya like?\He really pisses me off.\The way his skin is so shiny, or how fluffy he is...\Um, Mr. Shimada... response:	I'm going home for today.
context: Passing Time\Next Episode Preview\Episode 19\What's Master Souya like?\He really pisses me off.\The way his skin is so shiny, or how fluffy he is...\Um, Mr. Shimada...\I'm going home for today. response:	1-2...
context: Next Episode Preview\Episode 19\What's Master Souya like?\He really pisses me off.\The way his skin is so shiny, or how fluffy he is...\Um, Mr. Shimada...\I'm going home for today.\1-2... response:	Don't miss the next March Comes in Like a Lion!
context: Episode 19\What's Master Souya like?\He really pisses me off.\The way his skin is so shiny, or how fluffy he is...\Um, Mr. Shimada...\I'm going home for today.\1-2...\Don't miss the next March Comes in Like a Lion! response:	I wonder what Squirrely Teacher likes to eat?
context: What's Master Souya like?\He really pisses me off.\The way his skin is so shiny, or how fluffy he is...\Um, Mr. Shimada...\I'm going home for today.\1-2...\Don't miss the next March Comes in Like a Lion!\I wonder what Squirrely Teacher likes to eat? response:	Bubble gum!
