context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: W-What's going on?\Wow! That's the first time a house ever waved at me!\That's what your focused on?\This is...\Let's do it, Gramps.\Wait!\Why?\Climb up high. response:	I want to check something.
context: Wow! That's the first time a house ever waved at me!\That's what your focused on?\This is...\Let's do it, Gramps.\Wait!\Why?\Climb up high.\I want to check something. response:	Everyone, come.
context: That's what your focused on?\This is...\Let's do it, Gramps.\Wait!\Why?\Climb up high.\I want to check something.\Everyone, come. response:	Don't get separated!
context: This is...\Let's do it, Gramps.\Wait!\Why?\Climb up high.\I want to check something.\Everyone, come.\Don't get separated! response:	I don't get this at all!
context: Let's do it, Gramps.\Wait!\Why?\Climb up high.\I want to check something.\Everyone, come.\Don't get separated!\I don't get this at all! response:	Master, that was a magic circle!
context: Wait!\Why?\Climb up high.\I want to check something.\Everyone, come.\Don't get separated!\I don't get this at all!\Master, that was a magic circle! response:	All those seams you found were part of a magic circle.
context: Why?\Climb up high.\I want to check something.\Everyone, come.\Don't get separated!\I don't get this at all!\Master, that was a magic circle!\All those seams you found were part of a magic circle. response:	And that magic circle is the catalyst to activate the long banned sealing magic, Alive!
context: Climb up high.\I want to check something.\Everyone, come.\Don't get separated!\I don't get this at all!\Master, that was a magic circle!\All those seams you found were part of a magic circle.\And that magic circle is the catalyst to activate the long banned sealing magic, Alive! response:	Alive?
context: I want to check something.\Everyone, come.\Don't get separated!\I don't get this at all!\Master, that was a magic circle!\All those seams you found were part of a magic circle.\And that magic circle is the catalyst to activate the long banned sealing magic, Alive!\Alive? response:	Have a look.
context: Everyone, come.\Don't get separated!\I don't get this at all!\Master, that was a magic circle!\All those seams you found were part of a magic circle.\And that magic circle is the catalyst to activate the long banned sealing magic, Alive!\Alive?\Have a look. response:	It's as you see it.
context: Don't get separated!\I don't get this at all!\Master, that was a magic circle!\All those seams you found were part of a magic circle.\And that magic circle is the catalyst to activate the long banned sealing magic, Alive!\Alive?\Have a look.\It's as you see it. response:	A magic that turns formerly inanimate objects into living, moving creatures.
context: I don't get this at all!\Master, that was a magic circle!\All those seams you found were part of a magic circle.\And that magic circle is the catalyst to activate the long banned sealing magic, Alive!\Alive?\Have a look.\It's as you see it.\A magic that turns formerly inanimate objects into living, moving creatures. response:	The people of the village activated such forbidden magic,
context: Master, that was a magic circle!\All those seams you found were part of a magic circle.\And that magic circle is the catalyst to activate the long banned sealing magic, Alive!\Alive?\Have a look.\It's as you see it.\A magic that turns formerly inanimate objects into living, moving creatures.\The people of the village activated such forbidden magic, response:	but they ended up as food for the monsters, not the other way around.
context: All those seams you found were part of a magic circle.\And that magic circle is the catalyst to activate the long banned sealing magic, Alive!\Alive?\Have a look.\It's as you see it.\A magic that turns formerly inanimate objects into living, moving creatures.\The people of the village activated such forbidden magic,\but they ended up as food for the monsters, not the other way around. response:	But why would they do something so dangerous?
context: And that magic circle is the catalyst to activate the long banned sealing magic, Alive!\Alive?\Have a look.\It's as you see it.\A magic that turns formerly inanimate objects into living, moving creatures.\The people of the village activated such forbidden magic,\but they ended up as food for the monsters, not the other way around.\But why would they do something so dangerous? response:	This is a dark guild's village.
context: Alive?\Have a look.\It's as you see it.\A magic that turns formerly inanimate objects into living, moving creatures.\The people of the village activated such forbidden magic,\but they ended up as food for the monsters, not the other way around.\But why would they do something so dangerous?\This is a dark guild's village. response:	What?
context: Have a look.\It's as you see it.\A magic that turns formerly inanimate objects into living, moving creatures.\The people of the village activated such forbidden magic,\but they ended up as food for the monsters, not the other way around.\But why would they do something so dangerous?\This is a dark guild's village.\What? response:	When I investigated the shed at that first house, I found a number of magical tools.
context: It's as you see it.\A magic that turns formerly inanimate objects into living, moving creatures.\The people of the village activated such forbidden magic,\but they ended up as food for the monsters, not the other way around.\But why would they do something so dangerous?\This is a dark guild's village.\What?\When I investigated the shed at that first house, I found a number of magical tools. response:	And not a one of them was for good.
context: A magic that turns formerly inanimate objects into living, moving creatures.\The people of the village activated such forbidden magic,\but they ended up as food for the monsters, not the other way around.\But why would they do something so dangerous?\This is a dark guild's village.\What?\When I investigated the shed at that first house, I found a number of magical tools.\And not a one of them was for good. response:	A dark guild, eh? They're probably plotting something evil and did themselves in.
context: The people of the village activated such forbidden magic,\but they ended up as food for the monsters, not the other way around.\But why would they do something so dangerous?\This is a dark guild's village.\What?\When I investigated the shed at that first house, I found a number of magical tools.\And not a one of them was for good.\A dark guild, eh? They're probably plotting something evil and did themselves in. response:	However!
context: but they ended up as food for the monsters, not the other way around.\But why would they do something so dangerous?\This is a dark guild's village.\What?\When I investigated the shed at that first house, I found a number of magical tools.\And not a one of them was for good.\A dark guild, eh? They're probably plotting something evil and did themselves in.\However! response:	Their despair is our happiness.
context: But why would they do something so dangerous?\This is a dark guild's village.\What?\When I investigated the shed at that first house, I found a number of magical tools.\And not a one of them was for good.\A dark guild, eh? They're probably plotting something evil and did themselves in.\However!\Their despair is our happiness. response:	Gramps, what are you talking about?
context: This is a dark guild's village.\What?\When I investigated the shed at that first house, I found a number of magical tools.\And not a one of them was for good.\A dark guild, eh? They're probably plotting something evil and did themselves in.\However!\Their despair is our happiness.\Gramps, what are you talking about? response:	I did say that these things were alive, yes?
context: What?\When I investigated the shed at that first house, I found a number of magical tools.\And not a one of them was for good.\A dark guild, eh? They're probably plotting something evil and did themselves in.\However!\Their despair is our happiness.\Gramps, what are you talking about?\I did say that these things were alive, yes? response:	If they're alive...
context: When I investigated the shed at that first house, I found a number of magical tools.\And not a one of them was for good.\A dark guild, eh? They're probably plotting something evil and did themselves in.\However!\Their despair is our happiness.\Gramps, what are you talking about?\I did say that these things were alive, yes?\If they're alive... response:	Don't stand there naked with a creepy grin!
context: And not a one of them was for good.\A dark guild, eh? They're probably plotting something evil and did themselves in.\However!\Their despair is our happiness.\Gramps, what are you talking about?\I did say that these things were alive, yes?\If they're alive...\Don't stand there naked with a creepy grin! response:	Well then, let's eat!
context: A dark guild, eh? They're probably plotting something evil and did themselves in.\However!\Their despair is our happiness.\Gramps, what are you talking about?\I did say that these things were alive, yes?\If they're alive...\Don't stand there naked with a creepy grin!\Well then, let's eat! response:	Yay, it's chow time!
context: However!\Their despair is our happiness.\Gramps, what are you talking about?\I did say that these things were alive, yes?\If they're alive...\Don't stand there naked with a creepy grin!\Well then, let's eat!\Yay, it's chow time! response:	At this rate we can't be picky about taste!
context: Their despair is our happiness.\Gramps, what are you talking about?\I did say that these things were alive, yes?\If they're alive...\Don't stand there naked with a creepy grin!\Well then, let's eat!\Yay, it's chow time!\At this rate we can't be picky about taste! response:	Erza, you're that hungry?
context: Gramps, what are you talking about?\I did say that these things were alive, yes?\If they're alive...\Don't stand there naked with a creepy grin!\Well then, let's eat!\Yay, it's chow time!\At this rate we can't be picky about taste!\Erza, you're that hungry? response:	Food, food, food!
context: I did say that these things were alive, yes?\If they're alive...\Don't stand there naked with a creepy grin!\Well then, let's eat!\Yay, it's chow time!\At this rate we can't be picky about taste!\Erza, you're that hungry?\Food, food, food! response:	H-Hey!
context: If they're alive...\Don't stand there naked with a creepy grin!\Well then, let's eat!\Yay, it's chow time!\At this rate we can't be picky about taste!\Erza, you're that hungry?\Food, food, food!\H-Hey! response:	Don't forget to save me some!
context: Don't stand there naked with a creepy grin!\Well then, let's eat!\Yay, it's chow time!\At this rate we can't be picky about taste!\Erza, you're that hungry?\Food, food, food!\H-Hey!\Don't forget to save me some! response:	Hey jerks! You have any idea who you're dealin' with?
context: Well then, let's eat!\Yay, it's chow time!\At this rate we can't be picky about taste!\Erza, you're that hungry?\Food, food, food!\H-Hey!\Don't forget to save me some!\Hey jerks! You have any idea who you're dealin' with? response:	I'm the number one flame-griller in all of Fairy Tail!
context: Yay, it's chow time!\At this rate we can't be picky about taste!\Erza, you're that hungry?\Food, food, food!\H-Hey!\Don't forget to save me some!\Hey jerks! You have any idea who you're dealin' with?\I'm the number one flame-griller in all of Fairy Tail! response:	Iron Fist of the Fire Dragon!
context: At this rate we can't be picky about taste!\Erza, you're that hungry?\Food, food, food!\H-Hey!\Don't forget to save me some!\Hey jerks! You have any idea who you're dealin' with?\I'm the number one flame-griller in all of Fairy Tail!\Iron Fist of the Fire Dragon! response:	First, we cook'em nice and thorough...
context: Erza, you're that hungry?\Food, food, food!\H-Hey!\Don't forget to save me some!\Hey jerks! You have any idea who you're dealin' with?\I'm the number one flame-griller in all of Fairy Tail!\Iron Fist of the Fire Dragon!\First, we cook'em nice and thorough... response:	Iron Fist of the Fire Dragon!
context: Food, food, food!\H-Hey!\Don't forget to save me some!\Hey jerks! You have any idea who you're dealin' with?\I'm the number one flame-griller in all of Fairy Tail!\Iron Fist of the Fire Dragon!\First, we cook'em nice and thorough...\Iron Fist of the Fire Dragon! response:	And then...
context: H-Hey!\Don't forget to save me some!\Hey jerks! You have any idea who you're dealin' with?\I'm the number one flame-griller in all of Fairy Tail!\Iron Fist of the Fire Dragon!\First, we cook'em nice and thorough...\Iron Fist of the Fire Dragon!\And then... response:	Steam them covered for a bit.
context: Don't forget to save me some!\Hey jerks! You have any idea who you're dealin' with?\I'm the number one flame-griller in all of Fairy Tail!\Iron Fist of the Fire Dragon!\First, we cook'em nice and thorough...\Iron Fist of the Fire Dragon!\And then...\Steam them covered for a bit. response:	Shouldn't really have dessert right off the bat, but beggars can't be choosers.
context: Hey jerks! You have any idea who you're dealin' with?\I'm the number one flame-griller in all of Fairy Tail!\Iron Fist of the Fire Dragon!\First, we cook'em nice and thorough...\Iron Fist of the Fire Dragon!\And then...\Steam them covered for a bit.\Shouldn't really have dessert right off the bat, but beggars can't be choosers. response:	Ice Make Fishnet!
context: I'm the number one flame-griller in all of Fairy Tail!\Iron Fist of the Fire Dragon!\First, we cook'em nice and thorough...\Iron Fist of the Fire Dragon!\And then...\Steam them covered for a bit.\Shouldn't really have dessert right off the bat, but beggars can't be choosers.\Ice Make Fishnet! response:	Sherbet is finished. Let's have a bite.
context: Iron Fist of the Fire Dragon!\First, we cook'em nice and thorough...\Iron Fist of the Fire Dragon!\And then...\Steam them covered for a bit.\Shouldn't really have dessert right off the bat, but beggars can't be choosers.\Ice Make Fishnet!\Sherbet is finished. Let's have a bite. response:	It's a close call which is more gross, a winged fish or a chair, but...
context: First, we cook'em nice and thorough...\Iron Fist of the Fire Dragon!\And then...\Steam them covered for a bit.\Shouldn't really have dessert right off the bat, but beggars can't be choosers.\Ice Make Fishnet!\Sherbet is finished. Let's have a bite.\It's a close call which is more gross, a winged fish or a chair, but... response:	Erza!
context: Iron Fist of the Fire Dragon!\And then...\Steam them covered for a bit.\Shouldn't really have dessert right off the bat, but beggars can't be choosers.\Ice Make Fishnet!\Sherbet is finished. Let's have a bite.\It's a close call which is more gross, a winged fish or a chair, but...\Erza! response:	Stand back.
context: And then...\Steam them covered for a bit.\Shouldn't really have dessert right off the bat, but beggars can't be choosers.\Ice Make Fishnet!\Sherbet is finished. Let's have a bite.\It's a close call which is more gross, a winged fish or a chair, but...\Erza!\Stand back. response:	It's cooking time.
context: Steam them covered for a bit.\Shouldn't really have dessert right off the bat, but beggars can't be choosers.\Ice Make Fishnet!\Sherbet is finished. Let's have a bite.\It's a close call which is more gross, a winged fish or a chair, but...\Erza!\Stand back.\It's cooking time. response:	C-Cooking?
context: Shouldn't really have dessert right off the bat, but beggars can't be choosers.\Ice Make Fishnet!\Sherbet is finished. Let's have a bite.\It's a close call which is more gross, a winged fish or a chair, but...\Erza!\Stand back.\It's cooking time.\C-Cooking? response:	Requip!
context: Ice Make Fishnet!\Sherbet is finished. Let's have a bite.\It's a close call which is more gross, a winged fish or a chair, but...\Erza!\Stand back.\It's cooking time.\C-Cooking?\Requip! response:	Each stick should be around 5 cm long.
context: Sherbet is finished. Let's have a bite.\It's a close call which is more gross, a winged fish or a chair, but...\Erza!\Stand back.\It's cooking time.\C-Cooking?\Requip!\Each stick should be around 5 cm long. response:	With the width of 4 mm, that's the way.
context: It's a close call which is more gross, a winged fish or a chair, but...\Erza!\Stand back.\It's cooking time.\C-Cooking?\Requip!\Each stick should be around 5 cm long.\With the width of 4 mm, that's the way. response:	You're taking this too seriously!
context: Erza!\Stand back.\It's cooking time.\C-Cooking?\Requip!\Each stick should be around 5 cm long.\With the width of 4 mm, that's the way.\You're taking this too seriously! response:	Besides, Erza... That outfit...
context: Stand back.\It's cooking time.\C-Cooking?\Requip!\Each stick should be around 5 cm long.\With the width of 4 mm, that's the way.\You're taking this too seriously!\Besides, Erza... That outfit... response:	Iron Fist of the Fire Dragon!
context: It's cooking time.\C-Cooking?\Requip!\Each stick should be around 5 cm long.\With the width of 4 mm, that's the way.\You're taking this too seriously!\Besides, Erza... That outfit...\Iron Fist of the Fire Dragon! response:	Ice Make Knuckle!
context: C-Cooking?\Requip!\Each stick should be around 5 cm long.\With the width of 4 mm, that's the way.\You're taking this too seriously!\Besides, Erza... That outfit...\Iron Fist of the Fire Dragon!\Ice Make Knuckle! response:	I'm starving...
context: Requip!\Each stick should be around 5 cm long.\With the width of 4 mm, that's the way.\You're taking this too seriously!\Besides, Erza... That outfit...\Iron Fist of the Fire Dragon!\Ice Make Knuckle!\I'm starving... response:	Aren't they done yet?
context: Each stick should be around 5 cm long.\With the width of 4 mm, that's the way.\You're taking this too seriously!\Besides, Erza... That outfit...\Iron Fist of the Fire Dragon!\Ice Make Knuckle!\I'm starving...\Aren't they done yet? response:	Time to eat!
context: With the width of 4 mm, that's the way.\You're taking this too seriously!\Besides, Erza... That outfit...\Iron Fist of the Fire Dragon!\Ice Make Knuckle!\I'm starving...\Aren't they done yet?\Time to eat! response:	What are you doing?
context: You're taking this too seriously!\Besides, Erza... That outfit...\Iron Fist of the Fire Dragon!\Ice Make Knuckle!\I'm starving...\Aren't they done yet?\Time to eat!\What are you doing? response:	It's not like you can eat a chair.
context: Besides, Erza... That outfit...\Iron Fist of the Fire Dragon!\Ice Make Knuckle!\I'm starving...\Aren't they done yet?\Time to eat!\What are you doing?\It's not like you can eat a chair. response:	Lucy.
context: Iron Fist of the Fire Dragon!\Ice Make Knuckle!\I'm starving...\Aren't they done yet?\Time to eat!\What are you doing?\It's not like you can eat a chair.\Lucy. response:	You try eating it first.
context: Ice Make Knuckle!\I'm starving...\Aren't they done yet?\Time to eat!\What are you doing?\It's not like you can eat a chair.\Lucy.\You try eating it first. response:	No, thank you!
context: I'm starving...\Aren't they done yet?\Time to eat!\What are you doing?\It's not like you can eat a chair.\Lucy.\You try eating it first.\No, thank you! response:	Ah, well.
context: Aren't they done yet?\Time to eat!\What are you doing?\It's not like you can eat a chair.\Lucy.\You try eating it first.\No, thank you!\Ah, well. response:	That's not right!
context: Time to eat!\What are you doing?\It's not like you can eat a chair.\Lucy.\You try eating it first.\No, thank you!\Ah, well.\That's not right! response:	Why did you try and make me eat it first?
context: What are you doing?\It's not like you can eat a chair.\Lucy.\You try eating it first.\No, thank you!\Ah, well.\That's not right!\Why did you try and make me eat it first? response:	What is he doing?
context: It's not like you can eat a chair.\Lucy.\You try eating it first.\No, thank you!\Ah, well.\That's not right!\Why did you try and make me eat it first?\What is he doing? response:	I'm sure he'll handle it himself.
context: Lucy.\You try eating it first.\No, thank you!\Ah, well.\That's not right!\Why did you try and make me eat it first?\What is he doing?\I'm sure he'll handle it himself. response:	Now then...
context: You try eating it first.\No, thank you!\Ah, well.\That's not right!\Why did you try and make me eat it first?\What is he doing?\I'm sure he'll handle it himself.\Now then... response:	What does it taste like?
context: No, thank you!\Ah, well.\That's not right!\Why did you try and make me eat it first?\What is he doing?\I'm sure he'll handle it himself.\Now then...\What does it taste like? response:	O-Okay then...
context: Ah, well.\That's not right!\Why did you try and make me eat it first?\What is he doing?\I'm sure he'll handle it himself.\Now then...\What does it taste like?\O-Okay then... response:	Well, I guess it's time to try a piece.
context: That's not right!\Why did you try and make me eat it first?\What is he doing?\I'm sure he'll handle it himself.\Now then...\What does it taste like?\O-Okay then...\Well, I guess it's time to try a piece. response:	Gross!
context: Why did you try and make me eat it first?\What is he doing?\I'm sure he'll handle it himself.\Now then...\What does it taste like?\O-Okay then...\Well, I guess it's time to try a piece.\Gross! response:	What the heck? I can't eat this, Gramps!
context: What is he doing?\I'm sure he'll handle it himself.\Now then...\What does it taste like?\O-Okay then...\Well, I guess it's time to try a piece.\Gross!\What the heck? I can't eat this, Gramps! response:	There's gross, and then there's this!
context: I'm sure he'll handle it himself.\Now then...\What does it taste like?\O-Okay then...\Well, I guess it's time to try a piece.\Gross!\What the heck? I can't eat this, Gramps!\There's gross, and then there's this! response:	True. It's not something one would call, edible.
context: Now then...\What does it taste like?\O-Okay then...\Well, I guess it's time to try a piece.\Gross!\What the heck? I can't eat this, Gramps!\There's gross, and then there's this!\True. It's not something one would call, edible. response:	Don't say that after you made me eat it!
context: What does it taste like?\O-Okay then...\Well, I guess it's time to try a piece.\Gross!\What the heck? I can't eat this, Gramps!\There's gross, and then there's this!\True. It's not something one would call, edible.\Don't say that after you made me eat it! response:	Your mushroom came off!
context: O-Okay then...\Well, I guess it's time to try a piece.\Gross!\What the heck? I can't eat this, Gramps!\There's gross, and then there's this!\True. It's not something one would call, edible.\Don't say that after you made me eat it!\Your mushroom came off! response:	Who cares about that? Why didn't anyone stop that thing?
context: Well, I guess it's time to try a piece.\Gross!\What the heck? I can't eat this, Gramps!\There's gross, and then there's this!\True. It's not something one would call, edible.\Don't say that after you made me eat it!\Your mushroom came off!\Who cares about that? Why didn't anyone stop that thing? response:	How cruel, Natsu! Why didn't you help?
context: Gross!\What the heck? I can't eat this, Gramps!\There's gross, and then there's this!\True. It's not something one would call, edible.\Don't say that after you made me eat it!\Your mushroom came off!\Who cares about that? Why didn't anyone stop that thing?\How cruel, Natsu! Why didn't you help? response:	You weren't playing around?
context: What the heck? I can't eat this, Gramps!\There's gross, and then there's this!\True. It's not something one would call, edible.\Don't say that after you made me eat it!\Your mushroom came off!\Who cares about that? Why didn't anyone stop that thing?\How cruel, Natsu! Why didn't you help?\You weren't playing around? response:	But this isn't helping. It doesn't matter how hungry we are, we can't eat this.
context: There's gross, and then there's this!\True. It's not something one would call, edible.\Don't say that after you made me eat it!\Your mushroom came off!\Who cares about that? Why didn't anyone stop that thing?\How cruel, Natsu! Why didn't you help?\You weren't playing around?\But this isn't helping. It doesn't matter how hungry we are, we can't eat this. response:	I guess that's what we get for trying to eat monsters.
context: True. It's not something one would call, edible.\Don't say that after you made me eat it!\Your mushroom came off!\Who cares about that? Why didn't anyone stop that thing?\How cruel, Natsu! Why didn't you help?\You weren't playing around?\But this isn't helping. It doesn't matter how hungry we are, we can't eat this.\I guess that's what we get for trying to eat monsters. response:	Damn it! Now that I realize I can't eat it, I'm really getting hungry!
context: Don't say that after you made me eat it!\Your mushroom came off!\Who cares about that? Why didn't anyone stop that thing?\How cruel, Natsu! Why didn't you help?\You weren't playing around?\But this isn't helping. It doesn't matter how hungry we are, we can't eat this.\I guess that's what we get for trying to eat monsters.\Damn it! Now that I realize I can't eat it, I'm really getting hungry! response:	This is awful... To hell with friendship, to hell with my pals!
context: Your mushroom came off!\Who cares about that? Why didn't anyone stop that thing?\How cruel, Natsu! Why didn't you help?\You weren't playing around?\But this isn't helping. It doesn't matter how hungry we are, we can't eat this.\I guess that's what we get for trying to eat monsters.\Damn it! Now that I realize I can't eat it, I'm really getting hungry!\This is awful... To hell with friendship, to hell with my pals! response:	Watch out!
context: Who cares about that? Why didn't anyone stop that thing?\How cruel, Natsu! Why didn't you help?\You weren't playing around?\But this isn't helping. It doesn't matter how hungry we are, we can't eat this.\I guess that's what we get for trying to eat monsters.\Damn it! Now that I realize I can't eat it, I'm really getting hungry!\This is awful... To hell with friendship, to hell with my pals!\Watch out! response:	Natsu!
context: How cruel, Natsu! Why didn't you help?\You weren't playing around?\But this isn't helping. It doesn't matter how hungry we are, we can't eat this.\I guess that's what we get for trying to eat monsters.\Damn it! Now that I realize I can't eat it, I'm really getting hungry!\This is awful... To hell with friendship, to hell with my pals!\Watch out!\Natsu! response:	You disgusting creatures!
context: You weren't playing around?\But this isn't helping. It doesn't matter how hungry we are, we can't eat this.\I guess that's what we get for trying to eat monsters.\Damn it! Now that I realize I can't eat it, I'm really getting hungry!\This is awful... To hell with friendship, to hell with my pals!\Watch out!\Natsu!\You disgusting creatures! response:	Now I'm angry.
context: But this isn't helping. It doesn't matter how hungry we are, we can't eat this.\I guess that's what we get for trying to eat monsters.\Damn it! Now that I realize I can't eat it, I'm really getting hungry!\This is awful... To hell with friendship, to hell with my pals!\Watch out!\Natsu!\You disgusting creatures!\Now I'm angry. response:	I'll blow you all away at once!
context: I guess that's what we get for trying to eat monsters.\Damn it! Now that I realize I can't eat it, I'm really getting hungry!\This is awful... To hell with friendship, to hell with my pals!\Watch out!\Natsu!\You disgusting creatures!\Now I'm angry.\I'll blow you all away at once! response:	Wing Slash of the Fire Dragon!
context: Damn it! Now that I realize I can't eat it, I'm really getting hungry!\This is awful... To hell with friendship, to hell with my pals!\Watch out!\Natsu!\You disgusting creatures!\Now I'm angry.\I'll blow you all away at once!\Wing Slash of the Fire Dragon! response:	Ice Wall!
context: This is awful... To hell with friendship, to hell with my pals!\Watch out!\Natsu!\You disgusting creatures!\Now I'm angry.\I'll blow you all away at once!\Wing Slash of the Fire Dragon!\Ice Wall! response:	Me, too!
context: Watch out!\Natsu!\You disgusting creatures!\Now I'm angry.\I'll blow you all away at once!\Wing Slash of the Fire Dragon!\Ice Wall!\Me, too! response:	Gate of the Golden Bull, I open thee!
context: Natsu!\You disgusting creatures!\Now I'm angry.\I'll blow you all away at once!\Wing Slash of the Fire Dragon!\Ice Wall!\Me, too!\Gate of the Golden Bull, I open thee! response:	Taurus!
context: You disgusting creatures!\Now I'm angry.\I'll blow you all away at once!\Wing Slash of the Fire Dragon!\Ice Wall!\Me, too!\Gate of the Golden Bull, I open thee!\Taurus! response:	Nice body as always, I see!
context: Now I'm angry.\I'll blow you all away at once!\Wing Slash of the Fire Dragon!\Ice Wall!\Me, too!\Gate of the Golden Bull, I open thee!\Taurus!\Nice body as always, I see! response:	Yeah, whatever. Get to it.
context: I'll blow you all away at once!\Wing Slash of the Fire Dragon!\Ice Wall!\Me, too!\Gate of the Golden Bull, I open thee!\Taurus!\Nice body as always, I see!\Yeah, whatever. Get to it. response:	Did y'all forget me?
context: Wing Slash of the Fire Dragon!\Ice Wall!\Me, too!\Gate of the Golden Bull, I open thee!\Taurus!\Nice body as always, I see!\Yeah, whatever. Get to it.\Did y'all forget me? response:	Rampage!
context: Ice Wall!\Me, too!\Gate of the Golden Bull, I open thee!\Taurus!\Nice body as always, I see!\Yeah, whatever. Get to it.\Did y'all forget me?\Rampage! response:	There's no end to them.
context: Me, too!\Gate of the Golden Bull, I open thee!\Taurus!\Nice body as always, I see!\Yeah, whatever. Get to it.\Did y'all forget me?\Rampage!\There's no end to them. response:	W-What is it now?
context: Gate of the Golden Bull, I open thee!\Taurus!\Nice body as always, I see!\Yeah, whatever. Get to it.\Did y'all forget me?\Rampage!\There's no end to them.\W-What is it now? response:	A magic circle?
context: Taurus!\Nice body as always, I see!\Yeah, whatever. Get to it.\Did y'all forget me?\Rampage!\There's no end to them.\W-What is it now?\A magic circle? response:	What's that?
context: Nice body as always, I see!\Yeah, whatever. Get to it.\Did y'all forget me?\Rampage!\There's no end to them.\W-What is it now?\A magic circle?\What's that? response:	Wow, pretty!
context: Yeah, whatever. Get to it.\Did y'all forget me?\Rampage!\There's no end to them.\W-What is it now?\A magic circle?\What's that?\Wow, pretty! response:	That's not the issue here!
context: Did y'all forget me?\Rampage!\There's no end to them.\W-What is it now?\A magic circle?\What's that?\Wow, pretty!\That's not the issue here! response:	You've been focusing on the weirdest things!
context: Rampage!\There's no end to them.\W-What is it now?\A magic circle?\What's that?\Wow, pretty!\That's not the issue here!\You've been focusing on the weirdest things! response:	This is...
context: There's no end to them.\W-What is it now?\A magic circle?\What's that?\Wow, pretty!\That's not the issue here!\You've been focusing on the weirdest things!\This is... response:	Run!
context: W-What is it now?\A magic circle?\What's that?\Wow, pretty!\That's not the issue here!\You've been focusing on the weirdest things!\This is...\Run! response:	I'm starving...
context: A magic circle?\What's that?\Wow, pretty!\That's not the issue here!\You've been focusing on the weirdest things!\This is...\Run!\I'm starving... response:	Seriously!
context: What's that?\Wow, pretty!\That's not the issue here!\You've been focusing on the weirdest things!\This is...\Run!\I'm starving...\Seriously! response:	I can't walk another inch...
context: Wow, pretty!\That's not the issue here!\You've been focusing on the weirdest things!\This is...\Run!\I'm starving...\Seriously!\I can't walk another inch... response:	Then stop showin' off with those wings of yours!
context: That's not the issue here!\You've been focusing on the weirdest things!\This is...\Run!\I'm starving...\Seriously!\I can't walk another inch...\Then stop showin' off with those wings of yours! response:	I don't get what happened at all.
context: You've been focusing on the weirdest things!\This is...\Run!\I'm starving...\Seriously!\I can't walk another inch...\Then stop showin' off with those wings of yours!\I don't get what happened at all. response:	Master.
context: This is...\Run!\I'm starving...\Seriously!\I can't walk another inch...\Then stop showin' off with those wings of yours!\I don't get what happened at all.\Master. response:	What?
context: Run!\I'm starving...\Seriously!\I can't walk another inch...\Then stop showin' off with those wings of yours!\I don't get what happened at all.\Master.\What? response:	I don't accept your explanation of what happened before.
context: I'm starving...\Seriously!\I can't walk another inch...\Then stop showin' off with those wings of yours!\I don't get what happened at all.\Master.\What?\I don't accept your explanation of what happened before. response:	What did you do?
context: Seriously!\I can't walk another inch...\Then stop showin' off with those wings of yours!\I don't get what happened at all.\Master.\What?\I don't accept your explanation of what happened before.\What did you do? response:	We made a magical circle, and a monster appeared.
context: I can't walk another inch...\Then stop showin' off with those wings of yours!\I don't get what happened at all.\Master.\What?\I don't accept your explanation of what happened before.\What did you do?\We made a magical circle, and a monster appeared. response:	All of us were Taken Over by it.
context: Then stop showin' off with those wings of yours!\I don't get what happened at all.\Master.\What?\I don't accept your explanation of what happened before.\What did you do?\We made a magical circle, and a monster appeared.\All of us were Taken Over by it. response:	So you were all inside those monsters?
context: I don't get what happened at all.\Master.\What?\I don't accept your explanation of what happened before.\What did you do?\We made a magical circle, and a monster appeared.\All of us were Taken Over by it.\So you were all inside those monsters? response:	I ate a little of it!
context: Master.\What?\I don't accept your explanation of what happened before.\What did you do?\We made a magical circle, and a monster appeared.\All of us were Taken Over by it.\So you were all inside those monsters?\I ate a little of it! response:	When you outsiders entered the village,
context: What?\I don't accept your explanation of what happened before.\What did you do?\We made a magical circle, and a monster appeared.\All of us were Taken Over by it.\So you were all inside those monsters?\I ate a little of it!\When you outsiders entered the village, response:	you activated the magical circle.
context: I don't accept your explanation of what happened before.\What did you do?\We made a magical circle, and a monster appeared.\All of us were Taken Over by it.\So you were all inside those monsters?\I ate a little of it!\When you outsiders entered the village,\you activated the magical circle. response:	That magic circle is no longer active!
context: What did you do?\We made a magical circle, and a monster appeared.\All of us were Taken Over by it.\So you were all inside those monsters?\I ate a little of it!\When you outsiders entered the village,\you activated the magical circle.\That magic circle is no longer active! response:	Why, Gramps?
context: We made a magical circle, and a monster appeared.\All of us were Taken Over by it.\So you were all inside those monsters?\I ate a little of it!\When you outsiders entered the village,\you activated the magical circle.\That magic circle is no longer active!\Why, Gramps? response:	Don't sweat the details, my boy!
context: All of us were Taken Over by it.\So you were all inside those monsters?\I ate a little of it!\When you outsiders entered the village,\you activated the magical circle.\That magic circle is no longer active!\Why, Gramps?\Don't sweat the details, my boy! response:	Anyway, you all should just be happy that the Take Over has been undone.
context: So you were all inside those monsters?\I ate a little of it!\When you outsiders entered the village,\you activated the magical circle.\That magic circle is no longer active!\Why, Gramps?\Don't sweat the details, my boy!\Anyway, you all should just be happy that the Take Over has been undone. response:	If you learn from this harsh lesson and never act in such a reckless manner again, I will refrain from informing the council!
