context: Together Forever!! response:	This is no good!
context: Stylist?\You're flattering me, but thank you.\It's true.\It feels great working with you, Nakahara-san.\All right, all right...\Let's go.\Don't tell me you want to become a model?\It's impossible. response:	You were way too stiff in front of the camera.
context: You're flattering me, but thank you.\It's true.\It feels great working with you, Nakahara-san.\All right, all right...\Let's go.\Don't tell me you want to become a model?\It's impossible.\You were way too stiff in front of the camera. response:	I did think you were cute, though...
context: It's true.\It feels great working with you, Nakahara-san.\All right, all right...\Let's go.\Don't tell me you want to become a model?\It's impossible.\You were way too stiff in front of the camera.\I did think you were cute, though... response:	Really?
context: It feels great working with you, Nakahara-san.\All right, all right...\Let's go.\Don't tell me you want to become a model?\It's impossible.\You were way too stiff in front of the camera.\I did think you were cute, though...\Really? response:	No, well... just a bit.
context: All right, all right...\Let's go.\Don't tell me you want to become a model?\It's impossible.\You were way too stiff in front of the camera.\I did think you were cute, though...\Really?\No, well... just a bit. response:	Thanks.
context: Let's go.\Don't tell me you want to become a model?\It's impossible.\You were way too stiff in front of the camera.\I did think you were cute, though...\Really?\No, well... just a bit.\Thanks. response:	But don't worry.
context: Don't tell me you want to become a model?\It's impossible.\You were way too stiff in front of the camera.\I did think you were cute, though...\Really?\No, well... just a bit.\Thanks.\But don't worry. response:	I want to become a stylist.
context: It's impossible.\You were way too stiff in front of the camera.\I did think you were cute, though...\Really?\No, well... just a bit.\Thanks.\But don't worry.\I want to become a stylist. response:	A stylist, huh?
context: You were way too stiff in front of the camera.\I did think you were cute, though...\Really?\No, well... just a bit.\Thanks.\But don't worry.\I want to become a stylist.\A stylist, huh? response:	Is it a stretch?
context: I did think you were cute, though...\Really?\No, well... just a bit.\Thanks.\But don't worry.\I want to become a stylist.\A stylist, huh?\Is it a stretch? response:	I mean, I do like helping people coordinate clothes and stuff...
context: Really?\No, well... just a bit.\Thanks.\But don't worry.\I want to become a stylist.\A stylist, huh?\Is it a stretch?\I mean, I do like helping people coordinate clothes and stuff... response:	Idiot. Don't worry about whether you're suited to it or not.
context: No, well... just a bit.\Thanks.\But don't worry.\I want to become a stylist.\A stylist, huh?\Is it a stretch?\I mean, I do like helping people coordinate clothes and stuff...\Idiot. Don't worry about whether you're suited to it or not. response:	Just decide that you like it and want to do it.
context: Thanks.\But don't worry.\I want to become a stylist.\A stylist, huh?\Is it a stretch?\I mean, I do like helping people coordinate clothes and stuff...\Idiot. Don't worry about whether you're suited to it or not.\Just decide that you like it and want to do it. response:	I do.
context: But don't worry.\I want to become a stylist.\A stylist, huh?\Is it a stretch?\I mean, I do like helping people coordinate clothes and stuff...\Idiot. Don't worry about whether you're suited to it or not.\Just decide that you like it and want to do it.\I do. response:	Then draw forth your confidence and do it.
context: I want to become a stylist.\A stylist, huh?\Is it a stretch?\I mean, I do like helping people coordinate clothes and stuff...\Idiot. Don't worry about whether you're suited to it or not.\Just decide that you like it and want to do it.\I do.\Then draw forth your confidence and do it. response:	You're strong enough.
context: A stylist, huh?\Is it a stretch?\I mean, I do like helping people coordinate clothes and stuff...\Idiot. Don't worry about whether you're suited to it or not.\Just decide that you like it and want to do it.\I do.\Then draw forth your confidence and do it.\You're strong enough. response:	Really?
context: Is it a stretch?\I mean, I do like helping people coordinate clothes and stuff...\Idiot. Don't worry about whether you're suited to it or not.\Just decide that you like it and want to do it.\I do.\Then draw forth your confidence and do it.\You're strong enough.\Really? response:	Yeah. Otani-sensei guarantees it.
context: I mean, I do like helping people coordinate clothes and stuff...\Idiot. Don't worry about whether you're suited to it or not.\Just decide that you like it and want to do it.\I do.\Then draw forth your confidence and do it.\You're strong enough.\Really?\Yeah. Otani-sensei guarantees it. response:	Otani-sensei!
context: Idiot. Don't worry about whether you're suited to it or not.\Just decide that you like it and want to do it.\I do.\Then draw forth your confidence and do it.\You're strong enough.\Really?\Yeah. Otani-sensei guarantees it.\Otani-sensei! response:	Otani-sensei sure is a nice guy.
context: Just decide that you like it and want to do it.\I do.\Then draw forth your confidence and do it.\You're strong enough.\Really?\Yeah. Otani-sensei guarantees it.\Otani-sensei!\Otani-sensei sure is a nice guy. response:	But before that...
context: I do.\Then draw forth your confidence and do it.\You're strong enough.\Really?\Yeah. Otani-sensei guarantees it.\Otani-sensei!\Otani-sensei sure is a nice guy.\But before that... response:	Risa.
context: Then draw forth your confidence and do it.\You're strong enough.\Really?\Yeah. Otani-sensei guarantees it.\Otani-sensei!\Otani-sensei sure is a nice guy.\But before that...\Risa. response:	Haruka! Maity-sensei!
context: You're strong enough.\Really?\Yeah. Otani-sensei guarantees it.\Otani-sensei!\Otani-sensei sure is a nice guy.\But before that...\Risa.\Haruka! Maity-sensei! response:	We went for a drive, and decided to drop by.
context: Really?\Yeah. Otani-sensei guarantees it.\Otani-sensei!\Otani-sensei sure is a nice guy.\But before that...\Risa.\Haruka! Maity-sensei!\We went for a drive, and decided to drop by. response:	Friends of yours?
context: Yeah. Otani-sensei guarantees it.\Otani-sensei!\Otani-sensei sure is a nice guy.\But before that...\Risa.\Haruka! Maity-sensei!\We went for a drive, and decided to drop by.\Friends of yours? response:	No, no.
context: Otani-sensei!\Otani-sensei sure is a nice guy.\But before that...\Risa.\Haruka! Maity-sensei!\We went for a drive, and decided to drop by.\Friends of yours?\No, no. response:	I'm Risa's lover, and this is her man on the side.
context: Otani-sensei sure is a nice guy.\But before that...\Risa.\Haruka! Maity-sensei!\We went for a drive, and decided to drop by.\Friends of yours?\No, no.\I'm Risa's lover, and this is her man on the side. response:	What?! Are you serious?!
context: But before that...\Risa.\Haruka! Maity-sensei!\We went for a drive, and decided to drop by.\Friends of yours?\No, no.\I'm Risa's lover, and this is her man on the side.\What?! Are you serious?! response:	Don't lie to innocent little kids.
context: Risa.\Haruka! Maity-sensei!\We went for a drive, and decided to drop by.\Friends of yours?\No, no.\I'm Risa's lover, and this is her man on the side.\What?! Are you serious?!\Don't lie to innocent little kids. response:	Huh? I've just been lied to?
context: Haruka! Maity-sensei!\We went for a drive, and decided to drop by.\Friends of yours?\No, no.\I'm Risa's lover, and this is her man on the side.\What?! Are you serious?!\Don't lie to innocent little kids.\Huh? I've just been lied to? response:	He's so funny!
context: We went for a drive, and decided to drop by.\Friends of yours?\No, no.\I'm Risa's lover, and this is her man on the side.\What?! Are you serious?!\Don't lie to innocent little kids.\Huh? I've just been lied to?\He's so funny! response:	Have you been in touch with Otani?
context: Friends of yours?\No, no.\I'm Risa's lover, and this is her man on the side.\What?! Are you serious?!\Don't lie to innocent little kids.\Huh? I've just been lied to?\He's so funny!\Have you been in touch with Otani? response:	The exam results come out today, right?
context: No, no.\I'm Risa's lover, and this is her man on the side.\What?! Are you serious?!\Don't lie to innocent little kids.\Huh? I've just been lied to?\He's so funny!\Have you been in touch with Otani?\The exam results come out today, right? response:	No, not yet.
context: I'm Risa's lover, and this is her man on the side.\What?! Are you serious?!\Don't lie to innocent little kids.\Huh? I've just been lied to?\He's so funny!\Have you been in touch with Otani?\The exam results come out today, right?\No, not yet. response:	Say, I saw the midget earlier.
context: What?! Are you serious?!\Don't lie to innocent little kids.\Huh? I've just been lied to?\He's so funny!\Have you been in touch with Otani?\The exam results come out today, right?\No, not yet.\Say, I saw the midget earlier. response:	Where?
context: Don't lie to innocent little kids.\Huh? I've just been lied to?\He's so funny!\Have you been in touch with Otani?\The exam results come out today, right?\No, not yet.\Say, I saw the midget earlier.\Where? response:	On the bench in front of the train station.
context: Huh? I've just been lied to?\He's so funny!\Have you been in touch with Otani?\The exam results come out today, right?\No, not yet.\Say, I saw the midget earlier.\Where?\On the bench in front of the train station. response:	He looked like this.
context: He's so funny!\Have you been in touch with Otani?\The exam results come out today, right?\No, not yet.\Say, I saw the midget earlier.\Where?\On the bench in front of the train station.\He looked like this. response:	I called out Hey midget! but he didn't respond.
context: Have you been in touch with Otani?\The exam results come out today, right?\No, not yet.\Say, I saw the midget earlier.\Where?\On the bench in front of the train station.\He looked like this.\I called out Hey midget! but he didn't respond. response:	I bet he failed!
context: The exam results come out today, right?\No, not yet.\Say, I saw the midget earlier.\Where?\On the bench in front of the train station.\He looked like this.\I called out Hey midget! but he didn't respond.\I bet he failed! response:	That's unfortunate.
context: No, not yet.\Say, I saw the midget earlier.\Where?\On the bench in front of the train station.\He looked like this.\I called out Hey midget! but he didn't respond.\I bet he failed!\That's unfortunate. response:	Risa.
context: Say, I saw the midget earlier.\Where?\On the bench in front of the train station.\He looked like this.\I called out Hey midget! but he didn't respond.\I bet he failed!\That's unfortunate.\Risa. response:	Working hard?
context: Where?\On the bench in front of the train station.\He looked like this.\I called out Hey midget! but he didn't respond.\I bet he failed!\That's unfortunate.\Risa.\Working hard? response:	The short boy from the kitchen?
context: On the bench in front of the train station.\He looked like this.\I called out Hey midget! but he didn't respond.\I bet he failed!\That's unfortunate.\Risa.\Working hard?\The short boy from the kitchen? response:	Nice to meet you. I'm Risa's mother.
context: He looked like this.\I called out Hey midget! but he didn't respond.\I bet he failed!\That's unfortunate.\Risa.\Working hard?\The short boy from the kitchen?\Nice to meet you. I'm Risa's mother. response:	I'm her father.
context: I called out Hey midget! but he didn't respond.\I bet he failed!\That's unfortunate.\Risa.\Working hard?\The short boy from the kitchen?\Nice to meet you. I'm Risa's mother.\I'm her father. response:	Huh?! You're so young!
context: I bet he failed!\That's unfortunate.\Risa.\Working hard?\The short boy from the kitchen?\Nice to meet you. I'm Risa's mother.\I'm her father.\Huh?! You're so young! response:	No, no.
context: That's unfortunate.\Risa.\Working hard?\The short boy from the kitchen?\Nice to meet you. I'm Risa's mother.\I'm her father.\Huh?! You're so young!\No, no. response:	Say, have you talked to Otani?
context: Risa.\Working hard?\The short boy from the kitchen?\Nice to meet you. I'm Risa's mother.\I'm her father.\Huh?! You're so young!\No, no.\Say, have you talked to Otani? response:	I've been lied to again, haven't I?
context: Working hard?\The short boy from the kitchen?\Nice to meet you. I'm Risa's mother.\I'm her father.\Huh?! You're so young!\No, no.\Say, have you talked to Otani?\I've been lied to again, haven't I? response:	No, why?
context: The short boy from the kitchen?\Nice to meet you. I'm Risa's mother.\I'm her father.\Huh?! You're so young!\No, no.\Say, have you talked to Otani?\I've been lied to again, haven't I?\No, why? response:	I called him several times, but he didn't pick up.
context: Nice to meet you. I'm Risa's mother.\I'm her father.\Huh?! You're so young!\No, no.\Say, have you talked to Otani?\I've been lied to again, haven't I?\No, why?\I called him several times, but he didn't pick up. response:	No way!
context: I'm her father.\Huh?! You're so young!\No, no.\Say, have you talked to Otani?\I've been lied to again, haven't I?\No, why?\I called him several times, but he didn't pick up.\No way! response:	He definitely failed. He is an idiot, after all.
context: Huh?! You're so young!\No, no.\Say, have you talked to Otani?\I've been lied to again, haven't I?\No, why?\I called him several times, but he didn't pick up.\No way!\He definitely failed. He is an idiot, after all. response:	Laughing at other's misfortunes will bring you bad karma.
context: No, no.\Say, have you talked to Otani?\I've been lied to again, haven't I?\No, why?\I called him several times, but he didn't pick up.\No way!\He definitely failed. He is an idiot, after all.\Laughing at other's misfortunes will bring you bad karma. response:	If it were me, I'd pass first try.
context: Say, have you talked to Otani?\I've been lied to again, haven't I?\No, why?\I called him several times, but he didn't pick up.\No way!\He definitely failed. He is an idiot, after all.\Laughing at other's misfortunes will bring you bad karma.\If it were me, I'd pass first try. response:	Risa!
context: I've been lied to again, haven't I?\No, why?\I called him several times, but he didn't pick up.\No way!\He definitely failed. He is an idiot, after all.\Laughing at other's misfortunes will bring you bad karma.\If it were me, I'd pass first try.\Risa! response:	The number you have dialed cannot be reached at this time.
context: No, why?\I called him several times, but he didn't pick up.\No way!\He definitely failed. He is an idiot, after all.\Laughing at other's misfortunes will bring you bad karma.\If it were me, I'd pass first try.\Risa!\The number you have dialed cannot be reached at this time. response:	Please leave a message after the tone, then press the pound sign.
context: I called him several times, but he didn't pick up.\No way!\He definitely failed. He is an idiot, after all.\Laughing at other's misfortunes will bring you bad karma.\If it were me, I'd pass first try.\Risa!\The number you have dialed cannot be reached at this time.\Please leave a message after the tone, then press the pound sign. response:	Shock!
context: No way!\He definitely failed. He is an idiot, after all.\Laughing at other's misfortunes will bring you bad karma.\If it were me, I'd pass first try.\Risa!\The number you have dialed cannot be reached at this time.\Please leave a message after the tone, then press the pound sign.\Shock! response:	He failed...
context: He definitely failed. He is an idiot, after all.\Laughing at other's misfortunes will bring you bad karma.\If it were me, I'd pass first try.\Risa!\The number you have dialed cannot be reached at this time.\Please leave a message after the tone, then press the pound sign.\Shock!\He failed... response:	What are you doing? How many times do I have to tell you not to scream?
context: Laughing at other's misfortunes will bring you bad karma.\If it were me, I'd pass first try.\Risa!\The number you have dialed cannot be reached at this time.\Please leave a message after the tone, then press the pound sign.\Shock!\He failed...\What are you doing? How many times do I have to tell you not to scream? response:	I'm sorry! I need to leave early!
context: If it were me, I'd pass first try.\Risa!\The number you have dialed cannot be reached at this time.\Please leave a message after the tone, then press the pound sign.\Shock!\He failed...\What are you doing? How many times do I have to tell you not to scream?\I'm sorry! I need to leave early! response:	This is an emergency! Please!
context: Risa!\The number you have dialed cannot be reached at this time.\Please leave a message after the tone, then press the pound sign.\Shock!\He failed...\What are you doing? How many times do I have to tell you not to scream?\I'm sorry! I need to leave early!\This is an emergency! Please! response:	What exactly is going on?
context: The number you have dialed cannot be reached at this time.\Please leave a message after the tone, then press the pound sign.\Shock!\He failed...\What are you doing? How many times do I have to tell you not to scream?\I'm sorry! I need to leave early!\This is an emergency! Please!\What exactly is going on? response:	Matsubara-san, I'll cover for her.
context: Please leave a message after the tone, then press the pound sign.\Shock!\He failed...\What are you doing? How many times do I have to tell you not to scream?\I'm sorry! I need to leave early!\This is an emergency! Please!\What exactly is going on?\Matsubara-san, I'll cover for her. response:	Kohori-kun!
context: Shock!\He failed...\What are you doing? How many times do I have to tell you not to scream?\I'm sorry! I need to leave early!\This is an emergency! Please!\What exactly is going on?\Matsubara-san, I'll cover for her.\Kohori-kun! response:	Go on. Go!
context: He failed...\What are you doing? How many times do I have to tell you not to scream?\I'm sorry! I need to leave early!\This is an emergency! Please!\What exactly is going on?\Matsubara-san, I'll cover for her.\Kohori-kun!\Go on. Go! response:	Thank you!
context: What are you doing? How many times do I have to tell you not to scream?\I'm sorry! I need to leave early!\This is an emergency! Please!\What exactly is going on?\Matsubara-san, I'll cover for her.\Kohori-kun!\Go on. Go!\Thank you! response:	Wait! Koizumi-san!
context: I'm sorry! I need to leave early!\This is an emergency! Please!\What exactly is going on?\Matsubara-san, I'll cover for her.\Kohori-kun!\Go on. Go!\Thank you!\Wait! Koizumi-san! response:	I'm really sorry! You can dock my pay if you want!
context: This is an emergency! Please!\What exactly is going on?\Matsubara-san, I'll cover for her.\Kohori-kun!\Go on. Go!\Thank you!\Wait! Koizumi-san!\I'm really sorry! You can dock my pay if you want! response:	Lord.
context: What exactly is going on?\Matsubara-san, I'll cover for her.\Kohori-kun!\Go on. Go!\Thank you!\Wait! Koizumi-san!\I'm really sorry! You can dock my pay if you want!\Lord. response:	I was that age once, too.
context: Matsubara-san, I'll cover for her.\Kohori-kun!\Go on. Go!\Thank you!\Wait! Koizumi-san!\I'm really sorry! You can dock my pay if you want!\Lord.\I was that age once, too. response:	I won't be lied to any more...
context: Kohori-kun!\Go on. Go!\Thank you!\Wait! Koizumi-san!\I'm really sorry! You can dock my pay if you want!\Lord.\I was that age once, too.\I won't be lied to any more... response:	You'll be fine, Otani.
context: Go on. Go!\Thank you!\Wait! Koizumi-san!\I'm really sorry! You can dock my pay if you want!\Lord.\I was that age once, too.\I won't be lied to any more...\You'll be fine, Otani. response:	Even if you failed, there's always next year.
context: Thank you!\Wait! Koizumi-san!\I'm really sorry! You can dock my pay if you want!\Lord.\I was that age once, too.\I won't be lied to any more...\You'll be fine, Otani.\Even if you failed, there's always next year. response:	I'll be right here with you, even if you need to study all year.
context: Wait! Koizumi-san!\I'm really sorry! You can dock my pay if you want!\Lord.\I was that age once, too.\I won't be lied to any more...\You'll be fine, Otani.\Even if you failed, there's always next year.\I'll be right here with you, even if you need to study all year. response:	So...
context: I'm really sorry! You can dock my pay if you want!\Lord.\I was that age once, too.\I won't be lied to any more...\You'll be fine, Otani.\Even if you failed, there's always next year.\I'll be right here with you, even if you need to study all year.\So... response:	Otani... geez, where are you?!
context: Lord.\I was that age once, too.\I won't be lied to any more...\You'll be fine, Otani.\Even if you failed, there's always next year.\I'll be right here with you, even if you need to study all year.\So...\Otani... geez, where are you?! response:	Don't run away, you idiot!
context: I was that age once, too.\I won't be lied to any more...\You'll be fine, Otani.\Even if you failed, there's always next year.\I'll be right here with you, even if you need to study all year.\So...\Otani... geez, where are you?!\Don't run away, you idiot! response:	Wait, Otani! You can't die!
context: I won't be lied to any more...\You'll be fine, Otani.\Even if you failed, there's always next year.\I'll be right here with you, even if you need to study all year.\So...\Otani... geez, where are you?!\Don't run away, you idiot!\Wait, Otani! You can't die! response:	It's not the right thing to do.
context: You'll be fine, Otani.\Even if you failed, there's always next year.\I'll be right here with you, even if you need to study all year.\So...\Otani... geez, where are you?!\Don't run away, you idiot!\Wait, Otani! You can't die!\It's not the right thing to do. response:	Who's going to die, you idiot?!
context: Even if you failed, there's always next year.\I'll be right here with you, even if you need to study all year.\So...\Otani... geez, where are you?!\Don't run away, you idiot!\Wait, Otani! You can't die!\It's not the right thing to do.\Who's going to die, you idiot?! response:	Take the test again.
context: I'll be right here with you, even if you need to study all year.\So...\Otani... geez, where are you?!\Don't run away, you idiot!\Wait, Otani! You can't die!\It's not the right thing to do.\Who's going to die, you idiot?!\Take the test again. response:	You can retake the test next year.
context: So...\Otani... geez, where are you?!\Don't run away, you idiot!\Wait, Otani! You can't die!\It's not the right thing to do.\Who's going to die, you idiot?!\Take the test again.\You can retake the test next year. response:	I passed. Why do I have to take it again?
context: Otani... geez, where are you?!\Don't run away, you idiot!\Wait, Otani! You can't die!\It's not the right thing to do.\Who's going to die, you idiot?!\Take the test again.\You can retake the test next year.\I passed. Why do I have to take it again? response:	Because
context: Don't run away, you idiot!\Wait, Otani! You can't die!\It's not the right thing to do.\Who's going to die, you idiot?!\Take the test again.\You can retake the test next year.\I passed. Why do I have to take it again?\Because response:	Listen to me! I'm telling you, the university accepted me!
context: Wait, Otani! You can't die!\It's not the right thing to do.\Who's going to die, you idiot?!\Take the test again.\You can retake the test next year.\I passed. Why do I have to take it again?\Because\Listen to me! I'm telling you, the university accepted me! response:	No way! Why?
context: It's not the right thing to do.\Who's going to die, you idiot?!\Take the test again.\You can retake the test next year.\I passed. Why do I have to take it again?\Because\Listen to me! I'm telling you, the university accepted me!\No way! Why? response:	What do you mean, why?!
context: Who's going to die, you idiot?!\Take the test again.\You can retake the test next year.\I passed. Why do I have to take it again?\Because\Listen to me! I'm telling you, the university accepted me!\No way! Why?\What do you mean, why?! response:	But you were looking depressed on the bench in front of the station...
context: Take the test again.\You can retake the test next year.\I passed. Why do I have to take it again?\Because\Listen to me! I'm telling you, the university accepted me!\No way! Why?\What do you mean, why?!\But you were looking depressed on the bench in front of the station... response:	Oh, I was so relieved I feel asleep.
context: You can retake the test next year.\I passed. Why do I have to take it again?\Because\Listen to me! I'm telling you, the university accepted me!\No way! Why?\What do you mean, why?!\But you were looking depressed on the bench in front of the station...\Oh, I was so relieved I feel asleep. response:	You didn't answer your phone.
context: I passed. Why do I have to take it again?\Because\Listen to me! I'm telling you, the university accepted me!\No way! Why?\What do you mean, why?!\But you were looking depressed on the bench in front of the station...\Oh, I was so relieved I feel asleep.\You didn't answer your phone. response:	The battery was dead.
context: Because\Listen to me! I'm telling you, the university accepted me!\No way! Why?\What do you mean, why?!\But you were looking depressed on the bench in front of the station...\Oh, I was so relieved I feel asleep.\You didn't answer your phone.\The battery was dead. response:	I just woke up, and I was going to go over to your place.
context: Listen to me! I'm telling you, the university accepted me!\No way! Why?\What do you mean, why?!\But you were looking depressed on the bench in front of the station...\Oh, I was so relieved I feel asleep.\You didn't answer your phone.\The battery was dead.\I just woke up, and I was going to go over to your place. response:	What? So you were accepted?
context: No way! Why?\What do you mean, why?!\But you were looking depressed on the bench in front of the station...\Oh, I was so relieved I feel asleep.\You didn't answer your phone.\The battery was dead.\I just woke up, and I was going to go over to your place.\What? So you were accepted? response:	You made it.
context: What do you mean, why?!\But you were looking depressed on the bench in front of the station...\Oh, I was so relieved I feel asleep.\You didn't answer your phone.\The battery was dead.\I just woke up, and I was going to go over to your place.\What? So you were accepted?\You made it. response:	What's up with you?
context: But you were looking depressed on the bench in front of the station...\Oh, I was so relieved I feel asleep.\You didn't answer your phone.\The battery was dead.\I just woke up, and I was going to go over to your place.\What? So you were accepted?\You made it.\What's up with you? response:	Don't ask What's up with you, you idiot!
context: Oh, I was so relieved I feel asleep.\You didn't answer your phone.\The battery was dead.\I just woke up, and I was going to go over to your place.\What? So you were accepted?\You made it.\What's up with you?\Don't ask What's up with you, you idiot! response:	Falling asleep, running out of batteries...
context: You didn't answer your phone.\The battery was dead.\I just woke up, and I was going to go over to your place.\What? So you were accepted?\You made it.\What's up with you?\Don't ask What's up with you, you idiot!\Falling asleep, running out of batteries... response:	Do you have any idea how worried I was?!
context: The battery was dead.\I just woke up, and I was going to go over to your place.\What? So you were accepted?\You made it.\What's up with you?\Don't ask What's up with you, you idiot!\Falling asleep, running out of batteries...\Do you have any idea how worried I was?! response:	How could I?! You're not supposed to make calls while you're at work!
context: I just woke up, and I was going to go over to your place.\What? So you were accepted?\You made it.\What's up with you?\Don't ask What's up with you, you idiot!\Falling asleep, running out of batteries...\Do you have any idea how worried I was?!\How could I?! You're not supposed to make calls while you're at work! response:	Well I did!
context: What? So you were accepted?\You made it.\What's up with you?\Don't ask What's up with you, you idiot!\Falling asleep, running out of batteries...\Do you have any idea how worried I was?!\How could I?! You're not supposed to make calls while you're at work!\Well I did! response:	I actually managed to pass,
context: You made it.\What's up with you?\Don't ask What's up with you, you idiot!\Falling asleep, running out of batteries...\Do you have any idea how worried I was?!\How could I?! You're not supposed to make calls while you're at work!\Well I did!\I actually managed to pass, response:	Haven't you got anything else to say?
context: What's up with you?\Don't ask What's up with you, you idiot!\Falling asleep, running out of batteries...\Do you have any idea how worried I was?!\How could I?! You're not supposed to make calls while you're at work!\Well I did!\I actually managed to pass,\Haven't you got anything else to say? response:	I was so worried.
context: Don't ask What's up with you, you idiot!\Falling asleep, running out of batteries...\Do you have any idea how worried I was?!\How could I?! You're not supposed to make calls while you're at work!\Well I did!\I actually managed to pass,\Haven't you got anything else to say?\I was so worried. response:	Thank goodness.
context: Falling asleep, running out of batteries...\Do you have any idea how worried I was?!\How could I?! You're not supposed to make calls while you're at work!\Well I did!\I actually managed to pass,\Haven't you got anything else to say?\I was so worried.\Thank goodness. response:	Koizumi, there's no need to cry like that.
context: Do you have any idea how worried I was?!\How could I?! You're not supposed to make calls while you're at work!\Well I did!\I actually managed to pass,\Haven't you got anything else to say?\I was so worried.\Thank goodness.\Koizumi, there's no need to cry like that. response:	But... I'm happy.
context: How could I?! You're not supposed to make calls while you're at work!\Well I did!\I actually managed to pass,\Haven't you got anything else to say?\I was so worried.\Thank goodness.\Koizumi, there's no need to cry like that.\But... I'm happy. response:	Thanks.
context: Well I did!\I actually managed to pass,\Haven't you got anything else to say?\I was so worried.\Thank goodness.\Koizumi, there's no need to cry like that.\But... I'm happy.\Thanks. response:	For what?
context: I actually managed to pass,\Haven't you got anything else to say?\I was so worried.\Thank goodness.\Koizumi, there's no need to cry like that.\But... I'm happy.\Thanks.\For what? response:	If it weren't for you, I wouldn't have tried so hard.
context: Haven't you got anything else to say?\I was so worried.\Thank goodness.\Koizumi, there's no need to cry like that.\But... I'm happy.\Thanks.\For what?\If it weren't for you, I wouldn't have tried so hard. response:	So it's thanks to you that I passed.
context: I was so worried.\Thank goodness.\Koizumi, there's no need to cry like that.\But... I'm happy.\Thanks.\For what?\If it weren't for you, I wouldn't have tried so hard.\So it's thanks to you that I passed. response:	That's what I was just thinking.
context: Thank goodness.\Koizumi, there's no need to cry like that.\But... I'm happy.\Thanks.\For what?\If it weren't for you, I wouldn't have tried so hard.\So it's thanks to you that I passed.\That's what I was just thinking. response:	Really?
context: Koizumi, there's no need to cry like that.\But... I'm happy.\Thanks.\For what?\If it weren't for you, I wouldn't have tried so hard.\So it's thanks to you that I passed.\That's what I was just thinking.\Really? response:	Ah, you really are a worry.
context: But... I'm happy.\Thanks.\For what?\If it weren't for you, I wouldn't have tried so hard.\So it's thanks to you that I passed.\That's what I was just thinking.\Really?\Ah, you really are a worry. response:	Otani...
context: Thanks.\For what?\If it weren't for you, I wouldn't have tried so hard.\So it's thanks to you that I passed.\That's what I was just thinking.\Really?\Ah, you really are a worry.\Otani... response:	Congratulations.
context: For what?\If it weren't for you, I wouldn't have tried so hard.\So it's thanks to you that I passed.\That's what I was just thinking.\Really?\Ah, you really are a worry.\Otani...\Congratulations. response:	Thank you.
context: If it weren't for you, I wouldn't have tried so hard.\So it's thanks to you that I passed.\That's what I was just thinking.\Really?\Ah, you really are a worry.\Otani...\Congratulations.\Thank you. response:	Everyone decided on their future paths.
context: So it's thanks to you that I passed.\That's what I was just thinking.\Really?\Ah, you really are a worry.\Otani...\Congratulations.\Thank you.\Everyone decided on their future paths. response:	Soon, we'll all go our separate ways.
context: That's what I was just thinking.\Really?\Ah, you really are a worry.\Otani...\Congratulations.\Thank you.\Everyone decided on their future paths.\Soon, we'll all go our separate ways. response:	No way.
context: Really?\Ah, you really are a worry.\Otani...\Congratulations.\Thank you.\Everyone decided on their future paths.\Soon, we'll all go our separate ways.\No way. response:	Even at the very end, I'm still running late?!
context: Ah, you really are a worry.\Otani...\Congratulations.\Thank you.\Everyone decided on their future paths.\Soon, we'll all go our separate ways.\No way.\Even at the very end, I'm still running late?! response:	You're late for your own graduation ceremony.
context: Otani...\Congratulations.\Thank you.\Everyone decided on their future paths.\Soon, we'll all go our separate ways.\No way.\Even at the very end, I'm still running late?!\You're late for your own graduation ceremony. response:	So are you!
context: Congratulations.\Thank you.\Everyone decided on their future paths.\Soon, we'll all go our separate ways.\No way.\Even at the very end, I'm still running late?!\You're late for your own graduation ceremony.\So are you! response:	That's true, isn't it?
context: Thank you.\Everyone decided on their future paths.\Soon, we'll all go our separate ways.\No way.\Even at the very end, I'm still running late?!\You're late for your own graduation ceremony.\So are you!\That's true, isn't it? response:	What are you doing, you idiot?
context: Everyone decided on their future paths.\Soon, we'll all go our separate ways.\No way.\Even at the very end, I'm still running late?!\You're late for your own graduation ceremony.\So are you!\That's true, isn't it?\What are you doing, you idiot? response:	I'd like to say the same to you!
context: Soon, we'll all go our separate ways.\No way.\Even at the very end, I'm still running late?!\You're late for your own graduation ceremony.\So are you!\That's true, isn't it?\What are you doing, you idiot?\I'd like to say the same to you! response:	I'll say it right back!
context: No way.\Even at the very end, I'm still running late?!\You're late for your own graduation ceremony.\So are you!\That's true, isn't it?\What are you doing, you idiot?\I'd like to say the same to you!\I'll say it right back! response:	You don't need to say it back!
context: Even at the very end, I'm still running late?!\You're late for your own graduation ceremony.\So are you!\That's true, isn't it?\What are you doing, you idiot?\I'd like to say the same to you!\I'll say it right back!\You don't need to say it back! response:	It's fine, you idiots.
context: You're late for your own graduation ceremony.\So are you!\That's true, isn't it?\What are you doing, you idiot?\I'd like to say the same to you!\I'll say it right back!\You don't need to say it back!\It's fine, you idiots. response:	Good morning.
context: So are you!\That's true, isn't it?\What are you doing, you idiot?\I'd like to say the same to you!\I'll say it right back!\You don't need to say it back!\It's fine, you idiots.\Good morning. response:	Honestly, you two...
context: That's true, isn't it?\What are you doing, you idiot?\I'd like to say the same to you!\I'll say it right back!\You don't need to say it back!\It's fine, you idiots.\Good morning.\Honestly, you two... response:	Do you want me to rewrite your diplomas as All Hanshin-Kyojin?
