context: Atri... response:	A warm room, delicious food, friends who cherished you...
context: That's what I'd like to say, anyway. But first-\I'll become stronger!\Yes, Prince Zen!\Prince Zen, huh...?\What's with that gross laugh?\Gross?\Well, I was just remembering how Zen said I was being too stiff when I called him Prince Zen.\Oh yeah, I remember that. response:	By the way, what was the other thing you gave Zen? Not the note.
context: I'll become stronger!\Yes, Prince Zen!\Prince Zen, huh...?\What's with that gross laugh?\Gross?\Well, I was just remembering how Zen said I was being too stiff when I called him Prince Zen.\Oh yeah, I remember that.\By the way, what was the other thing you gave Zen? Not the note. response:	Zen told me to get it.
context: Yes, Prince Zen!\Prince Zen, huh...?\What's with that gross laugh?\Gross?\Well, I was just remembering how Zen said I was being too stiff when I called him Prince Zen.\Oh yeah, I remember that.\By the way, what was the other thing you gave Zen? Not the note.\Zen told me to get it. response:	That was...
context: Prince Zen, huh...?\What's with that gross laugh?\Gross?\Well, I was just remembering how Zen said I was being too stiff when I called him Prince Zen.\Oh yeah, I remember that.\By the way, what was the other thing you gave Zen? Not the note.\Zen told me to get it.\That was... response:	Master!
context: What's with that gross laugh?\Gross?\Well, I was just remembering how Zen said I was being too stiff when I called him Prince Zen.\Oh yeah, I remember that.\By the way, what was the other thing you gave Zen? Not the note.\Zen told me to get it.\That was...\Master! response:	Y-You little-
context: Gross?\Well, I was just remembering how Zen said I was being too stiff when I called him Prince Zen.\Oh yeah, I remember that.\By the way, what was the other thing you gave Zen? Not the note.\Zen told me to get it.\That was...\Master!\Y-You little- response:	I thought you'd be in the medical wing...
context: Well, I was just remembering how Zen said I was being too stiff when I called him Prince Zen.\Oh yeah, I remember that.\By the way, what was the other thing you gave Zen? Not the note.\Zen told me to get it.\That was...\Master!\Y-You little-\I thought you'd be in the medical wing... response:	Don't wander around!
context: Oh yeah, I remember that.\By the way, what was the other thing you gave Zen? Not the note.\Zen told me to get it.\That was...\Master!\Y-You little-\I thought you'd be in the medical wing...\Don't wander around! response:	I was looking for you!
context: By the way, what was the other thing you gave Zen? Not the note.\Zen told me to get it.\That was...\Master!\Y-You little-\I thought you'd be in the medical wing...\Don't wander around!\I was looking for you! response:	Is she sleeping?
context: Zen told me to get it.\That was...\Master!\Y-You little-\I thought you'd be in the medical wing...\Don't wander around!\I was looking for you!\Is she sleeping? response:	Yes. It looks like she still has alcohol in her system.
context: That was...\Master!\Y-You little-\I thought you'd be in the medical wing...\Don't wander around!\I was looking for you!\Is she sleeping?\Yes. It looks like she still has alcohol in her system. response:	I heard from the palace guards that you caught someone suspicious?
context: Master!\Y-You little-\I thought you'd be in the medical wing...\Don't wander around!\I was looking for you!\Is she sleeping?\Yes. It looks like she still has alcohol in her system.\I heard from the palace guards that you caught someone suspicious? response:	Yes. He appeared to be investigating Shirayuki.
context: Y-You little-\I thought you'd be in the medical wing...\Don't wander around!\I was looking for you!\Is she sleeping?\Yes. It looks like she still has alcohol in her system.\I heard from the palace guards that you caught someone suspicious?\Yes. He appeared to be investigating Shirayuki. response:	It's just as you and the others said, Master.
context: I thought you'd be in the medical wing...\Don't wander around!\I was looking for you!\Is she sleeping?\Yes. It looks like she still has alcohol in her system.\I heard from the palace guards that you caught someone suspicious?\Yes. He appeared to be investigating Shirayuki.\It's just as you and the others said, Master. response:	Shirayuki said she felt like she was being watched recently.
context: Don't wander around!\I was looking for you!\Is she sleeping?\Yes. It looks like she still has alcohol in her system.\I heard from the palace guards that you caught someone suspicious?\Yes. He appeared to be investigating Shirayuki.\It's just as you and the others said, Master.\Shirayuki said she felt like she was being watched recently. response:	A little while ago, she would have tried to do something about it herself, though.
context: I was looking for you!\Is she sleeping?\Yes. It looks like she still has alcohol in her system.\I heard from the palace guards that you caught someone suspicious?\Yes. He appeared to be investigating Shirayuki.\It's just as you and the others said, Master.\Shirayuki said she felt like she was being watched recently.\A little while ago, she would have tried to do something about it herself, though. response:	Shirayuki was trying to go to Laxdo?!
context: Is she sleeping?\Yes. It looks like she still has alcohol in her system.\I heard from the palace guards that you caught someone suspicious?\Yes. He appeared to be investigating Shirayuki.\It's just as you and the others said, Master.\Shirayuki said she felt like she was being watched recently.\A little while ago, she would have tried to do something about it herself, though.\Shirayuki was trying to go to Laxdo?! response:	It's a little far, though, so it ended with a walk.
context: Yes. It looks like she still has alcohol in her system.\I heard from the palace guards that you caught someone suspicious?\Yes. He appeared to be investigating Shirayuki.\It's just as you and the others said, Master.\Shirayuki said she felt like she was being watched recently.\A little while ago, she would have tried to do something about it herself, though.\Shirayuki was trying to go to Laxdo?!\It's a little far, though, so it ended with a walk. response:	I see. I made her worried.
context: I heard from the palace guards that you caught someone suspicious?\Yes. He appeared to be investigating Shirayuki.\It's just as you and the others said, Master.\Shirayuki said she felt like she was being watched recently.\A little while ago, she would have tried to do something about it herself, though.\Shirayuki was trying to go to Laxdo?!\It's a little far, though, so it ended with a walk.\I see. I made her worried. response:	Why don't you just go back together?
context: Yes. He appeared to be investigating Shirayuki.\It's just as you and the others said, Master.\Shirayuki said she felt like she was being watched recently.\A little while ago, she would have tried to do something about it herself, though.\Shirayuki was trying to go to Laxdo?!\It's a little far, though, so it ended with a walk.\I see. I made her worried.\Why don't you just go back together? response:	When you're busy, six months will fly by.
context: It's just as you and the others said, Master.\Shirayuki said she felt like she was being watched recently.\A little while ago, she would have tried to do something about it herself, though.\Shirayuki was trying to go to Laxdo?!\It's a little far, though, so it ended with a walk.\I see. I made her worried.\Why don't you just go back together?\When you're busy, six months will fly by. response:	So, I had no choice but to go outside and give her a piggyback ride.
context: Shirayuki said she felt like she was being watched recently.\A little while ago, she would have tried to do something about it herself, though.\Shirayuki was trying to go to Laxdo?!\It's a little far, though, so it ended with a walk.\I see. I made her worried.\Why don't you just go back together?\When you're busy, six months will fly by.\So, I had no choice but to go outside and give her a piggyback ride. response:	I didn't say anything, did I? Why are you telling me already?
context: A little while ago, she would have tried to do something about it herself, though.\Shirayuki was trying to go to Laxdo?!\It's a little far, though, so it ended with a walk.\I see. I made her worried.\Why don't you just go back together?\When you're busy, six months will fly by.\So, I had no choice but to go outside and give her a piggyback ride.\I didn't say anything, did I? Why are you telling me already? response:	You looked like you were going to snap at me.
context: Shirayuki was trying to go to Laxdo?!\It's a little far, though, so it ended with a walk.\I see. I made her worried.\Why don't you just go back together?\When you're busy, six months will fly by.\So, I had no choice but to go outside and give her a piggyback ride.\I didn't say anything, did I? Why are you telling me already?\You looked like you were going to snap at me. response:	I was not!
context: It's a little far, though, so it ended with a walk.\I see. I made her worried.\Why don't you just go back together?\When you're busy, six months will fly by.\So, I had no choice but to go outside and give her a piggyback ride.\I didn't say anything, did I? Why are you telling me already?\You looked like you were going to snap at me.\I was not! response:	But even though I said she could send you away,
context: I see. I made her worried.\Why don't you just go back together?\When you're busy, six months will fly by.\So, I had no choice but to go outside and give her a piggyback ride.\I didn't say anything, did I? Why are you telling me already?\You looked like you were going to snap at me.\I was not!\But even though I said she could send you away, response:	in the end, she didn't.
context: Why don't you just go back together?\When you're busy, six months will fly by.\So, I had no choice but to go outside and give her a piggyback ride.\I didn't say anything, did I? Why are you telling me already?\You looked like you were going to snap at me.\I was not!\But even though I said she could send you away,\in the end, she didn't. response:	Obi-
context: When you're busy, six months will fly by.\So, I had no choice but to go outside and give her a piggyback ride.\I didn't say anything, did I? Why are you telling me already?\You looked like you were going to snap at me.\I was not!\But even though I said she could send you away,\in the end, she didn't.\Obi- response:	Good job.
context: So, I had no choice but to go outside and give her a piggyback ride.\I didn't say anything, did I? Why are you telling me already?\You looked like you were going to snap at me.\I was not!\But even though I said she could send you away,\in the end, she didn't.\Obi-\Good job. response:	Um, well, I had a close call, though...
context: I didn't say anything, did I? Why are you telling me already?\You looked like you were going to snap at me.\I was not!\But even though I said she could send you away,\in the end, she didn't.\Obi-\Good job.\Um, well, I had a close call, though... response:	You did?
context: You looked like you were going to snap at me.\I was not!\But even though I said she could send you away,\in the end, she didn't.\Obi-\Good job.\Um, well, I had a close call, though...\You did? response:	Well, you were up against Shirayuki.
context: I was not!\But even though I said she could send you away,\in the end, she didn't.\Obi-\Good job.\Um, well, I had a close call, though...\You did?\Well, you were up against Shirayuki. response:	If she had reason to, she would send even me away, I'm sure.
context: But even though I said she could send you away,\in the end, she didn't.\Obi-\Good job.\Um, well, I had a close call, though...\You did?\Well, you were up against Shirayuki.\If she had reason to, she would send even me away, I'm sure. response:	I'm glad this won't go to waste.
context: in the end, she didn't.\Obi-\Good job.\Um, well, I had a close call, though...\You did?\Well, you were up against Shirayuki.\If she had reason to, she would send even me away, I'm sure.\I'm glad this won't go to waste. response:	What is it?
context: Obi-\Good job.\Um, well, I had a close call, though...\You did?\Well, you were up against Shirayuki.\If she had reason to, she would send even me away, I'm sure.\I'm glad this won't go to waste.\What is it? response:	My identification?
context: Good job.\Um, well, I had a close call, though...\You did?\Well, you were up against Shirayuki.\If she had reason to, she would send even me away, I'm sure.\I'm glad this won't go to waste.\What is it?\My identification? response:	It was just issued.
context: Um, well, I had a close call, though...\You did?\Well, you were up against Shirayuki.\If she had reason to, she would send even me away, I'm sure.\I'm glad this won't go to waste.\What is it?\My identification?\It was just issued. response:	Messenger for Clarines' Second Prince. That's your title.
context: You did?\Well, you were up against Shirayuki.\If she had reason to, she would send even me away, I'm sure.\I'm glad this won't go to waste.\What is it?\My identification?\It was just issued.\Messenger for Clarines' Second Prince. That's your title. response:	Is that all right? To give me something like this so easily?
context: Well, you were up against Shirayuki.\If she had reason to, she would send even me away, I'm sure.\I'm glad this won't go to waste.\What is it?\My identification?\It was just issued.\Messenger for Clarines' Second Prince. That's your title.\Is that all right? To give me something like this so easily? response:	It wasn't easy.
context: If she had reason to, she would send even me away, I'm sure.\I'm glad this won't go to waste.\What is it?\My identification?\It was just issued.\Messenger for Clarines' Second Prince. That's your title.\Is that all right? To give me something like this so easily?\It wasn't easy. response:	It was the result of learning what was important, one by one, as a prince of Clarines.
context: I'm glad this won't go to waste.\What is it?\My identification?\It was just issued.\Messenger for Clarines' Second Prince. That's your title.\Is that all right? To give me something like this so easily?\It wasn't easy.\It was the result of learning what was important, one by one, as a prince of Clarines. response:	Hm?
context: What is it?\My identification?\It was just issued.\Messenger for Clarines' Second Prince. That's your title.\Is that all right? To give me something like this so easily?\It wasn't easy.\It was the result of learning what was important, one by one, as a prince of Clarines.\Hm? response:	It's because I believe...
context: My identification?\It was just issued.\Messenger for Clarines' Second Prince. That's your title.\Is that all right? To give me something like this so easily?\It wasn't easy.\It was the result of learning what was important, one by one, as a prince of Clarines.\Hm?\It's because I believe... response:	Master, your eyes are a beautiful color...
context: It was just issued.\Messenger for Clarines' Second Prince. That's your title.\Is that all right? To give me something like this so easily?\It wasn't easy.\It was the result of learning what was important, one by one, as a prince of Clarines.\Hm?\It's because I believe...\Master, your eyes are a beautiful color... response:	Stop messing around!
context: Messenger for Clarines' Second Prince. That's your title.\Is that all right? To give me something like this so easily?\It wasn't easy.\It was the result of learning what was important, one by one, as a prince of Clarines.\Hm?\It's because I believe...\Master, your eyes are a beautiful color...\Stop messing around! response:	Why did you make me your messenger rather than Shirayuki's guard?
context: Is that all right? To give me something like this so easily?\It wasn't easy.\It was the result of learning what was important, one by one, as a prince of Clarines.\Hm?\It's because I believe...\Master, your eyes are a beautiful color...\Stop messing around!\Why did you make me your messenger rather than Shirayuki's guard? response:	That's the important part.
context: It wasn't easy.\It was the result of learning what was important, one by one, as a prince of Clarines.\Hm?\It's because I believe...\Master, your eyes are a beautiful color...\Stop messing around!\Why did you make me your messenger rather than Shirayuki's guard?\That's the important part. response:	Of course, that won't be your only job, though.
context: It was the result of learning what was important, one by one, as a prince of Clarines.\Hm?\It's because I believe...\Master, your eyes are a beautiful color...\Stop messing around!\Why did you make me your messenger rather than Shirayuki's guard?\That's the important part.\Of course, that won't be your only job, though. response:	In other words, it's a restraint.
context: Hm?\It's because I believe...\Master, your eyes are a beautiful color...\Stop messing around!\Why did you make me your messenger rather than Shirayuki's guard?\That's the important part.\Of course, that won't be your only job, though.\In other words, it's a restraint. response:	Since I'll be by Shirayuki, if anything happens to Shirayuki, you'll find out about it.
context: It's because I believe...\Master, your eyes are a beautiful color...\Stop messing around!\Why did you make me your messenger rather than Shirayuki's guard?\That's the important part.\Of course, that won't be your only job, though.\In other words, it's a restraint.\Since I'll be by Shirayuki, if anything happens to Shirayuki, you'll find out about it. response:	There aren't many who would stick their noses in knowing that.
context: Master, your eyes are a beautiful color...\Stop messing around!\Why did you make me your messenger rather than Shirayuki's guard?\That's the important part.\Of course, that won't be your only job, though.\In other words, it's a restraint.\Since I'll be by Shirayuki, if anything happens to Shirayuki, you'll find out about it.\There aren't many who would stick their noses in knowing that. response:	I see.
context: Stop messing around!\Why did you make me your messenger rather than Shirayuki's guard?\That's the important part.\Of course, that won't be your only job, though.\In other words, it's a restraint.\Since I'll be by Shirayuki, if anything happens to Shirayuki, you'll find out about it.\There aren't many who would stick their noses in knowing that.\I see. response:	I will become better at protecting what's important to me.
context: Why did you make me your messenger rather than Shirayuki's guard?\That's the important part.\Of course, that won't be your only job, though.\In other words, it's a restraint.\Since I'll be by Shirayuki, if anything happens to Shirayuki, you'll find out about it.\There aren't many who would stick their noses in knowing that.\I see.\I will become better at protecting what's important to me. response:	Zen's not coming back.
context: That's the important part.\Of course, that won't be your only job, though.\In other words, it's a restraint.\Since I'll be by Shirayuki, if anything happens to Shirayuki, you'll find out about it.\There aren't many who would stick their noses in knowing that.\I see.\I will become better at protecting what's important to me.\Zen's not coming back. response:	He's probably talking to Obi, right?
context: Of course, that won't be your only job, though.\In other words, it's a restraint.\Since I'll be by Shirayuki, if anything happens to Shirayuki, you'll find out about it.\There aren't many who would stick their noses in knowing that.\I see.\I will become better at protecting what's important to me.\Zen's not coming back.\He's probably talking to Obi, right? response:	The stars are close tonight.
context: In other words, it's a restraint.\Since I'll be by Shirayuki, if anything happens to Shirayuki, you'll find out about it.\There aren't many who would stick their noses in knowing that.\I see.\I will become better at protecting what's important to me.\Zen's not coming back.\He's probably talking to Obi, right?\The stars are close tonight. response:	Really? Haven't they always been like this?
context: Since I'll be by Shirayuki, if anything happens to Shirayuki, you'll find out about it.\There aren't many who would stick their noses in knowing that.\I see.\I will become better at protecting what's important to me.\Zen's not coming back.\He's probably talking to Obi, right?\The stars are close tonight.\Really? Haven't they always been like this? response:	I guess...
context: There aren't many who would stick their noses in knowing that.\I see.\I will become better at protecting what's important to me.\Zen's not coming back.\He's probably talking to Obi, right?\The stars are close tonight.\Really? Haven't they always been like this?\I guess... response:	I feel like getting some exercise.
context: I see.\I will become better at protecting what's important to me.\Zen's not coming back.\He's probably talking to Obi, right?\The stars are close tonight.\Really? Haven't they always been like this?\I guess...\I feel like getting some exercise. response:	I'll keep you company.
context: I will become better at protecting what's important to me.\Zen's not coming back.\He's probably talking to Obi, right?\The stars are close tonight.\Really? Haven't they always been like this?\I guess...\I feel like getting some exercise.\I'll keep you company. response:	Time flows on, and days turn into months...
context: Zen's not coming back.\He's probably talking to Obi, right?\The stars are close tonight.\Really? Haven't they always been like this?\I guess...\I feel like getting some exercise.\I'll keep you company.\Time flows on, and days turn into months... response:	In this changing world,
context: He's probably talking to Obi, right?\The stars are close tonight.\Really? Haven't they always been like this?\I guess...\I feel like getting some exercise.\I'll keep you company.\Time flows on, and days turn into months...\In this changing world, response:	there are things that do not change or waver.
context: The stars are close tonight.\Really? Haven't they always been like this?\I guess...\I feel like getting some exercise.\I'll keep you company.\Time flows on, and days turn into months...\In this changing world,\there are things that do not change or waver. response:	To have many people I trust constantly by my side...
context: Really? Haven't they always been like this?\I guess...\I feel like getting some exercise.\I'll keep you company.\Time flows on, and days turn into months...\In this changing world,\there are things that do not change or waver.\To have many people I trust constantly by my side... response:	That is something I will always hope for...
context: I guess...\I feel like getting some exercise.\I'll keep you company.\Time flows on, and days turn into months...\In this changing world,\there are things that do not change or waver.\To have many people I trust constantly by my side...\That is something I will always hope for... response:	On this path that I chose and continue forward on...
context: I feel like getting some exercise.\I'll keep you company.\Time flows on, and days turn into months...\In this changing world,\there are things that do not change or waver.\To have many people I trust constantly by my side...\That is something I will always hope for...\On this path that I chose and continue forward on... response:	Those with high rank won't listen to those with no rank.
context: I'll keep you company.\Time flows on, and days turn into months...\In this changing world,\there are things that do not change or waver.\To have many people I trust constantly by my side...\That is something I will always hope for...\On this path that I chose and continue forward on...\Those with high rank won't listen to those with no rank. response:	That's a beautiful bird.
context: Time flows on, and days turn into months...\In this changing world,\there are things that do not change or waver.\To have many people I trust constantly by my side...\That is something I will always hope for...\On this path that I chose and continue forward on...\Those with high rank won't listen to those with no rank.\That's a beautiful bird. response:	How will you protect what you want to protect?
context: In this changing world,\there are things that do not change or waver.\To have many people I trust constantly by my side...\That is something I will always hope for...\On this path that I chose and continue forward on...\Those with high rank won't listen to those with no rank.\That's a beautiful bird.\How will you protect what you want to protect? response:	I will do all I can to make sure that doesn't happen to him!
context: there are things that do not change or waver.\To have many people I trust constantly by my side...\That is something I will always hope for...\On this path that I chose and continue forward on...\Those with high rank won't listen to those with no rank.\That's a beautiful bird.\How will you protect what you want to protect?\I will do all I can to make sure that doesn't happen to him! response:	Episode 10: Inexperienced Heart, Going Deeper
