context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: What do you want to do?\Usui!\What are you doing here?\Take it easy, we don't want you to puke, do we?\Geez, you're really an idiot.\Just sleep if you don't feel good.\I'm fine...\You can sleep on my lap. response:	I don't need it.
context: Usui!\What are you doing here?\Take it easy, we don't want you to puke, do we?\Geez, you're really an idiot.\Just sleep if you don't feel good.\I'm fine...\You can sleep on my lap.\I don't need it. response:	You sure?
context: What are you doing here?\Take it easy, we don't want you to puke, do we?\Geez, you're really an idiot.\Just sleep if you don't feel good.\I'm fine...\You can sleep on my lap.\I don't need it.\You sure? response:	I'll punish you by other means if you really don't need it.
context: Take it easy, we don't want you to puke, do we?\Geez, you're really an idiot.\Just sleep if you don't feel good.\I'm fine...\You can sleep on my lap.\I don't need it.\You sure?\I'll punish you by other means if you really don't need it. response:	Geez, you're no fun.
context: Geez, you're really an idiot.\Just sleep if you don't feel good.\I'm fine...\You can sleep on my lap.\I don't need it.\You sure?\I'll punish you by other means if you really don't need it.\Geez, you're no fun. response:	Sorry, I don't have energy left to play your games. Just leave me alone.
context: Just sleep if you don't feel good.\I'm fine...\You can sleep on my lap.\I don't need it.\You sure?\I'll punish you by other means if you really don't need it.\Geez, you're no fun.\Sorry, I don't have energy left to play your games. Just leave me alone. response:	Hey, do you want to turn into a pig so badly?
context: I'm fine...\You can sleep on my lap.\I don't need it.\You sure?\I'll punish you by other means if you really don't need it.\Geez, you're no fun.\Sorry, I don't have energy left to play your games. Just leave me alone.\Hey, do you want to turn into a pig so badly? response:	Just where are you touching?!
context: You can sleep on my lap.\I don't need it.\You sure?\I'll punish you by other means if you really don't need it.\Geez, you're no fun.\Sorry, I don't have energy left to play your games. Just leave me alone.\Hey, do you want to turn into a pig so badly?\Just where are you touching?! response:	Don't know... Wasn't that your tummy?
context: I don't need it.\You sure?\I'll punish you by other means if you really don't need it.\Geez, you're no fun.\Sorry, I don't have energy left to play your games. Just leave me alone.\Hey, do you want to turn into a pig so badly?\Just where are you touching?!\Don't know... Wasn't that your tummy? response:	You-!
context: You sure?\I'll punish you by other means if you really don't need it.\Geez, you're no fun.\Sorry, I don't have energy left to play your games. Just leave me alone.\Hey, do you want to turn into a pig so badly?\Just where are you touching?!\Don't know... Wasn't that your tummy?\You-! response:	Shut up!
context: I'll punish you by other means if you really don't need it.\Geez, you're no fun.\Sorry, I don't have energy left to play your games. Just leave me alone.\Hey, do you want to turn into a pig so badly?\Just where are you touching?!\Don't know... Wasn't that your tummy?\You-!\Shut up! response:	You perverted alien!
context: Geez, you're no fun.\Sorry, I don't have energy left to play your games. Just leave me alone.\Hey, do you want to turn into a pig so badly?\Just where are you touching?!\Don't know... Wasn't that your tummy?\You-!\Shut up!\You perverted alien! response:	I'll burn off that amount of calories in no time at all!
context: Sorry, I don't have energy left to play your games. Just leave me alone.\Hey, do you want to turn into a pig so badly?\Just where are you touching?!\Don't know... Wasn't that your tummy?\You-!\Shut up!\You perverted alien!\I'll burn off that amount of calories in no time at all! response:	Shut up, you sexual harassing alien! You don't even know my worries...
context: Hey, do you want to turn into a pig so badly?\Just where are you touching?!\Don't know... Wasn't that your tummy?\You-!\Shut up!\You perverted alien!\I'll burn off that amount of calories in no time at all!\Shut up, you sexual harassing alien! You don't even know my worries... response:	You're just ripe for eating!
context: Just where are you touching?!\Don't know... Wasn't that your tummy?\You-!\Shut up!\You perverted alien!\I'll burn off that amount of calories in no time at all!\Shut up, you sexual harassing alien! You don't even know my worries...\You're just ripe for eating! response:	I'm sure you've fattened up nicely seeing how much you ate!
context: Don't know... Wasn't that your tummy?\You-!\Shut up!\You perverted alien!\I'll burn off that amount of calories in no time at all!\Shut up, you sexual harassing alien! You don't even know my worries...\You're just ripe for eating!\I'm sure you've fattened up nicely seeing how much you ate! response:	Wow, as expected from the warrior maid!
context: You-!\Shut up!\You perverted alien!\I'll burn off that amount of calories in no time at all!\Shut up, you sexual harassing alien! You don't even know my worries...\You're just ripe for eating!\I'm sure you've fattened up nicely seeing how much you ate!\Wow, as expected from the warrior maid! response:	Shut up! You're trying to piss me off, aren't you?!
context: Shut up!\You perverted alien!\I'll burn off that amount of calories in no time at all!\Shut up, you sexual harassing alien! You don't even know my worries...\You're just ripe for eating!\I'm sure you've fattened up nicely seeing how much you ate!\Wow, as expected from the warrior maid!\Shut up! You're trying to piss me off, aren't you?! response:	Well, I want you to beef up since the chance is here.
context: You perverted alien!\I'll burn off that amount of calories in no time at all!\Shut up, you sexual harassing alien! You don't even know my worries...\You're just ripe for eating!\I'm sure you've fattened up nicely seeing how much you ate!\Wow, as expected from the warrior maid!\Shut up! You're trying to piss me off, aren't you?!\Well, I want you to beef up since the chance is here. response:	You are... always...
context: I'll burn off that amount of calories in no time at all!\Shut up, you sexual harassing alien! You don't even know my worries...\You're just ripe for eating!\I'm sure you've fattened up nicely seeing how much you ate!\Wow, as expected from the warrior maid!\Shut up! You're trying to piss me off, aren't you?!\Well, I want you to beef up since the chance is here.\You are... always... response:	I give up. You saw right through this as well, right?
context: Shut up, you sexual harassing alien! You don't even know my worries...\You're just ripe for eating!\I'm sure you've fattened up nicely seeing how much you ate!\Wow, as expected from the warrior maid!\Shut up! You're trying to piss me off, aren't you?!\Well, I want you to beef up since the chance is here.\You are... always...\I give up. You saw right through this as well, right? response:	Damn...
context: You're just ripe for eating!\I'm sure you've fattened up nicely seeing how much you ate!\Wow, as expected from the warrior maid!\Shut up! You're trying to piss me off, aren't you?!\Well, I want you to beef up since the chance is here.\You are... always...\I give up. You saw right through this as well, right?\Damn... response:	What... did you do just now?
context: I'm sure you've fattened up nicely seeing how much you ate!\Wow, as expected from the warrior maid!\Shut up! You're trying to piss me off, aren't you?!\Well, I want you to beef up since the chance is here.\You are... always...\I give up. You saw right through this as well, right?\Damn...\What... did you do just now? response:	Nothing. You're just imagining it.
context: Wow, as expected from the warrior maid!\Shut up! You're trying to piss me off, aren't you?!\Well, I want you to beef up since the chance is here.\You are... always...\I give up. You saw right through this as well, right?\Damn...\What... did you do just now?\Nothing. You're just imagining it. response:	Really...
context: Shut up! You're trying to piss me off, aren't you?!\Well, I want you to beef up since the chance is here.\You are... always...\I give up. You saw right through this as well, right?\Damn...\What... did you do just now?\Nothing. You're just imagining it.\Really... response:	Misaki! Wanna go to an all-you-can-eat dessert fair?!
context: Well, I want you to beef up since the chance is here.\You are... always...\I give up. You saw right through this as well, right?\Damn...\What... did you do just now?\Nothing. You're just imagining it.\Really...\Misaki! Wanna go to an all-you-can-eat dessert fair?! response:	All-you-can-eat?!
context: You are... always...\I give up. You saw right through this as well, right?\Damn...\What... did you do just now?\Nothing. You're just imagining it.\Really...\Misaki! Wanna go to an all-you-can-eat dessert fair?!\All-you-can-eat?! response:	Desserts!
context: I give up. You saw right through this as well, right?\Damn...\What... did you do just now?\Nothing. You're just imagining it.\Really...\Misaki! Wanna go to an all-you-can-eat dessert fair?!\All-you-can-eat?!\Desserts! response:	Sorry, I'll pass it this time.
context: Damn...\What... did you do just now?\Nothing. You're just imagining it.\Really...\Misaki! Wanna go to an all-you-can-eat dessert fair?!\All-you-can-eat?!\Desserts!\Sorry, I'll pass it this time. response:	Eh? Don't tell me you're on a diet?!
context: What... did you do just now?\Nothing. You're just imagining it.\Really...\Misaki! Wanna go to an all-you-can-eat dessert fair?!\All-you-can-eat?!\Desserts!\Sorry, I'll pass it this time.\Eh? Don't tell me you're on a diet?! response:	Sounds like it's gonna be a battlefield out there...!
context: Nothing. You're just imagining it.\Really...\Misaki! Wanna go to an all-you-can-eat dessert fair?!\All-you-can-eat?!\Desserts!\Sorry, I'll pass it this time.\Eh? Don't tell me you're on a diet?!\Sounds like it's gonna be a battlefield out there...! response:	I'll ask you next time!
context: Really...\Misaki! Wanna go to an all-you-can-eat dessert fair?!\All-you-can-eat?!\Desserts!\Sorry, I'll pass it this time.\Eh? Don't tell me you're on a diet?!\Sounds like it's gonna be a battlefield out there...!\I'll ask you next time! response:	We'll get you to join us, no matter what!
context: Misaki! Wanna go to an all-you-can-eat dessert fair?!\All-you-can-eat?!\Desserts!\Sorry, I'll pass it this time.\Eh? Don't tell me you're on a diet?!\Sounds like it's gonna be a battlefield out there...!\I'll ask you next time!\We'll get you to join us, no matter what! response:	The girls in the cafe were puzzled.
context: All-you-can-eat?!\Desserts!\Sorry, I'll pass it this time.\Eh? Don't tell me you're on a diet?!\Sounds like it's gonna be a battlefield out there...!\I'll ask you next time!\We'll get you to join us, no matter what!\The girls in the cafe were puzzled. response:	They were puzzled at why you were trying so hard to win.
context: Desserts!\Sorry, I'll pass it this time.\Eh? Don't tell me you're on a diet?!\Sounds like it's gonna be a battlefield out there...!\I'll ask you next time!\We'll get you to join us, no matter what!\The girls in the cafe were puzzled.\They were puzzled at why you were trying so hard to win. response:	EH?! Don't tell me, they found out about it-!
context: Sorry, I'll pass it this time.\Eh? Don't tell me you're on a diet?!\Sounds like it's gonna be a battlefield out there...!\I'll ask you next time!\We'll get you to join us, no matter what!\The girls in the cafe were puzzled.\They were puzzled at why you were trying so hard to win.\EH?! Don't tell me, they found out about it-! response:	It's amazing how clueless you can be.
context: Eh? Don't tell me you're on a diet?!\Sounds like it's gonna be a battlefield out there...!\I'll ask you next time!\We'll get you to join us, no matter what!\The girls in the cafe were puzzled.\They were puzzled at why you were trying so hard to win.\EH?! Don't tell me, they found out about it-!\It's amazing how clueless you can be. response:	Misaki-chan!
context: Sounds like it's gonna be a battlefield out there...!\I'll ask you next time!\We'll get you to join us, no matter what!\The girls in the cafe were puzzled.\They were puzzled at why you were trying so hard to win.\EH?! Don't tell me, they found out about it-!\It's amazing how clueless you can be.\Misaki-chan! response:	Shintani!
context: I'll ask you next time!\We'll get you to join us, no matter what!\The girls in the cafe were puzzled.\They were puzzled at why you were trying so hard to win.\EH?! Don't tell me, they found out about it-!\It's amazing how clueless you can be.\Misaki-chan!\Shintani! response:	Come with me for a while!
context: We'll get you to join us, no matter what!\The girls in the cafe were puzzled.\They were puzzled at why you were trying so hard to win.\EH?! Don't tell me, they found out about it-!\It's amazing how clueless you can be.\Misaki-chan!\Shintani!\Come with me for a while! response:	What's wrong?
context: The girls in the cafe were puzzled.\They were puzzled at why you were trying so hard to win.\EH?! Don't tell me, they found out about it-!\It's amazing how clueless you can be.\Misaki-chan!\Shintani!\Come with me for a while!\What's wrong? response:	Come with me!
context: They were puzzled at why you were trying so hard to win.\EH?! Don't tell me, they found out about it-!\It's amazing how clueless you can be.\Misaki-chan!\Shintani!\Come with me for a while!\What's wrong?\Come with me! response:	Could it be that he found out about it too-!
context: EH?! Don't tell me, they found out about it-!\It's amazing how clueless you can be.\Misaki-chan!\Shintani!\Come with me for a while!\What's wrong?\Come with me!\Could it be that he found out about it too-! response:	Do you play the guitar?
context: It's amazing how clueless you can be.\Misaki-chan!\Shintani!\Come with me for a while!\What's wrong?\Come with me!\Could it be that he found out about it too-!\Do you play the guitar? response:	Just as I thought!
context: Misaki-chan!\Shintani!\Come with me for a while!\What's wrong?\Come with me!\Could it be that he found out about it too-!\Do you play the guitar?\Just as I thought! response:	Do you always wear a baggy black suit?
context: Shintani!\Come with me for a while!\What's wrong?\Come with me!\Could it be that he found out about it too-!\Do you play the guitar?\Just as I thought!\Do you always wear a baggy black suit? response:	No! No!
context: Come with me for a while!\What's wrong?\Come with me!\Could it be that he found out about it too-!\Do you play the guitar?\Just as I thought!\Do you always wear a baggy black suit?\No! No! response:	I see... So it's someone else, huh...
context: What's wrong?\Come with me!\Could it be that he found out about it too-!\Do you play the guitar?\Just as I thought!\Do you always wear a baggy black suit?\No! No!\I see... So it's someone else, huh... response:	Do you know about a cafe called Maid Latte?
context: Come with me!\Could it be that he found out about it too-!\Do you play the guitar?\Just as I thought!\Do you always wear a baggy black suit?\No! No!\I see... So it's someone else, huh...\Do you know about a cafe called Maid Latte? response:	Don't know! Never heard of it!
context: Could it be that he found out about it too-!\Do you play the guitar?\Just as I thought!\Do you always wear a baggy black suit?\No! No!\I see... So it's someone else, huh...\Do you know about a cafe called Maid Latte?\Don't know! Never heard of it! response:	Really? I was surprised the first time I went there!
context: Do you play the guitar?\Just as I thought!\Do you always wear a baggy black suit?\No! No!\I see... So it's someone else, huh...\Do you know about a cafe called Maid Latte?\Don't know! Never heard of it!\Really? I was surprised the first time I went there! response:	I thought girls would like that place better...
context: Just as I thought!\Do you always wear a baggy black suit?\No! No!\I see... So it's someone else, huh...\Do you know about a cafe called Maid Latte?\Don't know! Never heard of it!\Really? I was surprised the first time I went there!\I thought girls would like that place better... response:	I got some coupons to eat there for free, so wanna come?
context: Do you always wear a baggy black suit?\No! No!\I see... So it's someone else, huh...\Do you know about a cafe called Maid Latte?\Don't know! Never heard of it!\Really? I was surprised the first time I went there!\I thought girls would like that place better...\I got some coupons to eat there for free, so wanna come? response:	Let's go to Maid Latte next time!
context: No! No!\I see... So it's someone else, huh...\Do you know about a cafe called Maid Latte?\Don't know! Never heard of it!\Really? I was surprised the first time I went there!\I thought girls would like that place better...\I got some coupons to eat there for free, so wanna come?\Let's go to Maid Latte next time! response:	It's right here!
context: I see... So it's someone else, huh...\Do you know about a cafe called Maid Latte?\Don't know! Never heard of it!\Really? I was surprised the first time I went there!\I thought girls would like that place better...\I got some coupons to eat there for free, so wanna come?\Let's go to Maid Latte next time!\It's right here! response:	This is the best plan I've got.
context: Do you know about a cafe called Maid Latte?\Don't know! Never heard of it!\Really? I was surprised the first time I went there!\I thought girls would like that place better...\I got some coupons to eat there for free, so wanna come?\Let's go to Maid Latte next time!\It's right here!\This is the best plan I've got. response:	I'll review the plan again.
context: Don't know! Never heard of it!\Really? I was surprised the first time I went there!\I thought girls would like that place better...\I got some coupons to eat there for free, so wanna come?\Let's go to Maid Latte next time!\It's right here!\This is the best plan I've got.\I'll review the plan again. response:	First, you and Hinata come in.
context: Really? I was surprised the first time I went there!\I thought girls would like that place better...\I got some coupons to eat there for free, so wanna come?\Let's go to Maid Latte next time!\It's right here!\This is the best plan I've got.\I'll review the plan again.\First, you and Hinata come in. response:	Then, you leave after a suitable length of time.
context: I thought girls would like that place better...\I got some coupons to eat there for free, so wanna come?\Let's go to Maid Latte next time!\It's right here!\This is the best plan I've got.\I'll review the plan again.\First, you and Hinata come in.\Then, you leave after a suitable length of time. response:	After that, change into your maid uniform and put on a disguise.
context: I got some coupons to eat there for free, so wanna come?\Let's go to Maid Latte next time!\It's right here!\This is the best plan I've got.\I'll review the plan again.\First, you and Hinata come in.\Then, you leave after a suitable length of time.\After that, change into your maid uniform and put on a disguise. response:	We'll take a picture, and mission complete!
context: Let's go to Maid Latte next time!\It's right here!\This is the best plan I've got.\I'll review the plan again.\First, you and Hinata come in.\Then, you leave after a suitable length of time.\After that, change into your maid uniform and put on a disguise.\We'll take a picture, and mission complete! response:	We've got a good disguise. I'll prepare it beforehand!
context: It's right here!\This is the best plan I've got.\I'll review the plan again.\First, you and Hinata come in.\Then, you leave after a suitable length of time.\After that, change into your maid uniform and put on a disguise.\We'll take a picture, and mission complete!\We've got a good disguise. I'll prepare it beforehand! response:	Something urgent came up, so eat up everything!
context: This is the best plan I've got.\I'll review the plan again.\First, you and Hinata come in.\Then, you leave after a suitable length of time.\After that, change into your maid uniform and put on a disguise.\We'll take a picture, and mission complete!\We've got a good disguise. I'll prepare it beforehand!\Something urgent came up, so eat up everything! response:	Nice to meet you. I'm Misa!
context: I'll review the plan again.\First, you and Hinata come in.\Then, you leave after a suitable length of time.\After that, change into your maid uniform and put on a disguise.\We'll take a picture, and mission complete!\We've got a good disguise. I'll prepare it beforehand!\Something urgent came up, so eat up everything!\Nice to meet you. I'm Misa! response:	Nice to meet you too!
context: First, you and Hinata come in.\Then, you leave after a suitable length of time.\After that, change into your maid uniform and put on a disguise.\We'll take a picture, and mission complete!\We've got a good disguise. I'll prepare it beforehand!\Something urgent came up, so eat up everything!\Nice to meet you. I'm Misa!\Nice to meet you too! response:	I'll take your picture!
context: Then, you leave after a suitable length of time.\After that, change into your maid uniform and put on a disguise.\We'll take a picture, and mission complete!\We've got a good disguise. I'll prepare it beforehand!\Something urgent came up, so eat up everything!\Nice to meet you. I'm Misa!\Nice to meet you too!\I'll take your picture! response:	Yay!
context: After that, change into your maid uniform and put on a disguise.\We'll take a picture, and mission complete!\We've got a good disguise. I'll prepare it beforehand!\Something urgent came up, so eat up everything!\Nice to meet you. I'm Misa!\Nice to meet you too!\I'll take your picture!\Yay! response:	Thanks a lot!
context: We'll take a picture, and mission complete!\We've got a good disguise. I'll prepare it beforehand!\Something urgent came up, so eat up everything!\Nice to meet you. I'm Misa!\Nice to meet you too!\I'll take your picture!\Yay!\Thanks a lot! response:	And... I'm sorry... about this.
context: We've got a good disguise. I'll prepare it beforehand!\Something urgent came up, so eat up everything!\Nice to meet you. I'm Misa!\Nice to meet you too!\I'll take your picture!\Yay!\Thanks a lot!\And... I'm sorry... about this. response:	I know you're concerned about this cafe, in your own way.
context: Something urgent came up, so eat up everything!\Nice to meet you. I'm Misa!\Nice to meet you too!\I'll take your picture!\Yay!\Thanks a lot!\And... I'm sorry... about this.\I know you're concerned about this cafe, in your own way. response:	You have your own reasons to hide this, right?
context: Nice to meet you. I'm Misa!\Nice to meet you too!\I'll take your picture!\Yay!\Thanks a lot!\And... I'm sorry... about this.\I know you're concerned about this cafe, in your own way.\You have your own reasons to hide this, right? response:	Yes.
context: Nice to meet you too!\I'll take your picture!\Yay!\Thanks a lot!\And... I'm sorry... about this.\I know you're concerned about this cafe, in your own way.\You have your own reasons to hide this, right?\Yes. response:	There's no other choice then!
context: I'll take your picture!\Yay!\Thanks a lot!\And... I'm sorry... about this.\I know you're concerned about this cafe, in your own way.\You have your own reasons to hide this, right?\Yes.\There's no other choice then! response:	I promised your mom that I'd look after you anyway.
context: Yay!\Thanks a lot!\And... I'm sorry... about this.\I know you're concerned about this cafe, in your own way.\You have your own reasons to hide this, right?\Yes.\There's no other choice then!\I promised your mom that I'd look after you anyway. response:	Don't have that gloomy face! Work hard!
context: Thanks a lot!\And... I'm sorry... about this.\I know you're concerned about this cafe, in your own way.\You have your own reasons to hide this, right?\Yes.\There's no other choice then!\I promised your mom that I'd look after you anyway.\Don't have that gloomy face! Work hard! response:	Yes!
context: And... I'm sorry... about this.\I know you're concerned about this cafe, in your own way.\You have your own reasons to hide this, right?\Yes.\There's no other choice then!\I promised your mom that I'd look after you anyway.\Don't have that gloomy face! Work hard!\Yes! response:	The manager's being so sweet that it makes me sick.
context: I know you're concerned about this cafe, in your own way.\You have your own reasons to hide this, right?\Yes.\There's no other choice then!\I promised your mom that I'd look after you anyway.\Don't have that gloomy face! Work hard!\Yes!\The manager's being so sweet that it makes me sick. response:	Thanks a lot, bye...
context: You have your own reasons to hide this, right?\Yes.\There's no other choice then!\I promised your mom that I'd look after you anyway.\Don't have that gloomy face! Work hard!\Yes!\The manager's being so sweet that it makes me sick.\Thanks a lot, bye... response:	There she is, Black Honoka!
context: Yes.\There's no other choice then!\I promised your mom that I'd look after you anyway.\Don't have that gloomy face! Work hard!\Yes!\The manager's being so sweet that it makes me sick.\Thanks a lot, bye...\There she is, Black Honoka! response:	Why is Takumi here, when it's supposed to be a date?!
context: There's no other choice then!\I promised your mom that I'd look after you anyway.\Don't have that gloomy face! Work hard!\Yes!\The manager's being so sweet that it makes me sick.\Thanks a lot, bye...\There she is, Black Honoka!\Why is Takumi here, when it's supposed to be a date?! response:	I'm not treating you, got it?!
context: I promised your mom that I'd look after you anyway.\Don't have that gloomy face! Work hard!\Yes!\The manager's being so sweet that it makes me sick.\Thanks a lot, bye...\There she is, Black Honoka!\Why is Takumi here, when it's supposed to be a date?!\I'm not treating you, got it?! response:	You're stingy as I thought, Mr. Third Rate.
context: Don't have that gloomy face! Work hard!\Yes!\The manager's being so sweet that it makes me sick.\Thanks a lot, bye...\There she is, Black Honoka!\Why is Takumi here, when it's supposed to be a date?!\I'm not treating you, got it?!\You're stingy as I thought, Mr. Third Rate. response:	That guy... He said he wanted to help, and came along...
context: Yes!\The manager's being so sweet that it makes me sick.\Thanks a lot, bye...\There she is, Black Honoka!\Why is Takumi here, when it's supposed to be a date?!\I'm not treating you, got it?!\You're stingy as I thought, Mr. Third Rate.\That guy... He said he wanted to help, and came along... response:	but I'm sure he's here just to kill time again.
context: The manager's being so sweet that it makes me sick.\Thanks a lot, bye...\There she is, Black Honoka!\Why is Takumi here, when it's supposed to be a date?!\I'm not treating you, got it?!\You're stingy as I thought, Mr. Third Rate.\That guy... He said he wanted to help, and came along...\but I'm sure he's here just to kill time again. response:	Please feel free call us if there's anything you need!
context: Thanks a lot, bye...\There she is, Black Honoka!\Why is Takumi here, when it's supposed to be a date?!\I'm not treating you, got it?!\You're stingy as I thought, Mr. Third Rate.\That guy... He said he wanted to help, and came along...\but I'm sure he's here just to kill time again.\Please feel free call us if there's anything you need! response:	Thank you, Erika!
context: There she is, Black Honoka!\Why is Takumi here, when it's supposed to be a date?!\I'm not treating you, got it?!\You're stingy as I thought, Mr. Third Rate.\That guy... He said he wanted to help, and came along...\but I'm sure he's here just to kill time again.\Please feel free call us if there's anything you need!\Thank you, Erika! response:	I'm glad he chose to come here today!
context: Why is Takumi here, when it's supposed to be a date?!\I'm not treating you, got it?!\You're stingy as I thought, Mr. Third Rate.\That guy... He said he wanted to help, and came along...\but I'm sure he's here just to kill time again.\Please feel free call us if there's anything you need!\Thank you, Erika!\I'm glad he chose to come here today! response:	There aren't many regulars here today.
context: I'm not treating you, got it?!\You're stingy as I thought, Mr. Third Rate.\That guy... He said he wanted to help, and came along...\but I'm sure he's here just to kill time again.\Please feel free call us if there's anything you need!\Thank you, Erika!\I'm glad he chose to come here today!\There aren't many regulars here today. response:	And Usui's the only one here who knows my secret.
context: You're stingy as I thought, Mr. Third Rate.\That guy... He said he wanted to help, and came along...\but I'm sure he's here just to kill time again.\Please feel free call us if there's anything you need!\Thank you, Erika!\I'm glad he chose to come here today!\There aren't many regulars here today.\And Usui's the only one here who knows my secret. response:	It'll be fine as long as he keeps quiet about it.
context: That guy... He said he wanted to help, and came along...\but I'm sure he's here just to kill time again.\Please feel free call us if there's anything you need!\Thank you, Erika!\I'm glad he chose to come here today!\There aren't many regulars here today.\And Usui's the only one here who knows my secret.\It'll be fine as long as he keeps quiet about it. response:	I'm sorry for the wait!
context: but I'm sure he's here just to kill time again.\Please feel free call us if there's anything you need!\Thank you, Erika!\I'm glad he chose to come here today!\There aren't many regulars here today.\And Usui's the only one here who knows my secret.\It'll be fine as long as he keeps quiet about it.\I'm sorry for the wait! response:	Looks yummy!
context: Please feel free call us if there's anything you need!\Thank you, Erika!\I'm glad he chose to come here today!\There aren't many regulars here today.\And Usui's the only one here who knows my secret.\It'll be fine as long as he keeps quiet about it.\I'm sorry for the wait!\Looks yummy! response:	You're right!
context: Thank you, Erika!\I'm glad he chose to come here today!\There aren't many regulars here today.\And Usui's the only one here who knows my secret.\It'll be fine as long as he keeps quiet about it.\I'm sorry for the wait!\Looks yummy!\You're right! response:	Whoa, they even have kids' lunch menu!
context: I'm glad he chose to come here today!\There aren't many regulars here today.\And Usui's the only one here who knows my secret.\It'll be fine as long as he keeps quiet about it.\I'm sorry for the wait!\Looks yummy!\You're right!\Whoa, they even have kids' lunch menu! response:	I wonder if I can change my coupons for that...
context: There aren't many regulars here today.\And Usui's the only one here who knows my secret.\It'll be fine as long as he keeps quiet about it.\I'm sorry for the wait!\Looks yummy!\You're right!\Whoa, they even have kids' lunch menu!\I wonder if I can change my coupons for that... response:	That's not possible.
context: And Usui's the only one here who knows my secret.\It'll be fine as long as he keeps quiet about it.\I'm sorry for the wait!\Looks yummy!\You're right!\Whoa, they even have kids' lunch menu!\I wonder if I can change my coupons for that...\That's not possible. response:	I didn't ask you!
context: It'll be fine as long as he keeps quiet about it.\I'm sorry for the wait!\Looks yummy!\You're right!\Whoa, they even have kids' lunch menu!\I wonder if I can change my coupons for that...\That's not possible.\I didn't ask you! response:	Yeah, right, got it...
context: I'm sorry for the wait!\Looks yummy!\You're right!\Whoa, they even have kids' lunch menu!\I wonder if I can change my coupons for that...\That's not possible.\I didn't ask you!\Yeah, right, got it... response:	Anyway, why are you always with Misaki-chan?!
context: Looks yummy!\You're right!\Whoa, they even have kids' lunch menu!\I wonder if I can change my coupons for that...\That's not possible.\I didn't ask you!\Yeah, right, got it...\Anyway, why are you always with Misaki-chan?! response:	This is not a place for you to fool around!
context: You're right!\Whoa, they even have kids' lunch menu!\I wonder if I can change my coupons for that...\That's not possible.\I didn't ask you!\Yeah, right, got it...\Anyway, why are you always with Misaki-chan?!\This is not a place for you to fool around! response:	Watch your manners!
context: Whoa, they even have kids' lunch menu!\I wonder if I can change my coupons for that...\That's not possible.\I didn't ask you!\Yeah, right, got it...\Anyway, why are you always with Misaki-chan?!\This is not a place for you to fool around!\Watch your manners! response:	Why are you smiling there?!
context: I wonder if I can change my coupons for that...\That's not possible.\I didn't ask you!\Yeah, right, got it...\Anyway, why are you always with Misaki-chan?!\This is not a place for you to fool around!\Watch your manners!\Why are you smiling there?! response:	And what's with that whole look? Where's your uniform?
context: That's not possible.\I didn't ask you!\Yeah, right, got it...\Anyway, why are you always with Misaki-chan?!\This is not a place for you to fool around!\Watch your manners!\Why are you smiling there?!\And what's with that whole look? Where's your uniform? response:	This is from my work place! I carelessly dirtied my uniform!
context: I didn't ask you!\Yeah, right, got it...\Anyway, why are you always with Misaki-chan?!\This is not a place for you to fool around!\Watch your manners!\Why are you smiling there?!\And what's with that whole look? Where's your uniform?\This is from my work place! I carelessly dirtied my uniform! response:	Thanks for your work!
context: Yeah, right, got it...\Anyway, why are you always with Misaki-chan?!\This is not a place for you to fool around!\Watch your manners!\Why are you smiling there?!\And what's with that whole look? Where's your uniform?\This is from my work place! I carelessly dirtied my uniform!\Thanks for your work! response:	You can do part time work?!
context: Anyway, why are you always with Misaki-chan?!\This is not a place for you to fool around!\Watch your manners!\Why are you smiling there?!\And what's with that whole look? Where's your uniform?\This is from my work place! I carelessly dirtied my uniform!\Thanks for your work!\You can do part time work?! response:	I knew you would be really surprised by it!
context: This is not a place for you to fool around!\Watch your manners!\Why are you smiling there?!\And what's with that whole look? Where's your uniform?\This is from my work place! I carelessly dirtied my uniform!\Thanks for your work!\You can do part time work?!\I knew you would be really surprised by it! response:	I'm actually working at a gas station!
context: Watch your manners!\Why are you smiling there?!\And what's with that whole look? Where's your uniform?\This is from my work place! I carelessly dirtied my uniform!\Thanks for your work!\You can do part time work?!\I knew you would be really surprised by it!\I'm actually working at a gas station! response:	You mean diesel? The consumption's not really good.
context: Why are you smiling there?!\And what's with that whole look? Where's your uniform?\This is from my work place! I carelessly dirtied my uniform!\Thanks for your work!\You can do part time work?!\I knew you would be really surprised by it!\I'm actually working at a gas station!\You mean diesel? The consumption's not really good. response:	What are you saying? I don't understand at all.
context: And what's with that whole look? Where's your uniform?\This is from my work place! I carelessly dirtied my uniform!\Thanks for your work!\You can do part time work?!\I knew you would be really surprised by it!\I'm actually working at a gas station!\You mean diesel? The consumption's not really good.\What are you saying? I don't understand at all. response:	Sorry, forgot that you're an idiot.
context: This is from my work place! I carelessly dirtied my uniform!\Thanks for your work!\You can do part time work?!\I knew you would be really surprised by it!\I'm actually working at a gas station!\You mean diesel? The consumption's not really good.\What are you saying? I don't understand at all.\Sorry, forgot that you're an idiot. response:	I'm actually quite reliable at my job!
context: Thanks for your work!\You can do part time work?!\I knew you would be really surprised by it!\I'm actually working at a gas station!\You mean diesel? The consumption's not really good.\What are you saying? I don't understand at all.\Sorry, forgot that you're an idiot.\I'm actually quite reliable at my job! response:	Oh yeah! How'bout visiting me next time, Misaki?
