context: TS response:	-OP-
context: Shiemi?\What are you doing here?\Shiemi?\Yuki!\Can I help you?\The malachites arrived, so I brought you your order.\Sorry for the trouble.\Since you came all this way, how about some tea? response:	But...
context: What are you doing here?\Shiemi?\Yuki!\Can I help you?\The malachites arrived, so I brought you your order.\Sorry for the trouble.\Since you came all this way, how about some tea?\But... response:	It's okay, come on.
context: Shiemi?\Yuki!\Can I help you?\The malachites arrived, so I brought you your order.\Sorry for the trouble.\Since you came all this way, how about some tea?\But...\It's okay, come on. response:	Who's that chick?!
context: Yuki!\Can I help you?\The malachites arrived, so I brought you your order.\Sorry for the trouble.\Since you came all this way, how about some tea?\But...\It's okay, come on.\Who's that chick?! response:	Barging into Okumura's dorm like that.
context: Can I help you?\The malachites arrived, so I brought you your order.\Sorry for the trouble.\Since you came all this way, how about some tea?\But...\It's okay, come on.\Who's that chick?!\Barging into Okumura's dorm like that. response:	Is she his girlfriend?
context: The malachites arrived, so I brought you your order.\Sorry for the trouble.\Since you came all this way, how about some tea?\But...\It's okay, come on.\Who's that chick?!\Barging into Okumura's dorm like that.\Is she his girlfriend? response:	That can't be! No way!
context: Sorry for the trouble.\Since you came all this way, how about some tea?\But...\It's okay, come on.\Who's that chick?!\Barging into Okumura's dorm like that.\Is she his girlfriend?\That can't be! No way! response:	I'm sure she's just a maid or something like that!
context: Since you came all this way, how about some tea?\But...\It's okay, come on.\Who's that chick?!\Barging into Okumura's dorm like that.\Is she his girlfriend?\That can't be! No way!\I'm sure she's just a maid or something like that! response:	Since when do you offer tea to a maid?
context: But...\It's okay, come on.\Who's that chick?!\Barging into Okumura's dorm like that.\Is she his girlfriend?\That can't be! No way!\I'm sure she's just a maid or something like that!\Since when do you offer tea to a maid? response:	Anyway, if we give up here the lunches we made will go to waste!
context: It's okay, come on.\Who's that chick?!\Barging into Okumura's dorm like that.\Is she his girlfriend?\That can't be! No way!\I'm sure she's just a maid or something like that!\Since when do you offer tea to a maid?\Anyway, if we give up here the lunches we made will go to waste! response:	Let's wait until that chick leaves.
context: Who's that chick?!\Barging into Okumura's dorm like that.\Is she his girlfriend?\That can't be! No way!\I'm sure she's just a maid or something like that!\Since when do you offer tea to a maid?\Anyway, if we give up here the lunches we made will go to waste!\Let's wait until that chick leaves. response:	A familiar?
context: Barging into Okumura's dorm like that.\Is she his girlfriend?\That can't be! No way!\I'm sure she's just a maid or something like that!\Since when do you offer tea to a maid?\Anyway, if we give up here the lunches we made will go to waste!\Let's wait until that chick leaves.\A familiar? response:	He's the cook of our dorm.
context: Is she his girlfriend?\That can't be! No way!\I'm sure she's just a maid or something like that!\Since when do you offer tea to a maid?\Anyway, if we give up here the lunches we made will go to waste!\Let's wait until that chick leaves.\A familiar?\He's the cook of our dorm. response:	He made this tea as well.
context: That can't be! No way!\I'm sure she's just a maid or something like that!\Since when do you offer tea to a maid?\Anyway, if we give up here the lunches we made will go to waste!\Let's wait until that chick leaves.\A familiar?\He's the cook of our dorm.\He made this tea as well. response:	Delicious! Thanks, Ukobach!
context: I'm sure she's just a maid or something like that!\Since when do you offer tea to a maid?\Anyway, if we give up here the lunches we made will go to waste!\Let's wait until that chick leaves.\A familiar?\He's the cook of our dorm.\He made this tea as well.\Delicious! Thanks, Ukobach! response:	Oh, it's so late! I should get going.
context: Since when do you offer tea to a maid?\Anyway, if we give up here the lunches we made will go to waste!\Let's wait until that chick leaves.\A familiar?\He's the cook of our dorm.\He made this tea as well.\Delicious! Thanks, Ukobach!\Oh, it's so late! I should get going. response:	Don't worry, I have the magic key connecting to the shop.
context: Anyway, if we give up here the lunches we made will go to waste!\Let's wait until that chick leaves.\A familiar?\He's the cook of our dorm.\He made this tea as well.\Delicious! Thanks, Ukobach!\Oh, it's so late! I should get going.\Don't worry, I have the magic key connecting to the shop. response:	Ah, that's right. I walked all the way here.
context: Let's wait until that chick leaves.\A familiar?\He's the cook of our dorm.\He made this tea as well.\Delicious! Thanks, Ukobach!\Oh, it's so late! I should get going.\Don't worry, I have the magic key connecting to the shop.\Ah, that's right. I walked all the way here. response:	I'll see you off.
context: A familiar?\He's the cook of our dorm.\He made this tea as well.\Delicious! Thanks, Ukobach!\Oh, it's so late! I should get going.\Don't worry, I have the magic key connecting to the shop.\Ah, that's right. I walked all the way here.\I'll see you off. response:	Thanks, Yuki.
context: He's the cook of our dorm.\He made this tea as well.\Delicious! Thanks, Ukobach!\Oh, it's so late! I should get going.\Don't worry, I have the magic key connecting to the shop.\Ah, that's right. I walked all the way here.\I'll see you off.\Thanks, Yuki. response:	Thanks, Yuki she says...
context: He made this tea as well.\Delicious! Thanks, Ukobach!\Oh, it's so late! I should get going.\Don't worry, I have the magic key connecting to the shop.\Ah, that's right. I walked all the way here.\I'll see you off.\Thanks, Yuki.\Thanks, Yuki she says... response:	How long are you going to wave?
context: Delicious! Thanks, Ukobach!\Oh, it's so late! I should get going.\Don't worry, I have the magic key connecting to the shop.\Ah, that's right. I walked all the way here.\I'll see you off.\Thanks, Yuki.\Thanks, Yuki she says...\How long are you going to wave? response:	You're happy if someone says it's delicious?
context: Oh, it's so late! I should get going.\Don't worry, I have the magic key connecting to the shop.\Ah, that's right. I walked all the way here.\I'll see you off.\Thanks, Yuki.\Thanks, Yuki she says...\How long are you going to wave?\You're happy if someone says it's delicious? response:	Are you serious?
context: Don't worry, I have the magic key connecting to the shop.\Ah, that's right. I walked all the way here.\I'll see you off.\Thanks, Yuki.\Thanks, Yuki she says...\How long are you going to wave?\You're happy if someone says it's delicious?\Are you serious? response:	How long are we waiting?
context: Ah, that's right. I walked all the way here.\I'll see you off.\Thanks, Yuki.\Thanks, Yuki she says...\How long are you going to wave?\You're happy if someone says it's delicious?\Are you serious?\How long are we waiting? response:	It's almost midnight.
context: I'll see you off.\Thanks, Yuki.\Thanks, Yuki she says...\How long are you going to wave?\You're happy if someone says it's delicious?\Are you serious?\How long are we waiting?\It's almost midnight. response:	What else can we do? That chick isn't coming out.
context: Thanks, Yuki.\Thanks, Yuki she says...\How long are you going to wave?\You're happy if someone says it's delicious?\Are you serious?\How long are we waiting?\It's almost midnight.\What else can we do? That chick isn't coming out. response:	Could she be staying in Okumura's room?
context: Thanks, Yuki she says...\How long are you going to wave?\You're happy if someone says it's delicious?\Are you serious?\How long are we waiting?\It's almost midnight.\What else can we do? That chick isn't coming out.\Could she be staying in Okumura's room? response:	What?!
context: How long are you going to wave?\You're happy if someone says it's delicious?\Are you serious?\How long are we waiting?\It's almost midnight.\What else can we do? That chick isn't coming out.\Could she be staying in Okumura's room?\What?! response:	We have no choice.
context: You're happy if someone says it's delicious?\Are you serious?\How long are we waiting?\It's almost midnight.\What else can we do? That chick isn't coming out.\Could she be staying in Okumura's room?\What?!\We have no choice. response:	We're going in!
context: Are you serious?\How long are we waiting?\It's almost midnight.\What else can we do? That chick isn't coming out.\Could she be staying in Okumura's room?\What?!\We have no choice.\We're going in! response:	Which room is his?
context: How long are we waiting?\It's almost midnight.\What else can we do? That chick isn't coming out.\Could she be staying in Okumura's room?\What?!\We have no choice.\We're going in!\Which room is his? response:	Number 602.
context: It's almost midnight.\What else can we do? That chick isn't coming out.\Could she be staying in Okumura's room?\What?!\We have no choice.\We're going in!\Which room is his?\Number 602. response:	Wait, this smell...
context: What else can we do? That chick isn't coming out.\Could she be staying in Okumura's room?\What?!\We have no choice.\We're going in!\Which room is his?\Number 602.\Wait, this smell... response:	Yeah, someone's been cooking here.
context: Could she be staying in Okumura's room?\What?!\We have no choice.\We're going in!\Which room is his?\Number 602.\Wait, this smell...\Yeah, someone's been cooking here. response:	The side dishes for tomorrow's lunch?
context: What?!\We have no choice.\We're going in!\Which room is his?\Number 602.\Wait, this smell...\Yeah, someone's been cooking here.\The side dishes for tomorrow's lunch? response:	Could it be that chick made these?
context: We have no choice.\We're going in!\Which room is his?\Number 602.\Wait, this smell...\Yeah, someone's been cooking here.\The side dishes for tomorrow's lunch?\Could it be that chick made these? response:	I made octopus wieners.
context: We're going in!\Which room is his?\Number 602.\Wait, this smell...\Yeah, someone's been cooking here.\The side dishes for tomorrow's lunch?\Could it be that chick made these?\I made octopus wieners. response:	Please make some fried shrimp too!
context: Which room is his?\Number 602.\Wait, this smell...\Yeah, someone's been cooking here.\The side dishes for tomorrow's lunch?\Could it be that chick made these?\I made octopus wieners.\Please make some fried shrimp too! response:	No!
context: Number 602.\Wait, this smell...\Yeah, someone's been cooking here.\The side dishes for tomorrow's lunch?\Could it be that chick made these?\I made octopus wieners.\Please make some fried shrimp too!\No! response:	It only deserves this!
context: Wait, this smell...\Yeah, someone's been cooking here.\The side dishes for tomorrow's lunch?\Could it be that chick made these?\I made octopus wieners.\Please make some fried shrimp too!\No!\It only deserves this! response:	He wouldn't even touch the lunches we made...
context: Yeah, someone's been cooking here.\The side dishes for tomorrow's lunch?\Could it be that chick made these?\I made octopus wieners.\Please make some fried shrimp too!\No!\It only deserves this!\He wouldn't even touch the lunches we made... response:	But he eats what that chick cooked?
context: The side dishes for tomorrow's lunch?\Could it be that chick made these?\I made octopus wieners.\Please make some fried shrimp too!\No!\It only deserves this!\He wouldn't even touch the lunches we made...\But he eats what that chick cooked? response:	I can't let that happen! Never!
context: Could it be that chick made these?\I made octopus wieners.\Please make some fried shrimp too!\No!\It only deserves this!\He wouldn't even touch the lunches we made...\But he eats what that chick cooked?\I can't let that happen! Never! response:	What was that?
context: I made octopus wieners.\Please make some fried shrimp too!\No!\It only deserves this!\He wouldn't even touch the lunches we made...\But he eats what that chick cooked?\I can't let that happen! Never!\What was that? response:	Ukobach? Is that you, Ukobach?
context: Please make some fried shrimp too!\No!\It only deserves this!\He wouldn't even touch the lunches we made...\But he eats what that chick cooked?\I can't let that happen! Never!\What was that?\Ukobach? Is that you, Ukobach? response:	What's wrong, Ukobach?
context: No!\It only deserves this!\He wouldn't even touch the lunches we made...\But he eats what that chick cooked?\I can't let that happen! Never!\What was that?\Ukobach? Is that you, Ukobach?\What's wrong, Ukobach? response:	Hey, that's...
context: It only deserves this!\He wouldn't even touch the lunches we made...\But he eats what that chick cooked?\I can't let that happen! Never!\What was that?\Ukobach? Is that you, Ukobach?\What's wrong, Ukobach?\Hey, that's... response:	My classmates.
context: He wouldn't even touch the lunches we made...\But he eats what that chick cooked?\I can't let that happen! Never!\What was that?\Ukobach? Is that you, Ukobach?\What's wrong, Ukobach?\Hey, that's...\My classmates. response:	I don't even want to think about it, but I think I know what happened here.
context: But he eats what that chick cooked?\I can't let that happen! Never!\What was that?\Ukobach? Is that you, Ukobach?\What's wrong, Ukobach?\Hey, that's...\My classmates.\I don't even want to think about it, but I think I know what happened here. response:	He started stewing them.
context: I can't let that happen! Never!\What was that?\Ukobach? Is that you, Ukobach?\What's wrong, Ukobach?\Hey, that's...\My classmates.\I don't even want to think about it, but I think I know what happened here.\He started stewing them. response:	It's strange.
context: What was that?\Ukobach? Is that you, Ukobach?\What's wrong, Ukobach?\Hey, that's...\My classmates.\I don't even want to think about it, but I think I know what happened here.\He started stewing them.\It's strange. response:	Obviously!
context: Ukobach? Is that you, Ukobach?\What's wrong, Ukobach?\Hey, that's...\My classmates.\I don't even want to think about it, but I think I know what happened here.\He started stewing them.\It's strange.\Obviously! response:	When you're making a stew, you add ginger and a bay leaf to suppress the smell of meat.
context: What's wrong, Ukobach?\Hey, that's...\My classmates.\I don't even want to think about it, but I think I know what happened here.\He started stewing them.\It's strange.\Obviously!\When you're making a stew, you add ginger and a bay leaf to suppress the smell of meat. response:	That's your biggest problem?
context: Hey, that's...\My classmates.\I don't even want to think about it, but I think I know what happened here.\He started stewing them.\It's strange.\Obviously!\When you're making a stew, you add ginger and a bay leaf to suppress the smell of meat.\That's your biggest problem? response:	It's elementary! To think that he forgot it...
context: My classmates.\I don't even want to think about it, but I think I know what happened here.\He started stewing them.\It's strange.\Obviously!\When you're making a stew, you add ginger and a bay leaf to suppress the smell of meat.\That's your biggest problem?\It's elementary! To think that he forgot it... response:	Hey! What are you trying to make?!
context: I don't even want to think about it, but I think I know what happened here.\He started stewing them.\It's strange.\Obviously!\When you're making a stew, you add ginger and a bay leaf to suppress the smell of meat.\That's your biggest problem?\It's elementary! To think that he forgot it...\Hey! What are you trying to make?! response:	Rin!
context: He started stewing them.\It's strange.\Obviously!\When you're making a stew, you add ginger and a bay leaf to suppress the smell of meat.\That's your biggest problem?\It's elementary! To think that he forgot it...\Hey! What are you trying to make?!\Rin! response:	Ukobach, didn't you say that...
context: It's strange.\Obviously!\When you're making a stew, you add ginger and a bay leaf to suppress the smell of meat.\That's your biggest problem?\It's elementary! To think that he forgot it...\Hey! What are you trying to make?!\Rin!\Ukobach, didn't you say that... response:	If someone eats your cooking and says it's delicious...
context: Obviously!\When you're making a stew, you add ginger and a bay leaf to suppress the smell of meat.\That's your biggest problem?\It's elementary! To think that he forgot it...\Hey! What are you trying to make?!\Rin!\Ukobach, didn't you say that...\If someone eats your cooking and says it's delicious... response:	That's enough for you...
context: When you're making a stew, you add ginger and a bay leaf to suppress the smell of meat.\That's your biggest problem?\It's elementary! To think that he forgot it...\Hey! What are you trying to make?!\Rin!\Ukobach, didn't you say that...\If someone eats your cooking and says it's delicious...\That's enough for you... response:	What's this omelet?
context: That's your biggest problem?\It's elementary! To think that he forgot it...\Hey! What are you trying to make?!\Rin!\Ukobach, didn't you say that...\If someone eats your cooking and says it's delicious...\That's enough for you...\What's this omelet? response:	Salty!
context: It's elementary! To think that he forgot it...\Hey! What are you trying to make?!\Rin!\Ukobach, didn't you say that...\If someone eats your cooking and says it's delicious...\That's enough for you...\What's this omelet?\Salty! response:	It has egg shell pieces in it! Who made this?
context: Hey! What are you trying to make?!\Rin!\Ukobach, didn't you say that...\If someone eats your cooking and says it's delicious...\That's enough for you...\What's this omelet?\Salty!\It has egg shell pieces in it! Who made this? response:	Rin!
context: Rin!\Ukobach, didn't you say that...\If someone eats your cooking and says it's delicious...\That's enough for you...\What's this omelet?\Salty!\It has egg shell pieces in it! Who made this?\Rin! response:	You did?
context: Ukobach, didn't you say that...\If someone eats your cooking and says it's delicious...\That's enough for you...\What's this omelet?\Salty!\It has egg shell pieces in it! Who made this?\Rin!\You did? response:	If you don't like it, you don't have to eat it!
context: If someone eats your cooking and says it's delicious...\That's enough for you...\What's this omelet?\Salty!\It has egg shell pieces in it! Who made this?\Rin!\You did?\If you don't like it, you don't have to eat it! response:	Hey, don't waste food!
context: That's enough for you...\What's this omelet?\Salty!\It has egg shell pieces in it! Who made this?\Rin!\You did?\If you don't like it, you don't have to eat it!\Hey, don't waste food! response:	Give it back, old fart!
context: What's this omelet?\Salty!\It has egg shell pieces in it! Who made this?\Rin!\You did?\If you don't like it, you don't have to eat it!\Hey, don't waste food!\Give it back, old fart! response:	Ah, Rin made this omelet?
context: Salty!\It has egg shell pieces in it! Who made this?\Rin!\You did?\If you don't like it, you don't have to eat it!\Hey, don't waste food!\Give it back, old fart!\Ah, Rin made this omelet? response:	Not bad for first try.
context: It has egg shell pieces in it! Who made this?\Rin!\You did?\If you don't like it, you don't have to eat it!\Hey, don't waste food!\Give it back, old fart!\Ah, Rin made this omelet?\Not bad for first try. response:	Thanks for the meal.
context: Rin!\You did?\If you don't like it, you don't have to eat it!\Hey, don't waste food!\Give it back, old fart!\Ah, Rin made this omelet?\Not bad for first try.\Thanks for the meal. response:	We cook because we want to make someone happy when they eat it.
context: You did?\If you don't like it, you don't have to eat it!\Hey, don't waste food!\Give it back, old fart!\Ah, Rin made this omelet?\Not bad for first try.\Thanks for the meal.\We cook because we want to make someone happy when they eat it. response:	We're happy if someone says that it's good.
context: If you don't like it, you don't have to eat it!\Hey, don't waste food!\Give it back, old fart!\Ah, Rin made this omelet?\Not bad for first try.\Thanks for the meal.\We cook because we want to make someone happy when they eat it.\We're happy if someone says that it's good. response:	That's why I like to cook, why I want to cook!
context: Hey, don't waste food!\Give it back, old fart!\Ah, Rin made this omelet?\Not bad for first try.\Thanks for the meal.\We cook because we want to make someone happy when they eat it.\We're happy if someone says that it's good.\That's why I like to cook, why I want to cook! response:	Who would call that thing you're making good?!
context: Give it back, old fart!\Ah, Rin made this omelet?\Not bad for first try.\Thanks for the meal.\We cook because we want to make someone happy when they eat it.\We're happy if someone says that it's good.\That's why I like to cook, why I want to cook!\Who would call that thing you're making good?! response:	Why...
context: Ah, Rin made this omelet?\Not bad for first try.\Thanks for the meal.\We cook because we want to make someone happy when they eat it.\We're happy if someone says that it's good.\That's why I like to cook, why I want to cook!\Who would call that thing you're making good?!\Why... response:	Why won't you eat it?
context: Not bad for first try.\Thanks for the meal.\We cook because we want to make someone happy when they eat it.\We're happy if someone says that it's good.\That's why I like to cook, why I want to cook!\Who would call that thing you're making good?!\Why...\Why won't you eat it? response:	Ukobach spoke?
context: Thanks for the meal.\We cook because we want to make someone happy when they eat it.\We're happy if someone says that it's good.\That's why I like to cook, why I want to cook!\Who would call that thing you're making good?!\Why...\Why won't you eat it?\Ukobach spoke? response:	No... Could it be this is...
context: We cook because we want to make someone happy when they eat it.\We're happy if someone says that it's good.\That's why I like to cook, why I want to cook!\Who would call that thing you're making good?!\Why...\Why won't you eat it?\Ukobach spoke?\No... Could it be this is... response:	Even though I made it for you...
context: We're happy if someone says that it's good.\That's why I like to cook, why I want to cook!\Who would call that thing you're making good?!\Why...\Why won't you eat it?\Ukobach spoke?\No... Could it be this is...\Even though I made it for you... response:	I wanted you to eat it, Yukio...
context: That's why I like to cook, why I want to cook!\Who would call that thing you're making good?!\Why...\Why won't you eat it?\Ukobach spoke?\No... Could it be this is...\Even though I made it for you...\I wanted you to eat it, Yukio... response:	I see... Their chagrin drove Ukobach wild!
context: Who would call that thing you're making good?!\Why...\Why won't you eat it?\Ukobach spoke?\No... Could it be this is...\Even though I made it for you...\I wanted you to eat it, Yukio...\I see... Their chagrin drove Ukobach wild! response:	So... It's all your fault!
context: Why...\Why won't you eat it?\Ukobach spoke?\No... Could it be this is...\Even though I made it for you...\I wanted you to eat it, Yukio...\I see... Their chagrin drove Ukobach wild!\So... It's all your fault! response:	Huh?
context: Why won't you eat it?\Ukobach spoke?\No... Could it be this is...\Even though I made it for you...\I wanted you to eat it, Yukio...\I see... Their chagrin drove Ukobach wild!\So... It's all your fault!\Huh? response:	Eat it! Eat the lunches they put their hearts into making!
context: Ukobach spoke?\No... Could it be this is...\Even though I made it for you...\I wanted you to eat it, Yukio...\I see... Their chagrin drove Ukobach wild!\So... It's all your fault!\Huh?\Eat it! Eat the lunches they put their hearts into making! response:	I bet it's nice and salty, and totally delicious!
context: No... Could it be this is...\Even though I made it for you...\I wanted you to eat it, Yukio...\I see... Their chagrin drove Ukobach wild!\So... It's all your fault!\Huh?\Eat it! Eat the lunches they put their hearts into making!\I bet it's nice and salty, and totally delicious! response:	Why me?!
context: Even though I made it for you...\I wanted you to eat it, Yukio...\I see... Their chagrin drove Ukobach wild!\So... It's all your fault!\Huh?\Eat it! Eat the lunches they put their hearts into making!\I bet it's nice and salty, and totally delicious!\Why me?! response:	So he ate that huge amount of food alone, without leaving a bite?
context: I wanted you to eat it, Yukio...\I see... Their chagrin drove Ukobach wild!\So... It's all your fault!\Huh?\Eat it! Eat the lunches they put their hearts into making!\I bet it's nice and salty, and totally delicious!\Why me?!\So he ate that huge amount of food alone, without leaving a bite? response:	Amazing, Mr Okumura. That's a great countermeasure.
context: I see... Their chagrin drove Ukobach wild!\So... It's all your fault!\Huh?\Eat it! Eat the lunches they put their hearts into making!\I bet it's nice and salty, and totally delicious!\Why me?!\So he ate that huge amount of food alone, without leaving a bite?\Amazing, Mr Okumura. That's a great countermeasure. response:	Don't worry about the girls, they are attending classes today as usual.
context: So... It's all your fault!\Huh?\Eat it! Eat the lunches they put their hearts into making!\I bet it's nice and salty, and totally delicious!\Why me?!\So he ate that huge amount of food alone, without leaving a bite?\Amazing, Mr Okumura. That's a great countermeasure.\Don't worry about the girls, they are attending classes today as usual. response:	Thanks to you, Ukobach cheered up, too.
context: Huh?\Eat it! Eat the lunches they put their hearts into making!\I bet it's nice and salty, and totally delicious!\Why me?!\So he ate that huge amount of food alone, without leaving a bite?\Amazing, Mr Okumura. That's a great countermeasure.\Don't worry about the girls, they are attending classes today as usual.\Thanks to you, Ukobach cheered up, too. response:	You worked hard, just rest for a few more days!
context: Eat it! Eat the lunches they put their hearts into making!\I bet it's nice and salty, and totally delicious!\Why me?!\So he ate that huge amount of food alone, without leaving a bite?\Amazing, Mr Okumura. That's a great countermeasure.\Don't worry about the girls, they are attending classes today as usual.\Thanks to you, Ukobach cheered up, too.\You worked hard, just rest for a few more days! response:	Bye.
context: I bet it's nice and salty, and totally delicious!\Why me?!\So he ate that huge amount of food alone, without leaving a bite?\Amazing, Mr Okumura. That's a great countermeasure.\Don't worry about the girls, they are attending classes today as usual.\Thanks to you, Ukobach cheered up, too.\You worked hard, just rest for a few more days!\Bye. response:	Hey!
context: Why me?!\So he ate that huge amount of food alone, without leaving a bite?\Amazing, Mr Okumura. That's a great countermeasure.\Don't worry about the girls, they are attending classes today as usual.\Thanks to you, Ukobach cheered up, too.\You worked hard, just rest for a few more days!\Bye.\Hey! response:	What's this?
context: So he ate that huge amount of food alone, without leaving a bite?\Amazing, Mr Okumura. That's a great countermeasure.\Don't worry about the girls, they are attending classes today as usual.\Thanks to you, Ukobach cheered up, too.\You worked hard, just rest for a few more days!\Bye.\Hey!\What's this? response:	To make you recover fast, Ukobach and I made you this special stamina meal!
context: Amazing, Mr Okumura. That's a great countermeasure.\Don't worry about the girls, they are attending classes today as usual.\Thanks to you, Ukobach cheered up, too.\You worked hard, just rest for a few more days!\Bye.\Hey!\What's this?\To make you recover fast, Ukobach and I made you this special stamina meal! response:	Don't hold back, dig in!
context: Don't worry about the girls, they are attending classes today as usual.\Thanks to you, Ukobach cheered up, too.\You worked hard, just rest for a few more days!\Bye.\Hey!\What's this?\To make you recover fast, Ukobach and I made you this special stamina meal!\Don't hold back, dig in! response:	I'm getting scared of food...
context: Thanks to you, Ukobach cheered up, too.\You worked hard, just rest for a few more days!\Bye.\Hey!\What's this?\To make you recover fast, Ukobach and I made you this special stamina meal!\Don't hold back, dig in!\I'm getting scared of food... response:	From next week, we'll be going to a week-long training camp for the exams.
context: You worked hard, just rest for a few more days!\Bye.\Hey!\What's this?\To make you recover fast, Ukobach and I made you this special stamina meal!\Don't hold back, dig in!\I'm getting scared of food...\From next week, we'll be going to a week-long training camp for the exams. response:	Shiemi? What are you doing here?
context: Bye.\Hey!\What's this?\To make you recover fast, Ukobach and I made you this special stamina meal!\Don't hold back, dig in!\I'm getting scared of food...\From next week, we'll be going to a week-long training camp for the exams.\Shiemi? What are you doing here? response:	Episode 6 szia The Phantom Cook
context: Hey!\What's this?\To make you recover fast, Ukobach and I made you this special stamina meal!\Don't hold back, dig in!\I'm getting scared of food...\From next week, we'll be going to a week-long training camp for the exams.\Shiemi? What are you doing here?\Episode 6 szia The Phantom Cook response:	Luxury lunch xxx00 yen, Special lunch 8000 yen, Standard lunch 6000 yen, Hamburger, Pork cutlet curry
context: What's this?\To make you recover fast, Ukobach and I made you this special stamina meal!\Don't hold back, dig in!\I'm getting scared of food...\From next week, we'll be going to a week-long training camp for the exams.\Shiemi? What are you doing here?\Episode 6 szia The Phantom Cook\Luxury lunch xxx00 yen, Special lunch 8000 yen, Standard lunch 6000 yen, Hamburger, Pork cutlet curry response:	Miso... 5800 yen,...meal (with dessert) xx800 yen, Tea snack meal 12000 yen, Great fatty tuna 105xxx yen,...curry, Lordly meal, Shark fin so...
context: To make you recover fast, Ukobach and I made you this special stamina meal!\Don't hold back, dig in!\I'm getting scared of food...\From next week, we'll be going to a week-long training camp for the exams.\Shiemi? What are you doing here?\Episode 6 szia The Phantom Cook\Luxury lunch xxx00 yen, Special lunch 8000 yen, Standard lunch 6000 yen, Hamburger, Pork cutlet curry\Miso... 5800 yen,...meal (with dessert) xx800 yen, Tea snack meal 12000 yen, Great fatty tuna 105xxx yen,...curry, Lordly meal, Shark fin so... response:	Food tickets
context: Don't hold back, dig in!\I'm getting scared of food...\From next week, we'll be going to a week-long training camp for the exams.\Shiemi? What are you doing here?\Episode 6 szia The Phantom Cook\Luxury lunch xxx00 yen, Special lunch 8000 yen, Standard lunch 6000 yen, Hamburger, Pork cutlet curry\Miso... 5800 yen,...meal (with dessert) xx800 yen, Tea snack meal 12000 yen, Great fatty tuna 105xxx yen,...curry, Lordly meal, Shark fin so...\Food tickets response:	True Cross Academy Boys' Dormitory
context: I'm getting scared of food...\From next week, we'll be going to a week-long training camp for the exams.\Shiemi? What are you doing here?\Episode 6 szia The Phantom Cook\Luxury lunch xxx00 yen, Special lunch 8000 yen, Standard lunch 6000 yen, Hamburger, Pork cutlet curry\Miso... 5800 yen,...meal (with dessert) xx800 yen, Tea snack meal 12000 yen, Great fatty tuna 105xxx yen,...curry, Lordly meal, Shark fin so...\Food tickets\True Cross Academy Boys' Dormitory response:	Next Episode Preview
context: From next week, we'll be going to a week-long training camp for the exams.\Shiemi? What are you doing here?\Episode 6 szia The Phantom Cook\Luxury lunch xxx00 yen, Special lunch 8000 yen, Standard lunch 6000 yen, Hamburger, Pork cutlet curry\Miso... 5800 yen,...meal (with dessert) xx800 yen, Tea snack meal 12000 yen, Great fatty tuna 105xxx yen,...curry, Lordly meal, Shark fin so...\Food tickets\True Cross Academy Boys' Dormitory\Next Episode Preview response:	Flock of Plovers
context: Shiemi? What are you doing here?\Episode 6 szia The Phantom Cook\Luxury lunch xxx00 yen, Special lunch 8000 yen, Standard lunch 6000 yen, Hamburger, Pork cutlet curry\Miso... 5800 yen,...meal (with dessert) xx800 yen, Tea snack meal 12000 yen, Great fatty tuna 105xxx yen,...curry, Lordly meal, Shark fin so...\Food tickets\True Cross Academy Boys' Dormitory\Next Episode Preview\Flock of Plovers response:	The Blue Exorcist
context: Episode 6 szia The Phantom Cook\Luxury lunch xxx00 yen, Special lunch 8000 yen, Standard lunch 6000 yen, Hamburger, Pork cutlet curry\Miso... 5800 yen,...meal (with dessert) xx800 yen, Tea snack meal 12000 yen, Great fatty tuna 105xxx yen,...curry, Lordly meal, Shark fin so...\Food tickets\True Cross Academy Boys' Dormitory\Next Episode Preview\Flock of Plovers\The Blue Exorcist response:	sei wo uke sorezore ga jinsei wo ouka
context: Luxury lunch xxx00 yen, Special lunch 8000 yen, Standard lunch 6000 yen, Hamburger, Pork cutlet curry\Miso... 5800 yen,...meal (with dessert) xx800 yen, Tea snack meal 12000 yen, Great fatty tuna 105xxx yen,...curry, Lordly meal, Shark fin so...\Food tickets\True Cross Academy Boys' Dormitory\Next Episode Preview\Flock of Plovers\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka response:	nou no black box wo shiru sore wa kou ka
context: Miso... 5800 yen,...meal (with dessert) xx800 yen, Tea snack meal 12000 yen, Great fatty tuna 105xxx yen,...curry, Lordly meal, Shark fin so...\Food tickets\True Cross Academy Boys' Dormitory\Next Episode Preview\Flock of Plovers\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka response:	you wa limit line wo subete ryouga
context: Food tickets\True Cross Academy Boys' Dormitory\Next Episode Preview\Flock of Plovers\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga response:	saa ikou ka fumidasu sore wa kyou da
context: True Cross Academy Boys' Dormitory\Next Episode Preview\Flock of Plovers\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da response:	yappa hibi wa ika sen kou sotsunaku konashitecha no no
