context: Wind Selection? response:	Yeah. I got it in a dungeon,
context: You can't hit me if I'm out of range!\The range for Lightning Strike is just three meters...\Looks like she's having a hard time, too. She's getting steamed quite nicely.\Leila physically strikes her opponents.\Going up against that bird is the worst for her.\But now that the woman's away...\Phoenix\LP. 5200 To Get Creative and Bestow response:	LP. 4200 To Get Creative and Bestow
context: The range for Lightning Strike is just three meters...\Looks like she's having a hard time, too. She's getting steamed quite nicely.\Leila physically strikes her opponents.\Going up against that bird is the worst for her.\But now that the woman's away...\Phoenix\LP. 5200 To Get Creative and Bestow\LP. 4200 To Get Creative and Bestow response:	Wha... What do you think you're doing?!
context: Looks like she's having a hard time, too. She's getting steamed quite nicely.\Leila physically strikes her opponents.\Going up against that bird is the worst for her.\But now that the woman's away...\Phoenix\LP. 5200 To Get Creative and Bestow\LP. 4200 To Get Creative and Bestow\Wha... What do you think you're doing?! response:	Leila, now!
context: Leila physically strikes her opponents.\Going up against that bird is the worst for her.\But now that the woman's away...\Phoenix\LP. 5200 To Get Creative and Bestow\LP. 4200 To Get Creative and Bestow\Wha... What do you think you're doing?!\Leila, now! response:	Got it!
context: Going up against that bird is the worst for her.\But now that the woman's away...\Phoenix\LP. 5200 To Get Creative and Bestow\LP. 4200 To Get Creative and Bestow\Wha... What do you think you're doing?!\Leila, now!\Got it! response:	I'll use Water Drop to back you up!
context: But now that the woman's away...\Phoenix\LP. 5200 To Get Creative and Bestow\LP. 4200 To Get Creative and Bestow\Wha... What do you think you're doing?!\Leila, now!\Got it!\I'll use Water Drop to back you up! response:	Not happening!
context: Phoenix\LP. 5200 To Get Creative and Bestow\LP. 4200 To Get Creative and Bestow\Wha... What do you think you're doing?!\Leila, now!\Got it!\I'll use Water Drop to back you up!\Not happening! response:	Why... is there lightning...
context: LP. 5200 To Get Creative and Bestow\LP. 4200 To Get Creative and Bestow\Wha... What do you think you're doing?!\Leila, now!\Got it!\I'll use Water Drop to back you up!\Not happening!\Why... is there lightning... response:	I used my Magical Fusion skill to combine Water Drop and Lightning Strike.
context: LP. 4200 To Get Creative and Bestow\Wha... What do you think you're doing?!\Leila, now!\Got it!\I'll use Water Drop to back you up!\Not happening!\Why... is there lightning...\I used my Magical Fusion skill to combine Water Drop and Lightning Strike. response:	Thanks for falling for that.
context: Wha... What do you think you're doing?!\Leila, now!\Got it!\I'll use Water Drop to back you up!\Not happening!\Why... is there lightning...\I used my Magical Fusion skill to combine Water Drop and Lightning Strike.\Thanks for falling for that. response:	I'll take care of the rest!
context: Leila, now!\Got it!\I'll use Water Drop to back you up!\Not happening!\Why... is there lightning...\I used my Magical Fusion skill to combine Water Drop and Lightning Strike.\Thanks for falling for that.\I'll take care of the rest! response:	Wh-What's with you two?
context: Got it!\I'll use Water Drop to back you up!\Not happening!\Why... is there lightning...\I used my Magical Fusion skill to combine Water Drop and Lightning Strike.\Thanks for falling for that.\I'll take care of the rest!\Wh-What's with you two? response:	Emma!
context: I'll use Water Drop to back you up!\Not happening!\Why... is there lightning...\I used my Magical Fusion skill to combine Water Drop and Lightning Strike.\Thanks for falling for that.\I'll take care of the rest!\Wh-What's with you two?\Emma! response:	Emma!
context: Not happening!\Why... is there lightning...\I used my Magical Fusion skill to combine Water Drop and Lightning Strike.\Thanks for falling for that.\I'll take care of the rest!\Wh-What's with you two?\Emma!\Emma! response:	Noir...
context: Why... is there lightning...\I used my Magical Fusion skill to combine Water Drop and Lightning Strike.\Thanks for falling for that.\I'll take care of the rest!\Wh-What's with you two?\Emma!\Emma!\Noir... response:	Sh-She's still not waking up...
context: I used my Magical Fusion skill to combine Water Drop and Lightning Strike.\Thanks for falling for that.\I'll take care of the rest!\Wh-What's with you two?\Emma!\Emma!\Noir...\Sh-She's still not waking up... response:	That's probably due to magic.
context: Thanks for falling for that.\I'll take care of the rest!\Wh-What's with you two?\Emma!\Emma!\Noir...\Sh-She's still not waking up...\That's probably due to magic. response:	You're an amazing martial artist.
context: I'll take care of the rest!\Wh-What's with you two?\Emma!\Emma!\Noir...\Sh-She's still not waking up...\That's probably due to magic.\You're an amazing martial artist. response:	My parents are both adventurers. They've trained me ever since I was little.
context: Wh-What's with you two?\Emma!\Emma!\Noir...\Sh-She's still not waking up...\That's probably due to magic.\You're an amazing martial artist.\My parents are both adventurers. They've trained me ever since I was little. response:	I actually came here to study abroad with my younger brother and joined Lahmu.
context: Emma!\Emma!\Noir...\Sh-She's still not waking up...\That's probably due to magic.\You're an amazing martial artist.\My parents are both adventurers. They've trained me ever since I was little.\I actually came here to study abroad with my younger brother and joined Lahmu. response:	So...
context: Emma!\Noir...\Sh-She's still not waking up...\That's probably due to magic.\You're an amazing martial artist.\My parents are both adventurers. They've trained me ever since I was little.\I actually came here to study abroad with my younger brother and joined Lahmu.\So... response:	Since I'm in Odin, that makes you my rival.
context: Noir...\Sh-She's still not waking up...\That's probably due to magic.\You're an amazing martial artist.\My parents are both adventurers. They've trained me ever since I was little.\I actually came here to study abroad with my younger brother and joined Lahmu.\So...\Since I'm in Odin, that makes you my rival. response:	Yeah, but...
context: Sh-She's still not waking up...\That's probably due to magic.\You're an amazing martial artist.\My parents are both adventurers. They've trained me ever since I was little.\I actually came here to study abroad with my younger brother and joined Lahmu.\So...\Since I'm in Odin, that makes you my rival.\Yeah, but... response:	That doesn't mean we can't be friends, does it?
context: That's probably due to magic.\You're an amazing martial artist.\My parents are both adventurers. They've trained me ever since I was little.\I actually came here to study abroad with my younger brother and joined Lahmu.\So...\Since I'm in Odin, that makes you my rival.\Yeah, but...\That doesn't mean we can't be friends, does it? response:	You're right. Let's be friends.
context: You're an amazing martial artist.\My parents are both adventurers. They've trained me ever since I was little.\I actually came here to study abroad with my younger brother and joined Lahmu.\So...\Since I'm in Odin, that makes you my rival.\Yeah, but...\That doesn't mean we can't be friends, does it?\You're right. Let's be friends. response:	You guys!
context: My parents are both adventurers. They've trained me ever since I was little.\I actually came here to study abroad with my younger brother and joined Lahmu.\So...\Since I'm in Odin, that makes you my rival.\Yeah, but...\That doesn't mean we can't be friends, does it?\You're right. Let's be friends.\You guys! response:	Leader! Where's the guy?
context: I actually came here to study abroad with my younger brother and joined Lahmu.\So...\Since I'm in Odin, that makes you my rival.\Yeah, but...\That doesn't mean we can't be friends, does it?\You're right. Let's be friends.\You guys!\Leader! Where's the guy? response:	I caught him and handed him over to the earl.
context: So...\Since I'm in Odin, that makes you my rival.\Yeah, but...\That doesn't mean we can't be friends, does it?\You're right. Let's be friends.\You guys!\Leader! Where's the guy?\I caught him and handed him over to the earl. response:	That's why I came to back you up.
context: Since I'm in Odin, that makes you my rival.\Yeah, but...\That doesn't mean we can't be friends, does it?\You're right. Let's be friends.\You guys!\Leader! Where's the guy?\I caught him and handed him over to the earl.\That's why I came to back you up. response:	Thanks, but there's no need.
context: Yeah, but...\That doesn't mean we can't be friends, does it?\You're right. Let's be friends.\You guys!\Leader! Where's the guy?\I caught him and handed him over to the earl.\That's why I came to back you up.\Thanks, but there's no need. response:	We caught her, too.
context: That doesn't mean we can't be friends, does it?\You're right. Let's be friends.\You guys!\Leader! Where's the guy?\I caught him and handed him over to the earl.\That's why I came to back you up.\Thanks, but there's no need.\We caught her, too. response:	That expression...
context: You're right. Let's be friends.\You guys!\Leader! Where's the guy?\I caught him and handed him over to the earl.\That's why I came to back you up.\Thanks, but there's no need.\We caught her, too.\That expression... response:	And did he always have that earring?
context: You guys!\Leader! Where's the guy?\I caught him and handed him over to the earl.\That's why I came to back you up.\Thanks, but there's no need.\We caught her, too.\That expression...\And did he always have that earring? response:	Well done, Leila! And...
context: Leader! Where's the guy?\I caught him and handed him over to the earl.\That's why I came to back you up.\Thanks, but there's no need.\We caught her, too.\That expression...\And did he always have that earring?\Well done, Leila! And... response:	He's Noir Stardia.
context: I caught him and handed him over to the earl.\That's why I came to back you up.\Thanks, but there's no need.\We caught her, too.\That expression...\And did he always have that earring?\Well done, Leila! And...\He's Noir Stardia. response:	Just in case, I'll use Discerning Eye.
context: That's why I came to back you up.\Thanks, but there's no need.\We caught her, too.\That expression...\And did he always have that earring?\Well done, Leila! And...\He's Noir Stardia.\Just in case, I'll use Discerning Eye. response:	Skills
context: Thanks, but there's no need.\We caught her, too.\That expression...\And did he always have that earring?\Well done, Leila! And...\He's Noir Stardia.\Just in case, I'll use Discerning Eye.\Skills response:	What?
context: We caught her, too.\That expression...\And did he always have that earring?\Well done, Leila! And...\He's Noir Stardia.\Just in case, I'll use Discerning Eye.\Skills\What? response:	Wh-What are you...
context: That expression...\And did he always have that earring?\Well done, Leila! And...\He's Noir Stardia.\Just in case, I'll use Discerning Eye.\Skills\What?\Wh-What are you... response:	Now, grovel.
context: And did he always have that earring?\Well done, Leila! And...\He's Noir Stardia.\Just in case, I'll use Discerning Eye.\Skills\What?\Wh-What are you...\Now, grovel. response:	M-My body feels heavy...
context: Well done, Leila! And...\He's Noir Stardia.\Just in case, I'll use Discerning Eye.\Skills\What?\Wh-What are you...\Now, grovel.\M-My body feels heavy... response:	Is this the Gravity Manipulation skill?
context: He's Noir Stardia.\Just in case, I'll use Discerning Eye.\Skills\What?\Wh-What are you...\Now, grovel.\M-My body feels heavy...\Is this the Gravity Manipulation skill? response:	This way, princess.
context: Just in case, I'll use Discerning Eye.\Skills\What?\Wh-What are you...\Now, grovel.\M-My body feels heavy...\Is this the Gravity Manipulation skill?\This way, princess. response:	Wh-What's going on?
context: Skills\What?\Wh-What are you...\Now, grovel.\M-My body feels heavy...\Is this the Gravity Manipulation skill?\This way, princess.\Wh-What's going on? response:	H-He's in disguise! He's actually...
context: What?\Wh-What are you...\Now, grovel.\M-My body feels heavy...\Is this the Gravity Manipulation skill?\This way, princess.\Wh-What's going on?\H-He's in disguise! He's actually... response:	Earring of Deception
context: Wh-What are you...\Now, grovel.\M-My body feels heavy...\Is this the Gravity Manipulation skill?\This way, princess.\Wh-What's going on?\H-He's in disguise! He's actually...\Earring of Deception response:	Well, that's impressive.
context: Now, grovel.\M-My body feels heavy...\Is this the Gravity Manipulation skill?\This way, princess.\Wh-What's going on?\H-He's in disguise! He's actually...\Earring of Deception\Well, that's impressive. response:	Tom Bertholda Lv. 154
context: M-My body feels heavy...\Is this the Gravity Manipulation skill?\This way, princess.\Wh-What's going on?\H-He's in disguise! He's actually...\Earring of Deception\Well, that's impressive.\Tom Bertholda Lv. 154 response:	Age Occupation Skills Skills
context: Is this the Gravity Manipulation skill?\This way, princess.\Wh-What's going on?\H-He's in disguise! He's actually...\Earring of Deception\Well, that's impressive.\Tom Bertholda Lv. 154\Age Occupation Skills Skills response:	I knew it! He's the other half of Phantom!
context: This way, princess.\Wh-What's going on?\H-He's in disguise! He's actually...\Earring of Deception\Well, that's impressive.\Tom Bertholda Lv. 154\Age Occupation Skills Skills\I knew it! He's the other half of Phantom! response:	N-No...
context: Wh-What's going on?\H-He's in disguise! He's actually...\Earring of Deception\Well, that's impressive.\Tom Bertholda Lv. 154\Age Occupation Skills Skills\I knew it! He's the other half of Phantom!\N-No... response:	I'm going to make Miss Emma my wife.
context: H-He's in disguise! He's actually...\Earring of Deception\Well, that's impressive.\Tom Bertholda Lv. 154\Age Occupation Skills Skills\I knew it! He's the other half of Phantom!\N-No...\I'm going to make Miss Emma my wife. response:	I've always taken whatever I wanted, you see.
context: Earring of Deception\Well, that's impressive.\Tom Bertholda Lv. 154\Age Occupation Skills Skills\I knew it! He's the other half of Phantom!\N-No...\I'm going to make Miss Emma my wife.\I've always taken whatever I wanted, you see. response:	Wh-Why are you after Emma?
context: Well, that's impressive.\Tom Bertholda Lv. 154\Age Occupation Skills Skills\I knew it! He's the other half of Phantom!\N-No...\I'm going to make Miss Emma my wife.\I've always taken whatever I wanted, you see.\Wh-Why are you after Emma? response:	I saw her around town, and it was love at first sight.
context: Tom Bertholda Lv. 154\Age Occupation Skills Skills\I knew it! He's the other half of Phantom!\N-No...\I'm going to make Miss Emma my wife.\I've always taken whatever I wanted, you see.\Wh-Why are you after Emma?\I saw her around town, and it was love at first sight. response:	So I followed her and did some research.
context: Age Occupation Skills Skills\I knew it! He's the other half of Phantom!\N-No...\I'm going to make Miss Emma my wife.\I've always taken whatever I wanted, you see.\Wh-Why are you after Emma?\I saw her around town, and it was love at first sight.\So I followed her and did some research. response:	And now... she's finally mine!
context: I knew it! He's the other half of Phantom!\N-No...\I'm going to make Miss Emma my wife.\I've always taken whatever I wanted, you see.\Wh-Why are you after Emma?\I saw her around town, and it was love at first sight.\So I followed her and did some research.\And now... she's finally mine! response:	Stop!
context: N-No...\I'm going to make Miss Emma my wife.\I've always taken whatever I wanted, you see.\Wh-Why are you after Emma?\I saw her around town, and it was love at first sight.\So I followed her and did some research.\And now... she's finally mine!\Stop! response:	Give it up.
context: I'm going to make Miss Emma my wife.\I've always taken whatever I wanted, you see.\Wh-Why are you after Emma?\I saw her around town, and it was love at first sight.\So I followed her and did some research.\And now... she's finally mine!\Stop!\Give it up. response:	A weakling like you could never be the knight who protects her.
context: I've always taken whatever I wanted, you see.\Wh-Why are you after Emma?\I saw her around town, and it was love at first sight.\So I followed her and did some research.\And now... she's finally mine!\Stop!\Give it up.\A weakling like you could never be the knight who protects her. response:	L-Let go of Emma!
context: Wh-Why are you after Emma?\I saw her around town, and it was love at first sight.\So I followed her and did some research.\And now... she's finally mine!\Stop!\Give it up.\A weakling like you could never be the knight who protects her.\L-Let go of Emma! response:	You waste your time.
context: I saw her around town, and it was love at first sight.\So I followed her and did some research.\And now... she's finally mine!\Stop!\Give it up.\A weakling like you could never be the knight who protects her.\L-Let go of Emma!\You waste your time. response:	E-Emma is...
context: So I followed her and did some research.\And now... she's finally mine!\Stop!\Give it up.\A weakling like you could never be the knight who protects her.\L-Let go of Emma!\You waste your time.\E-Emma is... response:	Noir...
context: And now... she's finally mine!\Stop!\Give it up.\A weakling like you could never be the knight who protects her.\L-Let go of Emma!\You waste your time.\E-Emma is...\Noir... response:	H-How can you move?
context: Stop!\Give it up.\A weakling like you could never be the knight who protects her.\L-Let go of Emma!\You waste your time.\E-Emma is...\Noir...\H-How can you move? response:	Emma is... is...
context: Give it up.\A weakling like you could never be the knight who protects her.\L-Let go of Emma!\You waste your time.\E-Emma is...\Noir...\H-How can you move?\Emma is... is... response:	someone very dear to me!
context: A weakling like you could never be the knight who protects her.\L-Let go of Emma!\You waste your time.\E-Emma is...\Noir...\H-How can you move?\Emma is... is...\someone very dear to me! response:	Get crushed!
context: L-Let go of Emma!\You waste your time.\E-Emma is...\Noir...\H-How can you move?\Emma is... is...\someone very dear to me!\Get crushed! response:	Don't do anything weird to my Noir!
context: You waste your time.\E-Emma is...\Noir...\H-How can you move?\Emma is... is...\someone very dear to me!\Get crushed!\Don't do anything weird to my Noir! response:	Noir!
context: E-Emma is...\Noir...\H-How can you move?\Emma is... is...\someone very dear to me!\Get crushed!\Don't do anything weird to my Noir!\Noir! response:	E-Emma? Are you okay?
context: Noir...\H-How can you move?\Emma is... is...\someone very dear to me!\Get crushed!\Don't do anything weird to my Noir!\Noir!\E-Emma? Are you okay? response:	Yeah, I can move just fine.
context: H-How can you move?\Emma is... is...\someone very dear to me!\Get crushed!\Don't do anything weird to my Noir!\Noir!\E-Emma? Are you okay?\Yeah, I can move just fine. response:	Sorry. I guess I was kidnapped.
context: Emma is... is...\someone very dear to me!\Get crushed!\Don't do anything weird to my Noir!\Noir!\E-Emma? Are you okay?\Yeah, I can move just fine.\Sorry. I guess I was kidnapped. response:	Well, it was super dark...
context: someone very dear to me!\Get crushed!\Don't do anything weird to my Noir!\Noir!\E-Emma? Are you okay?\Yeah, I can move just fine.\Sorry. I guess I was kidnapped.\Well, it was super dark... response:	But... But did they do anything weird to me?
context: Get crushed!\Don't do anything weird to my Noir!\Noir!\E-Emma? Are you okay?\Yeah, I can move just fine.\Sorry. I guess I was kidnapped.\Well, it was super dark...\But... But did they do anything weird to me? response:	Do you think I'm dirty now?
context: Don't do anything weird to my Noir!\Noir!\E-Emma? Are you okay?\Yeah, I can move just fine.\Sorry. I guess I was kidnapped.\Well, it was super dark...\But... But did they do anything weird to me?\Do you think I'm dirty now? response:	Emma...
context: Noir!\E-Emma? Are you okay?\Yeah, I can move just fine.\Sorry. I guess I was kidnapped.\Well, it was super dark...\But... But did they do anything weird to me?\Do you think I'm dirty now?\Emma... response:	I'm sorry... I can't believe I...
context: E-Emma? Are you okay?\Yeah, I can move just fine.\Sorry. I guess I was kidnapped.\Well, it was super dark...\But... But did they do anything weird to me?\Do you think I'm dirty now?\Emma...\I'm sorry... I can't believe I... response:	I thank you from the bottom of my heart.
context: Yeah, I can move just fine.\Sorry. I guess I was kidnapped.\Well, it was super dark...\But... But did they do anything weird to me?\Do you think I'm dirty now?\Emma...\I'm sorry... I can't believe I...\I thank you from the bottom of my heart. response:	I promise to repay you for this another day.
context: Sorry. I guess I was kidnapped.\Well, it was super dark...\But... But did they do anything weird to me?\Do you think I'm dirty now?\Emma...\I'm sorry... I can't believe I...\I thank you from the bottom of my heart.\I promise to repay you for this another day. response:	Noir... Thank you so much.
context: Well, it was super dark...\But... But did they do anything weird to me?\Do you think I'm dirty now?\Emma...\I'm sorry... I can't believe I...\I thank you from the bottom of my heart.\I promise to repay you for this another day.\Noir... Thank you so much. response:	You truly are Emma's hero.
context: But... But did they do anything weird to me?\Do you think I'm dirty now?\Emma...\I'm sorry... I can't believe I...\I thank you from the bottom of my heart.\I promise to repay you for this another day.\Noir... Thank you so much.\You truly are Emma's hero. response:	It was nothing...
context: Do you think I'm dirty now?\Emma...\I'm sorry... I can't believe I...\I thank you from the bottom of my heart.\I promise to repay you for this another day.\Noir... Thank you so much.\You truly are Emma's hero.\It was nothing... response:	I'm sure if I was kidnapped, Emma would come save me, too.
context: Emma...\I'm sorry... I can't believe I...\I thank you from the bottom of my heart.\I promise to repay you for this another day.\Noir... Thank you so much.\You truly are Emma's hero.\It was nothing...\I'm sure if I was kidnapped, Emma would come save me, too. response:	Of course!
context: I'm sorry... I can't believe I...\I thank you from the bottom of my heart.\I promise to repay you for this another day.\Noir... Thank you so much.\You truly are Emma's hero.\It was nothing...\I'm sure if I was kidnapped, Emma would come save me, too.\Of course! response:	I'd even go to the depths of Hell! Right?
context: I thank you from the bottom of my heart.\I promise to repay you for this another day.\Noir... Thank you so much.\You truly are Emma's hero.\It was nothing...\I'm sure if I was kidnapped, Emma would come save me, too.\Of course!\I'd even go to the depths of Hell! Right? response:	H-Her eyes are a bit scary...
context: I promise to repay you for this another day.\Noir... Thank you so much.\You truly are Emma's hero.\It was nothing...\I'm sure if I was kidnapped, Emma would come save me, too.\Of course!\I'd even go to the depths of Hell! Right?\H-Her eyes are a bit scary... response:	With that, everything was resolved.
context: Noir... Thank you so much.\You truly are Emma's hero.\It was nothing...\I'm sure if I was kidnapped, Emma would come save me, too.\Of course!\I'd even go to the depths of Hell! Right?\H-Her eyes are a bit scary...\With that, everything was resolved. response:	For Rent
context: You truly are Emma's hero.\It was nothing...\I'm sure if I was kidnapped, Emma would come save me, too.\Of course!\I'd even go to the depths of Hell! Right?\H-Her eyes are a bit scary...\With that, everything was resolved.\For Rent response:	To thank us, the earl agreed to help us get a location for our rare items shop.
context: It was nothing...\I'm sure if I was kidnapped, Emma would come save me, too.\Of course!\I'd even go to the depths of Hell! Right?\H-Her eyes are a bit scary...\With that, everything was resolved.\For Rent\To thank us, the earl agreed to help us get a location for our rare items shop. response:	It's on the market for 200,000 rels a month, but they agreed to 20,000 for us.
context: I'm sure if I was kidnapped, Emma would come save me, too.\Of course!\I'd even go to the depths of Hell! Right?\H-Her eyes are a bit scary...\With that, everything was resolved.\For Rent\To thank us, the earl agreed to help us get a location for our rare items shop.\It's on the market for 200,000 rels a month, but they agreed to 20,000 for us. response:	We can have it that cheap?!
context: Of course!\I'd even go to the depths of Hell! Right?\H-Her eyes are a bit scary...\With that, everything was resolved.\For Rent\To thank us, the earl agreed to help us get a location for our rare items shop.\It's on the market for 200,000 rels a month, but they agreed to 20,000 for us.\We can have it that cheap?! response:	Yes.
context: I'd even go to the depths of Hell! Right?\H-Her eyes are a bit scary...\With that, everything was resolved.\For Rent\To thank us, the earl agreed to help us get a location for our rare items shop.\It's on the market for 200,000 rels a month, but they agreed to 20,000 for us.\We can have it that cheap?!\Yes. response:	They also agreed to let us remodel it,
context: H-Her eyes are a bit scary...\With that, everything was resolved.\For Rent\To thank us, the earl agreed to help us get a location for our rare items shop.\It's on the market for 200,000 rels a month, but they agreed to 20,000 for us.\We can have it that cheap?!\Yes.\They also agreed to let us remodel it, response:	so let's make it look really nice.
context: With that, everything was resolved.\For Rent\To thank us, the earl agreed to help us get a location for our rare items shop.\It's on the market for 200,000 rels a month, but they agreed to 20,000 for us.\We can have it that cheap?!\Yes.\They also agreed to let us remodel it,\so let's make it look really nice. response:	Leave it to me! I have excellent taste!
context: For Rent\To thank us, the earl agreed to help us get a location for our rare items shop.\It's on the market for 200,000 rels a month, but they agreed to 20,000 for us.\We can have it that cheap?!\Yes.\They also agreed to let us remodel it,\so let's make it look really nice.\Leave it to me! I have excellent taste! response:	Mother and I will take care of the interior.
context: To thank us, the earl agreed to help us get a location for our rare items shop.\It's on the market for 200,000 rels a month, but they agreed to 20,000 for us.\We can have it that cheap?!\Yes.\They also agreed to let us remodel it,\so let's make it look really nice.\Leave it to me! I have excellent taste!\Mother and I will take care of the interior. response:	Brother Dearest, please continue to get us more items.
context: It's on the market for 200,000 rels a month, but they agreed to 20,000 for us.\We can have it that cheap?!\Yes.\They also agreed to let us remodel it,\so let's make it look really nice.\Leave it to me! I have excellent taste!\Mother and I will take care of the interior.\Brother Dearest, please continue to get us more items. response:	Hey! What about me? Hello?
context: We can have it that cheap?!\Yes.\They also agreed to let us remodel it,\so let's make it look really nice.\Leave it to me! I have excellent taste!\Mother and I will take care of the interior.\Brother Dearest, please continue to get us more items.\Hey! What about me? Hello? response:	You can clean, dear.
context: Yes.\They also agreed to let us remodel it,\so let's make it look really nice.\Leave it to me! I have excellent taste!\Mother and I will take care of the interior.\Brother Dearest, please continue to get us more items.\Hey! What about me? Hello?\You can clean, dear. response:	You got it!
context: They also agreed to let us remodel it,\so let's make it look really nice.\Leave it to me! I have excellent taste!\Mother and I will take care of the interior.\Brother Dearest, please continue to get us more items.\Hey! What about me? Hello?\You can clean, dear.\You got it! response:	I'll help with the shop, too. Let's do our best!
context: so let's make it look really nice.\Leave it to me! I have excellent taste!\Mother and I will take care of the interior.\Brother Dearest, please continue to get us more items.\Hey! What about me? Hello?\You can clean, dear.\You got it!\I'll help with the shop, too. Let's do our best! response:	A-Alice's eyes are scaring me a bit...
context: Leave it to me! I have excellent taste!\Mother and I will take care of the interior.\Brother Dearest, please continue to get us more items.\Hey! What about me? Hello?\You can clean, dear.\You got it!\I'll help with the shop, too. Let's do our best!\A-Alice's eyes are scaring me a bit... response:	Next time, Let's Go to the Hot Springs.
context: Mother and I will take care of the interior.\Brother Dearest, please continue to get us more items.\Hey! What about me? Hello?\You can clean, dear.\You got it!\I'll help with the shop, too. Let's do our best!\A-Alice's eyes are scaring me a bit...\Next time, Let's Go to the Hot Springs. response:	Illustration: Tsurusaki Takahiro
