context: Work! Work! response:	Let's see...
context: What?!\When you're in love, the bigger the obstacle, the more fired up you become!\And that is precisely...\Time for a new partner.\You're a pretty nice-looking guy yourself.\Being a guest here at the magical ball must mean you're a wizard, too, right?\What kind of magic can you use?\Oh, my. Before asking a lady about magic, response:	it's proper for a gentleman to say what kind of magic he does first.
context: When you're in love, the bigger the obstacle, the more fired up you become!\And that is precisely...\Time for a new partner.\You're a pretty nice-looking guy yourself.\Being a guest here at the magical ball must mean you're a wizard, too, right?\What kind of magic can you use?\Oh, my. Before asking a lady about magic,\it's proper for a gentleman to say what kind of magic he does first. response:	Unfortunately, I have no interest in being a gentleman.
context: And that is precisely...\Time for a new partner.\You're a pretty nice-looking guy yourself.\Being a guest here at the magical ball must mean you're a wizard, too, right?\What kind of magic can you use?\Oh, my. Before asking a lady about magic,\it's proper for a gentleman to say what kind of magic he does first.\Unfortunately, I have no interest in being a gentleman. response:	Oh? In that case, I'll show you mine first.
context: Time for a new partner.\You're a pretty nice-looking guy yourself.\Being a guest here at the magical ball must mean you're a wizard, too, right?\What kind of magic can you use?\Oh, my. Before asking a lady about magic,\it's proper for a gentleman to say what kind of magic he does first.\Unfortunately, I have no interest in being a gentleman.\Oh? In that case, I'll show you mine first. response:	Ice Make Swan!
context: You're a pretty nice-looking guy yourself.\Being a guest here at the magical ball must mean you're a wizard, too, right?\What kind of magic can you use?\Oh, my. Before asking a lady about magic,\it's proper for a gentleman to say what kind of magic he does first.\Unfortunately, I have no interest in being a gentleman.\Oh? In that case, I'll show you mine first.\Ice Make Swan! response:	She uses the same kind of Ice Make Magic that I use?
context: Being a guest here at the magical ball must mean you're a wizard, too, right?\What kind of magic can you use?\Oh, my. Before asking a lady about magic,\it's proper for a gentleman to say what kind of magic he does first.\Unfortunately, I have no interest in being a gentleman.\Oh? In that case, I'll show you mine first.\Ice Make Swan!\She uses the same kind of Ice Make Magic that I use? response:	Alright, it's my turn!
context: What kind of magic can you use?\Oh, my. Before asking a lady about magic,\it's proper for a gentleman to say what kind of magic he does first.\Unfortunately, I have no interest in being a gentleman.\Oh? In that case, I'll show you mine first.\Ice Make Swan!\She uses the same kind of Ice Make Magic that I use?\Alright, it's my turn! response:	Ice Make Kite!
context: Oh, my. Before asking a lady about magic,\it's proper for a gentleman to say what kind of magic he does first.\Unfortunately, I have no interest in being a gentleman.\Oh? In that case, I'll show you mine first.\Ice Make Swan!\She uses the same kind of Ice Make Magic that I use?\Alright, it's my turn!\Ice Make Kite! response:	Okay, how about this?
context: it's proper for a gentleman to say what kind of magic he does first.\Unfortunately, I have no interest in being a gentleman.\Oh? In that case, I'll show you mine first.\Ice Make Swan!\She uses the same kind of Ice Make Magic that I use?\Alright, it's my turn!\Ice Make Kite!\Okay, how about this? response:	Ice Make Polar Bear!
context: Unfortunately, I have no interest in being a gentleman.\Oh? In that case, I'll show you mine first.\Ice Make Swan!\She uses the same kind of Ice Make Magic that I use?\Alright, it's my turn!\Ice Make Kite!\Okay, how about this?\Ice Make Polar Bear! response:	Ice Make Prison!
context: Oh? In that case, I'll show you mine first.\Ice Make Swan!\She uses the same kind of Ice Make Magic that I use?\Alright, it's my turn!\Ice Make Kite!\Okay, how about this?\Ice Make Polar Bear!\Ice Make Prison! response:	I love when it gets intense like this!
context: Ice Make Swan!\She uses the same kind of Ice Make Magic that I use?\Alright, it's my turn!\Ice Make Kite!\Okay, how about this?\Ice Make Polar Bear!\Ice Make Prison!\I love when it gets intense like this! response:	Ice Bazooka!
context: She uses the same kind of Ice Make Magic that I use?\Alright, it's my turn!\Ice Make Kite!\Okay, how about this?\Ice Make Polar Bear!\Ice Make Prison!\I love when it gets intense like this!\Ice Bazooka! response:	Me too! Ice Cannon!
context: Alright, it's my turn!\Ice Make Kite!\Okay, how about this?\Ice Make Polar Bear!\Ice Make Prison!\I love when it gets intense like this!\Ice Bazooka!\Me too! Ice Cannon! response:	If you'll excuse me...
context: Ice Make Kite!\Okay, how about this?\Ice Make Polar Bear!\Ice Make Prison!\I love when it gets intense like this!\Ice Bazooka!\Me too! Ice Cannon!\If you'll excuse me... response:	You two, that's enough!
context: Okay, how about this?\Ice Make Polar Bear!\Ice Make Prison!\I love when it gets intense like this!\Ice Bazooka!\Me too! Ice Cannon!\If you'll excuse me...\You two, that's enough! response:	It looks like things have gotten out of hand, as usual...
context: Ice Make Polar Bear!\Ice Make Prison!\I love when it gets intense like this!\Ice Bazooka!\Me too! Ice Cannon!\If you'll excuse me...\You two, that's enough!\It looks like things have gotten out of hand, as usual... response:	Aceto-san has come out!
context: Ice Make Prison!\I love when it gets intense like this!\Ice Bazooka!\Me too! Ice Cannon!\If you'll excuse me...\You two, that's enough!\It looks like things have gotten out of hand, as usual...\Aceto-san has come out! response:	Aceto, it seems that you're so beautiful, no one dares ask you for a dance.
context: I love when it gets intense like this!\Ice Bazooka!\Me too! Ice Cannon!\If you'll excuse me...\You two, that's enough!\It looks like things have gotten out of hand, as usual...\Aceto-san has come out!\Aceto, it seems that you're so beautiful, no one dares ask you for a dance. response:	Your dazzling beauty is too Manly!
context: Ice Bazooka!\Me too! Ice Cannon!\If you'll excuse me...\You two, that's enough!\It looks like things have gotten out of hand, as usual...\Aceto-san has come out!\Aceto, it seems that you're so beautiful, no one dares ask you for a dance.\Your dazzling beauty is too Manly! response:	Although I'm a woman...
context: Me too! Ice Cannon!\If you'll excuse me...\You two, that's enough!\It looks like things have gotten out of hand, as usual...\Aceto-san has come out!\Aceto, it seems that you're so beautiful, no one dares ask you for a dance.\Your dazzling beauty is too Manly!\Although I'm a woman... response:	Excuse me. May I have this dance?
context: If you'll excuse me...\You two, that's enough!\It looks like things have gotten out of hand, as usual...\Aceto-san has come out!\Aceto, it seems that you're so beautiful, no one dares ask you for a dance.\Your dazzling beauty is too Manly!\Although I'm a woman...\Excuse me. May I have this dance? response:	Why not?
context: You two, that's enough!\It looks like things have gotten out of hand, as usual...\Aceto-san has come out!\Aceto, it seems that you're so beautiful, no one dares ask you for a dance.\Your dazzling beauty is too Manly!\Although I'm a woman...\Excuse me. May I have this dance?\Why not? response:	Ah! Why is Erza dancing?!
context: It looks like things have gotten out of hand, as usual...\Aceto-san has come out!\Aceto, it seems that you're so beautiful, no one dares ask you for a dance.\Your dazzling beauty is too Manly!\Although I'm a woman...\Excuse me. May I have this dance?\Why not?\Ah! Why is Erza dancing?! response:	Don't ask me!
context: Aceto-san has come out!\Aceto, it seems that you're so beautiful, no one dares ask you for a dance.\Your dazzling beauty is too Manly!\Although I'm a woman...\Excuse me. May I have this dance?\Why not?\Ah! Why is Erza dancing?!\Don't ask me! response:	Um... Would you care to dance?
context: Aceto, it seems that you're so beautiful, no one dares ask you for a dance.\Your dazzling beauty is too Manly!\Although I'm a woman...\Excuse me. May I have this dance?\Why not?\Ah! Why is Erza dancing?!\Don't ask me!\Um... Would you care to dance? response:	S-Sure...
context: Your dazzling beauty is too Manly!\Although I'm a woman...\Excuse me. May I have this dance?\Why not?\Ah! Why is Erza dancing?!\Don't ask me!\Um... Would you care to dance?\S-Sure... response:	Who the hell is that little kid?!
context: Although I'm a woman...\Excuse me. May I have this dance?\Why not?\Ah! Why is Erza dancing?!\Don't ask me!\Um... Would you care to dance?\S-Sure...\Who the hell is that little kid?! response:	He's way too young for her!
context: Excuse me. May I have this dance?\Why not?\Ah! Why is Erza dancing?!\Don't ask me!\Um... Would you care to dance?\S-Sure...\Who the hell is that little kid?!\He's way too young for her! response:	Relax!
context: Why not?\Ah! Why is Erza dancing?!\Don't ask me!\Um... Would you care to dance?\S-Sure...\Who the hell is that little kid?!\He's way too young for her!\Relax! response:	The ball's over at midnight and it's nearly that time.
context: Ah! Why is Erza dancing?!\Don't ask me!\Um... Would you care to dance?\S-Sure...\Who the hell is that little kid?!\He's way too young for her!\Relax!\The ball's over at midnight and it's nearly that time. response:	W-What the...?!
context: Don't ask me!\Um... Would you care to dance?\S-Sure...\Who the hell is that little kid?!\He's way too young for her!\Relax!\The ball's over at midnight and it's nearly that time.\W-What the...?! response:	It begins at last!
context: Um... Would you care to dance?\S-Sure...\Who the hell is that little kid?!\He's way too young for her!\Relax!\The ball's over at midnight and it's nearly that time.\W-What the...?!\It begins at last! response:	What begins?
context: S-Sure...\Who the hell is that little kid?!\He's way too young for her!\Relax!\The ball's over at midnight and it's nearly that time.\W-What the...?!\It begins at last!\What begins? response:	The unveiling of the ring.
context: Who the hell is that little kid?!\He's way too young for her!\Relax!\The ball's over at midnight and it's nearly that time.\W-What the...?!\It begins at last!\What begins?\The unveiling of the ring. response:	That giant grandfather's clock only opens once every seven years,
context: He's way too young for her!\Relax!\The ball's over at midnight and it's nearly that time.\W-What the...?!\It begins at last!\What begins?\The unveiling of the ring.\That giant grandfather's clock only opens once every seven years, response:	releasing a device that displays the ring.
context: Relax!\The ball's over at midnight and it's nearly that time.\W-What the...?!\It begins at last!\What begins?\The unveiling of the ring.\That giant grandfather's clock only opens once every seven years,\releasing a device that displays the ring. response:	And following Balsamico family tradition, whatever man
context: The ball's over at midnight and it's nearly that time.\W-What the...?!\It begins at last!\What begins?\The unveiling of the ring.\That giant grandfather's clock only opens once every seven years,\releasing a device that displays the ring.\And following Balsamico family tradition, whatever man response:	can obtain the ring from there has the right to propose to my daughter!
context: W-What the...?!\It begins at last!\What begins?\The unveiling of the ring.\That giant grandfather's clock only opens once every seven years,\releasing a device that displays the ring.\And following Balsamico family tradition, whatever man\can obtain the ring from there has the right to propose to my daughter! response:	The man who gets the ring...?
context: It begins at last!\What begins?\The unveiling of the ring.\That giant grandfather's clock only opens once every seven years,\releasing a device that displays the ring.\And following Balsamico family tradition, whatever man\can obtain the ring from there has the right to propose to my daughter!\The man who gets the ring...? response:	What's going on?
context: What begins?\The unveiling of the ring.\That giant grandfather's clock only opens once every seven years,\releasing a device that displays the ring.\And following Balsamico family tradition, whatever man\can obtain the ring from there has the right to propose to my daughter!\The man who gets the ring...?\What's going on? response:	I'll investigate!
context: The unveiling of the ring.\That giant grandfather's clock only opens once every seven years,\releasing a device that displays the ring.\And following Balsamico family tradition, whatever man\can obtain the ring from there has the right to propose to my daughter!\The man who gets the ring...?\What's going on?\I'll investigate! response:	I'll go with you!
context: That giant grandfather's clock only opens once every seven years,\releasing a device that displays the ring.\And following Balsamico family tradition, whatever man\can obtain the ring from there has the right to propose to my daughter!\The man who gets the ring...?\What's going on?\I'll investigate!\I'll go with you! response:	Okay! Those of you men who would propose to my daughter, go for that ring!
context: releasing a device that displays the ring.\And following Balsamico family tradition, whatever man\can obtain the ring from there has the right to propose to my daughter!\The man who gets the ring...?\What's going on?\I'll investigate!\I'll go with you!\Okay! Those of you men who would propose to my daughter, go for that ring! response:	If you're a Man, propose!
context: And following Balsamico family tradition, whatever man\can obtain the ring from there has the right to propose to my daughter!\The man who gets the ring...?\What's going on?\I'll investigate!\I'll go with you!\Okay! Those of you men who would propose to my daughter, go for that ring!\If you're a Man, propose! response:	What would you even do if you proposed?!
context: can obtain the ring from there has the right to propose to my daughter!\The man who gets the ring...?\What's going on?\I'll investigate!\I'll go with you!\Okay! Those of you men who would propose to my daughter, go for that ring!\If you're a Man, propose!\What would you even do if you proposed?! response:	The boy Wendy was dancing with!
context: The man who gets the ring...?\What's going on?\I'll investigate!\I'll go with you!\Okay! Those of you men who would propose to my daughter, go for that ring!\If you're a Man, propose!\What would you even do if you proposed?!\The boy Wendy was dancing with! response:	Are you alright?!
context: What's going on?\I'll investigate!\I'll go with you!\Okay! Those of you men who would propose to my daughter, go for that ring!\If you're a Man, propose!\What would you even do if you proposed?!\The boy Wendy was dancing with!\Are you alright?! response:	A guy with an afro grabbed me right before I came in!
context: I'll investigate!\I'll go with you!\Okay! Those of you men who would propose to my daughter, go for that ring!\If you're a Man, propose!\What would you even do if you proposed?!\The boy Wendy was dancing with!\Are you alright?!\A guy with an afro grabbed me right before I came in! response:	Velveno!
context: I'll go with you!\Okay! Those of you men who would propose to my daughter, go for that ring!\If you're a Man, propose!\What would you even do if you proposed?!\The boy Wendy was dancing with!\Are you alright?!\A guy with an afro grabbed me right before I came in!\Velveno! response:	Then the person who's with Wendy is...
context: Okay! Those of you men who would propose to my daughter, go for that ring!\If you're a Man, propose!\What would you even do if you proposed?!\The boy Wendy was dancing with!\Are you alright?!\A guy with an afro grabbed me right before I came in!\Velveno!\Then the person who's with Wendy is... response:	Wendy! That guy is Velveno!
context: If you're a Man, propose!\What would you even do if you proposed?!\The boy Wendy was dancing with!\Are you alright?!\A guy with an afro grabbed me right before I came in!\Velveno!\Then the person who's with Wendy is...\Wendy! That guy is Velveno! response:	Transformation Cancellation!
context: What would you even do if you proposed?!\The boy Wendy was dancing with!\Are you alright?!\A guy with an afro grabbed me right before I came in!\Velveno!\Then the person who's with Wendy is...\Wendy! That guy is Velveno!\Transformation Cancellation! response:	Roar of the Sky Dragon!
context: The boy Wendy was dancing with!\Are you alright?!\A guy with an afro grabbed me right before I came in!\Velveno!\Then the person who's with Wendy is...\Wendy! That guy is Velveno!\Transformation Cancellation!\Roar of the Sky Dragon! response:	You've all witnessed me, Velveno, taking the Balsamico ring!
context: Are you alright?!\A guy with an afro grabbed me right before I came in!\Velveno!\Then the person who's with Wendy is...\Wendy! That guy is Velveno!\Transformation Cancellation!\Roar of the Sky Dragon!\You've all witnessed me, Velveno, taking the Balsamico ring! response:	Velveno...
context: A guy with an afro grabbed me right before I came in!\Velveno!\Then the person who's with Wendy is...\Wendy! That guy is Velveno!\Transformation Cancellation!\Roar of the Sky Dragon!\You've all witnessed me, Velveno, taking the Balsamico ring!\Velveno... response:	You! Return that ring!
context: Velveno!\Then the person who's with Wendy is...\Wendy! That guy is Velveno!\Transformation Cancellation!\Roar of the Sky Dragon!\You've all witnessed me, Velveno, taking the Balsamico ring!\Velveno...\You! Return that ring! response:	This is finally getting interesting!
context: Then the person who's with Wendy is...\Wendy! That guy is Velveno!\Transformation Cancellation!\Roar of the Sky Dragon!\You've all witnessed me, Velveno, taking the Balsamico ring!\Velveno...\You! Return that ring!\This is finally getting interesting! response:	I'm your opponent!
context: Wendy! That guy is Velveno!\Transformation Cancellation!\Roar of the Sky Dragon!\You've all witnessed me, Velveno, taking the Balsamico ring!\Velveno...\You! Return that ring!\This is finally getting interesting!\I'm your opponent! response:	Iron Fist of the Fire Dragon!
context: Transformation Cancellation!\Roar of the Sky Dragon!\You've all witnessed me, Velveno, taking the Balsamico ring!\Velveno...\You! Return that ring!\This is finally getting interesting!\I'm your opponent!\Iron Fist of the Fire Dragon! response:	Iron Fist of the Fire Dragon!
context: Roar of the Sky Dragon!\You've all witnessed me, Velveno, taking the Balsamico ring!\Velveno...\You! Return that ring!\This is finally getting interesting!\I'm your opponent!\Iron Fist of the Fire Dragon!\Iron Fist of the Fire Dragon! response:	Say what?!
context: You've all witnessed me, Velveno, taking the Balsamico ring!\Velveno...\You! Return that ring!\This is finally getting interesting!\I'm your opponent!\Iron Fist of the Fire Dragon!\Iron Fist of the Fire Dragon!\Say what?! response:	Roar of the Fire Dragon!
context: Velveno...\You! Return that ring!\This is finally getting interesting!\I'm your opponent!\Iron Fist of the Fire Dragon!\Iron Fist of the Fire Dragon!\Say what?!\Roar of the Fire Dragon! response:	Fire Dragon's Roar!
context: You! Return that ring!\This is finally getting interesting!\I'm your opponent!\Iron Fist of the Fire Dragon!\Iron Fist of the Fire Dragon!\Say what?!\Roar of the Fire Dragon!\Fire Dragon's Roar! response:	While we were all dancing, I drained your power, too!
context: This is finally getting interesting!\I'm your opponent!\Iron Fist of the Fire Dragon!\Iron Fist of the Fire Dragon!\Say what?!\Roar of the Fire Dragon!\Fire Dragon's Roar!\While we were all dancing, I drained your power, too! response:	Then your opponent is me.
context: I'm your opponent!\Iron Fist of the Fire Dragon!\Iron Fist of the Fire Dragon!\Say what?!\Roar of the Fire Dragon!\Fire Dragon's Roar!\While we were all dancing, I drained your power, too!\Then your opponent is me. response:	Gray! Elfman! Keep Aceto-dono safe!
context: Iron Fist of the Fire Dragon!\Iron Fist of the Fire Dragon!\Say what?!\Roar of the Fire Dragon!\Fire Dragon's Roar!\While we were all dancing, I drained your power, too!\Then your opponent is me.\Gray! Elfman! Keep Aceto-dono safe! response:	Leave it to me!
context: Iron Fist of the Fire Dragon!\Say what?!\Roar of the Fire Dragon!\Fire Dragon's Roar!\While we were all dancing, I drained your power, too!\Then your opponent is me.\Gray! Elfman! Keep Aceto-dono safe!\Leave it to me! response:	Man!
context: Say what?!\Roar of the Fire Dragon!\Fire Dragon's Roar!\While we were all dancing, I drained your power, too!\Then your opponent is me.\Gray! Elfman! Keep Aceto-dono safe!\Leave it to me!\Man! response:	Requip! Purgatory Armor!
context: Roar of the Fire Dragon!\Fire Dragon's Roar!\While we were all dancing, I drained your power, too!\Then your opponent is me.\Gray! Elfman! Keep Aceto-dono safe!\Leave it to me!\Man!\Requip! Purgatory Armor! response:	Requip! Purgatory Armor!
context: Fire Dragon's Roar!\While we were all dancing, I drained your power, too!\Then your opponent is me.\Gray! Elfman! Keep Aceto-dono safe!\Leave it to me!\Man!\Requip! Purgatory Armor!\Requip! Purgatory Armor! response:	It's no use!
context: While we were all dancing, I drained your power, too!\Then your opponent is me.\Gray! Elfman! Keep Aceto-dono safe!\Leave it to me!\Man!\Requip! Purgatory Armor!\Requip! Purgatory Armor!\It's no use! response:	I've already copied the magic of every member of Fairy Tail here!
context: Then your opponent is me.\Gray! Elfman! Keep Aceto-dono safe!\Leave it to me!\Man!\Requip! Purgatory Armor!\Requip! Purgatory Armor!\It's no use!\I've already copied the magic of every member of Fairy Tail here! response:	Perfect! I've always wanted to throw down with a copycat,
context: Gray! Elfman! Keep Aceto-dono safe!\Leave it to me!\Man!\Requip! Purgatory Armor!\Requip! Purgatory Armor!\It's no use!\I've already copied the magic of every member of Fairy Tail here!\Perfect! I've always wanted to throw down with a copycat, response:	just to see how far he can take it!
context: Leave it to me!\Man!\Requip! Purgatory Armor!\Requip! Purgatory Armor!\It's no use!\I've already copied the magic of every member of Fairy Tail here!\Perfect! I've always wanted to throw down with a copycat,\just to see how far he can take it! response:	Hold it right there, boss. I didn't come here tonight to brawl with you guys.
context: Man!\Requip! Purgatory Armor!\Requip! Purgatory Armor!\It's no use!\I've already copied the magic of every member of Fairy Tail here!\Perfect! I've always wanted to throw down with a copycat,\just to see how far he can take it!\Hold it right there, boss. I didn't come here tonight to brawl with you guys. response:	Wha...?
context: Requip! Purgatory Armor!\Requip! Purgatory Armor!\It's no use!\I've already copied the magic of every member of Fairy Tail here!\Perfect! I've always wanted to throw down with a copycat,\just to see how far he can take it!\Hold it right there, boss. I didn't come here tonight to brawl with you guys.\Wha...? response:	I failed last time, but have waited patiently these seven years...
context: Requip! Purgatory Armor!\It's no use!\I've already copied the magic of every member of Fairy Tail here!\Perfect! I've always wanted to throw down with a copycat,\just to see how far he can take it!\Hold it right there, boss. I didn't come here tonight to brawl with you guys.\Wha...?\I failed last time, but have waited patiently these seven years... response:	Propose?!
context: It's no use!\I've already copied the magic of every member of Fairy Tail here!\Perfect! I've always wanted to throw down with a copycat,\just to see how far he can take it!\Hold it right there, boss. I didn't come here tonight to brawl with you guys.\Wha...?\I failed last time, but have waited patiently these seven years...\Propose?! response:	We've been chums ever since we were kids,
context: I've already copied the magic of every member of Fairy Tail here!\Perfect! I've always wanted to throw down with a copycat,\just to see how far he can take it!\Hold it right there, boss. I didn't come here tonight to brawl with you guys.\Wha...?\I failed last time, but have waited patiently these seven years...\Propose?!\We've been chums ever since we were kids, response:	but I've always been madly in love with you!
context: Perfect! I've always wanted to throw down with a copycat,\just to see how far he can take it!\Hold it right there, boss. I didn't come here tonight to brawl with you guys.\Wha...?\I failed last time, but have waited patiently these seven years...\Propose?!\We've been chums ever since we were kids,\but I've always been madly in love with you! response:	I allowed you, the son of a servant, to be my daughter's playmate!
context: just to see how far he can take it!\Hold it right there, boss. I didn't come here tonight to brawl with you guys.\Wha...?\I failed last time, but have waited patiently these seven years...\Propose?!\We've been chums ever since we were kids,\but I've always been madly in love with you!\I allowed you, the son of a servant, to be my daughter's playmate! response:	Have you forgotten that debt?!
context: Hold it right there, boss. I didn't come here tonight to brawl with you guys.\Wha...?\I failed last time, but have waited patiently these seven years...\Propose?!\We've been chums ever since we were kids,\but I've always been madly in love with you!\I allowed you, the son of a servant, to be my daughter's playmate!\Have you forgotten that debt?! response:	Ever since you drove me out of the mansion, I came back again and again
context: Wha...?\I failed last time, but have waited patiently these seven years...\Propose?!\We've been chums ever since we were kids,\but I've always been madly in love with you!\I allowed you, the son of a servant, to be my daughter's playmate!\Have you forgotten that debt?!\Ever since you drove me out of the mansion, I came back again and again response:	to visit Aceto, but every time, you used the difference in our social positions
context: I failed last time, but have waited patiently these seven years...\Propose?!\We've been chums ever since we were kids,\but I've always been madly in love with you!\I allowed you, the son of a servant, to be my daughter's playmate!\Have you forgotten that debt?!\Ever since you drove me out of the mansion, I came back again and again\to visit Aceto, but every time, you used the difference in our social positions response:	as an excuse to turn me away at the gate!
context: Propose?!\We've been chums ever since we were kids,\but I've always been madly in love with you!\I allowed you, the son of a servant, to be my daughter's playmate!\Have you forgotten that debt?!\Ever since you drove me out of the mansion, I came back again and again\to visit Aceto, but every time, you used the difference in our social positions\as an excuse to turn me away at the gate! response:	Papa, I never heard about that!
context: We've been chums ever since we were kids,\but I've always been madly in love with you!\I allowed you, the son of a servant, to be my daughter's playmate!\Have you forgotten that debt?!\Ever since you drove me out of the mansion, I came back again and again\to visit Aceto, but every time, you used the difference in our social positions\as an excuse to turn me away at the gate!\Papa, I never heard about that! response:	Never mind! Hush your mouth, daughter!
context: but I've always been madly in love with you!\I allowed you, the son of a servant, to be my daughter's playmate!\Have you forgotten that debt?!\Ever since you drove me out of the mansion, I came back again and again\to visit Aceto, but every time, you used the difference in our social positions\as an excuse to turn me away at the gate!\Papa, I never heard about that!\Never mind! Hush your mouth, daughter! response:	For a while, I accepted your reasoning and gave up on Aceto.
context: I allowed you, the son of a servant, to be my daughter's playmate!\Have you forgotten that debt?!\Ever since you drove me out of the mansion, I came back again and again\to visit Aceto, but every time, you used the difference in our social positions\as an excuse to turn me away at the gate!\Papa, I never heard about that!\Never mind! Hush your mouth, daughter!\For a while, I accepted your reasoning and gave up on Aceto. response:	But because of that, my heart grew wild, I got involved in crime,
context: Have you forgotten that debt?!\Ever since you drove me out of the mansion, I came back again and again\to visit Aceto, but every time, you used the difference in our social positions\as an excuse to turn me away at the gate!\Papa, I never heard about that!\Never mind! Hush your mouth, daughter!\For a while, I accepted your reasoning and gave up on Aceto.\But because of that, my heart grew wild, I got involved in crime, response:	and before I knew it, ended up in prison!
context: Ever since you drove me out of the mansion, I came back again and again\to visit Aceto, but every time, you used the difference in our social positions\as an excuse to turn me away at the gate!\Papa, I never heard about that!\Never mind! Hush your mouth, daughter!\For a while, I accepted your reasoning and gave up on Aceto.\But because of that, my heart grew wild, I got involved in crime,\and before I knew it, ended up in prison! response:	What's he goin' on about?!
context: to visit Aceto, but every time, you used the difference in our social positions\as an excuse to turn me away at the gate!\Papa, I never heard about that!\Never mind! Hush your mouth, daughter!\For a while, I accepted your reasoning and gave up on Aceto.\But because of that, my heart grew wild, I got involved in crime,\and before I knew it, ended up in prison!\What's he goin' on about?! response:	Wait...
context: as an excuse to turn me away at the gate!\Papa, I never heard about that!\Never mind! Hush your mouth, daughter!\For a while, I accepted your reasoning and gave up on Aceto.\But because of that, my heart grew wild, I got involved in crime,\and before I knew it, ended up in prison!\What's he goin' on about?!\Wait... response:	But every minute I was in jail, I regretted not letting you know how I felt!
context: Papa, I never heard about that!\Never mind! Hush your mouth, daughter!\For a while, I accepted your reasoning and gave up on Aceto.\But because of that, my heart grew wild, I got involved in crime,\and before I knew it, ended up in prison!\What's he goin' on about?!\Wait...\But every minute I was in jail, I regretted not letting you know how I felt! response:	That's why I broke out, so I could take this chance
context: Never mind! Hush your mouth, daughter!\For a while, I accepted your reasoning and gave up on Aceto.\But because of that, my heart grew wild, I got involved in crime,\and before I knew it, ended up in prison!\What's he goin' on about?!\Wait...\But every minute I was in jail, I regretted not letting you know how I felt!\That's why I broke out, so I could take this chance response:	that only comes around once every seven years!
context: For a while, I accepted your reasoning and gave up on Aceto.\But because of that, my heart grew wild, I got involved in crime,\and before I knew it, ended up in prison!\What's he goin' on about?!\Wait...\But every minute I was in jail, I regretted not letting you know how I felt!\That's why I broke out, so I could take this chance\that only comes around once every seven years! response:	And this is the second time for it!
context: But because of that, my heart grew wild, I got involved in crime,\and before I knew it, ended up in prison!\What's he goin' on about?!\Wait...\But every minute I was in jail, I regretted not letting you know how I felt!\That's why I broke out, so I could take this chance\that only comes around once every seven years!\And this is the second time for it! response:	Aceto, be my wife!
context: and before I knew it, ended up in prison!\What's he goin' on about?!\Wait...\But every minute I was in jail, I regretted not letting you know how I felt!\That's why I broke out, so I could take this chance\that only comes around once every seven years!\And this is the second time for it!\Aceto, be my wife! response:	How romantic...
context: What's he goin' on about?!\Wait...\But every minute I was in jail, I regretted not letting you know how I felt!\That's why I broke out, so I could take this chance\that only comes around once every seven years!\And this is the second time for it!\Aceto, be my wife!\How romantic... response:	N-Nothing!
context: Wait...\But every minute I was in jail, I regretted not letting you know how I felt!\That's why I broke out, so I could take this chance\that only comes around once every seven years!\And this is the second time for it!\Aceto, be my wife!\How romantic...\N-Nothing! response:	O-Of course she refuses!
context: But every minute I was in jail, I regretted not letting you know how I felt!\That's why I broke out, so I could take this chance\that only comes around once every seven years!\And this is the second time for it!\Aceto, be my wife!\How romantic...\N-Nothing!\O-Of course she refuses! response:	Yes.
context: That's why I broke out, so I could take this chance\that only comes around once every seven years!\And this is the second time for it!\Aceto, be my wife!\How romantic...\N-Nothing!\O-Of course she refuses!\Yes. response:	Yes?!
context: that only comes around once every seven years!\And this is the second time for it!\Aceto, be my wife!\How romantic...\N-Nothing!\O-Of course she refuses!\Yes.\Yes?! response:	Aceto!
context: And this is the second time for it!\Aceto, be my wife!\How romantic...\N-Nothing!\O-Of course she refuses!\Yes.\Yes?!\Aceto! response:	Velveno, I've been waiting all this time for you, too!
context: Aceto, be my wife!\How romantic...\N-Nothing!\O-Of course she refuses!\Yes.\Yes?!\Aceto!\Velveno, I've been waiting all this time for you, too! response:	Really?!
context: How romantic...\N-Nothing!\O-Of course she refuses!\Yes.\Yes?!\Aceto!\Velveno, I've been waiting all this time for you, too!\Really?! response:	You'll really become my wife?!
context: N-Nothing!\O-Of course she refuses!\Yes.\Yes?!\Aceto!\Velveno, I've been waiting all this time for you, too!\Really?!\You'll really become my wife?! response:	Except...
context: O-Of course she refuses!\Yes.\Yes?!\Aceto!\Velveno, I've been waiting all this time for you, too!\Really?!\You'll really become my wife?!\Except... response:	You'll have to turn yourself in and pay for your crimes first.
context: Yes.\Yes?!\Aceto!\Velveno, I've been waiting all this time for you, too!\Really?!\You'll really become my wife?!\Except...\You'll have to turn yourself in and pay for your crimes first. response:	I'll do it.
context: Yes?!\Aceto!\Velveno, I've been waiting all this time for you, too!\Really?!\You'll really become my wife?!\Except...\You'll have to turn yourself in and pay for your crimes first.\I'll do it. response:	Wonderful!
context: Aceto!\Velveno, I've been waiting all this time for you, too!\Really?!\You'll really become my wife?!\Except...\You'll have to turn yourself in and pay for your crimes first.\I'll do it.\Wonderful! response:	It's like a fairy tale!
context: Velveno, I've been waiting all this time for you, too!\Really?!\You'll really become my wife?!\Except...\You'll have to turn yourself in and pay for your crimes first.\I'll do it.\Wonderful!\It's like a fairy tale! response:	I'm moved!
context: Really?!\You'll really become my wife?!\Except...\You'll have to turn yourself in and pay for your crimes first.\I'll do it.\Wonderful!\It's like a fairy tale!\I'm moved! response:	There you have it.
