context: At that moment, the wind had suddenly blown. response:	Among the scattering cherry blossom petals in full bloom,
context: Isn't that really bad?\I'm sure I'd be able to write something interesting if I met him.\Umitsuki Apartments\On that night, my legs had finally made their way to the Umitsuki Apartment.\My desire to meet him had overcome me.\What am I doing?\Ootsuka.\Ootsuka! response:	Y-Yes!
context: I'm sure I'd be able to write something interesting if I met him.\Umitsuki Apartments\On that night, my legs had finally made their way to the Umitsuki Apartment.\My desire to meet him had overcome me.\What am I doing?\Ootsuka.\Ootsuka!\Y-Yes! response:	Are you so busy that you're losing sleep?
context: Umitsuki Apartments\On that night, my legs had finally made their way to the Umitsuki Apartment.\My desire to meet him had overcome me.\What am I doing?\Ootsuka.\Ootsuka!\Y-Yes!\Are you so busy that you're losing sleep? response:	N-No!
context: On that night, my legs had finally made their way to the Umitsuki Apartment.\My desire to meet him had overcome me.\What am I doing?\Ootsuka.\Ootsuka!\Y-Yes!\Are you so busy that you're losing sleep?\N-No! response:	Just what do I...
context: My desire to meet him had overcome me.\What am I doing?\Ootsuka.\Ootsuka!\Y-Yes!\Are you so busy that you're losing sleep?\N-No!\Just what do I... response:	Could it be...
context: What am I doing?\Ootsuka.\Ootsuka!\Y-Yes!\Are you so busy that you're losing sleep?\N-No!\Just what do I...\Could it be... response:	These feelings...
context: Ootsuka.\Ootsuka!\Y-Yes!\Are you so busy that you're losing sleep?\N-No!\Just what do I...\Could it be...\These feelings... response:	Why is she looking for us?
context: Ootsuka!\Y-Yes!\Are you so busy that you're losing sleep?\N-No!\Just what do I...\Could it be...\These feelings...\Why is she looking for us? response:	Could it be that she knows who we are?
context: Y-Yes!\Are you so busy that you're losing sleep?\N-No!\Just what do I...\Could it be...\These feelings...\Why is she looking for us?\Could it be that she knows who we are? response:	You still can't find it?
context: Are you so busy that you're losing sleep?\N-No!\Just what do I...\Could it be...\These feelings...\Why is she looking for us?\Could it be that she knows who we are?\You still can't find it? response:	Yeah.
context: N-No!\Just what do I...\Could it be...\These feelings...\Why is she looking for us?\Could it be that she knows who we are?\You still can't find it?\Yeah. response:	What the hell are you doing?
context: Just what do I...\Could it be...\These feelings...\Why is she looking for us?\Could it be that she knows who we are?\You still can't find it?\Yeah.\What the hell are you doing? response:	Can't you at least remember the password?
context: Could it be...\These feelings...\Why is she looking for us?\Could it be that she knows who we are?\You still can't find it?\Yeah.\What the hell are you doing?\Can't you at least remember the password? response:	I do remember some of it.
context: These feelings...\Why is she looking for us?\Could it be that she knows who we are?\You still can't find it?\Yeah.\What the hell are you doing?\Can't you at least remember the password?\I do remember some of it. response:	4697...
context: Why is she looking for us?\Could it be that she knows who we are?\You still can't find it?\Yeah.\What the hell are you doing?\Can't you at least remember the password?\I do remember some of it.\4697... response:	4697635.
context: Could it be that she knows who we are?\You still can't find it?\Yeah.\What the hell are you doing?\Can't you at least remember the password?\I do remember some of it.\4697...\4697635. response:	What did you just say, Yin?
context: You still can't find it?\Yeah.\What the hell are you doing?\Can't you at least remember the password?\I do remember some of it.\4697...\4697635.\What did you just say, Yin? response:	4697635.
context: Yeah.\What the hell are you doing?\Can't you at least remember the password?\I do remember some of it.\4697...\4697635.\What did you just say, Yin?\4697635. response:	The password.
context: What the hell are you doing?\Can't you at least remember the password?\I do remember some of it.\4697...\4697635.\What did you just say, Yin?\4697635.\The password. response:	Jun, who had received the password from the masked man,
context: Can't you at least remember the password?\I do remember some of it.\4697...\4697635.\What did you just say, Yin?\4697635.\The password.\Jun, who had received the password from the masked man, response:	ran full speed to the zoo where Maurice was being kept.
context: I do remember some of it.\4697...\4697635.\What did you just say, Yin?\4697635.\The password.\Jun, who had received the password from the masked man,\ran full speed to the zoo where Maurice was being kept. response:	And then he yelled,
context: 4697...\4697635.\What did you just say, Yin?\4697635.\The password.\Jun, who had received the password from the masked man,\ran full speed to the zoo where Maurice was being kept.\And then he yelled, response:	Maurice, I need you after all.
context: 4697635.\What did you just say, Yin?\4697635.\The password.\Jun, who had received the password from the masked man,\ran full speed to the zoo where Maurice was being kept.\And then he yelled,\Maurice, I need you after all. response:	Yin, w-what are you saying?
context: What did you just say, Yin?\4697635.\The password.\Jun, who had received the password from the masked man,\ran full speed to the zoo where Maurice was being kept.\And then he yelled,\Maurice, I need you after all.\Yin, w-what are you saying? response:	Even humans and elephants can love each other.
context: 4697635.\The password.\Jun, who had received the password from the masked man,\ran full speed to the zoo where Maurice was being kept.\And then he yelled,\Maurice, I need you after all.\Yin, w-what are you saying?\Even humans and elephants can love each other. response:	It may be forbidden love,
context: The password.\Jun, who had received the password from the masked man,\ran full speed to the zoo where Maurice was being kept.\And then he yelled,\Maurice, I need you after all.\Yin, w-what are you saying?\Even humans and elephants can love each other.\It may be forbidden love, response:	but Maurice, I will live my life with that love.
context: Jun, who had received the password from the masked man,\ran full speed to the zoo where Maurice was being kept.\And then he yelled,\Maurice, I need you after all.\Yin, w-what are you saying?\Even humans and elephants can love each other.\It may be forbidden love,\but Maurice, I will live my life with that love. response:	Maurice's Night, this is it!
context: ran full speed to the zoo where Maurice was being kept.\And then he yelled,\Maurice, I need you after all.\Yin, w-what are you saying?\Even humans and elephants can love each other.\It may be forbidden love,\but Maurice, I will live my life with that love.\Maurice's Night, this is it! response:	What's this?
context: And then he yelled,\Maurice, I need you after all.\Yin, w-what are you saying?\Even humans and elephants can love each other.\It may be forbidden love,\but Maurice, I will live my life with that love.\Maurice's Night, this is it!\What's this? response:	Are you saying this number is the complete password?
context: Maurice, I need you after all.\Yin, w-what are you saying?\Even humans and elephants can love each other.\It may be forbidden love,\but Maurice, I will live my life with that love.\Maurice's Night, this is it!\What's this?\Are you saying this number is the complete password? response:	I just let Kouno go and confir
context: Yin, w-what are you saying?\Even humans and elephants can love each other.\It may be forbidden love,\but Maurice, I will live my life with that love.\Maurice's Night, this is it!\What's this?\Are you saying this number is the complete password?\I just let Kouno go and confir response:	Bingo! It certainly is the right number.
context: Even humans and elephants can love each other.\It may be forbidden love,\but Maurice, I will live my life with that love.\Maurice's Night, this is it!\What's this?\Are you saying this number is the complete password?\I just let Kouno go and confir\Bingo! It certainly is the right number. response:	But, someone else got here already.
context: It may be forbidden love,\but Maurice, I will live my life with that love.\Maurice's Night, this is it!\What's this?\Are you saying this number is the complete password?\I just let Kouno go and confir\Bingo! It certainly is the right number.\But, someone else got here already. response:	We were too late!
context: but Maurice, I will live my life with that love.\Maurice's Night, this is it!\What's this?\Are you saying this number is the complete password?\I just let Kouno go and confir\Bingo! It certainly is the right number.\But, someone else got here already.\We were too late! response:	Why is that number here, though?
context: Maurice's Night, this is it!\What's this?\Are you saying this number is the complete password?\I just let Kouno go and confir\Bingo! It certainly is the right number.\But, someone else got here already.\We were too late!\Why is that number here, though? response:	I don't know, but I heard that it's a story she had written.
context: What's this?\Are you saying this number is the complete password?\I just let Kouno go and confir\Bingo! It certainly is the right number.\But, someone else got here already.\We were too late!\Why is that number here, though?\I don't know, but I heard that it's a story she had written. response:	Story?
context: Are you saying this number is the complete password?\I just let Kouno go and confir\Bingo! It certainly is the right number.\But, someone else got here already.\We were too late!\Why is that number here, though?\I don't know, but I heard that it's a story she had written.\Story? response:	So you've read it, Matsumoto?
context: I just let Kouno go and confir\Bingo! It certainly is the right number.\But, someone else got here already.\We were too late!\Why is that number here, though?\I don't know, but I heard that it's a story she had written.\Story?\So you've read it, Matsumoto? response:	Yeah...
context: Bingo! It certainly is the right number.\But, someone else got here already.\We were too late!\Why is that number here, though?\I don't know, but I heard that it's a story she had written.\Story?\So you've read it, Matsumoto?\Yeah... response:	The masked man is also written here.
context: But, someone else got here already.\We were too late!\Why is that number here, though?\I don't know, but I heard that it's a story she had written.\Story?\So you've read it, Matsumoto?\Yeah...\The masked man is also written here. response:	If it's about BK-201...
context: We were too late!\Why is that number here, though?\I don't know, but I heard that it's a story she had written.\Story?\So you've read it, Matsumoto?\Yeah...\The masked man is also written here.\If it's about BK-201... response:	Ootsuka said that she didn't see him, though.
context: Why is that number here, though?\I don't know, but I heard that it's a story she had written.\Story?\So you've read it, Matsumoto?\Yeah...\The masked man is also written here.\If it's about BK-201...\Ootsuka said that she didn't see him, though. response:	Which means she got information from another source.
context: I don't know, but I heard that it's a story she had written.\Story?\So you've read it, Matsumoto?\Yeah...\The masked man is also written here.\If it's about BK-201...\Ootsuka said that she didn't see him, though.\Which means she got information from another source. response:	It'll be dangerous if she makes any bad moves.
context: Story?\So you've read it, Matsumoto?\Yeah...\The masked man is also written here.\If it's about BK-201...\Ootsuka said that she didn't see him, though.\Which means she got information from another source.\It'll be dangerous if she makes any bad moves. response:	That's right, we've got the goods, but the information has been leaked.
context: So you've read it, Matsumoto?\Yeah...\The masked man is also written here.\If it's about BK-201...\Ootsuka said that she didn't see him, though.\Which means she got information from another source.\It'll be dangerous if she makes any bad moves.\That's right, we've got the goods, but the information has been leaked. response:	They've got you tailed, too.
context: Yeah...\The masked man is also written here.\If it's about BK-201...\Ootsuka said that she didn't see him, though.\Which means she got information from another source.\It'll be dangerous if she makes any bad moves.\That's right, we've got the goods, but the information has been leaked.\They've got you tailed, too. response:	You know what to do, right?
context: The masked man is also written here.\If it's about BK-201...\Ootsuka said that she didn't see him, though.\Which means she got information from another source.\It'll be dangerous if she makes any bad moves.\That's right, we've got the goods, but the information has been leaked.\They've got you tailed, too.\You know what to do, right? response:	Yeah.
context: If it's about BK-201...\Ootsuka said that she didn't see him, though.\Which means she got information from another source.\It'll be dangerous if she makes any bad moves.\That's right, we've got the goods, but the information has been leaked.\They've got you tailed, too.\You know what to do, right?\Yeah. response:	There it is!
context: Ootsuka said that she didn't see him, though.\Which means she got information from another source.\It'll be dangerous if she makes any bad moves.\That's right, we've got the goods, but the information has been leaked.\They've got you tailed, too.\You know what to do, right?\Yeah.\There it is! response:	All right!
context: Which means she got information from another source.\It'll be dangerous if she makes any bad moves.\That's right, we've got the goods, but the information has been leaked.\They've got you tailed, too.\You know what to do, right?\Yeah.\There it is!\All right! response:	You lost her?
context: It'll be dangerous if she makes any bad moves.\That's right, we've got the goods, but the information has been leaked.\They've got you tailed, too.\You know what to do, right?\Yeah.\There it is!\All right!\You lost her? response:	What the heck are you doing?
context: That's right, we've got the goods, but the information has been leaked.\They've got you tailed, too.\You know what to do, right?\Yeah.\There it is!\All right!\You lost her?\What the heck are you doing? response:	You're...
context: They've got you tailed, too.\You know what to do, right?\Yeah.\There it is!\All right!\You lost her?\What the heck are you doing?\You're... response:	Ootsuka! Get in!
context: You know what to do, right?\Yeah.\There it is!\All right!\You lost her?\What the heck are you doing?\You're...\Ootsuka! Get in! response:	Why are you here, chief?
context: Yeah.\There it is!\All right!\You lost her?\What the heck are you doing?\You're...\Ootsuka! Get in!\Why are you here, chief? response:	He's a contractor? Do you want to get killed?
context: There it is!\All right!\You lost her?\What the heck are you doing?\You're...\Ootsuka! Get in!\Why are you here, chief?\He's a contractor? Do you want to get killed? response:	Contractor? But he's the one who save
context: All right!\You lost her?\What the heck are you doing?\You're...\Ootsuka! Get in!\Why are you here, chief?\He's a contractor? Do you want to get killed?\Contractor? But he's the one who save response:	Just hurry up!
context: You lost her?\What the heck are you doing?\You're...\Ootsuka! Get in!\Why are you here, chief?\He's a contractor? Do you want to get killed?\Contractor? But he's the one who save\Just hurry up! response:	Chief!
context: What the heck are you doing?\You're...\Ootsuka! Get in!\Why are you here, chief?\He's a contractor? Do you want to get killed?\Contractor? But he's the one who save\Just hurry up!\Chief! response:	Idiot! Come on!
context: You're...\Ootsuka! Get in!\Why are you here, chief?\He's a contractor? Do you want to get killed?\Contractor? But he's the one who save\Just hurry up!\Chief!\Idiot! Come on! response:	What's going on?
context: Ootsuka! Get in!\Why are you here, chief?\He's a contractor? Do you want to get killed?\Contractor? But he's the one who save\Just hurry up!\Chief!\Idiot! Come on!\What's going on? response:	It's BK-201, the Black Reaper.
context: Why are you here, chief?\He's a contractor? Do you want to get killed?\Contractor? But he's the one who save\Just hurry up!\Chief!\Idiot! Come on!\What's going on?\It's BK-201, the Black Reaper. response:	BK-201?
context: He's a contractor? Do you want to get killed?\Contractor? But he's the one who save\Just hurry up!\Chief!\Idiot! Come on!\What's going on?\It's BK-201, the Black Reaper.\BK-201? response:	You looked for him not knowing that?
context: Contractor? But he's the one who save\Just hurry up!\Chief!\Idiot! Come on!\What's going on?\It's BK-201, the Black Reaper.\BK-201?\You looked for him not knowing that? response:	If I had known, I wouldn't have written the story.
context: Just hurry up!\Chief!\Idiot! Come on!\What's going on?\It's BK-201, the Black Reaper.\BK-201?\You looked for him not knowing that?\If I had known, I wouldn't have written the story. response:	You should know he's suspicious because of his mask, at least!
context: Chief!\Idiot! Come on!\What's going on?\It's BK-201, the Black Reaper.\BK-201?\You looked for him not knowing that?\If I had known, I wouldn't have written the story.\You should know he's suspicious because of his mask, at least! response:	I don't know.
context: Idiot! Come on!\What's going on?\It's BK-201, the Black Reaper.\BK-201?\You looked for him not knowing that?\If I had known, I wouldn't have written the story.\You should know he's suspicious because of his mask, at least!\I don't know. response:	Love is blind!
context: What's going on?\It's BK-201, the Black Reaper.\BK-201?\You looked for him not knowing that?\If I had known, I wouldn't have written the story.\You should know he's suspicious because of his mask, at least!\I don't know.\Love is blind! response:	Love?
context: It's BK-201, the Black Reaper.\BK-201?\You looked for him not knowing that?\If I had known, I wouldn't have written the story.\You should know he's suspicious because of his mask, at least!\I don't know.\Love is blind!\Love? response:	That's right, Saitou worries about his position,
context: BK-201?\You looked for him not knowing that?\If I had known, I wouldn't have written the story.\You should know he's suspicious because of his mask, at least!\I don't know.\Love is blind!\Love?\That's right, Saitou worries about his position, response:	and can't ever confess his love. That just isn't love!
context: You looked for him not knowing that?\If I had known, I wouldn't have written the story.\You should know he's suspicious because of his mask, at least!\I don't know.\Love is blind!\Love?\That's right, Saitou worries about his position,\and can't ever confess his love. That just isn't love! response:	What are you saying?
context: If I had known, I wouldn't have written the story.\You should know he's suspicious because of his mask, at least!\I don't know.\Love is blind!\Love?\That's right, Saitou worries about his position,\and can't ever confess his love. That just isn't love!\What are you saying? response:	Get down!
context: You should know he's suspicious because of his mask, at least!\I don't know.\Love is blind!\Love?\That's right, Saitou worries about his position,\and can't ever confess his love. That just isn't love!\What are you saying?\Get down! response:	Let's call for reinforcements!
context: I don't know.\Love is blind!\Love?\That's right, Saitou worries about his position,\and can't ever confess his love. That just isn't love!\What are you saying?\Get down!\Let's call for reinforcements! response:	They won't make it, take Ootsuka and run, Saitou!
context: Love is blind!\Love?\That's right, Saitou worries about his position,\and can't ever confess his love. That just isn't love!\What are you saying?\Get down!\Let's call for reinforcements!\They won't make it, take Ootsuka and run, Saitou! response:	I'll hold him back!
context: Love?\That's right, Saitou worries about his position,\and can't ever confess his love. That just isn't love!\What are you saying?\Get down!\Let's call for reinforcements!\They won't make it, take Ootsuka and run, Saitou!\I'll hold him back! response:	Please don't be ridiculous!
context: That's right, Saitou worries about his position,\and can't ever confess his love. That just isn't love!\What are you saying?\Get down!\Let's call for reinforcements!\They won't make it, take Ootsuka and run, Saitou!\I'll hold him back!\Please don't be ridiculous! response:	I can't abandon someone I lov
context: and can't ever confess his love. That just isn't love!\What are you saying?\Get down!\Let's call for reinforcements!\They won't make it, take Ootsuka and run, Saitou!\I'll hold him back!\Please don't be ridiculous!\I can't abandon someone I lov response:	It's love! That's all to it.
context: What are you saying?\Get down!\Let's call for reinforcements!\They won't make it, take Ootsuka and run, Saitou!\I'll hold him back!\Please don't be ridiculous!\I can't abandon someone I lov\It's love! That's all to it. response:	Saitou!
context: Get down!\Let's call for reinforcements!\They won't make it, take Ootsuka and run, Saitou!\I'll hold him back!\Please don't be ridiculous!\I can't abandon someone I lov\It's love! That's all to it.\Saitou! response:	Saitou!
context: Let's call for reinforcements!\They won't make it, take Ootsuka and run, Saitou!\I'll hold him back!\Please don't be ridiculous!\I can't abandon someone I lov\It's love! That's all to it.\Saitou!\Saitou! response:	Li-kun?
context: They won't make it, take Ootsuka and run, Saitou!\I'll hold him back!\Please don't be ridiculous!\I can't abandon someone I lov\It's love! That's all to it.\Saitou!\Saitou!\Li-kun? response:	Hei!
context: I'll hold him back!\Please don't be ridiculous!\I can't abandon someone I lov\It's love! That's all to it.\Saitou!\Saitou!\Li-kun?\Hei! response:	I found it, Hei!
context: Please don't be ridiculous!\I can't abandon someone I lov\It's love! That's all to it.\Saitou!\Saitou!\Li-kun?\Hei!\I found it, Hei! response:	W-What just happened?
context: I can't abandon someone I lov\It's love! That's all to it.\Saitou!\Saitou!\Li-kun?\Hei!\I found it, Hei!\W-What just happened? response:	Strangely, no one remembers what happened that night.
context: It's love! That's all to it.\Saitou!\Saitou!\Li-kun?\Hei!\I found it, Hei!\W-What just happened?\Strangely, no one remembers what happened that night. response:	But it seems like it wasn't just me who didn't feel clear about it,
context: Saitou!\Saitou!\Li-kun?\Hei!\I found it, Hei!\W-What just happened?\Strangely, no one remembers what happened that night.\But it seems like it wasn't just me who didn't feel clear about it, response:	the same feeling as if something is stuck in your throat.
context: Saitou!\Li-kun?\Hei!\I found it, Hei!\W-What just happened?\Strangely, no one remembers what happened that night.\But it seems like it wasn't just me who didn't feel clear about it,\the same feeling as if something is stuck in your throat. response:	Don't you remember, chief?
context: Li-kun?\Hei!\I found it, Hei!\W-What just happened?\Strangely, no one remembers what happened that night.\But it seems like it wasn't just me who didn't feel clear about it,\the same feeling as if something is stuck in your throat.\Don't you remember, chief? response:	I'm sure I remember saying something really important to you that night.
context: Hei!\I found it, Hei!\W-What just happened?\Strangely, no one remembers what happened that night.\But it seems like it wasn't just me who didn't feel clear about it,\the same feeling as if something is stuck in your throat.\Don't you remember, chief?\I'm sure I remember saying something really important to you that night. response:	Sorry, I can't remember.
context: I found it, Hei!\W-What just happened?\Strangely, no one remembers what happened that night.\But it seems like it wasn't just me who didn't feel clear about it,\the same feeling as if something is stuck in your throat.\Don't you remember, chief?\I'm sure I remember saying something really important to you that night.\Sorry, I can't remember. response:	Anyway, I feel that I found the truth regarding something very important.
context: W-What just happened?\Strangely, no one remembers what happened that night.\But it seems like it wasn't just me who didn't feel clear about it,\the same feeling as if something is stuck in your throat.\Don't you remember, chief?\I'm sure I remember saying something really important to you that night.\Sorry, I can't remember.\Anyway, I feel that I found the truth regarding something very important. response:	However, only one thing was clear.
context: Strangely, no one remembers what happened that night.\But it seems like it wasn't just me who didn't feel clear about it,\the same feeling as if something is stuck in your throat.\Don't you remember, chief?\I'm sure I remember saying something really important to you that night.\Sorry, I can't remember.\Anyway, I feel that I found the truth regarding something very important.\However, only one thing was clear. response:	Ever since then, my allergies have been healed for some reason.
context: But it seems like it wasn't just me who didn't feel clear about it,\the same feeling as if something is stuck in your throat.\Don't you remember, chief?\I'm sure I remember saying something really important to you that night.\Sorry, I can't remember.\Anyway, I feel that I found the truth regarding something very important.\However, only one thing was clear.\Ever since then, my allergies have been healed for some reason. response:	I don't know why, but I feel like I will have a nice spring.
context: the same feeling as if something is stuck in your throat.\Don't you remember, chief?\I'm sure I remember saying something really important to you that night.\Sorry, I can't remember.\Anyway, I feel that I found the truth regarding something very important.\However, only one thing was clear.\Ever since then, my allergies have been healed for some reason.\I don't know why, but I feel like I will have a nice spring. response:	Medicine for allergies?
context: Don't you remember, chief?\I'm sure I remember saying something really important to you that night.\Sorry, I can't remember.\Anyway, I feel that I found the truth regarding something very important.\However, only one thing was clear.\Ever since then, my allergies have been healed for some reason.\I don't know why, but I feel like I will have a nice spring.\Medicine for allergies? response:	Yeah, seems like it was made by the chemical department from the Gate.
context: I'm sure I remember saying something really important to you that night.\Sorry, I can't remember.\Anyway, I feel that I found the truth regarding something very important.\However, only one thing was clear.\Ever since then, my allergies have been healed for some reason.\I don't know why, but I feel like I will have a nice spring.\Medicine for allergies?\Yeah, seems like it was made by the chemical department from the Gate. response:	If everything went well, it could've led to a complete cure.
context: Sorry, I can't remember.\Anyway, I feel that I found the truth regarding something very important.\However, only one thing was clear.\Ever since then, my allergies have been healed for some reason.\I don't know why, but I feel like I will have a nice spring.\Medicine for allergies?\Yeah, seems like it was made by the chemical department from the Gate.\If everything went well, it could've led to a complete cure. response:	So that's what that fluid was?
context: Anyway, I feel that I found the truth regarding something very important.\However, only one thing was clear.\Ever since then, my allergies have been healed for some reason.\I don't know why, but I feel like I will have a nice spring.\Medicine for allergies?\Yeah, seems like it was made by the chemical department from the Gate.\If everything went well, it could've led to a complete cure.\So that's what that fluid was? response:	Yeah, but there's a negative side effect.
context: However, only one thing was clear.\Ever since then, my allergies have been healed for some reason.\I don't know why, but I feel like I will have a nice spring.\Medicine for allergies?\Yeah, seems like it was made by the chemical department from the Gate.\If everything went well, it could've led to a complete cure.\So that's what that fluid was?\Yeah, but there's a negative side effect. response:	You lose a few days' worth of memory.
context: Ever since then, my allergies have been healed for some reason.\I don't know why, but I feel like I will have a nice spring.\Medicine for allergies?\Yeah, seems like it was made by the chemical department from the Gate.\If everything went well, it could've led to a complete cure.\So that's what that fluid was?\Yeah, but there's a negative side effect.\You lose a few days' worth of memory. response:	It's unfortunate, but it'll be a while before it's put to use.
context: I don't know why, but I feel like I will have a nice spring.\Medicine for allergies?\Yeah, seems like it was made by the chemical department from the Gate.\If everything went well, it could've led to a complete cure.\So that's what that fluid was?\Yeah, but there's a negative side effect.\You lose a few days' worth of memory.\It's unfortunate, but it'll be a while before it's put to use. response:	Wait, Huang, Hei and I haven't lost our memories of that time.
context: Medicine for allergies?\Yeah, seems like it was made by the chemical department from the Gate.\If everything went well, it could've led to a complete cure.\So that's what that fluid was?\Yeah, but there's a negative side effect.\You lose a few days' worth of memory.\It's unfortunate, but it'll be a while before it's put to use.\Wait, Huang, Hei and I haven't lost our memories of that time. response:	Is it because of what Hei said then? That contractors aren't allergic to pollen.
context: Yeah, seems like it was made by the chemical department from the Gate.\If everything went well, it could've led to a complete cure.\So that's what that fluid was?\Yeah, but there's a negative side effect.\You lose a few days' worth of memory.\It's unfortunate, but it'll be a while before it's put to use.\Wait, Huang, Hei and I haven't lost our memories of that time.\Is it because of what Hei said then? That contractors aren't allergic to pollen. response:	Who knows? I don't know about contractors.
context: If everything went well, it could've led to a complete cure.\So that's what that fluid was?\Yeah, but there's a negative side effect.\You lose a few days' worth of memory.\It's unfortunate, but it'll be a while before it's put to use.\Wait, Huang, Hei and I haven't lost our memories of that time.\Is it because of what Hei said then? That contractors aren't allergic to pollen.\Who knows? I don't know about contractors. response:	Oh, it's the pink girl.
context: So that's what that fluid was?\Yeah, but there's a negative side effect.\You lose a few days' worth of memory.\It's unfortunate, but it'll be a while before it's put to use.\Wait, Huang, Hei and I haven't lost our memories of that time.\Is it because of what Hei said then? That contractors aren't allergic to pollen.\Who knows? I don't know about contractors.\Oh, it's the pink girl. response:	She's probably heading to Yin's place.
context: Yeah, but there's a negative side effect.\You lose a few days' worth of memory.\It's unfortunate, but it'll be a while before it's put to use.\Wait, Huang, Hei and I haven't lost our memories of that time.\Is it because of what Hei said then? That contractors aren't allergic to pollen.\Who knows? I don't know about contractors.\Oh, it's the pink girl.\She's probably heading to Yin's place. response:	Hey, Huang.
context: You lose a few days' worth of memory.\It's unfortunate, but it'll be a while before it's put to use.\Wait, Huang, Hei and I haven't lost our memories of that time.\Is it because of what Hei said then? That contractors aren't allergic to pollen.\Who knows? I don't know about contractors.\Oh, it's the pink girl.\She's probably heading to Yin's place.\Hey, Huang. response:	We were able to collect the goods thanks to Yin remembering the number.
context: It's unfortunate, but it'll be a while before it's put to use.\Wait, Huang, Hei and I haven't lost our memories of that time.\Is it because of what Hei said then? That contractors aren't allergic to pollen.\Who knows? I don't know about contractors.\Oh, it's the pink girl.\She's probably heading to Yin's place.\Hey, Huang.\We were able to collect the goods thanks to Yin remembering the number. response:	Yeah, do whatever you want.
context: Wait, Huang, Hei and I haven't lost our memories of that time.\Is it because of what Hei said then? That contractors aren't allergic to pollen.\Who knows? I don't know about contractors.\Oh, it's the pink girl.\She's probably heading to Yin's place.\Hey, Huang.\We were able to collect the goods thanks to Yin remembering the number.\Yeah, do whatever you want. response:	Aren't you glad, Yin?
context: Is it because of what Hei said then? That contractors aren't allergic to pollen.\Who knows? I don't know about contractors.\Oh, it's the pink girl.\She's probably heading to Yin's place.\Hey, Huang.\We were able to collect the goods thanks to Yin remembering the number.\Yeah, do whatever you want.\Aren't you glad, Yin? response:	Yeah.
context: Who knows? I don't know about contractors.\Oh, it's the pink girl.\She's probably heading to Yin's place.\Hey, Huang.\We were able to collect the goods thanks to Yin remembering the number.\Yeah, do whatever you want.\Aren't you glad, Yin?\Yeah. response:	It can't be... right?
context: Oh, it's the pink girl.\She's probably heading to Yin's place.\Hey, Huang.\We were able to collect the goods thanks to Yin remembering the number.\Yeah, do whatever you want.\Aren't you glad, Yin?\Yeah.\It can't be... right? response:	She's not coming today?
