context: My fake out worked! response:	I ain't done yet!
context: Do it by yourself!\Michelle! Do something!\Anyway, we need to get him out of here!\He doesn't know yet that the part might be in here.\But how can we get him out?\I've got a good idea!\I thought of something, too.\What? What is it? response:	Tell me, too!
context: Michelle! Do something!\Anyway, we need to get him out of here!\He doesn't know yet that the part might be in here.\But how can we get him out?\I've got a good idea!\I thought of something, too.\What? What is it?\Tell me, too! response:	Be a decoy!
context: Anyway, we need to get him out of here!\He doesn't know yet that the part might be in here.\But how can we get him out?\I've got a good idea!\I thought of something, too.\What? What is it?\Tell me, too!\Be a decoy! response:	D-Decoy?
context: He doesn't know yet that the part might be in here.\But how can we get him out?\I've got a good idea!\I thought of something, too.\What? What is it?\Tell me, too!\Be a decoy!\D-Decoy? response:	Right now, the only thing that can attract Dan's attention...
context: But how can we get him out?\I've got a good idea!\I thought of something, too.\What? What is it?\Tell me, too!\Be a decoy!\D-Decoy?\Right now, the only thing that can attract Dan's attention... response:	That's great! Do it!
context: I've got a good idea!\I thought of something, too.\What? What is it?\Tell me, too!\Be a decoy!\D-Decoy?\Right now, the only thing that can attract Dan's attention...\That's great! Do it! response:	How am I supposed to be a decoy?
context: I thought of something, too.\What? What is it?\Tell me, too!\Be a decoy!\D-Decoy?\Right now, the only thing that can attract Dan's attention...\That's great! Do it!\How am I supposed to be a decoy? response:	Wedding ceremony!
context: What? What is it?\Tell me, too!\Be a decoy!\D-Decoy?\Right now, the only thing that can attract Dan's attention...\That's great! Do it!\How am I supposed to be a decoy?\Wedding ceremony! response:	Why?!
context: Tell me, too!\Be a decoy!\D-Decoy?\Right now, the only thing that can attract Dan's attention...\That's great! Do it!\How am I supposed to be a decoy?\Wedding ceremony!\Why?! response:	The important thing is using his feelings!
context: Be a decoy!\D-Decoy?\Right now, the only thing that can attract Dan's attention...\That's great! Do it!\How am I supposed to be a decoy?\Wedding ceremony!\Why?!\The important thing is using his feelings! response:	Fine!
context: D-Decoy?\Right now, the only thing that can attract Dan's attention...\That's great! Do it!\How am I supposed to be a decoy?\Wedding ceremony!\Why?!\The important thing is using his feelings!\Fine! response:	Dan!
context: Right now, the only thing that can attract Dan's attention...\That's great! Do it!\How am I supposed to be a decoy?\Wedding ceremony!\Why?!\The important thing is using his feelings!\Fine!\Dan! response:	What is it, Lu-nyan?
context: That's great! Do it!\How am I supposed to be a decoy?\Wedding ceremony!\Why?!\The important thing is using his feelings!\Fine!\Dan!\What is it, Lu-nyan? response:	I want you... to come over here...
context: How am I supposed to be a decoy?\Wedding ceremony!\Why?!\The important thing is using his feelings!\Fine!\Dan!\What is it, Lu-nyan?\I want you... to come over here... response:	Huh?
context: Wedding ceremony!\Why?!\The important thing is using his feelings!\Fine!\Dan!\What is it, Lu-nyan?\I want you... to come over here...\Huh? response:	She's not being stimulating enough?
context: Why?!\The important thing is using his feelings!\Fine!\Dan!\What is it, Lu-nyan?\I want you... to come over here...\Huh?\She's not being stimulating enough? response:	That alone is not gonna do it...
context: The important thing is using his feelings!\Fine!\Dan!\What is it, Lu-nyan?\I want you... to come over here...\Huh?\She's not being stimulating enough?\That alone is not gonna do it... response:	It's love!
context: Fine!\Dan!\What is it, Lu-nyan?\I want you... to come over here...\Huh?\She's not being stimulating enough?\That alone is not gonna do it...\It's love! response:	Catch me if you can!
context: Dan!\What is it, Lu-nyan?\I want you... to come over here...\Huh?\She's not being stimulating enough?\That alone is not gonna do it...\It's love!\Catch me if you can! response:	I'll catch you, alright! Wait up!
context: What is it, Lu-nyan?\I want you... to come over here...\Huh?\She's not being stimulating enough?\That alone is not gonna do it...\It's love!\Catch me if you can!\I'll catch you, alright! Wait up! response:	He fell for it!
context: I want you... to come over here...\Huh?\She's not being stimulating enough?\That alone is not gonna do it...\It's love!\Catch me if you can!\I'll catch you, alright! Wait up!\He fell for it! response:	It's working perfectly!
context: Huh?\She's not being stimulating enough?\That alone is not gonna do it...\It's love!\Catch me if you can!\I'll catch you, alright! Wait up!\He fell for it!\It's working perfectly! response:	Natsu-nii! Now!
context: She's not being stimulating enough?\That alone is not gonna do it...\It's love!\Catch me if you can!\I'll catch you, alright! Wait up!\He fell for it!\It's working perfectly!\Natsu-nii! Now! response:	Okay! Go, Happy!
context: That alone is not gonna do it...\It's love!\Catch me if you can!\I'll catch you, alright! Wait up!\He fell for it!\It's working perfectly!\Natsu-nii! Now!\Okay! Go, Happy! response:	Aye, sir!
context: It's love!\Catch me if you can!\I'll catch you, alright! Wait up!\He fell for it!\It's working perfectly!\Natsu-nii! Now!\Okay! Go, Happy!\Aye, sir! response:	Maybe it's power from seven years ago,
context: Catch me if you can!\I'll catch you, alright! Wait up!\He fell for it!\It's working perfectly!\Natsu-nii! Now!\Okay! Go, Happy!\Aye, sir!\Maybe it's power from seven years ago, response:	but when we use it together as a team,
context: I'll catch you, alright! Wait up!\He fell for it!\It's working perfectly!\Natsu-nii! Now!\Okay! Go, Happy!\Aye, sir!\Maybe it's power from seven years ago,\but when we use it together as a team, response:	we make out okay!
context: He fell for it!\It's working perfectly!\Natsu-nii! Now!\Okay! Go, Happy!\Aye, sir!\Maybe it's power from seven years ago,\but when we use it together as a team,\we make out okay! response:	Romeo!
context: It's working perfectly!\Natsu-nii! Now!\Okay! Go, Happy!\Aye, sir!\Maybe it's power from seven years ago,\but when we use it together as a team,\we make out okay!\Romeo! response:	Gotcha!
context: Natsu-nii! Now!\Okay! Go, Happy!\Aye, sir!\Maybe it's power from seven years ago,\but when we use it together as a team,\we make out okay!\Romeo!\Gotcha! response:	Iron Fist of the Fire Dragon!
context: Okay! Go, Happy!\Aye, sir!\Maybe it's power from seven years ago,\but when we use it together as a team,\we make out okay!\Romeo!\Gotcha!\Iron Fist of the Fire Dragon! response:	You did it, Natsu-nii!
context: Aye, sir!\Maybe it's power from seven years ago,\but when we use it together as a team,\we make out okay!\Romeo!\Gotcha!\Iron Fist of the Fire Dragon!\You did it, Natsu-nii! response:	How was that?!
context: Maybe it's power from seven years ago,\but when we use it together as a team,\we make out okay!\Romeo!\Gotcha!\Iron Fist of the Fire Dragon!\You did it, Natsu-nii!\How was that?! response:	He's finally quiet!
context: but when we use it together as a team,\we make out okay!\Romeo!\Gotcha!\Iron Fist of the Fire Dragon!\You did it, Natsu-nii!\How was that?!\He's finally quiet! response:	What's this?!
context: we make out okay!\Romeo!\Gotcha!\Iron Fist of the Fire Dragon!\You did it, Natsu-nii!\How was that?!\He's finally quiet!\What's this?! response:	The wall is glowing...
context: Romeo!\Gotcha!\Iron Fist of the Fire Dragon!\You did it, Natsu-nii!\How was that?!\He's finally quiet!\What's this?!\The wall is glowing... response:	I-It's huge!
context: Gotcha!\Iron Fist of the Fire Dragon!\You did it, Natsu-nii!\How was that?!\He's finally quiet!\What's this?!\The wall is glowing...\I-It's huge! response:	This is...
context: Iron Fist of the Fire Dragon!\You did it, Natsu-nii!\How was that?!\He's finally quiet!\What's this?!\The wall is glowing...\I-It's huge!\This is... response:	It was here the whole time?!
context: You did it, Natsu-nii!\How was that?!\He's finally quiet!\What's this?!\The wall is glowing...\I-It's huge!\This is...\It was here the whole time?! response:	The impact just now must have activated the hiding device thing!
context: How was that?!\He's finally quiet!\What's this?!\The wall is glowing...\I-It's huge!\This is...\It was here the whole time?!\The impact just now must have activated the hiding device thing! response:	That's awesome, Natsu-nii!
context: He's finally quiet!\What's this?!\The wall is glowing...\I-It's huge!\This is...\It was here the whole time?!\The impact just now must have activated the hiding device thing!\That's awesome, Natsu-nii! response:	Well, I knew it would do that...
context: What's this?!\The wall is glowing...\I-It's huge!\This is...\It was here the whole time?!\The impact just now must have activated the hiding device thing!\That's awesome, Natsu-nii!\Well, I knew it would do that... response:	Yeah, right! But anyway, we finally got one!
context: The wall is glowing...\I-It's huge!\This is...\It was here the whole time?!\The impact just now must have activated the hiding device thing!\That's awesome, Natsu-nii!\Well, I knew it would do that...\Yeah, right! But anyway, we finally got one! response:	What's wrong, Happy?
context: I-It's huge!\This is...\It was here the whole time?!\The impact just now must have activated the hiding device thing!\That's awesome, Natsu-nii!\Well, I knew it would do that...\Yeah, right! But anyway, we finally got one!\What's wrong, Happy? response:	After all, this is the first time using Lucy's sexual charms worked!
context: This is...\It was here the whole time?!\The impact just now must have activated the hiding device thing!\That's awesome, Natsu-nii!\Well, I knew it would do that...\Yeah, right! But anyway, we finally got one!\What's wrong, Happy?\After all, this is the first time using Lucy's sexual charms worked! response:	You don't have to say it's the first time!
context: It was here the whole time?!\The impact just now must have activated the hiding device thing!\That's awesome, Natsu-nii!\Well, I knew it would do that...\Yeah, right! But anyway, we finally got one!\What's wrong, Happy?\After all, this is the first time using Lucy's sexual charms worked!\You don't have to say it's the first time! response:	I found them at last!
context: The impact just now must have activated the hiding device thing!\That's awesome, Natsu-nii!\Well, I knew it would do that...\Yeah, right! But anyway, we finally got one!\What's wrong, Happy?\After all, this is the first time using Lucy's sexual charms worked!\You don't have to say it's the first time!\I found them at last! response:	Thirty... eigh...
context: That's awesome, Natsu-nii!\Well, I knew it would do that...\Yeah, right! But anyway, we finally got one!\What's wrong, Happy?\After all, this is the first time using Lucy's sexual charms worked!\You don't have to say it's the first time!\I found them at last!\Thirty... eigh... response:	Boss, hang in there!
context: Well, I knew it would do that...\Yeah, right! But anyway, we finally got one!\What's wrong, Happy?\After all, this is the first time using Lucy's sexual charms worked!\You don't have to say it's the first time!\I found them at last!\Thirty... eigh...\Boss, hang in there! response:	Show us your spirit!
context: Yeah, right! But anyway, we finally got one!\What's wrong, Happy?\After all, this is the first time using Lucy's sexual charms worked!\You don't have to say it's the first time!\I found them at last!\Thirty... eigh...\Boss, hang in there!\Show us your spirit! response:	M-My arms...
context: What's wrong, Happy?\After all, this is the first time using Lucy's sexual charms worked!\You don't have to say it's the first time!\I found them at last!\Thirty... eigh...\Boss, hang in there!\Show us your spirit!\M-My arms... response:	So you're just all talk, huh?
context: After all, this is the first time using Lucy's sexual charms worked!\You don't have to say it's the first time!\I found them at last!\Thirty... eigh...\Boss, hang in there!\Show us your spirit!\M-My arms...\So you're just all talk, huh? response:	Are you okay?
context: You don't have to say it's the first time!\I found them at last!\Thirty... eigh...\Boss, hang in there!\Show us your spirit!\M-My arms...\So you're just all talk, huh?\Are you okay? response:	I'm not givin' in...
context: I found them at last!\Thirty... eigh...\Boss, hang in there!\Show us your spirit!\M-My arms...\So you're just all talk, huh?\Are you okay?\I'm not givin' in... response:	The Jiggle Butt Gang's pride and joy... is this!
context: Thirty... eigh...\Boss, hang in there!\Show us your spirit!\M-My arms...\So you're just all talk, huh?\Are you okay?\I'm not givin' in...\The Jiggle Butt Gang's pride and joy... is this! response:	Lackeys!
context: Boss, hang in there!\Show us your spirit!\M-My arms...\So you're just all talk, huh?\Are you okay?\I'm not givin' in...\The Jiggle Butt Gang's pride and joy... is this!\Lackeys! response:	Gas-Butt... Triple... Ecstasy!
context: Show us your spirit!\M-My arms...\So you're just all talk, huh?\Are you okay?\I'm not givin' in...\The Jiggle Butt Gang's pride and joy... is this!\Lackeys!\Gas-Butt... Triple... Ecstasy! response:	Erza-san, get out of the way!
context: M-My arms...\So you're just all talk, huh?\Are you okay?\I'm not givin' in...\The Jiggle Butt Gang's pride and joy... is this!\Lackeys!\Gas-Butt... Triple... Ecstasy!\Erza-san, get out of the way! response:	W-What... is this?!
context: So you're just all talk, huh?\Are you okay?\I'm not givin' in...\The Jiggle Butt Gang's pride and joy... is this!\Lackeys!\Gas-Butt... Triple... Ecstasy!\Erza-san, get out of the way!\W-What... is this?! response:	I kind of remember this smell!
context: Are you okay?\I'm not givin' in...\The Jiggle Butt Gang's pride and joy... is this!\Lackeys!\Gas-Butt... Triple... Ecstasy!\Erza-san, get out of the way!\W-What... is this?!\I kind of remember this smell! response:	Cana! Are you okay?!
context: I'm not givin' in...\The Jiggle Butt Gang's pride and joy... is this!\Lackeys!\Gas-Butt... Triple... Ecstasy!\Erza-san, get out of the way!\W-What... is this?!\I kind of remember this smell!\Cana! Are you okay?! response:	Cana... Huh?
context: The Jiggle Butt Gang's pride and joy... is this!\Lackeys!\Gas-Butt... Triple... Ecstasy!\Erza-san, get out of the way!\W-What... is this?!\I kind of remember this smell!\Cana! Are you okay?!\Cana... Huh? response:	A secret passage...
context: Lackeys!\Gas-Butt... Triple... Ecstasy!\Erza-san, get out of the way!\W-What... is this?!\I kind of remember this smell!\Cana! Are you okay?!\Cana... Huh?\A secret passage... response:	Maybe it opened thanks to that smell...
context: Gas-Butt... Triple... Ecstasy!\Erza-san, get out of the way!\W-What... is this?!\I kind of remember this smell!\Cana! Are you okay?!\Cana... Huh?\A secret passage...\Maybe it opened thanks to that smell... response:	Though it's still lingering in my nostrils...
context: Erza-san, get out of the way!\W-What... is this?!\I kind of remember this smell!\Cana! Are you okay?!\Cana... Huh?\A secret passage...\Maybe it opened thanks to that smell...\Though it's still lingering in my nostrils... response:	This has to be it!
context: W-What... is this?!\I kind of remember this smell!\Cana! Are you okay?!\Cana... Huh?\A secret passage...\Maybe it opened thanks to that smell...\Though it's still lingering in my nostrils...\This has to be it! response:	The part of the clock...
context: I kind of remember this smell!\Cana! Are you okay?!\Cana... Huh?\A secret passage...\Maybe it opened thanks to that smell...\Though it's still lingering in my nostrils...\This has to be it!\The part of the clock... response:	I guess we should be grateful for that stink.
context: Cana! Are you okay?!\Cana... Huh?\A secret passage...\Maybe it opened thanks to that smell...\Though it's still lingering in my nostrils...\This has to be it!\The part of the clock...\I guess we should be grateful for that stink. response:	Did you see our power?!
context: Cana... Huh?\A secret passage...\Maybe it opened thanks to that smell...\Though it's still lingering in my nostrils...\This has to be it!\The part of the clock...\I guess we should be grateful for that stink.\Did you see our power?! response:	What a... vulgar skill...
context: A secret passage...\Maybe it opened thanks to that smell...\Though it's still lingering in my nostrils...\This has to be it!\The part of the clock...\I guess we should be grateful for that stink.\Did you see our power?!\What a... vulgar skill... response:	Cana-san found the part!
context: Maybe it opened thanks to that smell...\Though it's still lingering in my nostrils...\This has to be it!\The part of the clock...\I guess we should be grateful for that stink.\Did you see our power?!\What a... vulgar skill...\Cana-san found the part! response:	The treasure?! In that case...
context: Though it's still lingering in my nostrils...\This has to be it!\The part of the clock...\I guess we should be grateful for that stink.\Did you see our power?!\What a... vulgar skill...\Cana-san found the part!\The treasure?! In that case... response:	Point Blank... Ecstasy!
context: This has to be it!\The part of the clock...\I guess we should be grateful for that stink.\Did you see our power?!\What a... vulgar skill...\Cana-san found the part!\The treasure?! In that case...\Point Blank... Ecstasy! response:	Erza-san!
context: The part of the clock...\I guess we should be grateful for that stink.\Did you see our power?!\What a... vulgar skill...\Cana-san found the part!\The treasure?! In that case...\Point Blank... Ecstasy!\Erza-san! response:	How are we going to carry this out?
context: I guess we should be grateful for that stink.\Did you see our power?!\What a... vulgar skill...\Cana-san found the part!\The treasure?! In that case...\Point Blank... Ecstasy!\Erza-san!\How are we going to carry this out? response:	Eat this!
context: Did you see our power?!\What a... vulgar skill...\Cana-san found the part!\The treasure?! In that case...\Point Blank... Ecstasy!\Erza-san!\How are we going to carry this out?\Eat this! response:	That's what you get! And the butts get the last laugh!
context: What a... vulgar skill...\Cana-san found the part!\The treasure?! In that case...\Point Blank... Ecstasy!\Erza-san!\How are we going to carry this out?\Eat this!\That's what you get! And the butts get the last laugh! response:	How are you going to make this up to me?
context: Cana-san found the part!\The treasure?! In that case...\Point Blank... Ecstasy!\Erza-san!\How are we going to carry this out?\Eat this!\That's what you get! And the butts get the last laugh!\How are you going to make this up to me? response:	You dared befoul my memento?!
context: The treasure?! In that case...\Point Blank... Ecstasy!\Erza-san!\How are we going to carry this out?\Eat this!\That's what you get! And the butts get the last laugh!\How are you going to make this up to me?\You dared befoul my memento?! response:	Divine punishment!
context: Point Blank... Ecstasy!\Erza-san!\How are we going to carry this out?\Eat this!\That's what you get! And the butts get the last laugh!\How are you going to make this up to me?\You dared befoul my memento?!\Divine punishment! response:	We'll be back!
context: Erza-san!\How are we going to carry this out?\Eat this!\That's what you get! And the butts get the last laugh!\How are you going to make this up to me?\You dared befoul my memento?!\Divine punishment!\We'll be back! response:	They're gone...
context: How are we going to carry this out?\Eat this!\That's what you get! And the butts get the last laugh!\How are you going to make this up to me?\You dared befoul my memento?!\Divine punishment!\We'll be back!\They're gone... response:	I hope they don't come back again...
context: Eat this!\That's what you get! And the butts get the last laugh!\How are you going to make this up to me?\You dared befoul my memento?!\Divine punishment!\We'll be back!\They're gone...\I hope they don't come back again... response:	Erza, are you alright?
context: That's what you get! And the butts get the last laugh!\How are you going to make this up to me?\You dared befoul my memento?!\Divine punishment!\We'll be back!\They're gone...\I hope they don't come back again...\Erza, are you alright? response:	My head is still reeling.
context: How are you going to make this up to me?\You dared befoul my memento?!\Divine punishment!\We'll be back!\They're gone...\I hope they don't come back again...\Erza, are you alright?\My head is still reeling. response:	By the way, how are we going to carry this?
context: You dared befoul my memento?!\Divine punishment!\We'll be back!\They're gone...\I hope they don't come back again...\Erza, are you alright?\My head is still reeling.\By the way, how are we going to carry this? response:	What? We can just bring it along with my things.
context: Divine punishment!\We'll be back!\They're gone...\I hope they don't come back again...\Erza, are you alright?\My head is still reeling.\By the way, how are we going to carry this?\What? We can just bring it along with my things. response:	Hey, not yet?
context: We'll be back!\They're gone...\I hope they don't come back again...\Erza, are you alright?\My head is still reeling.\By the way, how are we going to carry this?\What? We can just bring it along with my things.\Hey, not yet? response:	Don't complain, just dig!
context: They're gone...\I hope they don't come back again...\Erza, are you alright?\My head is still reeling.\By the way, how are we going to carry this?\What? We can just bring it along with my things.\Hey, not yet?\Don't complain, just dig! response:	Jeez! Slave driver...
context: I hope they don't come back again...\Erza, are you alright?\My head is still reeling.\By the way, how are we going to carry this?\What? We can just bring it along with my things.\Hey, not yet?\Don't complain, just dig!\Jeez! Slave driver... response:	Well, we have no choice...
context: Erza, are you alright?\My head is still reeling.\By the way, how are we going to carry this?\What? We can just bring it along with my things.\Hey, not yet?\Don't complain, just dig!\Jeez! Slave driver...\Well, we have no choice... response:	What's wrong?
context: My head is still reeling.\By the way, how are we going to carry this?\What? We can just bring it along with my things.\Hey, not yet?\Don't complain, just dig!\Jeez! Slave driver...\Well, we have no choice...\What's wrong? response:	Somebody's watching us.
context: By the way, how are we going to carry this?\What? We can just bring it along with my things.\Hey, not yet?\Don't complain, just dig!\Jeez! Slave driver...\Well, we have no choice...\What's wrong?\Somebody's watching us. response:	What?!
context: What? We can just bring it along with my things.\Hey, not yet?\Don't complain, just dig!\Jeez! Slave driver...\Well, we have no choice...\What's wrong?\Somebody's watching us.\What?! response:	Somebody... Who?!
context: Hey, not yet?\Don't complain, just dig!\Jeez! Slave driver...\Well, we have no choice...\What's wrong?\Somebody's watching us.\What?!\Somebody... Who?! response:	You noticed?
context: Don't complain, just dig!\Jeez! Slave driver...\Well, we have no choice...\What's wrong?\Somebody's watching us.\What?!\Somebody... Who?!\You noticed? response:	A Legionnaire!
context: Jeez! Slave driver...\Well, we have no choice...\What's wrong?\Somebody's watching us.\What?!\Somebody... Who?!\You noticed?\A Legionnaire! response:	What do you want?!
context: Well, we have no choice...\What's wrong?\Somebody's watching us.\What?!\Somebody... Who?!\You noticed?\A Legionnaire!\What do you want?! response:	It's obvious, isn't it?
context: What's wrong?\Somebody's watching us.\What?!\Somebody... Who?!\You noticed?\A Legionnaire!\What do you want?!\It's obvious, isn't it? response:	We want the same thing.
context: Somebody's watching us.\What?!\Somebody... Who?!\You noticed?\A Legionnaire!\What do you want?!\It's obvious, isn't it?\We want the same thing. response:	Okay, Natsu, imagine you and I are both hungry.
context: What?!\Somebody... Who?!\You noticed?\A Legionnaire!\What do you want?!\It's obvious, isn't it?\We want the same thing.\Okay, Natsu, imagine you and I are both hungry. response:	There are two fish in front of us. What would you do?
context: Somebody... Who?!\You noticed?\A Legionnaire!\What do you want?!\It's obvious, isn't it?\We want the same thing.\Okay, Natsu, imagine you and I are both hungry.\There are two fish in front of us. What would you do? response:	Eat both of them.
context: You noticed?\A Legionnaire!\What do you want?!\It's obvious, isn't it?\We want the same thing.\Okay, Natsu, imagine you and I are both hungry.\There are two fish in front of us. What would you do?\Eat both of them. response:	Okay, what if there were four fish?
context: A Legionnaire!\What do you want?!\It's obvious, isn't it?\We want the same thing.\Okay, Natsu, imagine you and I are both hungry.\There are two fish in front of us. What would you do?\Eat both of them.\Okay, what if there were four fish? response:	I'd eat all four.
context: What do you want?!\It's obvious, isn't it?\We want the same thing.\Okay, Natsu, imagine you and I are both hungry.\There are two fish in front of us. What would you do?\Eat both of them.\Okay, what if there were four fish?\I'd eat all four. response:	I-I see...
context: It's obvious, isn't it?\We want the same thing.\Okay, Natsu, imagine you and I are both hungry.\There are two fish in front of us. What would you do?\Eat both of them.\Okay, what if there were four fish?\I'd eat all four.\I-I see... response:	Natsu, aren't you forgetting that I'm hungry, too?
context: We want the same thing.\Okay, Natsu, imagine you and I are both hungry.\There are two fish in front of us. What would you do?\Eat both of them.\Okay, what if there were four fish?\I'd eat all four.\I-I see...\Natsu, aren't you forgetting that I'm hungry, too? response:	I'd save some for you too, Happy.
context: Okay, Natsu, imagine you and I are both hungry.\There are two fish in front of us. What would you do?\Eat both of them.\Okay, what if there were four fish?\I'd eat all four.\I-I see...\Natsu, aren't you forgetting that I'm hungry, too?\I'd save some for you too, Happy. response:	How would you split it?
context: There are two fish in front of us. What would you do?\Eat both of them.\Okay, what if there were four fish?\I'd eat all four.\I-I see...\Natsu, aren't you forgetting that I'm hungry, too?\I'd save some for you too, Happy.\How would you split it? response:	Next time: Something Beyond Reckoning!
context: Eat both of them.\Okay, what if there were four fish?\I'd eat all four.\I-I see...\Natsu, aren't you forgetting that I'm hungry, too?\I'd save some for you too, Happy.\How would you split it?\Next time: Something Beyond Reckoning! response:	I would eat all the meat and you would eat the bones.
context: Okay, what if there were four fish?\I'd eat all four.\I-I see...\Natsu, aren't you forgetting that I'm hungry, too?\I'd save some for you too, Happy.\How would you split it?\Next time: Something Beyond Reckoning!\I would eat all the meat and you would eat the bones. response:	See, that's splitting fifty-fifty!
context: I'd eat all four.\I-I see...\Natsu, aren't you forgetting that I'm hungry, too?\I'd save some for you too, Happy.\How would you split it?\Next time: Something Beyond Reckoning!\I would eat all the meat and you would eat the bones.\See, that's splitting fifty-fifty! response:	You might be an idiot, but at least you care.
