context: /** TS by scol **/ response:	/** Start OP here **/
context: Then, she said, Let me think about it.\There's no way she would say that if she didn't like you.\Now that you mention it...\But I can't let it go on like this!\She's not bad, that Miyoshi.\Not bad?\Why?\She's Azuki's best friend, so she must be a good person. response:	What is it Kaya?
context: There's no way she would say that if she didn't like you.\Now that you mention it...\But I can't let it go on like this!\She's not bad, that Miyoshi.\Not bad?\Why?\She's Azuki's best friend, so she must be a good person.\What is it Kaya? response:	You wanted to talk?
context: Now that you mention it...\But I can't let it go on like this!\She's not bad, that Miyoshi.\Not bad?\Why?\She's Azuki's best friend, so she must be a good person.\What is it Kaya?\You wanted to talk? response:	Takagi hit on me.
context: But I can't let it go on like this!\She's not bad, that Miyoshi.\Not bad?\Why?\She's Azuki's best friend, so she must be a good person.\What is it Kaya?\You wanted to talk?\Takagi hit on me. response:	No way!
context: She's not bad, that Miyoshi.\Not bad?\Why?\She's Azuki's best friend, so she must be a good person.\What is it Kaya?\You wanted to talk?\Takagi hit on me.\No way! response:	Really.
context: Not bad?\Why?\She's Azuki's best friend, so she must be a good person.\What is it Kaya?\You wanted to talk?\Takagi hit on me.\No way!\Really. response:	What do you think of him, Takagi?
context: Why?\She's Azuki's best friend, so she must be a good person.\What is it Kaya?\You wanted to talk?\Takagi hit on me.\No way!\Really.\What do you think of him, Takagi? response:	Well, he's good at studying and exercise, and he's tall.
context: She's Azuki's best friend, so she must be a good person.\What is it Kaya?\You wanted to talk?\Takagi hit on me.\No way!\Really.\What do you think of him, Takagi?\Well, he's good at studying and exercise, and he's tall. response:	You're right!
context: What is it Kaya?\You wanted to talk?\Takagi hit on me.\No way!\Really.\What do you think of him, Takagi?\Well, he's good at studying and exercise, and he's tall.\You're right! response:	I'm not good enough for him.
context: You wanted to talk?\Takagi hit on me.\No way!\Really.\What do you think of him, Takagi?\Well, he's good at studying and exercise, and he's tall.\You're right!\I'm not good enough for him. response:	That's not true.
context: Takagi hit on me.\No way!\Really.\What do you think of him, Takagi?\Well, he's good at studying and exercise, and he's tall.\You're right!\I'm not good enough for him.\That's not true. response:	You're cute, Kaya.
context: No way!\Really.\What do you think of him, Takagi?\Well, he's good at studying and exercise, and he's tall.\You're right!\I'm not good enough for him.\That's not true.\You're cute, Kaya. response:	I'm sure Takagi-kun thinks so too.
context: Really.\What do you think of him, Takagi?\Well, he's good at studying and exercise, and he's tall.\You're right!\I'm not good enough for him.\That's not true.\You're cute, Kaya.\I'm sure Takagi-kun thinks so too. response:	I'm cute?
context: What do you think of him, Takagi?\Well, he's good at studying and exercise, and he's tall.\You're right!\I'm not good enough for him.\That's not true.\You're cute, Kaya.\I'm sure Takagi-kun thinks so too.\I'm cute? response:	Yes.
context: Well, he's good at studying and exercise, and he's tall.\You're right!\I'm not good enough for him.\That's not true.\You're cute, Kaya.\I'm sure Takagi-kun thinks so too.\I'm cute?\Yes. response:	Kaya?
context: You're right!\I'm not good enough for him.\That's not true.\You're cute, Kaya.\I'm sure Takagi-kun thinks so too.\I'm cute?\Yes.\Kaya? response:	But Takagi can definitely get Iwase to go out with him.
context: I'm not good enough for him.\That's not true.\You're cute, Kaya.\I'm sure Takagi-kun thinks so too.\I'm cute?\Yes.\Kaya?\But Takagi can definitely get Iwase to go out with him. response:	It's even a rumor in our class.
context: That's not true.\You're cute, Kaya.\I'm sure Takagi-kun thinks so too.\I'm cute?\Yes.\Kaya?\But Takagi can definitely get Iwase to go out with him.\It's even a rumor in our class. response:	I don't think Iwase-san is someone easy for boys to approach.
context: You're cute, Kaya.\I'm sure Takagi-kun thinks so too.\I'm cute?\Yes.\Kaya?\But Takagi can definitely get Iwase to go out with him.\It's even a rumor in our class.\I don't think Iwase-san is someone easy for boys to approach. response:	Boys are stupid, hmhm. That sort of feeling?
context: I'm sure Takagi-kun thinks so too.\I'm cute?\Yes.\Kaya?\But Takagi can definitely get Iwase to go out with him.\It's even a rumor in our class.\I don't think Iwase-san is someone easy for boys to approach.\Boys are stupid, hmhm. That sort of feeling? response:	Well, not that far...
context: I'm cute?\Yes.\Kaya?\But Takagi can definitely get Iwase to go out with him.\It's even a rumor in our class.\I don't think Iwase-san is someone easy for boys to approach.\Boys are stupid, hmhm. That sort of feeling?\Well, not that far... response:	Ah, that's right.
context: Yes.\Kaya?\But Takagi can definitely get Iwase to go out with him.\It's even a rumor in our class.\I don't think Iwase-san is someone easy for boys to approach.\Boys are stupid, hmhm. That sort of feeling?\Well, not that far...\Ah, that's right. response:	Who's the person you like, Miho?
context: Kaya?\But Takagi can definitely get Iwase to go out with him.\It's even a rumor in our class.\I don't think Iwase-san is someone easy for boys to approach.\Boys are stupid, hmhm. That sort of feeling?\Well, not that far...\Ah, that's right.\Who's the person you like, Miho? response:	Nobody...
context: But Takagi can definitely get Iwase to go out with him.\It's even a rumor in our class.\I don't think Iwase-san is someone easy for boys to approach.\Boys are stupid, hmhm. That sort of feeling?\Well, not that far...\Ah, that's right.\Who's the person you like, Miho?\Nobody... response:	I thought you'd say that.
context: It's even a rumor in our class.\I don't think Iwase-san is someone easy for boys to approach.\Boys are stupid, hmhm. That sort of feeling?\Well, not that far...\Ah, that's right.\Who's the person you like, Miho?\Nobody...\I thought you'd say that. response:	Like I was saying...
context: I don't think Iwase-san is someone easy for boys to approach.\Boys are stupid, hmhm. That sort of feeling?\Well, not that far...\Ah, that's right.\Who's the person you like, Miho?\Nobody...\I thought you'd say that.\Like I was saying... response:	Come on, hurry up and tell me.
context: Boys are stupid, hmhm. That sort of feeling?\Well, not that far...\Ah, that's right.\Who's the person you like, Miho?\Nobody...\I thought you'd say that.\Like I was saying...\Come on, hurry up and tell me. response:	There isn't anybody!
context: Well, not that far...\Ah, that's right.\Who's the person you like, Miho?\Nobody...\I thought you'd say that.\Like I was saying...\Come on, hurry up and tell me.\There isn't anybody! response:	You're kinda stuck up, just like Iwase.
context: Ah, that's right.\Who's the person you like, Miho?\Nobody...\I thought you'd say that.\Like I was saying...\Come on, hurry up and tell me.\There isn't anybody!\You're kinda stuck up, just like Iwase. response:	I've never seen you talking with a boy.
context: Who's the person you like, Miho?\Nobody...\I thought you'd say that.\Like I was saying...\Come on, hurry up and tell me.\There isn't anybody!\You're kinda stuck up, just like Iwase.\I've never seen you talking with a boy. response:	That's stuck up, isn't it?
context: Nobody...\I thought you'd say that.\Like I was saying...\Come on, hurry up and tell me.\There isn't anybody!\You're kinda stuck up, just like Iwase.\I've never seen you talking with a boy.\That's stuck up, isn't it? response:	Kaya.
context: I thought you'd say that.\Like I was saying...\Come on, hurry up and tell me.\There isn't anybody!\You're kinda stuck up, just like Iwase.\I've never seen you talking with a boy.\That's stuck up, isn't it?\Kaya. response:	Yes?
context: Like I was saying...\Come on, hurry up and tell me.\There isn't anybody!\You're kinda stuck up, just like Iwase.\I've never seen you talking with a boy.\That's stuck up, isn't it?\Kaya.\Yes? response:	I'm just embarrassed around boys so I can't talk to them.
context: Come on, hurry up and tell me.\There isn't anybody!\You're kinda stuck up, just like Iwase.\I've never seen you talking with a boy.\That's stuck up, isn't it?\Kaya.\Yes?\I'm just embarrassed around boys so I can't talk to them. response:	I really like boys, even more than you, Kaya.
context: There isn't anybody!\You're kinda stuck up, just like Iwase.\I've never seen you talking with a boy.\That's stuck up, isn't it?\Kaya.\Yes?\I'm just embarrassed around boys so I can't talk to them.\I really like boys, even more than you, Kaya. response:	What?!
context: You're kinda stuck up, just like Iwase.\I've never seen you talking with a boy.\That's stuck up, isn't it?\Kaya.\Yes?\I'm just embarrassed around boys so I can't talk to them.\I really like boys, even more than you, Kaya.\What?! response:	Maybe it's because I don't have any brothers,
context: I've never seen you talking with a boy.\That's stuck up, isn't it?\Kaya.\Yes?\I'm just embarrassed around boys so I can't talk to them.\I really like boys, even more than you, Kaya.\What?!\Maybe it's because I don't have any brothers, response:	but I get really self-conscious
context: That's stuck up, isn't it?\Kaya.\Yes?\I'm just embarrassed around boys so I can't talk to them.\I really like boys, even more than you, Kaya.\What?!\Maybe it's because I don't have any brothers,\but I get really self-conscious response:	and go bright red from just trying to talk to them, so I can't.
context: Kaya.\Yes?\I'm just embarrassed around boys so I can't talk to them.\I really like boys, even more than you, Kaya.\What?!\Maybe it's because I don't have any brothers,\but I get really self-conscious\and go bright red from just trying to talk to them, so I can't. response:	Understand?
context: Yes?\I'm just embarrassed around boys so I can't talk to them.\I really like boys, even more than you, Kaya.\What?!\Maybe it's because I don't have any brothers,\but I get really self-conscious\and go bright red from just trying to talk to them, so I can't.\Understand? response:	It's really funny when you start talking like a teacher, Miho.
context: I'm just embarrassed around boys so I can't talk to them.\I really like boys, even more than you, Kaya.\What?!\Maybe it's because I don't have any brothers,\but I get really self-conscious\and go bright red from just trying to talk to them, so I can't.\Understand?\It's really funny when you start talking like a teacher, Miho. response:	Geez...
context: I really like boys, even more than you, Kaya.\What?!\Maybe it's because I don't have any brothers,\but I get really self-conscious\and go bright red from just trying to talk to them, so I can't.\Understand?\It's really funny when you start talking like a teacher, Miho.\Geez... response:	But when you do, you're always serious so I know you're not lying.
context: What?!\Maybe it's because I don't have any brothers,\but I get really self-conscious\and go bright red from just trying to talk to them, so I can't.\Understand?\It's really funny when you start talking like a teacher, Miho.\Geez...\But when you do, you're always serious so I know you're not lying. response:	Kaya...
context: Maybe it's because I don't have any brothers,\but I get really self-conscious\and go bright red from just trying to talk to them, so I can't.\Understand?\It's really funny when you start talking like a teacher, Miho.\Geez...\But when you do, you're always serious so I know you're not lying.\Kaya... response:	When you give Takagi-kun your reply, do it alone, okay?
context: but I get really self-conscious\and go bright red from just trying to talk to them, so I can't.\Understand?\It's really funny when you start talking like a teacher, Miho.\Geez...\But when you do, you're always serious so I know you're not lying.\Kaya...\When you give Takagi-kun your reply, do it alone, okay? response:	I hate being around for those sorts of things.
context: and go bright red from just trying to talk to them, so I can't.\Understand?\It's really funny when you start talking like a teacher, Miho.\Geez...\But when you do, you're always serious so I know you're not lying.\Kaya...\When you give Takagi-kun your reply, do it alone, okay?\I hate being around for those sorts of things. response:	Takagi and Mashiro are back.
context: Understand?\It's really funny when you start talking like a teacher, Miho.\Geez...\But when you do, you're always serious so I know you're not lying.\Kaya...\When you give Takagi-kun your reply, do it alone, okay?\I hate being around for those sorts of things.\Takagi and Mashiro are back. response:	WWhat do I do?
context: It's really funny when you start talking like a teacher, Miho.\Geez...\But when you do, you're always serious so I know you're not lying.\Kaya...\When you give Takagi-kun your reply, do it alone, okay?\I hate being around for those sorts of things.\Takagi and Mashiro are back.\WWhat do I do? response:	Good luck.
context: Geez...\But when you do, you're always serious so I know you're not lying.\Kaya...\When you give Takagi-kun your reply, do it alone, okay?\I hate being around for those sorts of things.\Takagi and Mashiro are back.\WWhat do I do?\Good luck. response:	Miho...
context: But when you do, you're always serious so I know you're not lying.\Kaya...\When you give Takagi-kun your reply, do it alone, okay?\I hate being around for those sorts of things.\Takagi and Mashiro are back.\WWhat do I do?\Good luck.\Miho... response:	Maybe we're on the same wavelength.
context: Kaya...\When you give Takagi-kun your reply, do it alone, okay?\I hate being around for those sorts of things.\Takagi and Mashiro are back.\WWhat do I do?\Good luck.\Miho...\Maybe we're on the same wavelength. response:	Miyoshi was just turning around.
context: When you give Takagi-kun your reply, do it alone, okay?\I hate being around for those sorts of things.\Takagi and Mashiro are back.\WWhat do I do?\Good luck.\Miho...\Maybe we're on the same wavelength.\Miyoshi was just turning around. response:	Was just...
context: I hate being around for those sorts of things.\Takagi and Mashiro are back.\WWhat do I do?\Good luck.\Miho...\Maybe we're on the same wavelength.\Miyoshi was just turning around.\Was just... response:	I'm done!
context: Takagi and Mashiro are back.\WWhat do I do?\Good luck.\Miho...\Maybe we're on the same wavelength.\Miyoshi was just turning around.\Was just...\I'm done! response:	Done!
context: WWhat do I do?\Good luck.\Miho...\Maybe we're on the same wavelength.\Miyoshi was just turning around.\Was just...\I'm done!\Done! response:	No matter how many times I write it, I don't like it.
context: Good luck.\Miho...\Maybe we're on the same wavelength.\Miyoshi was just turning around.\Was just...\I'm done!\Done!\No matter how many times I write it, I don't like it. response:	And it'll be summer vacation soon.
context: Miho...\Maybe we're on the same wavelength.\Miyoshi was just turning around.\Was just...\I'm done!\Done!\No matter how many times I write it, I don't like it.\And it'll be summer vacation soon. response:	Don't push yourself too hard.
context: Maybe we're on the same wavelength.\Miyoshi was just turning around.\Was just...\I'm done!\Done!\No matter how many times I write it, I don't like it.\And it'll be summer vacation soon.\Don't push yourself too hard. response:	I'm still not at the level where I can do a manuscript.
context: Miyoshi was just turning around.\Was just...\I'm done!\Done!\No matter how many times I write it, I don't like it.\And it'll be summer vacation soon.\Don't push yourself too hard.\I'm still not at the level where I can do a manuscript. response:	Worst case scenario, you can write the second half while I'm drawing the first half.
context: Was just...\I'm done!\Done!\No matter how many times I write it, I don't like it.\And it'll be summer vacation soon.\Don't push yourself too hard.\I'm still not at the level where I can do a manuscript.\Worst case scenario, you can write the second half while I'm drawing the first half. response:	I know.
context: I'm done!\Done!\No matter how many times I write it, I don't like it.\And it'll be summer vacation soon.\Don't push yourself too hard.\I'm still not at the level where I can do a manuscript.\Worst case scenario, you can write the second half while I'm drawing the first half.\I know. response:	Sixth?
context: Done!\No matter how many times I write it, I don't like it.\And it'll be summer vacation soon.\Don't push yourself too hard.\I'm still not at the level where I can do a manuscript.\Worst case scenario, you can write the second half while I'm drawing the first half.\I know.\Sixth? response:	That's awesome.
context: No matter how many times I write it, I don't like it.\And it'll be summer vacation soon.\Don't push yourself too hard.\I'm still not at the level where I can do a manuscript.\Worst case scenario, you can write the second half while I'm drawing the first half.\I know.\Sixth?\That's awesome. response:	Sixth in the class.
context: And it'll be summer vacation soon.\Don't push yourself too hard.\I'm still not at the level where I can do a manuscript.\Worst case scenario, you can write the second half while I'm drawing the first half.\I know.\Sixth?\That's awesome.\Sixth in the class. response:	The test had the same pattern of questions you said it'd have.
context: Don't push yourself too hard.\I'm still not at the level where I can do a manuscript.\Worst case scenario, you can write the second half while I'm drawing the first half.\I know.\Sixth?\That's awesome.\Sixth in the class.\The test had the same pattern of questions you said it'd have. response:	Yeah.
context: I'm still not at the level where I can do a manuscript.\Worst case scenario, you can write the second half while I'm drawing the first half.\I know.\Sixth?\That's awesome.\Sixth in the class.\The test had the same pattern of questions you said it'd have.\Yeah. response:	Now we just...
context: Worst case scenario, you can write the second half while I'm drawing the first half.\I know.\Sixth?\That's awesome.\Sixth in the class.\The test had the same pattern of questions you said it'd have.\Yeah.\Now we just... response:	Ah
context: I know.\Sixth?\That's awesome.\Sixth in the class.\The test had the same pattern of questions you said it'd have.\Yeah.\Now we just...\Ah response:	WWavelengths...
context: Sixth?\That's awesome.\Sixth in the class.\The test had the same pattern of questions you said it'd have.\Yeah.\Now we just...\Ah\WWavelengths... response:	I know your dad said it was okay,
context: That's awesome.\Sixth in the class.\The test had the same pattern of questions you said it'd have.\Yeah.\Now we just...\Ah\WWavelengths...\I know your dad said it was okay, response:	but to stay stuffed in a workplace all vacation long...
context: Sixth in the class.\The test had the same pattern of questions you said it'd have.\Yeah.\Now we just...\Ah\WWavelengths...\I know your dad said it was okay,\but to stay stuffed in a workplace all vacation long... response:	As your mother I need to put my foot down.
context: The test had the same pattern of questions you said it'd have.\Yeah.\Now we just...\Ah\WWavelengths...\I know your dad said it was okay,\but to stay stuffed in a workplace all vacation long...\As your mother I need to put my foot down. response:	Please try to come home once in a while.
context: Yeah.\Now we just...\Ah\WWavelengths...\I know your dad said it was okay,\but to stay stuffed in a workplace all vacation long...\As your mother I need to put my foot down.\Please try to come home once in a while. response:	Okay.
context: Now we just...\Ah\WWavelengths...\I know your dad said it was okay,\but to stay stuffed in a workplace all vacation long...\As your mother I need to put my foot down.\Please try to come home once in a while.\Okay. response:	Hey Saikou.
context: Ah\WWavelengths...\I know your dad said it was okay,\but to stay stuffed in a workplace all vacation long...\As your mother I need to put my foot down.\Please try to come home once in a while.\Okay.\Hey Saikou. response:	Let me stay here too.
context: WWavelengths...\I know your dad said it was okay,\but to stay stuffed in a workplace all vacation long...\As your mother I need to put my foot down.\Please try to come home once in a while.\Okay.\Hey Saikou.\Let me stay here too. response:	It's fine with me, but didn't your parents make a big fuss about it?
context: I know your dad said it was okay,\but to stay stuffed in a workplace all vacation long...\As your mother I need to put my foot down.\Please try to come home once in a while.\Okay.\Hey Saikou.\Let me stay here too.\It's fine with me, but didn't your parents make a big fuss about it? response:	They were pretty cool with it.
context: but to stay stuffed in a workplace all vacation long...\As your mother I need to put my foot down.\Please try to come home once in a while.\Okay.\Hey Saikou.\Let me stay here too.\It's fine with me, but didn't your parents make a big fuss about it?\They were pretty cool with it. response:	Catch.
context: As your mother I need to put my foot down.\Please try to come home once in a while.\Okay.\Hey Saikou.\Let me stay here too.\It's fine with me, but didn't your parents make a big fuss about it?\They were pretty cool with it.\Catch. response:	He used to work hard and drink those, didn't he?
context: Please try to come home once in a while.\Okay.\Hey Saikou.\Let me stay here too.\It's fine with me, but didn't your parents make a big fuss about it?\They were pretty cool with it.\Catch.\He used to work hard and drink those, didn't he? response:	Kawaguchi Tarou-sensei.
context: Okay.\Hey Saikou.\Let me stay here too.\It's fine with me, but didn't your parents make a big fuss about it?\They were pretty cool with it.\Catch.\He used to work hard and drink those, didn't he?\Kawaguchi Tarou-sensei. response:	Since we're gonna be working hard too.
context: Hey Saikou.\Let me stay here too.\It's fine with me, but didn't your parents make a big fuss about it?\They were pretty cool with it.\Catch.\He used to work hard and drink those, didn't he?\Kawaguchi Tarou-sensei.\Since we're gonna be working hard too. response:	You sure are trying to follow his footsteps.
context: Let me stay here too.\It's fine with me, but didn't your parents make a big fuss about it?\They were pretty cool with it.\Catch.\He used to work hard and drink those, didn't he?\Kawaguchi Tarou-sensei.\Since we're gonna be working hard too.\You sure are trying to follow his footsteps. response:	Then let me revise my statement.
context: It's fine with me, but didn't your parents make a big fuss about it?\They were pretty cool with it.\Catch.\He used to work hard and drink those, didn't he?\Kawaguchi Tarou-sensei.\Since we're gonna be working hard too.\You sure are trying to follow his footsteps.\Then let me revise my statement. response:	Let's finish the manuscript before the end of summer vacation!
context: They were pretty cool with it.\Catch.\He used to work hard and drink those, didn't he?\Kawaguchi Tarou-sensei.\Since we're gonna be working hard too.\You sure are trying to follow his footsteps.\Then let me revise my statement.\Let's finish the manuscript before the end of summer vacation! response:	Yeah!
context: Catch.\He used to work hard and drink those, didn't he?\Kawaguchi Tarou-sensei.\Since we're gonna be working hard too.\You sure are trying to follow his footsteps.\Then let me revise my statement.\Let's finish the manuscript before the end of summer vacation!\Yeah! response:	Bitter...
context: He used to work hard and drink those, didn't he?\Kawaguchi Tarou-sensei.\Since we're gonna be working hard too.\You sure are trying to follow his footsteps.\Then let me revise my statement.\Let's finish the manuscript before the end of summer vacation!\Yeah!\Bitter... response:	Awesome!
context: Kawaguchi Tarou-sensei.\Since we're gonna be working hard too.\You sure are trying to follow his footsteps.\Then let me revise my statement.\Let's finish the manuscript before the end of summer vacation!\Yeah!\Bitter...\Awesome! response:	My name is becoming a manga!
context: Since we're gonna be working hard too.\You sure are trying to follow his footsteps.\Then let me revise my statement.\Let's finish the manuscript before the end of summer vacation!\Yeah!\Bitter...\Awesome!\My name is becoming a manga! response:	This is a name, too.
context: You sure are trying to follow his footsteps.\Then let me revise my statement.\Let's finish the manuscript before the end of summer vacation!\Yeah!\Bitter...\Awesome!\My name is becoming a manga!\This is a name, too. response:	I'm fixing the panel division and composition.
context: Then let me revise my statement.\Let's finish the manuscript before the end of summer vacation!\Yeah!\Bitter...\Awesome!\My name is becoming a manga!\This is a name, too.\I'm fixing the panel division and composition. response:	Heh, even this looks like it'd make an amazing manga if it were inked.
context: Let's finish the manuscript before the end of summer vacation!\Yeah!\Bitter...\Awesome!\My name is becoming a manga!\This is a name, too.\I'm fixing the panel division and composition.\Heh, even this looks like it'd make an amazing manga if it were inked. response:	It's still a long way off from completion.
context: Yeah!\Bitter...\Awesome!\My name is becoming a manga!\This is a name, too.\I'm fixing the panel division and composition.\Heh, even this looks like it'd make an amazing manga if it were inked.\It's still a long way off from completion. response:	Next I've got the under-sketch to do.
context: Bitter...\Awesome!\My name is becoming a manga!\This is a name, too.\I'm fixing the panel division and composition.\Heh, even this looks like it'd make an amazing manga if it were inked.\It's still a long way off from completion.\Next I've got the under-sketch to do. response:	I won't be doing the inking any time soon.
context: Awesome!\My name is becoming a manga!\This is a name, too.\I'm fixing the panel division and composition.\Heh, even this looks like it'd make an amazing manga if it were inked.\It's still a long way off from completion.\Next I've got the under-sketch to do.\I won't be doing the inking any time soon. response:	Really?
context: My name is becoming a manga!\This is a name, too.\I'm fixing the panel division and composition.\Heh, even this looks like it'd make an amazing manga if it were inked.\It's still a long way off from completion.\Next I've got the under-sketch to do.\I won't be doing the inking any time soon.\Really? response:	It's not at that stage yet.
context: This is a name, too.\I'm fixing the panel division and composition.\Heh, even this looks like it'd make an amazing manga if it were inked.\It's still a long way off from completion.\Next I've got the under-sketch to do.\I won't be doing the inking any time soon.\Really?\It's not at that stage yet. response:	I'm trying to improve my level right up until I do the inking.
context: I'm fixing the panel division and composition.\Heh, even this looks like it'd make an amazing manga if it were inked.\It's still a long way off from completion.\Next I've got the under-sketch to do.\I won't be doing the inking any time soon.\Really?\It's not at that stage yet.\I'm trying to improve my level right up until I do the inking. response:	Saikou, even though you say manga doesn't have a limit,
context: Heh, even this looks like it'd make an amazing manga if it were inked.\It's still a long way off from completion.\Next I've got the under-sketch to do.\I won't be doing the inking any time soon.\Really?\It's not at that stage yet.\I'm trying to improve my level right up until I do the inking.\Saikou, even though you say manga doesn't have a limit, response:	aren't your standards a little too high?
context: It's still a long way off from completion.\Next I've got the under-sketch to do.\I won't be doing the inking any time soon.\Really?\It's not at that stage yet.\I'm trying to improve my level right up until I do the inking.\Saikou, even though you say manga doesn't have a limit,\aren't your standards a little too high? response:	From my perspective, this is plenty.
context: Next I've got the under-sketch to do.\I won't be doing the inking any time soon.\Really?\It's not at that stage yet.\I'm trying to improve my level right up until I do the inking.\Saikou, even though you say manga doesn't have a limit,\aren't your standards a little too high?\From my perspective, this is plenty. response:	No, I'm still not there at all.
context: I won't be doing the inking any time soon.\Really?\It's not at that stage yet.\I'm trying to improve my level right up until I do the inking.\Saikou, even though you say manga doesn't have a limit,\aren't your standards a little too high?\From my perspective, this is plenty.\No, I'm still not there at all. response:	Okay, do it the way you want to.
context: Really?\It's not at that stage yet.\I'm trying to improve my level right up until I do the inking.\Saikou, even though you say manga doesn't have a limit,\aren't your standards a little too high?\From my perspective, this is plenty.\No, I'm still not there at all.\Okay, do it the way you want to. response:	And I'll keep doing the name until it's something I approve of.
context: It's not at that stage yet.\I'm trying to improve my level right up until I do the inking.\Saikou, even though you say manga doesn't have a limit,\aren't your standards a little too high?\From my perspective, this is plenty.\No, I'm still not there at all.\Okay, do it the way you want to.\And I'll keep doing the name until it's something I approve of. response:	Yeah, I won't interfere with your name, and you won't interfere with my drawings.
context: I'm trying to improve my level right up until I do the inking.\Saikou, even though you say manga doesn't have a limit,\aren't your standards a little too high?\From my perspective, this is plenty.\No, I'm still not there at all.\Okay, do it the way you want to.\And I'll keep doing the name until it's something I approve of.\Yeah, I won't interfere with your name, and you won't interfere with my drawings. response:	Right?
context: Saikou, even though you say manga doesn't have a limit,\aren't your standards a little too high?\From my perspective, this is plenty.\No, I'm still not there at all.\Okay, do it the way you want to.\And I'll keep doing the name until it's something I approve of.\Yeah, I won't interfere with your name, and you won't interfere with my drawings.\Right? response:	Yeah.
context: aren't your standards a little too high?\From my perspective, this is plenty.\No, I'm still not there at all.\Okay, do it the way you want to.\And I'll keep doing the name until it's something I approve of.\Yeah, I won't interfere with your name, and you won't interfere with my drawings.\Right?\Yeah. response:	Saikou, are you asleep?
context: From my perspective, this is plenty.\No, I'm still not there at all.\Okay, do it the way you want to.\And I'll keep doing the name until it's something I approve of.\Yeah, I won't interfere with your name, and you won't interfere with my drawings.\Right?\Yeah.\Saikou, are you asleep? response:	As if I could get to sleep that fast.
context: No, I'm still not there at all.\Okay, do it the way you want to.\And I'll keep doing the name until it's something I approve of.\Yeah, I won't interfere with your name, and you won't interfere with my drawings.\Right?\Yeah.\Saikou, are you asleep?\As if I could get to sleep that fast. response:	I know, right?
context: Okay, do it the way you want to.\And I'll keep doing the name until it's something I approve of.\Yeah, I won't interfere with your name, and you won't interfere with my drawings.\Right?\Yeah.\Saikou, are you asleep?\As if I could get to sleep that fast.\I know, right? response:	I've been thinking too much, so it's actually making it hard to sleep.
context: And I'll keep doing the name until it's something I approve of.\Yeah, I won't interfere with your name, and you won't interfere with my drawings.\Right?\Yeah.\Saikou, are you asleep?\As if I could get to sleep that fast.\I know, right?\I've been thinking too much, so it's actually making it hard to sleep. response:	I'm going to read some more manga.
context: Yeah, I won't interfere with your name, and you won't interfere with my drawings.\Right?\Yeah.\Saikou, are you asleep?\As if I could get to sleep that fast.\I know, right?\I've been thinking too much, so it's actually making it hard to sleep.\I'm going to read some more manga. response:	You sure are good...
context: Right?\Yeah.\Saikou, are you asleep?\As if I could get to sleep that fast.\I know, right?\I've been thinking too much, so it's actually making it hard to sleep.\I'm going to read some more manga.\You sure are good... response:	Are there any manga you've been into recently?
context: Yeah.\Saikou, are you asleep?\As if I could get to sleep that fast.\I know, right?\I've been thinking too much, so it's actually making it hard to sleep.\I'm going to read some more manga.\You sure are good...\Are there any manga you've been into recently? response:	Hm, it's got to be Dragon Ball.
context: Saikou, are you asleep?\As if I could get to sleep that fast.\I know, right?\I've been thinking too much, so it's actually making it hard to sleep.\I'm going to read some more manga.\You sure are good...\Are there any manga you've been into recently?\Hm, it's got to be Dragon Ball. response:	That's your favorite manga, isn't it?
context: As if I could get to sleep that fast.\I know, right?\I've been thinking too much, so it's actually making it hard to sleep.\I'm going to read some more manga.\You sure are good...\Are there any manga you've been into recently?\Hm, it's got to be Dragon Ball.\That's your favorite manga, isn't it? response:	It's kind of unshakable, and it's kind of my starting point.
context: I know, right?\I've been thinking too much, so it's actually making it hard to sleep.\I'm going to read some more manga.\You sure are good...\Are there any manga you've been into recently?\Hm, it's got to be Dragon Ball.\That's your favorite manga, isn't it?\It's kind of unshakable, and it's kind of my starting point. response:	Ah, did you ever make-believe Dragon Ball when you were a kid?
context: I've been thinking too much, so it's actually making it hard to sleep.\I'm going to read some more manga.\You sure are good...\Are there any manga you've been into recently?\Hm, it's got to be Dragon Ball.\That's your favorite manga, isn't it?\It's kind of unshakable, and it's kind of my starting point.\Ah, did you ever make-believe Dragon Ball when you were a kid? response:	Yeah, I did!
context: I'm going to read some more manga.\You sure are good...\Are there any manga you've been into recently?\Hm, it's got to be Dragon Ball.\That's your favorite manga, isn't it?\It's kind of unshakable, and it's kind of my starting point.\Ah, did you ever make-believe Dragon Ball when you were a kid?\Yeah, I did! response:	Fusion!
context: You sure are good...\Are there any manga you've been into recently?\Hm, it's got to be Dragon Ball.\That's your favorite manga, isn't it?\It's kind of unshakable, and it's kind of my starting point.\Ah, did you ever make-believe Dragon Ball when you were a kid?\Yeah, I did!\Fusion! response:	Shuujin, your sion timing was late, wasn't it?
context: Are there any manga you've been into recently?\Hm, it's got to be Dragon Ball.\That's your favorite manga, isn't it?\It's kind of unshakable, and it's kind of my starting point.\Ah, did you ever make-believe Dragon Ball when you were a kid?\Yeah, I did!\Fusion!\Shuujin, your sion timing was late, wasn't it? response:	My sion was perfect, your sion was too fast.
context: Hm, it's got to be Dragon Ball.\That's your favorite manga, isn't it?\It's kind of unshakable, and it's kind of my starting point.\Ah, did you ever make-believe Dragon Ball when you were a kid?\Yeah, I did!\Fusion!\Shuujin, your sion timing was late, wasn't it?\My sion was perfect, your sion was too fast. response:	No, you need to say sion with more of a SION! kind of feeling,
