context: Oh, we're finally back! response:	Hey! Don't touch me in weird places!
context: My country?\Yes, please let me hear about it.\Let's see... There's only one moon, and there are no mages,\but you can do most things with electricity.\And...\Mr. Saito!\One moon and no mages?\You're making fun of me because I'm from a rural village, aren't you?! response:	I'm not making fun of you!
context: Yes, please let me hear about it.\Let's see... There's only one moon, and there are no mages,\but you can do most things with electricity.\And...\Mr. Saito!\One moon and no mages?\You're making fun of me because I'm from a rural village, aren't you?!\I'm not making fun of you! response:	Before you,
context: Let's see... There's only one moon, and there are no mages,\but you can do most things with electricity.\And...\Mr. Saito!\One moon and no mages?\You're making fun of me because I'm from a rural village, aren't you?!\I'm not making fun of you!\Before you, response:	even those two moons would run away from embarrassment.
context: but you can do most things with electricity.\And...\Mr. Saito!\One moon and no mages?\You're making fun of me because I'm from a rural village, aren't you?!\I'm not making fun of you!\Before you,\even those two moons would run away from embarrassment. response:	Montmorency the Perfume...
context: And...\Mr. Saito!\One moon and no mages?\You're making fun of me because I'm from a rural village, aren't you?!\I'm not making fun of you!\Before you,\even those two moons would run away from embarrassment.\Montmorency the Perfume... response:	I'm sure you say the same thing to all the girls.
context: Mr. Saito!\One moon and no mages?\You're making fun of me because I'm from a rural village, aren't you?!\I'm not making fun of you!\Before you,\even those two moons would run away from embarrassment.\Montmorency the Perfume...\I'm sure you say the same thing to all the girls. response:	Wait, let's have a toast first.
context: One moon and no mages?\You're making fun of me because I'm from a rural village, aren't you?!\I'm not making fun of you!\Before you,\even those two moons would run away from embarrassment.\Montmorency the Perfume...\I'm sure you say the same thing to all the girls.\Wait, let's have a toast first. response:	Let's.
context: You're making fun of me because I'm from a rural village, aren't you?!\I'm not making fun of you!\Before you,\even those two moons would run away from embarrassment.\Montmorency the Perfume...\I'm sure you say the same thing to all the girls.\Wait, let's have a toast first.\Let's. response:	Hm?
context: I'm not making fun of you!\Before you,\even those two moons would run away from embarrassment.\Montmorency the Perfume...\I'm sure you say the same thing to all the girls.\Wait, let's have a toast first.\Let's.\Hm? response:	What?
context: Before you,\even those two moons would run away from embarrassment.\Montmorency the Perfume...\I'm sure you say the same thing to all the girls.\Wait, let's have a toast first.\Let's.\Hm?\What? response:	Isn't that Louise?
context: even those two moons would run away from embarrassment.\Montmorency the Perfume...\I'm sure you say the same thing to all the girls.\Wait, let's have a toast first.\Let's.\Hm?\What?\Isn't that Louise? response:	What is she doing this late at night?
context: Montmorency the Perfume...\I'm sure you say the same thing to all the girls.\Wait, let's have a toast first.\Let's.\Hm?\What?\Isn't that Louise?\What is she doing this late at night? response:	Who knows?
context: I'm sure you say the same thing to all the girls.\Wait, let's have a toast first.\Let's.\Hm?\What?\Isn't that Louise?\What is she doing this late at night?\Who knows? response:	Sheesh! How late does that dog intend on strolling around for?
context: Wait, let's have a toast first.\Let's.\Hm?\What?\Isn't that Louise?\What is she doing this late at night?\Who knows?\Sheesh! How late does that dog intend on strolling around for? response:	It's like a story that my great-grandfather once told.
context: Let's.\Hm?\What?\Isn't that Louise?\What is she doing this late at night?\Who knows?\Sheesh! How late does that dog intend on strolling around for?\It's like a story that my great-grandfather once told. response:	Your great-grandfather?
context: Hm?\What?\Isn't that Louise?\What is she doing this late at night?\Who knows?\Sheesh! How late does that dog intend on strolling around for?\It's like a story that my great-grandfather once told.\Your great-grandfather? response:	He passed away before I was born.
context: What?\Isn't that Louise?\What is she doing this late at night?\Who knows?\Sheesh! How late does that dog intend on strolling around for?\It's like a story that my great-grandfather once told.\Your great-grandfather?\He passed away before I was born. response:	But I hear he always said that he was from a different world far away,
context: Isn't that Louise?\What is she doing this late at night?\Who knows?\Sheesh! How late does that dog intend on strolling around for?\It's like a story that my great-grandfather once told.\Your great-grandfather?\He passed away before I was born.\But I hear he always said that he was from a different world far away, response:	and that he fell from the sky.
context: What is she doing this late at night?\Who knows?\Sheesh! How late does that dog intend on strolling around for?\It's like a story that my great-grandfather once told.\Your great-grandfather?\He passed away before I was born.\But I hear he always said that he was from a different world far away,\and that he fell from the sky. response:	A different world? From the sky?
context: Who knows?\Sheesh! How late does that dog intend on strolling around for?\It's like a story that my great-grandfather once told.\Your great-grandfather?\He passed away before I was born.\But I hear he always said that he was from a different world far away,\and that he fell from the sky.\A different world? From the sky? response:	Siesta, that's...
context: Sheesh! How late does that dog intend on strolling around for?\It's like a story that my great-grandfather once told.\Your great-grandfather?\He passed away before I was born.\But I hear he always said that he was from a different world far away,\and that he fell from the sky.\A different world? From the sky?\Siesta, that's... response:	I have to get back soon.
context: It's like a story that my great-grandfather once told.\Your great-grandfather?\He passed away before I was born.\But I hear he always said that he was from a different world far away,\and that he fell from the sky.\A different world? From the sky?\Siesta, that's...\I have to get back soon. response:	That's right...
context: Your great-grandfather?\He passed away before I was born.\But I hear he always said that he was from a different world far away,\and that he fell from the sky.\A different world? From the sky?\Siesta, that's...\I have to get back soon.\That's right... response:	Thank you very much.
context: He passed away before I was born.\But I hear he always said that he was from a different world far away,\and that he fell from the sky.\A different world? From the sky?\Siesta, that's...\I have to get back soon.\That's right...\Thank you very much. response:	It was very fun, and the bath was lovely.
context: But I hear he always said that he was from a different world far away,\and that he fell from the sky.\A different world? From the sky?\Siesta, that's...\I have to get back soon.\That's right...\Thank you very much.\It was very fun, and the bath was lovely. response:	That's great.
context: and that he fell from the sky.\A different world? From the sky?\Siesta, that's...\I have to get back soon.\That's right...\Thank you very much.\It was very fun, and the bath was lovely.\That's great. response:	Um, but...
context: A different world? From the sky?\Siesta, that's...\I have to get back soon.\That's right...\Thank you very much.\It was very fun, and the bath was lovely.\That's great.\Um, but... response:	What was most lovely about it
context: Siesta, that's...\I have to get back soon.\That's right...\Thank you very much.\It was very fun, and the bath was lovely.\That's great.\Um, but...\What was most lovely about it response:	might be you.
context: I have to get back soon.\That's right...\Thank you very much.\It was very fun, and the bath was lovely.\That's great.\Um, but...\What was most lovely about it\might be you. response:	Good night!
context: That's right...\Thank you very much.\It was very fun, and the bath was lovely.\That's great.\Um, but...\What was most lovely about it\might be you.\Good night! response:	Am I a bit flushed?
context: Thank you very much.\It was very fun, and the bath was lovely.\That's great.\Um, but...\What was most lovely about it\might be you.\Good night!\Am I a bit flushed? response:	What is that?
context: It was very fun, and the bath was lovely.\That's great.\Um, but...\What was most lovely about it\might be you.\Good night!\Am I a bit flushed?\What is that? response:	A secret tryst, all naked?!
context: That's great.\Um, but...\What was most lovely about it\might be you.\Good night!\Am I a bit flushed?\What is that?\A secret tryst, all naked?! response:	He's a familiar, only a familiar!
context: Um, but...\What was most lovely about it\might be you.\Good night!\Am I a bit flushed?\What is that?\A secret tryst, all naked?!\He's a familiar, only a familiar! response:	There are limits as to how lewd one can be!
context: What was most lovely about it\might be you.\Good night!\Am I a bit flushed?\What is that?\A secret tryst, all naked?!\He's a familiar, only a familiar!\There are limits as to how lewd one can be! response:	In the first place, why do I have to sneak about like this?!
context: might be you.\Good night!\Am I a bit flushed?\What is that?\A secret tryst, all naked?!\He's a familiar, only a familiar!\There are limits as to how lewd one can be!\In the first place, why do I have to sneak about like this?! response:	Oh, geez! It irritates me!
context: Good night!\Am I a bit flushed?\What is that?\A secret tryst, all naked?!\He's a familiar, only a familiar!\There are limits as to how lewd one can be!\In the first place, why do I have to sneak about like this?!\Oh, geez! It irritates me! response:	My Montmorency...
context: Am I a bit flushed?\What is that?\A secret tryst, all naked?!\He's a familiar, only a familiar!\There are limits as to how lewd one can be!\In the first place, why do I have to sneak about like this?!\Oh, geez! It irritates me!\My Montmorency... response:	Don't be impatient. The toast is first.
context: What is that?\A secret tryst, all naked?!\He's a familiar, only a familiar!\There are limits as to how lewd one can be!\In the first place, why do I have to sneak about like this?!\Oh, geez! It irritates me!\My Montmorency...\Don't be impatient. The toast is first. response:	In front of you, I even forget how to be a gentleman.
context: A secret tryst, all naked?!\He's a familiar, only a familiar!\There are limits as to how lewd one can be!\In the first place, why do I have to sneak about like this?!\Oh, geez! It irritates me!\My Montmorency...\Don't be impatient. The toast is first.\In front of you, I even forget how to be a gentleman. response:	A naked woman is flying in the skies!
context: He's a familiar, only a familiar!\There are limits as to how lewd one can be!\In the first place, why do I have to sneak about like this?!\Oh, geez! It irritates me!\My Montmorency...\Don't be impatient. The toast is first.\In front of you, I even forget how to be a gentleman.\A naked woman is flying in the skies! response:	Where? Where, where?
context: There are limits as to how lewd one can be!\In the first place, why do I have to sneak about like this?!\Oh, geez! It irritates me!\My Montmorency...\Don't be impatient. The toast is first.\In front of you, I even forget how to be a gentleman.\A naked woman is flying in the skies!\Where? Where, where? response:	Where? Where, where, where? Where is she?
context: In the first place, why do I have to sneak about like this?!\Oh, geez! It irritates me!\My Montmorency...\Don't be impatient. The toast is first.\In front of you, I even forget how to be a gentleman.\A naked woman is flying in the skies!\Where? Where, where?\Where? Where, where, where? Where is she? response:	Hey, where, where?
context: Oh, geez! It irritates me!\My Montmorency...\Don't be impatient. The toast is first.\In front of you, I even forget how to be a gentleman.\A naked woman is flying in the skies!\Where? Where, where?\Where? Where, where, where? Where is she?\Hey, where, where? response:	If it isn't Louise.
context: My Montmorency...\Don't be impatient. The toast is first.\In front of you, I even forget how to be a gentleman.\A naked woman is flying in the skies!\Where? Where, where?\Where? Where, where, where? Where is she?\Hey, where, where?\If it isn't Louise. response:	What have you been doing?
context: Don't be impatient. The toast is first.\In front of you, I even forget how to be a gentleman.\A naked woman is flying in the skies!\Where? Where, where?\Where? Where, where, where? Where is she?\Hey, where, where?\If it isn't Louise.\What have you been doing? response:	Leave me alone. And I'll take this!
context: In front of you, I even forget how to be a gentleman.\A naked woman is flying in the skies!\Where? Where, where?\Where? Where, where, where? Where is she?\Hey, where, where?\If it isn't Louise.\What have you been doing?\Leave me alone. And I'll take this! response:	She drank it!
context: A naked woman is flying in the skies!\Where? Where, where?\Where? Where, where, where? Where is she?\Hey, where, where?\If it isn't Louise.\What have you been doing?\Leave me alone. And I'll take this!\She drank it! response:	Thanks!
context: Where? Where, where?\Where? Where, where, where? Where is she?\Hey, where, where?\If it isn't Louise.\What have you been doing?\Leave me alone. And I'll take this!\She drank it!\Thanks! response:	Oh, no...
context: Where? Where, where, where? Where is she?\Hey, where, where?\If it isn't Louise.\What have you been doing?\Leave me alone. And I'll take this!\She drank it!\Thanks!\Oh, no... response:	I'm back!
context: Hey, where, where?\If it isn't Louise.\What have you been doing?\Leave me alone. And I'll take this!\She drank it!\Thanks!\Oh, no...\I'm back! response:	You were out rather late.
context: If it isn't Louise.\What have you been doing?\Leave me alone. And I'll take this!\She drank it!\Thanks!\Oh, no...\I'm back!\You were out rather late. response:	I took a proper bath for the first time in a while,
context: What have you been doing?\Leave me alone. And I'll take this!\She drank it!\Thanks!\Oh, no...\I'm back!\You were out rather late.\I took a proper bath for the first time in a while, response:	so I took a good long soak.
context: Leave me alone. And I'll take this!\She drank it!\Thanks!\Oh, no...\I'm back!\You were out rather late.\I took a proper bath for the first time in a while,\so I took a good long soak. response:	Oh, it felt nice.
context: She drank it!\Thanks!\Oh, no...\I'm back!\You were out rather late.\I took a proper bath for the first time in a while,\so I took a good long soak.\Oh, it felt nice. response:	I'll just bet that it felt nice.
context: Thanks!\Oh, no...\I'm back!\You were out rather late.\I took a proper bath for the first time in a while,\so I took a good long soak.\Oh, it felt nice.\I'll just bet that it felt nice. response:	What do you mean?
context: Oh, no...\I'm back!\You were out rather late.\I took a proper bath for the first time in a while,\so I took a good long soak.\Oh, it felt nice.\I'll just bet that it felt nice.\What do you mean? response:	You think you can fool your master?
context: I'm back!\You were out rather late.\I took a proper bath for the first time in a while,\so I took a good long soak.\Oh, it felt nice.\I'll just bet that it felt nice.\What do you mean?\You think you can fool your master? response:	What are you talking...
context: You were out rather late.\I took a proper bath for the first time in a while,\so I took a good long soak.\Oh, it felt nice.\I'll just bet that it felt nice.\What do you mean?\You think you can fool your master?\What are you talking... response:	Hey, what's wrong? Your face is all red!
context: I took a proper bath for the first time in a while,\so I took a good long soak.\Oh, it felt nice.\I'll just bet that it felt nice.\What do you mean?\You think you can fool your master?\What are you talking...\Hey, what's wrong? Your face is all red! response:	My face doesn't matter!
context: so I took a good long soak.\Oh, it felt nice.\I'll just bet that it felt nice.\What do you mean?\You think you can fool your master?\What are you talking...\Hey, what's wrong? Your face is all red!\My face doesn't matter! response:	Hey, Louise, are you all right?
context: Oh, it felt nice.\I'll just bet that it felt nice.\What do you mean?\You think you can fool your master?\What are you talking...\Hey, what's wrong? Your face is all red!\My face doesn't matter!\Hey, Louise, are you all right? response:	Saito... Saito...
context: I'll just bet that it felt nice.\What do you mean?\You think you can fool your master?\What are you talking...\Hey, what's wrong? Your face is all red!\My face doesn't matter!\Hey, Louise, are you all right?\Saito... Saito... response:	What?
context: What do you mean?\You think you can fool your master?\What are you talking...\Hey, what's wrong? Your face is all red!\My face doesn't matter!\Hey, Louise, are you all right?\Saito... Saito...\What? response:	Saito!
context: You think you can fool your master?\What are you talking...\Hey, what's wrong? Your face is all red!\My face doesn't matter!\Hey, Louise, are you all right?\Saito... Saito...\What?\Saito! response:	Idiot, idiot, idiot! Saito, you're an idiot!
context: What are you talking...\Hey, what's wrong? Your face is all red!\My face doesn't matter!\Hey, Louise, are you all right?\Saito... Saito...\What?\Saito!\Idiot, idiot, idiot! Saito, you're an idiot! response:	Why did you leave me alone to be with a girl like that?!
context: Hey, what's wrong? Your face is all red!\My face doesn't matter!\Hey, Louise, are you all right?\Saito... Saito...\What?\Saito!\Idiot, idiot, idiot! Saito, you're an idiot!\Why did you leave me alone to be with a girl like that?! response:	Saito, you idiot! Idiot!
context: My face doesn't matter!\Hey, Louise, are you all right?\Saito... Saito...\What?\Saito!\Idiot, idiot, idiot! Saito, you're an idiot!\Why did you leave me alone to be with a girl like that?!\Saito, you idiot! Idiot! response:	What kind of a joke is this?
context: Hey, Louise, are you all right?\Saito... Saito...\What?\Saito!\Idiot, idiot, idiot! Saito, you're an idiot!\Why did you leave me alone to be with a girl like that?!\Saito, you idiot! Idiot!\What kind of a joke is this? response:	A joke? You're so cruel.
context: Saito... Saito...\What?\Saito!\Idiot, idiot, idiot! Saito, you're an idiot!\Why did you leave me alone to be with a girl like that?!\Saito, you idiot! Idiot!\What kind of a joke is this?\A joke? You're so cruel. response:	I love you so much!
context: What?\Saito!\Idiot, idiot, idiot! Saito, you're an idiot!\Why did you leave me alone to be with a girl like that?!\Saito, you idiot! Idiot!\What kind of a joke is this?\A joke? You're so cruel.\I love you so much! response:	Coming!
context: Saito!\Idiot, idiot, idiot! Saito, you're an idiot!\Why did you leave me alone to be with a girl like that?!\Saito, you idiot! Idiot!\What kind of a joke is this?\A joke? You're so cruel.\I love you so much!\Coming! response:	Oh no, just as I thought...
context: Idiot, idiot, idiot! Saito, you're an idiot!\Why did you leave me alone to be with a girl like that?!\Saito, you idiot! Idiot!\What kind of a joke is this?\A joke? You're so cruel.\I love you so much!\Coming!\Oh no, just as I thought... response:	Just as you thought?
context: Why did you leave me alone to be with a girl like that?!\Saito, you idiot! Idiot!\What kind of a joke is this?\A joke? You're so cruel.\I love you so much!\Coming!\Oh no, just as I thought...\Just as you thought? response:	It is an order from the King.
context: Saito, you idiot! Idiot!\What kind of a joke is this?\A joke? You're so cruel.\I love you so much!\Coming!\Oh no, just as I thought...\Just as you thought?\It is an order from the King. response:	Order?
context: What kind of a joke is this?\A joke? You're so cruel.\I love you so much!\Coming!\Oh no, just as I thought...\Just as you thought?\It is an order from the King.\Order? response:	How soon will you start it?
context: A joke? You're so cruel.\I love you so much!\Coming!\Oh no, just as I thought...\Just as you thought?\It is an order from the King.\Order?\How soon will you start it? response:	Tomorrow evening.
context: I love you so much!\Coming!\Oh no, just as I thought...\Just as you thought?\It is an order from the King.\Order?\How soon will you start it?\Tomorrow evening. response:	I wish you the best of luck.
context: Coming!\Oh no, just as I thought...\Just as you thought?\It is an order from the King.\Order?\How soon will you start it?\Tomorrow evening.\I wish you the best of luck. response:	Then, you came home for this?
context: Oh no, just as I thought...\Just as you thought?\It is an order from the King.\Order?\How soon will you start it?\Tomorrow evening.\I wish you the best of luck.\Then, you came home for this? response:	Wait here.
context: Just as you thought?\It is an order from the King.\Order?\How soon will you start it?\Tomorrow evening.\I wish you the best of luck.\Then, you came home for this?\Wait here. response:	I'm sorry. I heard everything from that guy.
context: It is an order from the King.\Order?\How soon will you start it?\Tomorrow evening.\I wish you the best of luck.\Then, you came home for this?\Wait here.\I'm sorry. I heard everything from that guy. response:	So I'm going to go with you.
context: Order?\How soon will you start it?\Tomorrow evening.\I wish you the best of luck.\Then, you came home for this?\Wait here.\I'm sorry. I heard everything from that guy.\So I'm going to go with you. response:	Danger...
context: How soon will you start it?\Tomorrow evening.\I wish you the best of luck.\Then, you came home for this?\Wait here.\I'm sorry. I heard everything from that guy.\So I'm going to go with you.\Danger... response:	That's why I'm coming with you.
context: Tomorrow evening.\I wish you the best of luck.\Then, you came home for this?\Wait here.\I'm sorry. I heard everything from that guy.\So I'm going to go with you.\Danger...\That's why I'm coming with you. response:	I accepted the challenge lightly, but this is one big affair.
context: I wish you the best of luck.\Then, you came home for this?\Wait here.\I'm sorry. I heard everything from that guy.\So I'm going to go with you.\Danger...\That's why I'm coming with you.\I accepted the challenge lightly, but this is one big affair. response:	Mother...
context: Then, you came home for this?\Wait here.\I'm sorry. I heard everything from that guy.\So I'm going to go with you.\Danger...\That's why I'm coming with you.\I accepted the challenge lightly, but this is one big affair.\Mother... response:	No, don't drink that, Mother!
context: Wait here.\I'm sorry. I heard everything from that guy.\So I'm going to go with you.\Danger...\That's why I'm coming with you.\I accepted the challenge lightly, but this is one big affair.\Mother...\No, don't drink that, Mother! response:	My fever will warm it up and melt it away.
context: I'm sorry. I heard everything from that guy.\So I'm going to go with you.\Danger...\That's why I'm coming with you.\I accepted the challenge lightly, but this is one big affair.\Mother...\No, don't drink that, Mother!\My fever will warm it up and melt it away. response:	So rest assured, and sleep tight,
context: So I'm going to go with you.\Danger...\That's why I'm coming with you.\I accepted the challenge lightly, but this is one big affair.\Mother...\No, don't drink that, Mother!\My fever will warm it up and melt it away.\So rest assured, and sleep tight, response:	Charlotte.
context: Danger...\That's why I'm coming with you.\I accepted the challenge lightly, but this is one big affair.\Mother...\No, don't drink that, Mother!\My fever will warm it up and melt it away.\So rest assured, and sleep tight,\Charlotte. response:	As if I were under a real magic spell
context: That's why I'm coming with you.\I accepted the challenge lightly, but this is one big affair.\Mother...\No, don't drink that, Mother!\My fever will warm it up and melt it away.\So rest assured, and sleep tight,\Charlotte.\As if I were under a real magic spell response:	A bright smile is burnt onto my heart
context: I accepted the challenge lightly, but this is one big affair.\Mother...\No, don't drink that, Mother!\My fever will warm it up and melt it away.\So rest assured, and sleep tight,\Charlotte.\As if I were under a real magic spell\A bright smile is burnt onto my heart response:	But each time I see you, I give you a pointy, cold shoulder
context: Mother...\No, don't drink that, Mother!\My fever will warm it up and melt it away.\So rest assured, and sleep tight,\Charlotte.\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder response:	Why do I act mean towards the one that I think about the most?
context: No, don't drink that, Mother!\My fever will warm it up and melt it away.\So rest assured, and sleep tight,\Charlotte.\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most? response:	My true feelings, the shards of loneliness
context: My fever will warm it up and melt it away.\So rest assured, and sleep tight,\Charlotte.\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness response:	In the deepest part of my heart, I'm calling for you
context: So rest assured, and sleep tight,\Charlotte.\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you response:	For the day to start from zero
context: Charlotte.\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero response:	I love you so, so, so much, Saito!
context: As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\I love you so, so, so much, Saito! response:	But why are you making that face?
context: A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\I love you so, so, so much, Saito!\But why are you making that face? response:	Sheesh! Idiot, idiot, idiot! Saito, you're an idiot!
