context: Yum! response:	Delicious! So juicy...
context: Just a little more... Let's keep it up!\Good... I was getting worried.\I'm starving.\Rain?\Dire Wolf, Lv. 32 Rank/ Party\A dire wolf!\And it isn't alone...\Willow Spirits! response:	Emergency Spell: Prayer to the Four Quarters!
context: Good... I was getting worried.\I'm starving.\Rain?\Dire Wolf, Lv. 32 Rank/ Party\A dire wolf!\And it isn't alone...\Willow Spirits!\Emergency Spell: Prayer to the Four Quarters! response:	Minori
context: I'm starving.\Rain?\Dire Wolf, Lv. 32 Rank/ Party\A dire wolf!\And it isn't alone...\Willow Spirits!\Emergency Spell: Prayer to the Four Quarters!\Minori response:	Please stop!
context: Rain?\Dire Wolf, Lv. 32 Rank/ Party\A dire wolf!\And it isn't alone...\Willow Spirits!\Emergency Spell: Prayer to the Four Quarters!\Minori\Please stop! response:	Serara, focus on the dire wolf.
context: Dire Wolf, Lv. 32 Rank/ Party\A dire wolf!\And it isn't alone...\Willow Spirits!\Emergency Spell: Prayer to the Four Quarters!\Minori\Please stop!\Serara, focus on the dire wolf. response:	But then I can't heal.
context: A dire wolf!\And it isn't alone...\Willow Spirits!\Emergency Spell: Prayer to the Four Quarters!\Minori\Please stop!\Serara, focus on the dire wolf.\But then I can't heal. response:	I'll handle the healing!
context: And it isn't alone...\Willow Spirits!\Emergency Spell: Prayer to the Four Quarters!\Minori\Please stop!\Serara, focus on the dire wolf.\But then I can't heal.\I'll handle the healing! response:	Two dire wolves and the hobgoblins...
context: Willow Spirits!\Emergency Spell: Prayer to the Four Quarters!\Minori\Please stop!\Serara, focus on the dire wolf.\But then I can't heal.\I'll handle the healing!\Two dire wolves and the hobgoblins... response:	If they attack at once, Tohya won't...
context: Emergency Spell: Prayer to the Four Quarters!\Minori\Please stop!\Serara, focus on the dire wolf.\But then I can't heal.\I'll handle the healing!\Two dire wolves and the hobgoblins...\If they attack at once, Tohya won't... response:	Tohya,
context: Minori\Please stop!\Serara, focus on the dire wolf.\But then I can't heal.\I'll handle the healing!\Two dire wolves and the hobgoblins...\If they attack at once, Tohya won't...\Tohya, response:	you take the hobgoblins and one of the wolves.
context: Please stop!\Serara, focus on the dire wolf.\But then I can't heal.\I'll handle the healing!\Two dire wolves and the hobgoblins...\If they attack at once, Tohya won't...\Tohya,\you take the hobgoblins and one of the wolves. response:	Rudy! Isuzu!
context: Serara, focus on the dire wolf.\But then I can't heal.\I'll handle the healing!\Two dire wolves and the hobgoblins...\If they attack at once, Tohya won't...\Tohya,\you take the hobgoblins and one of the wolves.\Rudy! Isuzu! response:	Prayer to the Four Quarters will last another thirty-two seconds.
context: But then I can't heal.\I'll handle the healing!\Two dire wolves and the hobgoblins...\If they attack at once, Tohya won't...\Tohya,\you take the hobgoblins and one of the wolves.\Rudy! Isuzu!\Prayer to the Four Quarters will last another thirty-two seconds. response:	Before it runs out...
context: I'll handle the healing!\Two dire wolves and the hobgoblins...\If they attack at once, Tohya won't...\Tohya,\you take the hobgoblins and one of the wolves.\Rudy! Isuzu!\Prayer to the Four Quarters will last another thirty-two seconds.\Before it runs out... response:	Okay!
context: Two dire wolves and the hobgoblins...\If they attack at once, Tohya won't...\Tohya,\you take the hobgoblins and one of the wolves.\Rudy! Isuzu!\Prayer to the Four Quarters will last another thirty-two seconds.\Before it runs out...\Okay! response:	Roger!
context: If they attack at once, Tohya won't...\Tohya,\you take the hobgoblins and one of the wolves.\Rudy! Isuzu!\Prayer to the Four Quarters will last another thirty-two seconds.\Before it runs out...\Okay!\Roger! response:	When you encounter a difficult opponent, there are a number of different strategies.
context: Tohya,\you take the hobgoblins and one of the wolves.\Rudy! Isuzu!\Prayer to the Four Quarters will last another thirty-two seconds.\Before it runs out...\Okay!\Roger!\When you encounter a difficult opponent, there are a number of different strategies. response:	One example is to eliminate the weaker ones first.
context: you take the hobgoblins and one of the wolves.\Rudy! Isuzu!\Prayer to the Four Quarters will last another thirty-two seconds.\Before it runs out...\Okay!\Roger!\When you encounter a difficult opponent, there are a number of different strategies.\One example is to eliminate the weaker ones first. response:	By lowering the number of potential attackers,
context: Rudy! Isuzu!\Prayer to the Four Quarters will last another thirty-two seconds.\Before it runs out...\Okay!\Roger!\When you encounter a difficult opponent, there are a number of different strategies.\One example is to eliminate the weaker ones first.\By lowering the number of potential attackers, response:	you also limit the amount of damage they deal.
context: Prayer to the Four Quarters will last another thirty-two seconds.\Before it runs out...\Okay!\Roger!\When you encounter a difficult opponent, there are a number of different strategies.\One example is to eliminate the weaker ones first.\By lowering the number of potential attackers,\you also limit the amount of damage they deal. response:	Frigid Wind!
context: Before it runs out...\Okay!\Roger!\When you encounter a difficult opponent, there are a number of different strategies.\One example is to eliminate the weaker ones first.\By lowering the number of potential attackers,\you also limit the amount of damage they deal.\Frigid Wind! response:	Resonance Beat!
context: Okay!\Roger!\When you encounter a difficult opponent, there are a number of different strategies.\One example is to eliminate the weaker ones first.\By lowering the number of potential attackers,\you also limit the amount of damage they deal.\Frigid Wind!\Resonance Beat! response:	Tohya!
context: Roger!\When you encounter a difficult opponent, there are a number of different strategies.\One example is to eliminate the weaker ones first.\By lowering the number of potential attackers,\you also limit the amount of damage they deal.\Frigid Wind!\Resonance Beat!\Tohya! response:	Miss Isuzu, we must eliminate that other dire wolf now!
context: When you encounter a difficult opponent, there are a number of different strategies.\One example is to eliminate the weaker ones first.\By lowering the number of potential attackers,\you also limit the amount of damage they deal.\Frigid Wind!\Resonance Beat!\Tohya!\Miss Isuzu, we must eliminate that other dire wolf now! response:	Yeah.
context: One example is to eliminate the weaker ones first.\By lowering the number of potential attackers,\you also limit the amount of damage they deal.\Frigid Wind!\Resonance Beat!\Tohya!\Miss Isuzu, we must eliminate that other dire wolf now!\Yeah. response:	No!
context: By lowering the number of potential attackers,\you also limit the amount of damage they deal.\Frigid Wind!\Resonance Beat!\Tohya!\Miss Isuzu, we must eliminate that other dire wolf now!\Yeah.\No! response:	The healing can't keep up!
context: you also limit the amount of damage they deal.\Frigid Wind!\Resonance Beat!\Tohya!\Miss Isuzu, we must eliminate that other dire wolf now!\Yeah.\No!\The healing can't keep up! response:	Two dire wolves and the hobgoblins...
context: Frigid Wind!\Resonance Beat!\Tohya!\Miss Isuzu, we must eliminate that other dire wolf now!\Yeah.\No!\The healing can't keep up!\Two dire wolves and the hobgoblins... response:	If Tohya's HP keeps going down like this...
context: Resonance Beat!\Tohya!\Miss Isuzu, we must eliminate that other dire wolf now!\Yeah.\No!\The healing can't keep up!\Two dire wolves and the hobgoblins...\If Tohya's HP keeps going down like this... response:	In nine seconds, Tohya will...
context: Tohya!\Miss Isuzu, we must eliminate that other dire wolf now!\Yeah.\No!\The healing can't keep up!\Two dire wolves and the hobgoblins...\If Tohya's HP keeps going down like this...\In nine seconds, Tohya will... response:	Eight seconds until I can cast Purification Barrier again.
context: Miss Isuzu, we must eliminate that other dire wolf now!\Yeah.\No!\The healing can't keep up!\Two dire wolves and the hobgoblins...\If Tohya's HP keeps going down like this...\In nine seconds, Tohya will...\Eight seconds until I can cast Purification Barrier again. response:	No, a barrier like that won't work against these opponents.
context: Yeah.\No!\The healing can't keep up!\Two dire wolves and the hobgoblins...\If Tohya's HP keeps going down like this...\In nine seconds, Tohya will...\Eight seconds until I can cast Purification Barrier again.\No, a barrier like that won't work against these opponents. response:	If Tohya loses...
context: No!\The healing can't keep up!\Two dire wolves and the hobgoblins...\If Tohya's HP keeps going down like this...\In nine seconds, Tohya will...\Eight seconds until I can cast Purification Barrier again.\No, a barrier like that won't work against these opponents.\If Tohya loses... response:	If he loses...
context: The healing can't keep up!\Two dire wolves and the hobgoblins...\If Tohya's HP keeps going down like this...\In nine seconds, Tohya will...\Eight seconds until I can cast Purification Barrier again.\No, a barrier like that won't work against these opponents.\If Tohya loses...\If he loses... response:	Rudy!
context: Two dire wolves and the hobgoblins...\If Tohya's HP keeps going down like this...\In nine seconds, Tohya will...\Eight seconds until I can cast Purification Barrier again.\No, a barrier like that won't work against these opponents.\If Tohya loses...\If he loses...\Rudy! response:	Rudy!
context: If Tohya's HP keeps going down like this...\In nine seconds, Tohya will...\Eight seconds until I can cast Purification Barrier again.\No, a barrier like that won't work against these opponents.\If Tohya loses...\If he loses...\Rudy!\Rudy! response:	Mister Tohya!
context: In nine seconds, Tohya will...\Eight seconds until I can cast Purification Barrier again.\No, a barrier like that won't work against these opponents.\If Tohya loses...\If he loses...\Rudy!\Rudy!\Mister Tohya! response:	Leave the doggies to me!
context: Eight seconds until I can cast Purification Barrier again.\No, a barrier like that won't work against these opponents.\If Tohya loses...\If he loses...\Rudy!\Rudy!\Mister Tohya!\Leave the doggies to me! response:	That's crazy!
context: No, a barrier like that won't work against these opponents.\If Tohya loses...\If he loses...\Rudy!\Rudy!\Mister Tohya!\Leave the doggies to me!\That's crazy! response:	Rudy, you're a...
context: If Tohya loses...\If he loses...\Rudy!\Rudy!\Mister Tohya!\Leave the doggies to me!\That's crazy!\Rudy, you're a... response:	Don't worry, Miss Isuzu!
context: If he loses...\Rudy!\Rudy!\Mister Tohya!\Leave the doggies to me!\That's crazy!\Rudy, you're a...\Don't worry, Miss Isuzu! response:	I won't lose to these mutts!
context: Rudy!\Rudy!\Mister Tohya!\Leave the doggies to me!\That's crazy!\Rudy, you're a...\Don't worry, Miss Isuzu!\I won't lose to these mutts! response:	Rudy!
context: Rudy!\Mister Tohya!\Leave the doggies to me!\That's crazy!\Rudy, you're a...\Don't worry, Miss Isuzu!\I won't lose to these mutts!\Rudy! response:	Don't underestimate me... I am...
context: Mister Tohya!\Leave the doggies to me!\That's crazy!\Rudy, you're a...\Don't worry, Miss Isuzu!\I won't lose to these mutts!\Rudy!\Don't underestimate me... I am... response:	I am Rundel Haus Code...
context: Leave the doggies to me!\That's crazy!\Rudy, you're a...\Don't worry, Miss Isuzu!\I won't lose to these mutts!\Rudy!\Don't underestimate me... I am...\I am Rundel Haus Code... response:	An adventurer!
context: That's crazy!\Rudy, you're a...\Don't worry, Miss Isuzu!\I won't lose to these mutts!\Rudy!\Don't underestimate me... I am...\I am Rundel Haus Code...\An adventurer! response:	Rudy!
context: Rudy, you're a...\Don't worry, Miss Isuzu!\I won't lose to these mutts!\Rudy!\Don't underestimate me... I am...\I am Rundel Haus Code...\An adventurer!\Rudy! response:	Rudy!
context: Don't worry, Miss Isuzu!\I won't lose to these mutts!\Rudy!\Don't underestimate me... I am...\I am Rundel Haus Code...\An adventurer!\Rudy!\Rudy! response:	If we don't do something...
context: I won't lose to these mutts!\Rudy!\Don't underestimate me... I am...\I am Rundel Haus Code...\An adventurer!\Rudy!\Rudy!\If we don't do something... response:	I'll do it.
context: Rudy!\Don't underestimate me... I am...\I am Rundel Haus Code...\An adventurer!\Rudy!\Rudy!\If we don't do something...\I'll do it. response:	Nature Revive!
context: Don't underestimate me... I am...\I am Rundel Haus Code...\An adventurer!\Rudy!\Rudy!\If we don't do something...\I'll do it.\Nature Revive! response:	The revival spell isn't working?
context: I am Rundel Haus Code...\An adventurer!\Rudy!\Rudy!\If we don't do something...\I'll do it.\Nature Revive!\The revival spell isn't working? response:	Why?
context: An adventurer!\Rudy!\Rudy!\If we don't do something...\I'll do it.\Nature Revive!\The revival spell isn't working?\Why? response:	Minori, try another!
context: Rudy!\Rudy!\If we don't do something...\I'll do it.\Nature Revive!\The revival spell isn't working?\Why?\Minori, try another! response:	Soul-call Prayer!
context: Rudy!\If we don't do something...\I'll do it.\Nature Revive!\The revival spell isn't working?\Why?\Minori, try another!\Soul-call Prayer! response:	It isn't working.
context: If we don't do something...\I'll do it.\Nature Revive!\The revival spell isn't working?\Why?\Minori, try another!\Soul-call Prayer!\It isn't working. response:	Why not?!
context: I'll do it.\Nature Revive!\The revival spell isn't working?\Why?\Minori, try another!\Soul-call Prayer!\It isn't working.\Why not?! response:	I'm sorry.
context: Nature Revive!\The revival spell isn't working?\Why?\Minori, try another!\Soul-call Prayer!\It isn't working.\Why not?!\I'm sorry. response:	Rudy... Rudy is...
context: The revival spell isn't working?\Why?\Minori, try another!\Soul-call Prayer!\It isn't working.\Why not?!\I'm sorry.\Rudy... Rudy is... response:	Rudy is...
context: Why?\Minori, try another!\Soul-call Prayer!\It isn't working.\Why not?!\I'm sorry.\Rudy... Rudy is...\Rudy is... response:	one of the People of the Land.
context: Minori, try another!\Soul-call Prayer!\It isn't working.\Why not?!\I'm sorry.\Rudy... Rudy is...\Rudy is...\one of the People of the Land. response:	He joined our party, adventured with us, ate with us...
context: Soul-call Prayer!\It isn't working.\Why not?!\I'm sorry.\Rudy... Rudy is...\Rudy is...\one of the People of the Land.\He joined our party, adventured with us, ate with us... response:	But Rudy is...
context: It isn't working.\Why not?!\I'm sorry.\Rudy... Rudy is...\Rudy is...\one of the People of the Land.\He joined our party, adventured with us, ate with us...\But Rudy is... response:	Adding you now...
context: Why not?!\I'm sorry.\Rudy... Rudy is...\Rudy is...\one of the People of the Land.\He joined our party, adventured with us, ate with us...\But Rudy is...\Adding you now... response:	Huh?
context: I'm sorry.\Rudy... Rudy is...\Rudy is...\one of the People of the Land.\He joined our party, adventured with us, ate with us...\But Rudy is...\Adding you now...\Huh? response:	Why?
context: Rudy... Rudy is...\Rudy is...\one of the People of the Land.\He joined our party, adventured with us, ate with us...\But Rudy is...\Adding you now...\Huh?\Why? response:	Are you one of the People of the Land?
context: Rudy is...\one of the People of the Land.\He joined our party, adventured with us, ate with us...\But Rudy is...\Adding you now...\Huh?\Why?\Are you one of the People of the Land? response:	Would you keep it secret from the others, Miss Isuzu?
context: one of the People of the Land.\He joined our party, adventured with us, ate with us...\But Rudy is...\Adding you now...\Huh?\Why?\Are you one of the People of the Land?\Would you keep it secret from the others, Miss Isuzu? response:	But...
context: He joined our party, adventured with us, ate with us...\But Rudy is...\Adding you now...\Huh?\Why?\Are you one of the People of the Land?\Would you keep it secret from the others, Miss Isuzu?\But... response:	I'm going to become an adventurer.
context: But Rudy is...\Adding you now...\Huh?\Why?\Are you one of the People of the Land?\Would you keep it secret from the others, Miss Isuzu?\But...\I'm going to become an adventurer. response:	That's why he worked so hard.
context: Adding you now...\Huh?\Why?\Are you one of the People of the Land?\Would you keep it secret from the others, Miss Isuzu?\But...\I'm going to become an adventurer.\That's why he worked so hard. response:	Why he was so desperate...
context: Huh?\Why?\Are you one of the People of the Land?\Would you keep it secret from the others, Miss Isuzu?\But...\I'm going to become an adventurer.\That's why he worked so hard.\Why he was so desperate... response:	I couldn't tell him that he couldn't be an adventurer...
context: Why?\Are you one of the People of the Land?\Would you keep it secret from the others, Miss Isuzu?\But...\I'm going to become an adventurer.\That's why he worked so hard.\Why he was so desperate...\I couldn't tell him that he couldn't be an adventurer... response:	I'm sorry. I'm sorry!
context: Are you one of the People of the Land?\Would you keep it secret from the others, Miss Isuzu?\But...\I'm going to become an adventurer.\That's why he worked so hard.\Why he was so desperate...\I couldn't tell him that he couldn't be an adventurer...\I'm sorry. I'm sorry! response:	No way... Rudy is one of the People of the Land?
context: Would you keep it secret from the others, Miss Isuzu?\But...\I'm going to become an adventurer.\That's why he worked so hard.\Why he was so desperate...\I couldn't tell him that he couldn't be an adventurer...\I'm sorry. I'm sorry!\No way... Rudy is one of the People of the Land? response:	Then we can't revive him?
context: But...\I'm going to become an adventurer.\That's why he worked so hard.\Why he was so desperate...\I couldn't tell him that he couldn't be an adventurer...\I'm sorry. I'm sorry!\No way... Rudy is one of the People of the Land?\Then we can't revive him? response:	Serara, try another revival spell!
context: I'm going to become an adventurer.\That's why he worked so hard.\Why he was so desperate...\I couldn't tell him that he couldn't be an adventurer...\I'm sorry. I'm sorry!\No way... Rudy is one of the People of the Land?\Then we can't revive him?\Serara, try another revival spell! response:	It's still on cool down.
context: That's why he worked so hard.\Why he was so desperate...\I couldn't tell him that he couldn't be an adventurer...\I'm sorry. I'm sorry!\No way... Rudy is one of the People of the Land?\Then we can't revive him?\Serara, try another revival spell!\It's still on cool down. response:	Maybe a healing spell?
context: Why he was so desperate...\I couldn't tell him that he couldn't be an adventurer...\I'm sorry. I'm sorry!\No way... Rudy is one of the People of the Land?\Then we can't revive him?\Serara, try another revival spell!\It's still on cool down.\Maybe a healing spell? response:	When I heal him, it feels like there's some small response...
context: I couldn't tell him that he couldn't be an adventurer...\I'm sorry. I'm sorry!\No way... Rudy is one of the People of the Land?\Then we can't revive him?\Serara, try another revival spell!\It's still on cool down.\Maybe a healing spell?\When I heal him, it feels like there's some small response... response:	But I'm sorry.
context: I'm sorry. I'm sorry!\No way... Rudy is one of the People of the Land?\Then we can't revive him?\Serara, try another revival spell!\It's still on cool down.\Maybe a healing spell?\When I heal him, it feels like there's some small response...\But I'm sorry. response:	If reviving doesn't work...
context: No way... Rudy is one of the People of the Land?\Then we can't revive him?\Serara, try another revival spell!\It's still on cool down.\Maybe a healing spell?\When I heal him, it feels like there's some small response...\But I'm sorry.\If reviving doesn't work... response:	There's still hope!
context: Then we can't revive him?\Serara, try another revival spell!\It's still on cool down.\Maybe a healing spell?\When I heal him, it feels like there's some small response...\But I'm sorry.\If reviving doesn't work...\There's still hope! response:	Help us, please... Shiroe!
context: Serara, try another revival spell!\It's still on cool down.\Maybe a healing spell?\When I heal him, it feels like there's some small response...\But I'm sorry.\If reviving doesn't work...\There's still hope!\Help us, please... Shiroe! response:	Shiroe, we need your help!
context: It's still on cool down.\Maybe a healing spell?\When I heal him, it feels like there's some small response...\But I'm sorry.\If reviving doesn't work...\There's still hope!\Help us, please... Shiroe!\Shiroe, we need your help! response:	Rundel Haus is dead.
context: Maybe a healing spell?\When I heal him, it feels like there's some small response...\But I'm sorry.\If reviving doesn't work...\There's still hope!\Help us, please... Shiroe!\Shiroe, we need your help!\Rundel Haus is dead. response:	He is one of the People of the Land.
context: When I heal him, it feels like there's some small response...\But I'm sorry.\If reviving doesn't work...\There's still hope!\Help us, please... Shiroe!\Shiroe, we need your help!\Rundel Haus is dead.\He is one of the People of the Land. response:	The People of the Land cannot revive.
context: But I'm sorry.\If reviving doesn't work...\There's still hope!\Help us, please... Shiroe!\Shiroe, we need your help!\Rundel Haus is dead.\He is one of the People of the Land.\The People of the Land cannot revive. response:	That is the law of this world.
context: If reviving doesn't work...\There's still hope!\Help us, please... Shiroe!\Shiroe, we need your help!\Rundel Haus is dead.\He is one of the People of the Land.\The People of the Land cannot revive.\That is the law of this world. response:	But to grant Minori's wish,
context: There's still hope!\Help us, please... Shiroe!\Shiroe, we need your help!\Rundel Haus is dead.\He is one of the People of the Land.\The People of the Land cannot revive.\That is the law of this world.\But to grant Minori's wish, response:	Shiroe challenges the laws...
context: Help us, please... Shiroe!\Shiroe, we need your help!\Rundel Haus is dead.\He is one of the People of the Land.\The People of the Land cannot revive.\That is the law of this world.\But to grant Minori's wish,\Shiroe challenges the laws... response:	For a true friend,
context: Shiroe, we need your help!\Rundel Haus is dead.\He is one of the People of the Land.\The People of the Land cannot revive.\That is the law of this world.\But to grant Minori's wish,\Shiroe challenges the laws...\For a true friend, response:	who would travel the world with you to find a dawn that no one has ever seen.
context: Rundel Haus is dead.\He is one of the People of the Land.\The People of the Land cannot revive.\That is the law of this world.\But to grant Minori's wish,\Shiroe challenges the laws...\For a true friend,\who would travel the world with you to find a dawn that no one has ever seen. response:	Contract
context: He is one of the People of the Land.\The People of the Land cannot revive.\That is the law of this world.\But to grant Minori's wish,\Shiroe challenges the laws...\For a true friend,\who would travel the world with you to find a dawn that no one has ever seen.\Contract response:	Next time: Contract.
context: The People of the Land cannot revive.\That is the law of this world.\But to grant Minori's wish,\Shiroe challenges the laws...\For a true friend,\who would travel the world with you to find a dawn that no one has ever seen.\Contract\Next time: Contract. response:	We will change the world.
