context: /** TS by scol **/ last update: 10/10/02 11:25PM PST response:	Let's become manga artists!!
context: Your uncle was a mangaka?\You're kidding!\It's true.\Who? What's his name?\It was a long time ago, and even if I tell you...\Who is he?\His name is Kawaguchi Tarou, and he used to write in Shonen Ju\What?! response:	He wrote Chou Hero Densetsu?!
context: You're kidding!\It's true.\Who? What's his name?\It was a long time ago, and even if I tell you...\Who is he?\His name is Kawaguchi Tarou, and he used to write in Shonen Ju\What?!\He wrote Chou Hero Densetsu?! response:	TL Note: Chou Hero Densetsu = Super Hero Legend
context: It's true.\Who? What's his name?\It was a long time ago, and even if I tell you...\Who is he?\His name is Kawaguchi Tarou, and he used to write in Shonen Ju\What?!\He wrote Chou Hero Densetsu?!\TL Note: Chou Hero Densetsu = Super Hero Legend response:	I used to watch the anime when I was a kid!
context: Who? What's his name?\It was a long time ago, and even if I tell you...\Who is he?\His name is Kawaguchi Tarou, and he used to write in Shonen Ju\What?!\He wrote Chou Hero Densetsu?!\TL Note: Chou Hero Densetsu = Super Hero Legend\I used to watch the anime when I was a kid! response:	I bought the manga volumes, too!
context: It was a long time ago, and even if I tell you...\Who is he?\His name is Kawaguchi Tarou, and he used to write in Shonen Ju\What?!\He wrote Chou Hero Densetsu?!\TL Note: Chou Hero Densetsu = Super Hero Legend\I used to watch the anime when I was a kid!\I bought the manga volumes, too! response:	I really love his manga!
context: Who is he?\His name is Kawaguchi Tarou, and he used to write in Shonen Ju\What?!\He wrote Chou Hero Densetsu?!\TL Note: Chou Hero Densetsu = Super Hero Legend\I used to watch the anime when I was a kid!\I bought the manga volumes, too!\I really love his manga! response:	That settles it!
context: His name is Kawaguchi Tarou, and he used to write in Shonen Ju\What?!\He wrote Chou Hero Densetsu?!\TL Note: Chou Hero Densetsu = Super Hero Legend\I used to watch the anime when I was a kid!\I bought the manga volumes, too!\I really love his manga!\That settles it! response:	You have the DNA of a mangaka!
context: What?!\He wrote Chou Hero Densetsu?!\TL Note: Chou Hero Densetsu = Super Hero Legend\I used to watch the anime when I was a kid!\I bought the manga volumes, too!\I really love his manga!\That settles it!\You have the DNA of a mangaka! response:	You know a lot about manga.
context: He wrote Chou Hero Densetsu?!\TL Note: Chou Hero Densetsu = Super Hero Legend\I used to watch the anime when I was a kid!\I bought the manga volumes, too!\I really love his manga!\That settles it!\You have the DNA of a mangaka!\You know a lot about manga. response:	If there's something we want to know, we can just ask your uncle.
context: TL Note: Chou Hero Densetsu = Super Hero Legend\I used to watch the anime when I was a kid!\I bought the manga volumes, too!\I really love his manga!\That settles it!\You have the DNA of a mangaka!\You know a lot about manga.\If there's something we want to know, we can just ask your uncle. response:	What DNA? He was my uncle.
context: I used to watch the anime when I was a kid!\I bought the manga volumes, too!\I really love his manga!\That settles it!\You have the DNA of a mangaka!\You know a lot about manga.\If there's something we want to know, we can just ask your uncle.\What DNA? He was my uncle. response:	My dad's little brother.
context: I bought the manga volumes, too!\I really love his manga!\That settles it!\You have the DNA of a mangaka!\You know a lot about manga.\If there's something we want to know, we can just ask your uncle.\What DNA? He was my uncle.\My dad's little brother. response:	Anyway he's...
context: I really love his manga!\That settles it!\You have the DNA of a mangaka!\You know a lot about manga.\If there's something we want to know, we can just ask your uncle.\What DNA? He was my uncle.\My dad's little brother.\Anyway he's... response:	Wait.
context: That settles it!\You have the DNA of a mangaka!\You know a lot about manga.\If there's something we want to know, we can just ask your uncle.\What DNA? He was my uncle.\My dad's little brother.\Anyway he's...\Wait. response:	Now that you mention it, Kawaguchi Tarou's art was horrible.
context: You have the DNA of a mangaka!\You know a lot about manga.\If there's something we want to know, we can just ask your uncle.\What DNA? He was my uncle.\My dad's little brother.\Anyway he's...\Wait.\Now that you mention it, Kawaguchi Tarou's art was horrible. response:	You're good.
context: You know a lot about manga.\If there's something we want to know, we can just ask your uncle.\What DNA? He was my uncle.\My dad's little brother.\Anyway he's...\Wait.\Now that you mention it, Kawaguchi Tarou's art was horrible.\You're good. response:	I guess DNA has nothing to do with it.
context: If there's something we want to know, we can just ask your uncle.\What DNA? He was my uncle.\My dad's little brother.\Anyway he's...\Wait.\Now that you mention it, Kawaguchi Tarou's art was horrible.\You're good.\I guess DNA has nothing to do with it. response:	Anyway, I'm not going to do it.
context: What DNA? He was my uncle.\My dad's little brother.\Anyway he's...\Wait.\Now that you mention it, Kawaguchi Tarou's art was horrible.\You're good.\I guess DNA has nothing to do with it.\Anyway, I'm not going to do it. response:	If that's your condition, then I don't need the notebook.
context: My dad's little brother.\Anyway he's...\Wait.\Now that you mention it, Kawaguchi Tarou's art was horrible.\You're good.\I guess DNA has nothing to do with it.\Anyway, I'm not going to do it.\If that's your condition, then I don't need the notebook. response:	See you later, you thief.
context: Anyway he's...\Wait.\Now that you mention it, Kawaguchi Tarou's art was horrible.\You're good.\I guess DNA has nothing to do with it.\Anyway, I'm not going to do it.\If that's your condition, then I don't need the notebook.\See you later, you thief. response:	Wait!
context: Wait.\Now that you mention it, Kawaguchi Tarou's art was horrible.\You're good.\I guess DNA has nothing to do with it.\Anyway, I'm not going to do it.\If that's your condition, then I don't need the notebook.\See you later, you thief.\Wait! response:	It may be a gamble,
context: Now that you mention it, Kawaguchi Tarou's art was horrible.\You're good.\I guess DNA has nothing to do with it.\Anyway, I'm not going to do it.\If that's your condition, then I don't need the notebook.\See you later, you thief.\Wait!\It may be a gamble, response:	but you'll never win the lottery if you don't buy a ticket!
context: You're good.\I guess DNA has nothing to do with it.\Anyway, I'm not going to do it.\If that's your condition, then I don't need the notebook.\See you later, you thief.\Wait!\It may be a gamble,\but you'll never win the lottery if you don't buy a ticket! response:	If you don't make manga, then you'll never make it big!
context: I guess DNA has nothing to do with it.\Anyway, I'm not going to do it.\If that's your condition, then I don't need the notebook.\See you later, you thief.\Wait!\It may be a gamble,\but you'll never win the lottery if you don't buy a ticket!\If you don't make manga, then you'll never make it big! response:	Which way are you more likely to get the Y300,000,000?
context: Anyway, I'm not going to do it.\If that's your condition, then I don't need the notebook.\See you later, you thief.\Wait!\It may be a gamble,\but you'll never win the lottery if you don't buy a ticket!\If you don't make manga, then you'll never make it big!\Which way are you more likely to get the Y300,000,000? response:	My uncle also used to say things like that.
context: If that's your condition, then I don't need the notebook.\See you later, you thief.\Wait!\It may be a gamble,\but you'll never win the lottery if you don't buy a ticket!\If you don't make manga, then you'll never make it big!\Which way are you more likely to get the Y300,000,000?\My uncle also used to say things like that. response:	Come on, let's try it!
context: See you later, you thief.\Wait!\It may be a gamble,\but you'll never win the lottery if you don't buy a ticket!\If you don't make manga, then you'll never make it big!\Which way are you more likely to get the Y300,000,000?\My uncle also used to say things like that.\Come on, let's try it! response:	You know, book reports and manga are completely different.
context: Wait!\It may be a gamble,\but you'll never win the lottery if you don't buy a ticket!\If you don't make manga, then you'll never make it big!\Which way are you more likely to get the Y300,000,000?\My uncle also used to say things like that.\Come on, let's try it!\You know, book reports and manga are completely different. response:	I know that.
context: It may be a gamble,\but you'll never win the lottery if you don't buy a ticket!\If you don't make manga, then you'll never make it big!\Which way are you more likely to get the Y300,000,000?\My uncle also used to say things like that.\Come on, let's try it!\You know, book reports and manga are completely different.\I know that. response:	I wrote my compositions after carefully calculating the best way to earn the approval of the judges.
context: but you'll never win the lottery if you don't buy a ticket!\If you don't make manga, then you'll never make it big!\Which way are you more likely to get the Y300,000,000?\My uncle also used to say things like that.\Come on, let's try it!\You know, book reports and manga are completely different.\I know that.\I wrote my compositions after carefully calculating the best way to earn the approval of the judges. response:	Now, I just have to aim to earn the approval of publishers and readers.
context: If you don't make manga, then you'll never make it big!\Which way are you more likely to get the Y300,000,000?\My uncle also used to say things like that.\Come on, let's try it!\You know, book reports and manga are completely different.\I know that.\I wrote my compositions after carefully calculating the best way to earn the approval of the judges.\Now, I just have to aim to earn the approval of publishers and readers. response:	Then why don't you aim for the Naoki Prize?
context: Which way are you more likely to get the Y300,000,000?\My uncle also used to say things like that.\Come on, let's try it!\You know, book reports and manga are completely different.\I know that.\I wrote my compositions after carefully calculating the best way to earn the approval of the judges.\Now, I just have to aim to earn the approval of publishers and readers.\Then why don't you aim for the Naoki Prize? response:	TL Note: The Naoki Prize is an award held semiannually for upcoming novelists.
context: My uncle also used to say things like that.\Come on, let's try it!\You know, book reports and manga are completely different.\I know that.\I wrote my compositions after carefully calculating the best way to earn the approval of the judges.\Now, I just have to aim to earn the approval of publishers and readers.\Then why don't you aim for the Naoki Prize?\TL Note: The Naoki Prize is an award held semiannually for upcoming novelists. response:	No, right now manga makes more money, and I like it better anyway.
context: Come on, let's try it!\You know, book reports and manga are completely different.\I know that.\I wrote my compositions after carefully calculating the best way to earn the approval of the judges.\Now, I just have to aim to earn the approval of publishers and readers.\Then why don't you aim for the Naoki Prize?\TL Note: The Naoki Prize is an award held semiannually for upcoming novelists.\No, right now manga makes more money, and I like it better anyway. response:	Feel the dream.
context: You know, book reports and manga are completely different.\I know that.\I wrote my compositions after carefully calculating the best way to earn the approval of the judges.\Now, I just have to aim to earn the approval of publishers and readers.\Then why don't you aim for the Naoki Prize?\TL Note: The Naoki Prize is an award held semiannually for upcoming novelists.\No, right now manga makes more money, and I like it better anyway.\Feel the dream. response:	Then why don't you draw the art yourself?
context: I know that.\I wrote my compositions after carefully calculating the best way to earn the approval of the judges.\Now, I just have to aim to earn the approval of publishers and readers.\Then why don't you aim for the Naoki Prize?\TL Note: The Naoki Prize is an award held semiannually for upcoming novelists.\No, right now manga makes more money, and I like it better anyway.\Feel the dream.\Then why don't you draw the art yourself? response:	They have classes for people trying to make original work.
context: I wrote my compositions after carefully calculating the best way to earn the approval of the judges.\Now, I just have to aim to earn the approval of publishers and readers.\Then why don't you aim for the Naoki Prize?\TL Note: The Naoki Prize is an award held semiannually for upcoming novelists.\No, right now manga makes more money, and I like it better anyway.\Feel the dream.\Then why don't you draw the art yourself?\They have classes for people trying to make original work. response:	You could apply for one.
context: Now, I just have to aim to earn the approval of publishers and readers.\Then why don't you aim for the Naoki Prize?\TL Note: The Naoki Prize is an award held semiannually for upcoming novelists.\No, right now manga makes more money, and I like it better anyway.\Feel the dream.\Then why don't you draw the art yourself?\They have classes for people trying to make original work.\You could apply for one. response:	What?
context: Then why don't you aim for the Naoki Prize?\TL Note: The Naoki Prize is an award held semiannually for upcoming novelists.\No, right now manga makes more money, and I like it better anyway.\Feel the dream.\Then why don't you draw the art yourself?\They have classes for people trying to make original work.\You could apply for one.\What? response:	Are you trying to get a job as a public servant
context: TL Note: The Naoki Prize is an award held semiannually for upcoming novelists.\No, right now manga makes more money, and I like it better anyway.\Feel the dream.\Then why don't you draw the art yourself?\They have classes for people trying to make original work.\You could apply for one.\What?\Are you trying to get a job as a public servant response:	or an employee in a stable company or something?
context: No, right now manga makes more money, and I like it better anyway.\Feel the dream.\Then why don't you draw the art yourself?\They have classes for people trying to make original work.\You could apply for one.\What?\Are you trying to get a job as a public servant\or an employee in a stable company or something? response:	No, I don't know about my future...
context: Feel the dream.\Then why don't you draw the art yourself?\They have classes for people trying to make original work.\You could apply for one.\What?\Are you trying to get a job as a public servant\or an employee in a stable company or something?\No, I don't know about my future... response:	Then why would you refuse?
context: Then why don't you draw the art yourself?\They have classes for people trying to make original work.\You could apply for one.\What?\Are you trying to get a job as a public servant\or an employee in a stable company or something?\No, I don't know about my future...\Then why would you refuse? response:	Why?
context: They have classes for people trying to make original work.\You could apply for one.\What?\Are you trying to get a job as a public servant\or an employee in a stable company or something?\No, I don't know about my future...\Then why would you refuse?\Why? response:	Now that you mention it, I'm not really sure myself.
context: You could apply for one.\What?\Are you trying to get a job as a public servant\or an employee in a stable company or something?\No, I don't know about my future...\Then why would you refuse?\Why?\Now that you mention it, I'm not really sure myself. response:	I guess... it's too much trouble.
context: What?\Are you trying to get a job as a public servant\or an employee in a stable company or something?\No, I don't know about my future...\Then why would you refuse?\Why?\Now that you mention it, I'm not really sure myself.\I guess... it's too much trouble. response:	Well, I'm going home to study now.
context: Are you trying to get a job as a public servant\or an employee in a stable company or something?\No, I don't know about my future...\Then why would you refuse?\Why?\Now that you mention it, I'm not really sure myself.\I guess... it's too much trouble.\Well, I'm going home to study now. response:	Thanks for the notebook.
context: or an employee in a stable company or something?\No, I don't know about my future...\Then why would you refuse?\Why?\Now that you mention it, I'm not really sure myself.\I guess... it's too much trouble.\Well, I'm going home to study now.\Thanks for the notebook. response:	You're just going to coast through life like that!
context: No, I don't know about my future...\Then why would you refuse?\Why?\Now that you mention it, I'm not really sure myself.\I guess... it's too much trouble.\Well, I'm going home to study now.\Thanks for the notebook.\You're just going to coast through life like that! response:	That's all you want out of life?!
context: Then why would you refuse?\Why?\Now that you mention it, I'm not really sure myself.\I guess... it's too much trouble.\Well, I'm going home to study now.\Thanks for the notebook.\You're just going to coast through life like that!\That's all you want out of life?! response:	People like you, who are already working towards their dreams in their third year, are more unusual.
context: Why?\Now that you mention it, I'm not really sure myself.\I guess... it's too much trouble.\Well, I'm going home to study now.\Thanks for the notebook.\You're just going to coast through life like that!\That's all you want out of life?!\People like you, who are already working towards their dreams in their third year, are more unusual. response:	It's best to start early!
context: Now that you mention it, I'm not really sure myself.\I guess... it's too much trouble.\Well, I'm going home to study now.\Thanks for the notebook.\You're just going to coast through life like that!\That's all you want out of life?!\People like you, who are already working towards their dreams in their third year, are more unusual.\It's best to start early! response:	Everyone else just can't decide what they want and they go through life dragging their feet!
context: I guess... it's too much trouble.\Well, I'm going home to study now.\Thanks for the notebook.\You're just going to coast through life like that!\That's all you want out of life?!\People like you, who are already working towards their dreams in their third year, are more unusual.\It's best to start early!\Everyone else just can't decide what they want and they go through life dragging their feet! response:	You and I, we can definitely do it!
context: Well, I'm going home to study now.\Thanks for the notebook.\You're just going to coast through life like that!\That's all you want out of life?!\People like you, who are already working towards their dreams in their third year, are more unusual.\It's best to start early!\Everyone else just can't decide what they want and they go through life dragging their feet!\You and I, we can definitely do it! response:	You're persistent.
context: Thanks for the notebook.\You're just going to coast through life like that!\That's all you want out of life?!\People like you, who are already working towards their dreams in their third year, are more unusual.\It's best to start early!\Everyone else just can't decide what they want and they go through life dragging their feet!\You and I, we can definitely do it!\You're persistent. response:	I hear you.
context: You're just going to coast through life like that!\That's all you want out of life?!\People like you, who are already working towards their dreams in their third year, are more unusual.\It's best to start early!\Everyone else just can't decide what they want and they go through life dragging their feet!\You and I, we can definitely do it!\You're persistent.\I hear you. response:	I'll go home and think about it.
context: That's all you want out of life?!\People like you, who are already working towards their dreams in their third year, are more unusual.\It's best to start early!\Everyone else just can't decide what they want and they go through life dragging their feet!\You and I, we can definitely do it!\You're persistent.\I hear you.\I'll go home and think about it. response:	Really?
context: People like you, who are already working towards their dreams in their third year, are more unusual.\It's best to start early!\Everyone else just can't decide what they want and they go through life dragging their feet!\You and I, we can definitely do it!\You're persistent.\I hear you.\I'll go home and think about it.\Really? response:	But I think the answer's going to be, No.”
context: It's best to start early!\Everyone else just can't decide what they want and they go through life dragging their feet!\You and I, we can definitely do it!\You're persistent.\I hear you.\I'll go home and think about it.\Really?\But I think the answer's going to be, No.” response:	That's okay.
context: Everyone else just can't decide what they want and they go through life dragging their feet!\You and I, we can definitely do it!\You're persistent.\I hear you.\I'll go home and think about it.\Really?\But I think the answer's going to be, No.”\That's okay. response:	Just think it over carefully!
context: You and I, we can definitely do it!\You're persistent.\I hear you.\I'll go home and think about it.\Really?\But I think the answer's going to be, No.”\That's okay.\Just think it over carefully! response:	If your answer's still no”, then I'll give up.
context: You're persistent.\I hear you.\I'll go home and think about it.\Really?\But I think the answer's going to be, No.”\That's okay.\Just think it over carefully!\If your answer's still no”, then I'll give up. response:	I wanted to become a mangaka when I was in elementary school.
context: I hear you.\I'll go home and think about it.\Really?\But I think the answer's going to be, No.”\That's okay.\Just think it over carefully!\If your answer's still no”, then I'll give up.\I wanted to become a mangaka when I was in elementary school. response:	Hey, why did you become a mangaka, Uncle?
context: I'll go home and think about it.\Really?\But I think the answer's going to be, No.”\That's okay.\Just think it over carefully!\If your answer's still no”, then I'll give up.\I wanted to become a mangaka when I was in elementary school.\Hey, why did you become a mangaka, Uncle? response:	I'm still just a gambler.
context: Really?\But I think the answer's going to be, No.”\That's okay.\Just think it over carefully!\If your answer's still no”, then I'll give up.\I wanted to become a mangaka when I was in elementary school.\Hey, why did you become a mangaka, Uncle?\I'm still just a gambler. response:	I see.
context: But I think the answer's going to be, No.”\That's okay.\Just think it over carefully!\If your answer's still no”, then I'll give up.\I wanted to become a mangaka when I was in elementary school.\Hey, why did you become a mangaka, Uncle?\I'm still just a gambler.\I see. response:	Then why did you become a gambler?
context: That's okay.\Just think it over carefully!\If your answer's still no”, then I'll give up.\I wanted to become a mangaka when I was in elementary school.\Hey, why did you become a mangaka, Uncle?\I'm still just a gambler.\I see.\Then why did you become a gambler? response:	I wanted to become popular with girls.
context: Just think it over carefully!\If your answer's still no”, then I'll give up.\I wanted to become a mangaka when I was in elementary school.\Hey, why did you become a mangaka, Uncle?\I'm still just a gambler.\I see.\Then why did you become a gambler?\I wanted to become popular with girls. response:	Mangaka are popular with girls?
context: If your answer's still no”, then I'll give up.\I wanted to become a mangaka when I was in elementary school.\Hey, why did you become a mangaka, Uncle?\I'm still just a gambler.\I see.\Then why did you become a gambler?\I wanted to become popular with girls.\Mangaka are popular with girls? response:	I thought that if I became famous and rich, that would make me popular, I suppose.
context: I wanted to become a mangaka when I was in elementary school.\Hey, why did you become a mangaka, Uncle?\I'm still just a gambler.\I see.\Then why did you become a gambler?\I wanted to become popular with girls.\Mangaka are popular with girls?\I thought that if I became famous and rich, that would make me popular, I suppose. response:	Don't tell anyone.
context: Hey, why did you become a mangaka, Uncle?\I'm still just a gambler.\I see.\Then why did you become a gambler?\I wanted to become popular with girls.\Mangaka are popular with girls?\I thought that if I became famous and rich, that would make me popular, I suppose.\Don't tell anyone. response:	When I was in middle school, there was this girl I liked.
context: I'm still just a gambler.\I see.\Then why did you become a gambler?\I wanted to become popular with girls.\Mangaka are popular with girls?\I thought that if I became famous and rich, that would make me popular, I suppose.\Don't tell anyone.\When I was in middle school, there was this girl I liked. response:	I graduated, having barely spoken with her.
context: I see.\Then why did you become a gambler?\I wanted to become popular with girls.\Mangaka are popular with girls?\I thought that if I became famous and rich, that would make me popular, I suppose.\Don't tell anyone.\When I was in middle school, there was this girl I liked.\I graduated, having barely spoken with her. response:	What a short story!
context: Then why did you become a gambler?\I wanted to become popular with girls.\Mangaka are popular with girls?\I thought that if I became famous and rich, that would make me popular, I suppose.\Don't tell anyone.\When I was in middle school, there was this girl I liked.\I graduated, having barely spoken with her.\What a short story! response:	But on the day of graduation, I received a letter from that girl.
context: I wanted to become popular with girls.\Mangaka are popular with girls?\I thought that if I became famous and rich, that would make me popular, I suppose.\Don't tell anyone.\When I was in middle school, there was this girl I liked.\I graduated, having barely spoken with her.\What a short story!\But on the day of graduation, I received a letter from that girl. response:	A love letter! Great!
context: Mangaka are popular with girls?\I thought that if I became famous and rich, that would make me popular, I suppose.\Don't tell anyone.\When I was in middle school, there was this girl I liked.\I graduated, having barely spoken with her.\What a short story!\But on the day of graduation, I received a letter from that girl.\A love letter! Great! response:	No, all she wrote was stuff like, Let's both do our best from now on.”
context: I thought that if I became famous and rich, that would make me popular, I suppose.\Don't tell anyone.\When I was in middle school, there was this girl I liked.\I graduated, having barely spoken with her.\What a short story!\But on the day of graduation, I received a letter from that girl.\A love letter! Great!\No, all she wrote was stuff like, Let's both do our best from now on.” response:	So, I wrote her a reply saying, Yes, let's both work hard.”
context: Don't tell anyone.\When I was in middle school, there was this girl I liked.\I graduated, having barely spoken with her.\What a short story!\But on the day of graduation, I received a letter from that girl.\A love letter! Great!\No, all she wrote was stuff like, Let's both do our best from now on.”\So, I wrote her a reply saying, Yes, let's both work hard.” response:	We went to different high schools,
context: When I was in middle school, there was this girl I liked.\I graduated, having barely spoken with her.\What a short story!\But on the day of graduation, I received a letter from that girl.\A love letter! Great!\No, all she wrote was stuff like, Let's both do our best from now on.”\So, I wrote her a reply saying, Yes, let's both work hard.”\We went to different high schools, response:	so we just exchanged letters like those without even seeing one another.
context: I graduated, having barely spoken with her.\What a short story!\But on the day of graduation, I received a letter from that girl.\A love letter! Great!\No, all she wrote was stuff like, Let's both do our best from now on.”\So, I wrote her a reply saying, Yes, let's both work hard.”\We went to different high schools,\so we just exchanged letters like those without even seeing one another. response:	Huh, that's actually kinda nice.
context: What a short story!\But on the day of graduation, I received a letter from that girl.\A love letter! Great!\No, all she wrote was stuff like, Let's both do our best from now on.”\So, I wrote her a reply saying, Yes, let's both work hard.”\We went to different high schools,\so we just exchanged letters like those without even seeing one another.\Huh, that's actually kinda nice. response:	But you know, after graduating high school she got into a top corporation.
context: But on the day of graduation, I received a letter from that girl.\A love letter! Great!\No, all she wrote was stuff like, Let's both do our best from now on.”\So, I wrote her a reply saying, Yes, let's both work hard.”\We went to different high schools,\so we just exchanged letters like those without even seeing one another.\Huh, that's actually kinda nice.\But you know, after graduating high school she got into a top corporation. response:	I went to a fourth-rate college.
context: A love letter! Great!\No, all she wrote was stuff like, Let's both do our best from now on.”\So, I wrote her a reply saying, Yes, let's both work hard.”\We went to different high schools,\so we just exchanged letters like those without even seeing one another.\Huh, that's actually kinda nice.\But you know, after graduating high school she got into a top corporation.\I went to a fourth-rate college. response:	I had gotten it into my head that I wanted to marry her, so I thought to myself,
context: No, all she wrote was stuff like, Let's both do our best from now on.”\So, I wrote her a reply saying, Yes, let's both work hard.”\We went to different high schools,\so we just exchanged letters like those without even seeing one another.\Huh, that's actually kinda nice.\But you know, after graduating high school she got into a top corporation.\I went to a fourth-rate college.\I had gotten it into my head that I wanted to marry her, so I thought to myself, response:	Things can't keep going like this,”
context: So, I wrote her a reply saying, Yes, let's both work hard.”\We went to different high schools,\so we just exchanged letters like those without even seeing one another.\Huh, that's actually kinda nice.\But you know, after graduating high school she got into a top corporation.\I went to a fourth-rate college.\I had gotten it into my head that I wanted to marry her, so I thought to myself,\Things can't keep going like this,” response:	I want to do something to earn her approval.”
context: We went to different high schools,\so we just exchanged letters like those without even seeing one another.\Huh, that's actually kinda nice.\But you know, after graduating high school she got into a top corporation.\I went to a fourth-rate college.\I had gotten it into my head that I wanted to marry her, so I thought to myself,\Things can't keep going like this,”\I want to do something to earn her approval.” response:	That's what I was thinking when
context: so we just exchanged letters like those without even seeing one another.\Huh, that's actually kinda nice.\But you know, after graduating high school she got into a top corporation.\I went to a fourth-rate college.\I had gotten it into my head that I wanted to marry her, so I thought to myself,\Things can't keep going like this,”\I want to do something to earn her approval.”\That's what I was thinking when response:	You became a mangaka!
context: Huh, that's actually kinda nice.\But you know, after graduating high school she got into a top corporation.\I went to a fourth-rate college.\I had gotten it into my head that I wanted to marry her, so I thought to myself,\Things can't keep going like this,”\I want to do something to earn her approval.”\That's what I was thinking when\You became a mangaka! response:	But she became the president's secretary,
context: But you know, after graduating high school she got into a top corporation.\I went to a fourth-rate college.\I had gotten it into my head that I wanted to marry her, so I thought to myself,\Things can't keep going like this,”\I want to do something to earn her approval.”\That's what I was thinking when\You became a mangaka!\But she became the president's secretary, response:	and I was a beginner mangaka with doubtful prospects.
context: I went to a fourth-rate college.\I had gotten it into my head that I wanted to marry her, so I thought to myself,\Things can't keep going like this,”\I want to do something to earn her approval.”\That's what I was thinking when\You became a mangaka!\But she became the president's secretary,\and I was a beginner mangaka with doubtful prospects. response:	I felt like the gap between us was growing day by day.
context: I had gotten it into my head that I wanted to marry her, so I thought to myself,\Things can't keep going like this,”\I want to do something to earn her approval.”\That's what I was thinking when\You became a mangaka!\But she became the president's secretary,\and I was a beginner mangaka with doubtful prospects.\I felt like the gap between us was growing day by day. response:	Chou Hero Densetsu
context: Things can't keep going like this,”\I want to do something to earn her approval.”\That's what I was thinking when\You became a mangaka!\But she became the president's secretary,\and I was a beginner mangaka with doubtful prospects.\I felt like the gap between us was growing day by day.\Chou Hero Densetsu response:	TV Anime On the Air
context: I want to do something to earn her approval.”\That's what I was thinking when\You became a mangaka!\But she became the president's secretary,\and I was a beginner mangaka with doubtful prospects.\I felt like the gap between us was growing day by day.\Chou Hero Densetsu\TV Anime On the Air response:	Finally, when Chou Hero Densetsu became an anime,
context: That's what I was thinking when\You became a mangaka!\But she became the president's secretary,\and I was a beginner mangaka with doubtful prospects.\I felt like the gap between us was growing day by day.\Chou Hero Densetsu\TV Anime On the Air\Finally, when Chou Hero Densetsu became an anime, response:	You confessed, right?
context: You became a mangaka!\But she became the president's secretary,\and I was a beginner mangaka with doubtful prospects.\I felt like the gap between us was growing day by day.\Chou Hero Densetsu\TV Anime On the Air\Finally, when Chou Hero Densetsu became an anime,\You confessed, right? response:	She married someone else.
context: But she became the president's secretary,\and I was a beginner mangaka with doubtful prospects.\I felt like the gap between us was growing day by day.\Chou Hero Densetsu\TV Anime On the Air\Finally, when Chou Hero Densetsu became an anime,\You confessed, right?\She married someone else. response:	Aww...
context: and I was a beginner mangaka with doubtful prospects.\I felt like the gap between us was growing day by day.\Chou Hero Densetsu\TV Anime On the Air\Finally, when Chou Hero Densetsu became an anime,\You confessed, right?\She married someone else.\Aww... response:	I may have lost the gamble for her love,
context: I felt like the gap between us was growing day by day.\Chou Hero Densetsu\TV Anime On the Air\Finally, when Chou Hero Densetsu became an anime,\You confessed, right?\She married someone else.\Aww...\I may have lost the gamble for her love, response:	but she was the reason I was able to try so hard.
context: Chou Hero Densetsu\TV Anime On the Air\Finally, when Chou Hero Densetsu became an anime,\You confessed, right?\She married someone else.\Aww...\I may have lost the gamble for her love,\but she was the reason I was able to try so hard. response:	But two years later...
context: TV Anime On the Air\Finally, when Chou Hero Densetsu became an anime,\You confessed, right?\She married someone else.\Aww...\I may have lost the gamble for her love,\but she was the reason I was able to try so hard.\But two years later... response:	Please take care of the rest.
context: Finally, when Chou Hero Densetsu became an anime,\You confessed, right?\She married someone else.\Aww...\I may have lost the gamble for her love,\but she was the reason I was able to try so hard.\But two years later...\Please take care of the rest. response:	Thank you so much for everything.
context: You confessed, right?\She married someone else.\Aww...\I may have lost the gamble for her love,\but she was the reason I was able to try so hard.\But two years later...\Please take care of the rest.\Thank you so much for everything. response:	But it really was sudden, wasn't it?
context: She married someone else.\Aww...\I may have lost the gamble for her love,\but she was the reason I was able to try so hard.\But two years later...\Please take care of the rest.\Thank you so much for everything.\But it really was sudden, wasn't it? response:	I wonder what could have caused it.
context: Aww...\I may have lost the gamble for her love,\but she was the reason I was able to try so hard.\But two years later...\Please take care of the rest.\Thank you so much for everything.\But it really was sudden, wasn't it?\I wonder what could have caused it. response:	It seems he was under a lot of stress...
context: I may have lost the gamble for her love,\but she was the reason I was able to try so hard.\But two years later...\Please take care of the rest.\Thank you so much for everything.\But it really was sudden, wasn't it?\I wonder what could have caused it.\It seems he was under a lot of stress... response:	But he wasn't even all that busy lately.
context: but she was the reason I was able to try so hard.\But two years later...\Please take care of the rest.\Thank you so much for everything.\But it really was sudden, wasn't it?\I wonder what could have caused it.\It seems he was under a lot of stress...\But he wasn't even all that busy lately. response:	I heard he had a lot of debts. Also
context: But two years later...\Please take care of the rest.\Thank you so much for everything.\But it really was sudden, wasn't it?\I wonder what could have caused it.\It seems he was under a lot of stress...\But he wasn't even all that busy lately.\I heard he had a lot of debts. Also response:	Thank you for coming today.
context: Please take care of the rest.\Thank you so much for everything.\But it really was sudden, wasn't it?\I wonder what could have caused it.\It seems he was under a lot of stress...\But he wasn't even all that busy lately.\I heard he had a lot of debts. Also\Thank you for coming today. response:	I'm sure Nobuhiro appreciates it as well.
