context: All right! response:	We're done for... This is the end...
context: Is Hajime-chan saying something to you?\I don't want copies anymore...\Yeah.\But we're all like that.\Having special powers is something\to be glad about, but sad as well.\Minomiya Rui-kun.\You have gained the power to materialize a person's soul. response:	Th-This is my soul?
context: I don't want copies anymore...\Yeah.\But we're all like that.\Having special powers is something\to be glad about, but sad as well.\Minomiya Rui-kun.\You have gained the power to materialize a person's soul.\Th-This is my soul? response:	Yes, as long as you have this,
context: Yeah.\But we're all like that.\Having special powers is something\to be glad about, but sad as well.\Minomiya Rui-kun.\You have gained the power to materialize a person's soul.\Th-This is my soul?\Yes, as long as you have this, response:	all of your wishes can come true.
context: But we're all like that.\Having special powers is something\to be glad about, but sad as well.\Minomiya Rui-kun.\You have gained the power to materialize a person's soul.\Th-This is my soul?\Yes, as long as you have this,\all of your wishes can come true. response:	My wishes...
context: Having special powers is something\to be glad about, but sad as well.\Minomiya Rui-kun.\You have gained the power to materialize a person's soul.\Th-This is my soul?\Yes, as long as you have this,\all of your wishes can come true.\My wishes... response:	Good morning, Rui-Rui.
context: to be glad about, but sad as well.\Minomiya Rui-kun.\You have gained the power to materialize a person's soul.\Th-This is my soul?\Yes, as long as you have this,\all of your wishes can come true.\My wishes...\Good morning, Rui-Rui. response:	That's a lot of sweat!
context: Minomiya Rui-kun.\You have gained the power to materialize a person's soul.\Th-This is my soul?\Yes, as long as you have this,\all of your wishes can come true.\My wishes...\Good morning, Rui-Rui.\That's a lot of sweat! response:	Did you have a nightmare?
context: You have gained the power to materialize a person's soul.\Th-This is my soul?\Yes, as long as you have this,\all of your wishes can come true.\My wishes...\Good morning, Rui-Rui.\That's a lot of sweat!\Did you have a nightmare? response:	So scary!
context: Th-This is my soul?\Yes, as long as you have this,\all of your wishes can come true.\My wishes...\Good morning, Rui-Rui.\That's a lot of sweat!\Did you have a nightmare?\So scary! response:	No, not really.
context: Yes, as long as you have this,\all of your wishes can come true.\My wishes...\Good morning, Rui-Rui.\That's a lot of sweat!\Did you have a nightmare?\So scary!\No, not really. response:	I saw.
context: all of your wishes can come true.\My wishes...\Good morning, Rui-Rui.\That's a lot of sweat!\Did you have a nightmare?\So scary!\No, not really.\I saw. response:	You seem to be using what I gave you.
context: My wishes...\Good morning, Rui-Rui.\That's a lot of sweat!\Did you have a nightmare?\So scary!\No, not really.\I saw.\You seem to be using what I gave you. response:	Yeah.
context: Good morning, Rui-Rui.\That's a lot of sweat!\Did you have a nightmare?\So scary!\No, not really.\I saw.\You seem to be using what I gave you.\Yeah. response:	Everyone seems to say it's really great.
context: That's a lot of sweat!\Did you have a nightmare?\So scary!\No, not really.\I saw.\You seem to be using what I gave you.\Yeah.\Everyone seems to say it's really great. response:	Do you think you can update the world?
context: Did you have a nightmare?\So scary!\No, not really.\I saw.\You seem to be using what I gave you.\Yeah.\Everyone seems to say it's really great.\Do you think you can update the world? response:	I'm grateful to you, Alien-kun.
context: So scary!\No, not really.\I saw.\You seem to be using what I gave you.\Yeah.\Everyone seems to say it's really great.\Do you think you can update the world?\I'm grateful to you, Alien-kun. response:	But, you know...
context: No, not really.\I saw.\You seem to be using what I gave you.\Yeah.\Everyone seems to say it's really great.\Do you think you can update the world?\I'm grateful to you, Alien-kun.\But, you know... response:	If everyone finds out that their hope, GALAX,
context: I saw.\You seem to be using what I gave you.\Yeah.\Everyone seems to say it's really great.\Do you think you can update the world?\I'm grateful to you, Alien-kun.\But, you know...\If everyone finds out that their hope, GALAX, response:	is in a contract with someone like me, what would they think?
context: You seem to be using what I gave you.\Yeah.\Everyone seems to say it's really great.\Do you think you can update the world?\I'm grateful to you, Alien-kun.\But, you know...\If everyone finds out that their hope, GALAX,\is in a contract with someone like me, what would they think? response:	Confirm biometrics.
context: Yeah.\Everyone seems to say it's really great.\Do you think you can update the world?\I'm grateful to you, Alien-kun.\But, you know...\If everyone finds out that their hope, GALAX,\is in a contract with someone like me, what would they think?\Confirm biometrics. response:	Good morning, X.
context: Everyone seems to say it's really great.\Do you think you can update the world?\I'm grateful to you, Alien-kun.\But, you know...\If everyone finds out that their hope, GALAX,\is in a contract with someone like me, what would they think?\Confirm biometrics.\Good morning, X. response:	Good evening, Rui.
context: Do you think you can update the world?\I'm grateful to you, Alien-kun.\But, you know...\If everyone finds out that their hope, GALAX,\is in a contract with someone like me, what would they think?\Confirm biometrics.\Good morning, X.\Good evening, Rui. response:	It appears all suspects are continuing to deny their involvement.
context: I'm grateful to you, Alien-kun.\But, you know...\If everyone finds out that their hope, GALAX,\is in a contract with someone like me, what would they think?\Confirm biometrics.\Good morning, X.\Good evening, Rui.\It appears all suspects are continuing to deny their involvement. response:	No one remembers committing murder.
context: But, you know...\If everyone finds out that their hope, GALAX,\is in a contract with someone like me, what would they think?\Confirm biometrics.\Good morning, X.\Good evening, Rui.\It appears all suspects are continuing to deny their involvement.\No one remembers committing murder. response:	They feel it's as though someone took over their body.
context: If everyone finds out that their hope, GALAX,\is in a contract with someone like me, what would they think?\Confirm biometrics.\Good morning, X.\Good evening, Rui.\It appears all suspects are continuing to deny their involvement.\No one remembers committing murder.\They feel it's as though someone took over their body. response:	What is it, Rui-Rui? Huh?
context: is in a contract with someone like me, what would they think?\Confirm biometrics.\Good morning, X.\Good evening, Rui.\It appears all suspects are continuing to deny their involvement.\No one remembers committing murder.\They feel it's as though someone took over their body.\What is it, Rui-Rui? Huh? response:	Nothing...
context: Confirm biometrics.\Good morning, X.\Good evening, Rui.\It appears all suspects are continuing to deny their involvement.\No one remembers committing murder.\They feel it's as though someone took over their body.\What is it, Rui-Rui? Huh?\Nothing... response:	Online forums indicate increased interest
context: Good morning, X.\Good evening, Rui.\It appears all suspects are continuing to deny their involvement.\No one remembers committing murder.\They feel it's as though someone took over their body.\What is it, Rui-Rui? Huh?\Nothing...\Online forums indicate increased interest response:	in preventing these incidents before they happen using GALAX.
context: Good evening, Rui.\It appears all suspects are continuing to deny their involvement.\No one remembers committing murder.\They feel it's as though someone took over their body.\What is it, Rui-Rui? Huh?\Nothing...\Online forums indicate increased interest\in preventing these incidents before they happen using GALAX. response:	But GALAX isn't up to the task!
context: It appears all suspects are continuing to deny their involvement.\No one remembers committing murder.\They feel it's as though someone took over their body.\What is it, Rui-Rui? Huh?\Nothing...\Online forums indicate increased interest\in preventing these incidents before they happen using GALAX.\But GALAX isn't up to the task! response:	Hey, Rui-Rui, do you want to know the true culprit?
context: No one remembers committing murder.\They feel it's as though someone took over their body.\What is it, Rui-Rui? Huh?\Nothing...\Online forums indicate increased interest\in preventing these incidents before they happen using GALAX.\But GALAX isn't up to the task!\Hey, Rui-Rui, do you want to know the true culprit? response:	It's the human heart!
context: They feel it's as though someone took over their body.\What is it, Rui-Rui? Huh?\Nothing...\Online forums indicate increased interest\in preventing these incidents before they happen using GALAX.\But GALAX isn't up to the task!\Hey, Rui-Rui, do you want to know the true culprit?\It's the human heart! response:	Heart?
context: What is it, Rui-Rui? Huh?\Nothing...\Online forums indicate increased interest\in preventing these incidents before they happen using GALAX.\But GALAX isn't up to the task!\Hey, Rui-Rui, do you want to know the true culprit?\It's the human heart!\Heart? response:	Yes.
context: Nothing...\Online forums indicate increased interest\in preventing these incidents before they happen using GALAX.\But GALAX isn't up to the task!\Hey, Rui-Rui, do you want to know the true culprit?\It's the human heart!\Heart?\Yes. response:	The black hearts you foolish humans all possess.
context: Online forums indicate increased interest\in preventing these incidents before they happen using GALAX.\But GALAX isn't up to the task!\Hey, Rui-Rui, do you want to know the true culprit?\It's the human heart!\Heart?\Yes.\The black hearts you foolish humans all possess. response:	They're all overflowing and making people kill each other.
context: in preventing these incidents before they happen using GALAX.\But GALAX isn't up to the task!\Hey, Rui-Rui, do you want to know the true culprit?\It's the human heart!\Heart?\Yes.\The black hearts you foolish humans all possess.\They're all overflowing and making people kill each other. response:	That's why these incidents will never cease!
context: But GALAX isn't up to the task!\Hey, Rui-Rui, do you want to know the true culprit?\It's the human heart!\Heart?\Yes.\The black hearts you foolish humans all possess.\They're all overflowing and making people kill each other.\That's why these incidents will never cease! response:	It's a crisis!
context: Hey, Rui-Rui, do you want to know the true culprit?\It's the human heart!\Heart?\Yes.\The black hearts you foolish humans all possess.\They're all overflowing and making people kill each other.\That's why these incidents will never cease!\It's a crisis! response:	It's scary!
context: It's the human heart!\Heart?\Yes.\The black hearts you foolish humans all possess.\They're all overflowing and making people kill each other.\That's why these incidents will never cease!\It's a crisis!\It's scary! response:	It's fun, isn't it, Rui-Rui?
context: Heart?\Yes.\The black hearts you foolish humans all possess.\They're all overflowing and making people kill each other.\That's why these incidents will never cease!\It's a crisis!\It's scary!\It's fun, isn't it, Rui-Rui? response:	Let's start a revolution together.
context: Yes.\The black hearts you foolish humans all possess.\They're all overflowing and making people kill each other.\That's why these incidents will never cease!\It's a crisis!\It's scary!\It's fun, isn't it, Rui-Rui?\Let's start a revolution together. response:	Okay, I'm off for some exercise outside.
context: The black hearts you foolish humans all possess.\They're all overflowing and making people kill each other.\That's why these incidents will never cease!\It's a crisis!\It's scary!\It's fun, isn't it, Rui-Rui?\Let's start a revolution together.\Okay, I'm off for some exercise outside. response:	Bye-bye.
context: They're all overflowing and making people kill each other.\That's why these incidents will never cease!\It's a crisis!\It's scary!\It's fun, isn't it, Rui-Rui?\Let's start a revolution together.\Okay, I'm off for some exercise outside.\Bye-bye. response:	We still have no information about that alien.
context: That's why these incidents will never cease!\It's a crisis!\It's scary!\It's fun, isn't it, Rui-Rui?\Let's start a revolution together.\Okay, I'm off for some exercise outside.\Bye-bye.\We still have no information about that alien. response:	As for Gatchaman, I am scanning security camera footage
context: It's a crisis!\It's scary!\It's fun, isn't it, Rui-Rui?\Let's start a revolution together.\Okay, I'm off for some exercise outside.\Bye-bye.\We still have no information about that alien.\As for Gatchaman, I am scanning security camera footage response:	That's no longer necessary. They don't exist, after all.
context: It's scary!\It's fun, isn't it, Rui-Rui?\Let's start a revolution together.\Okay, I'm off for some exercise outside.\Bye-bye.\We still have no information about that alien.\As for Gatchaman, I am scanning security camera footage\That's no longer necessary. They don't exist, after all. response:	We won't ask for help from any heroes.
context: It's fun, isn't it, Rui-Rui?\Let's start a revolution together.\Okay, I'm off for some exercise outside.\Bye-bye.\We still have no information about that alien.\As for Gatchaman, I am scanning security camera footage\That's no longer necessary. They don't exist, after all.\We won't ask for help from any heroes. response:	I will handle it, myself.
context: Let's start a revolution together.\Okay, I'm off for some exercise outside.\Bye-bye.\We still have no information about that alien.\As for Gatchaman, I am scanning security camera footage\That's no longer necessary. They don't exist, after all.\We won't ask for help from any heroes.\I will handle it, myself. response:	Your goal has been to have a bloodless revolution.
context: Okay, I'm off for some exercise outside.\Bye-bye.\We still have no information about that alien.\As for Gatchaman, I am scanning security camera footage\That's no longer necessary. They don't exist, after all.\We won't ask for help from any heroes.\I will handle it, myself.\Your goal has been to have a bloodless revolution. response:	I know!
context: Bye-bye.\We still have no information about that alien.\As for Gatchaman, I am scanning security camera footage\That's no longer necessary. They don't exist, after all.\We won't ask for help from any heroes.\I will handle it, myself.\Your goal has been to have a bloodless revolution.\I know! response:	But I can't let it run loose any longer.
context: We still have no information about that alien.\As for Gatchaman, I am scanning security camera footage\That's no longer necessary. They don't exist, after all.\We won't ask for help from any heroes.\I will handle it, myself.\Your goal has been to have a bloodless revolution.\I know!\But I can't let it run loose any longer. response:	X, you know why I formed the Hundred, don't you?
context: As for Gatchaman, I am scanning security camera footage\That's no longer necessary. They don't exist, after all.\We won't ask for help from any heroes.\I will handle it, myself.\Your goal has been to have a bloodless revolution.\I know!\But I can't let it run loose any longer.\X, you know why I formed the Hundred, don't you? response:	I have to make the world update itself.
context: That's no longer necessary. They don't exist, after all.\We won't ask for help from any heroes.\I will handle it, myself.\Your goal has been to have a bloodless revolution.\I know!\But I can't let it run loose any longer.\X, you know why I formed the Hundred, don't you?\I have to make the world update itself. response:	We're the ones who can change the world.
context: We won't ask for help from any heroes.\I will handle it, myself.\Your goal has been to have a bloodless revolution.\I know!\But I can't let it run loose any longer.\X, you know why I formed the Hundred, don't you?\I have to make the world update itself.\We're the ones who can change the world. response:	I am going to make the world accelerate.
context: I will handle it, myself.\Your goal has been to have a bloodless revolution.\I know!\But I can't let it run loose any longer.\X, you know why I formed the Hundred, don't you?\I have to make the world update itself.\We're the ones who can change the world.\I am going to make the world accelerate. response:	Oh, hey. You're working!
context: Your goal has been to have a bloodless revolution.\I know!\But I can't let it run loose any longer.\X, you know why I formed the Hundred, don't you?\I have to make the world update itself.\We're the ones who can change the world.\I am going to make the world accelerate.\Oh, hey. You're working! response:	Oh, Hyuuga, Kaede!
context: I know!\But I can't let it run loose any longer.\X, you know why I formed the Hundred, don't you?\I have to make the world update itself.\We're the ones who can change the world.\I am going to make the world accelerate.\Oh, hey. You're working!\Oh, Hyuuga, Kaede! response:	Hey, wasn't that miracle rescue on the ropeway yesterday amazing?
context: But I can't let it run loose any longer.\X, you know why I formed the Hundred, don't you?\I have to make the world update itself.\We're the ones who can change the world.\I am going to make the world accelerate.\Oh, hey. You're working!\Oh, Hyuuga, Kaede!\Hey, wasn't that miracle rescue on the ropeway yesterday amazing? response:	Here we go again about GALAX.
context: X, you know why I formed the Hundred, don't you?\I have to make the world update itself.\We're the ones who can change the world.\I am going to make the world accelerate.\Oh, hey. You're working!\Oh, Hyuuga, Kaede!\Hey, wasn't that miracle rescue on the ropeway yesterday amazing?\Here we go again about GALAX. response:	That was amazing, yeah.
context: I have to make the world update itself.\We're the ones who can change the world.\I am going to make the world accelerate.\Oh, hey. You're working!\Oh, Hyuuga, Kaede!\Hey, wasn't that miracle rescue on the ropeway yesterday amazing?\Here we go again about GALAX.\That was amazing, yeah. response:	Right?
context: We're the ones who can change the world.\I am going to make the world accelerate.\Oh, hey. You're working!\Oh, Hyuuga, Kaede!\Hey, wasn't that miracle rescue on the ropeway yesterday amazing?\Here we go again about GALAX.\That was amazing, yeah.\Right? response:	If it's that great,
context: I am going to make the world accelerate.\Oh, hey. You're working!\Oh, Hyuuga, Kaede!\Hey, wasn't that miracle rescue on the ropeway yesterday amazing?\Here we go again about GALAX.\That was amazing, yeah.\Right?\If it's that great, response:	shouldn't we let GALAX handle police work and politics?
context: Oh, hey. You're working!\Oh, Hyuuga, Kaede!\Hey, wasn't that miracle rescue on the ropeway yesterday amazing?\Here we go again about GALAX.\That was amazing, yeah.\Right?\If it's that great,\shouldn't we let GALAX handle police work and politics? response:	That's not true.
context: Oh, Hyuuga, Kaede!\Hey, wasn't that miracle rescue on the ropeway yesterday amazing?\Here we go again about GALAX.\That was amazing, yeah.\Right?\If it's that great,\shouldn't we let GALAX handle police work and politics?\That's not true. response:	But isn't it amazing that it can resolve things
context: Hey, wasn't that miracle rescue on the ropeway yesterday amazing?\Here we go again about GALAX.\That was amazing, yeah.\Right?\If it's that great,\shouldn't we let GALAX handle police work and politics?\That's not true.\But isn't it amazing that it can resolve things response:	before anyone shows up?
context: Here we go again about GALAX.\That was amazing, yeah.\Right?\If it's that great,\shouldn't we let GALAX handle police work and politics?\That's not true.\But isn't it amazing that it can resolve things\before anyone shows up? response:	It's amazing, but it's not good.
context: That was amazing, yeah.\Right?\If it's that great,\shouldn't we let GALAX handle police work and politics?\That's not true.\But isn't it amazing that it can resolve things\before anyone shows up?\It's amazing, but it's not good. response:	Oh, yeah? Why?
context: Right?\If it's that great,\shouldn't we let GALAX handle police work and politics?\That's not true.\But isn't it amazing that it can resolve things\before anyone shows up?\It's amazing, but it's not good.\Oh, yeah? Why? response:	Because that'd be kind of sad if that's all there is.
context: If it's that great,\shouldn't we let GALAX handle police work and politics?\That's not true.\But isn't it amazing that it can resolve things\before anyone shows up?\It's amazing, but it's not good.\Oh, yeah? Why?\Because that'd be kind of sad if that's all there is. response:	Yeah... That's it.
context: shouldn't we let GALAX handle police work and politics?\That's not true.\But isn't it amazing that it can resolve things\before anyone shows up?\It's amazing, but it's not good.\Oh, yeah? Why?\Because that'd be kind of sad if that's all there is.\Yeah... That's it. response:	Hajime-chan!
context: That's not true.\But isn't it amazing that it can resolve things\before anyone shows up?\It's amazing, but it's not good.\Oh, yeah? Why?\Because that'd be kind of sad if that's all there is.\Yeah... That's it.\Hajime-chan! response:	Oh, Baracchi!
context: But isn't it amazing that it can resolve things\before anyone shows up?\It's amazing, but it's not good.\Oh, yeah? Why?\Because that'd be kind of sad if that's all there is.\Yeah... That's it.\Hajime-chan!\Oh, Baracchi! response:	Baracchi?
context: before anyone shows up?\It's amazing, but it's not good.\Oh, yeah? Why?\Because that'd be kind of sad if that's all there is.\Yeah... That's it.\Hajime-chan!\Oh, Baracchi!\Baracchi? response:	It's Kuwabara-san, chief of the Tachikawa Fire Department.
context: It's amazing, but it's not good.\Oh, yeah? Why?\Because that'd be kind of sad if that's all there is.\Yeah... That's it.\Hajime-chan!\Oh, Baracchi!\Baracchi?\It's Kuwabara-san, chief of the Tachikawa Fire Department. response:	Hey, Baracchi. You would save people, no matter what, right?
context: Oh, yeah? Why?\Because that'd be kind of sad if that's all there is.\Yeah... That's it.\Hajime-chan!\Oh, Baracchi!\Baracchi?\It's Kuwabara-san, chief of the Tachikawa Fire Department.\Hey, Baracchi. You would save people, no matter what, right? response:	What?
context: Because that'd be kind of sad if that's all there is.\Yeah... That's it.\Hajime-chan!\Oh, Baracchi!\Baracchi?\It's Kuwabara-san, chief of the Tachikawa Fire Department.\Hey, Baracchi. You would save people, no matter what, right?\What? response:	Even if the world goes up in a big, red blaze,
context: Yeah... That's it.\Hajime-chan!\Oh, Baracchi!\Baracchi?\It's Kuwabara-san, chief of the Tachikawa Fire Department.\Hey, Baracchi. You would save people, no matter what, right?\What?\Even if the world goes up in a big, red blaze, response:	you'd save people, right?
context: Hajime-chan!\Oh, Baracchi!\Baracchi?\It's Kuwabara-san, chief of the Tachikawa Fire Department.\Hey, Baracchi. You would save people, no matter what, right?\What?\Even if the world goes up in a big, red blaze,\you'd save people, right? response:	Y-Yeah. Of course!
context: Oh, Baracchi!\Baracchi?\It's Kuwabara-san, chief of the Tachikawa Fire Department.\Hey, Baracchi. You would save people, no matter what, right?\What?\Even if the world goes up in a big, red blaze,\you'd save people, right?\Y-Yeah. Of course! response:	See?
context: Baracchi?\It's Kuwabara-san, chief of the Tachikawa Fire Department.\Hey, Baracchi. You would save people, no matter what, right?\What?\Even if the world goes up in a big, red blaze,\you'd save people, right?\Y-Yeah. Of course!\See? response:	I give up!
context: It's Kuwabara-san, chief of the Tachikawa Fire Department.\Hey, Baracchi. You would save people, no matter what, right?\What?\Even if the world goes up in a big, red blaze,\you'd save people, right?\Y-Yeah. Of course!\See?\I give up! response:	Just cry there!
context: Hey, Baracchi. You would save people, no matter what, right?\What?\Even if the world goes up in a big, red blaze,\you'd save people, right?\Y-Yeah. Of course!\See?\I give up!\Just cry there! response:	Mommy!
context: What?\Even if the world goes up in a big, red blaze,\you'd save people, right?\Y-Yeah. Of course!\See?\I give up!\Just cry there!\Mommy! response:	Mommy!
context: Even if the world goes up in a big, red blaze,\you'd save people, right?\Y-Yeah. Of course!\See?\I give up!\Just cry there!\Mommy!\Mommy! response:	That's...
context: you'd save people, right?\Y-Yeah. Of course!\See?\I give up!\Just cry there!\Mommy!\Mommy!\That's... response:	Hey, stop!
context: Y-Yeah. Of course!\See?\I give up!\Just cry there!\Mommy!\Mommy!\That's...\Hey, stop! response:	Accident at crossing before Toyosu Station!
context: See?\I give up!\Just cry there!\Mommy!\Mommy!\That's...\Hey, stop!\Accident at crossing before Toyosu Station! response:	Beginning rescue operations immediately!
context: I give up!\Just cry there!\Mommy!\Mommy!\That's...\Hey, stop!\Accident at crossing before Toyosu Station!\Beginning rescue operations immediately! response:	Understood.
context: Just cry there!\Mommy!\Mommy!\That's...\Hey, stop!\Accident at crossing before Toyosu Station!\Beginning rescue operations immediately!\Understood. response:	A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?
context: Mommy!\Mommy!\That's...\Hey, stop!\Accident at crossing before Toyosu Station!\Beginning rescue operations immediately!\Understood.\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help? response:	A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?
context: Mommy!\That's...\Hey, stop!\Accident at crossing before Toyosu Station!\Beginning rescue operations immediately!\Understood.\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help? response:	Eight GALAXters in the area have agreed to assist.
context: That's...\Hey, stop!\Accident at crossing before Toyosu Station!\Beginning rescue operations immediately!\Understood.\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\Eight GALAXters in the area have agreed to assist. response:	How horrible!
context: Hey, stop!\Accident at crossing before Toyosu Station!\Beginning rescue operations immediately!\Understood.\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\Eight GALAXters in the area have agreed to assist.\How horrible! response:	Can you hear me?
context: Accident at crossing before Toyosu Station!\Beginning rescue operations immediately!\Understood.\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\Eight GALAXters in the area have agreed to assist.\How horrible!\Can you hear me? response:	Please hang in there!
context: Beginning rescue operations immediately!\Understood.\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\Eight GALAXters in the area have agreed to assist.\How horrible!\Can you hear me?\Please hang in there! response:	Why did it... do such a thing?
context: Understood.\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\Eight GALAXters in the area have agreed to assist.\How horrible!\Can you hear me?\Please hang in there!\Why did it... do such a thing? response:	Look out!
context: A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\Eight GALAXters in the area have agreed to assist.\How horrible!\Can you hear me?\Please hang in there!\Why did it... do such a thing?\Look out! response:	There she is!
context: A traffic accident has occurred in front of Toyosu Station. Many people have been injured. Will you help?\Eight GALAXters in the area have agreed to assist.\How horrible!\Can you hear me?\Please hang in there!\Why did it... do such a thing?\Look out!\There she is! response:	Okay!
context: Eight GALAXters in the area have agreed to assist.\How horrible!\Can you hear me?\Please hang in there!\Why did it... do such a thing?\Look out!\There she is!\Okay! response:	It wasn't me!
context: How horrible!\Can you hear me?\Please hang in there!\Why did it... do such a thing?\Look out!\There she is!\Okay!\It wasn't me! response:	I don't know anything!
context: Can you hear me?\Please hang in there!\Why did it... do such a thing?\Look out!\There she is!\Okay!\It wasn't me!\I don't know anything! response:	Amnesia Effect!
context: Please hang in there!\Why did it... do such a thing?\Look out!\There she is!\Okay!\It wasn't me!\I don't know anything!\Amnesia Effect! response:	Rui-Rui, you're teary-eyed!
context: Why did it... do such a thing?\Look out!\There she is!\Okay!\It wasn't me!\I don't know anything!\Amnesia Effect!\Rui-Rui, you're teary-eyed! response:	Too bad! So sad!
context: Look out!\There she is!\Okay!\It wasn't me!\I don't know anything!\Amnesia Effect!\Rui-Rui, you're teary-eyed!\Too bad! So sad! response:	I guess you couldn't be a hero today!
context: There she is!\Okay!\It wasn't me!\I don't know anything!\Amnesia Effect!\Rui-Rui, you're teary-eyed!\Too bad! So sad!\I guess you couldn't be a hero today! response:	It's finally begun, Rui-Rui!
context: Okay!\It wasn't me!\I don't know anything!\Amnesia Effect!\Rui-Rui, you're teary-eyed!\Too bad! So sad!\I guess you couldn't be a hero today!\It's finally begun, Rui-Rui! response:	A festival, festival, festival!
context: It wasn't me!\I don't know anything!\Amnesia Effect!\Rui-Rui, you're teary-eyed!\Too bad! So sad!\I guess you couldn't be a hero today!\It's finally begun, Rui-Rui!\A festival, festival, festival! response:	Yay!
context: I don't know anything!\Amnesia Effect!\Rui-Rui, you're teary-eyed!\Too bad! So sad!\I guess you couldn't be a hero today!\It's finally begun, Rui-Rui!\A festival, festival, festival!\Yay! response:	Rui, unfortunately, there were seventeen casualties.
context: Amnesia Effect!\Rui-Rui, you're teary-eyed!\Too bad! So sad!\I guess you couldn't be a hero today!\It's finally begun, Rui-Rui!\A festival, festival, festival!\Yay!\Rui, unfortunately, there were seventeen casualties. response:	It's my fault.
context: Rui-Rui, you're teary-eyed!\Too bad! So sad!\I guess you couldn't be a hero today!\It's finally begun, Rui-Rui!\A festival, festival, festival!\Yay!\Rui, unfortunately, there were seventeen casualties.\It's my fault. response:	All my fault!
context: Too bad! So sad!\I guess you couldn't be a hero today!\It's finally begun, Rui-Rui!\A festival, festival, festival!\Yay!\Rui, unfortunately, there were seventeen casualties.\It's my fault.\All my fault! response:	Why did I get its power?!
context: I guess you couldn't be a hero today!\It's finally begun, Rui-Rui!\A festival, festival, festival!\Yay!\Rui, unfortunately, there were seventeen casualties.\It's my fault.\All my fault!\Why did I get its power?! response:	What have I been doing?!
context: It's finally begun, Rui-Rui!\A festival, festival, festival!\Yay!\Rui, unfortunately, there were seventeen casualties.\It's my fault.\All my fault!\Why did I get its power?!\What have I been doing?! response:	What have I been doing all this time?!
context: A festival, festival, festival!\Yay!\Rui, unfortunately, there were seventeen casualties.\It's my fault.\All my fault!\Why did I get its power?!\What have I been doing?!\What have I been doing all this time?! response:	Jou, you're in an unusually good mood.
context: Yay!\Rui, unfortunately, there were seventeen casualties.\It's my fault.\All my fault!\Why did I get its power?!\What have I been doing?!\What have I been doing all this time?!\Jou, you're in an unusually good mood. response:	Did something good happen?
context: Rui, unfortunately, there were seventeen casualties.\It's my fault.\All my fault!\Why did I get its power?!\What have I been doing?!\What have I been doing all this time?!\Jou, you're in an unusually good mood.\Did something good happen? response:	Nope, nothing really.
context: It's my fault.\All my fault!\Why did I get its power?!\What have I been doing?!\What have I been doing all this time?!\Jou, you're in an unusually good mood.\Did something good happen?\Nope, nothing really. response:	It's like you're back to your old self.
context: All my fault!\Why did I get its power?!\What have I been doing?!\What have I been doing all this time?!\Jou, you're in an unusually good mood.\Did something good happen?\Nope, nothing really.\It's like you're back to your old self. response:	Alan, I haven't changed at all.
context: Why did I get its power?!\What have I been doing?!\What have I been doing all this time?!\Jou, you're in an unusually good mood.\Did something good happen?\Nope, nothing really.\It's like you're back to your old self.\Alan, I haven't changed at all. response:	As for the suspect in custody, a housewife, she claims
context: What have I been doing?!\What have I been doing all this time?!\Jou, you're in an unusually good mood.\Did something good happen?\Nope, nothing really.\It's like you're back to your old self.\Alan, I haven't changed at all.\As for the suspect in custody, a housewife, she claims response:	she doesn't remember anything, including getting into the vehicle.
context: What have I been doing all this time?!\Jou, you're in an unusually good mood.\Did something good happen?\Nope, nothing really.\It's like you're back to your old self.\Alan, I haven't changed at all.\As for the suspect in custody, a housewife, she claims\she doesn't remember anything, including getting into the vehicle. response:	She is denying any involvement.
context: Jou, you're in an unusually good mood.\Did something good happen?\Nope, nothing really.\It's like you're back to your old self.\Alan, I haven't changed at all.\As for the suspect in custody, a housewife, she claims\she doesn't remember anything, including getting into the vehicle.\She is denying any involvement. response:	However, witnesses say she was upset and scolding
context: Did something good happen?\Nope, nothing really.\It's like you're back to your old self.\Alan, I haven't changed at all.\As for the suspect in custody, a housewife, she claims\she doesn't remember anything, including getting into the vehicle.\She is denying any involvement.\However, witnesses say she was upset and scolding response:	her child right before the incident.
context: Nope, nothing really.\It's like you're back to your old self.\Alan, I haven't changed at all.\As for the suspect in custody, a housewife, she claims\she doesn't remember anything, including getting into the vehicle.\She is denying any involvement.\However, witnesses say she was upset and scolding\her child right before the incident. response:	Police believe this incident to be a mass assault
