context: It's so cool now. response:	Yeah, the maple trees on the mountain are a lot prettier too.
context: I want... to go back home...\It chased after me?\Where's the scroll?\I'll eat you, boy!\I won't let you!\Sensei!\Natsume!\Use it! response:	I summon thee from the paths of light,
context: It chased after me?\Where's the scroll?\I'll eat you, boy!\I won't let you!\Sensei!\Natsume!\Use it!\I summon thee from the paths of light, response:	you who expels the darkness.
context: Where's the scroll?\I'll eat you, boy!\I won't let you!\Sensei!\Natsume!\Use it!\I summon thee from the paths of light,\you who expels the darkness. response:	It's here?
context: I'll eat you, boy!\I won't let you!\Sensei!\Natsume!\Use it!\I summon thee from the paths of light,\you who expels the darkness.\It's here? response:	It's tiny!
context: I won't let you!\Sensei!\Natsume!\Use it!\I summon thee from the paths of light,\you who expels the darkness.\It's here?\It's tiny! response:	Is that your servant?
context: Sensei!\Natsume!\Use it!\I summon thee from the paths of light,\you who expels the darkness.\It's here?\It's tiny!\Is that your servant? response:	Sensei...
context: Natsume!\Use it!\I summon thee from the paths of light,\you who expels the darkness.\It's here?\It's tiny!\Is that your servant?\Sensei... response:	I'm back to normal?
context: Use it!\I summon thee from the paths of light,\you who expels the darkness.\It's here?\It's tiny!\Is that your servant?\Sensei...\I'm back to normal? response:	Yeah, it's all over.
context: I summon thee from the paths of light,\you who expels the darkness.\It's here?\It's tiny!\Is that your servant?\Sensei...\I'm back to normal?\Yeah, it's all over. response:	Your mark is gone as well.
context: you who expels the darkness.\It's here?\It's tiny!\Is that your servant?\Sensei...\I'm back to normal?\Yeah, it's all over.\Your mark is gone as well. response:	I see.
context: It's here?\It's tiny!\Is that your servant?\Sensei...\I'm back to normal?\Yeah, it's all over.\Your mark is gone as well.\I see. response:	Thank goodness.
context: It's tiny!\Is that your servant?\Sensei...\I'm back to normal?\Yeah, it's all over.\Your mark is gone as well.\I see.\Thank goodness. response:	Thank goodness, nothing.
context: Is that your servant?\Sensei...\I'm back to normal?\Yeah, it's all over.\Your mark is gone as well.\I see.\Thank goodness.\Thank goodness, nothing. response:	Watching you, all I could see was your desire to protect important things,
context: Sensei...\I'm back to normal?\Yeah, it's all over.\Your mark is gone as well.\I see.\Thank goodness.\Thank goodness, nothing.\Watching you, all I could see was your desire to protect important things, response:	and not wanting to cause trouble for others.
context: I'm back to normal?\Yeah, it's all over.\Your mark is gone as well.\I see.\Thank goodness.\Thank goodness, nothing.\Watching you, all I could see was your desire to protect important things,\and not wanting to cause trouble for others. response:	All those kinds of feelings.
context: Yeah, it's all over.\Your mark is gone as well.\I see.\Thank goodness.\Thank goodness, nothing.\Watching you, all I could see was your desire to protect important things,\and not wanting to cause trouble for others.\All those kinds of feelings. response:	I hate people who don't treasure themselves.
context: Your mark is gone as well.\I see.\Thank goodness.\Thank goodness, nothing.\Watching you, all I could see was your desire to protect important things,\and not wanting to cause trouble for others.\All those kinds of feelings.\I hate people who don't treasure themselves. response:	Sorry.
context: I see.\Thank goodness.\Thank goodness, nothing.\Watching you, all I could see was your desire to protect important things,\and not wanting to cause trouble for others.\All those kinds of feelings.\I hate people who don't treasure themselves.\Sorry. response:	Well done!
context: Thank goodness.\Thank goodness, nothing.\Watching you, all I could see was your desire to protect important things,\and not wanting to cause trouble for others.\All those kinds of feelings.\I hate people who don't treasure themselves.\Sorry.\Well done! response:	I had you tested, Natsume-dono.
context: Thank goodness, nothing.\Watching you, all I could see was your desire to protect important things,\and not wanting to cause trouble for others.\All those kinds of feelings.\I hate people who don't treasure themselves.\Sorry.\Well done!\I had you tested, Natsume-dono. response:	A test to see whether I should entrust my name to a human child or not.
context: Watching you, all I could see was your desire to protect important things,\and not wanting to cause trouble for others.\All those kinds of feelings.\I hate people who don't treasure themselves.\Sorry.\Well done!\I had you tested, Natsume-dono.\A test to see whether I should entrust my name to a human child or not. response:	A test?
context: and not wanting to cause trouble for others.\All those kinds of feelings.\I hate people who don't treasure themselves.\Sorry.\Well done!\I had you tested, Natsume-dono.\A test to see whether I should entrust my name to a human child or not.\A test? response:	I'm the one that made the path to lead you to the evil spirit.
context: All those kinds of feelings.\I hate people who don't treasure themselves.\Sorry.\Well done!\I had you tested, Natsume-dono.\A test to see whether I should entrust my name to a human child or not.\A test?\I'm the one that made the path to lead you to the evil spirit. response:	Misuzu! You...
context: I hate people who don't treasure themselves.\Sorry.\Well done!\I had you tested, Natsume-dono.\A test to see whether I should entrust my name to a human child or not.\A test?\I'm the one that made the path to lead you to the evil spirit.\Misuzu! You... response:	If you were eaten, then that would have been it.
context: Sorry.\Well done!\I had you tested, Natsume-dono.\A test to see whether I should entrust my name to a human child or not.\A test?\I'm the one that made the path to lead you to the evil spirit.\Misuzu! You...\If you were eaten, then that would have been it. response:	I would then take the Book of Friends for myself.
context: Well done!\I had you tested, Natsume-dono.\A test to see whether I should entrust my name to a human child or not.\A test?\I'm the one that made the path to lead you to the evil spirit.\Misuzu! You...\If you were eaten, then that would have been it.\I would then take the Book of Friends for myself. response:	What?!
context: I had you tested, Natsume-dono.\A test to see whether I should entrust my name to a human child or not.\A test?\I'm the one that made the path to lead you to the evil spirit.\Misuzu! You...\If you were eaten, then that would have been it.\I would then take the Book of Friends for myself.\What?! response:	What's your decision?
context: A test to see whether I should entrust my name to a human child or not.\A test?\I'm the one that made the path to lead you to the evil spirit.\Misuzu! You...\If you were eaten, then that would have been it.\I would then take the Book of Friends for myself.\What?!\What's your decision? response:	Unfit.
context: A test?\I'm the one that made the path to lead you to the evil spirit.\Misuzu! You...\If you were eaten, then that would have been it.\I would then take the Book of Friends for myself.\What?!\What's your decision?\Unfit. response:	However, you're interesting.
context: I'm the one that made the path to lead you to the evil spirit.\Misuzu! You...\If you were eaten, then that would have been it.\I would then take the Book of Friends for myself.\What?!\What's your decision?\Unfit.\However, you're interesting. response:	I like you, Natsume-dono.
context: Misuzu! You...\If you were eaten, then that would have been it.\I would then take the Book of Friends for myself.\What?!\What's your decision?\Unfit.\However, you're interesting.\I like you, Natsume-dono. response:	I shall entrust my name to you for a while.
context: If you were eaten, then that would have been it.\I would then take the Book of Friends for myself.\What?!\What's your decision?\Unfit.\However, you're interesting.\I like you, Natsume-dono.\I shall entrust my name to you for a while. response:	I don't terribly hate having my name called.
context: I would then take the Book of Friends for myself.\What?!\What's your decision?\Unfit.\However, you're interesting.\I like you, Natsume-dono.\I shall entrust my name to you for a while.\I don't terribly hate having my name called. response:	Thank you.
context: What?!\What's your decision?\Unfit.\However, you're interesting.\I like you, Natsume-dono.\I shall entrust my name to you for a while.\I don't terribly hate having my name called.\Thank you. response:	I don't mind being called by you, either.
context: What's your decision?\Unfit.\However, you're interesting.\I like you, Natsume-dono.\I shall entrust my name to you for a while.\I don't terribly hate having my name called.\Thank you.\I don't mind being called by you, either. response:	If you ever find yourself in despair from humans, come to me anytime.
context: Unfit.\However, you're interesting.\I like you, Natsume-dono.\I shall entrust my name to you for a while.\I don't terribly hate having my name called.\Thank you.\I don't mind being called by you, either.\If you ever find yourself in despair from humans, come to me anytime. response:	Takashi-kun!
context: However, you're interesting.\I like you, Natsume-dono.\I shall entrust my name to you for a while.\I don't terribly hate having my name called.\Thank you.\I don't mind being called by you, either.\If you ever find yourself in despair from humans, come to me anytime.\Takashi-kun! response:	Where'd you go?!
context: I like you, Natsume-dono.\I shall entrust my name to you for a while.\I don't terribly hate having my name called.\Thank you.\I don't mind being called by you, either.\If you ever find yourself in despair from humans, come to me anytime.\Takashi-kun!\Where'd you go?! response:	I told you so many times to give me the contact information!
context: I shall entrust my name to you for a while.\I don't terribly hate having my name called.\Thank you.\I don't mind being called by you, either.\If you ever find yourself in despair from humans, come to me anytime.\Takashi-kun!\Where'd you go?!\I told you so many times to give me the contact information! response:	I-I'm sorry.
context: I don't terribly hate having my name called.\Thank you.\I don't mind being called by you, either.\If you ever find yourself in despair from humans, come to me anytime.\Takashi-kun!\Where'd you go?!\I told you so many times to give me the contact information!\I-I'm sorry. response:	Sit over there!
context: Thank you.\I don't mind being called by you, either.\If you ever find yourself in despair from humans, come to me anytime.\Takashi-kun!\Where'd you go?!\I told you so many times to give me the contact information!\I-I'm sorry.\Sit over there! response:	Yes!
context: I don't mind being called by you, either.\If you ever find yourself in despair from humans, come to me anytime.\Takashi-kun!\Where'd you go?!\I told you so many times to give me the contact information!\I-I'm sorry.\Sit over there!\Yes! response:	Just how worried do you think I was?
context: If you ever find yourself in despair from humans, come to me anytime.\Takashi-kun!\Where'd you go?!\I told you so many times to give me the contact information!\I-I'm sorry.\Sit over there!\Yes!\Just how worried do you think I was? response:	I don't mind you staying at your friend's house,
context: Takashi-kun!\Where'd you go?!\I told you so many times to give me the contact information!\I-I'm sorry.\Sit over there!\Yes!\Just how worried do you think I was?\I don't mind you staying at your friend's house, response:	but you have to tell me where!
context: Where'd you go?!\I told you so many times to give me the contact information!\I-I'm sorry.\Sit over there!\Yes!\Just how worried do you think I was?\I don't mind you staying at your friend's house,\but you have to tell me where! response:	What'll I do if something happens?
context: I told you so many times to give me the contact information!\I-I'm sorry.\Sit over there!\Yes!\Just how worried do you think I was?\I don't mind you staying at your friend's house,\but you have to tell me where!\What'll I do if something happens? response:	I was worrying all night!
context: I-I'm sorry.\Sit over there!\Yes!\Just how worried do you think I was?\I don't mind you staying at your friend's house,\but you have to tell me where!\What'll I do if something happens?\I was worrying all night! response:	I didn't even get one wink of sleep!
context: Sit over there!\Yes!\Just how worried do you think I was?\I don't mind you staying at your friend's house,\but you have to tell me where!\What'll I do if something happens?\I was worrying all night!\I didn't even get one wink of sleep! response:	I'm back.
context: Yes!\Just how worried do you think I was?\I don't mind you staying at your friend's house,\but you have to tell me where!\What'll I do if something happens?\I was worrying all night!\I didn't even get one wink of sleep!\I'm back. response:	Back at my home.
context: Just how worried do you think I was?\I don't mind you staying at your friend's house,\but you have to tell me where!\What'll I do if something happens?\I was worrying all night!\I didn't even get one wink of sleep!\I'm back.\Back at my home. response:	Are you listening, Takashi-kun?!
context: I don't mind you staying at your friend's house,\but you have to tell me where!\What'll I do if something happens?\I was worrying all night!\I didn't even get one wink of sleep!\I'm back.\Back at my home.\Are you listening, Takashi-kun?! response:	Ah, yes! I'm listening.
context: but you have to tell me where!\What'll I do if something happens?\I was worrying all night!\I didn't even get one wink of sleep!\I'm back.\Back at my home.\Are you listening, Takashi-kun?!\Ah, yes! I'm listening. response:	Back at this kind and warm house, where I live with my precious family.
context: What'll I do if something happens?\I was worrying all night!\I didn't even get one wink of sleep!\I'm back.\Back at my home.\Are you listening, Takashi-kun?!\Ah, yes! I'm listening.\Back at this kind and warm house, where I live with my precious family. response:	A long night in autumn.
context: I was worrying all night!\I didn't even get one wink of sleep!\I'm back.\Back at my home.\Are you listening, Takashi-kun?!\Ah, yes! I'm listening.\Back at this kind and warm house, where I live with my precious family.\A long night in autumn. response:	A lively festival.
context: I didn't even get one wink of sleep!\I'm back.\Back at my home.\Are you listening, Takashi-kun?!\Ah, yes! I'm listening.\Back at this kind and warm house, where I live with my precious family.\A long night in autumn.\A lively festival. response:	Fireworks coloring the sky.
context: I'm back.\Back at my home.\Are you listening, Takashi-kun?!\Ah, yes! I'm listening.\Back at this kind and warm house, where I live with my precious family.\A long night in autumn.\A lively festival.\Fireworks coloring the sky. response:	The kind people I met in this city are here.
context: Back at my home.\Are you listening, Takashi-kun?!\Ah, yes! I'm listening.\Back at this kind and warm house, where I live with my precious family.\A long night in autumn.\A lively festival.\Fireworks coloring the sky.\The kind people I met in this city are here. response:	Was I able to do something for them?
