context: Kochi kite hayaku! Kochi kite suguni! response:	Hurry over here! Come over here now!
context: W-What are you doing?\Get out of the way!\We're in the middle of a ritual!\You're still not going to show yourself?! You evil spirit!\Take that!\Take that, take that!\I'm to blame for all this...\It's this annoying season again. response:	Hey, summer is the most spiritual season, right?
context: Get out of the way!\We're in the middle of a ritual!\You're still not going to show yourself?! You evil spirit!\Take that!\Take that, take that!\I'm to blame for all this...\It's this annoying season again.\Hey, summer is the most spiritual season, right? response:	Occult-Loving Girl
context: We're in the middle of a ritual!\You're still not going to show yourself?! You evil spirit!\Take that!\Take that, take that!\I'm to blame for all this...\It's this annoying season again.\Hey, summer is the most spiritual season, right?\Occult-Loving Girl response:	Matsuoka Sakiko
context: You're still not going to show yourself?! You evil spirit!\Take that!\Take that, take that!\I'm to blame for all this...\It's this annoying season again.\Hey, summer is the most spiritual season, right?\Occult-Loving Girl\Matsuoka Sakiko response:	It's a busy season for a smart and beautiful exorcist like you, right?
context: Take that!\Take that, take that!\I'm to blame for all this...\It's this annoying season again.\Hey, summer is the most spiritual season, right?\Occult-Loving Girl\Matsuoka Sakiko\It's a busy season for a smart and beautiful exorcist like you, right? response:	The evil spirits that keep appearing...
context: Take that, take that!\I'm to blame for all this...\It's this annoying season again.\Hey, summer is the most spiritual season, right?\Occult-Loving Girl\Matsuoka Sakiko\It's a busy season for a smart and beautiful exorcist like you, right?\The evil spirits that keep appearing... response:	It sure is gloomy.
context: I'm to blame for all this...\It's this annoying season again.\Hey, summer is the most spiritual season, right?\Occult-Loving Girl\Matsuoka Sakiko\It's a busy season for a smart and beautiful exorcist like you, right?\The evil spirits that keep appearing...\It sure is gloomy. response:	This girl... is still misunderstanding something.
context: It's this annoying season again.\Hey, summer is the most spiritual season, right?\Occult-Loving Girl\Matsuoka Sakiko\It's a busy season for a smart and beautiful exorcist like you, right?\The evil spirits that keep appearing...\It sure is gloomy.\This girl... is still misunderstanding something. response:	Do your best, little sis!
context: Hey, summer is the most spiritual season, right?\Occult-Loving Girl\Matsuoka Sakiko\It's a busy season for a smart and beautiful exorcist like you, right?\The evil spirits that keep appearing...\It sure is gloomy.\This girl... is still misunderstanding something.\Do your best, little sis! response:	I'm not really that...
context: Occult-Loving Girl\Matsuoka Sakiko\It's a busy season for a smart and beautiful exorcist like you, right?\The evil spirits that keep appearing...\It sure is gloomy.\This girl... is still misunderstanding something.\Do your best, little sis!\I'm not really that... response:	Geez, you don't have to be so modest!
context: Matsuoka Sakiko\It's a busy season for a smart and beautiful exorcist like you, right?\The evil spirits that keep appearing...\It sure is gloomy.\This girl... is still misunderstanding something.\Do your best, little sis!\I'm not really that...\Geez, you don't have to be so modest! response:	Don't worry! You really are beautiful.
context: It's a busy season for a smart and beautiful exorcist like you, right?\The evil spirits that keep appearing...\It sure is gloomy.\This girl... is still misunderstanding something.\Do your best, little sis!\I'm not really that...\Geez, you don't have to be so modest!\Don't worry! You really are beautiful. response:	I'm not talking about that...
context: The evil spirits that keep appearing...\It sure is gloomy.\This girl... is still misunderstanding something.\Do your best, little sis!\I'm not really that...\Geez, you don't have to be so modest!\Don't worry! You really are beautiful.\I'm not talking about that... response:	Oh yeah, the pool is opening tomorrow.
context: It sure is gloomy.\This girl... is still misunderstanding something.\Do your best, little sis!\I'm not really that...\Geez, you don't have to be so modest!\Don't worry! You really are beautiful.\I'm not talking about that...\Oh yeah, the pool is opening tomorrow. response:	I can't wait!
context: This girl... is still misunderstanding something.\Do your best, little sis!\I'm not really that...\Geez, you don't have to be so modest!\Don't worry! You really are beautiful.\I'm not talking about that...\Oh yeah, the pool is opening tomorrow.\I can't wait! response:	Pool... swimming...
context: Do your best, little sis!\I'm not really that...\Geez, you don't have to be so modest!\Don't worry! You really are beautiful.\I'm not talking about that...\Oh yeah, the pool is opening tomorrow.\I can't wait!\Pool... swimming... response:	What a meaningless thing for humans to do.
context: I'm not really that...\Geez, you don't have to be so modest!\Don't worry! You really are beautiful.\I'm not talking about that...\Oh yeah, the pool is opening tomorrow.\I can't wait!\Pool... swimming...\What a meaningless thing for humans to do. response:	Pool... who cares about the pool!
context: Geez, you don't have to be so modest!\Don't worry! You really are beautiful.\I'm not talking about that...\Oh yeah, the pool is opening tomorrow.\I can't wait!\Pool... swimming...\What a meaningless thing for humans to do.\Pool... who cares about the pool! response:	The pool...
context: Don't worry! You really are beautiful.\I'm not talking about that...\Oh yeah, the pool is opening tomorrow.\I can't wait!\Pool... swimming...\What a meaningless thing for humans to do.\Pool... who cares about the pool!\The pool... response:	Pool? What's wrong with the pool?
context: I'm not talking about that...\Oh yeah, the pool is opening tomorrow.\I can't wait!\Pool... swimming...\What a meaningless thing for humans to do.\Pool... who cares about the pool!\The pool...\Pool? What's wrong with the pool? response:	Could it be... that there's something at the pool?!
context: Oh yeah, the pool is opening tomorrow.\I can't wait!\Pool... swimming...\What a meaningless thing for humans to do.\Pool... who cares about the pool!\The pool...\Pool? What's wrong with the pool?\Could it be... that there's something at the pool?! response:	Hey sis, do you want to sneak into the pool tonight to prepare for tomorrow's opening?
context: I can't wait!\Pool... swimming...\What a meaningless thing for humans to do.\Pool... who cares about the pool!\The pool...\Pool? What's wrong with the pool?\Could it be... that there's something at the pool?!\Hey sis, do you want to sneak into the pool tonight to prepare for tomorrow's opening? response:	Let's do our best for the opening!
context: Pool... swimming...\What a meaningless thing for humans to do.\Pool... who cares about the pool!\The pool...\Pool? What's wrong with the pool?\Could it be... that there's something at the pool?!\Hey sis, do you want to sneak into the pool tonight to prepare for tomorrow's opening?\Let's do our best for the opening! response:	I'll do my best to support you!
context: What a meaningless thing for humans to do.\Pool... who cares about the pool!\The pool...\Pool? What's wrong with the pool?\Could it be... that there's something at the pool?!\Hey sis, do you want to sneak into the pool tonight to prepare for tomorrow's opening?\Let's do our best for the opening!\I'll do my best to support you! response:	This is how you do the breaststroke.
context: Pool... who cares about the pool!\The pool...\Pool? What's wrong with the pool?\Could it be... that there's something at the pool?!\Hey sis, do you want to sneak into the pool tonight to prepare for tomorrow's opening?\Let's do our best for the opening!\I'll do my best to support you!\This is how you do the breaststroke. response:	That's the way, keep going!
context: The pool...\Pool? What's wrong with the pool?\Could it be... that there's something at the pool?!\Hey sis, do you want to sneak into the pool tonight to prepare for tomorrow's opening?\Let's do our best for the opening!\I'll do my best to support you!\This is how you do the breaststroke.\That's the way, keep going! response:	Matsuoka-san...
context: Pool? What's wrong with the pool?\Could it be... that there's something at the pool?!\Hey sis, do you want to sneak into the pool tonight to prepare for tomorrow's opening?\Let's do our best for the opening!\I'll do my best to support you!\This is how you do the breaststroke.\That's the way, keep going!\Matsuoka-san... response:	Without further ado,
context: Could it be... that there's something at the pool?!\Hey sis, do you want to sneak into the pool tonight to prepare for tomorrow's opening?\Let's do our best for the opening!\I'll do my best to support you!\This is how you do the breaststroke.\That's the way, keep going!\Matsuoka-san...\Without further ado, response:	it's time to start the exorcism!
context: Hey sis, do you want to sneak into the pool tonight to prepare for tomorrow's opening?\Let's do our best for the opening!\I'll do my best to support you!\This is how you do the breaststroke.\That's the way, keep going!\Matsuoka-san...\Without further ado,\it's time to start the exorcism! response:	Exorcism?!
context: Let's do our best for the opening!\I'll do my best to support you!\This is how you do the breaststroke.\That's the way, keep going!\Matsuoka-san...\Without further ado,\it's time to start the exorcism!\Exorcism?! response:	Just what I'd expect from you sis...
context: I'll do my best to support you!\This is how you do the breaststroke.\That's the way, keep going!\Matsuoka-san...\Without further ado,\it's time to start the exorcism!\Exorcism?!\Just what I'd expect from you sis... response:	You sensed evil spirits from that far away!
context: This is how you do the breaststroke.\That's the way, keep going!\Matsuoka-san...\Without further ado,\it's time to start the exorcism!\Exorcism?!\Just what I'd expect from you sis...\You sensed evil spirits from that far away! response:	What on earth am I doing here...
context: That's the way, keep going!\Matsuoka-san...\Without further ado,\it's time to start the exorcism!\Exorcism?!\Just what I'd expect from you sis...\You sensed evil spirits from that far away!\What on earth am I doing here... response:	I even wore my swimwear underneath my clothes.
context: Matsuoka-san...\Without further ado,\it's time to start the exorcism!\Exorcism?!\Just what I'd expect from you sis...\You sensed evil spirits from that far away!\What on earth am I doing here...\I even wore my swimwear underneath my clothes. response:	Eh? What's that?
context: Without further ado,\it's time to start the exorcism!\Exorcism?!\Just what I'd expect from you sis...\You sensed evil spirits from that far away!\What on earth am I doing here...\I even wore my swimwear underneath my clothes.\Eh? What's that? response:	Oh crap.
context: it's time to start the exorcism!\Exorcism?!\Just what I'd expect from you sis...\You sensed evil spirits from that far away!\What on earth am I doing here...\I even wore my swimwear underneath my clothes.\Eh? What's that?\Oh crap. response:	It's equipment for the exorcism, isn't it?
context: Exorcism?!\Just what I'd expect from you sis...\You sensed evil spirits from that far away!\What on earth am I doing here...\I even wore my swimwear underneath my clothes.\Eh? What's that?\Oh crap.\It's equipment for the exorcism, isn't it? response:	W-Wait!
context: Just what I'd expect from you sis...\You sensed evil spirits from that far away!\What on earth am I doing here...\I even wore my swimwear underneath my clothes.\Eh? What's that?\Oh crap.\It's equipment for the exorcism, isn't it?\W-Wait! response:	You use it like this, right?
context: You sensed evil spirits from that far away!\What on earth am I doing here...\I even wore my swimwear underneath my clothes.\Eh? What's that?\Oh crap.\It's equipment for the exorcism, isn't it?\W-Wait!\You use it like this, right? response:	Give it back!
context: What on earth am I doing here...\I even wore my swimwear underneath my clothes.\Eh? What's that?\Oh crap.\It's equipment for the exorcism, isn't it?\W-Wait!\You use it like this, right?\Give it back! response:	Hey, where are you going?
context: I even wore my swimwear underneath my clothes.\Eh? What's that?\Oh crap.\It's equipment for the exorcism, isn't it?\W-Wait!\You use it like this, right?\Give it back!\Hey, where are you going? response:	What about the exorcism?
context: Eh? What's that?\Oh crap.\It's equipment for the exorcism, isn't it?\W-Wait!\You use it like this, right?\Give it back!\Hey, where are you going?\What about the exorcism? response:	I didn't want it to be like this, but...
context: Oh crap.\It's equipment for the exorcism, isn't it?\W-Wait!\You use it like this, right?\Give it back!\Hey, where are you going?\What about the exorcism?\I didn't want it to be like this, but... response:	Don't get involved with me anymore.
context: It's equipment for the exorcism, isn't it?\W-Wait!\You use it like this, right?\Give it back!\Hey, where are you going?\What about the exorcism?\I didn't want it to be like this, but...\Don't get involved with me anymore. response:	Sis, does that mean...
context: W-Wait!\You use it like this, right?\Give it back!\Hey, where are you going?\What about the exorcism?\I didn't want it to be like this, but...\Don't get involved with me anymore.\Sis, does that mean... response:	I'm still a novice at this.
context: You use it like this, right?\Give it back!\Hey, where are you going?\What about the exorcism?\I didn't want it to be like this, but...\Don't get involved with me anymore.\Sis, does that mean...\I'm still a novice at this. response:	It'd be better if you didn't get involved in this other world.
context: Give it back!\Hey, where are you going?\What about the exorcism?\I didn't want it to be like this, but...\Don't get involved with me anymore.\Sis, does that mean...\I'm still a novice at this.\It'd be better if you didn't get involved in this other world. response:	How modest and kind of her!
context: Hey, where are you going?\What about the exorcism?\I didn't want it to be like this, but...\Don't get involved with me anymore.\Sis, does that mean...\I'm still a novice at this.\It'd be better if you didn't get involved in this other world.\How modest and kind of her! response:	I-I made her cry.
context: What about the exorcism?\I didn't want it to be like this, but...\Don't get involved with me anymore.\Sis, does that mean...\I'm still a novice at this.\It'd be better if you didn't get involved in this other world.\How modest and kind of her!\I-I made her cry. response:	Don't worry, I'll be fine!
context: I didn't want it to be like this, but...\Don't get involved with me anymore.\Sis, does that mean...\I'm still a novice at this.\It'd be better if you didn't get involved in this other world.\How modest and kind of her!\I-I made her cry.\Don't worry, I'll be fine! response:	I came prepared for this!
context: Don't get involved with me anymore.\Sis, does that mean...\I'm still a novice at this.\It'd be better if you didn't get involved in this other world.\How modest and kind of her!\I-I made her cry.\Don't worry, I'll be fine!\I came prepared for this! response:	See!
context: Sis, does that mean...\I'm still a novice at this.\It'd be better if you didn't get involved in this other world.\How modest and kind of her!\I-I made her cry.\Don't worry, I'll be fine!\I came prepared for this!\See! response:	I've set inscriptions on my whole body to protect myself from spirits!
context: I'm still a novice at this.\It'd be better if you didn't get involved in this other world.\How modest and kind of her!\I-I made her cry.\Don't worry, I'll be fine!\I came prepared for this!\See!\I've set inscriptions on my whole body to protect myself from spirits! response:	Oh.
context: It'd be better if you didn't get involved in this other world.\How modest and kind of her!\I-I made her cry.\Don't worry, I'll be fine!\I came prepared for this!\See!\I've set inscriptions on my whole body to protect myself from spirits!\Oh. response:	My.
context: How modest and kind of her!\I-I made her cry.\Don't worry, I'll be fine!\I came prepared for this!\See!\I've set inscriptions on my whole body to protect myself from spirits!\Oh.\My. response:	God.
context: I-I made her cry.\Don't worry, I'll be fine!\I came prepared for this!\See!\I've set inscriptions on my whole body to protect myself from spirits!\Oh.\My.\God. response:	Oh, did you get a hold of it already?
context: Don't worry, I'll be fine!\I came prepared for this!\See!\I've set inscriptions on my whole body to protect myself from spirits!\Oh.\My.\God.\Oh, did you get a hold of it already? response:	You're the one that needs to get a hold of yourself...
context: I came prepared for this!\See!\I've set inscriptions on my whole body to protect myself from spirits!\Oh.\My.\God.\Oh, did you get a hold of it already?\You're the one that needs to get a hold of yourself... response:	I'm not tired yet, so don't worry!
context: See!\I've set inscriptions on my whole body to protect myself from spirits!\Oh.\My.\God.\Oh, did you get a hold of it already?\You're the one that needs to get a hold of yourself...\I'm not tired yet, so don't worry! response:	I'm still full of energy!
context: I've set inscriptions on my whole body to protect myself from spirits!\Oh.\My.\God.\Oh, did you get a hold of it already?\You're the one that needs to get a hold of yourself...\I'm not tired yet, so don't worry!\I'm still full of energy! response:	Hey...
context: Oh.\My.\God.\Oh, did you get a hold of it already?\You're the one that needs to get a hold of yourself...\I'm not tired yet, so don't worry!\I'm still full of energy!\Hey... response:	I think there's really something wrong with you...
context: My.\God.\Oh, did you get a hold of it already?\You're the one that needs to get a hold of yourself...\I'm not tired yet, so don't worry!\I'm still full of energy!\Hey...\I think there's really something wrong with you... response:	Something wrong with me?
context: God.\Oh, did you get a hold of it already?\You're the one that needs to get a hold of yourself...\I'm not tired yet, so don't worry!\I'm still full of energy!\Hey...\I think there's really something wrong with you...\Something wrong with me? response:	Possessed
context: Oh, did you get a hold of it already?\You're the one that needs to get a hold of yourself...\I'm not tired yet, so don't worry!\I'm still full of energy!\Hey...\I think there's really something wrong with you...\Something wrong with me?\Possessed response:	You mean something possessed me?
context: You're the one that needs to get a hold of yourself...\I'm not tired yet, so don't worry!\I'm still full of energy!\Hey...\I think there's really something wrong with you...\Something wrong with me?\Possessed\You mean something possessed me? response:	So you have the power to tell something like that too!
context: I'm not tired yet, so don't worry!\I'm still full of energy!\Hey...\I think there's really something wrong with you...\Something wrong with me?\Possessed\You mean something possessed me?\So you have the power to tell something like that too! response:	Don't come any closer to me!
context: I'm still full of energy!\Hey...\I think there's really something wrong with you...\Something wrong with me?\Possessed\You mean something possessed me?\So you have the power to tell something like that too!\Don't come any closer to me! response:	Sis!
context: Hey...\I think there's really something wrong with you...\Something wrong with me?\Possessed\You mean something possessed me?\So you have the power to tell something like that too!\Don't come any closer to me!\Sis! response:	Oh I see, she's found the evil spirit already!
context: I think there's really something wrong with you...\Something wrong with me?\Possessed\You mean something possessed me?\So you have the power to tell something like that too!\Don't come any closer to me!\Sis!\Oh I see, she's found the evil spirit already! response:	That's why she told me to stay away!
context: Something wrong with me?\Possessed\You mean something possessed me?\So you have the power to tell something like that too!\Don't come any closer to me!\Sis!\Oh I see, she's found the evil spirit already!\That's why she told me to stay away! response:	H-Help me...
context: Possessed\You mean something possessed me?\So you have the power to tell something like that too!\Don't come any closer to me!\Sis!\Oh I see, she's found the evil spirit already!\That's why she told me to stay away!\H-Help me... response:	W-What a fierce battle!
context: You mean something possessed me?\So you have the power to tell something like that too!\Don't come any closer to me!\Sis!\Oh I see, she's found the evil spirit already!\That's why she told me to stay away!\H-Help me...\W-What a fierce battle! response:	Evil spirit, begone!
context: So you have the power to tell something like that too!\Don't come any closer to me!\Sis!\Oh I see, she's found the evil spirit already!\That's why she told me to stay away!\H-Help me...\W-What a fierce battle!\Evil spirit, begone! response:	Go get'em sis!
context: Don't come any closer to me!\Sis!\Oh I see, she's found the evil spirit already!\That's why she told me to stay away!\H-Help me...\W-What a fierce battle!\Evil spirit, begone!\Go get'em sis! response:	N-No, come h-help me...
context: Sis!\Oh I see, she's found the evil spirit already!\That's why she told me to stay away!\H-Help me...\W-What a fierce battle!\Evil spirit, begone!\Go get'em sis!\N-No, come h-help me... response:	I'll join in the fight too!
context: Oh I see, she's found the evil spirit already!\That's why she told me to stay away!\H-Help me...\W-What a fierce battle!\Evil spirit, begone!\Go get'em sis!\N-No, come h-help me...\I'll join in the fight too! response:	Namu Amida Batsuji!
context: That's why she told me to stay away!\H-Help me...\W-What a fierce battle!\Evil spirit, begone!\Go get'em sis!\N-No, come h-help me...\I'll join in the fight too!\Namu Amida Batsuji! response:	Hand me that thing!
context: H-Help me...\W-What a fierce battle!\Evil spirit, begone!\Go get'em sis!\N-No, come h-help me...\I'll join in the fight too!\Namu Amida Batsuji!\Hand me that thing! response:	That thing? Oh you mean...
context: W-What a fierce battle!\Evil spirit, begone!\Go get'em sis!\N-No, come h-help me...\I'll join in the fight too!\Namu Amida Batsuji!\Hand me that thing!\That thing? Oh you mean... response:	Swimming boa-
context: Evil spirit, begone!\Go get'em sis!\N-No, come h-help me...\I'll join in the fight too!\Namu Amida Batsuji!\Hand me that thing!\That thing? Oh you mean...\Swimming boa- response:	You wanted this right?
context: Go get'em sis!\N-No, come h-help me...\I'll join in the fight too!\Namu Amida Batsuji!\Hand me that thing!\That thing? Oh you mean...\Swimming boa-\You wanted this right? response:	Not that!
context: N-No, come h-help me...\I'll join in the fight too!\Namu Amida Batsuji!\Hand me that thing!\That thing? Oh you mean...\Swimming boa-\You wanted this right?\Not that! response:	This one?
context: I'll join in the fight too!\Namu Amida Batsuji!\Hand me that thing!\That thing? Oh you mean...\Swimming boa-\You wanted this right?\Not that!\This one? response:	You want this?
context: Namu Amida Batsuji!\Hand me that thing!\That thing? Oh you mean...\Swimming boa-\You wanted this right?\Not that!\This one?\You want this? response:	I guess that's it for me.
context: Hand me that thing!\That thing? Oh you mean...\Swimming boa-\You wanted this right?\Not that!\This one?\You want this?\I guess that's it for me. response:	I'm going to curse you Matsuokas forever.
context: That thing? Oh you mean...\Swimming boa-\You wanted this right?\Not that!\This one?\You want this?\I guess that's it for me.\I'm going to curse you Matsuokas forever. response:	Curse you...
context: Swimming boa-\You wanted this right?\Not that!\This one?\You want this?\I guess that's it for me.\I'm going to curse you Matsuokas forever.\Curse you... response:	Curse you all!
context: You wanted this right?\Not that!\This one?\You want this?\I guess that's it for me.\I'm going to curse you Matsuokas forever.\Curse you...\Curse you all! response:	What are you girls doing here?
context: Not that!\This one?\You want this?\I guess that's it for me.\I'm going to curse you Matsuokas forever.\Curse you...\Curse you all!\What are you girls doing here? response:	Thanks for your work, did you purify the evil spirit?
context: This one?\You want this?\I guess that's it for me.\I'm going to curse you Matsuokas forever.\Curse you...\Curse you all!\What are you girls doing here?\Thanks for your work, did you purify the evil spirit? response:	Evil spirit?
context: You want this?\I guess that's it for me.\I'm going to curse you Matsuokas forever.\Curse you...\Curse you all!\What are you girls doing here?\Thanks for your work, did you purify the evil spirit?\Evil spirit? response:	Wasn't she just drowning?
context: I guess that's it for me.\I'm going to curse you Matsuokas forever.\Curse you...\Curse you all!\What are you girls doing here?\Thanks for your work, did you purify the evil spirit?\Evil spirit?\Wasn't she just drowning? response:	No way, she's not that kind of pathetic person!
context: I'm going to curse you Matsuokas forever.\Curse you...\Curse you all!\What are you girls doing here?\Thanks for your work, did you purify the evil spirit?\Evil spirit?\Wasn't she just drowning?\No way, she's not that kind of pathetic person! response:	Right, sis?
context: Curse you...\Curse you all!\What are you girls doing here?\Thanks for your work, did you purify the evil spirit?\Evil spirit?\Wasn't she just drowning?\No way, she's not that kind of pathetic person!\Right, sis? response:	It was a formidable opponent!
context: Curse you all!\What are you girls doing here?\Thanks for your work, did you purify the evil spirit?\Evil spirit?\Wasn't she just drowning?\No way, she's not that kind of pathetic person!\Right, sis?\It was a formidable opponent! response:	See?
context: What are you girls doing here?\Thanks for your work, did you purify the evil spirit?\Evil spirit?\Wasn't she just drowning?\No way, she's not that kind of pathetic person!\Right, sis?\It was a formidable opponent!\See? response:	Damn it, I'm really going to curse you forever!
context: Thanks for your work, did you purify the evil spirit?\Evil spirit?\Wasn't she just drowning?\No way, she's not that kind of pathetic person!\Right, sis?\It was a formidable opponent!\See?\Damn it, I'm really going to curse you forever! response:	Matsuoka-san?!
context: Evil spirit?\Wasn't she just drowning?\No way, she's not that kind of pathetic person!\Right, sis?\It was a formidable opponent!\See?\Damn it, I'm really going to curse you forever!\Matsuoka-san?! response:	I-I wrote it with a oil-based marker...
context: Wasn't she just drowning?\No way, she's not that kind of pathetic person!\Right, sis?\It was a formidable opponent!\See?\Damn it, I'm really going to curse you forever!\Matsuoka-san?!\I-I wrote it with a oil-based marker... response:	Gross!
context: No way, she's not that kind of pathetic person!\Right, sis?\It was a formidable opponent!\See?\Damn it, I'm really going to curse you forever!\Matsuoka-san?!\I-I wrote it with a oil-based marker...\Gross! response:	What was she thinking?!
context: Right, sis?\It was a formidable opponent!\See?\Damn it, I'm really going to curse you forever!\Matsuoka-san?!\I-I wrote it with a oil-based marker...\Gross!\What was she thinking?! response:	There was an evil spirit in this pool!
context: It was a formidable opponent!\See?\Damn it, I'm really going to curse you forever!\Matsuoka-san?!\I-I wrote it with a oil-based marker...\Gross!\What was she thinking?!\There was an evil spirit in this pool! response:	It was all for the sake of purification!
context: See?\Damn it, I'm really going to curse you forever!\Matsuoka-san?!\I-I wrote it with a oil-based marker...\Gross!\What was she thinking?!\There was an evil spirit in this pool!\It was all for the sake of purification! response:	S-Stay away!
context: Damn it, I'm really going to curse you forever!\Matsuoka-san?!\I-I wrote it with a oil-based marker...\Gross!\What was she thinking?!\There was an evil spirit in this pool!\It was all for the sake of purification!\S-Stay away! response:	It's working...
context: Matsuoka-san?!\I-I wrote it with a oil-based marker...\Gross!\What was she thinking?!\There was an evil spirit in this pool!\It was all for the sake of purification!\S-Stay away!\It's working... response:	my curse is working.
context: I-I wrote it with a oil-based marker...\Gross!\What was she thinking?!\There was an evil spirit in this pool!\It was all for the sake of purification!\S-Stay away!\It's working...\my curse is working. response:	I'm not going to run away!
context: Gross!\What was she thinking?!\There was an evil spirit in this pool!\It was all for the sake of purification!\S-Stay away!\It's working...\my curse is working.\I'm not going to run away! response:	Sis, tell them what happened!
context: What was she thinking?!\There was an evil spirit in this pool!\It was all for the sake of purification!\S-Stay away!\It's working...\my curse is working.\I'm not going to run away!\Sis, tell them what happened! response:	G-Guys!
context: There was an evil spirit in this pool!\It was all for the sake of purification!\S-Stay away!\It's working...\my curse is working.\I'm not going to run away!\Sis, tell them what happened!\G-Guys! response:	Girls' changing room
context: It was all for the sake of purification!\S-Stay away!\It's working...\my curse is working.\I'm not going to run away!\Sis, tell them what happened!\G-Guys!\Girls' changing room response:	That was really fun!
context: S-Stay away!\It's working...\my curse is working.\I'm not going to run away!\Sis, tell them what happened!\G-Guys!\Girls' changing room\That was really fun! response:	After all that, it'd be fine if I don't take a bath today.
context: It's working...\my curse is working.\I'm not going to run away!\Sis, tell them what happened!\G-Guys!\Girls' changing room\That was really fun!\After all that, it'd be fine if I don't take a bath today. response:	It's not fine at all!
context: my curse is working.\I'm not going to run away!\Sis, tell them what happened!\G-Guys!\Girls' changing room\That was really fun!\After all that, it'd be fine if I don't take a bath today.\It's not fine at all! response:	Huh?
context: I'm not going to run away!\Sis, tell them what happened!\G-Guys!\Girls' changing room\That was really fun!\After all that, it'd be fine if I don't take a bath today.\It's not fine at all!\Huh? response:	Those girls... they wore their swimwear to school and forgot to bring their panties.
context: Sis, tell them what happened!\G-Guys!\Girls' changing room\That was really fun!\After all that, it'd be fine if I don't take a bath today.\It's not fine at all!\Huh?\Those girls... they wore their swimwear to school and forgot to bring their panties. response:	Kinda suspicious.
context: G-Guys!\Girls' changing room\That was really fun!\After all that, it'd be fine if I don't take a bath today.\It's not fine at all!\Huh?\Those girls... they wore their swimwear to school and forgot to bring their panties.\Kinda suspicious. response:	Father of the triplets
context: Girls' changing room\That was really fun!\After all that, it'd be fine if I don't take a bath today.\It's not fine at all!\Huh?\Those girls... they wore their swimwear to school and forgot to bring their panties.\Kinda suspicious.\Father of the triplets response:	Marui Soujirou
context: That was really fun!\After all that, it'd be fine if I don't take a bath today.\It's not fine at all!\Huh?\Those girls... they wore their swimwear to school and forgot to bring their panties.\Kinda suspicious.\Father of the triplets\Marui Soujirou response:	Eh?! All three pairs of your panties got stolen?!
context: After all that, it'd be fine if I don't take a bath today.\It's not fine at all!\Huh?\Those girls... they wore their swimwear to school and forgot to bring their panties.\Kinda suspicious.\Father of the triplets\Marui Soujirou\Eh?! All three pairs of your panties got stolen?! response:	Geez, how vulgar.
context: It's not fine at all!\Huh?\Those girls... they wore their swimwear to school and forgot to bring their panties.\Kinda suspicious.\Father of the triplets\Marui Soujirou\Eh?! All three pairs of your panties got stolen?!\Geez, how vulgar. response:	Well, since my panties would sell for a high price, I can't really blame them.
context: Huh?\Those girls... they wore their swimwear to school and forgot to bring their panties.\Kinda suspicious.\Father of the triplets\Marui Soujirou\Eh?! All three pairs of your panties got stolen?!\Geez, how vulgar.\Well, since my panties would sell for a high price, I can't really blame them. response:	But that only applies for my pair!
context: Those girls... they wore their swimwear to school and forgot to bring their panties.\Kinda suspicious.\Father of the triplets\Marui Soujirou\Eh?! All three pairs of your panties got stolen?!\Geez, how vulgar.\Well, since my panties would sell for a high price, I can't really blame them.\But that only applies for my pair! response:	You know, they probably weren't stolen...
context: Kinda suspicious.\Father of the triplets\Marui Soujirou\Eh?! All three pairs of your panties got stolen?!\Geez, how vulgar.\Well, since my panties would sell for a high price, I can't really blame them.\But that only applies for my pair!\You know, they probably weren't stolen... response:	Did you search thoroughly?
context: Father of the triplets\Marui Soujirou\Eh?! All three pairs of your panties got stolen?!\Geez, how vulgar.\Well, since my panties would sell for a high price, I can't really blame them.\But that only applies for my pair!\You know, they probably weren't stolen...\Did you search thoroughly? response:	Of course I did, I searched very throughly.
context: Marui Soujirou\Eh?! All three pairs of your panties got stolen?!\Geez, how vulgar.\Well, since my panties would sell for a high price, I can't really blame them.\But that only applies for my pair!\You know, they probably weren't stolen...\Did you search thoroughly?\Of course I did, I searched very throughly. response:	Where the hell were you searching?!
context: Eh?! All three pairs of your panties got stolen?!\Geez, how vulgar.\Well, since my panties would sell for a high price, I can't really blame them.\But that only applies for my pair!\You know, they probably weren't stolen...\Did you search thoroughly?\Of course I did, I searched very throughly.\Where the hell were you searching?! response:	If they really were stolen, the culprit would wear them, right?
context: Geez, how vulgar.\Well, since my panties would sell for a high price, I can't really blame them.\But that only applies for my pair!\You know, they probably weren't stolen...\Did you search thoroughly?\Of course I did, I searched very throughly.\Where the hell were you searching?!\If they really were stolen, the culprit would wear them, right? response:	Why are you asking me?!
context: Well, since my panties would sell for a high price, I can't really blame them.\But that only applies for my pair!\You know, they probably weren't stolen...\Did you search thoroughly?\Of course I did, I searched very throughly.\Where the hell were you searching?!\If they really were stolen, the culprit would wear them, right?\Why are you asking me?! response:	This is their pool right...
context: But that only applies for my pair!\You know, they probably weren't stolen...\Did you search thoroughly?\Of course I did, I searched very throughly.\Where the hell were you searching?!\If they really were stolen, the culprit would wear them, right?\Why are you asking me?!\This is their pool right... response:	Mit-chan...
context: You know, they probably weren't stolen...\Did you search thoroughly?\Of course I did, I searched very throughly.\Where the hell were you searching?!\If they really were stolen, the culprit would wear them, right?\Why are you asking me?!\This is their pool right...\Mit-chan... response:	Isn't it strange how only the triplet's panties were stolen?
