context: I want to go back to that time again. response:	I want to become small again.
context: I am in Tokyo...\They are the same.\That means... Could it be...?\I see. Miyu-chan said such things about her mom.\Yeah.\But, her mom is worried about Miyu-chan for sure.\Because yesterday...\Miyu, I am sorry for making you suffer. response:	- Minami-kun. - Hmm?
context: They are the same.\That means... Could it be...?\I see. Miyu-chan said such things about her mom.\Yeah.\But, her mom is worried about Miyu-chan for sure.\Because yesterday...\Miyu, I am sorry for making you suffer.\- Minami-kun. - Hmm? response:	Can't we do something about it?
context: That means... Could it be...?\I see. Miyu-chan said such things about her mom.\Yeah.\But, her mom is worried about Miyu-chan for sure.\Because yesterday...\Miyu, I am sorry for making you suffer.\- Minami-kun. - Hmm?\Can't we do something about it? response:	Onii-chan.
context: I see. Miyu-chan said such things about her mom.\Yeah.\But, her mom is worried about Miyu-chan for sure.\Because yesterday...\Miyu, I am sorry for making you suffer.\- Minami-kun. - Hmm?\Can't we do something about it?\Onii-chan. response:	Asuka-chan.
context: Yeah.\But, her mom is worried about Miyu-chan for sure.\Because yesterday...\Miyu, I am sorry for making you suffer.\- Minami-kun. - Hmm?\Can't we do something about it?\Onii-chan.\Asuka-chan. response:	Who were you talking with?
context: But, her mom is worried about Miyu-chan for sure.\Because yesterday...\Miyu, I am sorry for making you suffer.\- Minami-kun. - Hmm?\Can't we do something about it?\Onii-chan.\Asuka-chan.\Who were you talking with? response:	Eh?
context: Because yesterday...\Miyu, I am sorry for making you suffer.\- Minami-kun. - Hmm?\Can't we do something about it?\Onii-chan.\Asuka-chan.\Who were you talking with?\Eh? response:	Ah... I was talking to myself.
context: Miyu, I am sorry for making you suffer.\- Minami-kun. - Hmm?\Can't we do something about it?\Onii-chan.\Asuka-chan.\Who were you talking with?\Eh?\Ah... I was talking to myself. response:	Oh no.
context: - Minami-kun. - Hmm?\Can't we do something about it?\Onii-chan.\Asuka-chan.\Who were you talking with?\Eh?\Ah... I was talking to myself.\Oh no. response:	What is that?
context: Can't we do something about it?\Onii-chan.\Asuka-chan.\Who were you talking with?\Eh?\Ah... I was talking to myself.\Oh no.\What is that? response:	What are you hiding?
context: Onii-chan.\Asuka-chan.\Who were you talking with?\Eh?\Ah... I was talking to myself.\Oh no.\What is that?\What are you hiding? response:	Would you show it to me?
context: Asuka-chan.\Who were you talking with?\Eh?\Ah... I was talking to myself.\Oh no.\What is that?\What are you hiding?\Would you show it to me? response:	This isn't... anything...
context: Who were you talking with?\Eh?\Ah... I was talking to myself.\Oh no.\What is that?\What are you hiding?\Would you show it to me?\This isn't... anything... response:	Could it be...
context: Eh?\Ah... I was talking to myself.\Oh no.\What is that?\What are you hiding?\Would you show it to me?\This isn't... anything...\Could it be... response:	Onee-chan? (Big Sister)
context: Ah... I was talking to myself.\Oh no.\What is that?\What are you hiding?\Would you show it to me?\This isn't... anything...\Could it be...\Onee-chan? (Big Sister) response:	I knew it.
context: Oh no.\What is that?\What are you hiding?\Would you show it to me?\This isn't... anything...\Could it be...\Onee-chan? (Big Sister)\I knew it. response:	Hey.
context: What is that?\What are you hiding?\Would you show it to me?\This isn't... anything...\Could it be...\Onee-chan? (Big Sister)\I knew it.\Hey. response:	Let me see Onee-chan.
context: What are you hiding?\Would you show it to me?\This isn't... anything...\Could it be...\Onee-chan? (Big Sister)\I knew it.\Hey.\Let me see Onee-chan. response:	Asuka.
context: Would you show it to me?\This isn't... anything...\Could it be...\Onee-chan? (Big Sister)\I knew it.\Hey.\Let me see Onee-chan.\Asuka. response:	What's going on?
context: This isn't... anything...\Could it be...\Onee-chan? (Big Sister)\I knew it.\Hey.\Let me see Onee-chan.\Asuka.\What's going on? response:	Well, that is...
context: Could it be...\Onee-chan? (Big Sister)\I knew it.\Hey.\Let me see Onee-chan.\Asuka.\What's going on?\Well, that is... response:	I don't know...
context: Onee-chan? (Big Sister)\I knew it.\Hey.\Let me see Onee-chan.\Asuka.\What's going on?\Well, that is...\I don't know... response:	Nobody knows.
context: I knew it.\Hey.\Let me see Onee-chan.\Asuka.\What's going on?\Well, that is...\I don't know...\Nobody knows. response:	Are you really Onee-chan?
context: Hey.\Let me see Onee-chan.\Asuka.\What's going on?\Well, that is...\I don't know...\Nobody knows.\Are you really Onee-chan? response:	I'm sorry, Asuka.
context: Let me see Onee-chan.\Asuka.\What's going on?\Well, that is...\I don't know...\Nobody knows.\Are you really Onee-chan?\I'm sorry, Asuka. response:	No...
context: Asuka.\What's going on?\Well, that is...\I don't know...\Nobody knows.\Are you really Onee-chan?\I'm sorry, Asuka.\No... response:	I am sorry I didn't notice it.
context: What's going on?\Well, that is...\I don't know...\Nobody knows.\Are you really Onee-chan?\I'm sorry, Asuka.\No...\I am sorry I didn't notice it. response:	Asuka-chan...
context: Well, that is...\I don't know...\Nobody knows.\Are you really Onee-chan?\I'm sorry, Asuka.\No...\I am sorry I didn't notice it.\Asuka-chan... response:	Hey.
context: I don't know...\Nobody knows.\Are you really Onee-chan?\I'm sorry, Asuka.\No...\I am sorry I didn't notice it.\Asuka-chan...\Hey. response:	Is there anything I can do for you?
context: Nobody knows.\Are you really Onee-chan?\I'm sorry, Asuka.\No...\I am sorry I didn't notice it.\Asuka-chan...\Hey.\Is there anything I can do for you? response:	My Little Lover Minami Kun No Koibito
context: Are you really Onee-chan?\I'm sorry, Asuka.\No...\I am sorry I didn't notice it.\Asuka-chan...\Hey.\Is there anything I can do for you?\My Little Lover Minami Kun No Koibito response:	She loves her mom so much.
context: I'm sorry, Asuka.\No...\I am sorry I didn't notice it.\Asuka-chan...\Hey.\Is there anything I can do for you?\My Little Lover Minami Kun No Koibito\She loves her mom so much. response:	Yeah.
context: No...\I am sorry I didn't notice it.\Asuka-chan...\Hey.\Is there anything I can do for you?\My Little Lover Minami Kun No Koibito\She loves her mom so much.\Yeah. response:	- She is coming now. -Yeah.
context: I am sorry I didn't notice it.\Asuka-chan...\Hey.\Is there anything I can do for you?\My Little Lover Minami Kun No Koibito\She loves her mom so much.\Yeah.\- She is coming now. -Yeah. response:	Okay, here we are.
context: Asuka-chan...\Hey.\Is there anything I can do for you?\My Little Lover Minami Kun No Koibito\She loves her mom so much.\Yeah.\- She is coming now. -Yeah.\Okay, here we are. response:	Miyu-chan, wait here until your mom comes, okay?
context: Hey.\Is there anything I can do for you?\My Little Lover Minami Kun No Koibito\She loves her mom so much.\Yeah.\- She is coming now. -Yeah.\Okay, here we are.\Miyu-chan, wait here until your mom comes, okay? response:	Miyu-chan.
context: Is there anything I can do for you?\My Little Lover Minami Kun No Koibito\She loves her mom so much.\Yeah.\- She is coming now. -Yeah.\Okay, here we are.\Miyu-chan, wait here until your mom comes, okay?\Miyu-chan. response:	Fairy-san!
context: My Little Lover Minami Kun No Koibito\She loves her mom so much.\Yeah.\- She is coming now. -Yeah.\Okay, here we are.\Miyu-chan, wait here until your mom comes, okay?\Miyu-chan.\Fairy-san! response:	I came here to use magic on you.
context: She loves her mom so much.\Yeah.\- She is coming now. -Yeah.\Okay, here we are.\Miyu-chan, wait here until your mom comes, okay?\Miyu-chan.\Fairy-san!\I came here to use magic on you. response:	Do you want to know how your mom really feels?
context: Yeah.\- She is coming now. -Yeah.\Okay, here we are.\Miyu-chan, wait here until your mom comes, okay?\Miyu-chan.\Fairy-san!\I came here to use magic on you.\Do you want to know how your mom really feels? response:	Excuse me, Miyu-chan's mom!
context: - She is coming now. -Yeah.\Okay, here we are.\Miyu-chan, wait here until your mom comes, okay?\Miyu-chan.\Fairy-san!\I came here to use magic on you.\Do you want to know how your mom really feels?\Excuse me, Miyu-chan's mom! response:	Please come with me. It's about Miyu-chan.
context: Okay, here we are.\Miyu-chan, wait here until your mom comes, okay?\Miyu-chan.\Fairy-san!\I came here to use magic on you.\Do you want to know how your mom really feels?\Excuse me, Miyu-chan's mom!\Please come with me. It's about Miyu-chan. response:	Miyu!
context: Miyu-chan, wait here until your mom comes, okay?\Miyu-chan.\Fairy-san!\I came here to use magic on you.\Do you want to know how your mom really feels?\Excuse me, Miyu-chan's mom!\Please come with me. It's about Miyu-chan.\Miyu! response:	Miyu. Miyu?
context: Miyu-chan.\Fairy-san!\I came here to use magic on you.\Do you want to know how your mom really feels?\Excuse me, Miyu-chan's mom!\Please come with me. It's about Miyu-chan.\Miyu!\Miyu. Miyu? response:	It seems she feels much better.
context: Fairy-san!\I came here to use magic on you.\Do you want to know how your mom really feels?\Excuse me, Miyu-chan's mom!\Please come with me. It's about Miyu-chan.\Miyu!\Miyu. Miyu?\It seems she feels much better. response:	Miyu-chan started to have pain suddenly.
context: I came here to use magic on you.\Do you want to know how your mom really feels?\Excuse me, Miyu-chan's mom!\Please come with me. It's about Miyu-chan.\Miyu!\Miyu. Miyu?\It seems she feels much better.\Miyu-chan started to have pain suddenly. response:	When I was about to call a nurse, she said mom would worry so don't.
context: Do you want to know how your mom really feels?\Excuse me, Miyu-chan's mom!\Please come with me. It's about Miyu-chan.\Miyu!\Miyu. Miyu?\It seems she feels much better.\Miyu-chan started to have pain suddenly.\When I was about to call a nurse, she said mom would worry so don't. response:	But, I was worried, so...
context: Excuse me, Miyu-chan's mom!\Please come with me. It's about Miyu-chan.\Miyu!\Miyu. Miyu?\It seems she feels much better.\Miyu-chan started to have pain suddenly.\When I was about to call a nurse, she said mom would worry so don't.\But, I was worried, so... response:	Miyu, you should call me when you are in pain.
context: Please come with me. It's about Miyu-chan.\Miyu!\Miyu. Miyu?\It seems she feels much better.\Miyu-chan started to have pain suddenly.\When I was about to call a nurse, she said mom would worry so don't.\But, I was worried, so...\Miyu, you should call me when you are in pain. response:	Miyu-chan was drawing pictures of you a while ago.
context: Miyu!\Miyu. Miyu?\It seems she feels much better.\Miyu-chan started to have pain suddenly.\When I was about to call a nurse, she said mom would worry so don't.\But, I was worried, so...\Miyu, you should call me when you are in pain.\Miyu-chan was drawing pictures of you a while ago. response:	They are all pictures of you and Miyu-chan.
context: Miyu. Miyu?\It seems she feels much better.\Miyu-chan started to have pain suddenly.\When I was about to call a nurse, she said mom would worry so don't.\But, I was worried, so...\Miyu, you should call me when you are in pain.\Miyu-chan was drawing pictures of you a while ago.\They are all pictures of you and Miyu-chan. response:	I'm sorry, Miyu...
context: It seems she feels much better.\Miyu-chan started to have pain suddenly.\When I was about to call a nurse, she said mom would worry so don't.\But, I was worried, so...\Miyu, you should call me when you are in pain.\Miyu-chan was drawing pictures of you a while ago.\They are all pictures of you and Miyu-chan.\I'm sorry, Miyu... response:	I couldn't understand your feelings.
context: Miyu-chan started to have pain suddenly.\When I was about to call a nurse, she said mom would worry so don't.\But, I was worried, so...\Miyu, you should call me when you are in pain.\Miyu-chan was drawing pictures of you a while ago.\They are all pictures of you and Miyu-chan.\I'm sorry, Miyu...\I couldn't understand your feelings. response:	I couldn't tell you my true feelings.
context: When I was about to call a nurse, she said mom would worry so don't.\But, I was worried, so...\Miyu, you should call me when you are in pain.\Miyu-chan was drawing pictures of you a while ago.\They are all pictures of you and Miyu-chan.\I'm sorry, Miyu...\I couldn't understand your feelings.\I couldn't tell you my true feelings. response:	You must have had hard time. I'm sorry.
context: But, I was worried, so...\Miyu, you should call me when you are in pain.\Miyu-chan was drawing pictures of you a while ago.\They are all pictures of you and Miyu-chan.\I'm sorry, Miyu...\I couldn't understand your feelings.\I couldn't tell you my true feelings.\You must have had hard time. I'm sorry. response:	You are so important to me.
context: Miyu, you should call me when you are in pain.\Miyu-chan was drawing pictures of you a while ago.\They are all pictures of you and Miyu-chan.\I'm sorry, Miyu...\I couldn't understand your feelings.\I couldn't tell you my true feelings.\You must have had hard time. I'm sorry.\You are so important to me. response:	I love you so much, so very much!
context: Miyu-chan was drawing pictures of you a while ago.\They are all pictures of you and Miyu-chan.\I'm sorry, Miyu...\I couldn't understand your feelings.\I couldn't tell you my true feelings.\You must have had hard time. I'm sorry.\You are so important to me.\I love you so much, so very much! response:	So, please...
context: They are all pictures of you and Miyu-chan.\I'm sorry, Miyu...\I couldn't understand your feelings.\I couldn't tell you my true feelings.\You must have had hard time. I'm sorry.\You are so important to me.\I love you so much, so very much!\So, please... response:	stay with me. Please...
context: I'm sorry, Miyu...\I couldn't understand your feelings.\I couldn't tell you my true feelings.\You must have had hard time. I'm sorry.\You are so important to me.\I love you so much, so very much!\So, please...\stay with me. Please... response:	Please get well.
context: I couldn't understand your feelings.\I couldn't tell you my true feelings.\You must have had hard time. I'm sorry.\You are so important to me.\I love you so much, so very much!\So, please...\stay with me. Please...\Please get well. response:	Mom...
context: I couldn't tell you my true feelings.\You must have had hard time. I'm sorry.\You are so important to me.\I love you so much, so very much!\So, please...\stay with me. Please...\Please get well.\Mom... response:	What's the matter?
context: You must have had hard time. I'm sorry.\You are so important to me.\I love you so much, so very much!\So, please...\stay with me. Please...\Please get well.\Mom...\What's the matter? response:	- Doctor, please. -Oh no...
context: You are so important to me.\I love you so much, so very much!\So, please...\stay with me. Please...\Please get well.\Mom...\What's the matter?\- Doctor, please. -Oh no... response:	Please save Miyu.
context: I love you so much, so very much!\So, please...\stay with me. Please...\Please get well.\Mom...\What's the matter?\- Doctor, please. -Oh no...\Please save Miyu. response:	- Please. - I understand.
context: So, please...\stay with me. Please...\Please get well.\Mom...\What's the matter?\- Doctor, please. -Oh no...\Please save Miyu.\- Please. - I understand. response:	So, what happened to Miyu-chan?
context: stay with me. Please...\Please get well.\Mom...\What's the matter?\- Doctor, please. -Oh no...\Please save Miyu.\- Please. - I understand.\So, what happened to Miyu-chan? response:	It seems she had pain suddenly.
context: Please get well.\Mom...\What's the matter?\- Doctor, please. -Oh no...\Please save Miyu.\- Please. - I understand.\So, what happened to Miyu-chan?\It seems she had pain suddenly. response:	What's happening?
context: Mom...\What's the matter?\- Doctor, please. -Oh no...\Please save Miyu.\- Please. - I understand.\So, what happened to Miyu-chan?\It seems she had pain suddenly.\What's happening? response:	Doctor? How's Miyu...?
context: What's the matter?\- Doctor, please. -Oh no...\Please save Miyu.\- Please. - I understand.\So, what happened to Miyu-chan?\It seems she had pain suddenly.\What's happening?\Doctor? How's Miyu...? response:	Did something good happen to you?
context: - Doctor, please. -Oh no...\Please save Miyu.\- Please. - I understand.\So, what happened to Miyu-chan?\It seems she had pain suddenly.\What's happening?\Doctor? How's Miyu...?\Did something good happen to you? response:	Eh?
context: Please save Miyu.\- Please. - I understand.\So, what happened to Miyu-chan?\It seems she had pain suddenly.\What's happening?\Doctor? How's Miyu...?\Did something good happen to you?\Eh? response:	You look really happy.
context: - Please. - I understand.\So, what happened to Miyu-chan?\It seems she had pain suddenly.\What's happening?\Doctor? How's Miyu...?\Did something good happen to you?\Eh?\You look really happy. response:	She is fine.
context: So, what happened to Miyu-chan?\It seems she had pain suddenly.\What's happening?\Doctor? How's Miyu...?\Did something good happen to you?\Eh?\You look really happy.\She is fine. response:	You don't have to worry.
context: It seems she had pain suddenly.\What's happening?\Doctor? How's Miyu...?\Did something good happen to you?\Eh?\You look really happy.\She is fine.\You don't have to worry. response:	Well, call me if anything happens again.
context: What's happening?\Doctor? How's Miyu...?\Did something good happen to you?\Eh?\You look really happy.\She is fine.\You don't have to worry.\Well, call me if anything happens again. response:	Yes. Thank you very much.
context: Doctor? How's Miyu...?\Did something good happen to you?\Eh?\You look really happy.\She is fine.\You don't have to worry.\Well, call me if anything happens again.\Yes. Thank you very much. response:	- Doctor. - What is it?
context: Did something good happen to you?\Eh?\You look really happy.\She is fine.\You don't have to worry.\Well, call me if anything happens again.\Yes. Thank you very much.\- Doctor. - What is it? response:	I think...
context: Eh?\You look really happy.\She is fine.\You don't have to worry.\Well, call me if anything happens again.\Yes. Thank you very much.\- Doctor. - What is it?\I think... response:	I will have a surgery.
context: You look really happy.\She is fine.\You don't have to worry.\Well, call me if anything happens again.\Yes. Thank you very much.\- Doctor. - What is it?\I think...\I will have a surgery. response:	Miyu!
context: She is fine.\You don't have to worry.\Well, call me if anything happens again.\Yes. Thank you very much.\- Doctor. - What is it?\I think...\I will have a surgery.\Miyu! response:	Let's set a date for the surgery later.
context: You don't have to worry.\Well, call me if anything happens again.\Yes. Thank you very much.\- Doctor. - What is it?\I think...\I will have a surgery.\Miyu!\Let's set a date for the surgery later. response:	Yes. Thank you very much.
context: Well, call me if anything happens again.\Yes. Thank you very much.\- Doctor. - What is it?\I think...\I will have a surgery.\Miyu!\Let's set a date for the surgery later.\Yes. Thank you very much. response:	What happened?
context: Yes. Thank you very much.\- Doctor. - What is it?\I think...\I will have a surgery.\Miyu!\Let's set a date for the surgery later.\Yes. Thank you very much.\What happened? response:	- Let's do our best! - I will do my best!
context: - Doctor. - What is it?\I think...\I will have a surgery.\Miyu!\Let's set a date for the surgery later.\Yes. Thank you very much.\What happened?\- Let's do our best! - I will do my best! response:	I will do my best!
context: I think...\I will have a surgery.\Miyu!\Let's set a date for the surgery later.\Yes. Thank you very much.\What happened?\- Let's do our best! - I will do my best!\I will do my best! response:	Good girl.
context: I will have a surgery.\Miyu!\Let's set a date for the surgery later.\Yes. Thank you very much.\What happened?\- Let's do our best! - I will do my best!\I will do my best!\Good girl. response:	I'm so relieved.
context: Miyu!\Let's set a date for the surgery later.\Yes. Thank you very much.\What happened?\- Let's do our best! - I will do my best!\I will do my best!\Good girl.\I'm so relieved. response:	Timing and subtitles brought to you by The Little Lover Team @Viki.
context: Let's set a date for the surgery later.\Yes. Thank you very much.\What happened?\- Let's do our best! - I will do my best!\I will do my best!\Good girl.\I'm so relieved.\Timing and subtitles brought to you by The Little Lover Team @Viki. response:	Minami-kun...
context: Yes. Thank you very much.\What happened?\- Let's do our best! - I will do my best!\I will do my best!\Good girl.\I'm so relieved.\Timing and subtitles brought to you by The Little Lover Team @Viki.\Minami-kun... response:	Do you have a minute?
context: What happened?\- Let's do our best! - I will do my best!\I will do my best!\Good girl.\I'm so relieved.\Timing and subtitles brought to you by The Little Lover Team @Viki.\Minami-kun...\Do you have a minute? response:	Nomura-san...
context: - Let's do our best! - I will do my best!\I will do my best!\Good girl.\I'm so relieved.\Timing and subtitles brought to you by The Little Lover Team @Viki.\Minami-kun...\Do you have a minute?\Nomura-san... response:	Sorry to call you out so suddenly.
context: I will do my best!\Good girl.\I'm so relieved.\Timing and subtitles brought to you by The Little Lover Team @Viki.\Minami-kun...\Do you have a minute?\Nomura-san...\Sorry to call you out so suddenly. response:	Don't worry.
context: Good girl.\I'm so relieved.\Timing and subtitles brought to you by The Little Lover Team @Viki.\Minami-kun...\Do you have a minute?\Nomura-san...\Sorry to call you out so suddenly.\Don't worry. response:	You might have guessed by now
context: I'm so relieved.\Timing and subtitles brought to you by The Little Lover Team @Viki.\Minami-kun...\Do you have a minute?\Nomura-san...\Sorry to call you out so suddenly.\Don't worry.\You might have guessed by now response:	but I wanted to make things clear between us.
context: Timing and subtitles brought to you by The Little Lover Team @Viki.\Minami-kun...\Do you have a minute?\Nomura-san...\Sorry to call you out so suddenly.\Don't worry.\You might have guessed by now\but I wanted to make things clear between us. response:	If you are going to reject me, I want you to reject me properly.
context: Minami-kun...\Do you have a minute?\Nomura-san...\Sorry to call you out so suddenly.\Don't worry.\You might have guessed by now\but I wanted to make things clear between us.\If you are going to reject me, I want you to reject me properly. response:	You see, I have to make plans for my future romance, too.
context: Do you have a minute?\Nomura-san...\Sorry to call you out so suddenly.\Don't worry.\You might have guessed by now\but I wanted to make things clear between us.\If you are going to reject me, I want you to reject me properly.\You see, I have to make plans for my future romance, too. response:	Do you love... Horikiri-san?
context: Nomura-san...\Sorry to call you out so suddenly.\Don't worry.\You might have guessed by now\but I wanted to make things clear between us.\If you are going to reject me, I want you to reject me properly.\You see, I have to make plans for my future romance, too.\Do you love... Horikiri-san? response:	that, for a long time,
context: Sorry to call you out so suddenly.\Don't worry.\You might have guessed by now\but I wanted to make things clear between us.\If you are going to reject me, I want you to reject me properly.\You see, I have to make plans for my future romance, too.\Do you love... Horikiri-san?\that, for a long time, response:	I have loved Chiyomi... all along.
context: Don't worry.\You might have guessed by now\but I wanted to make things clear between us.\If you are going to reject me, I want you to reject me properly.\You see, I have to make plans for my future romance, too.\Do you love... Horikiri-san?\that, for a long time,\I have loved Chiyomi... all along. response:	So... I'm sorry.
context: You might have guessed by now\but I wanted to make things clear between us.\If you are going to reject me, I want you to reject me properly.\You see, I have to make plans for my future romance, too.\Do you love... Horikiri-san?\that, for a long time,\I have loved Chiyomi... all along.\So... I'm sorry. response:	Oh, what a humiliating way to be rejected.
context: but I wanted to make things clear between us.\If you are going to reject me, I want you to reject me properly.\You see, I have to make plans for my future romance, too.\Do you love... Horikiri-san?\that, for a long time,\I have loved Chiyomi... all along.\So... I'm sorry.\Oh, what a humiliating way to be rejected. response:	Thank you.
context: If you are going to reject me, I want you to reject me properly.\You see, I have to make plans for my future romance, too.\Do you love... Horikiri-san?\that, for a long time,\I have loved Chiyomi... all along.\So... I'm sorry.\Oh, what a humiliating way to be rejected.\Thank you. response:	Well then... I am going first.
context: You see, I have to make plans for my future romance, too.\Do you love... Horikiri-san?\that, for a long time,\I have loved Chiyomi... all along.\So... I'm sorry.\Oh, what a humiliating way to be rejected.\Thank you.\Well then... I am going first. response:	At least, see me off until I am out of your sight.
context: Do you love... Horikiri-san?\that, for a long time,\I have loved Chiyomi... all along.\So... I'm sorry.\Oh, what a humiliating way to be rejected.\Thank you.\Well then... I am going first.\At least, see me off until I am out of your sight. response:	Okay.
context: that, for a long time,\I have loved Chiyomi... all along.\So... I'm sorry.\Oh, what a humiliating way to be rejected.\Thank you.\Well then... I am going first.\At least, see me off until I am out of your sight.\Okay. response:	Grandma Toyo is not nice.
context: I have loved Chiyomi... all along.\So... I'm sorry.\Oh, what a humiliating way to be rejected.\Thank you.\Well then... I am going first.\At least, see me off until I am out of your sight.\Okay.\Grandma Toyo is not nice. response:	Poor Kotoko.
context: So... I'm sorry.\Oh, what a humiliating way to be rejected.\Thank you.\Well then... I am going first.\At least, see me off until I am out of your sight.\Okay.\Grandma Toyo is not nice.\Poor Kotoko. response:	That's right.
context: Oh, what a humiliating way to be rejected.\Thank you.\Well then... I am going first.\At least, see me off until I am out of your sight.\Okay.\Grandma Toyo is not nice.\Poor Kotoko.\That's right. response:	What is Minami-kun talking about with Nomura-san?
context: Thank you.\Well then... I am going first.\At least, see me off until I am out of your sight.\Okay.\Grandma Toyo is not nice.\Poor Kotoko.\That's right.\What is Minami-kun talking about with Nomura-san? response:	So, he should be kind to her.
context: Well then... I am going first.\At least, see me off until I am out of your sight.\Okay.\Grandma Toyo is not nice.\Poor Kotoko.\That's right.\What is Minami-kun talking about with Nomura-san?\So, he should be kind to her. response:	No, that's not right. That's not how Irie-kun is.
context: At least, see me off until I am out of your sight.\Okay.\Grandma Toyo is not nice.\Poor Kotoko.\That's right.\What is Minami-kun talking about with Nomura-san?\So, he should be kind to her.\No, that's not right. That's not how Irie-kun is. response:	My Little Lover Minami Kun No Koibito
context: Okay.\Grandma Toyo is not nice.\Poor Kotoko.\That's right.\What is Minami-kun talking about with Nomura-san?\So, he should be kind to her.\No, that's not right. That's not how Irie-kun is.\My Little Lover Minami Kun No Koibito response:	Was it... Kanae-san?
context: Grandma Toyo is not nice.\Poor Kotoko.\That's right.\What is Minami-kun talking about with Nomura-san?\So, he should be kind to her.\No, that's not right. That's not how Irie-kun is.\My Little Lover Minami Kun No Koibito\Was it... Kanae-san? response:	How is she doing?
context: Poor Kotoko.\That's right.\What is Minami-kun talking about with Nomura-san?\So, he should be kind to her.\No, that's not right. That's not how Irie-kun is.\My Little Lover Minami Kun No Koibito\Was it... Kanae-san?\How is she doing? response:	I feel bad about what happened.
context: That's right.\What is Minami-kun talking about with Nomura-san?\So, he should be kind to her.\No, that's not right. That's not how Irie-kun is.\My Little Lover Minami Kun No Koibito\Was it... Kanae-san?\How is she doing?\I feel bad about what happened. response:	Don't worry. Time has passed.
context: What is Minami-kun talking about with Nomura-san?\So, he should be kind to her.\No, that's not right. That's not how Irie-kun is.\My Little Lover Minami Kun No Koibito\Was it... Kanae-san?\How is she doing?\I feel bad about what happened.\Don't worry. Time has passed. response:	In October, we are going to have a baby.
context: So, he should be kind to her.\No, that's not right. That's not how Irie-kun is.\My Little Lover Minami Kun No Koibito\Was it... Kanae-san?\How is she doing?\I feel bad about what happened.\Don't worry. Time has passed.\In October, we are going to have a baby. response:	I see.
context: No, that's not right. That's not how Irie-kun is.\My Little Lover Minami Kun No Koibito\Was it... Kanae-san?\How is she doing?\I feel bad about what happened.\Don't worry. Time has passed.\In October, we are going to have a baby.\I see. response:	Congratulations.
context: My Little Lover Minami Kun No Koibito\Was it... Kanae-san?\How is she doing?\I feel bad about what happened.\Don't worry. Time has passed.\In October, we are going to have a baby.\I see.\Congratulations. response:	Then, we have all the more reason to do the right thing.
context: Was it... Kanae-san?\How is she doing?\I feel bad about what happened.\Don't worry. Time has passed.\In October, we are going to have a baby.\I see.\Congratulations.\Then, we have all the more reason to do the right thing. response:	- Here you go. - What's that?
context: How is she doing?\I feel bad about what happened.\Don't worry. Time has passed.\In October, we are going to have a baby.\I see.\Congratulations.\Then, we have all the more reason to do the right thing.\- Here you go. - What's that? response:	The divorce paper you gave me.
context: I feel bad about what happened.\Don't worry. Time has passed.\In October, we are going to have a baby.\I see.\Congratulations.\Then, we have all the more reason to do the right thing.\- Here you go. - What's that?\The divorce paper you gave me. response:	I saw you here yesterday, so I brought it with me, thinking I might run into you.
context: Don't worry. Time has passed.\In October, we are going to have a baby.\I see.\Congratulations.\Then, we have all the more reason to do the right thing.\- Here you go. - What's that?\The divorce paper you gave me.\I saw you here yesterday, so I brought it with me, thinking I might run into you. response:	Sorry for being late.
context: In October, we are going to have a baby.\I see.\Congratulations.\Then, we have all the more reason to do the right thing.\- Here you go. - What's that?\The divorce paper you gave me.\I saw you here yesterday, so I brought it with me, thinking I might run into you.\Sorry for being late. response:	But, I wanted to hand it to you in person.
context: I see.\Congratulations.\Then, we have all the more reason to do the right thing.\- Here you go. - What's that?\The divorce paper you gave me.\I saw you here yesterday, so I brought it with me, thinking I might run into you.\Sorry for being late.\But, I wanted to hand it to you in person. response:	But, what a lousy disguise.
context: Congratulations.\Then, we have all the more reason to do the right thing.\- Here you go. - What's that?\The divorce paper you gave me.\I saw you here yesterday, so I brought it with me, thinking I might run into you.\Sorry for being late.\But, I wanted to hand it to you in person.\But, what a lousy disguise. response:	You have zero talent in deceiving people, as before.
context: Then, we have all the more reason to do the right thing.\- Here you go. - What's that?\The divorce paper you gave me.\I saw you here yesterday, so I brought it with me, thinking I might run into you.\Sorry for being late.\But, I wanted to hand it to you in person.\But, what a lousy disguise.\You have zero talent in deceiving people, as before. response:	That guy...
context: - Here you go. - What's that?\The divorce paper you gave me.\I saw you here yesterday, so I brought it with me, thinking I might run into you.\Sorry for being late.\But, I wanted to hand it to you in person.\But, what a lousy disguise.\You have zero talent in deceiving people, as before.\That guy... response:	You idiot!
context: The divorce paper you gave me.\I saw you here yesterday, so I brought it with me, thinking I might run into you.\Sorry for being late.\But, I wanted to hand it to you in person.\But, what a lousy disguise.\You have zero talent in deceiving people, as before.\That guy...\You idiot! response:	Hey, Nomura-kun!
context: I saw you here yesterday, so I brought it with me, thinking I might run into you.\Sorry for being late.\But, I wanted to hand it to you in person.\But, what a lousy disguise.\You have zero talent in deceiving people, as before.\That guy...\You idiot!\Hey, Nomura-kun! response:	Do you know how much Emi-chan suffered because of you?
context: Sorry for being late.\But, I wanted to hand it to you in person.\But, what a lousy disguise.\You have zero talent in deceiving people, as before.\That guy...\You idiot!\Hey, Nomura-kun!\Do you know how much Emi-chan suffered because of you? response:	Nomura...
context: But, I wanted to hand it to you in person.\But, what a lousy disguise.\You have zero talent in deceiving people, as before.\That guy...\You idiot!\Hey, Nomura-kun!\Do you know how much Emi-chan suffered because of you?\Nomura... response:	She's been working from morning to night, all by herself.
