context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: That's what you said!\You're...\My... My stomach...\Now!\Oh no, my precious belt!\And my pants!\I'll finish it...\Aoyama has fainted! response:	Ashido advances to the second round!
context: You're...\My... My stomach...\Now!\Oh no, my precious belt!\And my pants!\I'll finish it...\Aoyama has fainted!\Ashido advances to the second round! response:	Aoyama's knocked out!
context: My... My stomach...\Now!\Oh no, my precious belt!\And my pants!\I'll finish it...\Aoyama has fainted!\Ashido advances to the second round!\Aoyama's knocked out! response:	Ashido's easy victory is indisputable!
context: Now!\Oh no, my precious belt!\And my pants!\I'll finish it...\Aoyama has fainted!\Ashido advances to the second round!\Aoyama's knocked out!\Ashido's easy victory is indisputable! response:	Mina's amazing!
context: Oh no, my precious belt!\And my pants!\I'll finish it...\Aoyama has fainted!\Ashido advances to the second round!\Aoyama's knocked out!\Ashido's easy victory is indisputable!\Mina's amazing! response:	If only Aoyama and Ashido's Quirks were switched...!
context: And my pants!\I'll finish it...\Aoyama has fainted!\Ashido advances to the second round!\Aoyama's knocked out!\Ashido's easy victory is indisputable!\Mina's amazing!\If only Aoyama and Ashido's Quirks were switched...! response:	You're too much of a scumbag.
context: I'll finish it...\Aoyama has fainted!\Ashido advances to the second round!\Aoyama's knocked out!\Ashido's easy victory is indisputable!\Mina's amazing!\If only Aoyama and Ashido's Quirks were switched...!\You're too much of a scumbag. response:	The match unfolded as I expected, but I misjudged Ashido's physical strength.
context: Aoyama has fainted!\Ashido advances to the second round!\Aoyama's knocked out!\Ashido's easy victory is indisputable!\Mina's amazing!\If only Aoyama and Ashido's Quirks were switched...!\You're too much of a scumbag.\The match unfolded as I expected, but I misjudged Ashido's physical strength. response:	Even during the Quirk assessment test, she placed ninth out of everyone,
context: Ashido advances to the second round!\Aoyama's knocked out!\Ashido's easy victory is indisputable!\Mina's amazing!\If only Aoyama and Ashido's Quirks were switched...!\You're too much of a scumbag.\The match unfolded as I expected, but I misjudged Ashido's physical strength.\Even during the Quirk assessment test, she placed ninth out of everyone, response:	including the boys.
context: Aoyama's knocked out!\Ashido's easy victory is indisputable!\Mina's amazing!\If only Aoyama and Ashido's Quirks were switched...!\You're too much of a scumbag.\The match unfolded as I expected, but I misjudged Ashido's physical strength.\Even during the Quirk assessment test, she placed ninth out of everyone,\including the boys. response:	It wasn't because of her Quirk-she's got excellent physical abilities.
context: Ashido's easy victory is indisputable!\Mina's amazing!\If only Aoyama and Ashido's Quirks were switched...!\You're too much of a scumbag.\The match unfolded as I expected, but I misjudged Ashido's physical strength.\Even during the Quirk assessment test, she placed ninth out of everyone,\including the boys.\It wasn't because of her Quirk-she's got excellent physical abilities. response:	Now, we've got no time to lose! Let's move on to the sixth match!
context: Mina's amazing!\If only Aoyama and Ashido's Quirks were switched...!\You're too much of a scumbag.\The match unfolded as I expected, but I misjudged Ashido's physical strength.\Even during the Quirk assessment test, she placed ninth out of everyone,\including the boys.\It wasn't because of her Quirk-she's got excellent physical abilities.\Now, we've got no time to lose! Let's move on to the sixth match! response:	Hey, I said get back to work!
context: If only Aoyama and Ashido's Quirks were switched...!\You're too much of a scumbag.\The match unfolded as I expected, but I misjudged Ashido's physical strength.\Even during the Quirk assessment test, she placed ninth out of everyone,\including the boys.\It wasn't because of her Quirk-she's got excellent physical abilities.\Now, we've got no time to lose! Let's move on to the sixth match!\Hey, I said get back to work! response:	Offense and defense in one body!
context: You're too much of a scumbag.\The match unfolded as I expected, but I misjudged Ashido's physical strength.\Even during the Quirk assessment test, she placed ninth out of everyone,\including the boys.\It wasn't because of her Quirk-she's got excellent physical abilities.\Now, we've got no time to lose! Let's move on to the sixth match!\Hey, I said get back to work!\Offense and defense in one body! response:	The dark samurai accompanied by Dark Shadow!
context: The match unfolded as I expected, but I misjudged Ashido's physical strength.\Even during the Quirk assessment test, she placed ninth out of everyone,\including the boys.\It wasn't because of her Quirk-she's got excellent physical abilities.\Now, we've got no time to lose! Let's move on to the sixth match!\Hey, I said get back to work!\Offense and defense in one body!\The dark samurai accompanied by Dark Shadow! response:	From the hero course, it's Fumikage Tokoyami!
context: Even during the Quirk assessment test, she placed ninth out of everyone,\including the boys.\It wasn't because of her Quirk-she's got excellent physical abilities.\Now, we've got no time to lose! Let's move on to the sixth match!\Hey, I said get back to work!\Offense and defense in one body!\The dark samurai accompanied by Dark Shadow!\From the hero course, it's Fumikage Tokoyami! response:	Versus-
context: including the boys.\It wasn't because of her Quirk-she's got excellent physical abilities.\Now, we've got no time to lose! Let's move on to the sixth match!\Hey, I said get back to work!\Offense and defense in one body!\The dark samurai accompanied by Dark Shadow!\From the hero course, it's Fumikage Tokoyami!\Versus- response:	All-purpose Creation!
context: It wasn't because of her Quirk-she's got excellent physical abilities.\Now, we've got no time to lose! Let's move on to the sixth match!\Hey, I said get back to work!\Offense and defense in one body!\The dark samurai accompanied by Dark Shadow!\From the hero course, it's Fumikage Tokoyami!\Versus-\All-purpose Creation! response:	She was admitted through recommendations, so her abilities are certified!
context: Now, we've got no time to lose! Let's move on to the sixth match!\Hey, I said get back to work!\Offense and defense in one body!\The dark samurai accompanied by Dark Shadow!\From the hero course, it's Fumikage Tokoyami!\Versus-\All-purpose Creation!\She was admitted through recommendations, so her abilities are certified! response:	From the hero course, it's Momo Yaoyorozu!
context: Hey, I said get back to work!\Offense and defense in one body!\The dark samurai accompanied by Dark Shadow!\From the hero course, it's Fumikage Tokoyami!\Versus-\All-purpose Creation!\She was admitted through recommendations, so her abilities are certified!\From the hero course, it's Momo Yaoyorozu! response:	Midoriya, what do you think of this match?
context: Offense and defense in one body!\The dark samurai accompanied by Dark Shadow!\From the hero course, it's Fumikage Tokoyami!\Versus-\All-purpose Creation!\She was admitted through recommendations, so her abilities are certified!\From the hero course, it's Momo Yaoyorozu!\Midoriya, what do you think of this match? response:	I think time will be the key.
context: The dark samurai accompanied by Dark Shadow!\From the hero course, it's Fumikage Tokoyami!\Versus-\All-purpose Creation!\She was admitted through recommendations, so her abilities are certified!\From the hero course, it's Momo Yaoyorozu!\Midoriya, what do you think of this match?\I think time will be the key. response:	Time?
context: From the hero course, it's Fumikage Tokoyami!\Versus-\All-purpose Creation!\She was admitted through recommendations, so her abilities are certified!\From the hero course, it's Momo Yaoyorozu!\Midoriya, what do you think of this match?\I think time will be the key.\Time? response:	It's just as Mr. Present Mic says,
context: Versus-\All-purpose Creation!\She was admitted through recommendations, so her abilities are certified!\From the hero course, it's Momo Yaoyorozu!\Midoriya, what do you think of this match?\I think time will be the key.\Time?\It's just as Mr. Present Mic says, response:	I'm up against Tokoyami with Dark Shadow, offense and defense in one body.
context: All-purpose Creation!\She was admitted through recommendations, so her abilities are certified!\From the hero course, it's Momo Yaoyorozu!\Midoriya, what do you think of this match?\I think time will be the key.\Time?\It's just as Mr. Present Mic says,\I'm up against Tokoyami with Dark Shadow, offense and defense in one body. response:	In addition, Tokoyami can bring out Dark Shadow with no time lag,
context: She was admitted through recommendations, so her abilities are certified!\From the hero course, it's Momo Yaoyorozu!\Midoriya, what do you think of this match?\I think time will be the key.\Time?\It's just as Mr. Present Mic says,\I'm up against Tokoyami with Dark Shadow, offense and defense in one body.\In addition, Tokoyami can bring out Dark Shadow with no time lag, response:	so there is no doubt he will start with a preemptive strike.
context: From the hero course, it's Momo Yaoyorozu!\Midoriya, what do you think of this match?\I think time will be the key.\Time?\It's just as Mr. Present Mic says,\I'm up against Tokoyami with Dark Shadow, offense and defense in one body.\In addition, Tokoyami can bring out Dark Shadow with no time lag,\so there is no doubt he will start with a preemptive strike. response:	If I create a simple shield that doesn't take much time and block Tokoyami's attack...
context: Midoriya, what do you think of this match?\I think time will be the key.\Time?\It's just as Mr. Present Mic says,\I'm up against Tokoyami with Dark Shadow, offense and defense in one body.\In addition, Tokoyami can bring out Dark Shadow with no time lag,\so there is no doubt he will start with a preemptive strike.\If I create a simple shield that doesn't take much time and block Tokoyami's attack... response:	If I just give myself enough time to make a weapon-
context: I think time will be the key.\Time?\It's just as Mr. Present Mic says,\I'm up against Tokoyami with Dark Shadow, offense and defense in one body.\In addition, Tokoyami can bring out Dark Shadow with no time lag,\so there is no doubt he will start with a preemptive strike.\If I create a simple shield that doesn't take much time and block Tokoyami's attack...\If I just give myself enough time to make a weapon- response:	Sixth match, start!
context: Time?\It's just as Mr. Present Mic says,\I'm up against Tokoyami with Dark Shadow, offense and defense in one body.\In addition, Tokoyami can bring out Dark Shadow with no time lag,\so there is no doubt he will start with a preemptive strike.\If I create a simple shield that doesn't take much time and block Tokoyami's attack...\If I just give myself enough time to make a weapon-\Sixth match, start! response:	Go, Dark Shadow!
context: It's just as Mr. Present Mic says,\I'm up against Tokoyami with Dark Shadow, offense and defense in one body.\In addition, Tokoyami can bring out Dark Shadow with no time lag,\so there is no doubt he will start with a preemptive strike.\If I create a simple shield that doesn't take much time and block Tokoyami's attack...\If I just give myself enough time to make a weapon-\Sixth match, start!\Go, Dark Shadow! response:	Got it!
context: I'm up against Tokoyami with Dark Shadow, offense and defense in one body.\In addition, Tokoyami can bring out Dark Shadow with no time lag,\so there is no doubt he will start with a preemptive strike.\If I create a simple shield that doesn't take much time and block Tokoyami's attack...\If I just give myself enough time to make a weapon-\Sixth match, start!\Go, Dark Shadow!\Got it! response:	Quickly create a shield-
context: In addition, Tokoyami can bring out Dark Shadow with no time lag,\so there is no doubt he will start with a preemptive strike.\If I create a simple shield that doesn't take much time and block Tokoyami's attack...\If I just give myself enough time to make a weapon-\Sixth match, start!\Go, Dark Shadow!\Got it!\Quickly create a shield- response:	Next, a weapon-
context: so there is no doubt he will start with a preemptive strike.\If I create a simple shield that doesn't take much time and block Tokoyami's attack...\If I just give myself enough time to make a weapon-\Sixth match, start!\Go, Dark Shadow!\Got it!\Quickly create a shield-\Next, a weapon- response:	I can't collect my thoughts!
context: If I create a simple shield that doesn't take much time and block Tokoyami's attack...\If I just give myself enough time to make a weapon-\Sixth match, start!\Go, Dark Shadow!\Got it!\Quickly create a shield-\Next, a weapon-\I can't collect my thoughts! response:	His attacks have stopped?
context: If I just give myself enough time to make a weapon-\Sixth match, start!\Go, Dark Shadow!\Got it!\Quickly create a shield-\Next, a weapon-\I can't collect my thoughts!\His attacks have stopped? response:	Now!
context: Sixth match, start!\Go, Dark Shadow!\Got it!\Quickly create a shield-\Next, a weapon-\I can't collect my thoughts!\His attacks have stopped?\Now! response:	Yaoyorozu!
context: Go, Dark Shadow!\Got it!\Quickly create a shield-\Next, a weapon-\I can't collect my thoughts!\His attacks have stopped?\Now!\Yaoyorozu! response:	Out of bounds!
context: Got it!\Quickly create a shield-\Next, a weapon-\I can't collect my thoughts!\His attacks have stopped?\Now!\Yaoyorozu!\Out of bounds! response:	Tokoyami advances to the second round!
context: Quickly create a shield-\Next, a weapon-\I can't collect my thoughts!\His attacks have stopped?\Now!\Yaoyorozu!\Out of bounds!\Tokoyami advances to the second round! response:	An overwhelming victory!
context: Next, a weapon-\I can't collect my thoughts!\His attacks have stopped?\Now!\Yaoyorozu!\Out of bounds!\Tokoyami advances to the second round!\An overwhelming victory! response:	A completely overwhelming victory!
context: I can't collect my thoughts!\His attacks have stopped?\Now!\Yaoyorozu!\Out of bounds!\Tokoyami advances to the second round!\An overwhelming victory!\A completely overwhelming victory! response:	Tokoyami's Dark Shadow! Could it be the greatest Quirk ever?
context: His attacks have stopped?\Now!\Yaoyorozu!\Out of bounds!\Tokoyami advances to the second round!\An overwhelming victory!\A completely overwhelming victory!\Tokoyami's Dark Shadow! Could it be the greatest Quirk ever? response:	No...
context: Now!\Yaoyorozu!\Out of bounds!\Tokoyami advances to the second round!\An overwhelming victory!\A completely overwhelming victory!\Tokoyami's Dark Shadow! Could it be the greatest Quirk ever?\No... response:	I couldn't do anything...
context: Yaoyorozu!\Out of bounds!\Tokoyami advances to the second round!\An overwhelming victory!\A completely overwhelming victory!\Tokoyami's Dark Shadow! Could it be the greatest Quirk ever?\No...\I couldn't do anything... response:	Nothing...
context: Out of bounds!\Tokoyami advances to the second round!\An overwhelming victory!\A completely overwhelming victory!\Tokoyami's Dark Shadow! Could it be the greatest Quirk ever?\No...\I couldn't do anything...\Nothing... response:	Tokoyami's too amazing.
context: Tokoyami advances to the second round!\An overwhelming victory!\A completely overwhelming victory!\Tokoyami's Dark Shadow! Could it be the greatest Quirk ever?\No...\I couldn't do anything...\Nothing...\Tokoyami's too amazing. response:	I can't believe he forced her out of bounds
context: An overwhelming victory!\A completely overwhelming victory!\Tokoyami's Dark Shadow! Could it be the greatest Quirk ever?\No...\I couldn't do anything...\Nothing...\Tokoyami's too amazing.\I can't believe he forced her out of bounds response:	just by focusing his attacks on the shield Yaoyozoru made.
context: A completely overwhelming victory!\Tokoyami's Dark Shadow! Could it be the greatest Quirk ever?\No...\I couldn't do anything...\Nothing...\Tokoyami's too amazing.\I can't believe he forced her out of bounds\just by focusing his attacks on the shield Yaoyozoru made. response:	He was trying not to hurt her?
context: Tokoyami's Dark Shadow! Could it be the greatest Quirk ever?\No...\I couldn't do anything...\Nothing...\Tokoyami's too amazing.\I can't believe he forced her out of bounds\just by focusing his attacks on the shield Yaoyozoru made.\He was trying not to hurt her? response:	That's how easy it was for him, huh?
context: No...\I couldn't do anything...\Nothing...\Tokoyami's too amazing.\I can't believe he forced her out of bounds\just by focusing his attacks on the shield Yaoyozoru made.\He was trying not to hurt her?\That's how easy it was for him, huh? response:	She must feel really frustrated...
context: I couldn't do anything...\Nothing...\Tokoyami's too amazing.\I can't believe he forced her out of bounds\just by focusing his attacks on the shield Yaoyozoru made.\He was trying not to hurt her?\That's how easy it was for him, huh?\She must feel really frustrated... response:	Okay, let's move on! Next up-
context: Nothing...\Tokoyami's too amazing.\I can't believe he forced her out of bounds\just by focusing his attacks on the shield Yaoyozoru made.\He was trying not to hurt her?\That's how easy it was for him, huh?\She must feel really frustrated...\Okay, let's move on! Next up- response:	The seventh match is a match-up between redundant Quirks!
context: Tokoyami's too amazing.\I can't believe he forced her out of bounds\just by focusing his attacks on the shield Yaoyozoru made.\He was trying not to hurt her?\That's how easy it was for him, huh?\She must feel really frustrated...\Okay, let's move on! Next up-\The seventh match is a match-up between redundant Quirks! response:	Eijiro Kirishima Tetsutetsu Tetsutetsu
context: I can't believe he forced her out of bounds\just by focusing his attacks on the shield Yaoyozoru made.\He was trying not to hurt her?\That's how easy it was for him, huh?\She must feel really frustrated...\Okay, let's move on! Next up-\The seventh match is a match-up between redundant Quirks!\Eijiro Kirishima Tetsutetsu Tetsutetsu response:	Manly and passionate steel!
context: just by focusing his attacks on the shield Yaoyozoru made.\He was trying not to hurt her?\That's how easy it was for him, huh?\She must feel really frustrated...\Okay, let's move on! Next up-\The seventh match is a match-up between redundant Quirks!\Eijiro Kirishima Tetsutetsu Tetsutetsu\Manly and passionate steel! response:	From the hero course, it's Tetsutetsu Tetsutetsu!
context: He was trying not to hurt her?\That's how easy it was for him, huh?\She must feel really frustrated...\Okay, let's move on! Next up-\The seventh match is a match-up between redundant Quirks!\Eijiro Kirishima Tetsutetsu Tetsutetsu\Manly and passionate steel!\From the hero course, it's Tetsutetsu Tetsutetsu! response:	All right!
context: That's how easy it was for him, huh?\She must feel really frustrated...\Okay, let's move on! Next up-\The seventh match is a match-up between redundant Quirks!\Eijiro Kirishima Tetsutetsu Tetsutetsu\Manly and passionate steel!\From the hero course, it's Tetsutetsu Tetsutetsu!\All right! response:	Versus-
context: She must feel really frustrated...\Okay, let's move on! Next up-\The seventh match is a match-up between redundant Quirks!\Eijiro Kirishima Tetsutetsu Tetsutetsu\Manly and passionate steel!\From the hero course, it's Tetsutetsu Tetsutetsu!\All right!\Versus- response:	Manly and passionate hardening!
context: Okay, let's move on! Next up-\The seventh match is a match-up between redundant Quirks!\Eijiro Kirishima Tetsutetsu Tetsutetsu\Manly and passionate steel!\From the hero course, it's Tetsutetsu Tetsutetsu!\All right!\Versus-\Manly and passionate hardening! response:	From the hero course, it's Eijiro Kirishima!
context: The seventh match is a match-up between redundant Quirks!\Eijiro Kirishima Tetsutetsu Tetsutetsu\Manly and passionate steel!\From the hero course, it's Tetsutetsu Tetsutetsu!\All right!\Versus-\Manly and passionate hardening!\From the hero course, it's Eijiro Kirishima! response:	Even our intros are the same?!
context: Eijiro Kirishima Tetsutetsu Tetsutetsu\Manly and passionate steel!\From the hero course, it's Tetsutetsu Tetsutetsu!\All right!\Versus-\Manly and passionate hardening!\From the hero course, it's Eijiro Kirishima!\Even our intros are the same?! response:	Go, Tetsutetsu!
context: Manly and passionate steel!\From the hero course, it's Tetsutetsu Tetsutetsu!\All right!\Versus-\Manly and passionate hardening!\From the hero course, it's Eijiro Kirishima!\Even our intros are the same?!\Go, Tetsutetsu! response:	Win like Ibara did!
context: From the hero course, it's Tetsutetsu Tetsutetsu!\All right!\Versus-\Manly and passionate hardening!\From the hero course, it's Eijiro Kirishima!\Even our intros are the same?!\Go, Tetsutetsu!\Win like Ibara did! response:	Get a hold of yourself.
context: All right!\Versus-\Manly and passionate hardening!\From the hero course, it's Eijiro Kirishima!\Even our intros are the same?!\Go, Tetsutetsu!\Win like Ibara did!\Get a hold of yourself. response:	Let's start this passionate seventh match!
context: Versus-\Manly and passionate hardening!\From the hero course, it's Eijiro Kirishima!\Even our intros are the same?!\Go, Tetsutetsu!\Win like Ibara did!\Get a hold of yourself.\Let's start this passionate seventh match! response:	Player Waiting Room 2
context: Manly and passionate hardening!\From the hero course, it's Eijiro Kirishima!\Even our intros are the same?!\Go, Tetsutetsu!\Win like Ibara did!\Get a hold of yourself.\Let's start this passionate seventh match!\Player Waiting Room 2 response:	Good work, Iida.
context: From the hero course, it's Eijiro Kirishima!\Even our intros are the same?!\Go, Tetsutetsu!\Win like Ibara did!\Get a hold of yourself.\Let's start this passionate seventh match!\Player Waiting Room 2\Good work, Iida. response:	Oh, Urarak-
context: Even our intros are the same?!\Go, Tetsutetsu!\Win like Ibara did!\Get a hold of yourself.\Let's start this passionate seventh match!\Player Waiting Room 2\Good work, Iida.\Oh, Urarak- response:	You're not like yourself at all! Your brow's all wrinkled!
context: Go, Tetsutetsu!\Win like Ibara did!\Get a hold of yourself.\Let's start this passionate seventh match!\Player Waiting Room 2\Good work, Iida.\Oh, Urarak-\You're not like yourself at all! Your brow's all wrinkled! response:	My brow?
context: Win like Ibara did!\Get a hold of yourself.\Let's start this passionate seventh match!\Player Waiting Room 2\Good work, Iida.\Oh, Urarak-\You're not like yourself at all! Your brow's all wrinkled!\My brow? response:	Oh, it's just my nerves... Must've reached my brow.
context: Get a hold of yourself.\Let's start this passionate seventh match!\Player Waiting Room 2\Good work, Iida.\Oh, Urarak-\You're not like yourself at all! Your brow's all wrinkled!\My brow?\Oh, it's just my nerves... Must've reached my brow. response:	I see...
context: Let's start this passionate seventh match!\Player Waiting Room 2\Good work, Iida.\Oh, Urarak-\You're not like yourself at all! Your brow's all wrinkled!\My brow?\Oh, it's just my nerves... Must've reached my brow.\I see... response:	You're up against that Bakugo, after all...
context: Player Waiting Room 2\Good work, Iida.\Oh, Urarak-\You're not like yourself at all! Your brow's all wrinkled!\My brow?\Oh, it's just my nerves... Must've reached my brow.\I see...\You're up against that Bakugo, after all... response:	Yeah, I'm really scared.
context: Good work, Iida.\Oh, Urarak-\You're not like yourself at all! Your brow's all wrinkled!\My brow?\Oh, it's just my nerves... Must've reached my brow.\I see...\You're up against that Bakugo, after all...\Yeah, I'm really scared. response:	But you know, after seeing a match like yours, Iida...
context: Oh, Urarak-\You're not like yourself at all! Your brow's all wrinkled!\My brow?\Oh, it's just my nerves... Must've reached my brow.\I see...\You're up against that Bakugo, after all...\Yeah, I'm really scared.\But you know, after seeing a match like yours, Iida... response:	Like mine?
context: You're not like yourself at all! Your brow's all wrinkled!\My brow?\Oh, it's just my nerves... Must've reached my brow.\I see...\You're up against that Bakugo, after all...\Yeah, I'm really scared.\But you know, after seeing a match like yours, Iida...\Like mine? response:	Uraraka!
context: My brow?\Oh, it's just my nerves... Must've reached my brow.\I see...\You're up against that Bakugo, after all...\Yeah, I'm really scared.\But you know, after seeing a match like yours, Iida...\Like mine?\Uraraka! response:	Deku!
context: Oh, it's just my nerves... Must've reached my brow.\I see...\You're up against that Bakugo, after all...\Yeah, I'm really scared.\But you know, after seeing a match like yours, Iida...\Like mine?\Uraraka!\Deku! response:	Huh? You don't want to watch the others' matches?
context: I see...\You're up against that Bakugo, after all...\Yeah, I'm really scared.\But you know, after seeing a match like yours, Iida...\Like mine?\Uraraka!\Deku!\Huh? You don't want to watch the others' matches? response:	Most ended quickly, and now Kirishima is up against someone from Class B.
context: You're up against that Bakugo, after all...\Yeah, I'm really scared.\But you know, after seeing a match like yours, Iida...\Like mine?\Uraraka!\Deku!\Huh? You don't want to watch the others' matches?\Most ended quickly, and now Kirishima is up against someone from Class B. response:	That didn't hurt at all!
context: Yeah, I'm really scared.\But you know, after seeing a match like yours, Iida...\Like mine?\Uraraka!\Deku!\Huh? You don't want to watch the others' matches?\Most ended quickly, and now Kirishima is up against someone from Class B.\That didn't hurt at all! response:	That didn't hurt, either!
context: But you know, after seeing a match like yours, Iida...\Like mine?\Uraraka!\Deku!\Huh? You don't want to watch the others' matches?\Most ended quickly, and now Kirishima is up against someone from Class B.\That didn't hurt at all!\That didn't hurt, either! response:	Then, next... soon...
context: Like mine?\Uraraka!\Deku!\Huh? You don't want to watch the others' matches?\Most ended quickly, and now Kirishima is up against someone from Class B.\That didn't hurt at all!\That didn't hurt, either!\Then, next... soon... response:	But, well, I don't think even Bakugo would use a full-strength explosion on a girl...
context: Uraraka!\Deku!\Huh? You don't want to watch the others' matches?\Most ended quickly, and now Kirishima is up against someone from Class B.\That didn't hurt at all!\That didn't hurt, either!\Then, next... soon...\But, well, I don't think even Bakugo would use a full-strength explosion on a girl... response:	He would.
context: Deku!\Huh? You don't want to watch the others' matches?\Most ended quickly, and now Kirishima is up against someone from Class B.\That didn't hurt at all!\That didn't hurt, either!\Then, next... soon...\But, well, I don't think even Bakugo would use a full-strength explosion on a girl...\He would. response:	Everyone's trying to become number one to make their dreams come true.
context: Huh? You don't want to watch the others' matches?\Most ended quickly, and now Kirishima is up against someone from Class B.\That didn't hurt at all!\That didn't hurt, either!\Then, next... soon...\But, well, I don't think even Bakugo would use a full-strength explosion on a girl...\He would.\Everyone's trying to become number one to make their dreams come true. response:	Player Waiting Room 1
context: Most ended quickly, and now Kirishima is up against someone from Class B.\That didn't hurt at all!\That didn't hurt, either!\Then, next... soon...\But, well, I don't think even Bakugo would use a full-strength explosion on a girl...\He would.\Everyone's trying to become number one to make their dreams come true.\Player Waiting Room 1 response:	Even if it's not Kacchan, no one would think about holding back.
context: That didn't hurt at all!\That didn't hurt, either!\Then, next... soon...\But, well, I don't think even Bakugo would use a full-strength explosion on a girl...\He would.\Everyone's trying to become number one to make their dreams come true.\Player Waiting Room 1\Even if it's not Kacchan, no one would think about holding back. response:	You've helped me so much, Uraraka.
context: That didn't hurt, either!\Then, next... soon...\But, well, I don't think even Bakugo would use a full-strength explosion on a girl...\He would.\Everyone's trying to become number one to make their dreams come true.\Player Waiting Room 1\Even if it's not Kacchan, no one would think about holding back.\You've helped me so much, Uraraka. response:	That's why I thought maybe I could help you a little.
context: Then, next... soon...\But, well, I don't think even Bakugo would use a full-strength explosion on a girl...\He would.\Everyone's trying to become number one to make their dreams come true.\Player Waiting Room 1\Even if it's not Kacchan, no one would think about holding back.\You've helped me so much, Uraraka.\That's why I thought maybe I could help you a little. response:	A plan to use your Quirk against Kacchan-
context: But, well, I don't think even Bakugo would use a full-strength explosion on a girl...\He would.\Everyone's trying to become number one to make their dreams come true.\Player Waiting Room 1\Even if it's not Kacchan, no one would think about holding back.\You've helped me so much, Uraraka.\That's why I thought maybe I could help you a little.\A plan to use your Quirk against Kacchan- response:	It's rough, but I came up with something.
context: He would.\Everyone's trying to become number one to make their dreams come true.\Player Waiting Room 1\Even if it's not Kacchan, no one would think about holding back.\You've helped me so much, Uraraka.\That's why I thought maybe I could help you a little.\A plan to use your Quirk against Kacchan-\It's rough, but I came up with something. response:	Oh, isn't that great, Uraraka?
context: Everyone's trying to become number one to make their dreams come true.\Player Waiting Room 1\Even if it's not Kacchan, no one would think about holding back.\You've helped me so much, Uraraka.\That's why I thought maybe I could help you a little.\A plan to use your Quirk against Kacchan-\It's rough, but I came up with something.\Oh, isn't that great, Uraraka? response:	Thanks, Deku.
context: Player Waiting Room 1\Even if it's not Kacchan, no one would think about holding back.\You've helped me so much, Uraraka.\That's why I thought maybe I could help you a little.\A plan to use your Quirk against Kacchan-\It's rough, but I came up with something.\Oh, isn't that great, Uraraka?\Thanks, Deku. response:	But, it's fine.
context: Even if it's not Kacchan, no one would think about holding back.\You've helped me so much, Uraraka.\That's why I thought maybe I could help you a little.\A plan to use your Quirk against Kacchan-\It's rough, but I came up with something.\Oh, isn't that great, Uraraka?\Thanks, Deku.\But, it's fine. response:	You're amazing, Deku.
context: You've helped me so much, Uraraka.\That's why I thought maybe I could help you a little.\A plan to use your Quirk against Kacchan-\It's rough, but I came up with something.\Oh, isn't that great, Uraraka?\Thanks, Deku.\But, it's fine.\You're amazing, Deku. response:	I keep seeing more and more amazing sides to you.
context: That's why I thought maybe I could help you a little.\A plan to use your Quirk against Kacchan-\It's rough, but I came up with something.\Oh, isn't that great, Uraraka?\Thanks, Deku.\But, it's fine.\You're amazing, Deku.\I keep seeing more and more amazing sides to you. response:	During the cavalry battle, I thought it'd be easier to team up with friends,
context: A plan to use your Quirk against Kacchan-\It's rough, but I came up with something.\Oh, isn't that great, Uraraka?\Thanks, Deku.\But, it's fine.\You're amazing, Deku.\I keep seeing more and more amazing sides to you.\During the cavalry battle, I thought it'd be easier to team up with friends, response:	but now that I think about it, I might've been trying to rely on you.
context: It's rough, but I came up with something.\Oh, isn't that great, Uraraka?\Thanks, Deku.\But, it's fine.\You're amazing, Deku.\I keep seeing more and more amazing sides to you.\During the cavalry battle, I thought it'd be easier to team up with friends,\but now that I think about it, I might've been trying to rely on you. response:	That's why, when Iida said he'd challenge you,
context: Oh, isn't that great, Uraraka?\Thanks, Deku.\But, it's fine.\You're amazing, Deku.\I keep seeing more and more amazing sides to you.\During the cavalry battle, I thought it'd be easier to team up with friends,\but now that I think about it, I might've been trying to rely on you.\That's why, when Iida said he'd challenge you, response:	it actually made me feel a little embarrassed.
context: Thanks, Deku.\But, it's fine.\You're amazing, Deku.\I keep seeing more and more amazing sides to you.\During the cavalry battle, I thought it'd be easier to team up with friends,\but now that I think about it, I might've been trying to rely on you.\That's why, when Iida said he'd challenge you,\it actually made me feel a little embarrassed. response:	Uraraka...
context: But, it's fine.\You're amazing, Deku.\I keep seeing more and more amazing sides to you.\During the cavalry battle, I thought it'd be easier to team up with friends,\but now that I think about it, I might've been trying to rely on you.\That's why, when Iida said he'd challenge you,\it actually made me feel a little embarrassed.\Uraraka... response:	That's why it's fine.
context: You're amazing, Deku.\I keep seeing more and more amazing sides to you.\During the cavalry battle, I thought it'd be easier to team up with friends,\but now that I think about it, I might've been trying to rely on you.\That's why, when Iida said he'd challenge you,\it actually made me feel a little embarrassed.\Uraraka...\That's why it's fine. response:	Everyone's facing the future and trying their hardest.
context: I keep seeing more and more amazing sides to you.\During the cavalry battle, I thought it'd be easier to team up with friends,\but now that I think about it, I might've been trying to rely on you.\That's why, when Iida said he'd challenge you,\it actually made me feel a little embarrassed.\Uraraka...\That's why it's fine.\Everyone's facing the future and trying their hardest. response:	That means we're all rivals, right?
