context: I'm thinking of quitting the rental girlfriend job. response:	Ruka-chan
context: What?!\What do you mean, you saw it?!\Ichinose\I wasn't stalking or anything!\I wasn't stalking or anything!!\I work at that karaoke place!\You work there!?\You work there?! response:	I spotted you two there, and... you know...
context: What do you mean, you saw it?!\Ichinose\I wasn't stalking or anything!\I wasn't stalking or anything!!\I work at that karaoke place!\You work there!?\You work there?!\I spotted you two there, and... you know... response:	Thank you. You spoke up for me when I don't have the guts to.
context: Ichinose\I wasn't stalking or anything!\I wasn't stalking or anything!!\I work at that karaoke place!\You work there!?\You work there?!\I spotted you two there, and... you know...\Thank you. You spoke up for me when I don't have the guts to. response:	I have to apologize to you, then.
context: I wasn't stalking or anything!\I wasn't stalking or anything!!\I work at that karaoke place!\You work there!?\You work there?!\I spotted you two there, and... you know...\Thank you. You spoke up for me when I don't have the guts to.\I have to apologize to you, then. response:	I couldn't get you a girlfriend.
context: I wasn't stalking or anything!!\I work at that karaoke place!\You work there!?\You work there?!\I spotted you two there, and... you know...\Thank you. You spoke up for me when I don't have the guts to.\I have to apologize to you, then.\I couldn't get you a girlfriend. response:	I tried everything I could, but it was too tall an order for me.
context: I work at that karaoke place!\You work there!?\You work there?!\I spotted you two there, and... you know...\Thank you. You spoke up for me when I don't have the guts to.\I have to apologize to you, then.\I couldn't get you a girlfriend.\I tried everything I could, but it was too tall an order for me. response:	Why are you apologizing?
context: You work there!?\You work there?!\I spotted you two there, and... you know...\Thank you. You spoke up for me when I don't have the guts to.\I have to apologize to you, then.\I couldn't get you a girlfriend.\I tried everything I could, but it was too tall an order for me.\Why are you apologizing? response:	I believe not moving on is a form of love, too.
context: You work there?!\I spotted you two there, and... you know...\Thank you. You spoke up for me when I don't have the guts to.\I have to apologize to you, then.\I couldn't get you a girlfriend.\I tried everything I could, but it was too tall an order for me.\Why are you apologizing?\I believe not moving on is a form of love, too. response:	Everyone has regrets in life.
context: I spotted you two there, and... you know...\Thank you. You spoke up for me when I don't have the guts to.\I have to apologize to you, then.\I couldn't get you a girlfriend.\I tried everything I could, but it was too tall an order for me.\Why are you apologizing?\I believe not moving on is a form of love, too.\Everyone has regrets in life. response:	Why are you taking this so seriously outside of your job?
context: Thank you. You spoke up for me when I don't have the guts to.\I have to apologize to you, then.\I couldn't get you a girlfriend.\I tried everything I could, but it was too tall an order for me.\Why are you apologizing?\I believe not moving on is a form of love, too.\Everyone has regrets in life.\Why are you taking this so seriously outside of your job? response:	It's one thing to forget about them, but coming to terms with them isn't easy.
context: I have to apologize to you, then.\I couldn't get you a girlfriend.\I tried everything I could, but it was too tall an order for me.\Why are you apologizing?\I believe not moving on is a form of love, too.\Everyone has regrets in life.\Why are you taking this so seriously outside of your job?\It's one thing to forget about them, but coming to terms with them isn't easy. response:	Why are you putting my feelings first?
context: I couldn't get you a girlfriend.\I tried everything I could, but it was too tall an order for me.\Why are you apologizing?\I believe not moving on is a form of love, too.\Everyone has regrets in life.\Why are you taking this so seriously outside of your job?\It's one thing to forget about them, but coming to terms with them isn't easy.\Why are you putting my feelings first? response:	Have you ever faced his feelings for you head-on and in good faith?
context: I tried everything I could, but it was too tall an order for me.\Why are you apologizing?\I believe not moving on is a form of love, too.\Everyone has regrets in life.\Why are you taking this so seriously outside of your job?\It's one thing to forget about them, but coming to terms with them isn't easy.\Why are you putting my feelings first?\Have you ever faced his feelings for you head-on and in good faith? response:	I'm just a moron who did this to himself... so why?!
context: Why are you apologizing?\I believe not moving on is a form of love, too.\Everyone has regrets in life.\Why are you taking this so seriously outside of your job?\It's one thing to forget about them, but coming to terms with them isn't easy.\Why are you putting my feelings first?\Have you ever faced his feelings for you head-on and in good faith?\I'm just a moron who did this to himself... so why?! response:	Have you ever considered that he could be the one to make you happy for life?
context: I believe not moving on is a form of love, too.\Everyone has regrets in life.\Why are you taking this so seriously outside of your job?\It's one thing to forget about them, but coming to terms with them isn't easy.\Why are you putting my feelings first?\Have you ever faced his feelings for you head-on and in good faith?\I'm just a moron who did this to himself... so why?!\Have you ever considered that he could be the one to make you happy for life? response:	Yeah, I really do love you.
context: Everyone has regrets in life.\Why are you taking this so seriously outside of your job?\It's one thing to forget about them, but coming to terms with them isn't easy.\Why are you putting my feelings first?\Have you ever faced his feelings for you head-on and in good faith?\I'm just a moron who did this to himself... so why?!\Have you ever considered that he could be the one to make you happy for life?\Yeah, I really do love you. response:	We're trying to get you a real girlfriend,
context: Why are you taking this so seriously outside of your job?\It's one thing to forget about them, but coming to terms with them isn't easy.\Why are you putting my feelings first?\Have you ever faced his feelings for you head-on and in good faith?\I'm just a moron who did this to himself... so why?!\Have you ever considered that he could be the one to make you happy for life?\Yeah, I really do love you.\We're trying to get you a real girlfriend, response:	I love your long, black hair.
context: It's one thing to forget about them, but coming to terms with them isn't easy.\Why are you putting my feelings first?\Have you ever faced his feelings for you head-on and in good faith?\I'm just a moron who did this to himself... so why?!\Have you ever considered that he could be the one to make you happy for life?\Yeah, I really do love you.\We're trying to get you a real girlfriend,\I love your long, black hair. response:	so your feelings take top priority. That won't change.
context: Why are you putting my feelings first?\Have you ever faced his feelings for you head-on and in good faith?\I'm just a moron who did this to himself... so why?!\Have you ever considered that he could be the one to make you happy for life?\Yeah, I really do love you.\We're trying to get you a real girlfriend,\I love your long, black hair.\so your feelings take top priority. That won't change. response:	I love your long legs.
context: Have you ever faced his feelings for you head-on and in good faith?\I'm just a moron who did this to himself... so why?!\Have you ever considered that he could be the one to make you happy for life?\Yeah, I really do love you.\We're trying to get you a real girlfriend,\I love your long, black hair.\so your feelings take top priority. That won't change.\I love your long legs. response:	You're blunt as all hell, but also too nice for your own good.
context: I'm just a moron who did this to himself... so why?!\Have you ever considered that he could be the one to make you happy for life?\Yeah, I really do love you.\We're trying to get you a real girlfriend,\I love your long, black hair.\so your feelings take top priority. That won't change.\I love your long legs.\You're blunt as all hell, but also too nice for your own good. response:	And you're a harsh critic,
context: Have you ever considered that he could be the one to make you happy for life?\Yeah, I really do love you.\We're trying to get you a real girlfriend,\I love your long, black hair.\so your feelings take top priority. That won't change.\I love your long legs.\You're blunt as all hell, but also too nice for your own good.\And you're a harsh critic, response:	but you also show more empathy than anyone else.
context: Yeah, I really do love you.\We're trying to get you a real girlfriend,\I love your long, black hair.\so your feelings take top priority. That won't change.\I love your long legs.\You're blunt as all hell, but also too nice for your own good.\And you're a harsh critic,\but you also show more empathy than anyone else. response:	You do have that thing with Ruka-chan...
context: We're trying to get you a real girlfriend,\I love your long, black hair.\so your feelings take top priority. That won't change.\I love your long legs.\You're blunt as all hell, but also too nice for your own good.\And you're a harsh critic,\but you also show more empathy than anyone else.\You do have that thing with Ruka-chan... response:	But if you still can't forget about Mami-san,
context: I love your long, black hair.\so your feelings take top priority. That won't change.\I love your long legs.\You're blunt as all hell, but also too nice for your own good.\And you're a harsh critic,\but you also show more empathy than anyone else.\You do have that thing with Ruka-chan...\But if you still can't forget about Mami-san, response:	it might be a good idea to ask her out again, at least to get some closure.
context: so your feelings take top priority. That won't change.\I love your long legs.\You're blunt as all hell, but also too nice for your own good.\And you're a harsh critic,\but you also show more empathy than anyone else.\You do have that thing with Ruka-chan...\But if you still can't forget about Mami-san,\it might be a good idea to ask her out again, at least to get some closure. response:	As problematic as it may be, every time I see you, I can't help but feel
context: I love your long legs.\You're blunt as all hell, but also too nice for your own good.\And you're a harsh critic,\but you also show more empathy than anyone else.\You do have that thing with Ruka-chan...\But if you still can't forget about Mami-san,\it might be a good idea to ask her out again, at least to get some closure.\As problematic as it may be, every time I see you, I can't help but feel response:	that life would be so good if you were my girlfriend!
context: You're blunt as all hell, but also too nice for your own good.\And you're a harsh critic,\but you also show more empathy than anyone else.\You do have that thing with Ruka-chan...\But if you still can't forget about Mami-san,\it might be a good idea to ask her out again, at least to get some closure.\As problematic as it may be, every time I see you, I can't help but feel\that life would be so good if you were my girlfriend! response:	Of course, I understand if you can't work up the courage immediately.
context: And you're a harsh critic,\but you also show more empathy than anyone else.\You do have that thing with Ruka-chan...\But if you still can't forget about Mami-san,\it might be a good idea to ask her out again, at least to get some closure.\As problematic as it may be, every time I see you, I can't help but feel\that life would be so good if you were my girlfriend!\Of course, I understand if you can't work up the courage immediately. response:	I'll be there for you all the way, as your rental girlfriend.
context: but you also show more empathy than anyone else.\You do have that thing with Ruka-chan...\But if you still can't forget about Mami-san,\it might be a good idea to ask her out again, at least to get some closure.\As problematic as it may be, every time I see you, I can't help but feel\that life would be so good if you were my girlfriend!\Of course, I understand if you can't work up the courage immediately.\I'll be there for you all the way, as your rental girlfriend. response:	You're the one I want!
context: You do have that thing with Ruka-chan...\But if you still can't forget about Mami-san,\it might be a good idea to ask her out again, at least to get some closure.\As problematic as it may be, every time I see you, I can't help but feel\that life would be so good if you were my girlfriend!\Of course, I understand if you can't work up the courage immediately.\I'll be there for you all the way, as your rental girlfriend.\You're the one I want! response:	It's gotta be you!
context: But if you still can't forget about Mami-san,\it might be a good idea to ask her out again, at least to get some closure.\As problematic as it may be, every time I see you, I can't help but feel\that life would be so good if you were my girlfriend!\Of course, I understand if you can't work up the courage immediately.\I'll be there for you all the way, as your rental girlfriend.\You're the one I want!\It's gotta be you! response:	Rent-a-Girlfriend
context: it might be a good idea to ask her out again, at least to get some closure.\As problematic as it may be, every time I see you, I can't help but feel\that life would be so good if you were my girlfriend!\Of course, I understand if you can't work up the courage immediately.\I'll be there for you all the way, as your rental girlfriend.\You're the one I want!\It's gotta be you!\Rent-a-Girlfriend response:	I'm the one you want?
context: As problematic as it may be, every time I see you, I can't help but feel\that life would be so good if you were my girlfriend!\Of course, I understand if you can't work up the courage immediately.\I'll be there for you all the way, as your rental girlfriend.\You're the one I want!\It's gotta be you!\Rent-a-Girlfriend\I'm the one you want? response:	What's that supposed to mean?
context: that life would be so good if you were my girlfriend!\Of course, I understand if you can't work up the courage immediately.\I'll be there for you all the way, as your rental girlfriend.\You're the one I want!\It's gotta be you!\Rent-a-Girlfriend\I'm the one you want?\What's that supposed to mean? response:	As...
context: Of course, I understand if you can't work up the courage immediately.\I'll be there for you all the way, as your rental girlfriend.\You're the one I want!\It's gotta be you!\Rent-a-Girlfriend\I'm the one you want?\What's that supposed to mean?\As... response:	As my girlfriend! Rental, of course.
context: I'll be there for you all the way, as your rental girlfriend.\You're the one I want!\It's gotta be you!\Rent-a-Girlfriend\I'm the one you want?\What's that supposed to mean?\As...\As my girlfriend! Rental, of course. response:	You're the only one I ever want to rent.
context: You're the one I want!\It's gotta be you!\Rent-a-Girlfriend\I'm the one you want?\What's that supposed to mean?\As...\As my girlfriend! Rental, of course.\You're the only one I ever want to rent. response:	So I'm gonna be sad when you quit!
context: It's gotta be you!\Rent-a-Girlfriend\I'm the one you want?\What's that supposed to mean?\As...\As my girlfriend! Rental, of course.\You're the only one I ever want to rent.\So I'm gonna be sad when you quit! response:	Oh, that's what you meant?
context: Rent-a-Girlfriend\I'm the one you want?\What's that supposed to mean?\As...\As my girlfriend! Rental, of course.\You're the only one I ever want to rent.\So I'm gonna be sad when you quit!\Oh, that's what you meant? response:	Quit being misleading!
context: I'm the one you want?\What's that supposed to mean?\As...\As my girlfriend! Rental, of course.\You're the only one I ever want to rent.\So I'm gonna be sad when you quit!\Oh, that's what you meant?\Quit being misleading! response:	And at the worst time, too
context: What's that supposed to mean?\As...\As my girlfriend! Rental, of course.\You're the only one I ever want to rent.\So I'm gonna be sad when you quit!\Oh, that's what you meant?\Quit being misleading!\And at the worst time, too response:	M-My bad.
context: As...\As my girlfriend! Rental, of course.\You're the only one I ever want to rent.\So I'm gonna be sad when you quit!\Oh, that's what you meant?\Quit being misleading!\And at the worst time, too\M-My bad. response:	Sorry about that, then.
context: As my girlfriend! Rental, of course.\You're the only one I ever want to rent.\So I'm gonna be sad when you quit!\Oh, that's what you meant?\Quit being misleading!\And at the worst time, too\M-My bad.\Sorry about that, then. response:	I'm grateful that you're giving me such importance, though
context: You're the only one I ever want to rent.\So I'm gonna be sad when you quit!\Oh, that's what you meant?\Quit being misleading!\And at the worst time, too\M-My bad.\Sorry about that, then.\I'm grateful that you're giving me such importance, though response:	I only started this job to help my acting dream.
context: So I'm gonna be sad when you quit!\Oh, that's what you meant?\Quit being misleading!\And at the worst time, too\M-My bad.\Sorry about that, then.\I'm grateful that you're giving me such importance, though\I only started this job to help my acting dream. response:	If I get more acting gigs, I'm going to have to quit.
context: Oh, that's what you meant?\Quit being misleading!\And at the worst time, too\M-My bad.\Sorry about that, then.\I'm grateful that you're giving me such importance, though\I only started this job to help my acting dream.\If I get more acting gigs, I'm going to have to quit. response:	I-I see! Yeah, that makes sense!
context: Quit being misleading!\And at the worst time, too\M-My bad.\Sorry about that, then.\I'm grateful that you're giving me such importance, though\I only started this job to help my acting dream.\If I get more acting gigs, I'm going to have to quit.\I-I see! Yeah, that makes sense! response:	Later! And remember, lack of sleep is bad for the skin!
context: And at the worst time, too\M-My bad.\Sorry about that, then.\I'm grateful that you're giving me such importance, though\I only started this job to help my acting dream.\If I get more acting gigs, I'm going to have to quit.\I-I see! Yeah, that makes sense!\Later! And remember, lack of sleep is bad for the skin! response:	Excuse me?
context: M-My bad.\Sorry about that, then.\I'm grateful that you're giving me such importance, though\I only started this job to help my acting dream.\If I get more acting gigs, I'm going to have to quit.\I-I see! Yeah, that makes sense!\Later! And remember, lack of sleep is bad for the skin!\Excuse me? response:	Sweet dreams!
context: Sorry about that, then.\I'm grateful that you're giving me such importance, though\I only started this job to help my acting dream.\If I get more acting gigs, I'm going to have to quit.\I-I see! Yeah, that makes sense!\Later! And remember, lack of sleep is bad for the skin!\Excuse me?\Sweet dreams! response:	Yikes, I went and told her I want her!
context: I'm grateful that you're giving me such importance, though\I only started this job to help my acting dream.\If I get more acting gigs, I'm going to have to quit.\I-I see! Yeah, that makes sense!\Later! And remember, lack of sleep is bad for the skin!\Excuse me?\Sweet dreams!\Yikes, I went and told her I want her! response:	As a rental girlfriend, my ass! That was so forced!
context: I only started this job to help my acting dream.\If I get more acting gigs, I'm going to have to quit.\I-I see! Yeah, that makes sense!\Later! And remember, lack of sleep is bad for the skin!\Excuse me?\Sweet dreams!\Yikes, I went and told her I want her!\As a rental girlfriend, my ass! That was so forced! response:	I hope she didn't find that fishy.
context: If I get more acting gigs, I'm going to have to quit.\I-I see! Yeah, that makes sense!\Later! And remember, lack of sleep is bad for the skin!\Excuse me?\Sweet dreams!\Yikes, I went and told her I want her!\As a rental girlfriend, my ass! That was so forced!\I hope she didn't find that fishy. response:	I couldn't have made it more obvious that I wanna date her for real!
context: I-I see! Yeah, that makes sense!\Later! And remember, lack of sleep is bad for the skin!\Excuse me?\Sweet dreams!\Yikes, I went and told her I want her!\As a rental girlfriend, my ass! That was so forced!\I hope she didn't find that fishy.\I couldn't have made it more obvious that I wanna date her for real! response:	I might be 1 in the global Needs to Be Put in Place ranking!
context: Later! And remember, lack of sleep is bad for the skin!\Excuse me?\Sweet dreams!\Yikes, I went and told her I want her!\As a rental girlfriend, my ass! That was so forced!\I hope she didn't find that fishy.\I couldn't have made it more obvious that I wanna date her for real!\I might be 1 in the global Needs to Be Put in Place ranking! response:	Seeing her pleading with Mami-chan brought back my feelings for her!
context: Excuse me?\Sweet dreams!\Yikes, I went and told her I want her!\As a rental girlfriend, my ass! That was so forced!\I hope she didn't find that fishy.\I couldn't have made it more obvious that I wanna date her for real!\I might be 1 in the global Needs to Be Put in Place ranking!\Seeing her pleading with Mami-chan brought back my feelings for her! response:	that Mizuhara's an incredibly nice girl, and that she's not into me or anything.
context: Sweet dreams!\Yikes, I went and told her I want her!\As a rental girlfriend, my ass! That was so forced!\I hope she didn't find that fishy.\I couldn't have made it more obvious that I wanna date her for real!\I might be 1 in the global Needs to Be Put in Place ranking!\Seeing her pleading with Mami-chan brought back my feelings for her!\that Mizuhara's an incredibly nice girl, and that she's not into me or anything. response:	Besides,
context: Yikes, I went and told her I want her!\As a rental girlfriend, my ass! That was so forced!\I hope she didn't find that fishy.\I couldn't have made it more obvious that I wanna date her for real!\I might be 1 in the global Needs to Be Put in Place ranking!\Seeing her pleading with Mami-chan brought back my feelings for her!\that Mizuhara's an incredibly nice girl, and that she's not into me or anything.\Besides, response:	she's gonna quit her job as a rental girlfriend.
context: As a rental girlfriend, my ass! That was so forced!\I hope she didn't find that fishy.\I couldn't have made it more obvious that I wanna date her for real!\I might be 1 in the global Needs to Be Put in Place ranking!\Seeing her pleading with Mami-chan brought back my feelings for her!\that Mizuhara's an incredibly nice girl, and that she's not into me or anything.\Besides,\she's gonna quit her job as a rental girlfriend. response:	Once she does,
context: I hope she didn't find that fishy.\I couldn't have made it more obvious that I wanna date her for real!\I might be 1 in the global Needs to Be Put in Place ranking!\Seeing her pleading with Mami-chan brought back my feelings for her!\that Mizuhara's an incredibly nice girl, and that she's not into me or anything.\Besides,\she's gonna quit her job as a rental girlfriend.\Once she does, response:	I might never see her again.
context: I couldn't have made it more obvious that I wanna date her for real!\I might be 1 in the global Needs to Be Put in Place ranking!\Seeing her pleading with Mami-chan brought back my feelings for her!\that Mizuhara's an incredibly nice girl, and that she's not into me or anything.\Besides,\she's gonna quit her job as a rental girlfriend.\Once she does,\I might never see her again. response:	Man, when did I set my love life to hard mode?
context: I might be 1 in the global Needs to Be Put in Place ranking!\Seeing her pleading with Mami-chan brought back my feelings for her!\that Mizuhara's an incredibly nice girl, and that she's not into me or anything.\Besides,\she's gonna quit her job as a rental girlfriend.\Once she does,\I might never see her again.\Man, when did I set my love life to hard mode? response:	What the heck...
context: Seeing her pleading with Mami-chan brought back my feelings for her!\that Mizuhara's an incredibly nice girl, and that she's not into me or anything.\Besides,\she's gonna quit her job as a rental girlfriend.\Once she does,\I might never see her again.\Man, when did I set my love life to hard mode?\What the heck... response:	was that all about?
context: that Mizuhara's an incredibly nice girl, and that she's not into me or anything.\Besides,\she's gonna quit her job as a rental girlfriend.\Once she does,\I might never see her again.\Man, when did I set my love life to hard mode?\What the heck...\was that all about? response:	You're the one I want! It's gotta be you!
context: Besides,\she's gonna quit her job as a rental girlfriend.\Once she does,\I might never see her again.\Man, when did I set my love life to hard mode?\What the heck...\was that all about?\You're the one I want! It's gotta be you! response:	Dumbass.
context: she's gonna quit her job as a rental girlfriend.\Once she does,\I might never see her again.\Man, when did I set my love life to hard mode?\What the heck...\was that all about?\You're the one I want! It's gotta be you!\Dumbass. response:	Tokyo Underground
context: Once she does,\I might never see her again.\Man, when did I set my love life to hard mode?\What the heck...\was that all about?\You're the one I want! It's gotta be you!\Dumbass.\Tokyo Underground response:	Ikebukuro Station
context: I might never see her again.\Man, when did I set my love life to hard mode?\What the heck...\was that all about?\You're the one I want! It's gotta be you!\Dumbass.\Tokyo Underground\Ikebukuro Station response:	This is the story of a tomboy princess in the Edo era, and her servants. Together with a magical bird, they bring you a bizarre-yet-delightful tale that is sure to move you. And it starts... right now.
context: Man, when did I set my love life to hard mode?\What the heck...\was that all about?\You're the one I want! It's gotta be you!\Dumbass.\Tokyo Underground\Ikebukuro Station\This is the story of a tomboy princess in the Edo era, and her servants. Together with a magical bird, they bring you a bizarre-yet-delightful tale that is sure to move you. And it starts... right now. response:	Princess Heron
context: What the heck...\was that all about?\You're the one I want! It's gotta be you!\Dumbass.\Tokyo Underground\Ikebukuro Station\This is the story of a tomboy princess in the Edo era, and her servants. Together with a magical bird, they bring you a bizarre-yet-delightful tale that is sure to move you. And it starts... right now.\Princess Heron response:	Boring.
context: was that all about?\You're the one I want! It's gotta be you!\Dumbass.\Tokyo Underground\Ikebukuro Station\This is the story of a tomboy princess in the Edo era, and her servants. Together with a magical bird, they bring you a bizarre-yet-delightful tale that is sure to move you. And it starts... right now.\Princess Heron\Boring. response:	Have a gem of a time with Diamond
context: You're the one I want! It's gotta be you!\Dumbass.\Tokyo Underground\Ikebukuro Station\This is the story of a tomboy princess in the Edo era, and her servants. Together with a magical bird, they bring you a bizarre-yet-delightful tale that is sure to move you. And it starts... right now.\Princess Heron\Boring.\Have a gem of a time with Diamond response:	We warmly await your return.
