context: Master! Master! response:	Something's approaching.
context: There, there, Riko.\I used to do that too until a couple of years ago.\But, Riko, why was it MY bed that you wet?\I-I did my best to find the toilet!\But...\when I woke up in the middle of the night and looked for it...\I saw something.\It didn't seem of this world... response:	I got incredibly scared...
context: I used to do that too until a couple of years ago.\But, Riko, why was it MY bed that you wet?\I-I did my best to find the toilet!\But...\when I woke up in the middle of the night and looked for it...\I saw something.\It didn't seem of this world...\I got incredibly scared... response:	So I dove into Reg's bed and that's when...
context: But, Riko, why was it MY bed that you wet?\I-I did my best to find the toilet!\But...\when I woke up in the middle of the night and looked for it...\I saw something.\It didn't seem of this world...\I got incredibly scared...\So I dove into Reg's bed and that's when... response:	Oh, come on, Riko.
context: I-I did my best to find the toilet!\But...\when I woke up in the middle of the night and looked for it...\I saw something.\It didn't seem of this world...\I got incredibly scared...\So I dove into Reg's bed and that's when...\Oh, come on, Riko. response:	We've never had any reports of ghosts here at the Seeker Camp.
context: But...\when I woke up in the middle of the night and looked for it...\I saw something.\It didn't seem of this world...\I got incredibly scared...\So I dove into Reg's bed and that's when...\Oh, come on, Riko.\We've never had any reports of ghosts here at the Seeker Camp. response:	B-but...
context: when I woke up in the middle of the night and looked for it...\I saw something.\It didn't seem of this world...\I got incredibly scared...\So I dove into Reg's bed and that's when...\Oh, come on, Riko.\We've never had any reports of ghosts here at the Seeker Camp.\B-but... response:	That's right, Riko.
context: I saw something.\It didn't seem of this world...\I got incredibly scared...\So I dove into Reg's bed and that's when...\Oh, come on, Riko.\We've never had any reports of ghosts here at the Seeker Camp.\B-but...\That's right, Riko. response:	Reg...?
context: It didn't seem of this world...\I got incredibly scared...\So I dove into Reg's bed and that's when...\Oh, come on, Riko.\We've never had any reports of ghosts here at the Seeker Camp.\B-but...\That's right, Riko.\Reg...? response:	S-such fantastical things...
context: I got incredibly scared...\So I dove into Reg's bed and that's when...\Oh, come on, Riko.\We've never had any reports of ghosts here at the Seeker Camp.\B-but...\That's right, Riko.\Reg...?\S-such fantastical things... response:	a-are out there, right?
context: So I dove into Reg's bed and that's when...\Oh, come on, Riko.\We've never had any reports of ghosts here at the Seeker Camp.\B-but...\That's right, Riko.\Reg...?\S-such fantastical things...\a-are out there, right? response:	Living creatures that look like corpses and stuff...
context: Oh, come on, Riko.\We've never had any reports of ghosts here at the Seeker Camp.\B-but...\That's right, Riko.\Reg...?\S-such fantastical things...\a-are out there, right?\Living creatures that look like corpses and stuff... response:	That kind of stuff wasn't even in Mother's sealed letter, you know!
context: We've never had any reports of ghosts here at the Seeker Camp.\B-but...\That's right, Riko.\Reg...?\S-such fantastical things...\a-are out there, right?\Living creatures that look like corpses and stuff...\That kind of stuff wasn't even in Mother's sealed letter, you know! response:	Master!
context: B-but...\That's right, Riko.\Reg...?\S-such fantastical things...\a-are out there, right?\Living creatures that look like corpses and stuff...\That kind of stuff wasn't even in Mother's sealed letter, you know!\Master! response:	Sounds like you're having an interesting conversation here.
context: That's right, Riko.\Reg...?\S-such fantastical things...\a-are out there, right?\Living creatures that look like corpses and stuff...\That kind of stuff wasn't even in Mother's sealed letter, you know!\Master!\Sounds like you're having an interesting conversation here. response:	U-um... This is, uh... I'm sorry!
context: Reg...?\S-such fantastical things...\a-are out there, right?\Living creatures that look like corpses and stuff...\That kind of stuff wasn't even in Mother's sealed letter, you know!\Master!\Sounds like you're having an interesting conversation here.\U-um... This is, uh... I'm sorry! response:	Oh, I see.
context: S-such fantastical things...\a-are out there, right?\Living creatures that look like corpses and stuff...\That kind of stuff wasn't even in Mother's sealed letter, you know!\Master!\Sounds like you're having an interesting conversation here.\U-um... This is, uh... I'm sorry!\Oh, I see. response:	It's not a matter of you not noticing,
context: a-are out there, right?\Living creatures that look like corpses and stuff...\That kind of stuff wasn't even in Mother's sealed letter, you know!\Master!\Sounds like you're having an interesting conversation here.\U-um... This is, uh... I'm sorry!\Oh, I see.\It's not a matter of you not noticing, response:	it's more that neither that kid nor Hablog told you anything, huh?
context: Living creatures that look like corpses and stuff...\That kind of stuff wasn't even in Mother's sealed letter, you know!\Master!\Sounds like you're having an interesting conversation here.\U-um... This is, uh... I'm sorry!\Oh, I see.\It's not a matter of you not noticing,\it's more that neither that kid nor Hablog told you anything, huh? response:	Um, what are you talking about...?
context: That kind of stuff wasn't even in Mother's sealed letter, you know!\Master!\Sounds like you're having an interesting conversation here.\U-um... This is, uh... I'm sorry!\Oh, I see.\It's not a matter of you not noticing,\it's more that neither that kid nor Hablog told you anything, huh?\Um, what are you talking about...? response:	Would you like to know?
context: Master!\Sounds like you're having an interesting conversation here.\U-um... This is, uh... I'm sorry!\Oh, I see.\It's not a matter of you not noticing,\it's more that neither that kid nor Hablog told you anything, huh?\Um, what are you talking about...?\Would you like to know? response:	Huh?
context: Sounds like you're having an interesting conversation here.\U-um... This is, uh... I'm sorry!\Oh, I see.\It's not a matter of you not noticing,\it's more that neither that kid nor Hablog told you anything, huh?\Um, what are you talking about...?\Would you like to know?\Huh? response:	Well, yes.
context: U-um... This is, uh... I'm sorry!\Oh, I see.\It's not a matter of you not noticing,\it's more that neither that kid nor Hablog told you anything, huh?\Um, what are you talking about...?\Would you like to know?\Huh?\Well, yes. response:	In that case, follow me.
context: Oh, I see.\It's not a matter of you not noticing,\it's more that neither that kid nor Hablog told you anything, huh?\Um, what are you talking about...?\Would you like to know?\Huh?\Well, yes.\In that case, follow me. response:	Otherwise, you best forget what you saw.
context: It's not a matter of you not noticing,\it's more that neither that kid nor Hablog told you anything, huh?\Um, what are you talking about...?\Would you like to know?\Huh?\Well, yes.\In that case, follow me.\Otherwise, you best forget what you saw. response:	Reg...
context: it's more that neither that kid nor Hablog told you anything, huh?\Um, what are you talking about...?\Would you like to know?\Huh?\Well, yes.\In that case, follow me.\Otherwise, you best forget what you saw.\Reg... response:	This morning, I heard from Marulk all about you two.
context: Um, what are you talking about...?\Would you like to know?\Huh?\Well, yes.\In that case, follow me.\Otherwise, you best forget what you saw.\Reg...\This morning, I heard from Marulk all about you two. response:	Just to confirm, you're trying to follow Lyza's trail, correct?
context: Would you like to know?\Huh?\Well, yes.\In that case, follow me.\Otherwise, you best forget what you saw.\Reg...\This morning, I heard from Marulk all about you two.\Just to confirm, you're trying to follow Lyza's trail, correct? response:	Yes! My mother has called for me!
context: Huh?\Well, yes.\In that case, follow me.\Otherwise, you best forget what you saw.\Reg...\This morning, I heard from Marulk all about you two.\Just to confirm, you're trying to follow Lyza's trail, correct?\Yes! My mother has called for me! response:	Didn't this thing reach the surface?
context: Well, yes.\In that case, follow me.\Otherwise, you best forget what you saw.\Reg...\This morning, I heard from Marulk all about you two.\Just to confirm, you're trying to follow Lyza's trail, correct?\Yes! My mother has called for me!\Didn't this thing reach the surface? response:	Lyza is dead.
context: In that case, follow me.\Otherwise, you best forget what you saw.\Reg...\This morning, I heard from Marulk all about you two.\Just to confirm, you're trying to follow Lyza's trail, correct?\Yes! My mother has called for me!\Didn't this thing reach the surface?\Lyza is dead. response:	Your journey to chase after your mother ends here.
context: Otherwise, you best forget what you saw.\Reg...\This morning, I heard from Marulk all about you two.\Just to confirm, you're trying to follow Lyza's trail, correct?\Yes! My mother has called for me!\Didn't this thing reach the surface?\Lyza is dead.\Your journey to chase after your mother ends here. response:	Ozen, where exactly did you find that whistle and the sealed letter?
context: Reg...\This morning, I heard from Marulk all about you two.\Just to confirm, you're trying to follow Lyza's trail, correct?\Yes! My mother has called for me!\Didn't this thing reach the surface?\Lyza is dead.\Your journey to chase after your mother ends here.\Ozen, where exactly did you find that whistle and the sealed letter? response:	At a grave.
context: This morning, I heard from Marulk all about you two.\Just to confirm, you're trying to follow Lyza's trail, correct?\Yes! My mother has called for me!\Didn't this thing reach the surface?\Lyza is dead.\Your journey to chase after your mother ends here.\Ozen, where exactly did you find that whistle and the sealed letter?\At a grave. response:	Huh?!
context: Just to confirm, you're trying to follow Lyza's trail, correct?\Yes! My mother has called for me!\Didn't this thing reach the surface?\Lyza is dead.\Your journey to chase after your mother ends here.\Ozen, where exactly did you find that whistle and the sealed letter?\At a grave.\Huh?! response:	How many days ago was it, I wonder...
context: Yes! My mother has called for me!\Didn't this thing reach the surface?\Lyza is dead.\Your journey to chase after your mother ends here.\Ozen, where exactly did you find that whistle and the sealed letter?\At a grave.\Huh?!\How many days ago was it, I wonder... response:	The fourth layer...
context: Didn't this thing reach the surface?\Lyza is dead.\Your journey to chase after your mother ends here.\Ozen, where exactly did you find that whistle and the sealed letter?\At a grave.\Huh?!\How many days ago was it, I wonder...\The fourth layer... response:	In the far reaches of the Goblet of Giants, there's this cluster of Eternal Fortunes, you see...
context: Lyza is dead.\Your journey to chase after your mother ends here.\Ozen, where exactly did you find that whistle and the sealed letter?\At a grave.\Huh?!\How many days ago was it, I wonder...\The fourth layer...\In the far reaches of the Goblet of Giants, there's this cluster of Eternal Fortunes, you see... response:	and a grave had been dug there.
context: Your journey to chase after your mother ends here.\Ozen, where exactly did you find that whistle and the sealed letter?\At a grave.\Huh?!\How many days ago was it, I wonder...\The fourth layer...\In the far reaches of the Goblet of Giants, there's this cluster of Eternal Fortunes, you see...\and a grave had been dug there. response:	You know, Lyza always liked that place.
context: Ozen, where exactly did you find that whistle and the sealed letter?\At a grave.\Huh?!\How many days ago was it, I wonder...\The fourth layer...\In the far reaches of the Goblet of Giants, there's this cluster of Eternal Fortunes, you see...\and a grave had been dug there.\You know, Lyza always liked that place. response:	No way...
context: At a grave.\Huh?!\How many days ago was it, I wonder...\The fourth layer...\In the far reaches of the Goblet of Giants, there's this cluster of Eternal Fortunes, you see...\and a grave had been dug there.\You know, Lyza always liked that place.\No way... response:	But, Mother is calling for me-
context: Huh?!\How many days ago was it, I wonder...\The fourth layer...\In the far reaches of the Goblet of Giants, there's this cluster of Eternal Fortunes, you see...\and a grave had been dug there.\You know, Lyza always liked that place.\No way...\But, Mother is calling for me- response:	That's not Lyza's handwriting.
context: How many days ago was it, I wonder...\The fourth layer...\In the far reaches of the Goblet of Giants, there's this cluster of Eternal Fortunes, you see...\and a grave had been dug there.\You know, Lyza always liked that place.\No way...\But, Mother is calling for me-\That's not Lyza's handwriting. response:	Huh?!
context: The fourth layer...\In the far reaches of the Goblet of Giants, there's this cluster of Eternal Fortunes, you see...\and a grave had been dug there.\You know, Lyza always liked that place.\No way...\But, Mother is calling for me-\That's not Lyza's handwriting.\Huh?! response:	I don't know how such a thing got mixed in there,
context: In the far reaches of the Goblet of Giants, there's this cluster of Eternal Fortunes, you see...\and a grave had been dug there.\You know, Lyza always liked that place.\No way...\But, Mother is calling for me-\That's not Lyza's handwriting.\Huh?!\I don't know how such a thing got mixed in there, response:	but Lyza wouldn't write something like that even as a joke.
context: and a grave had been dug there.\You know, Lyza always liked that place.\No way...\But, Mother is calling for me-\That's not Lyza's handwriting.\Huh?!\I don't know how such a thing got mixed in there,\but Lyza wouldn't write something like that even as a joke. response:	Oh?
context: You know, Lyza always liked that place.\No way...\But, Mother is calling for me-\That's not Lyza's handwriting.\Huh?!\I don't know how such a thing got mixed in there,\but Lyza wouldn't write something like that even as a joke.\Oh? response:	What was your reason for aiming for the bottom of the netherworld again?
context: No way...\But, Mother is calling for me-\That's not Lyza's handwriting.\Huh?!\I don't know how such a thing got mixed in there,\but Lyza wouldn't write something like that even as a joke.\Oh?\What was your reason for aiming for the bottom of the netherworld again? response:	I-I want to go and check for myself...
context: But, Mother is calling for me-\That's not Lyza's handwriting.\Huh?!\I don't know how such a thing got mixed in there,\but Lyza wouldn't write something like that even as a joke.\Oh?\What was your reason for aiming for the bottom of the netherworld again?\I-I want to go and check for myself... response:	What a fine idea.
context: That's not Lyza's handwriting.\Huh?!\I don't know how such a thing got mixed in there,\but Lyza wouldn't write something like that even as a joke.\Oh?\What was your reason for aiming for the bottom of the netherworld again?\I-I want to go and check for myself...\What a fine idea. response:	Are you going to dig up her grave?
context: Huh?!\I don't know how such a thing got mixed in there,\but Lyza wouldn't write something like that even as a joke.\Oh?\What was your reason for aiming for the bottom of the netherworld again?\I-I want to go and check for myself...\What a fine idea.\Are you going to dig up her grave? response:	B-besides...
context: I don't know how such a thing got mixed in there,\but Lyza wouldn't write something like that even as a joke.\Oh?\What was your reason for aiming for the bottom of the netherworld again?\I-I want to go and check for myself...\What a fine idea.\Are you going to dig up her grave?\B-besides... response:	What about the connection between Reg and the mysterious figure mentioned in the letter...?
context: but Lyza wouldn't write something like that even as a joke.\Oh?\What was your reason for aiming for the bottom of the netherworld again?\I-I want to go and check for myself...\What a fine idea.\Are you going to dig up her grave?\B-besides...\What about the connection between Reg and the mysterious figure mentioned in the letter...? response:	I see.
context: Oh?\What was your reason for aiming for the bottom of the netherworld again?\I-I want to go and check for myself...\What a fine idea.\Are you going to dig up her grave?\B-besides...\What about the connection between Reg and the mysterious figure mentioned in the letter...?\I see. response:	What is this place?
context: What was your reason for aiming for the bottom of the netherworld again?\I-I want to go and check for myself...\What a fine idea.\Are you going to dig up her grave?\B-besides...\What about the connection between Reg and the mysterious figure mentioned in the letter...?\I see.\What is this place? response:	My chamber.
context: I-I want to go and check for myself...\What a fine idea.\Are you going to dig up her grave?\B-besides...\What about the connection between Reg and the mysterious figure mentioned in the letter...?\I see.\What is this place?\My chamber. response:	You've followed me here because you want to know, right?
context: What a fine idea.\Are you going to dig up her grave?\B-besides...\What about the connection between Reg and the mysterious figure mentioned in the letter...?\I see.\What is this place?\My chamber.\You've followed me here because you want to know, right? response:	Come inside.
context: Are you going to dig up her grave?\B-besides...\What about the connection between Reg and the mysterious figure mentioned in the letter...?\I see.\What is this place?\My chamber.\You've followed me here because you want to know, right?\Come inside. response:	Sora ni ukanderu hikaru nami o
context: B-besides...\What about the connection between Reg and the mysterious figure mentioned in the letter...?\I see.\What is this place?\My chamber.\You've followed me here because you want to know, right?\Come inside.\Sora ni ukanderu hikaru nami o response:	Tabanete niji no hashi o kakeyou
context: What about the connection between Reg and the mysterious figure mentioned in the letter...?\I see.\What is this place?\My chamber.\You've followed me here because you want to know, right?\Come inside.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou response:	Ayaui ashiba, suberu slope
context: I see.\What is this place?\My chamber.\You've followed me here because you want to know, right?\Come inside.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope response:	Kako to mirai no michishirube
context: What is this place?\My chamber.\You've followed me here because you want to know, right?\Come inside.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube response:	Kimi no hidarite, boku no migite o
context: My chamber.\You've followed me here because you want to know, right?\Come inside.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o response:	Tsunaide tsunagete hajimeyou
context: You've followed me here because you want to know, right?\Come inside.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou response:	Itsumo soba ni iru yo
context: Come inside.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo response:	Kako mo ima mo mirai mo
context: Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo response:	Dakara mayowazu ni aruiteikou
context: Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo\Dakara mayowazu ni aruiteikou response:	Irotoridori no yume kasanete
context: Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo\Dakara mayowazu ni aruiteikou\Irotoridori no yume kasanete response:	Ashita wa doko ni mukau
context: Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo\Dakara mayowazu ni aruiteikou\Irotoridori no yume kasanete\Ashita wa doko ni mukau response:	Kimi to issho ni iretara, sekai wa kagayakidasu yo
context: Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo\Dakara mayowazu ni aruiteikou\Irotoridori no yume kasanete\Ashita wa doko ni mukau\Kimi to issho ni iretara, sekai wa kagayakidasu yo response:	Saihate no chi ni saku hana o sagasou
