context: Qian Qian, I haven't seen you in days. I missed you terribly. response:	Have you missed me?
context: I won't speak at length here.\Didn't you just say?\On the first of the sixth month, a beauty will fall into the water.\Yuan Zhen will save the beauty.\And the beauty will fall in love with him.\Dong Hua Dijun will also fall in love with the beauty.\Yes.\So, I am going to is pull Yuan Zhen out of Dong Hua Dijun's trial of love. response:	Have you thought of a plan yet, Aunt?
context: Didn't you just say?\On the first of the sixth month, a beauty will fall into the water.\Yuan Zhen will save the beauty.\And the beauty will fall in love with him.\Dong Hua Dijun will also fall in love with the beauty.\Yes.\So, I am going to is pull Yuan Zhen out of Dong Hua Dijun's trial of love.\Have you thought of a plan yet, Aunt? response:	I have.
context: On the first of the sixth month, a beauty will fall into the water.\Yuan Zhen will save the beauty.\And the beauty will fall in love with him.\Dong Hua Dijun will also fall in love with the beauty.\Yes.\So, I am going to is pull Yuan Zhen out of Dong Hua Dijun's trial of love.\Have you thought of a plan yet, Aunt?\I have. response:	On the day the beauty falls into the water, I will hold Yuan Zhen back
context: Yuan Zhen will save the beauty.\And the beauty will fall in love with him.\Dong Hua Dijun will also fall in love with the beauty.\Yes.\So, I am going to is pull Yuan Zhen out of Dong Hua Dijun's trial of love.\Have you thought of a plan yet, Aunt?\I have.\On the day the beauty falls into the water, I will hold Yuan Zhen back response:	and then find someone to push Dong Hua Dijun into the water.
context: And the beauty will fall in love with him.\Dong Hua Dijun will also fall in love with the beauty.\Yes.\So, I am going to is pull Yuan Zhen out of Dong Hua Dijun's trial of love.\Have you thought of a plan yet, Aunt?\I have.\On the day the beauty falls into the water, I will hold Yuan Zhen back\and then find someone to push Dong Hua Dijun into the water. response:	Dijun will naturally go and save the woman.
context: Dong Hua Dijun will also fall in love with the beauty.\Yes.\So, I am going to is pull Yuan Zhen out of Dong Hua Dijun's trial of love.\Have you thought of a plan yet, Aunt?\I have.\On the day the beauty falls into the water, I will hold Yuan Zhen back\and then find someone to push Dong Hua Dijun into the water.\Dijun will naturally go and save the woman. response:	When the two fall for each other, Yuan Zhen will no longer be involved.
context: Yes.\So, I am going to is pull Yuan Zhen out of Dong Hua Dijun's trial of love.\Have you thought of a plan yet, Aunt?\I have.\On the day the beauty falls into the water, I will hold Yuan Zhen back\and then find someone to push Dong Hua Dijun into the water.\Dijun will naturally go and save the woman.\When the two fall for each other, Yuan Zhen will no longer be involved. response:	Xiao Jiu, are you willing to be the one who pushes Dong Hua Dijun into the water?
context: So, I am going to is pull Yuan Zhen out of Dong Hua Dijun's trial of love.\Have you thought of a plan yet, Aunt?\I have.\On the day the beauty falls into the water, I will hold Yuan Zhen back\and then find someone to push Dong Hua Dijun into the water.\Dijun will naturally go and save the woman.\When the two fall for each other, Yuan Zhen will no longer be involved.\Xiao Jiu, are you willing to be the one who pushes Dong Hua Dijun into the water? response:	I am restricted by the Two Lives Curse. I am not myself during the day.
context: Have you thought of a plan yet, Aunt?\I have.\On the day the beauty falls into the water, I will hold Yuan Zhen back\and then find someone to push Dong Hua Dijun into the water.\Dijun will naturally go and save the woman.\When the two fall for each other, Yuan Zhen will no longer be involved.\Xiao Jiu, are you willing to be the one who pushes Dong Hua Dijun into the water?\I am restricted by the Two Lives Curse. I am not myself during the day. response:	We will be lucky, if I don't ruin your plan.
context: I have.\On the day the beauty falls into the water, I will hold Yuan Zhen back\and then find someone to push Dong Hua Dijun into the water.\Dijun will naturally go and save the woman.\When the two fall for each other, Yuan Zhen will no longer be involved.\Xiao Jiu, are you willing to be the one who pushes Dong Hua Dijun into the water?\I am restricted by the Two Lives Curse. I am not myself during the day.\We will be lucky, if I don't ruin your plan. response:	I'm afraid I won't be able to do it.
context: On the day the beauty falls into the water, I will hold Yuan Zhen back\and then find someone to push Dong Hua Dijun into the water.\Dijun will naturally go and save the woman.\When the two fall for each other, Yuan Zhen will no longer be involved.\Xiao Jiu, are you willing to be the one who pushes Dong Hua Dijun into the water?\I am restricted by the Two Lives Curse. I am not myself during the day.\We will be lucky, if I don't ruin your plan.\I'm afraid I won't be able to do it. response:	Never mind. That is true.
context: and then find someone to push Dong Hua Dijun into the water.\Dijun will naturally go and save the woman.\When the two fall for each other, Yuan Zhen will no longer be involved.\Xiao Jiu, are you willing to be the one who pushes Dong Hua Dijun into the water?\I am restricted by the Two Lives Curse. I am not myself during the day.\We will be lucky, if I don't ruin your plan.\I'm afraid I won't be able to do it.\Never mind. That is true. response:	If I can't find anyone, then I'll have to do it myself.
context: Dijun will naturally go and save the woman.\When the two fall for each other, Yuan Zhen will no longer be involved.\Xiao Jiu, are you willing to be the one who pushes Dong Hua Dijun into the water?\I am restricted by the Two Lives Curse. I am not myself during the day.\We will be lucky, if I don't ruin your plan.\I'm afraid I won't be able to do it.\Never mind. That is true.\If I can't find anyone, then I'll have to do it myself. response:	So you're here.
context: When the two fall for each other, Yuan Zhen will no longer be involved.\Xiao Jiu, are you willing to be the one who pushes Dong Hua Dijun into the water?\I am restricted by the Two Lives Curse. I am not myself during the day.\We will be lucky, if I don't ruin your plan.\I'm afraid I won't be able to do it.\Never mind. That is true.\If I can't find anyone, then I'll have to do it myself.\So you're here. response:	I went to the mortal realm to look for you.
context: Xiao Jiu, are you willing to be the one who pushes Dong Hua Dijun into the water?\I am restricted by the Two Lives Curse. I am not myself during the day.\We will be lucky, if I don't ruin your plan.\I'm afraid I won't be able to do it.\Never mind. That is true.\If I can't find anyone, then I'll have to do it myself.\So you're here.\I went to the mortal realm to look for you. response:	Let's go. I've been waiting a long time. Come to the West Sea with me.
context: I am restricted by the Two Lives Curse. I am not myself during the day.\We will be lucky, if I don't ruin your plan.\I'm afraid I won't be able to do it.\Never mind. That is true.\If I can't find anyone, then I'll have to do it myself.\So you're here.\I went to the mortal realm to look for you.\Let's go. I've been waiting a long time. Come to the West Sea with me. response:	- Let's go. - The West Sea?
context: We will be lucky, if I don't ruin your plan.\I'm afraid I won't be able to do it.\Never mind. That is true.\If I can't find anyone, then I'll have to do it myself.\So you're here.\I went to the mortal realm to look for you.\Let's go. I've been waiting a long time. Come to the West Sea with me.\- Let's go. - The West Sea? response:	Yes. I was just at the West Sea.
context: I'm afraid I won't be able to do it.\Never mind. That is true.\If I can't find anyone, then I'll have to do it myself.\So you're here.\I went to the mortal realm to look for you.\Let's go. I've been waiting a long time. Come to the West Sea with me.\- Let's go. - The West Sea?\Yes. I was just at the West Sea. response:	I had happened upon the second prince of the West Sea in the mortal realm.
context: Never mind. That is true.\If I can't find anyone, then I'll have to do it myself.\So you're here.\I went to the mortal realm to look for you.\Let's go. I've been waiting a long time. Come to the West Sea with me.\- Let's go. - The West Sea?\Yes. I was just at the West Sea.\I had happened upon the second prince of the West Sea in the mortal realm. response:	Mo Yuan's disciple, Bai Qian's Senior Disciple?
context: If I can't find anyone, then I'll have to do it myself.\So you're here.\I went to the mortal realm to look for you.\Let's go. I've been waiting a long time. Come to the West Sea with me.\- Let's go. - The West Sea?\Yes. I was just at the West Sea.\I had happened upon the second prince of the West Sea in the mortal realm.\Mo Yuan's disciple, Bai Qian's Senior Disciple? response:	That's him.
context: So you're here.\I went to the mortal realm to look for you.\Let's go. I've been waiting a long time. Come to the West Sea with me.\- Let's go. - The West Sea?\Yes. I was just at the West Sea.\I had happened upon the second prince of the West Sea in the mortal realm.\Mo Yuan's disciple, Bai Qian's Senior Disciple?\That's him. response:	I came across him in a restaurant in the mortal realm and we had a meal together.
context: I went to the mortal realm to look for you.\Let's go. I've been waiting a long time. Come to the West Sea with me.\- Let's go. - The West Sea?\Yes. I was just at the West Sea.\I had happened upon the second prince of the West Sea in the mortal realm.\Mo Yuan's disciple, Bai Qian's Senior Disciple?\That's him.\I came across him in a restaurant in the mortal realm and we had a meal together. response:	Someone just happened to come to report from the Crystal Palace.
context: Let's go. I've been waiting a long time. Come to the West Sea with me.\- Let's go. - The West Sea?\Yes. I was just at the West Sea.\I had happened upon the second prince of the West Sea in the mortal realm.\Mo Yuan's disciple, Bai Qian's Senior Disciple?\That's him.\I came across him in a restaurant in the mortal realm and we had a meal together.\Someone just happened to come to report from the Crystal Palace. response:	I watched as worry spread across his face as he listened
context: - Let's go. - The West Sea?\Yes. I was just at the West Sea.\I had happened upon the second prince of the West Sea in the mortal realm.\Mo Yuan's disciple, Bai Qian's Senior Disciple?\That's him.\I came across him in a restaurant in the mortal realm and we had a meal together.\Someone just happened to come to report from the Crystal Palace.\I watched as worry spread across his face as he listened response:	and he wouldn't stop drinking.
context: Yes. I was just at the West Sea.\I had happened upon the second prince of the West Sea in the mortal realm.\Mo Yuan's disciple, Bai Qian's Senior Disciple?\That's him.\I came across him in a restaurant in the mortal realm and we had a meal together.\Someone just happened to come to report from the Crystal Palace.\I watched as worry spread across his face as he listened\and he wouldn't stop drinking. response:	So, I asked him about it.
context: I had happened upon the second prince of the West Sea in the mortal realm.\Mo Yuan's disciple, Bai Qian's Senior Disciple?\That's him.\I came across him in a restaurant in the mortal realm and we had a meal together.\Someone just happened to come to report from the Crystal Palace.\I watched as worry spread across his face as he listened\and he wouldn't stop drinking.\So, I asked him about it. response:	It turns out the matter he is worried about
context: Mo Yuan's disciple, Bai Qian's Senior Disciple?\That's him.\I came across him in a restaurant in the mortal realm and we had a meal together.\Someone just happened to come to report from the Crystal Palace.\I watched as worry spread across his face as he listened\and he wouldn't stop drinking.\So, I asked him about it.\It turns out the matter he is worried about response:	is something you can help with.
context: That's him.\I came across him in a restaurant in the mortal realm and we had a meal together.\Someone just happened to come to report from the Crystal Palace.\I watched as worry spread across his face as he listened\and he wouldn't stop drinking.\So, I asked him about it.\It turns out the matter he is worried about\is something you can help with. response:	Me?
context: I came across him in a restaurant in the mortal realm and we had a meal together.\Someone just happened to come to report from the Crystal Palace.\I watched as worry spread across his face as he listened\and he wouldn't stop drinking.\So, I asked him about it.\It turns out the matter he is worried about\is something you can help with.\Me? response:	Yes, you, High God Zhe Yan.
context: Someone just happened to come to report from the Crystal Palace.\I watched as worry spread across his face as he listened\and he wouldn't stop drinking.\So, I asked him about it.\It turns out the matter he is worried about\is something you can help with.\Me?\Yes, you, High God Zhe Yan. response:	Come on.
context: I watched as worry spread across his face as he listened\and he wouldn't stop drinking.\So, I asked him about it.\It turns out the matter he is worried about\is something you can help with.\Me?\Yes, you, High God Zhe Yan.\Come on. response:	Thank you for coming to examine my son.
context: and he wouldn't stop drinking.\So, I asked him about it.\It turns out the matter he is worried about\is something you can help with.\Me?\Yes, you, High God Zhe Yan.\Come on.\Thank you for coming to examine my son. response:	I do not know whether I can treat him yet.
context: So, I asked him about it.\It turns out the matter he is worried about\is something you can help with.\Me?\Yes, you, High God Zhe Yan.\Come on.\Thank you for coming to examine my son.\I do not know whether I can treat him yet. response:	Why not let me take a look first?
context: It turns out the matter he is worried about\is something you can help with.\Me?\Yes, you, High God Zhe Yan.\Come on.\Thank you for coming to examine my son.\I do not know whether I can treat him yet.\Why not let me take a look first? response:	Yes. This way, please.
context: is something you can help with.\Me?\Yes, you, High God Zhe Yan.\Come on.\Thank you for coming to examine my son.\I do not know whether I can treat him yet.\Why not let me take a look first?\Yes. This way, please. response:	It's said that on a certain day 600 years ago
context: Me?\Yes, you, High God Zhe Yan.\Come on.\Thank you for coming to examine my son.\I do not know whether I can treat him yet.\Why not let me take a look first?\Yes. This way, please.\It's said that on a certain day 600 years ago response:	the West Sea's eldest prince's weakened body
context: Yes, you, High God Zhe Yan.\Come on.\Thank you for coming to examine my son.\I do not know whether I can treat him yet.\Why not let me take a look first?\Yes. This way, please.\It's said that on a certain day 600 years ago\the West Sea's eldest prince's weakened body response:	steadily began to deteriorate.
context: Come on.\Thank you for coming to examine my son.\I do not know whether I can treat him yet.\Why not let me take a look first?\Yes. This way, please.\It's said that on a certain day 600 years ago\the West Sea's eldest prince's weakened body\steadily began to deteriorate. response:	The healers of the West Sea examined him
context: Thank you for coming to examine my son.\I do not know whether I can treat him yet.\Why not let me take a look first?\Yes. This way, please.\It's said that on a certain day 600 years ago\the West Sea's eldest prince's weakened body\steadily began to deteriorate.\The healers of the West Sea examined him response:	but could not find the cause and were at their wit's end.
context: I do not know whether I can treat him yet.\Why not let me take a look first?\Yes. This way, please.\It's said that on a certain day 600 years ago\the West Sea's eldest prince's weakened body\steadily began to deteriorate.\The healers of the West Sea examined him\but could not find the cause and were at their wit's end. response:	They watched as the eldest prince coughed up blood.
context: Why not let me take a look first?\Yes. This way, please.\It's said that on a certain day 600 years ago\the West Sea's eldest prince's weakened body\steadily began to deteriorate.\The healers of the West Sea examined him\but could not find the cause and were at their wit's end.\They watched as the eldest prince coughed up blood. response:	They had no choice but to send a request
context: Yes. This way, please.\It's said that on a certain day 600 years ago\the West Sea's eldest prince's weakened body\steadily began to deteriorate.\The healers of the West Sea examined him\but could not find the cause and were at their wit's end.\They watched as the eldest prince coughed up blood.\They had no choice but to send a request response:	to the Medicine King in heaven to solve this conundrum.
context: It's said that on a certain day 600 years ago\the West Sea's eldest prince's weakened body\steadily began to deteriorate.\The healers of the West Sea examined him\but could not find the cause and were at their wit's end.\They watched as the eldest prince coughed up blood.\They had no choice but to send a request\to the Medicine King in heaven to solve this conundrum. response:	However, Medicine King could not figure out why he was ill.
context: the West Sea's eldest prince's weakened body\steadily began to deteriorate.\The healers of the West Sea examined him\but could not find the cause and were at their wit's end.\They watched as the eldest prince coughed up blood.\They had no choice but to send a request\to the Medicine King in heaven to solve this conundrum.\However, Medicine King could not figure out why he was ill. response:	In the end, he could only prescribe two medicines
context: steadily began to deteriorate.\The healers of the West Sea examined him\but could not find the cause and were at their wit's end.\They watched as the eldest prince coughed up blood.\They had no choice but to send a request\to the Medicine King in heaven to solve this conundrum.\However, Medicine King could not figure out why he was ill.\In the end, he could only prescribe two medicines response:	so that Die Yong would stop coughing up blood.
context: The healers of the West Sea examined him\but could not find the cause and were at their wit's end.\They watched as the eldest prince coughed up blood.\They had no choice but to send a request\to the Medicine King in heaven to solve this conundrum.\However, Medicine King could not figure out why he was ill.\In the end, he could only prescribe two medicines\so that Die Yong would stop coughing up blood. response:	Before Medicine King departed
context: but could not find the cause and were at their wit's end.\They watched as the eldest prince coughed up blood.\They had no choice but to send a request\to the Medicine King in heaven to solve this conundrum.\However, Medicine King could not figure out why he was ill.\In the end, he could only prescribe two medicines\so that Die Yong would stop coughing up blood.\Before Medicine King departed response:	he said the eldest prince's illness did not seem to be a bodily sickness.
context: They watched as the eldest prince coughed up blood.\They had no choice but to send a request\to the Medicine King in heaven to solve this conundrum.\However, Medicine King could not figure out why he was ill.\In the end, he could only prescribe two medicines\so that Die Yong would stop coughing up blood.\Before Medicine King departed\he said the eldest prince's illness did not seem to be a bodily sickness. response:	In that case, he could not do anything as Medicine King.
context: They had no choice but to send a request\to the Medicine King in heaven to solve this conundrum.\However, Medicine King could not figure out why he was ill.\In the end, he could only prescribe two medicines\so that Die Yong would stop coughing up blood.\Before Medicine King departed\he said the eldest prince's illness did not seem to be a bodily sickness.\In that case, he could not do anything as Medicine King. response:	Seeing as there was nothing left to try
context: to the Medicine King in heaven to solve this conundrum.\However, Medicine King could not figure out why he was ill.\In the end, he could only prescribe two medicines\so that Die Yong would stop coughing up blood.\Before Medicine King departed\he said the eldest prince's illness did not seem to be a bodily sickness.\In that case, he could not do anything as Medicine King.\Seeing as there was nothing left to try response:	they sought medical treatment from all around the world.
context: However, Medicine King could not figure out why he was ill.\In the end, he could only prescribe two medicines\so that Die Yong would stop coughing up blood.\Before Medicine King departed\he said the eldest prince's illness did not seem to be a bodily sickness.\In that case, he could not do anything as Medicine King.\Seeing as there was nothing left to try\they sought medical treatment from all around the world. response:	But in the end, nobody has managed to cure him.
context: In the end, he could only prescribe two medicines\so that Die Yong would stop coughing up blood.\Before Medicine King departed\he said the eldest prince's illness did not seem to be a bodily sickness.\In that case, he could not do anything as Medicine King.\Seeing as there was nothing left to try\they sought medical treatment from all around the world.\But in the end, nobody has managed to cure him. response:	How could this be?
context: so that Die Yong would stop coughing up blood.\Before Medicine King departed\he said the eldest prince's illness did not seem to be a bodily sickness.\In that case, he could not do anything as Medicine King.\Seeing as there was nothing left to try\they sought medical treatment from all around the world.\But in the end, nobody has managed to cure him.\How could this be? response:	High God, you have such a grave expression.
context: Before Medicine King departed\he said the eldest prince's illness did not seem to be a bodily sickness.\In that case, he could not do anything as Medicine King.\Seeing as there was nothing left to try\they sought medical treatment from all around the world.\But in the end, nobody has managed to cure him.\How could this be?\High God, you have such a grave expression. response:	Is my son...
context: he said the eldest prince's illness did not seem to be a bodily sickness.\In that case, he could not do anything as Medicine King.\Seeing as there was nothing left to try\they sought medical treatment from all around the world.\But in the end, nobody has managed to cure him.\How could this be?\High God, you have such a grave expression.\Is my son... response:	Do not worry, Water King.
context: In that case, he could not do anything as Medicine King.\Seeing as there was nothing left to try\they sought medical treatment from all around the world.\But in the end, nobody has managed to cure him.\How could this be?\High God, you have such a grave expression.\Is my son...\Do not worry, Water King. response:	Eldest Prince's life is not in jeopardy.
context: Seeing as there was nothing left to try\they sought medical treatment from all around the world.\But in the end, nobody has managed to cure him.\How could this be?\High God, you have such a grave expression.\Is my son...\Do not worry, Water King.\Eldest Prince's life is not in jeopardy. response:	Then do you have a way to heal my son?
context: they sought medical treatment from all around the world.\But in the end, nobody has managed to cure him.\How could this be?\High God, you have such a grave expression.\Is my son...\Do not worry, Water King.\Eldest Prince's life is not in jeopardy.\Then do you have a way to heal my son? response:	Let me think about this some more.
context: But in the end, nobody has managed to cure him.\How could this be?\High God, you have such a grave expression.\Is my son...\Do not worry, Water King.\Eldest Prince's life is not in jeopardy.\Then do you have a way to heal my son?\Let me think about this some more. response:	Why do you have such an odd expression?
context: How could this be?\High God, you have such a grave expression.\Is my son...\Do not worry, Water King.\Eldest Prince's life is not in jeopardy.\Then do you have a way to heal my son?\Let me think about this some more.\Why do you have such an odd expression? response:	The eldest prince's illness is quite strange.
context: High God, you have such a grave expression.\Is my son...\Do not worry, Water King.\Eldest Prince's life is not in jeopardy.\Then do you have a way to heal my son?\Let me think about this some more.\Why do you have such an odd expression?\The eldest prince's illness is quite strange. response:	Give me a few days. I'll tell you after I find the truth.
context: Is my son...\Do not worry, Water King.\Eldest Prince's life is not in jeopardy.\Then do you have a way to heal my son?\Let me think about this some more.\Why do you have such an odd expression?\The eldest prince's illness is quite strange.\Give me a few days. I'll tell you after I find the truth. response:	It is rare to see you so cautious.
context: Do not worry, Water King.\Eldest Prince's life is not in jeopardy.\Then do you have a way to heal my son?\Let me think about this some more.\Why do you have such an odd expression?\The eldest prince's illness is quite strange.\Give me a few days. I'll tell you after I find the truth.\It is rare to see you so cautious. response:	Yuan Zhen.
context: Eldest Prince's life is not in jeopardy.\Then do you have a way to heal my son?\Let me think about this some more.\Why do you have such an odd expression?\The eldest prince's illness is quite strange.\Give me a few days. I'll tell you after I find the truth.\It is rare to see you so cautious.\Yuan Zhen. response:	I miss you very much.
context: Then do you have a way to heal my son?\Let me think about this some more.\Why do you have such an odd expression?\The eldest prince's illness is quite strange.\Give me a few days. I'll tell you after I find the truth.\It is rare to see you so cautious.\Yuan Zhen.\I miss you very much. response:	- Aunt. - Follow me.
context: Let me think about this some more.\Why do you have such an odd expression?\The eldest prince's illness is quite strange.\Give me a few days. I'll tell you after I find the truth.\It is rare to see you so cautious.\Yuan Zhen.\I miss you very much.\- Aunt. - Follow me. response:	Sit down.
context: Why do you have such an odd expression?\The eldest prince's illness is quite strange.\Give me a few days. I'll tell you after I find the truth.\It is rare to see you so cautious.\Yuan Zhen.\I miss you very much.\- Aunt. - Follow me.\Sit down. response:	I will stand.
context: The eldest prince's illness is quite strange.\Give me a few days. I'll tell you after I find the truth.\It is rare to see you so cautious.\Yuan Zhen.\I miss you very much.\- Aunt. - Follow me.\Sit down.\I will stand. response:	I have found a way to help Yuan Zhen through his trial.
context: Give me a few days. I'll tell you after I find the truth.\It is rare to see you so cautious.\Yuan Zhen.\I miss you very much.\- Aunt. - Follow me.\Sit down.\I will stand.\I have found a way to help Yuan Zhen through his trial. response:	- Allow me offer my heartfelt thanks. - No need. Sit down.
context: It is rare to see you so cautious.\Yuan Zhen.\I miss you very much.\- Aunt. - Follow me.\Sit down.\I will stand.\I have found a way to help Yuan Zhen through his trial.\- Allow me offer my heartfelt thanks. - No need. Sit down. response:	Everything is in order to divert Yuan Zhen's trial
context: Yuan Zhen.\I miss you very much.\- Aunt. - Follow me.\Sit down.\I will stand.\I have found a way to help Yuan Zhen through his trial.\- Allow me offer my heartfelt thanks. - No need. Sit down.\Everything is in order to divert Yuan Zhen's trial response:	except for the one in the crucial role of pushing someone down.
context: I miss you very much.\- Aunt. - Follow me.\Sit down.\I will stand.\I have found a way to help Yuan Zhen through his trial.\- Allow me offer my heartfelt thanks. - No need. Sit down.\Everything is in order to divert Yuan Zhen's trial\except for the one in the crucial role of pushing someone down. response:	Pushing someone?
context: - Aunt. - Follow me.\Sit down.\I will stand.\I have found a way to help Yuan Zhen through his trial.\- Allow me offer my heartfelt thanks. - No need. Sit down.\Everything is in order to divert Yuan Zhen's trial\except for the one in the crucial role of pushing someone down.\Pushing someone? response:	Simply put, on the first of the sixth month, when the beauty appears
context: Sit down.\I will stand.\I have found a way to help Yuan Zhen through his trial.\- Allow me offer my heartfelt thanks. - No need. Sit down.\Everything is in order to divert Yuan Zhen's trial\except for the one in the crucial role of pushing someone down.\Pushing someone?\Simply put, on the first of the sixth month, when the beauty appears response:	someone needs to push the emperor into the water.
context: I will stand.\I have found a way to help Yuan Zhen through his trial.\- Allow me offer my heartfelt thanks. - No need. Sit down.\Everything is in order to divert Yuan Zhen's trial\except for the one in the crucial role of pushing someone down.\Pushing someone?\Simply put, on the first of the sixth month, when the beauty appears\someone needs to push the emperor into the water. response:	All right, I'll do it.
context: I have found a way to help Yuan Zhen through his trial.\- Allow me offer my heartfelt thanks. - No need. Sit down.\Everything is in order to divert Yuan Zhen's trial\except for the one in the crucial role of pushing someone down.\Pushing someone?\Simply put, on the first of the sixth month, when the beauty appears\someone needs to push the emperor into the water.\All right, I'll do it. response:	When the time comes, you will use an invisibility spell.
context: - Allow me offer my heartfelt thanks. - No need. Sit down.\Everything is in order to divert Yuan Zhen's trial\except for the one in the crucial role of pushing someone down.\Pushing someone?\Simply put, on the first of the sixth month, when the beauty appears\someone needs to push the emperor into the water.\All right, I'll do it.\When the time comes, you will use an invisibility spell. response:	When the beauty appears
context: Everything is in order to divert Yuan Zhen's trial\except for the one in the crucial role of pushing someone down.\Pushing someone?\Simply put, on the first of the sixth month, when the beauty appears\someone needs to push the emperor into the water.\All right, I'll do it.\When the time comes, you will use an invisibility spell.\When the beauty appears response:	walk quietly to the emperor's side and push him into the water.
context: except for the one in the crucial role of pushing someone down.\Pushing someone?\Simply put, on the first of the sixth month, when the beauty appears\someone needs to push the emperor into the water.\All right, I'll do it.\When the time comes, you will use an invisibility spell.\When the beauty appears\walk quietly to the emperor's side and push him into the water. response:	However, this will cause your powers to turn against you.
context: Pushing someone?\Simply put, on the first of the sixth month, when the beauty appears\someone needs to push the emperor into the water.\All right, I'll do it.\When the time comes, you will use an invisibility spell.\When the beauty appears\walk quietly to the emperor's side and push him into the water.\However, this will cause your powers to turn against you. response:	It is rather dangerous for you to do it. It should be done by someone strong.
context: Simply put, on the first of the sixth month, when the beauty appears\someone needs to push the emperor into the water.\All right, I'll do it.\When the time comes, you will use an invisibility spell.\When the beauty appears\walk quietly to the emperor's side and push him into the water.\However, this will cause your powers to turn against you.\It is rather dangerous for you to do it. It should be done by someone strong. response:	Since this deed must be done, then I'll have my lord do it.
context: someone needs to push the emperor into the water.\All right, I'll do it.\When the time comes, you will use an invisibility spell.\When the beauty appears\walk quietly to the emperor's side and push him into the water.\However, this will cause your powers to turn against you.\It is rather dangerous for you to do it. It should be done by someone strong.\Since this deed must be done, then I'll have my lord do it. response:	That would be good. After all, he is Yuan Zhen's father.
context: All right, I'll do it.\When the time comes, you will use an invisibility spell.\When the beauty appears\walk quietly to the emperor's side and push him into the water.\However, this will cause your powers to turn against you.\It is rather dangerous for you to do it. It should be done by someone strong.\Since this deed must be done, then I'll have my lord do it.\That would be good. After all, he is Yuan Zhen's father. response:	It would be most appropriate for him to do this misdeed.
context: When the time comes, you will use an invisibility spell.\When the beauty appears\walk quietly to the emperor's side and push him into the water.\However, this will cause your powers to turn against you.\It is rather dangerous for you to do it. It should be done by someone strong.\Since this deed must be done, then I'll have my lord do it.\That would be good. After all, he is Yuan Zhen's father.\It would be most appropriate for him to do this misdeed. response:	I will find my lord now and tell him to see you.
context: When the beauty appears\walk quietly to the emperor's side and push him into the water.\However, this will cause your powers to turn against you.\It is rather dangerous for you to do it. It should be done by someone strong.\Since this deed must be done, then I'll have my lord do it.\That would be good. After all, he is Yuan Zhen's father.\It would be most appropriate for him to do this misdeed.\I will find my lord now and tell him to see you. response:	All right. You must be quick.
context: walk quietly to the emperor's side and push him into the water.\However, this will cause your powers to turn against you.\It is rather dangerous for you to do it. It should be done by someone strong.\Since this deed must be done, then I'll have my lord do it.\That would be good. After all, he is Yuan Zhen's father.\It would be most appropriate for him to do this misdeed.\I will find my lord now and tell him to see you.\All right. You must be quick. response:	There isn't much time until the first of the sixth month in the mortal realm.
context: However, this will cause your powers to turn against you.\It is rather dangerous for you to do it. It should be done by someone strong.\Since this deed must be done, then I'll have my lord do it.\That would be good. After all, he is Yuan Zhen's father.\It would be most appropriate for him to do this misdeed.\I will find my lord now and tell him to see you.\All right. You must be quick.\There isn't much time until the first of the sixth month in the mortal realm. response:	Do not worry, Aunt.
context: It is rather dangerous for you to do it. It should be done by someone strong.\Since this deed must be done, then I'll have my lord do it.\That would be good. After all, he is Yuan Zhen's father.\It would be most appropriate for him to do this misdeed.\I will find my lord now and tell him to see you.\All right. You must be quick.\There isn't much time until the first of the sixth month in the mortal realm.\Do not worry, Aunt. response:	Now the preparations are complete.
context: Since this deed must be done, then I'll have my lord do it.\That would be good. After all, he is Yuan Zhen's father.\It would be most appropriate for him to do this misdeed.\I will find my lord now and tell him to see you.\All right. You must be quick.\There isn't much time until the first of the sixth month in the mortal realm.\Do not worry, Aunt.\Now the preparations are complete. response:	High God, you took me in 70,000 years ago.
context: That would be good. After all, he is Yuan Zhen's father.\It would be most appropriate for him to do this misdeed.\I will find my lord now and tell him to see you.\All right. You must be quick.\There isn't much time until the first of the sixth month in the mortal realm.\Do not worry, Aunt.\Now the preparations are complete.\High God, you took me in 70,000 years ago. response:	Now 70,000 years later, you are going to save my son.
context: It would be most appropriate for him to do this misdeed.\I will find my lord now and tell him to see you.\All right. You must be quick.\There isn't much time until the first of the sixth month in the mortal realm.\Do not worry, Aunt.\Now the preparations are complete.\High God, you took me in 70,000 years ago.\Now 70,000 years later, you are going to save my son. response:	You are certainly our savior.
context: I will find my lord now and tell him to see you.\All right. You must be quick.\There isn't much time until the first of the sixth month in the mortal realm.\Do not worry, Aunt.\Now the preparations are complete.\High God, you took me in 70,000 years ago.\Now 70,000 years later, you are going to save my son.\You are certainly our savior. response:	Your Highness, the altar will be ready before the sun sets.
context: All right. You must be quick.\There isn't much time until the first of the sixth month in the mortal realm.\Do not worry, Aunt.\Now the preparations are complete.\High God, you took me in 70,000 years ago.\Now 70,000 years later, you are going to save my son.\You are certainly our savior.\Your Highness, the altar will be ready before the sun sets. response:	Good.
context: There isn't much time until the first of the sixth month in the mortal realm.\Do not worry, Aunt.\Now the preparations are complete.\High God, you took me in 70,000 years ago.\Now 70,000 years later, you are going to save my son.\You are certainly our savior.\Your Highness, the altar will be ready before the sun sets.\Good. response:	Then I shall wait another few hours.
