context: Move! response:	Jackasses!
context: And that's why I'm here apologizin'!\Apologizing?\My bad!\That's weak!\I'm sorry. But for Natsu, this is actually being mature.\What the hell is that supposed to mean?!\You ran after me just for that...?\You looked really down, so I thought maybe I put you in a bad mood... response:	You didn't. I'm sorry.
context: Apologizing?\My bad!\That's weak!\I'm sorry. But for Natsu, this is actually being mature.\What the hell is that supposed to mean?!\You ran after me just for that...?\You looked really down, so I thought maybe I put you in a bad mood...\You didn't. I'm sorry. response:	Whoa, whoa, whoa, whoa!
context: My bad!\That's weak!\I'm sorry. But for Natsu, this is actually being mature.\What the hell is that supposed to mean?!\You ran after me just for that...?\You looked really down, so I thought maybe I put you in a bad mood...\You didn't. I'm sorry.\Whoa, whoa, whoa, whoa! response:	You're not supposed to apologize to me!
context: That's weak!\I'm sorry. But for Natsu, this is actually being mature.\What the hell is that supposed to mean?!\You ran after me just for that...?\You looked really down, so I thought maybe I put you in a bad mood...\You didn't. I'm sorry.\Whoa, whoa, whoa, whoa!\You're not supposed to apologize to me! response:	And cryin' makes me feel even worse!
context: I'm sorry. But for Natsu, this is actually being mature.\What the hell is that supposed to mean?!\You ran after me just for that...?\You looked really down, so I thought maybe I put you in a bad mood...\You didn't. I'm sorry.\Whoa, whoa, whoa, whoa!\You're not supposed to apologize to me!\And cryin' makes me feel even worse! response:	W-What's wrong?!
context: What the hell is that supposed to mean?!\You ran after me just for that...?\You looked really down, so I thought maybe I put you in a bad mood...\You didn't. I'm sorry.\Whoa, whoa, whoa, whoa!\You're not supposed to apologize to me!\And cryin' makes me feel even worse!\W-What's wrong?! response:	I can't hold back anymore...
context: You ran after me just for that...?\You looked really down, so I thought maybe I put you in a bad mood...\You didn't. I'm sorry.\Whoa, whoa, whoa, whoa!\You're not supposed to apologize to me!\And cryin' makes me feel even worse!\W-What's wrong?!\I can't hold back anymore... response:	No one's ever been nice to me like this before...
context: You looked really down, so I thought maybe I put you in a bad mood...\You didn't. I'm sorry.\Whoa, whoa, whoa, whoa!\You're not supposed to apologize to me!\And cryin' makes me feel even worse!\W-What's wrong?!\I can't hold back anymore...\No one's ever been nice to me like this before... response:	I always wanted to be a member of Sabertooth.
context: You didn't. I'm sorry.\Whoa, whoa, whoa, whoa!\You're not supposed to apologize to me!\And cryin' makes me feel even worse!\W-What's wrong?!\I can't hold back anymore...\No one's ever been nice to me like this before...\I always wanted to be a member of Sabertooth. response:	And I finally got in last year...
context: Whoa, whoa, whoa, whoa!\You're not supposed to apologize to me!\And cryin' makes me feel even worse!\W-What's wrong?!\I can't hold back anymore...\No one's ever been nice to me like this before...\I always wanted to be a member of Sabertooth.\And I finally got in last year... response:	I lost just one time...
context: You're not supposed to apologize to me!\And cryin' makes me feel even worse!\W-What's wrong?!\I can't hold back anymore...\No one's ever been nice to me like this before...\I always wanted to be a member of Sabertooth.\And I finally got in last year...\I lost just one time... response:	Get out of my sight, trash.
context: And cryin' makes me feel even worse!\W-What's wrong?!\I can't hold back anymore...\No one's ever been nice to me like this before...\I always wanted to be a member of Sabertooth.\And I finally got in last year...\I lost just one time...\Get out of my sight, trash. response:	I was humiliated in front of everyone...
context: W-What's wrong?!\I can't hold back anymore...\No one's ever been nice to me like this before...\I always wanted to be a member of Sabertooth.\And I finally got in last year...\I lost just one time...\Get out of my sight, trash.\I was humiliated in front of everyone... response:	It was so frustrating and embarrassing...
context: I can't hold back anymore...\No one's ever been nice to me like this before...\I always wanted to be a member of Sabertooth.\And I finally got in last year...\I lost just one time...\Get out of my sight, trash.\I was humiliated in front of everyone...\It was so frustrating and embarrassing... response:	My pride and memories were destroyed right there and then!
context: No one's ever been nice to me like this before...\I always wanted to be a member of Sabertooth.\And I finally got in last year...\I lost just one time...\Get out of my sight, trash.\I was humiliated in front of everyone...\It was so frustrating and embarrassing...\My pride and memories were destroyed right there and then! response:	But even so, now I don't have anywhere to go!
context: I always wanted to be a member of Sabertooth.\And I finally got in last year...\I lost just one time...\Get out of my sight, trash.\I was humiliated in front of everyone...\It was so frustrating and embarrassing...\My pride and memories were destroyed right there and then!\But even so, now I don't have anywhere to go! response:	Sorry, but I don't know how it goes in other guilds.
context: And I finally got in last year...\I lost just one time...\Get out of my sight, trash.\I was humiliated in front of everyone...\It was so frustrating and embarrassing...\My pride and memories were destroyed right there and then!\But even so, now I don't have anywhere to go!\Sorry, but I don't know how it goes in other guilds. response:	Natsu!
context: I lost just one time...\Get out of my sight, trash.\I was humiliated in front of everyone...\It was so frustrating and embarrassing...\My pride and memories were destroyed right there and then!\But even so, now I don't have anywhere to go!\Sorry, but I don't know how it goes in other guilds.\Natsu! response:	Right. I'm sorry... It just all came out...
context: Get out of my sight, trash.\I was humiliated in front of everyone...\It was so frustrating and embarrassing...\My pride and memories were destroyed right there and then!\But even so, now I don't have anywhere to go!\Sorry, but I don't know how it goes in other guilds.\Natsu!\Right. I'm sorry... It just all came out... response:	I'm from another guild, but as a fellow wizard, I understand.
context: I was humiliated in front of everyone...\It was so frustrating and embarrassing...\My pride and memories were destroyed right there and then!\But even so, now I don't have anywhere to go!\Sorry, but I don't know how it goes in other guilds.\Natsu!\Right. I'm sorry... It just all came out...\I'm from another guild, but as a fellow wizard, I understand. response:	Bein' humiliated, havin' to erase your insignia, it's gotta be frustrating.
context: It was so frustrating and embarrassing...\My pride and memories were destroyed right there and then!\But even so, now I don't have anywhere to go!\Sorry, but I don't know how it goes in other guilds.\Natsu!\Right. I'm sorry... It just all came out...\I'm from another guild, but as a fellow wizard, I understand.\Bein' humiliated, havin' to erase your insignia, it's gotta be frustrating. response:	A guild that makes its family members cry ain't no guild at all!
context: My pride and memories were destroyed right there and then!\But even so, now I don't have anywhere to go!\Sorry, but I don't know how it goes in other guilds.\Natsu!\Right. I'm sorry... It just all came out...\I'm from another guild, but as a fellow wizard, I understand.\Bein' humiliated, havin' to erase your insignia, it's gotta be frustrating.\A guild that makes its family members cry ain't no guild at all! response:	Family members...
context: But even so, now I don't have anywhere to go!\Sorry, but I don't know how it goes in other guilds.\Natsu!\Right. I'm sorry... It just all came out...\I'm from another guild, but as a fellow wizard, I understand.\Bein' humiliated, havin' to erase your insignia, it's gotta be frustrating.\A guild that makes its family members cry ain't no guild at all!\Family members... response:	What are you doing out here, Erza?
context: Sorry, but I don't know how it goes in other guilds.\Natsu!\Right. I'm sorry... It just all came out...\I'm from another guild, but as a fellow wizard, I understand.\Bein' humiliated, havin' to erase your insignia, it's gotta be frustrating.\A guild that makes its family members cry ain't no guild at all!\Family members...\What are you doing out here, Erza? response:	Gray...
context: Natsu!\Right. I'm sorry... It just all came out...\I'm from another guild, but as a fellow wizard, I understand.\Bein' humiliated, havin' to erase your insignia, it's gotta be frustrating.\A guild that makes its family members cry ain't no guild at all!\Family members...\What are you doing out here, Erza?\Gray... response:	Nothing...
context: Right. I'm sorry... It just all came out...\I'm from another guild, but as a fellow wizard, I understand.\Bein' humiliated, havin' to erase your insignia, it's gotta be frustrating.\A guild that makes its family members cry ain't no guild at all!\Family members...\What are you doing out here, Erza?\Gray...\Nothing... response:	Nothing important.
context: I'm from another guild, but as a fellow wizard, I understand.\Bein' humiliated, havin' to erase your insignia, it's gotta be frustrating.\A guild that makes its family members cry ain't no guild at all!\Family members...\What are you doing out here, Erza?\Gray...\Nothing...\Nothing important. response:	Why are you out here alone?
context: Bein' humiliated, havin' to erase your insignia, it's gotta be frustrating.\A guild that makes its family members cry ain't no guild at all!\Family members...\What are you doing out here, Erza?\Gray...\Nothing...\Nothing important.\Why are you out here alone? response:	Until now, I was in the middle of some tug-of-war between Lyon and Juvia,
context: A guild that makes its family members cry ain't no guild at all!\Family members...\What are you doing out here, Erza?\Gray...\Nothing...\Nothing important.\Why are you out here alone?\Until now, I was in the middle of some tug-of-war between Lyon and Juvia, response:	and I have no idea what it was about.
context: Family members...\What are you doing out here, Erza?\Gray...\Nothing...\Nothing important.\Why are you out here alone?\Until now, I was in the middle of some tug-of-war between Lyon and Juvia,\and I have no idea what it was about. response:	You have no idea what it was about?
context: What are you doing out here, Erza?\Gray...\Nothing...\Nothing important.\Why are you out here alone?\Until now, I was in the middle of some tug-of-war between Lyon and Juvia,\and I have no idea what it was about.\You have no idea what it was about? response:	I wasn't there, but even I have a pretty good idea of what the deal was.
context: Gray...\Nothing...\Nothing important.\Why are you out here alone?\Until now, I was in the middle of some tug-of-war between Lyon and Juvia,\and I have no idea what it was about.\You have no idea what it was about?\I wasn't there, but even I have a pretty good idea of what the deal was. response:	You must realize by now how Juvia feels about you.
context: Nothing...\Nothing important.\Why are you out here alone?\Until now, I was in the middle of some tug-of-war between Lyon and Juvia,\and I have no idea what it was about.\You have no idea what it was about?\I wasn't there, but even I have a pretty good idea of what the deal was.\You must realize by now how Juvia feels about you. response:	Why not give her a clear-cut response?
context: Nothing important.\Why are you out here alone?\Until now, I was in the middle of some tug-of-war between Lyon and Juvia,\and I have no idea what it was about.\You have no idea what it was about?\I wasn't there, but even I have a pretty good idea of what the deal was.\You must realize by now how Juvia feels about you.\Why not give her a clear-cut response? response:	Never mind me.
context: Why are you out here alone?\Until now, I was in the middle of some tug-of-war between Lyon and Juvia,\and I have no idea what it was about.\You have no idea what it was about?\I wasn't there, but even I have a pretty good idea of what the deal was.\You must realize by now how Juvia feels about you.\Why not give her a clear-cut response?\Never mind me. response:	When it comes to love and hate,
context: Until now, I was in the middle of some tug-of-war between Lyon and Juvia,\and I have no idea what it was about.\You have no idea what it was about?\I wasn't there, but even I have a pretty good idea of what the deal was.\You must realize by now how Juvia feels about you.\Why not give her a clear-cut response?\Never mind me.\When it comes to love and hate, response:	I've got too much baggage of my own to be giving out advice.
context: and I have no idea what it was about.\You have no idea what it was about?\I wasn't there, but even I have a pretty good idea of what the deal was.\You must realize by now how Juvia feels about you.\Why not give her a clear-cut response?\Never mind me.\When it comes to love and hate,\I've got too much baggage of my own to be giving out advice. response:	Did something happen?
context: You have no idea what it was about?\I wasn't there, but even I have a pretty good idea of what the deal was.\You must realize by now how Juvia feels about you.\Why not give her a clear-cut response?\Never mind me.\When it comes to love and hate,\I've got too much baggage of my own to be giving out advice.\Did something happen? response:	No.
context: I wasn't there, but even I have a pretty good idea of what the deal was.\You must realize by now how Juvia feels about you.\Why not give her a clear-cut response?\Never mind me.\When it comes to love and hate,\I've got too much baggage of my own to be giving out advice.\Did something happen?\No. response:	It's late. Let's go back to the inn.
context: You must realize by now how Juvia feels about you.\Why not give her a clear-cut response?\Never mind me.\When it comes to love and hate,\I've got too much baggage of my own to be giving out advice.\Did something happen?\No.\It's late. Let's go back to the inn. response:	One girl has ten keys, another girl has two keys...
context: Why not give her a clear-cut response?\Never mind me.\When it comes to love and hate,\I've got too much baggage of my own to be giving out advice.\Did something happen?\No.\It's late. Let's go back to the inn.\One girl has ten keys, another girl has two keys... response:	I'll get all 12 keys!
context: Never mind me.\When it comes to love and hate,\I've got too much baggage of my own to be giving out advice.\Did something happen?\No.\It's late. Let's go back to the inn.\One girl has ten keys, another girl has two keys...\I'll get all 12 keys! response:	Eclipse will work perfectly!
context: When it comes to love and hate,\I've got too much baggage of my own to be giving out advice.\Did something happen?\No.\It's late. Let's go back to the inn.\One girl has ten keys, another girl has two keys...\I'll get all 12 keys!\Eclipse will work perfectly! response:	Zeref! Zeref! Zeref! Zeref!
context: I've got too much baggage of my own to be giving out advice.\Did something happen?\No.\It's late. Let's go back to the inn.\One girl has ten keys, another girl has two keys...\I'll get all 12 keys!\Eclipse will work perfectly!\Zeref! Zeref! Zeref! Zeref! response:	What the...?!
context: Did something happen?\No.\It's late. Let's go back to the inn.\One girl has ten keys, another girl has two keys...\I'll get all 12 keys!\Eclipse will work perfectly!\Zeref! Zeref! Zeref! Zeref!\What the...?! response:	Intruder!
context: No.\It's late. Let's go back to the inn.\One girl has ten keys, another girl has two keys...\I'll get all 12 keys!\Eclipse will work perfectly!\Zeref! Zeref! Zeref! Zeref!\What the...?!\Intruder! response:	Lecter, wake up!
context: It's late. Let's go back to the inn.\One girl has ten keys, another girl has two keys...\I'll get all 12 keys!\Eclipse will work perfectly!\Zeref! Zeref! Zeref! Zeref!\What the...?!\Intruder!\Lecter, wake up! response:	Intruder?!
context: One girl has ten keys, another girl has two keys...\I'll get all 12 keys!\Eclipse will work perfectly!\Zeref! Zeref! Zeref! Zeref!\What the...?!\Intruder!\Lecter, wake up!\Intruder?! response:	All of the members of Sabertooth are stayin' at this inn!
context: I'll get all 12 keys!\Eclipse will work perfectly!\Zeref! Zeref! Zeref! Zeref!\What the...?!\Intruder!\Lecter, wake up!\Intruder?!\All of the members of Sabertooth are stayin' at this inn! response:	Who the hell is it?!
context: Eclipse will work perfectly!\Zeref! Zeref! Zeref! Zeref!\What the...?!\Intruder!\Lecter, wake up!\Intruder?!\All of the members of Sabertooth are stayin' at this inn!\Who the hell is it?! response:	I don't know...
context: Zeref! Zeref! Zeref! Zeref!\What the...?!\Intruder!\Lecter, wake up!\Intruder?!\All of the members of Sabertooth are stayin' at this inn!\Who the hell is it?!\I don't know... response:	but they must not be expecting to leave here alive!
context: What the...?!\Intruder!\Lecter, wake up!\Intruder?!\All of the members of Sabertooth are stayin' at this inn!\Who the hell is it?!\I don't know...\but they must not be expecting to leave here alive! response:	Where's...
context: Intruder!\Lecter, wake up!\Intruder?!\All of the members of Sabertooth are stayin' at this inn!\Who the hell is it?!\I don't know...\but they must not be expecting to leave here alive!\Where's... response:	Where is he?!
context: Lecter, wake up!\Intruder?!\All of the members of Sabertooth are stayin' at this inn!\Who the hell is it?!\I don't know...\but they must not be expecting to leave here alive!\Where's...\Where is he?! response:	You have business with me, kid?
context: Intruder?!\All of the members of Sabertooth are stayin' at this inn!\Who the hell is it?!\I don't know...\but they must not be expecting to leave here alive!\Where's...\Where is he?!\You have business with me, kid? response:	Are you the master here?
context: All of the members of Sabertooth are stayin' at this inn!\Who the hell is it?!\I don't know...\but they must not be expecting to leave here alive!\Where's...\Where is he?!\You have business with me, kid?\Are you the master here? response:	I hear you kicked someone out for losin' once?
context: Who the hell is it?!\I don't know...\but they must not be expecting to leave here alive!\Where's...\Where is he?!\You have business with me, kid?\Are you the master here?\I hear you kicked someone out for losin' once? response:	That gets me all fired up!
context: I don't know...\but they must not be expecting to leave here alive!\Where's...\Where is he?!\You have business with me, kid?\Are you the master here?\I hear you kicked someone out for losin' once?\That gets me all fired up! response:	In that case,
context: but they must not be expecting to leave here alive!\Where's...\Where is he?!\You have business with me, kid?\Are you the master here?\I hear you kicked someone out for losin' once?\That gets me all fired up!\In that case, response:	if you lose to me, you're outta this guild!
context: Where's...\Where is he?!\You have business with me, kid?\Are you the master here?\I hear you kicked someone out for losin' once?\That gets me all fired up!\In that case,\if you lose to me, you're outta this guild! response:	We were so psyched about gettin' our first points
context: Where is he?!\You have business with me, kid?\Are you the master here?\I hear you kicked someone out for losin' once?\That gets me all fired up!\In that case,\if you lose to me, you're outta this guild!\We were so psyched about gettin' our first points response:	that we ate way too much at the dinner party!
context: You have business with me, kid?\Are you the master here?\I hear you kicked someone out for losin' once?\That gets me all fired up!\In that case,\if you lose to me, you're outta this guild!\We were so psyched about gettin' our first points\that we ate way too much at the dinner party! response:	And right when our full bellies were aching,
context: Are you the master here?\I hear you kicked someone out for losin' once?\That gets me all fired up!\In that case,\if you lose to me, you're outta this guild!\We were so psyched about gettin' our first points\that we ate way too much at the dinner party!\And right when our full bellies were aching, response:	Yukino appeared in her civvies!
context: I hear you kicked someone out for losin' once?\That gets me all fired up!\In that case,\if you lose to me, you're outta this guild!\We were so psyched about gettin' our first points\that we ate way too much at the dinner party!\And right when our full bellies were aching,\Yukino appeared in her civvies! response:	Once I found out Yukino was treated cruelly
context: That gets me all fired up!\In that case,\if you lose to me, you're outta this guild!\We were so psyched about gettin' our first points\that we ate way too much at the dinner party!\And right when our full bellies were aching,\Yukino appeared in her civvies!\Once I found out Yukino was treated cruelly response:	and tossed from her guild just for losin' a match,
context: In that case,\if you lose to me, you're outta this guild!\We were so psyched about gettin' our first points\that we ate way too much at the dinner party!\And right when our full bellies were aching,\Yukino appeared in her civvies!\Once I found out Yukino was treated cruelly\and tossed from her guild just for losin' a match, response:	I stormed into Sabertooth's inn!
context: if you lose to me, you're outta this guild!\We were so psyched about gettin' our first points\that we ate way too much at the dinner party!\And right when our full bellies were aching,\Yukino appeared in her civvies!\Once I found out Yukino was treated cruelly\and tossed from her guild just for losin' a match,\I stormed into Sabertooth's inn! response:	Next time: Pandemonium!
context: We were so psyched about gettin' our first points\that we ate way too much at the dinner party!\And right when our full bellies were aching,\Yukino appeared in her civvies!\Once I found out Yukino was treated cruelly\and tossed from her guild just for losin' a match,\I stormed into Sabertooth's inn!\Next time: Pandemonium! response:	What about me, who you left behind?!
context: that we ate way too much at the dinner party!\And right when our full bellies were aching,\Yukino appeared in her civvies!\Once I found out Yukino was treated cruelly\and tossed from her guild just for losin' a match,\I stormed into Sabertooth's inn!\Next time: Pandemonium!\What about me, who you left behind?! response:	Um, I...
context: And right when our full bellies were aching,\Yukino appeared in her civvies!\Once I found out Yukino was treated cruelly\and tossed from her guild just for losin' a match,\I stormed into Sabertooth's inn!\Next time: Pandemonium!\What about me, who you left behind?!\Um, I... response:	What's gonna become of me?!
context: Yukino appeared in her civvies!\Once I found out Yukino was treated cruelly\and tossed from her guild just for losin' a match,\I stormed into Sabertooth's inn!\Next time: Pandemonium!\What about me, who you left behind?!\Um, I...\What's gonna become of me?! response:	I'm sorry already!
