context: Okay! response:	My lord, do you want some jam?
context: Subclass Apprentice, Lv. 21\I'd like to ask you about my skills.\You want to change your subclass?\Yes, but I don't know what to pick.\Then what about this?\There's a subclass called apprentice.\Apprentice?\It's exactly what it sounds like... response:	It makes you someone's apprentice.
context: I'd like to ask you about my skills.\You want to change your subclass?\Yes, but I don't know what to pick.\Then what about this?\There's a subclass called apprentice.\Apprentice?\It's exactly what it sounds like...\It makes you someone's apprentice. response:	You can become someone's student, and copy their skills.
context: You want to change your subclass?\Yes, but I don't know what to pick.\Then what about this?\There's a subclass called apprentice.\Apprentice?\It's exactly what it sounds like...\It makes you someone's apprentice.\You can become someone's student, and copy their skills. response:	That's amazing.
context: Yes, but I don't know what to pick.\Then what about this?\There's a subclass called apprentice.\Apprentice?\It's exactly what it sounds like...\It makes you someone's apprentice.\You can become someone's student, and copy their skills.\That's amazing. response:	But there are limits on which skills you can learn.
context: Then what about this?\There's a subclass called apprentice.\Apprentice?\It's exactly what it sounds like...\It makes you someone's apprentice.\You can become someone's student, and copy their skills.\That's amazing.\But there are limits on which skills you can learn. response:	You can only gain the skills for your level.
context: There's a subclass called apprentice.\Apprentice?\It's exactly what it sounds like...\It makes you someone's apprentice.\You can become someone's student, and copy their skills.\That's amazing.\But there are limits on which skills you can learn.\You can only gain the skills for your level. response:	But you get a bonus, so it levels up quickly.
context: Apprentice?\It's exactly what it sounds like...\It makes you someone's apprentice.\You can become someone's student, and copy their skills.\That's amazing.\But there are limits on which skills you can learn.\You can only gain the skills for your level.\But you get a bonus, so it levels up quickly. response:	And when you change classes, you keep your experience points.
context: It's exactly what it sounds like...\It makes you someone's apprentice.\You can become someone's student, and copy their skills.\That's amazing.\But there are limits on which skills you can learn.\You can only gain the skills for your level.\But you get a bonus, so it levels up quickly.\And when you change classes, you keep your experience points. response:	Until you decide what you want to do, it might not be a bad idea.
context: It makes you someone's apprentice.\You can become someone's student, and copy their skills.\That's amazing.\But there are limits on which skills you can learn.\You can only gain the skills for your level.\But you get a bonus, so it levels up quickly.\And when you change classes, you keep your experience points.\Until you decide what you want to do, it might not be a bad idea. response:	I've decided.
context: You can become someone's student, and copy their skills.\That's amazing.\But there are limits on which skills you can learn.\You can only gain the skills for your level.\But you get a bonus, so it levels up quickly.\And when you change classes, you keep your experience points.\Until you decide what you want to do, it might not be a bad idea.\I've decided. response:	I'll become an apprentice!
context: That's amazing.\But there are limits on which skills you can learn.\You can only gain the skills for your level.\But you get a bonus, so it levels up quickly.\And when you change classes, you keep your experience points.\Until you decide what you want to do, it might not be a bad idea.\I've decided.\I'll become an apprentice! response:	That was fast!
context: But there are limits on which skills you can learn.\You can only gain the skills for your level.\But you get a bonus, so it levels up quickly.\And when you change classes, you keep your experience points.\Until you decide what you want to do, it might not be a bad idea.\I've decided.\I'll become an apprentice!\That was fast! response:	But you already have your tailoring skill...
context: You can only gain the skills for your level.\But you get a bonus, so it levels up quickly.\And when you change classes, you keep your experience points.\Until you decide what you want to do, it might not be a bad idea.\I've decided.\I'll become an apprentice!\That was fast!\But you already have your tailoring skill... response:	No, I didn't pick that because I liked it.
context: But you get a bonus, so it levels up quickly.\And when you change classes, you keep your experience points.\Until you decide what you want to do, it might not be a bad idea.\I've decided.\I'll become an apprentice!\That was fast!\But you already have your tailoring skill...\No, I didn't pick that because I liked it. response:	And so...
context: And when you change classes, you keep your experience points.\Until you decide what you want to do, it might not be a bad idea.\I've decided.\I'll become an apprentice!\That was fast!\But you already have your tailoring skill...\No, I didn't pick that because I liked it.\And so... response:	Shiroe, will you be my teacher?
context: Until you decide what you want to do, it might not be a bad idea.\I've decided.\I'll become an apprentice!\That was fast!\But you already have your tailoring skill...\No, I didn't pick that because I liked it.\And so...\Shiroe, will you be my teacher? response:	Me?
context: I've decided.\I'll become an apprentice!\That was fast!\But you already have your tailoring skill...\No, I didn't pick that because I liked it.\And so...\Shiroe, will you be my teacher?\Me? response:	I changed my subclass because I wanted to be useful to Shiroe.
context: I'll become an apprentice!\That was fast!\But you already have your tailoring skill...\No, I didn't pick that because I liked it.\And so...\Shiroe, will you be my teacher?\Me?\I changed my subclass because I wanted to be useful to Shiroe. response:	If I can be of use to the people of Akihabara,
context: That was fast!\But you already have your tailoring skill...\No, I didn't pick that because I liked it.\And so...\Shiroe, will you be my teacher?\Me?\I changed my subclass because I wanted to be useful to Shiroe.\If I can be of use to the people of Akihabara, response:	it might help my teacher's reputation.
context: But you already have your tailoring skill...\No, I didn't pick that because I liked it.\And so...\Shiroe, will you be my teacher?\Me?\I changed my subclass because I wanted to be useful to Shiroe.\If I can be of use to the people of Akihabara,\it might help my teacher's reputation. response:	And for that, I must start by doing what I can, one step at a time!
context: No, I didn't pick that because I liked it.\And so...\Shiroe, will you be my teacher?\Me?\I changed my subclass because I wanted to be useful to Shiroe.\If I can be of use to the people of Akihabara,\it might help my teacher's reputation.\And for that, I must start by doing what I can, one step at a time! response:	This is my battlefield!
context: And so...\Shiroe, will you be my teacher?\Me?\I changed my subclass because I wanted to be useful to Shiroe.\If I can be of use to the people of Akihabara,\it might help my teacher's reputation.\And for that, I must start by doing what I can, one step at a time!\This is my battlefield! response:	That's amazing...
context: Shiroe, will you be my teacher?\Me?\I changed my subclass because I wanted to be useful to Shiroe.\If I can be of use to the people of Akihabara,\it might help my teacher's reputation.\And for that, I must start by doing what I can, one step at a time!\This is my battlefield!\That's amazing... response:	You work fast, Minori!
context: Me?\I changed my subclass because I wanted to be useful to Shiroe.\If I can be of use to the people of Akihabara,\it might help my teacher's reputation.\And for that, I must start by doing what I can, one step at a time!\This is my battlefield!\That's amazing...\You work fast, Minori! response:	I'm Shiroe's student, after all.
context: I changed my subclass because I wanted to be useful to Shiroe.\If I can be of use to the people of Akihabara,\it might help my teacher's reputation.\And for that, I must start by doing what I can, one step at a time!\This is my battlefield!\That's amazing...\You work fast, Minori!\I'm Shiroe's student, after all. response:	Linguini
context: If I can be of use to the people of Akihabara,\it might help my teacher's reputation.\And for that, I must start by doing what I can, one step at a time!\This is my battlefield!\That's amazing...\You work fast, Minori!\I'm Shiroe's student, after all.\Linguini response:	This is great!
context: it might help my teacher's reputation.\And for that, I must start by doing what I can, one step at a time!\This is my battlefield!\That's amazing...\You work fast, Minori!\I'm Shiroe's student, after all.\Linguini\This is great! response:	The tomato sauce here is delicious.
context: And for that, I must start by doing what I can, one step at a time!\This is my battlefield!\That's amazing...\You work fast, Minori!\I'm Shiroe's student, after all.\Linguini\This is great!\The tomato sauce here is delicious. response:	Now I'll have enough energy to go back to Crescent Moon this afternoon!
context: This is my battlefield!\That's amazing...\You work fast, Minori!\I'm Shiroe's student, after all.\Linguini\This is great!\The tomato sauce here is delicious.\Now I'll have enough energy to go back to Crescent Moon this afternoon! response:	There's the smile I wanted to see.
context: That's amazing...\You work fast, Minori!\I'm Shiroe's student, after all.\Linguini\This is great!\The tomato sauce here is delicious.\Now I'll have enough energy to go back to Crescent Moon this afternoon!\There's the smile I wanted to see. response:	I'll do my best to help.
context: You work fast, Minori!\I'm Shiroe's student, after all.\Linguini\This is great!\The tomato sauce here is delicious.\Now I'll have enough energy to go back to Crescent Moon this afternoon!\There's the smile I wanted to see.\I'll do my best to help. response:	I'm so sorry!
context: I'm Shiroe's student, after all.\Linguini\This is great!\The tomato sauce here is delicious.\Now I'll have enough energy to go back to Crescent Moon this afternoon!\There's the smile I wanted to see.\I'll do my best to help.\I'm so sorry! response:	What's wrong with you?
context: Linguini\This is great!\The tomato sauce here is delicious.\Now I'll have enough energy to go back to Crescent Moon this afternoon!\There's the smile I wanted to see.\I'll do my best to help.\I'm so sorry!\What's wrong with you? response:	Look at this stain!
context: This is great!\The tomato sauce here is delicious.\Now I'll have enough energy to go back to Crescent Moon this afternoon!\There's the smile I wanted to see.\I'll do my best to help.\I'm so sorry!\What's wrong with you?\Look at this stain! response:	I'll p-pay for it, so please...
context: The tomato sauce here is delicious.\Now I'll have enough energy to go back to Crescent Moon this afternoon!\There's the smile I wanted to see.\I'll do my best to help.\I'm so sorry!\What's wrong with you?\Look at this stain!\I'll p-pay for it, so please... response:	You could never afford it! Honestly!
context: Now I'll have enough energy to go back to Crescent Moon this afternoon!\There's the smile I wanted to see.\I'll do my best to help.\I'm so sorry!\What's wrong with you?\Look at this stain!\I'll p-pay for it, so please...\You could never afford it! Honestly! response:	This is why I told you it wasn't worth coming to a filthy shop like this!
context: There's the smile I wanted to see.\I'll do my best to help.\I'm so sorry!\What's wrong with you?\Look at this stain!\I'll p-pay for it, so please...\You could never afford it! Honestly!\This is why I told you it wasn't worth coming to a filthy shop like this! response:	That's awful...
context: I'll do my best to help.\I'm so sorry!\What's wrong with you?\Look at this stain!\I'll p-pay for it, so please...\You could never afford it! Honestly!\This is why I told you it wasn't worth coming to a filthy shop like this!\That's awful... response:	Is he stupid?
context: I'm so sorry!\What's wrong with you?\Look at this stain!\I'll p-pay for it, so please...\You could never afford it! Honestly!\This is why I told you it wasn't worth coming to a filthy shop like this!\That's awful...\Is he stupid? response:	He chose to come here.
context: What's wrong with you?\Look at this stain!\I'll p-pay for it, so please...\You could never afford it! Honestly!\This is why I told you it wasn't worth coming to a filthy shop like this!\That's awful...\Is he stupid?\He chose to come here. response:	Get lost.
context: Look at this stain!\I'll p-pay for it, so please...\You could never afford it! Honestly!\This is why I told you it wasn't worth coming to a filthy shop like this!\That's awful...\Is he stupid?\He chose to come here.\Get lost. response:	Which of you just insulted me?!
context: I'll p-pay for it, so please...\You could never afford it! Honestly!\This is why I told you it wasn't worth coming to a filthy shop like this!\That's awful...\Is he stupid?\He chose to come here.\Get lost.\Which of you just insulted me?! response:	You three, then?
context: You could never afford it! Honestly!\This is why I told you it wasn't worth coming to a filthy shop like this!\That's awful...\Is he stupid?\He chose to come here.\Get lost.\Which of you just insulted me?!\You three, then? response:	I'll have to teach you a lesson.
context: This is why I told you it wasn't worth coming to a filthy shop like this!\That's awful...\Is he stupid?\He chose to come here.\Get lost.\Which of you just insulted me?!\You three, then?\I'll have to teach you a lesson. response:	You want to fight?
context: That's awful...\Is he stupid?\He chose to come here.\Get lost.\Which of you just insulted me?!\You three, then?\I'll have to teach you a lesson.\You want to fight? response:	With us?
context: Is he stupid?\He chose to come here.\Get lost.\Which of you just insulted me?!\You three, then?\I'll have to teach you a lesson.\You want to fight?\With us? response:	Nyanta...
context: He chose to come here.\Get lost.\Which of you just insulted me?!\You three, then?\I'll have to teach you a lesson.\You want to fight?\With us?\Nyanta... response:	No need to worry.
context: Get lost.\Which of you just insulted me?!\You three, then?\I'll have to teach you a lesson.\You want to fight?\With us?\Nyanta...\No need to worry. response:	Meow.
context: Which of you just insulted me?!\You three, then?\I'll have to teach you a lesson.\You want to fight?\With us?\Nyanta...\No need to worry.\Meow. response:	What do you want, cat?
context: You three, then?\I'll have to teach you a lesson.\You want to fight?\With us?\Nyanta...\No need to worry.\Meow.\What do you want, cat? response:	I'm not a cat.
context: I'll have to teach you a lesson.\You want to fight?\With us?\Nyanta...\No need to worry.\Meow.\What do you want, cat?\I'm not a cat. response:	I am a proud member of the cat-people.
context: You want to fight?\With us?\Nyanta...\No need to worry.\Meow.\What do you want, cat?\I'm not a cat.\I am a proud member of the cat-people. response:	Never heard of them.
context: With us?\Nyanta...\No need to worry.\Meow.\What do you want, cat?\I'm not a cat.\I am a proud member of the cat-people.\Never heard of them. response:	Then you really ought to learn.
context: Nyanta...\No need to worry.\Meow.\What do you want, cat?\I'm not a cat.\I am a proud member of the cat-people.\Never heard of them.\Then you really ought to learn. response:	Wh-What are you doing?
context: No need to worry.\Meow.\What do you want, cat?\I'm not a cat.\I am a proud member of the cat-people.\Never heard of them.\Then you really ought to learn.\Wh-What are you doing? response:	Let me go... Let me go!
context: Meow.\What do you want, cat?\I'm not a cat.\I am a proud member of the cat-people.\Never heard of them.\Then you really ought to learn.\Wh-What are you doing?\Let me go... Let me go! response:	My lord!
context: What do you want, cat?\I'm not a cat.\I am a proud member of the cat-people.\Never heard of them.\Then you really ought to learn.\Wh-What are you doing?\Let me go... Let me go!\My lord! response:	You shouldn't be mean to others.
context: I'm not a cat.\I am a proud member of the cat-people.\Never heard of them.\Then you really ought to learn.\Wh-What are you doing?\Let me go... Let me go!\My lord!\You shouldn't be mean to others. response:	Akihabara has its own rules by which you must abide.
context: I am a proud member of the cat-people.\Never heard of them.\Then you really ought to learn.\Wh-What are you doing?\Let me go... Let me go!\My lord!\You shouldn't be mean to others.\Akihabara has its own rules by which you must abide. response:	How dare you disgrace me?!
context: Never heard of them.\Then you really ought to learn.\Wh-What are you doing?\Let me go... Let me go!\My lord!\You shouldn't be mean to others.\Akihabara has its own rules by which you must abide.\How dare you disgrace me?! response:	My lord, control yourself.
context: Then you really ought to learn.\Wh-What are you doing?\Let me go... Let me go!\My lord!\You shouldn't be mean to others.\Akihabara has its own rules by which you must abide.\How dare you disgrace me?!\My lord, control yourself. response:	Please!
context: Wh-What are you doing?\Let me go... Let me go!\My lord!\You shouldn't be mean to others.\Akihabara has its own rules by which you must abide.\How dare you disgrace me?!\My lord, control yourself.\Please! response:	I'll get you for this, cat!
context: Let me go... Let me go!\My lord!\You shouldn't be mean to others.\Akihabara has its own rules by which you must abide.\How dare you disgrace me?!\My lord, control yourself.\Please!\I'll get you for this, cat! response:	Nyanta is so cool!
context: My lord!\You shouldn't be mean to others.\Akihabara has its own rules by which you must abide.\How dare you disgrace me?!\My lord, control yourself.\Please!\I'll get you for this, cat!\Nyanta is so cool! response:	Meow.
context: You shouldn't be mean to others.\Akihabara has its own rules by which you must abide.\How dare you disgrace me?!\My lord, control yourself.\Please!\I'll get you for this, cat!\Nyanta is so cool!\Meow. response:	You're just playing around, aren't you?
context: Akihabara has its own rules by which you must abide.\How dare you disgrace me?!\My lord, control yourself.\Please!\I'll get you for this, cat!\Nyanta is so cool!\Meow.\You're just playing around, aren't you? response:	A conflict with the People of the Land, again?
context: How dare you disgrace me?!\My lord, control yourself.\Please!\I'll get you for this, cat!\Nyanta is so cool!\Meow.\You're just playing around, aren't you?\A conflict with the People of the Land, again? response:	You might want to beef up security.
context: My lord, control yourself.\Please!\I'll get you for this, cat!\Nyanta is so cool!\Meow.\You're just playing around, aren't you?\A conflict with the People of the Land, again?\You might want to beef up security. response:	To a degree, I expected this.
context: Please!\I'll get you for this, cat!\Nyanta is so cool!\Meow.\You're just playing around, aren't you?\A conflict with the People of the Land, again?\You might want to beef up security.\To a degree, I expected this. response:	People of the Land live in a class-based society, while we're free.
context: I'll get you for this, cat!\Nyanta is so cool!\Meow.\You're just playing around, aren't you?\A conflict with the People of the Land, again?\You might want to beef up security.\To a degree, I expected this.\People of the Land live in a class-based society, while we're free. response:	That's true.
context: Nyanta is so cool!\Meow.\You're just playing around, aren't you?\A conflict with the People of the Land, again?\You might want to beef up security.\To a degree, I expected this.\People of the Land live in a class-based society, while we're free.\That's true. response:	All of the People of the Land's traders at this festival are professionals,
context: Meow.\You're just playing around, aren't you?\A conflict with the People of the Land, again?\You might want to beef up security.\To a degree, I expected this.\People of the Land live in a class-based society, while we're free.\That's true.\All of the People of the Land's traders at this festival are professionals, response:	while everyone else running a shop here is an amateur.
context: You're just playing around, aren't you?\A conflict with the People of the Land, again?\You might want to beef up security.\To a degree, I expected this.\People of the Land live in a class-based society, while we're free.\That's true.\All of the People of the Land's traders at this festival are professionals,\while everyone else running a shop here is an amateur. response:	And that's why I have Naotsugu running around.
context: A conflict with the People of the Land, again?\You might want to beef up security.\To a degree, I expected this.\People of the Land live in a class-based society, while we're free.\That's true.\All of the People of the Land's traders at this festival are professionals,\while everyone else running a shop here is an amateur.\And that's why I have Naotsugu running around. response:	I think we can leave things alone.
context: You might want to beef up security.\To a degree, I expected this.\People of the Land live in a class-based society, while we're free.\That's true.\All of the People of the Land's traders at this festival are professionals,\while everyone else running a shop here is an amateur.\And that's why I have Naotsugu running around.\I think we can leave things alone. response:	Team 3 is back!
context: To a degree, I expected this.\People of the Land live in a class-based society, while we're free.\That's true.\All of the People of the Land's traders at this festival are professionals,\while everyone else running a shop here is an amateur.\And that's why I have Naotsugu running around.\I think we can leave things alone.\Team 3 is back! response:	Team 2, heading out!
context: People of the Land live in a class-based society, while we're free.\That's true.\All of the People of the Land's traders at this festival are professionals,\while everyone else running a shop here is an amateur.\And that's why I have Naotsugu running around.\I think we can leave things alone.\Team 3 is back!\Team 2, heading out! response:	Right. Good work.
context: That's true.\All of the People of the Land's traders at this festival are professionals,\while everyone else running a shop here is an amateur.\And that's why I have Naotsugu running around.\I think we can leave things alone.\Team 3 is back!\Team 2, heading out!\Right. Good work. response:	Reporting.
context: All of the People of the Land's traders at this festival are professionals,\while everyone else running a shop here is an amateur.\And that's why I have Naotsugu running around.\I think we can leave things alone.\Team 3 is back!\Team 2, heading out!\Right. Good work.\Reporting. response:	We assisted one carriage, stuck on a side road,
context: while everyone else running a shop here is an amateur.\And that's why I have Naotsugu running around.\I think we can leave things alone.\Team 3 is back!\Team 2, heading out!\Right. Good work.\Reporting.\We assisted one carriage, stuck on a side road, response:	halted four arguments,
context: And that's why I have Naotsugu running around.\I think we can leave things alone.\Team 3 is back!\Team 2, heading out!\Right. Good work.\Reporting.\We assisted one carriage, stuck on a side road,\halted four arguments, response:	and dealt with two claims of nonpayment.
context: I think we can leave things alone.\Team 3 is back!\Team 2, heading out!\Right. Good work.\Reporting.\We assisted one carriage, stuck on a side road,\halted four arguments,\and dealt with two claims of nonpayment. response:	All involved People of the Land.
context: Team 3 is back!\Team 2, heading out!\Right. Good work.\Reporting.\We assisted one carriage, stuck on a side road,\halted four arguments,\and dealt with two claims of nonpayment.\All involved People of the Land. response:	Got it.
context: Team 2, heading out!\Right. Good work.\Reporting.\We assisted one carriage, stuck on a side road,\halted four arguments,\and dealt with two claims of nonpayment.\All involved People of the Land.\Got it. response:	You've just got to be tough and draw the line!
context: Right. Good work.\Reporting.\We assisted one carriage, stuck on a side road,\halted four arguments,\and dealt with two claims of nonpayment.\All involved People of the Land.\Got it.\You've just got to be tough and draw the line! response:	Keep at it.
context: Reporting.\We assisted one carriage, stuck on a side road,\halted four arguments,\and dealt with two claims of nonpayment.\All involved People of the Land.\Got it.\You've just got to be tough and draw the line!\Keep at it. response:	Yes, sir.
context: We assisted one carriage, stuck on a side road,\halted four arguments,\and dealt with two claims of nonpayment.\All involved People of the Land.\Got it.\You've just got to be tough and draw the line!\Keep at it.\Yes, sir. response:	But I didn't expect to see so many here.
context: halted four arguments,\and dealt with two claims of nonpayment.\All involved People of the Land.\Got it.\You've just got to be tough and draw the line!\Keep at it.\Yes, sir.\But I didn't expect to see so many here. response:	I'm sure People of the Land love their festivals, too.
context: and dealt with two claims of nonpayment.\All involved People of the Land.\Got it.\You've just got to be tough and draw the line!\Keep at it.\Yes, sir.\But I didn't expect to see so many here.\I'm sure People of the Land love their festivals, too. response:	Still...
context: All involved People of the Land.\Got it.\You've just got to be tough and draw the line!\Keep at it.\Yes, sir.\But I didn't expect to see so many here.\I'm sure People of the Land love their festivals, too.\Still... response:	It's hard to believe that villain was the one who brought all this business to Akihabara.
context: Got it.\You've just got to be tough and draw the line!\Keep at it.\Yes, sir.\But I didn't expect to see so many here.\I'm sure People of the Land love their festivals, too.\Still...\It's hard to believe that villain was the one who brought all this business to Akihabara. response:	I once invited him to join my guild.
context: You've just got to be tough and draw the line!\Keep at it.\Yes, sir.\But I didn't expect to see so many here.\I'm sure People of the Land love their festivals, too.\Still...\It's hard to believe that villain was the one who brought all this business to Akihabara.\I once invited him to join my guild. response:	This was after the Tea Party disbanded, when he was a solo player.
context: Keep at it.\Yes, sir.\But I didn't expect to see so many here.\I'm sure People of the Land love their festivals, too.\Still...\It's hard to believe that villain was the one who brought all this business to Akihabara.\I once invited him to join my guild.\This was after the Tea Party disbanded, when he was a solo player. response:	I'd seen how he fought while he was a guest of ours.
context: Yes, sir.\But I didn't expect to see so many here.\I'm sure People of the Land love their festivals, too.\Still...\It's hard to believe that villain was the one who brought all this business to Akihabara.\I once invited him to join my guild.\This was after the Tea Party disbanded, when he was a solo player.\I'd seen how he fought while he was a guest of ours. response:	And?
context: But I didn't expect to see so many here.\I'm sure People of the Land love their festivals, too.\Still...\It's hard to believe that villain was the one who brought all this business to Akihabara.\I once invited him to join my guild.\This was after the Tea Party disbanded, when he was a solo player.\I'd seen how he fought while he was a guest of ours.\And? response:	He turned me down.
context: I'm sure People of the Land love their festivals, too.\Still...\It's hard to believe that villain was the one who brought all this business to Akihabara.\I once invited him to join my guild.\This was after the Tea Party disbanded, when he was a solo player.\I'd seen how he fought while he was a guest of ours.\And?\He turned me down. response:	I don't think I'm worthy of the offer, he said.
context: Still...\It's hard to believe that villain was the one who brought all this business to Akihabara.\I once invited him to join my guild.\This was after the Tea Party disbanded, when he was a solo player.\I'd seen how he fought while he was a guest of ours.\And?\He turned me down.\I don't think I'm worthy of the offer, he said. response:	And so, I lost interest.
context: It's hard to believe that villain was the one who brought all this business to Akihabara.\I once invited him to join my guild.\This was after the Tea Party disbanded, when he was a solo player.\I'd seen how he fought while he was a guest of ours.\And?\He turned me down.\I don't think I'm worthy of the offer, he said.\And so, I lost interest. response:	I'm not interested in anyone who isn't ready to find and slay new enemies.
context: I once invited him to join my guild.\This was after the Tea Party disbanded, when he was a solo player.\I'd seen how he fought while he was a guest of ours.\And?\He turned me down.\I don't think I'm worthy of the offer, he said.\And so, I lost interest.\I'm not interested in anyone who isn't ready to find and slay new enemies. response:	And after the Apocalypse, he grew up...
context: This was after the Tea Party disbanded, when he was a solo player.\I'd seen how he fought while he was a guest of ours.\And?\He turned me down.\I don't think I'm worthy of the offer, he said.\And so, I lost interest.\I'm not interested in anyone who isn't ready to find and slay new enemies.\And after the Apocalypse, he grew up... response:	Enough to have an influence on the entire city.
context: I'd seen how he fought while he was a guest of ours.\And?\He turned me down.\I don't think I'm worthy of the offer, he said.\And so, I lost interest.\I'm not interested in anyone who isn't ready to find and slay new enemies.\And after the Apocalypse, he grew up...\Enough to have an influence on the entire city. response:	That's what I don't get...
context: And?\He turned me down.\I don't think I'm worthy of the offer, he said.\And so, I lost interest.\I'm not interested in anyone who isn't ready to find and slay new enemies.\And after the Apocalypse, he grew up...\Enough to have an influence on the entire city.\That's what I don't get... response:	Is he a strategist? Or a gambler?
context: He turned me down.\I don't think I'm worthy of the offer, he said.\And so, I lost interest.\I'm not interested in anyone who isn't ready to find and slay new enemies.\And after the Apocalypse, he grew up...\Enough to have an influence on the entire city.\That's what I don't get...\Is he a strategist? Or a gambler? response:	I'm not even sure if he feels dead or alive.
context: I don't think I'm worthy of the offer, he said.\And so, I lost interest.\I'm not interested in anyone who isn't ready to find and slay new enemies.\And after the Apocalypse, he grew up...\Enough to have an influence on the entire city.\That's what I don't get...\Is he a strategist? Or a gambler?\I'm not even sure if he feels dead or alive. response:	I think Shiroe is at his best when anything goes.
context: And so, I lost interest.\I'm not interested in anyone who isn't ready to find and slay new enemies.\And after the Apocalypse, he grew up...\Enough to have an influence on the entire city.\That's what I don't get...\Is he a strategist? Or a gambler?\I'm not even sure if he feels dead or alive.\I think Shiroe is at his best when anything goes. response:	Anything goes?
context: I'm not interested in anyone who isn't ready to find and slay new enemies.\And after the Apocalypse, he grew up...\Enough to have an influence on the entire city.\That's what I don't get...\Is he a strategist? Or a gambler?\I'm not even sure if he feels dead or alive.\I think Shiroe is at his best when anything goes.\Anything goes? response:	I don't think he's a strategist at all.
context: And after the Apocalypse, he grew up...\Enough to have an influence on the entire city.\That's what I don't get...\Is he a strategist? Or a gambler?\I'm not even sure if he feels dead or alive.\I think Shiroe is at his best when anything goes.\Anything goes?\I don't think he's a strategist at all. response:	When the chips are down,
context: Enough to have an influence on the entire city.\That's what I don't get...\Is he a strategist? Or a gambler?\I'm not even sure if he feels dead or alive.\I think Shiroe is at his best when anything goes.\Anything goes?\I don't think he's a strategist at all.\When the chips are down, response:	and you have to do whatever it takes, and there's nothing in it for him,
context: That's what I don't get...\Is he a strategist? Or a gambler?\I'm not even sure if he feels dead or alive.\I think Shiroe is at his best when anything goes.\Anything goes?\I don't think he's a strategist at all.\When the chips are down,\and you have to do whatever it takes, and there's nothing in it for him, response:	he's as strong as anyone you'll ever see.
context: Is he a strategist? Or a gambler?\I'm not even sure if he feels dead or alive.\I think Shiroe is at his best when anything goes.\Anything goes?\I don't think he's a strategist at all.\When the chips are down,\and you have to do whatever it takes, and there's nothing in it for him,\he's as strong as anyone you'll ever see. response:	He's like a cursed sword.
context: I'm not even sure if he feels dead or alive.\I think Shiroe is at his best when anything goes.\Anything goes?\I don't think he's a strategist at all.\When the chips are down,\and you have to do whatever it takes, and there's nothing in it for him,\he's as strong as anyone you'll ever see.\He's like a cursed sword. response:	I understand...
context: I think Shiroe is at his best when anything goes.\Anything goes?\I don't think he's a strategist at all.\When the chips are down,\and you have to do whatever it takes, and there's nothing in it for him,\he's as strong as anyone you'll ever see.\He's like a cursed sword.\I understand... response:	But now, that cursed sword is buried in paperwork.
context: Anything goes?\I don't think he's a strategist at all.\When the chips are down,\and you have to do whatever it takes, and there's nothing in it for him,\he's as strong as anyone you'll ever see.\He's like a cursed sword.\I understand...\But now, that cursed sword is buried in paperwork. response:	Who knows when he'll be drawn next?
context: I don't think he's a strategist at all.\When the chips are down,\and you have to do whatever it takes, and there's nothing in it for him,\he's as strong as anyone you'll ever see.\He's like a cursed sword.\I understand...\But now, that cursed sword is buried in paperwork.\Who knows when he'll be drawn next? response:	I guess we still have something to look forward to.
context: When the chips are down,\and you have to do whatever it takes, and there's nothing in it for him,\he's as strong as anyone you'll ever see.\He's like a cursed sword.\I understand...\But now, that cursed sword is buried in paperwork.\Who knows when he'll be drawn next?\I guess we still have something to look forward to. response:	Merchant's Hall Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None
context: and you have to do whatever it takes, and there's nothing in it for him,\he's as strong as anyone you'll ever see.\He's like a cursed sword.\I understand...\But now, that cursed sword is buried in paperwork.\Who knows when he'll be drawn next?\I guess we still have something to look forward to.\Merchant's Hall Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None response:	Silver Plaza Japan Server Merchant's Hall/ Silver Plaza City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None
context: he's as strong as anyone you'll ever see.\He's like a cursed sword.\I understand...\But now, that cursed sword is buried in paperwork.\Who knows when he'll be drawn next?\I guess we still have something to look forward to.\Merchant's Hall Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Silver Plaza Japan Server Merchant's Hall/ Silver Plaza City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None response:	Oh, Akatsuki...
context: He's like a cursed sword.\I understand...\But now, that cursed sword is buried in paperwork.\Who knows when he'll be drawn next?\I guess we still have something to look forward to.\Merchant's Hall Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Silver Plaza Japan Server Merchant's Hall/ Silver Plaza City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Oh, Akatsuki... response:	You look great. So cute!
context: I understand...\But now, that cursed sword is buried in paperwork.\Who knows when he'll be drawn next?\I guess we still have something to look forward to.\Merchant's Hall Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Silver Plaza Japan Server Merchant's Hall/ Silver Plaza City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Oh, Akatsuki...\You look great. So cute! response:	Oh, I can't... I can't even...
