context: After all, Shiina Mashiro is... response:	A master painter...
context: That's not much of a plan!\Senpai!\What are you doing, Kanda-kun?\A-Aoyama, what are you...\I work here on Sundays, after going to training school.\Really? As amazing as always.\That's it, Nanamin!\You look wonderful in your uniform! response:	Come on, let's hide together!
context: Senpai!\What are you doing, Kanda-kun?\A-Aoyama, what are you...\I work here on Sundays, after going to training school.\Really? As amazing as always.\That's it, Nanamin!\You look wonderful in your uniform!\Come on, let's hide together! response:	What are you doing, Kamiigusa-senpai?
context: What are you doing, Kanda-kun?\A-Aoyama, what are you...\I work here on Sundays, after going to training school.\Really? As amazing as always.\That's it, Nanamin!\You look wonderful in your uniform!\Come on, let's hide together!\What are you doing, Kamiigusa-senpai? response:	K-Kanda-kun, you're getting too close.
context: A-Aoyama, what are you...\I work here on Sundays, after going to training school.\Really? As amazing as always.\That's it, Nanamin!\You look wonderful in your uniform!\Come on, let's hide together!\What are you doing, Kamiigusa-senpai?\K-Kanda-kun, you're getting too close. response:	Which one would you like?
context: I work here on Sundays, after going to training school.\Really? As amazing as always.\That's it, Nanamin!\You look wonderful in your uniform!\Come on, let's hide together!\What are you doing, Kamiigusa-senpai?\K-Kanda-kun, you're getting too close.\Which one would you like? response:	This one is cuter.
context: Really? As amazing as always.\That's it, Nanamin!\You look wonderful in your uniform!\Come on, let's hide together!\What are you doing, Kamiigusa-senpai?\K-Kanda-kun, you're getting too close.\Which one would you like?\This one is cuter. response:	I agree.
context: That's it, Nanamin!\You look wonderful in your uniform!\Come on, let's hide together!\What are you doing, Kamiigusa-senpai?\K-Kanda-kun, you're getting too close.\Which one would you like?\This one is cuter.\I agree. response:	You're going to keep it?
context: You look wonderful in your uniform!\Come on, let's hide together!\What are you doing, Kamiigusa-senpai?\K-Kanda-kun, you're getting too close.\Which one would you like?\This one is cuter.\I agree.\You're going to keep it? response:	I hope you're joking. It's a birthday present.
context: Come on, let's hide together!\What are you doing, Kamiigusa-senpai?\K-Kanda-kun, you're getting too close.\Which one would you like?\This one is cuter.\I agree.\You're going to keep it?\I hope you're joking. It's a birthday present. response:	For who?
context: What are you doing, Kamiigusa-senpai?\K-Kanda-kun, you're getting too close.\Which one would you like?\This one is cuter.\I agree.\You're going to keep it?\I hope you're joking. It's a birthday present.\For who? response:	Someone close, and yet so far...
context: K-Kanda-kun, you're getting too close.\Which one would you like?\This one is cuter.\I agree.\You're going to keep it?\I hope you're joking. It's a birthday present.\For who?\Someone close, and yet so far... response:	Excuse me, one of these, please.
context: Which one would you like?\This one is cuter.\I agree.\You're going to keep it?\I hope you're joking. It's a birthday present.\For who?\Someone close, and yet so far...\Excuse me, one of these, please. response:	They're coming out.
context: This one is cuter.\I agree.\You're going to keep it?\I hope you're joking. It's a birthday present.\For who?\Someone close, and yet so far...\Excuse me, one of these, please.\They're coming out. response:	They bought something, didn't they?
context: I agree.\You're going to keep it?\I hope you're joking. It's a birthday present.\For who?\Someone close, and yet so far...\Excuse me, one of these, please.\They're coming out.\They bought something, didn't they? response:	Oh, that reminds me. I need to get back to work.
context: You're going to keep it?\I hope you're joking. It's a birthday present.\For who?\Someone close, and yet so far...\Excuse me, one of these, please.\They're coming out.\They bought something, didn't they?\Oh, that reminds me. I need to get back to work. response:	H-Hey.
context: I hope you're joking. It's a birthday present.\For who?\Someone close, and yet so far...\Excuse me, one of these, please.\They're coming out.\They bought something, didn't they?\Oh, that reminds me. I need to get back to work.\H-Hey. response:	My break's over soon.
context: For who?\Someone close, and yet so far...\Excuse me, one of these, please.\They're coming out.\They bought something, didn't they?\Oh, that reminds me. I need to get back to work.\H-Hey.\My break's over soon. response:	Oh, okay. Work hard.
context: Someone close, and yet so far...\Excuse me, one of these, please.\They're coming out.\They bought something, didn't they?\Oh, that reminds me. I need to get back to work.\H-Hey.\My break's over soon.\Oh, okay. Work hard. response:	I'd work hard even if you didn't tell me to.
context: Excuse me, one of these, please.\They're coming out.\They bought something, didn't they?\Oh, that reminds me. I need to get back to work.\H-Hey.\My break's over soon.\Oh, okay. Work hard.\I'd work hard even if you didn't tell me to. response:	You're right.
context: They're coming out.\They bought something, didn't they?\Oh, that reminds me. I need to get back to work.\H-Hey.\My break's over soon.\Oh, okay. Work hard.\I'd work hard even if you didn't tell me to.\You're right. response:	Misaki-senpai?
context: They bought something, didn't they?\Oh, that reminds me. I need to get back to work.\H-Hey.\My break's over soon.\Oh, okay. Work hard.\I'd work hard even if you didn't tell me to.\You're right.\Misaki-senpai? response:	Kouhai-kun...
context: Oh, that reminds me. I need to get back to work.\H-Hey.\My break's over soon.\Oh, okay. Work hard.\I'd work hard even if you didn't tell me to.\You're right.\Misaki-senpai?\Kouhai-kun... response:	My chest hurts.
context: H-Hey.\My break's over soon.\Oh, okay. Work hard.\I'd work hard even if you didn't tell me to.\You're right.\Misaki-senpai?\Kouhai-kun...\My chest hurts. response:	Is it contagious?
context: My break's over soon.\Oh, okay. Work hard.\I'd work hard even if you didn't tell me to.\You're right.\Misaki-senpai?\Kouhai-kun...\My chest hurts.\Is it contagious? response:	I feel a little...
context: Oh, okay. Work hard.\I'd work hard even if you didn't tell me to.\You're right.\Misaki-senpai?\Kouhai-kun...\My chest hurts.\Is it contagious?\I feel a little... response:	I don't have to be the one who looks after Shiina...
context: I'd work hard even if you didn't tell me to.\You're right.\Misaki-senpai?\Kouhai-kun...\My chest hurts.\Is it contagious?\I feel a little...\I don't have to be the one who looks after Shiina... response:	Do you think pretty, quiet girls are Jin-san's type?
context: You're right.\Misaki-senpai?\Kouhai-kun...\My chest hurts.\Is it contagious?\I feel a little...\I don't have to be the one who looks after Shiina...\Do you think pretty, quiet girls are Jin-san's type? response:	I think so.
context: Misaki-senpai?\Kouhai-kun...\My chest hurts.\Is it contagious?\I feel a little...\I don't have to be the one who looks after Shiina...\Do you think pretty, quiet girls are Jin-san's type?\I think so. response:	That's what Fuuka-chan, the first girl he dated, was like.
context: Kouhai-kun...\My chest hurts.\Is it contagious?\I feel a little...\I don't have to be the one who looks after Shiina...\Do you think pretty, quiet girls are Jin-san's type?\I think so.\That's what Fuuka-chan, the first girl he dated, was like. response:	You've been stalking him since the beginning?
context: My chest hurts.\Is it contagious?\I feel a little...\I don't have to be the one who looks after Shiina...\Do you think pretty, quiet girls are Jin-san's type?\I think so.\That's what Fuuka-chan, the first girl he dated, was like.\You've been stalking him since the beginning? response:	I would have known even if I hadn't.
context: Is it contagious?\I feel a little...\I don't have to be the one who looks after Shiina...\Do you think pretty, quiet girls are Jin-san's type?\I think so.\That's what Fuuka-chan, the first girl he dated, was like.\You've been stalking him since the beginning?\I would have known even if I hadn't. response:	Why am I never the one standing next to Jin?
context: I feel a little...\I don't have to be the one who looks after Shiina...\Do you think pretty, quiet girls are Jin-san's type?\I think so.\That's what Fuuka-chan, the first girl he dated, was like.\You've been stalking him since the beginning?\I would have known even if I hadn't.\Why am I never the one standing next to Jin? response:	They really came here.
context: I don't have to be the one who looks after Shiina...\Do you think pretty, quiet girls are Jin-san's type?\I think so.\That's what Fuuka-chan, the first girl he dated, was like.\You've been stalking him since the beginning?\I would have known even if I hadn't.\Why am I never the one standing next to Jin?\They really came here. response:	Are they seriously going inside?
context: Do you think pretty, quiet girls are Jin-san's type?\I think so.\That's what Fuuka-chan, the first girl he dated, was like.\You've been stalking him since the beginning?\I would have known even if I hadn't.\Why am I never the one standing next to Jin?\They really came here.\Are they seriously going inside? response:	Senpai, we have to stop them!
context: I think so.\That's what Fuuka-chan, the first girl he dated, was like.\You've been stalking him since the beginning?\I would have known even if I hadn't.\Why am I never the one standing next to Jin?\They really came here.\Are they seriously going inside?\Senpai, we have to stop them! response:	I've had enough.
context: That's what Fuuka-chan, the first girl he dated, was like.\You've been stalking him since the beginning?\I would have known even if I hadn't.\Why am I never the one standing next to Jin?\They really came here.\Are they seriously going inside?\Senpai, we have to stop them!\I've had enough. response:	I'm going home.
context: You've been stalking him since the beginning?\I would have known even if I hadn't.\Why am I never the one standing next to Jin?\They really came here.\Are they seriously going inside?\Senpai, we have to stop them!\I've had enough.\I'm going home. response:	I'm going home.
context: I would have known even if I hadn't.\Why am I never the one standing next to Jin?\They really came here.\Are they seriously going inside?\Senpai, we have to stop them!\I've had enough.\I'm going home.\I'm going home. response:	Senpai!
context: Why am I never the one standing next to Jin?\They really came here.\Are they seriously going inside?\Senpai, we have to stop them!\I've had enough.\I'm going home.\I'm going home.\Senpai! response:	What the hell are you doing?!
context: They really came here.\Are they seriously going inside?\Senpai, we have to stop them!\I've had enough.\I'm going home.\I'm going home.\Senpai!\What the hell are you doing?! response:	Oh, sorry.
context: Are they seriously going inside?\Senpai, we have to stop them!\I've had enough.\I'm going home.\I'm going home.\Senpai!\What the hell are you doing?!\Oh, sorry. response:	You're awake?
context: Senpai, we have to stop them!\I've had enough.\I'm going home.\I'm going home.\Senpai!\What the hell are you doing?!\Oh, sorry.\You're awake? response:	Hey, Shiina...
context: I've had enough.\I'm going home.\I'm going home.\Senpai!\What the hell are you doing?!\Oh, sorry.\You're awake?\Hey, Shiina... response:	What?
context: I'm going home.\I'm going home.\Senpai!\What the hell are you doing?!\Oh, sorry.\You're awake?\Hey, Shiina...\What? response:	Am I lying on your lap?
context: I'm going home.\Senpai!\What the hell are you doing?!\Oh, sorry.\You're awake?\Hey, Shiina...\What?\Am I lying on your lap? response:	Yes, you are.
context: Senpai!\What the hell are you doing?!\Oh, sorry.\You're awake?\Hey, Shiina...\What?\Am I lying on your lap?\Yes, you are. response:	That hurt.
context: What the hell are you doing?!\Oh, sorry.\You're awake?\Hey, Shiina...\What?\Am I lying on your lap?\Yes, you are.\That hurt. response:	Say that like it hurts!
context: Oh, sorry.\You're awake?\Hey, Shiina...\What?\Am I lying on your lap?\Yes, you are.\That hurt.\Say that like it hurts! response:	It didn't hurt.
context: You're awake?\Hey, Shiina...\What?\Am I lying on your lap?\Yes, you are.\That hurt.\Say that like it hurts!\It didn't hurt. response:	Then, don't say it does!
context: Hey, Shiina...\What?\Am I lying on your lap?\Yes, you are.\That hurt.\Say that like it hurts!\It didn't hurt.\Then, don't say it does! response:	Don't just let people lie in your lap!
context: What?\Am I lying on your lap?\Yes, you are.\That hurt.\Say that like it hurts!\It didn't hurt.\Then, don't say it does!\Don't just let people lie in your lap! response:	What were you thinking?
context: Am I lying on your lap?\Yes, you are.\That hurt.\Say that like it hurts!\It didn't hurt.\Then, don't say it does!\Don't just let people lie in your lap!\What were you thinking? response:	I was thinking about the world.
context: Yes, you are.\That hurt.\Say that like it hurts!\It didn't hurt.\Then, don't say it does!\Don't just let people lie in your lap!\What were you thinking?\I was thinking about the world. response:	That's a lot to think about!
context: That hurt.\Say that like it hurts!\It didn't hurt.\Then, don't say it does!\Don't just let people lie in your lap!\What were you thinking?\I was thinking about the world.\That's a lot to think about! response:	Oh, yeah! Where's Jin-san?
context: Say that like it hurts!\It didn't hurt.\Then, don't say it does!\Don't just let people lie in your lap!\What were you thinking?\I was thinking about the world.\That's a lot to think about!\Oh, yeah! Where's Jin-san? response:	He left.
context: It didn't hurt.\Then, don't say it does!\Don't just let people lie in your lap!\What were you thinking?\I was thinking about the world.\That's a lot to think about!\Oh, yeah! Where's Jin-san?\He left. response:	What did you say?
context: Then, don't say it does!\Don't just let people lie in your lap!\What were you thinking?\I was thinking about the world.\That's a lot to think about!\Oh, yeah! Where's Jin-san?\He left.\What did you say? response:	He told me it was just like he planned, and that you'd take care of me now.
context: Don't just let people lie in your lap!\What were you thinking?\I was thinking about the world.\That's a lot to think about!\Oh, yeah! Where's Jin-san?\He left.\What did you say?\He told me it was just like he planned, and that you'd take care of me now. response:	What? Just like he planned?
context: What were you thinking?\I was thinking about the world.\That's a lot to think about!\Oh, yeah! Where's Jin-san?\He left.\What did you say?\He told me it was just like he planned, and that you'd take care of me now.\What? Just like he planned? response:	Did he know we were stalking you?
context: I was thinking about the world.\That's a lot to think about!\Oh, yeah! Where's Jin-san?\He left.\What did you say?\He told me it was just like he planned, and that you'd take care of me now.\What? Just like he planned?\Did he know we were stalking you? response:	What are you doing?!
context: That's a lot to think about!\Oh, yeah! Where's Jin-san?\He left.\What did you say?\He told me it was just like he planned, and that you'd take care of me now.\What? Just like he planned?\Did he know we were stalking you?\What are you doing?! response:	I'm going to take a bath.
context: Oh, yeah! Where's Jin-san?\He left.\What did you say?\He told me it was just like he planned, and that you'd take care of me now.\What? Just like he planned?\Did he know we were stalking you?\What are you doing?!\I'm going to take a bath. response:	Wait, wait.
context: He left.\What did you say?\He told me it was just like he planned, and that you'd take care of me now.\What? Just like he planned?\Did he know we were stalking you?\What are you doing?!\I'm going to take a bath.\Wait, wait. response:	Do you understand our situation?
context: What did you say?\He told me it was just like he planned, and that you'd take care of me now.\What? Just like he planned?\Did he know we were stalking you?\What are you doing?!\I'm going to take a bath.\Wait, wait.\Do you understand our situation? response:	We're a man and a woman in a love hotel room!
context: He told me it was just like he planned, and that you'd take care of me now.\What? Just like he planned?\Did he know we were stalking you?\What are you doing?!\I'm going to take a bath.\Wait, wait.\Do you understand our situation?\We're a man and a woman in a love hotel room! response:	I know.
context: What? Just like he planned?\Did he know we were stalking you?\What are you doing?!\I'm going to take a bath.\Wait, wait.\Do you understand our situation?\We're a man and a woman in a love hotel room!\I know. response:	We'll stay here tonight.
context: Did he know we were stalking you?\What are you doing?!\I'm going to take a bath.\Wait, wait.\Do you understand our situation?\We're a man and a woman in a love hotel room!\I know.\We'll stay here tonight. response:	Why, you!
context: What are you doing?!\I'm going to take a bath.\Wait, wait.\Do you understand our situation?\We're a man and a woman in a love hotel room!\I know.\We'll stay here tonight.\Why, you! response:	You don't understand at all, do you?
context: I'm going to take a bath.\Wait, wait.\Do you understand our situation?\We're a man and a woman in a love hotel room!\I know.\We'll stay here tonight.\Why, you!\You don't understand at all, do you? response:	Listen, Shiina...
context: Wait, wait.\Do you understand our situation?\We're a man and a woman in a love hotel room!\I know.\We'll stay here tonight.\Why, you!\You don't understand at all, do you?\Listen, Shiina... response:	You need to think a little more before you act.
context: Do you understand our situation?\We're a man and a woman in a love hotel room!\I know.\We'll stay here tonight.\Why, you!\You don't understand at all, do you?\Listen, Shiina...\You need to think a little more before you act. response:	What are you going to do if you come here...
context: We're a man and a woman in a love hotel room!\I know.\We'll stay here tonight.\Why, you!\You don't understand at all, do you?\Listen, Shiina...\You need to think a little more before you act.\What are you going to do if you come here... response:	with a guy and something happens?
context: I know.\We'll stay here tonight.\Why, you!\You don't understand at all, do you?\Listen, Shiina...\You need to think a little more before you act.\What are you going to do if you come here...\with a guy and something happens? response:	There's no point.
context: We'll stay here tonight.\Why, you!\You don't understand at all, do you?\Listen, Shiina...\You need to think a little more before you act.\What are you going to do if you come here...\with a guy and something happens?\There's no point. response:	What?
context: Why, you!\You don't understand at all, do you?\Listen, Shiina...\You need to think a little more before you act.\What are you going to do if you come here...\with a guy and something happens?\There's no point.\What? response:	Even if I think more, I only came here for reference.
context: You don't understand at all, do you?\Listen, Shiina...\You need to think a little more before you act.\What are you going to do if you come here...\with a guy and something happens?\There's no point.\What?\Even if I think more, I only came here for reference. response:	You...
context: Listen, Shiina...\You need to think a little more before you act.\What are you going to do if you come here...\with a guy and something happens?\There's no point.\What?\Even if I think more, I only came here for reference.\You... response:	This is necessary to be able to draw.
context: You need to think a little more before you act.\What are you going to do if you come here...\with a guy and something happens?\There's no point.\What?\Even if I think more, I only came here for reference.\You...\This is necessary to be able to draw. response:	That's why I came here.
context: What are you going to do if you come here...\with a guy and something happens?\There's no point.\What?\Even if I think more, I only came here for reference.\You...\This is necessary to be able to draw.\That's why I came here. response:	What about you?
context: with a guy and something happens?\There's no point.\What?\Even if I think more, I only came here for reference.\You...\This is necessary to be able to draw.\That's why I came here.\What about you? response:	Sorata, why are you here?
context: There's no point.\What?\Even if I think more, I only came here for reference.\You...\This is necessary to be able to draw.\That's why I came here.\What about you?\Sorata, why are you here? response:	Why am I...
context: What?\Even if I think more, I only came here for reference.\You...\This is necessary to be able to draw.\That's why I came here.\What about you?\Sorata, why are you here?\Why am I... response:	You said you were busy.
context: Even if I think more, I only came here for reference.\You...\This is necessary to be able to draw.\That's why I came here.\What about you?\Sorata, why are you here?\Why am I...\You said you were busy. response:	Did you find someone to take the cats?
context: You...\This is necessary to be able to draw.\That's why I came here.\What about you?\Sorata, why are you here?\Why am I...\You said you were busy.\Did you find someone to take the cats? response:	No.
context: This is necessary to be able to draw.\That's why I came here.\What about you?\Sorata, why are you here?\Why am I...\You said you were busy.\Did you find someone to take the cats?\No. response:	Then, why?
context: That's why I came here.\What about you?\Sorata, why are you here?\Why am I...\You said you were busy.\Did you find someone to take the cats?\No.\Then, why? response:	You're the one who doesn't understand.
context: What about you?\Sorata, why are you here?\Why am I...\You said you were busy.\Did you find someone to take the cats?\No.\Then, why?\You're the one who doesn't understand. response:	Goodbye.
context: Sorata, why are you here?\Why am I...\You said you were busy.\Did you find someone to take the cats?\No.\Then, why?\You're the one who doesn't understand.\Goodbye. response:	What kind of life have you been living up to now?
context: Why am I...\You said you were busy.\Did you find someone to take the cats?\No.\Then, why?\You're the one who doesn't understand.\Goodbye.\What kind of life have you been living up to now? response:	I drew pictures.
context: You said you were busy.\Did you find someone to take the cats?\No.\Then, why?\You're the one who doesn't understand.\Goodbye.\What kind of life have you been living up to now?\I drew pictures. response:	I drew pictures.
context: Did you find someone to take the cats?\No.\Then, why?\You're the one who doesn't understand.\Goodbye.\What kind of life have you been living up to now?\I drew pictures.\I drew pictures. response:	What am I doing?
context: No.\Then, why?\You're the one who doesn't understand.\Goodbye.\What kind of life have you been living up to now?\I drew pictures.\I drew pictures.\What am I doing? response:	Sorry about that.
context: Then, why?\You're the one who doesn't understand.\Goodbye.\What kind of life have you been living up to now?\I drew pictures.\I drew pictures.\What am I doing?\Sorry about that. response:	I meant to let you get a punch in,
context: You're the one who doesn't understand.\Goodbye.\What kind of life have you been living up to now?\I drew pictures.\I drew pictures.\What am I doing?\Sorry about that.\I meant to let you get a punch in, response:	but my reflexes didn't let me.
context: Goodbye.\What kind of life have you been living up to now?\I drew pictures.\I drew pictures.\What am I doing?\Sorry about that.\I meant to let you get a punch in,\but my reflexes didn't let me. response:	Jin-san, where are you right now?
context: What kind of life have you been living up to now?\I drew pictures.\I drew pictures.\What am I doing?\Sorry about that.\I meant to let you get a punch in,\but my reflexes didn't let me.\Jin-san, where are you right now? response:	Office Lady Rumi-san's place.
context: I drew pictures.\I drew pictures.\What am I doing?\Sorry about that.\I meant to let you get a punch in,\but my reflexes didn't let me.\Jin-san, where are you right now?\Office Lady Rumi-san's place. response:	Please go back to Sakura Hall today.
context: I drew pictures.\What am I doing?\Sorry about that.\I meant to let you get a punch in,\but my reflexes didn't let me.\Jin-san, where are you right now?\Office Lady Rumi-san's place.\Please go back to Sakura Hall today. response:	Okay, stop!
context: What am I doing?\Sorry about that.\I meant to let you get a punch in,\but my reflexes didn't let me.\Jin-san, where are you right now?\Office Lady Rumi-san's place.\Please go back to Sakura Hall today.\Okay, stop! response:	I can't see Misaki-senpai like this anymore.
context: Sorry about that.\I meant to let you get a punch in,\but my reflexes didn't let me.\Jin-san, where are you right now?\Office Lady Rumi-san's place.\Please go back to Sakura Hall today.\Okay, stop!\I can't see Misaki-senpai like this anymore. response:	You had to go and say it.
context: I meant to let you get a punch in,\but my reflexes didn't let me.\Jin-san, where are you right now?\Office Lady Rumi-san's place.\Please go back to Sakura Hall today.\Okay, stop!\I can't see Misaki-senpai like this anymore.\You had to go and say it. response:	What's can't it be Misaki-senpai?
context: but my reflexes didn't let me.\Jin-san, where are you right now?\Office Lady Rumi-san's place.\Please go back to Sakura Hall today.\Okay, stop!\I can't see Misaki-senpai like this anymore.\You had to go and say it.\What's can't it be Misaki-senpai? response:	I can't go home today.
context: Jin-san, where are you right now?\Office Lady Rumi-san's place.\Please go back to Sakura Hall today.\Okay, stop!\I can't see Misaki-senpai like this anymore.\You had to go and say it.\What's can't it be Misaki-senpai?\I can't go home today. response:	Why not?
context: Office Lady Rumi-san's place.\Please go back to Sakura Hall today.\Okay, stop!\I can't see Misaki-senpai like this anymore.\You had to go and say it.\What's can't it be Misaki-senpai?\I can't go home today.\Why not? response:	When I see her looking all depressed,
context: Please go back to Sakura Hall today.\Okay, stop!\I can't see Misaki-senpai like this anymore.\You had to go and say it.\What's can't it be Misaki-senpai?\I can't go home today.\Why not?\When I see her looking all depressed, response:	I want to do her like crazy.
context: Okay, stop!\I can't see Misaki-senpai like this anymore.\You had to go and say it.\What's can't it be Misaki-senpai?\I can't go home today.\Why not?\When I see her looking all depressed,\I want to do her like crazy. response:	What? What did you just say?
context: I can't see Misaki-senpai like this anymore.\You had to go and say it.\What's can't it be Misaki-senpai?\I can't go home today.\Why not?\When I see her looking all depressed,\I want to do her like crazy.\What? What did you just say? response:	Anyway, enough about me. How's Mashiro-chan doing?
context: You had to go and say it.\What's can't it be Misaki-senpai?\I can't go home today.\Why not?\When I see her looking all depressed,\I want to do her like crazy.\What? What did you just say?\Anyway, enough about me. How's Mashiro-chan doing? response:	Shiina's sleeping.
context: What's can't it be Misaki-senpai?\I can't go home today.\Why not?\When I see her looking all depressed,\I want to do her like crazy.\What? What did you just say?\Anyway, enough about me. How's Mashiro-chan doing?\Shiina's sleeping. response:	In your arms?
context: I can't go home today.\Why not?\When I see her looking all depressed,\I want to do her like crazy.\What? What did you just say?\Anyway, enough about me. How's Mashiro-chan doing?\Shiina's sleeping.\In your arms? response:	She's sleeping in the bed by herself.
context: Why not?\When I see her looking all depressed,\I want to do her like crazy.\What? What did you just say?\Anyway, enough about me. How's Mashiro-chan doing?\Shiina's sleeping.\In your arms?\She's sleeping in the bed by herself. response:	What about you?
context: When I see her looking all depressed,\I want to do her like crazy.\What? What did you just say?\Anyway, enough about me. How's Mashiro-chan doing?\Shiina's sleeping.\In your arms?\She's sleeping in the bed by herself.\What about you? response:	I'm sandwiched between the shoe rack and the wall.
context: I want to do her like crazy.\What? What did you just say?\Anyway, enough about me. How's Mashiro-chan doing?\Shiina's sleeping.\In your arms?\She's sleeping in the bed by herself.\What about you?\I'm sandwiched between the shoe rack and the wall. response:	What are you doing? Did you guys fight?
context: What? What did you just say?\Anyway, enough about me. How's Mashiro-chan doing?\Shiina's sleeping.\In your arms?\She's sleeping in the bed by herself.\What about you?\I'm sandwiched between the shoe rack and the wall.\What are you doing? Did you guys fight? response:	It wasn't even a fight.
context: Anyway, enough about me. How's Mashiro-chan doing?\Shiina's sleeping.\In your arms?\She's sleeping in the bed by herself.\What about you?\I'm sandwiched between the shoe rack and the wall.\What are you doing? Did you guys fight?\It wasn't even a fight. response:	I took an instant kill combo, and it was over.
context: Shiina's sleeping.\In your arms?\She's sleeping in the bed by herself.\What about you?\I'm sandwiched between the shoe rack and the wall.\What are you doing? Did you guys fight?\It wasn't even a fight.\I took an instant kill combo, and it was over. response:	I didn't understand anything.
context: In your arms?\She's sleeping in the bed by herself.\What about you?\I'm sandwiched between the shoe rack and the wall.\What are you doing? Did you guys fight?\It wasn't even a fight.\I took an instant kill combo, and it was over.\I didn't understand anything. response:	Shiina's crazy, and none of my common sense...
context: She's sleeping in the bed by herself.\What about you?\I'm sandwiched between the shoe rack and the wall.\What are you doing? Did you guys fight?\It wasn't even a fight.\I took an instant kill combo, and it was over.\I didn't understand anything.\Shiina's crazy, and none of my common sense... response:	got through to her.
context: What about you?\I'm sandwiched between the shoe rack and the wall.\What are you doing? Did you guys fight?\It wasn't even a fight.\I took an instant kill combo, and it was over.\I didn't understand anything.\Shiina's crazy, and none of my common sense...\got through to her. response:	But Shiina didn't care about any of that.
context: I'm sandwiched between the shoe rack and the wall.\What are you doing? Did you guys fight?\It wasn't even a fight.\I took an instant kill combo, and it was over.\I didn't understand anything.\Shiina's crazy, and none of my common sense...\got through to her.\But Shiina didn't care about any of that. response:	Drawing pictures...
context: What are you doing? Did you guys fight?\It wasn't even a fight.\I took an instant kill combo, and it was over.\I didn't understand anything.\Shiina's crazy, and none of my common sense...\got through to her.\But Shiina didn't care about any of that.\Drawing pictures... response:	and now, drawing manga are everything to her.
context: It wasn't even a fight.\I took an instant kill combo, and it was over.\I didn't understand anything.\Shiina's crazy, and none of my common sense...\got through to her.\But Shiina didn't care about any of that.\Drawing pictures...\and now, drawing manga are everything to her. response:	I guess you could say she has no uncertainties...
context: I took an instant kill combo, and it was over.\I didn't understand anything.\Shiina's crazy, and none of my common sense...\got through to her.\But Shiina didn't care about any of that.\Drawing pictures...\and now, drawing manga are everything to her.\I guess you could say she has no uncertainties... response:	In any case, she's amazing.
context: I didn't understand anything.\Shiina's crazy, and none of my common sense...\got through to her.\But Shiina didn't care about any of that.\Drawing pictures...\and now, drawing manga are everything to her.\I guess you could say she has no uncertainties...\In any case, she's amazing. response:	Mashiro-chan told me today that...
context: Shiina's crazy, and none of my common sense...\got through to her.\But Shiina didn't care about any of that.\Drawing pictures...\and now, drawing manga are everything to her.\I guess you could say she has no uncertainties...\In any case, she's amazing.\Mashiro-chan told me today that... response:	she came to Japan to become a manga artist.
context: got through to her.\But Shiina didn't care about any of that.\Drawing pictures...\and now, drawing manga are everything to her.\I guess you could say she has no uncertainties...\In any case, she's amazing.\Mashiro-chan told me today that...\she came to Japan to become a manga artist. response:	When I told her that was a waste, considering...
context: But Shiina didn't care about any of that.\Drawing pictures...\and now, drawing manga are everything to her.\I guess you could say she has no uncertainties...\In any case, she's amazing.\Mashiro-chan told me today that...\she came to Japan to become a manga artist.\When I told her that was a waste, considering... response:	the praise her talents had earned her as a painter,
context: Drawing pictures...\and now, drawing manga are everything to her.\I guess you could say she has no uncertainties...\In any case, she's amazing.\Mashiro-chan told me today that...\she came to Japan to become a manga artist.\When I told her that was a waste, considering...\the praise her talents had earned her as a painter, response:	she said she didn't care about that.
context: and now, drawing manga are everything to her.\I guess you could say she has no uncertainties...\In any case, she's amazing.\Mashiro-chan told me today that...\she came to Japan to become a manga artist.\When I told her that was a waste, considering...\the praise her talents had earned her as a painter,\she said she didn't care about that. response:	She's unbelievable.
context: I guess you could say she has no uncertainties...\In any case, she's amazing.\Mashiro-chan told me today that...\she came to Japan to become a manga artist.\When I told her that was a waste, considering...\the praise her talents had earned her as a painter,\she said she didn't care about that.\She's unbelievable. response:	You got that right.
context: In any case, she's amazing.\Mashiro-chan told me today that...\she came to Japan to become a manga artist.\When I told her that was a waste, considering...\the praise her talents had earned her as a painter,\she said she didn't care about that.\She's unbelievable.\You got that right. response:	But, thanks to Shiina, my eyes are finally open.
context: Mashiro-chan told me today that...\she came to Japan to become a manga artist.\When I told her that was a waste, considering...\the praise her talents had earned her as a painter,\she said she didn't care about that.\She's unbelievable.\You got that right.\But, thanks to Shiina, my eyes are finally open. response:	I'll decide for myself where I want to be.
context: she came to Japan to become a manga artist.\When I told her that was a waste, considering...\the praise her talents had earned her as a painter,\she said she didn't care about that.\She's unbelievable.\You got that right.\But, thanks to Shiina, my eyes are finally open.\I'll decide for myself where I want to be. response:	I'll throw you one hell of a farewell party.
context: When I told her that was a waste, considering...\the praise her talents had earned her as a painter,\she said she didn't care about that.\She's unbelievable.\You got that right.\But, thanks to Shiina, my eyes are finally open.\I'll decide for myself where I want to be.\I'll throw you one hell of a farewell party. response:	I look forward to it.
context: the praise her talents had earned her as a painter,\she said she didn't care about that.\She's unbelievable.\You got that right.\But, thanks to Shiina, my eyes are finally open.\I'll decide for myself where I want to be.\I'll throw you one hell of a farewell party.\I look forward to it. response:	Shiina.
context: she said she didn't care about that.\She's unbelievable.\You got that right.\But, thanks to Shiina, my eyes are finally open.\I'll decide for myself where I want to be.\I'll throw you one hell of a farewell party.\I look forward to it.\Shiina. response:	Sorry about yesterday.
