context: eye catch response:	Helvetica Standard
context: Could it be because of that old geezer gag?\Above that, this is the first time I've ever seen her laughing so hard!\All right!\This should do it!\Mai-chan!\Why is it?\If I said it here now, I feel like I'll lose everything.\Yukko. response:	Sorry.
context: Above that, this is the first time I've ever seen her laughing so hard!\All right!\This should do it!\Mai-chan!\Why is it?\If I said it here now, I feel like I'll lose everything.\Yukko.\Sorry. response:	Never mind, actually.
context: All right!\This should do it!\Mai-chan!\Why is it?\If I said it here now, I feel like I'll lose everything.\Yukko.\Sorry.\Never mind, actually. response:	I guess, until she notices...
context: This should do it!\Mai-chan!\Why is it?\If I said it here now, I feel like I'll lose everything.\Yukko.\Sorry.\Never mind, actually.\I guess, until she notices... response:	Well then, next is a talk about student guidance from Sakurai-sensei.
context: Mai-chan!\Why is it?\If I said it here now, I feel like I'll lose everything.\Yukko.\Sorry.\Never mind, actually.\I guess, until she notices...\Well then, next is a talk about student guidance from Sakurai-sensei. response:	Sakurai-sensei, please.
context: Why is it?\If I said it here now, I feel like I'll lose everything.\Yukko.\Sorry.\Never mind, actually.\I guess, until she notices...\Well then, next is a talk about student guidance from Sakurai-sensei.\Sakurai-sensei, please. response:	Um, Sakurai-sensei?
context: If I said it here now, I feel like I'll lose everything.\Yukko.\Sorry.\Never mind, actually.\I guess, until she notices...\Well then, next is a talk about student guidance from Sakurai-sensei.\Sakurai-sensei, please.\Um, Sakurai-sensei? response:	Yes!
context: Yukko.\Sorry.\Never mind, actually.\I guess, until she notices...\Well then, next is a talk about student guidance from Sakurai-sensei.\Sakurai-sensei, please.\Um, Sakurai-sensei?\Yes! response:	I'm sorry, I'm Sakurai from student counselling...
context: Sorry.\Never mind, actually.\I guess, until she notices...\Well then, next is a talk about student guidance from Sakurai-sensei.\Sakurai-sensei, please.\Um, Sakurai-sensei?\Yes!\I'm sorry, I'm Sakurai from student counselling... response:	I'm sorry... Eh, ah...
context: Never mind, actually.\I guess, until she notices...\Well then, next is a talk about student guidance from Sakurai-sensei.\Sakurai-sensei, please.\Um, Sakurai-sensei?\Yes!\I'm sorry, I'm Sakurai from student counselling...\I'm sorry... Eh, ah... response:	I get really nervous when there's so many people.
context: I guess, until she notices...\Well then, next is a talk about student guidance from Sakurai-sensei.\Sakurai-sensei, please.\Um, Sakurai-sensei?\Yes!\I'm sorry, I'm Sakurai from student counselling...\I'm sorry... Eh, ah...\I get really nervous when there's so many people. response:	No good, this is no good!
context: Well then, next is a talk about student guidance from Sakurai-sensei.\Sakurai-sensei, please.\Um, Sakurai-sensei?\Yes!\I'm sorry, I'm Sakurai from student counselling...\I'm sorry... Eh, ah...\I get really nervous when there's so many people.\No good, this is no good! response:	I can't always stand and look like a helpless teacher...
context: Sakurai-sensei, please.\Um, Sakurai-sensei?\Yes!\I'm sorry, I'm Sakurai from student counselling...\I'm sorry... Eh, ah...\I get really nervous when there's so many people.\No good, this is no good!\I can't always stand and look like a helpless teacher... response:	I have to say what I need to say properly!
context: Um, Sakurai-sensei?\Yes!\I'm sorry, I'm Sakurai from student counselling...\I'm sorry... Eh, ah...\I get really nervous when there's so many people.\No good, this is no good!\I can't always stand and look like a helpless teacher...\I have to say what I need to say properly! response:	I know!
context: Yes!\I'm sorry, I'm Sakurai from student counselling...\I'm sorry... Eh, ah...\I get really nervous when there's so many people.\No good, this is no good!\I can't always stand and look like a helpless teacher...\I have to say what I need to say properly!\I know! response:	Do you often see a goat on the school grounds lately?
context: I'm sorry, I'm Sakurai from student counselling...\I'm sorry... Eh, ah...\I get really nervous when there's so many people.\No good, this is no good!\I can't always stand and look like a helpless teacher...\I have to say what I need to say properly!\I know!\Do you often see a goat on the school grounds lately? response:	Let's not take goats with us to the school grounds!
context: I'm sorry... Eh, ah...\I get really nervous when there's so many people.\No good, this is no good!\I can't always stand and look like a helpless teacher...\I have to say what I need to say properly!\I know!\Do you often see a goat on the school grounds lately?\Let's not take goats with us to the school grounds! response:	What's wrong...
context: I get really nervous when there's so many people.\No good, this is no good!\I can't always stand and look like a helpless teacher...\I have to say what I need to say properly!\I know!\Do you often see a goat on the school grounds lately?\Let's not take goats with us to the school grounds!\What's wrong... response:	What's wrong with goats?!
context: No good, this is no good!\I can't always stand and look like a helpless teacher...\I have to say what I need to say properly!\I know!\Do you often see a goat on the school grounds lately?\Let's not take goats with us to the school grounds!\What's wrong...\What's wrong with goats?! response:	Going to school on a goat isn't prohibited by the school rules,
context: I can't always stand and look like a helpless teacher...\I have to say what I need to say properly!\I know!\Do you often see a goat on the school grounds lately?\Let's not take goats with us to the school grounds!\What's wrong...\What's wrong with goats?!\Going to school on a goat isn't prohibited by the school rules, response:	am I right?!
context: I have to say what I need to say properly!\I know!\Do you often see a goat on the school grounds lately?\Let's not take goats with us to the school grounds!\What's wrong...\What's wrong with goats?!\Going to school on a goat isn't prohibited by the school rules,\am I right?! response:	Eh, ah... that is...
context: I know!\Do you often see a goat on the school grounds lately?\Let's not take goats with us to the school grounds!\What's wrong...\What's wrong with goats?!\Going to school on a goat isn't prohibited by the school rules,\am I right?!\Eh, ah... that is... response:	Mio-chan, isn't that Sasahara-senpai?
context: Do you often see a goat on the school grounds lately?\Let's not take goats with us to the school grounds!\What's wrong...\What's wrong with goats?!\Going to school on a goat isn't prohibited by the school rules,\am I right?!\Eh, ah... that is...\Mio-chan, isn't that Sasahara-senpai? response:	Eh, really?
context: Let's not take goats with us to the school grounds!\What's wrong...\What's wrong with goats?!\Going to school on a goat isn't prohibited by the school rules,\am I right?!\Eh, ah... that is...\Mio-chan, isn't that Sasahara-senpai?\Eh, really? response:	No... I'll permit goats!
context: What's wrong...\What's wrong with goats?!\Going to school on a goat isn't prohibited by the school rules,\am I right?!\Eh, ah... that is...\Mio-chan, isn't that Sasahara-senpai?\Eh, really?\No... I'll permit goats! response:	It's rejected, rejected!
context: What's wrong with goats?!\Going to school on a goat isn't prohibited by the school rules,\am I right?!\Eh, ah... that is...\Mio-chan, isn't that Sasahara-senpai?\Eh, really?\No... I'll permit goats!\It's rejected, rejected! response:	Absolutely rejected!
context: Going to school on a goat isn't prohibited by the school rules,\am I right?!\Eh, ah... that is...\Mio-chan, isn't that Sasahara-senpai?\Eh, really?\No... I'll permit goats!\It's rejected, rejected!\Absolutely rejected! response:	There's no way it's okay to bring a goat to school!
context: am I right?!\Eh, ah... that is...\Mio-chan, isn't that Sasahara-senpai?\Eh, really?\No... I'll permit goats!\It's rejected, rejected!\Absolutely rejected!\There's no way it's okay to bring a goat to school! response:	You can say that, but Tachibana Misato...
context: Eh, ah... that is...\Mio-chan, isn't that Sasahara-senpai?\Eh, really?\No... I'll permit goats!\It's rejected, rejected!\Absolutely rejected!\There's no way it's okay to bring a goat to school!\You can say that, but Tachibana Misato... response:	Why must I rush about on my own two legs?
context: Mio-chan, isn't that Sasahara-senpai?\Eh, really?\No... I'll permit goats!\It's rejected, rejected!\Absolutely rejected!\There's no way it's okay to bring a goat to school!\You can say that, but Tachibana Misato...\Why must I rush about on my own two legs? response:	First of all, the heir of the Sasahara family...
context: Eh, really?\No... I'll permit goats!\It's rejected, rejected!\Absolutely rejected!\There's no way it's okay to bring a goat to school!\You can say that, but Tachibana Misato...\Why must I rush about on my own two legs?\First of all, the heir of the Sasahara family... response:	What's that about the heir of the Sasahara family?
context: No... I'll permit goats!\It's rejected, rejected!\Absolutely rejected!\There's no way it's okay to bring a goat to school!\You can say that, but Tachibana Misato...\Why must I rush about on my own two legs?\First of all, the heir of the Sasahara family...\What's that about the heir of the Sasahara family? response:	You guys are just normal farmers!
context: It's rejected, rejected!\Absolutely rejected!\There's no way it's okay to bring a goat to school!\You can say that, but Tachibana Misato...\Why must I rush about on my own two legs?\First of all, the heir of the Sasahara family...\What's that about the heir of the Sasahara family?\You guys are just normal farmers! response:	So?
context: Absolutely rejected!\There's no way it's okay to bring a goat to school!\You can say that, but Tachibana Misato...\Why must I rush about on my own two legs?\First of all, the heir of the Sasahara family...\What's that about the heir of the Sasahara family?\You guys are just normal farmers!\So? response:	What's wrong with the heir saying he's the heir?
context: There's no way it's okay to bring a goat to school!\You can say that, but Tachibana Misato...\Why must I rush about on my own two legs?\First of all, the heir of the Sasahara family...\What's that about the heir of the Sasahara family?\You guys are just normal farmers!\So?\What's wrong with the heir saying he's the heir? response:	Heh, so Sasahara-kun's family are farmers.
context: You can say that, but Tachibana Misato...\Why must I rush about on my own two legs?\First of all, the heir of the Sasahara family...\What's that about the heir of the Sasahara family?\You guys are just normal farmers!\So?\What's wrong with the heir saying he's the heir?\Heh, so Sasahara-kun's family are farmers. response:	I feel like I've been deceived.
context: Why must I rush about on my own two legs?\First of all, the heir of the Sasahara family...\What's that about the heir of the Sasahara family?\You guys are just normal farmers!\So?\What's wrong with the heir saying he's the heir?\Heh, so Sasahara-kun's family are farmers.\I feel like I've been deceived. response:	So that goat at the bike rack was Sasahara-senpai's.
context: First of all, the heir of the Sasahara family...\What's that about the heir of the Sasahara family?\You guys are just normal farmers!\So?\What's wrong with the heir saying he's the heir?\Heh, so Sasahara-kun's family are farmers.\I feel like I've been deceived.\So that goat at the bike rack was Sasahara-senpai's. response:	Riding a white goat, Sasahara-senpai will come and pick me up!
context: What's that about the heir of the Sasahara family?\You guys are just normal farmers!\So?\What's wrong with the heir saying he's the heir?\Heh, so Sasahara-kun's family are farmers.\I feel like I've been deceived.\So that goat at the bike rack was Sasahara-senpai's.\Riding a white goat, Sasahara-senpai will come and pick me up! response:	A happy new year!
context: You guys are just normal farmers!\So?\What's wrong with the heir saying he's the heir?\Heh, so Sasahara-kun's family are farmers.\I feel like I've been deceived.\So that goat at the bike rack was Sasahara-senpai's.\Riding a white goat, Sasahara-senpai will come and pick me up!\A happy new year! response:	M-Me too!
context: So?\What's wrong with the heir saying he's the heir?\Heh, so Sasahara-kun's family are farmers.\I feel like I've been deceived.\So that goat at the bike rack was Sasahara-senpai's.\Riding a white goat, Sasahara-senpai will come and pick me up!\A happy new year!\M-Me too! response:	Mio-chan!
context: What's wrong with the heir saying he's the heir?\Heh, so Sasahara-kun's family are farmers.\I feel like I've been deceived.\So that goat at the bike rack was Sasahara-senpai's.\Riding a white goat, Sasahara-senpai will come and pick me up!\A happy new year!\M-Me too!\Mio-chan! response:	Using a cellphone while riding a bicycle is very dangerous,
context: Heh, so Sasahara-kun's family are farmers.\I feel like I've been deceived.\So that goat at the bike rack was Sasahara-senpai's.\Riding a white goat, Sasahara-senpai will come and pick me up!\A happy new year!\M-Me too!\Mio-chan!\Using a cellphone while riding a bicycle is very dangerous, response:	let's stop doing that!
context: I feel like I've been deceived.\So that goat at the bike rack was Sasahara-senpai's.\Riding a white goat, Sasahara-senpai will come and pick me up!\A happy new year!\M-Me too!\Mio-chan!\Using a cellphone while riding a bicycle is very dangerous,\let's stop doing that! response:	And also, one last thing...
context: So that goat at the bike rack was Sasahara-senpai's.\Riding a white goat, Sasahara-senpai will come and pick me up!\A happy new year!\M-Me too!\Mio-chan!\Using a cellphone while riding a bicycle is very dangerous,\let's stop doing that!\And also, one last thing... response:	This morning, a Maitreya statue was in my shoe locker!
context: Riding a white goat, Sasahara-senpai will come and pick me up!\A happy new year!\M-Me too!\Mio-chan!\Using a cellphone while riding a bicycle is very dangerous,\let's stop doing that!\And also, one last thing...\This morning, a Maitreya statue was in my shoe locker! response:	I don't think these kind of pranks are good.
context: A happy new year!\M-Me too!\Mio-chan!\Using a cellphone while riding a bicycle is very dangerous,\let's stop doing that!\And also, one last thing...\This morning, a Maitreya statue was in my shoe locker!\I don't think these kind of pranks are good. response:	Excuse us, passing through...
context: M-Me too!\Mio-chan!\Using a cellphone while riding a bicycle is very dangerous,\let's stop doing that!\And also, one last thing...\This morning, a Maitreya statue was in my shoe locker!\I don't think these kind of pranks are good.\Excuse us, passing through... response:	A Maitreya statue.
context: Mio-chan!\Using a cellphone while riding a bicycle is very dangerous,\let's stop doing that!\And also, one last thing...\This morning, a Maitreya statue was in my shoe locker!\I don't think these kind of pranks are good.\Excuse us, passing through...\A Maitreya statue. response:	Mai-chan!
context: Using a cellphone while riding a bicycle is very dangerous,\let's stop doing that!\And also, one last thing...\This morning, a Maitreya statue was in my shoe locker!\I don't think these kind of pranks are good.\Excuse us, passing through...\A Maitreya statue.\Mai-chan! response:	Don't stop suddenly!
context: let's stop doing that!\And also, one last thing...\This morning, a Maitreya statue was in my shoe locker!\I don't think these kind of pranks are good.\Excuse us, passing through...\A Maitreya statue.\Mai-chan!\Don't stop suddenly! response:	Ah, this thing again?
context: And also, one last thing...\This morning, a Maitreya statue was in my shoe locker!\I don't think these kind of pranks are good.\Excuse us, passing through...\A Maitreya statue.\Mai-chan!\Don't stop suddenly!\Ah, this thing again? response:	It might be deja vu.
context: This morning, a Maitreya statue was in my shoe locker!\I don't think these kind of pranks are good.\Excuse us, passing through...\A Maitreya statue.\Mai-chan!\Don't stop suddenly!\Ah, this thing again?\It might be deja vu. response:	Who did it?!
context: I don't think these kind of pranks are good.\Excuse us, passing through...\A Maitreya statue.\Mai-chan!\Don't stop suddenly!\Ah, this thing again?\It might be deja vu.\Who did it?! response:	I won't get mad, so raise your hand!
context: Excuse us, passing through...\A Maitreya statue.\Mai-chan!\Don't stop suddenly!\Ah, this thing again?\It might be deja vu.\Who did it?!\I won't get mad, so raise your hand! response:	You'll all stay here until he comes forth!
context: A Maitreya statue.\Mai-chan!\Don't stop suddenly!\Ah, this thing again?\It might be deja vu.\Who did it?!\I won't get mad, so raise your hand!\You'll all stay here until he comes forth! response:	Who was it?
context: Mai-chan!\Don't stop suddenly!\Ah, this thing again?\It might be deja vu.\Who did it?!\I won't get mad, so raise your hand!\You'll all stay here until he comes forth!\Who was it? response:	You go forth.
context: Don't stop suddenly!\Ah, this thing again?\It might be deja vu.\Who did it?!\I won't get mad, so raise your hand!\You'll all stay here until he comes forth!\Who was it?\You go forth. response:	I'm sorry, I heard it was Sakurai-sensei's birthday, so...
context: Ah, this thing again?\It might be deja vu.\Who did it?!\I won't get mad, so raise your hand!\You'll all stay here until he comes forth!\Who was it?\You go forth.\I'm sorry, I heard it was Sakurai-sensei's birthday, so... response:	I see, a Maitreya statue is no good, eh?
context: It might be deja vu.\Who did it?!\I won't get mad, so raise your hand!\You'll all stay here until he comes forth!\Who was it?\You go forth.\I'm sorry, I heard it was Sakurai-sensei's birthday, so...\I see, a Maitreya statue is no good, eh? response:	With good intentions on your birthday, a present.
context: Who did it?!\I won't get mad, so raise your hand!\You'll all stay here until he comes forth!\Who was it?\You go forth.\I'm sorry, I heard it was Sakurai-sensei's birthday, so...\I see, a Maitreya statue is no good, eh?\With good intentions on your birthday, a present. response:	I'll imagine that you don't need a Maitreya statue.
context: I won't get mad, so raise your hand!\You'll all stay here until he comes forth!\Who was it?\You go forth.\I'm sorry, I heard it was Sakurai-sensei's birthday, so...\I see, a Maitreya statue is no good, eh?\With good intentions on your birthday, a present.\I'll imagine that you don't need a Maitreya statue. response:	The principal.
context: You'll all stay here until he comes forth!\Who was it?\You go forth.\I'm sorry, I heard it was Sakurai-sensei's birthday, so...\I see, a Maitreya statue is no good, eh?\With good intentions on your birthday, a present.\I'll imagine that you don't need a Maitreya statue.\The principal. response:	With this, the morning assembly is finished.
context: Who was it?\You go forth.\I'm sorry, I heard it was Sakurai-sensei's birthday, so...\I see, a Maitreya statue is no good, eh?\With good intentions on your birthday, a present.\I'll imagine that you don't need a Maitreya statue.\The principal.\With this, the morning assembly is finished. response:	Thank you very much for your work up until today, Principal.
context: You go forth.\I'm sorry, I heard it was Sakurai-sensei's birthday, so...\I see, a Maitreya statue is no good, eh?\With good intentions on your birthday, a present.\I'll imagine that you don't need a Maitreya statue.\The principal.\With this, the morning assembly is finished.\Thank you very much for your work up until today, Principal. response:	Deputy principal?!
context: I'm sorry, I heard it was Sakurai-sensei's birthday, so...\I see, a Maitreya statue is no good, eh?\With good intentions on your birthday, a present.\I'll imagine that you don't need a Maitreya statue.\The principal.\With this, the morning assembly is finished.\Thank you very much for your work up until today, Principal.\Deputy principal?! response:	This fire hydrant button has a really strong magical pull that makes you want to press it, doesn't it?
context: I see, a Maitreya statue is no good, eh?\With good intentions on your birthday, a present.\I'll imagine that you don't need a Maitreya statue.\The principal.\With this, the morning assembly is finished.\Thank you very much for your work up until today, Principal.\Deputy principal?!\This fire hydrant button has a really strong magical pull that makes you want to press it, doesn't it? response:	Indeed.
context: With good intentions on your birthday, a present.\I'll imagine that you don't need a Maitreya statue.\The principal.\With this, the morning assembly is finished.\Thank you very much for your work up until today, Principal.\Deputy principal?!\This fire hydrant button has a really strong magical pull that makes you want to press it, doesn't it?\Indeed. response:	What if you try pressing it?
context: I'll imagine that you don't need a Maitreya statue.\The principal.\With this, the morning assembly is finished.\Thank you very much for your work up until today, Principal.\Deputy principal?!\This fire hydrant button has a really strong magical pull that makes you want to press it, doesn't it?\Indeed.\What if you try pressing it? response:	The alarm didn't go off last time I pressed it.
context: The principal.\With this, the morning assembly is finished.\Thank you very much for your work up until today, Principal.\Deputy principal?!\This fire hydrant button has a really strong magical pull that makes you want to press it, doesn't it?\Indeed.\What if you try pressing it?\The alarm didn't go off last time I pressed it. response:	Eh?
context: With this, the morning assembly is finished.\Thank you very much for your work up until today, Principal.\Deputy principal?!\This fire hydrant button has a really strong magical pull that makes you want to press it, doesn't it?\Indeed.\What if you try pressing it?\The alarm didn't go off last time I pressed it.\Eh? response:	Really?
context: Thank you very much for your work up until today, Principal.\Deputy principal?!\This fire hydrant button has a really strong magical pull that makes you want to press it, doesn't it?\Indeed.\What if you try pressing it?\The alarm didn't go off last time I pressed it.\Eh?\Really? response:	Fire?
context: Deputy principal?!\This fire hydrant button has a really strong magical pull that makes you want to press it, doesn't it?\Indeed.\What if you try pressing it?\The alarm didn't go off last time I pressed it.\Eh?\Really?\Fire? response:	No way!
context: This fire hydrant button has a really strong magical pull that makes you want to press it, doesn't it?\Indeed.\What if you try pressing it?\The alarm didn't go off last time I pressed it.\Eh?\Really?\Fire?\No way! response:	What should we do?
context: Indeed.\What if you try pressing it?\The alarm didn't go off last time I pressed it.\Eh?\Really?\Fire?\No way!\What should we do? response:	Are we going to run?
context: What if you try pressing it?\The alarm didn't go off last time I pressed it.\Eh?\Really?\Fire?\No way!\What should we do?\Are we going to run? response:	Everyone!
context: The alarm didn't go off last time I pressed it.\Eh?\Really?\Fire?\No way!\What should we do?\Are we going to run?\Everyone! response:	For now, let's go to the court!
context: Eh?\Really?\Fire?\No way!\What should we do?\Are we going to run?\Everyone!\For now, let's go to the court! response:	What the hell are you pushing me aside for?!
context: Really?\Fire?\No way!\What should we do?\Are we going to run?\Everyone!\For now, let's go to the court!\What the hell are you pushing me aside for?! response:	You're the one pushing me!
context: Fire?\No way!\What should we do?\Are we going to run?\Everyone!\For now, let's go to the court!\What the hell are you pushing me aside for?!\You're the one pushing me! response:	What're you saying?
context: No way!\What should we do?\Are we going to run?\Everyone!\For now, let's go to the court!\What the hell are you pushing me aside for?!\You're the one pushing me!\What're you saying? response:	Besides, I've always hated you!
context: What should we do?\Are we going to run?\Everyone!\For now, let's go to the court!\What the hell are you pushing me aside for?!\You're the one pushing me!\What're you saying?\Besides, I've always hated you! response:	Stop it!
context: Are we going to run?\Everyone!\For now, let's go to the court!\What the hell are you pushing me aside for?!\You're the one pushing me!\What're you saying?\Besides, I've always hated you!\Stop it! response:	We might end up dying here!
context: Everyone!\For now, let's go to the court!\What the hell are you pushing me aside for?!\You're the one pushing me!\What're you saying?\Besides, I've always hated you!\Stop it!\We might end up dying here! response:	Let's get out of here first!
context: For now, let's go to the court!\What the hell are you pushing me aside for?!\You're the one pushing me!\What're you saying?\Besides, I've always hated you!\Stop it!\We might end up dying here!\Let's get out of here first! response:	Leave the arguing for later!
context: What the hell are you pushing me aside for?!\You're the one pushing me!\What're you saying?\Besides, I've always hated you!\Stop it!\We might end up dying here!\Let's get out of here first!\Leave the arguing for later! response:	Um...
context: You're the one pushing me!\What're you saying?\Besides, I've always hated you!\Stop it!\We might end up dying here!\Let's get out of here first!\Leave the arguing for later!\Um... response:	I'm sorry, but what is KY?
context: What're you saying?\Besides, I've always hated you!\Stop it!\We might end up dying here!\Let's get out of here first!\Leave the arguing for later!\Um...\I'm sorry, but what is KY? response:	TL Note: KY is short for Kuuki Yomenai meaning unable to read the atmosphere.
context: Besides, I've always hated you!\Stop it!\We might end up dying here!\Let's get out of here first!\Leave the arguing for later!\Um...\I'm sorry, but what is KY?\TL Note: KY is short for Kuuki Yomenai meaning unable to read the atmosphere. response:	Um...
context: Stop it!\We might end up dying here!\Let's get out of here first!\Leave the arguing for later!\Um...\I'm sorry, but what is KY?\TL Note: KY is short for Kuuki Yomenai meaning unable to read the atmosphere.\Um... response:	What could KY be?
context: We might end up dying here!\Let's get out of here first!\Leave the arguing for later!\Um...\I'm sorry, but what is KY?\TL Note: KY is short for Kuuki Yomenai meaning unable to read the atmosphere.\Um...\What could KY be? response:	I'm sorry, please tell me about KY!
context: Let's get out of here first!\Leave the arguing for later!\Um...\I'm sorry, but what is KY?\TL Note: KY is short for Kuuki Yomenai meaning unable to read the atmosphere.\Um...\What could KY be?\I'm sorry, please tell me about KY! response:	Help me, someone!
context: Leave the arguing for later!\Um...\I'm sorry, but what is KY?\TL Note: KY is short for Kuuki Yomenai meaning unable to read the atmosphere.\Um...\What could KY be?\I'm sorry, please tell me about KY!\Help me, someone! response:	Hey!
context: Um...\I'm sorry, but what is KY?\TL Note: KY is short for Kuuki Yomenai meaning unable to read the atmosphere.\Um...\What could KY be?\I'm sorry, please tell me about KY!\Help me, someone!\Hey! response:	Oh, Captain... What could KY be?
context: I'm sorry, but what is KY?\TL Note: KY is short for Kuuki Yomenai meaning unable to read the atmosphere.\Um...\What could KY be?\I'm sorry, please tell me about KY!\Help me, someone!\Hey!\Oh, Captain... What could KY be? response:	It's referring to you.
context: TL Note: KY is short for Kuuki Yomenai meaning unable to read the atmosphere.\Um...\What could KY be?\I'm sorry, please tell me about KY!\Help me, someone!\Hey!\Oh, Captain... What could KY be?\It's referring to you. response:	Second grade Class B, Sasahara Koujirou.
context: Um...\What could KY be?\I'm sorry, please tell me about KY!\Help me, someone!\Hey!\Oh, Captain... What could KY be?\It's referring to you.\Second grade Class B, Sasahara Koujirou. response:	Please come to the staff room immediately to Tomioka.
context: What could KY be?\I'm sorry, please tell me about KY!\Help me, someone!\Hey!\Oh, Captain... What could KY be?\It's referring to you.\Second grade Class B, Sasahara Koujirou.\Please come to the staff room immediately to Tomioka. response:	It's true, it's not violating the school rules... But a goat?
context: I'm sorry, please tell me about KY!\Help me, someone!\Hey!\Oh, Captain... What could KY be?\It's referring to you.\Second grade Class B, Sasahara Koujirou.\Please come to the staff room immediately to Tomioka.\It's true, it's not violating the school rules... But a goat? response:	Can't you do something about it?
context: Help me, someone!\Hey!\Oh, Captain... What could KY be?\It's referring to you.\Second grade Class B, Sasahara Koujirou.\Please come to the staff room immediately to Tomioka.\It's true, it's not violating the school rules... But a goat?\Can't you do something about it? response:	If you don't like to walk,
context: Hey!\Oh, Captain... What could KY be?\It's referring to you.\Second grade Class B, Sasahara Koujirou.\Please come to the staff room immediately to Tomioka.\It's true, it's not violating the school rules... But a goat?\Can't you do something about it?\If you don't like to walk, response:	you could come by bicycle... Just as long as it's not a goat.
context: Oh, Captain... What could KY be?\It's referring to you.\Second grade Class B, Sasahara Koujirou.\Please come to the staff room immediately to Tomioka.\It's true, it's not violating the school rules... But a goat?\Can't you do something about it?\If you don't like to walk,\you could come by bicycle... Just as long as it's not a goat. response:	Sir.
context: It's referring to you.\Second grade Class B, Sasahara Koujirou.\Please come to the staff room immediately to Tomioka.\It's true, it's not violating the school rules... But a goat?\Can't you do something about it?\If you don't like to walk,\you could come by bicycle... Just as long as it's not a goat.\Sir. response:	It's Tomioka.
context: Second grade Class B, Sasahara Koujirou.\Please come to the staff room immediately to Tomioka.\It's true, it's not violating the school rules... But a goat?\Can't you do something about it?\If you don't like to walk,\you could come by bicycle... Just as long as it's not a goat.\Sir.\It's Tomioka. response:	Tomioka.
context: Please come to the staff room immediately to Tomioka.\It's true, it's not violating the school rules... But a goat?\Can't you do something about it?\If you don't like to walk,\you could come by bicycle... Just as long as it's not a goat.\Sir.\It's Tomioka.\Tomioka. response:	Add sensei to it.
context: It's true, it's not violating the school rules... But a goat?\Can't you do something about it?\If you don't like to walk,\you could come by bicycle... Just as long as it's not a goat.\Sir.\It's Tomioka.\Tomioka.\Add sensei to it. response:	Sensei.
context: Can't you do something about it?\If you don't like to walk,\you could come by bicycle... Just as long as it's not a goat.\Sir.\It's Tomioka.\Tomioka.\Add sensei to it.\Sensei. response:	Can you call him Sasahara Kojirou, and not goat?
context: If you don't like to walk,\you could come by bicycle... Just as long as it's not a goat.\Sir.\It's Tomioka.\Tomioka.\Add sensei to it.\Sensei.\Can you call him Sasahara Kojirou, and not goat? response:	He is a goat for now.
context: you could come by bicycle... Just as long as it's not a goat.\Sir.\It's Tomioka.\Tomioka.\Add sensei to it.\Sensei.\Can you call him Sasahara Kojirou, and not goat?\He is a goat for now. response:	My name is Shinonome Nano.
context: Sir.\It's Tomioka.\Tomioka.\Add sensei to it.\Sensei.\Can you call him Sasahara Kojirou, and not goat?\He is a goat for now.\My name is Shinonome Nano. response:	I'm a robot created by Professor, whom I live with.
context: It's Tomioka.\Tomioka.\Add sensei to it.\Sensei.\Can you call him Sasahara Kojirou, and not goat?\He is a goat for now.\My name is Shinonome Nano.\I'm a robot created by Professor, whom I live with. response:	Professor seems to be doing some kind of research,
context: Tomioka.\Add sensei to it.\Sensei.\Can you call him Sasahara Kojirou, and not goat?\He is a goat for now.\My name is Shinonome Nano.\I'm a robot created by Professor, whom I live with.\Professor seems to be doing some kind of research, response:	and is at home all day.
context: Add sensei to it.\Sensei.\Can you call him Sasahara Kojirou, and not goat?\He is a goat for now.\My name is Shinonome Nano.\I'm a robot created by Professor, whom I live with.\Professor seems to be doing some kind of research,\and is at home all day. response:	I spend my days while also helping out the professor.
context: Sensei.\Can you call him Sasahara Kojirou, and not goat?\He is a goat for now.\My name is Shinonome Nano.\I'm a robot created by Professor, whom I live with.\Professor seems to be doing some kind of research,\and is at home all day.\I spend my days while also helping out the professor. response:	Professor!
context: Can you call him Sasahara Kojirou, and not goat?\He is a goat for now.\My name is Shinonome Nano.\I'm a robot created by Professor, whom I live with.\Professor seems to be doing some kind of research,\and is at home all day.\I spend my days while also helping out the professor.\Professor! response:	I warmed up the milk -
context: He is a goat for now.\My name is Shinonome Nano.\I'm a robot created by Professor, whom I live with.\Professor seems to be doing some kind of research,\and is at home all day.\I spend my days while also helping out the professor.\Professor!\I warmed up the milk - response:	I don't have any special features, but it seems like I can still feel pain.
context: My name is Shinonome Nano.\I'm a robot created by Professor, whom I live with.\Professor seems to be doing some kind of research,\and is at home all day.\I spend my days while also helping out the professor.\Professor!\I warmed up the milk -\I don't have any special features, but it seems like I can still feel pain. response:	Nano, what's wrong?
context: I'm a robot created by Professor, whom I live with.\Professor seems to be doing some kind of research,\and is at home all day.\I spend my days while also helping out the professor.\Professor!\I warmed up the milk -\I don't have any special features, but it seems like I can still feel pain.\Nano, what's wrong? response:	Professor!
context: Professor seems to be doing some kind of research,\and is at home all day.\I spend my days while also helping out the professor.\Professor!\I warmed up the milk -\I don't have any special features, but it seems like I can still feel pain.\Nano, what's wrong?\Professor! response:	My little toe...!
context: and is at home all day.\I spend my days while also helping out the professor.\Professor!\I warmed up the milk -\I don't have any special features, but it seems like I can still feel pain.\Nano, what's wrong?\Professor!\My little toe...! response:	My little toe was...!
